sequence,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhF0bBxcB2lBFnBXr?BzrB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFmbBFdBTgBcmBXn?BRwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFOgBxcBzgBUiBfs?BVwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFxbBXdB2lBFnB0r?BzqB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFXcBzfBUmBFnBOs?BSwB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFXcBzfBUiBFmBOs?BSwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFxbBXdBTgBFnB0r?BerB,v115@7gC8FeD8GeF8CeF8DeC8Jel6IvhFUcBXgBZnBGiBTr?BCrB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFOhBXdBzfBFnB0r?BqqB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFTbBxcB/rBFnB0q?BmrB,v115@7gC8FeD8GeF8CeF8DeC8Jez7IvhFXdBUgBlfBxmBmr?BSwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhF0bBXdB2lBFnBTm?BRwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFxcBTgB/rBFnBmr?B0qB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFzfBUiBirBuqB/r?BFsB,v115@7gC8FeD8GeF8CeF8DeC8Je06IvhFCdBzgBVnBXgB2r?BRwB,v115@7gC8FeD8GeF8CeF8DeC8JeX7IvhFCdBzgBVnB0fB2r?BRwB
ZOILJST,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOILSTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOILSJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOIJTLS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZOIJTSL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOIJLTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOIJSTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOIJSLT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOISTLJ,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,O
ZOISTJL,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOISLTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOISLJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOISJTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOISJLT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLTIJS,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOLTISJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOLTJIS,X,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X
ZOLTJSI,X,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X
ZOLTSIJ,X,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X
ZOLTSJI,X,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X
ZOLITJS,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
ZOLITSJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZOLIJTS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOLIJST,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOLISTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLISJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
ZOLJTSI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
ZOLJITS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOLJIST,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOLJSTI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOLJSIT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOLSTIJ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOLSTJI,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X
ZOLSITJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLSIJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOLSJIT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOJTILS,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOJTISL,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
ZOJTLIS,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOJTLSI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOJTSIL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X
ZOJTSLI,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
ZOJITLS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZOJITSL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOJILTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJISTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJISLT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLTIS,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
ZOJLTSI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
ZOJLITS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJLIST,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOJLSTI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOJLSIT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOJSTIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSTLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSITL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSILT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSLTI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSLIT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSTILJ,X,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X
ZOSTIJL,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
ZOSTLIJ,X,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X
ZOSTLJI,X,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZOSTJIL,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X
ZOSTJLI,X,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X
ZOSITLJ,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,O
ZOSITJL,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOSILTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOSILJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSIJTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOSIJLT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLTIJ,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZOSLTJI,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X
ZOSLITJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOSLIJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOSLJIT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZOSJTIL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOSJTLI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSJITL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOSJILT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSJLTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSJLIT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTILJSZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OTILJZS,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X
OTILSJZ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O
OTILSZJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,O,O
OTILZJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X
OTILZSJ,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O
OTIJLSZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OTIJLZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJSLZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
OTIJSZL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTIJZLS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OTIJZSL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
OTISLZJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,O,O
OTISJLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
OTISJZL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTISZLJ,X,O,O,X,O,O,X,O,X,X,X,X,X,X,O,O
OTISZJL,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OTIZLJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OTIZLSJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O
OTIZJLS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OTIZJSL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O
OTIZSJL,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLIJZS,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
OTLISJZ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTLISZJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
OTLIZJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLJISZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJIZS,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
OTLJSIZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJSZI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJZIS,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
OTLJZSI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
OTLSIJZ,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTLSIZJ,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
OTLSJIZ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTLSJZI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTLSZIJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
OTLSZJI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
OTLZIJS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLZISJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLZJIS,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X
OTLZJSI,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X
OTLZSIJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLZSJI,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJILSZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJISZL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTJIZLS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJIZSL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJLISZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJSIZL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTJSLIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTJSZLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZILS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZISL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZLIS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZLSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZSLI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
OTSILZJ,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O
OTSIJLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
OTSIJZL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTSIZLJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
OTSIZJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OTSLIJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTSLIZJ,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
OTSLJIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLJZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLZIJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
OTSLZJI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
OTSJILZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSJIZL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTSJLIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJLZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJZIL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTSJZLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZILJ,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
OTSZIJL,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
OTSZLIJ,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
OTSZLJI,X,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
OTSZJIL,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
OTSZJLI,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTZILJS,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X
OTZILSJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
OTZIJLS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X
OTZIJSL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTZISLJ,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X
OTZISJL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTZLIJS,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTZLISJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
OTZLJIS,X,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTZLJSI,X,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTZLSIJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
OTZLSJI,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTZJILS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZJISL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTZJLIS,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTZJLSI,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTZJSIL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTZJSLI,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTZSILJ,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
OTZSIJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OTZSLIJ,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
OTZSLJI,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTZSJIL,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X
OTZSJLI,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OITLJSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
OITLJZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,O,X
OITLSJZ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O
OITLSZJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,O,O
OITLZJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X
OITLZSJ,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O
OITJLSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OITJLZS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
OITJSLZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OITJSZL,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
OITJZLS,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
OITJZSL,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OITSLJZ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OITSLZJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,O,O
OITSJLZ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OITSJZL,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
OITSZLJ,X,O,O,X,O,O,X,O,X,X,O,X,X,X,O,O
OITSZJL,X,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
OITZLJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OITZLSJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O
OITZJLS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OITZJSL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITZSLJ,X,O,X,X,O,O,X,O,X,X,O,X,X,X,O,O
OITZSJL,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
OILTJSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
OILTJZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,O,X
OILTSJZ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O
OILTSZJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,O,O
OILTZJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X
OILTZSJ,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O
OILJTSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OILJTZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
OILJSTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILJSZT,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OILJZTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OILJZST,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OILSTJZ,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,O
OILSTZJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
OILSJTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSJZT,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OILSZTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OILSZJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILZTJS,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
OILZTSJ,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X
OILZJTS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILZJST,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OILZSTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OILZSJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJTLSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJTLZS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
OIJTSLZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
OIJTSZL,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
OIJTZLS,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
OIJTZSL,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OIJLTSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OIJLTZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
OIJLSTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJLSZT,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OIJLZTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OIJLZST,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OIJSTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
OIJSTZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJSLZT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJSZTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OIJSZLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZTLS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X
OIJZTSL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OIJZLTS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJZLST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJZSLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLJZ,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O
OISTLZJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O
OISTJLZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
OISTJZL,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
OISTZLJ,X,O,X,X,O,O,X,O,X,X,O,X,X,X,O,O
OISTZJL,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
OISLTJZ,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,O
OISLTZJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
OISLJTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OISLJZT,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OISLZTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OISLZJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISJTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
OISJTZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISJLTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OISJLZT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISJZTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OISJZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZTLJ,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,O
OISZTJL,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OISZLTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OISZLJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISZJTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OISZJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTLJS,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X
OIZTLSJ,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O
OIZTJLS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
OIZTJSL,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OIZTSLJ,X,O,X,X,O,O,X,O,O,X,O,X,X,X,O,O
OIZTSJL,X,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X
OIZLTJS,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
OIZLTSJ,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X
OIZLJTS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OIZLJST,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OIZLSTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OIZLSJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZJTLS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OIZJTSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZJLTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJSTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIZJSLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSTLJ,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,O
OIZSTJL,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OIZSLTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OIZSLJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZSJTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OIZSJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIJSZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
