sequence,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFicB9iBfnB5oB8s?BOtB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcBCeBzhBXjB9t?B0sB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBcjBOnBqs?B9tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBSjBNnB8s?B+tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBRdB9jBfoBUn?BSyB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBXeBxsB9tBCn?B0sB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcB9iBfnB6oB8s?BTtB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFxcB6jB0hB9sB/t?BmsB
SZTJLOI,O,O,O,O,O,X,O,O
SZTJOIL,O,O,O,O,O,X,O,O
SZTJOLI,O,O,O,O,O,X,O,O
SZTOILJ,O,O,O,X,O,X,O,O
SZTOIJL,O,O,O,X,O,X,O,O
SZTOLIJ,O,O,O,X,O,X,O,O
SZTOLJI,O,O,O,X,O,X,O,O
SZTOJIL,O,O,O,O,O,X,O,O
SZTOJLI,O,O,O,O,O,X,O,O
SZITLJO,O,X,X,X,O,X,O,O
SZITLOJ,O,X,X,X,O,X,O,O
SZITJLO,O,X,X,X,O,X,O,O
SZITJOL,O,X,X,X,O,X,O,O
SZITOLJ,O,X,X,X,O,X,O,O
SZITOJL,O,X,X,X,O,X,O,O
SZILTJO,O,X,X,X,X,X,O,O
SZILTOJ,O,X,X,X,X,X,O,O
SZILJTO,O,X,X,X,X,X,O,X
SZILJOT,O,X,X,X,X,X,X,X
SZILOTJ,O,X,X,X,X,X,X,O
SZILOJT,O,X,X,X,X,X,X,X
SZIJTLO,O,X,X,X,O,X,O,O
SZIJTOL,O,X,X,X,O,X,O,O
SZIJLTO,O,X,X,X,X,X,O,X
SZIJLOT,O,X,X,X,X,X,X,X
SZIJOTL,O,X,X,X,O,X,O,O
SZIJOLT,O,X,X,X,X,X,X,X
SZIOTLJ,O,X,X,X,O,X,O,O
SZIOTJL,O,X,X,X,O,X,O,O
SZIOLTJ,O,X,X,X,X,X,X,O
SZIOLJT,O,X,X,X,X,X,X,X
SZIOJTL,O,X,X,X,O,X,O,O
SZIOJLT,O,X,X,X,X,X,X,X
SZLTIJO,O,X,O,X,O,X,O,O
SZLTIOJ,O,X,O,X,O,X,O,O
SZLTJIO,O,X,O,X,O,X,O,O
SZLTJOI,O,X,O,X,O,X,O,O
SZLTOIJ,O,X,O,X,O,X,O,O
SZLTOJI,O,X,O,X,O,X,O,O
SZLITJO,O,X,X,X,O,X,O,O
SZLITOJ,O,X,X,X,O,X,O,O
SZLIJTO,O,X,X,X,O,X,O,X
SZLIJOT,O,X,X,X,O,X,X,X
SZLIOTJ,O,X,X,X,O,X,X,O
SZLIOJT,O,X,X,X,O,X,X,X
SZLJTIO,O,X,O,X,O,X,O,X
SZLJTOI,O,X,O,X,O,X,O,X
SZLJITO,O,X,X,X,O,X,O,X
SZLJIOT,O,X,X,X,O,X,X,X
SZLJOTI,O,X,O,X,O,X,O,X
SZLJOIT,O,X,X,X,O,X,X,X
SZLOTIJ,O,X,O,X,O,X,O,O
SZLOTJI,O,X,O,X,O,X,O,O
SZLOITJ,O,X,X,X,O,X,X,O
SZLOIJT,O,X,X,X,O,X,X,X
SZLOJTI,O,X,O,X,O,X,O,X
SZLOJIT,O,X,X,X,O,X,X,X
SZJTILO,O,O,X,O,O,X,O,X
SZJTIOL,O,O,X,O,O,X,O,X
SZJTLIO,O,O,X,O,O,X,O,X
SZJTLOI,O,O,X,O,O,X,O,X
SZJTOIL,O,O,X,O,O,X,O,X
SZJTOLI,O,O,X,O,O,X,O,X
SZJITLO,O,O,X,O,O,X,O,O
SZJITOL,O,O,X,O,O,X,O,O
SZJILTO,O,X,X,X,X,X,O,X
SZJILOT,O,X,X,X,X,X,X,X
SZJIOTL,O,O,X,O,O,X,O,O
SZJIOLT,O,X,X,X,X,X,X,X
SZJLTIO,O,X,O,O,O,X,O,X
SZJLTOI,O,X,O,O,O,X,O,X
SZJLITO,O,X,X,X,O,X,O,X
SZJLIOT,O,X,X,X,O,X,X,X
SZJLOTI,O,X,O,O,O,X,O,X
SZJLOIT,O,X,X,X,O,X,X,X
SZJOTIL,O,O,X,O,O,X,O,X
SZJOTLI,O,O,X,O,O,X,O,X
SZJOITL,O,O,X,O,O,X,O,O
SZJOILT,O,X,X,X,X,X,X,X
SZJOLTI,O,X,O,O,O,X,O,X
SZJOLIT,O,X,X,X,O,X,X,X
SZOTILJ,O,O,O,X,O,X,O,O
SZOTIJL,O,O,O,X,O,X,O,O
SZOTLIJ,O,O,O,X,O,X,O,O
SZOTLJI,O,O,O,X,O,X,O,O
SZOTJIL,O,O,O,O,O,X,O,O
SZOTJLI,O,O,O,O,O,X,O,O
SZOITLJ,O,O,X,X,O,X,O,O
SZOITJL,O,O,X,X,O,X,O,O
SZOILTJ,O,X,X,X,X,X,X,O
SZOILJT,O,X,X,X,X,X,X,X
SZOIJTL,O,O,X,X,O,X,O,O
SZOIJLT,O,X,X,X,X,X,X,X
SZOLTIJ,O,X,O,X,O,X,O,O
SZOLTJI,O,X,O,X,O,X,O,O
SZOLITJ,O,X,X,X,O,X,X,O
SZOLIJT,O,X,X,X,O,X,X,X
SZOLJTI,O,X,O,X,O,X,O,X
SZOLJIT,O,X,X,X,O,X,X,X
SZOJTIL,O,O,X,O,O,X,O,X
SZOJTLI,O,O,X,O,O,X,O,X
SZOJITL,O,O,X,O,O,X,O,O
SZOJILT,O,X,X,X,X,X,X,X
SZOJLTI,O,X,O,O,O,X,O,X
SZOJLIT,O,X,X,X,O,X,X,X
SOTILJZ,X,O,O,X,X,X,X,X
SOTILZJ,O,O,O,X,X,X,X,O
SOTIJLZ,X,O,X,X,X,X,X,X
SOTIJZL,X,O,X,O,X,X,O,X
SOTIZLJ,O,O,O,X,X,X,O,O
SOTIZJL,O,O,O,X,X,X,O,O
SOTLIJZ,X,O,O,X,X,X,X,X
SOTLIZJ,O,O,O,X,X,X,X,O
SOTLJIZ,X,O,O,X,X,X,X,X
SOTLJZI,O,O,O,O,X,X,X,O
SOTLZIJ,O,O,O,X,X,X,X,O
SOTLZJI,O,O,O,X,X,X,X,O
SOTJILZ,X,O,X,X,X,X,X,X
SOTJIZL,X,O,X,O,X,X,O,X
SOTJLIZ,X,O,O,X,X,X,X,X
SOTJLZI,O,O,O,O,X,X,X,O
SOTJZIL,O,O,O,O,X,X,O,O
SOTJZLI,O,O,O,O,X,X,O,O
SOTZILJ,O,O,O,X,X,X,O,O
SOTZIJL,O,O,O,X,X,X,O,O
SOTZLIJ,O,O,O,X,X,X,O,O
SOTZLJI,O,O,O,X,X,X,O,O
SOTZJIL,O,O,O,O,X,X,O,O
SOTZJLI,O,O,O,O,X,X,O,O
SOITLJZ,X,O,O,X,X,O,X,X
SOITLZJ,O,O,O,X,X,X,X,O
SOITJLZ,X,O,X,X,X,O,X,X
SOITJZL,X,O,X,O,X,O,O,X
SOITZLJ,O,O,O,X,X,O,O,O
SOITZJL,O,O,O,X,X,O,O,O
SOILTJZ,X,X,O,X,X,X,X,X
SOILTZJ,O,X,O,X,X,X,X,O
SOILJTZ,X,X,O,X,X,X,X,X
SOILJZT,O,X,X,X,X,X,X,X
SOILZTJ,O,X,X,X,X,X,X,X
SOILZJT,O,X,X,X,X,X,X,X
SOIJTLZ,X,O,X,X,X,O,X,X
SOIJTZL,X,O,X,O,X,O,O,X
SOIJLTZ,X,X,O,X,X,X,X,X
SOIJLZT,O,X,X,X,X,X,X,X
SOIJZTL,O,O,X,O,X,O,O,X
SOIJZLT,O,X,X,X,X,X,X,X
SOIZTLJ,O,O,X,X,X,O,O,O
SOIZTJL,O,O,X,X,X,O,O,O
SOIZLTJ,O,X,X,X,X,X,X,O
SOIZLJT,O,X,X,X,X,X,X,X
SOIZJTL,O,O,X,X,X,O,O,O
SOIZJLT,O,X,X,X,X,X,X,X
SOLTIJZ,X,X,O,X,O,X,X,X
SOLTIZJ,O,X,O,X,O,X,X,O
SOLTJIZ,X,X,O,X,O,X,X,X
SOLTJZI,O,X,O,O,O,X,X,O
SOLTZIJ,O,X,O,X,O,X,X,O
SOLTZJI,O,X,O,X,O,X,X,O
SOLITJZ,X,X,O,X,O,X,X,X
SOLITZJ,O,X,O,X,O,X,X,O
SOLIJTZ,X,X,O,X,O,X,X,X
SOLIJZT,O,X,X,X,X,X,X,X
SOLIZTJ,O,X,X,X,X,X,X,X
SOLIZJT,O,X,X,X,X,X,X,X
SOLJTIZ,X,X,O,X,O,X,X,X
SOLJTZI,O,X,O,O,O,X,X,O
SOLJITZ,X,X,O,X,O,X,X,X
SOLJIZT,O,X,X,X,X,X,X,X
SOLJZTI,O,X,O,O,O,X,X,X
SOLJZIT,O,X,X,X,O,X,X,X
SOLZTIJ,O,X,O,X,O,X,X,O
SOLZTJI,O,X,O,X,O,X,X,O
SOLZITJ,O,X,X,X,O,X,X,O
SOLZIJT,O,X,X,X,O,X,X,X
SOLZJTI,O,X,O,X,O,X,X,X
SOLZJIT,O,X,X,X,O,X,X,X
SOJTILZ,X,O,X,X,X,X,X,X
SOJTIZL,X,O,X,O,X,X,O,X
SOJTLIZ,X,O,O,X,X,X,X,X
SOJTLZI,O,O,O,O,X,X,X,O
SOJTZIL,O,O,O,O,X,X,O,O
SOJTZLI,O,O,O,O,X,X,O,O
SOJITLZ,X,O,X,X,X,O,X,X
SOJITZL,X,O,X,O,X,O,O,X
SOJILTZ,X,X,O,X,X,X,X,X
SOJILZT,O,X,X,X,X,X,X,X
SOJIZTL,O,O,X,O,X,O,O,X
SOJIZLT,O,X,X,X,X,X,X,X
SOJLTIZ,X,X,O,X,O,X,X,X
SOJLTZI,O,X,O,O,O,X,X,O
SOJLITZ,X,X,O,X,O,X,X,X
SOJLIZT,O,X,X,X,X,X,X,X
SOJLZTI,O,X,O,O,O,X,X,X
SOJLZIT,O,X,X,X,O,X,X,X
SOJZTIL,O,O,X,O,O,X,O,X
SOJZTLI,O,O,X,O,O,X,O,X
SOJZITL,O,O,X,O,O,X,O,O
SOJZILT,O,X,X,X,X,X,X,X
SOJZLTI,O,X,O,O,O,X,O,X
SOJZLIT,O,X,X,X,O,X,X,X
SOZTILJ,O,O,O,X,O,X,O,O
SOZTIJL,O,O,O,X,O,X,O,O
SOZTLIJ,O,O,O,X,O,X,O,O
SOZTLJI,O,O,O,X,O,X,O,O
SOZTJIL,O,O,O,O,O,X,O,O
SOZTJLI,O,O,O,O,O,X,O,O
SOZITLJ,O,O,X,X,O,X,O,O
SOZITJL,O,O,X,X,O,X,O,O
SOZILTJ,O,X,X,X,X,X,X,O
SOZILJT,O,X,X,X,X,X,X,X
SOZIJTL,O,O,X,X,O,X,O,O
SOZIJLT,O,X,X,X,X,X,X,X
SOZLTIJ,O,X,O,X,O,X,O,O
SOZLTJI,O,X,O,X,O,X,O,O
SOZLITJ,O,X,X,X,O,X,X,O
SOZLIJT,O,X,X,X,O,X,X,X
SOZLJTI,O,X,O,X,O,X,O,X
SOZLJIT,O,X,X,X,O,X,X,X
SOZJTIL,O,O,X,O,O,X,O,X
SOZJTLI,O,O,X,O,O,X,O,X
SOZJITL,O,O,X,O,O,X,O,O
SOZJILT,O,X,X,X,X,X,X,X
SOZJLTI,O,X,O,O,O,X,O,X
SOZJLIT,O,X,X,X,O,X,X,X
ZTILJSO,X,X,O,X,X,X,O,X
ZTILJOS,X,X,O,X,X,X,X,X
ZTILSJO,O,X,O,X,X,X,O,O
ZTILSOJ,O,X,O,X,X,X,O,O
ZTILOJS,X,X,O,X,X,X,X,X
ZTILOSJ,O,X,O,X,X,X,X,O
ZTIJLSO,X,O,X,X,X,X,O,X
ZTIJLOS,X,O,X,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,O,O
ZTIJSOL,O,O,X,X,X,X,O,O
ZTIJOLS,X,O,X,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X,X,O
ZTISLJO,O,O,O,X,X,X,O,O
ZTISLOJ,O,O,O,X,X,X,O,O
ZTISJLO,O,O,X,X,X,X,O,O
ZTISJOL,O,O,O,X,X,X,O,O
ZTISOLJ,O,O,O,X,X,X,O,O
ZTISOJL,O,O,O,X,X,X,O,O
ZTIOLJS,X,O,O,X,X,X,X,X
ZTIOLSJ,O,O,O,X,X,X,X,O
ZTIOJLS,X,O,X,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X,O
ZTIOSLJ,O,O,O,X,X,X,X,O
ZTIOSJL,O,O,O,X,X,X,X,O
ZTLIJSO,X,X,O,X,O,X,O,X
ZTLIJOS,X,X,O,X,O,X,X,X
ZTLISJO,O,X,O,X,O,X,O,O
ZTLISOJ,O,X,O,X,O,X,O,O
ZTLIOJS,X,X,O,X,O,X,X,X
ZTLIOSJ,O,X,O,X,O,X,X,O
ZTLJISO,X,O,O,X,O,X,O,X
ZTLJIOS,X,O,O,X,O,X,X,X
ZTLJSIO,X,O,O,X,O,X,O,X
ZTLJSOI,X,O,O,X,O,X,O,X
ZTLJOIS,X,O,O,X,O,X,X,X
ZTLJOSI,X,O,O,X,O,X,O,X
ZTLSIJO,O,O,O,X,O,X,O,O
ZTLSIOJ,O,O,O,X,O,X,O,O
ZTLSJIO,O,O,O,X,O,X,O,O
ZTLSJOI,O,O,O,X,O,X,O,O
ZTLSOIJ,O,O,O,X,O,X,O,O
ZTLSOJI,O,O,O,X,O,X,O,O
ZTLOIJS,X,O,O,X,O,X,X,X
ZTLOISJ,O,O,O,X,O,X,X,O
ZTLOJIS,X,O,O,X,O,X,X,X
ZTLOJSI,X,O,O,X,O,X,O,X
ZTLOSIJ,O,O,O,X,O,X,O,O
ZTLOSJI,O,O,O,X,O,X,O,O
ZTJILSO,X,O,X,O,X,X,O,X
ZTJILOS,X,O,X,O,X,X,X,X
ZTJISLO,O,O,X,O,X,X,O,O
ZTJISOL,O,O,X,O,X,X,O,O
ZTJIOLS,X,O,X,O,X,X,X,X
ZTJIOSL,O,O,X,O,X,X,X,O
ZTJLISO,X,O,O,O,O,X,O,X
ZTJLIOS,X,O,O,O,O,X,X,X
ZTJLSIO,X,O,O,O,O,X,O,X
ZTJLSOI,X,O,O,O,O,X,O,X
ZTJLOIS,X,O,O,O,O,X,X,X
ZTJLOSI,X,O,O,O,O,X,O,X
ZTJSILO,O,O,X,O,O,X,O,O
ZTJSIOL,O,O,O,O,O,X,O,O
ZTJSLIO,O,O,O,O,O,X,O,O
ZTJSLOI,O,O,O,O,O,X,O,O
ZTJSOIL,O,O,O,O,O,X,O,O
ZTJSOLI,O,O,O,O,O,X,O,O
ZTJOILS,X,O,X,O,X,X,X,X
ZTJOISL,O,O,X,O,X,X,X,O
ZTJOLIS,X,O,O,O,O,X,X,X
ZTJOLSI,X,O,O,O,O,X,O,X
ZTJOSIL,O,O,O,O,O,X,O,O
ZTJOSLI,O,O,O,O,O,X,O,O
ZTSILJO,O,O,O,X,O,X,O,O
ZTSILOJ,O,O,O,X,O,X,O,O
ZTSIJLO,O,O,X,X,O,X,O,O
ZTSIJOL,O,O,O,X,O,X,O,O
ZTSIOLJ,O,O,O,X,O,X,O,O
ZTSIOJL,O,O,O,X,O,X,O,O
ZTSLIJO,O,O,O,X,O,X,O,O
ZTSLIOJ,O,O,O,X,O,X,O,O
ZTSLJIO,O,O,O,X,O,X,O,O
ZTSLJOI,O,O,O,X,O,X,O,O
ZTSLOIJ,O,O,O,X,O,X,O,O
ZTSLOJI,O,O,O,X,O,X,O,O
ZTSJILO,O,O,X,O,O,X,O,O
ZTSJIOL,O,O,O,O,O,X,O,O
ZTSJLIO,O,O,O,O,O,X,O,O
ZTSJLOI,O,O,O,O,O,X,O,O
ZTSJOIL,O,O,O,O,O,X,O,O
ZTSJOLI,O,O,O,O,O,X,O,O
ZTSOILJ,O,O,O,X,O,X,O,O
ZTSOIJL,O,O,O,X,O,X,O,O
ZTSOLIJ,O,O,O,X,O,X,O,O
ZTSOLJI,O,O,O,X,O,X,O,O
ZTSOJIL,O,O,O,O,O,X,O,O
ZTSOJLI,O,O,O,O,O,X,O,O
ZTOILJS,X,O,O,X,X,X,X,X
ZTOILSJ,O,O,O,X,X,X,X,O
ZTOIJLS,X,O,X,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X,O
ZTOISLJ,O,O,O,X,X,X,X,O
ZTOISJL,O,O,O,X,X,X,X,O
ZTOLIJS,X,O,O,X,O,X,X,X
ZTOLISJ,O,O,O,X,O,X,X,O
ZTOLJIS,X,O,O,X,O,X,X,X
ZTOLJSI,X,O,O,X,O,X,O,X
ZTOLSIJ,O,O,O,X,O,X,O,O
ZTOLSJI,O,O,O,X,O,X,O,O
ZTOJILS,X,O,X,O,X,X,X,X
ZTOJISL,O,O,X,O,X,X,X,O
ZTOJLIS,X,O,O,O,O,X,X,X
ZTOJLSI,X,O,O,O,O,X,O,X
ZTOJSIL,O,O,O,O,O,X,O,O
ZTOJSLI,O,O,O,O,O,X,O,O
ZTOSILJ,O,O,O,X,O,X,O,O
ZTOSIJL,O,O,O,X,O,X,O,O
ZTOSLIJ,O,O,O,X,O,X,O,O
ZTOSLJI,O,O,O,X,O,X,O,O
ZTOSJIL,O,O,O,O,O,X,O,O
ZTOSJLI,O,O,O,O,O,X,O,O
ZITLJSO,X,X,X,X,X,O,O,X
ZITLJOS,X,X,X,X,X,O,X,X
ZITLSJO,O,X,X,X,X,O,O,O
ZITLSOJ,O,X,X,X,X,O,O,O
ZITLOJS,X,X,X,X,X,O,X,X
ZITLOSJ,O,X,X,X,X,O,X,O
ZITJLSO,X,O,X,X,X,O,O,X
ZITJLOS,X,O,X,X,X,O,X,X
ZITJSLO,O,O,X,X,X,O,O,O
ZITJSOL,O,O,X,X,X,O,O,O
ZITJOLS,X,O,X,X,X,O,X,X
ZITJOSL,O,O,X,X,X,O,X,O
ZITSLJO,O,O,X,X,X,O,O,O
ZITSLOJ,O,O,X,X,X,O,O,O
ZITSJLO,O,O,X,X,X,O,O,O
ZITSJOL,O,O,X,X,X,O,O,O
ZITSOLJ,O,O,X,X,X,O,O,O
ZITSOJL,O,O,X,X,X,O,O,O
ZITOLJS,X,O,X,X,X,O,X,X
ZITOLSJ,O,O,X,X,X,O,X,O
ZITOJLS,X,O,X,X,X,O,X,X
ZITOJSL,O,O,X,X,X,O,X,O
ZITOSLJ,O,O,X,X,X,O,X,O
ZITOSJL,O,O,X,X,X,O,X,O
ZILTJSO,X,X,X,X,O,O,O,X
ZILTJOS,X,X,X,X,O,O,X,X
ZILTSJO,O,X,X,X,O,O,O,O
ZILTSOJ,O,X,X,X,O,O,O,O
ZILTOJS,X,X,X,X,O,O,X,X
ZILTOSJ,O,X,X,X,O,O,X,O
ZILJTSO,X,X,X,X,O,O,O,X
ZILJTOS,X,X,X,X,O,O,X,X
ZILJSTO,O,X,X,X,O,X,O,X
ZILJSOT,O,X,X,X,O,X,X,X
ZILJOTS,X,X,X,X,O,O,X,X
ZILJOST,O,X,X,X,O,X,X,X
ZILSTJO,O,X,X,X,O,X,O,O
ZILSTOJ,O,X,X,X,O,X,O,O
ZILSJTO,O,X,X,X,O,X,O,X
ZILSJOT,O,X,X,X,O,X,X,X
ZILSOTJ,O,X,X,X,O,X,X,O
ZILSOJT,O,X,X,X,O,X,X,X
ZILOTJS,X,X,X,X,O,O,X,X
ZILOTSJ,O,X,X,X,O,O,X,O
ZILOJTS,X,X,X,X,O,O,X,X
ZILOJST,O,X,X,X,O,X,X,X
ZILOSTJ,O,X,X,X,O,X,X,O
ZILOSJT,O,X,X,X,O,X,X,X
ZIJTLSO,X,O,X,X,X,O,O,X
ZIJTLOS,X,O,X,X,X,O,X,X
ZIJTSLO,O,O,X,X,X,O,O,O
ZIJTSOL,O,O,X,X,X,O,O,O
ZIJTOLS,X,O,X,X,X,O,X,X
ZIJTOSL,O,O,X,X,X,O,X,O
ZIJLTSO,X,O,X,X,O,O,O,X
ZIJLTOS,X,O,X,X,O,O,X,X
ZIJLSTO,O,X,X,X,O,X,O,X
ZIJLSOT,O,X,X,X,O,X,X,X
ZIJLOTS,X,O,X,X,O,O,X,X
ZIJLOST,O,X,X,X,O,X,X,X
ZIJSTLO,O,O,X,X,O,O,O,O
ZIJSTOL,O,O,X,X,O,O,O,O
ZIJSLTO,O,X,X,X,X,X,O,X
ZIJSLOT,O,X,X,X,X,X,X,X
ZIJSOTL,O,O,X,X,O,O,O,O
ZIJSOLT,O,X,X,X,X,X,X,X
ZIJOTLS,X,O,X,X,X,O,X,X
ZIJOTSL,O,O,X,X,X,O,X,O
ZIJOLTS,X,O,X,X,O,O,X,X
ZIJOLST,O,X,X,X,O,X,X,X
ZIJOSTL,O,O,X,X,O,O,O,O
ZIJOSLT,O,X,X,X,X,X,X,X
ZISTLJO,O,X,X,X,O,O,O,O
ZISTLOJ,O,X,X,X,O,O,O,O
ZISTJLO,O,X,X,X,O,O,O,O
ZISTJOL,O,X,X,X,O,O,O,O
ZISTOLJ,O,X,X,X,O,O,O,O
ZISTOJL,O,X,X,X,O,O,O,O
ZISLTJO,O,X,X,X,X,X,O,O
ZISLTOJ,O,X,X,X,X,X,O,O
ZISLJTO,O,X,X,X,X,X,O,X
ZISLJOT,O,X,X,X,X,X,X,X
ZISLOTJ,O,X,X,X,X,X,X,O
ZISLOJT,O,X,X,X,X,X,X,X
ZISJTLO,O,X,X,X,O,O,O,O
ZISJTOL,O,X,X,X,O,O,O,O
ZISJLTO,O,X,X,X,X,X,O,X
ZISJLOT,O,X,X,X,X,X,X,X
ZISJOTL,O,X,X,X,O,O,O,O
ZISJOLT,O,X,X,X,X,X,X,X
ZISOTLJ,O,X,X,X,O,O,O,O
ZISOTJL,O,X,X,X,O,O,O,O
ZISOLTJ,O,X,X,X,X,X,X,O
ZISOLJT,O,X,X,X,X,X,X,X
ZISOJTL,O,X,X,X,O,O,O,O
ZISOJLT,O,X,X,X,X,X,X,X
ZIOTLJS,X,O,X,X,X,O,X,X
ZIOTLSJ,O,O,X,X,X,O,X,O
ZIOTJLS,X,O,X,X,X,O,X,X
ZIOTJSL,O,O,X,X,X,O,X,O
ZIOTSLJ,O,O,X,X,X,O,X,O
ZIOTSJL,O,O,X,X,X,O,X,O
ZIOLTJS,X,O,X,X,O,O,X,X
ZIOLTSJ,O,O,X,X,O,O,X,O
ZIOLJTS,X,O,X,X,O,O,X,X
ZIOLJST,O,X,X,X,O,X,X,X
ZIOLSTJ,O,X,X,X,O,X,X,O
ZIOLSJT,O,X,X,X,O,X,X,X
ZIOJTLS,X,O,X,X,X,O,X,X
ZIOJTSL,O,O,X,X,X,O,X,O
ZIOJLTS,X,O,X,X,O,O,X,X
ZIOJLST,O,X,X,X,O,X,X,X
ZIOJSTL,O,O,X,X,O,O,X,O
ZIOJSLT,O,X,X,X,X,X,X,X
ZIOSTLJ,O,O,X,X,O,O,X,O
ZIOSTJL,O,O,X,X,O,O,X,O
ZIOSLTJ,O,X,X,X,X,X,X,O
ZIOSLJT,O,X,X,X,X,X,X,X
ZIOSJTL,O,O,X,X,O,O,X,O
ZIOSJLT,O,X,X,X,X,X,X,X
ZLTIJSO,X,X,O,X,O,X,O,X
ZLTIJOS,X,X,O,X,O,X,X,X
ZLTISJO,O,X,O,X,O,X,O,O
ZLTISOJ,O,X,O,X,O,X,O,O
ZLTIOJS,X,X,O,X,O,X,X,X
ZLTIOSJ,O,X,O,X,O,X,X,O
ZLTJISO,X,O,O,X,O,X,O,X
ZLTJIOS,X,O,O,X,O,X,X,X
ZLTJSIO,X,O,O,X,O,X,O,X
ZLTJSOI,X,O,O,X,O,X,O,X
ZLTJOIS,X,O,O,X,O,X,X,X
ZLTJOSI,X,O,O,X,O,X,O,X
ZLTSIJO,O,O,O,X,O,X,O,O
ZLTSIOJ,O,O,O,X,O,X,O,O
ZLTSJIO,O,O,O,X,O,X,O,O
ZLTSJOI,O,O,O,X,O,X,O,O
ZLTSOIJ,O,O,O,X,O,X,O,O
ZLTSOJI,O,O,O,X,O,X,O,O
ZLTOIJS,X,O,O,X,O,X,X,X
ZLTOISJ,O,O,O,X,O,X,X,O
ZLTOJIS,X,O,O,X,O,X,X,X
ZLTOJSI,X,O,O,X,O,X,O,X
ZLTOSIJ,O,O,O,X,O,X,O,O
ZLTOSJI,O,O,O,X,O,X,O,O
ZLITJSO,X,X,X,X,O,X,O,X
ZLITJOS,X,X,X,X,O,X,X,X
ZLITSJO,O,X,X,X,O,X,O,O
ZLITSOJ,O,X,X,X,O,X,O,O
ZLITOJS,X,X,X,X,O,X,X,X
ZLITOSJ,O,X,X,X,O,X,X,O
ZLIJTSO,X,X,X,X,O,X,O,X
ZLIJTOS,X,X,X,X,O,X,X,X
ZLIJSTO,O,X,X,X,O,X,O,X
ZLIJSOT,O,X,X,X,O,X,X,X
ZLIJOTS,X,X,X,X,O,X,X,X
ZLIJOST,O,X,X,X,O,X,X,X
ZLISTJO,O,X,X,X,O,X,O,O
ZLISTOJ,O,X,X,X,O,X,O,O
ZLISJTO,O,X,X,X,O,X,O,X
ZLISJOT,O,X,X,X,O,X,X,X
ZLISOTJ,O,X,X,X,O,X,X,O
ZLISOJT,O,X,X,X,O,X,X,X
ZLIOTJS,X,X,X,X,O,X,X,X
ZLIOTSJ,O,X,X,X,O,X,X,O
ZLIOJTS,X,X,X,X,O,X,X,X
ZLIOJST,O,X,X,X,O,X,X,X
ZLIOSTJ,O,X,X,X,O,X,X,O
ZLIOSJT,O,X,X,X,O,X,X,X
ZLJTISO,X,O,O,X,O,X,O,X
ZLJTIOS,X,O,O,X,O,X,X,X
ZLJTSIO,X,O,O,X,O,X,O,X
ZLJTSOI,X,O,O,X,O,X,O,X
ZLJTOIS,X,O,O,X,O,X,X,X
ZLJTOSI,X,O,O,X,O,X,O,X
ZLJITSO,X,O,X,X,O,X,O,X
ZLJITOS,X,O,X,X,O,X,X,X
ZLJISTO,O,X,X,X,O,X,O,X
ZLJISOT,O,X,X,X,O,X,X,X
ZLJIOTS,X,O,X,X,O,X,X,X
ZLJIOST,O,X,X,X,O,X,X,X
ZLJSTIO,O,X,O,X,O,X,O,X
ZLJSTOI,O,X,O,X,O,X,O,X
ZLJSITO,O,X,X,X,O,X,O,X
ZLJSIOT,O,X,X,X,O,X,X,X
ZLJSOTI,O,X,O,X,O,X,O,X
ZLJSOIT,O,X,X,X,O,X,X,X
ZLJOTIS,X,O,O,X,O,X,X,X
ZLJOTSI,X,O,O,X,O,X,O,X
ZLJOITS,X,O,X,X,O,X,X,X
ZLJOIST,O,X,X,X,O,X,X,X
ZLJOSTI,O,X,O,X,O,X,O,X
ZLJOSIT,O,X,X,X,O,X,X,X
ZLSTIJO,O,X,O,X,O,X,O,X
ZLSTIOJ,O,X,O,X,O,X,O,X
ZLSTJIO,O,X,O,X,O,X,O,X
ZLSTJOI,O,X,O,X,O,X,O,X
ZLSTOIJ,O,X,O,X,O,X,O,X
ZLSTOJI,O,X,O,X,O,X,O,X
ZLSITJO,O,X,X,X,O,X,O,O
ZLSITOJ,O,X,X,X,O,X,O,O
ZLSIJTO,O,X,X,X,O,X,O,X
ZLSIJOT,O,X,X,X,O,X,X,X
ZLSIOTJ,O,X,X,X,O,X,X,O
ZLSIOJT,O,X,X,X,O,X,X,X
ZLSJTIO,O,X,O,X,O,X,O,X
ZLSJTOI,O,X,O,X,O,X,O,X
ZLSJITO,O,X,X,X,O,X,O,X
ZLSJIOT,O,X,X,X,O,X,X,X
ZLSJOTI,O,X,O,X,O,X,O,X
ZLSJOIT,O,X,X,X,O,X,X,X
