sequence,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFGcBTdBZkB8lBfq?B6pB,v115@7gB8HeB8EeE8DeF8CeG8Jem6IvhFRcBSiB0fBzgBNp?BXqB,v115@7gB8HeB8EeE8DeF8CeG8Je//IvhFRbBchBTdB6lBNp?BeqB,v115@7gB8HeB8EeE8DeF8CeG8Je2/IvhFRbBchBTdB9lBKp?BfqB,v115@7gB8HeB8EeE8DeF8CeG8JeN/IvhFRbBShBTdB8kB3l?B2uB,v115@7gB8HeB8EeE8DeF8CeG8Je06IvhFShBTdBxpBNpBml?BXqB,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFRcBSiBOkB8lBfq?BTpB,v115@7gB8HeB8EeE8DeF8CeG8JeO/IvhFxbBTdBXhBcpBNq?BCqB
ZLJSTIO,O,X,O,O,O,X,O,X
ZLJSTOI,O,X,O,O,O,X,O,X
ZLJSITO,O,X,X,X,O,X,O,X
ZLJSIOT,O,X,X,X,O,X,X,X
ZLJSOTI,O,X,O,O,O,X,O,X
ZLJSOIT,O,X,X,X,O,X,X,X
ZLJOTIS,X,X,O,X,O,X,X,X
ZLJOTSI,O,X,O,O,O,X,X,O
ZLJOITS,X,X,O,X,O,X,X,X
ZLJOIST,O,X,X,X,X,X,X,X
ZLJOSTI,O,X,O,O,O,X,X,X
ZLJOSIT,O,X,X,X,O,X,X,X
ZLSTIJO,O,O,X,O,O,X,O,X
ZLSTIOJ,O,O,X,O,O,X,O,X
ZLSTJIO,O,O,X,O,O,X,O,X
ZLSTJOI,O,O,X,O,O,X,O,X
ZLSTOIJ,O,O,X,O,O,X,O,X
ZLSTOJI,O,O,X,O,O,X,O,X
ZLSITJO,O,O,X,O,O,X,O,O
ZLSITOJ,O,O,X,O,O,X,O,O
ZLSIJTO,O,X,X,X,X,X,O,X
ZLSIJOT,O,X,X,X,X,X,X,X
ZLSIOTJ,O,O,X,O,O,X,O,O
ZLSIOJT,O,X,X,X,X,X,X,X
ZLSJTIO,O,X,O,O,O,X,O,X
ZLSJTOI,O,X,O,O,O,X,O,X
ZLSJITO,O,X,X,X,O,X,O,X
ZLSJIOT,O,X,X,X,O,X,X,X
ZLSJOTI,O,X,O,O,O,X,O,X
ZLSJOIT,O,X,X,X,O,X,X,X
ZLSOTIJ,O,O,X,O,O,X,O,X
ZLSOTJI,O,O,X,O,O,X,O,X
ZLSOITJ,O,O,X,O,O,X,O,O
ZLSOIJT,O,X,X,X,X,X,X,X
ZLSOJTI,O,X,O,O,O,X,O,X
ZLSOJIT,O,X,X,X,O,X,X,X
ZLOTIJS,X,O,X,X,X,X,X,X
ZLOTISJ,X,O,X,O,X,X,O,X
ZLOTJIS,X,O,O,X,X,X,X,X
ZLOTJSI,O,O,O,O,X,X,X,O
ZLOTSIJ,O,O,O,O,X,X,O,O
ZLOTSJI,O,O,O,O,X,X,O,O
ZLOITJS,X,O,X,X,X,O,X,X
ZLOITSJ,X,O,X,O,X,O,O,X
ZLOIJTS,X,X,O,X,X,X,X,X
ZLOIJST,O,X,X,X,X,X,X,X
ZLOISTJ,O,O,X,O,X,O,O,X
ZLOISJT,O,X,X,X,X,X,X,X
ZLOJTIS,X,X,O,X,O,X,X,X
ZLOJTSI,O,X,O,O,O,X,X,O
ZLOJITS,X,X,O,X,O,X,X,X
ZLOJIST,O,X,X,X,X,X,X,X
ZLOJSTI,O,X,O,O,O,X,X,X
ZLOJSIT,O,X,X,X,O,X,X,X
ZLOSTIJ,O,O,X,O,O,X,O,X
ZLOSTJI,O,O,X,O,O,X,O,X
ZLOSITJ,O,O,X,O,O,X,O,O
ZLOSIJT,O,X,X,X,X,X,X,X
ZLOSJTI,O,X,O,O,O,X,O,X
ZLOSJIT,O,X,X,X,O,X,X,X
ZJTILSO,X,X,O,X,O,X,O,X
ZJTILOS,X,X,O,X,O,X,X,X
ZJTISLO,O,X,O,X,O,X,O,O
ZJTISOL,O,X,O,X,O,X,O,O
ZJTIOLS,X,X,O,X,O,X,X,X
ZJTIOSL,O,X,O,X,O,X,X,O
ZJTLISO,X,X,O,X,O,X,O,X
ZJTLIOS,X,X,O,X,O,X,X,X
ZJTLSIO,O,X,O,O,O,X,O,O
ZJTLSOI,O,X,O,O,O,X,O,O
ZJTLOIS,X,X,O,X,O,X,X,X
ZJTLOSI,O,X,O,O,O,X,X,O
ZJTSILO,O,X,O,X,O,X,O,O
ZJTSIOL,O,X,O,X,O,X,O,O
ZJTSLIO,O,X,O,X,O,X,O,O
ZJTSLOI,O,X,O,X,O,X,O,O
ZJTSOIL,O,X,O,X,O,X,O,O
ZJTSOLI,O,X,O,X,O,X,O,O
ZJTOILS,X,X,O,X,O,X,X,X
ZJTOISL,O,X,O,X,O,X,X,O
ZJTOLIS,X,X,O,X,O,X,X,X
ZJTOLSI,O,X,O,O,O,X,X,O
ZJTOSIL,O,X,O,X,O,X,X,O
ZJTOSLI,O,X,O,X,O,X,X,O
ZJITLSO,X,X,O,X,O,X,O,X
ZJITLOS,X,X,O,X,O,X,X,X
ZJITSLO,O,X,O,X,O,X,O,O
ZJITSOL,O,X,O,X,O,X,O,O
ZJITOLS,X,X,O,X,O,X,X,X
ZJITOSL,O,X,O,X,O,X,X,O
ZJILTSO,X,X,O,X,O,X,O,X
ZJILTOS,X,X,O,X,O,X,X,X
ZJILSTO,O,X,X,X,X,X,O,X
ZJILSOT,O,X,X,X,X,X,X,X
ZJILOTS,X,X,O,X,O,X,X,X
ZJILOST,O,X,X,X,X,X,X,X
ZJISTLO,O,X,X,X,X,X,O,X
ZJISTOL,O,X,X,X,X,X,O,X
ZJISLTO,O,X,X,X,X,X,O,X
ZJISLOT,O,X,X,X,X,X,X,X
ZJISOTL,O,X,X,X,X,X,X,X
ZJISOLT,O,X,X,X,X,X,X,X
ZJIOTLS,X,X,O,X,O,X,X,X
ZJIOTSL,O,X,O,X,O,X,X,O
ZJIOLTS,X,X,O,X,O,X,X,X
ZJIOLST,O,X,X,X,X,X,X,X
ZJIOSTL,O,X,X,X,X,X,X,X
ZJIOSLT,O,X,X,X,X,X,X,X
ZJLTISO,X,X,O,X,O,X,O,X
ZJLTIOS,X,X,O,X,O,X,X,X
ZJLTSIO,O,X,O,O,O,X,O,O
ZJLTSOI,O,X,O,O,O,X,O,O
ZJLTOIS,X,X,O,X,O,X,X,X
ZJLTOSI,O,X,O,O,O,X,X,O
ZJLITSO,X,X,O,X,O,X,O,X
ZJLITOS,X,X,O,X,O,X,X,X
ZJLISTO,O,X,X,X,X,X,O,X
ZJLISOT,O,X,X,X,X,X,X,X
ZJLIOTS,X,X,O,X,O,X,X,X
ZJLIOST,O,X,X,X,X,X,X,X
ZJLSTIO,O,X,O,O,O,X,O,X
ZJLSTOI,O,X,O,O,O,X,O,X
ZJLSITO,O,X,X,X,O,X,O,X
ZJLSIOT,O,X,X,X,O,X,X,X
ZJLSOTI,O,X,O,O,O,X,O,X
ZJLSOIT,O,X,X,X,O,X,X,X
ZJLOTIS,X,X,O,X,O,X,X,X
ZJLOTSI,O,X,O,O,O,X,X,O
ZJLOITS,X,X,O,X,O,X,X,X
ZJLOIST,O,X,X,X,X,X,X,X
ZJLOSTI,O,X,O,O,O,X,X,X
ZJLOSIT,O,X,X,X,O,X,X,X
ZJSTILO,O,X,O,X,O,X,O,O
ZJSTIOL,O,X,O,X,O,X,O,O
ZJSTLIO,O,X,O,X,O,X,O,O
ZJSTLOI,O,X,O,X,O,X,O,O
ZJSTOIL,O,X,O,X,O,X,O,O
ZJSTOLI,O,X,O,X,O,X,O,O
ZJSITLO,O,X,X,X,O,X,O,O
ZJSITOL,O,X,X,X,O,X,O,O
ZJSILTO,O,X,X,X,O,X,O,X
ZJSILOT,O,X,X,X,O,X,X,X
ZJSIOTL,O,X,X,X,O,X,X,O
ZJSIOLT,O,X,X,X,O,X,X,X
ZJSLTIO,O,X,O,X,O,X,O,X
ZJSLTOI,O,X,O,X,O,X,O,X
ZJSLITO,O,X,X,X,O,X,O,X
ZJSLIOT,O,X,X,X,O,X,X,X
ZJSLOTI,O,X,O,X,O,X,O,X
ZJSLOIT,O,X,X,X,O,X,X,X
ZJSOTIL,O,X,O,X,O,X,O,O
ZJSOTLI,O,X,O,X,O,X,O,O
ZJSOITL,O,X,X,X,O,X,X,O
ZJSOILT,O,X,X,X,O,X,X,X
ZJSOLTI,O,X,O,X,O,X,O,X
ZJSOLIT,O,X,X,X,O,X,X,X
ZJOTILS,X,X,O,X,O,X,X,X
ZJOTISL,O,X,O,X,O,X,X,O
ZJOTLIS,X,X,O,X,O,X,X,X
ZJOTLSI,O,X,O,O,O,X,X,O
ZJOTSIL,O,X,O,X,O,X,X,O
ZJOTSLI,O,X,O,X,O,X,X,O
ZJOITLS,X,X,O,X,O,X,X,X
ZJOITSL,O,X,O,X,O,X,X,O
ZJOILTS,X,X,O,X,O,X,X,X
ZJOILST,O,X,X,X,X,X,X,X
ZJOISTL,O,X,X,X,X,X,X,X
ZJOISLT,O,X,X,X,X,X,X,X
ZJOLTIS,X,X,O,X,O,X,X,X
ZJOLTSI,O,X,O,O,O,X,X,O
ZJOLITS,X,X,O,X,O,X,X,X
ZJOLIST,O,X,X,X,X,X,X,X
ZJOLSTI,O,X,O,O,O,X,X,X
ZJOLSIT,O,X,X,X,O,X,X,X
ZJOSTIL,O,X,O,X,O,X,X,O
ZJOSTLI,O,X,O,X,O,X,X,O
ZJOSITL,O,X,X,X,O,X,X,O
ZJOSILT,O,X,X,X,O,X,X,X
ZJOSLTI,O,X,O,X,O,X,X,X
ZJOSLIT,O,X,X,X,O,X,X,X
ZSTILJO,O,O,X,X,O,X,O,O
ZSTILOJ,O,O,O,X,O,X,O,O
ZSTIJLO,O,O,O,X,O,X,O,O
ZSTIJOL,O,O,O,X,O,X,O,O
ZSTIOLJ,O,O,O,X,O,X,O,O
ZSTIOJL,O,O,O,X,O,X,O,O
ZSTLIJO,O,O,X,O,O,X,O,O
ZSTLIOJ,O,O,O,O,O,X,O,O
ZSTLJIO,O,O,O,O,O,X,O,O
ZSTLJOI,O,O,O,O,O,X,O,O
ZSTLOIJ,O,O,O,O,O,X,O,O
ZSTLOJI,O,O,O,O,O,X,O,O
ZSTJILO,O,O,O,X,O,X,O,O
ZSTJIOL,O,O,O,X,O,X,O,O
ZSTJLIO,O,O,O,X,O,X,O,O
ZSTJLOI,O,O,O,X,O,X,O,O
ZSTJOIL,O,O,O,X,O,X,O,O
ZSTJOLI,O,O,O,X,O,X,O,O
ZSTOILJ,O,O,O,X,O,X,O,O
ZSTOIJL,O,O,O,X,O,X,O,O
ZSTOLIJ,O,O,O,O,O,X,O,O
ZSTOLJI,O,O,O,O,O,X,O,O
ZSTOJIL,O,O,O,X,O,X,O,O
ZSTOJLI,O,O,O,X,O,X,O,O
ZSITLJO,O,X,X,X,O,X,O,O
ZSITLOJ,O,X,X,X,O,X,O,O
ZSITJLO,O,X,X,X,O,X,O,O
ZSITJOL,O,X,X,X,O,X,O,O
ZSITOLJ,O,X,X,X,O,X,O,O
ZSITOJL,O,X,X,X,O,X,O,O
ZSILTJO,O,X,X,X,O,X,O,O
ZSILTOJ,O,X,X,X,O,X,O,O
ZSILJTO,O,X,X,X,X,X,O,X
ZSILJOT,O,X,X,X,X,X,X,X
ZSILOTJ,O,X,X,X,O,X,O,O
ZSILOJT,O,X,X,X,X,X,X,X
ZSIJTLO,O,X,X,X,X,X,O,O
ZSIJTOL,O,X,X,X,X,X,O,O
ZSIJLTO,O,X,X,X,X,X,O,X
ZSIJLOT,O,X,X,X,X,X,X,X
ZSIJOTL,O,X,X,X,X,X,X,O
ZSIJOLT,O,X,X,X,X,X,X,X
ZSIOTLJ,O,X,X,X,O,X,O,O
ZSIOTJL,O,X,X,X,O,X,O,O
ZSIOLTJ,O,X,X,X,O,X,O,O
ZSIOLJT,O,X,X,X,X,X,X,X
ZSIOJTL,O,X,X,X,X,X,X,O
ZSIOJLT,O,X,X,X,X,X,X,X
ZSLTIJO,O,O,X,O,O,X,O,X
ZSLTIOJ,O,O,X,O,O,X,O,X
ZSLTJIO,O,O,X,O,O,X,O,X
ZSLTJOI,O,O,X,O,O,X,O,X
ZSLTOIJ,O,O,X,O,O,X,O,X
ZSLTOJI,O,O,X,O,O,X,O,X
ZSLITJO,O,O,X,O,O,X,O,O
ZSLITOJ,O,O,X,O,O,X,O,O
ZSLIJTO,O,X,X,X,X,X,O,X
ZSLIJOT,O,X,X,X,X,X,X,X
ZSLIOTJ,O,O,X,O,O,X,O,O
ZSLIOJT,O,X,X,X,X,X,X,X
ZSLJTIO,O,X,O,O,O,X,O,X
ZSLJTOI,O,X,O,O,O,X,O,X
ZSLJITO,O,X,X,X,O,X,O,X
ZSLJIOT,O,X,X,X,O,X,X,X
ZSLJOTI,O,X,O,O,O,X,O,X
ZSLJOIT,O,X,X,X,O,X,X,X
ZSLOTIJ,O,O,X,O,O,X,O,X
ZSLOTJI,O,O,X,O,O,X,O,X
ZSLOITJ,O,O,X,O,O,X,O,O
ZSLOIJT,O,X,X,X,X,X,X,X
ZSLOJTI,O,X,O,O,O,X,O,X
ZSLOJIT,O,X,X,X,O,X,X,X
ZSJTILO,O,X,O,X,O,X,O,O
ZSJTIOL,O,X,O,X,O,X,O,O
ZSJTLIO,O,X,O,X,O,X,O,O
ZSJTLOI,O,X,O,X,O,X,O,O
ZSJTOIL,O,X,O,X,O,X,O,O
ZSJTOLI,O,X,O,X,O,X,O,O
ZSJITLO,O,X,X,X,O,X,O,O
ZSJITOL,O,X,X,X,O,X,O,O
ZSJILTO,O,X,X,X,O,X,O,X
ZSJILOT,O,X,X,X,O,X,X,X
ZSJIOTL,O,X,X,X,O,X,X,O
ZSJIOLT,O,X,X,X,O,X,X,X
ZSJLTIO,O,X,O,X,O,X,O,X
ZSJLTOI,O,X,O,X,O,X,O,X
ZSJLITO,O,X,X,X,O,X,O,X
ZSJLIOT,O,X,X,X,O,X,X,X
ZSJLOTI,O,X,O,X,O,X,O,X
ZSJLOIT,O,X,X,X,O,X,X,X
ZSJOTIL,O,X,O,X,O,X,O,O
ZSJOTLI,O,X,O,X,O,X,O,O
ZSJOITL,O,X,X,X,O,X,X,O
ZSJOILT,O,X,X,X,O,X,X,X
ZSJOLTI,O,X,O,X,O,X,O,X
ZSJOLIT,O,X,X,X,O,X,X,X
ZSOTILJ,O,O,O,X,O,X,O,O
ZSOTIJL,O,O,O,X,O,X,O,O
ZSOTLIJ,O,O,O,O,O,X,O,O
ZSOTLJI,O,O,O,O,O,X,O,O
ZSOTJIL,O,O,O,X,O,X,O,O
ZSOTJLI,O,O,O,X,O,X,O,O
ZSOITLJ,O,O,X,X,O,X,O,O
ZSOITJL,O,O,X,X,O,X,O,O
ZSOILTJ,O,O,X,X,O,X,O,O
ZSOILJT,O,X,X,X,X,X,X,X
ZSOIJTL,O,X,X,X,X,X,X,O
ZSOIJLT,O,X,X,X,X,X,X,X
ZSOLTIJ,O,O,X,O,O,X,O,X
ZSOLTJI,O,O,X,O,O,X,O,X
ZSOLITJ,O,O,X,O,O,X,O,O
ZSOLIJT,O,X,X,X,X,X,X,X
ZSOLJTI,O,X,O,O,O,X,O,X
ZSOLJIT,O,X,X,X,O,X,X,X
ZSOJTIL,O,X,O,X,O,X,O,O
ZSOJTLI,O,X,O,X,O,X,O,O
ZSOJITL,O,X,X,X,O,X,X,O
ZSOJILT,O,X,X,X,O,X,X,X
ZSOJLTI,O,X,O,X,O,X,O,X
ZSOJLIT,O,X,X,X,O,X,X,X
ZOTILJS,X,O,X,X,X,X,X,X
ZOTILSJ,X,O,X,O,X,X,O,X
ZOTIJLS,X,O,O,X,X,X,X,X
ZOTIJSL,O,O,O,X,X,X,X,O
ZOTISLJ,O,O,O,X,X,X,O,O
ZOTISJL,O,O,O,X,X,X,O,O
ZOTLIJS,X,O,X,X,X,X,X,X
ZOTLISJ,X,O,X,O,X,X,O,X
ZOTLJIS,X,O,O,X,X,X,X,X
ZOTLJSI,O,O,O,O,X,X,X,O
ZOTLSIJ,O,O,O,O,X,X,O,O
ZOTLSJI,O,O,O,O,X,X,O,O
ZOTJILS,X,O,O,X,X,X,X,X
ZOTJISL,O,O,O,X,X,X,X,O
ZOTJLIS,X,O,O,X,X,X,X,X
ZOTJLSI,O,O,O,O,X,X,X,O
ZOTJSIL,O,O,O,X,X,X,X,O
ZOTJSLI,O,O,O,X,X,X,X,O
ZOTSILJ,O,O,O,X,X,X,O,O
ZOTSIJL,O,O,O,X,X,X,O,O
ZOTSLIJ,O,O,O,O,X,X,O,O
ZOTSLJI,O,O,O,O,X,X,O,O
ZOTSJIL,O,O,O,X,X,X,O,O
ZOTSJLI,O,O,O,X,X,X,O,O
ZOITLJS,X,O,X,X,X,O,X,X
ZOITLSJ,X,O,X,O,X,O,O,X
ZOITJLS,X,O,O,X,X,O,X,X
ZOITJSL,O,O,O,X,X,X,X,O
ZOITSLJ,O,O,O,X,X,O,O,O
ZOITSJL,O,O,O,X,X,O,O,O
ZOILTJS,X,O,X,X,X,O,X,X
ZOILTSJ,X,O,X,O,X,O,O,X
ZOILJTS,X,X,O,X,X,X,X,X
ZOILJST,O,X,X,X,X,X,X,X
ZOILSTJ,O,O,X,O,X,O,O,X
ZOILSJT,O,X,X,X,X,X,X,X
ZOIJTLS,X,X,O,X,X,X,X,X
ZOIJTSL,O,X,O,X,X,X,X,O
ZOIJLTS,X,X,O,X,X,X,X,X
ZOIJLST,O,X,X,X,X,X,X,X
ZOIJSTL,O,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,X,X,X,X
ZOISTLJ,O,O,X,X,X,O,O,O
ZOISTJL,O,O,X,X,X,O,O,O
ZOISLTJ,O,O,X,X,X,O,O,O
ZOISLJT,O,X,X,X,X,X,X,X
ZOISJTL,O,X,X,X,X,X,X,O
ZOISJLT,O,X,X,X,X,X,X,X
ZOLTIJS,X,O,X,X,X,X,X,X
ZOLTISJ,X,O,X,O,X,X,O,X
ZOLTJIS,X,O,O,X,X,X,X,X
ZOLTJSI,O,O,O,O,X,X,X,O
ZOLTSIJ,O,O,O,O,X,X,O,O
ZOLTSJI,O,O,O,O,X,X,O,O
ZOLITJS,X,O,X,X,X,O,X,X
ZOLITSJ,X,O,X,O,X,O,O,X
ZOLIJTS,X,X,O,X,X,X,X,X
ZOLIJST,O,X,X,X,X,X,X,X
ZOLISTJ,O,O,X,O,X,O,O,X
ZOLISJT,O,X,X,X,X,X,X,X
ZOLJTIS,X,X,O,X,O,X,X,X
ZOLJTSI,O,X,O,O,O,X,X,O
ZOLJITS,X,X,O,X,O,X,X,X
ZOLJIST,O,X,X,X,X,X,X,X
ZOLJSTI,O,X,O,O,O,X,X,X
ZOLJSIT,O,X,X,X,O,X,X,X
ZOLSTIJ,O,O,X,O,O,X,O,X
ZOLSTJI,O,O,X,O,O,X,O,X
ZOLSITJ,O,O,X,O,O,X,O,O
ZOLSIJT,O,X,X,X,X,X,X,X
ZOLSJTI,O,X,O,O,O,X,O,X
ZOLSJIT,O,X,X,X,O,X,X,X
ZOJTILS,X,X,O,X,O,X,X,X
ZOJTISL,O,X,O,X,O,X,X,O
ZOJTLIS,X,X,O,X,O,X,X,X
ZOJTLSI,O,X,O,O,O,X,X,O
ZOJTSIL,O,X,O,X,O,X,X,O
ZOJTSLI,O,X,O,X,O,X,X,O
ZOJITLS,X,X,O,X,O,X,X,X
ZOJITSL,O,X,O,X,O,X,X,O
ZOJILTS,X,X,O,X,O,X,X,X
ZOJILST,O,X,X,X,X,X,X,X
ZOJISTL,O,X,X,X,X,X,X,X
ZOJISLT,O,X,X,X,X,X,X,X
ZOJLTIS,X,X,O,X,O,X,X,X
ZOJLTSI,O,X,O,O,O,X,X,O
ZOJLITS,X,X,O,X,O,X,X,X
ZOJLIST,O,X,X,X,X,X,X,X
ZOJLSTI,O,X,O,O,O,X,X,X
ZOJLSIT,O,X,X,X,O,X,X,X
ZOJSTIL,O,X,O,X,O,X,X,O
ZOJSTLI,O,X,O,X,O,X,X,O
ZOJSITL,O,X,X,X,O,X,X,O
ZOJSILT,O,X,X,X,O,X,X,X
ZOJSLTI,O,X,O,X,O,X,X,X
ZOJSLIT,O,X,X,X,O,X,X,X
ZOSTILJ,O,O,O,X,O,X,O,O
ZOSTIJL,O,O,O,X,O,X,O,O
ZOSTLIJ,O,O,O,O,O,X,O,O
ZOSTLJI,O,O,O,O,O,X,O,O
ZOSTJIL,O,O,O,X,O,X,O,O
ZOSTJLI,O,O,O,X,O,X,O,O
ZOSITLJ,O,O,X,X,O,X,O,O
ZOSITJL,O,O,X,X,O,X,O,O
ZOSILTJ,O,O,X,X,O,X,O,O
ZOSILJT,O,X,X,X,X,X,X,X
ZOSIJTL,O,X,X,X,X,X,X,O
ZOSIJLT,O,X,X,X,X,X,X,X
ZOSLTIJ,O,O,X,O,O,X,O,X
ZOSLTJI,O,O,X,O,O,X,O,X
ZOSLITJ,O,O,X,O,O,X,O,O
ZOSLIJT,O,X,X,X,X,X,X,X
ZOSLJTI,O,X,O,O,O,X,O,X
ZOSLJIT,O,X,X,X,O,X,X,X
ZOSJTIL,O,X,O,X,O,X,O,O
ZOSJTLI,O,X,O,X,O,X,O,O
ZOSJITL,O,X,X,X,O,X,X,O
ZOSJILT,O,X,X,X,O,X,X,X
ZOSJLTI,O,X,O,X,O,X,O,X
ZOSJLIT,O,X,X,X,O,X,X,X
OTILJSZ,X,O,X,X,X,O,X,X
OTILJZS,X,O,X,X,X,O,X,X
OTILSJZ,X,O,X,O,X,O,X,X
OTILSZJ,X,O,X,O,X,O,X,X
OTILZJS,X,O,X,X,X,O,X,X
OTILZSJ,X,O,X,O,X,O,X,X
OTIJLSZ,X,O,O,X,X,O,X,X
OTIJLZS,X,O,O,X,X,O,X,X
OTIJSLZ,X,O,O,X,X,O,X,X
OTIJSZL,O,O,O,X,X,O,X,X
OTIJZLS,X,O,O,X,X,O,X,X
OTIJZSL,O,O,O,X,X,X,X,X
OTISLJZ,X,O,X,X,X,O,X,X
OTISLZJ,O,O,X,X,X,O,X,O
OTISJLZ,X,O,O,X,X,O,X,X
OTISJZL,O,O,O,X,X,O,X,O
OTISZLJ,O,O,O,X,X,O,X,O
OTISZJL,O,O,O,X,X,O,X,O
OTIZLJS,X,O,X,X,X,O,X,X
OTIZLSJ,X,O,X,O,X,O,X,X
OTIZJLS,X,O,O,X,X,O,X,X
OTIZJSL,O,O,O,X,X,X,X,O
OTIZSLJ,O,O,O,X,X,O,X,O
OTIZSJL,O,O,O,X,X,O,X,O
OTLIJSZ,X,O,X,X,X,O,X,X
OTLIJZS,X,O,X,X,X,O,X,X
OTLISJZ,X,O,X,O,X,O,X,X
OTLISZJ,X,O,X,O,X,O,X,X
OTLIZJS,X,O,X,X,X,O,X,X
OTLIZSJ,X,O,X,O,X,O,X,X
OTLJISZ,X,O,O,X,X,X,X,X
OTLJIZS,X,O,O,X,O,X,X,X
OTLJSIZ,X,O,O,O,O,X,X,X
OTLJSZI,X,O,O,O,O,X,X,X
OTLJZIS,X,O,O,X,O,X,X,X
OTLJZSI,X,O,O,O,O,X,X,X
OTLSIJZ,X,O,X,O,X,X,X,X
OTLSIZJ,X,O,X,O,X,X,X,O
OTLSJIZ,X,O,O,O,O,X,X,X
OTLSJZI,X,O,O,O,O,X,X,X
OTLSZIJ,X,O,O,O,O,X,X,O
OTLSZJI,X,O,O,O,O,X,X,O
OTLZIJS,X,O,X,X,X,X,X,X
OTLZISJ,X,O,X,O,X,X,X,X
OTLZJIS,X,O,O,X,X,X,X,X
OTLZJSI,X,O,O,O,X,X,X,O
OTLZSIJ,X,O,O,O,X,X,X,O
OTLZSJI,X,O,O,O,X,X,X,O
OTJILSZ,X,O,O,X,X,X,X,X
OTJILZS,X,O,O,X,O,X,X,X
OTJISLZ,X,O,O,X,O,X,X,X
OTJISZL,O,O,O,X,O,X,X,X
OTJIZLS,X,O,O,X,O,X,X,X
OTJIZSL,O,O,O,X,O,X,X,X
OTJLISZ,X,O,O,X,X,X,X,X
OTJLIZS,X,O,O,X,O,X,X,X
OTJLSIZ,X,O,O,O,O,X,X,X
OTJLSZI,X,O,O,O,O,X,X,X
OTJLZIS,X,O,O,X,O,X,X,X
OTJLZSI,X,O,O,O,O,X,X,X
OTJSILZ,X,O,O,X,O,X,X,X
OTJSIZL,O,O,O,X,O,X,X,O
OTJSLIZ,X,O,O,X,O,X,X,X
OTJSLZI,X,O,O,X,O,X,X,X
OTJSZIL,O,O,O,X,O,X,X,O
OTJSZLI,O,O,O,X,O,X,X,O
OTJZILS,X,O,O,X,O,X,X,X
OTJZISL,O,O,O,X,O,X,X,O
OTJZLIS,X,O,O,X,O,X,X,X
OTJZLSI,O,O,O,O,O,X,X,O
OTJZSIL,O,O,O,X,O,X,X,O
OTJZSLI,O,O,O,X,O,X,X,O
OTSILJZ,X,O,X,X,X,X,X,X
OTSILZJ,O,O,X,X,X,X,X,O
OTSIJLZ,X,O,O,X,X,X,X,X
OTSIJZL,O,O,O,X,X,X,X,O
OTSIZLJ,O,O,O,X,X,X,X,O
OTSIZJL,O,O,O,X,X,X,X,O
OTSLIJZ,X,O,X,O,X,X,X,X
OTSLIZJ,O,O,X,O,X,X,X,O
OTSLJIZ,X,O,O,O,O,X,X,X
OTSLJZI,X,O,O,O,O,X,X,X
OTSLZIJ,O,O,O,O,O,X,X,O
OTSLZJI,O,O,O,O,O,X,X,O
OTSJILZ,X,O,O,X,O,X,X,X
OTSJIZL,O,O,O,X,O,X,X,O
OTSJLIZ,X,O,O,X,O,X,X,X
OTSJLZI,X,O,O,X,O,X,X,X
OTSJZIL,O,O,O,X,O,X,X,O
OTSJZLI,O,O,O,X,O,X,X,O
OTSZILJ,O,O,O,X,O,X,X,O
OTSZIJL,O,O,O,X,O,X,X,O
OTSZLIJ,O,O,O,O,O,X,X,O
OTSZLJI,O,O,O,O,O,X,X,O
OTSZJIL,O,O,O,X,O,X,X,O
OTSZJLI,O,O,O,X,O,X,X,O
OTZILJS,X,O,X,X,X,X,X,X
OTZILSJ,X,O,X,O,X,X,X,X
OTZIJLS,X,O,O,X,X,X,X,X
OTZIJSL,O,O,O,X,X,X,X,O
OTZISLJ,O,O,O,X,X,X,X,O
OTZISJL,O,O,O,X,X,X,X,O
OTZLIJS,X,O,X,X,X,X,X,X
OTZLISJ,X,O,X,O,X,X,X,X
OTZLJIS,X,O,O,X,X,X,X,X
OTZLJSI,O,O,O,O,X,X,X,O
OTZLSIJ,O,O,O,O,X,X,X,O
OTZLSJI,O,O,O,O,X,X,X,O
OTZJILS,X,O,O,X,X,X,X,X
OTZJISL,O,O,O,X,X,X,X,O
OTZJLIS,X,O,O,X,X,X,X,X
OTZJLSI,O,O,O,O,X,X,X,O
OTZJSIL,O,O,O,X,X,X,X,O
OTZJSLI,O,O,O,X,X,X,X,O
OTZSILJ,O,O,O,X,X,X,X,O
OTZSIJL,O,O,O,X,X,X,X,O
OTZSLIJ,O,O,O,O,X,X,X,O
OTZSLJI,O,O,O,O,X,X,X,O
OTZSJIL,O,O,O,X,X,X,X,O
OTZSJLI,O,O,O,X,X,X,X,O
OITLJSZ,X,O,X,X,X,O,X,X
OITLJZS,X,O,X,X,X,O,X,X
OITLSJZ,X,O,X,O,X,O,X,X
OITLSZJ,X,O,X,O,X,O,X,X
OITLZJS,X,O,X,X,X,O,X,X
OITLZSJ,X,O,X,O,X,O,X,X
OITJLSZ,X,O,O,X,X,O,X,X
OITJLZS,X,O,O,X,X,O,X,X
OITJSLZ,X,O,O,X,X,O,X,X
OITJSZL,O,O,O,X,X,O,X,X
OITJZLS,X,O,O,X,X,O,X,X
OITJZSL,O,O,O,X,X,X,X,X
OITSLJZ,X,O,X,X,X,O,X,X
