sequence,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFmcBqiBTeBFhBUn?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFlcBGeBUhBKnBzi?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFXcBTeBCiB0iBer?BVxB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFTeB2nB0mB6nBFm?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFGdBTeB3hBlnBir?B8qB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFSiBTeBUhBlnBmm?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhF6hBldBcjB/nB2r?BzqB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhF8hBGeBamBziBVs?BXrB
ZLSOITJ,O,O,X,X,X,X,X,X
ZLSOIJT,O,O,X,X,X,X,X,X
ZLSOJTI,X,O,X,X,X,X,X,X
ZLSOJIT,O,O,X,X,X,X,X,X
ZLOTIJS,O,O,X,X,X,O,X,O
ZLOTISJ,O,O,X,X,X,O,X,O
ZLOTJIS,O,O,X,X,X,O,X,O
ZLOTJSI,O,O,X,X,O,O,X,O
ZLOTSIJ,O,O,X,X,O,O,X,O
ZLOTSJI,O,O,X,X,O,O,X,O
ZLOITJS,O,O,X,X,X,O,X,O
ZLOITSJ,O,O,X,X,X,O,X,O
ZLOIJTS,O,O,X,X,X,X,X,O
ZLOIJST,O,O,X,X,X,X,X,X
ZLOISTJ,O,O,X,X,X,X,X,X
ZLOISJT,O,O,X,X,X,X,X,X
ZLOJTIS,O,O,X,X,X,X,X,O
ZLOJTSI,O,O,X,X,X,X,X,O
ZLOJITS,O,O,X,X,X,X,X,O
ZLOJIST,O,O,X,X,X,X,X,X
ZLOJSTI,X,O,X,X,X,X,X,X
ZLOJSIT,O,O,X,X,X,X,X,X
ZLOSTIJ,O,O,X,X,X,X,X,X
ZLOSTJI,O,O,X,X,X,X,X,X
ZLOSITJ,O,O,X,X,X,X,X,X
ZLOSIJT,O,O,X,X,X,X,X,X
ZLOSJTI,X,O,X,X,X,X,X,X
ZLOSJIT,O,O,X,X,X,X,X,X
ZJTILSO,O,O,O,O,X,X,O,X
ZJTILOS,O,O,O,O,X,O,X,X
ZJTISLO,O,O,O,O,X,X,O,X
ZJTISOL,X,X,O,O,X,X,O,X
ZJTIOLS,O,O,O,O,X,O,X,X
ZJTIOSL,X,X,O,O,X,X,X,X
ZJTLISO,O,O,O,O,X,X,O,X
ZJTLIOS,O,O,O,O,X,O,X,X
ZJTLSIO,O,O,O,O,X,X,O,X
ZJTLSOI,O,X,O,O,X,X,O,X
ZJTLOIS,O,O,O,O,X,O,X,X
ZJTLOSI,O,O,O,O,X,O,X,X
ZJTSILO,O,O,O,O,X,X,O,X
ZJTSIOL,X,X,O,O,X,X,O,X
ZJTSLIO,O,X,O,O,X,X,O,X
ZJTSLOI,O,X,O,O,X,X,O,X
ZJTSOIL,X,X,O,O,X,X,O,X
ZJTSOLI,X,X,O,O,X,X,O,X
ZJTOILS,O,O,O,O,X,O,X,X
ZJTOISL,X,X,O,O,X,X,X,X
ZJTOLIS,O,X,O,O,X,O,X,X
ZJTOLSI,O,X,O,O,X,O,X,X
ZJTOSIL,X,X,O,O,X,X,X,X
ZJTOSLI,X,X,O,O,X,X,X,X
ZJITLSO,O,O,O,O,X,X,O,X
ZJITLOS,O,O,O,O,X,O,X,X
ZJITSLO,O,O,O,O,X,X,O,X
ZJITSOL,X,X,O,O,X,X,O,X
ZJITOLS,O,O,O,O,X,O,X,X
ZJITOSL,X,X,O,O,X,X,X,X
ZJILTSO,O,O,X,O,X,X,O,X
ZJILTOS,O,O,X,O,X,X,X,X
ZJILSTO,X,O,X,O,X,X,O,X
ZJILSOT,O,O,X,O,X,X,O,X
ZJILOTS,O,O,X,O,X,X,X,O
ZJILOST,O,O,X,O,X,X,O,X
ZJISTLO,X,O,O,O,X,X,O,X
ZJISTOL,X,X,O,O,X,X,O,X
ZJISLTO,X,O,X,O,X,X,O,X
ZJISLOT,O,X,X,O,X,X,O,X
ZJISOTL,X,X,O,O,X,X,O,X
ZJISOLT,X,X,X,O,X,X,O,X
ZJIOTLS,O,O,O,O,X,O,X,X
ZJIOTSL,X,X,O,O,X,X,X,X
ZJIOLTS,O,O,X,O,X,X,X,O
ZJIOLST,O,O,X,O,X,X,O,X
ZJIOSTL,X,X,O,O,X,X,O,X
ZJIOSLT,X,O,X,O,X,X,O,X
ZJLTISO,O,O,X,O,X,X,O,X
ZJLTIOS,O,O,X,O,X,X,X,X
ZJLTSIO,O,O,X,O,X,X,O,X
ZJLTSOI,O,X,X,O,X,X,O,X
ZJLTOIS,O,O,X,O,X,X,X,X
ZJLTOSI,O,O,X,O,X,X,X,X
ZJLITSO,O,O,X,O,X,X,O,X
ZJLITOS,O,O,X,O,X,X,X,X
ZJLISTO,X,O,X,O,X,X,O,X
ZJLISOT,O,O,X,O,X,X,O,X
ZJLIOTS,O,O,X,O,X,X,X,O
ZJLIOST,O,O,X,O,X,X,O,X
ZJLSTIO,X,O,X,O,X,X,O,X
ZJLSTOI,X,O,X,O,X,X,O,X
ZJLSITO,X,O,X,O,X,X,O,X
ZJLSIOT,O,O,X,O,X,X,O,X
ZJLSOTI,X,O,X,O,X,X,O,X
ZJLSOIT,O,O,X,O,X,X,O,X
ZJLOTIS,O,O,X,O,X,X,X,O
ZJLOTSI,O,O,X,O,X,X,X,O
ZJLOITS,O,O,X,O,X,X,X,O
ZJLOIST,O,O,X,O,X,X,O,X
ZJLOSTI,X,O,X,O,X,X,O,X
ZJLOSIT,O,O,X,O,X,X,O,X
ZJSTILO,X,O,O,O,X,X,O,X
ZJSTIOL,X,X,O,O,X,X,O,X
ZJSTLIO,X,X,O,O,X,X,O,X
ZJSTLOI,X,X,O,O,X,X,O,X
ZJSTOIL,X,X,O,O,X,X,O,X
ZJSTOLI,X,X,O,O,X,X,O,X
ZJSITLO,X,O,O,O,X,X,O,X
ZJSITOL,X,X,O,O,X,X,O,X
ZJSILTO,X,O,X,O,X,X,O,X
ZJSILOT,O,X,X,O,X,X,O,X
ZJSIOTL,X,X,O,O,X,X,O,X
ZJSIOLT,X,X,X,O,X,X,O,X
ZJSLTIO,X,O,X,O,X,X,O,X
ZJSLTOI,X,X,X,O,X,X,O,X
ZJSLITO,X,O,X,O,X,X,O,X
ZJSLIOT,O,X,X,O,X,X,O,X
ZJSLOTI,X,X,X,O,X,X,O,X
ZJSLOIT,O,X,X,O,X,X,O,X
ZJSOTIL,X,X,O,O,X,X,O,X
ZJSOTLI,X,X,O,O,X,X,O,X
ZJSOITL,X,X,O,O,X,X,O,X
ZJSOILT,X,X,X,O,X,X,O,X
ZJSOLTI,X,X,X,O,X,X,O,X
ZJSOLIT,X,X,X,O,X,X,O,X
ZJOTILS,O,O,O,O,X,O,X,O
ZJOTISL,X,X,O,O,X,X,X,X
ZJOTLIS,O,O,O,O,X,O,X,O
ZJOTLSI,O,O,O,O,X,O,X,O
ZJOTSIL,X,X,O,O,X,X,X,X
ZJOTSLI,X,X,O,O,X,X,X,O
ZJOITLS,O,O,O,O,X,O,X,X
ZJOITSL,X,X,O,O,X,X,X,X
ZJOILTS,O,O,X,O,X,X,X,O
ZJOILST,O,O,X,O,X,X,O,X
ZJOISTL,X,X,O,O,X,X,O,X
ZJOISLT,X,O,X,O,X,X,O,X
ZJOLTIS,O,O,X,O,X,X,X,O
ZJOLTSI,O,O,X,O,X,X,X,O
ZJOLITS,O,O,X,O,X,X,X,O
ZJOLIST,O,O,X,O,X,X,O,X
ZJOLSTI,X,O,X,O,X,X,O,X
ZJOLSIT,O,O,X,O,X,X,O,X
ZJOSTIL,X,X,O,O,X,X,O,X
ZJOSTLI,X,X,O,O,X,X,O,X
ZJOSITL,X,X,O,O,X,X,O,X
ZJOSILT,X,O,X,O,X,X,O,X
ZJOSLTI,X,O,X,O,X,X,O,X
ZJOSLIT,X,O,X,O,X,X,O,X
ZSTILJO,O,O,X,X,X,X,O,X
ZSTILOJ,O,O,X,X,X,O,X,X
ZSTIJLO,O,O,X,X,X,X,O,X
ZSTIJOL,X,X,X,X,X,X,O,X
ZSTIOLJ,O,X,X,X,X,O,X,X
ZSTIOJL,X,X,X,X,X,X,O,X
ZSTLIJO,O,O,X,X,X,X,O,X
ZSTLIOJ,O,O,X,X,X,O,X,X
ZSTLJIO,O,O,X,X,X,X,O,X
ZSTLJOI,O,X,X,X,X,X,O,X
ZSTLOIJ,O,O,X,X,X,O,X,X
ZSTLOJI,O,O,X,X,X,O,X,X
ZSTJILO,O,O,X,X,X,X,O,X
ZSTJIOL,X,X,X,X,X,X,O,X
ZSTJLIO,O,X,X,X,X,X,O,X
ZSTJLOI,O,X,X,X,X,X,O,X
ZSTJOIL,X,X,X,X,X,X,O,X
ZSTJOLI,X,X,X,X,X,X,O,X
ZSTOILJ,O,X,X,X,X,O,X,X
ZSTOIJL,X,X,X,X,X,X,O,X
ZSTOLIJ,O,X,X,X,X,O,X,X
ZSTOLJI,O,X,X,X,X,O,X,X
ZSTOJIL,X,X,X,X,X,X,O,X
ZSTOJLI,X,X,X,X,X,X,O,X
ZSITLJO,O,O,X,X,X,X,O,X
ZSITLOJ,O,O,X,X,X,O,X,X
ZSITJLO,O,O,X,X,X,X,O,X
ZSITJOL,X,X,X,X,X,X,O,X
ZSITOLJ,O,X,X,X,X,O,X,X
ZSITOJL,X,X,X,X,X,X,O,X
ZSILTJO,O,O,X,X,X,X,O,X
ZSILTOJ,O,O,X,X,X,X,X,X
ZSILJTO,X,O,X,X,X,X,O,X
ZSILJOT,O,X,X,X,X,X,O,X
ZSILOTJ,O,O,X,X,X,X,X,X
ZSILOJT,O,O,X,X,X,X,X,X
ZSIJTLO,X,O,O,O,X,X,O,X
ZSIJTOL,X,X,O,O,X,X,O,X
ZSIJLTO,X,O,X,O,X,X,O,X
ZSIJLOT,O,X,X,O,X,X,O,X
ZSIJOTL,X,X,O,O,X,X,O,X
ZSIJOLT,X,X,X,O,X,X,O,X
ZSIOTLJ,O,X,X,X,X,O,X,X
ZSIOTJL,X,X,X,X,X,X,O,X
ZSIOLTJ,O,O,X,X,X,X,X,X
ZSIOLJT,O,O,X,X,X,X,X,X
ZSIOJTL,X,X,O,X,X,X,O,X
ZSIOJLT,X,O,X,X,X,X,O,X
ZSLTIJO,O,O,X,X,X,X,O,X
ZSLTIOJ,O,O,X,X,X,X,X,X
ZSLTJIO,O,O,X,X,X,X,O,X
ZSLTJOI,O,X,X,X,X,X,O,X
ZSLTOIJ,O,O,X,X,X,X,X,X
ZSLTOJI,O,O,X,X,X,X,X,X
ZSLITJO,O,O,X,X,X,X,O,X
ZSLITOJ,O,O,X,X,X,X,X,X
ZSLIJTO,X,O,X,X,X,X,O,X
ZSLIJOT,O,X,X,X,X,X,O,X
ZSLIOTJ,O,O,X,X,X,X,X,X
ZSLIOJT,O,O,X,X,X,X,X,X
ZSLJTIO,X,O,X,X,X,X,O,X
ZSLJTOI,X,X,X,X,X,X,O,X
ZSLJITO,X,O,X,X,X,X,O,X
ZSLJIOT,O,X,X,X,X,X,O,X
ZSLJOTI,X,X,X,X,X,X,O,X
ZSLJOIT,O,X,X,X,X,X,O,X
ZSLOTIJ,O,O,X,X,X,X,X,X
ZSLOTJI,O,O,X,X,X,X,X,X
ZSLOITJ,O,O,X,X,X,X,X,X
ZSLOIJT,O,O,X,X,X,X,X,X
ZSLOJTI,X,O,X,X,X,X,X,X
ZSLOJIT,O,O,X,X,X,X,X,X
ZSJTILO,X,O,O,O,X,X,O,X
ZSJTIOL,X,X,O,O,X,X,O,X
ZSJTLIO,X,X,O,O,X,X,O,X
ZSJTLOI,X,X,O,O,X,X,O,X
ZSJTOIL,X,X,O,O,X,X,O,X
ZSJTOLI,X,X,O,O,X,X,O,X
ZSJITLO,X,O,O,O,X,X,O,X
ZSJITOL,X,X,O,O,X,X,O,X
ZSJILTO,X,O,X,O,X,X,O,X
ZSJILOT,O,X,X,O,X,X,O,X
ZSJIOTL,X,X,O,O,X,X,O,X
ZSJIOLT,X,X,X,O,X,X,O,X
ZSJLTIO,X,O,X,O,X,X,O,X
ZSJLTOI,X,X,X,O,X,X,O,X
ZSJLITO,X,O,X,O,X,X,O,X
ZSJLIOT,O,X,X,O,X,X,O,X
ZSJLOTI,X,X,X,O,X,X,O,X
ZSJLOIT,O,X,X,O,X,X,O,X
ZSJOTIL,X,X,O,O,X,X,O,X
ZSJOTLI,X,X,O,O,X,X,O,X
ZSJOITL,X,X,O,O,X,X,O,X
ZSJOILT,X,X,X,O,X,X,O,X
ZSJOLTI,X,X,X,O,X,X,O,X
ZSJOLIT,X,X,X,O,X,X,O,X
ZSOTILJ,O,X,X,X,X,O,X,X
ZSOTIJL,X,X,X,X,X,X,O,X
ZSOTLIJ,O,X,X,X,X,O,X,X
ZSOTLJI,O,X,X,X,X,O,X,X
ZSOTJIL,X,X,X,X,X,X,O,X
ZSOTJLI,X,X,X,X,X,X,O,X
ZSOITLJ,O,X,X,X,X,O,X,X
ZSOITJL,X,X,X,X,X,X,O,X
ZSOILTJ,O,O,X,X,X,X,X,X
ZSOILJT,O,O,X,X,X,X,X,X
ZSOIJTL,X,X,O,X,X,X,O,X
ZSOIJLT,X,O,X,X,X,X,O,X
ZSOLTIJ,O,O,X,X,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,X,X
ZSOLITJ,O,O,X,X,X,X,X,X
ZSOLIJT,O,O,X,X,X,X,X,X
ZSOLJTI,X,O,X,X,X,X,X,X
ZSOLJIT,O,O,X,X,X,X,X,X
ZSOJTIL,X,X,O,X,X,X,O,X
ZSOJTLI,X,X,O,X,X,X,O,X
ZSOJITL,X,X,O,X,X,X,O,X
ZSOJILT,X,O,X,X,X,X,O,X
ZSOJLTI,X,O,X,X,X,X,O,X
ZSOJLIT,X,O,X,X,X,X,O,X
ZOTILJS,O,O,X,X,X,O,X,O
ZOTILSJ,O,O,X,X,X,O,X,O
ZOTIJLS,O,O,O,X,X,O,X,O
ZOTIJSL,X,X,O,X,X,X,X,X
ZOTISLJ,O,X,X,X,X,O,X,X
ZOTISJL,X,X,X,X,X,O,O,X
ZOTLIJS,O,O,X,X,X,O,X,O
ZOTLISJ,O,O,X,X,X,O,X,O
ZOTLJIS,O,O,X,X,X,O,X,O
ZOTLJSI,O,O,X,X,O,O,X,O
ZOTLSIJ,O,O,X,X,O,O,X,O
ZOTLSJI,O,O,X,X,O,O,X,O
ZOTJILS,O,O,O,X,X,O,X,O
ZOTJISL,X,X,O,X,X,X,X,X
ZOTJLIS,O,O,O,X,X,O,X,O
ZOTJLSI,O,O,O,X,O,O,X,O
ZOTJSIL,X,X,O,X,X,X,X,X
ZOTJSLI,X,X,O,X,O,X,X,O
ZOTSILJ,O,X,X,X,X,O,X,X
ZOTSIJL,X,X,X,X,X,O,O,X
ZOTSLIJ,O,X,X,X,O,O,X,O
ZOTSLJI,O,X,X,X,O,O,X,O
ZOTSJIL,X,X,X,X,X,O,O,X
ZOTSJLI,X,X,X,X,O,O,O,O
ZOITLJS,O,O,X,X,X,O,X,X
ZOITLSJ,O,O,X,X,X,O,X,X
ZOITJLS,O,O,O,X,X,O,X,X
ZOITJSL,X,X,O,X,X,X,X,X
ZOITSLJ,O,X,X,X,X,O,X,X
ZOITSJL,X,X,X,X,X,O,O,X
ZOILTJS,O,O,X,X,X,O,X,O
ZOILTSJ,O,O,X,X,X,O,X,O
ZOILJTS,O,O,X,X,X,X,X,O
ZOILJST,O,O,X,X,X,X,X,X
ZOILSTJ,O,O,X,X,X,X,X,X
ZOILSJT,O,O,X,X,X,X,X,X
ZOIJTLS,O,O,O,O,X,O,X,X
ZOIJTSL,X,X,O,O,X,X,X,X
ZOIJLTS,O,O,X,O,X,X,X,O
ZOIJLST,O,O,X,O,X,X,O,X
ZOIJSTL,X,X,O,O,X,X,O,X
ZOIJSLT,X,O,X,O,X,X,O,X
ZOISTLJ,O,X,X,X,X,O,X,X
ZOISTJL,X,X,X,X,X,X,O,X
ZOISLTJ,O,O,X,X,X,X,X,X
ZOISLJT,O,O,X,X,X,X,X,X
ZOISJTL,X,X,O,X,X,X,O,X
ZOISJLT,X,O,X,X,X,X,O,X
ZOLTIJS,O,O,X,X,X,O,X,O
ZOLTISJ,O,O,X,X,X,O,X,O
ZOLTJIS,O,O,X,X,X,O,X,O
ZOLTJSI,O,O,X,X,O,O,X,O
ZOLTSIJ,O,O,X,X,O,O,X,O
ZOLTSJI,O,O,X,X,O,O,X,O
ZOLITJS,O,O,X,X,X,O,X,O
ZOLITSJ,O,O,X,X,X,O,X,O
ZOLIJTS,O,O,X,X,X,X,X,O
ZOLIJST,O,O,X,X,X,X,X,X
ZOLISTJ,O,O,X,X,X,X,X,X
ZOLISJT,O,O,X,X,X,X,X,X
ZOLJTIS,O,O,X,X,X,X,X,O
ZOLJTSI,O,O,X,X,X,X,X,O
ZOLJITS,O,O,X,X,X,X,X,O
ZOLJIST,O,O,X,X,X,X,X,X
ZOLJSTI,X,O,X,X,X,X,X,X
ZOLJSIT,O,O,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,X,X,X,X
ZOLSTJI,O,O,X,X,X,X,X,X
ZOLSITJ,O,O,X,X,X,X,X,X
ZOLSIJT,O,O,X,X,X,X,X,X
ZOLSJTI,X,O,X,X,X,X,X,X
ZOLSJIT,O,O,X,X,X,X,X,X
ZOJTILS,O,O,O,O,X,O,X,O
ZOJTISL,X,X,O,O,X,X,X,X
ZOJTLIS,O,O,O,O,X,O,X,O
ZOJTLSI,O,O,O,O,X,O,X,O
ZOJTSIL,X,X,O,O,X,X,X,X
ZOJTSLI,X,X,O,O,X,X,X,O
ZOJITLS,O,O,O,O,X,O,X,X
ZOJITSL,X,X,O,O,X,X,X,X
ZOJILTS,O,O,X,O,X,X,X,O
ZOJILST,O,O,X,O,X,X,O,X
ZOJISTL,X,X,O,O,X,X,O,X
ZOJISLT,X,O,X,O,X,X,O,X
ZOJLTIS,O,O,X,O,X,X,X,O
ZOJLTSI,O,O,X,O,X,X,X,O
ZOJLITS,O,O,X,O,X,X,X,O
ZOJLIST,O,O,X,O,X,X,O,X
ZOJLSTI,X,O,X,O,X,X,O,X
ZOJLSIT,O,O,X,O,X,X,O,X
ZOJSTIL,X,X,O,O,X,X,O,X
ZOJSTLI,X,X,O,O,X,X,O,X
ZOJSITL,X,X,O,O,X,X,O,X
ZOJSILT,X,O,X,O,X,X,O,X
ZOJSLTI,X,O,X,O,X,X,O,X
ZOJSLIT,X,O,X,O,X,X,O,X
ZOSTILJ,O,X,X,X,X,O,X,X
ZOSTIJL,X,X,X,X,X,X,O,X
ZOSTLIJ,O,X,X,X,X,O,X,X
ZOSTLJI,O,X,X,X,X,O,X,X
ZOSTJIL,X,X,X,X,X,X,O,X
ZOSTJLI,X,X,X,X,X,X,O,X
ZOSITLJ,O,X,X,X,X,O,X,X
ZOSITJL,X,X,X,X,X,X,O,X
ZOSILTJ,O,O,X,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X,X
ZOSIJTL,X,X,O,X,X,X,O,X
ZOSIJLT,X,O,X,X,X,X,O,X
ZOSLTIJ,O,O,X,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,X,X
ZOSLIJT,O,O,X,X,X,X,X,X
ZOSLJTI,X,O,X,X,X,X,X,X
ZOSLJIT,O,O,X,X,X,X,X,X
ZOSJTIL,X,X,O,X,X,X,O,X
ZOSJTLI,X,X,O,X,X,X,O,X
ZOSJITL,X,X,O,X,X,X,O,X
ZOSJILT,X,O,X,X,X,X,O,X
ZOSJLTI,X,O,X,X,X,X,O,X
ZOSJLIT,X,O,X,X,X,X,O,X
OTILJSZ,O,O,O,X,O,X,X,O
OTILJZS,O,O,O,X,X,O,X,O
OTILSJZ,O,O,X,X,O,O,X,O
OTILSZJ,X,O,X,X,O,O,X,O
OTILZJS,O,O,X,X,X,O,X,O
OTILZSJ,O,O,X,X,X,O,X,O
OTIJLSZ,O,O,O,X,O,X,X,O
OTIJLZS,O,O,O,X,X,O,X,O
OTIJSLZ,X,X,O,X,O,O,X,X
OTIJSZL,X,X,O,X,X,O,X,X
OTIJZLS,O,O,O,O,X,O,X,O
OTIJZSL,X,X,O,O,X,X,X,X
OTISLJZ,O,X,X,X,O,O,X,X
OTISLZJ,X,X,X,X,O,O,X,X
OTISJLZ,X,X,O,X,O,O,X,X
OTISJZL,X,X,O,X,X,O,X,X
OTISZLJ,O,X,X,X,X,O,X,X
OTISZJL,X,X,X,X,X,O,X,X
OTIZLJS,O,O,X,X,X,O,X,O
OTIZLSJ,O,O,X,X,X,O,X,O
OTIZJLS,O,O,O,X,X,O,X,O
OTIZJSL,X,X,O,X,X,X,X,X
OTIZSLJ,O,X,X,X,X,O,X,X
OTIZSJL,X,X,X,X,X,O,X,X
OTLIJSZ,O,O,O,X,O,X,X,O
OTLIJZS,O,O,O,X,X,O,X,O
OTLISJZ,O,O,X,X,O,O,X,O
OTLISZJ,X,O,X,X,O,O,X,O
OTLIZJS,O,O,X,X,X,O,X,O
OTLIZSJ,O,O,X,X,X,O,X,O
OTLJISZ,O,O,O,X,O,X,X,O
OTLJIZS,O,O,O,X,X,O,X,O
OTLJSIZ,O,O,O,X,O,X,X,O
OTLJSZI,X,O,O,X,O,X,X,O
OTLJZIS,O,O,O,X,X,O,X,O
OTLJZSI,X,O,O,X,O,O,X,O
OTLSIJZ,O,O,X,X,O,O,X,O
OTLSIZJ,X,O,X,X,O,O,X,O
OTLSJIZ,O,O,X,X,O,O,X,O
OTLSJZI,X,O,X,X,O,O,X,O
OTLSZIJ,X,O,X,X,O,O,X,O
OTLSZJI,X,O,X,X,O,O,X,O
OTLZIJS,O,O,X,X,X,O,X,O
OTLZISJ,O,O,X,X,X,O,X,O
OTLZJIS,O,O,X,X,X,O,X,O
OTLZJSI,O,O,X,X,O,O,X,O
OTLZSIJ,O,O,X,X,O,O,X,O
OTLZSJI,O,O,X,X,O,O,X,O
OTJILSZ,O,O,O,X,O,X,X,O
OTJILZS,O,O,O,X,X,O,X,O
OTJISLZ,X,X,O,X,O,O,X,X
OTJISZL,X,X,O,X,X,O,X,X
OTJIZLS,O,O,O,O,X,O,X,O
OTJIZSL,X,X,O,O,X,X,X,X
OTJLISZ,O,O,O,X,O,X,X,O
OTJLIZS,O,O,O,X,X,O,X,O
OTJLSIZ,O,O,O,X,O,X,X,O
OTJLSZI,X,O,O,X,O,X,X,O
OTJLZIS,O,O,O,X,X,O,X,O
OTJLZSI,X,O,O,X,O,O,X,O
OTJSILZ,X,X,O,X,O,O,X,X
OTJSIZL,X,X,O,X,X,O,X,X
OTJSLIZ,X,X,O,X,O,O,X,O
OTJSLZI,X,X,O,X,O,O,X,O
OTJSZIL,X,X,O,X,X,O,X,X
OTJSZLI,X,X,O,X,O,O,X,O
OTJZILS,O,O,O,O,X,O,X,O
OTJZISL,X,X,O,O,X,X,X,X
OTJZLIS,O,O,O,O,X,O,X,O
OTJZLSI,O,O,O,O,O,O,X,O
OTJZSIL,X,X,O,O,X,X,X,X
OTJZSLI,X,X,O,O,O,X,X,O
OTSILJZ,O,X,X,X,O,O,X,X
OTSILZJ,X,X,X,X,O,O,X,X
OTSIJLZ,X,X,O,X,O,O,X,X
OTSIJZL,X,X,O,X,X,O,X,X
OTSIZLJ,O,X,X,X,X,O,X,X
OTSIZJL,X,X,X,X,X,O,X,X
OTSLIJZ,O,X,X,X,O,O,X,O
OTSLIZJ,X,X,X,X,O,O,X,O
OTSLJIZ,O,X,X,X,O,O,X,O
OTSLJZI,X,X,X,X,O,O,X,O
OTSLZIJ,X,X,X,X,O,O,X,O
OTSLZJI,X,X,X,X,O,O,X,O
OTSJILZ,X,X,O,X,O,O,X,X
OTSJIZL,X,X,O,X,X,O,X,X
OTSJLIZ,X,X,O,X,O,O,X,O
OTSJLZI,X,X,O,X,O,O,X,O
OTSJZIL,X,X,O,X,X,O,X,X
OTSJZLI,X,X,O,X,O,O,X,O
OTSZILJ,O,X,X,X,X,O,X,X
OTSZIJL,X,X,X,X,X,O,X,X
OTSZLIJ,O,X,X,X,O,O,X,O
OTSZLJI,O,X,X,X,O,O,X,O
OTSZJIL,X,X,X,X,X,O,X,X
OTSZJLI,X,X,X,X,O,O,X,O
OTZILJS,O,O,X,X,X,O,X,O
OTZILSJ,O,O,X,X,X,O,X,O
OTZIJLS,O,O,O,X,X,O,X,O
OTZIJSL,X,X,O,X,X,X,X,X
OTZISLJ,O,X,X,X,X,O,X,X
OTZISJL,X,X,X,X,X,O,X,X
OTZLIJS,O,O,X,X,X,O,X,O
OTZLISJ,O,O,X,X,X,O,X,O
OTZLJIS,O,O,X,X,X,O,X,O
OTZLJSI,O,O,X,X,O,O,X,O
OTZLSIJ,O,O,X,X,O,O,X,O
OTZLSJI,O,O,X,X,O,O,X,O
OTZJILS,O,O,O,X,X,O,X,O
OTZJISL,X,X,O,X,X,X,X,X
OTZJLIS,O,O,O,X,X,O,X,O
OTZJLSI,O,O,O,X,O,O,X,O
OTZJSIL,X,X,O,X,X,X,X,X
OTZJSLI,X,X,O,X,O,X,X,O
OTZSILJ,O,X,X,X,X,O,X,X
OTZSIJL,X,X,X,X,X,O,X,X
OTZSLIJ,O,X,X,X,O,O,X,O
OTZSLJI,O,X,X,X,O,O,X,O
OTZSJIL,X,X,X,X,X,O,X,X
OTZSJLI,X,X,X,X,O,O,X,O
OITLJSZ,O,O,O,X,O,X,X,O
OITLJZS,O,O,O,X,X,O,X,O
OITLSJZ,O,O,X,X,O,O,X,O
OITLSZJ,X,O,X,X,O,O,X,O
OITLZJS,O,O,X,X,X,O,X,O
OITLZSJ,O,O,X,X,X,O,X,O
OITJLSZ,O,O,O,X,O,X,X,O
OITJLZS,O,O,O,X,X,O,X,O
OITJSLZ,X,X,O,X,O,O,X,X
OITJSZL,X,X,O,X,X,O,X,X
OITJZLS,O,O,O,O,X,O,X,O
OITJZSL,X,X,O,O,X,X,X,X
OITSLJZ,O,X,X,X,O,O,X,X
OITSLZJ,X,X,X,X,O,O,X,X
OITSJLZ,X,X,O,X,O,O,X,X
OITSJZL,X,X,O,X,X,O,X,X
OITSZLJ,O,X,X,X,X,O,X,X
OITSZJL,X,X,X,X,X,O,X,X
OITZLJS,O,O,X,X,X,O,X,O
OITZLSJ,O,O,X,X,X,O,X,O
OITZJLS,O,O,O,X,X,O,X,O
OITZJSL,X,X,O,X,X,X,X,X
OITZSLJ,O,X,X,X,X,O,X,X
OITZSJL,X,X,X,X,X,O,X,X
OILTJSZ,O,O,O,X,O,X,X,O
OILTJZS,O,O,O,X,X,O,X,O
OILTSJZ,O,O,X,X,O,O,X,O
OILTSZJ,X,O,X,X,O,O,X,O
OILTZJS,O,O,X,X,X,O,X,O
OILTZSJ,O,O,X,X,X,O,X,O
OILJTSZ,O,O,O,X,X,X,X,O
OILJTZS,O,O,O,X,X,X,X,O
OILJSTZ,X,O,O,X,X,X,X,O
OILJSZT,X,O,X,X,X,X,X,X
OILJZTS,O,O,X,O,X,X,X,O
OILJZST,O,O,X,O,X,X,X,X
OILSTJZ,O,O,X,X,X,X,X,O
OILSTZJ,X,O,X,X,X,X,X,O
OILSJTZ,X,O,O,X,X,X,X,O
OILSJZT,X,O,X,X,X,X,X,X
OILSZTJ,O,O,X,X,X,X,X,X
OILSZJT,O,O,X,X,X,X,X,X
OILZTJS,O,O,X,X,X,O,X,O
OILZTSJ,O,O,X,X,X,O,X,O
OILZJTS,O,O,X,X,X,X,X,O
OILZJST,O,O,X,X,X,X,X,X
OILZSTJ,O,O,X,X,X,X,X,X
