sequence,v115@7gB8GeC8FeD8AeA8CeG8CeE8Jei6IvhFFcBXdBckBZ?lBWmBzqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeT6IvhFxcBlgB3hBi?kB0lB2vB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFCcBXdBzfBV?mBmqBUqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFufB3bBFdBT?hBiqB0qB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFCbBXdBUlBF?mBOrBTqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8Jex8IvhF0fBlgB3hBO?kBTlByvB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFzaBXdBamBG?hB0qBFqB
ZOJLTSI,O,X,X,X,X,X,X
ZOJLITS,O,X,X,X,X,X,X
ZOJLIST,O,X,X,X,X,X,X
ZOJLSTI,O,X,X,X,X,X,X
ZOJLSIT,O,X,X,X,X,X,X
ZOJSTIL,O,X,O,O,X,X,X
ZOJSTLI,O,X,O,X,X,X,X
ZOJSITL,O,X,O,O,X,X,X
ZOJSILT,O,X,X,X,X,X,X
ZOJSLTI,O,X,X,X,X,X,X
ZOJSLIT,O,X,X,X,X,X,X
ZOSTILJ,O,X,O,X,O,X,X
ZOSTIJL,O,X,O,O,O,O,X
ZOSTLIJ,O,X,O,X,O,X,X
ZOSTLJI,O,X,X,X,X,X,X
ZOSTJIL,O,X,X,O,X,O,X
ZOSTJLI,O,X,X,X,X,O,X
ZOSITLJ,O,X,O,X,O,X,X
ZOSITJL,O,X,O,O,O,O,X
ZOSILTJ,O,X,X,X,X,O,O
ZOSILJT,O,X,X,X,X,X,X
ZOSIJTL,O,X,O,O,X,X,X
ZOSIJLT,O,X,X,X,X,X,X
ZOSLTIJ,O,X,X,X,X,O,X
ZOSLTJI,O,X,X,X,X,O,X
ZOSLITJ,O,X,X,X,X,O,O
ZOSLIJT,O,X,X,X,X,X,X
ZOSLJTI,O,X,X,X,X,X,X
ZOSLJIT,O,X,X,X,X,X,X
ZOSJTIL,O,X,O,O,X,X,X
ZOSJTLI,O,X,O,X,X,X,X
ZOSJITL,O,X,O,O,X,X,X
ZOSJILT,O,X,X,X,X,X,X
ZOSJLTI,O,X,X,X,X,X,X
ZOSJLIT,O,X,X,X,X,X,X
OTILJSZ,X,X,O,O,X,X,X
OTILJZS,X,X,O,O,X,X,X
OTILSJZ,X,X,O,O,X,X,X
OTILSZJ,X,X,O,O,X,X,X
OTILZJS,X,X,X,O,X,X,X
OTILZSJ,X,X,O,O,X,X,X
OTIJLSZ,O,X,O,O,X,X,X
OTIJLZS,O,X,O,O,X,X,X
OTIJSLZ,O,X,O,O,X,X,X
OTIJSZL,O,X,O,O,X,X,X
OTIJZLS,O,X,O,X,X,X,X
OTIJZSL,O,X,O,O,X,X,X
OTISLJZ,X,X,O,O,X,X,X
OTISLZJ,O,X,O,O,X,X,X
OTISJLZ,O,X,O,O,X,X,X
OTISJZL,O,X,O,O,X,X,X
OTISZLJ,O,X,O,X,O,X,X
OTISZJL,O,X,O,O,O,X,X
OTIZLJS,O,X,X,O,O,X,X
OTIZLSJ,O,X,O,O,O,X,X
OTIZJLS,O,X,O,X,O,X,X
OTIZJSL,O,X,O,O,O,X,X
OTIZSLJ,O,X,O,X,O,X,X
OTIZSJL,O,X,O,O,O,X,X
OTLIJSZ,X,X,O,O,X,X,X
OTLIJZS,X,X,O,O,X,X,X
OTLISJZ,X,X,O,O,X,X,X
OTLISZJ,X,X,O,O,X,X,X
OTLIZJS,X,X,X,O,X,X,X
OTLIZSJ,X,X,O,O,X,X,X
OTLJISZ,X,X,O,O,X,X,X
OTLJIZS,X,X,X,O,X,X,X
OTLJSIZ,X,X,O,O,X,X,X
OTLJSZI,X,X,X,O,X,X,X
OTLJZIS,X,X,X,O,X,X,X
OTLJZSI,X,X,X,O,X,X,X
OTLSIJZ,X,X,O,O,X,X,X
OTLSIZJ,X,X,O,O,X,X,X
OTLSJIZ,X,X,O,O,X,X,X
OTLSJZI,X,X,X,O,X,X,X
OTLSZIJ,X,X,O,O,X,X,X
OTLSZJI,X,X,X,O,X,X,X
OTLZIJS,X,X,X,O,X,X,X
OTLZISJ,X,X,O,O,X,X,X
OTLZJIS,X,X,X,O,X,X,X
OTLZJSI,X,X,X,O,X,X,X
OTLZSIJ,X,X,O,O,X,X,X
OTLZSJI,X,X,X,O,X,X,X
OTJILSZ,O,X,O,O,X,X,X
OTJILZS,O,X,O,O,X,X,X
OTJISLZ,O,X,O,O,X,X,X
OTJISZL,O,X,O,O,X,X,X
OTJIZLS,O,X,O,X,X,X,X
OTJIZSL,O,X,O,O,X,X,X
OTJLISZ,O,X,O,O,X,X,X
OTJLIZS,O,X,O,O,X,X,X
OTJLSIZ,O,X,O,O,X,X,X
OTJLSZI,O,X,O,O,X,X,X
OTJLZIS,O,X,O,O,X,X,X
OTJLZSI,O,X,O,O,X,X,X
OTJSILZ,O,X,O,O,X,X,X
OTJSIZL,O,X,O,O,X,X,X
OTJSLIZ,O,X,O,O,X,X,X
OTJSLZI,O,X,O,X,X,X,X
OTJSZIL,O,X,O,O,X,X,X
OTJSZLI,O,X,O,X,X,X,X
OTJZILS,O,X,O,X,X,X,X
OTJZISL,O,X,O,O,X,X,X
OTJZLIS,O,X,O,X,X,X,X
OTJZLSI,O,X,O,X,X,X,X
OTJZSIL,O,X,O,O,X,X,X
OTJZSLI,O,X,O,X,X,X,X
OTSILJZ,X,X,O,O,X,X,X
OTSILZJ,O,X,O,O,X,X,X
OTSIJLZ,O,X,O,O,X,X,X
OTSIJZL,O,X,O,O,X,X,X
OTSIZLJ,O,X,O,X,O,X,X
OTSIZJL,O,X,O,O,O,X,X
OTSLIJZ,X,X,O,O,X,X,X
OTSLIZJ,O,X,O,O,X,X,X
OTSLJIZ,O,X,O,O,X,X,X
OTSLJZI,O,X,X,O,X,X,X
OTSLZIJ,O,X,O,O,X,X,X
OTSLZJI,O,X,X,O,X,X,X
OTSJILZ,O,X,O,O,X,X,X
OTSJIZL,O,X,O,O,X,X,X
OTSJLIZ,O,X,O,O,X,X,X
OTSJLZI,O,X,O,X,X,X,X
OTSJZIL,O,X,O,O,X,X,X
OTSJZLI,O,X,O,X,X,X,X
OTSZILJ,O,X,O,X,O,X,X
OTSZIJL,O,X,O,O,O,X,X
OTSZLIJ,O,X,O,X,O,X,X
OTSZLJI,O,X,X,X,X,X,X
OTSZJIL,O,X,X,O,X,X,X
OTSZJLI,O,X,X,X,X,X,X
OTZILJS,O,X,X,O,O,X,X
OTZILSJ,O,X,O,O,O,X,X
OTZIJLS,O,X,O,X,O,X,X
OTZIJSL,O,X,O,O,O,X,X
OTZISLJ,O,X,O,X,O,X,X
OTZISJL,O,X,O,O,O,X,X
OTZLIJS,O,X,X,O,O,X,X
OTZLISJ,O,X,O,O,O,X,X
OTZLJIS,O,X,X,O,X,X,X
OTZLJSI,O,X,X,O,X,X,X
OTZLSIJ,O,X,O,O,O,X,X
OTZLSJI,O,X,X,O,X,X,X
OTZJILS,O,X,X,X,X,X,X
OTZJISL,O,X,X,O,X,X,X
OTZJLIS,O,X,X,X,X,X,X
OTZJLSI,O,X,X,X,X,X,X
OTZJSIL,O,X,X,O,X,X,X
OTZJSLI,O,X,X,X,X,X,X
OTZSILJ,O,X,O,X,O,X,X
OTZSIJL,O,X,O,O,O,X,X
OTZSLIJ,O,X,O,X,O,X,X
OTZSLJI,O,X,X,X,X,X,X
OTZSJIL,O,X,X,O,X,X,X
OTZSJLI,O,X,X,X,X,X,X
OITLJSZ,X,X,O,O,X,X,X
OITLJZS,X,X,O,O,X,X,X
OITLSJZ,X,X,O,O,X,X,X
OITLSZJ,X,X,O,O,X,X,X
OITLZJS,X,X,X,O,X,X,X
OITLZSJ,X,X,O,O,X,X,X
OITJLSZ,O,X,O,O,X,X,X
OITJLZS,O,X,O,O,X,X,X
OITJSLZ,O,X,O,O,X,X,X
OITJSZL,O,X,O,O,X,X,X
OITJZLS,O,X,O,X,X,X,X
OITJZSL,O,X,O,O,X,X,X
OITSLJZ,X,X,O,O,X,X,X
OITSLZJ,O,X,O,O,X,X,X
OITSJLZ,O,X,O,O,X,X,X
OITSJZL,O,X,O,O,X,X,X
OITSZLJ,O,X,O,X,O,X,X
OITSZJL,O,X,O,O,O,X,X
OITZLJS,O,X,X,O,O,X,X
OITZLSJ,O,X,O,O,O,X,X
OITZJLS,O,X,O,X,O,X,X
OITZJSL,O,X,O,O,O,X,X
OITZSLJ,O,X,O,X,O,X,X
OITZSJL,O,X,O,O,O,X,X
OILTJSZ,X,O,O,O,X,X,X
OILTJZS,X,X,O,O,X,X,X
OILTSJZ,X,O,O,O,X,X,X
OILTSZJ,X,O,O,O,X,X,X
OILTZJS,X,X,X,O,X,X,X
OILTZSJ,X,X,O,O,X,X,X
OILJTSZ,O,O,O,O,X,X,X
OILJTZS,O,X,O,O,X,X,X
OILJSTZ,O,O,O,O,X,X,X
OILJSZT,O,O,X,O,X,X,X
OILJZTS,O,X,X,O,X,X,X
OILJZST,O,O,X,O,X,X,X
OILSTJZ,X,O,O,O,X,X,X
OILSTZJ,O,O,O,O,X,O,X
OILSJTZ,O,O,O,O,X,X,X
OILSJZT,O,O,X,O,X,X,X
OILSZTJ,O,O,X,O,X,O,X
OILSZJT,O,O,X,O,X,X,X
OILZTJS,O,X,X,O,X,X,X
OILZTSJ,O,X,X,O,X,X,X
OILZJTS,O,X,X,O,X,X,X
OILZJST,O,O,X,O,X,X,X
OILZSTJ,O,O,X,O,X,O,X
OILZSJT,O,O,X,O,X,X,X
OIJTLSZ,O,X,O,O,X,X,X
OIJTLZS,O,X,O,O,X,X,X
OIJTSLZ,O,X,O,O,X,X,X
OIJTSZL,O,X,O,O,X,X,X
OIJTZLS,O,X,O,X,X,X,X
OIJTZSL,O,X,O,O,X,X,X
OIJLTSZ,O,O,O,O,X,X,X
OIJLTZS,O,X,O,O,X,X,X
OIJLSTZ,O,O,O,O,X,X,X
OIJLSZT,O,O,X,O,X,X,X
OIJLZTS,O,X,X,O,X,X,X
OIJLZST,O,O,X,O,X,X,X
OIJSTLZ,O,O,O,O,X,X,X
OIJSTZL,O,X,O,O,X,X,X
OIJSLTZ,O,O,O,O,X,X,X
OIJSLZT,O,O,X,X,X,X,X
OIJSZTL,O,X,O,O,X,X,X
OIJSZLT,O,X,X,X,X,X,X
OIJZTLS,O,X,O,X,X,X,X
OIJZTSL,O,X,O,O,X,X,X
OIJZLTS,O,X,X,X,X,X,X
OIJZLST,O,X,X,X,X,X,X
OIJZSTL,O,X,O,O,X,X,X
OIJZSLT,O,X,X,X,X,X,X
OISTLJZ,X,O,O,O,X,X,X
OISTLZJ,O,O,O,O,X,X,X
OISTJLZ,O,X,O,O,X,X,X
OISTJZL,O,X,O,O,X,X,X
OISTZLJ,O,X,O,X,O,X,X
OISTZJL,O,X,O,O,O,O,X
OISLTJZ,X,O,O,O,X,X,X
OISLTZJ,O,O,O,O,X,O,X
OISLJTZ,O,O,O,O,X,X,X
OISLJZT,O,O,X,O,X,X,X
OISLZTJ,O,O,X,O,X,O,X
OISLZJT,O,O,X,O,X,X,X
OISJTLZ,O,O,O,O,X,X,X
OISJTZL,O,X,O,O,X,X,X
OISJLTZ,O,O,O,O,X,X,X
OISJLZT,O,O,X,X,X,X,X
OISJZTL,O,X,O,O,X,X,X
OISJZLT,O,X,X,X,X,X,X
OISZTLJ,O,X,O,X,O,X,X
OISZTJL,O,X,O,O,O,O,X
OISZLTJ,O,X,X,X,X,O,O
OISZLJT,O,X,X,X,X,X,X
OISZJTL,O,X,O,O,X,X,X
OISZJLT,O,X,X,X,X,X,X
OIZTLJS,O,X,X,O,O,X,X
OIZTLSJ,O,X,O,O,O,X,X
OIZTJLS,O,X,O,X,O,X,X
OIZTJSL,O,X,O,O,O,X,X
OIZTSLJ,O,X,O,X,O,X,X
OIZTSJL,O,X,O,O,O,X,X
OIZLTJS,O,X,X,O,O,X,O
OIZLTSJ,O,X,X,O,O,X,O
OIZLJTS,O,X,X,O,X,X,X
OIZLJST,O,X,X,O,X,X,X
OIZLSTJ,O,X,X,O,X,O,O
OIZLSJT,O,X,X,O,X,X,X
OIZJTLS,O,X,O,X,X,X,X
OIZJTSL,O,X,O,O,X,X,X
OIZJLTS,O,X,X,X,X,X,X
OIZJLST,O,X,X,X,X,X,X
OIZJSTL,O,X,O,O,X,X,X
OIZJSLT,O,X,X,X,X,X,X
OIZSTLJ,O,X,O,X,O,X,X
OIZSTJL,O,X,O,O,O,O,X
OIZSLTJ,O,X,X,X,X,O,O
OIZSLJT,O,X,X,X,X,X,X
OIZSJTL,O,X,O,O,X,X,X
OIZSJLT,O,X,X,X,X,X,X
OLTIJSZ,X,O,O,O,X,X,X
OLTIJZS,X,X,O,O,X,X,X
OLTISJZ,X,O,O,O,X,X,X
OLTISZJ,X,O,O,O,X,X,X
OLTIZJS,X,X,X,O,X,X,X
OLTIZSJ,X,X,O,O,X,X,X
OLTJISZ,X,O,O,O,X,X,X
OLTJIZS,X,X,X,O,X,X,X
OLTJSIZ,X,O,O,O,X,X,X
OLTJSZI,X,O,X,O,X,X,X
OLTJZIS,X,X,X,O,X,X,X
OLTJZSI,X,O,X,O,X,X,X
OLTSIJZ,X,O,O,O,X,X,X
OLTSIZJ,X,O,O,O,X,X,X
OLTSJIZ,X,O,O,O,X,X,X
OLTSJZI,X,O,X,O,X,X,X
OLTSZIJ,X,O,O,O,X,X,X
OLTSZJI,X,O,X,O,X,X,X
OLTZIJS,X,X,X,O,X,X,X
OLTZISJ,X,X,O,O,X,X,X
OLTZJIS,X,X,X,O,X,X,X
OLTZJSI,X,X,X,O,X,X,X
OLTZSIJ,X,O,O,O,X,X,X
OLTZSJI,X,O,X,O,X,X,X
OLITJSZ,X,O,O,O,X,X,X
OLITJZS,X,X,O,O,X,X,X
OLITSJZ,X,O,O,O,X,X,X
OLITSZJ,X,O,O,O,X,X,X
OLITZJS,X,X,X,O,X,X,X
OLITZSJ,X,X,O,O,X,X,X
OLIJTSZ,O,O,O,O,X,X,X
OLIJTZS,O,X,O,O,X,X,X
OLIJSTZ,O,O,O,O,X,X,X
OLIJSZT,O,O,X,O,X,X,X
OLIJZTS,O,X,X,O,X,X,X
OLIJZST,O,O,X,O,X,X,X
OLISTJZ,X,O,O,O,X,X,X
OLISTZJ,O,O,O,O,X,O,X
OLISJTZ,O,O,O,O,X,X,X
OLISJZT,O,O,X,O,X,X,X
OLISZTJ,O,O,X,O,X,O,X
OLISZJT,O,O,X,O,X,X,X
OLIZTJS,O,X,X,O,X,X,X
OLIZTSJ,O,X,X,O,X,X,X
OLIZJTS,O,X,X,O,X,X,X
OLIZJST,O,O,X,O,X,X,X
OLIZSTJ,O,O,X,O,X,O,X
OLIZSJT,O,O,X,O,X,X,X
OLJTISZ,O,O,O,O,X,X,X
OLJTIZS,O,X,O,O,X,X,X
OLJTSIZ,O,O,O,O,X,X,X
OLJTSZI,O,O,O,O,X,X,X
OLJTZIS,O,X,O,O,X,X,X
OLJTZSI,O,O,O,O,X,X,X
OLJITSZ,O,O,O,O,X,X,X
OLJITZS,O,X,O,O,X,X,X
OLJISTZ,O,O,O,O,X,X,X
OLJISZT,O,O,X,O,X,X,X
OLJIZTS,O,X,X,O,X,X,X
OLJIZST,O,O,X,O,X,X,X
OLJSTIZ,O,O,O,O,X,X,X
OLJSTZI,O,O,O,O,X,X,X
OLJSITZ,O,O,O,O,X,X,X
OLJSIZT,O,O,X,O,X,X,X
OLJSZTI,O,O,X,O,X,X,X
OLJSZIT,O,O,X,O,X,X,X
OLJZTIS,O,X,X,O,X,X,X
OLJZTSI,O,O,X,O,X,X,X
OLJZITS,O,X,X,O,X,X,X
OLJZIST,O,O,X,O,X,X,X
OLJZSTI,O,O,X,O,X,X,X
OLJZSIT,O,O,X,O,X,X,X
OLSTIJZ,X,O,O,O,X,X,X
OLSTIZJ,O,O,O,O,X,O,X
OLSTJIZ,O,O,O,O,X,X,X
OLSTJZI,O,O,X,O,X,X,X
OLSTZIJ,O,O,O,O,X,O,X
OLSTZJI,O,O,X,O,X,O,X
OLSITJZ,X,O,O,O,X,X,X
OLSITZJ,O,O,O,O,X,O,X
OLSIJTZ,O,O,O,O,X,X,X
OLSIJZT,O,O,X,O,X,X,X
OLSIZTJ,O,O,X,O,X,O,X
OLSIZJT,O,O,X,O,X,X,X
OLSJTIZ,O,O,O,O,X,X,X
OLSJTZI,O,O,O,O,X,X,X
OLSJITZ,O,O,O,O,X,X,X
OLSJIZT,O,O,X,O,X,X,X
OLSJZTI,O,O,X,O,X,X,X
OLSJZIT,O,O,X,O,X,X,X
OLSZTIJ,O,O,X,O,X,O,X
OLSZTJI,O,O,X,O,X,O,X
OLSZITJ,O,O,X,O,X,O,X
OLSZIJT,O,O,X,O,X,X,X
OLSZJTI,O,O,X,O,X,X,X
OLSZJIT,O,O,X,O,X,X,X
OLZTIJS,O,X,X,O,X,X,X
OLZTISJ,O,X,X,O,X,X,X
OLZTJIS,O,X,X,O,X,X,X
OLZTJSI,O,X,X,O,X,X,X
OLZTSIJ,O,O,X,O,X,O,X
OLZTSJI,O,O,X,O,X,O,X
OLZITJS,O,X,X,O,X,X,X
OLZITSJ,O,X,X,O,X,X,X
OLZIJTS,O,X,X,O,X,X,X
OLZIJST,O,O,X,O,X,X,X
OLZISTJ,O,O,X,O,X,O,X
OLZISJT,O,O,X,O,X,X,X
OLZJTIS,O,X,X,O,X,X,X
OLZJTSI,O,O,X,O,X,X,X
OLZJITS,O,X,X,O,X,X,X
OLZJIST,O,O,X,O,X,X,X
OLZJSTI,O,O,X,O,X,X,X
OLZJSIT,O,O,X,O,X,X,X
OLZSTIJ,O,O,X,O,X,O,X
OLZSTJI,O,O,X,O,X,O,X
OLZSITJ,O,O,X,O,X,O,X
OLZSIJT,O,O,X,O,X,X,X
OLZSJTI,O,O,X,O,X,X,X
OLZSJIT,O,O,X,O,X,X,X
OJTILSZ,O,X,O,O,X,X,X
OJTILZS,O,X,O,O,X,X,X
OJTISLZ,O,X,O,O,X,X,X
OJTISZL,O,X,O,O,X,X,X
OJTIZLS,O,X,O,X,X,X,X
OJTIZSL,O,X,O,O,X,X,X
OJTLISZ,O,X,O,O,X,X,X
OJTLIZS,O,X,O,O,X,X,X
OJTLSIZ,O,X,O,O,X,X,X
OJTLSZI,O,X,O,O,X,X,X
OJTLZIS,O,X,O,O,X,X,X
OJTLZSI,O,X,O,O,X,X,X
OJTSILZ,O,X,O,O,X,X,X
OJTSIZL,O,X,O,O,X,X,X
OJTSLIZ,O,X,O,O,X,X,X
OJTSLZI,O,X,O,X,X,X,X
OJTSZIL,O,X,O,O,X,X,X
OJTSZLI,O,X,O,X,X,X,X
OJTZILS,O,X,O,X,X,X,X
OJTZISL,O,X,O,O,X,X,X
OJTZLIS,O,X,O,X,X,X,X
OJTZLSI,O,X,O,X,X,X,X
OJTZSIL,O,X,O,O,X,X,X
OJTZSLI,O,X,O,X,X,X,X
OJITLSZ,O,X,O,O,X,X,X
OJITLZS,O,X,O,O,X,X,X
OJITSLZ,O,X,O,O,X,X,X
OJITSZL,O,X,O,O,X,X,X
OJITZLS,O,X,O,X,X,X,X
OJITZSL,O,X,O,O,X,X,X
OJILTSZ,O,O,O,O,X,X,X
OJILTZS,O,X,O,O,X,X,X
OJILSTZ,O,O,O,O,X,X,X
OJILSZT,O,O,X,O,X,X,X
OJILZTS,O,X,X,O,X,X,X
OJILZST,O,O,X,O,X,X,X
OJISTLZ,O,O,O,O,X,X,X
OJISTZL,O,X,O,O,X,X,X
OJISLTZ,O,O,O,O,X,X,X
OJISLZT,O,O,X,X,X,X,X
OJISZTL,O,X,O,O,X,X,X
OJISZLT,O,X,X,X,X,X,X
OJIZTLS,O,X,O,X,X,X,X
OJIZTSL,O,X,O,O,X,X,X
OJIZLTS,O,X,X,X,X,X,X
OJIZLST,O,X,X,X,X,X,X
OJIZSTL,O,X,O,O,X,X,X
OJIZSLT,O,X,X,X,X,X,X
OJLTISZ,O,O,O,O,X,X,X
OJLTIZS,O,X,O,O,X,X,X
OJLTSIZ,O,O,O,O,X,X,X
OJLTSZI,O,O,O,O,X,X,X
OJLTZIS,O,X,O,O,X,X,X
OJLTZSI,O,O,O,O,X,X,X
OJLITSZ,O,O,O,O,X,X,X
OJLITZS,O,X,O,O,X,X,X
OJLISTZ,O,O,O,O,X,X,X
OJLISZT,O,O,X,O,X,X,X
OJLIZTS,O,X,X,O,X,X,X
OJLIZST,O,O,X,O,X,X,X
OJLSTIZ,O,O,O,O,X,X,X
OJLSTZI,O,O,O,O,X,X,X
OJLSITZ,O,O,O,O,X,X,X
OJLSIZT,O,O,X,O,X,X,X
OJLSZTI,O,O,X,O,X,X,X
OJLSZIT,O,O,X,O,X,X,X
OJLZTIS,O,X,X,O,X,X,X
OJLZTSI,O,O,X,O,X,X,X
OJLZITS,O,X,X,O,X,X,X
OJLZIST,O,O,X,O,X,X,X
OJLZSTI,O,O,X,O,X,X,X
OJLZSIT,O,O,X,O,X,X,X
OJSTILZ,O,O,O,O,X,X,X
OJSTIZL,O,X,O,O,X,X,X
OJSTLIZ,O,O,O,O,X,X,X
OJSTLZI,O,O,O,X,X,X,X
OJSTZIL,O,X,O,O,X,X,X
OJSTZLI,O,X,O,X,X,X,X
OJSITLZ,O,O,O,O,X,X,X
OJSITZL,O,X,O,O,X,X,X
OJSILTZ,O,O,O,O,X,X,X
OJSILZT,O,O,X,X,X,X,X
OJSIZTL,O,X,O,O,X,X,X
OJSIZLT,O,X,X,X,X,X,X
OJSLTIZ,O,O,O,O,X,X,X
OJSLTZI,O,O,O,X,X,X,X
OJSLITZ,O,O,O,O,X,X,X
OJSLIZT,O,O,X,X,X,X,X
OJSLZTI,O,O,X,X,X,X,X
OJSLZIT,O,O,X,X,X,X,X
OJSZTIL,O,X,O,O,X,X,X
OJSZTLI,O,X,O,X,X,X,X
OJSZITL,O,X,O,O,X,X,X
OJSZILT,O,X,X,X,X,X,X
OJSZLTI,O,X,X,X,X,X,X
OJSZLIT,O,X,X,X,X,X,X
OJZTILS,O,X,O,X,X,X,X
OJZTISL,O,X,O,O,X,X,X
OJZTLIS,O,X,O,X,X,X,X
OJZTLSI,O,X,O,X,X,X,X
OJZTSIL,O,X,O,O,X,X,X
OJZTSLI,O,X,O,X,X,X,X
OJZITLS,O,X,O,X,X,X,X
OJZITSL,O,X,O,O,X,X,X
OJZILTS,O,X,X,X,X,X,X
OJZILST,O,X,X,X,X,X,X
OJZISTL,O,X,O,O,X,X,X
OJZISLT,O,X,X,X,X,X,X
OJZLTIS,O,X,X,X,X,X,X
OJZLTSI,O,X,X,X,X,X,X
OJZLITS,O,X,X,X,X,X,X
OJZLIST,O,X,X,X,X,X,X
OJZLSTI,O,X,X,X,X,X,X
OJZLSIT,O,X,X,X,X,X,X
OJZSTIL,O,X,O,O,X,X,X
OJZSTLI,O,X,O,X,X,X,X
OJZSITL,O,X,O,O,X,X,X
OJZSILT,O,X,X,X,X,X,X
OJZSLTI,O,X,X,X,X,X,X
OJZSLIT,O,X,X,X,X,X,X
OSTILJZ,X,O,O,O,X,X,X
OSTILZJ,O,O,O,O,X,X,X
OSTIJLZ,O,X,O,O,X,X,X
OSTIJZL,O,X,O,O,X,X,X
OSTIZLJ,O,X,O,X,O,X,X
OSTIZJL,O,X,O,O,O,O,X
OSTLIJZ,X,O,O,O,X,X,X
OSTLIZJ,O,O,O,O,X,X,X
OSTLJIZ,O,O,O,O,X,X,X
OSTLJZI,O,O,X,O,X,X,X
OSTLZIJ,O,O,O,O,X,X,X
OSTLZJI,O,O,X,O,X,X,X
OSTJILZ,O,X,O,O,X,X,X
OSTJIZL,O,X,O,O,X,X,X
OSTJLIZ,O,X,O,O,X,X,X
OSTJLZI,O,X,O,X,X,X,X
OSTJZIL,O,X,O,O,X,X,X
OSTJZLI,O,X,O,X,X,X,X
OSTZILJ,O,X,O,X,O,X,X
OSTZIJL,O,X,O,O,O,O,X
OSTZLIJ,O,X,O,X,O,X,X
OSTZLJI,O,X,X,X,X,X,X
OSTZJIL,O,X,X,O,X,O,X
OSTZJLI,O,X,X,X,X,O,X
OSITLJZ,X,O,O,O,X,X,X
OSITLZJ,O,O,O,O,X,X,X
OSITJLZ,O,X,O,O,X,X,X
OSITJZL,O,X,O,O,X,X,X
OSITZLJ,O,X,O,X,O,X,X
OSITZJL,O,X,O,O,O,O,X
OSILTJZ,X,O,O,O,X,X,X
OSILTZJ,O,O,O,O,X,O,X
OSILJTZ,O,O,O,O,X,X,X
OSILJZT,O,O,X,O,X,X,X
OSILZTJ,O,O,X,O,X,O,X
OSILZJT,O,O,X,O,X,X,X
OSIJTLZ,O,O,O,O,X,X,X
OSIJTZL,O,X,O,O,X,X,X
OSIJLTZ,O,O,O,O,X,X,X
OSIJLZT,O,O,X,X,X,X,X
OSIJZTL,O,X,O,O,X,X,X
OSIJZLT,O,X,X,X,X,X,X
OSIZTLJ,O,X,O,X,O,X,X
OSIZTJL,O,X,O,O,O,O,X
OSIZLTJ,O,X,X,X,X,O,O
OSIZLJT,O,X,X,X,X,X,X
OSIZJTL,O,X,O,O,X,X,X
OSIZJLT,O,X,X,X,X,X,X
OSLTIJZ,X,O,O,O,X,X,X
OSLTIZJ,O,O,O,O,X,O,X
OSLTJIZ,O,O,O,O,X,X,X
OSLTJZI,O,O,X,O,X,X,X
OSLTZIJ,O,O,O,O,X,O,X
OSLTZJI,O,O,X,O,X,O,X
OSLITJZ,X,O,O,O,X,X,X
OSLITZJ,O,O,O,O,X,O,X
OSLIJTZ,O,O,O,O,X,X,X
OSLIJZT,O,O,X,O,X,X,X
OSLIZTJ,O,O,X,O,X,O,X
OSLIZJT,O,O,X,O,X,X,X
OSLJTIZ,O,O,O,O,X,X,X
OSLJTZI,O,O,O,O,X,X,X
OSLJITZ,O,O,O,O,X,X,X
OSLJIZT,O,O,X,O,X,X,X
OSLJZTI,O,O,X,O,X,X,X
OSLJZIT,O,O,X,O,X,X,X
OSLZTIJ,O,O,X,O,X,O,X
OSLZTJI,O,O,X,O,X,O,X
OSLZITJ,O,O,X,O,X,O,X
OSLZIJT,O,O,X,O,X,X,X
OSLZJTI,O,O,X,O,X,X,X
OSLZJIT,O,O,X,O,X,X,X
OSJTILZ,O,O,O,O,X,X,X
OSJTIZL,O,X,O,O,X,X,X
OSJTLIZ,O,O,O,O,X,X,X
OSJTLZI,O,O,O,X,X,X,X
OSJTZIL,O,X,O,O,X,X,X
OSJTZLI,O,X,O,X,X,X,X
OSJITLZ,O,O,O,O,X,X,X
OSJITZL,O,X,O,O,X,X,X
OSJILTZ,O,O,O,O,X,X,X
OSJILZT,O,O,X,X,X,X,X
OSJIZTL,O,X,O,O,X,X,X
OSJIZLT,O,X,X,X,X,X,X
OSJLTIZ,O,O,O,O,X,X,X
OSJLTZI,O,O,O,X,X,X,X
OSJLITZ,O,O,O,O,X,X,X
OSJLIZT,O,O,X,X,X,X,X
OSJLZTI,O,O,X,X,X,X,X
OSJLZIT,O,O,X,X,X,X,X
OSJZTIL,O,X,O,O,X,X,X
OSJZTLI,O,X,O,X,X,X,X
OSJZITL,O,X,O,O,X,X,X
OSJZILT,O,X,X,X,X,X,X
OSJZLTI,O,X,X,X,X,X,X
OSJZLIT,O,X,X,X,X,X,X
OSZTILJ,O,X,O,X,O,X,X
OSZTIJL,O,X,O,O,O,O,X
OSZTLIJ,O,X,O,X,O,X,X
OSZTLJI,O,X,X,X,X,X,X
OSZTJIL,O,X,X,O,X,O,X
OSZTJLI,O,X,X,X,X,O,X
OSZITLJ,O,X,O,X,O,X,X
