sequence,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFfhB0cBxdBSnBTj?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFfhBxcBTeBCiBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFzbBRdBSjB3hBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBzdB+jBUiB3h?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBWjBUiB3hBTj?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBGdBTeB3hBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFzbBUdBajB5jB1m?BftB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFCcBFeBThBxnB/n?BctB
JTZIOLS,X,O,O,O,O,X,X,X
JTZIOSL,X,O,X,O,X,X,O,X
JTZLISO,O,O,O,O,O,X,X,X
JTZLIOS,X,O,O,O,O,X,X,X
JTZLSIO,O,O,O,O,O,X,O,X
JTZLSOI,O,O,O,O,O,X,O,X
JTZLOIS,O,O,O,O,O,X,X,X
JTZLOSI,O,O,O,O,O,X,O,X
JTZSILO,O,O,O,O,O,X,O,X
JTZSIOL,O,O,O,O,X,X,O,X
JTZSLIO,O,O,O,O,O,X,O,X
JTZSLOI,O,O,O,O,O,X,O,X
JTZSOIL,O,O,O,O,X,X,O,X
JTZSOLI,O,O,O,O,X,X,O,X
JTZOILS,O,O,O,O,O,X,X,X
JTZOISL,O,O,X,O,X,X,O,X
JTZOLIS,O,O,O,O,O,X,X,X
JTZOLSI,O,O,O,O,O,X,O,X
JTZOSIL,O,O,O,O,X,X,O,X
JTZOSLI,O,O,O,O,X,X,O,X
JTOILSZ,O,X,X,O,X,X,O,O
JTOILZS,O,X,X,O,X,X,X,O
JTOISLZ,O,X,X,O,X,X,O,O
JTOISZL,O,X,X,O,X,X,O,O
JTOIZLS,O,X,X,O,X,X,X,O
JTOIZSL,O,X,X,O,X,X,O,O
JTOLISZ,O,X,X,O,X,X,O,O
JTOLIZS,O,X,X,O,X,X,X,O
JTOLSIZ,O,X,X,O,X,X,O,X
JTOLSZI,O,O,X,O,X,X,O,X
JTOLZIS,O,O,X,O,X,X,X,X
JTOLZSI,O,O,X,O,X,X,O,X
JTOSILZ,O,X,X,O,X,X,O,X
JTOSIZL,O,X,X,O,X,X,O,X
JTOSLIZ,O,X,X,O,X,X,O,X
JTOSLZI,O,O,X,O,X,X,O,X
JTOSZIL,O,X,O,O,X,X,O,X
JTOSZLI,O,X,O,O,X,X,O,X
JTOZILS,O,X,O,O,X,X,X,X
JTOZISL,O,X,X,O,X,X,O,X
JTOZLIS,O,X,O,O,X,X,X,X
JTOZLSI,O,X,O,O,X,X,O,X
JTOZSIL,O,X,O,O,X,X,O,X
JTOZSLI,O,X,O,O,X,X,O,X
JITLSZO,O,O,X,O,X,X,O,X
JITLSOZ,O,X,X,O,X,X,O,X
JITLZSO,O,O,X,O,O,X,X,X
JITLZOS,X,O,X,O,O,X,X,X
JITLOSZ,O,X,X,O,X,X,O,X
JITLOZS,O,X,X,O,X,X,X,X
JITSLZO,O,O,X,O,X,X,O,X
JITSLOZ,O,X,X,O,X,X,O,X
JITSZLO,O,X,X,O,X,X,O,X
JITSZOL,O,X,X,O,X,X,O,X
JITSOLZ,O,X,X,O,X,X,O,X
JITSOZL,O,X,X,O,X,X,O,X
JITZLSO,X,X,X,O,O,X,X,X
JITZLOS,X,X,X,O,O,X,X,X
JITZSLO,X,X,X,O,O,X,O,X
JITZSOL,X,X,X,O,X,X,O,X
JITZOLS,X,X,X,O,O,X,X,X
JITZOSL,X,X,X,O,X,X,O,X
JITOLSZ,O,X,X,O,X,X,O,O
JITOLZS,O,X,X,O,X,X,X,O
JITOSLZ,O,X,X,O,X,X,O,O
JITOSZL,O,X,X,O,X,X,O,O
JITOZLS,O,X,X,O,X,X,X,O
JITOZSL,O,X,X,O,X,X,O,O
JILTSZO,O,O,X,O,X,X,O,X
JILTSOZ,O,X,X,O,X,X,O,X
JILTZSO,O,O,X,O,O,X,X,X
JILTZOS,X,O,X,O,O,X,X,X
JILTOSZ,O,X,X,O,X,X,O,X
JILTOZS,O,X,X,O,X,X,X,X
JILSTZO,O,O,X,X,X,O,O,X
JILSTOZ,O,X,X,X,X,X,O,X
JILSZTO,O,O,X,X,X,O,O,X
JILSZOT,O,O,X,X,X,O,X,X
JILSOTZ,X,X,X,X,X,X,O,X
JILSOZT,O,O,X,X,X,O,X,X
JILZTSO,X,X,X,O,O,O,X,X
JILZTOS,X,X,X,O,O,O,X,X
JILZSTO,O,O,X,X,O,O,X,X
JILZSOT,O,O,X,X,O,O,X,X
JILZOTS,X,X,X,X,O,O,X,X
JILZOST,X,O,X,X,O,O,X,X
JILOTSZ,X,X,X,X,X,X,O,O
JILOTZS,X,X,X,X,X,X,X,O
JILOSTZ,X,X,X,X,X,X,X,O
JILOSZT,O,X,X,X,X,X,X,O
JILOZTS,X,X,X,X,X,X,X,O
JILOZST,X,X,X,X,X,X,X,O
JISTLZO,O,O,X,X,X,O,O,X
JISTLOZ,O,X,X,X,X,X,O,X
JISTZLO,O,O,X,X,X,O,O,X
JISTZOL,O,O,X,X,X,O,O,X
JISTOLZ,O,X,X,X,X,X,O,X
JISTOZL,O,X,X,X,X,X,O,X
JISLTZO,O,O,X,X,X,O,O,X
JISLTOZ,O,X,X,X,X,X,O,X
JISLZTO,O,O,X,X,X,O,O,X
JISLZOT,O,O,X,X,X,O,X,X
JISLOTZ,X,X,X,X,X,X,O,X
JISLOZT,O,O,X,X,X,O,X,X
JISZTLO,O,O,O,X,X,O,O,X
JISZTOL,O,O,O,X,X,O,O,X
JISZLTO,O,O,O,X,X,O,O,X
JISZLOT,O,O,O,X,X,O,X,X
JISZOTL,O,O,O,X,X,O,X,X
JISZOLT,O,O,O,X,X,O,X,X
JISOTLZ,X,X,X,X,X,X,O,O
JISOTZL,X,X,X,X,X,X,O,O
JISOLTZ,X,X,X,X,X,X,O,O
JISOLZT,X,O,X,X,X,O,X,O
JISOZTL,X,O,O,X,X,O,X,O
JISOZLT,X,O,O,X,X,O,X,O
JIZTLSO,X,O,O,O,O,O,X,X
JIZTLOS,X,O,O,O,O,O,X,X
JIZTSLO,X,O,O,O,O,O,O,X
JIZTSOL,X,O,O,O,X,O,O,X
JIZTOLS,X,O,O,O,O,O,X,X
JIZTOSL,X,O,X,O,X,O,O,X
JIZLTSO,X,X,O,O,O,O,X,X
JIZLTOS,X,X,O,O,O,O,X,X
JIZLSTO,X,O,O,X,O,O,X,X
JIZLSOT,X,O,O,X,O,O,X,X
JIZLOTS,X,X,O,X,O,O,X,X
JIZLOST,X,O,O,X,O,O,X,X
JIZSTLO,X,O,O,X,X,O,O,X
JIZSTOL,X,O,O,X,X,O,O,X
JIZSLTO,X,O,O,X,O,O,O,X
JIZSLOT,X,O,O,X,O,O,X,X
JIZSOTL,X,O,O,X,X,O,X,X
JIZSOLT,X,O,O,X,X,O,X,X
JIZOTLS,X,O,O,X,X,O,X,O
JIZOTSL,X,O,X,X,X,O,O,O
JIZOLTS,X,X,O,X,O,O,X,O
JIZOLST,X,O,O,X,O,O,X,O
JIZOSTL,X,O,O,X,X,O,X,O
JIZOSLT,X,O,O,X,X,O,X,O
JIOTLSZ,X,X,X,X,X,X,O,O
JIOTLZS,X,X,X,X,X,X,X,O
JIOTSLZ,X,X,X,X,X,X,O,O
JIOTSZL,X,X,X,X,X,X,O,O
JIOTZLS,X,X,X,X,X,X,X,O
JIOTZSL,X,X,X,X,X,X,O,O
JIOLTSZ,X,X,X,X,X,X,O,O
JIOLTZS,X,X,X,X,X,X,X,O
JIOLSTZ,X,X,X,X,X,X,X,O
JIOLSZT,X,X,X,X,X,X,X,O
JIOLZTS,X,X,X,X,X,X,X,O
JIOLZST,X,X,X,X,X,X,X,O
JIOSTLZ,X,X,X,X,X,X,O,O
JIOSTZL,X,X,X,X,X,X,O,O
JIOSLTZ,X,X,X,X,X,X,O,O
JIOSLZT,X,X,X,X,X,X,X,O
JIOSZTL,X,X,O,X,X,X,X,O
JIOSZLT,X,X,O,X,X,X,X,O
JIOZTLS,X,X,O,X,X,X,X,O
JIOZTSL,X,X,X,X,X,X,O,O
JIOZLTS,X,X,O,X,X,X,X,O
JIOZLST,X,X,O,X,X,X,X,O
JIOZSTL,X,X,O,X,X,X,X,O
JIOZSLT,X,X,O,X,X,X,X,O
JLTISZO,O,O,X,O,X,X,O,X
JLTISOZ,O,X,X,O,X,X,O,X
JLTIZSO,O,O,X,O,O,X,X,X
JLTIZOS,X,O,X,O,O,X,X,X
JLTIOSZ,O,X,X,O,X,X,O,X
JLTIOZS,O,X,X,O,X,X,X,X
JLTSIZO,O,O,X,O,X,X,O,X
JLTSIOZ,O,X,X,O,X,X,O,X
JLTSZIO,O,O,X,O,X,X,O,X
JLTSZOI,O,O,X,O,X,X,O,X
JLTSOIZ,O,X,X,O,X,X,O,X
JLTSOZI,O,O,X,O,X,X,O,X
JLTZISO,O,O,X,O,O,X,X,X
JLTZIOS,X,O,X,O,O,X,X,X
JLTZSIO,O,O,X,O,O,X,O,X
JLTZSOI,O,O,X,O,O,X,O,X
JLTZOIS,O,O,X,O,O,X,X,X
JLTZOSI,O,O,X,O,O,X,O,X
JLTOISZ,O,X,X,O,X,X,O,O
JLTOIZS,O,X,X,O,X,X,X,O
JLTOSIZ,O,X,X,O,X,X,O,X
JLTOSZI,O,O,X,O,X,X,O,X
JLTOZIS,O,O,X,O,X,X,X,X
JLTOZSI,O,O,X,O,X,X,O,X
JLITSZO,O,O,X,O,X,X,O,X
JLITSOZ,O,X,X,O,X,X,O,X
JLITZSO,O,O,X,O,O,X,X,X
JLITZOS,X,O,X,O,O,X,X,X
JLITOSZ,O,X,X,O,X,X,O,X
JLITOZS,O,X,X,O,X,X,X,X
JLISTZO,O,O,X,X,X,O,O,X
JLISTOZ,O,X,X,X,X,X,O,X
JLISZTO,O,O,X,X,X,O,O,X
JLISZOT,O,O,X,X,X,O,X,X
JLISOTZ,X,X,X,X,X,X,O,X
JLISOZT,O,O,X,X,X,O,X,X
JLIZTSO,X,X,X,O,O,O,X,X
JLIZTOS,X,X,X,O,O,O,X,X
JLIZSTO,O,O,X,X,O,O,X,X
JLIZSOT,O,O,X,X,O,O,X,X
JLIZOTS,X,X,X,X,O,O,X,X
JLIZOST,X,O,X,X,O,O,X,X
JLIOTSZ,X,X,X,X,X,X,O,O
JLIOTZS,X,X,X,X,X,X,X,O
JLIOSTZ,X,X,X,X,X,X,X,O
JLIOSZT,O,X,X,X,X,X,X,O
JLIOZTS,X,X,X,X,X,X,X,O
JLIOZST,X,X,X,X,X,X,X,O
JLSTIZO,O,O,X,X,X,O,O,X
JLSTIOZ,O,X,X,X,X,X,O,X
JLSTZIO,O,O,X,X,X,O,O,X
JLSTZOI,O,O,X,X,X,O,O,X
JLSTOIZ,O,X,X,X,X,X,O,X
JLSTOZI,O,O,X,X,X,X,O,X
JLSITZO,O,O,X,X,X,O,O,X
JLSITOZ,O,X,X,X,X,X,O,X
JLSIZTO,O,O,X,X,X,O,O,X
JLSIZOT,O,O,X,X,X,O,X,X
JLSIOTZ,X,X,X,X,X,X,O,X
JLSIOZT,O,O,X,X,X,O,X,X
JLSZTIO,O,O,O,X,X,O,O,X
JLSZTOI,O,O,O,X,X,O,O,X
JLSZITO,O,O,O,X,X,O,O,X
JLSZIOT,O,O,O,X,X,O,X,X
JLSZOTI,O,O,O,X,X,O,X,X
JLSZOIT,O,O,O,X,X,O,X,X
JLSOTIZ,O,X,X,X,X,X,O,X
JLSOTZI,O,O,X,X,X,X,O,X
JLSOITZ,X,X,X,X,X,X,O,O
JLSOIZT,O,O,X,X,X,O,X,O
JLSOZTI,O,O,O,X,X,O,X,X
JLSOZIT,O,O,O,X,X,O,X,X
JLZTISO,O,O,O,O,O,O,X,X
JLZTIOS,X,O,O,O,O,O,X,X
JLZTSIO,O,O,O,O,O,O,X,X
JLZTSOI,O,O,O,O,O,O,X,X
JLZTOIS,O,O,O,O,O,O,X,X
JLZTOSI,O,O,O,O,O,O,X,X
JLZITSO,X,X,O,O,O,O,X,X
JLZITOS,X,X,O,O,O,O,X,X
JLZISTO,O,O,O,X,O,O,X,X
JLZISOT,O,O,O,X,O,O,X,X
JLZIOTS,X,X,O,X,O,O,X,X
JLZIOST,X,O,O,X,O,O,X,X
JLZSTIO,O,O,O,X,O,O,X,X
JLZSTOI,O,O,O,X,O,O,X,X
JLZSITO,O,O,O,X,O,O,X,X
JLZSIOT,O,O,O,X,O,O,X,X
JLZSOTI,O,O,O,X,O,O,X,X
JLZSOIT,O,O,O,X,O,O,X,X
JLZOTIS,X,O,O,X,O,O,X,X
JLZOTSI,X,O,O,X,O,O,X,X
JLZOITS,X,X,O,X,O,O,X,O
JLZOIST,X,O,O,X,O,O,X,O
JLZOSTI,X,O,O,X,O,O,X,X
JLZOSIT,X,O,O,X,O,O,X,X
JLOTISZ,O,X,X,X,X,X,O,O
JLOTIZS,O,X,X,X,X,X,X,O
JLOTSIZ,O,X,X,X,X,X,O,X
JLOTSZI,O,O,X,X,X,X,O,X
JLOTZIS,O,O,X,X,X,X,X,X
JLOTZSI,O,O,X,X,X,X,O,X
JLOITSZ,X,X,X,X,X,X,O,O
JLOITZS,X,X,X,X,X,X,X,O
JLOISTZ,X,X,X,X,X,X,X,O
JLOISZT,O,X,X,X,X,X,X,O
JLOIZTS,X,X,X,X,X,X,X,O
JLOIZST,X,X,X,X,X,X,X,O
JLOSTIZ,O,X,X,X,X,X,X,X
JLOSTZI,O,O,X,X,X,X,X,X
JLOSITZ,X,X,X,X,X,X,X,O
JLOSIZT,O,O,X,X,X,X,X,O
JLOSZTI,O,O,O,X,X,X,X,X
JLOSZIT,O,O,O,X,X,X,X,X
JLOZTIS,X,X,O,X,X,X,X,X
JLOZTSI,X,O,O,X,X,X,X,X
JLOZITS,X,X,O,X,X,X,X,O
JLOZIST,X,O,O,X,X,X,X,O
JLOZSTI,X,O,O,X,X,X,X,X
JLOZSIT,X,O,O,X,X,X,X,X
JSTILZO,O,O,X,X,X,O,O,X
JSTILOZ,O,X,X,X,X,X,O,X
JSTIZLO,O,O,X,X,X,O,O,X
JSTIZOL,O,O,X,X,X,O,O,X
JSTIOLZ,O,X,X,X,X,X,O,X
JSTIOZL,O,X,X,X,X,X,O,X
JSTLIZO,O,O,X,X,X,O,O,X
JSTLIOZ,O,X,X,X,X,X,O,X
JSTLZIO,O,O,X,X,X,O,O,X
JSTLZOI,O,O,X,X,X,O,O,X
JSTLOIZ,O,X,X,X,X,X,O,X
JSTLOZI,O,O,X,X,X,X,O,X
JSTZILO,O,O,O,X,X,O,O,X
JSTZIOL,O,O,O,X,X,O,O,X
JSTZLIO,O,O,O,X,X,O,O,X
JSTZLOI,O,O,O,X,X,O,O,X
JSTZOIL,O,O,O,X,X,O,O,X
JSTZOLI,O,O,O,X,X,O,O,X
JSTOILZ,O,X,X,X,X,X,O,X
JSTOIZL,O,X,X,X,X,X,O,X
JSTOLIZ,O,X,X,X,X,X,O,X
JSTOLZI,O,O,X,X,X,X,O,X
JSTOZIL,O,X,O,X,X,X,O,X
JSTOZLI,O,X,O,X,X,X,O,X
JSITLZO,O,O,X,X,X,O,O,X
JSITLOZ,O,X,X,X,X,X,O,X
JSITZLO,O,O,X,X,X,O,O,X
JSITZOL,O,O,X,X,X,O,O,X
JSITOLZ,O,X,X,X,X,X,O,X
JSITOZL,O,X,X,X,X,X,O,X
JSILTZO,O,O,X,X,X,O,O,X
JSILTOZ,O,X,X,X,X,X,O,X
JSILZTO,O,O,X,X,X,O,O,X
JSILZOT,O,O,X,X,X,O,X,X
JSILOTZ,X,X,X,X,X,X,O,X
JSILOZT,O,O,X,X,X,O,X,X
JSIZTLO,O,O,O,X,X,O,O,X
JSIZTOL,O,O,O,X,X,O,O,X
JSIZLTO,O,O,O,X,X,O,O,X
JSIZLOT,O,O,O,X,X,O,X,X
JSIZOTL,O,O,O,X,X,O,X,X
JSIZOLT,O,O,O,X,X,O,X,X
JSIOTLZ,X,X,X,X,X,X,O,O
JSIOTZL,X,X,X,X,X,X,O,O
JSIOLTZ,X,X,X,X,X,X,O,O
JSIOLZT,X,O,X,X,X,O,X,O
JSIOZTL,X,O,O,X,X,O,X,O
JSIOZLT,X,O,O,X,X,O,X,O
JSLTIZO,O,O,X,X,X,O,O,X
JSLTIOZ,O,X,X,X,X,X,O,X
JSLTZIO,O,O,X,X,X,O,O,X
JSLTZOI,O,O,X,X,X,O,O,X
JSLTOIZ,O,X,X,X,X,X,O,X
JSLTOZI,O,O,X,X,X,X,O,X
JSLITZO,O,O,X,X,X,O,O,X
JSLITOZ,O,X,X,X,X,X,O,X
JSLIZTO,O,O,X,X,X,O,O,X
JSLIZOT,O,O,X,X,X,O,X,X
JSLIOTZ,X,X,X,X,X,X,O,X
JSLIOZT,O,O,X,X,X,O,X,X
JSLZTIO,O,O,O,X,X,O,O,X
JSLZTOI,O,O,O,X,X,O,O,X
JSLZITO,O,O,O,X,X,O,O,X
JSLZIOT,O,O,O,X,X,O,X,X
JSLZOTI,O,O,O,X,X,O,X,X
JSLZOIT,O,O,O,X,X,O,X,X
JSLOTIZ,O,X,X,X,X,X,O,X
JSLOTZI,O,O,X,X,X,X,O,X
JSLOITZ,X,X,X,X,X,X,O,O
JSLOIZT,O,O,X,X,X,O,X,O
JSLOZTI,O,O,O,X,X,O,X,X
JSLOZIT,O,O,O,X,X,O,X,X
JSZTILO,O,O,O,X,X,O,O,X
JSZTIOL,O,O,O,X,X,O,O,X
JSZTLIO,O,O,O,X,X,O,O,X
JSZTLOI,O,O,O,X,X,O,O,X
JSZTOIL,O,O,O,X,X,O,O,X
JSZTOLI,O,O,O,X,X,O,O,X
JSZITLO,O,O,O,X,X,O,O,X
JSZITOL,O,O,O,X,X,O,O,X
JSZILTO,O,O,O,X,X,O,O,X
JSZILOT,O,O,O,X,X,O,X,X
JSZIOTL,O,O,O,X,X,O,X,X
JSZIOLT,O,O,O,X,X,O,X,X
JSZLTIO,O,O,O,X,X,O,O,X
JSZLTOI,O,O,O,X,X,O,O,X
JSZLITO,O,O,O,X,X,O,O,X
JSZLIOT,O,O,O,X,X,O,X,X
JSZLOTI,O,O,O,X,X,O,X,X
JSZLOIT,O,O,O,X,X,O,X,X
JSZOTIL,O,O,O,X,X,O,X,X
JSZOTLI,O,O,O,X,X,O,X,X
JSZOITL,O,O,O,X,X,O,X,X
JSZOILT,O,O,O,X,X,O,X,X
JSZOLTI,O,O,O,X,X,O,X,X
JSZOLIT,O,O,O,X,X,O,X,X
JSOTILZ,O,X,X,X,X,X,O,X
JSOTIZL,O,X,X,X,X,X,O,X
JSOTLIZ,O,X,X,X,X,X,O,X
JSOTLZI,O,O,X,X,X,X,O,X
JSOTZIL,O,X,O,X,X,X,O,X
JSOTZLI,O,X,O,X,X,X,O,X
JSOITLZ,X,X,X,X,X,X,O,O
JSOITZL,X,X,X,X,X,X,O,O
JSOILTZ,X,X,X,X,X,X,O,O
JSOILZT,X,O,X,X,X,O,X,O
JSOIZTL,X,O,O,X,X,O,X,O
JSOIZLT,X,O,O,X,X,O,X,O
JSOLTIZ,O,X,X,X,X,X,O,X
JSOLTZI,O,O,X,X,X,X,O,X
JSOLITZ,X,X,X,X,X,X,O,O
JSOLIZT,O,O,X,X,X,O,X,O
JSOLZTI,O,O,O,X,X,O,X,X
JSOLZIT,O,O,O,X,X,O,X,X
JSOZTIL,O,O,O,X,X,O,X,X
JSOZTLI,O,O,O,X,X,O,X,X
JSOZITL,O,O,O,X,X,O,X,X
JSOZILT,O,O,O,X,X,O,X,X
JSOZLTI,O,O,O,X,X,O,X,X
JSOZLIT,O,O,O,X,X,O,X,X
JZTILSO,X,O,O,O,O,O,X,X
JZTILOS,X,O,O,O,O,O,X,X
JZTISLO,X,O,O,O,O,O,O,X
JZTISOL,X,O,O,O,X,O,O,X
JZTIOLS,X,O,O,O,O,O,X,X
JZTIOSL,X,O,X,O,X,O,O,X
JZTLISO,O,O,O,O,O,O,X,X
JZTLIOS,X,O,O,O,O,O,X,X
JZTLSIO,O,O,O,O,O,O,O,X
JZTLSOI,O,O,O,O,O,O,O,X
JZTLOIS,O,O,O,O,O,O,X,X
JZTLOSI,O,O,O,O,O,O,O,X
JZTSILO,O,O,O,O,O,O,O,X
JZTSIOL,O,O,O,O,X,O,O,X
JZTSLIO,O,O,O,O,O,O,O,X
JZTSLOI,O,O,O,O,O,O,O,X
JZTSOIL,O,O,O,O,X,O,O,X
JZTSOLI,O,O,O,O,X,O,O,X
JZTOILS,O,O,O,O,O,O,X,X
JZTOISL,O,O,X,O,X,O,O,X
JZTOLIS,O,O,O,O,O,O,X,X
JZTOLSI,O,O,O,O,O,O,O,X
JZTOSIL,O,O,O,O,X,O,O,X
JZTOSLI,O,O,O,O,X,O,O,X
JZITLSO,X,O,O,O,O,O,X,X
JZITLOS,X,O,O,O,O,O,X,X
JZITSLO,X,O,O,O,O,O,O,X
JZITSOL,X,O,O,O,X,O,O,X
JZITOLS,X,O,O,O,O,O,X,X
JZITOSL,X,O,X,O,X,O,O,X
JZILTSO,X,X,O,O,O,O,X,X
JZILTOS,X,X,O,O,O,O,X,X
JZILSTO,X,O,O,X,O,O,X,X
JZILSOT,X,O,O,X,O,O,X,X
JZILOTS,X,X,O,X,O,O,X,X
JZILOST,X,O,O,X,O,O,X,X
JZISTLO,X,O,O,X,X,O,O,X
JZISTOL,X,O,O,X,X,O,O,X
JZISLTO,X,O,O,X,O,O,O,X
JZISLOT,X,O,O,X,O,O,X,X
JZISOTL,X,O,O,X,X,O,X,X
JZISOLT,X,O,O,X,X,O,X,X
JZIOTLS,X,O,O,X,X,O,X,O
JZIOTSL,X,O,X,X,X,O,O,O
JZIOLTS,X,X,O,X,O,O,X,O
JZIOLST,X,O,O,X,O,O,X,O
JZIOSTL,X,O,O,X,X,O,X,O
JZIOSLT,X,O,O,X,X,O,X,O
JZLTISO,O,O,O,O,O,O,X,X
JZLTIOS,X,O,O,O,O,O,X,X
JZLTSIO,O,O,O,O,O,O,X,X
JZLTSOI,O,O,O,O,O,O,X,X
JZLTOIS,O,O,O,O,O,O,X,X
JZLTOSI,O,O,O,O,O,O,X,X
JZLITSO,X,X,O,O,O,O,X,X
JZLITOS,X,X,O,O,O,O,X,X
JZLISTO,O,O,O,X,O,O,X,X
JZLISOT,O,O,O,X,O,O,X,X
JZLIOTS,X,X,O,X,O,O,X,X
JZLIOST,X,O,O,X,O,O,X,X
JZLSTIO,O,O,O,X,O,O,X,X
JZLSTOI,O,O,O,X,O,O,X,X
JZLSITO,O,O,O,X,O,O,X,X
JZLSIOT,O,O,O,X,O,O,X,X
JZLSOTI,O,O,O,X,O,O,X,X
JZLSOIT,O,O,O,X,O,O,X,X
JZLOTIS,X,O,O,X,O,O,X,X
JZLOTSI,X,O,O,X,O,O,X,X
JZLOITS,X,X,O,X,O,O,X,O
JZLOIST,X,O,O,X,O,O,X,O
JZLOSTI,X,O,O,X,O,O,X,X
JZLOSIT,X,O,O,X,O,O,X,X
JZSTILO,O,O,O,X,X,O,O,X
JZSTIOL,O,O,O,X,X,O,O,X
JZSTLIO,O,O,O,X,X,O,O,X
JZSTLOI,O,O,O,X,X,O,O,X
JZSTOIL,O,O,O,X,X,O,O,X
JZSTOLI,O,O,O,X,X,O,O,X
JZSITLO,O,O,O,X,X,O,O,X
JZSITOL,O,O,O,X,X,O,O,X
JZSILTO,O,O,O,X,O,O,O,X
JZSILOT,O,O,O,X,O,O,X,X
JZSIOTL,O,O,O,X,X,O,X,X
JZSIOLT,O,O,O,X,X,O,X,X
JZSLTIO,O,O,O,X,O,O,O,X
JZSLTOI,O,O,O,X,O,O,O,X
JZSLITO,O,O,O,X,O,O,O,X
JZSLIOT,O,O,O,X,O,O,X,X
JZSLOTI,O,O,O,X,O,O,X,X
JZSLOIT,O,O,O,X,O,O,X,X
JZSOTIL,O,O,O,X,X,O,X,X
JZSOTLI,O,O,O,X,X,O,X,X
JZSOITL,O,O,O,X,X,O,X,X
JZSOILT,O,O,O,X,X,O,X,X
JZSOLTI,O,O,O,X,X,O,X,X
JZSOLIT,O,O,O,X,X,O,X,X
JZOTILS,X,O,O,X,X,O,X,X
JZOTISL,X,O,X,X,X,O,O,X
JZOTLIS,X,O,O,X,X,O,X,X
JZOTLSI,X,O,O,X,X,O,O,X
JZOTSIL,X,O,O,X,X,O,O,X
JZOTSLI,X,O,O,X,X,O,O,X
JZOITLS,X,O,O,X,X,O,X,O
JZOITSL,X,O,X,X,X,O,O,O
JZOILTS,X,X,O,X,O,O,X,O
JZOILST,X,O,O,X,O,O,X,O
JZOISTL,X,O,O,X,X,O,X,O
JZOISLT,X,O,O,X,X,O,X,O
JZOLTIS,X,O,O,X,O,O,X,X
JZOLTSI,X,O,O,X,O,O,X,X
JZOLITS,X,X,O,X,O,O,X,O
JZOLIST,X,O,O,X,O,O,X,O
JZOLSTI,X,O,O,X,O,O,X,X
JZOLSIT,X,O,O,X,O,O,X,X
JZOSTIL,X,O,O,X,X,O,X,X
JZOSTLI,X,O,O,X,X,O,X,X
JZOSITL,X,O,O,X,X,O,X,X
JZOSILT,X,O,O,X,X,O,X,X
JZOSLTI,X,O,O,X,X,O,X,X
JZOSLIT,X,O,O,X,X,O,X,X
JOTILSZ,O,X,X,X,X,X,O,O
JOTILZS,O,X,X,X,X,X,X,O
JOTISLZ,O,X,X,X,X,X,O,O
JOTISZL,O,X,X,X,X,X,O,O
JOTIZLS,O,X,X,X,X,X,X,O
JOTIZSL,O,X,X,X,X,X,O,O
JOTLISZ,O,X,X,X,X,X,O,O
JOTLIZS,O,X,X,X,X,X,X,O
JOTLSIZ,O,X,X,X,X,X,O,X
JOTLSZI,O,O,X,X,X,X,O,X
JOTLZIS,O,O,X,X,X,X,X,X
JOTLZSI,O,O,X,X,X,X,O,X
JOTSILZ,O,X,X,X,X,X,O,X
JOTSIZL,O,X,X,X,X,X,O,X
JOTSLIZ,O,X,X,X,X,X,O,X
JOTSLZI,O,O,X,X,X,X,O,X
JOTSZIL,O,X,O,X,X,X,O,X
JOTSZLI,O,X,O,X,X,X,O,X
JOTZILS,O,X,O,X,X,X,X,X
JOTZISL,O,X,X,X,X,X,O,X
JOTZLIS,O,X,O,X,X,X,X,X
JOTZLSI,O,X,O,X,X,X,O,X
JOTZSIL,O,X,O,X,X,X,O,X
JOTZSLI,O,X,O,X,X,X,O,X
JOITLSZ,X,X,X,X,X,X,O,O
JOITLZS,X,X,X,X,X,X,X,O
JOITSLZ,X,X,X,X,X,X,O,O
JOITSZL,X,X,X,X,X,X,O,O
JOITZLS,X,X,X,X,X,X,X,O
JOITZSL,X,X,X,X,X,X,O,O
JOILTSZ,X,X,X,X,X,X,O,O
JOILTZS,X,X,X,X,X,X,X,O
JOILSTZ,X,X,X,X,X,X,X,O
JOILSZT,X,X,X,X,X,X,X,O
JOILZTS,X,X,X,X,X,X,X,O
JOILZST,X,X,X,X,X,X,X,O
JOISTLZ,X,X,X,X,X,X,O,O
JOISTZL,X,X,X,X,X,X,O,O
JOISLTZ,X,X,X,X,X,X,O,O
JOISLZT,X,X,X,X,X,X,X,O
JOISZTL,X,X,O,X,X,X,X,O
JOISZLT,X,X,O,X,X,X,X,O
JOIZTLS,X,X,O,X,X,X,X,O
JOIZTSL,X,X,X,X,X,X,O,O
JOIZLTS,X,X,O,X,X,X,X,O
JOIZLST,X,X,O,X,X,X,X,O
JOIZSTL,X,X,O,X,X,X,X,O
JOIZSLT,X,X,O,X,X,X,X,O
JOLTISZ,O,X,X,X,X,X,O,O
