sequence,v115@FhB8FeD8CeH8AeH8Jex6IvhFXcB8hBCeBTfB2lBlpB,v115@FhB8FeD8CeH8AeH8JeT6IvhFxbB8hBCeBmgB/pBFqB,v115@FhB8FeD8CeH8AeH8Je2/IvhFRbBzcBCeBUhB/pBFqB,v115@FhB8FeD8CeH8AeH8JeK/IvhFzaBWiBxdB3gBUhBlpB,v115@FhB8FeD8CeH8AeH8Jey/IvhFWiBxdB3gBTfBUhBlpB,v115@FhB8FeD8CeH8AeH8JeT6IvhFibBWiBxdBUhB/pBFqB,v115@FhB8FeD8CeH8AeH8JeZ/IvhFufB3bBzcBCeBVmB8pB,v115@FhB8FeD8CeH8AeH8Jel6IvhFmcBCeBThBxkBclB/pB
SJOZLIT,X,O,O,X,X,O,X,X
SZTILJO,O,O,O,O,O,O,O,X
SZTILOJ,O,O,O,O,X,O,O,X
SZTIJLO,O,O,O,O,O,O,O,X
SZTIJOL,O,O,O,X,X,O,O,X
SZTIOLJ,O,O,O,X,X,O,O,X
SZTIOJL,O,O,O,X,X,O,O,X
SZTLIJO,O,O,O,O,O,O,O,X
SZTLIOJ,O,O,O,O,X,O,O,X
SZTLJIO,O,O,O,O,O,O,O,X
SZTLJOI,O,O,O,O,O,O,O,X
SZTLOIJ,O,O,O,O,X,O,O,X
SZTLOJI,O,O,O,O,X,O,O,X
SZTJILO,O,O,O,O,O,O,O,X
SZTJIOL,O,O,O,X,X,O,O,X
SZTJLIO,O,O,O,O,O,O,O,X
SZTJLOI,O,O,O,O,O,O,O,X
SZTJOIL,O,O,O,X,X,O,O,X
SZTJOLI,O,O,O,X,X,O,O,X
SZTOILJ,O,O,O,X,X,O,O,X
SZTOIJL,O,O,O,X,X,O,O,X
SZTOLIJ,O,O,O,X,X,O,O,X
SZTOLJI,O,O,O,X,X,O,O,X
SZTOJIL,O,O,O,X,X,O,O,X
SZTOJLI,O,O,O,X,X,O,O,X
SZITLJO,O,O,O,O,O,O,O,X
SZITLOJ,O,O,O,O,X,O,O,X
SZITJLO,O,O,O,O,O,O,O,X
SZITJOL,O,O,O,X,X,O,O,X
SZITOLJ,O,O,O,X,X,O,O,X
SZITOJL,O,O,O,X,X,O,O,X
SZILTJO,O,O,O,X,X,O,O,X
SZILTOJ,O,O,O,X,X,O,O,X
SZILJTO,O,O,O,X,O,O,O,X
SZILJOT,O,O,O,X,O,O,X,X
SZILOTJ,O,O,O,X,X,O,X,X
SZILOJT,O,O,O,X,X,O,X,X
SZIJTLO,O,O,O,O,O,O,O,X
SZIJTOL,O,O,O,X,X,O,O,X
SZIJLTO,O,O,O,X,O,O,O,X
SZIJLOT,O,O,O,X,O,O,X,X
SZIJOTL,X,O,O,X,X,O,X,X
SZIJOLT,O,O,O,X,X,O,X,X
SZIOTLJ,X,O,O,X,X,O,X,X
SZIOTJL,X,O,O,X,X,O,X,X
SZIOLTJ,O,O,O,X,X,O,X,X
SZIOLJT,O,O,O,X,X,O,X,X
SZIOJTL,X,O,O,X,X,O,X,X
SZIOJLT,X,O,O,X,X,O,X,X
SZLTIJO,O,O,O,X,X,O,O,X
SZLTIOJ,O,O,O,X,X,O,O,X
SZLTJIO,O,O,O,X,X,O,O,X
SZLTJOI,O,O,O,X,X,O,O,X
SZLTOIJ,O,O,O,X,X,O,O,X
SZLTOJI,O,O,O,X,X,O,O,X
SZLITJO,O,O,O,X,X,O,O,X
SZLITOJ,O,O,O,X,X,O,O,X
SZLIJTO,O,O,O,X,O,O,O,X
SZLIJOT,O,O,O,X,O,O,X,X
SZLIOTJ,O,O,O,X,X,O,X,X
SZLIOJT,O,O,O,X,X,O,X,X
SZLJTIO,O,O,O,X,O,O,O,X
SZLJTOI,O,O,O,X,O,O,O,X
SZLJITO,O,O,O,X,O,O,O,X
SZLJIOT,O,O,O,X,O,O,X,X
SZLJOTI,O,O,O,X,O,O,X,X
SZLJOIT,O,O,O,X,O,O,X,X
SZLOTIJ,O,O,O,X,X,O,X,X
SZLOTJI,O,O,O,X,X,O,X,X
SZLOITJ,O,O,O,X,X,O,X,X
SZLOIJT,O,O,O,X,X,O,X,X
SZLOJTI,O,O,O,X,X,O,X,X
SZLOJIT,O,O,O,X,X,O,X,X
SZJTILO,O,O,O,O,O,O,O,X
SZJTIOL,O,O,O,X,X,O,O,X
SZJTLIO,O,O,O,O,O,O,O,X
SZJTLOI,O,O,O,O,O,O,O,X
SZJTOIL,O,O,O,X,X,O,O,X
SZJTOLI,O,O,O,X,X,O,O,X
SZJITLO,O,O,O,O,O,O,O,X
SZJITOL,O,O,O,X,X,O,O,X
SZJILTO,O,O,O,X,O,O,O,X
SZJILOT,O,O,O,X,O,O,X,X
SZJIOTL,X,O,O,X,X,O,X,X
SZJIOLT,O,O,O,X,X,O,X,X
SZJLTIO,O,O,O,X,O,O,O,X
SZJLTOI,O,O,O,X,O,O,O,X
SZJLITO,O,O,O,X,O,O,O,X
SZJLIOT,O,O,O,X,O,O,X,X
SZJLOTI,O,O,O,X,O,O,X,X
SZJLOIT,O,O,O,X,O,O,X,X
SZJOTIL,O,O,O,X,X,O,X,X
SZJOTLI,O,O,O,X,X,O,X,X
SZJOITL,X,O,O,X,X,O,X,X
SZJOILT,O,O,O,X,X,O,X,X
SZJOLTI,O,O,O,X,X,O,X,X
SZJOLIT,O,O,O,X,X,O,X,X
SZOTILJ,O,O,O,X,X,O,X,X
SZOTIJL,O,O,O,X,X,O,X,X
SZOTLIJ,O,O,O,X,X,O,X,X
SZOTLJI,O,O,O,X,X,O,X,X
SZOTJIL,O,O,O,X,X,O,X,X
SZOTJLI,O,O,O,X,X,O,X,X
SZOITLJ,X,O,O,X,X,O,X,X
SZOITJL,X,O,O,X,X,O,X,X
SZOILTJ,O,O,O,X,X,O,X,X
SZOILJT,O,O,O,X,X,O,X,X
SZOIJTL,X,O,O,X,X,O,X,X
SZOIJLT,X,O,O,X,X,O,X,X
SZOLTIJ,O,O,O,X,X,O,X,X
SZOLTJI,O,O,O,X,X,O,X,X
SZOLITJ,O,O,O,X,X,O,X,X
SZOLIJT,O,O,O,X,X,O,X,X
SZOLJTI,O,O,O,X,X,O,X,X
SZOLJIT,O,O,O,X,X,O,X,X
SZOJTIL,O,O,O,X,X,O,X,X
SZOJTLI,O,O,O,X,X,O,X,X
SZOJITL,X,O,O,X,X,O,X,X
SZOJILT,O,O,O,X,X,O,X,X
SZOJLTI,O,O,O,X,X,O,X,X
SZOJLIT,O,O,O,X,X,O,X,X
SOTILJZ,X,O,O,O,O,O,X,X
SOTILZJ,X,O,X,O,X,O,O,X
SOTIJLZ,X,O,O,O,O,O,X,X
SOTIJZL,X,O,O,X,X,O,X,X
SOTIZLJ,X,O,X,X,X,O,O,X
SOTIZJL,X,O,X,X,X,O,O,X
SOTLIJZ,X,O,O,O,O,O,X,X
SOTLIZJ,X,O,X,O,X,O,O,X
SOTLJIZ,X,O,O,O,O,O,X,X
SOTLJZI,X,O,O,O,O,O,O,X
SOTLZIJ,X,O,O,O,X,O,O,X
SOTLZJI,X,O,O,O,X,O,O,X
SOTJILZ,X,O,O,O,O,O,X,X
SOTJIZL,X,O,O,X,X,O,X,X
SOTJLIZ,X,O,O,O,O,O,X,X
SOTJLZI,X,O,O,O,O,O,O,X
SOTJZIL,X,O,O,X,X,O,O,X
SOTJZLI,X,O,O,X,X,O,O,X
SOTZILJ,X,O,O,X,X,O,O,X
SOTZIJL,X,O,O,X,X,O,O,X
SOTZLIJ,X,O,O,X,X,O,O,X
SOTZLJI,X,O,O,X,X,O,O,X
SOTZJIL,X,O,O,X,X,O,O,X
SOTZJLI,X,O,O,X,X,O,O,X
SOITLJZ,X,O,O,O,O,O,X,O
SOITLZJ,X,O,X,O,X,O,O,O
SOITJLZ,X,O,O,O,O,O,X,O
SOITJZL,X,O,O,X,X,O,X,O
SOITZLJ,X,O,X,X,X,O,O,O
SOITZJL,X,O,X,X,X,O,O,O
SOILTJZ,X,O,O,X,X,O,X,O
SOILTZJ,X,O,X,X,X,O,O,O
SOILJTZ,X,X,O,X,O,O,X,O
SOILJZT,X,O,O,X,O,O,X,O
SOILZTJ,X,O,O,X,X,O,X,O
SOILZJT,X,O,O,X,X,O,X,O
SOIJTLZ,X,X,O,O,O,O,X,O
SOIJTZL,X,X,O,X,X,O,X,O
SOIJLTZ,X,X,O,X,O,O,X,O
SOIJLZT,X,O,O,X,O,O,X,O
SOIJZTL,X,O,O,X,X,O,X,O
SOIJZLT,X,O,O,X,X,O,X,O
SOIZTLJ,X,O,O,X,X,O,X,O
SOIZTJL,X,O,O,X,X,O,X,O
SOIZLTJ,X,O,O,X,X,O,X,O
SOIZLJT,X,O,O,X,X,O,X,O
SOIZJTL,X,O,O,X,X,O,X,O
SOIZJLT,X,O,O,X,X,O,X,O
SOLTIJZ,X,O,O,X,X,O,X,X
SOLTIZJ,X,O,X,X,X,O,O,X
SOLTJIZ,X,O,O,X,X,O,X,X
SOLTJZI,X,O,O,X,X,O,O,X
SOLTZIJ,X,O,O,X,X,O,O,X
SOLTZJI,X,O,O,X,X,O,O,X
SOLITJZ,X,O,O,X,X,O,X,O
SOLITZJ,X,O,X,X,X,O,O,O
SOLIJTZ,X,X,O,X,O,O,X,O
SOLIJZT,X,O,O,X,O,O,X,O
SOLIZTJ,X,O,O,X,X,O,X,O
SOLIZJT,X,O,O,X,X,O,X,O
SOLJTIZ,X,O,O,X,O,O,X,X
SOLJTZI,X,O,O,X,O,O,X,X
SOLJITZ,X,X,O,X,O,O,X,O
SOLJIZT,X,O,O,X,O,O,X,O
SOLJZTI,X,O,O,X,O,O,X,X
SOLJZIT,X,O,O,X,O,O,X,X
SOLZTIJ,X,O,O,X,X,O,X,X
SOLZTJI,X,O,O,X,X,O,X,X
SOLZITJ,X,O,O,X,X,O,X,X
SOLZIJT,X,O,O,X,X,O,X,X
SOLZJTI,X,O,O,X,X,O,X,X
SOLZJIT,X,O,O,X,X,O,X,X
SOJTILZ,X,O,O,O,O,O,X,X
SOJTIZL,X,O,O,X,X,O,X,X
SOJTLIZ,X,O,O,O,O,O,X,X
SOJTLZI,X,O,O,O,O,O,X,X
SOJTZIL,X,O,O,X,X,O,X,X
SOJTZLI,X,O,O,X,X,O,X,X
SOJITLZ,X,X,O,O,O,O,X,O
SOJITZL,X,X,O,X,X,O,X,O
SOJILTZ,X,X,O,X,O,O,X,O
SOJILZT,X,O,O,X,O,O,X,O
SOJIZTL,X,O,O,X,X,O,X,O
SOJIZLT,X,O,O,X,X,O,X,O
SOJLTIZ,X,O,O,X,O,O,X,X
SOJLTZI,X,O,O,X,O,O,X,X
SOJLITZ,X,X,O,X,O,O,X,O
SOJLIZT,X,O,O,X,O,O,X,O
SOJLZTI,X,O,O,X,O,O,X,X
SOJLZIT,X,O,O,X,O,O,X,X
SOJZTIL,X,O,O,X,X,O,X,X
SOJZTLI,X,O,O,X,X,O,X,X
SOJZITL,X,O,O,X,X,O,X,X
SOJZILT,X,O,O,X,X,O,X,X
SOJZLTI,X,O,O,X,X,O,X,X
SOJZLIT,X,O,O,X,X,O,X,X
SOZTILJ,X,O,O,X,X,O,X,X
SOZTIJL,X,O,O,X,X,O,X,X
SOZTLIJ,X,O,O,X,X,O,X,X
SOZTLJI,X,O,O,X,X,O,X,X
SOZTJIL,X,O,O,X,X,O,X,X
SOZTJLI,X,O,O,X,X,O,X,X
SOZITLJ,X,O,O,X,X,O,X,X
SOZITJL,X,O,O,X,X,O,X,X
SOZILTJ,X,O,O,X,X,O,X,X
SOZILJT,X,O,O,X,X,O,X,X
SOZIJTL,X,O,O,X,X,O,X,X
SOZIJLT,X,O,O,X,X,O,X,X
SOZLTIJ,X,O,O,X,X,O,X,X
SOZLTJI,X,O,O,X,X,O,X,X
SOZLITJ,X,O,O,X,X,O,X,X
SOZLIJT,X,O,O,X,X,O,X,X
SOZLJTI,X,O,O,X,X,O,X,X
SOZLJIT,X,O,O,X,X,O,X,X
SOZJTIL,X,O,O,X,X,O,X,X
SOZJTLI,X,O,O,X,X,O,X,X
SOZJITL,X,O,O,X,X,O,X,X
SOZJILT,X,O,O,X,X,O,X,X
SOZJLTI,X,O,O,X,X,O,X,X
SOZJLIT,X,O,O,X,X,O,X,X
ZTILJSO,O,O,X,O,X,O,O,X
ZTILJOS,O,X,X,O,X,X,O,X
ZTILSJO,O,O,X,O,X,O,O,X
ZTILSOJ,O,O,X,O,X,O,O,X
ZTILOJS,O,X,X,O,X,X,O,X
ZTILOSJ,O,X,X,O,X,X,O,X
ZTIJLSO,O,O,X,O,X,O,O,X
ZTIJLOS,O,X,X,O,X,X,O,X
ZTIJSLO,O,O,X,O,O,O,O,X
ZTIJSOL,O,O,X,X,X,O,O,X
ZTIJOLS,O,X,X,X,X,X,O,X
ZTIJOSL,O,X,X,X,X,X,O,X
ZTISLJO,O,O,X,O,O,O,O,X
ZTISLOJ,O,O,X,O,X,O,O,X
ZTISJLO,O,O,X,O,O,O,O,X
ZTISJOL,O,O,X,X,X,O,O,X
ZTISOLJ,O,O,X,X,X,O,O,X
ZTISOJL,O,O,X,X,X,O,O,X
ZTIOLJS,O,X,X,X,X,X,O,X
ZTIOLSJ,O,X,X,X,X,X,O,X
ZTIOJLS,O,X,X,X,X,X,O,X
ZTIOJSL,O,X,X,X,X,X,O,X
ZTIOSLJ,O,X,X,X,X,X,O,X
ZTIOSJL,O,X,X,X,X,X,O,X
ZTLIJSO,O,O,X,O,X,O,O,X
ZTLIJOS,O,X,X,O,X,X,O,X
ZTLISJO,O,O,X,O,X,O,O,X
ZTLISOJ,O,O,X,O,X,O,O,X
ZTLIOJS,O,X,X,O,X,X,O,X
ZTLIOSJ,O,X,X,O,X,X,O,X
ZTLJISO,O,O,X,O,X,O,O,X
ZTLJIOS,O,X,X,O,X,X,O,X
ZTLJSIO,O,O,X,O,X,O,O,X
ZTLJSOI,O,O,X,O,X,O,O,X
ZTLJOIS,O,X,X,O,X,X,O,X
ZTLJOSI,O,O,X,O,X,X,O,X
ZTLSIJO,O,O,O,O,X,O,O,X
ZTLSIOJ,O,O,O,O,X,O,O,X
ZTLSJIO,O,O,O,O,X,O,O,X
ZTLSJOI,O,O,O,O,X,O,O,X
ZTLSOIJ,O,O,O,O,X,O,O,X
ZTLSOJI,O,O,O,O,X,O,O,X
ZTLOIJS,O,X,X,O,X,X,O,X
ZTLOISJ,O,X,X,O,X,X,O,X
ZTLOJIS,O,X,X,O,X,X,O,X
ZTLOJSI,O,O,X,O,X,X,O,X
ZTLOSIJ,O,X,O,O,X,X,O,X
ZTLOSJI,O,X,O,O,X,X,O,X
ZTJILSO,O,O,X,O,X,O,O,X
ZTJILOS,O,X,X,O,X,X,O,X
ZTJISLO,O,O,X,O,O,O,O,X
ZTJISOL,O,O,X,X,X,O,O,X
ZTJIOLS,O,X,X,X,X,X,O,X
ZTJIOSL,O,X,X,X,X,X,O,X
ZTJLISO,O,O,X,O,X,O,O,X
ZTJLIOS,O,X,X,O,X,X,O,X
ZTJLSIO,O,O,X,O,X,O,O,X
ZTJLSOI,O,O,X,O,X,O,O,X
ZTJLOIS,O,X,X,O,X,X,O,X
ZTJLOSI,O,O,X,O,X,X,O,X
ZTJSILO,O,O,X,O,O,O,O,X
ZTJSIOL,O,O,X,X,X,O,O,X
ZTJSLIO,O,O,X,O,O,O,O,X
ZTJSLOI,O,O,X,O,O,O,O,X
ZTJSOIL,O,O,X,X,X,O,O,X
ZTJSOLI,O,O,X,X,X,O,O,X
ZTJOILS,O,X,X,X,X,X,O,X
ZTJOISL,O,X,X,X,X,X,O,X
ZTJOLIS,O,X,X,X,X,X,O,X
ZTJOLSI,O,O,X,X,X,X,O,X
ZTJOSIL,O,O,X,X,X,X,O,X
ZTJOSLI,O,O,X,X,X,X,O,X
ZTSILJO,O,O,O,O,O,O,O,X
ZTSILOJ,O,O,O,O,X,O,O,X
ZTSIJLO,O,O,O,O,O,O,O,X
ZTSIJOL,O,O,O,X,X,O,O,X
ZTSIOLJ,O,O,O,X,X,O,O,X
ZTSIOJL,O,O,O,X,X,O,O,X
ZTSLIJO,O,O,O,O,O,O,O,X
ZTSLIOJ,O,O,O,O,X,O,O,X
ZTSLJIO,O,O,O,O,O,O,O,X
ZTSLJOI,O,O,O,O,O,O,O,X
ZTSLOIJ,O,O,O,O,X,O,O,X
ZTSLOJI,O,O,O,O,X,O,O,X
ZTSJILO,O,O,O,O,O,O,O,X
ZTSJIOL,O,O,O,X,X,O,O,X
ZTSJLIO,O,O,O,O,O,O,O,X
ZTSJLOI,O,O,O,O,O,O,O,X
ZTSJOIL,O,O,O,X,X,O,O,X
ZTSJOLI,O,O,O,X,X,O,O,X
ZTSOILJ,O,O,O,X,X,O,O,X
ZTSOIJL,O,O,O,X,X,O,O,X
ZTSOLIJ,O,O,O,X,X,O,O,X
ZTSOLJI,O,O,O,X,X,O,O,X
ZTSOJIL,O,O,O,X,X,O,O,X
ZTSOJLI,O,O,O,X,X,O,O,X
ZTOILJS,O,X,X,X,X,X,O,X
ZTOILSJ,O,X,X,X,X,X,O,X
ZTOIJLS,O,X,X,X,X,X,O,X
ZTOIJSL,O,X,X,X,X,X,O,X
ZTOISLJ,O,X,X,X,X,X,O,X
ZTOISJL,O,X,X,X,X,X,O,X
ZTOLIJS,O,X,X,X,X,X,O,X
ZTOLISJ,O,X,X,X,X,X,O,X
ZTOLJIS,O,X,X,X,X,X,O,X
ZTOLJSI,O,O,X,X,X,X,O,X
ZTOLSIJ,O,X,O,X,X,X,O,X
ZTOLSJI,O,X,O,X,X,X,O,X
ZTOJILS,O,X,X,X,X,X,O,X
ZTOJISL,O,X,X,X,X,X,O,X
ZTOJLIS,O,X,X,X,X,X,O,X
ZTOJLSI,O,O,X,X,X,X,O,X
ZTOJSIL,O,O,X,X,X,X,O,X
ZTOJSLI,O,O,X,X,X,X,O,X
ZTOSILJ,O,X,O,X,X,X,O,X
ZTOSIJL,O,X,O,X,X,X,O,X
ZTOSLIJ,O,X,O,X,X,X,O,X
ZTOSLJI,O,X,O,X,X,X,O,X
ZTOSJIL,O,X,O,X,X,X,O,X
ZTOSJLI,O,X,O,X,X,X,O,X
ZITLJSO,O,O,X,O,X,O,O,X
ZITLJOS,O,X,X,O,X,X,O,X
ZITLSJO,O,O,X,O,X,O,O,X
ZITLSOJ,O,O,X,O,X,O,O,X
ZITLOJS,O,X,X,O,X,X,O,X
ZITLOSJ,O,X,X,O,X,X,O,X
ZITJLSO,O,O,X,O,X,O,O,X
ZITJLOS,O,X,X,O,X,X,O,X
ZITJSLO,O,O,X,O,O,O,O,X
ZITJSOL,O,O,X,X,X,O,O,X
ZITJOLS,O,X,X,X,X,X,O,X
ZITJOSL,O,X,X,X,X,X,O,X
ZITSLJO,O,O,X,O,O,O,O,X
ZITSLOJ,O,O,X,O,X,O,O,X
ZITSJLO,O,O,X,O,O,O,O,X
ZITSJOL,O,O,X,X,X,O,O,X
ZITSOLJ,O,O,X,X,X,O,O,X
ZITSOJL,O,O,X,X,X,O,O,X
ZITOLJS,O,X,X,X,X,X,O,X
ZITOLSJ,O,X,X,X,X,X,O,X
ZITOJLS,O,X,X,X,X,X,O,X
ZITOJSL,O,X,X,X,X,X,O,X
ZITOSLJ,O,X,X,X,X,X,O,X
ZITOSJL,O,X,X,X,X,X,O,X
ZILTJSO,O,O,X,X,X,O,O,X
ZILTJOS,O,X,X,X,X,X,O,X
ZILTSJO,O,O,X,X,X,O,O,X
ZILTSOJ,O,O,X,X,X,O,O,X
ZILTOJS,O,X,X,X,X,X,O,X
ZILTOSJ,O,X,X,X,X,X,O,X
ZILJTSO,O,O,X,X,X,O,O,X
ZILJTOS,O,X,X,X,X,X,O,X
ZILJSTO,O,O,X,X,X,O,O,X
ZILJSOT,O,O,X,X,X,O,X,X
ZILJOTS,X,X,X,X,X,X,O,X
ZILJOST,O,O,X,X,X,O,X,X
ZILSTJO,O,O,O,X,X,O,O,X
ZILSTOJ,O,O,O,X,X,O,O,X
ZILSJTO,O,O,O,X,X,O,O,X
ZILSJOT,O,O,O,X,X,O,X,X
ZILSOTJ,O,O,O,X,X,O,X,X
ZILSOJT,O,O,O,X,X,O,X,X
ZILOTJS,X,X,X,X,X,X,O,O
ZILOTSJ,X,X,X,X,X,X,O,O
ZILOJTS,X,X,X,X,X,X,O,O
ZILOJST,X,O,X,X,X,O,X,O
ZILOSTJ,X,O,O,X,X,O,X,O
ZILOSJT,X,O,O,X,X,O,X,O
ZIJTLSO,O,O,X,O,X,O,O,X
ZIJTLOS,O,X,X,O,X,X,O,X
ZIJTSLO,O,O,X,O,O,O,O,X
ZIJTSOL,O,O,X,X,X,O,O,X
ZIJTOLS,O,X,X,X,X,X,O,X
ZIJTOSL,O,X,X,X,X,X,O,X
ZIJLTSO,O,O,X,X,X,O,O,X
ZIJLTOS,O,X,X,X,X,X,O,X
ZIJLSTO,O,O,X,X,X,O,O,X
ZIJLSOT,O,O,X,X,X,O,X,X
ZIJLOTS,X,X,X,X,X,X,O,X
ZIJLOST,O,O,X,X,X,O,X,X
ZIJSTLO,O,O,X,O,O,O,O,X
ZIJSTOL,O,O,X,X,X,O,O,X
ZIJSLTO,O,O,X,X,O,O,O,X
ZIJSLOT,O,O,X,X,O,O,X,X
ZIJSOTL,X,O,X,X,X,O,X,X
ZIJSOLT,O,O,X,X,X,O,X,X
ZIJOTLS,X,X,X,X,X,X,O,X
ZIJOTSL,X,X,X,X,X,X,O,X
ZIJOLTS,X,X,X,X,X,X,O,X
ZIJOLST,O,O,X,X,X,O,X,X
ZIJOSTL,X,O,X,X,X,O,X,X
ZIJOSLT,O,O,X,X,X,O,X,X
ZISTLJO,O,O,O,O,O,O,O,X
ZISTLOJ,O,O,O,O,X,O,O,X
ZISTJLO,O,O,O,O,O,O,O,X
ZISTJOL,O,O,O,X,X,O,O,X
ZISTOLJ,O,O,O,X,X,O,O,X
ZISTOJL,O,O,O,X,X,O,O,X
ZISLTJO,O,O,O,X,X,O,O,X
ZISLTOJ,O,O,O,X,X,O,O,X
ZISLJTO,O,O,O,X,O,O,O,X
ZISLJOT,O,O,O,X,O,O,X,X
ZISLOTJ,O,O,O,X,X,O,X,X
ZISLOJT,O,O,O,X,X,O,X,X
ZISJTLO,O,O,O,O,O,O,O,X
ZISJTOL,O,O,O,X,X,O,O,X
ZISJLTO,O,O,O,X,O,O,O,X
ZISJLOT,O,O,O,X,O,O,X,X
ZISJOTL,X,O,O,X,X,O,X,X
ZISJOLT,O,O,O,X,X,O,X,X
ZISOTLJ,X,O,O,X,X,O,X,X
ZISOTJL,X,O,O,X,X,O,X,X
ZISOLTJ,O,O,O,X,X,O,X,X
ZISOLJT,O,O,O,X,X,O,X,X
ZISOJTL,X,O,O,X,X,O,X,X
ZISOJLT,X,O,O,X,X,O,X,X
ZIOTLJS,X,X,X,X,X,X,O,O
ZIOTLSJ,X,X,X,X,X,X,O,O
ZIOTJLS,X,X,X,X,X,X,O,O
ZIOTJSL,X,X,X,X,X,X,O,O
ZIOTSLJ,X,X,X,X,X,X,O,O
ZIOTSJL,X,X,X,X,X,X,O,O
ZIOLTJS,X,X,X,X,X,X,O,O
ZIOLTSJ,X,X,X,X,X,X,O,O
ZIOLJTS,X,X,X,X,X,X,O,O
ZIOLJST,X,O,X,X,X,O,X,O
ZIOLSTJ,X,O,O,X,X,O,X,O
ZIOLSJT,X,O,O,X,X,O,X,O
ZIOJTLS,X,X,X,X,X,X,O,O
ZIOJTSL,X,X,X,X,X,X,O,O
ZIOJLTS,X,X,X,X,X,X,O,O
ZIOJLST,X,O,X,X,X,O,X,O
ZIOJSTL,X,O,X,X,X,O,X,O
ZIOJSLT,X,O,X,X,X,O,X,O
ZIOSTLJ,X,O,O,X,X,O,X,O
ZIOSTJL,X,O,O,X,X,O,X,O
ZIOSLTJ,X,O,O,X,X,O,X,O
ZIOSLJT,X,O,O,X,X,O,X,O
ZIOSJTL,X,O,O,X,X,O,X,O
ZIOSJLT,X,O,O,X,X,O,X,O
ZLTIJSO,O,O,X,X,X,O,O,X
ZLTIJOS,O,X,X,X,X,X,O,X
ZLTISJO,O,O,X,X,X,O,O,X
ZLTISOJ,O,O,X,X,X,O,O,X
ZLTIOJS,O,X,X,X,X,X,O,X
ZLTIOSJ,O,X,X,X,X,X,O,X
ZLTJISO,O,O,X,X,X,O,O,X
ZLTJIOS,O,X,X,X,X,X,O,X
ZLTJSIO,O,O,X,X,X,O,O,X
ZLTJSOI,O,O,X,X,X,O,O,X
ZLTJOIS,O,X,X,X,X,X,O,X
ZLTJOSI,O,O,X,X,X,X,O,X
ZLTSIJO,O,O,O,X,X,O,O,X
ZLTSIOJ,O,O,O,X,X,O,O,X
ZLTSJIO,O,O,O,X,X,O,O,X
ZLTSJOI,O,O,O,X,X,O,O,X
ZLTSOIJ,O,O,O,X,X,O,O,X
ZLTSOJI,O,O,O,X,X,O,O,X
ZLTOIJS,O,X,X,X,X,X,O,X
ZLTOISJ,O,X,X,X,X,X,O,X
ZLTOJIS,O,X,X,X,X,X,O,X
ZLTOJSI,O,O,X,X,X,X,O,X
ZLTOSIJ,O,X,O,X,X,X,O,X
ZLTOSJI,O,X,O,X,X,X,O,X
ZLITJSO,O,O,X,X,X,O,O,X
ZLITJOS,O,X,X,X,X,X,O,X
ZLITSJO,O,O,X,X,X,O,O,X
ZLITSOJ,O,O,X,X,X,O,O,X
ZLITOJS,O,X,X,X,X,X,O,X
ZLITOSJ,O,X,X,X,X,X,O,X
ZLIJTSO,O,O,X,X,X,O,O,X
ZLIJTOS,O,X,X,X,X,X,O,X
ZLIJSTO,O,O,X,X,X,O,O,X
ZLIJSOT,O,O,X,X,X,O,X,X
ZLIJOTS,X,X,X,X,X,X,O,X
ZLIJOST,O,O,X,X,X,O,X,X
ZLISTJO,O,O,O,X,X,O,O,X
ZLISTOJ,O,O,O,X,X,O,O,X
ZLISJTO,O,O,O,X,X,O,O,X
ZLISJOT,O,O,O,X,X,O,X,X
ZLISOTJ,O,O,O,X,X,O,X,X
ZLISOJT,O,O,O,X,X,O,X,X
ZLIOTJS,X,X,X,X,X,X,O,O
ZLIOTSJ,X,X,X,X,X,X,O,O
ZLIOJTS,X,X,X,X,X,X,O,O
ZLIOJST,X,O,X,X,X,O,X,O
ZLIOSTJ,X,O,O,X,X,O,X,O
ZLIOSJT,X,O,O,X,X,O,X,O
ZLJTISO,O,O,X,X,X,O,O,X
ZLJTIOS,O,X,X,X,X,X,O,X
ZLJTSIO,O,O,X,X,X,O,O,X
ZLJTSOI,O,O,X,X,X,O,O,X
ZLJTOIS,O,X,X,X,X,X,O,X
ZLJTOSI,O,O,X,X,X,X,O,X
ZLJITSO,O,O,X,X,X,O,O,X
ZLJITOS,O,X,X,X,X,X,O,X
ZLJISTO,O,O,X,X,X,O,O,X
ZLJISOT,O,O,X,X,X,O,X,X
ZLJIOTS,X,X,X,X,X,X,O,X
ZLJIOST,O,O,X,X,X,O,X,X
ZLJSTIO,O,O,O,X,X,O,O,X
ZLJSTOI,O,O,O,X,X,O,O,X
ZLJSITO,O,O,O,X,X,O,O,X
ZLJSIOT,O,O,O,X,X,O,X,X
ZLJSOTI,O,O,O,X,X,O,X,X
ZLJSOIT,O,O,O,X,X,O,X,X
ZLJOTIS,O,X,X,X,X,X,O,X
ZLJOTSI,O,O,X,X,X,X,O,X
ZLJOITS,X,X,X,X,X,X,O,O
ZLJOIST,O,O,X,X,X,O,X,O
ZLJOSTI,O,O,O,X,X,O,X,X
ZLJOSIT,O,O,O,X,X,O,X,X
ZLSTIJO,O,O,O,X,X,O,O,X
ZLSTIOJ,O,O,O,X,X,O,O,X
ZLSTJIO,O,O,O,X,X,O,O,X
ZLSTJOI,O,O,O,X,X,O,O,X
ZLSTOIJ,O,O,O,X,X,O,O,X
