sequence,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBzcB?CeBlmB3nBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcBCeB?3fB0mBlnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhF+hBxdB?3fBlnBzrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?lmB3nBqrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBCeB?3hBlnBzmBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?1nB6rB0sBfsB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaBFiB?XjB0mBGnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcB1nB?3fB0mBCoBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFUdBTfB?1mBXjBSsBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFzcB5iB?3fBUsBOtBlrB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFUdB3fB?1mB5nBzrBOtB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaB3hB?5nB8rBOtBFsB
JLSZTIO,O,X,X,X,X,X,X,X,X,X,X,X
JLSZTOI,O,X,X,X,X,X,X,X,X,X,X,X
JLSZITO,O,X,X,X,X,X,X,X,X,X,X,X
JLSZIOT,O,X,O,X,X,X,X,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,X,X,X,X,X,X
JLSZOIT,O,O,O,X,X,X,X,X,X,X,X,X
JLSOTIZ,X,X,O,X,X,X,X,X,X,X,X,X
JLSOTZI,X,X,O,X,X,X,X,X,X,X,X,X
JLSOITZ,X,X,O,X,X,X,X,X,X,X,X,X
JLSOIZT,X,X,O,X,X,X,X,X,X,X,X,O
JLSOZTI,X,X,O,X,X,X,X,X,X,X,X,X
JLSOZIT,X,X,O,X,X,X,X,X,X,X,X,X
JLZTISO,O,O,X,X,O,X,X,X,X,X,X,X
JLZTIOS,O,O,X,X,O,X,X,X,X,X,X,X
JLZTSIO,O,X,X,X,O,X,X,X,X,X,X,X
JLZTSOI,O,O,X,X,O,X,X,X,X,X,X,X
JLZTOIS,O,O,X,X,O,O,X,X,X,X,X,X
JLZTOSI,O,O,X,X,O,O,O,O,X,X,X,X
JLZITSO,O,O,X,X,O,X,X,X,X,X,X,X
JLZITOS,O,O,X,X,O,X,X,X,X,X,X,X
JLZISTO,O,X,X,X,O,X,X,X,X,X,X,X
JLZISOT,O,O,X,X,X,X,X,X,X,X,X,X
JLZIOTS,O,O,X,X,O,X,X,X,X,X,X,X
JLZIOST,O,O,X,X,X,X,X,X,X,X,X,X
JLZSTIO,O,X,X,X,O,X,X,X,X,X,X,X
JLZSTOI,O,X,X,X,O,X,X,X,X,X,X,X
JLZSITO,O,X,X,X,O,X,X,X,X,X,X,X
JLZSIOT,O,X,X,X,X,X,X,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X,X,X,X
JLZOTIS,O,X,X,X,O,O,X,X,X,X,X,X
JLZOTSI,O,O,X,X,O,O,O,X,X,X,X,X
JLZOITS,O,X,X,X,O,O,X,X,X,X,X,X
JLZOIST,O,O,X,X,X,X,X,X,X,X,X,X
JLZOSTI,O,O,X,X,X,O,X,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,X,X,X,X,X
JLOTISZ,X,O,O,X,X,X,X,X,X,X,X,X
JLOTIZS,X,O,X,X,X,X,X,X,X,X,X,X
JLOTSIZ,X,O,O,X,X,X,X,X,X,X,X,X
JLOTSZI,X,O,O,X,X,X,X,X,X,X,X,X
JLOTZIS,X,O,X,X,X,O,X,X,X,X,X,X
JLOTZSI,X,O,X,X,X,O,X,X,X,X,X,X
JLOITSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLOITZS,X,O,X,X,X,X,X,X,X,X,X,X
JLOISTZ,X,X,O,X,X,X,X,X,X,X,X,X
JLOISZT,X,X,O,X,X,X,X,X,X,X,X,O
JLOIZTS,X,O,X,X,X,O,O,X,X,X,X,X
JLOIZST,X,O,X,X,X,X,X,X,X,X,X,X
JLOSTIZ,X,X,O,X,X,X,X,X,X,X,X,X
JLOSTZI,X,X,O,X,X,X,X,X,X,X,X,X
JLOSITZ,X,X,O,X,X,X,X,X,X,X,X,X
JLOSIZT,X,X,O,X,X,X,X,X,X,X,X,O
JLOSZTI,X,X,O,X,X,O,X,X,X,X,X,X
JLOSZIT,X,X,O,X,X,X,X,X,X,X,X,X
JLOZTIS,X,X,X,X,X,O,X,X,X,X,X,X
JLOZTSI,X,O,X,X,X,O,O,X,X,X,X,X
JLOZITS,X,X,X,X,X,O,X,X,X,X,X,X
JLOZIST,X,O,X,X,X,X,X,X,X,X,X,X
JLOZSTI,X,O,X,X,X,O,X,X,X,X,X,X
JLOZSIT,X,O,X,X,X,X,X,X,X,X,X,X
JSTILZO,X,O,X,X,X,X,X,X,X,X,X,X
JSTILOZ,X,O,O,X,X,X,X,X,X,X,X,X
JSTIZLO,X,O,X,X,X,X,X,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X,O,X,X,X,X
JSTIOLZ,X,O,X,O,X,X,X,X,X,X,X,X
JSTIOZL,X,X,X,O,X,X,X,X,X,X,X,X
JSTLIZO,X,O,X,X,X,X,X,X,X,X,X,X
JSTLIOZ,X,O,O,X,X,X,X,X,X,X,X,X
JSTLZIO,O,X,X,X,X,X,X,X,X,X,X,X
JSTLZOI,O,O,X,X,X,X,X,X,X,X,X,X
JSTLOIZ,X,O,O,X,X,X,X,X,X,X,X,X
JSTLOZI,O,O,O,X,X,X,X,X,X,X,X,X
JSTZILO,O,X,X,X,X,X,X,X,X,X,X,X
JSTZIOL,X,X,X,X,X,X,X,X,X,X,X,X
JSTZLIO,O,X,X,X,X,X,X,X,X,X,X,X
JSTZLOI,O,O,X,X,X,X,X,X,X,X,X,X
JSTZOIL,O,X,X,X,X,X,X,O,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X,O,X,X,X,X
JSTOILZ,X,X,O,O,X,X,X,X,X,X,X,X
JSTOIZL,X,X,O,O,X,X,X,X,X,X,X,X
JSTOLIZ,X,O,O,O,X,X,X,X,X,X,X,X
JSTOLZI,O,O,O,O,X,X,X,X,X,X,X,X
JSTOZIL,O,X,O,O,X,X,X,X,X,X,X,X
JSTOZLI,O,X,O,O,X,X,X,X,X,X,X,X
JSITLZO,O,O,X,X,X,X,X,X,X,X,X,X
JSITLOZ,O,O,O,X,X,X,X,X,X,X,X,X
JSITZLO,O,O,X,X,X,X,X,X,X,X,X,X
JSITZOL,O,O,X,X,X,X,X,O,X,X,X,X
JSITOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSITOZL,O,X,X,X,X,X,X,X,X,X,X,X
JSILTZO,O,O,X,X,X,X,X,X,X,X,X,X
JSILTOZ,O,O,O,X,X,X,X,X,X,X,X,X
JSILZTO,O,X,X,X,X,X,X,X,X,X,X,X
JSILZOT,O,O,O,X,X,X,X,X,X,X,X,X
JSILOTZ,X,X,O,X,X,X,X,X,X,X,X,X
JSILOZT,X,X,O,X,X,X,X,X,X,X,X,O
JSIZTLO,O,O,X,X,X,X,X,X,X,X,X,X
JSIZTOL,O,O,X,X,X,X,X,O,X,X,X,X
JSIZLTO,O,X,X,X,X,X,X,X,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X,X,X,X,X,X
JSIZOTL,O,X,X,X,X,X,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X,X,X,X,X
JSIOTLZ,X,X,O,X,X,X,X,X,X,X,X,X
JSIOTZL,X,X,O,X,X,X,X,X,X,X,X,X
JSIOLTZ,X,X,O,X,X,X,X,X,X,X,X,X
JSIOLZT,X,X,O,X,X,X,X,X,X,X,X,X
JSIOZTL,X,X,X,X,X,X,X,X,X,X,X,X
JSIOZLT,X,X,O,X,X,X,X,X,X,X,X,X
JSLTIZO,X,O,X,X,X,X,X,X,X,X,X,X
JSLTIOZ,X,O,O,X,X,X,X,X,X,X,X,X
JSLTZIO,O,X,X,X,X,X,X,X,X,X,X,X
JSLTZOI,O,O,X,X,X,X,X,X,X,X,X,X
JSLTOIZ,X,O,O,X,X,X,X,X,X,X,X,X
JSLTOZI,O,O,O,X,X,X,X,X,X,X,X,X
JSLITZO,O,O,X,X,X,X,X,X,X,X,X,X
JSLITOZ,O,O,O,X,X,X,X,X,X,X,X,X
JSLIZTO,O,X,X,X,X,X,X,X,X,X,X,X
JSLIZOT,O,O,O,X,X,X,X,X,X,X,X,X
JSLIOTZ,X,X,O,X,X,X,X,X,X,X,X,X
JSLIOZT,X,X,O,X,X,X,X,X,X,X,X,O
JSLZTIO,O,X,X,X,X,X,X,X,X,X,X,X
JSLZTOI,O,X,X,X,X,X,X,X,X,X,X,X
JSLZITO,O,X,X,X,X,X,X,X,X,O,X,X
JSLZIOT,O,X,O,X,X,X,X,X,X,X,X,X
JSLZOTI,O,O,O,X,X,X,X,X,X,X,X,X
JSLZOIT,O,O,O,X,X,X,X,X,X,X,X,X
JSLOTIZ,X,X,O,X,X,X,X,X,X,X,X,X
JSLOTZI,X,X,O,X,X,X,X,X,X,X,O,X
JSLOITZ,X,X,O,X,X,X,X,X,X,X,X,X
JSLOIZT,X,X,O,X,X,X,X,X,X,X,X,O
JSLOZTI,X,X,O,X,X,X,X,X,X,X,X,X
JSLOZIT,X,X,O,X,X,X,X,X,X,X,X,X
JSZTILO,O,X,X,X,X,X,X,X,X,X,X,X
JSZTIOL,O,X,X,X,X,X,X,X,X,X,X,X
JSZTLIO,O,X,X,X,X,X,X,X,X,X,X,X
JSZTLOI,O,O,X,X,X,X,X,X,X,X,X,X
JSZTOIL,O,X,X,X,X,X,X,O,X,X,X,X
JSZTOLI,O,O,X,X,X,X,X,O,X,X,X,X
JSZITLO,O,X,X,X,X,X,X,X,X,O,X,X
JSZITOL,O,X,X,X,X,X,X,X,X,O,X,X
JSZILTO,O,X,X,X,X,X,X,X,X,O,X,X
JSZILOT,O,X,O,X,X,X,X,X,X,X,X,X
JSZIOTL,O,X,X,X,X,X,X,X,X,X,X,X
JSZIOLT,O,X,X,X,X,X,X,X,X,X,X,X
JSZLTIO,O,X,X,X,X,X,X,X,X,X,X,X
JSZLTOI,O,X,X,X,X,X,X,X,X,X,X,X
JSZLITO,O,X,X,X,X,X,X,X,X,O,X,X
JSZLIOT,O,X,O,X,X,X,X,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X,X,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X,X,X,X,X
JSZOTIL,X,X,O,X,X,X,X,X,X,X,X,X
JSZOTLI,O,X,O,X,X,X,X,X,X,X,X,X
JSZOITL,O,X,X,X,X,X,X,X,X,X,X,X
JSZOILT,O,X,O,X,X,X,X,X,X,X,X,X
JSZOLTI,O,O,O,X,X,X,X,X,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X,X,X,X,X
JSOTILZ,X,X,O,O,X,X,X,X,X,X,X,X
JSOTIZL,X,X,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,X,X,O,O,X,X,X,X,X,X,X,X
JSOTLZI,X,X,O,O,X,X,X,X,X,X,O,X
JSOTZIL,X,X,O,O,X,X,X,X,X,X,X,X
JSOTZLI,X,X,O,O,X,X,X,X,X,X,O,X
JSOITLZ,X,X,O,O,X,X,X,X,X,X,X,X
JSOITZL,X,X,O,O,X,X,X,X,X,X,X,X
JSOILTZ,X,X,O,X,X,X,X,X,X,X,X,X
JSOILZT,X,X,O,X,X,X,X,X,X,X,X,X
JSOIZTL,X,X,X,X,X,X,X,X,X,X,X,X
JSOIZLT,X,X,O,X,X,X,X,X,X,X,X,X
JSOLTIZ,X,X,O,O,X,X,X,X,X,X,X,X
JSOLTZI,X,X,O,O,X,X,X,X,X,X,O,X
JSOLITZ,X,X,O,X,X,X,X,X,X,X,X,X
JSOLIZT,X,X,O,X,X,X,X,X,X,X,X,X
JSOLZTI,X,X,O,X,X,X,X,X,X,X,X,X
JSOLZIT,X,X,O,X,X,X,X,X,X,X,X,X
JSOZTIL,X,X,O,O,X,X,X,X,X,X,X,X
JSOZTLI,X,X,O,O,X,X,X,X,X,X,X,X
JSOZITL,X,X,X,X,X,X,X,X,X,X,X,X
JSOZILT,X,X,O,X,X,X,X,X,X,X,X,X
JSOZLTI,X,X,O,X,X,X,X,X,X,X,X,X
JSOZLIT,X,X,O,X,X,X,X,X,X,X,X,X
JZTILSO,O,O,X,X,O,X,X,X,X,X,X,X
JZTILOS,O,O,X,X,O,X,X,O,X,X,X,X
JZTISLO,O,O,X,X,O,X,X,X,X,X,X,X
JZTISOL,O,O,X,X,X,X,X,O,X,X,X,X
JZTIOLS,O,O,X,X,O,X,X,O,X,X,X,X
JZTIOSL,O,O,X,X,X,X,X,O,X,X,X,X
JZTLISO,O,O,X,X,O,X,X,X,X,X,X,X
JZTLIOS,O,O,X,X,O,X,X,X,X,X,X,X
JZTLSIO,O,X,X,X,O,X,X,X,X,X,X,X
JZTLSOI,O,O,X,X,O,X,X,X,X,X,X,X
JZTLOIS,O,O,X,X,O,X,X,X,X,X,X,X
JZTLOSI,O,O,X,X,O,X,O,O,X,X,X,X
JZTSILO,O,X,X,X,O,X,X,X,X,X,X,X
JZTSIOL,O,X,X,X,X,X,X,X,X,X,X,X
JZTSLIO,O,X,X,X,O,X,X,X,X,X,X,X
JZTSLOI,O,O,X,X,O,X,X,X,X,X,X,X
JZTSOIL,O,X,X,X,X,X,X,O,X,X,X,X
JZTSOLI,O,O,X,X,X,X,X,O,X,X,X,X
JZTOILS,O,O,X,X,O,X,X,X,X,X,X,X
JZTOISL,X,X,X,X,X,X,X,O,X,X,X,X
JZTOLIS,O,O,X,X,O,X,X,X,X,X,X,X
JZTOLSI,O,O,X,X,O,X,X,O,X,X,X,X
JZTOSIL,X,X,X,X,X,X,X,O,X,X,X,X
JZTOSLI,O,O,X,X,X,X,X,O,X,X,X,X
JZITLSO,O,O,X,X,O,X,X,X,X,X,X,X
JZITLOS,O,O,X,X,O,X,X,O,X,X,X,X
JZITSLO,O,O,X,X,O,X,X,X,X,O,X,X
JZITSOL,O,O,X,X,X,X,X,O,X,O,X,X
JZITOLS,O,O,X,X,O,X,X,O,X,X,X,X
JZITOSL,O,O,X,X,X,X,X,O,X,O,X,X
JZILTSO,O,O,X,X,O,X,X,X,X,X,X,X
JZILTOS,O,O,X,X,O,X,X,O,X,X,X,X
JZILSTO,O,X,X,X,O,X,X,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,X,X,X,X,X,X
JZILOTS,O,O,X,X,O,X,X,X,X,X,X,X
JZILOST,O,O,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,O,X,X,O,X,X,X,X,O,X,X
JZISTOL,O,O,X,X,X,X,X,O,X,O,X,X
JZISLTO,O,X,X,X,O,X,X,X,X,O,X,X
JZISLOT,O,O,O,X,X,X,X,X,X,X,X,X
JZISOTL,O,X,X,X,X,X,X,X,X,X,X,X
JZISOLT,O,O,X,X,X,X,X,X,X,X,X,X
JZIOTLS,O,O,X,X,O,X,X,O,X,X,X,X
JZIOTSL,O,O,X,X,X,X,X,O,X,X,X,X
JZIOLTS,O,O,X,X,O,X,X,X,X,X,X,X
JZIOLST,O,O,X,X,X,X,X,X,X,X,X,X
JZIOSTL,O,X,X,X,X,X,X,X,X,X,X,X
JZIOSLT,O,O,X,X,X,X,X,X,X,X,X,X
JZLTISO,O,O,X,X,O,X,X,X,X,X,X,X
JZLTIOS,O,O,X,X,O,X,X,X,X,X,X,X
JZLTSIO,O,X,X,X,O,X,X,X,X,X,X,X
JZLTSOI,O,O,X,X,O,X,X,X,X,X,X,X
JZLTOIS,O,O,X,X,O,X,X,X,X,X,X,X
JZLTOSI,O,O,X,X,O,X,O,O,X,X,X,X
JZLITSO,O,O,X,X,O,X,X,X,X,X,X,X
JZLITOS,O,O,X,X,O,X,X,X,X,X,X,X
JZLISTO,O,X,X,X,O,X,X,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,X,X,X,X,X,X
JZLIOTS,O,O,X,X,O,X,X,X,X,X,X,X
JZLIOST,O,O,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,X,X,X,O,X,X,X,X,X,X,X
JZLSTOI,O,X,X,X,O,X,X,X,X,X,X,X
JZLSITO,O,X,X,X,O,X,X,X,X,X,X,X
JZLSIOT,O,X,X,X,X,X,X,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X,X,X,X
JZLOTIS,O,X,X,X,O,X,X,X,X,X,X,X
JZLOTSI,O,O,X,X,O,X,O,X,X,X,X,X
JZLOITS,O,X,X,X,O,X,X,X,X,X,X,X
JZLOIST,O,O,X,X,X,X,X,X,X,X,X,X
JZLOSTI,O,O,X,X,X,X,X,X,X,X,X,X
JZLOSIT,O,O,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,O,X,X,X,X,X,X,X
JZSTIOL,O,X,X,X,X,X,X,X,X,X,X,X
JZSTLIO,O,X,X,X,O,X,X,X,X,X,X,X
JZSTLOI,O,O,X,X,O,X,X,X,X,X,X,X
JZSTOIL,O,X,X,X,X,X,X,O,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X,O,X,X,X,X
JZSITLO,O,X,X,X,O,X,X,X,X,O,X,X
JZSITOL,O,X,X,X,X,X,X,X,X,O,X,X
JZSILTO,O,X,X,X,O,X,X,X,X,O,X,X
JZSILOT,O,X,O,X,X,X,X,X,X,X,X,X
JZSIOTL,O,X,X,X,X,X,X,X,X,X,X,X
JZSIOLT,O,X,X,X,X,X,X,X,X,X,X,X
JZSLTIO,O,X,X,X,O,X,X,X,X,X,X,X
JZSLTOI,O,X,X,X,O,X,X,X,X,X,X,X
JZSLITO,O,X,X,X,O,X,X,X,X,O,X,X
JZSLIOT,O,X,O,X,X,X,X,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X,X,X,X,X
JZSOTIL,X,X,O,X,X,X,X,X,X,X,X,X
JZSOTLI,O,X,O,X,X,X,X,X,X,X,X,X
JZSOITL,O,X,X,X,X,X,X,X,X,X,X,X
JZSOILT,O,X,O,X,X,X,X,X,X,X,X,X
JZSOLTI,O,O,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,X,X,O,X,X,X,X,X,X,X
JZOTISL,X,X,O,X,X,X,X,O,X,X,X,X
JZOTLIS,O,O,X,X,O,X,X,X,X,X,X,X
JZOTLSI,O,O,X,X,O,X,X,O,X,X,X,X
JZOTSIL,X,X,O,X,X,X,X,O,X,X,X,X
JZOTSLI,O,O,O,X,X,X,X,O,X,X,X,X
JZOITLS,O,X,X,X,O,X,X,X,X,X,X,X
JZOITSL,O,X,X,X,X,X,X,X,X,X,X,X
JZOILTS,O,X,X,X,O,X,X,X,X,X,X,X
JZOILST,O,O,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,X,X,X,X,X,X,X,X,X,X,X
JZOISLT,O,X,O,X,X,X,X,X,X,X,X,X
JZOLTIS,O,X,X,X,O,X,X,X,X,X,X,X
JZOLTSI,O,O,X,X,O,X,X,X,X,X,X,X
JZOLITS,O,X,X,X,O,X,X,X,X,X,X,X
JZOLIST,O,O,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,X,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,X,X,X,X,X,X,X,X,X,X
JZOSTIL,X,X,O,X,X,X,X,X,X,X,X,X
JZOSTLI,O,X,O,X,X,X,X,X,X,X,X,X
JZOSITL,O,X,X,X,X,X,X,X,X,X,X,X
JZOSILT,O,X,O,X,X,X,X,X,X,X,X,X
JZOSLTI,O,O,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,O,X,X,X,X,X,X,X,X,X
JOTILSZ,X,O,O,X,X,X,X,X,X,X,X,X
JOTILZS,X,O,X,X,X,X,X,X,O,X,X,X
JOTISLZ,X,O,O,O,X,X,X,X,X,X,X,X
JOTISZL,X,X,O,O,X,X,X,X,O,X,X,X
JOTIZLS,X,O,X,X,X,X,X,O,O,X,X,X
JOTIZSL,X,O,O,X,X,X,X,O,O,X,X,X
JOTLISZ,X,O,O,X,X,X,X,X,X,X,X,X
JOTLIZS,X,O,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,X,O,O,O,X,X,X,X,X,X,X,X
JOTLSZI,X,O,O,O,X,X,X,X,X,X,X,X
JOTLZIS,X,O,X,X,X,O,X,X,X,X,X,X
JOTLZSI,X,O,X,X,X,O,X,X,X,X,X,X
JOTSILZ,X,X,O,O,X,X,X,X,X,X,X,X
JOTSIZL,X,X,O,O,X,X,X,X,X,X,X,X
JOTSLIZ,X,O,O,O,X,X,X,X,X,X,X,X
JOTSLZI,X,O,O,O,X,X,X,X,X,X,O,X
JOTSZIL,X,X,O,O,X,X,X,X,X,X,X,X
JOTSZLI,X,X,O,O,X,X,X,X,X,X,O,X
JOTZILS,X,O,X,X,X,X,X,X,X,X,X,X
JOTZISL,X,X,O,X,X,X,X,O,X,X,X,X
JOTZLIS,X,O,X,X,X,X,X,X,X,X,X,X
JOTZLSI,X,O,X,X,X,X,X,O,X,X,X,X
JOTZSIL,X,X,O,O,X,X,X,O,X,X,X,X
JOTZSLI,X,O,O,O,X,X,X,O,X,X,O,X
JOITLSZ,X,O,O,X,X,X,X,X,X,X,X,X
JOITLZS,X,O,X,X,X,X,X,X,O,X,X,X
JOITSLZ,X,O,O,O,X,X,X,X,X,X,X,X
JOITSZL,X,X,O,O,X,X,X,X,O,X,X,X
JOITZLS,X,O,X,X,X,X,X,O,O,X,X,X
JOITZSL,X,O,O,X,X,X,X,O,O,X,X,X
JOILTSZ,X,O,X,X,X,X,X,X,X,X,X,X
JOILTZS,X,O,X,X,X,X,X,X,O,X,X,X
JOILSTZ,X,X,O,X,X,X,X,X,X,X,X,X
JOILSZT,X,X,O,X,X,X,X,X,X,X,X,X
JOILZTS,X,O,X,X,X,O,X,X,X,X,X,X
JOILZST,X,O,X,X,X,X,X,X,X,X,X,X
JOISTLZ,X,X,O,O,X,X,X,X,X,X,X,X
JOISTZL,X,X,O,O,X,X,X,X,O,X,X,X
JOISLTZ,X,X,O,X,X,X,X,X,X,X,X,X
JOISLZT,X,X,O,X,X,X,X,X,X,X,X,X
JOISZTL,X,X,X,X,X,X,X,X,X,X,X,X
JOISZLT,X,X,O,X,X,X,X,X,X,X,X,X
JOIZTLS,X,O,X,X,X,X,X,O,O,X,X,X
JOIZTSL,X,O,X,X,X,X,X,O,O,X,X,X
JOIZLTS,X,O,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,X,X,X,X,X,X,X,X,X
JOIZSTL,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,X,O,O,X,X,X,X,X,X,X,X,X
JOLTISZ,X,O,O,X,X,X,X,X,X,X,X,X
JOLTIZS,X,O,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,X,O,O,O,X,X,X,X,X,X,X,X
JOLTSZI,X,O,O,O,X,X,X,X,X,X,X,X
JOLTZIS,X,O,X,X,X,O,X,X,X,X,X,X
JOLTZSI,X,O,X,X,X,O,X,X,X,X,X,X
JOLITSZ,X,O,X,X,X,X,X,X,X,X,X,X
JOLITZS,X,O,X,X,X,X,X,X,O,X,X,X
JOLISTZ,X,X,O,X,X,X,X,X,X,X,X,X
JOLISZT,X,X,O,X,X,X,X,X,X,X,X,X
JOLIZTS,X,O,X,X,X,O,X,X,X,X,X,X
JOLIZST,X,O,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,O,O,X,X,X,X,X,X,X,X
JOLSTZI,X,X,O,O,X,X,X,X,X,X,X,X
JOLSITZ,X,X,O,X,X,X,X,X,X,X,X,X
JOLSIZT,X,X,O,X,X,X,X,X,X,X,X,X
JOLSZTI,X,X,O,X,X,O,X,X,X,X,X,X
JOLSZIT,X,X,O,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,O,X,X,X,X,X,X
JOLZTSI,X,O,X,X,X,O,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,O,X,X,X,X,X,X
JOLZIST,X,O,X,X,X,X,X,X,X,X,X,X
JOLZSTI,X,O,X,X,X,O,X,X,X,X,X,X
JOLZSIT,X,O,X,X,X,X,X,X,X,X,X,X
JOSTILZ,X,X,O,O,X,X,X,X,X,X,X,X
JOSTIZL,X,X,O,O,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,O,O,X,X,X,X,X,X,X,X
JOSTLZI,X,X,O,O,X,X,X,X,X,X,O,X
JOSTZIL,X,X,O,O,X,X,X,X,X,X,X,X
JOSTZLI,X,X,O,O,X,X,X,X,X,X,O,X
JOSITLZ,X,X,O,O,X,X,X,X,X,X,X,X
JOSITZL,X,X,O,O,X,X,X,X,O,X,X,X
JOSILTZ,X,X,O,X,X,X,X,X,X,X,X,X
JOSILZT,X,X,O,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,X,X,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,O,O,X,X,X,X,X,X,X,X
JOSLTZI,X,X,O,O,X,X,X,X,X,X,O,X
JOSLITZ,X,X,O,X,X,X,X,X,X,X,X,X
JOSLIZT,X,X,O,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,O,X,X,O,X,X,X,X,X,X
JOSLZIT,X,X,O,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,O,O,X,X,X,X,X,X,X,X
JOSZTLI,X,X,O,O,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,X,X,O,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,X,X,X,X,X,X,X,X,X,X
JOZTISL,X,X,O,X,X,X,X,O,X,X,X,X
JOZTLIS,X,O,X,X,X,X,X,X,X,X,X,X
JOZTLSI,X,O,X,X,X,X,X,O,X,X,X,X
JOZTSIL,X,X,O,O,X,X,X,O,X,X,X,X
JOZTSLI,X,O,O,O,X,X,X,O,X,X,X,X
JOZITLS,X,X,X,X,X,X,X,X,O,X,X,X
JOZITSL,X,X,X,X,X,X,X,X,O,X,X,X
JOZILTS,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,X,O,X,X,X,X,X,X,X,X,X,X
JOZISTL,X,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,X,X,O,X,X,X,X,X,X,X,X,X
JOZLTIS,X,X,X,X,X,O,X,X,X,X,X,X
JOZLTSI,X,O,X,X,X,O,X,X,X,X,X,X
JOZLITS,X,X,X,X,X,O,X,X,X,X,X,X
JOZLIST,X,O,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,O,X,X,X,O,X,X,X,X,X,X
JOZLSIT,X,O,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,X,O,O,X,X,X,X,X,X,X,X
JOZSTLI,X,X,O,O,X,X,X,X,X,X,X,X
JOZSITL,X,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,X,X,O,X,X,X,X,X,X,X,X,X
