sequence,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBGeBCiB/?oBUiBlsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFCcB/iB0hBT?jBGoBlsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBuhBciB6?oBXjBlsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBuhB0iB6?oB/sBFtB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBFdB8iB+?jBfnBCtB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbB6jBfnBU?oBlnBGsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBqhBliBc?oB/sBGtB
ZOLSTIJ,X,O,X,O,X,O,O
ZOLSTJI,X,O,X,O,X,X,X
ZOLSITJ,X,O,X,O,X,O,O
ZOLSIJT,O,X,X,O,O,O,X
ZOLSJTI,X,X,X,O,O,X,X
ZOLSJIT,O,X,X,O,O,O,X
ZOJTILS,X,X,O,X,X,X,X
ZOJTISL,X,X,O,X,X,X,X
ZOJTLIS,X,X,O,X,X,X,X
ZOJTLSI,X,X,O,X,X,X,X
ZOJTSIL,X,X,O,X,X,X,X
ZOJTSLI,X,X,O,X,X,X,X
ZOJITLS,X,X,O,X,X,X,X
ZOJITSL,X,X,O,X,X,X,X
ZOJILTS,X,X,X,X,X,X,O
ZOJILST,X,X,X,O,X,O,X
ZOJISTL,X,X,X,O,X,X,X
ZOJISLT,X,X,X,O,X,O,X
ZOJLTIS,X,X,X,X,X,X,O
ZOJLTSI,X,X,X,X,X,X,X
ZOJLITS,X,X,X,X,X,X,O
ZOJLIST,X,X,X,O,X,O,X
ZOJLSTI,X,X,X,O,X,X,X
ZOJLSIT,X,X,X,O,X,O,X
ZOJSTIL,X,X,X,O,X,X,X
ZOJSTLI,X,X,X,O,X,X,X
ZOJSITL,X,X,X,O,X,X,X
ZOJSILT,X,X,X,O,X,O,X
ZOJSLTI,X,X,X,O,X,X,X
ZOJSLIT,X,X,X,O,X,O,X
ZOSTILJ,O,O,X,O,X,O,X
ZOSTIJL,O,O,X,O,X,X,X
ZOSTLIJ,O,O,X,O,X,O,X
ZOSTLJI,O,O,X,O,X,X,X
ZOSTJIL,O,O,X,O,X,X,X
ZOSTJLI,O,O,X,O,X,X,X
ZOSITLJ,O,O,X,O,X,O,X
ZOSITJL,O,O,X,O,X,X,X
ZOSILTJ,X,O,X,O,X,O,O
ZOSILJT,O,X,X,O,O,O,X
ZOSIJTL,O,X,X,O,X,X,X
ZOSIJLT,O,X,X,O,X,O,X
ZOSLTIJ,X,O,X,O,X,O,O
ZOSLTJI,X,O,X,O,X,X,X
ZOSLITJ,X,O,X,O,X,O,O
ZOSLIJT,O,X,X,O,O,O,X
ZOSLJTI,X,X,X,O,O,X,X
ZOSLJIT,O,X,X,O,O,O,X
ZOSJTIL,O,X,X,O,X,X,X
ZOSJTLI,O,X,X,O,X,X,X
ZOSJITL,O,X,X,O,X,X,X
ZOSJILT,O,X,X,O,X,O,X
ZOSJLTI,X,X,X,O,X,X,X
ZOSJLIT,O,X,X,O,X,O,X
OTILJSZ,O,X,O,O,O,X,X
OTILJZS,X,O,O,X,O,X,X
OTILSJZ,O,X,O,O,O,X,X
OTILSZJ,O,O,O,O,X,X,X
OTILZJS,X,O,O,X,X,X,O
OTILZSJ,O,O,O,X,X,X,O
OTIJLSZ,O,X,O,O,X,X,X
OTIJLZS,X,O,O,X,X,X,X
OTIJSLZ,O,X,O,O,X,X,X
OTIJSZL,O,X,O,O,X,X,X
OTIJZLS,X,O,O,X,X,X,X
OTIJZSL,X,O,O,X,X,X,X
OTISLJZ,O,X,O,O,O,X,X
OTISLZJ,O,O,O,O,X,X,X
OTISJLZ,O,X,O,O,X,X,X
OTISJZL,O,X,O,O,X,X,X
OTISZLJ,O,O,O,O,X,O,X
OTISZJL,O,O,O,O,X,X,X
OTIZLJS,X,O,O,X,X,X,O
OTIZLSJ,O,O,O,X,X,O,O
OTIZJLS,X,O,O,X,X,X,X
OTIZJSL,X,O,O,X,X,X,X
OTIZSLJ,O,O,O,X,X,O,X
OTIZSJL,O,O,O,X,X,X,X
OTLIJSZ,O,X,O,O,O,X,X
OTLIJZS,X,O,O,X,O,X,X
OTLISJZ,O,X,O,O,O,X,X
OTLISZJ,O,O,O,O,X,X,X
OTLIZJS,X,O,O,X,X,X,O
OTLIZSJ,O,O,O,X,X,X,O
OTLJISZ,O,X,O,O,O,X,X
OTLJIZS,X,O,O,X,O,X,X
OTLJSIZ,O,X,O,O,O,X,X
OTLJSZI,O,X,O,O,O,X,X
OTLJZIS,X,O,O,X,O,X,X
OTLJZSI,X,O,O,X,O,X,X
OTLSIJZ,O,X,O,O,O,X,X
OTLSIZJ,O,O,O,O,X,X,X
OTLSJIZ,O,X,O,O,O,X,X
OTLSJZI,O,X,O,O,O,X,X
OTLSZIJ,O,O,O,O,X,X,X
OTLSZJI,O,O,O,O,X,X,X
OTLZIJS,X,O,O,X,X,X,O
OTLZISJ,O,O,O,X,X,X,O
OTLZJIS,X,O,O,X,X,X,O
OTLZJSI,X,O,O,X,X,X,X
OTLZSIJ,O,O,O,X,X,X,O
OTLZSJI,O,O,O,X,X,X,X
OTJILSZ,O,X,O,O,X,X,X
OTJILZS,X,O,O,X,X,X,X
OTJISLZ,O,X,O,O,X,X,X
OTJISZL,O,X,O,O,X,X,X
OTJIZLS,X,O,O,X,X,X,X
OTJIZSL,X,O,O,X,X,X,X
OTJLISZ,O,X,O,O,X,X,X
OTJLIZS,X,O,O,X,X,X,X
OTJLSIZ,O,X,O,O,X,X,X
OTJLSZI,O,X,O,O,X,X,X
OTJLZIS,X,O,O,X,X,X,X
OTJLZSI,X,O,O,X,X,X,X
OTJSILZ,O,X,O,O,X,X,X
OTJSIZL,O,X,O,O,X,X,X
OTJSLIZ,O,X,O,O,X,X,X
OTJSLZI,O,X,O,O,X,X,X
OTJSZIL,O,X,O,O,X,X,X
OTJSZLI,O,X,O,O,X,X,X
OTJZILS,X,O,O,X,X,X,X
OTJZISL,X,O,O,X,X,X,X
OTJZLIS,X,O,O,X,X,X,X
OTJZLSI,X,O,O,X,X,X,X
OTJZSIL,X,O,O,X,X,X,X
OTJZSLI,X,O,O,X,X,X,X
OTSILJZ,O,X,O,O,O,X,X
OTSILZJ,O,O,O,O,X,X,X
OTSIJLZ,O,X,O,O,X,X,X
OTSIJZL,O,X,O,O,X,X,X
OTSIZLJ,O,O,O,O,X,O,X
OTSIZJL,O,O,O,O,X,X,X
OTSLIJZ,O,X,O,O,O,X,X
OTSLIZJ,O,O,O,O,X,X,X
OTSLJIZ,O,X,O,O,O,X,X
OTSLJZI,O,X,O,O,O,X,X
OTSLZIJ,O,O,O,O,X,X,X
OTSLZJI,O,O,O,O,X,X,X
OTSJILZ,O,X,O,O,X,X,X
OTSJIZL,O,X,O,O,X,X,X
OTSJLIZ,O,X,O,O,X,X,X
OTSJLZI,O,X,O,O,X,X,X
OTSJZIL,O,X,O,O,X,X,X
OTSJZLI,O,X,O,O,X,X,X
OTSZILJ,O,O,O,O,X,O,X
OTSZIJL,O,O,O,O,X,X,X
OTSZLIJ,O,O,O,O,X,O,X
OTSZLJI,O,O,O,O,X,X,X
OTSZJIL,O,O,O,O,X,X,X
OTSZJLI,O,O,O,O,X,X,X
OTZILJS,X,O,O,X,X,X,O
OTZILSJ,O,O,O,X,X,O,O
OTZIJLS,X,O,O,X,X,X,X
OTZIJSL,X,O,O,X,X,X,X
OTZISLJ,O,O,O,X,X,O,X
OTZISJL,O,O,O,X,X,X,X
OTZLIJS,X,O,O,X,X,X,O
OTZLISJ,O,O,O,X,X,O,O
OTZLJIS,X,O,O,X,X,X,O
OTZLJSI,X,O,O,X,X,X,X
OTZLSIJ,O,O,O,X,X,O,O
OTZLSJI,O,O,O,X,X,X,X
OTZJILS,X,O,O,X,X,X,X
OTZJISL,X,O,O,X,X,X,X
OTZJLIS,X,O,O,X,X,X,X
OTZJLSI,X,O,O,X,X,X,X
OTZJSIL,X,O,O,X,X,X,X
OTZJSLI,X,O,O,X,X,X,X
OTZSILJ,O,O,O,X,X,O,X
OTZSIJL,O,O,O,X,X,X,X
OTZSLIJ,O,O,O,X,X,O,X
OTZSLJI,O,O,O,X,X,X,X
OTZSJIL,O,O,O,X,X,X,X
OTZSJLI,O,O,O,X,X,X,X
OITLJSZ,O,X,O,O,O,X,X
OITLJZS,X,O,O,X,O,X,X
OITLSJZ,O,X,O,O,O,X,X
OITLSZJ,O,O,O,O,X,X,X
OITLZJS,X,O,O,X,X,X,O
OITLZSJ,O,O,O,X,X,X,O
OITJLSZ,O,X,O,O,X,X,X
OITJLZS,X,O,O,X,X,X,X
OITJSLZ,O,X,O,O,X,X,X
OITJSZL,O,X,O,O,X,X,X
OITJZLS,X,O,O,X,X,X,X
OITJZSL,X,O,O,X,X,X,X
OITSLJZ,O,X,O,O,O,X,X
OITSLZJ,O,O,O,O,X,X,X
OITSJLZ,O,X,O,O,X,X,X
OITSJZL,O,X,O,O,X,X,X
OITSZLJ,O,O,O,O,X,O,X
OITSZJL,O,O,O,O,X,X,X
OITZLJS,X,O,O,X,X,X,O
OITZLSJ,O,O,O,X,X,O,O
OITZJLS,X,O,O,X,X,X,X
OITZJSL,X,O,O,X,X,X,X
OITZSLJ,O,O,O,X,X,O,X
OITZSJL,O,O,O,X,X,X,X
OILTJSZ,O,X,O,O,O,X,X
OILTJZS,X,O,O,X,O,X,X
OILTSJZ,O,X,O,O,O,X,X
OILTSZJ,O,O,O,O,X,X,X
OILTZJS,X,O,O,X,X,X,O
OILTZSJ,O,O,O,X,X,X,O
OILJTSZ,O,X,O,O,O,X,X
OILJTZS,X,X,O,X,O,X,X
OILJSTZ,O,X,X,O,O,X,X
OILJSZT,O,X,X,O,O,X,X
OILJZTS,X,X,X,X,O,X,O
OILJZST,X,X,X,O,O,X,X
OILSTJZ,O,X,O,O,O,X,X
OILSTZJ,O,X,O,O,X,X,X
OILSJTZ,O,X,X,O,O,X,X
OILSJZT,O,X,X,O,O,X,X
OILSZTJ,X,X,X,O,X,O,O
OILSZJT,O,X,X,O,O,O,X
OILZTJS,X,O,O,X,X,X,O
OILZTSJ,O,O,O,X,X,O,O
OILZJTS,X,X,X,X,O,X,O
OILZJST,X,X,X,O,O,O,X
OILZSTJ,X,O,X,O,X,O,O
OILZSJT,O,X,X,O,O,O,X
OIJTLSZ,O,X,O,O,X,X,X
OIJTLZS,X,X,O,X,X,X,X
OIJTSLZ,O,X,O,O,X,X,X
OIJTSZL,O,X,O,O,X,X,X
OIJTZLS,X,X,O,X,X,X,X
OIJTZSL,X,X,O,X,X,X,X
OIJLTSZ,O,X,O,O,O,X,X
OIJLTZS,X,X,O,X,O,X,X
OIJLSTZ,O,X,X,O,O,X,X
OIJLSZT,O,X,X,O,O,X,X
OIJLZTS,X,X,X,X,O,X,O
OIJLZST,X,X,X,O,O,X,X
OIJSTLZ,O,X,O,O,X,X,X
OIJSTZL,O,X,O,O,X,X,X
OIJSLTZ,O,X,X,O,O,X,X
OIJSLZT,O,X,X,O,O,X,X
OIJSZTL,O,X,X,O,X,X,X
OIJSZLT,O,X,X,O,X,O,X
OIJZTLS,X,X,O,X,X,X,X
OIJZTSL,X,X,O,X,X,X,X
OIJZLTS,X,X,X,X,X,X,O
OIJZLST,X,X,X,O,X,O,X
OIJZSTL,X,X,X,O,X,X,X
OIJZSLT,X,X,X,O,X,O,X
OISTLJZ,O,X,O,O,O,X,X
OISTLZJ,O,X,O,O,X,X,X
OISTJLZ,O,X,O,O,X,X,X
OISTJZL,O,X,O,O,X,X,X
OISTZLJ,O,X,O,O,X,O,X
OISTZJL,O,X,O,O,X,X,X
OISLTJZ,O,X,O,O,O,X,X
OISLTZJ,O,X,O,O,X,X,X
OISLJTZ,O,X,X,O,O,X,X
OISLJZT,O,X,X,O,O,X,X
OISLZTJ,X,X,X,O,X,O,O
OISLZJT,O,X,X,O,O,O,X
OISJTLZ,O,X,O,O,X,X,X
OISJTZL,O,X,O,O,X,X,X
OISJLTZ,O,X,X,O,O,X,X
OISJLZT,O,X,X,O,O,X,X
OISJZTL,O,X,X,O,X,X,X
OISJZLT,O,X,X,O,X,O,X
OISZTLJ,O,X,X,O,X,O,X
OISZTJL,O,X,X,O,X,X,X
OISZLTJ,X,X,X,O,X,O,O
OISZLJT,O,X,X,O,O,O,X
OISZJTL,O,X,X,O,X,X,X
OISZJLT,O,X,X,O,X,O,X
OIZTLJS,X,O,O,X,X,X,O
OIZTLSJ,O,O,O,X,X,O,O
OIZTJLS,X,O,O,X,X,X,X
OIZTJSL,X,O,O,X,X,X,X
OIZTSLJ,O,O,O,X,X,O,X
OIZTSJL,O,O,O,X,X,X,X
OIZLTJS,X,O,O,X,X,X,O
OIZLTSJ,O,O,O,X,X,O,O
OIZLJTS,X,X,X,X,O,X,O
OIZLJST,X,X,X,O,O,O,X
OIZLSTJ,X,O,X,O,X,O,O
OIZLSJT,O,X,X,O,O,O,X
OIZJTLS,X,X,O,X,X,X,X
OIZJTSL,X,X,O,X,X,X,X
OIZJLTS,X,X,X,X,X,X,O
OIZJLST,X,X,X,O,X,O,X
OIZJSTL,X,X,X,O,X,X,X
OIZJSLT,X,X,X,O,X,O,X
OIZSTLJ,O,O,X,O,X,O,X
OIZSTJL,O,O,X,O,X,X,X
OIZSLTJ,X,O,X,O,X,O,O
OIZSLJT,O,X,X,O,O,O,X
OIZSJTL,O,X,X,O,X,X,X
OIZSJLT,O,X,X,O,X,O,X
OLTIJSZ,O,X,O,O,O,X,X
OLTIJZS,X,O,O,X,O,X,X
OLTISJZ,O,X,O,O,O,X,X
OLTISZJ,O,O,O,O,X,X,X
OLTIZJS,X,O,O,X,X,X,O
OLTIZSJ,O,O,O,X,X,X,O
OLTJISZ,O,X,O,O,O,X,X
OLTJIZS,X,O,O,X,O,X,X
OLTJSIZ,O,X,O,O,O,X,X
OLTJSZI,O,X,O,O,O,X,X
OLTJZIS,X,O,O,X,O,X,X
OLTJZSI,X,O,O,X,O,X,X
OLTSIJZ,O,X,O,O,O,X,X
OLTSIZJ,O,O,O,O,X,X,X
OLTSJIZ,O,X,O,O,O,X,X
OLTSJZI,O,X,O,O,O,X,X
OLTSZIJ,O,O,O,O,X,X,X
OLTSZJI,O,O,O,O,X,X,X
OLTZIJS,X,O,O,X,X,X,O
OLTZISJ,O,O,O,X,X,X,O
OLTZJIS,X,O,O,X,X,X,O
OLTZJSI,X,O,O,X,X,X,X
OLTZSIJ,O,O,O,X,X,X,O
OLTZSJI,O,O,O,X,X,X,X
OLITJSZ,O,X,O,O,O,X,X
OLITJZS,X,O,O,X,O,X,X
OLITSJZ,O,X,O,O,O,X,X
OLITSZJ,O,O,O,O,X,X,X
OLITZJS,X,O,O,X,X,X,O
OLITZSJ,O,O,O,X,X,X,O
OLIJTSZ,O,X,O,O,O,X,X
OLIJTZS,X,X,O,X,O,X,X
OLIJSTZ,O,X,X,O,O,X,X
OLIJSZT,O,X,X,O,O,X,X
OLIJZTS,X,X,X,X,O,X,O
OLIJZST,X,X,X,O,O,X,X
OLISTJZ,O,X,O,O,O,X,X
OLISTZJ,O,X,O,O,X,X,X
OLISJTZ,O,X,X,O,O,X,X
OLISJZT,O,X,X,O,O,X,X
OLISZTJ,X,X,X,O,X,O,O
OLISZJT,O,X,X,O,O,O,X
OLIZTJS,X,O,O,X,X,X,O
OLIZTSJ,O,O,O,X,X,O,O
OLIZJTS,X,X,X,X,O,X,O
OLIZJST,X,X,X,O,O,O,X
OLIZSTJ,X,O,X,O,X,O,O
OLIZSJT,O,X,X,O,O,O,X
OLJTISZ,O,X,O,O,O,X,X
OLJTIZS,X,X,O,X,O,X,X
OLJTSIZ,O,X,O,O,O,X,X
OLJTSZI,O,X,O,O,O,X,X
OLJTZIS,X,X,O,X,O,X,X
OLJTZSI,X,X,O,X,O,X,X
OLJITSZ,O,X,O,O,O,X,X
OLJITZS,X,X,O,X,O,X,X
OLJISTZ,O,X,X,O,O,X,X
OLJISZT,O,X,X,O,O,X,X
OLJIZTS,X,X,X,X,O,X,O
OLJIZST,X,X,X,O,O,X,X
OLJSTIZ,O,X,X,O,O,X,X
OLJSTZI,X,X,X,O,O,X,X
OLJSITZ,O,X,X,O,O,X,X
OLJSIZT,O,X,X,O,O,X,X
OLJSZTI,X,X,X,O,O,X,X
OLJSZIT,O,X,X,O,O,X,X
OLJZTIS,X,X,X,X,O,X,O
OLJZTSI,X,X,X,X,O,X,X
OLJZITS,X,X,X,X,O,X,O
OLJZIST,X,X,X,O,O,X,X
OLJZSTI,X,X,X,O,O,X,X
OLJZSIT,X,X,X,O,O,X,X
OLSTIJZ,O,X,O,O,O,X,X
OLSTIZJ,O,X,O,O,X,X,X
OLSTJIZ,O,X,O,O,O,X,X
OLSTJZI,O,X,O,O,O,X,X
OLSTZIJ,O,X,O,O,X,X,X
OLSTZJI,O,X,O,O,X,X,X
OLSITJZ,O,X,O,O,O,X,X
OLSITZJ,O,X,O,O,X,X,X
OLSIJTZ,O,X,X,O,O,X,X
OLSIJZT,O,X,X,O,O,X,X
OLSIZTJ,X,X,X,O,X,O,O
OLSIZJT,O,X,X,O,O,O,X
OLSJTIZ,O,X,X,O,O,X,X
OLSJTZI,O,X,X,O,O,X,X
OLSJITZ,O,X,X,O,O,X,X
OLSJIZT,O,X,X,O,O,X,X
OLSJZTI,X,X,X,O,O,X,X
OLSJZIT,O,X,X,O,O,X,X
OLSZTIJ,X,X,X,O,X,O,O
OLSZTJI,X,X,X,O,X,X,X
OLSZITJ,X,X,X,O,X,O,O
OLSZIJT,O,X,X,O,O,O,X
OLSZJTI,X,X,X,O,O,X,X
OLSZJIT,O,X,X,O,O,O,X
OLZTIJS,X,O,O,X,X,X,O
OLZTISJ,O,O,O,X,X,O,O
OLZTJIS,X,O,O,X,X,X,O
OLZTJSI,X,O,O,X,X,X,X
OLZTSIJ,O,O,O,X,X,O,O
OLZTSJI,O,O,O,X,X,X,X
OLZITJS,X,O,O,X,X,X,O
OLZITSJ,O,O,O,X,X,O,O
OLZIJTS,X,X,X,X,O,X,O
OLZIJST,X,X,X,O,O,O,X
OLZISTJ,X,O,X,O,X,O,O
OLZISJT,O,X,X,O,O,O,X
OLZJTIS,X,X,X,X,O,X,O
OLZJTSI,X,X,X,X,O,X,X
OLZJITS,X,X,X,X,O,X,O
OLZJIST,X,X,X,O,O,O,X
OLZJSTI,X,X,X,O,O,X,X
OLZJSIT,X,X,X,O,O,O,X
OLZSTIJ,X,O,X,O,X,O,O
OLZSTJI,X,O,X,O,X,X,X
OLZSITJ,X,O,X,O,X,O,O
OLZSIJT,O,X,X,O,O,O,X
OLZSJTI,X,X,X,O,O,X,X
OLZSJIT,O,X,X,O,O,O,X
OJTILSZ,O,X,O,O,X,X,X
OJTILZS,X,X,O,X,X,X,X
OJTISLZ,O,X,O,O,X,X,X
OJTISZL,O,X,O,O,X,X,X
OJTIZLS,X,X,O,X,X,X,X
OJTIZSL,X,X,O,X,X,X,X
OJTLISZ,O,X,O,O,X,X,X
OJTLIZS,X,X,O,X,X,X,X
OJTLSIZ,O,X,O,O,X,X,X
OJTLSZI,O,X,O,O,X,X,X
OJTLZIS,X,X,O,X,X,X,X
OJTLZSI,X,X,O,X,X,X,X
OJTSILZ,O,X,O,O,X,X,X
OJTSIZL,O,X,O,O,X,X,X
OJTSLIZ,O,X,O,O,X,X,X
OJTSLZI,O,X,O,O,X,X,X
OJTSZIL,O,X,O,O,X,X,X
OJTSZLI,O,X,O,O,X,X,X
OJTZILS,X,X,O,X,X,X,X
OJTZISL,X,X,O,X,X,X,X
OJTZLIS,X,X,O,X,X,X,X
OJTZLSI,X,X,O,X,X,X,X
OJTZSIL,X,X,O,X,X,X,X
OJTZSLI,X,X,O,X,X,X,X
OJITLSZ,O,X,O,O,X,X,X
OJITLZS,X,X,O,X,X,X,X
OJITSLZ,O,X,O,O,X,X,X
OJITSZL,O,X,O,O,X,X,X
OJITZLS,X,X,O,X,X,X,X
OJITZSL,X,X,O,X,X,X,X
OJILTSZ,O,X,O,O,O,X,X
OJILTZS,X,X,O,X,O,X,X
OJILSTZ,O,X,X,O,O,X,X
OJILSZT,O,X,X,O,O,X,X
OJILZTS,X,X,X,X,O,X,O
OJILZST,X,X,X,O,O,X,X
OJISTLZ,O,X,O,O,X,X,X
OJISTZL,O,X,O,O,X,X,X
OJISLTZ,O,X,X,O,O,X,X
OJISLZT,O,X,X,O,O,X,X
OJISZTL,O,X,X,O,X,X,X
OJISZLT,O,X,X,O,X,O,X
OJIZTLS,X,X,O,X,X,X,X
OJIZTSL,X,X,O,X,X,X,X
OJIZLTS,X,X,X,X,X,X,O
OJIZLST,X,X,X,O,X,O,X
OJIZSTL,X,X,X,O,X,X,X
OJIZSLT,X,X,X,O,X,O,X
OJLTISZ,O,X,O,O,O,X,X
OJLTIZS,X,X,O,X,O,X,X
OJLTSIZ,O,X,O,O,O,X,X
OJLTSZI,O,X,O,O,O,X,X
OJLTZIS,X,X,O,X,O,X,X
OJLTZSI,X,X,O,X,O,X,X
OJLITSZ,O,X,O,O,O,X,X
OJLITZS,X,X,O,X,O,X,X
OJLISTZ,O,X,X,O,O,X,X
OJLISZT,O,X,X,O,O,X,X
OJLIZTS,X,X,X,X,O,X,O
OJLIZST,X,X,X,O,O,X,X
OJLSTIZ,O,X,X,O,O,X,X
OJLSTZI,X,X,X,O,O,X,X
OJLSITZ,O,X,X,O,O,X,X
OJLSIZT,O,X,X,O,O,X,X
OJLSZTI,X,X,X,O,O,X,X
OJLSZIT,O,X,X,O,O,X,X
OJLZTIS,X,X,X,X,O,X,O
OJLZTSI,X,X,X,X,O,X,X
OJLZITS,X,X,X,X,O,X,O
OJLZIST,X,X,X,O,O,X,X
OJLZSTI,X,X,X,O,O,X,X
OJLZSIT,X,X,X,O,O,X,X
OJSTILZ,O,X,O,O,X,X,X
OJSTIZL,O,X,O,O,X,X,X
OJSTLIZ,O,X,O,O,X,X,X
OJSTLZI,O,X,O,O,X,X,X
OJSTZIL,O,X,O,O,X,X,X
OJSTZLI,O,X,O,O,X,X,X
OJSITLZ,O,X,O,O,X,X,X
OJSITZL,O,X,O,O,X,X,X
OJSILTZ,O,X,X,O,O,X,X
OJSILZT,O,X,X,O,O,X,X
OJSIZTL,O,X,X,O,X,X,X
OJSIZLT,O,X,X,O,X,O,X
OJSLTIZ,O,X,X,O,O,X,X
OJSLTZI,O,X,X,O,O,X,X
OJSLITZ,O,X,X,O,O,X,X
OJSLIZT,O,X,X,O,O,X,X
OJSLZTI,X,X,X,O,O,X,X
OJSLZIT,O,X,X,O,O,X,X
OJSZTIL,O,X,X,O,X,X,X
OJSZTLI,O,X,X,O,X,X,X
OJSZITL,O,X,X,O,X,X,X
OJSZILT,O,X,X,O,X,O,X
OJSZLTI,X,X,X,O,X,X,X
OJSZLIT,O,X,X,O,X,O,X
OJZTILS,X,X,O,X,X,X,X
OJZTISL,X,X,O,X,X,X,X
OJZTLIS,X,X,O,X,X,X,X
OJZTLSI,X,X,O,X,X,X,X
OJZTSIL,X,X,O,X,X,X,X
OJZTSLI,X,X,O,X,X,X,X
OJZITLS,X,X,O,X,X,X,X
OJZITSL,X,X,O,X,X,X,X
OJZILTS,X,X,X,X,X,X,O
OJZILST,X,X,X,O,X,O,X
OJZISTL,X,X,X,O,X,X,X
OJZISLT,X,X,X,O,X,O,X
OJZLTIS,X,X,X,X,X,X,O
OJZLTSI,X,X,X,X,X,X,X
OJZLITS,X,X,X,X,X,X,O
OJZLIST,X,X,X,O,X,O,X
OJZLSTI,X,X,X,O,X,X,X
OJZLSIT,X,X,X,O,X,O,X
OJZSTIL,X,X,X,O,X,X,X
OJZSTLI,X,X,X,O,X,X,X
OJZSITL,X,X,X,O,X,X,X
OJZSILT,X,X,X,O,X,O,X
OJZSLTI,X,X,X,O,X,X,X
OJZSLIT,X,X,X,O,X,O,X
OSTILJZ,O,X,O,O,O,X,X
OSTILZJ,O,X,O,O,X,X,X
OSTIJLZ,O,X,O,O,X,X,X
OSTIJZL,O,X,O,O,X,X,X
OSTIZLJ,O,X,O,O,X,O,X
OSTIZJL,O,X,O,O,X,X,X
OSTLIJZ,O,X,O,O,O,X,X
OSTLIZJ,O,X,O,O,X,X,X
OSTLJIZ,O,X,O,O,O,X,X
OSTLJZI,O,X,O,O,O,X,X
OSTLZIJ,O,X,O,O,X,X,X
OSTLZJI,O,X,O,O,X,X,X
OSTJILZ,O,X,O,O,X,X,X
OSTJIZL,O,X,O,O,X,X,X
OSTJLIZ,O,X,O,O,X,X,X
OSTJLZI,O,X,O,O,X,X,X
OSTJZIL,O,X,O,O,X,X,X
OSTJZLI,O,X,O,O,X,X,X
OSTZILJ,O,X,O,O,X,O,X
OSTZIJL,O,X,O,O,X,X,X
OSTZLIJ,O,X,O,O,X,O,X
OSTZLJI,O,X,O,O,X,X,X
OSTZJIL,O,X,O,O,X,X,X
OSTZJLI,O,X,O,O,X,X,X
OSITLJZ,O,X,O,O,O,X,X
OSITLZJ,O,X,O,O,X,X,X
OSITJLZ,O,X,O,O,X,X,X
OSITJZL,O,X,O,O,X,X,X
OSITZLJ,O,X,O,O,X,O,X
OSITZJL,O,X,O,O,X,X,X
OSILTJZ,O,X,O,O,O,X,X
OSILTZJ,O,X,O,O,X,X,X
OSILJTZ,O,X,X,O,O,X,X
OSILJZT,O,X,X,O,O,X,X
OSILZTJ,X,X,X,O,X,O,O
OSILZJT,O,X,X,O,O,O,X
OSIJTLZ,O,X,O,O,X,X,X
OSIJTZL,O,X,O,O,X,X,X
OSIJLTZ,O,X,X,O,O,X,X
OSIJLZT,O,X,X,O,O,X,X
OSIJZTL,O,X,X,O,X,X,X
OSIJZLT,O,X,X,O,X,O,X
OSIZTLJ,O,X,X,O,X,O,X
OSIZTJL,O,X,X,O,X,X,X
OSIZLTJ,X,X,X,O,X,O,O
OSIZLJT,O,X,X,O,O,O,X
OSIZJTL,O,X,X,O,X,X,X
OSIZJLT,O,X,X,O,X,O,X
OSLTIJZ,O,X,O,O,O,X,X
OSLTIZJ,O,X,O,O,X,X,X
OSLTJIZ,O,X,O,O,O,X,X
OSLTJZI,O,X,O,O,O,X,X
OSLTZIJ,O,X,O,O,X,X,X
OSLTZJI,O,X,O,O,X,X,X
OSLITJZ,O,X,O,O,O,X,X
OSLITZJ,O,X,O,O,X,X,X
OSLIJTZ,O,X,X,O,O,X,X
OSLIJZT,O,X,X,O,O,X,X
OSLIZTJ,X,X,X,O,X,O,O
OSLIZJT,O,X,X,O,O,O,X
OSLJTIZ,O,X,X,O,O,X,X
OSLJTZI,O,X,X,O,O,X,X
OSLJITZ,O,X,X,O,O,X,X
OSLJIZT,O,X,X,O,O,X,X
OSLJZTI,X,X,X,O,O,X,X
OSLJZIT,O,X,X,O,O,X,X
OSLZTIJ,X,X,X,O,X,O,O
OSLZTJI,X,X,X,O,X,X,X
OSLZITJ,X,X,X,O,X,O,O
OSLZIJT,O,X,X,O,O,O,X
OSLZJTI,X,X,X,O,O,X,X
OSLZJIT,O,X,X,O,O,O,X
OSJTILZ,O,X,O,O,X,X,X
OSJTIZL,O,X,O,O,X,X,X
OSJTLIZ,O,X,O,O,X,X,X
OSJTLZI,O,X,O,O,X,X,X
OSJTZIL,O,X,O,O,X,X,X
OSJTZLI,O,X,O,O,X,X,X
OSJITLZ,O,X,O,O,X,X,X
OSJITZL,O,X,O,O,X,X,X
OSJILTZ,O,X,X,O,O,X,X
OSJILZT,O,X,X,O,O,X,X
OSJIZTL,O,X,X,O,X,X,X
