sequence,v115@vhHX5IcjBTfB+tBTpBiqBlsBRwB,v115@vhH01I/fBTjBKpBFqBGsBTtBRwB,v115@vhHX5IcjBzfB+tBTpBiqBlsBRwB,v115@vhH01I/fBziBKpBFqBGsBTtBRwB,v115@vhH/CJcjBTfB+tBTpBiqBlsBRwB,v115@vhH//IcgBTjBKpBFqBGsBTtBRwB,v115@vhHX+ITfB8lB5oBTpB2vBlrByxB,v115@vhH06IZkBfnBTjBWvBFrBSxBTtB,v115@vhH07ITfBZlBfoBTpBWwBFsBSyB,v115@vhHX9I8kB5nBTjB2uBlqBywBTtB,v115@vhH07IZkBzfBfoBzpBWwBFsBSyB,v115@vhHX9I8kBziB5oB2uBlqBywBzsB,v115@vhHX+IzfB8lB5oBTpB2vBlrByxB,v115@vhH06IZkBfnBziBWvBFrBSxBTtB,v115@vhH02I/gBTfBKqBTpBFrBGtBRxB,v115@vhHX4IciBTjB+sBipBlrBTtBRvB,v115@vhHX4IciB6oBznBTpB2vBlrBxxB,v115@vhH02I/gBOkBzkBFrBSxBTtBxuB,v115@vhH/AJchBTfBKqBTpBFrBGtBRxB,v115@vhH/BJciBTjB+sBipBlrBTtBRvB,v115@vhH/BJciB6oBznBTpB2vBlrBxxB,v115@vhH/AJchBOkBzkBFrBSxBTtBxuB,v115@vhHi1IcfBTeBFlB+tBTpB3qBRsB,v115@vhHG5ITaB/jBKpBlnBRqBUsBTtB,v115@vhHi1IcfBFlBWsBTpB3qBTtBxwB,v115@vhHG5I/jByqBlnBTpBUsBTtBxvB,v115@vhHi1IcfBTbBFlB+tBTpB3qBRsB,v115@vhHG5ITdB/jBKpBlnBRqBUsBTtB,v115@vhHX5IcjBTiBStBTpB2vBlrBxxB,v115@vhH01I/fBTgB2pBFrBSxBTtBxuB,v115@vhHT5IciBXjBStBTpB2vBlrBxxB,v115@vhHT1I/gB0fB2pBFrBSxBTtBxuB,v115@vhHf9IGeBUjBFnBTpBxqBSxBTtB,v115@vhH87IiaB3fBllBTpB2vBxrBTtB,v115@vhHc/ISoBFlBWsBTpB3qBTtBxwB,v115@vhH/DJ2kByqBlnBTpBUsBTtBxvB,v115@vhHc/I5oBFlB+rBatBTpB3qBTsB,v115@vhH/DJZkBupBKrBlnBTqBUsBTtB,v115@vhHZ6IGZB/jBtnBTpBiqBUsBTtB,v115@vhHi1I5eBcfBdlBTpB3qBGsBTtB,v115@vhHT/IulBKqBNrBUnB/tBTpBRxB,v115@vhHaHJTjBcpB3lB9rB+sBTtBRvB,v115@vhHc+ITfB5oB2qBlnBTpB3rByxB,v115@vhH/6IZkBTjBFlBSsBWvBUrBTtB,v115@vhHT/IaoBcqB3mB9sB+tBTpBRwB,v115@vhHuEJTjBKpBNqBUmB/sBTtBRwB,v115@vhHG5IzdBcoBXmBTpBFsBSyBxvB,v115@vhHi1IzaB/kB0mB2uBlqBTtBxwB,v115@vhHz/IaoBcqB3mB9sB+tBTpBRwB,v115@vhHuEJziBKpBNqBUmB/sBTtBRwB,v115@vhH++IUhBFlBSsBToBTpB3qBxxB,v115@vhHK6I3hBTkB2qBlnBUsBTtBxuB,v115@vhHi1IcfBdlBWsBTpB3qBTtBxwB,v115@vhHG5I/jBtnByqBTpBUsBTtBxvB,v115@vhHi1IcfBTbBFlBXmB+tBTpBRsB,v115@vhHG5ITdB/jBKpB0mBlnBRqBTtB,v115@vhHT1I/bBifBUlBFmB+tBTpBRsB,v115@vhHc9ITZBGjBKpBlmB3nBRqBTtB,v115@vhHyEJXjBRmB+tBTpBTqB0rBlsB,v115@vhH0/IWoBKpBRmBFqBXrBTsBTtB,v115@vhHZ6IGZB/jBlnBTpBiqBUsBTtB,v115@vhHi1I5eBcfBFlBTpB3qBGsBTtB
ZTOLJIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZTOLJSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZTOLSIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
ZTOLSJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZTOJILS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZTOJISL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZTOJLIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZTOJLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZTOJSIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZTOJSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZTOSILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZTOSIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZTOSLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
ZTOSLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZTOSJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZTOSJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZITLJSO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZITLJOS,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZITLSJO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZITLSOJ,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZITLOJS,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZITLOSJ,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X
ZITJLSO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZITJLOS,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZITJSLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X
ZITJSOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X
ZITJOLS,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZITJOSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X
ZITSLJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZITSLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZITSJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
ZITSJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
ZITSOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZITSOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
ZITOLJS,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZITOLSJ,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X
ZITOJLS,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZITOJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
ZITOSLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X
ZITOSJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,O,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,O,X
ZILTJSO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZILTJOS,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X
ZILTSJO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZILTSOJ,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,O,X,O,O,X,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
ZILTOJS,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X
ZILTOSJ,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X
ZILJTSO,O,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,O,X,O,X,O,X,O,O,X,X
ZILJTOS,O,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
ZILJSTO,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X
ZILJSOT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,X,O,O,X,O
ZILJOTS,O,X,O,X,O,X,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,O
ZILJOST,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X,O,X,O,O,O,O
ZILSTJO,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X
ZILSTOJ,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,O,O,X,O,O,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X
ZILSJTO,X,O,X,O,X,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,X,O,O,X,O,O,O,X,X,O,X,O,O,X,X
ZILSJOT,X,O,X,O,X,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,O,O,O,O,O,O,O,X,O,X,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,X,O,O,O,O
ZILSOTJ,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,X,O,X,O,X,X,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,O,O,O,X,X,X,X,X,O,O,O
ZILSOJT,X,O,X,O,X,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,O,O,X,O,O,X,O,X,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,X,X,O,O,O
ZILOTJS,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O,X,O
ZILOTSJ,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,O
ZILOJTS,O,X,O,X,O,X,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,O
ZILOJST,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,O,O,O,O
ZILOSTJ,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,O,O,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,O,O,O,X,X,X,X,X,O,O,O
ZILOSJT,X,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X,X,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,X,O,O,O,O
ZIJTLSO,O,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X
ZIJTLOS,O,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
ZIJTSLO,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X
ZIJTSOL,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,O,O,X,X,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X
ZIJTOLS,O,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZIJTOSL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X
ZIJLTSO,O,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,O,X,O,X,O,O,X,X
ZIJLTOS,O,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
ZIJLSTO,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X
ZIJLSOT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,X,O,O,O,X,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,O,X,O,O,X,O
ZIJLOTS,O,X,O,X,O,X,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,O,X,O
ZIJLOST,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,O
ZIJSTLO,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X
ZIJSTOL,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,O,O,O,O,X,X,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X
ZIJSLTO,O,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X
ZIJSLOT,O,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,O,O,O,X,X,O,X,O,X,X,O,O,O,O,X,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,O,X,O,O,X,O
ZIJSOTL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X,O,X,X,O,X,O,O,X,O,X,O,O,O,O,X,X,O,O,X,X,O,O,O,O,X,X,X,O,X,X,O
ZIJSOLT,O,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X,O,O,O,X,X,O,X,O,X,X,O,O,O,O,X,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X,O
ZIJOTLS,O,X,O,X,O,X,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZIJOTSL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,X,O,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,O
ZIJOLTS,O,X,O,X,O,X,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,O,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O
ZIJOLST,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X,O,X,O,X,O,O
ZIJOSTL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X,O,O,O,X,X,O,X,O,X,O,O,O,X,X,O,X,O,X,X,O,X,O,O,O,O,X,O,O,O,O,X,X,O,O,X,X,O,O,O,O,X,X,X,O,X,O,O
ZIJOSLT,O,X,O,X,O,X,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,O,X,O,O
ZISTLJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZISTLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
ZISTJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
