sequence,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxbB6iBXgBl?hBcqBerB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFGbB0cB6iBZ?lBVmBzqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Jex6IvhF0cB6iBlfB3?gBOrBTqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFXgBxhBGiBF?mB0qBiqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBlgBGiBa?qBXmB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBGiBFlBX?mBiqB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Jex6IvhF6iB0fBlgB3?hBOrBTqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBGiBUlBF?mBKqBfrB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFFbBxcBUhBG?iBTlByvB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhF6iBlhBRlBO?qBXmB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxbB6iBfmBl?hBUlB2vB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFZhBTgBCiBG?iB0qBFqB
STIJOLZ,O,O,X,O,X,O,X,X,O,X,X,X
STIJOZL,X,O,X,O,X,O,X,X,O,X,X,X
STIZLJO,X,O,O,X,X,X,O,X,O,X,X,X
STIZLOJ,X,O,O,X,X,X,O,X,X,X,X,X
STIZJLO,X,O,X,X,X,X,O,X,O,X,X,X
STIZJOL,X,O,X,X,X,X,X,X,O,X,X,X
STIZOLJ,X,O,X,X,X,X,O,X,X,X,X,X
STIZOJL,X,O,X,O,X,X,X,X,O,X,X,X
STIOLJZ,O,O,O,O,X,X,X,X,X,O,X,X
STIOLZJ,O,O,O,X,X,X,X,X,X,X,X,X
STIOJLZ,X,O,O,O,X,O,X,X,X,X,X,X
STIOJZL,X,O,O,O,X,O,X,X,X,X,X,X
STIOZLJ,X,O,O,O,X,X,X,X,X,X,X,X
STIOZJL,X,O,O,O,X,X,X,X,X,X,X,X
STLIJZO,O,O,O,X,O,X,X,X,O,X,X,X
STLIJOZ,O,O,X,X,O,X,X,X,O,O,X,X
STLIZJO,X,O,O,X,X,X,O,X,O,X,X,X
STLIZOJ,X,O,O,X,X,X,O,X,O,X,X,X
STLIOJZ,O,O,O,O,O,X,X,X,X,O,X,X
STLIOZJ,O,O,O,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,X,O,O,X,X,O,X,X,X
STLJIOZ,O,O,O,X,O,O,X,X,O,X,X,X
STLJZIO,O,O,O,X,O,O,O,X,O,X,X,X
STLJZOI,O,O,O,X,O,O,O,X,O,X,X,X
STLJOIZ,O,X,O,X,O,O,X,X,O,X,X,X
STLJOZI,O,O,O,X,O,O,X,X,O,X,X,X
STLZIJO,X,O,O,X,X,X,O,X,O,X,X,X
STLZIOJ,O,O,O,X,X,X,O,X,O,X,X,O
STLZJIO,O,O,X,X,O,X,O,X,O,X,X,X
STLZJOI,O,O,X,X,O,X,O,X,O,X,X,X
STLZOIJ,O,O,X,X,X,X,O,X,O,X,X,O
STLZOJI,O,O,X,X,O,X,O,X,O,X,X,X
STLOIJZ,O,O,O,O,O,X,X,X,O,O,X,X
STLOIZJ,O,O,O,X,X,X,O,X,O,X,X,X
STLOJIZ,O,O,O,X,O,O,X,X,O,X,X,X
STLOJZI,O,O,O,X,O,O,O,X,O,X,X,X
STLOZIJ,O,O,O,X,X,X,O,X,O,X,X,X
STLOZJI,O,O,O,X,O,X,O,X,O,X,X,X
STJILZO,O,O,O,X,O,O,X,X,O,X,X,X
STJILOZ,O,O,O,X,O,O,X,X,O,X,X,X
STJIZLO,O,O,O,X,X,O,X,O,O,X,X,X
STJIZOL,O,O,O,X,X,O,X,O,O,X,X,X
STJIOLZ,O,O,O,O,X,O,X,X,O,X,X,X
STJIOZL,X,O,O,O,X,O,X,X,O,X,X,X
STJLIZO,O,O,O,X,O,O,X,X,O,X,X,X
STJLIOZ,O,O,O,X,O,O,X,X,O,X,X,X
STJLZIO,O,O,O,X,O,O,O,X,O,X,X,X
STJLZOI,O,O,O,X,O,O,O,X,O,X,X,X
STJLOIZ,O,X,O,X,O,O,X,X,O,X,X,X
STJLOZI,O,O,O,X,O,O,X,X,O,X,X,X
STJZILO,O,O,O,X,X,O,O,O,O,X,X,X
STJZIOL,O,O,O,X,X,O,X,O,O,X,X,X
STJZLIO,O,O,O,X,X,O,O,O,O,X,X,X
STJZLOI,O,O,O,X,X,O,O,O,O,X,X,X
STJZOIL,O,X,O,X,X,O,X,O,O,X,X,X
STJZOLI,O,O,O,X,X,O,X,O,X,X,X,X
STJOILZ,O,X,O,O,X,O,X,X,O,X,X,X
STJOIZL,X,X,O,O,X,O,X,X,O,X,X,X
STJOLIZ,O,X,O,X,X,O,X,X,X,X,X,X
STJOLZI,O,O,O,X,X,O,X,X,X,X,X,X
STJOZIL,O,X,O,X,X,O,X,X,O,X,X,X
STJOZLI,O,O,O,X,X,O,X,O,X,X,X,X
STZILJO,X,O,O,X,X,X,O,X,O,X,X,X
STZILOJ,O,O,O,O,X,X,O,X,O,X,X,O
STZIJLO,X,O,X,X,X,X,O,X,O,X,X,X
STZIJOL,X,O,X,O,X,X,X,X,O,X,X,X
STZIOLJ,O,O,X,O,X,X,O,X,X,X,X,O
STZIOJL,X,O,X,O,X,X,X,X,O,X,X,X
STZLIJO,X,O,O,X,X,X,O,X,O,X,X,X
STZLIOJ,O,O,O,O,X,X,O,X,O,X,X,O
STZLJIO,O,O,X,X,X,X,O,X,O,X,X,X
STZLJOI,O,O,X,X,X,X,O,X,O,X,X,X
STZLOIJ,O,O,X,O,X,X,O,X,O,X,X,O
STZLOJI,O,O,X,X,X,X,O,X,O,X,X,X
STZJILO,O,O,X,X,X,O,O,O,O,X,X,X
STZJIOL,O,O,X,O,X,O,X,O,O,X,X,X
STZJLIO,O,O,X,X,X,O,O,O,O,X,X,X
STZJLOI,O,O,X,X,X,O,O,O,O,X,X,X
STZJOIL,O,X,X,O,X,O,X,O,O,X,X,X
STZJOLI,O,O,X,X,X,O,X,O,X,X,X,X
STZOILJ,O,O,X,O,X,X,O,X,X,X,X,O
STZOIJL,X,O,X,O,X,X,X,X,O,X,X,X
STZOLIJ,O,O,X,O,X,X,O,X,X,X,X,O
STZOLJI,O,O,X,X,X,X,O,X,X,X,X,X
STZOJIL,O,O,X,O,X,O,X,X,O,X,X,X
STZOJLI,O,O,X,X,X,O,X,O,X,X,X,X
STOILJZ,O,O,O,O,X,X,X,X,X,O,X,X
STOILZJ,O,O,O,X,X,X,O,X,X,X,X,X
STOIJLZ,X,O,O,O,X,O,X,X,X,X,X,X
STOIJZL,X,O,O,O,X,O,X,X,X,X,X,X
STOIZLJ,X,O,O,O,X,X,O,X,X,X,X,X
STOIZJL,X,O,O,O,X,X,O,X,X,X,X,X
STOLIJZ,O,O,O,O,X,X,X,X,X,O,X,X
STOLIZJ,O,O,O,X,X,X,O,X,X,X,X,X
STOLJIZ,O,O,O,X,X,O,X,X,O,X,X,X
STOLJZI,O,O,O,X,X,O,O,X,O,X,X,X
STOLZIJ,O,O,O,X,X,X,O,X,O,X,X,X
STOLZJI,O,O,O,X,X,X,O,X,O,X,X,X
STOJILZ,O,O,O,O,X,O,X,X,O,X,X,X
STOJIZL,X,O,O,O,X,O,X,X,O,X,X,X
STOJLIZ,O,O,O,X,X,O,X,X,X,X,X,X
STOJLZI,O,O,O,X,X,O,O,X,X,X,X,X
STOJZIL,O,O,O,X,X,O,O,X,O,X,X,X
STOJZLI,O,O,O,X,X,O,O,O,X,X,X,X
STOZILJ,O,O,O,O,X,X,O,X,X,X,X,X
STOZIJL,X,O,O,O,X,X,O,X,O,X,X,X
STOZLIJ,O,O,O,O,X,X,O,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,O,X,X,X,X,X
STOZJIL,O,O,O,O,X,O,O,X,O,X,X,X
STOZJLI,O,O,O,X,X,O,O,O,X,X,X,X
SITLJZO,X,O,X,X,X,X,X,X,O,X,X,X
SITLJOZ,X,O,X,X,X,X,X,X,O,O,X,X
SITLZJO,X,O,X,X,X,X,O,X,O,X,X,X
SITLZOJ,X,O,X,X,X,X,O,X,O,X,X,X
SITLOJZ,O,O,X,O,X,X,X,X,X,O,X,X
SITLOZJ,O,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,O,X,X,X,O,X,X,O,X,X,X
SITJLOZ,X,O,X,X,X,O,X,X,O,X,X,X
SITJZLO,X,O,X,X,X,O,X,X,O,X,X,X
SITJZOL,X,O,X,X,X,O,X,X,O,X,X,X
SITJOLZ,X,O,X,O,X,O,X,X,O,X,X,X
SITJOZL,X,O,X,O,X,O,X,X,O,X,X,X
SITZLJO,X,O,X,X,X,X,O,X,O,X,X,X
SITZLOJ,X,O,X,X,X,X,O,X,X,X,X,X
SITZJLO,X,O,X,X,X,X,O,X,O,X,X,X
SITZJOL,X,O,X,X,X,X,X,X,O,X,X,X
SITZOLJ,X,O,X,X,X,X,O,X,X,X,X,X
SITZOJL,X,O,X,O,X,X,X,X,O,X,X,X
SITOLJZ,O,O,X,O,X,X,X,X,X,O,X,X
SITOLZJ,O,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,O,X,O,X,O,X,X,X,X,X,X
SITOJZL,X,O,X,O,X,O,X,X,X,X,X,X
SITOZLJ,X,O,X,O,X,X,X,X,X,X,X,X
SITOZJL,X,O,X,O,X,X,X,X,X,X,X,X
SILTJZO,X,O,X,X,O,X,X,X,O,X,X,X
SILTJOZ,X,O,X,X,O,X,X,X,O,O,X,X
SILTZJO,X,O,X,X,X,X,O,X,O,X,X,X
SILTZOJ,X,O,X,X,X,X,O,X,O,X,X,X
SILTOJZ,O,O,X,X,O,X,X,X,X,O,X,X
SILTOZJ,O,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,O,X,X,O,X,X,X,O,X,X,X
SILJTOZ,O,O,X,X,O,X,X,X,O,X,X,X
SILJZTO,X,O,X,X,O,X,X,X,O,X,X,X
SILJZOT,X,X,X,X,O,X,X,X,O,X,X,X
SILJOTZ,O,O,X,X,O,X,X,X,O,X,X,X
SILJOZT,O,X,X,X,O,X,X,X,O,X,X,X
SILZTJO,X,O,X,X,X,X,O,X,O,X,X,X
SILZTOJ,O,O,X,X,X,X,O,X,O,X,X,O
SILZJTO,O,O,X,X,X,X,X,X,O,X,X,X
SILZJOT,O,X,X,X,X,X,X,X,O,X,X,O
SILZOTJ,O,O,X,X,X,X,X,X,O,X,X,O
SILZOJT,O,X,X,X,X,X,X,X,X,X,X,O
SILOTJZ,O,O,X,O,O,X,X,X,O,O,X,X
SILOTZJ,O,O,X,X,X,X,O,X,O,X,X,X
SILOJTZ,O,O,X,O,O,X,X,X,O,X,X,X
SILOJZT,O,X,X,O,O,X,X,X,O,X,X,X
SILOZTJ,O,O,X,O,X,X,O,X,O,X,X,X
SILOZJT,O,X,X,O,X,X,X,X,O,X,X,X
SIJTLZO,X,O,X,X,O,O,X,X,O,X,X,X
SIJTLOZ,O,O,X,X,O,O,X,X,O,X,X,X
SIJTZLO,X,O,X,X,X,O,X,X,O,X,X,X
SIJTZOL,X,O,X,X,X,O,X,X,O,X,X,X
SIJTOLZ,O,O,X,X,X,O,X,X,O,X,X,X
SIJTOZL,X,O,X,X,X,O,X,X,O,X,X,X
SIJLTZO,X,O,X,X,O,O,X,X,O,X,X,X
SIJLTOZ,O,O,X,X,O,O,X,X,O,X,X,X
SIJLZTO,X,O,X,X,O,X,X,X,O,X,X,X
SIJLZOT,X,X,X,X,O,X,X,X,O,X,X,X
SIJLOTZ,O,O,X,X,O,O,X,X,O,X,X,X
SIJLOZT,O,X,X,X,O,X,X,X,O,X,X,X
SIJZTLO,X,O,X,X,X,O,X,X,O,X,X,X
SIJZTOL,X,O,X,X,X,O,X,X,O,X,X,X
SIJZLTO,X,O,X,X,O,X,X,X,O,X,X,X
SIJZLOT,X,X,X,X,O,X,X,X,O,X,X,X
SIJZOTL,X,X,X,X,X,O,X,X,O,X,X,X
SIJZOLT,X,X,X,X,X,X,X,X,O,X,X,X
SIJOTLZ,O,O,X,O,X,O,X,X,O,X,X,X
SIJOTZL,X,O,X,O,X,O,X,X,O,X,X,X
SIJOLTZ,O,O,X,O,O,O,X,X,O,X,X,X
SIJOLZT,O,X,X,O,O,X,X,X,O,X,X,X
SIJOZTL,X,X,X,O,X,O,X,X,O,X,X,X
SIJOZLT,X,X,X,O,X,X,X,X,O,X,X,X
SIZTLJO,X,O,X,X,X,X,O,X,O,X,X,X
SIZTLOJ,O,O,X,O,X,X,O,X,O,X,X,O
SIZTJLO,X,O,X,X,X,X,O,X,O,X,X,X
SIZTJOL,X,O,X,O,X,X,X,X,O,X,X,X
SIZTOLJ,O,O,X,O,X,X,O,X,X,X,X,O
SIZTOJL,X,O,X,O,X,X,X,X,O,X,X,X
SIZLTJO,X,O,X,X,X,X,O,X,O,X,X,X
SIZLTOJ,O,O,X,X,X,X,O,X,O,X,X,O
SIZLJTO,O,O,X,X,X,X,X,X,O,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,O,X,X,O
SIZLOTJ,O,O,X,O,X,X,X,X,O,X,X,O
SIZLOJT,O,X,X,O,X,X,X,X,X,X,X,O
SIZJTLO,O,O,X,X,X,X,X,X,O,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,O,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X,O,X,X,X
SIZJLOT,O,X,X,X,X,X,X,X,O,X,X,O
SIZJOTL,O,X,X,O,X,X,X,X,O,X,X,X
SIZJOLT,O,X,X,O,X,X,X,X,O,X,X,O
SIZOTLJ,O,O,X,O,X,X,X,X,X,X,X,O
SIZOTJL,X,O,X,O,X,X,X,X,O,X,X,X
SIZOLTJ,O,O,X,O,X,X,X,X,O,X,X,O
SIZOLJT,O,X,X,O,X,X,X,X,X,X,X,O
SIZOJTL,O,X,X,O,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,O,X,X,X,X,X,X,X,O
SIOTLJZ,O,O,X,O,X,X,X,X,X,O,X,X
SIOTLZJ,O,O,X,X,X,X,O,X,X,X,X,X
SIOTJLZ,X,O,X,O,X,O,X,X,X,X,X,X
SIOTJZL,X,O,X,O,X,O,X,X,X,X,X,X
SIOTZLJ,X,O,X,O,X,X,O,X,X,X,X,X
SIOTZJL,X,O,X,O,X,X,O,X,X,X,X,X
SIOLTJZ,O,O,X,O,X,X,X,X,X,O,X,X
SIOLTZJ,O,O,X,X,X,X,O,X,X,X,X,X
SIOLJTZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,O,X,X,O,X,X,X,X,X
SIOLZJT,O,X,X,O,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,O,X,O,X,X,X,X,X,X
SIOJTZL,X,O,X,O,X,O,X,X,X,X,X,X
SIOJLTZ,O,O,X,O,X,O,X,X,X,X,X,X
SIOJLZT,O,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,O,X,O,X,X,X,X,X,X
SIOJZLT,X,X,X,O,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,O,X,X,O,X,X,X,X,X
SIOZTJL,X,O,X,O,X,X,O,X,X,X,X,X
SIOZLTJ,O,O,X,O,X,X,O,X,X,X,X,X
SIOZLJT,O,X,X,O,X,X,X,X,X,X,X,X
SIOZJTL,O,X,X,O,X,X,X,X,X,X,X,X
SIOZJLT,O,X,X,O,X,X,X,X,X,X,X,X
SLTIJZO,O,O,O,X,O,X,X,X,O,X,X,X
SLTIJOZ,O,O,X,X,O,X,X,X,O,O,X,X
SLTIZJO,X,O,O,X,X,X,O,X,O,X,X,X
SLTIZOJ,X,O,O,X,X,X,O,X,O,X,X,X
SLTIOJZ,O,O,O,O,O,X,X,X,X,O,X,X
SLTIOZJ,O,O,O,X,X,X,X,X,X,X,X,X
SLTJIZO,O,O,O,X,O,O,X,X,O,X,X,X
SLTJIOZ,O,O,O,X,O,O,X,X,O,X,X,X
SLTJZIO,O,O,O,X,O,O,O,X,O,X,X,X
SLTJZOI,O,O,O,X,O,O,O,X,O,X,X,X
SLTJOIZ,O,X,O,X,O,O,X,X,O,X,X,X
SLTJOZI,O,O,O,X,O,O,X,X,O,X,X,X
SLTZIJO,X,O,O,X,X,X,O,X,O,X,X,X
SLTZIOJ,O,O,O,X,X,X,O,X,O,X,X,O
SLTZJIO,O,O,X,X,O,X,O,X,O,X,X,X
SLTZJOI,O,O,X,X,O,X,O,X,O,X,X,X
SLTZOIJ,O,O,X,X,X,X,O,X,O,X,X,O
SLTZOJI,O,O,X,X,O,X,O,X,O,X,X,X
SLTOIJZ,O,O,O,O,O,X,X,X,O,O,X,X
SLTOIZJ,O,O,O,X,X,X,O,X,O,X,X,X
SLTOJIZ,O,O,O,X,O,O,X,X,O,X,X,X
SLTOJZI,O,O,O,X,O,O,O,X,O,X,X,X
SLTOZIJ,O,O,O,X,X,X,O,X,O,X,X,X
SLTOZJI,O,O,O,X,O,X,O,X,O,X,X,X
SLITJZO,X,O,X,X,O,X,X,X,O,X,X,X
SLITJOZ,X,O,X,X,O,X,X,X,O,O,X,X
SLITZJO,X,O,X,X,X,X,O,X,O,X,X,X
SLITZOJ,X,O,X,X,X,X,O,X,O,X,X,X
SLITOJZ,O,O,X,X,O,X,X,X,X,O,X,X
SLITOZJ,O,O,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,O,X,X,O,X,X,X,O,X,X,X
SLIJTOZ,O,O,X,X,O,X,X,X,O,X,X,X
SLIJZTO,X,O,X,X,O,X,X,X,O,X,X,X
SLIJZOT,X,X,X,X,O,X,X,X,O,X,X,X
SLIJOTZ,O,O,X,X,O,X,X,X,O,X,X,X
SLIJOZT,O,X,X,X,O,X,X,X,O,X,X,X
SLIZTJO,X,O,X,X,X,X,O,X,O,X,X,X
SLIZTOJ,O,O,X,X,X,X,O,X,O,X,X,O
SLIZJTO,O,O,X,X,X,X,X,X,O,X,X,X
SLIZJOT,O,X,X,X,X,X,X,X,O,X,X,O
SLIZOTJ,O,O,X,X,X,X,X,X,O,X,X,O
SLIZOJT,O,X,X,X,X,X,X,X,X,X,X,O
SLIOTJZ,O,O,X,O,O,X,X,X,O,O,X,X
SLIOTZJ,O,O,X,X,X,X,O,X,O,X,X,X
SLIOJTZ,O,O,X,O,O,X,X,X,O,X,X,X
SLIOJZT,O,X,X,O,O,X,X,X,O,X,X,X
SLIOZTJ,O,O,X,O,X,X,O,X,O,X,X,X
SLIOZJT,O,X,X,O,X,X,X,X,O,X,X,X
SLJTIZO,O,O,O,X,O,O,X,X,O,X,X,X
SLJTIOZ,O,O,O,X,O,O,X,X,O,X,X,X
SLJTZIO,O,O,O,X,O,O,O,X,O,X,X,X
SLJTZOI,O,O,O,X,O,O,O,X,O,X,X,X
SLJTOIZ,O,X,O,X,O,O,X,X,O,X,X,X
SLJTOZI,O,O,O,X,O,O,X,X,O,X,X,X
SLJITZO,X,O,O,X,O,O,X,X,O,X,X,X
SLJITOZ,O,O,O,X,O,O,X,X,O,X,X,X
SLJIZTO,X,O,O,X,O,X,X,X,O,X,X,X
SLJIZOT,X,X,O,X,O,X,X,X,O,X,X,X
SLJIOTZ,O,O,X,X,O,O,X,X,O,X,X,X
SLJIOZT,O,X,O,X,O,X,X,X,O,X,X,X
SLJZTIO,O,O,O,X,O,X,O,X,O,X,X,X
SLJZTOI,O,O,O,X,O,X,O,X,O,X,X,X
SLJZITO,O,O,O,X,O,X,X,X,O,X,X,X
SLJZIOT,O,X,O,X,O,X,X,X,O,X,X,O
SLJZOTI,O,O,O,X,O,X,X,X,O,X,X,X
SLJZOIT,O,X,O,X,O,X,X,X,O,X,X,O
SLJOTIZ,O,O,O,X,O,O,X,X,O,X,X,X
SLJOTZI,O,O,O,X,O,O,O,X,O,X,X,X
SLJOITZ,O,O,O,X,O,O,X,X,O,X,X,X
SLJOIZT,O,X,O,X,O,X,X,X,O,X,X,X
SLJOZTI,O,O,O,X,O,X,O,X,O,X,X,X
SLJOZIT,O,X,O,X,O,X,X,X,O,X,X,X
SLZTIJO,X,O,O,X,X,X,O,X,O,X,O,X
SLZTIOJ,O,O,O,O,X,X,O,X,O,X,O,O
SLZTJIO,O,O,X,X,O,X,O,X,O,X,O,X
SLZTJOI,O,O,X,X,O,X,O,X,O,X,O,X
SLZTOIJ,O,O,X,O,X,X,O,X,O,X,O,O
SLZTOJI,O,O,X,X,O,X,O,X,O,X,O,X
SLZITJO,X,O,X,X,X,X,O,X,O,X,O,X
SLZITOJ,O,O,X,X,X,X,O,X,O,X,O,O
SLZIJTO,O,O,X,X,X,X,X,X,O,X,X,X
SLZIJOT,O,X,X,X,X,X,X,X,O,X,O,O
SLZIOTJ,O,O,X,O,X,X,O,X,O,X,O,O
SLZIOJT,O,X,X,O,X,X,X,X,X,X,O,O
SLZJTIO,O,O,O,X,O,X,O,X,O,X,O,X
SLZJTOI,O,O,O,X,O,X,O,X,O,X,O,X
SLZJITO,O,O,O,X,O,X,X,X,O,X,X,X
SLZJIOT,O,X,O,X,O,X,X,X,O,X,O,O
SLZJOTI,O,O,O,X,O,X,X,X,O,X,O,X
SLZJOIT,O,X,O,X,O,X,X,X,O,X,O,O
SLZOTIJ,O,O,O,O,X,X,O,X,O,X,O,O
SLZOTJI,O,O,O,X,O,X,O,X,O,X,O,X
SLZOITJ,O,O,O,O,X,X,O,X,O,X,O,O
SLZOIJT,O,X,O,O,X,X,X,X,O,X,O,O
SLZOJTI,O,O,O,X,O,X,O,X,O,X,O,X
SLZOJIT,O,X,O,X,O,X,X,X,O,X,O,O
SLOTIJZ,O,O,O,O,O,X,X,X,O,O,X,X
SLOTIZJ,O,O,O,X,X,X,O,X,O,X,X,X
SLOTJIZ,O,O,O,X,O,O,X,X,O,X,X,X
SLOTJZI,O,O,O,X,O,O,O,X,O,X,X,X
SLOTZIJ,O,O,O,X,X,X,O,X,O,X,X,X
SLOTZJI,O,O,O,X,O,X,O,X,O,X,X,X
SLOITJZ,O,O,O,O,O,X,X,X,O,O,X,X
SLOITZJ,O,O,O,X,X,X,O,X,O,X,X,X
SLOIJTZ,O,O,X,O,O,X,X,X,O,X,X,X
SLOIJZT,O,X,O,O,O,X,X,X,O,X,X,X
SLOIZTJ,O,O,O,O,X,X,O,X,O,X,X,X
SLOIZJT,O,X,O,O,X,X,X,X,O,X,X,X
SLOJTIZ,O,O,O,X,O,O,X,X,O,X,X,X
SLOJTZI,O,O,O,X,O,O,O,X,O,X,X,X
SLOJITZ,O,O,O,X,O,O,X,X,O,X,X,X
SLOJIZT,O,X,O,X,O,X,X,X,O,X,X,X
SLOJZTI,O,O,O,X,O,X,O,X,O,X,X,X
SLOJZIT,O,X,O,X,O,X,X,X,O,X,X,X
SLOZTIJ,O,O,O,O,X,X,O,X,O,X,O,O
SLOZTJI,O,O,O,X,O,X,O,X,O,X,O,X
SLOZITJ,O,O,O,O,X,X,O,X,O,X,O,O
SLOZIJT,O,X,O,O,X,X,X,X,O,X,O,O
SLOZJTI,O,O,O,X,O,X,O,X,O,X,O,X
SLOZJIT,O,X,O,X,O,X,X,X,O,X,O,O
SJTILZO,O,O,O,X,O,O,X,X,O,X,X,X
SJTILOZ,O,O,O,X,O,O,X,X,O,X,X,X
SJTIZLO,O,O,O,X,X,O,X,O,O,X,X,X
SJTIZOL,O,O,O,X,X,O,X,O,O,X,X,X
SJTIOLZ,O,O,O,O,X,O,X,X,O,X,X,X
SJTIOZL,X,O,O,O,X,O,X,X,O,X,X,X
SJTLIZO,O,O,O,X,O,O,X,X,O,X,X,X
SJTLIOZ,O,O,O,X,O,O,X,X,O,X,X,X
SJTLZIO,O,O,O,X,O,O,O,X,O,X,X,X
SJTLZOI,O,O,O,X,O,O,O,X,O,X,X,X
SJTLOIZ,O,X,O,X,O,O,X,X,O,X,X,X
SJTLOZI,O,O,O,X,O,O,X,X,O,X,X,X
SJTZILO,O,O,O,X,X,O,O,O,O,X,X,X
SJTZIOL,O,O,O,X,X,O,X,O,O,X,X,X
SJTZLIO,O,O,O,X,X,O,O,O,O,X,X,X
SJTZLOI,O,O,O,X,X,O,O,O,O,X,X,X
SJTZOIL,O,X,O,X,X,O,X,O,O,X,X,X
SJTZOLI,O,O,O,X,X,O,X,O,X,X,X,X
SJTOILZ,O,X,O,O,X,O,X,X,O,X,X,X
SJTOIZL,X,X,O,O,X,O,X,X,O,X,X,X
SJTOLIZ,O,X,O,X,X,O,X,X,X,X,X,X
SJTOLZI,O,O,O,X,X,O,X,X,X,X,X,X
SJTOZIL,O,X,O,X,X,O,X,X,O,X,X,X
SJTOZLI,O,O,O,X,X,O,X,O,X,X,X,X
SJITLZO,X,O,O,X,O,O,X,X,O,X,X,X
SJITLOZ,O,O,O,X,O,O,X,X,O,X,X,X
SJITZLO,X,O,O,X,X,O,X,O,O,X,X,X
SJITZOL,X,O,O,X,X,O,X,O,O,X,X,X
SJITOLZ,O,O,O,X,X,O,X,X,O,X,X,X
SJITOZL,X,O,O,X,X,O,X,X,O,X,X,X
SJILTZO,X,O,O,X,O,O,X,X,O,X,X,X
SJILTOZ,O,O,O,X,O,O,X,X,O,X,X,X
SJILZTO,X,O,O,X,O,X,X,X,O,X,X,X
SJILZOT,X,X,O,X,O,X,X,X,O,X,X,X
SJILOTZ,O,O,X,X,O,O,X,X,O,X,X,X
SJILOZT,O,X,O,X,O,X,X,X,O,X,X,X
SJIZTLO,X,O,O,X,X,O,X,X,O,X,X,X
SJIZTOL,X,O,O,X,X,O,X,X,O,X,X,X
SJIZLTO,X,O,O,X,O,X,X,X,O,X,X,X
SJIZLOT,X,X,O,X,O,X,X,X,O,X,X,X
SJIZOTL,X,X,X,X,X,O,X,X,O,X,X,X
SJIZOLT,X,X,O,X,X,X,X,X,O,X,X,X
SJIOTLZ,O,O,X,O,X,O,X,X,O,X,X,X
SJIOTZL,X,O,X,O,X,O,X,X,O,X,X,X
SJIOLTZ,O,O,X,O,O,O,X,X,O,X,X,X
SJIOLZT,O,X,O,O,O,X,X,X,O,X,X,X
SJIOZTL,X,X,X,O,X,O,X,X,O,X,X,X
SJIOZLT,X,X,O,O,X,X,X,X,O,X,X,X
SJLTIZO,O,O,O,X,O,O,X,X,O,X,X,X
SJLTIOZ,O,O,O,X,O,O,X,X,O,X,X,X
SJLTZIO,O,O,O,X,O,O,O,X,O,X,X,X
SJLTZOI,O,O,O,X,O,O,O,X,O,X,X,X
SJLTOIZ,O,X,O,X,O,O,X,X,O,X,X,X
SJLTOZI,O,O,O,X,O,O,X,X,O,X,X,X
SJLITZO,X,O,O,X,O,O,X,X,O,X,X,X
SJLITOZ,O,O,O,X,O,O,X,X,O,X,X,X
SJLIZTO,X,O,O,X,O,X,X,X,O,X,X,X
SJLIZOT,X,X,O,X,O,X,X,X,O,X,X,X
SJLIOTZ,O,O,X,X,O,O,X,X,O,X,X,X
SJLIOZT,O,X,O,X,O,X,X,X,O,X,X,X
SJLZTIO,O,O,O,X,O,X,O,X,O,X,X,X
SJLZTOI,O,O,O,X,O,X,O,X,O,X,X,X
SJLZITO,O,O,O,X,O,X,X,X,O,X,X,X
SJLZIOT,O,X,O,X,O,X,X,X,O,X,X,O
SJLZOTI,O,O,O,X,O,X,X,X,O,X,X,X
SJLZOIT,O,X,O,X,O,X,X,X,O,X,X,O
SJLOTIZ,O,O,O,X,O,O,X,X,O,X,X,X
SJLOTZI,O,O,O,X,O,O,O,X,O,X,X,X
