sequence,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFufBcgB?icBzdBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFCbBmdB?XgBlhBcnBTrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFCbBzdB?XgBFnBOrB8rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jei7IvhFzdBOkB?RhB0fBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeT6IvhF2gBRdB?fnBliBikBUrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jei7IvhFzdB0fB?RhBOkBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jex6IvhFOkBXgB?0hBliBinBTrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFGbBFdB?8iBzfBfnBKrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeT6IvhF2gBRiB?fnBliBikBUrB
ZTILJSO,O,O,X,X,X,X,X,X,X
ZTILJOS,O,X,X,O,X,O,X,X,X
ZTILSJO,O,O,X,X,X,X,X,X,X
ZTILSOJ,O,O,X,X,X,O,X,X,X
ZTILOJS,O,X,X,O,X,O,X,X,X
ZTILOSJ,O,X,X,X,X,O,X,X,X
ZTIJLSO,O,O,X,X,X,X,X,X,X
ZTIJLOS,O,X,X,O,X,O,X,X,X
ZTIJSLO,O,O,X,X,X,X,O,X,X
ZTIJSOL,O,O,X,X,X,X,O,X,X
ZTIJOLS,O,X,X,O,X,O,X,X,X
ZTIJOSL,O,O,X,X,X,X,X,X,X
ZTISLJO,O,O,O,X,X,X,X,X,X
ZTISLOJ,O,O,O,X,X,O,X,O,X
ZTISJLO,O,O,O,X,X,X,O,X,X
ZTISJOL,O,O,O,X,X,X,O,O,X
ZTISOLJ,O,O,O,X,X,O,X,O,X
ZTISOJL,O,O,O,X,X,X,X,O,X
ZTIOLJS,O,X,X,O,X,O,X,X,X
ZTIOLSJ,O,X,X,X,X,O,X,X,X
ZTIOJLS,O,X,X,O,X,O,X,X,X
ZTIOJSL,O,O,X,X,X,X,X,X,X
ZTIOSLJ,O,O,O,X,X,O,X,O,X
ZTIOSJL,O,O,O,X,X,X,X,O,X
ZTLIJSO,O,O,X,X,X,X,X,X,X
ZTLIJOS,O,X,X,X,X,O,X,X,X
ZTLISJO,O,O,X,X,X,X,X,X,X
ZTLISOJ,O,O,X,X,X,O,X,X,X
ZTLIOJS,O,X,X,X,X,O,X,X,X
ZTLIOSJ,O,X,X,X,X,O,X,X,X
ZTLJISO,O,O,X,X,X,X,X,X,X
ZTLJIOS,O,X,X,X,X,O,X,X,X
ZTLJSIO,O,O,X,X,X,X,O,X,X
ZTLJSOI,O,O,X,X,X,X,O,X,X
ZTLJOIS,O,X,X,X,X,X,X,X,X
ZTLJOSI,O,X,X,X,X,X,X,X,X
ZTLSIJO,O,O,X,X,X,X,X,X,X
ZTLSIOJ,O,O,X,X,X,O,X,X,X
ZTLSJIO,O,O,X,X,X,X,O,X,X
ZTLSJOI,O,O,X,X,X,X,O,X,X
ZTLSOIJ,O,O,X,X,X,X,X,X,X
ZTLSOJI,O,O,X,X,X,X,X,X,X
ZTLOIJS,O,X,X,X,X,O,X,X,X
ZTLOISJ,O,X,X,X,X,O,X,X,X
ZTLOJIS,O,X,X,X,X,X,X,X,X
ZTLOJSI,O,X,X,X,X,X,X,X,X
ZTLOSIJ,O,X,X,X,X,X,X,X,X
ZTLOSJI,O,X,X,X,X,X,X,X,X
ZTJILSO,O,O,X,X,X,X,X,X,X
ZTJILOS,O,X,X,O,X,O,X,X,X
ZTJISLO,O,O,X,X,X,X,O,X,X
ZTJISOL,O,O,X,X,X,X,O,X,X
ZTJIOLS,O,X,X,O,X,O,X,X,X
ZTJIOSL,O,O,X,X,X,X,X,X,X
ZTJLISO,O,O,X,X,X,X,X,X,X
ZTJLIOS,O,X,X,X,X,O,X,X,X
ZTJLSIO,O,O,X,X,X,X,O,X,X
ZTJLSOI,O,O,X,X,X,X,O,X,X
ZTJLOIS,O,X,X,X,X,X,X,X,X
ZTJLOSI,O,X,X,X,X,X,X,X,X
ZTJSILO,O,O,X,X,X,X,O,X,X
ZTJSIOL,O,O,X,X,X,X,O,X,X
ZTJSLIO,O,O,X,X,X,X,O,X,X
ZTJSLOI,O,O,X,X,X,X,O,X,X
ZTJSOIL,O,O,X,X,X,X,O,X,X
ZTJSOLI,O,O,X,X,X,X,O,X,X
ZTJOILS,O,X,X,O,X,O,X,X,X
ZTJOISL,O,O,X,X,X,X,X,X,X
ZTJOLIS,O,X,X,X,X,X,X,X,X
ZTJOLSI,O,X,X,X,X,X,X,X,X
ZTJOSIL,O,O,X,X,X,X,O,X,X
ZTJOSLI,O,O,X,X,X,X,O,X,X
ZTSILJO,O,O,O,X,X,X,X,X,X
ZTSILOJ,O,O,O,X,X,O,X,O,X
ZTSIJLO,O,O,O,X,X,X,O,X,X
ZTSIJOL,O,O,O,X,X,X,O,O,X
ZTSIOLJ,O,O,O,X,X,O,X,O,X
ZTSIOJL,O,O,O,X,X,X,X,O,X
ZTSLIJO,O,O,O,X,X,X,X,X,X
ZTSLIOJ,O,O,O,X,X,O,X,O,X
ZTSLJIO,O,O,X,X,X,X,O,X,X
ZTSLJOI,O,O,X,X,X,X,O,X,X
ZTSLOIJ,O,O,O,X,X,X,X,O,X
ZTSLOJI,O,O,X,X,X,X,X,X,X
ZTSJILO,O,O,X,X,X,X,O,X,X
ZTSJIOL,O,O,X,X,X,X,O,O,X
ZTSJLIO,O,O,X,X,X,X,O,X,X
ZTSJLOI,O,O,X,X,X,X,O,X,X
ZTSJOIL,O,O,X,X,X,X,O,O,X
ZTSJOLI,O,O,X,X,X,X,O,X,X
ZTSOILJ,O,O,O,X,X,O,X,O,X
ZTSOIJL,O,O,O,X,X,X,X,O,X
ZTSOLIJ,O,O,O,X,X,X,X,O,X
ZTSOLJI,O,O,X,X,X,X,X,X,X
ZTSOJIL,O,O,X,X,X,X,O,O,X
ZTSOJLI,O,O,X,X,X,X,O,X,X
ZTOILJS,O,X,X,O,X,O,X,X,X
ZTOILSJ,O,X,X,X,X,O,X,X,X
ZTOIJLS,O,X,X,O,X,O,X,X,X
ZTOIJSL,O,O,X,X,X,X,X,X,X
ZTOISLJ,O,O,O,X,X,O,X,O,X
ZTOISJL,O,O,O,X,X,X,X,O,X
ZTOLIJS,O,X,X,X,X,O,X,X,X
ZTOLISJ,O,X,X,X,X,O,X,X,X
ZTOLJIS,O,X,X,X,X,X,X,X,X
ZTOLJSI,O,X,X,X,X,X,X,X,X
ZTOLSIJ,O,X,X,X,X,X,X,X,X
ZTOLSJI,O,X,X,X,X,X,X,X,X
ZTOJILS,O,X,X,O,X,O,X,X,X
ZTOJISL,O,O,X,X,X,X,X,X,X
ZTOJLIS,O,X,X,X,X,X,X,X,X
ZTOJLSI,O,X,X,X,X,X,X,X,X
ZTOJSIL,O,O,X,X,X,X,O,X,X
ZTOJSLI,O,O,X,X,X,X,O,X,X
ZTOSILJ,O,O,O,X,X,O,X,O,X
ZTOSIJL,O,O,O,X,X,X,X,O,X
ZTOSLIJ,O,O,O,X,X,X,X,O,X
ZTOSLJI,O,O,X,X,X,X,X,X,X
ZTOSJIL,O,O,X,X,X,X,O,O,X
ZTOSJLI,O,O,X,X,X,X,O,X,X
ZITLJSO,O,O,X,X,X,X,X,X,X
ZITLJOS,O,X,X,X,X,O,X,X,X
ZITLSJO,O,O,X,X,X,X,X,X,X
ZITLSOJ,O,O,X,X,X,O,X,X,X
ZITLOJS,O,X,X,X,X,O,X,X,X
ZITLOSJ,O,X,X,X,X,O,X,X,X
ZITJLSO,O,O,X,X,X,X,X,X,X
ZITJLOS,O,X,X,X,X,O,X,X,X
ZITJSLO,O,O,X,X,X,X,O,X,X
ZITJSOL,O,O,X,X,X,X,O,X,X
ZITJOLS,O,X,X,X,X,O,X,X,X
ZITJOSL,O,O,X,X,X,X,X,X,X
ZITSLJO,O,O,O,X,X,X,X,X,X
ZITSLOJ,O,O,O,X,X,O,X,O,X
ZITSJLO,O,O,O,X,X,X,O,X,X
ZITSJOL,O,O,O,X,X,X,O,O,X
ZITSOLJ,O,O,O,X,X,O,X,O,X
ZITSOJL,O,O,O,X,X,X,X,O,X
ZITOLJS,O,X,X,X,X,O,X,X,X
ZITOLSJ,O,X,X,X,X,O,X,X,X
ZITOJLS,O,X,X,X,X,O,X,X,X
ZITOJSL,O,O,X,X,X,X,X,X,X
ZITOSLJ,O,O,O,X,X,O,X,O,X
ZITOSJL,O,O,O,X,X,X,X,O,X
ZILTJSO,O,O,X,X,X,X,X,X,X
ZILTJOS,O,X,X,X,X,O,X,X,X
ZILTSJO,O,O,X,X,X,X,X,X,X
ZILTSOJ,O,O,X,X,X,O,X,X,X
ZILTOJS,O,X,X,X,X,O,X,X,X
ZILTOSJ,O,X,X,X,X,O,X,X,X
ZILJTSO,O,O,X,X,X,X,X,X,X
ZILJTOS,O,X,X,X,X,X,X,X,X
ZILJSTO,O,O,X,X,X,X,X,X,X
ZILJSOT,O,O,X,X,X,X,X,X,X
ZILJOTS,O,X,X,O,X,O,X,X,X
ZILJOST,O,X,X,O,X,O,X,X,O
ZILSTJO,O,O,X,X,X,X,X,X,X
ZILSTOJ,O,O,X,X,X,X,X,O,X
ZILSJTO,O,O,X,X,X,X,X,X,X
ZILSJOT,O,O,X,X,X,X,X,X,X
ZILSOTJ,X,O,X,X,X,O,X,O,X
ZILSOJT,O,O,X,X,X,O,X,O,X
ZILOTJS,O,X,X,X,X,O,X,X,X
ZILOTSJ,O,X,X,X,X,O,X,X,X
ZILOJTS,O,X,X,O,X,O,X,X,X
ZILOJST,O,X,X,O,X,O,X,X,O
ZILOSTJ,X,X,X,X,X,O,X,O,X
ZILOSJT,O,X,X,X,X,O,X,O,X
ZIJTLSO,O,O,X,X,X,X,X,X,X
ZIJTLOS,O,X,X,X,X,X,X,X,X
ZIJTSLO,O,O,X,X,X,X,O,X,X
ZIJTSOL,O,O,X,X,X,X,O,X,X
ZIJTOLS,O,X,X,X,X,X,X,X,X
ZIJTOSL,O,O,X,X,X,X,X,X,X
ZIJLTSO,O,O,X,X,X,X,X,X,X
ZIJLTOS,O,X,X,X,X,X,X,X,X
ZIJLSTO,O,O,X,X,X,X,X,X,X
ZIJLSOT,O,O,X,X,X,X,X,X,X
ZIJLOTS,O,X,X,O,X,O,X,X,X
ZIJLOST,O,X,X,O,X,O,X,X,O
ZIJSTLO,O,O,X,X,X,X,O,X,X
ZIJSTOL,O,O,X,X,X,X,O,O,X
ZIJSLTO,O,O,X,X,X,X,O,X,X
ZIJSLOT,O,O,X,X,X,X,X,X,X
ZIJSOTL,O,O,X,X,X,X,O,O,X
ZIJSOLT,O,O,X,X,X,X,X,O,X
ZIJOTLS,O,X,X,X,X,X,X,X,X
ZIJOTSL,O,O,X,X,X,X,X,X,X
ZIJOLTS,O,X,X,O,X,O,X,X,X
ZIJOLST,O,X,X,O,X,O,X,X,X
ZIJOSTL,O,O,X,X,X,X,X,O,X
ZIJOSLT,O,O,X,X,X,X,X,O,X
ZISTLJO,O,O,O,X,X,X,X,X,X
ZISTLOJ,O,O,O,X,X,X,X,O,X
ZISTJLO,O,O,O,X,X,X,O,X,X
ZISTJOL,O,O,O,X,X,X,O,O,X
ZISTOLJ,O,O,O,X,X,X,X,O,X
ZISTOJL,O,O,O,X,X,X,X,O,X
ZISLTJO,O,O,O,X,X,X,X,X,X
ZISLTOJ,O,O,O,X,X,X,X,O,X
ZISLJTO,O,O,X,X,X,X,X,X,X
ZISLJOT,O,O,X,X,X,X,X,X,X
ZISLOTJ,X,O,O,X,X,O,X,O,X
ZISLOJT,O,O,X,X,X,O,X,O,X
ZISJTLO,O,O,X,X,X,X,O,X,X
ZISJTOL,O,O,X,X,X,X,O,O,X
ZISJLTO,O,O,X,X,X,X,O,X,X
ZISJLOT,O,O,X,X,X,X,X,X,X
ZISJOTL,O,O,X,X,X,X,O,O,X
ZISJOLT,O,O,X,X,X,X,X,O,X
ZISOTLJ,O,O,O,X,X,X,X,O,X
ZISOTJL,O,O,O,X,X,X,X,O,X
ZISOLTJ,X,O,O,X,X,O,X,O,X
ZISOLJT,O,O,X,X,X,O,X,O,X
ZISOJTL,O,O,X,X,X,X,X,O,X
ZISOJLT,O,O,X,X,X,X,X,O,X
ZIOTLJS,O,X,X,X,X,O,X,X,X
ZIOTLSJ,O,X,X,X,X,O,X,X,X
ZIOTJLS,O,X,X,X,X,O,X,X,X
ZIOTJSL,O,O,X,X,X,X,X,X,X
ZIOTSLJ,O,O,O,X,X,O,X,O,X
ZIOTSJL,O,O,O,X,X,X,X,O,X
ZIOLTJS,O,X,X,X,X,O,X,X,X
ZIOLTSJ,O,X,X,X,X,O,X,X,X
ZIOLJTS,O,X,X,O,X,O,X,X,X
ZIOLJST,O,X,X,O,X,O,X,X,X
ZIOLSTJ,X,X,X,X,X,O,X,O,X
ZIOLSJT,O,X,X,X,X,O,X,O,X
ZIOJTLS,O,X,X,X,X,X,X,X,X
ZIOJTSL,O,O,X,X,X,X,X,X,X
ZIOJLTS,O,X,X,O,X,O,X,X,X
ZIOJLST,O,X,X,O,X,O,X,X,X
ZIOJSTL,O,O,X,X,X,X,X,O,X
ZIOJSLT,O,O,X,X,X,X,X,O,X
ZIOSTLJ,O,O,O,X,X,X,X,O,X
ZIOSTJL,O,O,O,X,X,X,X,O,X
ZIOSLTJ,X,O,O,X,X,O,X,O,X
ZIOSLJT,O,O,X,X,X,O,X,O,X
ZIOSJTL,O,O,X,X,X,X,X,O,X
ZIOSJLT,O,O,X,X,X,X,X,O,X
ZLTIJSO,O,O,X,X,X,X,X,X,X
ZLTIJOS,O,X,X,X,X,O,X,X,X
ZLTISJO,O,O,X,X,X,X,X,X,X
ZLTISOJ,O,O,X,X,X,O,X,X,X
ZLTIOJS,O,X,X,X,X,O,X,X,X
ZLTIOSJ,O,X,X,X,X,O,X,X,X
ZLTJISO,O,O,X,X,X,X,X,X,X
ZLTJIOS,O,X,X,X,X,O,X,X,X
ZLTJSIO,O,O,X,X,X,X,O,X,X
ZLTJSOI,O,O,X,X,X,X,O,X,X
ZLTJOIS,O,X,X,X,X,X,X,X,X
ZLTJOSI,O,X,X,X,X,X,X,X,X
ZLTSIJO,O,O,X,X,X,X,X,X,X
ZLTSIOJ,O,O,X,X,X,O,X,X,X
ZLTSJIO,O,O,X,X,X,X,O,X,X
ZLTSJOI,O,O,X,X,X,X,O,X,X
ZLTSOIJ,O,O,X,X,X,X,X,X,X
ZLTSOJI,O,O,X,X,X,X,X,X,X
ZLTOIJS,O,X,X,X,X,O,X,X,X
ZLTOISJ,O,X,X,X,X,O,X,X,X
ZLTOJIS,O,X,X,X,X,X,X,X,X
ZLTOJSI,O,X,X,X,X,X,X,X,X
ZLTOSIJ,O,X,X,X,X,X,X,X,X
ZLTOSJI,O,X,X,X,X,X,X,X,X
ZLITJSO,O,O,X,X,X,X,X,X,X
ZLITJOS,O,X,X,X,X,O,X,X,X
ZLITSJO,O,O,X,X,X,X,X,X,X
ZLITSOJ,O,O,X,X,X,O,X,X,X
ZLITOJS,O,X,X,X,X,O,X,X,X
ZLITOSJ,O,X,X,X,X,O,X,X,X
ZLIJTSO,O,O,X,X,X,X,X,X,X
ZLIJTOS,O,X,X,X,X,X,X,X,X
ZLIJSTO,O,O,X,X,X,X,X,X,X
ZLIJSOT,O,O,X,X,X,X,X,X,X
ZLIJOTS,O,X,X,X,X,O,X,X,X
ZLIJOST,O,X,X,X,X,O,X,X,O
ZLISTJO,O,O,X,X,X,X,X,X,X
ZLISTOJ,O,O,X,X,X,X,X,O,X
ZLISJTO,O,O,X,X,X,X,X,X,X
ZLISJOT,O,O,X,X,X,X,X,X,X
ZLISOTJ,X,O,X,X,X,O,X,O,X
ZLISOJT,O,O,X,X,X,O,X,O,X
ZLIOTJS,O,X,X,X,X,O,X,X,X
ZLIOTSJ,O,X,X,X,X,O,X,X,X
ZLIOJTS,O,X,X,X,X,O,X,X,X
ZLIOJST,O,X,X,X,X,O,X,X,O
ZLIOSTJ,X,X,X,X,X,O,X,O,X
ZLIOSJT,O,X,X,X,X,O,X,O,X
ZLJTISO,O,O,X,X,X,X,X,X,X
ZLJTIOS,O,X,X,X,X,O,X,X,X
ZLJTSIO,O,O,X,X,X,X,O,X,X
ZLJTSOI,O,O,X,X,X,X,O,X,X
ZLJTOIS,O,X,X,X,X,X,X,X,X
ZLJTOSI,O,X,X,X,X,X,X,X,X
ZLJITSO,O,O,X,X,X,X,X,X,X
ZLJITOS,O,X,X,X,X,X,X,X,X
ZLJISTO,O,O,X,X,X,X,X,X,X
ZLJISOT,O,O,X,X,X,X,X,X,X
ZLJIOTS,O,X,X,X,X,O,X,X,X
ZLJIOST,O,X,X,X,X,O,X,X,O
ZLJSTIO,O,O,X,X,O,X,O,X,X
ZLJSTOI,O,O,X,X,O,X,O,X,X
ZLJSITO,O,O,X,X,X,X,O,X,X
ZLJSIOT,O,O,X,X,X,X,X,X,X
ZLJSOTI,X,O,X,X,O,X,X,X,X
ZLJSOIT,O,O,X,X,X,X,X,X,X
ZLJOTIS,O,X,X,X,X,X,X,X,X
ZLJOTSI,O,X,X,X,X,X,X,X,X
ZLJOITS,O,X,X,X,X,O,X,X,X
ZLJOIST,O,X,X,X,X,O,X,X,O
ZLJOSTI,X,X,X,X,O,X,X,X,X
ZLJOSIT,O,X,X,X,X,X,X,X,X
ZLSTIJO,O,O,X,X,O,X,X,X,X
ZLSTIOJ,O,O,X,X,O,O,X,O,X
ZLSTJIO,O,O,X,X,O,X,O,X,X
ZLSTJOI,O,O,X,X,O,X,O,X,X
ZLSTOIJ,O,O,X,X,O,X,X,O,X
ZLSTOJI,O,O,X,X,O,X,X,X,X
ZLSITJO,O,O,X,X,X,X,X,X,X
ZLSITOJ,O,O,X,X,X,X,X,O,X
ZLSIJTO,O,O,X,X,X,X,X,X,X
ZLSIJOT,O,O,X,X,X,X,X,X,X
ZLSIOTJ,X,O,X,X,X,O,X,O,X
ZLSIOJT,O,O,X,X,X,O,X,O,X
ZLSJTIO,O,O,X,X,O,X,O,X,X
ZLSJTOI,O,O,X,X,O,X,O,X,X
ZLSJITO,O,O,X,X,X,X,O,X,X
ZLSJIOT,O,O,X,X,X,X,X,X,X
ZLSJOTI,X,O,X,X,O,X,X,X,X
ZLSJOIT,O,O,X,X,X,X,X,X,X
ZLSOTIJ,X,O,X,X,O,X,X,O,X
ZLSOTJI,X,O,X,X,O,X,X,X,X
ZLSOITJ,X,O,X,X,X,O,X,O,X
ZLSOIJT,O,O,X,X,X,O,X,O,X
ZLSOJTI,X,O,X,X,O,X,X,X,X
ZLSOJIT,O,O,X,X,X,X,X,X,X
ZLOTIJS,O,X,X,X,X,O,X,X,X
ZLOTISJ,O,X,X,X,X,O,X,X,X
ZLOTJIS,O,X,X,X,X,X,X,X,X
ZLOTJSI,O,X,X,X,X,X,X,X,X
ZLOTSIJ,O,X,X,X,X,X,X,X,X
ZLOTSJI,O,X,X,X,X,X,X,X,X
ZLOITJS,O,X,X,X,X,O,X,X,X
ZLOITSJ,O,X,X,X,X,O,X,X,X
ZLOIJTS,O,X,X,X,X,O,X,X,X
ZLOIJST,O,X,X,X,X,O,X,X,O
ZLOISTJ,X,X,X,X,X,O,X,O,X
ZLOISJT,O,X,X,X,X,O,X,O,X
ZLOJTIS,O,X,X,X,X,X,X,X,X
ZLOJTSI,O,X,X,X,X,X,X,X,X
ZLOJITS,O,X,X,X,X,O,X,X,X
ZLOJIST,O,X,X,X,X,O,X,X,O
ZLOJSTI,X,X,X,X,O,X,X,X,X
ZLOJSIT,O,X,X,X,X,X,X,X,X
ZLOSTIJ,X,X,X,X,O,X,X,O,X
ZLOSTJI,X,X,X,X,O,X,X,X,X
ZLOSITJ,X,X,X,X,X,O,X,O,X
ZLOSIJT,O,X,X,X,X,O,X,O,X
ZLOSJTI,X,X,X,X,O,X,X,X,X
ZLOSJIT,O,X,X,X,X,X,X,X,X
ZJTILSO,O,O,X,X,X,X,X,X,X
ZJTILOS,O,X,X,O,X,O,X,X,X
ZJTISLO,O,O,X,X,X,X,O,X,X
ZJTISOL,O,O,X,X,X,X,O,X,X
ZJTIOLS,O,X,X,O,X,O,X,X,X
ZJTIOSL,O,O,X,X,X,X,X,X,X
ZJTLISO,O,O,X,X,X,X,X,X,X
ZJTLIOS,O,X,X,X,X,O,X,X,X
ZJTLSIO,O,O,X,X,X,X,O,X,X
ZJTLSOI,O,O,X,X,X,X,O,X,X
ZJTLOIS,O,X,X,X,X,X,X,X,X
ZJTLOSI,O,X,X,X,X,X,X,X,X
ZJTSILO,O,O,X,X,X,X,O,X,X
ZJTSIOL,O,O,X,X,X,X,O,X,X
ZJTSLIO,O,O,X,X,X,X,O,X,X
ZJTSLOI,O,O,X,X,X,X,O,X,X
ZJTSOIL,O,O,X,X,X,X,O,X,X
ZJTSOLI,O,O,X,X,X,X,O,X,X
ZJTOILS,O,X,X,O,X,O,X,X,X
ZJTOISL,O,O,X,X,X,X,X,X,X
ZJTOLIS,O,X,X,X,X,X,X,X,X
ZJTOLSI,O,X,X,X,X,X,X,X,X
ZJTOSIL,O,O,X,X,X,X,O,X,X
ZJTOSLI,O,O,X,X,X,X,O,X,X
ZJITLSO,O,O,X,X,X,X,X,X,X
ZJITLOS,O,X,X,X,X,X,X,X,X
ZJITSLO,O,O,X,X,X,X,O,X,X
ZJITSOL,O,O,X,X,X,X,O,X,X
ZJITOLS,O,X,X,X,X,X,X,X,X
ZJITOSL,O,O,X,X,X,X,X,X,X
ZJILTSO,O,O,X,X,X,X,X,X,X
ZJILTOS,O,X,X,X,X,X,X,X,X
ZJILSTO,O,O,X,X,X,X,X,X,X
ZJILSOT,O,O,X,X,X,X,X,X,X
ZJILOTS,O,X,X,O,X,O,X,X,X
ZJILOST,O,X,X,O,X,O,X,X,O
ZJISTLO,O,O,X,X,X,X,O,X,X
ZJISTOL,O,O,X,X,X,X,O,O,X
ZJISLTO,O,O,X,X,X,X,O,X,X
ZJISLOT,O,O,X,X,X,X,X,X,X
ZJISOTL,O,O,X,X,X,X,O,O,X
ZJISOLT,O,O,X,X,X,X,X,O,X
ZJIOTLS,O,X,X,X,X,X,X,X,X
ZJIOTSL,O,O,X,X,X,X,X,X,X
ZJIOLTS,O,X,X,O,X,O,X,X,X
ZJIOLST,O,X,X,O,X,O,X,X,X
ZJIOSTL,O,O,X,X,X,X,X,O,X
ZJIOSLT,O,O,X,X,X,X,X,O,X
ZJLTISO,O,O,X,X,X,X,X,X,X
ZJLTIOS,O,X,X,X,X,O,X,X,X
ZJLTSIO,O,O,X,X,X,X,O,X,X
ZJLTSOI,O,O,X,X,X,X,O,X,X
ZJLTOIS,O,X,X,X,X,X,X,X,X
ZJLTOSI,O,X,X,X,X,X,X,X,X
ZJLITSO,O,O,X,X,X,X,X,X,X
ZJLITOS,O,X,X,X,X,X,X,X,X
ZJLISTO,O,O,X,X,X,X,X,X,X
ZJLISOT,O,O,X,X,X,X,X,X,X
ZJLIOTS,O,X,X,X,X,O,X,X,X
ZJLIOST,O,X,X,X,X,O,X,X,O
ZJLSTIO,O,O,X,X,O,X,O,X,X
ZJLSTOI,O,O,X,X,O,X,O,X,X
ZJLSITO,O,O,X,X,X,X,O,X,X
ZJLSIOT,O,O,X,X,X,X,X,X,X
ZJLSOTI,X,O,X,X,O,X,X,X,X
ZJLSOIT,O,O,X,X,X,X,X,X,X
ZJLOTIS,O,X,X,X,X,X,X,X,X
ZJLOTSI,O,X,X,X,X,X,X,X,X
ZJLOITS,O,X,X,X,X,O,X,X,X
ZJLOIST,O,X,X,X,X,O,X,X,O
ZJLOSTI,X,X,X,X,O,X,X,X,X
ZJLOSIT,O,X,X,X,X,X,X,X,X
ZJSTILO,O,O,X,X,O,X,O,X,X
ZJSTIOL,O,O,X,X,X,X,O,O,X
ZJSTLIO,O,O,X,X,O,X,O,X,X
ZJSTLOI,O,O,X,X,O,X,O,X,X
ZJSTOIL,O,O,X,X,X,X,O,O,X
ZJSTOLI,O,O,X,X,X,X,O,X,X
ZJSITLO,O,O,X,X,X,X,O,X,X
ZJSITOL,O,O,X,X,X,X,O,O,X
ZJSILTO,O,O,X,X,X,X,O,X,X
ZJSILOT,O,O,X,X,X,X,X,X,X
ZJSIOTL,O,O,X,X,X,X,O,O,X
ZJSIOLT,O,O,X,X,X,X,X,O,X
ZJSLTIO,O,O,X,X,O,X,O,X,X
ZJSLTOI,O,O,X,X,O,X,O,X,X
ZJSLITO,O,O,X,X,X,X,O,X,X
ZJSLIOT,O,O,X,X,X,X,X,X,X
ZJSLOTI,X,O,X,X,O,X,X,X,X
ZJSLOIT,O,O,X,X,X,X,X,X,X
ZJSOTIL,O,O,X,X,X,X,O,O,X
ZJSOTLI,O,O,X,X,X,X,O,X,X
ZJSOITL,O,O,X,X,X,X,O,O,X
ZJSOILT,O,O,X,X,X,X,X,O,X
ZJSOLTI,X,O,X,X,X,X,X,X,X
ZJSOLIT,O,O,X,X,X,X,X,X,X
ZJOTILS,O,X,X,O,X,O,X,X,X
ZJOTISL,O,O,X,X,X,X,X,X,X
ZJOTLIS,O,X,X,X,X,X,X,X,X
ZJOTLSI,O,X,X,X,X,X,X,X,X
ZJOTSIL,O,O,X,X,X,X,O,X,X
ZJOTSLI,O,O,X,X,X,X,O,X,X
ZJOITLS,O,X,X,X,X,X,X,X,X
ZJOITSL,O,O,X,X,X,X,X,X,X
ZJOILTS,O,X,X,O,X,O,X,X,X
ZJOILST,O,X,X,O,X,O,X,X,X
ZJOISTL,O,O,X,X,X,X,X,O,X
ZJOISLT,O,O,X,X,X,X,X,O,X
ZJOLTIS,O,X,X,X,X,X,X,X,X
ZJOLTSI,O,X,X,X,X,X,X,X,X
ZJOLITS,O,X,X,X,X,O,X,X,X
ZJOLIST,O,X,X,X,X,O,X,X,X
ZJOLSTI,X,X,X,X,X,X,X,X,X
ZJOLSIT,O,X,X,X,X,X,X,X,X
ZJOSTIL,O,O,X,X,X,X,O,O,X
ZJOSTLI,O,O,X,X,X,X,O,X,X
ZJOSITL,O,O,X,X,X,X,O,O,X
ZJOSILT,O,O,X,X,X,X,X,O,X
ZJOSLTI,X,O,X,X,X,X,X,X,X
ZJOSLIT,O,O,X,X,X,X,X,X,X
ZSTILJO,O,O,O,X,O,X,X,X,X
ZSTILOJ,O,O,O,X,O,O,X,O,X
ZSTIJLO,O,O,O,X,O,X,O,X,X
ZSTIJOL,O,O,O,X,X,X,O,O,X
ZSTIOLJ,O,O,O,X,X,O,X,O,X
ZSTIOJL,O,O,O,X,X,X,X,O,X
ZSTLIJO,O,O,O,X,O,X,X,X,X
ZSTLIOJ,O,O,O,X,O,O,X,O,X
ZSTLJIO,O,O,X,X,O,X,O,X,X
ZSTLJOI,O,O,X,X,O,X,O,X,X
ZSTLOIJ,O,O,O,X,O,X,X,O,X
ZSTLOJI,O,O,X,X,O,X,X,X,X
ZSTJILO,O,O,X,X,O,X,O,X,X
ZSTJIOL,O,O,X,X,X,X,O,O,X
ZSTJLIO,O,O,X,X,O,X,O,X,X
ZSTJLOI,O,O,X,X,O,X,O,X,X
ZSTJOIL,O,O,X,X,X,X,O,O,X
ZSTJOLI,O,O,X,X,X,X,O,X,X
ZSTOILJ,O,O,O,X,X,O,X,O,X
ZSTOIJL,O,O,O,X,X,X,X,O,X
ZSTOLIJ,O,O,O,X,X,X,X,O,X
ZSTOLJI,O,O,X,X,X,X,X,X,X
ZSTOJIL,O,O,X,X,X,X,O,O,X
