sequence,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFGeBylBRiBF?nBTrBUsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeR8IvhFGeBTgBlhB3?iBKrBUsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeR8IvhFGeBTgBihB3?iBcrBVxB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFTeBlhBcnBm?lBCnBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFehBSiBTeBF?nB3mBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF6iBTeBmhBX?hB1rBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je38IvhFGeBTgBliBU?hByrBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeX9IvhFTeBigBcnBG?mBFmBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFTeBxlBirBc?sBlrBGsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Jez7IvhFfiBxdB2lBC?jBcrBVxB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je1AJvhF0cBTeBxlBX?nB2wB6sB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFicBGeBRiBF?mB3rBTsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFxdBFmBXnBO?rBzrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFxiBFmBXnBT?rBmrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF2hBRdBSjBF?mB3rBTsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFXhBxiBFnBT?rBmrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF2hBTeBFmB3?rB5nBasB
ZOTILJS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTILSJ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTIJLS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTIJSL,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
ZOTISJL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOTLIJS,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLJIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJILS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJISL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJSIL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,X,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,O
ZOTSIJL,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,O,O
ZOTSLIJ,X,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,O
ZOTSLJI,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O
ZOTSJIL,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O
ZOTSJLI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O
ZOITLJS,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOITJLS,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOITJSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOITSLJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
ZOITSJL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOILTJS,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
ZOILTSJ,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
ZOILJTS,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOILJST,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOILSTJ,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
ZOILSJT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOIJTLS,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOIJLTS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOIJLST,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOIJSTL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZOIJSLT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOISTLJ,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O
ZOISTJL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZOISLTJ,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
ZOISLJT,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOISJTL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZOISJLT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOLTIJS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOLTISJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOLTJIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLITJS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOLITSJ,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOLIJTS,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOLIJST,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOLISTJ,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
ZOLISJT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOLJTIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJITS,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJIST,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOLJSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
ZOLSTJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZOLSITJ,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
ZOLSIJT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTILS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTISL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTSIL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITLS,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOJITSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOJILTS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOJILST,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOJISTL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZOJISLT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOJLTIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLITS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSTIL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O
ZOJSTLI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOJSITL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZOJSILT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZOJSLTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZOSTIJL,X,O,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZOSTLIJ,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZOSTLJI,X,X,O,X,O,X,X,O,X,X,X,O,O,X,O,X,O
ZOSTJIL,X,O,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O
ZOSTJLI,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZOSITLJ,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O
ZOSITJL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZOSILTJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZOSILJT,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOSIJTL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZOSIJLT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZOSLTIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
ZOSLTJI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZOSLITJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZOSLIJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLJIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O
ZOSJTLI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOSJITL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZOSJILT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZOSJLTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTILJSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTILJZS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTILSJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OTILZJS,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OTILZSJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OTIJLSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTIJLZS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTIJSZL,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTIJZLS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTIJZSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OTISLJZ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTISLZJ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OTISJLZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTISJZL,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTISZLJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIZLJS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTIZJLS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTIZJSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OTIZSLJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OTIZSJL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
OTLIJSZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLIJZS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLISZJ,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
OTLIZJS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OTLIZSJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OTLJISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZIS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZSI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLSJIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZIJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLSZJI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLZIJS,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTLZISJ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTLZJIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLZJSI,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTLZSIJ,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTLZSJI,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTJILSZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJILZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJISZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJIZLS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJIZSL,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTJLISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJLSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJSILZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJSIZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJSLIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJSZLI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJZISL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLSI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZSIL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSILZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTSIJZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTSIZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OTSLIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSLJIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSLZJI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSJILZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTSJIZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTSJLIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSJZLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OTSZIJL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTSZLIJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTSZLJI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTSZJIL,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O
OTSZJLI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTZILJS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTZILSJ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTZIJLS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTZIJSL,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTZISLJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OTZISJL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
OTZLIJS,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZLISJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZLJIS,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZLJSI,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTZLSIJ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTZLSJI,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTZJILS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OTZJISL,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
OTZJLIS,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZJLSI,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
OTZJSIL,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTZJSLI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZSILJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O
OTZSIJL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O
OTZSLIJ,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O
OTZSLJI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O
OTZSJIL,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O
OTZSJLI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OITLJSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OITLJZS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OITLSJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITLSZJ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OITLZJS,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OITLZSJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OITJLSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OITJLZS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OITJSLZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OITJSZL,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OITJZLS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OITJZSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OITSLJZ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITSLZJ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OITSJLZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OITSJZL,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OITSZLJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OITZLJS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OITZLSJ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OITZJLS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OITZJSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OITZSLJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OITZSJL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
OILTJSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OILTJZS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OILTSJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILTSZJ,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OILTZJS,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OILTZSJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OILJTSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OILJTZS,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OILJSTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJSZT,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OILJZTS,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
OILJZST,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILSTJZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILSTZJ,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OILSJTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSJZT,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OILSZTJ,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OILSZJT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILZTJS,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OILZTSJ,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OILZJTS,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OILZJST,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILZSTJ,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
OILZSJT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJTLSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJTLZS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OIJTSLZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJTSZL,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJTZLS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OIJTZSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OIJLTSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJLTZS,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OIJLSTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJLSZT,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OIJLZTS,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
OIJLZST,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJSTLZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OIJSTZL,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OIJSLTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJSLZT,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OIJSZTL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJSZLT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OIJZTLS,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OIJZTSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OIJZLTS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
