sequence,v115@EhB8FeF8CeG8BeG8JeT6IvhFxbByhBGeB0gBlkBXqB,v115@EhB8FeF8CeG8BeG8JeT6IvhFxbByhBGeB0kBllBXqB,v115@EhB8FeF8CeG8BeG8Jex6IvhFygBzcBGeBlkB3lB0pB,v115@EhB8FeF8CeG8BeG8JeU7IvhFahBzcBGeBxkBFqB/pB,v115@EhB8FeF8CeG8BeG8Jel7IvhFzcBGeB/kBZlB8lB6pB
JTSIZOL,O,X,O,X,O
JTSIOLZ,O,X,O,O,X
JTSIOZL,O,X,O,X,O
JTSLIZO,O,O,O,O,X
JTSLIOZ,O,X,O,O,X
JTSLZIO,O,O,O,X,X
JTSLZOI,O,O,O,X,X
JTSLOIZ,O,X,O,O,X
JTSLOZI,O,X,O,X,X
JTSZILO,O,O,O,X,O
JTSZIOL,O,O,O,X,O
JTSZLIO,O,O,O,X,X
JTSZLOI,O,O,O,X,X
JTSZOIL,O,O,O,X,O
JTSZOLI,O,O,O,X,X
JTSOILZ,O,X,O,O,X
JTSOIZL,O,X,O,X,O
JTSOLIZ,O,X,O,O,X
JTSOLZI,O,X,O,X,X
JTSOZIL,O,X,O,X,O
JTSOZLI,O,X,O,X,X
JTZILSO,O,O,X,O,O
JTZILOS,O,O,X,O,O
JTZISLO,O,O,X,X,O
JTZISOL,O,O,X,X,O
JTZIOLS,O,O,X,O,O
JTZIOSL,O,X,X,X,O
JTZLISO,O,O,X,O,O
JTZLIOS,O,O,X,O,O
JTZLSIO,O,O,X,X,X
JTZLSOI,O,O,X,X,X
JTZLOIS,O,O,X,O,O
JTZLOSI,O,O,X,X,X
JTZSILO,O,O,O,X,O
JTZSIOL,O,O,O,X,O
JTZSLIO,O,O,O,X,X
JTZSLOI,O,O,O,X,X
JTZSOIL,O,O,O,X,O
JTZSOLI,O,O,O,X,X
JTZOILS,O,O,X,O,O
JTZOISL,O,X,X,X,O
JTZOLIS,O,O,X,O,O
JTZOLSI,O,O,X,X,X
JTZOSIL,O,O,O,X,O
JTZOSLI,O,O,O,X,X
JTOILSZ,O,X,X,O,X
JTOILZS,O,X,X,O,X
JTOISLZ,X,X,O,O,X
JTOISZL,X,X,O,X,O
JTOIZLS,O,X,X,O,O
JTOIZSL,O,X,X,X,O
JTOLISZ,O,X,X,O,X
JTOLIZS,O,O,X,O,X
JTOLSIZ,O,X,O,O,X
JTOLSZI,O,X,O,X,X
JTOLZIS,O,O,X,O,X
JTOLZSI,O,O,X,X,X
JTOSILZ,X,X,O,O,X
JTOSIZL,X,X,O,X,O
JTOSLIZ,O,X,O,O,X
JTOSLZI,O,X,O,X,X
JTOSZIL,O,X,O,X,O
JTOSZLI,O,X,O,X,X
JTOZILS,O,O,X,O,O
JTOZISL,O,X,X,X,O
JTOZLIS,O,O,X,O,O
JTOZLSI,O,O,X,X,X
JTOZSIL,O,O,O,X,O
JTOZSLI,O,O,O,X,X
JITLSZO,X,O,X,O,X
JITLSOZ,O,X,X,O,X
JITLZSO,O,O,X,O,X
JITLZOS,O,O,X,O,X
JITLOSZ,O,X,X,O,X
JITLOZS,O,O,X,O,X
JITSLZO,X,X,O,O,X
JITSLOZ,X,X,O,O,X
JITSZLO,X,X,O,X,O
JITSZOL,X,X,O,X,O
JITSOLZ,X,X,O,O,X
JITSOZL,X,X,O,X,O
JITZLSO,O,O,X,O,O
JITZLOS,O,O,X,O,O
JITZSLO,O,O,X,X,O
JITZSOL,O,O,X,X,O
JITZOLS,O,O,X,O,O
JITZOSL,O,X,X,X,O
JITOLSZ,O,X,X,O,X
JITOLZS,O,X,X,O,X
JITOSLZ,X,X,O,O,X
JITOSZL,X,X,O,X,O
JITOZLS,O,X,X,O,O
JITOZSL,O,X,X,X,O
JILTSZO,O,O,X,O,X
JILTSOZ,O,X,X,O,X
JILTZSO,O,O,X,O,X
JILTZOS,O,O,X,O,X
JILTOSZ,O,X,X,O,X
JILTOZS,O,O,X,O,X
JILSTZO,O,O,X,O,X
JILSTOZ,O,X,X,O,X
JILSZTO,O,O,X,X,O
JILSZOT,O,O,X,X,O
JILSOTZ,O,X,X,O,X
JILSOZT,O,X,X,X,O
JILZTSO,O,O,X,O,O
JILZTOS,O,O,X,O,O
JILZSTO,O,O,X,X,O
JILZSOT,O,O,X,X,O
JILZOTS,O,O,X,O,O
JILZOST,O,O,X,X,O
JILOTSZ,O,X,X,O,X
JILOTZS,O,O,X,O,X
JILOSTZ,O,X,X,O,X
JILOSZT,O,X,X,X,O
JILOZTS,O,O,X,O,O
JILOZST,O,O,X,X,O
JISTLZO,O,X,O,X,X
JISTLOZ,O,X,O,X,X
JISTZLO,O,X,O,X,O
JISTZOL,O,X,O,X,O
JISTOLZ,O,X,O,X,X
JISTOZL,O,X,O,X,O
JISLTZO,O,X,O,O,X
JISLTOZ,O,X,O,O,X
JISLZTO,O,X,X,X,O
JISLZOT,O,X,O,X,O
JISLOTZ,O,X,O,O,X
JISLOZT,O,X,O,X,O
JISZTLO,O,X,X,X,O
JISZTOL,O,X,X,X,O
JISZLTO,O,X,X,X,O
JISZLOT,O,X,X,X,O
JISZOTL,O,X,X,X,O
JISZOLT,O,X,X,X,O
JISOTLZ,X,X,O,X,X
JISOTZL,X,X,O,X,O
JISOLTZ,X,X,O,O,X
JISOLZT,X,X,O,X,O
JISOZTL,X,X,X,X,O
JISOZLT,X,X,X,X,O
JIZTLSO,O,O,X,X,O
JIZTLOS,O,O,X,X,O
JIZTSLO,O,O,X,X,O
JIZTSOL,O,O,X,X,O
JIZTOLS,O,O,X,X,O
JIZTOSL,O,X,X,X,O
JIZLTSO,O,O,X,O,O
JIZLTOS,O,O,X,O,O
JIZLSTO,O,O,X,X,O
JIZLSOT,O,O,X,X,O
JIZLOTS,O,O,X,O,O
JIZLOST,O,O,X,X,O
JIZSTLO,O,X,X,X,O
JIZSTOL,O,X,X,X,O
JIZSLTO,O,X,X,X,O
JIZSLOT,O,X,X,X,O
JIZSOTL,O,X,X,X,O
JIZSOLT,O,X,X,X,O
JIZOTLS,O,O,X,X,O
JIZOTSL,O,X,X,X,O
JIZOLTS,O,O,X,O,O
JIZOLST,O,O,X,X,O
JIZOSTL,O,X,X,X,O
JIZOSLT,O,X,X,X,O
JIOTLSZ,X,X,X,O,X
JIOTLZS,X,X,X,O,X
JIOTSLZ,X,X,O,O,X
JIOTSZL,X,X,O,X,O
JIOTZLS,X,X,X,O,O
JIOTZSL,X,X,X,X,O
JIOLTSZ,X,X,X,O,X
JIOLTZS,X,X,X,O,X
JIOLSTZ,X,X,X,O,X
JIOLSZT,X,X,X,X,O
JIOLZTS,X,X,X,O,O
JIOLZST,X,X,X,X,O
JIOSTLZ,X,X,O,X,X
JIOSTZL,X,X,O,X,O
JIOSLTZ,X,X,O,O,X
JIOSLZT,X,X,O,X,O
JIOSZTL,X,X,X,X,O
JIOSZLT,X,X,X,X,O
JIOZTLS,X,X,X,X,O
JIOZTSL,X,X,X,X,O
JIOZLTS,X,X,X,O,O
JIOZLST,X,X,X,X,O
JIOZSTL,X,X,X,X,O
JIOZSLT,X,X,X,X,O
JLTISZO,O,O,X,O,X
JLTISOZ,O,X,X,O,X
JLTIZSO,O,O,X,O,X
JLTIZOS,O,O,X,O,X
JLTIOSZ,O,X,X,O,X
JLTIOZS,O,O,X,O,X
JLTSIZO,O,O,O,O,X
JLTSIOZ,O,X,O,O,X
JLTSZIO,O,O,O,X,X
JLTSZOI,O,O,O,X,X
JLTSOIZ,O,X,O,O,X
JLTSOZI,O,X,O,X,X
JLTZISO,O,O,X,O,X
JLTZIOS,O,O,X,O,X
JLTZSIO,O,O,X,X,X
JLTZSOI,O,O,X,X,X
JLTZOIS,O,O,X,O,X
JLTZOSI,O,O,X,X,X
JLTOISZ,O,X,X,O,X
JLTOIZS,O,O,X,O,X
JLTOSIZ,O,X,O,O,X
JLTOSZI,O,X,O,X,X
JLTOZIS,O,O,X,O,X
JLTOZSI,O,O,X,X,X
JLITSZO,O,O,X,O,X
JLITSOZ,O,X,X,O,X
JLITZSO,O,O,X,O,X
JLITZOS,O,O,X,O,X
JLITOSZ,O,X,X,O,X
JLITOZS,O,O,X,O,X
JLISTZO,O,O,X,O,X
JLISTOZ,O,X,X,O,X
JLISZTO,O,O,X,X,O
JLISZOT,O,O,X,X,O
JLISOTZ,O,X,X,O,X
JLISOZT,O,X,X,X,O
JLIZTSO,O,O,X,O,O
JLIZTOS,O,O,X,O,O
JLIZSTO,O,O,X,X,O
JLIZSOT,O,O,X,X,O
JLIZOTS,O,O,X,O,O
JLIZOST,O,O,X,X,O
JLIOTSZ,O,X,X,O,X
JLIOTZS,O,O,X,O,X
JLIOSTZ,O,X,X,O,X
JLIOSZT,O,X,X,X,O
JLIOZTS,O,O,X,O,O
JLIOZST,O,O,X,X,O
JLSTIZO,O,O,O,O,X
JLSTIOZ,O,X,O,O,X
JLSTZIO,O,O,O,X,X
JLSTZOI,O,O,O,X,X
JLSTOIZ,O,X,O,O,X
JLSTOZI,O,X,O,X,X
JLSITZO,O,O,O,O,X
JLSITOZ,O,X,O,O,X
JLSIZTO,O,O,X,X,O
JLSIZOT,O,O,O,X,O
JLSIOTZ,O,X,O,O,X
JLSIOZT,O,X,O,X,O
JLSZTIO,O,O,O,X,X
JLSZTOI,O,O,O,X,X
JLSZITO,O,O,X,X,O
JLSZIOT,O,O,O,X,O
JLSZOTI,O,O,O,X,X
JLSZOIT,O,O,O,X,O
JLSOTIZ,O,X,O,O,X
JLSOTZI,O,X,O,X,X
JLSOITZ,O,X,O,O,X
JLSOIZT,O,X,O,X,O
JLSOZTI,O,X,O,X,X
JLSOZIT,O,X,O,X,O
JLZTISO,O,O,X,O,O
JLZTIOS,O,O,X,O,O
JLZTSIO,O,O,X,X,X
JLZTSOI,O,O,X,X,X
JLZTOIS,O,O,X,O,O
JLZTOSI,O,O,X,X,X
JLZITSO,O,O,X,O,O
JLZITOS,O,O,X,O,O
JLZISTO,O,O,X,X,O
JLZISOT,O,O,X,X,O
JLZIOTS,O,O,X,O,O
JLZIOST,O,O,X,X,O
JLZSTIO,O,O,X,X,X
JLZSTOI,O,O,X,X,X
JLZSITO,O,O,X,X,O
JLZSIOT,O,O,X,X,O
JLZSOTI,O,O,X,X,X
JLZSOIT,O,O,X,X,O
JLZOTIS,O,O,X,O,O
JLZOTSI,O,O,X,X,X
JLZOITS,O,O,X,O,O
JLZOIST,O,O,X,X,O
JLZOSTI,O,O,X,X,X
JLZOSIT,O,O,X,X,O
JLOTISZ,O,X,X,O,X
JLOTIZS,O,O,X,O,X
JLOTSIZ,O,X,O,O,X
JLOTSZI,O,X,O,X,X
JLOTZIS,O,O,X,O,X
JLOTZSI,O,O,X,X,X
JLOITSZ,O,X,X,O,X
JLOITZS,O,O,X,O,X
JLOISTZ,O,X,X,O,X
JLOISZT,O,X,X,X,O
JLOIZTS,O,O,X,O,O
JLOIZST,O,O,X,X,O
JLOSTIZ,O,X,O,O,X
JLOSTZI,O,X,O,X,X
JLOSITZ,O,X,O,O,X
JLOSIZT,O,X,O,X,O
JLOSZTI,O,X,O,X,X
JLOSZIT,O,X,O,X,O
JLOZTIS,O,O,X,O,O
JLOZTSI,O,O,X,X,X
JLOZITS,O,O,X,O,O
JLOZIST,O,O,X,X,O
JLOZSTI,O,O,X,X,X
JLOZSIT,O,O,X,X,O
JSTILZO,O,X,O,O,X
JSTILOZ,O,X,O,O,X
JSTIZLO,O,X,O,X,O
JSTIZOL,O,X,O,X,O
JSTIOLZ,O,X,O,O,X
JSTIOZL,O,X,O,X,O
JSTLIZO,O,O,O,O,X
JSTLIOZ,O,X,O,O,X
JSTLZIO,O,O,O,X,X
JSTLZOI,O,O,O,X,X
JSTLOIZ,O,X,O,O,X
JSTLOZI,O,X,O,X,X
JSTZILO,O,O,O,X,O
JSTZIOL,O,O,O,X,O
JSTZLIO,O,O,O,X,X
JSTZLOI,O,O,O,X,X
JSTZOIL,O,O,O,X,O
JSTZOLI,O,O,O,X,X
JSTOILZ,O,X,O,O,X
JSTOIZL,O,X,O,X,O
JSTOLIZ,O,X,O,O,X
JSTOLZI,O,X,O,X,X
JSTOZIL,O,X,O,X,O
JSTOZLI,O,X,O,X,X
JSITLZO,O,X,O,X,X
JSITLOZ,O,X,O,X,X
JSITZLO,O,X,O,X,O
JSITZOL,O,X,O,X,O
JSITOLZ,O,X,O,X,X
JSITOZL,O,X,O,X,O
JSILTZO,O,X,O,O,X
JSILTOZ,O,X,O,O,X
JSILZTO,O,X,X,X,O
JSILZOT,O,X,O,X,O
JSILOTZ,O,X,O,O,X
JSILOZT,O,X,O,X,O
JSIZTLO,O,X,X,X,O
JSIZTOL,O,X,X,X,O
JSIZLTO,O,X,X,X,O
JSIZLOT,O,X,X,X,O
JSIZOTL,O,X,X,X,O
JSIZOLT,O,X,X,X,O
JSIOTLZ,X,X,O,X,X
JSIOTZL,X,X,O,X,O
JSIOLTZ,X,X,O,O,X
JSIOLZT,X,X,O,X,O
JSIOZTL,X,X,X,X,O
JSIOZLT,X,X,X,X,O
JSLTIZO,O,O,O,O,X
JSLTIOZ,O,X,O,O,X
JSLTZIO,O,O,O,X,X
JSLTZOI,O,O,O,X,X
JSLTOIZ,O,X,O,O,X
JSLTOZI,O,X,O,X,X
JSLITZO,O,O,O,O,X
JSLITOZ,O,X,O,O,X
JSLIZTO,O,O,X,X,O
JSLIZOT,O,O,O,X,O
JSLIOTZ,O,X,O,O,X
JSLIOZT,O,X,O,X,O
JSLZTIO,O,O,O,X,X
JSLZTOI,O,O,O,X,X
JSLZITO,O,O,X,X,O
JSLZIOT,O,O,O,X,O
JSLZOTI,O,O,O,X,X
JSLZOIT,O,O,O,X,O
JSLOTIZ,O,X,O,O,X
JSLOTZI,O,X,O,X,X
JSLOITZ,O,X,O,O,X
JSLOIZT,O,X,O,X,O
JSLOZTI,O,X,O,X,X
JSLOZIT,O,X,O,X,O
JSZTILO,O,O,O,X,O
JSZTIOL,O,O,O,X,O
JSZTLIO,O,O,O,X,X
JSZTLOI,O,O,O,X,X
JSZTOIL,O,O,O,X,O
JSZTOLI,O,O,O,X,X
JSZITLO,O,X,X,X,O
JSZITOL,O,X,X,X,O
JSZILTO,O,X,X,X,O
JSZILOT,O,X,X,X,O
JSZIOTL,O,X,X,X,O
JSZIOLT,O,X,X,X,O
JSZLTIO,O,O,O,X,X
JSZLTOI,O,O,O,X,X
JSZLITO,O,O,X,X,O
JSZLIOT,O,O,O,X,O
JSZLOTI,O,O,O,X,X
JSZLOIT,O,O,O,X,O
JSZOTIL,O,X,O,X,O
JSZOTLI,O,O,O,X,X
JSZOITL,O,X,X,X,O
JSZOILT,O,X,X,X,O
JSZOLTI,O,O,O,X,X
JSZOLIT,O,O,O,X,O
JSOTILZ,O,X,O,O,X
JSOTIZL,O,X,O,X,O
JSOTLIZ,O,X,O,O,X
JSOTLZI,O,X,O,X,X
JSOTZIL,O,X,O,X,O
JSOTZLI,O,X,O,X,X
JSOITLZ,X,X,O,X,X
JSOITZL,X,X,O,X,O
JSOILTZ,X,X,O,O,X
JSOILZT,X,X,O,X,O
JSOIZTL,X,X,X,X,O
JSOIZLT,X,X,X,X,O
JSOLTIZ,O,X,O,O,X
JSOLTZI,O,X,O,X,X
JSOLITZ,O,X,O,O,X
JSOLIZT,O,X,O,X,O
JSOLZTI,O,X,O,X,X
JSOLZIT,O,X,O,X,O
JSOZTIL,O,X,O,X,O
JSOZTLI,O,X,O,X,X
JSOZITL,O,X,X,X,O
JSOZILT,O,X,X,X,O
JSOZLTI,O,X,O,X,X
JSOZLIT,O,X,O,X,O
JZTILSO,O,O,X,O,O
JZTILOS,O,O,X,O,O
JZTISLO,O,O,X,X,O
JZTISOL,O,O,X,X,O
JZTIOLS,O,O,X,O,O
JZTIOSL,O,X,X,X,O
JZTLISO,O,O,X,O,O
JZTLIOS,O,O,X,O,O
JZTLSIO,O,O,X,X,X
JZTLSOI,O,O,X,X,X
JZTLOIS,O,O,X,O,O
JZTLOSI,O,O,X,X,X
JZTSILO,O,O,O,X,O
JZTSIOL,O,O,O,X,O
JZTSLIO,O,O,O,X,X
JZTSLOI,O,O,O,X,X
JZTSOIL,O,O,O,X,O
JZTSOLI,O,O,O,X,X
JZTOILS,O,O,X,O,O
JZTOISL,O,X,X,X,O
JZTOLIS,O,O,X,O,O
JZTOLSI,O,O,X,X,X
JZTOSIL,O,O,O,X,O
JZTOSLI,O,O,O,X,X
JZITLSO,O,O,X,X,O
JZITLOS,O,O,X,X,O
JZITSLO,O,O,X,X,O
JZITSOL,O,O,X,X,O
JZITOLS,O,O,X,X,O
JZITOSL,O,X,X,X,O
JZILTSO,O,O,X,O,O
JZILTOS,O,O,X,O,O
JZILSTO,O,O,X,X,O
JZILSOT,O,O,X,X,O
JZILOTS,O,O,X,O,O
JZILOST,O,O,X,X,O
JZISTLO,O,X,X,X,O
JZISTOL,O,X,X,X,O
JZISLTO,O,X,X,X,O
JZISLOT,O,X,X,X,O
JZISOTL,O,X,X,X,O
JZISOLT,O,X,X,X,O
JZIOTLS,O,O,X,X,O
JZIOTSL,O,X,X,X,O
JZIOLTS,O,O,X,O,O
JZIOLST,O,O,X,X,O
JZIOSTL,O,X,X,X,O
JZIOSLT,O,X,X,X,O
JZLTISO,O,O,X,O,O
JZLTIOS,O,O,X,O,O
JZLTSIO,O,O,X,X,X
JZLTSOI,O,O,X,X,X
JZLTOIS,O,O,X,O,O
JZLTOSI,O,O,X,X,X
JZLITSO,O,O,X,O,O
JZLITOS,O,O,X,O,O
JZLISTO,O,O,X,X,O
JZLISOT,O,O,X,X,O
JZLIOTS,O,O,X,O,O
JZLIOST,O,O,X,X,O
JZLSTIO,O,O,X,X,X
JZLSTOI,O,O,X,X,X
JZLSITO,O,O,X,X,O
JZLSIOT,O,O,X,X,O
JZLSOTI,O,O,X,X,X
JZLSOIT,O,O,X,X,O
JZLOTIS,O,O,X,O,O
JZLOTSI,O,O,X,X,X
JZLOITS,O,O,X,O,O
JZLOIST,O,O,X,X,O
JZLOSTI,O,O,X,X,X
JZLOSIT,O,O,X,X,O
JZSTILO,O,O,O,X,O
JZSTIOL,O,O,O,X,O
JZSTLIO,O,O,O,X,X
JZSTLOI,O,O,O,X,X
JZSTOIL,O,O,O,X,O
JZSTOLI,O,O,O,X,X
JZSITLO,O,X,X,X,O
JZSITOL,O,X,X,X,O
JZSILTO,O,X,X,X,O
JZSILOT,O,X,X,X,O
JZSIOTL,O,X,X,X,O
JZSIOLT,O,X,X,X,O
JZSLTIO,O,O,O,X,X
JZSLTOI,O,O,O,X,X
JZSLITO,O,O,X,X,O
JZSLIOT,O,O,O,X,O
JZSLOTI,O,O,O,X,X
JZSLOIT,O,O,O,X,O
JZSOTIL,O,X,O,X,O
JZSOTLI,O,O,O,X,X
JZSOITL,O,X,X,X,O
JZSOILT,O,X,X,X,O
JZSOLTI,O,O,O,X,X
JZSOLIT,O,O,O,X,O
JZOTILS,O,O,X,O,O
JZOTISL,O,X,X,X,O
JZOTLIS,O,O,X,O,O
JZOTLSI,O,O,X,X,X
JZOTSIL,O,O,O,X,O
JZOTSLI,O,O,O,X,X
JZOITLS,O,O,X,X,O
JZOITSL,O,X,X,X,O
JZOILTS,O,O,X,O,O
JZOILST,O,O,X,X,O
JZOISTL,O,X,X,X,O
JZOISLT,O,X,X,X,O
JZOLTIS,O,O,X,O,O
JZOLTSI,O,O,X,X,X
JZOLITS,O,O,X,O,O
JZOLIST,O,O,X,X,O
JZOLSTI,O,O,X,X,X
JZOLSIT,O,O,X,X,O
JZOSTIL,O,X,O,X,O
JZOSTLI,O,O,O,X,X
JZOSITL,O,X,X,X,O
JZOSILT,O,X,X,X,O
JZOSLTI,O,O,O,X,X
JZOSLIT,O,O,O,X,O
JOTILSZ,O,X,X,O,X
JOTILZS,O,X,X,O,X
JOTISLZ,X,X,O,O,X
JOTISZL,X,X,O,X,O
JOTIZLS,O,X,X,O,O
JOTIZSL,O,X,X,X,O
JOTLISZ,O,X,X,O,X
JOTLIZS,O,O,X,O,X
JOTLSIZ,O,X,O,O,X
JOTLSZI,O,X,O,X,X
JOTLZIS,O,O,X,O,X
JOTLZSI,O,O,X,X,X
JOTSILZ,X,X,O,O,X
JOTSIZL,X,X,O,X,O
JOTSLIZ,O,X,O,O,X
JOTSLZI,O,X,O,X,X
JOTSZIL,O,X,O,X,O
JOTSZLI,O,X,O,X,X
JOTZILS,O,O,X,O,O
JOTZISL,O,X,X,X,O
JOTZLIS,O,O,X,O,O
JOTZLSI,O,O,X,X,X
JOTZSIL,O,O,O,X,O
JOTZSLI,O,O,O,X,X
JOITLSZ,X,X,X,O,X
JOITLZS,X,X,X,O,X
JOITSLZ,X,X,O,O,X
JOITSZL,X,X,O,X,O
JOITZLS,X,X,X,O,O
JOITZSL,X,X,X,X,O
JOILTSZ,X,X,X,O,X
JOILTZS,X,X,X,O,X
JOILSTZ,X,X,X,O,X
JOILSZT,X,X,X,X,O
JOILZTS,X,X,X,O,O
JOILZST,X,X,X,X,O
JOISTLZ,X,X,O,X,X
JOISTZL,X,X,O,X,O
JOISLTZ,X,X,O,O,X
JOISLZT,X,X,O,X,O
JOISZTL,X,X,X,X,O
JOISZLT,X,X,X,X,O
JOIZTLS,X,X,X,X,O
JOIZTSL,X,X,X,X,O
JOIZLTS,X,X,X,O,O
JOIZLST,X,X,X,X,O
JOIZSTL,X,X,X,X,O
JOIZSLT,X,X,X,X,O
JOLTISZ,O,X,X,O,X
JOLTIZS,O,O,X,O,X
JOLTSIZ,O,X,O,O,X
JOLTSZI,O,X,O,X,X
JOLTZIS,O,O,X,O,X
JOLTZSI,O,O,X,X,X
JOLITSZ,O,X,X,O,X
JOLITZS,O,O,X,O,X
JOLISTZ,O,X,X,O,X
JOLISZT,O,X,X,X,O
JOLIZTS,O,O,X,O,O
JOLIZST,O,O,X,X,O
JOLSTIZ,O,X,O,O,X
JOLSTZI,O,X,O,X,X
JOLSITZ,O,X,O,O,X
JOLSIZT,O,X,O,X,O
JOLSZTI,O,X,O,X,X
JOLSZIT,O,X,O,X,O
JOLZTIS,O,O,X,O,O
JOLZTSI,O,O,X,X,X
JOLZITS,O,O,X,O,O
JOLZIST,O,O,X,X,O
JOLZSTI,O,O,X,X,X
JOLZSIT,O,O,X,X,O
JOSTILZ,O,X,O,O,X
JOSTIZL,O,X,O,X,O
JOSTLIZ,O,X,O,O,X
JOSTLZI,O,X,O,X,X
JOSTZIL,O,X,O,X,O
JOSTZLI,O,X,O,X,X
JOSITLZ,X,X,O,X,X
JOSITZL,X,X,O,X,O
JOSILTZ,X,X,O,O,X
JOSILZT,X,X,O,X,O
JOSIZTL,X,X,X,X,O
JOSIZLT,X,X,X,X,O
JOSLTIZ,O,X,O,O,X
JOSLTZI,O,X,O,X,X
JOSLITZ,O,X,O,O,X
JOSLIZT,O,X,O,X,O
JOSLZTI,O,X,O,X,X
JOSLZIT,O,X,O,X,O
JOSZTIL,O,X,O,X,O
JOSZTLI,O,X,O,X,X
JOSZITL,O,X,X,X,O
JOSZILT,O,X,X,X,O
JOSZLTI,O,X,O,X,X
JOSZLIT,O,X,O,X,O
JOZTILS,O,O,X,O,O
JOZTISL,O,X,X,X,O
JOZTLIS,O,O,X,O,O
JOZTLSI,O,O,X,X,X
JOZTSIL,O,O,O,X,O
JOZTSLI,O,O,O,X,X
JOZITLS,O,O,X,X,O
JOZITSL,O,X,X,X,O
JOZILTS,O,O,X,O,O
JOZILST,O,O,X,X,O
JOZISTL,O,X,X,X,O
JOZISLT,O,X,X,X,O
JOZLTIS,O,O,X,O,O
JOZLTSI,O,O,X,X,X
JOZLITS,O,O,X,O,O
JOZLIST,O,O,X,X,O
JOZLSTI,O,O,X,X,X
JOZLSIT,O,O,X,X,O
JOZSTIL,O,X,O,X,O
JOZSTLI,O,O,O,X,X
JOZSITL,O,X,X,X,O
JOZSILT,O,X,X,X,O
JOZSLTI,O,O,O,X,X
JOZSLIT,O,O,O,X,O
STILJZO,O,X,O,O,X
STILJOZ,O,X,O,O,X
STILZJO,O,X,O,O,X
STILZOJ,O,X,O,O,X
STILOJZ,O,X,O,O,X
STILOZJ,O,X,O,O,X
STIJLZO,O,X,O,O,X
STIJLOZ,O,X,O,O,X
STIJZLO,O,X,O,X,O
STIJZOL,O,X,O,X,O
STIJOLZ,O,X,O,O,X
STIJOZL,O,X,O,X,O
STIZLJO,O,X,O,X,O
STIZLOJ,O,X,O,X,O
STIZJLO,O,X,O,X,O
STIZJOL,O,X,O,X,O
STIZOLJ,O,X,O,X,O
STIZOJL,O,X,O,X,O
STIOLJZ,O,X,O,O,X
STIOLZJ,O,X,O,O,X
STIOJLZ,O,X,O,O,X
STIOJZL,O,X,O,X,O
STIOZLJ,O,X,O,X,O
STIOZJL,O,X,O,X,O
STLIJZO,O,O,O,O,X
STLIJOZ,O,X,O,O,X
STLIZJO,O,O,O,O,X
STLIZOJ,O,O,O,O,X
STLIOJZ,O,X,O,O,X
STLIOZJ,O,X,O,O,X
STLJIZO,O,O,O,O,X
STLJIOZ,O,X,O,O,X
STLJZIO,O,O,O,X,X
STLJZOI,O,O,O,X,X
STLJOIZ,O,X,O,O,X
STLJOZI,O,X,O,X,X
STLZIJO,O,O,O,X,X
STLZIOJ,O,O,O,X,X
STLZJIO,O,O,O,X,X
STLZJOI,O,O,O,X,X
STLZOIJ,O,O,O,X,X
STLZOJI,O,O,O,X,X
STLOIJZ,O,X,O,O,X
STLOIZJ,O,X,O,O,X
STLOJIZ,O,X,O,O,X
STLOJZI,O,X,O,X,X
STLOZIJ,O,X,O,X,X
STLOZJI,O,X,O,X,X
STJILZO,O,X,O,O,X
STJILOZ,O,X,O,O,X
STJIZLO,O,X,O,X,O
STJIZOL,O,X,O,X,O
STJIOLZ,O,X,O,O,X
STJIOZL,O,X,O,X,O
STJLIZO,O,O,O,O,X
STJLIOZ,O,X,O,O,X
STJLZIO,O,O,O,X,X
STJLZOI,O,O,O,X,X
STJLOIZ,O,X,O,O,X
STJLOZI,O,X,O,X,X
STJZILO,O,O,O,X,O
STJZIOL,O,O,O,X,O
STJZLIO,O,O,O,X,X
STJZLOI,O,O,O,X,X
STJZOIL,O,O,O,X,O
STJZOLI,O,O,O,X,X
STJOILZ,O,X,O,O,X
STJOIZL,O,X,O,X,O
STJOLIZ,O,X,O,O,X
STJOLZI,O,X,O,X,X
STJOZIL,O,X,O,X,O
STJOZLI,O,X,O,X,X
STZILJO,O,O,O,X,O
STZILOJ,O,O,O,X,O
STZIJLO,O,O,O,X,O
STZIJOL,O,O,O,X,O
STZIOLJ,O,O,O,X,O
STZIOJL,O,O,O,X,O
STZLIJO,O,O,O,X,X
STZLIOJ,O,O,O,X,X
STZLJIO,O,O,O,X,X
STZLJOI,O,O,O,X,X
STZLOIJ,O,O,O,X,X
STZLOJI,O,O,O,X,X
STZJILO,O,O,O,X,O
STZJIOL,O,O,O,X,O
STZJLIO,O,O,O,X,X
STZJLOI,O,O,O,X,X
STZJOIL,O,O,O,X,O
STZJOLI,O,O,O,X,X
STZOILJ,O,O,O,X,O
STZOIJL,O,O,O,X,O
STZOLIJ,O,O,O,X,X
STZOLJI,O,O,O,X,X
STZOJIL,O,O,O,X,O
STZOJLI,O,O,O,X,X
STOILJZ,O,X,O,O,X
STOILZJ,O,X,O,O,X
STOIJLZ,O,X,O,O,X
STOIJZL,O,X,O,X,O
STOIZLJ,O,X,O,X,O
STOIZJL,O,X,O,X,O
STOLIJZ,O,X,O,O,X
STOLIZJ,O,X,O,O,X
STOLJIZ,O,X,O,O,X
STOLJZI,O,X,O,X,X
STOLZIJ,O,X,O,X,X
STOLZJI,O,X,O,X,X
STOJILZ,O,X,O,O,X
STOJIZL,O,X,O,X,O
