sequence,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbByhB8kBWmB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Je2/IvhFRbBzcBUhB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFOhB8hB6kBTgB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBmgB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFygBzcB0fB3iBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFmcB6kBcmB3iBTl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFlbB2iBClBxmBcm?B/qB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFygBRiBXgBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Je//IvhFagBzbBRiBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jem6IvhFzbB6kBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jei6IvhFzbBukBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jex7IvhF8hBmfBzgB3iB6k?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBVlBamB3i?BGqB,v115@6gC8IeB8GeC8DeH8AeF8JeOBJvhF8hBxfB3iB6kBTg?BlqB
STIJLZO,O,O,X,O,O,X,X,X,O,O,O,X,X,X
STIJLOZ,O,O,X,O,O,X,X,O,O,O,O,X,X,X
STIJZLO,O,O,X,O,O,X,X,X,O,X,O,X,X,O
STIJZOL,O,O,X,O,O,X,X,X,O,X,O,O,X,O
STIJOLZ,O,O,X,X,O,X,X,O,O,O,O,X,X,X
STIJOZL,O,O,X,O,O,X,X,X,O,X,O,O,X,X
STIZLJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
STIZLOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
STIZJLO,O,O,O,O,O,X,X,X,X,X,O,X,X,O
STIZJOL,O,O,O,O,O,X,X,X,X,X,O,O,X,O
STIZOLJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
STIZOJL,O,O,O,O,O,X,X,X,X,X,O,O,X,O
STIOLJZ,X,O,O,O,O,X,X,O,O,O,O,X,X,X
STIOLZJ,X,X,O,O,O,X,X,O,O,O,X,X,X,X
STIOJLZ,X,O,X,X,O,X,X,X,O,O,O,X,X,X
STIOJZL,X,O,O,O,O,X,X,X,O,X,O,O,X,X
STIOZLJ,X,O,O,O,O,X,X,X,O,O,X,O,X,X
STIOZJL,X,O,O,O,O,X,X,X,X,X,O,O,X,O
STLIJZO,O,O,O,O,X,O,X,X,O,O,O,X,X,X
STLIJOZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
STLIZJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
STLIZOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
STLIOJZ,O,O,O,O,O,O,X,O,O,O,O,X,X,X
STLIOZJ,O,X,O,O,O,O,X,O,O,O,X,X,X,X
STLJIZO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
STLJIOZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
STLJZIO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
STLJZOI,O,O,O,O,O,O,X,X,O,O,O,O,X,X
STLJOIZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
STLJOZI,O,O,O,O,O,X,X,X,O,O,O,O,X,X
STLZIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
STLZIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
STLZJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
STLZJOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
STLZOIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
STLZOJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
STLOIJZ,O,O,O,O,O,O,X,O,O,O,O,X,X,X
STLOIZJ,O,X,O,O,O,O,X,O,O,O,X,X,X,X
STLOJIZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
STLOJZI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
STLOZIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
STLOZJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
STJILZO,O,O,X,O,O,X,X,X,O,O,O,X,O,X
STJILOZ,O,O,X,O,O,X,X,O,O,O,O,X,O,X
STJIZLO,O,O,X,O,O,X,X,X,O,X,O,X,O,O
STJIZOL,O,O,X,O,O,X,X,X,O,X,O,O,O,O
STJIOLZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
STJIOZL,O,O,X,O,O,X,X,X,O,X,O,O,O,X
STJLIZO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
STJLIOZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
STJLZIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
STJLZOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
STJLOIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
STJLOZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
STJZILO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
STJZIOL,O,O,O,O,O,X,X,X,O,X,O,O,O,O
STJZLIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
STJZLOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
STJZOIL,O,O,O,O,O,X,X,X,O,X,O,O,O,O
STJZOLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
STJOILZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
STJOIZL,O,O,O,O,O,X,X,X,O,X,O,O,O,X
STJOLIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
STJOLZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
STJOZIL,O,O,O,O,O,X,X,X,O,X,O,O,O,X
STJOZLI,O,O,O,O,O,X,X,X,O,X,O,O,O,X
STZILJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
STZILOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
STZIJLO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
STZIJOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
STZIOLJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
STZIOJL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
STZLIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
STZLIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
STZLJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
STZLJOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
STZLOIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
STZLOJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
STZJILO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
STZJIOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
STZJLIO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
STZJLOI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
STZJOIL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
STZJOLI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
STZOILJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
STZOIJL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
STZOLIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
STZOLJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
STZOJIL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
STZOJLI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
STOILJZ,X,O,O,O,O,X,X,O,O,O,O,X,X,X
STOILZJ,X,X,O,O,O,X,X,O,O,O,X,X,X,X
STOIJLZ,X,O,X,X,O,X,X,X,O,O,O,X,X,X
STOIJZL,X,O,O,O,O,X,X,X,O,X,O,O,X,X
STOIZLJ,X,O,O,O,O,X,X,X,O,O,X,O,X,X
STOIZJL,X,O,O,O,O,X,X,X,X,X,O,O,X,O
STOLIJZ,O,O,O,O,O,O,X,O,O,O,O,X,X,X
STOLIZJ,O,X,O,O,O,O,X,O,O,O,X,X,X,X
STOLJIZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
STOLJZI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
STOLZIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
STOLZJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
STOJILZ,O,O,X,X,O,X,X,X,O,O,O,X,O,X
STOJIZL,O,O,O,O,O,X,X,X,O,X,O,O,O,X
STOJLIZ,O,O,O,O,O,O,X,X,O,O,O,X,O,X
STOJLZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
STOJZIL,O,O,O,O,O,X,X,X,O,X,O,O,O,X
STOJZLI,O,O,O,O,O,X,X,X,O,X,O,O,O,X
STOZILJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
STOZIJL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
STOZLIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
STOZLJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
STOZJIL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
STOZJLI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
SITLJZO,O,O,O,O,X,X,X,X,O,O,O,X,X,X
SITLJOZ,O,O,O,O,O,X,X,X,O,O,O,X,X,X
SITLZJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
SITLZOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
SITLOJZ,O,O,O,O,O,X,X,O,O,O,O,X,X,X
SITLOZJ,O,X,O,O,O,X,X,O,O,O,X,X,X,X
SITJLZO,O,O,X,O,O,X,X,X,O,O,O,X,X,X
SITJLOZ,O,O,X,O,O,X,X,O,O,O,O,X,X,X
SITJZLO,O,O,X,O,O,X,X,X,O,X,O,X,X,O
SITJZOL,O,O,X,O,O,X,X,X,O,X,O,O,X,O
SITJOLZ,O,O,X,X,O,X,X,O,O,O,O,X,X,X
SITJOZL,O,O,X,O,O,X,X,X,O,X,O,O,X,X
SITZLJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
SITZLOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
SITZJLO,O,O,O,O,O,X,X,X,X,X,O,X,X,O
SITZJOL,O,O,O,O,O,X,X,X,X,X,O,O,X,O
SITZOLJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
SITZOJL,O,O,O,O,O,X,X,X,X,X,O,O,X,O
SITOLJZ,X,O,O,O,O,X,X,O,O,O,O,X,X,X
SITOLZJ,X,X,O,O,O,X,X,O,O,O,X,X,X,X
SITOJLZ,X,O,X,X,O,X,X,X,O,O,O,X,X,X
SITOJZL,X,O,O,O,O,X,X,X,O,X,O,O,X,X
SITOZLJ,X,O,O,O,O,X,X,X,O,O,X,O,X,X
SITOZJL,X,O,O,O,O,X,X,X,X,X,O,O,X,O
SILTJZO,O,X,O,X,X,O,O,X,O,O,O,X,X,X
SILTJOZ,O,X,O,X,X,O,O,X,O,O,O,X,X,X
SILTZJO,O,X,O,X,X,O,O,X,X,O,X,X,X,O
SILTZOJ,O,X,O,X,X,X,O,X,O,O,X,X,X,X
SILTOJZ,O,X,O,X,X,O,O,X,O,O,O,X,X,X
SILTOZJ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
SILJTZO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
SILJTOZ,O,O,O,X,X,O,O,X,O,O,O,X,X,X
SILJZTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
SILJZOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
SILJOTZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
SILJOZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SILZTJO,O,O,O,O,X,O,O,X,X,O,X,X,X,X
SILZTOJ,O,O,O,O,X,X,O,X,O,O,X,X,X,X
SILZJTO,O,O,O,O,X,O,O,X,O,O,X,X,X,O
SILZJOT,O,O,O,O,X,O,O,X,X,X,X,X,X,O
SILZOTJ,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SILZOJT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
SILOTJZ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
SILOTZJ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
SILOJTZ,O,O,X,X,X,O,O,X,O,O,X,X,X,X
SILOJZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SILOZTJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILOZJT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,O,X,X,X,O,O,O,X,O,X
SIJTLOZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
SIJTZLO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
SIJTZOL,O,O,X,X,O,X,X,X,O,X,O,O,O,O
SIJTOLZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
SIJTOZL,O,O,X,X,O,X,X,X,O,X,O,O,O,X
SIJLTZO,O,O,X,X,X,O,O,X,O,O,O,X,X,X
SIJLTOZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
SIJLZTO,O,O,X,X,X,O,O,X,O,O,O,X,X,X
SIJLZOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJLOTZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
SIJLOZT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
SIJZTOL,O,O,X,X,O,X,X,X,O,X,O,O,O,O
SIJZLTO,O,O,X,X,O,O,X,X,O,X,O,X,O,O
SIJZLOT,O,O,X,X,O,O,X,X,X,X,X,X,O,O
SIJZOTL,O,O,X,X,O,X,X,X,X,X,X,X,O,O
SIJZOLT,O,O,X,X,O,O,X,X,X,X,X,X,O,O
SIJOTLZ,O,O,X,X,O,X,X,O,O,X,O,X,O,X
SIJOTZL,O,O,X,X,O,X,X,X,O,X,O,X,O,X
SIJOLTZ,O,O,X,X,X,O,O,X,O,X,O,X,X,X
SIJOLZT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJOZTL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SIJOZLT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SIZTLJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
SIZTLOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
SIZTJLO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
SIZTJOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
SIZTOLJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
SIZTOJL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
SIZLTJO,X,O,O,O,O,O,X,X,X,O,X,X,X,X
SIZLTOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
SIZLJTO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
SIZLJOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
SIZLOTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SIZLOJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SIZJTLO,O,X,O,O,O,X,X,X,X,X,O,X,O,O
SIZJTOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
SIZJLTO,O,X,O,O,O,O,X,X,X,X,O,X,O,O
SIZJLOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
SIZJOTL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
SIZJOLT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
SIZOTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIZOLTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
SIZOJTL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
SIZOJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
SIOTLJZ,X,O,X,O,O,X,X,O,O,O,O,X,X,X
SIOTLZJ,X,X,X,O,O,X,X,O,O,O,X,X,X,X
SIOTJLZ,X,O,X,X,O,X,X,X,O,O,O,X,X,X
SIOTJZL,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SIOTZLJ,X,O,X,O,O,X,X,X,O,O,X,X,X,X
SIOTZJL,X,O,X,O,O,X,X,X,X,X,O,X,X,O
SIOLTJZ,X,X,X,X,X,O,O,X,O,O,X,X,X,X
SIOLTZJ,O,X,X,X,X,O,O,X,O,O,X,X,X,X
SIOLJTZ,X,O,X,X,X,O,O,X,O,O,X,X,X,X
SIOLJZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SIOLZJT,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,O,X,X,O,X,X,O,X,O,X
SIOJTZL,X,O,X,X,O,X,X,X,X,X,O,X,O,X
SIOJLTZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X
SIOJLZT,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SIOJZTL,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SIOJZLT,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SIOZTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOZTJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIOZLTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SIOZLJT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
SIOZJTL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
SIOZJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
SLTIJZO,O,O,O,O,X,O,X,X,O,O,O,X,X,X
SLTIJOZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
SLTIZJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
SLTIZOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
SLTIOJZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
SLTIOZJ,O,X,O,O,O,O,X,X,O,O,X,X,X,X
SLTJIZO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
SLTJIOZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
SLTJZIO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
SLTJZOI,O,O,O,O,O,O,X,X,O,O,O,O,X,X
SLTJOIZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
SLTJOZI,O,O,O,O,O,X,X,X,O,O,O,O,X,X
SLTZIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
SLTZIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
SLTZJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
SLTZJOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
SLTZOIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
SLTZOJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
SLTOIJZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
SLTOIZJ,O,X,O,O,O,O,X,X,O,O,X,X,X,X
SLTOJIZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
SLTOJZI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
SLTOZIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
SLTOZJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
SLITJZO,O,X,O,X,X,O,O,X,O,O,O,X,X,X
SLITJOZ,O,X,O,X,X,O,O,X,O,O,O,X,X,X
SLITZJO,O,X,O,X,X,O,O,X,X,O,X,X,X,O
SLITZOJ,O,X,O,X,X,X,O,X,O,O,X,X,X,X
SLITOJZ,O,X,O,X,X,O,O,X,O,O,O,X,X,X
SLITOZJ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
SLIJTZO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
SLIJTOZ,O,O,O,X,X,O,O,X,O,O,O,X,X,X
SLIJZTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
SLIJZOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
SLIJOTZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
SLIJOZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLIZTJO,O,O,O,O,X,O,O,X,X,O,X,X,X,X
SLIZTOJ,O,O,O,O,X,X,O,X,O,O,X,X,X,X
SLIZJTO,O,O,O,O,X,O,O,X,O,O,X,X,X,O
SLIZJOT,O,O,O,O,X,O,O,X,X,X,X,X,X,O
SLIZOTJ,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLIZOJT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
SLIOTJZ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
SLIOTZJ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
SLIOJTZ,O,O,X,X,X,O,O,X,O,O,X,X,X,X
SLIOJZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SLIOZJT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
SLJTIZO,O,O,O,X,O,O,X,X,O,O,O,X,O,X
SLJTIOZ,O,O,O,X,O,O,X,X,O,O,O,X,O,X
SLJTZIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
SLJTZOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
SLJTOIZ,O,O,O,X,O,O,X,X,O,O,O,X,O,X
SLJTOZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
SLJITZO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
SLJITOZ,O,O,O,X,X,O,O,X,O,O,O,X,X,X
SLJIZTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
SLJIZOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
SLJIOTZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
SLJIOZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLJZTIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
SLJZTOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
SLJZITO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
SLJZIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLJZOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLJZOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLJOTIZ,O,O,X,X,O,O,X,X,O,O,O,X,O,X
SLJOTZI,O,O,X,O,O,X,X,X,O,O,O,X,O,X
SLJOITZ,O,O,X,X,X,O,O,X,O,O,O,X,X,X
SLJOIZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLJOZTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
SLJOZIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
SLZTIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
SLZTIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
SLZTJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
SLZTJOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
SLZTOIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
SLZTOJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
SLZITJO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
SLZITOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
SLZIJTO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
SLZIJOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
SLZIOTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SLZIOJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLZJTIO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
SLZJTOI,O,O,O,O,O,O,X,X,O,O,X,O,O,X
SLZJITO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
SLZJIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
SLZJOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLZJOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLZOTIJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
SLZOTJI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
SLZOITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SLZOIJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLZOJTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLZOJIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLOTIJZ,O,O,O,O,O,O,X,X,O,O,X,X,X,X
SLOTIZJ,O,X,O,O,O,O,X,X,O,O,X,X,X,X
SLOTJIZ,O,O,O,O,O,O,X,X,O,O,X,X,X,X
SLOTJZI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
SLOTZIJ,O,O,O,O,O,O,X,X,O,O,X,X,X,X
SLOTZJI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
SLOITJZ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
SLOITZJ,O,X,O,X,X,O,O,X,O,O,X,X,X,X
SLOIJTZ,O,O,X,X,X,O,O,X,O,O,X,X,X,X
SLOIJZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLOIZTJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SLOIZJT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,X,X,O,O,X,X,O,O,X,X,O,X
SLOJTZI,O,O,X,O,O,X,X,X,O,O,X,X,O,X
SLOJITZ,O,O,X,X,X,O,O,X,O,O,X,X,X,X
SLOJIZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLOJZTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
SLOJZIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
SLOZTIJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
SLOZTJI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
SLOZITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLOZJTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLOZJIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SJTILZO,O,O,X,O,O,X,X,X,O,O,O,X,O,X
SJTILOZ,O,O,X,O,O,X,X,O,O,O,O,X,O,X
SJTIZLO,O,O,X,O,O,X,X,X,O,X,O,X,O,O
SJTIZOL,O,O,X,O,O,X,X,X,O,X,O,O,O,O
SJTIOLZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
SJTIOZL,O,O,X,O,O,X,X,X,O,X,O,O,O,X
SJTLIZO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
SJTLIOZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
SJTLZIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
SJTLZOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
SJTLOIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
SJTLOZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
SJTZILO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
SJTZIOL,O,O,O,O,O,X,X,X,O,X,O,O,O,O
SJTZLIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
SJTZLOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
