sequence,v115@FhA8IeA8HeB8AeC8AeE8KeOEJvhF8kBzgBCiB5oBXn?BlqB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhFzgBumBcnB5oB3k?BlqB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhF3gBGiB5oB1pB8q?BzrB,v115@FhA8IeA8HeB8AeC8AeE8Kel/IvhF3gBqmBTiB5oB2p?B8qB,v115@FhA8IeA8HeB8AeC8AeE8KeOEJvhFlgB3hBcnB5oBzk?BCrB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhFWmBTiB5oB3kB0m?BlqB,v115@FhA8IeA8HeB8AeC8AeE8KeKEJvhFflBlgBGiB5oB8q?BzrB,v115@FhA8IeA8HeB8AeC8AeE8Ke2EJvhFChBTiB5oB0mB3k?BlqB
ZLSOTIJ,O,O,O,O,O,X,O,X
ZLSOTJI,O,O,O,O,O,X,O,X
ZLSOITJ,O,O,O,O,O,X,O,X
ZLSOIJT,O,O,O,O,O,X,O,X
ZLSOJTI,O,O,O,O,O,X,O,X
ZLSOJIT,O,O,O,O,O,X,O,X
ZLOTIJS,X,X,O,O,O,X,O,O
ZLOTISJ,X,X,O,O,O,X,O,O
ZLOTJIS,X,X,O,O,O,X,O,O
ZLOTJSI,X,X,O,O,O,X,O,O
ZLOTSIJ,X,X,O,O,O,X,O,O
ZLOTSJI,X,X,O,O,O,X,O,O
ZLOITJS,X,X,O,O,O,X,O,O
ZLOITSJ,X,X,O,O,O,X,O,O
ZLOIJTS,X,X,O,O,O,X,O,X
ZLOIJST,X,X,O,O,O,X,O,X
ZLOISTJ,X,X,O,O,O,X,O,X
ZLOISJT,X,X,O,O,O,X,O,X
ZLOJTIS,X,X,O,O,O,X,O,X
ZLOJTSI,X,X,O,O,O,X,O,X
ZLOJITS,X,X,O,O,O,X,O,X
ZLOJIST,X,X,O,O,O,X,O,X
ZLOJSTI,X,X,O,O,O,X,O,X
ZLOJSIT,X,X,O,O,O,X,O,X
ZLOSTIJ,X,X,O,O,O,X,O,X
ZLOSTJI,X,X,O,O,O,X,O,X
ZLOSITJ,X,X,O,O,O,X,O,X
ZLOSIJT,X,X,O,O,O,X,O,X
ZLOSJTI,X,X,O,O,O,X,O,X
ZLOSJIT,X,X,O,O,O,X,O,X
ZJTILSO,O,O,O,O,O,X,O,O
ZJTILOS,O,O,O,O,O,X,X,O
ZJTISLO,O,O,O,O,O,X,X,O
ZJTISOL,O,O,O,O,O,X,X,O
ZJTIOLS,O,O,O,O,O,X,X,O
ZJTIOSL,O,O,O,O,O,X,X,O
ZJTLISO,O,O,O,O,O,X,O,O
ZJTLIOS,O,O,O,O,O,X,X,O
ZJTLSIO,O,O,O,O,O,X,O,O
ZJTLSOI,O,O,O,O,O,X,O,O
ZJTLOIS,O,O,O,O,O,X,X,O
ZJTLOSI,O,O,O,O,O,X,X,O
ZJTSILO,O,O,O,O,O,X,X,O
ZJTSIOL,O,O,O,O,O,X,X,O
ZJTSLIO,O,O,O,O,O,X,X,O
ZJTSLOI,O,O,O,O,O,X,X,O
ZJTSOIL,O,O,O,O,O,X,X,O
ZJTSOLI,O,O,O,O,O,X,X,O
ZJTOILS,O,O,O,O,O,X,X,O
ZJTOISL,O,O,O,O,O,X,X,O
ZJTOLIS,O,O,O,O,O,X,X,O
ZJTOLSI,O,O,O,O,O,X,X,O
ZJTOSIL,O,O,O,O,O,X,X,O
ZJTOSLI,O,O,O,O,O,X,X,O
ZJITLSO,O,O,O,O,O,X,O,O
ZJITLOS,O,O,O,O,O,X,X,O
ZJITSLO,O,O,O,O,O,X,X,O
ZJITSOL,O,O,O,O,O,X,X,O
ZJITOLS,O,O,O,O,O,X,X,O
ZJITOSL,O,O,O,O,O,X,X,O
ZJILTSO,O,O,O,O,O,X,O,X
ZJILTOS,O,O,O,O,O,X,X,X
ZJILSTO,O,O,O,O,O,X,O,X
ZJILSOT,O,O,X,O,O,X,O,X
ZJILOTS,X,X,X,O,O,X,O,X
ZJILOST,X,X,X,O,O,X,O,X
ZJISTLO,O,O,O,O,O,X,X,X
ZJISTOL,O,O,O,O,O,X,X,X
ZJISLTO,O,O,O,O,O,X,O,X
ZJISLOT,O,O,X,O,O,X,O,X
ZJISOTL,O,O,O,O,O,X,X,X
ZJISOLT,O,O,O,O,O,X,X,X
ZJIOTLS,O,O,O,O,O,X,O,O
ZJIOTSL,O,O,O,O,O,X,X,O
ZJIOLTS,X,X,O,O,O,X,O,X
ZJIOLST,X,X,O,O,O,X,O,X
ZJIOSTL,O,O,O,O,O,X,X,X
ZJIOSLT,O,O,O,O,O,X,O,X
ZJLTISO,O,O,O,O,O,X,O,X
ZJLTIOS,O,O,O,O,O,X,X,X
ZJLTSIO,O,O,O,O,O,X,O,X
ZJLTSOI,O,O,O,O,O,X,O,X
ZJLTOIS,O,O,O,O,O,X,X,X
ZJLTOSI,O,O,O,O,O,X,X,X
ZJLITSO,O,O,O,O,O,X,O,X
ZJLITOS,O,O,O,O,O,X,X,X
ZJLISTO,O,O,O,O,O,X,O,X
ZJLISOT,O,O,X,O,O,X,O,X
ZJLIOTS,X,X,X,O,O,X,O,X
ZJLIOST,X,X,X,O,O,X,O,X
ZJLSTIO,O,O,O,O,O,X,O,X
ZJLSTOI,O,O,O,O,O,X,O,X
ZJLSITO,O,O,O,O,O,X,O,X
ZJLSIOT,O,O,X,O,O,X,O,X
ZJLSOTI,O,O,X,O,O,X,O,X
ZJLSOIT,O,O,X,O,O,X,O,X
ZJLOTIS,X,X,X,O,O,X,O,X
ZJLOTSI,X,X,X,O,O,X,O,X
ZJLOITS,X,X,X,O,O,X,O,X
ZJLOIST,X,X,X,O,O,X,O,X
ZJLOSTI,X,X,X,O,O,X,O,X
ZJLOSIT,X,X,X,O,O,X,O,X
ZJSTILO,O,O,O,O,O,X,X,X
ZJSTIOL,O,O,O,O,O,X,X,X
ZJSTLIO,O,O,O,O,O,X,X,X
ZJSTLOI,O,O,O,O,O,X,X,X
ZJSTOIL,O,O,O,O,O,X,X,X
ZJSTOLI,O,O,O,O,O,X,X,X
ZJSITLO,O,O,O,O,O,X,X,X
ZJSITOL,O,O,O,O,O,X,X,X
ZJSILTO,O,O,O,O,O,X,O,X
ZJSILOT,O,O,X,O,O,X,O,X
ZJSIOTL,O,O,O,O,O,X,X,X
ZJSIOLT,O,O,O,O,O,X,X,X
ZJSLTIO,O,O,O,O,O,X,O,X
ZJSLTOI,O,O,O,O,O,X,O,X
ZJSLITO,O,O,O,O,O,X,O,X
ZJSLIOT,O,O,X,O,O,X,O,X
ZJSLOTI,O,O,X,O,O,X,O,X
ZJSLOIT,O,O,X,O,O,X,O,X
ZJSOTIL,O,O,O,O,O,X,X,X
ZJSOTLI,O,O,O,O,O,X,X,X
ZJSOITL,O,O,O,O,O,X,X,X
ZJSOILT,O,O,O,O,O,X,X,X
ZJSOLTI,O,O,O,O,O,X,X,X
ZJSOLIT,O,O,O,O,O,X,X,X
ZJOTILS,O,O,O,O,O,X,O,O
ZJOTISL,O,O,O,O,O,X,X,O
ZJOTLIS,O,O,O,O,O,X,O,O
ZJOTLSI,O,O,O,O,O,X,O,O
ZJOTSIL,O,O,O,O,O,X,X,O
ZJOTSLI,O,O,O,O,O,X,X,O
ZJOITLS,O,O,O,O,O,X,O,O
ZJOITSL,O,O,O,O,O,X,X,O
ZJOILTS,X,X,O,O,O,X,O,X
ZJOILST,X,X,O,O,O,X,O,X
ZJOISTL,O,O,O,O,O,X,X,X
ZJOISLT,O,O,O,O,O,X,O,X
ZJOLTIS,X,X,O,O,O,X,O,X
ZJOLTSI,X,X,O,O,O,X,O,X
ZJOLITS,X,X,O,O,O,X,O,X
ZJOLIST,X,X,O,O,O,X,O,X
ZJOLSTI,X,X,O,O,O,X,O,X
ZJOLSIT,X,X,O,O,O,X,O,X
ZJOSTIL,O,O,O,O,O,X,X,X
ZJOSTLI,O,O,O,O,O,X,X,X
ZJOSITL,O,O,O,O,O,X,X,X
ZJOSILT,O,O,O,O,O,X,O,X
ZJOSLTI,O,O,O,O,O,X,O,X
ZJOSLIT,O,O,O,O,O,X,O,X
ZSTILJO,O,O,O,O,O,O,X,O
ZSTILOJ,O,O,O,O,O,O,X,O
ZSTIJLO,O,O,O,O,O,O,X,O
ZSTIJOL,O,O,O,O,O,O,X,O
ZSTIOLJ,O,O,O,O,O,O,X,O
ZSTIOJL,O,O,O,X,O,O,X,O
ZSTLIJO,O,O,O,O,O,O,X,O
ZSTLIOJ,O,O,O,O,O,O,X,O
ZSTLJIO,O,O,O,O,O,O,X,O
ZSTLJOI,O,O,O,O,O,O,X,O
ZSTLOIJ,O,O,O,O,O,O,X,O
ZSTLOJI,O,O,O,O,O,O,X,O
ZSTJILO,O,O,O,O,O,O,X,O
ZSTJIOL,O,O,O,O,O,O,X,O
ZSTJLIO,O,O,O,O,O,O,X,O
ZSTJLOI,O,O,O,O,O,O,X,O
ZSTJOIL,O,O,O,O,O,O,X,O
ZSTJOLI,O,O,O,O,O,O,X,O
ZSTOILJ,O,O,O,O,O,O,X,O
ZSTOIJL,O,O,O,X,O,O,X,O
ZSTOLIJ,O,O,O,O,O,O,X,O
ZSTOLJI,O,O,O,O,O,O,X,O
ZSTOJIL,O,O,O,X,O,O,X,O
ZSTOJLI,O,O,O,X,O,O,X,O
ZSITLJO,O,O,O,O,O,O,X,O
ZSITLOJ,O,O,O,O,O,O,X,O
ZSITJLO,O,O,O,O,O,O,X,O
ZSITJOL,O,O,O,O,O,O,X,O
ZSITOLJ,O,O,O,O,O,O,X,O
ZSITOJL,O,O,O,X,O,O,X,O
ZSILTJO,O,O,O,O,O,O,O,X
ZSILTOJ,O,O,O,O,O,O,O,X
ZSILJTO,O,O,O,O,O,X,O,X
ZSILJOT,O,O,X,O,O,X,O,X
ZSILOTJ,O,O,O,O,O,O,O,X
ZSILOJT,O,O,O,O,O,X,O,X
ZSIJTLO,O,O,O,O,O,X,X,X
ZSIJTOL,O,O,O,O,O,X,X,X
ZSIJLTO,O,O,O,O,O,X,O,X
ZSIJLOT,O,O,X,O,O,X,O,X
ZSIJOTL,O,O,O,O,O,X,X,X
ZSIJOLT,O,O,O,O,O,X,X,X
ZSIOTLJ,O,O,O,O,O,O,X,O
ZSIOTJL,O,O,O,X,O,O,X,O
ZSIOLTJ,O,O,O,O,O,O,O,X
ZSIOLJT,O,O,O,O,O,X,O,X
ZSIOJTL,O,O,O,O,O,X,X,X
ZSIOJLT,O,O,O,O,O,X,O,X
ZSLTIJO,O,O,O,O,O,O,O,X
ZSLTIOJ,O,O,O,O,O,O,O,X
ZSLTJIO,O,O,O,O,O,O,O,X
ZSLTJOI,O,O,O,O,O,O,O,X
ZSLTOIJ,O,O,O,O,O,O,O,X
ZSLTOJI,O,O,O,O,O,O,O,X
ZSLITJO,O,O,O,O,O,O,O,X
ZSLITOJ,O,O,O,O,O,O,O,X
ZSLIJTO,O,O,O,O,O,X,O,X
ZSLIJOT,O,O,X,O,O,X,O,X
ZSLIOTJ,O,O,O,O,O,O,O,X
ZSLIOJT,O,O,O,O,O,X,O,X
ZSLJTIO,O,O,O,O,O,X,O,X
ZSLJTOI,O,O,O,O,O,X,O,X
ZSLJITO,O,O,O,O,O,X,O,X
ZSLJIOT,O,O,X,O,O,X,O,X
ZSLJOTI,O,O,X,O,O,X,O,X
ZSLJOIT,O,O,X,O,O,X,O,X
ZSLOTIJ,O,O,O,O,O,O,O,X
ZSLOTJI,O,O,O,O,O,O,O,X
ZSLOITJ,O,O,O,O,O,O,O,X
ZSLOIJT,O,O,O,O,O,X,O,X
ZSLOJTI,O,O,O,O,O,X,O,X
ZSLOJIT,O,O,O,O,O,X,O,X
ZSJTILO,O,O,O,O,O,X,X,X
ZSJTIOL,O,O,O,O,O,X,X,X
ZSJTLIO,O,O,O,O,O,X,X,X
ZSJTLOI,O,O,O,O,O,X,X,X
ZSJTOIL,O,O,O,O,O,X,X,X
ZSJTOLI,O,O,O,O,O,X,X,X
ZSJITLO,O,O,O,O,O,X,X,X
ZSJITOL,O,O,O,O,O,X,X,X
ZSJILTO,O,O,O,O,O,X,O,X
ZSJILOT,O,O,X,O,O,X,O,X
ZSJIOTL,O,O,O,O,O,X,X,X
ZSJIOLT,O,O,O,O,O,X,X,X
ZSJLTIO,O,O,O,O,O,X,O,X
ZSJLTOI,O,O,O,O,O,X,O,X
ZSJLITO,O,O,O,O,O,X,O,X
ZSJLIOT,O,O,X,O,O,X,O,X
ZSJLOTI,O,O,X,O,O,X,O,X
ZSJLOIT,O,O,X,O,O,X,O,X
ZSJOTIL,O,O,O,O,O,X,X,X
ZSJOTLI,O,O,O,O,O,X,X,X
ZSJOITL,O,O,O,O,O,X,X,X
ZSJOILT,O,O,O,O,O,X,X,X
ZSJOLTI,O,O,O,O,O,X,X,X
ZSJOLIT,O,O,O,O,O,X,X,X
ZSOTILJ,O,O,O,O,O,O,X,O
ZSOTIJL,O,O,O,X,O,O,X,O
ZSOTLIJ,O,O,O,O,O,O,X,O
ZSOTLJI,O,O,O,O,O,O,X,O
ZSOTJIL,O,O,O,X,O,O,X,O
ZSOTJLI,O,O,O,X,O,O,X,O
ZSOITLJ,O,O,O,O,O,O,X,O
ZSOITJL,O,O,O,X,O,O,X,O
ZSOILTJ,O,O,O,O,O,O,O,X
ZSOILJT,O,O,O,O,O,X,O,X
ZSOIJTL,O,O,O,O,O,X,X,X
ZSOIJLT,O,O,O,O,O,X,O,X
ZSOLTIJ,O,O,O,O,O,O,O,X
ZSOLTJI,O,O,O,O,O,O,O,X
ZSOLITJ,O,O,O,O,O,O,O,X
ZSOLIJT,O,O,O,O,O,X,O,X
ZSOLJTI,O,O,O,O,O,X,O,X
ZSOLJIT,O,O,O,O,O,X,O,X
ZSOJTIL,O,O,O,O,O,X,X,X
ZSOJTLI,O,O,O,O,O,X,X,X
ZSOJITL,O,O,O,O,O,X,X,X
ZSOJILT,O,O,O,O,O,X,O,X
ZSOJLTI,O,O,O,O,O,X,O,X
ZSOJLIT,O,O,O,O,O,X,O,X
ZOTILJS,O,O,O,O,O,X,O,O
ZOTILSJ,O,O,O,O,O,X,O,O
ZOTIJLS,O,O,O,O,O,X,O,O
ZOTIJSL,O,O,O,O,O,O,X,O
ZOTISLJ,O,O,O,X,O,O,X,O
ZOTISJL,O,O,O,X,O,O,X,O
ZOTLIJS,O,O,O,O,O,X,O,O
ZOTLISJ,O,O,O,O,O,X,O,O
ZOTLJIS,O,O,O,O,O,X,O,O
ZOTLJSI,O,O,O,O,O,X,O,O
ZOTLSIJ,O,O,O,O,O,X,O,O
ZOTLSJI,O,O,O,O,O,X,O,O
ZOTJILS,O,O,O,O,O,X,O,O
ZOTJISL,O,O,O,O,O,O,X,O
ZOTJLIS,O,O,O,O,O,X,O,O
ZOTJLSI,O,O,O,O,O,X,O,O
ZOTJSIL,O,O,O,O,O,O,X,O
ZOTJSLI,O,O,O,O,O,O,X,O
ZOTSILJ,O,O,O,X,O,O,X,O
ZOTSIJL,O,O,O,X,O,O,X,O
ZOTSLIJ,O,O,O,X,O,O,X,O
ZOTSLJI,O,O,O,X,O,O,X,O
ZOTSJIL,O,O,O,X,O,O,X,O
ZOTSJLI,O,O,O,X,O,O,X,O
ZOITLJS,O,O,O,O,O,X,O,O
ZOITLSJ,O,O,O,O,O,X,O,O
ZOITJLS,O,O,O,O,O,X,O,O
ZOITJSL,O,O,O,O,O,O,X,O
ZOITSLJ,O,O,O,X,O,O,X,O
ZOITSJL,O,O,O,X,O,O,X,O
ZOILTJS,X,X,O,O,O,X,O,O
ZOILTSJ,X,X,O,O,O,X,O,O
ZOILJTS,X,X,O,O,O,X,O,X
ZOILJST,X,X,O,O,O,X,O,X
ZOILSTJ,X,X,O,O,O,X,O,X
ZOILSJT,X,X,O,O,O,X,O,X
ZOIJTLS,O,O,O,O,O,X,O,O
ZOIJTSL,O,O,O,O,O,X,X,O
ZOIJLTS,X,X,O,O,O,X,O,X
ZOIJLST,X,X,O,O,O,X,O,X
ZOIJSTL,O,O,O,O,O,X,X,X
ZOIJSLT,O,O,O,O,O,X,O,X
ZOISTLJ,O,O,O,O,O,O,X,O
ZOISTJL,O,O,O,X,O,O,X,O
ZOISLTJ,O,O,O,O,O,O,O,X
ZOISLJT,O,O,O,O,O,X,O,X
ZOISJTL,O,O,O,O,O,X,X,X
ZOISJLT,O,O,O,O,O,X,O,X
ZOLTIJS,X,X,O,O,O,X,O,O
ZOLTISJ,X,X,O,O,O,X,O,O
ZOLTJIS,X,X,O,O,O,X,O,O
ZOLTJSI,X,X,O,O,O,X,O,O
ZOLTSIJ,X,X,O,O,O,X,O,O
ZOLTSJI,X,X,O,O,O,X,O,O
ZOLITJS,X,X,O,O,O,X,O,O
ZOLITSJ,X,X,O,O,O,X,O,O
ZOLIJTS,X,X,O,O,O,X,O,X
ZOLIJST,X,X,O,O,O,X,O,X
ZOLISTJ,X,X,O,O,O,X,O,X
ZOLISJT,X,X,O,O,O,X,O,X
ZOLJTIS,X,X,O,O,O,X,O,X
ZOLJTSI,X,X,O,O,O,X,O,X
ZOLJITS,X,X,O,O,O,X,O,X
ZOLJIST,X,X,O,O,O,X,O,X
ZOLJSTI,X,X,O,O,O,X,O,X
ZOLJSIT,X,X,O,O,O,X,O,X
ZOLSTIJ,X,X,O,O,O,X,O,X
ZOLSTJI,X,X,O,O,O,X,O,X
ZOLSITJ,X,X,O,O,O,X,O,X
ZOLSIJT,X,X,O,O,O,X,O,X
ZOLSJTI,X,X,O,O,O,X,O,X
ZOLSJIT,X,X,O,O,O,X,O,X
ZOJTILS,O,O,O,O,O,X,O,O
ZOJTISL,O,O,O,O,O,X,X,O
ZOJTLIS,O,O,O,O,O,X,O,O
ZOJTLSI,O,O,O,O,O,X,O,O
ZOJTSIL,O,O,O,O,O,X,X,O
ZOJTSLI,O,O,O,O,O,X,X,O
ZOJITLS,O,O,O,O,O,X,O,O
ZOJITSL,O,O,O,O,O,X,X,O
ZOJILTS,X,X,O,O,O,X,O,X
ZOJILST,X,X,O,O,O,X,O,X
ZOJISTL,O,O,O,O,O,X,X,X
ZOJISLT,O,O,O,O,O,X,O,X
ZOJLTIS,X,X,O,O,O,X,O,X
ZOJLTSI,X,X,O,O,O,X,O,X
ZOJLITS,X,X,O,O,O,X,O,X
ZOJLIST,X,X,O,O,O,X,O,X
ZOJLSTI,X,X,O,O,O,X,O,X
ZOJLSIT,X,X,O,O,O,X,O,X
ZOJSTIL,O,O,O,O,O,X,X,X
ZOJSTLI,O,O,O,O,O,X,X,X
ZOJSITL,O,O,O,O,O,X,X,X
ZOJSILT,O,O,O,O,O,X,O,X
ZOJSLTI,O,O,O,O,O,X,O,X
ZOJSLIT,O,O,O,O,O,X,O,X
ZOSTILJ,O,O,O,O,O,O,X,O
ZOSTIJL,O,O,O,X,O,O,X,O
ZOSTLIJ,O,O,O,O,O,O,X,O
ZOSTLJI,O,O,O,O,O,O,X,O
ZOSTJIL,O,O,O,X,O,O,X,O
ZOSTJLI,O,O,O,X,O,O,X,O
ZOSITLJ,O,O,O,O,O,O,X,O
ZOSITJL,O,O,O,X,O,O,X,O
ZOSILTJ,O,O,O,O,O,O,O,X
ZOSILJT,O,O,O,O,O,X,O,X
ZOSIJTL,O,O,O,O,O,X,X,X
ZOSIJLT,O,O,O,O,O,X,O,X
ZOSLTIJ,O,O,O,O,O,O,O,X
ZOSLTJI,O,O,O,O,O,O,O,X
ZOSLITJ,O,O,O,O,O,O,O,X
ZOSLIJT,O,O,O,O,O,X,O,X
ZOSLJTI,O,O,O,O,O,X,O,X
ZOSLJIT,O,O,O,O,O,X,O,X
ZOSJTIL,O,O,O,O,O,X,X,X
ZOSJTLI,O,O,O,O,O,X,X,X
ZOSJITL,O,O,O,O,O,X,X,X
ZOSJILT,O,O,O,O,O,X,O,X
ZOSJLTI,O,O,O,O,O,X,O,X
ZOSJLIT,O,O,O,O,O,X,O,X
OTILJSZ,X,X,O,O,O,O,O,X
OTILJZS,X,X,O,O,O,X,O,O
OTILSJZ,O,O,O,X,O,O,O,X
OTILSZJ,O,O,O,X,O,O,O,X
OTILZJS,O,O,O,O,O,X,O,O
OTILZSJ,O,O,O,O,O,X,O,O
OTIJLSZ,X,X,O,O,O,O,O,X
OTIJLZS,X,X,O,O,O,X,O,O
OTIJSLZ,O,O,O,O,O,O,X,X
OTIJSZL,O,O,O,O,O,O,X,X
OTIJZLS,O,O,O,O,O,X,O,O
OTIJZSL,O,O,O,O,O,O,X,O
OTISLJZ,O,O,O,X,O,O,X,X
OTISLZJ,O,O,O,X,O,O,X,X
OTISJLZ,O,O,O,X,O,O,X,X
OTISJZL,O,O,O,X,O,O,X,X
OTISZLJ,O,O,O,X,O,O,X,X
OTISZJL,O,O,O,X,O,O,X,X
OTIZLJS,O,O,O,O,O,X,O,O
OTIZLSJ,O,O,O,O,O,X,O,O
OTIZJLS,O,O,O,O,O,X,O,O
OTIZJSL,O,O,O,O,O,O,X,O
OTIZSLJ,O,O,O,X,O,O,X,O
OTIZSJL,O,O,O,X,O,O,X,O
OTLIJSZ,X,X,O,O,O,O,O,X
OTLIJZS,X,X,O,O,O,X,O,O
OTLISJZ,O,O,O,X,O,O,O,X
OTLISZJ,O,O,O,X,O,O,O,X
OTLIZJS,O,O,O,O,O,X,O,O
OTLIZSJ,O,O,O,O,O,X,O,O
OTLJISZ,X,X,O,O,O,O,O,X
OTLJIZS,X,X,O,O,O,X,O,O
OTLJSIZ,X,X,O,O,O,O,O,X
OTLJSZI,X,X,O,O,O,O,O,X
OTLJZIS,X,X,O,O,O,X,O,O
OTLJZSI,X,X,O,O,O,X,O,O
OTLSIJZ,O,O,O,X,O,O,O,X
OTLSIZJ,O,O,O,X,O,O,O,X
OTLSJIZ,O,O,O,X,O,O,O,X
OTLSJZI,O,O,O,X,O,O,O,X
OTLSZIJ,O,O,O,X,O,O,O,X
OTLSZJI,O,O,O,X,O,O,O,X
OTLZIJS,O,O,O,O,O,X,O,O
OTLZISJ,O,O,O,O,O,X,O,O
OTLZJIS,O,O,O,O,O,X,O,O
OTLZJSI,O,O,O,O,O,X,O,O
OTLZSIJ,O,O,O,O,O,X,O,O
OTLZSJI,O,O,O,O,O,X,O,O
OTJILSZ,X,X,O,O,O,O,O,X
OTJILZS,X,X,O,O,O,X,O,O
OTJISLZ,O,O,O,O,O,O,X,X
OTJISZL,O,O,O,O,O,O,X,X
OTJIZLS,O,O,O,O,O,X,O,O
OTJIZSL,O,O,O,O,O,O,X,O
OTJLISZ,X,X,O,O,O,O,O,X
OTJLIZS,X,X,O,O,O,X,O,O
OTJLSIZ,X,X,O,O,O,O,O,X
OTJLSZI,X,X,O,O,O,O,O,X
OTJLZIS,X,X,O,O,O,X,O,O
OTJLZSI,X,X,O,O,O,X,O,O
OTJSILZ,O,O,O,O,O,O,X,X
OTJSIZL,O,O,O,O,O,O,X,X
OTJSLIZ,O,O,O,O,O,O,X,X
OTJSLZI,O,O,O,O,O,O,X,X
OTJSZIL,O,O,O,O,O,O,X,X
OTJSZLI,O,O,O,O,O,O,X,X
OTJZILS,O,O,O,O,O,X,O,O
OTJZISL,O,O,O,O,O,O,X,O
OTJZLIS,O,O,O,O,O,X,O,O
OTJZLSI,O,O,O,O,O,X,O,O
OTJZSIL,O,O,O,O,O,O,X,O
OTJZSLI,O,O,O,O,O,O,X,O
OTSILJZ,O,O,O,X,O,O,X,X
OTSILZJ,O,O,O,X,O,O,X,X
OTSIJLZ,O,O,O,X,O,O,X,X
OTSIJZL,O,O,O,X,O,O,X,X
OTSIZLJ,O,O,O,X,O,O,X,X
OTSIZJL,O,O,O,X,O,O,X,X
OTSLIJZ,O,O,O,X,O,O,X,X
OTSLIZJ,O,O,O,X,O,O,X,X
OTSLJIZ,O,O,O,X,O,O,X,X
OTSLJZI,O,O,O,X,O,O,X,X
OTSLZIJ,O,O,O,X,O,O,X,X
OTSLZJI,O,O,O,X,O,O,X,X
OTSJILZ,O,O,O,X,O,O,X,X
OTSJIZL,O,O,O,X,O,O,X,X
OTSJLIZ,O,O,O,X,O,O,X,X
OTSJLZI,O,O,O,X,O,O,X,X
OTSJZIL,O,O,O,X,O,O,X,X
OTSJZLI,O,O,O,X,O,O,X,X
OTSZILJ,O,O,O,X,O,O,X,X
OTSZIJL,O,O,O,X,O,O,X,X
OTSZLIJ,O,O,O,X,O,O,X,X
OTSZLJI,O,O,O,X,O,O,X,X
OTSZJIL,O,O,O,X,O,O,X,X
OTSZJLI,O,O,O,X,O,O,X,X
OTZILJS,O,O,O,O,O,X,O,O
OTZILSJ,O,O,O,O,O,X,O,O
OTZIJLS,O,O,O,O,O,X,O,O
OTZIJSL,O,O,O,O,O,O,X,O
OTZISLJ,O,O,O,X,O,O,X,O
OTZISJL,O,O,O,X,O,O,X,O
OTZLIJS,O,O,O,O,O,X,O,O
OTZLISJ,O,O,O,O,O,X,O,O
OTZLJIS,O,O,O,O,O,X,O,O
OTZLJSI,O,O,O,O,O,X,O,O
OTZLSIJ,O,O,O,O,O,X,O,O
OTZLSJI,O,O,O,O,O,X,O,O
OTZJILS,O,O,O,O,O,X,O,O
OTZJISL,O,O,O,O,O,O,X,O
OTZJLIS,O,O,O,O,O,X,O,O
OTZJLSI,O,O,O,O,O,X,O,O
OTZJSIL,O,O,O,O,O,O,X,O
OTZJSLI,O,O,O,O,O,O,X,O
OTZSILJ,O,O,O,X,O,O,X,O
OTZSIJL,O,O,O,X,O,O,X,O
OTZSLIJ,O,O,O,X,O,O,X,O
OTZSLJI,O,O,O,X,O,O,X,O
OTZSJIL,O,O,O,X,O,O,X,O
OTZSJLI,O,O,O,X,O,O,X,O
OITLJSZ,X,X,O,O,O,O,O,X
OITLJZS,X,X,O,O,O,X,O,O
OITLSJZ,O,O,O,X,O,O,O,X
OITLSZJ,O,O,O,X,O,O,O,X
OITLZJS,O,O,O,O,O,X,O,O
OITLZSJ,O,O,O,O,O,X,O,O
OITJLSZ,X,X,O,O,O,O,O,X
OITJLZS,X,X,O,O,O,X,O,O
OITJSLZ,O,O,O,O,O,O,X,X
OITJSZL,O,O,O,O,O,O,X,X
OITJZLS,O,O,O,O,O,X,O,O
OITJZSL,O,O,O,O,O,O,X,O
OITSLJZ,O,O,O,X,O,O,X,X
OITSLZJ,O,O,O,X,O,O,X,X
OITSJLZ,O,O,O,X,O,O,X,X
OITSJZL,O,O,O,X,O,O,X,X
OITSZLJ,O,O,O,X,O,O,X,X
OITSZJL,O,O,O,X,O,O,X,X
OITZLJS,O,O,O,O,O,X,O,O
OITZLSJ,O,O,O,O,O,X,O,O
OITZJLS,O,O,O,O,O,X,O,O
OITZJSL,O,O,O,O,O,O,X,O
OITZSLJ,O,O,O,X,O,O,X,O
OITZSJL,O,O,O,X,O,O,X,O
OILTJSZ,X,X,O,O,O,O,O,X
OILTJZS,X,X,O,O,O,X,O,X
OILTSJZ,X,X,O,X,O,O,O,X
OILTSZJ,X,X,O,X,O,O,O,X
OILTZJS,X,X,O,O,O,X,O,X
OILTZSJ,X,X,O,O,O,X,O,X
OILJTSZ,X,X,O,O,O,X,O,X
OILJTZS,X,X,O,O,O,X,O,X
OILJSTZ,X,X,X,O,O,X,O,X
OILJSZT,X,X,X,O,O,X,O,X
OILJZTS,X,X,O,O,O,X,O,X
OILJZST,X,X,O,O,O,X,O,X
OILSTJZ,X,X,X,X,O,O,O,X
OILSTZJ,X,X,X,X,O,O,O,X
OILSJTZ,X,X,X,O,O,O,O,X
OILSJZT,X,X,X,O,O,X,O,X
OILSZTJ,X,X,X,O,O,O,O,X
OILSZJT,X,X,X,O,O,X,O,X
OILZTJS,X,X,O,O,O,X,O,O
OILZTSJ,X,X,O,O,O,X,O,O
