sequence,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBzfBf?mBmiBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Je//IvhFRbBUdBajBT?gBOmBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBFgBm?iBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jex6IvhFVhBUdBajBm?fBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFibBRdBFhBm?iBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFlbBRdB8kBX?hBmiBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFxbBViBajBm?gBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFRdB8kBmiB3?lBFmBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFUdBajBxgBf?qBmqBlqB
LOTJIZS,X,X,X,X,X,X,X,X,X
LOTJSIZ,X,X,X,X,X,X,X,X,X
LOTJSZI,X,X,X,X,X,X,X,X,X
LOTJZIS,X,X,X,X,X,X,X,X,X
LOTJZSI,X,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,X,X,X,X,X,X,X
LOTSIZJ,X,X,X,O,X,X,O,X,X
LOTSJIZ,X,X,X,O,X,X,X,X,X
LOTSJZI,X,X,X,O,X,X,X,X,X
LOTSZIJ,X,X,X,O,X,X,O,X,X
LOTSZJI,X,X,X,O,X,X,O,X,X
LOTZIJS,X,X,X,X,X,X,X,X,X
LOTZISJ,X,X,X,O,X,X,X,X,X
LOTZJIS,X,X,X,X,X,X,X,X,X
LOTZJSI,X,X,X,X,X,X,X,X,X
LOTZSIJ,X,X,X,O,X,X,X,X,X
LOTZSJI,X,X,X,O,X,X,X,X,X
LOITJSZ,X,X,X,X,X,X,X,X,X
LOITJZS,X,X,X,X,X,X,X,X,X
LOITSJZ,X,X,X,X,X,X,X,X,X
LOITSZJ,X,X,X,X,X,X,X,X,X
LOITZJS,X,X,X,X,X,X,X,X,X
LOITZSJ,X,X,X,X,X,X,X,X,X
LOIJTSZ,X,X,X,X,X,X,X,X,X
LOIJTZS,X,X,X,X,X,X,X,X,X
LOIJSTZ,X,X,X,X,X,X,X,X,X
LOIJSZT,X,X,X,X,X,X,X,X,X
LOIJZTS,X,X,X,X,X,X,X,X,X
LOIJZST,X,X,X,X,X,X,X,X,X
LOISTJZ,X,X,X,X,X,X,X,X,X
LOISTZJ,X,X,X,X,X,X,X,X,X
LOISJTZ,X,X,X,X,X,X,X,X,X
LOISJZT,X,X,X,X,X,X,X,X,X
LOISZTJ,X,X,X,X,X,X,X,X,X
LOISZJT,X,X,X,X,X,X,X,X,X
LOIZTJS,X,X,X,X,X,X,X,X,X
LOIZTSJ,X,X,X,X,X,X,X,X,X
LOIZJTS,X,X,X,X,X,X,X,X,X
LOIZJST,X,X,X,X,X,X,X,X,X
LOIZSTJ,X,X,X,X,X,X,X,X,X
LOIZSJT,X,X,X,X,X,X,X,X,O
LOJTISZ,X,X,X,X,X,X,X,X,X
LOJTIZS,X,X,X,X,X,X,X,X,X
LOJTSIZ,X,X,X,X,X,X,X,X,X
LOJTSZI,X,X,X,X,X,X,X,X,X
LOJTZIS,X,X,X,X,X,X,X,X,X
LOJTZSI,X,X,X,X,X,X,X,X,X
LOJITSZ,X,X,X,X,X,X,X,X,X
LOJITZS,X,X,X,X,X,X,X,X,X
LOJISTZ,X,X,X,X,X,X,X,X,X
LOJISZT,X,X,X,X,X,X,X,X,X
LOJIZTS,X,X,X,X,X,X,X,X,X
LOJIZST,X,X,O,X,X,X,X,X,X
LOJSTIZ,X,X,X,X,X,X,X,X,X
LOJSTZI,X,X,X,X,X,X,X,X,X
LOJSITZ,X,X,X,X,X,X,X,X,X
LOJSIZT,X,X,X,X,X,X,X,X,X
LOJSZTI,X,X,X,X,X,X,X,X,X
LOJSZIT,X,X,X,X,X,X,X,X,X
LOJZTIS,X,X,X,X,X,X,X,X,X
LOJZTSI,X,X,X,X,X,X,X,X,X
LOJZITS,X,X,X,X,X,X,X,X,X
LOJZIST,X,X,O,X,X,X,X,X,X
LOJZSTI,X,X,X,X,X,X,X,X,X
LOJZSIT,X,X,X,X,X,X,X,X,X
LOSTIJZ,X,X,X,X,X,X,X,X,X
LOSTIZJ,X,X,X,O,X,X,O,X,X
LOSTJIZ,X,X,X,O,X,X,X,X,X
LOSTJZI,X,X,X,O,X,X,X,X,X
LOSTZIJ,X,X,X,O,X,X,O,X,X
LOSTZJI,X,X,X,O,X,X,O,X,X
LOSITJZ,X,X,X,X,X,X,X,X,X
LOSITZJ,X,X,X,X,X,X,X,X,X
LOSIJTZ,X,X,X,X,X,X,X,X,X
LOSIJZT,X,X,X,X,X,X,X,X,X
LOSIZTJ,X,X,X,X,X,X,X,X,X
LOSIZJT,X,X,X,X,X,X,X,X,O
LOSJTIZ,X,X,X,O,X,X,X,X,X
LOSJTZI,X,X,X,O,X,X,X,X,X
LOSJITZ,X,X,X,O,X,X,X,X,X
LOSJIZT,X,X,X,X,X,X,X,X,O
LOSJZTI,X,X,X,X,X,X,X,X,X
LOSJZIT,X,X,X,X,X,X,X,X,O
LOSZTIJ,X,X,X,O,X,X,O,X,X
LOSZTJI,X,X,X,O,X,X,O,X,X
LOSZITJ,X,X,X,X,X,X,X,X,X
LOSZIJT,X,X,X,X,X,X,X,X,O
LOSZJTI,X,X,X,X,X,X,X,X,X
LOSZJIT,X,X,X,X,X,X,X,X,O
LOZTIJS,X,X,X,X,X,X,X,X,X
LOZTISJ,X,X,X,O,X,X,X,X,X
LOZTJIS,X,X,X,X,X,X,X,X,X
LOZTJSI,X,X,X,X,X,X,X,X,X
LOZTSIJ,X,X,X,O,X,X,X,X,X
LOZTSJI,X,X,X,O,X,X,X,X,X
LOZITJS,X,X,X,X,X,X,X,X,X
LOZITSJ,X,X,X,X,X,X,X,X,X
LOZIJTS,X,X,X,X,X,X,X,X,X
LOZIJST,X,X,O,X,X,X,X,X,X
LOZISTJ,X,X,O,X,X,X,X,X,X
LOZISJT,X,X,O,X,X,X,X,X,O
LOZJTIS,X,X,X,X,X,X,X,X,X
LOZJTSI,X,X,X,X,X,X,X,X,X
LOZJITS,X,X,X,X,X,X,X,X,X
LOZJIST,X,X,O,X,X,X,X,X,X
LOZJSTI,X,X,X,X,X,X,X,X,X
LOZJSIT,X,X,X,X,X,X,X,X,X
LOZSTIJ,X,X,X,O,X,X,X,X,X
LOZSTJI,X,X,X,O,X,X,X,X,X
LOZSITJ,X,X,X,X,X,X,X,X,X
LOZSIJT,X,X,X,X,X,X,X,X,O
LOZSJTI,X,X,X,X,X,X,X,X,X
LOZSJIT,X,X,X,X,X,X,X,X,O
JTILSZO,O,X,X,X,X,X,X,X,X
JTILSOZ,X,X,X,X,X,X,X,X,X
JTILZSO,X,X,X,X,X,X,X,X,X
JTILZOS,X,X,X,X,X,X,X,X,X
JTILOSZ,O,X,X,X,O,X,X,X,X
JTILOZS,X,X,X,X,X,X,X,X,X
JTISLZO,O,X,X,X,X,X,X,X,X
JTISLOZ,X,X,X,X,O,X,X,X,X
JTISZLO,O,X,X,X,X,X,X,X,X
JTISZOL,O,X,X,X,X,X,X,X,X
JTISOLZ,O,X,X,X,O,X,X,X,X
JTISOZL,O,X,X,X,X,X,X,X,X
JTIZLSO,X,X,X,X,X,X,X,X,X
JTIZLOS,X,X,X,X,X,X,X,X,X
JTIZSLO,X,X,X,X,O,X,X,X,X
JTIZSOL,X,X,X,X,O,X,X,X,X
JTIZOLS,X,X,X,X,X,X,X,X,X
JTIZOSL,X,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,X,X,O,X,X,X,X
JTIOLZS,X,X,X,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,X,X,X,X,X
JTIOSZL,O,X,X,X,X,X,X,X,X
JTIOZLS,X,X,X,X,X,X,X,X,X
JTIOZSL,X,X,X,X,X,X,X,X,X
JTLISZO,O,X,X,X,X,X,X,X,X
JTLISOZ,X,X,X,X,X,X,X,X,X
JTLIZSO,X,X,X,X,X,X,X,X,X
JTLIZOS,X,X,X,X,X,X,X,X,X
JTLIOSZ,O,X,X,X,O,X,X,X,X
JTLIOZS,X,X,X,X,X,X,X,X,X
JTLSIZO,O,O,X,X,X,X,X,X,X
JTLSIOZ,X,X,X,X,X,X,X,X,X
JTLSZIO,O,O,X,X,X,X,X,X,X
JTLSZOI,X,O,X,X,X,X,X,X,X
JTLSOIZ,X,O,X,X,X,X,X,X,X
JTLSOZI,X,O,X,X,X,X,X,X,X
JTLZISO,X,X,X,X,X,X,X,X,X
JTLZIOS,X,X,X,X,X,X,X,X,X
JTLZSIO,X,O,X,X,X,X,X,X,X
JTLZSOI,X,O,X,X,X,X,X,X,X
JTLZOIS,X,X,X,X,X,X,X,X,X
JTLZOSI,X,O,X,X,X,X,X,X,X
JTLOISZ,O,X,X,X,O,X,X,X,X
JTLOIZS,X,X,X,X,X,X,X,X,X
JTLOSIZ,O,O,X,X,X,X,X,X,X
JTLOSZI,O,O,X,X,X,X,X,X,X
JTLOZIS,X,X,X,X,X,X,X,X,X
JTLOZSI,X,O,X,X,X,X,X,X,X
JTSILZO,O,O,X,X,X,X,X,X,X
JTSILOZ,X,X,X,X,O,X,X,X,X
JTSIZLO,O,O,X,X,X,X,X,X,X
JTSIZOL,O,X,X,X,X,X,X,X,X
JTSIOLZ,O,X,X,X,O,X,X,X,X
JTSIOZL,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,X,X,X,X,X,X,X
JTSLIOZ,X,X,X,X,O,X,X,X,X
JTSLZIO,O,O,X,X,X,X,X,X,X
JTSLZOI,X,O,X,X,X,X,X,X,X
JTSLOIZ,X,O,X,X,O,X,X,X,X
JTSLOZI,X,O,X,X,X,X,X,X,X
JTSZILO,O,O,X,X,X,X,X,X,X
JTSZIOL,O,X,X,X,X,X,X,X,X
JTSZLIO,O,O,X,X,X,X,X,X,X
JTSZLOI,X,O,X,X,X,X,X,X,X
JTSZOIL,O,O,X,X,X,X,X,X,X
JTSZOLI,O,O,X,X,X,X,X,X,X
JTSOILZ,O,O,X,X,O,X,X,X,X
JTSOIZL,O,O,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,X,O,X,X,X,X
JTSOLZI,O,O,X,X,X,X,X,X,X
JTSOZIL,O,O,X,X,X,X,X,X,X
JTSOZLI,O,O,X,X,X,X,X,X,X
JTZILSO,X,X,X,X,X,X,X,X,X
JTZILOS,X,X,X,X,X,X,X,X,X
JTZISLO,X,X,X,X,O,X,X,X,X
JTZISOL,X,X,X,X,O,X,X,X,X
JTZIOLS,X,X,X,X,X,X,X,X,X
JTZIOSL,X,X,X,X,X,X,X,X,X
JTZLISO,X,X,X,X,X,X,X,X,X
JTZLIOS,X,X,X,X,X,X,X,X,X
JTZLSIO,X,O,X,X,X,X,X,X,X
JTZLSOI,X,O,X,X,X,X,X,X,X
JTZLOIS,X,X,X,X,X,X,X,X,X
JTZLOSI,X,O,X,X,X,X,X,X,X
JTZSILO,X,O,X,X,O,X,X,X,X
JTZSIOL,X,X,X,X,O,X,X,X,X
JTZSLIO,X,O,X,X,O,X,X,X,X
JTZSLOI,X,O,X,X,O,X,X,X,X
JTZSOIL,X,O,X,X,O,X,X,X,X
JTZSOLI,X,O,X,X,O,X,X,X,X
JTZOILS,X,X,X,X,X,X,X,X,X
JTZOISL,X,X,X,X,X,X,X,X,X
JTZOLIS,X,X,X,X,X,X,X,X,X
JTZOLSI,X,O,X,X,X,X,X,X,X
JTZOSIL,X,O,X,X,X,X,X,X,X
JTZOSLI,X,O,X,X,X,X,X,X,X
JTOILSZ,O,X,X,X,O,X,X,X,X
JTOILZS,X,X,X,X,X,X,X,X,X
JTOISLZ,O,X,X,X,X,X,X,X,X
JTOISZL,O,X,X,X,X,X,X,X,X
JTOIZLS,X,X,X,X,X,X,X,X,X
JTOIZSL,X,X,X,X,X,X,X,X,X
JTOLISZ,O,X,X,X,O,X,X,X,X
JTOLIZS,X,X,X,X,X,X,X,X,X
JTOLSIZ,O,O,X,X,X,X,X,X,X
JTOLSZI,O,O,X,X,X,X,X,X,X
JTOLZIS,X,X,X,X,X,X,X,X,X
JTOLZSI,X,O,X,X,X,X,X,X,X
JTOSILZ,O,O,X,X,X,X,X,X,X
JTOSIZL,O,O,X,X,X,X,X,X,X
JTOSLIZ,O,O,X,X,X,X,X,X,X
JTOSLZI,O,O,X,X,X,X,X,X,X
JTOSZIL,O,O,X,X,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,X,X,X
JTOZILS,X,X,X,X,X,X,X,X,X
JTOZISL,X,X,X,X,X,X,X,X,X
JTOZLIS,X,X,X,X,X,X,X,X,X
JTOZLSI,X,O,X,X,X,X,X,X,X
JTOZSIL,X,O,X,X,X,X,X,X,X
JTOZSLI,X,O,X,X,X,X,X,X,X
JITLSZO,O,X,X,X,X,X,X,X,X
JITLSOZ,X,X,X,X,X,X,X,X,X
JITLZSO,X,X,X,X,X,X,X,X,X
JITLZOS,X,X,X,X,X,X,X,X,X
JITLOSZ,O,X,X,X,O,X,X,X,X
JITLOZS,X,X,X,X,X,X,X,X,X
JITSLZO,O,X,X,X,X,X,X,X,X
JITSLOZ,X,X,X,X,O,X,X,X,X
JITSZLO,O,X,X,X,X,X,X,X,X
JITSZOL,O,X,X,X,X,X,X,X,X
JITSOLZ,O,X,X,X,O,X,X,X,X
JITSOZL,O,X,X,X,X,X,X,X,X
JITZLSO,X,X,X,X,X,X,X,X,X
JITZLOS,X,X,X,X,X,X,X,X,X
JITZSLO,X,X,X,X,O,X,X,X,X
JITZSOL,X,X,X,X,O,X,X,X,X
JITZOLS,X,X,X,X,X,X,X,X,X
JITZOSL,X,X,X,X,X,X,X,X,X
JITOLSZ,O,X,X,X,O,X,X,X,X
JITOLZS,X,X,X,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X,X
JITOSZL,O,X,X,X,X,X,X,X,X
JITOZLS,X,X,X,X,X,X,X,X,X
JITOZSL,X,X,X,X,X,X,X,X,X
JILTSZO,O,X,X,X,X,X,X,X,X
JILTSOZ,X,X,X,X,X,X,X,X,X
JILTZSO,X,X,X,X,X,X,X,X,X
JILTZOS,X,X,X,X,X,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,X,X
JILTOZS,X,X,X,X,X,X,X,X,X
JILSTZO,X,X,O,X,X,O,X,X,X
JILSTOZ,X,X,X,X,X,X,X,X,X
JILSZTO,O,X,O,X,X,O,X,X,X
JILSZOT,X,X,X,X,X,O,X,X,X
JILSOTZ,X,X,O,X,X,X,X,X,X
JILSOZT,X,X,O,X,X,X,X,X,X
JILZTSO,X,X,X,X,X,X,X,X,X
JILZTOS,X,X,X,X,X,O,X,X,X
JILZSTO,O,X,O,X,X,O,X,X,X
JILZSOT,X,X,X,X,X,O,X,X,X
JILZOTS,X,X,X,X,X,O,X,X,X
JILZOST,X,X,O,X,X,O,X,X,X
JILOTSZ,X,X,X,X,X,X,X,X,X
JILOTZS,X,X,X,X,X,X,X,X,X
JILOSTZ,X,X,X,X,X,X,X,X,X
JILOSZT,X,X,X,X,X,X,X,X,X
JILOZTS,X,X,X,X,X,X,X,X,X
JILOZST,X,X,O,X,X,X,X,X,X
JISTLZO,O,X,O,X,X,O,X,X,X
JISTLOZ,X,X,X,X,O,X,X,X,X
JISTZLO,O,X,O,X,X,X,X,X,X
JISTZOL,O,X,X,X,X,O,X,X,X
JISTOLZ,O,X,X,X,O,X,X,X,X
JISTOZL,O,X,X,X,X,X,X,X,X
JISLTZO,X,X,O,X,X,O,X,X,X
JISLTOZ,X,X,X,X,X,X,X,X,X
JISLZTO,O,X,O,X,X,O,X,X,X
JISLZOT,X,X,X,X,X,O,X,X,X
JISLOTZ,X,X,O,X,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,X,X,X
JISZTLO,O,X,O,X,O,X,X,X,X
JISZTOL,O,X,X,X,O,O,X,O,X
JISZLTO,O,X,O,X,X,X,X,X,X
JISZLOT,X,X,X,X,O,X,X,X,X
JISZOTL,X,X,X,X,O,O,X,O,X
JISZOLT,X,X,X,X,O,X,X,X,X
JISOTLZ,X,X,O,X,O,X,X,X,X
JISOTZL,X,X,O,X,X,X,X,X,X
JISOLTZ,X,X,O,X,X,X,X,X,X
JISOLZT,X,X,O,X,X,X,X,X,X
JISOZTL,X,X,O,X,O,O,X,X,X
JISOZLT,X,X,O,X,O,X,X,X,X
JIZTLSO,X,X,X,X,X,X,X,X,X
JIZTLOS,X,X,X,X,X,X,X,X,X
JIZTSLO,X,X,X,X,O,X,X,X,X
JIZTSOL,X,X,X,X,O,X,X,X,X
JIZTOLS,X,X,X,X,X,X,X,X,X
JIZTOSL,X,X,X,X,X,O,X,X,X
JIZLTSO,X,X,X,X,X,X,X,X,X
JIZLTOS,X,X,X,X,X,O,X,X,X
JIZLSTO,O,X,O,X,X,O,X,X,X
JIZLSOT,X,X,X,X,X,O,X,X,X
JIZLOTS,X,X,X,X,X,O,X,X,X
JIZLOST,X,X,O,X,X,O,X,X,X
JIZSTLO,O,X,O,X,X,X,X,X,X
JIZSTOL,O,X,X,X,X,O,X,O,X
JIZSLTO,O,X,O,X,X,X,X,X,X
JIZSLOT,X,X,X,X,X,X,X,X,X
JIZSOTL,X,X,X,X,X,O,X,O,X
JIZSOLT,X,X,X,X,X,X,X,X,X
JIZOTLS,X,X,X,X,X,X,X,X,X
JIZOTSL,X,X,X,X,X,O,X,X,X
JIZOLTS,X,X,X,X,X,O,X,X,X
JIZOLST,X,X,O,X,X,O,X,X,X
JIZOSTL,X,X,O,X,X,O,X,O,X
JIZOSLT,X,X,O,X,X,X,X,X,X
JIOTLSZ,X,X,X,X,O,X,X,X,X
JIOTLZS,X,X,X,X,X,X,X,X,X
JIOTSLZ,X,X,X,X,X,X,X,X,X
JIOTSZL,X,X,X,X,X,X,X,X,X
JIOTZLS,X,X,X,X,X,X,X,X,X
JIOTZSL,X,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,X,X,X,X,X
JIOLTZS,X,X,X,X,X,X,X,X,X
JIOLSTZ,X,X,X,X,X,X,X,X,X
JIOLSZT,X,X,X,X,X,X,X,X,X
JIOLZTS,X,X,X,X,X,X,X,X,X
JIOLZST,X,X,O,X,X,X,X,X,X
JIOSTLZ,X,X,O,X,O,X,X,X,X
JIOSTZL,X,X,O,X,X,X,X,X,X
JIOSLTZ,X,X,O,X,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,X,X,X
JIOSZTL,X,X,O,X,O,O,X,X,X
JIOSZLT,X,X,O,X,O,X,X,X,X
JIOZTLS,X,X,X,X,X,X,X,X,X
JIOZTSL,X,X,X,X,X,O,X,X,X
JIOZLTS,X,X,X,X,X,O,X,X,X
JIOZLST,X,X,O,X,X,O,X,X,X
JIOZSTL,X,X,O,X,X,O,X,O,X
JIOZSLT,X,X,O,X,X,X,X,X,X
JLTISZO,O,X,X,X,X,X,X,X,X
JLTISOZ,X,X,X,X,X,X,X,X,X
JLTIZSO,X,X,X,X,X,X,X,X,X
JLTIZOS,X,X,X,X,X,X,X,X,X
JLTIOSZ,O,X,X,X,X,X,X,X,X
JLTIOZS,X,X,X,X,X,X,X,X,X
JLTSIZO,O,O,X,X,X,X,X,X,X
JLTSIOZ,X,X,X,X,X,X,X,X,X
JLTSZIO,O,O,X,X,X,X,X,X,X
JLTSZOI,X,O,X,X,X,X,X,X,X
JLTSOIZ,X,O,X,X,X,X,X,X,X
JLTSOZI,X,O,X,X,X,X,X,X,X
JLTZISO,X,X,X,X,X,X,X,X,X
JLTZIOS,X,X,X,X,X,X,X,X,X
JLTZSIO,X,O,X,X,X,X,X,X,X
JLTZSOI,X,O,X,X,X,X,X,X,X
JLTZOIS,X,X,X,X,X,X,X,X,X
JLTZOSI,X,O,X,X,X,X,X,X,X
JLTOISZ,O,X,X,X,X,X,X,X,X
JLTOIZS,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,O,X,X,X,X,X,X,X
JLTOSZI,O,O,X,X,X,X,X,X,X
JLTOZIS,X,X,X,X,X,X,X,X,X
JLTOZSI,X,O,X,X,X,X,X,X,X
JLITSZO,O,X,X,X,X,X,X,X,X
JLITSOZ,X,X,X,X,X,X,X,X,X
JLITZSO,X,X,X,X,X,X,X,X,X
JLITZOS,X,X,X,X,X,X,X,X,X
JLITOSZ,O,X,X,X,X,X,X,X,X
JLITOZS,X,X,X,X,X,X,X,X,X
JLISTZO,X,X,O,X,X,O,X,X,X
JLISTOZ,X,X,X,X,X,X,X,X,X
JLISZTO,O,X,O,X,X,O,X,X,X
JLISZOT,X,X,X,X,X,O,X,X,X
JLISOTZ,X,X,O,X,X,X,X,X,X
JLISOZT,X,X,O,X,X,X,X,X,X
JLIZTSO,X,X,X,X,X,X,X,X,X
JLIZTOS,X,X,X,X,X,O,X,X,X
JLIZSTO,O,X,O,X,X,O,X,X,X
JLIZSOT,X,X,X,X,X,O,X,X,X
JLIZOTS,X,X,X,X,X,O,X,X,X
JLIZOST,X,X,O,X,X,O,X,X,X
JLIOTSZ,X,X,X,X,X,X,X,X,X
JLIOTZS,X,X,X,X,X,X,X,X,X
JLIOSTZ,X,X,X,X,X,X,X,X,X
JLIOSZT,X,X,X,X,X,X,X,X,X
JLIOZTS,X,X,X,X,X,X,X,X,X
JLIOZST,X,X,O,X,X,X,X,X,X
JLSTIZO,X,O,O,X,X,O,X,X,X
JLSTIOZ,X,X,X,X,X,X,X,X,X
JLSTZIO,X,O,O,X,X,O,X,X,X
JLSTZOI,X,O,X,X,X,O,X,X,X
JLSTOIZ,X,O,X,X,X,X,X,X,X
JLSTOZI,X,O,X,X,X,X,X,X,X
JLSITZO,X,X,O,X,X,O,X,X,X
JLSITOZ,X,X,X,X,X,X,X,X,X
JLSIZTO,O,O,O,X,X,O,X,X,X
JLSIZOT,X,X,X,X,X,O,X,X,X
JLSIOTZ,X,X,O,X,X,X,X,X,X
JLSIOZT,X,X,O,X,X,X,X,X,X
JLSZTIO,X,O,X,X,X,O,X,X,X
JLSZTOI,X,O,X,X,X,O,X,X,X
JLSZITO,O,O,O,X,X,O,X,X,X
JLSZIOT,X,X,X,X,X,O,X,X,X
JLSZOTI,X,X,X,X,X,O,X,X,X
JLSZOIT,X,X,X,X,X,O,X,X,X
JLSOTIZ,X,X,X,X,X,X,X,X,X
JLSOTZI,X,X,X,X,X,X,X,X,X
JLSOITZ,X,X,O,X,X,X,X,X,X
JLSOIZT,X,X,O,X,X,X,X,X,X
JLSOZTI,X,X,X,X,X,X,X,X,X
JLSOZIT,X,X,O,X,X,X,X,X,X
JLZTISO,X,X,X,X,X,X,X,X,X
JLZTIOS,X,X,X,X,X,O,X,X,X
JLZTSIO,X,O,X,X,X,X,X,X,X
JLZTSOI,X,O,X,X,X,X,X,X,X
JLZTOIS,X,X,X,X,X,O,X,X,X
JLZTOSI,X,O,X,X,X,X,X,X,X
JLZITSO,X,X,X,X,X,X,X,X,X
JLZITOS,X,X,X,X,X,O,X,X,X
JLZISTO,O,X,O,X,X,O,X,X,X
JLZISOT,X,X,X,X,X,O,X,X,X
JLZIOTS,X,X,X,X,X,O,X,X,X
JLZIOST,X,X,O,X,X,O,X,X,X
JLZSTIO,X,O,X,X,X,O,X,X,X
JLZSTOI,X,O,X,X,X,O,X,X,X
JLZSITO,X,O,X,X,X,O,X,X,X
JLZSIOT,X,X,X,X,X,O,X,X,X
JLZSOTI,X,X,X,X,X,O,X,X,X
JLZSOIT,X,X,X,X,X,O,X,X,X
JLZOTIS,X,X,X,X,X,O,X,X,X
JLZOTSI,X,X,X,X,X,X,X,X,X
JLZOITS,X,X,X,X,X,O,X,X,X
JLZOIST,X,X,X,X,X,O,X,X,X
JLZOSTI,X,X,X,X,X,O,X,X,X
JLZOSIT,X,X,X,X,X,O,X,X,X
JLOTISZ,X,X,X,X,X,X,X,X,X
JLOTIZS,X,X,X,X,X,X,X,X,X
JLOTSIZ,X,X,X,X,X,X,X,X,X
JLOTSZI,X,X,X,X,X,X,X,X,X
JLOTZIS,X,X,X,X,X,X,X,X,X
JLOTZSI,X,X,X,X,X,X,X,X,X
JLOITSZ,X,X,X,X,X,X,X,X,X
JLOITZS,X,X,X,X,X,X,X,X,X
JLOISTZ,X,X,X,X,X,X,X,X,X
JLOISZT,X,X,X,X,X,X,X,X,X
JLOIZTS,X,X,X,X,X,X,X,X,X
JLOIZST,X,X,O,X,X,X,X,X,X
JLOSTIZ,X,X,X,X,X,X,X,X,X
JLOSTZI,X,X,X,X,X,X,X,X,X
JLOSITZ,X,X,X,X,X,X,X,X,X
JLOSIZT,X,X,X,X,X,X,X,X,X
JLOSZTI,X,X,X,X,X,X,X,X,X
JLOSZIT,X,X,X,X,X,X,X,X,X
JLOZTIS,X,X,X,X,X,X,X,X,X
JLOZTSI,X,X,X,X,X,X,X,X,X
JLOZITS,X,X,X,X,X,X,X,X,X
JLOZIST,X,X,O,X,X,X,X,X,X
JLOZSTI,X,X,X,X,X,X,X,X,X
JLOZSIT,X,X,X,X,X,X,X,X,X
JSTILZO,O,O,O,X,X,O,X,X,X
JSTILOZ,X,X,X,X,O,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X,X,X
JSTIZOL,O,X,X,X,X,O,X,X,X
JSTIOLZ,O,X,X,X,O,X,X,X,X
JSTIOZL,O,X,X,X,X,X,X,X,X
JSTLIZO,O,O,O,X,X,O,X,X,X
JSTLIOZ,X,X,X,X,O,X,X,X,X
JSTLZIO,O,O,O,X,X,O,X,X,X
JSTLZOI,X,O,X,X,X,O,X,X,X
JSTLOIZ,X,O,X,X,O,X,X,X,X
JSTLOZI,X,O,X,X,X,X,X,X,X
JSTZILO,O,O,O,X,X,X,X,X,X
JSTZIOL,O,X,X,X,X,O,X,X,X
JSTZLIO,O,O,O,X,X,X,X,X,X
JSTZLOI,X,O,X,X,X,X,X,X,X
JSTZOIL,O,O,X,X,X,O,X,X,X
JSTZOLI,O,O,X,X,X,X,X,X,X
JSTOILZ,O,O,X,X,O,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,X,O,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X,X,X
JSITLZO,O,X,O,X,X,O,X,X,X
JSITLOZ,X,X,X,X,O,X,X,X,X
JSITZLO,O,X,O,X,X,X,X,X,X
JSITZOL,O,X,X,X,X,O,X,X,X
JSITOLZ,O,X,X,X,O,X,X,X,X
JSITOZL,O,X,X,X,X,X,X,X,X
JSILTZO,X,X,O,X,X,O,X,X,X
JSILTOZ,X,X,X,X,X,X,X,X,X
JSILZTO,O,O,O,X,X,O,X,X,X
JSILZOT,X,X,X,X,X,O,X,X,X
JSILOTZ,X,X,O,X,X,X,X,X,X
JSILOZT,X,X,O,X,X,X,X,X,X
JSIZTLO,O,X,O,X,O,X,X,X,X
JSIZTOL,O,X,X,X,O,O,X,O,X
JSIZLTO,O,O,O,X,X,X,X,X,X
JSIZLOT,X,X,X,X,O,X,X,X,X
JSIZOTL,X,X,X,X,O,O,X,O,X
JSIZOLT,X,X,X,X,O,X,X,X,X
JSIOTLZ,X,X,O,X,O,X,X,X,X
JSIOTZL,X,X,O,X,X,X,X,X,X
JSIOLTZ,X,X,O,X,X,X,X,X,X
JSIOLZT,X,X,O,X,X,X,X,X,X
JSIOZTL,X,X,O,X,O,O,X,X,X
JSIOZLT,X,X,O,X,O,X,X,X,X
JSLTIZO,X,O,O,X,X,O,X,X,X
