sequence,v115@EhD8EeF8DeE8BeG8JeT6IvhF0cBxdBmgBFlBSrBXqB,v115@EhD8EeF8DeE8BeG8JeT6IvhFegBCcBxdBlhBUmBXqB,v115@EhD8EeF8DeE8BeG8Je2/IvhFfhB0cBxiBFlBSrBzpB,v115@EhD8EeF8DeE8BeG8Je//IvhF0cBxdBOqBTmBllBCqB,v115@EhD8EeF8DeE8BeG8JeT6IvhFxdBXgBlhBUmBeqBCrB,v115@EhD8EeF8DeE8BeG8Jem6IvhFqgBxdB0fBlhBTmBXqB,v115@EhD8EeF8DeE8BeG8Je//IvhFxdBOlBlhBUmBCmBzpB
ZOSLTIJ,O,O,X,X,O,X,X
ZOSLTJI,O,O,X,X,O,X,X
ZOSLITJ,O,O,X,X,O,X,X
ZOSLIJT,O,O,X,O,X,X,X
ZOSLJTI,O,O,X,O,X,X,X
ZOSLJIT,O,O,X,O,X,X,X
ZOSJTIL,X,O,X,O,O,X,O
ZOSJTLI,X,O,X,O,O,X,O
ZOSJITL,X,O,X,O,O,X,O
ZOSJILT,X,O,X,O,X,X,X
ZOSJLTI,X,O,X,O,X,X,X
ZOSJLIT,X,O,X,O,X,X,X
OTILJSZ,O,O,O,X,X,X,X
OTILJZS,O,O,X,X,X,X,X
OTILSJZ,O,O,O,X,X,X,X
OTILSZJ,O,X,O,X,O,X,X
OTILZJS,O,O,X,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X
OTIJLSZ,O,O,O,X,X,X,X
OTIJLZS,O,O,X,X,X,X,X
OTIJSLZ,X,O,X,O,X,X,X
OTIJSZL,X,X,X,O,O,X,X
OTIJZLS,X,O,X,X,X,X,X
OTIJZSL,X,O,X,O,X,X,X
OTISLJZ,O,O,X,X,X,X,X
OTISLZJ,O,X,X,X,O,O,X
OTISJLZ,X,O,X,O,X,X,X
OTISJZL,X,O,X,O,O,X,X
OTISZLJ,X,X,X,X,O,O,X
OTISZJL,X,O,X,O,O,X,O
OTIZLJS,O,O,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X
OTIZJLS,X,O,X,X,X,X,X
OTIZJSL,X,O,X,O,X,X,O
OTIZSLJ,X,O,X,X,O,X,X
OTIZSJL,X,O,X,O,O,X,O
OTLIJSZ,O,O,O,X,X,X,X
OTLIJZS,O,O,X,X,X,X,X
OTLISJZ,O,O,O,X,X,X,X
OTLISZJ,O,X,O,X,O,X,X
OTLIZJS,O,O,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X
OTLJISZ,O,O,O,X,X,X,X
OTLJIZS,O,O,X,X,X,X,X
OTLJSIZ,O,O,O,X,X,X,X
OTLJSZI,O,X,O,X,X,X,X
OTLJZIS,O,O,X,X,X,X,X
OTLJZSI,O,X,X,X,X,X,X
OTLSIJZ,O,O,O,X,X,X,X
OTLSIZJ,O,X,O,X,O,X,X
OTLSJIZ,O,O,O,X,X,X,X
OTLSJZI,O,O,O,X,X,X,X
OTLSZIJ,O,X,O,X,O,X,X
OTLSZJI,O,X,O,X,O,X,X
OTLZIJS,O,O,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X
OTLZJIS,O,O,X,X,X,X,X
OTLZJSI,O,O,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,X
OTJILSZ,O,O,O,X,X,X,X
OTJILZS,O,O,X,X,X,X,X
OTJISLZ,X,O,X,O,X,X,X
OTJISZL,X,X,X,O,O,X,X
OTJIZLS,X,O,X,X,X,X,X
OTJIZSL,X,O,X,O,X,X,X
OTJLISZ,O,O,O,X,X,X,X
OTJLIZS,O,O,X,X,X,X,X
OTJLSIZ,O,O,O,X,X,X,X
OTJLSZI,O,X,O,X,X,X,X
OTJLZIS,O,O,X,X,X,X,X
OTJLZSI,O,X,X,X,X,X,X
OTJSILZ,X,O,X,O,X,X,X
OTJSIZL,X,X,X,O,O,X,X
OTJSLIZ,X,O,X,O,X,X,X
OTJSLZI,X,X,X,O,X,X,X
OTJSZIL,X,X,X,O,O,X,X
OTJSZLI,X,X,X,O,O,X,X
OTJZILS,X,O,X,X,X,X,X
OTJZISL,X,O,X,O,X,X,X
OTJZLIS,X,O,X,X,X,X,X
OTJZLSI,X,O,X,X,X,X,X
OTJZSIL,X,O,X,O,X,X,X
OTJZSLI,X,O,X,O,X,X,X
OTSILJZ,O,O,X,X,X,X,X
OTSILZJ,O,X,X,X,O,O,X
OTSIJLZ,X,O,X,O,X,X,X
OTSIJZL,X,O,X,O,O,X,X
OTSIZLJ,X,X,X,X,O,O,X
OTSIZJL,X,O,X,O,O,X,O
OTSLIJZ,O,O,X,X,X,X,X
OTSLIZJ,O,X,X,X,O,O,X
OTSLJIZ,O,O,X,X,X,X,X
OTSLJZI,O,O,X,X,X,X,X
OTSLZIJ,O,X,X,X,O,O,X
OTSLZJI,O,X,X,X,O,O,X
OTSJILZ,X,O,X,O,X,X,X
OTSJIZL,X,O,X,O,O,X,X
OTSJLIZ,X,O,X,O,X,X,X
OTSJLZI,X,O,X,O,X,X,X
OTSJZIL,X,O,X,O,O,X,X
OTSJZLI,X,O,X,O,O,X,X
OTSZILJ,X,X,X,X,O,O,X
OTSZIJL,X,O,X,O,O,X,O
OTSZLIJ,X,X,X,X,O,O,X
OTSZLJI,X,X,X,X,O,O,X
OTSZJIL,X,O,X,O,O,X,O
OTSZJLI,X,O,X,O,O,X,O
OTZILJS,O,O,X,X,X,X,X
OTZILSJ,O,O,X,X,X,X,X
OTZIJLS,X,O,X,X,X,X,X
OTZIJSL,X,O,X,O,X,X,O
OTZISLJ,X,O,X,X,O,X,X
OTZISJL,X,O,X,O,O,X,O
OTZLIJS,O,O,X,X,X,X,X
OTZLISJ,O,O,X,X,X,X,X
OTZLJIS,O,O,X,X,X,X,X
OTZLJSI,O,O,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,X
OTZLSJI,O,O,X,X,X,X,X
OTZJILS,X,O,X,X,X,X,X
OTZJISL,X,O,X,O,X,X,O
OTZJLIS,X,O,X,X,X,X,X
OTZJLSI,X,O,X,X,X,X,X
OTZJSIL,X,O,X,O,X,X,O
OTZJSLI,X,O,X,O,X,X,O
OTZSILJ,X,O,X,X,O,X,X
OTZSIJL,X,O,X,O,O,X,O
OTZSLIJ,X,O,X,X,O,X,X
OTZSLJI,X,O,X,X,O,X,X
OTZSJIL,X,O,X,O,O,X,O
OTZSJLI,X,O,X,O,O,X,O
OITLJSZ,O,O,O,X,X,X,X
OITLJZS,O,O,X,X,X,X,X
OITLSJZ,O,O,O,X,X,X,X
OITLSZJ,O,X,O,X,O,X,X
OITLZJS,O,O,X,X,X,X,X
OITLZSJ,O,O,X,X,X,X,X
OITJLSZ,O,O,O,X,X,X,X
OITJLZS,O,O,X,X,X,X,X
OITJSLZ,X,O,X,O,X,X,X
OITJSZL,X,X,X,O,O,X,X
OITJZLS,X,O,X,X,X,X,X
OITJZSL,X,O,X,O,X,X,X
OITSLJZ,O,O,X,X,X,X,X
OITSLZJ,O,X,X,X,O,O,X
OITSJLZ,X,O,X,O,X,X,X
OITSJZL,X,O,X,O,O,X,X
OITSZLJ,X,X,X,X,O,O,X
OITSZJL,X,O,X,O,O,X,O
OITZLJS,O,O,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X
OITZJLS,X,O,X,X,X,X,X
OITZJSL,X,O,X,O,X,X,O
OITZSLJ,X,O,X,X,O,X,X
OITZSJL,X,O,X,O,O,X,O
OILTJSZ,O,O,O,X,X,X,X
OILTJZS,O,O,X,X,X,X,X
OILTSJZ,O,X,O,X,X,X,X
OILTSZJ,O,X,O,X,O,X,X
OILTZJS,O,O,X,X,X,X,X
OILTZSJ,O,X,X,X,X,X,X
OILJTSZ,O,O,X,X,X,X,X
OILJTZS,O,O,X,X,X,X,X
OILJSTZ,X,X,X,O,X,X,X
OILJSZT,O,X,O,O,X,X,X
OILJZTS,O,O,X,X,X,X,X
OILJZST,O,O,O,O,X,X,X
OILSTJZ,O,X,O,X,X,X,X
OILSTZJ,O,X,O,X,O,X,X
OILSJTZ,X,X,X,O,X,X,X
OILSJZT,O,X,O,O,X,X,X
OILSZTJ,O,X,O,X,O,X,X
OILSZJT,O,X,O,O,X,X,X
OILZTJS,O,O,X,X,X,X,X
OILZTSJ,O,X,X,X,X,X,X
OILZJTS,O,O,X,X,X,X,X
OILZJST,O,O,O,O,X,X,X
OILZSTJ,O,X,O,X,X,X,X
OILZSJT,O,X,O,O,X,X,X
OIJTLSZ,O,O,O,X,X,X,X
OIJTLZS,O,O,X,X,X,X,X
OIJTSLZ,X,O,X,O,X,X,X
OIJTSZL,X,X,X,O,O,X,X
OIJTZLS,X,O,X,X,X,X,X
OIJTZSL,X,O,X,O,X,X,X
OIJLTSZ,O,O,X,X,X,X,X
OIJLTZS,O,O,X,X,X,X,X
OIJLSTZ,X,X,X,O,X,X,X
OIJLSZT,O,X,O,O,X,X,X
OIJLZTS,O,O,X,X,X,X,X
OIJLZST,O,O,O,O,X,X,X
OIJSTLZ,X,O,X,O,X,X,X
OIJSTZL,X,X,X,O,O,X,X
OIJSLTZ,X,X,X,O,X,X,X
OIJSLZT,X,X,X,O,X,X,X
OIJSZTL,X,O,X,O,O,X,X
OIJSZLT,X,O,X,O,X,X,X
OIJZTLS,X,O,X,X,X,X,X
OIJZTSL,X,O,X,O,X,X,X
OIJZLTS,O,O,X,X,X,X,X
OIJZLST,O,O,O,O,X,X,X
OIJZSTL,X,O,X,O,X,X,X
OIJZSLT,X,O,X,O,X,X,X
OISTLJZ,O,O,X,X,X,X,X
OISTLZJ,O,X,X,X,O,O,X
OISTJLZ,X,O,X,O,X,X,X
OISTJZL,X,O,X,O,O,X,X
OISTZLJ,X,O,X,X,O,O,X
OISTZJL,X,O,X,O,O,X,O
OISLTJZ,O,O,X,X,X,X,X
OISLTZJ,O,X,X,X,O,O,X
OISLJTZ,X,O,X,O,X,X,X
OISLJZT,O,O,X,O,X,X,X
OISLZTJ,O,O,X,X,O,O,X
OISLZJT,O,O,X,O,X,O,X
OISJTLZ,X,O,X,O,X,X,X
OISJTZL,X,O,X,O,O,X,X
OISJLTZ,X,O,X,O,X,X,X
OISJLZT,X,O,X,O,X,X,X
OISJZTL,X,O,X,O,O,X,X
OISJZLT,X,O,X,O,X,X,X
OISZTLJ,X,O,X,X,O,O,X
OISZTJL,X,O,X,O,O,X,O
OISZLTJ,O,O,X,X,O,O,X
OISZLJT,O,O,X,O,X,O,X
OISZJTL,X,O,X,O,O,X,O
OISZJLT,X,O,X,O,X,O,X
OIZTLJS,O,O,X,X,X,X,X
OIZTLSJ,O,O,X,X,X,X,X
OIZTJLS,X,O,X,X,X,X,X
OIZTJSL,X,O,X,O,X,X,O
OIZTSLJ,X,O,X,X,O,X,X
OIZTSJL,X,O,X,O,O,X,O
OIZLTJS,O,O,X,X,X,X,X
OIZLTSJ,O,X,X,X,X,X,X
OIZLJTS,O,O,X,X,X,X,X
OIZLJST,O,O,O,O,X,X,X
OIZLSTJ,O,X,O,X,X,X,X
OIZLSJT,O,O,O,O,X,X,X
OIZJTLS,X,O,X,X,X,X,X
OIZJTSL,X,O,X,O,X,X,O
OIZJLTS,O,O,X,X,X,X,X
OIZJLST,O,O,O,O,X,X,X
OIZJSTL,X,O,X,O,X,X,O
OIZJSLT,X,O,X,O,X,X,X
OIZSTLJ,X,O,X,X,O,X,X
OIZSTJL,X,O,X,O,O,X,O
OIZSLTJ,O,O,X,X,O,X,X
OIZSLJT,O,O,X,O,X,X,X
OIZSJTL,X,O,X,O,O,X,O
OIZSJLT,X,O,X,O,X,X,X
OLTIJSZ,O,O,O,X,X,X,X
OLTIJZS,O,O,X,X,X,X,X
OLTISJZ,O,X,O,X,X,X,X
OLTISZJ,O,X,O,X,O,X,X
OLTIZJS,O,O,X,X,X,X,X
OLTIZSJ,O,X,X,X,X,X,X
OLTJISZ,O,O,O,X,X,X,X
OLTJIZS,O,O,X,X,X,X,X
OLTJSIZ,O,O,O,X,X,X,X
OLTJSZI,O,X,O,X,X,X,X
OLTJZIS,O,O,X,X,X,X,X
OLTJZSI,O,X,X,X,X,X,X
OLTSIJZ,O,X,O,X,X,X,X
OLTSIZJ,O,X,O,X,O,X,X
OLTSJIZ,O,X,O,X,X,X,X
OLTSJZI,O,X,O,X,X,X,X
OLTSZIJ,O,X,O,X,O,X,X
OLTSZJI,O,X,O,X,O,X,X
OLTZIJS,O,O,X,X,X,X,X
OLTZISJ,O,X,X,X,X,X,X
OLTZJIS,O,O,X,X,X,X,X
OLTZJSI,O,O,X,X,X,X,X
OLTZSIJ,O,X,X,X,X,X,X
OLTZSJI,O,X,X,X,X,X,X
OLITJSZ,O,O,O,X,X,X,X
OLITJZS,O,O,X,X,X,X,X
OLITSJZ,O,X,O,X,X,X,X
OLITSZJ,O,X,O,X,O,X,X
OLITZJS,O,O,X,X,X,X,X
OLITZSJ,O,X,X,X,X,X,X
OLIJTSZ,O,O,X,X,X,X,X
OLIJTZS,O,O,X,X,X,X,X
OLIJSTZ,X,X,X,O,X,X,X
OLIJSZT,O,X,O,O,X,X,X
OLIJZTS,O,O,X,X,X,X,X
OLIJZST,O,O,O,O,X,X,X
OLISTJZ,O,X,O,X,X,X,X
OLISTZJ,O,X,O,X,O,X,X
OLISJTZ,X,X,X,O,X,X,X
OLISJZT,O,X,O,O,X,X,X
OLISZTJ,O,X,O,X,O,X,X
OLISZJT,O,X,O,O,X,X,X
OLIZTJS,O,O,X,X,X,X,X
OLIZTSJ,O,X,X,X,X,X,X
OLIZJTS,O,O,X,X,X,X,X
OLIZJST,O,O,O,O,X,X,X
OLIZSTJ,O,X,O,X,X,X,X
OLIZSJT,O,X,O,O,X,X,X
OLJTISZ,O,O,X,X,X,X,X
OLJTIZS,O,O,X,X,X,X,X
OLJTSIZ,O,O,X,X,X,X,X
OLJTSZI,O,X,X,X,X,X,X
OLJTZIS,O,O,X,X,X,X,X
OLJTZSI,O,X,X,X,X,X,X
OLJITSZ,O,O,X,X,X,X,X
OLJITZS,O,O,X,X,X,X,X
OLJISTZ,X,X,X,O,X,X,X
OLJISZT,O,X,O,O,X,X,X
OLJIZTS,O,O,X,X,X,X,X
OLJIZST,O,O,O,O,X,X,X
OLJSTIZ,X,X,X,O,X,X,X
OLJSTZI,X,X,X,O,X,X,X
OLJSITZ,X,X,X,O,X,X,X
OLJSIZT,O,X,O,O,X,X,X
OLJSZTI,O,X,O,O,X,X,X
OLJSZIT,O,X,O,O,X,X,X
OLJZTIS,O,O,X,X,X,X,X
OLJZTSI,O,O,X,X,X,X,X
OLJZITS,O,O,X,X,X,X,X
OLJZIST,O,O,O,O,X,X,X
OLJZSTI,O,X,O,O,X,X,X
OLJZSIT,O,O,O,O,X,X,X
OLSTIJZ,O,X,O,X,X,X,X
OLSTIZJ,O,X,O,X,O,X,X
OLSTJIZ,O,X,O,X,X,X,X
OLSTJZI,O,X,O,X,X,X,X
OLSTZIJ,O,X,O,X,O,X,X
OLSTZJI,O,X,O,X,O,X,X
OLSITJZ,O,X,O,X,X,X,X
OLSITZJ,O,X,O,X,O,X,X
OLSIJTZ,X,X,X,O,X,X,X
OLSIJZT,O,X,O,O,X,X,X
OLSIZTJ,O,X,O,X,O,X,X
OLSIZJT,O,X,O,O,X,X,X
OLSJTIZ,X,X,X,O,X,X,X
OLSJTZI,X,X,X,O,X,X,X
OLSJITZ,X,X,X,O,X,X,X
OLSJIZT,O,X,O,O,X,X,X
OLSJZTI,O,X,O,O,X,X,X
OLSJZIT,O,X,O,O,X,X,X
OLSZTIJ,O,X,O,X,O,X,X
OLSZTJI,O,X,O,X,O,X,X
OLSZITJ,O,X,O,X,O,X,X
OLSZIJT,O,X,O,O,X,X,X
OLSZJTI,O,X,O,O,X,X,X
OLSZJIT,O,X,O,O,X,X,X
OLZTIJS,O,O,X,X,X,X,X
OLZTISJ,O,X,X,X,X,X,X
OLZTJIS,O,O,X,X,X,X,X
OLZTJSI,O,O,X,X,X,X,X
OLZTSIJ,O,X,X,X,X,X,X
OLZTSJI,O,X,X,X,X,X,X
OLZITJS,O,O,X,X,X,X,X
OLZITSJ,O,X,X,X,X,X,X
OLZIJTS,O,O,X,X,X,X,X
OLZIJST,O,O,O,O,X,X,X
OLZISTJ,O,X,O,X,X,X,X
OLZISJT,O,X,O,O,X,X,X
OLZJTIS,O,O,X,X,X,X,X
OLZJTSI,O,O,X,X,X,X,X
OLZJITS,O,O,X,X,X,X,X
OLZJIST,O,O,O,O,X,X,X
OLZJSTI,O,X,O,O,X,X,X
OLZJSIT,O,O,O,O,X,X,X
OLZSTIJ,O,X,O,X,X,X,X
OLZSTJI,O,X,O,X,X,X,X
OLZSITJ,O,X,O,X,X,X,X
OLZSIJT,O,X,O,O,X,X,X
OLZSJTI,O,X,O,O,X,X,X
OLZSJIT,O,X,O,O,X,X,X
OJTILSZ,O,O,O,X,X,X,X
OJTILZS,O,O,X,X,X,X,X
OJTISLZ,X,O,X,O,X,X,X
OJTISZL,X,X,X,O,O,X,X
OJTIZLS,X,O,X,X,X,X,X
OJTIZSL,X,O,X,O,X,X,X
OJTLISZ,O,O,O,X,X,X,X
OJTLIZS,O,O,X,X,X,X,X
OJTLSIZ,O,O,O,X,X,X,X
OJTLSZI,O,X,O,X,X,X,X
OJTLZIS,O,O,X,X,X,X,X
OJTLZSI,O,X,X,X,X,X,X
OJTSILZ,X,O,X,O,X,X,X
OJTSIZL,X,X,X,O,O,X,X
OJTSLIZ,X,O,X,O,X,X,X
OJTSLZI,X,X,X,O,X,X,X
OJTSZIL,X,X,X,O,O,X,X
OJTSZLI,X,X,X,O,O,X,X
OJTZILS,X,O,X,X,X,X,X
OJTZISL,X,O,X,O,X,X,X
OJTZLIS,X,O,X,X,X,X,X
OJTZLSI,X,O,X,X,X,X,X
OJTZSIL,X,O,X,O,X,X,X
OJTZSLI,X,O,X,O,X,X,X
OJITLSZ,O,O,O,X,X,X,X
OJITLZS,O,O,X,X,X,X,X
OJITSLZ,X,O,X,O,X,X,X
OJITSZL,X,X,X,O,O,X,X
OJITZLS,X,O,X,X,X,X,X
OJITZSL,X,O,X,O,X,X,X
OJILTSZ,O,O,X,X,X,X,X
OJILTZS,O,O,X,X,X,X,X
OJILSTZ,X,X,X,O,X,X,X
OJILSZT,O,X,O,O,X,X,X
OJILZTS,O,O,X,X,X,X,X
OJILZST,O,O,O,O,X,X,X
OJISTLZ,X,O,X,O,X,X,X
OJISTZL,X,X,X,O,O,X,X
OJISLTZ,X,X,X,O,X,X,X
OJISLZT,X,X,X,O,X,X,X
OJISZTL,X,O,X,O,O,X,X
OJISZLT,X,O,X,O,X,X,X
OJIZTLS,X,O,X,X,X,X,X
OJIZTSL,X,O,X,O,X,X,X
OJIZLTS,O,O,X,X,X,X,X
OJIZLST,O,O,O,O,X,X,X
OJIZSTL,X,O,X,O,X,X,X
OJIZSLT,X,O,X,O,X,X,X
OJLTISZ,O,O,X,X,X,X,X
OJLTIZS,O,O,X,X,X,X,X
OJLTSIZ,O,O,X,X,X,X,X
OJLTSZI,O,X,X,X,X,X,X
OJLTZIS,O,O,X,X,X,X,X
OJLTZSI,O,X,X,X,X,X,X
OJLITSZ,O,O,X,X,X,X,X
OJLITZS,O,O,X,X,X,X,X
OJLISTZ,X,X,X,O,X,X,X
OJLISZT,O,X,O,O,X,X,X
OJLIZTS,O,O,X,X,X,X,X
OJLIZST,O,O,O,O,X,X,X
OJLSTIZ,X,X,X,O,X,X,X
OJLSTZI,X,X,X,O,X,X,X
OJLSITZ,X,X,X,O,X,X,X
OJLSIZT,O,X,O,O,X,X,X
OJLSZTI,O,X,O,O,X,X,X
OJLSZIT,O,X,O,O,X,X,X
OJLZTIS,O,O,X,X,X,X,X
OJLZTSI,O,O,X,X,X,X,X
OJLZITS,O,O,X,X,X,X,X
OJLZIST,O,O,O,O,X,X,X
OJLZSTI,O,X,O,O,X,X,X
OJLZSIT,O,O,O,O,X,X,X
OJSTILZ,X,O,X,O,X,X,X
OJSTIZL,X,X,X,O,O,X,X
OJSTLIZ,X,O,X,O,X,X,X
OJSTLZI,X,X,X,O,X,X,X
OJSTZIL,X,X,X,O,O,X,X
OJSTZLI,X,X,X,O,O,X,X
OJSITLZ,X,O,X,O,X,X,X
OJSITZL,X,X,X,O,O,X,X
OJSILTZ,X,X,X,O,X,X,X
OJSILZT,X,X,X,O,X,X,X
OJSIZTL,X,O,X,O,O,X,X
OJSIZLT,X,O,X,O,X,X,X
OJSLTIZ,X,X,X,O,X,X,X
OJSLTZI,X,X,X,O,X,X,X
OJSLITZ,X,X,X,O,X,X,X
OJSLIZT,X,X,X,O,X,X,X
OJSLZTI,X,X,X,O,X,X,X
OJSLZIT,X,X,X,O,X,X,X
OJSZTIL,X,O,X,O,O,X,X
OJSZTLI,X,O,X,O,O,X,X
OJSZITL,X,O,X,O,O,X,X
OJSZILT,X,O,X,O,X,X,X
OJSZLTI,X,X,X,O,X,X,X
OJSZLIT,X,O,X,O,X,X,X
OJZTILS,X,O,X,X,X,X,X
OJZTISL,X,O,X,O,X,X,X
OJZTLIS,X,O,X,X,X,X,X
OJZTLSI,X,O,X,X,X,X,X
OJZTSIL,X,O,X,O,X,X,X
OJZTSLI,X,O,X,O,X,X,X
OJZITLS,X,O,X,X,X,X,X
OJZITSL,X,O,X,O,X,X,X
OJZILTS,O,O,X,X,X,X,X
OJZILST,O,O,O,O,X,X,X
OJZISTL,X,O,X,O,X,X,X
OJZISLT,X,O,X,O,X,X,X
OJZLTIS,O,O,X,X,X,X,X
OJZLTSI,O,O,X,X,X,X,X
OJZLITS,O,O,X,X,X,X,X
OJZLIST,O,O,O,O,X,X,X
OJZLSTI,O,X,O,O,X,X,X
OJZLSIT,O,O,O,O,X,X,X
OJZSTIL,X,O,X,O,X,X,X
OJZSTLI,X,O,X,O,X,X,X
OJZSITL,X,O,X,O,X,X,X
OJZSILT,X,O,X,O,X,X,X
OJZSLTI,X,X,X,O,X,X,X
OJZSLIT,X,O,X,O,X,X,X
OSTILJZ,O,O,X,X,X,X,X
OSTILZJ,O,X,X,X,O,O,X
OSTIJLZ,X,O,X,O,X,X,X
OSTIJZL,X,O,X,O,O,X,X
OSTIZLJ,X,O,X,X,O,O,X
OSTIZJL,X,O,X,O,O,X,O
OSTLIJZ,O,O,X,X,X,X,X
OSTLIZJ,O,X,X,X,O,O,X
OSTLJIZ,O,O,X,X,X,X,X
OSTLJZI,O,O,X,X,X,X,X
OSTLZIJ,O,X,X,X,O,O,X
OSTLZJI,O,X,X,X,O,O,X
OSTJILZ,X,O,X,O,X,X,X
OSTJIZL,X,O,X,O,O,X,X
OSTJLIZ,X,O,X,O,X,X,X
OSTJLZI,X,O,X,O,X,X,X
OSTJZIL,X,O,X,O,O,X,X
OSTJZLI,X,O,X,O,O,X,X
OSTZILJ,X,O,X,X,O,O,X
OSTZIJL,X,O,X,O,O,X,O
OSTZLIJ,X,O,X,X,O,O,X
OSTZLJI,X,O,X,X,O,O,X
OSTZJIL,X,O,X,O,O,X,O
OSTZJLI,X,O,X,O,O,X,O
OSITLJZ,O,O,X,X,X,X,X
OSITLZJ,O,X,X,X,O,O,X
OSITJLZ,X,O,X,O,X,X,X
OSITJZL,X,O,X,O,O,X,X
OSITZLJ,X,O,X,X,O,O,X
OSITZJL,X,O,X,O,O,X,O
OSILTJZ,O,O,X,X,X,X,X
OSILTZJ,O,X,X,X,O,O,X
OSILJTZ,X,O,X,O,X,X,X
OSILJZT,O,O,X,O,X,X,X
OSILZTJ,O,O,X,X,O,O,X
OSILZJT,O,O,X,O,X,O,X
OSIJTLZ,X,O,X,O,X,X,X
OSIJTZL,X,O,X,O,O,X,X
OSIJLTZ,X,O,X,O,X,X,X
OSIJLZT,X,O,X,O,X,X,X
OSIJZTL,X,O,X,O,O,X,X
OSIJZLT,X,O,X,O,X,X,X
OSIZTLJ,X,O,X,X,O,O,X
OSIZTJL,X,O,X,O,O,X,O
OSIZLTJ,O,O,X,X,O,O,X
OSIZLJT,O,O,X,O,X,O,X
OSIZJTL,X,O,X,O,O,X,O
OSIZJLT,X,O,X,O,X,O,X
OSLTIJZ,O,O,X,X,X,X,X
OSLTIZJ,O,X,X,X,O,O,X
OSLTJIZ,O,O,X,X,X,X,X
OSLTJZI,O,O,X,X,X,X,X
OSLTZIJ,O,X,X,X,O,O,X
OSLTZJI,O,X,X,X,O,O,X
OSLITJZ,O,O,X,X,X,X,X
OSLITZJ,O,X,X,X,O,O,X
OSLIJTZ,X,O,X,O,X,X,X
OSLIJZT,O,O,X,O,X,X,X
OSLIZTJ,O,O,X,X,O,O,X
OSLIZJT,O,O,X,O,X,O,X
OSLJTIZ,X,O,X,O,X,X,X
OSLJTZI,X,O,X,O,X,X,X
OSLJITZ,X,O,X,O,X,X,X
OSLJIZT,O,O,X,O,X,X,X
OSLJZTI,O,O,X,O,X,X,X
OSLJZIT,O,O,X,O,X,X,X
OSLZTIJ,O,O,X,X,O,O,X
OSLZTJI,O,O,X,X,O,O,X
OSLZITJ,O,O,X,X,O,O,X
OSLZIJT,O,O,X,O,X,O,X
OSLZJTI,O,O,X,O,X,O,X
OSLZJIT,O,O,X,O,X,O,X
OSJTILZ,X,O,X,O,X,X,X
OSJTIZL,X,O,X,O,O,X,X
OSJTLIZ,X,O,X,O,X,X,X
OSJTLZI,X,O,X,O,X,X,X
OSJTZIL,X,O,X,O,O,X,X
OSJTZLI,X,O,X,O,O,X,X
OSJITLZ,X,O,X,O,X,X,X
OSJITZL,X,O,X,O,O,X,X
OSJILTZ,X,O,X,O,X,X,X
OSJILZT,X,O,X,O,X,X,X
OSJIZTL,X,O,X,O,O,X,X
OSJIZLT,X,O,X,O,X,X,X
OSJLTIZ,X,O,X,O,X,X,X
OSJLTZI,X,O,X,O,X,X,X
OSJLITZ,X,O,X,O,X,X,X
OSJLIZT,X,O,X,O,X,X,X
OSJLZTI,X,O,X,O,X,X,X
OSJLZIT,X,O,X,O,X,X,X
OSJZTIL,X,O,X,O,O,X,X
OSJZTLI,X,O,X,O,O,X,X
OSJZITL,X,O,X,O,O,X,X
OSJZILT,X,O,X,O,X,X,X
OSJZLTI,X,O,X,O,X,X,X
OSJZLIT,X,O,X,O,X,X,X
OSZTILJ,X,O,X,X,O,O,X
OSZTIJL,X,O,X,O,O,X,O
OSZTLIJ,X,O,X,X,O,O,X
OSZTLJI,X,O,X,X,O,O,X
OSZTJIL,X,O,X,O,O,X,O
OSZTJLI,X,O,X,O,O,X,O
OSZITLJ,X,O,X,X,O,O,X
OSZITJL,X,O,X,O,O,X,O
OSZILTJ,O,O,X,X,O,O,X
OSZILJT,O,O,X,O,X,O,X
OSZIJTL,X,O,X,O,O,X,O
OSZIJLT,X,O,X,O,X,O,X
OSZLTIJ,O,O,X,X,O,O,X
OSZLTJI,O,O,X,X,O,O,X
OSZLITJ,O,O,X,X,O,O,X
OSZLIJT,O,O,X,O,X,O,X
OSZLJTI,O,O,X,O,X,O,X
OSZLJIT,O,O,X,O,X,O,X
OSZJTIL,X,O,X,O,O,X,O
OSZJTLI,X,O,X,O,O,X,O
OSZJITL,X,O,X,O,O,X,O
OSZJILT,X,O,X,O,X,O,X
OSZJLTI,X,O,X,O,X,O,X
OSZJLIT,X,O,X,O,X,O,X
OZTILJS,O,O,X,X,X,X,X
OZTILSJ,O,O,X,X,X,X,X
OZTIJLS,X,O,X,X,X,X,X
OZTIJSL,X,O,X,O,X,X,O
OZTISLJ,X,O,X,X,O,X,X
OZTISJL,X,O,X,O,O,X,O
OZTLIJS,O,O,X,X,X,X,X
OZTLISJ,O,O,X,X,X,X,X
OZTLJIS,O,O,X,X,X,X,X
OZTLJSI,O,O,X,X,X,X,X
