sequence,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBfiB6iBm?fBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFzbBfiB6iBu?kBUgBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFzbBfiB6iBU?gBukBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBzcB+iBi?fB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFGdBRgBUiB3?gBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je2/IvhFRbBSiB3gBU?iBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFzbBGdBUiBx?kB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBCdB2kBT?iB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeWBJvhFxcB/kBUgBT?iBikBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFlbBzcB+iBC?lBflB8qB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeX7IvhFxcBTiB0kB6?qBOpBFrB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je//IvhFRbBCdBTiB2?pB0lBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFzbBckBGiBR?qB/qBFsB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je2/IvhFzbBSiBUiBx?kB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFGdBUiBClBf?lBzlBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhF3bBCdBTiBF?lBukB8qB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeO/IvhFXbBxcBTiB1?pB0lBCrB
ZSTLOIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSTLOJI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSTJILO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSTJIOL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
ZSTJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJLOI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSTJOIL,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSTJOLI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSTOILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSTOIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSTOLIJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSTOLJI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSTOJIL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSTOJLI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSITLJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITLOJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITJLO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITJOL,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITOLJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITOJL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSILTJO,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSILTOJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSILJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZSILJOT,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZSILOTJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSILOJT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSIJTLO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSIJTOL,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSIJLTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZSIJLOT,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZSIJOTL,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIJOLT,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIOTLJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIOTJL,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIOLTJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSIOLJT,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIOJTL,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIOJLT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSLTIJO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTJOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTOIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLTOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLITJO,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSLITOJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSLIJTO,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
ZSLIJOT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
ZSLIOTJ,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZSLIOJT,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZSLJTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSLJTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJITO,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X
ZSLJIOT,O,O,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X
ZSLJOTI,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSLJOIT,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X
ZSLOTIJ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSLOTJI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSLOITJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOIJT,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSLOJTI,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSLOJIT,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSJTILO,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZSJTIOL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSJTLIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJTLOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTOIL,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZSJTOLI,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSJITLO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSJITOL,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSJILTO,X,X,X,O,O,O,X,X,X,X,X,O,O,X,O,X,X
ZSJILOT,O,O,X,O,O,O,X,X,X,X,X,O,O,X,O,X,X
ZSJIOTL,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
ZSJIOLT,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
ZSJLTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJLTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLITO,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X
ZSJLIOT,O,O,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X
ZSJLOTI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZSJLOIT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZSJOTIL,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZSJOTLI,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSJOITL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZSJOILT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSJOLTI,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSJOLIT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSOTILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSOTIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSOTLIJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSOTLJI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSOTJIL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSOTJLI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSOITLJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSOITJL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSOILTJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOILJT,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSOIJTL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOIJLT,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSOLTJI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSOLITJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLIJT,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSOLJTI,O,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
ZSOLJIT,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
ZSOJTIL,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZSOJTLI,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSOJITL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZSOJILT,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZSOJLTI,O,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZSOJLIT,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZOTILJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
ZOTILSJ,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
ZOTIJLS,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O
ZOTIJSL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
ZOTISLJ,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O
ZOTISJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O
ZOTLIJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
ZOTLISJ,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
ZOTLJIS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
ZOTLJSI,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O
ZOTLSIJ,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
ZOTLSJI,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
ZOTJILS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOTJISL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOTJLIS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOTJLSI,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
ZOTJSIL,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O
ZOTJSLI,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O
ZOTSILJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
ZOTSIJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
ZOTSLIJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O
ZOTSLJI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O
ZOTSJIL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
ZOTSJLI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O
ZOITLJS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,O
ZOITLSJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O,O
ZOITJLS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
ZOITJSL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O
ZOITSLJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O
ZOITSJL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O
ZOILTJS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O
ZOILTSJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O
ZOILJTS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
ZOILJST,X,X,X,X,O,X,X,X,X,X,O,O,O,X,O,X,X
ZOILSTJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOILSJT,O,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X
ZOIJTLS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOIJTSL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOIJLTS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
ZOIJLST,O,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X
ZOIJSTL,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOIJSLT,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZOISTLJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
ZOISTJL,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
ZOISLTJ,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOISLJT,O,O,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X
ZOISJTL,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZOISJLT,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
ZOLTIJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
ZOLTISJ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,O
ZOLTJIS,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
ZOLTJSI,X,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O
ZOLTSIJ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O
ZOLTSJI,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O
ZOLITJS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O
ZOLITSJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O
ZOLIJTS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
ZOLIJST,X,X,X,X,O,X,X,X,X,X,O,O,O,X,O,X,X
ZOLISTJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOLISJT,O,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X
ZOLJTIS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOLJTSI,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
ZOLJITS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
ZOLJIST,O,X,X,X,O,X,X,X,X,X,O,O,O,X,O,X,X
ZOLJSTI,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOLJSIT,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOLSTIJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSTJI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSITJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSIJT,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOLSJTI,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOLSJIT,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOJTILS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOJTISL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOJTLIS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOJTLSI,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOJTSIL,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O
ZOJTSLI,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOJITLS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOJITSL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOJILTS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
ZOJILST,O,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X
ZOJISTL,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOJISLT,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZOJLTIS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOJLTSI,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
ZOJLITS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
ZOJLIST,O,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X
ZOJLSTI,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOJLSIT,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOJSTIL,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOJSTLI,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSITL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSILT,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOJSLTI,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOJSLIT,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSTILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZOSTIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZOSTLIJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZOSTLJI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZOSTJIL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZOSTJLI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZOSITLJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOSITJL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOSILTJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSILJT,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOSIJTL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOSLTJI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOSLITJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLIJT,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOSLJTI,O,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
ZOSLJIT,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
ZOSJTIL,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZOSJTLI,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZOSJITL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOSJILT,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZOSJLTI,O,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZOSJLIT,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
OTILJSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTILJZS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
OTILSJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTILSZJ,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
OTILZJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X
OTILZSJ,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
OTIJLSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTIJLZS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
OTIJSLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTIJSZL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O
OTIJZLS,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O
OTIJZSL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
OTISLJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTISLZJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
OTISJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTISJZL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O
OTISZLJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
OTISZJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,O
OTIZLJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
OTIZLSJ,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
OTIZJLS,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O
OTIZJSL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
OTIZSLJ,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O
OTIZSJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O
OTLIJSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTLIJZS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
OTLISJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTLISZJ,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
OTLIZJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X
OTLIZSJ,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
OTLJISZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTLJIZS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
OTLJSIZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
OTLJSZI,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTLJZIS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
OTLJZSI,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
OTLSIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTLSIZJ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X
OTLSJIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OTLSJZI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLSZIJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTLSZJI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OTLZIJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
OTLZISJ,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
OTLZJIS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
OTLZJSI,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O
OTLZSIJ,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
OTLZSJI,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
OTJILSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTJILZS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
OTJISLZ,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O
OTJISZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O
OTJIZLS,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
OTJIZSL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O
OTJLISZ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTJLIZS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
OTJLSIZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OTJLSZI,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
OTJLZIS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
OTJLZSI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
OTJSILZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OTJSIZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
OTJSLIZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OTJSLZI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
OTJSZIL,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
OTJSZLI,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
OTJZILS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
OTJZISL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
OTJZLIS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
OTJZLSI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
OTJZSIL,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
OTJZSLI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
OTSILJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTSILZJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
OTSIJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTSIJZL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O
