sequence,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWBJvhFxcBTeBUgBy?mBfoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFRdBSjBUgB3?hBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBxdBUgBT?iBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBC?iBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFWiBxdBUgBX?jBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeC8IvhFxdBUgB/mBO?oBTnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeSAJvhFFdBTeBxlBm?nB/mBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWCJvhFTeBRgB3gB0?iBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFuiBcjBRgB3?gBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFCeBRgBOoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFGeBRgBaoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBUgBzhBC?jBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBu?mB1nBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBUgBxiBT?iBOoBFsB
STIJZOL,X,O,X,O,O,X,X,X,X,X,X,X,X,X
STIJOLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
STIJOZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
STIZLJO,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STIZLOJ,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STIZJLO,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STIZJOL,O,O,X,O,O,X,X,X,O,X,X,X,X,X
STIZOLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STIZOJL,O,O,X,O,O,X,X,X,O,X,X,X,X,X
STIOLJZ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STIOLZJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X
STIOJLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
STIOJZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
STIOZLJ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STIOZJL,O,O,X,O,O,X,X,X,O,X,X,X,X,X
STLIJZO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STLIJOZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
STLIZJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
STLIZOJ,O,O,X,O,O,X,X,X,O,X,X,X,O,X
STLIOJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
STLIOZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
STLJIZO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
STLJIOZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
STLJZIO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STLJZOI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STLJOIZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
STLJOZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STLZIJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
STLZIOJ,O,O,X,O,O,X,X,X,O,X,X,O,O,X
STLZJIO,O,O,O,O,O,X,X,X,O,X,X,X,O,X
STLZJOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
STLZOIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
STLZOJI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
STLOIJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
STLOIZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
STLOJIZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
STLOJZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STLOZIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
STLOZJI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
STJILZO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
STJILOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
STJIZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJIZOL,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
STJIOZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
STJLIZO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
STJLIOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJLOIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
STJLOZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,O,O,O,O,X,O,X,X,X,X,X,X
STJOIZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
STJOLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZILJO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
STZILOJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
STZIJLO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
STZIJOL,O,O,O,O,O,X,X,X,O,X,X,X,X,X
STZIOLJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
STZIOJL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
STZLIJO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
STZLIOJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
STZLJIO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
STZLJOI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STZLOIJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
STZLOJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STZJILO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
STZJIOL,O,O,O,O,O,X,X,X,O,X,X,X,X,X
STZJLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
STZJLOI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STZJOIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
STZJOLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STZOILJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
STZOIJL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
STZOLIJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
STZOLJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STZOJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
STZOJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STOILJZ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STOILZJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X
STOIJLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
STOIJZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
STOIZLJ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STOIZJL,O,O,O,O,O,X,X,X,O,X,X,X,X,X
STOLIJZ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STOLIZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
STOLJIZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
STOLJZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STOLZIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
STOLZJI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
STOJILZ,O,O,O,O,O,O,X,O,X,X,X,X,X,X
STOJIZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
STOJLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STOZIJL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
STOZLIJ,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STOZLJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STOZJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
STOZJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
SITLJZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SITLJOZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
SITLZJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
SITLZOJ,O,O,X,O,O,X,X,X,O,X,X,X,O,X
SITLOJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
SITLOZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
SITJLZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SITJZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SITJZOL,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITJOLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
SITJOZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
SITZLJO,O,O,X,O,O,X,X,X,X,X,X,X,X,O
SITZLOJ,O,O,X,O,O,X,X,X,X,X,X,X,X,O
SITZJLO,O,O,X,O,O,X,X,X,X,X,X,X,X,O
SITZJOL,O,O,X,O,O,X,X,X,O,X,X,X,X,X
SITZOLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,O
SITZOJL,O,O,X,O,O,X,X,X,O,X,X,X,X,X
SITOLJZ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SITOLZJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X
SITOJLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
SITOJZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
SITOZLJ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SITOZJL,O,O,X,O,O,X,X,X,O,X,X,X,X,X
SILTJZO,X,X,O,O,O,X,X,X,X,X,X,X,O,X
SILTJOZ,O,X,O,O,O,X,X,O,X,X,X,X,O,X
SILTZJO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SILTZOJ,X,O,X,O,O,X,X,X,O,X,X,X,O,X
SILTOJZ,O,X,O,O,O,X,X,O,X,X,X,X,O,X
SILTOZJ,X,O,O,O,O,X,X,X,O,X,X,X,O,X
SILJTZO,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SILJTOZ,O,X,O,O,O,O,O,X,X,X,X,X,O,X
SILJZTO,X,X,O,X,O,O,O,X,X,X,O,X,X,X
SILJZOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
SILJOTZ,O,X,O,O,X,O,O,X,X,X,X,X,O,X
SILJOZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
SILZTJO,O,X,X,X,O,X,X,X,O,X,O,X,X,X
SILZTOJ,O,O,X,X,O,X,X,X,O,X,O,X,O,X
SILZJTO,O,X,X,X,O,X,X,X,O,X,O,X,X,X
SILZJOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SILZOTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SILZOJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SILOTJZ,O,X,X,O,O,X,X,O,X,X,X,X,O,X
SILOTZJ,X,O,X,O,O,X,X,X,X,X,X,X,O,X
SILOJTZ,O,X,X,O,X,O,O,X,X,X,X,X,O,X
SILOJZT,O,O,X,O,O,O,O,X,X,X,X,X,O,X
SILOZTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SILOZJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIJTLZO,X,O,O,O,O,O,O,X,X,X,X,X,X,X
SIJTLOZ,X,O,O,O,O,O,O,X,X,X,X,X,X,X
SIJTZLO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SIJTZOL,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SIJTOLZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SIJTOZL,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SIJLTZO,X,O,O,X,O,O,O,X,X,X,X,X,X,X
SIJLTOZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X
SIJLZTO,X,O,O,X,O,O,O,X,X,O,O,X,X,X
SIJLZOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
SIJLOTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
SIJLOZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
SIJZTLO,X,O,X,X,O,X,O,X,X,O,X,X,X,X
SIJZTOL,X,O,X,X,O,X,O,X,X,O,X,X,X,X
SIJZLTO,X,O,O,X,O,O,O,X,X,O,X,X,X,X
SIJZLOT,X,O,O,O,O,O,O,X,X,X,X,X,X,X
SIJZOTL,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SIJZOLT,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SIJOTZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIJOLTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
SIJOLZT,O,O,O,O,X,O,O,X,X,X,X,X,O,X
SIJOZTL,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SIJOZLT,X,O,X,O,O,O,O,X,X,X,X,X,O,X
SIZTLJO,O,O,X,O,O,X,X,X,X,X,O,X,X,O
SIZTLOJ,O,O,X,O,O,X,X,X,X,X,O,X,X,O
SIZTJLO,O,O,X,O,O,X,X,X,X,O,X,X,X,O
SIZTJOL,O,O,X,O,O,X,X,X,O,O,X,X,X,X
SIZTOLJ,O,O,X,O,O,X,X,X,X,X,O,X,X,O
SIZTOJL,O,O,X,O,O,X,X,X,O,O,X,X,X,X
SIZLTJO,O,X,X,X,O,X,X,X,X,X,O,X,X,O
SIZLTOJ,O,O,X,X,O,X,X,X,X,X,O,X,O,O
SIZLJTO,O,X,X,X,O,X,X,X,X,X,O,X,X,O
SIZLJOT,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SIZLOTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,O
SIZLOJT,O,O,X,X,O,X,X,X,X,X,X,X,O,O
SIZJTLO,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SIZJTOL,O,O,X,X,O,X,X,X,O,O,X,X,X,X
SIZJLTO,O,O,X,X,O,X,X,X,O,O,X,X,X,O
SIZJLOT,O,O,X,O,O,X,X,X,X,X,X,X,X,O
SIZJOTL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIZOTJL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
SIZOLJT,O,O,X,O,O,X,X,X,X,X,X,X,O,O
SIZOJTL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIOTLJZ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIOTLZJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
SIOTJLZ,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SIOTJZL,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIOTZJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,O,O,X,X,O,X,X,X,X,O,X
SIOLTZJ,X,O,X,O,O,X,X,X,X,X,X,X,O,X
SIOLJTZ,O,X,X,O,X,O,O,X,X,X,X,X,O,X
SIOLJZT,O,O,X,O,O,O,O,X,X,X,X,X,O,X
SIOLZTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIOLZJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIOJTLZ,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SIOJTZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIOJLTZ,O,O,X,O,X,O,O,X,X,X,X,X,O,X
SIOJLZT,O,O,X,O,X,O,O,X,X,X,X,X,O,X
SIOJZTL,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SIOJZLT,X,O,X,O,O,O,O,X,X,X,X,X,O,X
SIOZTLJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIOZTJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIOZLJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SIOZJTL,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SIOZJLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SLTIJZO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLTIJOZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
SLTIZJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
SLTIZOJ,O,O,X,O,O,X,X,X,O,X,X,X,O,X
SLTIOJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
SLTIOZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
SLTJIZO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLTJIOZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
SLTJZIO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLTJZOI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLTJOIZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
SLTJOZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLTZIJO,O,O,X,O,O,X,X,X,O,X,X,X,O,X
SLTZIOJ,O,O,X,O,O,X,X,X,O,X,X,O,O,X
SLTZJIO,O,O,O,O,O,X,X,X,O,X,X,X,O,X
SLTZJOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
SLTZOIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
SLTZOJI,O,O,O,X,O,X,X,X,O,X,X,O,O,X
SLTOIJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
SLTOIZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
SLTOJIZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
SLTOJZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLTOZIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
SLTOZJI,O,O,O,X,O,X,X,X,O,X,X,O,O,X
SLITJZO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLITJOZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
SLITZJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
SLITZOJ,O,O,X,O,O,X,X,X,O,X,X,X,O,X
SLITOJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
SLITOZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
SLIJTZO,O,O,O,X,O,O,O,X,X,X,X,X,X,X
SLIJTOZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X
SLIJZTO,X,O,O,X,O,O,O,X,X,X,O,X,X,X
SLIJZOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
SLIJOTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
SLIJOZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
SLIZTJO,O,O,X,X,O,X,X,X,O,X,O,X,X,X
SLIZTOJ,O,O,X,X,O,X,X,X,O,X,O,X,O,X
SLIZJTO,O,O,X,X,O,X,X,X,O,X,O,X,X,X
SLIZJOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLIZOJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLIOTJZ,O,X,X,O,O,X,X,O,X,X,X,X,O,X
SLIOTZJ,X,O,X,O,O,X,X,X,X,X,X,X,O,X
SLIOJTZ,O,X,X,O,X,O,O,X,X,X,X,X,O,X
SLIOJZT,O,O,X,O,O,O,O,X,X,X,X,X,O,X
SLIOZTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SLIOZJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SLJTIZO,O,O,O,X,O,O,X,X,X,X,X,X,O,X
SLJTIOZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLJTZIO,O,O,O,X,O,X,X,X,X,X,X,X,O,X
SLJTZOI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
SLJTOIZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
SLJTOZI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
SLJITZO,O,O,O,X,O,O,O,X,X,X,X,X,X,X
SLJITOZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X
SLJIZTO,X,O,O,X,O,O,O,X,X,X,O,X,X,X
SLJIZOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
SLJIOTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
SLJIOZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
SLJZTIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X
SLJZTOI,O,O,O,X,O,X,X,X,X,X,O,X,X,X
SLJZITO,O,O,O,X,O,O,X,X,X,X,O,X,X,X
SLJZIOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
SLJZOTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
SLJOTZI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLJOITZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
SLJOIZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
SLJOZTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJOZIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SLZTIJO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
SLZTIOJ,O,O,X,X,O,X,X,X,O,X,O,O,O,X
SLZTJIO,O,O,O,X,O,X,X,X,O,X,O,X,O,X
SLZTJOI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
SLZTOIJ,O,O,O,X,O,X,X,X,O,X,O,O,O,X
SLZTOJI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
SLZITJO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
SLZITOJ,O,O,X,X,O,X,X,X,O,X,O,O,O,X
SLZIJTO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
SLZIJOT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLZIOTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLZIOJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLZJTIO,O,O,O,X,O,X,X,X,O,X,O,X,O,X
SLZJTOI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
SLZJITO,O,O,O,X,O,O,X,X,O,X,O,X,O,X
SLZJIOT,O,O,O,X,O,O,X,X,X,X,X,X,O,X
SLZJOTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLZJOIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
SLZOTIJ,O,O,X,X,O,X,X,X,X,X,X,O,O,X
SLZOTJI,O,O,X,X,O,X,X,X,X,X,X,O,O,X
SLZOITJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLZOIJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLZOJTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLZOJIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
SLOTIJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
SLOTIZJ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLOTJIZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
SLOTJZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLOTZIJ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SLOTZJI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
SLOITJZ,O,X,X,O,O,X,X,O,X,X,X,X,O,X
SLOITZJ,X,O,X,O,O,X,X,X,X,X,X,X,O,X
SLOIJTZ,O,X,X,O,X,O,O,X,X,X,X,X,O,X
SLOIJZT,O,O,X,O,O,O,O,X,X,X,X,X,O,X
SLOIZTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SLOIZJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SLOJTIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
SLOJTZI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLOJITZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
SLOJIZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
SLOJZTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOJZIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLOZTJI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLOZITJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLOZIJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLOZJTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
SLOZJIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
SJTILZO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
SJTILOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
SJTIZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTIZOL,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTIOLZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTIOZL,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTLIZO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
SJTLIOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
SJTLZIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTLZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTLOIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
SJTLOZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SJTZILO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTZIOL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTZLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTZLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTZOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTZOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
