sequence,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jem6IvhFNhBUdBajBT?fBXlB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeO/IvhFXbBNhBUdBa?jB5lBzpB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFxbBXdBdjBm?gB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jex6IvhFNhBUdBajB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Je06IvhFNhBRdB/kBm?iBTlB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFKgBOhBXdBd?jB0kB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFNhBRdB/lBm?iB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeNBJvhFUdBajBxkB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeN/IvhFUdBajBxgBu?kBzgB/qB
ZTISLOJ,O,O,O,O,X,O,X,O,O
ZTISJLO,X,O,O,O,X,O,O,X,O
ZTISJOL,X,O,O,X,X,O,O,X,X
ZTISOLJ,O,O,O,O,X,O,X,X,O
ZTISOJL,O,O,O,O,X,O,O,X,X
ZTIOLJS,X,O,O,X,X,O,X,O,O
ZTIOLSJ,O,O,O,O,X,O,X,O,O
ZTIOJLS,X,O,O,X,X,O,O,X,X
ZTIOJSL,X,O,O,X,X,O,O,X,X
ZTIOSLJ,O,O,O,O,X,O,X,X,X
ZTIOSJL,O,O,O,O,X,O,O,X,X
ZTLIJSO,X,O,O,X,X,O,X,O,O
ZTLIJOS,X,O,O,X,X,O,X,O,O
ZTLISJO,X,O,O,O,X,O,X,O,O
ZTLISOJ,O,O,O,O,X,O,X,O,O
ZTLIOJS,X,O,O,X,X,O,X,O,O
ZTLIOSJ,O,O,O,O,X,O,X,O,O
ZTLJISO,X,O,O,X,X,O,O,O,O
ZTLJIOS,X,O,O,X,X,O,O,O,O
ZTLJSIO,X,O,O,O,X,O,O,X,O
ZTLJSOI,O,O,O,O,X,O,O,X,X
ZTLJOIS,X,O,O,X,X,O,O,X,X
ZTLJOSI,O,O,O,O,X,O,O,X,X
ZTLSIJO,X,O,O,O,X,O,X,O,O
ZTLSIOJ,O,O,O,O,X,O,X,O,O
ZTLSJIO,X,O,O,O,X,O,O,X,O
ZTLSJOI,O,O,O,O,X,O,O,X,X
ZTLSOIJ,O,O,O,O,X,O,X,X,O
ZTLSOJI,O,O,O,O,X,O,O,X,X
ZTLOIJS,X,O,O,X,X,O,X,O,O
ZTLOISJ,O,O,O,O,X,O,X,O,O
ZTLOJIS,X,O,O,X,X,O,O,X,X
ZTLOJSI,O,O,O,O,X,O,O,X,X
ZTLOSIJ,O,O,O,O,X,O,X,X,O
ZTLOSJI,O,O,O,O,X,O,O,X,X
ZTJILSO,X,O,O,X,X,O,O,O,O
ZTJILOS,X,O,O,X,X,O,O,O,O
ZTJISLO,X,O,O,X,X,O,O,X,X
ZTJISOL,X,O,O,X,O,O,O,X,X
ZTJIOLS,X,O,O,X,X,O,O,X,X
ZTJIOSL,X,O,O,X,O,O,O,X,X
ZTJLISO,X,O,O,X,X,O,O,O,O
ZTJLIOS,X,O,O,X,X,O,O,O,O
ZTJLSIO,X,O,O,O,X,O,O,X,O
ZTJLSOI,O,O,O,O,X,O,O,X,X
ZTJLOIS,X,O,O,X,X,O,O,X,X
ZTJLOSI,O,O,O,O,X,O,O,X,X
ZTJSILO,X,O,O,O,X,O,O,X,O
ZTJSIOL,X,O,O,X,O,O,O,X,X
ZTJSLIO,X,O,O,O,X,O,O,X,O
ZTJSLOI,O,O,O,O,X,O,O,X,X
ZTJSOIL,O,O,O,O,O,O,O,X,X
ZTJSOLI,O,O,O,O,O,O,O,X,X
ZTJOILS,X,O,O,X,X,O,O,X,X
ZTJOISL,X,O,O,X,O,O,O,X,X
ZTJOLIS,X,O,O,X,X,O,O,X,X
ZTJOLSI,O,O,O,O,X,O,O,X,X
ZTJOSIL,O,O,O,O,O,O,O,X,X
ZTJOSLI,O,O,O,O,O,O,O,X,X
ZTSILJO,X,O,O,O,X,O,X,O,O
ZTSILOJ,O,O,O,O,X,O,X,O,O
ZTSIJLO,X,O,O,O,X,O,O,X,O
ZTSIJOL,X,O,O,X,X,O,O,X,X
ZTSIOLJ,O,O,O,O,X,O,X,X,O
ZTSIOJL,O,O,O,O,X,O,O,X,X
ZTSLIJO,X,O,O,O,X,O,X,O,O
ZTSLIOJ,O,O,O,O,X,O,X,O,O
ZTSLJIO,X,O,O,O,X,O,O,X,O
ZTSLJOI,O,O,O,O,X,O,O,X,X
ZTSLOIJ,O,O,O,O,X,O,X,X,O
ZTSLOJI,O,O,O,O,X,O,O,X,X
ZTSJILO,X,O,O,O,X,O,O,X,O
ZTSJIOL,X,O,O,X,O,O,O,X,X
ZTSJLIO,X,O,O,O,X,O,O,X,O
ZTSJLOI,O,O,O,O,X,O,O,X,X
ZTSJOIL,O,O,O,O,O,O,O,X,X
ZTSJOLI,O,O,O,O,O,O,O,X,X
ZTSOILJ,O,O,O,O,X,O,X,X,O
ZTSOIJL,O,O,O,O,O,O,O,X,X
ZTSOLIJ,O,O,O,O,X,O,X,X,O
ZTSOLJI,O,O,O,O,O,O,O,X,X
ZTSOJIL,O,O,O,O,O,O,O,X,X
ZTSOJLI,O,O,O,O,O,O,O,X,X
ZTOILJS,X,O,O,X,X,O,X,O,O
ZTOILSJ,O,O,O,O,X,O,X,O,O
ZTOIJLS,X,O,O,X,X,O,O,X,X
ZTOIJSL,X,O,O,X,X,O,O,X,X
ZTOISLJ,O,O,O,O,X,O,X,X,X
ZTOISJL,O,O,O,O,X,O,O,X,X
ZTOLIJS,X,O,O,X,X,O,X,O,O
ZTOLISJ,O,O,O,O,X,O,X,O,O
ZTOLJIS,X,O,O,X,X,O,O,X,X
ZTOLJSI,O,O,O,O,X,O,O,X,X
ZTOLSIJ,O,O,O,O,X,O,X,X,O
ZTOLSJI,O,O,O,O,X,O,O,X,X
ZTOJILS,X,O,O,X,X,O,O,X,X
ZTOJISL,X,O,O,X,O,O,O,X,X
ZTOJLIS,X,O,O,X,X,O,O,X,X
ZTOJLSI,O,O,O,O,X,O,O,X,X
ZTOJSIL,O,O,O,O,O,O,O,X,X
ZTOJSLI,O,O,O,O,O,O,O,X,X
ZTOSILJ,O,O,O,O,X,O,X,X,O
ZTOSIJL,O,O,O,O,O,O,O,X,X
ZTOSLIJ,O,O,O,O,X,O,X,X,O
ZTOSLJI,O,O,O,O,O,O,O,X,X
ZTOSJIL,O,O,O,O,O,O,O,X,X
ZTOSJLI,O,O,O,O,O,O,O,X,X
ZITLJSO,X,O,O,X,X,O,X,O,O
ZITLJOS,X,O,O,X,X,O,X,O,O
ZITLSJO,X,O,O,O,X,O,X,O,O
ZITLSOJ,O,O,O,O,X,O,X,O,O
ZITLOJS,X,O,O,X,X,O,X,O,O
ZITLOSJ,O,O,O,O,X,O,X,O,O
ZITJLSO,X,O,O,X,X,O,O,O,O
ZITJLOS,X,O,O,X,X,O,O,O,O
ZITJSLO,X,O,O,X,X,O,O,X,X
ZITJSOL,X,O,O,X,X,O,O,X,X
ZITJOLS,X,O,O,X,X,O,O,X,X
ZITJOSL,X,O,O,X,X,O,O,X,X
ZITSLJO,X,O,O,O,X,O,X,O,O
ZITSLOJ,O,O,O,O,X,O,X,O,O
ZITSJLO,X,O,O,O,X,O,O,X,O
ZITSJOL,X,O,O,X,X,O,O,X,X
ZITSOLJ,O,O,O,O,X,O,X,X,O
ZITSOJL,O,O,O,O,X,O,O,X,X
ZITOLJS,X,O,O,X,X,O,X,O,O
ZITOLSJ,O,O,O,O,X,O,X,O,O
ZITOJLS,X,O,O,X,X,O,O,X,X
ZITOJSL,X,O,O,X,X,O,O,X,X
ZITOSLJ,O,O,O,O,X,O,X,X,X
ZITOSJL,O,O,O,O,X,O,O,X,X
ZILTJSO,X,O,O,X,X,O,X,O,O
ZILTJOS,X,O,O,X,X,O,X,O,O
ZILTSJO,X,O,O,O,X,O,X,O,O
ZILTSOJ,O,O,O,O,X,O,X,O,O
ZILTOJS,X,O,O,X,X,O,X,O,O
ZILTOSJ,O,O,O,O,X,O,X,O,O
ZILJTSO,X,O,O,X,X,O,X,O,O
ZILJTOS,X,O,O,X,X,O,X,O,O
ZILJSTO,X,O,O,X,X,X,X,X,O
ZILJSOT,X,X,O,X,X,X,X,X,X
ZILJOTS,X,O,O,X,X,O,X,X,X
ZILJOST,X,X,O,X,X,X,X,X,X
ZILSTJO,X,O,X,O,X,X,X,O,O
ZILSTOJ,O,O,X,O,X,X,X,O,O
ZILSJTO,X,O,X,X,X,X,X,X,O
ZILSJOT,X,X,X,X,X,X,X,X,X
ZILSOTJ,O,X,X,O,X,X,X,X,O
ZILSOJT,O,X,X,X,X,X,X,X,X
ZILOTJS,X,O,O,X,X,O,X,O,O
ZILOTSJ,O,O,O,O,X,O,X,O,O
ZILOJTS,X,O,O,X,X,O,X,X,X
ZILOJST,O,O,O,X,X,X,X,X,X
ZILOSTJ,O,O,X,O,X,X,X,X,O
ZILOSJT,O,O,X,X,X,X,X,X,X
ZIJTLSO,X,O,O,X,X,O,O,O,O
ZIJTLOS,X,O,O,X,X,O,O,O,O
ZIJTSLO,X,O,O,X,X,O,O,X,X
ZIJTSOL,X,O,O,X,X,O,O,X,X
ZIJTOLS,X,O,O,X,X,O,O,X,X
ZIJTOSL,X,O,O,X,X,O,O,X,X
ZIJLTSO,X,O,O,X,X,O,O,O,O
ZIJLTOS,X,O,O,X,X,O,O,O,O
ZIJLSTO,X,O,X,X,X,X,O,X,O
ZIJLSOT,X,X,X,X,X,X,O,X,X
ZIJLOTS,X,O,O,X,X,O,O,X,X
ZIJLOST,X,X,X,X,X,X,O,X,X
ZIJSTLO,X,O,O,X,X,X,O,X,O
ZIJSTOL,X,O,O,X,X,X,O,X,X
ZIJSLTO,X,O,X,X,X,X,O,X,O
ZIJSLOT,X,X,X,X,X,X,O,X,X
ZIJSOTL,X,X,O,X,X,X,O,X,X
ZIJSOLT,X,X,X,X,X,X,O,X,X
ZIJOTLS,X,O,O,X,X,O,O,X,X
ZIJOTSL,X,O,O,X,X,O,O,X,X
ZIJOLTS,X,O,O,X,X,O,O,X,X
ZIJOLST,X,X,X,X,X,X,O,X,X
ZIJOSTL,X,X,O,X,X,X,O,X,X
ZIJOSLT,X,X,X,X,X,X,O,X,X
ZISTLJO,X,O,X,O,X,X,X,O,O
ZISTLOJ,O,O,X,O,X,X,X,O,O
ZISTJLO,X,O,X,O,X,X,O,X,O
ZISTJOL,X,O,X,X,X,X,O,X,X
ZISTOLJ,O,O,X,O,X,X,X,X,O
ZISTOJL,O,O,X,O,X,X,O,X,X
ZISLTJO,X,O,X,O,X,X,X,O,O
ZISLTOJ,O,O,X,O,X,X,X,O,O
ZISLJTO,X,O,X,X,X,X,X,X,O
ZISLJOT,X,X,X,X,X,X,X,X,X
ZISLOTJ,O,X,X,O,X,X,X,X,O
ZISLOJT,O,X,X,X,X,X,X,X,X
ZISJTLO,X,O,X,X,X,X,O,X,O
ZISJTOL,X,O,X,X,X,X,O,X,X
ZISJLTO,X,O,X,X,X,X,O,X,O
ZISJLOT,X,X,X,X,X,X,O,X,X
ZISJOTL,X,X,X,X,X,X,O,X,X
ZISJOLT,X,X,X,X,X,X,O,X,X
ZISOTLJ,O,X,X,O,X,X,X,X,O
ZISOTJL,O,X,X,O,X,X,O,X,X
ZISOLTJ,O,X,X,O,X,X,X,X,O
ZISOLJT,O,X,X,X,X,X,X,X,X
ZISOJTL,O,X,X,X,X,X,O,X,X
ZISOJLT,O,X,X,X,X,X,O,X,X
ZIOTLJS,X,O,O,X,X,O,X,O,O
ZIOTLSJ,O,O,O,O,X,O,X,O,O
ZIOTJLS,X,O,O,X,X,O,O,X,X
ZIOTJSL,X,O,O,X,X,O,O,X,X
ZIOTSLJ,O,O,O,O,X,O,X,X,X
ZIOTSJL,O,O,O,O,X,O,O,X,X
ZIOLTJS,X,O,O,X,X,O,X,O,O
ZIOLTSJ,O,O,O,O,X,O,X,O,O
ZIOLJTS,X,O,O,X,X,O,X,X,X
ZIOLJST,O,O,O,X,X,X,X,X,X
ZIOLSTJ,O,O,X,O,X,X,X,X,O
ZIOLSJT,O,O,X,X,X,X,X,X,X
ZIOJTLS,X,O,O,X,X,O,O,X,X
ZIOJTSL,X,O,O,X,X,O,O,X,X
ZIOJLTS,X,O,O,X,X,O,O,X,X
ZIOJLST,O,O,X,X,X,X,O,X,X
ZIOJSTL,O,O,O,X,X,X,O,X,X
ZIOJSLT,O,O,X,X,X,X,O,X,X
ZIOSTLJ,O,O,X,O,X,X,X,X,O
ZIOSTJL,O,O,X,O,X,X,O,X,X
ZIOSLTJ,O,O,X,O,X,X,X,X,O
ZIOSLJT,O,O,X,X,X,X,X,X,X
ZIOSJTL,O,O,X,X,X,X,O,X,X
ZIOSJLT,O,O,X,X,X,X,O,X,X
ZLTIJSO,X,O,O,X,X,O,X,O,O
ZLTIJOS,X,O,O,X,X,O,X,O,O
ZLTISJO,X,O,O,O,X,O,X,O,O
ZLTISOJ,O,O,O,O,X,O,X,O,O
ZLTIOJS,X,O,O,X,X,O,X,O,O
ZLTIOSJ,O,O,O,O,X,O,X,O,O
ZLTJISO,X,O,O,X,X,O,O,O,O
ZLTJIOS,X,O,O,X,X,O,O,O,O
ZLTJSIO,X,O,O,O,X,O,O,X,O
ZLTJSOI,O,O,O,O,X,O,O,X,X
ZLTJOIS,X,O,O,X,X,O,O,X,X
ZLTJOSI,O,O,O,O,X,O,O,X,X
ZLTSIJO,X,O,O,O,X,O,X,O,O
ZLTSIOJ,O,O,O,O,X,O,X,O,O
ZLTSJIO,X,O,O,O,X,O,O,X,O
ZLTSJOI,O,O,O,O,X,O,O,X,X
ZLTSOIJ,O,O,O,O,X,O,X,X,O
ZLTSOJI,O,O,O,O,X,O,O,X,X
ZLTOIJS,X,O,O,X,X,O,X,O,O
ZLTOISJ,O,O,O,O,X,O,X,O,O
ZLTOJIS,X,O,O,X,X,O,O,X,X
ZLTOJSI,O,O,O,O,X,O,O,X,X
ZLTOSIJ,O,O,O,O,X,O,X,X,O
ZLTOSJI,O,O,O,O,X,O,O,X,X
ZLITJSO,X,O,O,X,X,O,X,O,O
ZLITJOS,X,O,O,X,X,O,X,O,O
ZLITSJO,X,O,O,O,X,O,X,O,O
ZLITSOJ,O,O,O,O,X,O,X,O,O
ZLITOJS,X,O,O,X,X,O,X,O,O
ZLITOSJ,O,O,O,O,X,O,X,O,O
ZLIJTSO,X,O,O,X,X,O,X,O,O
ZLIJTOS,X,O,O,X,X,O,X,O,O
ZLIJSTO,X,O,O,X,X,X,X,X,O
ZLIJSOT,X,X,O,X,X,X,X,X,X
ZLIJOTS,X,O,O,X,X,O,X,X,X
ZLIJOST,X,X,O,X,X,X,X,X,X
ZLISTJO,X,O,X,O,X,X,X,O,O
ZLISTOJ,O,O,X,O,X,X,X,O,O
ZLISJTO,X,O,X,X,X,X,X,X,O
ZLISJOT,X,X,X,X,X,X,X,X,X
ZLISOTJ,O,X,X,O,X,X,X,X,O
ZLISOJT,O,X,X,X,X,X,X,X,X
ZLIOTJS,X,O,O,X,X,O,X,O,O
ZLIOTSJ,O,O,O,O,X,O,X,O,O
ZLIOJTS,X,O,O,X,X,O,X,X,X
ZLIOJST,O,O,O,X,X,X,X,X,X
ZLIOSTJ,O,O,X,O,X,X,X,X,O
ZLIOSJT,O,O,X,X,X,X,X,X,X
ZLJTISO,X,O,O,X,X,O,O,O,O
ZLJTIOS,X,O,O,X,X,O,O,O,O
ZLJTSIO,X,O,O,O,X,O,O,X,O
ZLJTSOI,O,O,O,O,X,O,O,X,X
ZLJTOIS,X,O,O,X,X,O,O,X,X
ZLJTOSI,O,O,O,O,X,O,O,X,X
ZLJITSO,X,O,O,X,X,O,O,O,O
ZLJITOS,X,O,O,X,X,O,O,O,O
ZLJISTO,X,O,O,X,X,X,O,X,O
ZLJISOT,X,X,O,X,X,X,O,X,X
ZLJIOTS,X,O,O,X,X,O,O,X,X
ZLJIOST,X,X,O,X,X,X,O,X,X
ZLJSTIO,X,O,O,O,X,O,O,X,O
ZLJSTOI,O,O,O,O,X,O,O,X,X
ZLJSITO,X,X,O,X,X,X,O,X,O
ZLJSIOT,X,X,O,X,X,X,O,X,X
ZLJSOTI,O,O,O,O,X,O,O,X,X
ZLJSOIT,O,X,O,X,X,X,O,X,X
ZLJOTIS,X,O,O,X,X,O,O,X,X
ZLJOTSI,O,O,O,O,X,O,O,X,X
ZLJOITS,X,O,O,X,X,O,O,X,X
ZLJOIST,O,O,O,X,X,X,O,X,X
ZLJOSTI,O,O,O,O,X,O,O,X,X
ZLJOSIT,O,O,O,X,X,X,O,X,X
ZLSTIJO,X,O,O,O,X,O,X,O,O
ZLSTIOJ,O,O,O,O,X,O,X,O,O
ZLSTJIO,X,O,O,O,X,O,O,X,O
ZLSTJOI,O,O,O,O,X,O,O,X,X
ZLSTOIJ,O,O,O,O,X,O,X,X,O
ZLSTOJI,O,O,O,O,X,O,O,X,X
ZLSITJO,X,X,X,O,X,X,X,O,O
ZLSITOJ,O,X,X,O,X,X,X,O,O
ZLSIJTO,X,X,X,X,X,X,X,X,O
ZLSIJOT,X,X,X,X,X,X,X,X,X
ZLSIOTJ,O,X,X,O,X,X,X,X,O
ZLSIOJT,O,X,X,X,X,X,X,X,X
ZLSJTIO,X,O,O,O,X,O,O,X,O
ZLSJTOI,O,O,O,O,X,O,O,X,X
ZLSJITO,X,X,O,X,X,X,O,X,O
ZLSJIOT,X,X,O,X,X,X,O,X,X
ZLSJOTI,O,O,O,O,X,O,O,X,X
ZLSJOIT,O,X,O,X,X,X,O,X,X
ZLSOTIJ,O,O,O,O,X,O,X,X,O
ZLSOTJI,O,O,O,O,X,O,O,X,X
ZLSOITJ,O,X,X,O,X,X,X,X,O
ZLSOIJT,O,X,X,X,X,X,X,X,X
ZLSOJTI,O,O,O,O,X,O,O,X,X
ZLSOJIT,O,X,O,X,X,X,O,X,X
ZLOTIJS,X,O,O,X,X,O,X,O,O
ZLOTISJ,O,O,O,O,X,O,X,O,O
ZLOTJIS,X,O,O,X,X,O,O,X,X
ZLOTJSI,O,O,O,O,X,O,O,X,X
ZLOTSIJ,O,O,O,O,X,O,X,X,O
ZLOTSJI,O,O,O,O,X,O,O,X,X
ZLOITJS,X,O,O,X,X,O,X,O,O
ZLOITSJ,O,O,O,O,X,O,X,O,O
ZLOIJTS,X,O,O,X,X,O,X,X,X
ZLOIJST,O,O,O,X,X,X,X,X,X
ZLOISTJ,O,O,X,O,X,X,X,X,O
ZLOISJT,O,O,X,X,X,X,X,X,X
ZLOJTIS,X,O,O,X,X,O,O,X,X
ZLOJTSI,O,O,O,O,X,O,O,X,X
ZLOJITS,X,O,O,X,X,O,O,X,X
ZLOJIST,O,O,O,X,X,X,O,X,X
ZLOJSTI,O,O,O,O,X,O,O,X,X
ZLOJSIT,O,O,O,X,X,X,O,X,X
ZLOSTIJ,O,O,O,O,X,O,X,X,O
ZLOSTJI,O,O,O,O,X,O,O,X,X
ZLOSITJ,O,O,X,O,X,X,X,X,O
ZLOSIJT,O,O,X,X,X,X,X,X,X
ZLOSJTI,O,O,O,O,X,O,O,X,X
ZLOSJIT,O,O,O,X,X,X,O,X,X
ZJTILSO,X,O,O,X,X,O,O,O,O
ZJTILOS,X,O,O,X,X,O,O,O,O
ZJTISLO,X,O,O,X,X,O,O,X,X
ZJTISOL,X,O,O,X,O,O,O,X,X
ZJTIOLS,X,O,O,X,X,O,O,X,X
ZJTIOSL,X,O,O,X,O,O,O,X,X
ZJTLISO,X,O,O,X,X,O,O,O,O
ZJTLIOS,X,O,O,X,X,O,O,O,O
ZJTLSIO,X,O,O,O,X,O,O,X,O
ZJTLSOI,O,O,O,O,X,O,O,X,X
ZJTLOIS,X,O,O,X,X,O,O,X,X
ZJTLOSI,O,O,O,O,X,O,O,X,X
ZJTSILO,X,O,O,O,X,O,O,X,O
ZJTSIOL,X,O,O,X,O,O,O,X,X
ZJTSLIO,X,O,O,O,X,O,O,X,O
ZJTSLOI,O,O,O,O,X,O,O,X,X
ZJTSOIL,O,O,O,O,O,O,O,X,X
ZJTSOLI,O,O,O,O,O,O,O,X,X
ZJTOILS,X,O,O,X,X,O,O,X,X
ZJTOISL,X,O,O,X,O,O,O,X,X
ZJTOLIS,X,O,O,X,X,O,O,X,X
ZJTOLSI,O,O,O,O,X,O,O,X,X
ZJTOSIL,O,O,O,O,O,O,O,X,X
ZJTOSLI,O,O,O,O,O,O,O,X,X
ZJITLSO,X,O,O,X,X,O,O,O,O
ZJITLOS,X,O,O,X,X,O,O,O,O
ZJITSLO,X,O,O,X,X,O,O,X,X
ZJITSOL,X,O,O,X,O,O,O,X,X
ZJITOLS,X,O,O,X,X,O,O,X,X
ZJITOSL,X,O,O,X,O,O,O,X,X
ZJILTSO,X,O,O,X,X,O,O,O,O
ZJILTOS,X,O,O,X,X,O,O,O,O
ZJILSTO,X,O,O,X,X,X,O,X,O
ZJILSOT,X,X,O,X,X,X,O,X,X
ZJILOTS,X,O,O,X,X,O,O,X,X
ZJILOST,X,X,O,X,X,X,O,X,X
ZJISTLO,X,O,O,X,X,X,O,X,O
ZJISTOL,X,O,O,X,O,X,O,X,X
ZJISLTO,X,O,X,X,X,X,O,X,O
ZJISLOT,X,X,X,X,X,X,O,X,X
ZJISOTL,X,X,O,X,O,X,O,X,X
ZJISOLT,X,X,X,X,O,X,O,X,X
ZJIOTLS,X,O,O,X,X,O,O,X,X
ZJIOTSL,X,O,O,X,O,O,O,X,X
ZJIOLTS,X,O,O,X,X,O,O,X,X
ZJIOLST,X,X,X,X,X,X,O,X,X
ZJIOSTL,X,X,O,X,O,X,O,X,X
ZJIOSLT,X,X,X,X,O,X,O,X,X
ZJLTISO,X,O,O,X,X,O,O,O,O
ZJLTIOS,X,O,O,X,X,O,O,O,O
ZJLTSIO,X,O,O,O,X,O,O,X,O
ZJLTSOI,O,O,O,O,X,O,O,X,X
ZJLTOIS,X,O,O,X,X,O,O,X,X
ZJLTOSI,O,O,O,O,X,O,O,X,X
ZJLITSO,X,O,O,X,X,O,O,O,O
ZJLITOS,X,O,O,X,X,O,O,O,O
ZJLISTO,X,O,O,X,X,X,O,X,O
ZJLISOT,X,X,O,X,X,X,O,X,X
ZJLIOTS,X,O,O,X,X,O,O,X,X
ZJLIOST,X,X,O,X,X,X,O,X,X
ZJLSTIO,X,O,O,O,X,O,O,X,O
ZJLSTOI,O,O,O,O,X,O,O,X,X
ZJLSITO,X,X,O,X,X,X,O,X,O
ZJLSIOT,X,X,O,X,X,X,O,X,X
ZJLSOTI,O,O,O,O,X,O,O,X,X
ZJLSOIT,O,X,O,X,X,X,O,X,X
ZJLOTIS,X,O,O,X,X,O,O,X,X
ZJLOTSI,O,O,O,O,X,O,O,X,X
ZJLOITS,X,O,O,X,X,O,O,X,X
ZJLOIST,O,O,O,X,X,X,O,X,X
ZJLOSTI,O,O,O,O,X,O,O,X,X
ZJLOSIT,O,O,O,X,X,X,O,X,X
ZJSTILO,X,O,O,O,X,O,O,X,O
ZJSTIOL,X,O,O,X,O,O,O,X,X
ZJSTLIO,X,O,O,O,X,O,O,X,O
ZJSTLOI,O,O,O,O,X,O,O,X,X
ZJSTOIL,O,O,O,O,O,O,O,X,X
ZJSTOLI,O,O,O,O,O,O,O,X,X
ZJSITLO,X,X,O,X,X,X,O,X,O
ZJSITOL,X,X,O,X,O,X,O,X,X
ZJSILTO,X,X,X,X,X,X,O,X,O
ZJSILOT,X,X,X,X,X,X,O,X,X
ZJSIOTL,X,X,O,X,O,X,O,X,X
ZJSIOLT,X,X,X,X,O,X,O,X,X
ZJSLTIO,X,O,X,O,X,O,O,X,O
ZJSLTOI,O,O,X,O,X,O,O,X,X
ZJSLITO,X,X,X,X,X,X,O,X,O
ZJSLIOT,X,X,X,X,X,X,O,X,X
ZJSLOTI,O,O,X,O,X,O,O,X,X
ZJSLOIT,O,X,X,X,X,X,O,X,X
ZJSOTIL,O,O,O,O,O,O,O,X,X
ZJSOTLI,O,O,O,O,O,O,O,X,X
ZJSOITL,O,X,O,X,O,X,O,X,X
ZJSOILT,O,X,X,X,O,X,O,X,X
ZJSOLTI,O,O,X,O,O,O,O,X,X
ZJSOLIT,O,X,X,X,O,X,O,X,X
ZJOTILS,X,O,O,X,X,O,O,X,X
ZJOTISL,X,O,O,X,O,O,O,X,X
ZJOTLIS,X,O,O,X,X,O,O,X,X
ZJOTLSI,O,O,O,O,X,O,O,X,X
ZJOTSIL,O,O,O,O,O,O,O,X,X
ZJOTSLI,O,O,O,O,O,O,O,X,X
ZJOITLS,X,O,O,X,X,O,O,X,X
ZJOITSL,X,O,O,X,O,O,O,X,X
ZJOILTS,X,O,O,X,X,O,O,X,X
ZJOILST,O,O,X,X,X,X,O,X,X
ZJOISTL,O,O,O,X,O,X,O,X,X
ZJOISLT,O,O,X,X,O,X,O,X,X
ZJOLTIS,X,O,O,X,X,O,O,X,X
ZJOLTSI,O,O,O,O,X,O,O,X,X
ZJOLITS,X,O,O,X,X,O,O,X,X
ZJOLIST,O,O,O,X,X,X,O,X,X
ZJOLSTI,O,O,O,O,X,O,O,X,X
ZJOLSIT,O,O,O,X,X,X,O,X,X
ZJOSTIL,O,O,O,O,O,O,O,X,X
ZJOSTLI,O,O,O,O,O,O,O,X,X
ZJOSITL,O,O,O,X,O,X,O,X,X
ZJOSILT,O,O,X,X,O,X,O,X,X
ZJOSLTI,O,O,X,O,O,O,O,X,X
ZJOSLIT,O,O,X,X,O,X,O,X,X
ZSTILJO,X,O,O,O,X,O,X,O,O
ZSTILOJ,O,O,O,O,X,O,X,O,O
ZSTIJLO,X,O,O,O,X,O,O,X,O
ZSTIJOL,X,O,O,X,X,O,O,X,X
ZSTIOLJ,O,O,O,O,X,O,X,X,O
ZSTIOJL,O,O,O,O,X,O,O,X,X
ZSTLIJO,X,O,O,O,X,O,X,O,O
ZSTLIOJ,O,O,O,O,X,O,X,O,O
ZSTLJIO,X,O,O,O,X,O,O,X,O
ZSTLJOI,O,O,O,O,X,O,O,X,X
ZSTLOIJ,O,O,O,O,X,O,X,X,O
ZSTLOJI,O,O,O,O,X,O,O,X,X
ZSTJILO,X,O,O,O,X,O,O,X,O
ZSTJIOL,X,O,O,X,O,O,O,X,X
ZSTJLIO,X,O,O,O,X,O,O,X,O
ZSTJLOI,O,O,O,O,X,O,O,X,X
ZSTJOIL,O,O,O,O,O,O,O,X,X
ZSTJOLI,O,O,O,O,O,O,O,X,X
ZSTOILJ,O,O,O,O,X,O,X,X,O
ZSTOIJL,O,O,O,O,O,O,O,X,X
ZSTOLIJ,O,O,O,O,X,O,X,X,O
ZSTOLJI,O,O,O,O,O,O,O,X,X
ZSTOJIL,O,O,O,O,O,O,O,X,X
ZSTOJLI,O,O,O,O,O,O,O,X,X
ZSITLJO,X,X,X,O,X,X,X,O,O
ZSITLOJ,O,X,X,O,X,X,X,O,O
ZSITJLO,X,X,X,O,X,X,O,X,O
ZSITJOL,X,X,X,X,X,X,O,X,X
ZSITOLJ,O,X,X,O,X,X,X,X,O
ZSITOJL,O,X,X,O,X,X,O,X,X
ZSILTJO,X,X,X,O,X,X,X,O,O
ZSILTOJ,O,X,X,O,X,X,X,O,O
ZSILJTO,X,X,X,X,X,X,X,X,O
ZSILJOT,X,X,X,X,X,X,X,X,X
ZSILOTJ,O,X,X,O,X,X,X,X,O
ZSILOJT,O,X,X,X,X,X,X,X,X
ZSIJTLO,X,X,X,X,X,X,O,X,O
ZSIJTOL,X,X,X,X,X,X,O,X,X
