sequence,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBa?tBGsBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBa?tBXsBGsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcB3hBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFXdBUhBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jel7IvhFUdBGeBThBZ?oBXnBSxB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBm?sB3sBCsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxdBXjBlmBm?sB6rBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBS?sBetBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjBO?tBCsBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhF/iBGeBZoBl?mBTsB6rB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFXdBFjBxmB6?rBOtBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhF/iBcjBlmBi?sBGrBzsB
JZLOTSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JZLOITS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZLOIST,O,O,X,X,X,X,X,O,X,X,X,X,X
JZLOSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JZLOSIT,O,O,X,X,X,X,X,O,X,X,X,X,X
JZSTILO,X,X,X,X,X,O,O,X,O,O,X,X,X
JZSTIOL,X,X,X,X,X,O,O,O,O,O,X,X,X
JZSTLIO,X,O,O,X,X,O,O,X,O,O,X,X,X
JZSTLOI,X,O,O,X,X,O,O,X,O,O,X,X,X
JZSTOIL,X,X,X,X,X,O,O,O,O,O,X,X,X
JZSTOLI,X,X,O,X,X,O,O,O,O,O,X,X,X
JZSITLO,X,X,X,X,X,X,O,X,O,O,X,X,X
JZSITOL,X,X,X,X,X,O,O,O,O,O,X,X,X
JZSILTO,O,X,O,O,X,X,X,O,X,X,X,X,X
JZSILOT,O,O,X,X,X,X,X,O,X,X,X,X,X
JZSIOTL,X,X,X,X,X,O,X,O,X,X,X,X,X
JZSIOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
JZSLTIO,O,O,O,O,X,X,O,O,O,X,X,X,X
JZSLTOI,O,O,O,O,X,X,O,O,O,X,X,X,X
JZSLITO,O,X,O,O,X,X,X,O,O,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X,O,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,O,X,X,X,X,X
JZSOTIL,X,X,X,X,X,O,O,O,X,X,X,X,X
JZSOTLI,X,X,O,X,X,O,O,O,X,X,X,X,X
JZSOITL,X,X,X,X,X,O,X,O,X,X,X,X,X
JZSOILT,X,X,O,X,X,X,X,O,X,X,X,X,X
JZSOLTI,X,X,O,X,X,X,X,O,X,X,X,X,X
JZSOLIT,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOTILS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZOTISL,X,X,X,X,O,O,X,O,X,O,O,O,X
JZOTLIS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZOTLSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JZOTSIL,X,X,X,X,O,O,O,O,X,O,O,O,X
JZOTSLI,X,X,O,X,O,O,O,O,X,O,X,X,X
JZOITLS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZOITSL,X,X,X,X,O,O,X,O,X,O,O,O,X
JZOILTS,O,O,X,O,O,O,X,O,X,X,X,X,X
JZOILST,O,O,X,O,O,X,X,O,X,X,X,X,X
JZOISTL,X,X,X,X,O,O,X,O,X,O,O,O,X
JZOISLT,X,X,O,O,X,X,X,O,X,X,X,X,X
JZOLTIS,O,O,X,O,O,O,X,O,X,X,X,X,X
JZOLTSI,O,O,O,O,O,O,X,O,X,X,X,X,X
JZOLITS,O,O,X,O,O,O,X,O,X,X,X,X,X
JZOLIST,O,O,X,O,X,X,X,O,X,X,X,X,X
JZOLSTI,O,O,O,O,O,X,X,O,X,X,X,X,X
JZOLSIT,O,O,O,O,X,X,X,O,X,X,X,X,X
JZOSTIL,X,X,X,X,O,O,O,O,X,O,X,X,X
JZOSTLI,X,X,O,X,O,O,O,O,X,O,X,X,X
JZOSITL,X,X,X,X,X,O,X,O,X,O,X,X,X
JZOSILT,X,X,O,O,X,X,X,O,X,X,X,X,X
JZOSLTI,X,X,O,O,X,X,X,O,X,X,X,X,X
JZOSLIT,X,X,O,O,X,X,X,O,X,X,X,X,X
JOTILSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTILZS,X,X,X,X,O,X,X,O,X,X,X,X,X
JOTISLZ,X,X,X,X,O,O,X,X,X,X,O,X,X
JOTISZL,X,X,X,X,O,O,X,X,X,X,O,O,X
JOTIZLS,X,X,X,X,O,O,X,O,X,X,X,X,X
JOTIZSL,X,X,X,X,O,O,X,O,X,X,O,O,X
JOTLISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTLIZS,X,X,X,X,O,X,X,O,X,X,X,X,X
JOTLSIZ,X,O,X,X,O,O,X,X,X,X,X,X,X
JOTLSZI,X,O,X,X,O,O,X,O,X,X,X,X,X
JOTLZIS,X,O,X,X,O,O,X,O,X,X,X,X,X
JOTLZSI,X,O,X,X,O,O,X,O,X,X,X,X,X
JOTSILZ,X,X,X,X,O,O,O,X,X,X,O,X,X
JOTSIZL,X,X,X,X,O,O,O,X,X,X,O,O,X
JOTSLIZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JOTSLZI,X,X,X,X,O,O,O,X,X,X,X,X,X
JOTSZIL,X,X,X,X,O,O,O,X,X,O,O,O,X
JOTSZLI,X,X,O,X,O,O,O,X,X,O,X,X,X
JOTZILS,X,O,X,X,O,O,X,O,X,X,X,X,X
JOTZISL,X,X,X,X,O,O,X,O,X,O,O,O,X
JOTZLIS,X,O,X,X,O,O,X,O,X,X,X,X,X
JOTZLSI,X,O,X,X,O,O,X,O,X,X,X,X,X
JOTZSIL,X,X,X,X,O,O,O,O,X,O,O,O,X
JOTZSLI,X,X,O,X,O,O,O,O,X,O,X,X,X
JOITLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JOITLZS,X,X,X,X,O,X,X,O,X,X,X,X,X
JOITSLZ,X,X,X,X,O,O,X,X,X,X,O,X,X
JOITSZL,X,X,X,X,O,O,X,X,X,X,O,O,X
JOITZLS,X,X,X,X,O,O,X,O,X,X,X,X,X
JOITZSL,X,X,X,X,O,O,X,O,X,X,O,O,X
JOILTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JOILTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JOILSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JOILSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JOILZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
JOILZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JOISTLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JOISTZL,X,X,X,X,O,X,X,X,X,X,O,O,X
JOISLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JOISLZT,X,X,X,X,O,X,X,O,X,X,X,X,X
JOISZTL,X,X,X,X,O,X,X,O,X,O,O,O,X
JOISZLT,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZTLS,O,X,X,X,O,O,X,O,X,X,X,X,X
JOIZTSL,X,X,X,X,O,O,X,O,X,O,O,O,X
JOIZLTS,O,X,X,O,O,O,X,O,X,X,X,X,X
JOIZLST,O,X,X,O,O,X,X,O,X,X,X,X,X
JOIZSTL,X,X,X,X,O,O,X,O,X,O,O,O,X
JOIZSLT,X,X,X,O,X,X,X,O,X,X,X,X,X
JOLTISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLTIZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JOLTSIZ,X,O,O,X,O,O,X,X,X,X,X,X,X
JOLTSZI,O,O,O,O,O,O,X,O,X,X,X,X,X
JOLTZIS,O,O,X,O,O,O,X,O,X,X,X,X,X
JOLTZSI,O,O,O,O,O,O,X,O,X,X,X,X,X
JOLITSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLITZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JOLISTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JOLISZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JOLIZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
JOLIZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JOLSTIZ,X,O,O,X,O,X,X,X,X,X,X,X,X
JOLSTZI,O,O,O,O,O,X,X,O,X,X,X,X,X
JOLSITZ,X,X,O,X,O,X,X,X,X,X,X,X,X
JOLSIZT,O,X,O,X,O,X,X,O,X,X,X,X,X
JOLSZTI,O,O,O,O,O,X,X,O,X,X,X,X,X
JOLSZIT,O,O,O,O,O,X,X,O,X,X,X,X,X
JOLZTIS,O,O,X,O,O,O,X,O,X,X,X,X,X
JOLZTSI,O,O,O,O,O,O,X,O,X,X,X,X,X
JOLZITS,O,O,X,O,O,O,X,O,X,X,X,X,X
JOLZIST,O,O,X,O,O,X,X,O,X,X,X,X,X
JOLZSTI,O,O,O,O,O,X,X,O,X,X,X,X,X
JOLZSIT,O,O,O,O,X,X,X,O,X,X,X,X,X
JOSTILZ,X,X,X,X,O,O,O,X,X,X,O,X,X
JOSTIZL,X,X,X,X,O,O,O,X,X,X,O,X,X
JOSTLIZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JOSTLZI,X,X,X,X,O,O,O,X,X,X,X,X,X
JOSTZIL,X,X,X,X,O,O,O,X,X,O,O,X,X
JOSTZLI,X,X,O,X,O,O,O,X,X,O,X,X,X
JOSITLZ,X,X,X,X,O,X,O,X,X,X,O,X,X
JOSITZL,X,X,X,X,O,X,O,X,X,X,O,X,X
JOSILTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
JOSILZT,X,X,O,X,O,X,X,O,X,X,X,X,X
JOSIZTL,X,X,X,X,O,X,X,O,X,O,O,X,X
JOSIZLT,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSLTIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSLTZI,X,X,O,X,O,X,X,O,X,X,X,X,X
JOSLITZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSLIZT,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSLZTI,X,X,O,X,O,X,X,O,X,X,X,X,X
JOSLZIT,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSZTIL,X,X,X,X,O,O,O,O,X,O,X,X,X
JOSZTLI,X,X,O,X,O,O,O,O,X,O,X,X,X
JOSZITL,X,X,X,X,X,O,X,O,X,O,X,X,X
JOSZILT,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSZLTI,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSZLIT,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZTILS,O,O,X,X,O,O,X,O,X,X,X,X,X
JOZTISL,X,X,X,X,O,O,X,O,X,O,O,O,X
JOZTLIS,O,O,X,X,O,O,X,O,X,X,X,X,X
JOZTLSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JOZTSIL,X,X,X,X,O,O,O,O,X,O,O,O,X
JOZTSLI,X,X,O,X,O,O,O,O,X,O,X,X,X
JOZITLS,O,O,X,X,O,O,X,O,X,X,X,X,X
JOZITSL,X,X,X,X,O,O,X,O,X,O,O,O,X
JOZILTS,O,O,X,O,O,O,X,O,X,X,X,X,X
JOZILST,O,O,X,O,O,X,X,O,X,X,X,X,X
JOZISTL,X,X,X,X,O,O,X,O,X,O,O,O,X
JOZISLT,X,X,O,O,X,X,X,O,X,X,X,X,X
JOZLTIS,O,O,X,O,O,O,X,O,X,X,X,X,X
JOZLTSI,O,O,O,O,O,O,X,O,X,X,X,X,X
JOZLITS,O,O,X,O,O,O,X,O,X,X,X,X,X
JOZLIST,O,O,X,O,O,X,X,O,X,X,X,X,X
JOZLSTI,O,O,O,O,O,X,X,O,X,X,X,X,X
JOZLSIT,O,O,O,O,X,X,X,O,X,X,X,X,X
JOZSTIL,X,X,X,X,O,O,O,O,X,O,X,X,X
JOZSTLI,X,X,O,X,O,O,O,O,X,O,X,X,X
JOZSITL,X,X,X,X,X,O,X,O,X,O,X,X,X
JOZSILT,X,X,O,O,X,X,X,O,X,X,X,X,X
JOZSLTI,X,X,O,O,X,X,X,O,X,X,X,X,X
JOZSLIT,X,X,O,O,X,X,X,O,X,X,X,X,X
STILJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
STILJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
STILZJO,X,O,O,X,O,X,X,X,O,X,X,O,X
STILZOJ,X,O,O,X,O,X,X,X,O,X,X,O,X
STILOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
STILOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
STIJLZO,X,X,X,X,O,X,O,X,X,X,X,X,X
STIJLOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
STIJZLO,X,X,X,X,X,X,O,X,X,X,X,O,X
STIJZOL,X,X,X,X,X,X,O,X,X,X,X,O,X
STIJOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
STIJOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
STIZLJO,X,O,O,X,X,X,X,X,O,O,X,O,X
STIZLOJ,X,O,O,X,X,X,X,X,O,O,X,O,X
STIZJLO,X,X,X,X,X,X,O,X,O,O,X,O,X
STIZJOL,X,X,X,X,X,X,O,X,O,O,X,O,X
STIZOLJ,X,X,O,X,X,X,X,X,O,O,X,O,X
STIZOJL,X,X,X,X,X,X,X,X,O,O,X,O,X
STIOLJZ,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOLZJ,X,X,X,X,O,X,X,X,X,X,X,O,X
STIOJLZ,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOJZL,X,X,X,X,O,X,X,X,X,X,X,O,X
STIOZLJ,X,X,X,X,X,X,X,X,X,X,X,O,X
STIOZJL,X,X,X,X,O,X,X,X,X,X,X,O,X
STLIJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
STLIJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
STLIZJO,X,O,O,O,O,X,X,X,O,X,X,O,O
STLIZOJ,X,O,O,O,O,X,X,X,O,X,X,O,X
STLIOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
STLIOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
STLJIZO,X,O,O,X,O,X,O,X,X,X,X,X,X
STLJIOZ,X,O,X,X,O,X,O,X,X,X,X,X,X
STLJZIO,X,O,O,O,O,X,O,X,O,X,X,X,O
STLJZOI,X,O,O,O,O,X,O,X,O,X,X,X,O
STLJOIZ,X,O,X,X,O,X,O,X,X,X,X,X,X
STLJOZI,X,O,X,X,O,X,O,X,X,X,X,X,X
STLZIJO,X,O,O,O,O,X,X,X,O,O,X,O,O
STLZIOJ,X,O,O,O,O,X,X,X,O,O,X,O,X
STLZJIO,X,O,O,O,O,X,O,X,O,O,X,X,O
STLZJOI,X,O,O,O,O,X,O,X,O,O,X,X,O
STLZOIJ,X,O,O,O,O,X,X,X,O,O,X,X,X
STLZOJI,X,O,O,O,O,X,X,X,O,O,X,X,O
STLOIJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOIZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
STLOJIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOJZI,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOZIJ,X,O,O,O,O,X,X,X,O,X,X,X,X
STLOZJI,X,O,O,O,O,X,X,X,O,X,X,X,O
STJILZO,X,X,X,X,O,O,O,X,X,X,X,X,X
STJILOZ,X,X,X,X,O,O,O,X,X,X,X,X,X
STJIZLO,X,X,X,X,X,O,O,X,X,X,X,O,X
STJIZOL,X,X,X,X,X,O,O,X,X,X,X,O,X
STJIOLZ,X,X,X,X,O,O,O,X,X,X,X,X,X
STJIOZL,X,X,X,X,O,O,O,X,X,X,X,X,X
STJLIZO,X,O,X,X,O,O,O,X,X,X,X,X,X
STJLIOZ,X,O,X,X,O,O,O,X,X,X,X,X,X
STJLZIO,X,O,X,X,O,O,O,X,X,X,X,X,X
STJLZOI,X,O,X,X,O,O,O,X,X,X,X,X,X
STJLOIZ,X,O,X,X,O,O,O,X,X,X,X,X,X
STJLOZI,X,O,X,X,O,O,O,X,X,X,X,X,X
STJZILO,X,X,X,X,X,O,O,X,O,O,X,O,X
STJZIOL,X,X,X,X,X,O,O,X,O,O,X,O,X
STJZLIO,X,O,O,X,X,O,O,X,O,O,X,X,X
STJZLOI,X,O,O,X,X,O,O,X,O,O,X,X,X
STJZOIL,X,X,X,X,X,O,O,X,O,O,X,X,X
STJZOLI,X,X,O,X,X,O,O,X,O,O,X,X,X
STJOILZ,X,X,X,X,O,O,O,X,X,X,X,X,X
STJOIZL,X,X,X,X,O,O,O,X,X,X,X,X,X
STJOLIZ,X,X,X,X,X,O,O,X,X,X,X,X,X
STJOLZI,X,X,X,X,O,O,O,X,X,X,X,X,X
STJOZIL,X,X,X,X,O,O,O,X,X,X,X,X,X
STJOZLI,X,X,X,X,O,O,O,X,X,X,X,X,X
STZILJO,X,O,O,X,X,X,X,X,O,O,X,O,X
STZILOJ,X,O,O,X,X,X,X,X,O,O,X,O,X
STZIJLO,X,X,X,X,X,X,O,X,O,O,X,O,X
STZIJOL,X,X,X,X,X,O,O,X,O,O,X,O,X
STZIOLJ,X,O,O,X,X,X,X,X,O,O,X,O,X
STZIOJL,X,X,X,X,X,X,X,X,O,O,X,O,X
STZLIJO,X,O,O,O,X,X,X,X,O,O,X,O,O
STZLIOJ,X,O,O,O,X,X,X,X,O,O,X,O,X
STZLJIO,X,O,O,O,X,X,O,X,O,O,X,X,O
STZLJOI,X,O,O,O,X,X,O,X,O,O,X,X,O
STZLOIJ,X,O,O,O,X,X,X,X,O,O,X,X,X
STZLOJI,X,O,O,O,X,X,X,X,O,O,X,X,O
STZJILO,X,X,X,X,X,O,O,X,O,O,X,O,X
STZJIOL,X,X,X,X,X,O,O,X,O,O,X,O,X
STZJLIO,X,O,O,X,X,O,O,X,O,O,X,X,X
STZJLOI,X,O,O,X,X,O,O,X,O,O,X,X,X
STZJOIL,X,X,X,X,X,O,O,X,O,O,X,X,X
STZJOLI,X,X,O,X,X,O,O,X,O,O,X,X,X
STZOILJ,X,O,O,X,X,X,X,X,O,O,O,O,X
STZOIJL,X,X,X,X,X,X,X,X,O,O,O,O,X
STZOLIJ,X,O,O,X,X,X,X,X,O,O,O,O,X
STZOLJI,X,O,O,X,X,X,X,X,O,O,X,X,X
STZOJIL,X,X,X,X,X,X,O,X,O,O,O,O,X
STZOJLI,X,X,O,X,X,X,O,X,O,O,X,X,X
STOILJZ,X,X,O,X,O,X,X,X,X,X,O,X,X
STOILZJ,X,X,O,X,O,X,X,X,X,X,O,O,X
STOIJLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
STOIJZL,X,X,X,X,O,X,X,X,X,X,O,O,X
STOIZLJ,X,X,O,X,X,X,X,X,X,O,O,O,X
STOIZJL,X,X,X,X,O,X,X,X,X,O,O,O,X
STOLIJZ,X,O,O,X,O,X,X,X,X,X,O,X,X
STOLIZJ,X,O,O,X,O,X,X,X,X,X,O,O,X
STOLJIZ,X,O,O,X,X,X,X,X,X,X,X,X,X
STOLJZI,X,O,O,X,O,X,X,X,X,X,X,X,X
STOLZIJ,X,O,O,X,O,X,X,X,X,O,O,O,X
STOLZJI,X,O,O,X,O,X,X,X,X,O,X,X,X
STOJILZ,X,X,X,X,O,X,O,X,X,X,O,X,X
STOJIZL,X,X,X,X,O,X,O,X,X,X,O,O,X
STOJLIZ,X,X,X,X,X,X,O,X,X,X,X,X,X
STOJLZI,X,X,X,X,O,X,O,X,X,X,X,X,X
STOJZIL,X,X,X,X,O,X,O,X,X,O,O,O,X
STOJZLI,X,X,O,X,O,X,O,X,X,O,X,X,X
STOZILJ,X,O,O,X,X,X,X,X,O,O,O,O,X
STOZIJL,X,X,X,X,O,X,X,X,O,O,O,O,X
STOZLIJ,X,O,O,X,O,X,X,X,O,O,O,O,X
STOZLJI,X,O,O,X,O,X,X,X,O,O,X,X,X
STOZJIL,X,X,X,X,O,X,O,X,O,O,O,O,X
STOZJLI,X,X,O,X,O,X,O,X,O,O,X,X,X
SITLJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
SITLJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SITLZJO,X,O,O,X,O,X,X,X,O,X,X,O,X
SITLZOJ,X,O,O,X,O,X,X,X,O,X,X,O,X
SITLOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SITLOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJLOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJZLO,X,X,X,X,X,X,O,X,X,X,X,O,X
SITJZOL,X,X,X,X,X,X,O,X,X,X,X,O,X
SITJOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
SITZLJO,X,O,O,X,X,X,X,X,O,O,X,O,X
SITZLOJ,X,O,O,X,X,X,X,X,O,O,X,O,X
SITZJLO,X,X,X,X,X,X,O,X,O,O,X,O,X
SITZJOL,X,X,X,X,X,X,O,X,O,O,X,O,X
SITZOLJ,X,X,O,X,X,X,X,X,O,O,X,O,X
SITZOJL,X,X,X,X,X,X,X,X,O,O,X,O,X
SITOLJZ,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,O,X,X,X,X,X,X,O,X
SITOJLZ,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,X,O,X,X,X,X,X,X,O,X
SITOZLJ,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOZJL,X,X,X,X,O,X,X,X,X,X,X,O,X
SILTJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
SILTJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTZJO,X,O,O,X,O,X,X,X,O,X,X,O,X
SILTZOJ,X,O,O,X,O,X,X,X,O,X,X,O,X
SILTOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
SILJTZO,X,X,O,X,O,X,O,X,X,X,X,X,X
SILJTOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJZTO,O,X,O,X,O,X,X,X,O,X,X,X,X
SILJZOT,O,X,X,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
SILZTJO,X,O,O,X,O,X,X,X,O,O,X,O,X
SILZTOJ,O,O,O,X,O,X,X,X,O,O,X,O,X
SILZJTO,O,X,O,X,O,X,X,X,O,X,X,X,X
SILZJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,O,O,O,X,O,X,X,X,O,X,X,X,X
SILZOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
SILOZTJ,O,O,O,X,O,X,X,X,O,X,X,X,X
SILOZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJTZLO,X,X,X,X,X,X,O,X,X,X,X,O,X
SIJTZOL,X,X,X,X,X,X,O,X,X,X,X,O,X
SIJTOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJTOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJLTZO,X,X,O,X,O,X,O,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJLZTO,O,X,O,X,O,X,X,O,O,X,X,X,X
SIJLZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
SIJZTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
SIJZTOL,X,X,X,X,X,X,O,O,O,O,X,O,X
SIJZLTO,O,X,O,X,X,X,X,O,X,X,X,X,X
SIJZLOT,O,X,X,X,X,X,X,O,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJZOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,X,O,X,X,X,O,X,X
SIJOTZL,X,X,X,X,O,X,O,X,X,X,O,X,X
SIJOLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJOLZT,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJOZTL,X,X,X,X,O,X,X,O,X,X,O,X,X
SIJOZLT,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTLJO,X,O,O,O,X,X,X,X,O,O,X,O,X
SIZTLOJ,X,O,O,O,X,X,X,X,O,O,X,O,X
SIZTJLO,X,X,X,X,X,X,O,X,O,O,X,O,X
SIZTJOL,X,X,X,X,X,X,O,O,O,O,X,O,X
SIZTOLJ,O,X,O,X,X,X,X,X,O,O,X,O,X
SIZTOJL,X,X,X,X,X,X,X,X,O,O,X,O,X
SIZLTJO,X,O,O,O,X,X,X,X,O,O,X,O,X
SIZLTOJ,O,O,O,O,X,X,X,X,O,O,X,O,X
SIZLJTO,O,X,O,O,X,X,X,X,O,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
SIZJTOL,X,X,X,X,X,X,O,O,O,O,X,O,X
SIZJLTO,O,X,O,O,X,X,X,O,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,O,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOTLJ,O,X,O,O,X,X,X,X,O,O,O,O,X
SIZOTJL,X,X,X,X,X,X,X,X,O,O,O,O,X
SIZOLTJ,O,O,O,O,X,X,X,X,X,O,X,X,X
SIZOLJT,O,O,O,O,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,O,X,O,X,X,X
SIZOJLT,X,X,O,O,X,X,X,O,X,X,X,X,X
SIOTLJZ,X,X,O,X,O,X,X,X,X,X,O,X,X
SIOTLZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
SIOTJLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
SIOTJZL,X,X,X,X,O,X,X,X,X,X,O,X,X
SIOTZLJ,X,X,O,X,X,X,X,X,X,O,O,O,X
SIOTZJL,X,X,X,X,O,X,X,X,X,O,O,O,X
