sequence,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBUcBRdBy?mBziBXsB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFXcBldBifB8?nBmmBzrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBRcBzdBy?mB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBifBFhBz?iB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbBzdBFhBR?nBKnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFzdBifBFhB3?nB8rBmrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbByiBFhBR?nBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFlcBzdBifBU?hB3nBesB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBzdBifBF?hB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFejBifBFhBX?iBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeT9IvhFejBxfB0hBi?fBFhBXsB
SIOLTZJ,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,O,X,X,X,X,X,X,X,X
SLTIZJO,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,O,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,O,X,X,X,X,X,X,X,X
SLTJZIO,O,X,O,X,X,X,X,X,X,X,X
SLTJZOI,O,X,O,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,O,X,X,X,X,X,X,X,X
SLTJOZI,O,X,O,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,X,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,X,X,X,X,X,X,X,X,X,X
SLTZJOI,O,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,X,O,X,X,X,X,X,X,X,X
SLTOIZJ,O,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,X,O,X,X,X,X,X,X,X,X
SLTOJZI,O,X,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,O,X,X,X,X,X,X,X,X
SLITZJO,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,O,X,X,X,X,X,X,X,X
SLITOZJ,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,X,O,X,X,X
SLIJZTO,X,O,X,X,X,X,X,O,X,X,X
SLIJZOT,X,X,X,X,X,X,X,O,X,X,X
SLIJOTZ,X,X,X,X,X,X,X,O,X,X,X
SLIJOZT,X,X,X,X,X,X,X,O,X,X,X
SLIZTJO,O,O,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,X,O,X,X,X,X,X
SLIZJTO,X,O,X,X,X,X,X,O,X,X,X
SLIZJOT,X,X,X,X,X,X,X,O,X,X,X
SLIZOTJ,X,X,X,X,X,O,X,X,X,X,X
SLIZOJT,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,O,X,X,X
SLIOJZT,X,X,X,X,X,X,X,O,X,X,X
SLIOZTJ,X,X,X,X,X,O,X,X,X,X,X
SLIOZJT,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,O,X,X,X,X,O,X,X,X
SLJTZIO,O,X,O,X,X,X,X,X,X,X,X
SLJTZOI,O,X,O,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,O,X,X,X,X,O,X,X,X
SLJTOZI,O,X,O,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,X,X,X,X,O,X,X,X
SLJIZTO,X,O,X,X,X,X,X,O,X,X,X
SLJIZOT,X,X,X,X,X,X,X,O,X,X,X
SLJIOTZ,X,X,X,X,X,X,X,O,X,X,X
SLJIOZT,X,X,X,X,X,X,X,O,X,X,X
SLJZTIO,X,O,X,X,X,X,X,O,X,X,X
SLJZTOI,X,X,X,X,X,X,X,O,X,X,X
SLJZITO,X,O,X,X,X,X,X,O,X,X,X
SLJZIOT,X,X,X,X,X,X,X,O,X,X,X
SLJZOTI,X,X,X,X,X,X,X,O,X,X,X
SLJZOIT,X,X,X,X,X,X,X,O,X,X,X
SLJOTIZ,O,X,O,X,X,X,X,O,X,X,X
SLJOTZI,O,X,O,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,O,X,X,X
SLJOIZT,X,X,X,X,X,X,X,O,X,X,X
SLJOZTI,X,X,X,X,X,X,X,O,X,X,X
SLJOZIT,X,X,X,X,X,X,X,O,X,X,X
SLZTIJO,O,O,X,X,X,X,X,X,X,X,X
SLZTIOJ,X,X,X,X,X,O,X,X,X,X,X
SLZTJIO,O,X,X,X,X,X,X,X,X,X,X
SLZTJOI,O,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,X,X,O,X,X,X,X,X
SLZTOJI,O,X,X,X,X,O,X,X,X,X,X
SLZITJO,O,O,X,X,X,X,X,X,X,X,X
SLZITOJ,X,X,X,X,X,O,X,X,X,X,X
SLZIJTO,X,O,X,X,X,X,X,O,X,X,X
SLZIJOT,X,X,X,X,X,X,X,O,X,X,X
SLZIOTJ,X,X,X,X,X,O,X,X,X,X,X
SLZIOJT,X,X,X,X,X,X,X,X,X,X,X
SLZJTIO,X,O,X,X,X,X,X,O,X,X,X
SLZJTOI,X,X,X,X,X,X,X,O,X,X,X
SLZJITO,X,O,X,X,X,X,X,O,X,X,X
SLZJIOT,X,X,X,X,X,X,X,O,X,X,X
SLZJOTI,X,X,X,X,X,X,X,O,X,X,X
SLZJOIT,X,X,X,X,X,X,X,O,X,X,X
SLZOTIJ,O,X,X,X,X,O,X,X,X,X,X
SLZOTJI,O,X,X,X,X,O,X,X,X,X,X
SLZOITJ,O,X,X,X,X,O,X,X,X,X,X
SLZOIJT,X,X,X,X,X,X,X,X,X,X,X
SLZOJTI,X,X,X,X,X,X,X,X,X,X,X
SLZOJIT,X,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,X,O,X,X,X,X,X,X,X,X
SLOTIZJ,O,X,X,X,X,X,X,X,X,X,X
SLOTJIZ,O,X,O,X,X,X,X,X,X,X,X
SLOTJZI,O,X,O,X,X,X,X,X,X,X,X
SLOTZIJ,O,X,X,X,X,X,X,X,X,X,X
SLOTZJI,O,X,X,X,X,X,X,X,X,X,X
SLOITJZ,O,X,O,X,X,X,X,X,X,X,X
SLOITZJ,O,X,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,X,X,X,X,X,O,X,X,X
SLOIJZT,X,X,X,X,X,X,X,O,X,X,X
SLOIZTJ,O,X,X,X,X,O,X,X,X,X,X
SLOIZJT,X,X,X,X,X,X,X,X,X,X,X
SLOJTIZ,O,X,O,X,X,X,X,O,X,X,X
SLOJTZI,O,X,O,X,X,X,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X,O,X,X,X
SLOJIZT,X,X,X,X,X,X,X,O,X,X,X
SLOJZTI,X,X,X,X,X,X,X,O,X,X,X
SLOJZIT,X,X,X,X,X,X,X,O,X,X,X
SLOZTIJ,O,X,X,X,X,O,X,X,X,X,X
SLOZTJI,O,X,X,X,X,O,X,X,X,X,X
SLOZITJ,O,X,X,X,X,O,X,X,X,X,X
SLOZIJT,X,X,X,X,X,X,X,X,X,X,X
SLOZJTI,X,X,X,X,X,X,X,X,X,X,X
SLOZJIT,X,X,X,X,X,X,X,X,X,X,X
SJTILZO,X,X,X,X,X,X,X,X,X,X,X
SJTILOZ,X,X,O,X,O,X,O,X,X,X,X
SJTIZLO,X,X,X,X,X,X,X,X,X,X,X
SJTIZOL,X,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,X,X,O,X,O,X,X,X,X,X,X
SJTIOZL,X,X,X,X,X,X,X,X,X,X,X
SJTLIZO,O,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,X,X,O,X,X,X,X,O,X,X,X
SJTLZIO,O,X,O,X,X,X,X,X,X,X,X
SJTLZOI,O,X,O,X,X,X,X,X,X,X,X
SJTLOIZ,O,X,O,X,X,X,X,O,X,X,X
SJTLOZI,O,X,O,X,X,X,X,X,X,X,X
SJTZILO,O,X,X,X,X,X,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X,X,X,X,X,X
SJTZLIO,O,X,X,X,X,X,X,X,X,X,X
SJTZLOI,O,X,X,X,X,X,X,X,X,X,X
SJTZOIL,O,X,X,X,X,X,X,X,X,X,X
SJTZOLI,O,X,X,X,X,X,X,X,X,X,X
SJTOILZ,O,X,O,X,X,X,X,X,X,X,X
SJTOIZL,O,X,X,X,X,X,X,X,X,X,X
SJTOLIZ,O,X,O,X,X,X,X,O,X,X,X
SJTOLZI,O,X,O,X,X,X,X,X,X,X,X
SJTOZIL,O,X,X,X,X,X,X,X,X,X,X
SJTOZLI,O,X,X,X,X,X,X,X,X,X,X
SJITLZO,X,X,X,X,X,X,X,X,X,X,X
SJITLOZ,X,X,X,X,O,X,O,X,X,X,X
SJITZLO,X,X,X,X,X,X,X,X,X,X,X
SJITZOL,X,X,X,X,X,X,X,X,X,X,X
SJITOLZ,X,X,X,X,O,X,X,X,X,X,X
SJITOZL,X,X,X,X,X,X,X,X,X,X,X
SJILTZO,X,X,X,X,X,X,X,X,X,X,X
SJILTOZ,X,X,X,X,X,X,O,X,X,X,X
SJILZTO,X,X,X,X,X,X,X,X,X,X,X
SJILZOT,X,X,X,X,X,X,X,X,X,X,X
SJILOTZ,X,X,X,X,X,X,X,X,X,X,X
SJILOZT,X,X,X,X,X,X,X,X,X,X,X
SJIZTLO,X,O,X,X,X,X,X,X,X,X,X
SJIZTOL,X,X,X,X,X,X,X,X,X,X,X
SJIZLTO,X,X,X,X,X,X,X,X,X,X,X
SJIZLOT,X,X,X,X,X,X,X,X,X,X,X
SJIZOTL,X,X,X,X,X,X,X,X,X,X,O
SJIZOLT,X,X,X,X,X,X,X,X,X,X,O
SJIOTLZ,X,X,X,X,O,X,X,X,X,X,X
SJIOTZL,X,X,X,X,X,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,X,X,X,X,X,X,X
SJIOLZT,X,X,X,X,X,X,X,X,X,X,X
SJIOZTL,X,X,X,X,X,X,X,X,X,X,O
SJIOZLT,X,X,X,X,X,X,X,X,X,X,O
SJLTIZO,O,X,X,X,X,X,X,X,X,X,X
SJLTIOZ,X,X,O,X,X,X,X,O,X,X,X
SJLTZIO,O,X,O,X,X,X,X,X,X,X,X
SJLTZOI,O,X,O,X,X,X,X,X,X,X,X
SJLTOIZ,O,X,O,X,X,X,X,O,X,X,X
SJLTOZI,O,X,O,X,X,X,X,X,X,X,X
SJLITZO,O,X,X,X,X,X,X,X,X,X,X
SJLITOZ,X,X,X,X,X,X,X,O,X,X,X
SJLIZTO,X,O,X,X,X,X,X,O,X,X,X
SJLIZOT,X,X,X,X,X,X,X,O,X,X,X
SJLIOTZ,X,X,X,X,X,X,X,O,X,X,X
SJLIOZT,X,X,X,X,X,X,X,O,X,X,X
SJLZTIO,X,O,X,X,X,X,X,O,X,X,X
SJLZTOI,X,X,X,X,X,X,X,O,X,X,X
SJLZITO,X,O,X,X,X,X,X,O,X,X,X
SJLZIOT,X,X,X,X,X,X,X,O,X,X,X
SJLZOTI,X,X,X,X,X,X,X,O,X,X,X
SJLZOIT,X,X,X,X,X,X,X,O,X,X,X
SJLOTIZ,O,X,O,X,X,X,X,O,X,X,X
SJLOTZI,O,X,O,X,X,X,X,X,X,X,X
SJLOITZ,O,X,X,X,X,X,X,O,X,X,X
SJLOIZT,X,X,X,X,X,X,X,O,X,X,X
SJLOZTI,X,X,X,X,X,X,X,O,X,X,X
SJLOZIT,X,X,X,X,X,X,X,O,X,X,X
SJZTILO,X,O,X,X,X,X,X,X,X,X,X
SJZTIOL,X,X,X,X,X,X,X,O,X,X,X
SJZTLIO,X,O,X,X,X,X,X,O,X,X,X
SJZTLOI,X,X,X,X,X,X,X,O,X,X,X
SJZTOIL,X,X,X,X,X,X,X,O,X,X,X
SJZTOLI,X,X,X,X,X,X,X,O,X,X,X
SJZITLO,X,O,X,X,X,X,X,X,X,X,X
SJZITOL,X,X,X,X,X,X,X,O,X,X,X
SJZILTO,X,X,X,X,X,X,X,X,X,X,X
SJZILOT,X,X,X,X,X,X,X,X,X,X,X
SJZIOTL,X,X,X,X,X,X,X,O,X,X,O
SJZIOLT,X,X,X,X,X,X,X,X,X,X,O
SJZLTIO,X,O,X,X,X,X,X,O,X,X,X
SJZLTOI,X,X,X,X,X,X,X,O,X,X,X
SJZLITO,X,O,X,X,X,X,X,O,X,X,X
SJZLIOT,X,X,X,X,X,X,X,O,X,X,X
SJZLOTI,X,X,X,X,X,X,X,O,X,X,X
SJZLOIT,X,X,X,X,X,X,X,O,X,X,X
SJZOTIL,X,X,X,X,X,X,X,O,X,X,X
SJZOTLI,X,X,X,X,X,X,X,O,X,X,X
SJZOITL,X,X,X,X,X,X,X,O,X,X,O
SJZOILT,X,X,X,X,X,X,X,X,X,X,O
SJZOLTI,X,X,X,X,X,X,X,O,X,X,X
SJZOLIT,X,X,X,X,X,X,X,O,X,X,X
SJOTILZ,O,X,O,X,X,X,X,X,X,X,X
SJOTIZL,O,X,X,X,X,X,X,X,X,X,X
SJOTLIZ,O,X,O,X,X,X,X,O,X,X,X
SJOTLZI,O,X,O,X,X,X,X,X,X,X,X
SJOTZIL,O,X,X,X,X,X,X,X,X,X,X
SJOTZLI,O,X,X,X,X,X,X,X,X,X,X
SJOITLZ,O,X,X,X,X,X,X,X,X,X,X
SJOITZL,O,X,X,X,X,X,X,X,X,X,X
SJOILTZ,O,X,X,X,X,X,X,X,X,X,X
SJOILZT,X,X,X,X,X,X,X,X,X,X,X
SJOIZTL,X,X,X,X,X,X,X,X,X,X,O
SJOIZLT,X,X,X,X,X,X,X,X,X,X,O
SJOLTIZ,O,X,O,X,X,X,X,O,X,X,X
SJOLTZI,O,X,O,X,X,X,X,X,X,X,X
SJOLITZ,O,X,X,X,X,X,X,O,X,X,X
SJOLIZT,X,X,X,X,X,X,X,O,X,X,X
SJOLZTI,X,X,X,X,X,X,X,O,X,X,X
SJOLZIT,X,X,X,X,X,X,X,O,X,X,X
SJOZTIL,X,X,X,X,X,X,X,O,X,X,X
SJOZTLI,X,X,X,X,X,X,X,O,X,X,X
SJOZITL,X,X,X,X,X,X,X,O,X,X,O
SJOZILT,X,X,X,X,X,X,X,X,X,X,O
SJOZLTI,X,X,X,X,X,X,X,O,X,X,X
SJOZLIT,X,X,X,X,X,X,X,O,X,X,X
SZTILJO,X,O,X,X,X,X,X,X,X,X,X
SZTILOJ,X,X,X,X,X,X,X,X,X,X,X
SZTIJLO,X,O,X,X,X,X,X,X,X,X,X
SZTIJOL,X,X,X,X,X,X,X,X,X,X,X
SZTIOLJ,X,X,X,X,X,X,X,X,X,X,X
SZTIOJL,X,X,X,X,X,X,X,X,X,X,X
SZTLIJO,X,O,X,X,X,X,X,X,X,X,X
SZTLIOJ,X,X,X,X,X,O,X,X,X,X,X
SZTLJIO,X,X,X,X,X,X,X,X,X,X,X
SZTLJOI,X,X,X,X,X,X,X,X,X,X,X
SZTLOIJ,X,X,X,X,X,O,X,X,X,X,X
SZTLOJI,X,X,X,X,X,O,X,X,X,X,X
SZTJILO,X,X,X,X,X,X,X,X,X,X,X
SZTJIOL,X,X,X,X,X,X,X,X,X,X,X
SZTJLIO,X,X,X,X,X,X,X,X,X,X,X
SZTJLOI,X,X,X,X,X,X,X,X,X,X,X
SZTJOIL,X,X,X,X,X,X,X,X,X,X,X
SZTJOLI,X,X,X,X,X,X,X,X,X,X,X
SZTOILJ,X,X,X,X,X,X,X,X,X,X,X
SZTOIJL,X,X,X,X,X,X,X,X,X,X,X
SZTOLIJ,X,X,X,X,X,O,X,X,X,X,X
SZTOLJI,X,X,X,X,X,O,X,X,X,X,X
SZTOJIL,X,X,X,X,X,X,X,X,X,X,X
SZTOJLI,X,X,X,X,X,X,X,X,X,X,X
SZITLJO,X,O,X,X,X,X,X,X,X,X,X
SZITLOJ,X,X,X,X,X,X,X,X,X,X,X
SZITJLO,X,O,X,X,X,X,X,X,X,X,X
SZITJOL,X,X,X,X,X,X,X,X,X,X,X
SZITOLJ,X,X,X,X,X,X,X,X,X,X,X
SZITOJL,X,X,X,X,X,X,X,X,X,X,X
SZILTJO,X,X,X,X,X,X,X,X,X,X,X
SZILTOJ,X,X,X,X,X,X,X,X,X,X,X
SZILJTO,X,X,X,X,X,X,X,X,X,X,X
SZILJOT,X,X,X,X,X,X,X,X,X,X,X
SZILOTJ,X,X,X,X,X,X,X,X,X,X,X
SZILOJT,X,X,X,X,X,X,X,X,X,X,X
SZIJTLO,X,O,X,X,X,X,X,X,X,X,X
SZIJTOL,X,X,X,X,X,X,X,O,X,X,X
SZIJLTO,X,X,X,X,X,X,X,X,X,X,X
SZIJLOT,X,X,X,X,X,X,X,X,X,X,X
SZIJOTL,X,X,X,X,X,X,X,O,X,X,O
SZIJOLT,X,X,X,X,X,X,X,X,X,X,O
SZIOTLJ,X,X,X,X,X,X,X,X,X,X,X
SZIOTJL,X,X,X,X,X,X,X,X,X,X,X
SZIOLTJ,X,X,X,X,X,X,X,X,X,X,X
SZIOLJT,X,X,X,X,X,X,X,X,X,X,X
SZIOJTL,X,X,X,X,X,X,X,X,X,X,X
SZIOJLT,X,X,X,X,X,X,X,X,X,X,X
SZLTIJO,X,O,X,X,X,X,X,X,X,X,X
SZLTIOJ,X,X,X,X,X,O,X,X,X,X,X
SZLTJIO,X,X,X,X,X,X,X,X,X,X,X
SZLTJOI,X,X,X,X,X,X,X,X,X,X,X
SZLTOIJ,X,X,X,X,X,O,X,X,X,X,X
SZLTOJI,X,X,X,X,X,O,X,X,X,X,X
SZLITJO,X,O,X,X,X,X,X,X,X,X,X
SZLITOJ,X,X,X,X,X,O,X,X,X,X,X
SZLIJTO,X,O,X,X,X,X,X,O,X,X,X
SZLIJOT,X,X,X,X,X,X,X,O,X,X,X
SZLIOTJ,X,X,X,X,X,O,X,X,X,X,X
SZLIOJT,X,X,X,X,X,X,X,X,X,X,X
SZLJTIO,X,O,X,X,X,X,X,O,X,X,X
SZLJTOI,X,X,X,X,X,X,X,O,X,X,X
SZLJITO,X,O,X,X,X,X,X,O,X,X,X
SZLJIOT,X,X,X,X,X,X,X,O,X,X,X
SZLJOTI,X,X,X,X,X,X,X,O,X,X,X
SZLJOIT,X,X,X,X,X,X,X,O,X,X,X
SZLOTIJ,X,X,X,X,X,O,X,X,X,X,X
SZLOTJI,X,X,X,X,X,O,X,X,X,X,X
SZLOITJ,X,X,X,X,X,O,X,X,X,X,X
SZLOIJT,X,X,X,X,X,X,X,X,X,X,X
SZLOJTI,X,X,X,X,X,X,X,X,X,X,X
SZLOJIT,X,X,X,X,X,X,X,X,X,X,X
SZJTILO,X,O,X,X,X,X,X,X,X,X,X
SZJTIOL,X,X,X,X,X,X,X,O,X,X,X
SZJTLIO,X,O,X,X,X,X,X,O,X,X,X
SZJTLOI,X,X,X,X,X,X,X,O,X,X,X
SZJTOIL,X,X,X,X,X,X,X,O,X,X,X
SZJTOLI,X,X,X,X,X,X,X,O,X,X,X
SZJITLO,X,O,X,X,X,X,X,X,X,X,X
SZJITOL,X,X,X,X,X,X,X,O,X,X,X
SZJILTO,X,X,X,X,X,X,X,X,X,X,X
SZJILOT,X,X,X,X,X,X,X,X,X,X,X
SZJIOTL,X,X,X,X,X,X,X,O,X,X,O
SZJIOLT,X,X,X,X,X,X,X,X,X,X,O
SZJLTIO,X,O,X,X,X,X,X,O,X,X,X
SZJLTOI,X,X,X,X,X,X,X,O,X,X,X
SZJLITO,X,O,X,X,X,X,X,O,X,X,X
SZJLIOT,X,X,X,X,X,X,X,O,X,X,X
SZJLOTI,X,X,X,X,X,X,X,O,X,X,X
SZJLOIT,X,X,X,X,X,X,X,O,X,X,X
SZJOTIL,X,X,X,X,X,X,X,O,X,X,X
SZJOTLI,X,X,X,X,X,X,X,O,X,X,X
SZJOITL,X,X,X,X,X,X,X,O,X,X,O
SZJOILT,X,X,X,X,X,X,X,X,X,X,O
SZJOLTI,X,X,X,X,X,X,X,O,X,X,X
SZJOLIT,X,X,X,X,X,X,X,O,X,X,X
SZOTILJ,X,X,X,X,X,X,X,X,X,X,X
SZOTIJL,X,X,X,X,X,X,X,X,X,X,X
SZOTLIJ,X,X,X,X,X,O,X,X,X,X,X
SZOTLJI,X,X,X,X,X,O,X,X,X,X,X
SZOTJIL,X,X,X,X,X,X,X,X,X,X,X
SZOTJLI,X,X,X,X,X,X,X,X,X,X,X
SZOITLJ,X,X,X,X,X,X,X,X,X,X,X
SZOITJL,X,X,X,X,X,X,X,X,X,X,X
SZOILTJ,X,X,X,X,X,X,X,X,X,X,X
SZOILJT,X,X,X,X,X,X,X,X,X,X,X
SZOIJTL,X,X,X,X,X,X,X,X,X,X,X
SZOIJLT,X,X,X,X,X,X,X,X,X,X,X
SZOLTIJ,X,X,X,X,X,O,X,X,X,X,X
SZOLTJI,X,X,X,X,X,O,X,X,X,X,X
SZOLITJ,X,X,X,X,X,O,X,X,X,X,X
SZOLIJT,X,X,X,X,X,X,X,X,X,X,X
SZOLJTI,X,X,X,X,X,X,X,X,X,X,X
SZOLJIT,X,X,X,X,X,X,X,X,X,X,X
SZOJTIL,X,X,X,X,X,X,X,X,X,X,X
SZOJTLI,X,X,X,X,X,X,X,X,X,X,X
SZOJITL,X,X,X,X,X,X,X,X,X,X,X
SZOJILT,X,X,X,X,X,X,X,X,X,X,X
SZOJLTI,X,X,X,X,X,X,X,X,X,X,X
SZOJLIT,X,X,X,X,X,X,X,X,X,X,X
SOTILJZ,O,X,X,X,X,X,X,X,X,X,X
SOTILZJ,O,X,X,X,X,X,X,X,X,X,X
SOTIJLZ,O,X,O,X,X,X,X,X,X,X,X
SOTIJZL,O,X,X,X,X,X,X,X,X,X,X
SOTIZLJ,X,X,X,X,X,X,X,X,X,X,X
SOTIZJL,O,X,X,X,X,X,X,X,X,X,X
SOTLIJZ,O,X,O,X,X,X,X,X,X,X,X
SOTLIZJ,O,X,X,X,X,X,X,X,X,X,X
SOTLJIZ,O,X,O,X,X,X,X,X,X,X,X
SOTLJZI,O,X,O,X,X,X,X,X,X,X,X
SOTLZIJ,O,X,X,X,X,X,X,X,X,X,X
SOTLZJI,O,X,X,X,X,X,X,X,X,X,X
SOTJILZ,O,X,O,X,X,X,X,X,X,X,X
SOTJIZL,O,X,X,X,X,X,X,X,X,X,X
SOTJLIZ,O,X,O,X,X,X,X,X,X,X,X
SOTJLZI,O,X,O,X,X,X,X,X,X,X,X
SOTJZIL,O,X,X,X,X,X,X,X,X,X,X
SOTJZLI,O,X,X,X,X,X,X,X,X,X,X
SOTZILJ,X,X,X,X,X,X,X,X,X,X,X
SOTZIJL,O,X,X,X,X,X,X,X,X,X,X
SOTZLIJ,O,X,X,X,X,X,X,X,X,X,X
SOTZLJI,O,X,X,X,X,X,X,X,X,X,X
SOTZJIL,O,X,X,X,X,X,X,X,X,X,X
SOTZJLI,O,X,X,X,X,X,X,X,X,X,X
SOITLJZ,O,X,X,X,X,X,X,X,X,X,X
SOITLZJ,O,X,X,X,X,X,X,X,X,X,X
SOITJLZ,O,X,X,X,X,X,X,X,X,X,X
SOITJZL,O,X,X,X,X,X,X,X,X,X,X
SOITZLJ,X,X,X,X,X,X,X,X,X,X,X
SOITZJL,O,X,X,X,X,X,X,X,X,X,X
SOILTJZ,O,X,X,X,X,X,X,X,X,X,X
SOILTZJ,O,X,X,X,X,X,X,X,X,X,X
SOILJTZ,O,X,X,X,X,X,X,X,X,X,X
SOILJZT,X,X,X,X,X,X,X,X,X,X,X
SOILZTJ,O,X,X,X,X,X,X,X,X,X,X
SOILZJT,X,X,X,X,X,X,X,X,X,X,X
SOIJTLZ,O,X,X,X,X,X,X,X,X,X,X
SOIJTZL,O,X,X,X,X,X,X,X,X,X,X
SOIJLTZ,O,X,X,X,X,X,X,X,X,X,X
SOIJLZT,X,X,X,X,X,X,X,X,X,X,X
SOIJZTL,X,X,X,X,X,X,X,X,X,X,X
SOIJZLT,X,X,X,X,X,X,X,X,X,X,X
SOIZTLJ,X,X,X,X,X,X,X,X,X,X,X
SOIZTJL,X,X,X,X,X,X,X,X,X,X,X
SOIZLTJ,X,X,X,X,X,X,X,X,X,X,X
SOIZLJT,X,X,X,X,X,X,X,X,X,X,X
SOIZJTL,X,X,X,X,X,X,X,X,X,X,X
SOIZJLT,X,X,X,X,X,X,X,X,X,X,X
SOLTIJZ,O,X,O,X,X,X,X,X,X,X,X
SOLTIZJ,O,X,X,X,X,X,X,X,X,X,X
SOLTJIZ,O,X,O,X,X,X,X,X,X,X,X
SOLTJZI,O,X,O,X,X,X,X,X,X,X,X
SOLTZIJ,O,X,X,X,X,X,X,X,X,X,X
SOLTZJI,O,X,X,X,X,X,X,X,X,X,X
SOLITJZ,O,X,O,X,X,X,X,X,X,X,X
SOLITZJ,O,X,X,X,X,X,X,X,X,X,X
SOLIJTZ,O,X,X,X,X,X,X,O,X,X,X
SOLIJZT,X,X,X,X,X,X,X,O,X,X,X
SOLIZTJ,O,X,X,X,X,O,X,X,X,X,X
SOLIZJT,X,X,X,X,X,X,X,X,X,X,X
SOLJTIZ,O,X,O,X,X,X,X,O,X,X,X
SOLJTZI,O,X,O,X,X,X,X,X,X,X,X
SOLJITZ,O,X,X,X,X,X,X,O,X,X,X
SOLJIZT,X,X,X,X,X,X,X,O,X,X,X
SOLJZTI,X,X,X,X,X,X,X,O,X,X,X
SOLJZIT,X,X,X,X,X,X,X,O,X,X,X
SOLZTIJ,O,X,X,X,X,O,X,X,X,X,X
SOLZTJI,O,X,X,X,X,O,X,X,X,X,X
