sequence,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhFxbB2kBzgBCiBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhF0cBTfBlgBSnB/q?B2wB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFXcBifBGiBFlB8q?BzrB,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhF6gBTcB2kBxmBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFfgBxbBzgBumBcn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhF6gB2kBxhBThBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFibBWiBUhBxkBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeO/IvhFXbBRhBcnBThBFl?BCrB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFGbBTcBUgBxmBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFxbBlgB3hBcnBmk?BCrB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFfgBxbBWmBTiB0m?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFWiBTfBKlBFmBXn?B8qB,v115@5gD8HeB8HeD8EeF8AeF8Je37IvhF1hBTfBcnBmfBxq?BCrB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFTfB0gB/qBCsBOr?BFsB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFXcBxkB8qBCsBOq?BFsB,v115@5gD8HeB8HeD8EeF8AeF8Je36IvhFxgBTiB2kBChB0m?BlqB
ZSJITLO,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSJITOL,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSJILTO,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSJILOT,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSJIOTL,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSJIOLT,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSJLTIO,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X
ZSJLTOI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
ZSJLITO,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X
ZSJLIOT,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X
ZSJLOTI,O,O,O,X,O,X,O,X,X,O,X,O,X,O,X,X
ZSJLOIT,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X
ZSJOTIL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSJOTLI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSJOITL,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSJOILT,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X
ZSJOLTI,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X
ZSJOLIT,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X
ZSOTILJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
ZSOTIJL,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZSOTLIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
ZSOTLJI,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZSOTJIL,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
ZSOTJLI,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
ZSOITLJ,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
ZSOITJL,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ZSOILTJ,X,O,O,X,X,X,O,X,X,O,X,X,O,O,X,X
ZSOILJT,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
ZSOIJTL,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSOIJLT,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
ZSOLTIJ,X,O,X,X,X,X,O,X,X,O,X,O,X,O,X,X
ZSOLTJI,X,O,X,X,X,X,O,X,X,O,X,O,X,O,X,X
ZSOLITJ,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
ZSOLIJT,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
ZSOLJTI,X,O,X,X,X,X,O,X,X,O,X,O,X,O,X,X
ZSOLJIT,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X
ZSOJTIL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJTLI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJITL,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSOJILT,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X
ZSOJLTI,X,O,X,X,X,X,O,X,X,O,X,O,X,O,X,X
ZSOJLIT,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X
ZOTILJS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTILSJ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O
ZOTIJLS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTIJSL,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
ZOTISLJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOTISJL,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
ZOTLIJS,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOTLISJ,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O
ZOTLJIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTLJSI,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOTLSIJ,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X
ZOTLSJI,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X
ZOTJILS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTJISL,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
ZOTJLIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTJLSI,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOTJSIL,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOTJSLI,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOTSILJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOTSIJL,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
ZOTSLIJ,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOTSLJI,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOTSJIL,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOTSJLI,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOITLJS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOITLSJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOITJLS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOITJSL,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
ZOITSLJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOITSJL,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
ZOILTJS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZOILTSJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,O
ZOILJTS,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOILJST,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOILSTJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O
ZOILSJT,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
ZOIJTLS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOIJTSL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOIJLTS,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOIJLST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOIJSTL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOIJSLT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOISTLJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
ZOISTJL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOISLTJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O
ZOISLJT,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZOISJTL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOISJLT,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZOLTIJS,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X
ZOLTISJ,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O
ZOLTJIS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLTJSI,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X
ZOLTSIJ,X,O,O,X,O,X,X,O,X,O,O,X,O,X,X,X
ZOLTSJI,X,O,O,X,O,X,X,O,X,O,O,X,O,X,X,X
ZOLITJS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZOLITSJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,O
ZOLIJTS,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOLIJST,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOLISTJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O
ZOLISJT,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
ZOLJTIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOLJTSI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOLJITS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLJIST,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLJSTI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOLJSIT,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOLSTIJ,X,O,O,X,O,X,X,X,X,O,O,O,X,O,X,X
ZOLSTJI,X,O,O,X,O,X,X,X,X,O,O,O,X,O,X,X
ZOLSITJ,X,O,O,X,O,X,X,X,X,O,O,X,X,O,O,X
ZOLSIJT,X,O,O,X,O,X,X,X,X,O,X,X,X,O,O,X
ZOLSJTI,X,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X
ZOLSJIT,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
ZOJTILS,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOJTISL,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,O
ZOJTLIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOJTLSI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOJTSIL,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X
ZOJTSLI,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X
ZOJITLS,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOJITSL,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O
ZOJILTS,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOJILST,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJISTL,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZOJISLT,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZOJLTIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOJLTSI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOJLITS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJLIST,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOJLSTI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJLSIT,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJSTIL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSTLI,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSITL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSILT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSLTI,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSLIT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSTILJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
ZOSTIJL,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O
ZOSTLIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
ZOSTLJI,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
ZOSTJIL,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSTJLI,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSITLJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
ZOSITJL,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O
ZOSILTJ,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
ZOSILJT,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOSIJTL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOSIJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOSLTIJ,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOSLTJI,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOSLITJ,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
ZOSLIJT,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
ZOSLJTI,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOSLJIT,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
ZOSJTIL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJTLI,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJITL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJILT,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
ZOSJLTI,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOSJLIT,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OTILJSZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTILJZS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTILSJZ,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
OTILSZJ,X,O,X,X,O,X,O,X,O,X,O,X,X,O,X,X
OTILZJS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
OTILZSJ,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OTIJLSZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTIJLZS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTIJSLZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIJSZL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIJZLS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIJZSL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISLJZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISLZJ,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OTISJLZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISJZL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTISZJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIZLJS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
OTIZLSJ,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTIZJLS,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OTIZJSL,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OTIZSLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OTIZSJL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OTLIJSZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTLIJZS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLISJZ,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
OTLISZJ,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X
OTLIZJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLIZSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJISZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTLJIZS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
OTLJSZI,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTLJZIS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTLJZSI,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTLSIJZ,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
OTLSIZJ,X,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTLSJIZ,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
OTLSJZI,X,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
OTLSZIJ,X,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
OTLSZJI,X,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
OTLZIJS,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLZISJ,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
OTLZJIS,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLZJSI,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
OTLZSIJ,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
OTLZSJI,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
OTJILSZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJILZS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJLIZS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
OTJLSZI,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTJLZIS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTJLZSI,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTJSILZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
OTJSLZI,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTJSZIL,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTJSZLI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTJZILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZISL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTJZLIS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTJZLSI,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTJZSIL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTJZSLI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTSILJZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSILZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTSIJLZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSIJZL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTSIZJL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLIJZ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
OTSLIZJ,O,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSLJIZ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
OTSLJZI,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
OTSLZIJ,O,O,O,X,O,X,X,O,X,X,O,O,X,O,X,X
OTSLZJI,O,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X
OTSJILZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTSJLZI,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X
OTSJZIL,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
OTSJZLI,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
OTSZILJ,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTSZIJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTSZLJI,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTSZJIL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSZJLI,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZILJS,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTZILSJ,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,O
OTZIJLS,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTZIJSL,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,O
OTZISLJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O
OTZISJL,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,O
OTZLIJS,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OTZLISJ,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O
OTZLJIS,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZLJSI,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
OTZLSIJ,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X
OTZLSJI,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X
OTZJILS,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTZJISL,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,O
OTZJLIS,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZJLSI,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
OTZJSIL,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZJSLI,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZSILJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
OTZSIJL,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
OTZSLIJ,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
OTZSLJI,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
OTZSJIL,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZSJLI,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OITLJSZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OITLJZS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OITLSJZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OITLSZJ,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
OITLZJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OITLZSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITJLSZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OITJLZS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OITJSLZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJZLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJZSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OITSLZJ,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OITSJLZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OITSJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OITSZJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OITZLJS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
OITZLSJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OITZJLS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OITZJSL,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OITZSLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITZSJL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILTJSZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OILTJZS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OILTSJZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OILTSZJ,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
OILTZJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OILTZSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OILJTSZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OILJSTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILJZTS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OILJZST,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OILSTJZ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OILSTZJ,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
OILSJTZ,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
OILSJZT,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
OILSZTJ,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
OILSZJT,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X
OILZTJS,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X
OILZTSJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
OILZJTS,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X
