sequence,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxdBlhB3iBu?qBirB0rB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxcBXeBuqBF?nB0rBirB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex8IvhFXeBlgBUiBO?rB6qBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je08IvhFxdBlgB3iBO?rB6qBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jei7IvhF3cBFeB5lBT?iB0mB2wB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxcBXeBFnBC?rBUrBmrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex7IvhFXeB0gBFnBC?rBOsBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxdBlhB3iBq?qB2rB0rB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex9IvhF0gBlhB3iB6?qBmrBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex9IvhF0gBlhB3iB6?qBOrBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jei7IvhFchBXeB5lBF?nBTrBOsB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je08IvhFXeBlgBxmB6?qBOsBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je/AJvhFchBxdBFnBG?rBisBzqB
JZLOTSI,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLOSTI,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLOSIT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSTILO,X,O,O,O,O,X,X,X,O,O,X,X,O
JZSTIOL,O,O,O,O,O,X,X,X,O,O,X,X,X
JZSTLIO,X,O,O,O,O,X,O,X,O,O,X,X,O
JZSTLOI,X,O,O,O,O,X,O,X,O,O,X,X,O
JZSTOIL,O,O,O,O,O,X,X,X,O,O,X,X,X
JZSTOLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JZSITLO,X,O,O,O,O,X,X,X,O,O,X,X,O
JZSITOL,O,O,O,O,O,X,X,X,O,O,X,X,X
JZSILTO,O,X,O,O,O,X,X,X,O,X,X,X,X
JZSILOT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSIOTL,O,O,O,O,O,X,X,X,O,X,X,X,X
JZSIOLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSLTIO,O,O,O,O,O,X,O,X,O,X,X,X,O
JZSLTOI,O,O,O,O,O,X,O,X,O,X,X,X,O
JZSLITO,O,X,O,O,O,X,X,X,O,X,X,X,X
JZSLIOT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSLOTI,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSOTIL,O,O,O,O,O,X,X,X,O,X,X,X,X
JZSOTLI,O,O,O,O,O,X,X,X,O,X,X,X,O
JZSOITL,O,O,O,O,O,X,X,X,O,X,X,X,X
JZSOILT,O,O,O,X,O,X,X,X,X,X,X,X,X
JZSOLTI,O,O,O,X,O,X,X,X,X,X,X,X,X
JZSOLIT,O,O,O,X,O,X,X,X,X,X,X,X,X
JZOTILS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOTISL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOTLIS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOTLSI,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOTSIL,O,O,O,O,O,X,X,X,O,O,X,X,X
JZOTSLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JZOITLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOITSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOILTS,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOILST,O,X,O,X,O,X,X,X,X,X,X,X,X
JZOISTL,O,O,O,X,O,X,X,X,O,O,X,X,X
JZOISLT,O,O,O,X,O,X,X,X,X,X,X,X,X
JZOLTIS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOLTSI,O,O,O,X,O,X,X,X,X,X,X,X,X
JZOLITS,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOLIST,O,X,O,X,O,X,X,X,X,X,X,X,X
JZOLSTI,O,O,O,X,O,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,X,O,X,X,X,X,X,X,X,X
JZOSTIL,O,O,O,O,O,X,X,X,O,O,X,X,X
JZOSTLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JZOSITL,O,O,O,O,O,X,X,X,O,O,X,X,X
JZOSILT,O,O,O,X,O,X,X,X,X,X,X,X,X
JZOSLTI,O,O,O,X,O,X,X,X,X,X,X,X,X
JZOSLIT,O,O,O,X,O,X,X,X,X,X,X,X,X
JOTILSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JOTILZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JOTISZL,O,O,O,O,O,X,X,X,X,X,O,O,X
JOTIZLS,X,O,O,X,O,X,X,X,X,X,O,X,X
JOTIZSL,X,O,O,O,O,X,X,X,X,X,O,O,X
JOTLISZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JOTLIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JOTLSZI,O,O,O,O,O,X,X,X,X,X,X,X,X
JOTLZIS,X,O,O,X,O,X,X,X,X,X,X,X,X
JOTLZSI,O,O,O,O,O,X,X,X,X,X,X,X,X
JOTSILZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JOTSIZL,O,O,O,O,O,X,X,X,O,O,O,O,X
JOTSLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JOTSLZI,O,O,O,O,O,X,X,X,X,X,X,X,X
JOTSZIL,O,O,O,O,O,X,X,X,O,O,O,O,X
JOTSZLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JOTZILS,X,O,O,X,O,X,X,X,X,X,O,X,X
JOTZISL,X,O,O,O,O,X,X,X,X,X,O,O,X
JOTZLIS,X,O,O,X,O,X,X,X,X,X,X,X,X
JOTZLSI,X,O,O,O,O,X,X,X,X,X,X,X,X
JOTZSIL,O,O,O,O,O,X,X,X,O,O,O,O,X
JOTZSLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JOITLSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JOITLZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JOITSZL,O,O,O,O,O,X,X,X,X,X,O,O,X
JOITZLS,X,O,O,X,O,X,X,X,X,X,O,X,X
JOITZSL,X,O,O,O,O,X,X,X,X,X,O,O,X
JOILTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JOILTZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JOILSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JOILSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JOILZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
JOILZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JOISTLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JOISTZL,O,O,O,O,O,X,X,X,O,O,O,O,X
JOISLTZ,O,O,X,O,O,X,X,O,X,X,X,X,X
JOISLZT,O,O,X,O,O,X,X,O,X,X,X,X,X
JOISZTL,O,O,O,O,O,X,X,X,O,O,X,O,X
JOISZLT,O,O,O,O,O,X,X,X,X,X,X,X,X
JOIZTLS,X,O,O,X,O,X,X,X,X,X,O,X,X
JOIZTSL,X,O,O,O,O,X,X,X,X,X,O,O,X
JOIZLTS,X,X,O,X,O,X,X,X,X,X,O,X,X
JOIZLST,O,X,O,X,O,X,X,X,X,X,X,X,X
JOIZSTL,O,O,O,O,O,X,X,X,O,O,X,O,X
JOIZSLT,O,O,O,O,O,X,X,X,X,X,X,X,X
JOLTISZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JOLTIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JOLTSZI,O,O,O,O,O,O,X,O,X,X,X,X,X
JOLTZIS,X,O,O,X,O,O,X,X,X,X,X,X,X
JOLTZSI,O,O,O,O,O,O,X,O,X,X,X,X,X
JOLITSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JOLITZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLISTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JOLISZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JOLIZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
JOLIZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JOLSTIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JOLSTZI,O,O,O,O,O,O,X,O,X,X,X,X,X
JOLSITZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JOLSIZT,O,O,X,O,O,X,X,O,X,X,X,X,X
JOLSZTI,O,O,O,O,O,X,X,O,X,X,X,X,X
JOLSZIT,O,O,O,O,X,X,X,O,X,X,X,X,X
JOLZTIS,X,O,O,X,O,X,X,X,X,X,X,X,X
JOLZTSI,O,O,O,O,O,X,X,O,X,X,X,X,X
JOLZITS,X,X,O,X,O,X,X,X,X,X,X,X,X
JOLZIST,O,X,O,X,O,X,X,O,X,X,X,X,X
JOLZSTI,O,O,O,O,O,X,X,O,X,X,X,X,X
JOLZSIT,O,O,O,O,O,X,X,O,X,X,X,X,X
JOSTILZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JOSTIZL,O,O,O,O,O,X,X,X,O,O,O,O,X
JOSTLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JOSTLZI,O,O,O,O,O,X,X,X,X,X,X,X,X
JOSTZIL,O,O,O,O,O,X,X,X,O,O,O,O,X
JOSTZLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JOSITLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JOSITZL,O,O,O,O,O,X,X,X,O,O,O,O,X
JOSILTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JOSILZT,O,O,X,O,O,X,X,O,X,X,X,X,X
JOSIZTL,O,O,O,O,O,X,X,X,O,O,X,O,X
JOSIZLT,O,O,O,O,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JOSLTZI,O,O,O,O,O,O,X,O,X,X,X,X,X
JOSLITZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JOSLIZT,O,O,X,O,O,X,X,O,X,X,X,X,X
JOSLZTI,O,O,O,O,O,X,X,O,X,X,X,X,X
JOSLZIT,O,O,O,O,X,X,X,O,X,X,X,X,X
JOSZTIL,O,O,O,O,O,X,X,X,O,O,X,X,X
JOSZTLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JOSZITL,O,O,O,O,O,X,X,X,O,O,X,X,X
JOSZILT,O,O,O,O,O,X,X,X,X,X,X,X,X
JOSZLTI,O,O,O,O,O,X,X,X,X,X,X,X,X
JOSZLIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,O,X,O,X,X,X,X,X,O,X,X
JOZTISL,X,O,O,O,O,X,X,X,X,X,O,X,X
JOZTLIS,X,O,O,X,O,X,X,X,X,X,X,X,X
JOZTLSI,X,O,O,O,O,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,O,O,X,X,X,O,O,O,X,X
JOZTSLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JOZITLS,X,O,O,X,O,X,X,X,X,X,O,X,X
JOZITSL,X,O,O,O,O,X,X,X,X,X,O,X,X
JOZILTS,X,X,O,X,O,X,X,X,X,X,O,X,X
JOZILST,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZISTL,O,O,O,O,O,X,X,X,O,O,X,X,X
JOZISLT,O,O,O,O,O,X,X,X,X,X,X,X,X
JOZLTIS,X,O,O,X,O,X,X,X,X,X,X,X,X
JOZLTSI,O,O,O,O,O,X,X,X,X,X,X,X,X
JOZLITS,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZLIST,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZLSTI,O,O,O,O,O,X,X,X,X,X,X,X,X
JOZLSIT,O,O,O,O,O,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,O,O,X,X,X,O,O,X,X,X
JOZSTLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JOZSITL,O,O,O,O,O,X,X,X,O,O,X,X,X
JOZSILT,O,O,O,O,O,X,X,X,X,X,X,X,X
JOZSLTI,O,O,O,O,O,X,X,X,X,X,X,X,X
JOZSLIT,O,O,O,O,O,X,X,X,X,X,X,X,X
STILJZO,O,X,X,X,O,X,X,O,X,X,X,X,X
STILJOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STILZJO,X,X,X,X,X,O,O,X,O,O,X,O,X
STILZOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
STILOJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STILOZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
STIJLZO,O,X,X,O,O,X,X,X,O,X,X,X,X
STIJLOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STIJZLO,X,O,O,O,O,X,X,X,O,O,X,O,O
STIJZOL,O,O,O,O,O,X,X,X,O,O,X,O,X
STIJOLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STIJOZL,O,O,X,O,O,X,X,X,O,X,X,O,X
STIZLJO,X,X,X,X,X,X,O,X,O,O,X,O,X
STIZLOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
STIZJLO,X,O,O,O,X,X,X,X,O,O,X,O,X
STIZJOL,X,O,O,O,X,X,X,X,O,O,X,O,X
STIZOLJ,X,X,X,X,X,X,X,X,O,O,X,O,X
STIZOJL,O,O,O,X,X,X,X,X,O,O,X,O,X
STIOLJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STIOLZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
STIOJLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,O,O,X,X,X,X,O,O,O,X
STIOZLJ,X,X,X,X,O,X,X,X,O,O,O,O,X
STIOZJL,O,O,O,O,X,X,X,X,O,O,O,O,X
STLIJZO,O,X,X,X,O,X,X,O,X,X,X,X,X
STLIJOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STLIZJO,X,X,X,X,X,O,O,X,O,O,X,O,X
STLIZOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
STLIOJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STLIOZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
STLJIZO,O,X,X,O,O,X,X,O,X,X,X,X,X
STLJIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STLJZIO,O,O,O,O,O,O,O,O,X,X,X,X,O
STLJZOI,O,O,O,O,O,O,O,O,X,X,X,X,O
STLJOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
STLJOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
STLZIJO,X,X,X,X,X,O,O,X,O,O,X,O,X
STLZIOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
STLZJIO,X,O,O,X,X,O,O,X,O,O,X,X,X
STLZJOI,X,O,O,X,X,O,O,X,O,O,X,X,X
STLZOIJ,X,X,X,X,X,O,O,O,O,O,X,X,X
STLZOJI,X,X,O,X,X,O,O,O,O,O,X,X,X
STLOIJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STLOIZJ,X,X,X,X,O,O,X,O,X,X,O,O,X
STLOJIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STLOJZI,O,O,X,X,O,O,X,O,X,X,X,X,X
STLOZIJ,X,X,X,X,O,O,O,O,X,X,O,O,X
STLOZJI,X,X,O,X,O,O,O,O,X,X,X,X,X
STJILZO,O,X,X,O,O,X,X,X,O,X,X,X,X
STJILOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STJIZLO,X,O,O,O,O,X,X,X,O,O,X,O,O
STJIZOL,O,O,O,O,O,X,X,X,O,O,X,O,X
STJIOLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,O,O,X,X,X,O,X,X,O,X
STJLIZO,O,X,X,O,O,X,X,X,O,X,X,X,X
STJLIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STJLZIO,O,O,O,O,O,O,O,X,O,X,X,X,O
STJLZOI,O,O,O,O,O,O,O,X,O,X,X,X,O
STJLOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
STJLOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
STJZILO,X,O,O,O,O,X,X,X,O,O,X,O,O
STJZIOL,O,O,O,O,O,X,X,X,O,O,X,O,X
STJZLIO,X,O,O,O,O,X,O,X,O,O,X,X,O
STJZLOI,X,O,O,O,O,X,O,X,O,O,X,X,O
STJZOIL,O,O,O,O,O,X,X,X,O,O,X,X,X
STJZOLI,O,O,O,O,O,X,X,X,O,O,X,X,O
STJOILZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,O,O,X,X,X,O,X,O,O,X
STJOLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,O,O,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,O,O,X,X,X,O,X,O,O,X
STJOZLI,O,O,O,O,O,X,X,X,O,X,X,X,O
STZILJO,X,X,X,X,X,X,O,X,O,O,X,O,X
STZILOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
STZIJLO,X,O,O,O,X,X,X,X,O,O,X,O,X
STZIJOL,X,O,O,O,X,X,X,X,O,O,X,O,X
STZIOLJ,X,X,X,X,X,X,X,X,O,O,X,O,X
STZIOJL,O,O,O,X,X,X,X,X,O,O,X,O,X
STZLIJO,X,X,X,X,X,O,O,X,O,O,X,O,X
STZLIOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
STZLJIO,X,O,O,X,X,O,O,X,O,O,X,X,X
STZLJOI,X,O,O,X,X,O,O,X,O,O,X,X,X
STZLOIJ,X,X,X,X,X,O,O,O,O,O,X,X,X
STZLOJI,X,X,O,X,X,O,O,O,O,O,X,X,X
STZJILO,X,O,O,O,X,X,X,X,O,O,X,O,O
STZJIOL,X,O,O,O,X,X,X,X,O,O,X,O,X
STZJLIO,X,O,O,O,X,X,O,X,O,O,X,X,O
STZJLOI,X,O,O,O,X,X,O,X,O,O,X,X,O
STZJOIL,X,O,O,O,X,X,X,X,O,O,X,X,X
STZJOLI,X,O,O,O,X,X,X,X,O,O,X,X,O
STZOILJ,X,X,X,X,X,X,X,X,O,O,O,O,X
STZOIJL,O,O,O,X,X,X,X,X,O,O,O,O,X
STZOLIJ,X,X,X,X,X,X,O,X,O,O,O,O,X
STZOLJI,X,X,O,X,X,X,O,X,O,O,X,X,X
STZOJIL,O,O,O,X,X,X,X,X,O,O,O,O,X
STZOJLI,O,O,O,X,X,X,X,X,O,O,X,X,X
STOILJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STOILZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
STOIJLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,O,O,X,X,X,X,O,O,O,X
STOIZLJ,X,X,X,X,O,X,X,X,O,O,O,O,X
STOIZJL,O,O,O,O,X,X,X,X,O,O,O,O,X
STOLIJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STOLIZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
STOLJIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
STOLJZI,O,O,X,X,O,O,X,O,X,X,X,X,X
STOLZIJ,X,X,X,X,O,O,O,O,X,O,O,O,X
STOLZJI,X,X,O,X,O,O,O,O,X,O,X,X,X
STOJILZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STOJIZL,O,O,O,O,O,X,X,X,X,O,O,O,X
STOJLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,O,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,O,O,X,X,X,X,O,O,O,X
STOJZLI,O,O,O,O,O,X,X,X,X,O,X,X,O
STOZILJ,X,X,X,X,O,X,X,X,O,O,O,O,X
STOZIJL,O,O,O,O,X,X,X,X,O,O,O,O,X
STOZLIJ,X,X,X,X,O,X,O,X,O,O,O,O,X
STOZLJI,X,X,O,X,O,X,O,X,O,O,X,X,X
STOZJIL,O,O,O,O,O,X,X,X,O,O,O,O,X
STOZJLI,O,O,O,O,O,X,X,X,O,O,X,X,X
SITLJZO,O,X,X,X,O,X,X,O,X,X,X,X,X
SITLJOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SITLZJO,X,X,X,X,X,O,O,X,O,O,X,O,X
SITLZOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
SITLOJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SITLOZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
SITJLZO,O,X,X,O,O,X,X,X,O,X,X,X,X
SITJLOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SITJZLO,X,O,O,O,O,X,X,X,O,O,X,O,O
SITJZOL,O,O,O,O,O,X,X,X,O,O,X,O,X
SITJOLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,O,O,X,X,X,O,X,X,O,X
SITZLJO,X,X,X,X,X,X,O,X,O,O,X,O,X
SITZLOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
SITZJLO,X,O,O,O,X,X,X,X,O,O,X,O,X
SITZJOL,X,O,O,O,X,X,X,X,O,O,X,O,X
SITZOLJ,X,X,X,X,X,X,X,X,O,O,X,O,X
SITZOJL,O,O,O,X,X,X,X,X,O,O,X,O,X
SITOLJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SITOLZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
SITOJLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,O,O,X,X,X,X,O,O,O,X
SITOZLJ,X,X,X,X,O,X,X,X,O,O,O,O,X
SITOZJL,O,O,O,O,X,X,X,X,O,O,O,O,X
SILTJZO,O,X,X,X,O,X,X,O,X,X,X,X,X
SILTJOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SILTZJO,X,X,X,X,X,O,O,X,O,O,X,O,X
SILTZOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
SILTOJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SILTOZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
SILJTZO,O,X,X,O,O,X,X,O,O,X,X,X,X
SILJTOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
SILJZTO,O,X,X,O,O,X,X,O,O,X,X,X,X
SILJZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
SILJOTZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SILJOZT,O,O,X,X,O,X,X,O,X,X,X,X,X
SILZTJO,X,X,X,X,X,X,O,X,O,O,X,O,X
SILZTOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
SILZJTO,O,X,O,O,X,X,X,O,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X,O,X,X,X,X,X
SILZOTJ,X,X,X,X,X,O,X,O,X,X,X,X,X
SILZOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOTJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SILOTZJ,X,X,X,X,O,O,X,O,X,O,O,X,X
SILOJTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
SILOJZT,O,O,X,O,O,X,X,O,X,X,X,X,X
SILOZTJ,X,X,X,X,O,O,X,O,X,O,O,X,X
SILOZJT,X,X,X,O,X,X,X,O,X,X,X,X,X
SIJTLZO,O,X,X,O,O,X,X,X,O,X,X,X,X
SIJTLOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SIJTZLO,X,O,O,O,O,X,X,X,O,O,X,O,O
SIJTZOL,O,O,O,O,O,X,X,X,O,O,X,O,X
SIJTOLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
SIJTOZL,O,O,X,O,O,X,X,X,O,X,X,O,X
SIJLTZO,O,X,X,O,O,X,X,O,O,X,X,X,X
SIJLTOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
SIJLZTO,O,X,X,O,O,X,X,O,O,X,X,X,X
SIJLZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
SIJLOTZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SIJLOZT,O,O,X,X,O,X,X,O,X,X,X,X,X
SIJZTLO,X,O,O,O,O,X,X,X,O,O,X,O,O
SIJZTOL,O,O,O,O,O,X,X,X,O,O,X,O,X
SIJZLTO,O,X,O,O,O,X,X,X,O,X,X,X,X
SIJZLOT,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJZOTL,O,O,O,O,O,X,X,X,O,X,X,X,X
SIJZOLT,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
SIJOTZL,O,O,X,O,O,X,X,X,O,O,O,X,X
SIJOLTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
SIJOLZT,O,O,X,O,O,X,X,O,X,X,X,X,X
SIJOZTL,O,O,X,O,O,X,X,X,O,O,X,X,X
SIJOZLT,O,O,X,O,O,X,X,X,X,X,X,X,X
SIZTLJO,X,X,X,X,X,X,O,X,O,O,X,O,X
SIZTLOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
SIZTJLO,X,O,O,O,X,X,X,X,O,O,X,O,X
SIZTJOL,X,O,O,O,X,X,X,X,O,O,X,O,X
SIZTOLJ,X,X,X,X,X,X,X,X,O,O,X,O,X
SIZTOJL,O,O,O,X,X,X,X,X,O,O,X,O,X
SIZLTJO,X,X,X,X,X,X,O,X,O,O,X,O,X
SIZLTOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
SIZLJTO,O,X,O,O,X,X,X,O,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,O,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,O,X,O,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,X,O,O,O,X,X,X,X,O,O,X,O,X
SIZJTOL,O,O,O,O,X,X,X,X,O,O,X,O,X
SIZJLTO,O,X,O,O,X,X,X,X,O,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,O,O,O,X,X,X,X,O,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,O,O,O,O,X
SIZOTJL,O,O,O,O,X,X,X,X,O,O,O,O,X
SIZOLTJ,X,X,X,X,X,O,X,O,X,O,X,X,X
SIZOLJT,X,X,O,O,X,X,X,O,X,X,X,X,X
SIZOJTL,O,O,O,O,X,X,X,X,X,O,X,X,X
SIZOJLT,O,O,O,O,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
SIOTLZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
SIOTJLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,O,O,X,X,X,X,O,O,O,X
SIOTZLJ,X,X,X,X,O,X,X,X,O,O,O,O,X
SIOTZJL,O,O,O,O,X,X,X,X,O,O,O,O,X
