sequence,v115@7gB8GeC8HeF8DeG8AeD8Je06IvhF6gBxcB2kBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF0bBxcBzfBSmB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeK/IvhFGbBxcBUgBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jex7IvhFXdBifBzgB0fBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBFdBamB5mB3l?BTsB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBzbBCdB/nBxl?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhFxcBykBGhB/nB0g?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhF2gBCdB/nBUhBxk?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jei6IvhFzbB3fBUiBxlBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeF8IvhFXdBTfB0gBmfBxr?BCsB
JOZISTL,X,O,X,X,O,O,X,X,X,O
JOZISLT,X,O,X,O,O,O,X,X,X,X
JOZLTIS,O,O,X,X,O,X,X,X,X,X
JOZLTSI,O,O,X,X,X,X,X,X,X,X
JOZLITS,X,X,X,X,O,X,X,X,X,X
JOZLIST,O,O,X,O,O,X,X,X,X,X
JOZLSTI,O,O,X,O,X,X,X,X,X,X
JOZLSIT,O,O,X,O,O,O,X,X,X,X
JOZSTIL,O,O,X,X,O,X,X,X,X,O
JOZSTLI,O,O,X,X,X,X,X,X,X,O
JOZSITL,X,O,X,X,O,O,X,X,X,X
JOZSILT,O,O,X,O,O,O,X,X,X,X
JOZSLTI,O,O,X,O,X,X,X,X,X,X
JOZSLIT,O,O,X,O,O,O,X,X,X,X
STILJZO,O,O,O,X,O,O,O,O,O,X
STILJOZ,O,O,O,O,X,O,O,O,O,X
STILZJO,O,O,O,X,O,O,O,O,O,X
STILZOJ,X,O,O,X,X,O,O,O,O,O
STILOJZ,O,O,O,O,X,O,O,O,O,X
STILOZJ,O,O,O,O,X,O,O,O,O,X
STIJLZO,O,O,O,X,O,O,O,O,O,X
STIJLOZ,O,O,O,O,X,O,O,O,O,X
STIJZLO,O,O,X,X,O,O,O,O,O,X
STIJZOL,O,O,X,O,X,O,X,O,O,O
STIJOLZ,O,O,O,O,X,O,O,O,O,X
STIJOZL,O,O,X,O,X,O,X,O,O,X
STIZLJO,O,O,O,X,O,O,O,O,O,X
STIZLOJ,X,O,O,X,X,O,O,O,O,O
STIZJLO,O,O,X,X,O,O,O,O,O,X
STIZJOL,O,O,X,O,X,O,X,O,O,O
STIZOLJ,O,O,O,O,X,O,X,O,O,O
STIZOJL,O,O,X,X,X,O,X,O,O,O
STIOLJZ,O,O,O,O,X,O,O,O,O,X
STIOLZJ,O,O,O,O,X,O,O,O,O,X
STIOJLZ,O,O,O,O,X,O,O,O,O,X
STIOJZL,O,O,X,O,X,O,X,O,O,X
STIOZLJ,O,O,O,O,X,O,X,O,O,O
STIOZJL,O,O,X,X,X,O,X,O,O,O
STLIJZO,O,O,O,X,X,O,O,O,O,X
STLIJOZ,O,O,O,O,X,O,O,O,O,X
STLIZJO,O,O,O,X,X,O,O,O,O,X
STLIZOJ,X,O,O,X,X,O,O,O,O,O
STLIOJZ,O,O,O,O,X,O,O,O,O,X
STLIOZJ,O,O,O,O,X,O,O,O,O,X
STLJIZO,O,O,O,X,X,O,O,O,O,X
STLJIOZ,O,O,O,O,X,O,O,O,O,X
STLJZIO,O,O,O,X,X,O,O,X,X,X
STLJZOI,O,O,O,O,X,X,O,X,X,X
STLJOIZ,O,O,O,O,X,X,O,X,X,X
STLJOZI,O,O,O,O,X,X,O,X,X,X
STLZIJO,O,O,O,X,X,O,O,O,O,X
STLZIOJ,X,O,O,X,X,O,O,O,O,X
STLZJIO,O,O,O,X,X,O,O,X,X,X
STLZJOI,O,O,O,O,X,X,O,X,X,X
STLZOIJ,O,O,O,O,X,X,O,X,X,X
STLZOJI,O,O,O,O,X,X,O,X,X,O
STLOIJZ,O,O,O,O,X,O,O,O,O,X
STLOIZJ,O,O,O,O,X,O,O,O,O,X
STLOJIZ,O,O,O,O,X,X,O,X,X,X
STLOJZI,O,O,O,O,X,X,O,X,X,X
STLOZIJ,O,O,O,O,X,X,O,X,X,X
STLOZJI,O,O,O,O,X,X,O,X,X,X
STJILZO,O,O,O,X,O,O,O,O,O,X
STJILOZ,O,O,O,O,X,O,O,O,O,X
STJIZLO,O,O,X,X,O,O,O,O,O,X
STJIZOL,O,O,X,O,X,O,X,O,O,O
STJIOLZ,O,O,O,O,X,O,O,O,O,X
STJIOZL,O,O,X,O,X,O,X,O,O,X
STJLIZO,O,O,O,X,X,O,O,O,O,X
STJLIOZ,O,O,O,O,X,O,O,O,O,X
STJLZIO,O,O,O,X,X,O,O,X,X,X
STJLZOI,O,O,O,O,X,X,O,X,X,X
STJLOIZ,O,O,O,O,X,X,O,X,X,X
STJLOZI,O,O,O,O,X,X,O,X,X,X
STJZILO,O,O,X,X,O,O,O,X,X,X
STJZIOL,O,O,X,O,X,O,X,X,X,X
STJZLIO,O,O,X,X,X,O,O,X,X,X
STJZLOI,O,O,X,O,X,X,O,X,X,X
STJZOIL,O,O,X,O,O,X,X,X,X,O
STJZOLI,O,O,X,O,X,X,X,X,X,O
STJOILZ,O,O,O,O,O,X,O,X,X,X
STJOIZL,O,O,X,O,O,X,X,X,X,X
STJOLIZ,O,O,O,O,X,X,O,X,X,X
STJOLZI,O,O,O,O,X,X,O,X,X,X
STJOZIL,O,O,X,O,O,X,X,X,X,X
STJOZLI,O,O,X,O,X,X,X,X,X,X
STZILJO,O,O,O,X,O,O,O,O,O,X
STZILOJ,X,O,O,X,X,O,O,O,O,O
STZIJLO,O,O,X,X,O,O,O,O,O,X
STZIJOL,O,O,X,O,X,O,X,O,O,O
STZIOLJ,O,O,O,O,X,O,X,O,O,O
STZIOJL,O,O,X,X,X,O,X,O,O,O
STZLIJO,O,O,O,X,X,O,O,O,O,X
STZLIOJ,X,O,O,X,X,O,O,O,O,X
STZLJIO,O,O,O,X,X,O,O,X,X,X
STZLJOI,O,O,O,O,X,X,O,X,X,X
STZLOIJ,O,O,O,O,X,X,O,X,X,X
STZLOJI,O,O,O,O,X,X,O,X,X,O
STZJILO,O,O,X,X,O,O,O,X,X,X
STZJIOL,O,O,X,O,X,O,X,X,X,X
STZJLIO,O,O,X,X,X,O,O,X,X,X
STZJLOI,O,O,X,O,X,X,O,X,X,X
STZJOIL,O,O,X,O,O,X,X,X,X,O
STZJOLI,O,O,X,O,X,X,X,X,X,O
STZOILJ,O,O,O,O,O,X,X,X,X,X
STZOIJL,O,O,X,X,O,X,X,X,X,O
STZOLIJ,O,O,O,O,X,X,X,X,X,X
STZOLJI,O,O,O,O,X,X,X,X,X,O
STZOJIL,O,O,X,X,O,X,X,X,X,O
STZOJLI,O,O,X,X,X,X,X,X,X,O
STOILJZ,O,O,O,O,O,O,O,O,O,X
STOILZJ,O,O,O,O,O,O,O,O,O,X
STOIJLZ,O,O,O,O,O,O,O,O,O,X
STOIJZL,O,O,X,O,O,O,X,O,O,X
STOIZLJ,O,O,O,O,O,O,X,O,O,O
STOIZJL,O,O,X,X,O,O,X,O,O,O
STOLIJZ,O,O,O,O,X,O,O,O,O,X
STOLIZJ,O,O,O,O,X,O,O,O,O,X
STOLJIZ,O,O,O,O,X,X,O,X,X,X
STOLJZI,O,O,O,O,X,X,O,X,X,X
STOLZIJ,O,O,O,O,X,X,O,X,X,X
STOLZJI,O,O,O,O,X,X,O,X,X,X
STOJILZ,O,O,O,O,O,X,O,X,X,X
STOJIZL,O,O,X,O,O,X,X,X,X,X
STOJLIZ,O,O,O,O,X,X,O,X,X,X
STOJLZI,O,O,O,O,X,X,O,X,X,X
STOJZIL,O,O,X,O,O,X,X,X,X,X
STOJZLI,O,O,X,O,X,X,X,X,X,X
STOZILJ,O,O,O,O,O,X,X,X,X,X
STOZIJL,O,O,X,X,O,X,X,X,X,O
STOZLIJ,O,O,O,O,X,X,X,X,X,X
STOZLJI,O,O,O,O,X,X,X,X,X,O
STOZJIL,O,O,X,X,O,X,X,X,X,O
STOZJLI,O,O,X,X,X,X,X,X,X,O
SITLJZO,O,O,O,X,O,O,O,O,O,X
SITLJOZ,O,O,O,O,X,O,O,O,O,X
SITLZJO,O,O,O,X,O,O,O,O,O,X
SITLZOJ,X,O,O,X,X,O,O,O,O,O
SITLOJZ,O,O,O,O,X,O,O,O,O,X
SITLOZJ,O,O,O,O,X,O,O,O,O,X
SITJLZO,O,O,O,X,O,O,O,O,O,X
SITJLOZ,O,O,O,O,X,O,O,O,O,X
SITJZLO,O,O,X,X,O,O,O,O,O,X
SITJZOL,O,O,X,O,X,O,X,O,O,O
SITJOLZ,O,O,O,O,X,O,O,O,O,X
SITJOZL,O,O,X,O,X,O,X,O,O,X
SITZLJO,O,O,O,X,O,O,O,O,O,X
SITZLOJ,X,O,O,X,X,O,O,O,O,O
SITZJLO,O,O,X,X,O,O,O,O,O,X
SITZJOL,O,O,X,O,X,O,X,O,O,O
SITZOLJ,O,O,O,O,X,O,X,O,O,O
SITZOJL,O,O,X,X,X,O,X,O,O,O
SITOLJZ,O,O,O,O,X,O,O,O,O,X
SITOLZJ,O,O,O,O,X,O,O,O,O,X
SITOJLZ,O,O,O,O,X,O,O,O,O,X
SITOJZL,O,O,X,O,X,O,X,O,O,X
SITOZLJ,O,O,O,O,X,O,X,O,O,O
SITOZJL,O,O,X,X,X,O,X,O,O,O
SILTJZO,O,O,O,X,O,X,O,O,O,X
SILTJOZ,O,O,O,O,X,X,O,O,O,X
SILTZJO,O,O,O,X,O,O,O,O,O,X
SILTZOJ,X,O,O,X,X,O,O,O,O,O
SILTOJZ,O,O,O,O,X,X,O,O,O,X
SILTOZJ,O,O,O,O,X,O,O,O,O,X
SILJTZO,O,O,O,X,O,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X,O,X,X
SILJZTO,O,O,O,X,O,O,X,X,X,X
SILJZOT,O,O,O,X,X,O,X,O,O,X
SILJOTZ,X,O,X,O,X,X,X,O,X,X
SILJOZT,O,O,X,O,X,O,X,O,O,X
SILZTJO,X,O,O,X,O,O,X,X,X,X
SILZTOJ,X,O,O,X,X,O,X,X,O,O
SILZJTO,O,O,O,X,O,O,X,X,X,X
SILZJOT,O,O,O,X,X,O,X,O,O,X
SILZOTJ,X,O,X,X,X,O,X,X,O,O
SILZOJT,X,O,O,X,X,O,X,O,O,X
SILOTJZ,X,O,O,X,X,X,O,O,X,X
SILOTZJ,X,O,O,O,X,O,O,O,O,X
SILOJTZ,X,O,X,O,X,X,X,O,X,X
SILOJZT,O,O,X,O,X,O,X,O,O,X
SILOZTJ,X,O,X,O,X,O,X,X,O,O
SILOZJT,X,O,O,O,X,O,X,O,O,X
SIJTLZO,O,O,O,X,O,X,O,O,X,X
SIJTLOZ,O,O,O,O,X,X,O,O,X,X
SIJTZLO,O,O,X,X,O,X,O,O,X,X
SIJTZOL,O,O,X,O,X,X,X,O,X,O
SIJTOLZ,O,O,O,O,X,X,O,O,X,X
SIJTOZL,O,O,X,O,X,X,X,O,X,X
SIJLTZO,O,O,O,X,O,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,O,X,X
SIJLZTO,O,O,O,X,O,O,X,X,X,X
SIJLZOT,O,O,O,X,X,O,X,O,O,X
SIJLOTZ,X,O,X,O,X,X,X,O,X,X
SIJLOZT,O,O,X,O,X,O,X,O,O,X
SIJZTLO,O,O,X,X,O,O,X,X,X,X
SIJZTOL,O,O,X,X,X,O,X,X,X,O
SIJZLTO,O,O,X,X,O,O,X,X,X,X
SIJZLOT,O,O,X,X,X,O,X,O,O,X
SIJZOTL,X,O,X,X,X,O,X,X,X,O
SIJZOLT,O,O,X,O,X,O,X,O,O,X
SIJOTLZ,O,O,X,O,X,X,X,O,X,X
SIJOTZL,O,O,X,X,X,X,X,O,X,X
SIJOLTZ,X,O,X,O,X,X,X,O,X,X
SIJOLZT,O,O,X,O,X,O,X,O,O,X
SIJOZTL,X,O,X,X,X,O,X,X,X,O
SIJOZLT,O,O,X,O,X,O,X,O,O,X
SIZTLJO,O,O,O,X,O,O,O,O,X,X
SIZTLOJ,X,O,O,X,X,O,O,O,O,O
SIZTJLO,O,O,X,X,O,O,O,O,X,X
SIZTJOL,O,O,X,O,X,O,X,O,X,O
SIZTOLJ,O,O,O,O,X,O,X,O,O,O
SIZTOJL,O,O,X,X,X,O,X,O,X,O
SIZLTJO,X,O,O,X,O,O,X,X,X,O
SIZLTOJ,X,O,O,X,X,O,X,X,O,O
SIZLJTO,O,O,O,X,O,O,X,X,X,O
SIZLJOT,O,O,O,X,X,O,X,O,O,O
SIZLOTJ,X,O,X,X,X,O,X,X,O,O
SIZLOJT,X,O,O,X,X,O,X,O,O,O
SIZJTLO,O,O,X,X,O,O,X,X,X,X
SIZJTOL,O,O,X,X,X,O,X,X,X,O
SIZJLTO,O,O,X,X,O,O,X,X,X,X
SIZJLOT,O,O,X,X,X,O,X,O,O,X
SIZJOTL,X,O,X,X,X,O,X,X,X,O
SIZJOLT,O,O,X,O,X,O,X,O,O,X
SIZOTLJ,X,X,X,X,X,O,X,O,O,O
SIZOTJL,X,O,X,X,X,O,X,O,X,O
SIZOLTJ,X,O,X,O,X,O,X,X,O,O
SIZOLJT,X,O,X,O,X,O,X,O,O,O
SIZOJTL,X,O,X,X,X,O,X,X,X,O
SIZOJLT,X,O,X,X,X,O,X,O,O,X
SIOTLJZ,O,O,O,O,X,X,O,O,X,X
SIOTLZJ,O,O,O,O,X,O,O,O,O,X
SIOTJLZ,O,O,O,O,X,X,O,O,X,X
SIOTJZL,O,O,X,O,X,X,X,O,X,X
SIOTZLJ,O,O,O,O,X,O,X,O,O,O
SIOTZJL,O,O,X,X,X,O,X,O,X,O
SIOLTJZ,X,O,O,X,X,X,X,O,X,X
SIOLTZJ,X,O,O,O,X,O,X,O,O,X
SIOLJTZ,X,O,X,O,X,X,X,O,X,X
SIOLJZT,O,O,X,O,X,O,X,O,O,X
SIOLZTJ,X,O,X,O,X,O,X,X,O,O
SIOLZJT,X,O,O,O,X,O,X,O,O,X
SIOJTLZ,O,O,X,O,X,X,X,O,X,X
SIOJTZL,O,O,X,X,X,X,X,O,X,X
SIOJLTZ,X,O,X,O,X,X,X,O,X,X
SIOJLZT,O,O,X,O,X,O,X,O,O,X
SIOJZTL,X,O,X,X,X,O,X,X,X,O
SIOJZLT,O,O,X,O,X,O,X,O,O,X
SIOZTLJ,X,X,X,X,X,O,X,O,O,O
SIOZTJL,X,O,X,X,X,O,X,O,X,O
SIOZLTJ,X,O,X,O,X,O,X,X,O,O
SIOZLJT,X,O,X,O,X,O,X,O,O,O
SIOZJTL,X,O,X,X,X,O,X,X,X,O
SIOZJLT,X,O,X,X,X,O,X,O,O,X
SLTIJZO,O,O,O,X,X,O,O,O,O,X
SLTIJOZ,O,O,O,O,X,O,O,O,O,X
SLTIZJO,O,O,O,X,X,O,O,O,O,X
SLTIZOJ,X,O,O,X,X,O,O,O,O,O
SLTIOJZ,O,O,O,O,X,O,O,O,O,X
SLTIOZJ,O,O,O,O,X,O,O,O,O,X
SLTJIZO,O,O,O,X,X,O,O,O,O,X
SLTJIOZ,O,O,O,O,X,O,O,O,O,X
SLTJZIO,O,O,O,X,X,O,O,X,X,X
SLTJZOI,O,O,O,O,X,X,O,X,X,X
SLTJOIZ,O,O,O,O,X,X,O,X,X,X
SLTJOZI,O,O,O,O,X,X,O,X,X,X
SLTZIJO,O,O,O,X,X,O,O,O,O,X
SLTZIOJ,X,O,O,X,X,O,O,O,O,X
SLTZJIO,O,O,O,X,X,O,O,X,X,X
SLTZJOI,O,O,O,O,X,X,O,X,X,X
SLTZOIJ,O,O,O,O,X,X,O,X,X,X
SLTZOJI,O,O,O,O,X,X,O,X,X,O
SLTOIJZ,O,O,O,O,X,O,O,O,O,X
SLTOIZJ,O,O,O,O,X,O,O,O,O,X
SLTOJIZ,O,O,O,O,X,X,O,X,X,X
SLTOJZI,O,O,O,O,X,X,O,X,X,X
SLTOZIJ,O,O,O,O,X,X,O,X,X,X
SLTOZJI,O,O,O,O,X,X,O,X,X,X
SLITJZO,O,O,O,X,O,X,O,O,O,X
SLITJOZ,O,O,O,O,X,X,O,O,O,X
SLITZJO,O,O,O,X,O,O,O,O,O,X
SLITZOJ,X,O,O,X,X,O,O,O,O,O
SLITOJZ,O,O,O,O,X,X,O,O,O,X
SLITOZJ,O,O,O,O,X,O,O,O,O,X
SLIJTZO,O,O,O,X,O,X,X,X,X,X
SLIJTOZ,O,O,O,X,X,X,X,O,X,X
SLIJZTO,O,O,O,X,O,O,X,X,X,X
SLIJZOT,O,O,O,X,X,O,X,O,O,X
SLIJOTZ,X,O,X,O,X,X,X,O,X,X
SLIJOZT,O,O,X,O,X,O,X,O,O,X
SLIZTJO,X,O,O,X,O,O,X,X,X,X
SLIZTOJ,X,O,O,X,X,O,X,X,O,O
SLIZJTO,O,O,O,X,O,O,X,X,X,X
SLIZJOT,O,O,O,X,X,O,X,O,O,X
SLIZOTJ,X,O,X,X,X,O,X,X,O,O
SLIZOJT,X,O,O,X,X,O,X,O,O,X
SLIOTJZ,X,O,O,X,X,X,O,O,X,X
SLIOTZJ,X,O,O,O,X,O,O,O,O,X
SLIOJTZ,X,O,X,O,X,X,X,O,X,X
SLIOJZT,O,O,X,O,X,O,X,O,O,X
SLIOZTJ,X,O,X,O,X,O,X,X,O,O
SLIOZJT,X,O,O,O,X,O,X,O,O,X
SLJTIZO,O,O,O,X,X,X,O,X,O,X
SLJTIOZ,O,O,O,O,X,X,O,X,O,X
SLJTZIO,O,O,O,X,X,O,O,X,X,X
SLJTZOI,O,O,O,O,X,X,O,X,X,X
SLJTOIZ,O,O,O,O,X,X,O,X,X,X
SLJTOZI,O,O,O,O,X,X,O,X,X,X
SLJITZO,O,O,O,X,O,X,X,X,X,X
SLJITOZ,O,O,O,X,X,X,X,O,X,X
SLJIZTO,O,O,O,X,O,O,X,X,X,X
SLJIZOT,O,O,O,X,X,O,X,O,O,X
SLJIOTZ,X,O,X,O,X,X,X,O,X,X
SLJIOZT,O,O,X,O,X,O,X,O,O,X
SLJZTIO,O,O,O,X,X,O,X,X,X,X
SLJZTOI,O,X,O,X,X,X,X,X,X,X
SLJZITO,O,O,O,X,O,O,X,X,X,X
SLJZIOT,O,O,O,X,X,O,X,X,X,X
SLJZOTI,O,O,O,O,X,X,X,X,X,X
SLJZOIT,O,O,O,O,O,O,X,X,X,X
SLJOTIZ,O,O,X,O,X,X,O,X,X,X
SLJOTZI,O,O,X,O,X,X,O,X,X,X
SLJOITZ,X,O,X,O,O,X,X,X,X,X
SLJOIZT,O,O,X,O,O,X,X,X,X,X
SLJOZTI,O,O,X,O,X,X,X,X,X,X
SLJOZIT,O,O,X,O,O,O,X,X,X,X
SLZTIJO,O,O,O,X,X,O,O,X,O,X
SLZTIOJ,X,O,O,X,X,O,O,X,O,X
SLZTJIO,O,O,O,X,X,O,O,X,X,X
SLZTJOI,O,X,O,O,X,X,O,X,X,X
SLZTOIJ,O,O,O,O,X,X,O,X,X,X
SLZTOJI,O,O,O,O,X,X,O,X,X,O
SLZITJO,X,O,O,X,O,O,X,X,X,X
SLZITOJ,X,O,O,X,X,O,X,X,O,X
SLZIJTO,O,O,O,X,O,O,X,X,X,X
SLZIJOT,O,O,O,X,X,O,X,O,O,X
SLZIOTJ,X,O,X,X,X,O,X,X,O,X
SLZIOJT,X,O,O,X,X,O,X,O,O,X
SLZJTIO,O,O,O,X,X,O,X,X,X,X
SLZJTOI,O,X,O,X,X,X,X,X,X,X
SLZJITO,O,O,O,X,O,O,X,X,X,X
SLZJIOT,O,O,O,X,X,O,X,X,X,X
SLZJOTI,O,O,O,O,X,X,X,X,X,X
SLZJOIT,O,O,O,O,O,O,X,X,X,X
SLZOTIJ,X,O,O,O,X,X,O,X,X,X
SLZOTJI,X,O,O,O,X,X,O,X,X,O
SLZOITJ,X,O,X,O,O,O,X,X,X,X
SLZOIJT,X,O,O,O,O,O,X,X,X,X
SLZOJTI,X,O,O,O,X,X,X,X,X,X
SLZOJIT,X,O,O,O,O,O,X,X,X,X
SLOTIJZ,O,O,O,O,X,X,O,X,O,X
SLOTIZJ,O,O,O,O,X,X,O,X,O,X
SLOTJIZ,O,O,O,O,X,X,O,X,X,X
SLOTJZI,O,O,O,O,X,X,O,X,X,X
SLOTZIJ,O,O,O,O,X,X,O,X,X,X
SLOTZJI,O,O,O,O,X,X,O,X,X,X
SLOITJZ,X,O,O,X,O,X,O,O,X,X
SLOITZJ,X,O,O,O,O,O,O,X,O,X
SLOIJTZ,X,O,X,O,O,X,X,O,X,X
SLOIJZT,O,O,X,O,O,O,X,O,O,X
SLOIZTJ,X,O,X,O,O,O,X,X,O,O
SLOIZJT,X,O,O,O,O,O,X,O,O,X
SLOJTIZ,O,O,X,O,X,X,O,X,X,X
SLOJTZI,O,O,X,O,X,X,O,X,X,X
SLOJITZ,X,O,X,O,O,X,X,X,X,X
SLOJIZT,O,O,X,O,O,X,X,X,X,X
SLOJZTI,O,O,X,O,X,X,X,X,X,X
SLOJZIT,O,O,X,O,O,O,X,X,X,X
SLOZTIJ,X,O,O,O,X,X,O,X,X,X
SLOZTJI,X,O,O,O,X,X,O,X,X,O
SLOZITJ,X,O,X,O,O,O,X,X,X,X
SLOZIJT,X,O,O,O,O,O,X,X,X,X
SLOZJTI,X,O,O,O,X,X,X,X,X,X
SLOZJIT,X,O,O,O,O,O,X,X,X,X
SJTILZO,O,O,O,X,O,O,O,O,O,X
SJTILOZ,O,O,O,O,X,O,O,O,O,X
SJTIZLO,O,O,X,X,O,O,O,O,O,X
SJTIZOL,O,O,X,O,X,O,X,O,O,O
SJTIOLZ,O,O,O,O,X,O,O,O,O,X
SJTIOZL,O,O,X,O,X,O,X,O,O,X
SJTLIZO,O,O,O,X,X,O,O,O,O,X
SJTLIOZ,O,O,O,O,X,O,O,O,O,X
SJTLZIO,O,O,O,X,X,O,O,X,X,X
SJTLZOI,O,O,O,O,X,X,O,X,X,X
SJTLOIZ,O,O,O,O,X,X,O,X,X,X
SJTLOZI,O,O,O,O,X,X,O,X,X,X
SJTZILO,O,O,X,X,O,O,O,X,X,X
SJTZIOL,O,O,X,O,X,O,X,X,X,X
SJTZLIO,O,O,X,X,X,O,O,X,X,X
SJTZLOI,O,O,X,O,X,X,O,X,X,X
SJTZOIL,O,O,X,O,O,X,X,X,X,O
SJTZOLI,O,O,X,O,X,X,X,X,X,O
SJTOILZ,O,O,O,O,O,X,O,X,X,X
SJTOIZL,O,O,X,O,O,X,X,X,X,X
SJTOLIZ,O,O,O,O,X,X,O,X,X,X
SJTOLZI,O,O,O,O,X,X,O,X,X,X
SJTOZIL,O,O,X,O,O,X,X,X,X,X
SJTOZLI,O,O,X,O,X,X,X,X,X,X
SJITLZO,O,O,O,X,O,X,O,O,X,X
SJITLOZ,O,O,O,O,X,X,O,O,X,X
SJITZLO,O,O,X,X,O,X,O,O,X,X
SJITZOL,O,O,X,O,X,X,X,O,X,O
SJITOLZ,O,O,O,O,X,X,O,O,X,X
SJITOZL,O,O,X,O,X,X,X,O,X,X
SJILTZO,O,O,O,X,O,X,X,X,X,X
SJILTOZ,O,O,O,X,X,X,X,O,X,X
SJILZTO,O,O,O,X,O,O,X,X,X,X
SJILZOT,O,O,O,X,X,O,X,O,O,X
SJILOTZ,X,O,X,O,X,X,X,O,X,X
SJILOZT,O,O,X,O,X,O,X,O,O,X
SJIZTLO,O,O,X,X,O,O,X,X,X,X
SJIZTOL,O,O,X,X,X,O,X,X,X,O
SJIZLTO,O,O,X,X,O,O,X,X,X,X
SJIZLOT,O,O,X,X,X,O,X,O,O,X
SJIZOTL,X,O,X,X,X,O,X,X,X,O
SJIZOLT,O,O,X,O,X,O,X,O,O,X
SJIOTLZ,O,O,X,O,X,X,X,O,X,X
SJIOTZL,O,O,X,X,X,X,X,O,X,X
SJIOLTZ,X,O,X,O,X,X,X,O,X,X
SJIOLZT,O,O,X,O,X,O,X,O,O,X
SJIOZTL,X,O,X,X,X,O,X,X,X,O
SJIOZLT,O,O,X,O,X,O,X,O,O,X
SJLTIZO,O,O,O,X,X,X,O,X,O,X
SJLTIOZ,O,O,O,O,X,X,O,X,O,X
SJLTZIO,O,O,O,X,X,O,O,X,X,X
SJLTZOI,O,O,O,O,X,X,O,X,X,X
SJLTOIZ,O,O,O,O,X,X,O,X,X,X
SJLTOZI,O,O,O,O,X,X,O,X,X,X
SJLITZO,O,O,O,X,O,X,X,X,X,X
SJLITOZ,O,O,O,X,X,X,X,O,X,X
SJLIZTO,O,O,O,X,O,O,X,X,X,X
SJLIZOT,O,O,O,X,X,O,X,O,O,X
SJLIOTZ,X,O,X,O,X,X,X,O,X,X
SJLIOZT,O,O,X,O,X,O,X,O,O,X
SJLZTIO,O,O,O,X,X,O,X,X,X,X
SJLZTOI,O,X,O,X,X,X,X,X,X,X
SJLZITO,O,O,O,X,O,O,X,X,X,X
SJLZIOT,O,O,O,X,X,O,X,X,X,X
SJLZOTI,O,O,O,O,X,X,X,X,X,X
SJLZOIT,O,O,O,O,O,O,X,X,X,X
SJLOTIZ,O,O,X,O,X,X,O,X,X,X
SJLOTZI,O,O,X,O,X,X,O,X,X,X
SJLOITZ,X,O,X,O,O,X,X,X,X,X
SJLOIZT,O,O,X,O,O,X,X,X,X,X
SJLOZTI,O,O,X,O,X,X,X,X,X,X
SJLOZIT,O,O,X,O,O,O,X,X,X,X
SJZTILO,O,O,X,X,O,O,X,X,X,X
SJZTIOL,O,O,X,X,X,O,X,X,X,X
SJZTLIO,O,O,X,X,X,O,X,X,X,X
SJZTLOI,O,O,X,X,X,X,X,X,X,X
SJZTOIL,O,O,X,X,O,X,X,X,X,O
SJZTOLI,O,O,X,X,X,X,X,X,X,O
SJZITLO,O,O,X,X,O,O,X,X,X,X
SJZITOL,O,O,X,X,X,O,X,X,X,X
SJZILTO,O,O,X,X,O,O,X,X,X,X
SJZILOT,O,O,X,X,X,O,X,X,X,X
SJZIOTL,X,O,X,X,X,O,X,X,X,X
SJZIOLT,O,O,X,O,X,O,X,X,X,X
SJZLTIO,O,O,X,X,X,O,X,X,X,X
SJZLTOI,O,X,X,X,X,X,X,X,X,X
SJZLITO,O,O,X,X,O,O,X,X,X,X
SJZLIOT,O,O,X,X,X,O,X,X,X,X
SJZLOTI,O,X,X,O,X,X,X,X,X,X
SJZLOIT,O,O,X,O,O,O,X,X,X,X
SJZOTIL,O,O,X,X,O,X,X,X,X,O
SJZOTLI,O,O,X,X,X,X,X,X,X,O
SJZOITL,X,O,X,X,O,O,X,X,X,X
SJZOILT,O,O,X,O,O,O,X,X,X,X
SJZOLTI,O,O,X,O,X,X,X,X,X,X
SJZOLIT,O,O,X,O,O,O,X,X,X,X
SJOTILZ,O,O,X,O,O,X,X,X,X,X
SJOTIZL,O,O,X,X,O,X,X,X,X,X
SJOTLIZ,O,O,X,O,X,X,X,X,X,X
SJOTLZI,O,O,X,O,X,X,X,X,X,X
SJOTZIL,O,O,X,X,O,X,X,X,X,X
SJOTZLI,O,O,X,X,X,X,X,X,X,X
SJOITLZ,O,O,X,O,O,X,X,X,X,X
SJOITZL,O,O,X,X,O,X,X,X,X,X
SJOILTZ,X,O,X,O,O,X,X,X,X,X
SJOILZT,O,O,X,O,O,X,X,X,X,X
SJOIZTL,X,O,X,X,O,X,X,X,X,O
SJOIZLT,O,O,X,O,O,X,X,X,X,X
SJOLTIZ,O,O,X,O,X,X,X,X,X,X
SJOLTZI,O,O,X,O,X,X,X,X,X,X
