sequence,v115@5gB8HeB8GeE8DeF8CeG8JeNAJvhFGcBTeBZkB8lBfq?B6pB,v115@5gB8HeB8GeE8DeF8CeG8Je//IvhFRbBchBTeB6lBNp?BeqB,v115@5gB8HeB8GeE8DeF8CeG8Je2/IvhFRbBchBTeB9lBKp?BfqB,v115@5gB8HeB8GeE8DeF8CeG8JeR7IvhFchBTeB6lBOpBdq?B/pB,v115@5gB8HeB8GeE8DeF8CeG8Je06IvhFShBTeBxpBNpBml?BXqB,v115@5gB8HeB8GeE8DeF8CeG8JeO/IvhFxbBTeBXhBcpBNq?BCqB,v115@5gB8HeB8GeE8DeF8CeG8JedAJvhFCcBTeBZkBXhBWq?B0pB
ZTOILJS,X,X,X,O,X,X,X
ZTOILSJ,X,X,O,X,X,X,X
ZTOIJLS,X,O,X,O,X,X,X
ZTOIJSL,O,O,X,X,X,O,X
ZTOISLJ,O,O,X,X,X,O,X
ZTOISJL,O,O,X,X,X,O,X
ZTOLIJS,X,X,X,O,X,X,X
ZTOLISJ,X,X,O,X,X,X,X
ZTOLJIS,X,O,X,O,X,X,X
ZTOLJSI,O,O,O,O,X,O,X
ZTOLSIJ,O,O,O,X,X,O,X
ZTOLSJI,O,O,O,O,X,O,X
ZTOJILS,X,O,X,O,X,X,X
ZTOJISL,O,O,X,X,X,O,X
ZTOJLIS,X,O,X,O,X,X,X
ZTOJLSI,O,O,O,O,X,O,X
ZTOJSIL,O,O,X,X,X,O,X
ZTOJSLI,O,O,X,O,X,O,X
ZTOSILJ,O,O,X,X,X,O,X
ZTOSIJL,O,O,X,X,X,O,X
ZTOSLIJ,O,O,O,X,X,O,X
ZTOSLJI,O,O,O,O,X,O,X
ZTOSJIL,O,O,X,X,X,O,X
ZTOSJLI,O,O,X,O,X,O,X
ZITLJSO,X,X,X,O,X,X,X
ZITLJOS,X,X,X,O,O,X,X
ZITLSJO,X,X,O,X,O,X,X
ZITLSOJ,X,X,O,X,O,X,X
ZITLOJS,X,X,X,O,O,X,X
ZITLOSJ,X,X,O,X,O,X,X
ZITJLSO,X,O,X,O,X,X,X
ZITJLOS,X,O,X,O,O,X,X
ZITJSLO,O,O,X,X,X,O,X
ZITJSOL,O,O,X,X,X,O,X
ZITJOLS,X,O,X,O,O,X,X
ZITJOSL,O,O,X,X,X,O,X
ZITSLJO,O,X,X,X,O,O,X
ZITSLOJ,O,O,X,X,O,O,X
ZITSJLO,O,O,X,X,O,O,X
ZITSJOL,O,O,X,X,O,O,X
ZITSOLJ,O,O,X,X,O,O,X
ZITSOJL,O,O,X,X,O,O,X
ZITOLJS,X,X,X,O,O,X,X
ZITOLSJ,X,X,O,X,O,X,X
ZITOJLS,X,O,X,O,O,X,X
ZITOJSL,O,O,X,X,X,O,X
ZITOSLJ,O,O,X,X,O,O,X
ZITOSJL,O,O,X,X,O,O,X
ZILTJSO,X,X,X,O,X,X,X
ZILTJOS,X,X,X,O,O,X,X
ZILTSJO,X,X,O,X,O,X,X
ZILTSOJ,X,X,O,X,O,X,X
ZILTOJS,X,X,X,O,O,X,X
ZILTOSJ,X,X,O,X,O,X,X
ZILJTSO,X,O,X,X,X,X,X
ZILJTOS,X,O,X,X,X,X,X
ZILJSTO,O,X,X,X,X,X,X
ZILJSOT,O,X,X,X,X,X,X
ZILJOTS,X,O,X,X,X,X,X
ZILJOST,O,X,X,X,X,X,X
ZILSTJO,O,X,O,X,O,X,X
ZILSTOJ,O,X,O,X,O,X,X
ZILSJTO,O,X,X,X,X,X,X
ZILSJOT,O,X,X,X,X,X,X
ZILSOTJ,O,X,O,X,O,X,X
ZILSOJT,O,X,X,X,X,X,X
ZILOTJS,X,X,X,O,O,X,X
ZILOTSJ,X,X,O,X,O,X,X
ZILOJTS,X,O,X,X,X,X,X
ZILOJST,O,X,X,X,X,X,X
ZILOSTJ,O,X,O,X,O,X,X
ZILOSJT,O,X,X,X,X,X,X
ZIJTLSO,X,O,X,O,X,X,X
ZIJTLOS,X,O,X,O,X,X,X
ZIJTSLO,O,O,X,X,X,O,O
ZIJTSOL,O,O,X,X,X,O,O
ZIJTOLS,X,O,X,O,X,X,X
ZIJTOSL,O,O,X,X,X,O,O
ZIJLTSO,X,O,X,X,X,X,X
ZIJLTOS,X,O,X,X,X,X,X
ZIJLSTO,O,X,X,X,X,X,X
ZIJLSOT,O,X,X,X,X,X,X
ZIJLOTS,X,O,X,X,X,X,X
ZIJLOST,O,X,X,X,X,X,X
ZIJSTLO,O,X,X,X,X,X,O
ZIJSTOL,O,X,X,X,X,X,O
ZIJSLTO,O,X,X,X,X,X,O
ZIJSLOT,O,X,X,X,X,X,O
ZIJSOTL,O,X,X,X,X,X,O
ZIJSOLT,O,X,X,X,X,X,O
ZIJOTLS,X,O,X,O,X,X,X
ZIJOTSL,O,O,X,X,X,O,O
ZIJOLTS,X,O,X,X,X,X,X
ZIJOLST,O,X,X,X,X,X,X
ZIJOSTL,O,X,X,X,X,X,O
ZIJOSLT,O,X,X,X,X,X,O
ZISTLJO,O,X,X,X,O,O,X
ZISTLOJ,O,X,X,X,O,O,X
ZISTJLO,O,X,X,X,O,O,X
ZISTJOL,O,X,X,X,O,O,X
ZISTOLJ,O,X,X,X,O,O,X
ZISTOJL,O,X,X,X,O,O,X
ZISLTJO,O,X,X,X,O,O,X
ZISLTOJ,O,X,X,X,O,O,X
ZISLJTO,O,X,X,X,X,X,O
ZISLJOT,O,X,X,X,X,X,O
ZISLOTJ,O,X,X,X,O,O,X
ZISLOJT,O,X,X,X,X,X,O
ZISJTLO,O,X,X,X,X,O,O
ZISJTOL,O,X,X,X,X,O,O
ZISJLTO,O,X,X,X,X,X,O
ZISJLOT,O,X,X,X,X,X,O
ZISJOTL,O,X,X,X,X,O,O
ZISJOLT,O,X,X,X,X,X,O
ZISOTLJ,O,X,X,X,O,O,X
ZISOTJL,O,X,X,X,O,O,X
ZISOLTJ,O,X,X,X,O,O,X
ZISOLJT,O,X,X,X,X,X,O
ZISOJTL,O,X,X,X,X,O,O
ZISOJLT,O,X,X,X,X,X,O
ZIOTLJS,X,X,X,O,O,X,X
ZIOTLSJ,X,X,O,X,O,X,X
ZIOTJLS,X,O,X,O,O,X,X
ZIOTJSL,O,O,X,X,X,O,X
ZIOTSLJ,O,O,X,X,O,O,X
ZIOTSJL,O,O,X,X,O,O,X
ZIOLTJS,X,X,X,O,O,X,X
ZIOLTSJ,X,X,O,X,O,X,X
ZIOLJTS,X,O,X,X,X,X,X
ZIOLJST,O,X,X,X,X,X,X
ZIOLSTJ,O,X,O,X,O,X,X
ZIOLSJT,O,X,X,X,X,X,X
ZIOJTLS,X,O,X,O,X,X,X
ZIOJTSL,O,O,X,X,X,O,O
ZIOJLTS,X,O,X,X,X,X,X
ZIOJLST,O,X,X,X,X,X,X
ZIOJSTL,O,X,X,X,X,X,O
ZIOJSLT,O,X,X,X,X,X,O
ZIOSTLJ,O,X,X,X,O,O,X
ZIOSTJL,O,X,X,X,O,O,X
ZIOSLTJ,O,X,X,X,O,O,X
ZIOSLJT,O,X,X,X,X,X,O
ZIOSJTL,O,X,X,X,X,O,O
ZIOSJLT,O,X,X,X,X,X,O
ZLTIJSO,X,X,X,O,X,X,X
ZLTIJOS,X,X,X,O,X,X,X
ZLTISJO,X,X,O,X,X,X,X
ZLTISOJ,X,X,O,X,X,X,X
ZLTIOJS,X,X,X,O,X,X,X
ZLTIOSJ,X,X,O,X,X,X,X
ZLTJISO,X,O,X,O,X,X,X
ZLTJIOS,X,O,X,O,X,X,X
ZLTJSIO,O,O,O,O,X,O,X
ZLTJSOI,O,O,O,O,X,O,X
ZLTJOIS,X,O,X,O,X,X,X
ZLTJOSI,O,O,O,O,X,O,X
ZLTSIJO,O,X,O,X,X,O,X
ZLTSIOJ,O,O,O,X,X,O,X
ZLTSJIO,O,O,O,O,X,O,X
ZLTSJOI,O,O,O,O,X,O,X
ZLTSOIJ,O,O,O,X,X,O,X
ZLTSOJI,O,O,O,O,X,O,X
ZLTOIJS,X,X,X,O,X,X,X
ZLTOISJ,X,X,O,X,X,X,X
ZLTOJIS,X,O,X,O,X,X,X
ZLTOJSI,O,O,O,O,X,O,X
ZLTOSIJ,O,O,O,X,X,O,X
ZLTOSJI,O,O,O,O,X,O,X
ZLITJSO,X,X,X,O,X,X,X
ZLITJOS,X,X,X,O,O,X,X
ZLITSJO,X,X,O,X,O,X,X
ZLITSOJ,X,X,O,X,O,X,X
ZLITOJS,X,X,X,O,O,X,X
ZLITOSJ,X,X,O,X,O,X,X
ZLIJTSO,X,O,X,X,X,X,X
ZLIJTOS,X,O,X,X,X,X,X
ZLIJSTO,O,X,X,X,X,X,X
ZLIJSOT,O,X,X,X,X,X,X
ZLIJOTS,X,O,X,X,X,X,X
ZLIJOST,O,X,X,X,X,X,X
ZLISTJO,O,X,O,X,O,X,X
ZLISTOJ,O,X,O,X,O,X,X
ZLISJTO,O,X,X,X,X,X,X
ZLISJOT,O,X,X,X,X,X,X
ZLISOTJ,O,X,O,X,O,X,X
ZLISOJT,O,X,X,X,X,X,X
ZLIOTJS,X,X,X,O,O,X,X
ZLIOTSJ,X,X,O,X,O,X,X
ZLIOJTS,X,O,X,X,X,X,X
ZLIOJST,O,X,X,X,X,X,X
ZLIOSTJ,O,X,O,X,O,X,X
ZLIOSJT,O,X,X,X,X,X,X
ZLJTISO,X,O,X,O,X,X,X
ZLJTIOS,X,O,X,O,X,X,X
ZLJTSIO,O,O,O,O,X,O,X
ZLJTSOI,O,O,O,O,X,O,X
ZLJTOIS,X,O,X,O,X,X,X
ZLJTOSI,O,O,O,O,X,O,X
ZLJITSO,X,O,X,X,X,X,X
ZLJITOS,X,O,X,X,X,X,X
ZLJISTO,O,X,X,X,X,X,X
ZLJISOT,O,X,X,X,X,X,X
ZLJIOTS,X,O,X,X,X,X,X
ZLJIOST,O,X,X,X,X,X,X
ZLJSTIO,O,O,O,X,X,X,X
ZLJSTOI,O,O,O,X,X,X,X
ZLJSITO,O,X,X,X,X,X,X
ZLJSIOT,O,X,X,X,X,X,X
ZLJSOTI,O,O,O,X,X,X,X
ZLJSOIT,O,X,X,X,X,X,X
ZLJOTIS,X,O,X,O,X,X,X
ZLJOTSI,O,O,O,O,X,O,X
ZLJOITS,X,O,X,X,X,X,X
ZLJOIST,O,X,X,X,X,X,X
ZLJOSTI,O,O,O,X,X,X,X
ZLJOSIT,O,X,X,X,X,X,X
ZLSTIJO,O,X,O,X,X,X,X
ZLSTIOJ,O,X,O,X,X,X,X
ZLSTJIO,O,X,O,O,X,X,X
ZLSTJOI,O,X,O,O,X,X,X
ZLSTOIJ,O,X,O,X,X,X,X
ZLSTOJI,O,X,O,O,X,X,X
ZLSITJO,O,X,O,X,X,O,X
ZLSITOJ,O,X,O,X,X,O,X
ZLSIJTO,O,X,X,X,X,X,X
ZLSIJOT,O,X,X,X,X,X,X
ZLSIOTJ,O,X,O,X,X,O,X
ZLSIOJT,O,X,X,X,X,X,X
ZLSJTIO,O,O,O,X,X,X,X
ZLSJTOI,O,O,O,X,X,X,X
ZLSJITO,O,X,X,X,X,X,X
ZLSJIOT,O,X,X,X,X,X,X
ZLSJOTI,O,O,O,X,X,X,X
ZLSJOIT,O,X,X,X,X,X,X
ZLSOTIJ,O,X,O,X,X,X,X
ZLSOTJI,O,X,O,O,X,X,X
ZLSOITJ,O,X,O,X,X,O,X
ZLSOIJT,O,X,X,X,X,X,X
ZLSOJTI,O,O,O,X,X,X,X
ZLSOJIT,O,X,X,X,X,X,X
ZLOTIJS,X,X,X,O,X,X,X
ZLOTISJ,X,X,O,X,X,X,X
ZLOTJIS,X,O,X,O,X,X,X
ZLOTJSI,O,O,O,O,X,O,X
ZLOTSIJ,O,O,O,X,X,O,X
ZLOTSJI,O,O,O,O,X,O,X
ZLOITJS,X,X,X,O,O,X,X
ZLOITSJ,X,X,O,X,O,X,X
ZLOIJTS,X,O,X,X,X,X,X
ZLOIJST,O,X,X,X,X,X,X
ZLOISTJ,O,X,O,X,O,X,X
ZLOISJT,O,X,X,X,X,X,X
ZLOJTIS,X,O,X,O,X,X,X
ZLOJTSI,O,O,O,O,X,O,X
ZLOJITS,X,O,X,X,X,X,X
ZLOJIST,O,X,X,X,X,X,X
ZLOJSTI,O,O,O,X,X,X,X
ZLOJSIT,O,X,X,X,X,X,X
ZLOSTIJ,O,X,O,X,X,X,X
ZLOSTJI,O,X,O,O,X,X,X
ZLOSITJ,O,X,O,X,X,O,X
ZLOSIJT,O,X,X,X,X,X,X
ZLOSJTI,O,O,O,X,X,X,X
ZLOSJIT,O,X,X,X,X,X,X
ZJTILSO,X,O,X,O,X,X,X
ZJTILOS,X,O,X,O,X,X,X
ZJTISLO,O,O,X,X,X,O,O
ZJTISOL,O,O,X,X,X,O,O
ZJTIOLS,X,O,X,O,X,X,X
ZJTIOSL,O,O,X,X,X,O,O
ZJTLISO,X,O,X,O,X,X,X
ZJTLIOS,X,O,X,O,X,X,X
ZJTLSIO,O,O,O,O,X,O,X
ZJTLSOI,O,O,O,O,X,O,X
ZJTLOIS,X,O,X,O,X,X,X
ZJTLOSI,O,O,O,O,X,O,X
ZJTSILO,O,O,X,X,X,O,O
ZJTSIOL,O,O,X,X,X,O,O
ZJTSLIO,O,O,X,O,X,O,O
ZJTSLOI,O,O,X,O,X,O,O
ZJTSOIL,O,O,X,X,X,O,O
ZJTSOLI,O,O,X,O,X,O,O
ZJTOILS,X,O,X,O,X,X,X
ZJTOISL,O,O,X,X,X,O,O
ZJTOLIS,X,O,X,O,X,X,X
ZJTOLSI,O,O,O,O,X,O,X
ZJTOSIL,O,O,X,X,X,O,O
ZJTOSLI,O,O,X,O,X,O,O
ZJITLSO,X,O,X,O,X,X,X
ZJITLOS,X,O,X,O,X,X,X
ZJITSLO,O,O,X,X,X,O,O
ZJITSOL,O,O,X,X,X,O,O
ZJITOLS,X,O,X,O,X,X,X
ZJITOSL,O,O,X,X,X,O,O
ZJILTSO,X,O,X,X,X,X,X
ZJILTOS,X,O,X,X,X,X,X
ZJILSTO,O,X,X,X,X,X,X
ZJILSOT,O,X,X,X,X,X,X
ZJILOTS,X,O,X,X,X,X,X
ZJILOST,O,X,X,X,X,X,X
ZJISTLO,O,X,X,X,X,X,O
ZJISTOL,O,X,X,X,X,X,O
ZJISLTO,O,X,X,X,X,X,O
ZJISLOT,O,X,X,X,X,X,O
ZJISOTL,O,X,X,X,X,X,O
ZJISOLT,O,X,X,X,X,X,O
ZJIOTLS,X,O,X,O,X,X,X
ZJIOTSL,O,O,X,X,X,O,O
ZJIOLTS,X,O,X,X,X,X,X
ZJIOLST,O,X,X,X,X,X,X
ZJIOSTL,O,X,X,X,X,X,O
ZJIOSLT,O,X,X,X,X,X,O
ZJLTISO,X,O,X,O,X,X,X
ZJLTIOS,X,O,X,O,X,X,X
ZJLTSIO,O,O,O,O,X,O,X
ZJLTSOI,O,O,O,O,X,O,X
ZJLTOIS,X,O,X,O,X,X,X
ZJLTOSI,O,O,O,O,X,O,X
ZJLITSO,X,O,X,X,X,X,X
ZJLITOS,X,O,X,X,X,X,X
ZJLISTO,O,X,X,X,X,X,X
ZJLISOT,O,X,X,X,X,X,X
ZJLIOTS,X,O,X,X,X,X,X
ZJLIOST,O,X,X,X,X,X,X
ZJLSTIO,O,O,O,X,X,X,X
ZJLSTOI,O,O,O,X,X,X,X
ZJLSITO,O,X,X,X,X,X,X
ZJLSIOT,O,X,X,X,X,X,X
ZJLSOTI,O,O,O,X,X,X,X
ZJLSOIT,O,X,X,X,X,X,X
ZJLOTIS,X,O,X,O,X,X,X
ZJLOTSI,O,O,O,O,X,O,X
ZJLOITS,X,O,X,X,X,X,X
ZJLOIST,O,X,X,X,X,X,X
ZJLOSTI,O,O,O,X,X,X,X
ZJLOSIT,O,X,X,X,X,X,X
ZJSTILO,O,O,X,X,X,O,O
ZJSTIOL,O,O,X,X,X,O,O
ZJSTLIO,O,O,X,O,X,O,O
ZJSTLOI,O,O,X,O,X,O,O
ZJSTOIL,O,O,X,X,X,O,O
ZJSTOLI,O,O,X,O,X,O,O
ZJSITLO,O,X,X,X,X,O,O
ZJSITOL,O,X,X,X,X,O,O
ZJSILTO,O,X,X,X,X,X,O
ZJSILOT,O,X,X,X,X,X,O
ZJSIOTL,O,X,X,X,X,O,O
ZJSIOLT,O,X,X,X,X,X,O
ZJSLTIO,O,O,X,X,X,X,O
ZJSLTOI,O,O,X,X,X,X,O
ZJSLITO,O,X,X,X,X,X,O
ZJSLIOT,O,X,X,X,X,X,O
ZJSLOTI,O,O,X,X,X,X,O
ZJSLOIT,O,X,X,X,X,X,O
ZJSOTIL,O,O,X,X,X,O,O
ZJSOTLI,O,O,X,O,X,O,O
ZJSOITL,O,X,X,X,X,O,O
ZJSOILT,O,X,X,X,X,X,O
ZJSOLTI,O,O,X,X,X,X,O
ZJSOLIT,O,X,X,X,X,X,O
ZJOTILS,X,O,X,O,X,X,X
ZJOTISL,O,O,X,X,X,O,O
ZJOTLIS,X,O,X,O,X,X,X
ZJOTLSI,O,O,O,O,X,O,X
ZJOTSIL,O,O,X,X,X,O,O
ZJOTSLI,O,O,X,O,X,O,O
ZJOITLS,X,O,X,O,X,X,X
ZJOITSL,O,O,X,X,X,O,O
ZJOILTS,X,O,X,X,X,X,X
ZJOILST,O,X,X,X,X,X,X
ZJOISTL,O,X,X,X,X,X,O
ZJOISLT,O,X,X,X,X,X,O
ZJOLTIS,X,O,X,O,X,X,X
ZJOLTSI,O,O,O,O,X,O,X
ZJOLITS,X,O,X,X,X,X,X
ZJOLIST,O,X,X,X,X,X,X
ZJOLSTI,O,O,O,X,X,X,X
ZJOLSIT,O,X,X,X,X,X,X
ZJOSTIL,O,O,X,X,X,O,O
ZJOSTLI,O,O,X,O,X,O,O
ZJOSITL,O,X,X,X,X,O,O
ZJOSILT,O,X,X,X,X,X,O
ZJOSLTI,O,O,X,X,X,X,O
ZJOSLIT,O,X,X,X,X,X,O
ZSTILJO,O,X,X,X,X,O,X
ZSTILOJ,O,O,X,X,X,O,X
ZSTIJLO,O,O,X,X,X,O,X
ZSTIJOL,O,O,X,X,X,O,X
ZSTIOLJ,O,O,X,X,X,O,X
ZSTIOJL,O,O,X,X,X,O,X
ZSTLIJO,O,X,O,X,X,O,X
ZSTLIOJ,O,O,O,X,X,O,X
ZSTLJIO,O,O,O,O,X,O,X
ZSTLJOI,O,O,O,O,X,O,X
ZSTLOIJ,O,O,O,X,X,O,X
ZSTLOJI,O,O,O,O,X,O,X
ZSTJILO,O,O,X,X,X,O,X
ZSTJIOL,O,O,X,X,X,O,X
ZSTJLIO,O,O,X,O,X,O,X
ZSTJLOI,O,O,X,O,X,O,X
ZSTJOIL,O,O,X,X,X,O,X
ZSTJOLI,O,O,X,O,X,O,X
ZSTOILJ,O,O,X,X,X,O,X
ZSTOIJL,O,O,X,X,X,O,X
ZSTOLIJ,O,O,O,X,X,O,X
ZSTOLJI,O,O,O,O,X,O,X
ZSTOJIL,O,O,X,X,X,O,X
ZSTOJLI,O,O,X,O,X,O,X
ZSITLJO,O,X,X,X,X,O,X
ZSITLOJ,O,X,X,X,X,O,X
ZSITJLO,O,X,X,X,X,O,X
ZSITJOL,O,X,X,X,X,O,X
ZSITOLJ,O,X,X,X,X,O,X
ZSITOJL,O,X,X,X,X,O,X
ZSILTJO,O,X,X,X,X,O,X
ZSILTOJ,O,X,X,X,X,O,X
ZSILJTO,O,X,X,X,X,X,O
ZSILJOT,O,X,X,X,X,X,O
ZSILOTJ,O,X,X,X,X,O,X
ZSILOJT,O,X,X,X,X,X,O
ZSIJTLO,O,X,X,X,X,O,O
ZSIJTOL,O,X,X,X,X,O,O
ZSIJLTO,O,X,X,X,X,X,O
ZSIJLOT,O,X,X,X,X,X,O
ZSIJOTL,O,X,X,X,X,O,O
ZSIJOLT,O,X,X,X,X,X,O
ZSIOTLJ,O,X,X,X,X,O,X
ZSIOTJL,O,X,X,X,X,O,X
ZSIOLTJ,O,X,X,X,X,O,X
ZSIOLJT,O,X,X,X,X,X,O
ZSIOJTL,O,X,X,X,X,O,O
ZSIOJLT,O,X,X,X,X,X,O
ZSLTIJO,O,X,O,X,X,X,X
ZSLTIOJ,O,X,O,X,X,X,X
ZSLTJIO,O,X,O,O,X,X,X
ZSLTJOI,O,X,O,O,X,X,X
ZSLTOIJ,O,X,O,X,X,X,X
ZSLTOJI,O,X,O,O,X,X,X
ZSLITJO,O,X,O,X,X,O,X
ZSLITOJ,O,X,O,X,X,O,X
ZSLIJTO,O,X,X,X,X,X,O
ZSLIJOT,O,X,X,X,X,X,O
ZSLIOTJ,O,X,O,X,X,O,X
ZSLIOJT,O,X,X,X,X,X,O
ZSLJTIO,O,O,O,X,X,X,O
ZSLJTOI,O,O,O,X,X,X,O
ZSLJITO,O,X,X,X,X,X,O
ZSLJIOT,O,X,X,X,X,X,O
ZSLJOTI,O,O,O,X,X,X,O
ZSLJOIT,O,X,X,X,X,X,O
ZSLOTIJ,O,X,O,X,X,X,X
ZSLOTJI,O,X,O,O,X,X,X
ZSLOITJ,O,X,O,X,X,O,X
ZSLOIJT,O,X,X,X,X,X,O
ZSLOJTI,O,O,O,X,X,X,O
ZSLOJIT,O,X,X,X,X,X,O
ZSJTILO,O,O,X,X,X,O,O
ZSJTIOL,O,O,X,X,X,O,O
ZSJTLIO,O,O,X,O,X,O,O
ZSJTLOI,O,O,X,O,X,O,O
ZSJTOIL,O,O,X,X,X,O,O
ZSJTOLI,O,O,X,O,X,O,O
ZSJITLO,O,X,X,X,X,O,O
ZSJITOL,O,X,X,X,X,O,O
ZSJILTO,O,X,X,X,X,X,O
ZSJILOT,O,X,X,X,X,X,O
ZSJIOTL,O,X,X,X,X,O,O
ZSJIOLT,O,X,X,X,X,X,O
ZSJLTIO,O,O,X,X,X,X,O
ZSJLTOI,O,O,X,X,X,X,O
ZSJLITO,O,X,X,X,X,X,O
ZSJLIOT,O,X,X,X,X,X,O
ZSJLOTI,O,O,X,X,X,X,O
ZSJLOIT,O,X,X,X,X,X,O
ZSJOTIL,O,O,X,X,X,O,O
ZSJOTLI,O,O,X,O,X,O,O
ZSJOITL,O,X,X,X,X,O,O
ZSJOILT,O,X,X,X,X,X,O
ZSJOLTI,O,O,X,X,X,X,O
ZSJOLIT,O,X,X,X,X,X,O
ZSOTILJ,O,O,X,X,X,O,X
ZSOTIJL,O,O,X,X,X,O,X
ZSOTLIJ,O,O,O,X,X,O,X
ZSOTLJI,O,O,O,O,X,O,X
ZSOTJIL,O,O,X,X,X,O,X
ZSOTJLI,O,O,X,O,X,O,X
ZSOITLJ,O,X,X,X,X,O,X
ZSOITJL,O,X,X,X,X,O,X
ZSOILTJ,O,X,X,X,X,O,X
ZSOILJT,O,X,X,X,X,X,O
ZSOIJTL,O,X,X,X,X,O,O
ZSOIJLT,O,X,X,X,X,X,O
ZSOLTIJ,O,X,O,X,X,X,X
ZSOLTJI,O,X,O,O,X,X,X
ZSOLITJ,O,X,O,X,X,O,X
ZSOLIJT,O,X,X,X,X,X,O
ZSOLJTI,O,O,O,X,X,X,O
ZSOLJIT,O,X,X,X,X,X,O
ZSOJTIL,O,O,X,X,X,O,O
ZSOJTLI,O,O,X,O,X,O,O
ZSOJITL,O,X,X,X,X,O,O
ZSOJILT,O,X,X,X,X,X,O
ZSOJLTI,O,O,X,X,X,X,O
ZSOJLIT,O,X,X,X,X,X,O
ZOTILJS,X,X,X,O,X,X,X
ZOTILSJ,X,X,O,X,X,X,X
ZOTIJLS,X,O,X,O,X,X,X
ZOTIJSL,O,O,X,X,X,O,X
ZOTISLJ,O,O,X,X,X,O,X
ZOTISJL,O,O,X,X,X,O,X
ZOTLIJS,X,X,X,O,X,X,X
ZOTLISJ,X,X,O,X,X,X,X
ZOTLJIS,X,O,X,O,X,X,X
ZOTLJSI,O,O,O,O,X,O,X
ZOTLSIJ,O,O,O,X,X,O,X
ZOTLSJI,O,O,O,O,X,O,X
ZOTJILS,X,O,X,O,X,X,X
ZOTJISL,O,O,X,X,X,O,X
ZOTJLIS,X,O,X,O,X,X,X
ZOTJLSI,O,O,O,O,X,O,X
ZOTJSIL,O,O,X,X,X,O,X
ZOTJSLI,O,O,X,O,X,O,X
ZOTSILJ,O,O,X,X,X,O,X
ZOTSIJL,O,O,X,X,X,O,X
ZOTSLIJ,O,O,O,X,X,O,X
ZOTSLJI,O,O,O,O,X,O,X
ZOTSJIL,O,O,X,X,X,O,X
ZOTSJLI,O,O,X,O,X,O,X
ZOITLJS,X,X,X,O,O,X,X
ZOITLSJ,X,X,O,X,O,X,X
ZOITJLS,X,O,X,O,O,X,X
ZOITJSL,O,O,X,X,X,O,X
ZOITSLJ,O,O,X,X,O,O,X
ZOITSJL,O,O,X,X,O,O,X
ZOILTJS,X,X,X,O,O,X,X
ZOILTSJ,X,X,O,X,O,X,X
ZOILJTS,X,O,X,X,X,X,X
ZOILJST,O,X,X,X,X,X,X
ZOILSTJ,O,X,O,X,O,X,X
ZOILSJT,O,X,X,X,X,X,X
ZOIJTLS,X,O,X,O,X,X,X
ZOIJTSL,O,O,X,X,X,O,O
ZOIJLTS,X,O,X,X,X,X,X
ZOIJLST,O,X,X,X,X,X,X
ZOIJSTL,O,X,X,X,X,X,O
ZOIJSLT,O,X,X,X,X,X,O
ZOISTLJ,O,X,X,X,O,O,X
ZOISTJL,O,X,X,X,O,O,X
ZOISLTJ,O,X,X,X,O,O,X
ZOISLJT,O,X,X,X,X,X,O
ZOISJTL,O,X,X,X,X,O,O
ZOISJLT,O,X,X,X,X,X,O
ZOLTIJS,X,X,X,O,X,X,X
ZOLTISJ,X,X,O,X,X,X,X
ZOLTJIS,X,O,X,O,X,X,X
ZOLTJSI,O,O,O,O,X,O,X
ZOLTSIJ,O,O,O,X,X,O,X
ZOLTSJI,O,O,O,O,X,O,X
ZOLITJS,X,X,X,O,O,X,X
ZOLITSJ,X,X,O,X,O,X,X
ZOLIJTS,X,O,X,X,X,X,X
ZOLIJST,O,X,X,X,X,X,X
ZOLISTJ,O,X,O,X,O,X,X
ZOLISJT,O,X,X,X,X,X,X
ZOLJTIS,X,O,X,O,X,X,X
ZOLJTSI,O,O,O,O,X,O,X
ZOLJITS,X,O,X,X,X,X,X
ZOLJIST,O,X,X,X,X,X,X
ZOLJSTI,O,O,O,X,X,X,X
ZOLJSIT,O,X,X,X,X,X,X
ZOLSTIJ,O,X,O,X,X,X,X
ZOLSTJI,O,X,O,O,X,X,X
ZOLSITJ,O,X,O,X,X,O,X
ZOLSIJT,O,X,X,X,X,X,X
ZOLSJTI,O,O,O,X,X,X,X
ZOLSJIT,O,X,X,X,X,X,X
ZOJTILS,X,O,X,O,X,X,X
ZOJTISL,O,O,X,X,X,O,O
ZOJTLIS,X,O,X,O,X,X,X
ZOJTLSI,O,O,O,O,X,O,X
ZOJTSIL,O,O,X,X,X,O,O
ZOJTSLI,O,O,X,O,X,O,O
ZOJITLS,X,O,X,O,X,X,X
ZOJITSL,O,O,X,X,X,O,O
ZOJILTS,X,O,X,X,X,X,X
ZOJILST,O,X,X,X,X,X,X
ZOJISTL,O,X,X,X,X,X,O
ZOJISLT,O,X,X,X,X,X,O
ZOJLTIS,X,O,X,O,X,X,X
ZOJLTSI,O,O,O,O,X,O,X
ZOJLITS,X,O,X,X,X,X,X
ZOJLIST,O,X,X,X,X,X,X
ZOJLSTI,O,O,O,X,X,X,X
ZOJLSIT,O,X,X,X,X,X,X
ZOJSTIL,O,O,X,X,X,O,O
ZOJSTLI,O,O,X,O,X,O,O
ZOJSITL,O,X,X,X,X,O,O
ZOJSILT,O,X,X,X,X,X,O
ZOJSLTI,O,O,X,X,X,X,O
ZOJSLIT,O,X,X,X,X,X,O
