sequence,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhFyh?BGeBTgBUjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Je2AJvhFRc?BCeB3hBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhF8h?BfjB6jBTgBemBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeOAJvhF8g?BCdBxiBTjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jei7IvhFWj?BRhB3hBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhF8h?BWjB/lBamBTjBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jei7IvhFzd?B+jBRhB3hB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeT7IvhFyh?BGeBUjBxlBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jem7IvhFzc?BfjB6jBxlB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeX8IvhFxd?B2lBCiBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Je07IvhFxd?B2lBCiBTjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jem8IvhFSj?BxgBTgBUjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jez8IvhFGe?BUjBxlB/lBamBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeyAJvhFzc?BxlBXoBGoB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeT7IvhFmc?BUjBxlBXmBStBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeC9IvhF/l?BUhBxiBTjBmlBFtB
ZOTJSLI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOTSILJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOTSIJL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOTSLIJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOTSLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTSJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOITLJS,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
ZOITLSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOITJLS,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
ZOITJSL,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
ZOITSLJ,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOITSJL,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOILTJS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOILTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOILJST,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
ZOILSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOILSJT,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
ZOIJTLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOIJTSL,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOIJLTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOIJLST,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
ZOIJSTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOIJSLT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X
ZOISTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOISTJL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOISLTJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X
ZOISLJT,O,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
ZOISJTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOISJLT,O,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X
ZOLTIJS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOLITSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLIJST,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOLISTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLISJT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOLJTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJIST,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOLJSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJTLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITLS,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJITSL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJILTS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJILST,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
ZOJISTL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOJISLT,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZOJLTIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLIST,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOJLSTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSITL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSILT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSLTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSITJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSILTJ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOSILJT,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
ZOSIJTL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSIJLT,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X
ZOSLTIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOSLIJT,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOSLJTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJITL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJILT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJLTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILJSZ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTILJZS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
OTILSJZ,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X,X
OTILSZJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
OTILZJS,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTILZSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTIJLSZ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTIJLZS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
OTIJSLZ,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
OTIJSZL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTIJZLS,O,X,O,X,X,X,O,O,X,O,O,X,O,X,X,X
OTIJZSL,O,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
OTISLJZ,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X
OTISLZJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
OTISJLZ,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X
OTISJZL,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTISZLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,O
OTISZJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
OTIZLJS,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTIZJLS,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTIZJSL,O,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X
OTIZSLJ,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTIZSJL,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTLIJSZ,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
OTLIJZS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OTLISJZ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OTLIZJS,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTLJISZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTLJIZS,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTLJSIZ,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
OTLJSZI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTLJZIS,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTLJZSI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTLSIJZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTLSJIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTLSJZI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTLSZIJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTLSZJI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLZIJS,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTLZISJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTLZJIS,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTLZJSI,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJILSZ,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTJILZS,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
OTJISLZ,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
OTJISZL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTJIZLS,O,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X
OTJIZSL,O,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X
OTJLISZ,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OTJLIZS,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OTJLSIZ,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
OTJLSZI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJLZIS,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OTJLZSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OTJSILZ,X,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X
OTJSIZL,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTJSLIZ,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTJSLZI,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTJSZIL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTJSZLI,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
OTJZILS,O,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X
OTJZISL,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTJZLIS,O,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X
OTJZLSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OTJZSIL,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTJZSLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
OTSILJZ,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X
OTSILZJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSIJLZ,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X
OTSIJZL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTSIZLJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
OTSIZJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
OTSLIJZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTSLIZJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSLJIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTSLJZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTSLZIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
OTSLZJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSJILZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTSJIZL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTSJLIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTSJLZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTSJZIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSJZLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
OTSZILJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OTSZIJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
OTSZLIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
OTSZLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSZJIL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSZJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZILJS,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
OTZILSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTZIJLS,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
OTZIJSL,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,X
OTZISLJ,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X
OTZISJL,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTZLIJS,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
OTZLISJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTZLJIS,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
OTZLJSI,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZLSJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZJILS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
OTZJISL,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
OTZJLIS,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
OTZJLSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OTZJSIL,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTZJSLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
OTZSILJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
OTZSIJL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTZSLIJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTZSLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZSJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLJSZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OITLJZS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OITLSJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OITLSZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OITLZJS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITLZSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITJLSZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OITJLZS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OITJSLZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OITJSZL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITJZLS,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OITJZSL,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
OITSLJZ,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OITSLZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OITSJLZ,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OITSJZL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITSZLJ,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OITSZJL,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OITZLJS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITZLSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITZJLS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITZJSL,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OITZSLJ,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OITZSJL,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OILTJSZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OILTJZS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OILTSJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OILTSZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILTZJS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OILTZSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OILJTSZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OILJTZS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OILJSTZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OILJSZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OILJZTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILJZST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OILSTZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILSJTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OILSJZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OILSZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILSZJT,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
OILZTJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILZTSJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILZJTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILZJST,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OILZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILZSJT,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
OIJTLSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJTLZS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJTSLZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJTSZL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJTZLS,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OIJTZSL,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
OIJLTSZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OIJLTZS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OIJLSZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OIJLZTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJLZST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJSTLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OIJSTZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OIJSLZT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OIJSZTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZLT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OIJZTLS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJZTSL,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
OIJZLTS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJZLST,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
OIJZSTL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
OIJZSLT,O,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
OISTLJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OISTLZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OISTJLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OISTJZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OISTZLJ,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OISTZJL,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OISLTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OISLTZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OISLJTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OISLJZT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OISLZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OISLZJT,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
OISJTLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OISJTZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OISJLTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OISJLZT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OISJZTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJZLT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OISZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OISZTJL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OISZLTJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
OISZLJT,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X
OISZJTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OISZJLT,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X
OIZTLJS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OIZTLSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OIZTJLS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OIZTJSL,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
