sequence,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFOiB6jB3gBc?mBziBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFKiBzdB+jB3?gBcmBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFxcBXeBzhBS?oBmlBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhF6jB3gBcmBm?iBTiBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFyiB+jB3gBc?mBTiBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhF6jB3gBFiB8?nBTmBOsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFlcBCeB/nBT?jBxlBmrB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jel7IvhF3cBciBTeBx?lBCoBmrB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFxcBTeBFiBm?lBfsBCtB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je09IvhF6jBRhBTgBO?mBfsBlsB
SJOTLZI,X,O,X,X,X,X,O,X,O,X
SJOTZIL,X,O,X,X,X,X,O,X,O,X
SJOTZLI,X,O,X,X,X,X,O,X,O,X
SJOITLZ,X,X,X,X,X,X,O,X,X,X
SJOITZL,X,X,X,X,X,X,O,X,X,X
SJOILTZ,X,X,X,X,X,X,O,X,X,X
SJOILZT,X,X,X,X,X,O,O,X,X,X
SJOIZTL,X,O,X,X,O,O,O,X,X,X
SJOIZLT,X,X,X,X,O,O,O,X,X,X
SJOLTIZ,X,X,X,X,X,X,O,X,O,X
SJOLTZI,X,X,X,X,X,X,O,X,O,X
SJOLITZ,X,X,X,X,X,X,O,X,O,X
SJOLIZT,X,X,X,X,X,O,O,X,O,X
SJOLZTI,O,X,X,X,X,O,O,X,O,X
SJOLZIT,O,X,X,X,X,O,O,X,O,X
SJOZTIL,O,O,X,X,O,O,O,X,O,X
SJOZTLI,O,O,X,X,O,O,O,X,O,X
SJOZITL,O,O,X,X,O,O,O,X,O,X
SJOZILT,O,X,X,X,O,O,O,X,O,X
SJOZLTI,O,X,X,X,O,O,O,X,O,X
SJOZLIT,O,X,X,X,O,O,O,X,O,X
SZTILJO,O,O,O,O,O,X,O,X,O,O
SZTILOJ,O,O,O,O,X,O,O,X,O,O
SZTIJLO,O,O,X,O,O,X,O,X,O,O
SZTIJOL,O,O,X,O,O,X,O,X,X,X
SZTIOLJ,O,O,O,O,X,X,O,X,O,O
SZTIOJL,O,O,X,O,O,X,O,X,X,X
SZTLIJO,O,O,O,O,O,X,O,X,O,O
SZTLIOJ,O,O,O,O,X,O,O,X,O,O
SZTLJIO,O,O,O,O,O,X,O,X,O,O
SZTLJOI,O,O,O,O,O,O,O,X,O,X
SZTLOIJ,O,O,O,O,X,O,O,X,O,O
SZTLOJI,O,O,O,O,X,O,O,X,O,X
SZTJILO,O,O,X,O,O,X,O,X,O,O
SZTJIOL,O,O,X,O,O,X,O,X,O,X
SZTJLIO,O,O,X,O,O,X,O,X,O,O
SZTJLOI,O,O,X,O,O,O,O,X,O,X
SZTJOIL,O,O,X,O,O,X,O,X,O,X
SZTJOLI,O,O,X,O,O,X,O,X,O,X
SZTOILJ,O,O,O,O,X,O,O,X,O,O
SZTOIJL,O,O,X,O,O,O,O,X,X,X
SZTOLIJ,O,O,O,O,X,O,O,X,O,O
SZTOLJI,O,O,O,O,X,O,O,X,O,X
SZTOJIL,O,O,X,O,O,O,O,X,X,X
SZTOJLI,O,O,X,O,O,O,O,X,X,X
SZITLJO,O,O,O,O,O,X,O,X,O,O
SZITLOJ,O,O,O,O,X,O,O,X,O,O
SZITJLO,O,O,X,O,O,X,O,X,O,O
SZITJOL,O,O,X,O,O,X,O,X,X,X
SZITOLJ,O,O,O,O,X,X,O,X,O,O
SZITOJL,O,O,X,O,O,X,O,X,X,X
SZILTJO,O,O,O,O,O,X,O,X,O,O
SZILTOJ,O,O,O,O,X,O,O,X,O,O
SZILJTO,O,O,O,O,O,X,O,X,X,O
SZILJOT,O,X,O,O,O,X,O,X,O,O
SZILOTJ,O,X,O,O,X,O,O,X,O,O
SZILOJT,O,X,O,O,X,O,O,X,O,O
SZIJTLO,O,O,O,O,O,X,O,X,O,X
SZIJTOL,O,O,O,O,O,X,O,X,O,X
SZIJLTO,O,O,O,O,O,X,O,X,O,O
SZIJLOT,O,X,O,O,O,X,O,X,O,O
SZIJOTL,O,O,X,X,O,X,O,X,O,X
SZIJOLT,O,X,X,O,O,X,O,X,O,X
SZIOTLJ,O,O,X,O,X,O,O,X,O,X
SZIOTJL,O,O,X,O,O,O,O,X,X,X
SZIOLTJ,O,X,X,O,X,O,O,X,O,O
SZIOLJT,O,X,X,O,X,O,O,X,O,O
SZIOJTL,O,O,X,X,O,O,O,X,X,X
SZIOJLT,O,X,X,O,O,O,O,X,X,X
SZLTIJO,O,O,O,O,O,X,O,X,O,O
SZLTIOJ,O,O,O,O,X,O,O,X,O,O
SZLTJIO,O,O,O,O,O,X,O,X,O,O
SZLTJOI,O,O,O,O,O,O,O,X,O,X
SZLTOIJ,O,O,O,O,X,O,O,X,O,O
SZLTOJI,O,O,O,O,X,O,O,X,O,X
SZLITJO,O,O,O,O,O,X,O,X,O,O
SZLITOJ,O,O,O,O,X,O,O,X,O,O
SZLIJTO,O,O,O,O,O,X,O,X,X,O
SZLIJOT,O,X,O,O,O,X,O,X,O,O
SZLIOTJ,O,X,O,O,X,O,O,X,O,O
SZLIOJT,O,X,O,O,X,O,O,X,O,O
SZLJTIO,O,O,O,O,O,X,O,X,O,X
SZLJTOI,O,O,O,O,O,O,O,X,O,X
SZLJITO,O,O,O,O,O,X,O,X,O,X
SZLJIOT,O,X,O,O,O,X,O,X,O,X
SZLJOTI,O,X,O,O,O,O,O,X,O,X
SZLJOIT,O,X,O,O,O,O,O,X,O,X
SZLOTIJ,O,X,O,O,X,O,O,X,O,X
SZLOTJI,O,X,O,O,X,O,O,X,O,X
SZLOITJ,O,X,O,O,X,O,O,X,O,X
SZLOIJT,O,X,O,O,X,O,O,X,O,X
SZLOJTI,O,X,O,O,X,O,O,X,O,X
SZLOJIT,O,X,O,O,X,O,O,X,O,X
SZJTILO,O,O,O,O,O,X,O,X,O,X
SZJTIOL,O,O,O,O,O,X,O,X,O,X
SZJTLIO,O,O,O,O,O,X,O,X,O,X
SZJTLOI,O,O,O,O,O,O,O,X,O,X
SZJTOIL,O,O,O,O,O,X,O,X,O,X
SZJTOLI,O,O,O,O,O,X,O,X,O,X
SZJITLO,O,O,O,O,O,X,O,X,O,X
SZJITOL,O,O,O,O,O,X,O,X,O,X
SZJILTO,O,O,O,O,O,X,O,X,O,X
SZJILOT,O,X,O,O,O,X,O,X,O,X
SZJIOTL,O,O,X,X,O,X,O,X,O,X
SZJIOLT,O,X,X,O,O,X,O,X,O,X
SZJLTIO,O,O,O,O,O,X,O,X,O,X
SZJLTOI,O,O,O,O,O,O,O,X,O,X
SZJLITO,O,O,O,O,O,X,O,X,O,X
SZJLIOT,O,X,O,O,O,X,O,X,O,X
SZJLOTI,O,X,O,O,O,O,O,X,O,X
SZJLOIT,O,X,O,O,O,O,O,X,O,X
SZJOTIL,O,O,X,X,O,O,O,X,O,X
SZJOTLI,O,O,X,X,O,O,O,X,O,X
SZJOITL,O,O,X,X,O,O,O,X,O,X
SZJOILT,O,X,X,O,O,O,O,X,O,X
SZJOLTI,O,X,X,O,O,O,O,X,O,X
SZJOLIT,O,X,X,O,O,O,O,X,O,X
SZOTILJ,O,O,X,O,X,O,O,X,O,X
SZOTIJL,O,O,X,O,O,O,O,X,X,X
SZOTLIJ,O,O,X,O,X,O,O,X,O,X
SZOTLJI,O,O,X,O,X,O,O,X,O,X
SZOTJIL,O,O,X,O,O,O,O,X,X,X
SZOTJLI,O,O,X,O,O,O,O,X,X,X
SZOITLJ,O,O,X,O,X,O,O,X,O,X
SZOITJL,O,O,X,O,O,O,O,X,X,X
SZOILTJ,O,X,X,O,X,O,O,X,O,X
SZOILJT,O,X,X,O,X,O,O,X,O,X
SZOIJTL,O,O,X,X,O,O,O,X,X,X
SZOIJLT,O,X,X,O,O,O,O,X,X,X
SZOLTIJ,O,X,X,O,X,O,O,X,O,X
SZOLTJI,O,X,X,O,X,O,O,X,O,X
SZOLITJ,O,X,X,O,X,O,O,X,O,X
SZOLIJT,O,X,X,O,X,O,O,X,O,X
SZOLJTI,O,X,X,O,X,O,O,X,O,X
SZOLJIT,O,X,X,O,X,O,O,X,O,X
SZOJTIL,O,O,X,X,O,O,O,X,X,X
SZOJTLI,O,O,X,X,O,O,O,X,X,X
SZOJITL,O,O,X,X,O,O,O,X,X,X
SZOJILT,O,X,X,O,O,O,O,X,X,X
SZOJLTI,O,X,X,O,O,O,O,X,X,X
SZOJLIT,O,X,X,O,O,O,O,X,X,X
SOTILJZ,O,X,X,X,X,X,O,X,O,X
SOTILZJ,X,X,X,X,X,O,O,X,O,O
SOTIJLZ,O,X,X,X,X,X,O,X,X,X
SOTIJZL,X,X,X,X,X,X,O,X,X,X
SOTIZLJ,X,X,X,X,X,O,O,X,O,O
SOTIZJL,X,X,X,X,X,O,O,X,X,X
SOTLIJZ,O,X,X,X,X,X,O,X,O,X
SOTLIZJ,X,X,X,X,X,O,O,X,O,O
SOTLJIZ,O,X,X,X,X,X,X,X,O,X
SOTLJZI,O,X,X,X,X,X,O,X,O,X
SOTLZIJ,O,X,X,X,X,O,O,X,O,O
SOTLZJI,O,X,X,X,X,O,O,X,O,X
SOTJILZ,O,X,X,X,X,X,X,X,O,X
SOTJIZL,X,X,X,X,X,X,X,X,O,X
SOTJLIZ,O,X,X,X,X,X,X,X,O,X
SOTJLZI,O,X,X,X,X,X,O,X,O,X
SOTJZIL,O,X,X,X,X,X,X,X,O,X
SOTJZLI,O,X,X,X,X,X,O,X,O,X
SOTZILJ,O,X,X,X,X,O,O,X,O,O
SOTZIJL,O,X,X,X,X,O,O,X,X,X
SOTZLIJ,O,X,X,X,X,O,O,X,O,O
SOTZLJI,O,X,X,X,X,O,O,X,O,X
SOTZJIL,O,X,X,X,X,O,O,X,X,X
SOTZJLI,O,X,X,X,X,O,O,X,X,X
SOITLJZ,X,X,X,X,X,X,O,X,X,X
SOITLZJ,X,X,X,X,X,O,O,X,X,O
SOITJLZ,X,X,X,X,X,X,O,X,X,X
SOITJZL,X,X,X,X,X,X,O,X,X,X
SOITZLJ,X,X,X,X,X,O,O,X,X,O
SOITZJL,X,X,X,X,X,O,O,X,X,X
SOILTJZ,X,X,X,X,X,X,O,X,X,X
SOILTZJ,X,X,X,X,X,O,O,X,X,X
SOILJTZ,X,X,X,X,X,X,O,X,X,X
SOILJZT,O,X,X,X,X,O,O,X,X,X
SOILZTJ,O,X,X,O,X,O,O,X,X,O
SOILZJT,O,X,X,O,X,O,O,X,X,O
SOIJTLZ,X,X,X,X,X,X,O,X,X,X
SOIJTZL,X,X,X,X,X,X,O,X,X,X
SOIJLTZ,X,X,X,X,X,X,O,X,X,X
SOIJLZT,O,X,X,X,X,O,O,X,X,X
SOIJZTL,X,O,X,X,O,O,O,X,X,X
SOIJZLT,X,X,X,X,O,O,O,X,X,X
SOIZTLJ,O,O,X,O,X,O,O,X,X,X
SOIZTJL,O,O,X,O,O,O,O,X,X,X
SOIZLTJ,O,X,X,O,X,O,O,X,X,O
SOIZLJT,O,X,X,O,X,O,O,X,X,O
SOIZJTL,O,O,X,X,O,O,O,X,X,X
SOIZJLT,O,X,X,O,O,O,O,X,X,X
SOLTIJZ,O,X,X,X,X,X,O,X,O,X
SOLTIZJ,X,X,X,X,X,O,O,X,O,O
SOLTJIZ,O,X,X,X,X,X,X,X,O,X
SOLTJZI,O,X,X,X,X,X,O,X,O,X
SOLTZIJ,O,X,X,X,X,O,O,X,O,O
SOLTZJI,O,X,X,X,X,O,O,X,O,X
SOLITJZ,X,X,X,X,X,X,O,X,O,X
SOLITZJ,X,X,X,X,X,O,O,X,O,X
SOLIJTZ,X,X,X,X,X,X,O,X,O,X
SOLIJZT,O,X,X,X,X,O,O,X,O,X
SOLIZTJ,O,X,X,O,X,O,O,X,O,O
SOLIZJT,O,X,X,O,X,O,O,X,O,O
SOLJTIZ,X,X,X,X,X,X,X,X,O,X
SOLJTZI,X,X,X,X,X,X,O,X,O,X
SOLJITZ,X,X,X,X,X,X,O,X,O,X
SOLJIZT,O,X,X,X,X,O,O,X,O,X
SOLJZTI,O,X,X,X,X,O,O,X,O,X
SOLJZIT,O,X,X,X,X,O,O,X,O,X
SOLZTIJ,O,X,X,O,X,O,O,X,O,X
SOLZTJI,O,X,X,O,X,O,O,X,O,X
SOLZITJ,O,X,X,O,X,O,O,X,O,X
SOLZIJT,O,X,X,O,X,O,O,X,O,X
SOLZJTI,O,X,X,O,X,O,O,X,O,X
SOLZJIT,O,X,X,O,X,O,O,X,O,X
SOJTILZ,X,X,X,X,X,X,O,X,O,X
SOJTIZL,X,X,X,X,X,X,O,X,O,X
SOJTLIZ,X,X,X,X,X,X,O,X,O,X
SOJTLZI,X,X,X,X,X,X,O,X,O,X
SOJTZIL,X,X,X,X,X,X,O,X,O,X
SOJTZLI,X,X,X,X,X,X,O,X,O,X
SOJITLZ,X,X,X,X,X,X,O,X,X,X
SOJITZL,X,X,X,X,X,X,O,X,X,X
SOJILTZ,X,X,X,X,X,X,O,X,X,X
SOJILZT,O,X,X,X,X,O,O,X,X,X
SOJIZTL,X,O,X,X,O,O,O,X,X,X
SOJIZLT,X,X,X,X,O,O,O,X,X,X
SOJLTIZ,X,X,X,X,X,X,O,X,O,X
SOJLTZI,X,X,X,X,X,X,O,X,O,X
SOJLITZ,X,X,X,X,X,X,O,X,O,X
SOJLIZT,O,X,X,X,X,O,O,X,O,X
SOJLZTI,O,X,X,X,X,O,O,X,O,X
SOJLZIT,O,X,X,X,X,O,O,X,O,X
SOJZTIL,O,O,X,X,O,O,O,X,O,X
SOJZTLI,O,O,X,X,O,O,O,X,O,X
SOJZITL,O,O,X,X,O,O,O,X,O,X
SOJZILT,O,X,X,X,O,O,O,X,O,X
SOJZLTI,O,X,X,X,O,O,O,X,O,X
SOJZLIT,O,X,X,X,O,O,O,X,O,X
SOZTILJ,O,O,X,O,X,O,O,X,O,X
SOZTIJL,O,O,X,O,O,O,O,X,X,X
SOZTLIJ,O,O,X,O,X,O,O,X,O,X
SOZTLJI,O,O,X,O,X,O,O,X,O,X
SOZTJIL,O,O,X,O,O,O,O,X,X,X
SOZTJLI,O,O,X,O,O,O,O,X,X,X
SOZITLJ,O,O,X,O,X,O,O,X,O,X
SOZITJL,O,O,X,O,O,O,O,X,X,X
SOZILTJ,O,X,X,O,X,O,O,X,O,X
SOZILJT,O,X,X,O,X,O,O,X,O,X
SOZIJTL,O,O,X,X,O,O,O,X,X,X
SOZIJLT,O,X,X,O,O,O,O,X,X,X
SOZLTIJ,O,X,X,O,X,O,O,X,O,X
SOZLTJI,O,X,X,O,X,O,O,X,O,X
SOZLITJ,O,X,X,O,X,O,O,X,O,X
SOZLIJT,O,X,X,O,X,O,O,X,O,X
SOZLJTI,O,X,X,O,X,O,O,X,O,X
SOZLJIT,O,X,X,O,X,O,O,X,O,X
SOZJTIL,O,O,X,X,O,O,O,X,X,X
SOZJTLI,O,O,X,X,O,O,O,X,X,X
SOZJITL,O,O,X,X,O,O,O,X,X,X
SOZJILT,O,X,X,O,O,O,O,X,X,X
SOZJLTI,O,X,X,O,O,O,O,X,X,X
SOZJLIT,O,X,X,O,O,O,O,X,X,X
ZTILJSO,O,O,O,O,X,X,O,O,X,X
ZTILJOS,O,O,X,X,X,X,X,O,X,X
ZTILSJO,O,O,O,O,X,X,O,O,X,X
ZTILSOJ,O,O,O,O,X,O,O,O,X,X
ZTILOJS,O,O,O,X,X,X,X,O,O,X
ZTILOSJ,O,X,O,X,X,X,X,O,O,X
ZTIJLSO,O,O,O,O,O,X,O,O,X,X
ZTIJLOS,O,O,O,X,X,X,X,O,O,X
ZTIJSLO,O,O,O,O,O,X,O,O,O,X
ZTIJSOL,O,O,O,O,O,X,O,O,O,X
ZTIJOLS,O,O,O,X,X,X,X,O,X,X
ZTIJOSL,O,O,O,X,X,X,O,O,X,X
ZTISLJO,O,O,O,O,O,X,O,X,O,X
ZTISLOJ,O,O,O,O,X,O,O,X,O,X
ZTISJLO,O,O,X,O,O,X,O,O,O,X
ZTISJOL,O,O,X,O,O,X,O,O,X,X
ZTISOLJ,O,O,O,O,X,X,O,X,O,X
ZTISOJL,O,O,X,O,O,X,O,X,X,X
ZTIOLJS,O,O,O,X,X,X,X,X,X,X
ZTIOLSJ,O,X,O,X,X,X,O,X,X,X
ZTIOJLS,O,O,O,X,X,X,X,X,X,X
ZTIOJSL,O,X,X,X,X,X,O,X,X,X
ZTIOSLJ,O,X,O,X,X,X,O,X,X,X
ZTIOSJL,O,X,X,X,X,X,O,X,X,X
ZTLIJSO,O,O,O,O,X,X,O,O,X,X
ZTLIJOS,O,O,X,X,X,X,X,O,X,X
ZTLISJO,O,O,O,O,X,X,O,O,X,X
ZTLISOJ,O,O,O,O,X,O,O,O,X,X
ZTLIOJS,O,O,O,X,X,X,X,O,O,X
ZTLIOSJ,O,X,O,X,X,X,X,O,O,X
ZTLJISO,O,O,O,O,O,X,O,O,X,X
ZTLJIOS,O,O,O,X,X,X,X,O,O,X
ZTLJSIO,O,O,O,O,O,X,O,O,O,X
ZTLJSOI,O,O,O,O,O,O,O,O,O,X
ZTLJOIS,O,O,O,X,X,X,X,O,O,X
ZTLJOSI,O,O,O,O,O,X,X,O,O,X
ZTLSIJO,O,O,O,O,O,X,X,O,O,X
ZTLSIOJ,O,O,O,O,X,O,O,O,O,X
ZTLSJIO,O,O,O,O,O,X,X,O,O,X
ZTLSJOI,O,O,O,O,O,O,O,O,O,X
ZTLSOIJ,O,O,O,O,X,O,O,O,O,X
ZTLSOJI,O,O,O,O,X,O,O,O,O,X
ZTLOIJS,O,O,O,X,X,X,X,O,O,X
ZTLOISJ,O,X,O,X,X,O,X,O,O,X
ZTLOJIS,O,O,O,X,X,X,X,O,O,X
ZTLOJSI,O,O,O,O,X,O,X,O,O,X
ZTLOSIJ,O,O,O,O,X,O,X,O,O,X
ZTLOSJI,O,O,O,O,X,O,X,O,O,X
ZTJILSO,O,O,O,O,O,X,O,O,X,X
ZTJILOS,O,O,O,X,X,X,X,O,O,X
ZTJISLO,O,O,O,O,O,X,O,O,O,X
ZTJISOL,O,O,O,O,O,X,O,O,O,X
ZTJIOLS,O,O,O,X,X,X,X,O,X,X
ZTJIOSL,O,O,O,X,X,X,O,O,X,X
ZTJLISO,O,O,O,O,O,X,O,O,X,X
ZTJLIOS,O,O,O,X,X,X,X,O,O,X
ZTJLSIO,O,O,O,O,O,X,O,O,O,X
ZTJLSOI,O,O,O,O,O,O,O,O,O,X
ZTJLOIS,O,O,O,X,X,X,X,O,O,X
ZTJLOSI,O,O,O,O,O,X,X,O,O,X
ZTJSILO,O,O,O,O,O,X,O,O,O,X
ZTJSIOL,O,O,O,O,O,X,O,O,O,X
ZTJSLIO,O,O,O,O,O,X,O,O,O,X
ZTJSLOI,O,O,O,O,O,O,O,O,O,X
ZTJSOIL,O,O,O,O,O,X,O,X,O,X
ZTJSOLI,O,O,O,O,O,X,O,O,O,X
ZTJOILS,O,O,O,X,X,X,X,O,X,X
ZTJOISL,O,O,O,X,X,X,O,O,X,X
ZTJOLIS,O,O,O,X,X,X,X,O,X,X
ZTJOLSI,O,O,O,O,O,X,X,O,X,X
ZTJOSIL,O,O,O,O,O,X,O,X,X,X
ZTJOSLI,O,O,O,O,O,X,O,O,X,X
ZTSILJO,O,O,O,O,O,X,O,X,O,X
ZTSILOJ,O,O,O,O,X,O,O,X,O,X
ZTSIJLO,O,O,X,O,O,X,O,X,O,X
ZTSIJOL,O,O,X,O,O,X,O,X,X,X
ZTSIOLJ,O,O,O,O,X,X,O,X,O,X
ZTSIOJL,O,O,X,O,O,X,O,X,X,X
ZTSLIJO,O,O,O,O,O,X,O,X,O,X
ZTSLIOJ,O,O,O,O,X,O,O,X,O,X
ZTSLJIO,O,O,O,O,O,X,O,X,O,X
ZTSLJOI,O,O,O,O,O,O,O,X,O,X
ZTSLOIJ,O,O,O,O,X,O,O,X,O,X
ZTSLOJI,O,O,O,O,X,O,O,X,O,X
ZTSJILO,O,O,X,O,O,X,O,X,O,X
ZTSJIOL,O,O,X,O,O,X,O,X,X,X
ZTSJLIO,O,O,X,O,O,X,O,X,O,X
ZTSJLOI,O,O,X,O,O,O,O,X,O,X
ZTSJOIL,O,O,X,O,O,X,O,X,X,X
ZTSJOLI,O,O,X,O,O,X,O,X,X,X
ZTSOILJ,O,O,O,O,X,O,O,X,O,X
ZTSOIJL,O,O,X,O,O,O,O,X,X,X
ZTSOLIJ,O,O,O,O,X,O,O,X,O,X
ZTSOLJI,O,O,O,O,X,O,O,X,O,X
ZTSOJIL,O,O,X,O,O,O,O,X,X,X
ZTSOJLI,O,O,X,O,O,O,O,X,X,X
ZTOILJS,O,O,O,X,X,X,X,X,X,X
ZTOILSJ,O,X,O,X,X,O,O,X,X,X
ZTOIJLS,O,O,O,X,X,X,X,X,X,X
ZTOIJSL,O,X,X,X,X,X,O,X,X,X
ZTOISLJ,O,X,O,X,X,O,O,X,X,X
ZTOISJL,O,X,X,X,X,O,O,X,X,X
ZTOLIJS,O,O,O,X,X,X,X,X,X,X
ZTOLISJ,O,X,O,X,X,O,O,X,X,X
ZTOLJIS,O,O,O,X,X,X,X,X,X,X
ZTOLJSI,O,O,O,O,X,O,X,X,X,X
ZTOLSIJ,O,O,O,O,X,O,O,X,X,X
ZTOLSJI,O,O,O,O,X,O,O,X,X,X
ZTOJILS,O,O,O,X,X,X,X,X,X,X
ZTOJISL,O,O,O,X,X,X,O,X,X,X
ZTOJLIS,O,O,O,X,X,X,X,X,X,X
ZTOJLSI,O,O,O,O,O,O,X,X,X,X
ZTOJSIL,O,O,O,O,O,O,O,X,X,X
ZTOJSLI,O,O,O,O,O,O,O,X,X,X
ZTOSILJ,O,O,O,O,X,O,O,X,X,X
ZTOSIJL,O,O,X,O,O,O,O,X,X,X
ZTOSLIJ,O,O,O,O,X,O,O,X,X,X
ZTOSLJI,O,O,O,O,X,O,O,X,X,X
ZTOSJIL,O,O,X,O,O,O,O,X,X,X
ZTOSJLI,O,O,X,O,O,O,O,X,X,X
ZITLJSO,O,O,O,O,X,X,O,O,X,X
ZITLJOS,O,O,X,X,X,X,X,O,X,X
ZITLSJO,O,O,O,O,X,X,O,O,X,X
ZITLSOJ,O,O,O,O,X,O,O,O,X,X
ZITLOJS,O,O,O,X,X,X,X,O,O,X
ZITLOSJ,O,X,O,X,X,X,X,O,O,X
ZITJLSO,O,O,O,O,O,X,O,O,X,X
ZITJLOS,O,O,O,X,X,X,X,O,O,X
ZITJSLO,O,O,O,O,O,X,O,O,O,X
ZITJSOL,O,O,O,O,O,X,O,O,O,X
ZITJOLS,O,O,O,X,X,X,X,O,X,X
ZITJOSL,O,O,O,X,X,X,O,O,X,X
ZITSLJO,O,O,O,O,O,X,O,X,O,X
ZITSLOJ,O,O,O,O,X,O,O,X,O,X
ZITSJLO,O,O,X,O,O,X,O,O,O,X
ZITSJOL,O,O,X,O,O,X,O,O,X,X
ZITSOLJ,O,O,O,O,X,X,O,X,O,X
ZITSOJL,O,O,X,O,O,X,O,X,X,X
ZITOLJS,O,O,O,X,X,X,X,X,X,X
ZITOLSJ,O,X,O,X,X,X,O,X,X,X
ZITOJLS,O,O,O,X,X,X,X,X,X,X
ZITOJSL,O,X,X,X,X,X,O,X,X,X
ZITOSLJ,O,X,O,X,X,X,O,X,X,X
ZITOSJL,O,X,X,X,X,X,O,X,X,X
ZILTJSO,O,O,O,O,X,X,O,O,X,X
ZILTJOS,O,O,X,X,X,X,X,O,X,X
ZILTSJO,O,O,O,O,X,X,O,O,X,X
ZILTSOJ,O,X,O,O,X,O,O,O,X,X
ZILTOJS,O,O,O,X,X,X,X,O,O,X
ZILTOSJ,O,X,O,X,X,X,X,O,O,X
ZILJTSO,O,O,O,X,X,X,O,O,X,X
ZILJTOS,O,O,O,X,X,X,X,O,O,X
ZILJSTO,X,X,O,O,X,X,O,O,O,X
ZILJSOT,X,X,O,O,X,X,O,O,O,X
ZILJOTS,O,X,X,X,X,X,X,O,O,X
ZILJOST,O,X,O,X,X,X,O,O,O,X
ZILSTJO,O,X,O,O,X,X,O,O,O,X
ZILSTOJ,O,X,O,O,X,O,O,O,O,X
ZILSJTO,O,X,O,O,X,X,O,O,X,X
ZILSJOT,O,X,O,O,X,X,X,O,O,X
ZILSOTJ,O,X,O,O,X,O,O,O,O,X
ZILSOJT,O,X,O,O,X,O,O,O,O,X
ZILOTJS,O,X,X,X,X,X,X,O,O,X
ZILOTSJ,O,X,X,X,X,O,O,O,O,X
ZILOJTS,O,X,X,X,X,X,X,O,O,X
ZILOJST,O,X,X,X,X,X,O,O,O,X
ZILOSTJ,O,X,O,X,X,O,O,O,O,X
ZILOSJT,O,X,O,X,X,O,O,O,O,X
ZIJTLSO,O,O,O,X,O,X,O,O,X,X
ZIJTLOS,O,O,O,X,X,X,X,O,O,X
ZIJTSLO,O,O,O,X,O,X,O,O,O,X
ZIJTSOL,O,O,O,X,O,X,O,O,O,X
ZIJTOLS,O,O,O,X,X,X,X,O,X,X
ZIJTOSL,O,O,O,X,X,X,O,O,X,X
ZIJLTSO,O,O,O,X,X,X,O,O,X,X
ZIJLTOS,O,O,O,X,X,X,X,O,O,X
ZIJLSTO,X,X,O,O,O,X,O,O,O,X
ZIJLSOT,X,X,O,O,O,X,O,O,O,X
ZIJLOTS,O,X,X,X,X,X,X,O,O,X
ZIJLOST,O,X,O,X,X,X,O,O,O,X
ZIJSTLO,X,O,O,O,O,X,O,O,O,X
ZIJSTOL,X,O,O,X,O,X,O,O,O,X
ZIJSLTO,X,O,O,O,O,X,O,O,O,X
ZIJSLOT,X,X,O,O,O,X,O,O,O,X
ZIJSOTL,X,O,X,X,O,X,O,O,O,X
ZIJSOLT,X,X,X,O,O,X,O,O,O,X
ZIJOTLS,O,O,O,X,X,X,X,O,X,X
ZIJOTSL,X,X,O,X,X,X,O,O,X,X
ZIJOLTS,O,X,X,X,X,X,X,O,O,X
ZIJOLST,O,X,O,X,X,X,O,O,O,X
ZIJOSTL,X,X,X,X,X,X,O,O,O,X
ZIJOSLT,O,X,X,X,X,X,O,O,O,X
ZISTLJO,O,O,O,O,O,X,O,X,O,X
ZISTLOJ,O,O,O,O,X,O,O,X,O,X
ZISTJLO,O,O,X,O,O,X,O,O,O,X
ZISTJOL,O,O,X,O,O,X,O,O,X,X
ZISTOLJ,O,O,O,O,X,X,O,X,O,X
ZISTOJL,O,O,X,O,O,X,O,X,X,X
ZISLTJO,O,O,O,O,O,X,O,X,O,X
ZISLTOJ,O,O,O,O,X,O,O,X,O,X
ZISLJTO,O,O,O,O,O,X,O,X,X,X
ZISLJOT,O,X,O,O,O,X,O,X,O,X
ZISLOTJ,O,X,O,O,X,O,O,X,O,X
ZISLOJT,O,X,O,O,X,O,O,X,O,X
ZISJTLO,O,O,O,O,O,X,O,O,O,X
ZISJTOL,O,O,O,O,O,X,O,O,O,X
ZISJLTO,O,O,O,O,O,X,O,O,O,X
ZISJLOT,O,X,O,O,O,X,O,O,O,X
ZISJOTL,O,O,X,X,O,X,O,O,O,X
ZISJOLT,O,X,X,O,O,X,O,O,O,X
ZISOTLJ,O,O,X,O,X,O,O,X,O,X
ZISOTJL,O,O,X,O,O,O,O,X,X,X
ZISOLTJ,O,X,X,O,X,O,O,X,O,X
ZISOLJT,O,X,X,O,X,O,O,X,O,X
