sequence,v115@7gB8HeF8BeE8EeD8EeE8Jem6IvhFfhB6hBTiB0kBFr?BxuB,v115@7gB8HeF8BeE8EeD8EeE8Jey/IvhFzbBGdB3hB0kBFr?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeG8IvhFTdBUhB/kBalBFr?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeF7IvhFTdBUhB/kB6mBmq?BxuB,v115@7gB8HeF8BeE8EeD8EeE8Jex6IvhFygBGdB3hBUqBFr?BTpB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhF0bBxcBCiBVrB3p?B2vB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhFSiBUhBelBfrBlm?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhF0bBxcBOrB/qBCn?B1uB,v115@7gB8HeF8BeE8EeD8EeE8Jem6IvhFfhBxcBCiBUqBFr?BTpB,v115@7gB8HeF8BeE8EeD8EeE8Je07IvhFGdB3hBlkBxqBTp?ByvB,v115@7gB8HeF8BeE8EeD8EeE8Je2/IvhFSiBUhBzkBfrBlm?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeF7IvhF5hBTdBerB/kB8l?ByuB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhFygBGdB3hB1uBxq?B0qB,v115@7gB8HeF8BeE8EeD8EeE8Jex6IvhFTdBUhBmkBSrB1u?BXrB,v115@7gB8HeF8BeE8EeD8EeE8Jem7IvhFSiBxfB3hBUqBFr?BTpB,v115@7gB8HeF8BeE8EeD8EeE8Je07IvhFxcBXmBlkBCnB2v?BTpB,v115@7gB8HeF8BeE8EeD8EeE8Jem6IvhF6hBTdBVrB0kBfr?BxuB
JZOILTS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOILST,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOISTL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOISLT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOLTIS,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JZOLTSI,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JZOLITS,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
JZOLIST,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
JZOLSTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLSIT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
JZOSTLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSITL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSILT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSLTI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSLIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOTILZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTISLZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOTISZL,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
JOTIZLS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTIZSL,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOTLISZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOTLIZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOTLSZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTLZIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTLZSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JOTSILZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOTSIZL,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOTSLIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOTSLZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTSZIL,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
JOTSZLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOTZILS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTZISL,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JOTZLIS,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOTZLSI,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JOTZSIL,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X
JOTZSLI,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JOITLSZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOITLZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOITSZL,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
JOITZLS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOITZSL,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JOILTSZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOILTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOILSZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOILZTS,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
JOILZST,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JOISTLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
JOISLTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISLZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOISZTL,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
JOISZLT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZTLS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOIZTSL,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZLTS,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JOIZLST,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JOIZSTL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZSLT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOLTISZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
JOLTIZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOLTSIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOLTSZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLTZIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLTZSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLITSZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOLITZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOLISTZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOLISZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLIZTS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
JOLIZST,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
JOLSTIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOLSTZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLSITZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOLSIZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLSZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZTSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
JOLZIST,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JOLZSTI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOSTIZL,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JOSTLIZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X
JOSTLZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JOSTZIL,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X
JOSTZLI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JOSITLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
JOSILTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSILZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSIZTL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSLTIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
JOSLTZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
JOSLITZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JOSLIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSLZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSLZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSZTIL,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
JOSZTLI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JOSZITL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSZLIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOZTILS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZTISL,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JOZTLIS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOZTLSI,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JOZTSIL,X,X,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X
JOZTSLI,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JOZITLS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZITSL,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZILTS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZILST,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZISTL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZISLT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZLTIS,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOZLTSI,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JOZLITS,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
JOZLIST,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZLSTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
JOZSTLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
STILJOZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STILZJO,O,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
STILZOJ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STILOJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STILOZJ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STIJLZO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIJZLO,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
STIJZOL,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIJOZL,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
STIZLJO,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X
STIZLOJ,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STIZJLO,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
STIZJOL,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X
STIZOLJ,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STIZOJL,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X
STIOLJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STIOLZJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIOJZL,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
STIOZLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STIOZJL,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X
STLIJZO,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
STLIJOZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLIZJO,O,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
STLIZOJ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STLIOJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLIOZJ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STLJIZO,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
STLJIOZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLJZIO,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STLJOIZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLJOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
STLZIOJ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
STLZJIO,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
STLZJOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
STLZOIJ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
STLZOJI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
STLOIJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLOIZJ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STLOJIZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLOJZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
STLOZJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
STJILZO,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STJIZLO,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
STJIZOL,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STJIOZL,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
STJLIZO,X,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
STJLIOZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STJLZIO,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STJLOIZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STJLOZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
STJZIOL,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X
STJZLIO,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X
STJZOLI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STJOIZL,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
STJOLIZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STJOLZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X
STJOZLI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STZILJO,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
STZILOJ,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STZIJLO,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X
STZIJOL,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
STZIOLJ,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STZIOJL,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
STZLIJO,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STZLIOJ,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STZLJIO,O,X,O,X,O,O,X,X,O,O,X,X,X,O,X,X,X
STZLJOI,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STZLOIJ,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STZLOJI,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STZJILO,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X
STZJIOL,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STZJLIO,X,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
STZJLOI,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STZJOIL,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STZJOLI,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STZOILJ,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STZOIJL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STZOLIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STZOJIL,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STZOJLI,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STOILJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOILZJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STOIJZL,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
STOIZLJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOIZJL,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X
STOLIJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOLIZJ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
STOLJIZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOLJZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
STOLZJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
STOJILZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STOJIZL,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
STOJLIZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STOJLZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X
STOJZLI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STOZIJL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STOZLIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STOZJIL,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STOZJLI,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SITLJZO,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SITLJOZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITLZJO,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SITLZOJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITLOJZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITLOZJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITJLZO,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITJZLO,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SITJZOL,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITJOZL,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SITZLJO,O,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
SITZLOJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
SITZJLO,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SITZJOL,O,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
SITZOLJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
SITZOJL,O,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
SITOLJZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITOLZJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITOJZL,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SITOZLJ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SITOZJL,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SILTJZO,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SILTJOZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SILTZOJ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTOJZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJTZO,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJOTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SILZTOJ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILZJTO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOJTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTZLO,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SIJTZOL,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTOZL,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SIJLTZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
