sequence,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhF0cBTeBflBl?gBOrBCqB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBifB3?gB1pBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhFFbB0cBTeBq?kB3gBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeO/IvhFXbB0cBTeB1?pBxlBarB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBKkBf?lBFmBmqB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBKkBf?lBlgBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhFTeBflB0gBl?hBClBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhFTeBKkBflB0?gBlhBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex7IvhFTeBOkBXgBl?hBarB0pB
ZTISLJO,X,O,X,O,X,X,X,X,X
ZTISLOJ,X,O,X,O,X,X,O,X,X
ZTISJLO,X,X,X,O,X,X,X,X,X
ZTISJOL,X,O,X,O,X,X,O,X,X
ZTISOLJ,X,O,X,O,X,X,O,X,X
ZTISOJL,X,O,X,O,X,X,O,X,X
ZTIOLJS,X,O,O,O,O,X,X,X,X
ZTIOLSJ,X,O,O,O,O,X,X,X,X
ZTIOJLS,X,X,X,O,X,X,X,X,X
ZTIOJSL,X,X,X,O,X,X,X,X,X
ZTIOSLJ,X,O,X,O,X,X,O,X,X
ZTIOSJL,X,O,X,O,X,X,O,X,X
ZTLIJSO,X,O,X,O,X,X,X,X,X
ZTLIJOS,X,O,O,O,O,X,X,X,X
ZTLISJO,X,O,O,O,O,X,X,X,X
ZTLISOJ,X,O,O,O,O,X,X,X,X
ZTLIOJS,X,O,O,O,O,X,X,X,X
ZTLIOSJ,X,O,O,O,O,O,X,X,X
ZTLJISO,X,O,X,O,X,X,X,X,X
ZTLJIOS,X,O,O,O,O,X,X,X,X
ZTLJSIO,X,O,X,X,O,X,X,X,X
ZTLJSOI,X,O,X,O,O,X,X,X,X
ZTLJOIS,X,O,O,O,O,X,X,X,X
ZTLJOSI,X,O,X,O,O,X,X,X,X
ZTLSIJO,X,O,O,X,O,O,X,O,X
ZTLSIOJ,X,O,O,X,O,O,O,O,X
ZTLSJIO,X,O,O,X,O,O,X,O,X
ZTLSJOI,X,O,O,O,O,O,X,O,X
ZTLSOIJ,X,O,O,X,O,O,O,O,X
ZTLSOJI,X,O,O,O,O,O,X,O,X
ZTLOIJS,X,O,O,O,O,X,X,X,X
ZTLOISJ,X,O,O,O,O,O,X,X,X
ZTLOJIS,X,O,O,O,O,X,X,X,X
ZTLOJSI,X,O,X,O,O,X,X,X,X
ZTLOSIJ,X,O,O,X,O,O,O,O,X
ZTLOSJI,X,O,O,O,O,O,X,O,X
ZTJILSO,X,O,X,O,X,X,X,X,X
ZTJILOS,X,O,X,O,X,X,X,X,X
ZTJISLO,X,O,X,O,X,X,X,X,X
ZTJISOL,X,O,X,O,X,X,X,X,X
ZTJIOLS,X,O,X,O,X,X,X,X,X
ZTJIOSL,X,O,X,O,X,X,X,X,X
ZTJLISO,X,O,X,O,X,X,X,X,X
ZTJLIOS,X,O,X,O,O,X,X,X,X
ZTJLSIO,X,O,X,X,O,X,X,X,X
ZTJLSOI,X,O,X,O,O,X,X,X,X
ZTJLOIS,X,O,X,O,O,X,X,X,X
ZTJLOSI,X,O,X,O,O,X,X,X,X
ZTJSILO,X,O,X,O,X,X,X,X,X
ZTJSIOL,X,O,X,O,X,X,O,X,X
ZTJSLIO,X,O,X,X,X,X,X,X,X
ZTJSLOI,X,O,X,O,X,X,X,X,X
ZTJSOIL,X,O,X,O,X,X,O,X,X
ZTJSOLI,X,O,X,O,X,X,X,X,X
ZTJOILS,X,O,X,O,X,X,X,X,X
ZTJOISL,X,O,X,O,X,X,X,X,X
ZTJOLIS,X,O,X,O,O,X,X,X,X
ZTJOLSI,X,O,X,O,O,X,X,X,X
ZTJOSIL,X,O,X,O,X,X,O,X,X
ZTJOSLI,X,O,X,O,X,X,X,X,X
ZTSILJO,X,O,X,O,X,X,X,X,X
ZTSILOJ,X,O,X,O,X,X,O,X,X
ZTSIJLO,X,X,X,O,X,X,X,X,X
ZTSIJOL,X,O,X,O,X,X,O,X,X
ZTSIOLJ,X,O,X,O,X,X,O,X,X
ZTSIOJL,X,O,X,O,X,X,O,X,X
ZTSLIJO,X,O,O,X,O,X,X,X,X
ZTSLIOJ,X,O,O,X,O,X,O,X,X
ZTSLJIO,X,O,O,X,O,X,X,X,X
ZTSLJOI,X,O,O,O,O,X,X,X,X
ZTSLOIJ,X,O,O,X,O,X,O,X,X
ZTSLOJI,X,O,O,O,O,X,X,X,X
ZTSJILO,X,X,X,O,X,X,X,X,X
ZTSJIOL,X,O,X,O,X,X,O,X,X
ZTSJLIO,X,O,X,X,X,X,X,X,X
ZTSJLOI,X,O,X,O,X,X,X,X,X
ZTSJOIL,X,O,X,O,X,X,O,X,X
ZTSJOLI,X,O,X,O,X,X,X,X,X
ZTSOILJ,X,O,X,O,X,X,O,X,X
ZTSOIJL,X,O,X,O,X,X,O,X,X
ZTSOLIJ,X,O,O,X,O,X,O,X,X
ZTSOLJI,X,O,O,O,O,X,X,X,X
ZTSOJIL,X,O,X,O,X,X,O,X,X
ZTSOJLI,X,O,X,O,X,X,X,X,X
ZTOILJS,X,O,O,O,O,X,X,X,X
ZTOILSJ,X,O,O,O,O,X,X,X,X
ZTOIJLS,X,X,X,O,X,X,X,X,X
ZTOIJSL,X,X,X,O,X,X,X,X,X
ZTOISLJ,X,O,X,O,X,X,O,X,X
ZTOISJL,X,O,X,O,X,X,O,X,X
ZTOLIJS,X,O,O,O,O,X,X,X,X
ZTOLISJ,X,O,O,O,O,O,X,X,X
ZTOLJIS,X,O,O,O,O,X,X,X,X
ZTOLJSI,X,O,X,O,O,X,X,X,X
ZTOLSIJ,X,O,O,X,O,O,O,O,X
ZTOLSJI,X,O,O,O,O,O,X,O,X
ZTOJILS,X,O,X,O,X,X,X,X,X
ZTOJISL,X,O,X,O,X,X,X,X,X
ZTOJLIS,X,O,X,O,O,X,X,X,X
ZTOJLSI,X,O,X,O,O,X,X,X,X
ZTOJSIL,X,O,X,O,X,X,O,X,X
ZTOJSLI,X,O,X,O,X,X,X,X,X
ZTOSILJ,X,O,X,O,X,X,O,X,X
ZTOSIJL,X,O,X,O,X,X,O,X,X
ZTOSLIJ,X,O,O,X,O,X,O,X,X
ZTOSLJI,X,O,O,O,O,X,X,X,X
ZTOSJIL,X,O,X,O,X,X,O,X,X
ZTOSJLI,X,O,X,O,X,X,X,X,X
ZITLJSO,X,X,X,O,X,X,X,X,X
ZITLJOS,X,O,O,O,O,X,X,X,X
ZITLSJO,X,O,O,O,O,X,X,X,X
ZITLSOJ,X,O,O,O,O,X,X,X,X
ZITLOJS,X,O,O,O,O,X,X,X,X
ZITLOSJ,X,O,O,O,O,X,X,X,X
ZITJLSO,X,X,X,O,X,X,X,X,X
ZITJLOS,X,X,X,O,X,X,X,X,X
ZITJSLO,X,X,X,O,X,X,X,X,X
ZITJSOL,X,X,X,O,X,X,X,X,X
ZITJOLS,X,X,X,O,X,X,X,X,X
ZITJOSL,X,X,X,O,X,X,X,X,X
ZITSLJO,X,O,X,O,X,X,X,X,X
ZITSLOJ,X,O,X,O,X,X,O,X,X
ZITSJLO,X,X,X,O,X,X,X,X,X
ZITSJOL,X,O,X,O,X,X,O,X,X
ZITSOLJ,X,O,X,O,X,X,O,X,X
ZITSOJL,X,O,X,O,X,X,O,X,X
ZITOLJS,X,O,O,O,O,X,X,X,X
ZITOLSJ,X,O,O,O,O,X,X,X,X
ZITOJLS,X,X,X,O,X,X,X,X,X
ZITOJSL,X,X,X,O,X,X,X,X,X
ZITOSLJ,X,O,X,O,X,X,O,X,X
ZITOSJL,X,O,X,O,X,X,O,X,X
ZILTJSO,X,X,O,O,X,X,X,X,X
ZILTJOS,X,X,O,O,O,X,X,X,X
ZILTSJO,X,X,O,O,O,X,X,X,X
ZILTSOJ,X,X,O,O,O,X,X,X,X
ZILTOJS,X,X,O,O,O,X,X,X,X
ZILTOSJ,X,X,O,O,O,O,X,X,X
ZILJTSO,X,X,O,X,X,X,X,X,X
ZILJTOS,X,X,O,X,X,X,X,X,X
ZILJSTO,X,X,O,X,X,X,X,X,X
ZILJSOT,X,X,O,X,X,X,X,X,X
ZILJOTS,X,X,O,X,O,X,X,X,X
ZILJOST,X,X,O,X,O,O,X,X,X
ZILSTJO,X,X,O,X,X,O,X,X,X
ZILSTOJ,X,X,O,X,O,O,X,X,X
ZILSJTO,X,X,O,X,X,X,X,X,X
ZILSJOT,X,X,O,X,O,O,X,X,X
ZILSOTJ,X,X,O,X,O,O,X,X,X
ZILSOJT,X,X,O,X,O,O,X,X,X
ZILOTJS,X,X,O,O,O,X,X,X,X
ZILOTSJ,X,X,O,O,O,O,X,X,X
ZILOJTS,X,X,O,X,O,X,X,X,X
ZILOJST,X,X,O,X,O,O,X,X,X
ZILOSTJ,X,X,O,X,O,O,X,X,X
ZILOSJT,X,X,O,X,O,O,X,X,X
ZIJTLSO,X,X,O,O,X,X,X,X,X
ZIJTLOS,X,X,O,O,X,X,X,X,X
ZIJTSLO,O,X,X,O,X,X,X,X,X
ZIJTSOL,O,X,X,O,X,X,X,X,X
ZIJTOLS,X,X,O,O,X,X,X,X,X
ZIJTOSL,O,X,X,O,X,X,X,X,X
ZIJLTSO,X,X,O,X,X,X,X,X,X
ZIJLTOS,X,X,O,X,X,X,X,X,X
ZIJLSTO,O,X,O,X,X,X,X,X,X
ZIJLSOT,O,X,O,X,X,X,X,X,X
ZIJLOTS,X,X,O,X,X,X,X,X,X
ZIJLOST,O,X,O,X,X,X,X,X,X
ZIJSTLO,O,X,X,X,X,X,X,X,X
ZIJSTOL,O,X,X,X,X,X,X,X,X
ZIJSLTO,O,X,O,X,X,X,X,X,X
ZIJSLOT,O,X,O,X,X,X,X,X,X
ZIJSOTL,O,X,X,X,X,X,X,X,X
ZIJSOLT,O,X,O,X,X,X,X,X,X
ZIJOTLS,X,X,O,O,X,X,X,X,X
ZIJOTSL,O,X,X,O,X,X,X,X,X
ZIJOLTS,X,X,O,X,X,X,X,X,X
ZIJOLST,O,X,O,X,X,X,X,X,X
ZIJOSTL,O,X,X,X,X,X,X,X,X
ZIJOSLT,O,X,O,X,X,X,X,X,X
ZISTLJO,X,O,X,O,X,X,X,X,X
ZISTLOJ,X,O,X,O,X,X,O,X,X
ZISTJLO,X,X,X,O,X,X,X,X,X
ZISTJOL,X,O,X,O,X,X,O,X,X
ZISTOLJ,X,O,X,O,X,X,O,X,X
ZISTOJL,X,O,X,O,X,X,O,X,X
ZISLTJO,X,X,O,X,X,X,X,X,X
ZISLTOJ,X,X,O,X,X,X,O,X,X
ZISLJTO,X,X,O,X,X,X,X,X,X
ZISLJOT,X,X,O,X,X,X,X,X,X
ZISLOTJ,X,O,O,X,X,X,O,X,X
ZISLOJT,X,X,O,X,X,X,X,X,X
ZISJTLO,O,X,X,X,X,X,X,X,X
ZISJTOL,O,X,X,X,X,X,O,X,X
ZISJLTO,O,X,X,X,X,X,X,X,X
ZISJLOT,O,X,X,X,X,X,X,X,X
ZISJOTL,O,O,X,X,X,X,O,X,X
ZISJOLT,O,X,X,X,X,X,X,X,X
ZISOTLJ,X,O,X,O,X,X,O,X,X
ZISOTJL,X,O,X,O,X,X,O,X,X
ZISOLTJ,X,O,O,X,X,X,O,X,X
ZISOLJT,X,X,O,X,X,X,X,X,X
ZISOJTL,O,O,X,X,X,X,O,X,X
ZISOJLT,O,X,X,X,X,X,X,X,X
ZIOTLJS,X,O,O,O,O,X,X,X,X
ZIOTLSJ,X,O,O,O,O,X,X,X,X
ZIOTJLS,X,X,X,O,X,X,X,X,X
ZIOTJSL,X,X,X,O,X,X,X,X,X
ZIOTSLJ,X,O,X,O,X,X,O,X,X
ZIOTSJL,X,O,X,O,X,X,O,X,X
ZIOLTJS,X,X,O,O,O,X,X,X,X
ZIOLTSJ,X,X,O,O,O,O,X,X,X
ZIOLJTS,X,X,O,X,O,X,X,X,X
ZIOLJST,X,X,O,X,O,O,X,X,X
ZIOLSTJ,X,X,O,X,O,O,X,X,X
ZIOLSJT,X,X,O,X,O,O,X,X,X
ZIOJTLS,X,X,O,O,X,X,X,X,X
ZIOJTSL,O,X,X,O,X,X,X,X,X
ZIOJLTS,X,X,O,X,X,X,X,X,X
ZIOJLST,O,X,O,X,X,X,X,X,X
ZIOJSTL,O,X,X,X,X,X,X,X,X
ZIOJSLT,O,X,O,X,X,X,X,X,X
ZIOSTLJ,X,O,X,O,X,X,O,X,X
ZIOSTJL,X,O,X,O,X,X,O,X,X
ZIOSLTJ,X,O,O,X,X,X,O,X,X
ZIOSLJT,X,X,O,X,X,X,X,X,X
ZIOSJTL,O,O,X,X,X,X,O,X,X
ZIOSJLT,O,X,X,X,X,X,X,X,X
ZLTIJSO,X,X,O,O,X,X,X,X,X
ZLTIJOS,X,O,O,O,O,X,X,X,X
ZLTISJO,X,O,O,O,O,X,X,X,O
ZLTISOJ,X,O,O,O,O,X,X,X,O
ZLTIOJS,X,O,O,O,O,X,X,X,X
ZLTIOSJ,X,O,O,O,O,O,X,X,O
ZLTJISO,X,X,O,O,X,X,X,X,X
ZLTJIOS,X,O,O,O,O,X,X,X,X
ZLTJSIO,X,O,O,X,O,X,X,X,O
ZLTJSOI,X,O,O,O,O,X,X,X,O
ZLTJOIS,X,O,O,O,O,X,X,X,X
ZLTJOSI,X,O,O,O,O,X,X,X,O
ZLTSIJO,X,O,O,X,O,O,X,O,O
ZLTSIOJ,X,O,O,X,O,O,O,O,O
ZLTSJIO,X,O,O,X,O,O,X,O,O
ZLTSJOI,X,O,O,O,O,O,X,O,O
ZLTSOIJ,X,O,O,X,O,O,O,O,O
ZLTSOJI,X,O,O,O,O,O,X,O,O
ZLTOIJS,X,O,O,O,O,X,X,X,X
ZLTOISJ,X,O,O,O,O,O,X,X,O
ZLTOJIS,X,O,O,O,O,X,X,X,X
ZLTOJSI,X,O,O,O,O,X,X,X,O
ZLTOSIJ,X,O,O,X,O,O,O,O,O
ZLTOSJI,X,O,O,O,O,O,X,O,O
ZLITJSO,X,X,O,O,X,X,X,X,X
ZLITJOS,X,X,O,O,O,X,X,X,X
ZLITSJO,X,X,O,O,O,X,X,X,X
ZLITSOJ,X,X,O,O,O,X,X,X,X
ZLITOJS,X,X,O,O,O,X,X,X,X
ZLITOSJ,X,X,O,O,O,O,X,X,X
ZLIJTSO,X,X,O,X,X,X,X,X,X
ZLIJTOS,X,X,O,X,X,O,X,X,X
ZLIJSTO,X,X,O,X,X,X,X,X,X
ZLIJSOT,X,X,O,X,X,O,X,X,X
ZLIJOTS,X,X,O,X,O,O,X,X,X
ZLIJOST,X,X,O,X,O,O,X,X,X
ZLISTJO,X,X,O,X,O,O,X,O,X
ZLISTOJ,X,X,O,X,O,O,X,O,X
ZLISJTO,X,X,O,X,X,O,X,O,X
ZLISJOT,X,X,O,X,O,O,X,O,X
ZLISOTJ,X,X,O,X,O,O,X,O,X
ZLISOJT,X,X,O,X,O,O,X,O,X
ZLIOTJS,X,X,O,O,O,X,X,X,X
ZLIOTSJ,X,X,O,O,O,O,X,X,X
ZLIOJTS,X,X,O,X,O,O,X,X,X
ZLIOJST,X,X,O,X,O,O,X,X,X
ZLIOSTJ,X,X,O,X,O,O,X,O,X
ZLIOSJT,X,X,O,X,O,O,X,O,X
ZLJTISO,X,X,O,X,X,X,X,X,X
ZLJTIOS,X,X,O,X,O,O,X,X,X
ZLJTSIO,X,X,O,X,O,O,X,X,O
ZLJTSOI,X,X,O,X,O,O,X,X,O
ZLJTOIS,X,X,O,X,O,O,X,X,X
ZLJTOSI,X,X,O,X,O,O,X,X,O
ZLJITSO,X,X,O,X,X,X,X,X,X
ZLJITOS,X,X,O,X,X,O,X,X,X
ZLJISTO,X,X,O,X,X,O,X,X,X
ZLJISOT,X,X,O,X,X,O,X,X,X
ZLJIOTS,X,X,O,X,O,O,X,X,X
ZLJIOST,X,X,O,X,O,O,X,X,X
ZLJSTIO,X,X,O,X,X,O,X,X,O
ZLJSTOI,X,X,O,X,X,O,X,X,O
ZLJSITO,X,X,O,X,X,O,X,X,X
ZLJSIOT,X,X,O,X,O,O,X,X,X
ZLJSOTI,X,X,O,X,X,O,X,X,O
ZLJSOIT,X,X,O,X,O,O,X,X,X
ZLJOTIS,X,X,O,X,O,O,X,X,X
ZLJOTSI,X,X,O,X,O,O,X,X,O
ZLJOITS,X,X,O,X,O,O,X,X,X
ZLJOIST,X,X,O,X,O,O,X,X,X
ZLJOSTI,X,X,O,X,X,O,X,X,O
ZLJOSIT,X,X,O,X,O,O,X,X,X
ZLSTIJO,X,O,O,X,O,O,X,O,O
ZLSTIOJ,X,O,O,X,O,O,O,O,O
ZLSTJIO,X,O,O,X,O,O,X,O,O
ZLSTJOI,X,O,O,X,O,O,X,O,O
ZLSTOIJ,X,O,O,X,O,O,O,O,O
ZLSTOJI,X,O,O,X,O,O,X,O,O
ZLSITJO,X,X,O,X,O,O,X,O,X
ZLSITOJ,X,X,O,X,O,O,O,O,X
ZLSIJTO,X,X,O,X,X,O,X,O,X
ZLSIJOT,X,X,O,X,O,O,X,O,X
ZLSIOTJ,X,O,O,X,O,O,O,O,X
ZLSIOJT,X,X,O,X,O,O,X,O,X
ZLSJTIO,X,X,O,X,X,O,X,O,O
ZLSJTOI,X,X,O,X,X,O,X,O,O
ZLSJITO,X,X,O,X,X,O,X,O,X
ZLSJIOT,X,X,O,X,O,O,X,O,X
ZLSJOTI,X,X,O,X,X,O,X,O,O
ZLSJOIT,X,X,O,X,O,O,X,O,X
ZLSOTIJ,X,O,O,X,O,O,O,O,O
ZLSOTJI,X,O,O,X,O,O,X,O,O
ZLSOITJ,X,O,O,X,O,O,O,O,X
ZLSOIJT,X,X,O,X,O,O,X,O,X
ZLSOJTI,X,X,O,X,X,O,X,O,O
ZLSOJIT,X,X,O,X,O,O,X,O,X
ZLOTIJS,X,O,O,O,O,X,X,X,X
ZLOTISJ,X,O,O,O,O,O,X,X,O
ZLOTJIS,X,O,O,O,O,X,X,X,X
ZLOTJSI,X,O,O,O,O,X,X,X,O
ZLOTSIJ,X,O,O,X,O,O,O,O,O
ZLOTSJI,X,O,O,O,O,O,X,O,O
ZLOITJS,X,X,O,O,O,X,X,X,X
ZLOITSJ,X,X,O,O,O,O,X,X,X
ZLOIJTS,X,X,O,X,O,O,X,X,X
ZLOIJST,X,X,O,X,O,O,X,X,X
ZLOISTJ,X,X,O,X,O,O,X,O,X
ZLOISJT,X,X,O,X,O,O,X,O,X
ZLOJTIS,X,X,O,X,O,O,X,X,X
ZLOJTSI,X,X,O,X,O,O,X,X,O
ZLOJITS,X,X,O,X,O,O,X,X,X
ZLOJIST,X,X,O,X,O,O,X,X,X
ZLOJSTI,X,X,O,X,X,O,X,X,O
ZLOJSIT,X,X,O,X,O,O,X,X,X
ZLOSTIJ,X,O,O,X,O,O,O,O,O
ZLOSTJI,X,O,O,X,O,O,X,O,O
ZLOSITJ,X,O,O,X,O,O,O,O,X
ZLOSIJT,X,X,O,X,O,O,X,O,X
ZLOSJTI,X,X,O,X,X,O,X,O,O
ZLOSJIT,X,X,O,X,O,O,X,O,X
ZJTILSO,X,O,O,O,X,X,X,X,X
ZJTILOS,X,O,O,O,X,X,X,X,X
ZJTISLO,O,O,X,O,X,X,X,X,X
ZJTISOL,O,O,X,O,X,X,X,X,X
ZJTIOLS,X,O,O,O,X,X,X,X,X
ZJTIOSL,O,O,X,O,X,X,X,X,X
ZJTLISO,X,O,O,O,X,X,X,X,X
ZJTLIOS,X,O,O,O,O,O,X,X,X
ZJTLSIO,O,O,O,X,O,O,X,X,X
ZJTLSOI,O,O,O,O,O,O,X,X,X
ZJTLOIS,X,O,O,O,O,O,X,X,X
ZJTLOSI,O,O,O,O,O,O,X,X,X
ZJTSILO,O,O,X,O,X,X,X,X,X
ZJTSIOL,O,O,X,O,X,X,O,X,X
ZJTSLIO,O,O,O,X,X,X,X,X,X
ZJTSLOI,O,O,O,O,X,X,X,X,X
ZJTSOIL,O,O,X,O,X,X,O,X,X
ZJTSOLI,O,O,O,O,X,X,X,X,X
ZJTOILS,X,O,O,O,X,X,X,X,X
ZJTOISL,O,O,X,O,X,X,X,X,X
ZJTOLIS,X,O,O,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,O,O,X,X,X
ZJTOSIL,O,O,X,O,X,X,O,X,X
ZJTOSLI,O,O,O,O,X,X,X,X,X
ZJITLSO,X,O,O,O,X,X,X,X,X
ZJITLOS,X,O,O,O,X,X,X,X,X
ZJITSLO,O,O,X,O,X,X,X,X,X
ZJITSOL,O,O,X,O,X,X,X,X,X
ZJITOLS,X,O,O,O,X,X,X,X,X
ZJITOSL,O,O,X,O,X,X,X,X,X
ZJILTSO,X,X,O,X,X,X,X,X,X
ZJILTOS,X,X,O,X,X,O,X,X,X
ZJILSTO,O,X,O,X,X,O,X,X,X
ZJILSOT,O,X,O,X,X,O,X,X,X
ZJILOTS,X,X,O,X,X,O,X,X,X
ZJILOST,O,X,O,X,X,O,X,X,X
ZJISTLO,O,O,X,X,X,X,X,X,X
ZJISTOL,O,O,X,X,X,X,X,X,X
ZJISLTO,O,X,O,X,X,X,X,X,X
ZJISLOT,O,O,O,X,X,X,X,X,X
ZJISOTL,O,O,X,X,X,X,X,X,X
ZJISOLT,O,O,O,X,X,X,X,X,X
ZJIOTLS,X,O,O,O,X,X,X,X,X
ZJIOTSL,O,O,X,O,X,X,X,X,X
ZJIOLTS,X,X,O,X,X,O,X,X,X
ZJIOLST,O,X,O,X,X,O,X,X,X
ZJIOSTL,O,O,X,X,X,X,X,X,X
ZJIOSLT,O,O,O,X,X,X,X,X,X
ZJLTISO,X,O,O,X,X,X,X,X,X
ZJLTIOS,X,O,O,X,O,O,X,X,X
ZJLTSIO,O,O,O,X,O,O,X,X,O
ZJLTSOI,O,O,O,X,O,O,X,X,O
ZJLTOIS,X,O,O,X,O,O,X,X,X
ZJLTOSI,O,O,O,X,O,O,X,X,O
ZJLITSO,X,X,O,X,X,X,X,X,X
ZJLITOS,X,X,O,X,X,O,X,X,X
ZJLISTO,O,X,O,X,X,O,X,X,X
ZJLISOT,O,X,O,X,X,O,X,X,X
ZJLIOTS,X,X,O,X,O,O,X,X,X
ZJLIOST,O,X,O,X,O,O,X,X,X
ZJLSTIO,O,O,O,X,X,O,X,X,O
ZJLSTOI,O,O,O,X,X,O,X,X,O
ZJLSITO,O,X,O,X,X,O,X,X,X
ZJLSIOT,O,O,O,X,O,O,X,X,X
ZJLSOTI,O,O,O,X,X,O,X,X,O
ZJLSOIT,O,O,O,X,O,O,X,X,X
ZJLOTIS,X,O,O,X,O,O,X,X,X
ZJLOTSI,O,O,O,X,O,O,X,X,O
ZJLOITS,X,X,O,X,O,O,X,X,X
ZJLOIST,O,X,O,X,O,O,X,X,X
ZJLOSTI,O,O,O,X,X,O,X,X,O
ZJLOSIT,O,O,O,X,O,O,X,X,X
ZJSTILO,O,O,X,X,X,X,X,X,X
ZJSTIOL,O,O,X,X,X,X,O,X,X
ZJSTLIO,O,O,O,X,X,X,X,X,X
ZJSTLOI,O,O,O,X,X,X,X,X,X
ZJSTOIL,O,O,X,X,X,X,O,X,X
ZJSTOLI,O,O,O,X,X,X,X,X,X
ZJSITLO,O,O,X,X,X,X,X,X,X
ZJSITOL,O,O,X,X,X,X,O,X,X
ZJSILTO,O,X,O,X,X,X,X,X,X
ZJSILOT,O,O,O,X,X,X,X,X,X
ZJSIOTL,O,O,X,X,X,X,O,X,X
ZJSIOLT,O,O,O,X,X,X,X,X,X
ZJSLTIO,O,O,O,X,X,O,X,X,X
ZJSLTOI,O,O,O,X,X,O,X,X,X
ZJSLITO,O,X,O,X,X,O,X,X,X
ZJSLIOT,O,O,O,X,X,O,X,X,X
ZJSLOTI,O,O,O,X,X,O,X,X,X
ZJSLOIT,O,O,O,X,X,O,X,X,X
ZJSOTIL,O,O,X,X,X,X,O,X,X
ZJSOTLI,O,O,O,X,X,X,X,X,X
ZJSOITL,O,O,X,X,X,X,O,X,X
ZJSOILT,O,O,O,X,X,X,X,X,X
ZJSOLTI,O,O,O,X,X,O,X,X,X
ZJSOLIT,O,O,O,X,X,O,X,X,X
ZJOTILS,X,O,O,O,X,X,X,X,X
ZJOTISL,O,O,X,O,X,X,X,X,X
ZJOTLIS,X,O,O,O,O,O,X,X,X
ZJOTLSI,O,O,O,O,O,O,X,X,X
ZJOTSIL,O,O,X,O,X,X,O,X,X
ZJOTSLI,O,O,O,O,X,X,X,X,X
ZJOITLS,X,O,O,O,X,X,X,X,X
ZJOITSL,O,O,X,O,X,X,X,X,X
ZJOILTS,X,X,O,X,X,O,X,X,X
ZJOILST,O,X,O,X,X,O,X,X,X
ZJOISTL,O,O,X,X,X,X,X,X,X
ZJOISLT,O,O,O,X,X,X,X,X,X
ZJOLTIS,X,O,O,X,O,O,X,X,X
ZJOLTSI,O,O,O,X,O,O,X,X,O
ZJOLITS,X,X,O,X,O,O,X,X,X
ZJOLIST,O,X,O,X,O,O,X,X,X
ZJOLSTI,O,O,O,X,X,O,X,X,O
ZJOLSIT,O,O,O,X,O,O,X,X,X
ZJOSTIL,O,O,X,X,X,X,O,X,X
ZJOSTLI,O,O,O,X,X,X,X,X,X
ZJOSITL,O,O,X,X,X,X,O,X,X
ZJOSILT,O,O,O,X,X,X,X,X,X
ZJOSLTI,O,O,O,X,X,O,X,X,X
ZJOSLIT,O,O,O,X,X,O,X,X,X
ZSTILJO,X,O,X,O,X,X,X,X,X
ZSTILOJ,X,O,X,O,X,X,O,X,X
ZSTIJLO,X,X,X,O,X,X,X,X,X
ZSTIJOL,X,O,X,O,X,X,O,X,X
ZSTIOLJ,X,O,X,O,X,X,O,X,X
ZSTIOJL,X,O,X,O,X,X,O,X,X
ZSTLIJO,X,O,O,X,O,X,X,X,X
ZSTLIOJ,X,O,O,X,O,X,O,X,X
ZSTLJIO,X,O,O,X,O,X,X,X,X
ZSTLJOI,X,O,O,O,O,X,X,X,X
ZSTLOIJ,X,O,O,X,O,X,O,X,X
ZSTLOJI,X,O,O,O,O,X,X,X,X
ZSTJILO,X,X,X,O,X,X,X,X,X
ZSTJIOL,X,O,X,O,X,X,O,X,X
ZSTJLIO,X,O,X,X,X,X,X,X,X
ZSTJLOI,X,O,X,O,X,X,X,X,X
ZSTJOIL,X,O,X,O,X,X,O,X,X
ZSTJOLI,X,O,X,O,X,X,X,X,X
ZSTOILJ,X,O,X,O,X,X,O,X,X
ZSTOIJL,X,O,X,O,X,X,O,X,X
ZSTOLIJ,X,O,O,X,O,X,O,X,X
ZSTOLJI,X,O,O,O,O,X,X,X,X
ZSTOJIL,X,O,X,O,X,X,O,X,X
ZSTOJLI,X,O,X,O,X,X,X,X,X
ZSITLJO,X,O,X,O,X,X,X,X,X
ZSITLOJ,X,O,X,O,X,X,O,X,X
ZSITJLO,X,X,X,O,X,X,X,X,X
ZSITJOL,X,O,X,O,X,X,O,X,X
ZSITOLJ,X,O,X,O,X,X,O,X,X
ZSITOJL,X,O,X,O,X,X,O,X,X
ZSILTJO,X,X,O,X,X,X,X,X,X
ZSILTOJ,X,X,O,X,X,X,O,X,X
ZSILJTO,X,X,O,X,X,X,X,X,X
ZSILJOT,X,X,O,X,X,X,X,X,X
ZSILOTJ,X,O,O,X,X,X,O,X,X
ZSILOJT,X,X,O,X,X,X,X,X,X
ZSIJTLO,O,X,X,X,X,X,X,X,X
