sequence,v115@DhA8IeA8IeB8CeA8AeG8JeZEJvhFzfBfmB6mBGjBUo?BFqB,v115@DhA8IeA8IeB8CeA8AeG8JeZEJvhFzfBGhBfoB6oBUm?BFqB,v115@DhA8IeA8IeB8CeA8AeG8JeZEJvhFUgBGhBCjBfqBVw?BTtB,v115@DhA8IeA8IeB8CeA8AeG8JeZEJvhFUgBFhBziB+oBfq?BSwB,v115@DhA8IeA8IeB8CeA8AeG8JeZEJvhFFgB8lB+mBCjBfq?BTtB,v115@DhA8IeA8IeB8CeA8AeG8JeZEJvhFFgB6mBGjBfqBzq?BUtB
LZOITJS,X,X,X,X,X,O
LZOITSJ,X,X,X,X,X,O
LZOIJTS,X,X,X,X,X,O
LZOIJST,O,X,X,X,X,O
LZOISTJ,O,X,X,X,X,O
LZOISJT,O,X,X,X,X,O
LZOJTIS,X,X,X,X,X,O
LZOJTSI,X,X,X,X,X,O
LZOJITS,X,X,X,X,X,O
LZOJIST,O,X,X,X,X,O
LZOJSTI,O,X,X,X,X,O
LZOJSIT,O,X,X,X,X,O
LZOSTIJ,O,X,X,X,X,O
LZOSTJI,O,X,X,X,X,O
LZOSITJ,O,X,X,X,X,O
LZOSIJT,O,X,X,X,X,O
LZOSJTI,O,X,X,X,X,O
LZOSJIT,O,X,X,X,X,O
LOTIJSZ,X,X,O,O,O,X
LOTIJZS,X,X,O,O,O,X
LOTISJZ,X,X,O,O,O,O
LOTISZJ,X,X,O,O,X,O
LOTIZJS,X,X,O,X,X,O
LOTIZSJ,X,X,O,X,X,O
LOTJISZ,X,X,O,O,O,X
LOTJIZS,X,X,O,O,O,X
LOTJSIZ,X,X,O,O,O,X
LOTJSZI,X,X,O,O,O,X
LOTJZIS,X,X,O,O,O,X
LOTJZSI,X,X,O,O,O,X
LOTSIJZ,X,X,O,O,O,O
LOTSIZJ,X,X,O,O,X,O
LOTSJIZ,X,X,O,O,O,O
LOTSJZI,X,X,O,O,O,O
LOTSZIJ,X,X,O,O,X,O
LOTSZJI,X,X,O,O,X,O
LOTZIJS,X,X,O,X,X,O
LOTZISJ,X,X,O,X,X,O
LOTZJIS,X,X,O,X,X,O
LOTZJSI,X,X,O,X,X,O
LOTZSIJ,X,X,O,X,X,O
LOTZSJI,X,X,O,X,X,O
LOITJSZ,X,X,O,O,O,X
LOITJZS,X,X,O,O,O,X
LOITSJZ,X,X,O,O,O,O
LOITSZJ,X,X,O,O,X,O
LOITZJS,X,X,O,X,X,O
LOITZSJ,X,X,O,X,X,O
LOIJTSZ,X,X,O,O,O,X
LOIJTZS,X,X,O,O,O,X
LOIJSTZ,X,X,O,O,O,O
LOIJSZT,X,X,O,O,O,O
LOIJZTS,X,X,X,O,O,O
LOIJZST,X,X,X,O,O,O
LOISTJZ,O,X,O,O,O,O
LOISTZJ,O,X,O,O,X,O
LOISJTZ,X,X,O,O,O,O
LOISJZT,X,X,O,O,O,O
LOISZTJ,O,X,O,O,X,O
LOISZJT,O,X,O,O,O,O
LOIZTJS,X,X,O,X,X,O
LOIZTSJ,X,X,O,X,X,O
LOIZJTS,X,X,X,X,O,O
LOIZJST,O,X,X,X,O,O
LOIZSTJ,O,X,O,X,X,O
LOIZSJT,O,X,O,X,O,O
LOJTISZ,X,X,O,O,O,X
LOJTIZS,X,X,O,O,O,X
LOJTSIZ,X,X,O,O,O,X
LOJTSZI,X,X,O,O,O,X
LOJTZIS,X,X,O,O,O,X
LOJTZSI,X,X,O,O,O,X
LOJITSZ,X,X,O,O,O,X
LOJITZS,X,X,O,O,O,X
LOJISTZ,X,X,O,O,O,O
LOJISZT,X,X,O,O,O,O
LOJIZTS,X,X,X,O,O,O
LOJIZST,X,X,X,O,O,O
LOJSTIZ,X,X,O,O,O,O
LOJSTZI,X,X,O,O,O,O
LOJSITZ,X,X,O,O,O,O
LOJSIZT,X,X,O,O,O,O
LOJSZTI,X,X,O,O,O,O
LOJSZIT,X,X,O,O,O,O
LOJZTIS,X,X,X,O,O,O
LOJZTSI,X,X,X,O,O,O
LOJZITS,X,X,X,O,O,O
LOJZIST,X,X,X,O,O,O
LOJZSTI,X,X,X,O,O,O
LOJZSIT,X,X,X,O,O,O
LOSTIJZ,O,X,O,O,O,O
LOSTIZJ,O,X,O,O,X,O
LOSTJIZ,O,X,O,O,O,O
LOSTJZI,O,X,O,O,O,O
LOSTZIJ,O,X,O,O,X,O
LOSTZJI,O,X,O,O,X,O
LOSITJZ,O,X,O,O,O,O
LOSITZJ,O,X,O,O,X,O
LOSIJTZ,X,X,O,O,O,O
LOSIJZT,X,X,O,O,O,O
LOSIZTJ,O,X,O,O,X,O
LOSIZJT,O,X,O,O,O,O
LOSJTIZ,X,X,O,O,O,O
LOSJTZI,X,X,O,O,O,O
LOSJITZ,X,X,O,O,O,O
LOSJIZT,X,X,O,O,O,O
LOSJZTI,X,X,O,O,O,O
LOSJZIT,X,X,O,O,O,O
LOSZTIJ,O,X,O,O,X,O
LOSZTJI,O,X,O,O,X,O
LOSZITJ,O,X,O,O,X,O
LOSZIJT,O,X,O,O,O,O
LOSZJTI,O,X,O,O,O,O
LOSZJIT,O,X,O,O,O,O
LOZTIJS,X,X,O,X,X,O
LOZTISJ,X,X,O,X,X,O
LOZTJIS,X,X,O,X,X,O
LOZTJSI,X,X,O,X,X,O
LOZTSIJ,X,X,O,X,X,O
LOZTSJI,X,X,O,X,X,O
LOZITJS,X,X,O,X,X,O
LOZITSJ,X,X,O,X,X,O
LOZIJTS,X,X,X,X,O,O
LOZIJST,O,X,X,X,O,O
LOZISTJ,O,X,O,X,X,O
LOZISJT,O,X,O,X,O,O
LOZJTIS,X,X,X,X,O,O
LOZJTSI,X,X,X,X,O,O
LOZJITS,X,X,X,X,O,O
LOZJIST,O,X,X,X,O,O
LOZJSTI,O,X,X,X,O,O
LOZJSIT,O,X,X,X,O,O
LOZSTIJ,O,X,O,X,X,O
LOZSTJI,O,X,O,X,X,O
LOZSITJ,O,X,O,X,X,O
LOZSIJT,O,X,O,X,O,O
LOZSJTI,O,X,O,X,O,O
LOZSJIT,O,X,O,X,O,O
JTILSZO,X,X,O,O,O,X
JTILSOZ,X,X,O,O,X,X
JTILZSO,X,X,O,O,O,X
JTILZOS,X,X,X,O,X,X
JTILOSZ,X,X,O,O,X,X
JTILOZS,X,X,O,O,X,X
JTISLZO,O,O,O,O,O,X
JTISLOZ,O,O,O,O,X,X
JTISZLO,O,O,O,O,O,X
JTISZOL,O,O,O,O,O,X
JTISOLZ,O,O,O,O,O,X
JTISOZL,O,O,O,O,O,X
JTIZLSO,O,O,O,X,O,X
JTIZLOS,O,O,X,X,X,X
JTIZSLO,O,O,O,X,O,X
JTIZSOL,O,O,O,X,O,X
JTIZOLS,O,O,O,X,O,X
JTIZOSL,O,O,O,X,O,X
JTIOLSZ,X,X,O,O,O,X
JTIOLZS,X,X,O,O,O,X
JTIOSLZ,O,O,O,O,O,X
JTIOSZL,O,O,O,O,O,X
JTIOZLS,O,O,O,X,O,X
JTIOZSL,O,O,O,X,O,X
JTLISZO,X,X,O,O,O,X
JTLISOZ,X,X,O,O,X,X
JTLIZSO,X,X,O,O,O,X
JTLIZOS,X,X,X,O,X,X
JTLIOSZ,X,X,O,O,X,X
JTLIOZS,X,X,O,O,X,X
JTLSIZO,X,X,O,O,O,X
JTLSIOZ,X,X,O,O,X,X
JTLSZIO,X,X,O,O,O,X
JTLSZOI,X,X,O,O,O,X
JTLSOIZ,X,X,O,O,X,X
JTLSOZI,X,X,O,O,X,X
JTLZISO,X,X,O,O,O,X
JTLZIOS,X,X,X,O,X,X
JTLZSIO,X,X,O,O,O,X
JTLZSOI,X,X,O,O,O,X
JTLZOIS,X,X,X,O,X,X
JTLZOSI,X,X,X,O,X,X
JTLOISZ,X,X,O,O,X,X
JTLOIZS,X,X,O,O,X,X
JTLOSIZ,X,X,O,O,X,X
JTLOSZI,X,X,O,O,X,X
JTLOZIS,X,X,O,O,X,X
JTLOZSI,X,X,O,O,X,X
JTSILZO,O,O,O,O,O,X
JTSILOZ,O,O,O,O,X,X
JTSIZLO,O,O,O,O,O,X
JTSIZOL,O,O,O,O,O,X
JTSIOLZ,O,O,O,O,O,X
JTSIOZL,O,O,O,O,O,X
JTSLIZO,O,O,O,O,O,X
JTSLIOZ,O,O,O,O,X,X
JTSLZIO,O,O,O,O,O,X
JTSLZOI,O,O,O,O,O,X
JTSLOIZ,O,O,O,O,X,X
JTSLOZI,O,O,O,O,X,X
JTSZILO,O,O,O,O,O,X
JTSZIOL,O,O,O,O,O,X
JTSZLIO,O,O,O,O,O,X
JTSZLOI,O,O,O,O,O,X
JTSZOIL,O,O,O,O,O,X
JTSZOLI,O,O,O,O,O,X
JTSOILZ,O,O,O,O,O,X
JTSOIZL,O,O,O,O,O,X
JTSOLIZ,O,O,O,O,O,X
JTSOLZI,O,O,O,O,O,X
JTSOZIL,O,O,O,O,O,X
JTSOZLI,O,O,O,O,O,X
JTZILSO,O,O,O,X,O,X
JTZILOS,O,O,X,X,X,X
JTZISLO,O,O,O,X,O,X
JTZISOL,O,O,O,X,O,X
JTZIOLS,O,O,O,X,O,X
JTZIOSL,O,O,O,X,O,X
JTZLISO,O,O,O,X,O,X
JTZLIOS,O,O,X,X,X,X
JTZLSIO,O,O,O,X,O,X
JTZLSOI,O,O,O,X,O,X
JTZLOIS,O,O,X,X,X,X
JTZLOSI,O,O,X,X,X,X
JTZSILO,O,O,O,X,O,X
JTZSIOL,O,O,O,X,O,X
JTZSLIO,O,O,O,X,O,X
JTZSLOI,O,O,O,X,O,X
JTZSOIL,O,O,O,X,O,X
JTZSOLI,O,O,O,X,O,X
JTZOILS,O,O,O,X,O,X
JTZOISL,O,O,O,X,O,X
JTZOLIS,O,O,O,X,O,X
JTZOLSI,O,O,O,X,O,X
JTZOSIL,O,O,O,X,O,X
JTZOSLI,O,O,O,X,O,X
JTOILSZ,X,X,O,O,O,X
JTOILZS,X,X,O,O,O,X
JTOISLZ,O,O,O,O,O,X
JTOISZL,O,O,O,O,O,X
JTOIZLS,O,O,O,X,O,X
JTOIZSL,O,O,O,X,O,X
JTOLISZ,X,X,O,O,O,X
JTOLIZS,X,X,O,O,O,X
JTOLSIZ,X,X,O,O,O,X
JTOLSZI,X,X,O,O,O,X
JTOLZIS,X,X,O,O,O,X
JTOLZSI,X,X,O,O,O,X
JTOSILZ,O,O,O,O,O,X
JTOSIZL,O,O,O,O,O,X
JTOSLIZ,O,O,O,O,O,X
JTOSLZI,O,O,O,O,O,X
JTOSZIL,O,O,O,O,O,X
JTOSZLI,O,O,O,O,O,X
JTOZILS,O,O,O,X,O,X
JTOZISL,O,O,O,X,O,X
JTOZLIS,O,O,O,X,O,X
JTOZLSI,O,O,O,X,O,X
JTOZSIL,O,O,O,X,O,X
JTOZSLI,O,O,O,X,O,X
JITLSZO,X,X,O,O,O,X
JITLSOZ,X,X,O,O,X,X
JITLZSO,X,X,O,O,O,X
JITLZOS,X,X,X,O,X,X
JITLOSZ,X,X,O,O,X,X
JITLOZS,X,X,O,O,X,X
JITSLZO,O,O,O,O,O,X
JITSLOZ,O,O,O,O,X,X
JITSZLO,O,O,O,O,O,X
JITSZOL,O,O,O,O,O,X
JITSOLZ,O,O,O,O,O,X
JITSOZL,O,O,O,O,O,X
JITZLSO,O,O,O,X,O,X
JITZLOS,O,O,X,X,X,X
JITZSLO,O,O,O,X,O,X
JITZSOL,O,O,O,X,O,X
JITZOLS,O,O,O,X,O,X
JITZOSL,O,O,O,X,O,X
JITOLSZ,X,X,O,O,O,X
JITOLZS,X,X,O,O,O,X
JITOSLZ,O,O,O,O,O,X
JITOSZL,O,O,O,O,O,X
JITOZLS,O,O,O,X,O,X
JITOZSL,O,O,O,X,O,X
JILTSZO,X,X,O,O,O,X
JILTSOZ,X,X,O,O,X,X
JILTZSO,X,X,O,O,O,X
JILTZOS,X,X,X,O,X,X
JILTOSZ,X,X,O,O,X,X
JILTOZS,X,X,X,O,X,X
JILSTZO,O,X,O,O,O,O
JILSTOZ,O,X,O,O,X,X
JILSZTO,O,X,O,O,O,O
JILSZOT,O,X,X,O,O,O
JILSOTZ,X,X,X,O,O,X
JILSOZT,X,X,X,O,O,X
JILZTSO,O,X,X,O,O,O
JILZTOS,X,X,X,O,X,O
JILZSTO,O,X,X,O,O,O
JILZSOT,O,X,X,O,O,O
JILZOTS,X,X,X,O,O,O
JILZOST,O,X,X,O,O,O
JILOTSZ,X,X,X,O,O,X
JILOTZS,X,X,X,O,O,X
JILOSTZ,X,X,X,O,O,O
JILOSZT,X,X,X,O,O,O
JILOZTS,X,X,X,O,O,O
JILOZST,X,X,X,O,O,O
JISTLZO,O,O,O,O,O,O
JISTLOZ,O,O,O,O,X,X
JISTZLO,O,O,O,O,O,O
JISTZOL,O,O,O,O,O,O
JISTOLZ,O,O,O,O,O,O
JISTOZL,O,O,O,O,O,O
JISLTZO,O,O,O,O,O,O
JISLTOZ,O,O,O,O,X,X
JISLZTO,O,O,O,O,O,O
JISLZOT,O,O,X,O,O,O
JISLOTZ,X,X,X,O,O,X
JISLOZT,X,X,X,O,O,X
JISZTLO,O,O,O,O,O,O
JISZTOL,O,O,O,O,O,O
JISZLTO,O,O,O,O,O,O
JISZLOT,O,O,X,O,O,O
JISZOTL,O,O,O,O,O,O
JISZOLT,O,O,O,O,O,O
JISOTLZ,X,X,O,O,O,O
JISOTZL,X,X,O,O,O,O
JISOLTZ,X,X,O,O,O,O
JISOLZT,X,X,O,O,O,O
JISOZTL,X,X,O,O,O,O
JISOZLT,X,X,O,O,O,O
JIZTLSO,O,O,X,X,O,O
JIZTLOS,O,O,X,X,X,O
JIZTSLO,O,O,X,X,O,O
JIZTSOL,O,O,X,X,O,O
JIZTOLS,O,O,X,X,O,O
JIZTOSL,O,O,X,X,O,O
JIZLTSO,O,O,X,O,O,O
JIZLTOS,O,O,X,O,X,O
JIZLSTO,O,O,X,O,O,O
JIZLSOT,O,O,X,O,O,O
JIZLOTS,X,X,X,O,O,O
JIZLOST,O,X,X,O,O,O
JIZSTLO,O,O,X,O,O,O
JIZSTOL,O,O,X,O,O,O
JIZSLTO,O,O,X,O,O,O
JIZSLOT,O,O,X,O,O,O
JIZSOTL,O,O,X,O,O,O
JIZSOLT,O,O,X,O,O,O
JIZOTLS,O,O,X,X,O,O
JIZOTSL,O,O,X,X,O,O
JIZOLTS,X,X,X,O,O,O
JIZOLST,O,X,X,O,O,O
JIZOSTL,O,O,X,O,O,O
JIZOSLT,O,O,X,O,O,O
JIOTLSZ,X,X,O,O,O,X
JIOTLZS,X,X,O,O,O,X
JIOTSLZ,X,X,O,O,O,X
JIOTSZL,X,X,O,O,O,X
JIOTZLS,X,X,O,X,O,X
JIOTZSL,X,X,O,X,O,X
JIOLTSZ,X,X,O,O,O,X
JIOLTZS,X,X,O,O,O,X
JIOLSTZ,X,X,O,O,O,O
JIOLSZT,X,X,O,O,O,O
JIOLZTS,X,X,X,O,O,O
JIOLZST,X,X,X,O,O,O
JIOSTLZ,X,X,O,O,O,O
JIOSTZL,X,X,O,O,O,O
JIOSLTZ,X,X,O,O,O,O
JIOSLZT,X,X,O,O,O,O
JIOSZTL,X,X,O,O,O,O
JIOSZLT,X,X,O,O,O,O
JIOZTLS,X,X,X,X,O,O
JIOZTSL,X,X,X,X,O,O
JIOZLTS,X,X,X,O,O,O
JIOZLST,X,X,X,O,O,O
JIOZSTL,X,X,X,O,O,O
JIOZSLT,X,X,X,O,O,O
JLTISZO,X,X,O,O,O,X
JLTISOZ,X,X,O,O,X,X
JLTIZSO,X,X,O,O,O,X
JLTIZOS,X,X,X,O,X,X
JLTIOSZ,X,X,O,O,X,X
JLTIOZS,X,X,X,O,X,X
JLTSIZO,X,X,O,O,O,X
JLTSIOZ,X,X,O,O,X,X
JLTSZIO,X,X,O,O,O,X
JLTSZOI,X,X,O,O,O,X
JLTSOIZ,X,X,O,O,X,X
JLTSOZI,X,X,O,O,X,X
JLTZISO,X,X,O,O,O,X
JLTZIOS,X,X,X,O,X,X
JLTZSIO,X,X,O,O,O,X
JLTZSOI,X,X,O,O,O,X
JLTZOIS,X,X,X,O,X,X
JLTZOSI,X,X,X,O,X,X
JLTOISZ,X,X,O,O,X,X
JLTOIZS,X,X,X,O,X,X
JLTOSIZ,X,X,O,O,X,X
JLTOSZI,X,X,O,O,X,X
JLTOZIS,X,X,X,O,X,X
JLTOZSI,X,X,X,O,X,X
JLITSZO,X,X,O,O,O,X
JLITSOZ,X,X,O,O,X,X
JLITZSO,X,X,O,O,O,X
JLITZOS,X,X,X,O,X,X
JLITOSZ,X,X,O,O,X,X
JLITOZS,X,X,X,O,X,X
JLISTZO,O,X,O,O,O,O
JLISTOZ,O,X,O,O,X,X
JLISZTO,O,X,O,O,O,O
JLISZOT,O,X,X,O,O,O
JLISOTZ,X,X,X,O,O,X
JLISOZT,X,X,X,O,O,X
JLIZTSO,O,X,X,O,O,O
JLIZTOS,X,X,X,O,X,O
JLIZSTO,O,X,X,O,O,O
JLIZSOT,O,X,X,O,O,O
JLIZOTS,X,X,X,O,O,O
JLIZOST,O,X,X,O,O,O
JLIOTSZ,X,X,X,O,O,X
JLIOTZS,X,X,X,O,O,X
JLIOSTZ,X,X,X,O,O,O
JLIOSZT,X,X,X,O,O,O
JLIOZTS,X,X,X,O,O,O
JLIOZST,X,X,X,O,O,O
JLSTIZO,O,X,O,O,O,O
JLSTIOZ,O,X,O,O,X,X
JLSTZIO,O,X,O,O,O,O
JLSTZOI,O,X,O,O,O,O
JLSTOIZ,O,X,O,O,X,X
JLSTOZI,O,X,O,O,X,X
JLSITZO,O,X,O,O,O,O
JLSITOZ,O,X,O,O,X,X
JLSIZTO,O,X,O,O,O,O
JLSIZOT,O,X,X,O,O,O
JLSIOTZ,X,X,X,O,O,X
JLSIOZT,X,X,X,O,O,X
JLSZTIO,O,X,O,O,O,O
JLSZTOI,O,X,O,O,O,O
JLSZITO,O,X,O,O,O,O
JLSZIOT,O,X,X,O,O,O
JLSZOTI,O,X,X,O,O,O
JLSZOIT,O,X,X,O,O,O
JLSOTIZ,X,X,X,O,O,X
JLSOTZI,X,X,X,O,O,X
JLSOITZ,X,X,X,O,O,X
JLSOIZT,X,X,X,O,O,X
JLSOZTI,X,X,X,O,O,X
JLSOZIT,X,X,X,O,O,X
JLZTISO,O,X,X,O,O,O
JLZTIOS,X,X,X,O,X,O
JLZTSIO,O,X,X,O,O,O
JLZTSOI,O,X,X,O,O,O
JLZTOIS,X,X,X,O,X,O
JLZTOSI,X,X,X,O,X,O
JLZITSO,O,X,X,O,O,O
JLZITOS,X,X,X,O,X,O
JLZISTO,O,X,X,O,O,O
JLZISOT,O,X,X,O,O,O
JLZIOTS,X,X,X,O,O,O
JLZIOST,O,X,X,O,O,O
JLZSTIO,O,X,X,O,O,O
JLZSTOI,O,X,X,O,O,O
JLZSITO,O,X,X,O,O,O
JLZSIOT,O,X,X,O,O,O
JLZSOTI,O,X,X,O,O,O
JLZSOIT,O,X,X,O,O,O
JLZOTIS,X,X,X,O,O,O
JLZOTSI,X,X,X,O,O,O
JLZOITS,X,X,X,O,O,O
JLZOIST,O,X,X,O,O,O
JLZOSTI,O,X,X,O,O,O
JLZOSIT,O,X,X,O,O,O
JLOTISZ,X,X,X,O,O,X
JLOTIZS,X,X,X,O,O,X
JLOTSIZ,X,X,X,O,O,X
JLOTSZI,X,X,X,O,O,X
JLOTZIS,X,X,X,O,O,X
JLOTZSI,X,X,X,O,O,X
JLOITSZ,X,X,X,O,O,X
JLOITZS,X,X,X,O,O,X
JLOISTZ,X,X,X,O,O,O
JLOISZT,X,X,X,O,O,O
JLOIZTS,X,X,X,O,O,O
JLOIZST,X,X,X,O,O,O
JLOSTIZ,X,X,X,O,O,O
JLOSTZI,X,X,X,O,O,O
JLOSITZ,X,X,X,O,O,O
JLOSIZT,X,X,X,O,O,O
JLOSZTI,X,X,X,O,O,O
JLOSZIT,X,X,X,O,O,O
JLOZTIS,X,X,X,O,O,O
JLOZTSI,X,X,X,O,O,O
JLOZITS,X,X,X,O,O,O
JLOZIST,X,X,X,O,O,O
JLOZSTI,X,X,X,O,O,O
JLOZSIT,X,X,X,O,O,O
JSTILZO,O,O,O,O,O,O
JSTILOZ,O,O,O,O,X,X
JSTIZLO,O,O,O,O,O,O
JSTIZOL,O,O,O,O,O,O
JSTIOLZ,O,O,O,O,O,O
JSTIOZL,O,O,O,O,O,O
JSTLIZO,O,O,O,O,O,O
JSTLIOZ,O,O,O,O,X,X
JSTLZIO,O,O,O,O,O,O
JSTLZOI,O,O,O,O,O,O
JSTLOIZ,O,O,O,O,X,X
JSTLOZI,O,O,O,O,X,X
JSTZILO,O,O,O,O,O,O
JSTZIOL,O,O,O,O,O,O
JSTZLIO,O,O,O,O,O,O
JSTZLOI,O,O,O,O,O,O
JSTZOIL,O,O,O,O,O,O
JSTZOLI,O,O,O,O,O,O
JSTOILZ,O,O,O,O,O,O
JSTOIZL,O,O,O,O,O,O
JSTOLIZ,O,O,O,O,O,O
JSTOLZI,O,O,O,O,O,O
JSTOZIL,O,O,O,O,O,O
JSTOZLI,O,O,O,O,O,O
JSITLZO,O,O,O,O,O,O
JSITLOZ,O,O,O,O,X,X
JSITZLO,O,O,O,O,O,O
JSITZOL,O,O,O,O,O,O
JSITOLZ,O,O,O,O,O,O
JSITOZL,O,O,O,O,O,O
JSILTZO,O,O,O,O,O,O
JSILTOZ,O,O,O,O,X,X
JSILZTO,O,O,O,O,O,O
JSILZOT,O,O,X,O,O,O
JSILOTZ,X,X,X,O,O,X
JSILOZT,X,X,X,O,O,X
JSIZTLO,O,O,O,O,O,O
JSIZTOL,O,O,O,O,O,O
JSIZLTO,O,O,O,O,O,O
JSIZLOT,O,O,X,O,O,O
JSIZOTL,O,O,O,O,O,O
JSIZOLT,O,O,O,O,O,O
JSIOTLZ,X,X,O,O,O,O
JSIOTZL,X,X,O,O,O,O
JSIOLTZ,X,X,O,O,O,O
JSIOLZT,X,X,O,O,O,O
JSIOZTL,X,X,O,O,O,O
JSIOZLT,X,X,O,O,O,O
JSLTIZO,O,O,O,O,O,O
JSLTIOZ,O,O,O,O,X,X
JSLTZIO,O,O,O,O,O,O
JSLTZOI,O,O,O,O,O,O
JSLTOIZ,O,O,O,O,X,X
JSLTOZI,O,O,O,O,X,X
JSLITZO,O,O,O,O,O,O
JSLITOZ,O,O,O,O,X,X
JSLIZTO,O,O,O,O,O,O
JSLIZOT,O,O,X,O,O,O
JSLIOTZ,X,X,X,O,O,X
JSLIOZT,X,X,X,O,O,X
JSLZTIO,O,O,O,O,O,O
JSLZTOI,O,O,O,O,O,O
JSLZITO,O,O,O,O,O,O
JSLZIOT,O,O,X,O,O,O
JSLZOTI,O,O,X,O,O,O
JSLZOIT,O,O,X,O,O,O
JSLOTIZ,X,X,X,O,O,X
JSLOTZI,X,X,X,O,O,X
JSLOITZ,X,X,X,O,O,X
JSLOIZT,X,X,X,O,O,X
JSLOZTI,X,X,X,O,O,X
JSLOZIT,X,X,X,O,O,X
JSZTILO,O,O,O,O,O,O
JSZTIOL,O,O,O,O,O,O
JSZTLIO,O,O,O,O,O,O
JSZTLOI,O,O,O,O,O,O
JSZTOIL,O,O,O,O,O,O
JSZTOLI,O,O,O,O,O,O
JSZITLO,O,O,O,O,O,O
JSZITOL,O,O,O,O,O,O
JSZILTO,O,O,O,O,O,O
JSZILOT,O,O,X,O,O,O
JSZIOTL,O,O,O,O,O,O
JSZIOLT,O,O,O,O,O,O
JSZLTIO,O,O,O,O,O,O
JSZLTOI,O,O,O,O,O,O
JSZLITO,O,O,O,O,O,O
JSZLIOT,O,O,X,O,O,O
JSZLOTI,O,O,X,O,O,O
JSZLOIT,O,O,X,O,O,O
JSZOTIL,O,O,O,O,O,O
JSZOTLI,O,O,O,O,O,O
JSZOITL,O,O,O,O,O,O
JSZOILT,O,O,O,O,O,O
JSZOLTI,O,O,O,O,O,O
JSZOLIT,O,O,O,O,O,O
JSOTILZ,X,X,O,O,O,O
JSOTIZL,X,X,O,O,O,O
JSOTLIZ,X,X,O,O,O,O
JSOTLZI,X,X,O,O,O,O
JSOTZIL,X,X,O,O,O,O
JSOTZLI,X,X,O,O,O,O
JSOITLZ,X,X,O,O,O,O
JSOITZL,X,X,O,O,O,O
JSOILTZ,X,X,O,O,O,O
JSOILZT,X,X,O,O,O,O
JSOIZTL,X,X,O,O,O,O
JSOIZLT,X,X,O,O,O,O
JSOLTIZ,X,X,O,O,O,O
JSOLTZI,X,X,O,O,O,O
JSOLITZ,X,X,O,O,O,O
JSOLIZT,X,X,O,O,O,O
JSOLZTI,X,X,O,O,O,O
JSOLZIT,X,X,O,O,O,O
JSOZTIL,X,X,O,O,O,O
JSOZTLI,X,X,O,O,O,O
JSOZITL,X,X,O,O,O,O
JSOZILT,X,X,O,O,O,O
JSOZLTI,X,X,O,O,O,O
JSOZLIT,X,X,O,O,O,O
JZTILSO,O,O,X,X,O,O
JZTILOS,O,O,X,X,X,O
JZTISLO,O,O,X,X,O,O
JZTISOL,O,O,X,X,O,O
JZTIOLS,O,O,X,X,O,O
JZTIOSL,O,O,X,X,O,O
JZTLISO,O,O,X,X,O,O
JZTLIOS,O,O,X,X,X,O
JZTLSIO,O,O,X,X,O,O
JZTLSOI,O,O,X,X,O,O
JZTLOIS,O,O,X,X,X,O
JZTLOSI,O,O,X,X,X,O
JZTSILO,O,O,X,X,O,O
JZTSIOL,O,O,X,X,O,O
JZTSLIO,O,O,X,X,O,O
JZTSLOI,O,O,X,X,O,O
JZTSOIL,O,O,X,X,O,O
JZTSOLI,O,O,X,X,O,O
JZTOILS,O,O,X,X,O,O
JZTOISL,O,O,X,X,O,O
JZTOLIS,O,O,X,X,O,O
JZTOLSI,O,O,X,X,O,O
JZTOSIL,O,O,X,X,O,O
JZTOSLI,O,O,X,X,O,O
JZITLSO,O,O,X,X,O,O
JZITLOS,O,O,X,X,X,O
JZITSLO,O,O,X,X,O,O
JZITSOL,O,O,X,X,O,O
JZITOLS,O,O,X,X,O,O
JZITOSL,O,O,X,X,O,O
JZILTSO,O,O,X,O,O,O
JZILTOS,O,O,X,O,X,O
JZILSTO,O,O,X,O,O,O
JZILSOT,O,O,X,O,O,O
JZILOTS,X,X,X,O,O,O
JZILOST,O,X,X,O,O,O
JZISTLO,O,O,X,O,O,O
JZISTOL,O,O,X,O,O,O
JZISLTO,O,O,X,O,O,O
JZISLOT,O,O,X,O,O,O
JZISOTL,O,O,X,O,O,O
JZISOLT,O,O,X,O,O,O
JZIOTLS,O,O,X,X,O,O
JZIOTSL,O,O,X,X,O,O
JZIOLTS,X,X,X,O,O,O
JZIOLST,O,X,X,O,O,O
JZIOSTL,O,O,X,O,O,O
JZIOSLT,O,O,X,O,O,O
JZLTISO,O,O,X,O,O,O
JZLTIOS,O,O,X,O,X,O
JZLTSIO,O,O,X,O,O,O
JZLTSOI,O,O,X,O,O,O
JZLTOIS,O,O,X,O,X,O
JZLTOSI,O,O,X,O,X,O
JZLITSO,O,O,X,O,O,O
JZLITOS,O,O,X,O,X,O
JZLISTO,O,O,X,O,O,O
JZLISOT,O,O,X,O,O,O
JZLIOTS,X,X,X,O,O,O
JZLIOST,O,X,X,O,O,O
JZLSTIO,O,O,X,O,O,O
JZLSTOI,O,O,X,O,O,O
JZLSITO,O,O,X,O,O,O
JZLSIOT,O,O,X,O,O,O
JZLSOTI,O,O,X,O,O,O
JZLSOIT,O,O,X,O,O,O
JZLOTIS,X,X,X,O,O,O
JZLOTSI,X,X,X,O,O,O
JZLOITS,X,X,X,O,O,O
JZLOIST,O,X,X,O,O,O
JZLOSTI,O,X,X,O,O,O
JZLOSIT,O,X,X,O,O,O
