sequence,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBfiB?xdBCjBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBzcB?5jBaoB3iBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBzcB?5jB3iBaoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeKAJvhFzbBfiB?xdBGjBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhFGeB3gB?RiBUiBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Je2AJvhFRdBSjB?UiB3gBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhFzcBGeB?3gBxnBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFfiBxdB?TgBSoBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhFyhBTgB?3iBcoBGoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeKAJvhFzbBFdB?5jBmnB8nBfsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhF0dBTgB?OsBXtB6tBlrB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFRdBcjB?TgBXnBStBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jez8IvhFGeBigB?/oBRsBcsBlqB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Je2AJvhFzcBSjB?3gBxnBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhF5jB3gB?mnB8nBzmBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFUdB5jB?TgBlnBaoBfsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhF0dB6jB?TgBXnBVtBmrB
ZJOSITL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOSILT,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJOSLTI,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJOSLIT,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSTILJO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSTILOJ,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
ZSTIJLO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSTIJOL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTIOLJ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
ZSTIOJL,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
ZSTLIJO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSTLIOJ,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
ZSTLJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTLJOI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSTLOIJ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSTLOJI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSTJILO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJLOI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSTJOIL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSTJOLI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSTOILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSTOIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSTOLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSTOLJI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSTOJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSTOJLI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSITLJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITLOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITJLO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITJOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITOLJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITOJL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSILTJO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSILTOJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSILJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZSILJOT,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZSILOTJ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSILOJT,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIJTLO,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSIJTOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSIJLTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZSIJLOT,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZSIJOTL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSIJOLT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSIOTLJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIOTJL,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIOLTJ,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIOLJT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSIOJTL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSIOJLT,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZSLTIJO,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZSLTIOJ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSLTJIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSLTJOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTOIJ,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZSLTOJI,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSLITJO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSLITOJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSLIJTO,X,X,X,O,O,O,X,X,X,X,X,O,O,X,O,X,X
ZSLIJOT,O,O,X,O,O,O,X,X,X,X,X,O,O,X,O,X,X
ZSLIOTJ,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
ZSLIOJT,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
ZSLJTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSLJTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJITO,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X
ZSLJIOT,O,O,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X
ZSLJOTI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZSLJOIT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZSLOTIJ,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZSLOTJI,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSLOITJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZSLOIJT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSLOJTI,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSLOJIT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSJTILO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTLOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTOIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJTOLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJITLO,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSJITOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSJILTO,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
ZSJILOT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
ZSJIOTL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZSJIOLT,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZSJLTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJLTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLITO,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X
ZSJLIOT,O,O,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X
ZSJLOTI,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSJLOIT,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X
ZSJOTIL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSJOTLI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSJOITL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJOILT,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSJOLTI,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSJOLIT,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSOTILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSOTIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSOTLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZSOTLJI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSOTJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSOTJLI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSOITLJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSOITJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSOILTJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOILJT,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOIJTL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOIJLT,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSOLTIJ,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZSOLTJI,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSOLITJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZSOLIJT,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZSOLJTI,O,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZSOLJIT,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZSOJTIL,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSOJTLI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSOJITL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJILT,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSOJLTI,O,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
ZSOJLIT,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
ZOTILJS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
ZOTILSJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O
ZOTIJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
ZOTIJSL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
ZOTISLJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,O
ZOTISJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
ZOTLIJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOTLISJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZOTLJIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOTLJSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZOTLSJI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZOTJILS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
ZOTJISL,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X
ZOTJLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOTJLSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOTJSLI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOTSILJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
ZOTSIJL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
ZOTSLIJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
ZOTSLJI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O
ZOTSJIL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O
ZOTSJLI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O
ZOITLJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O
ZOITLSJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZOITJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O
ZOITJSL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOITSLJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZOITSJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOILTJS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOILJTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOILSJT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOIJTLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZOIJTSL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOIJLTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJSLT,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOISTLJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOISTJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOISLTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOISLJT,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOISJTL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOISJLT,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOLTIJS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLTISJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLTJIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLTJSI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLTSIJ,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOLTSJI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOLITJS,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLITSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLIJTS,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLIJST,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLISTJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOLISJT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOLJTIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLJTSI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLJITS,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLJIST,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLJSTI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLJSIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLSTIJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOLSTJI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOLSITJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOLSIJT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOLSJTI,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOLSJIT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOJTILS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
ZOJTISL,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X
ZOJTLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOJTSLI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOJITLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZOJITSL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOJILTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJISLT,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOJLTIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOJLTSI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOJLITS,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOJLIST,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOJLSTI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOJLSIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOJSTIL,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOJSTLI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOJSITL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSILT,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOJSLTI,O,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
ZOJSLIT,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
ZOSTILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZOSTIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZOSTLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZOSTLJI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZOSTJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZOSTJLI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZOSITLJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOSITJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOSILTJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSILJT,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSIJTL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSIJLT,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOSLTIJ,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZOSLTJI,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZOSLITJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOSLIJT,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZOSLJTI,O,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZOSLJIT,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZOSJTIL,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOSJTLI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOSJITL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJILT,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOSJLTI,O,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
ZOSJLIT,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X
OTILJSZ,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
OTILJZS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTILSJZ,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O
OTILSZJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
OTILZJS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTILZSJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O
OTIJLSZ,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
OTIJLZS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTIJSLZ,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X
OTIJSZL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
OTIJZLS,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTIJZSL,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
OTISLJZ,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O
OTISLZJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
OTISJLZ,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
OTISJZL,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
OTISZLJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O
OTISZJL,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O
OTIZLJS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTIZLSJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O
OTIZJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTIZJSL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
OTIZSLJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,O
OTIZSJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
OTLIJSZ,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
OTLIJZS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTLISJZ,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
OTLISZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O
OTLIZJS,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O
OTLIZSJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O
OTLJISZ,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
OTLJIZS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTLJSIZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
OTLJSZI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
OTLJZIS,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OTLJZSI,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
OTLSIJZ,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
OTLSIZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
OTLSJIZ,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
OTLSJZI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
OTLSZIJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
OTLSZJI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
OTLZIJS,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OTLZISJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
OTLZJIS,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
OTLZJSI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
OTLZSIJ,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
OTLZSJI,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
OTJILSZ,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
OTJILZS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTJISLZ,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X
OTJISZL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
OTJIZLS,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTJIZSL,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
OTJLISZ,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
OTJLIZS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
OTJLSIZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
OTJLSZI,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
OTJLZIS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
OTJLZSI,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
