sequence,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je08IvhFxdBflBlgBO?rB6qBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhF0cBxdBWlB/?mBlqBywB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je07IvhFxdBzfBumBX?hBlqBywB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhFxdBflBlhBu?qBirB0rB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Jex9IvhFflB0gBlhB6?qBOrBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhFqgBxdBlhB/?qBOrBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhFxdBflBlhBq?qB2rB0rB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhF+gBxdBlhBy?qBzrBXrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhFqgBxdBlhB/?qBmrBTrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeX7IvhFOhBxdBSlB1?rB0qBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeX7IvhFxdBUhBFlBa?sBTmBWwB
SIOLTZJ,X,X,X,X,O,X,O,O,X,X,X
SIOLJTZ,O,X,O,O,X,X,O,X,X,X,X
SIOLJZT,O,X,O,O,X,X,O,X,X,X,X
SIOLZTJ,X,X,X,X,O,X,O,O,X,X,X
SIOLZJT,O,X,X,X,X,X,O,O,X,X,X
SIOJTLZ,O,X,X,O,X,X,X,X,X,X,X
SIOJTZL,O,X,O,O,O,X,X,X,X,X,X
SIOJLTZ,O,X,O,O,X,X,O,X,X,X,X
SIOJLZT,O,X,O,O,X,X,O,X,X,X,X
SIOJZTL,O,X,O,O,O,X,X,X,X,X,X
SIOJZLT,O,X,O,O,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,O,O,X,X,X,X,X
SIOZTJL,O,X,X,O,O,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,O,O,O,O,X,X,X
SIOZLJT,O,X,X,X,X,O,O,O,X,X,X
SIOZJTL,O,X,X,O,O,X,X,X,X,X,X
SIOZJLT,O,X,X,O,X,O,X,X,X,X,X
SLTIJZO,X,O,X,O,X,X,O,X,X,X,X
SLTIJOZ,X,O,X,O,X,X,O,X,X,X,X
SLTIZJO,X,O,X,X,O,X,X,X,X,O,X
SLTIZOJ,X,O,X,X,O,X,O,X,X,O,X
SLTIOJZ,X,O,X,O,X,X,O,X,X,X,X
SLTIOZJ,X,O,X,X,X,X,O,X,X,X,X
SLTJIZO,O,O,X,O,X,X,O,X,X,X,X
SLTJIOZ,X,O,O,O,X,X,O,X,X,X,X
SLTJZIO,O,O,X,O,X,X,O,X,X,X,X
SLTJZOI,O,O,X,O,X,X,O,X,X,X,X
SLTJOIZ,O,O,O,O,X,X,O,X,X,X,X
SLTJOZI,O,O,O,O,X,X,O,X,X,X,X
SLTZIJO,X,O,X,X,O,X,X,X,X,O,X
SLTZIOJ,X,O,X,X,O,X,O,X,X,O,X
SLTZJIO,X,O,X,X,O,X,X,X,X,O,X
SLTZJOI,X,O,X,X,O,X,X,O,X,O,X
SLTZOIJ,X,O,X,X,O,X,O,X,X,O,X
SLTZOJI,X,O,X,X,O,X,O,X,X,O,X
SLTOIJZ,X,O,X,O,X,X,O,X,X,X,X
SLTOIZJ,X,O,X,X,X,X,O,X,X,X,X
SLTOJIZ,X,O,O,O,X,X,O,X,X,X,X
SLTOJZI,X,O,O,O,X,X,O,X,X,X,X
SLTOZIJ,X,O,X,X,X,X,O,X,X,X,X
SLTOZJI,X,O,O,X,X,X,O,X,X,X,X
SLITJZO,X,O,X,O,X,X,O,X,X,X,X
SLITJOZ,X,O,X,O,X,X,O,X,X,X,X
SLITZJO,X,O,X,X,O,X,X,X,X,O,X
SLITZOJ,X,O,X,X,O,X,O,X,X,O,X
SLITOJZ,X,O,X,O,X,X,O,X,X,X,X
SLITOZJ,X,O,X,X,X,X,O,X,X,X,X
SLIJTZO,O,O,X,O,X,X,O,X,X,X,X
SLIJTOZ,X,O,O,O,X,X,O,X,X,X,X
SLIJZTO,O,O,X,O,X,X,O,X,X,O,X
SLIJZOT,X,O,X,O,X,X,O,X,X,X,X
SLIJOTZ,X,O,O,O,X,X,O,X,X,X,X
SLIJOZT,X,O,O,O,X,X,O,X,X,X,X
SLIZTJO,X,O,X,X,O,X,X,X,X,O,X
SLIZTOJ,X,O,X,X,O,X,O,X,X,O,X
SLIZJTO,O,O,X,O,X,X,O,X,X,O,X
SLIZJOT,X,O,X,O,X,X,O,X,X,X,X
SLIZOTJ,X,O,X,X,X,X,O,X,X,O,X
SLIZOJT,X,O,X,X,X,X,O,X,X,X,X
SLIOTJZ,X,O,X,O,X,X,O,X,X,X,X
SLIOTZJ,X,O,X,X,O,X,O,X,X,X,X
SLIOJTZ,O,O,O,O,X,X,O,X,X,X,X
SLIOJZT,O,O,O,O,X,X,O,X,X,X,X
SLIOZTJ,X,O,X,X,O,X,O,X,X,O,X
SLIOZJT,O,O,X,X,X,X,O,X,X,X,X
SLJTIZO,O,O,X,O,X,X,O,X,X,X,X
SLJTIOZ,X,O,O,O,X,X,O,X,X,X,X
SLJTZIO,O,O,X,O,X,X,O,X,X,X,X
SLJTZOI,O,O,X,O,X,X,O,X,X,X,X
SLJTOIZ,O,O,O,O,X,X,O,X,X,X,X
SLJTOZI,O,O,O,O,X,X,O,X,X,X,X
SLJITZO,O,O,X,O,X,X,O,X,X,X,X
SLJITOZ,X,O,O,O,X,X,O,X,X,X,X
SLJIZTO,O,O,X,O,X,X,O,X,X,O,X
SLJIZOT,X,O,X,O,X,X,O,X,X,X,X
SLJIOTZ,X,O,O,O,X,X,O,X,X,X,X
SLJIOZT,X,O,O,O,X,X,O,X,X,X,X
SLJZTIO,O,O,X,O,X,X,O,X,X,O,X
SLJZTOI,O,O,X,O,X,X,O,X,X,O,X
SLJZITO,O,O,X,O,X,X,O,X,X,O,X
SLJZIOT,X,O,X,O,X,X,O,X,X,X,X
SLJZOTI,X,O,X,O,X,X,O,X,X,X,X
SLJZOIT,X,O,X,O,X,X,O,X,X,X,X
SLJOTIZ,X,O,O,O,X,X,O,X,X,X,X
SLJOTZI,X,O,O,O,X,X,O,X,X,X,X
SLJOITZ,X,O,O,O,X,X,O,X,X,X,X
SLJOIZT,X,O,O,O,X,X,O,X,X,X,X
SLJOZTI,X,O,O,O,X,X,O,X,X,X,X
SLJOZIT,X,O,O,O,X,X,O,X,X,X,X
SLZTIJO,X,O,X,X,O,X,X,X,X,O,X
SLZTIOJ,X,O,X,X,O,X,O,X,X,O,X
SLZTJIO,X,O,X,X,O,X,X,X,X,O,X
SLZTJOI,X,O,X,X,O,X,X,O,X,O,X
SLZTOIJ,X,O,X,X,O,X,O,X,X,O,X
SLZTOJI,X,O,X,X,O,X,O,X,X,O,X
SLZITJO,X,O,X,X,O,X,X,X,X,O,X
SLZITOJ,X,O,X,X,O,X,O,X,X,O,X
SLZIJTO,O,O,X,O,X,X,O,X,X,O,X
SLZIJOT,X,O,X,O,X,X,O,X,X,X,X
SLZIOTJ,X,O,X,X,X,X,O,X,X,O,X
SLZIOJT,X,O,X,X,X,X,O,X,X,X,X
SLZJTIO,O,O,X,O,X,X,O,X,X,O,X
SLZJTOI,O,O,X,O,X,X,O,O,X,O,X
SLZJITO,O,O,X,O,X,X,O,X,X,O,X
SLZJIOT,X,O,X,O,X,X,O,X,X,X,X
SLZJOTI,X,O,X,O,X,X,O,X,X,X,X
SLZJOIT,X,O,X,O,X,X,O,X,X,X,X
SLZOTIJ,X,O,X,X,X,X,O,X,X,O,X
SLZOTJI,X,O,X,X,X,X,O,X,X,O,X
SLZOITJ,X,O,X,X,X,X,O,X,X,O,X
SLZOIJT,X,O,X,X,X,X,O,X,X,X,X
SLZOJTI,X,O,X,X,X,X,O,X,X,X,X
SLZOJIT,X,O,X,X,X,X,O,X,X,X,X
SLOTIJZ,X,O,X,O,X,X,O,X,X,X,X
SLOTIZJ,X,O,X,X,O,X,O,X,X,X,X
SLOTJIZ,X,O,O,O,X,X,O,X,X,X,X
SLOTJZI,X,O,O,O,X,X,O,X,X,X,X
SLOTZIJ,X,O,X,X,O,X,O,X,X,X,X
SLOTZJI,X,O,O,X,O,X,O,X,X,X,X
SLOITJZ,X,O,X,O,X,X,O,X,X,X,X
SLOITZJ,X,O,X,X,O,X,O,X,X,X,X
SLOIJTZ,O,O,O,O,X,X,O,X,X,X,X
SLOIJZT,O,O,O,O,X,X,O,X,X,X,X
SLOIZTJ,X,O,X,X,O,X,O,X,X,O,X
SLOIZJT,O,O,X,X,X,X,O,X,X,X,X
SLOJTIZ,O,O,O,O,X,X,O,X,X,X,X
SLOJTZI,O,O,O,O,X,X,O,X,X,X,X
SLOJITZ,O,O,O,O,X,X,O,X,X,X,X
SLOJIZT,O,O,O,O,X,X,O,X,X,X,X
SLOJZTI,O,O,O,O,X,X,O,X,X,X,X
SLOJZIT,O,O,O,O,X,X,O,X,X,X,X
SLOZTIJ,X,O,X,X,O,X,O,X,X,O,X
SLOZTJI,X,O,X,X,O,X,O,X,X,O,X
SLOZITJ,X,O,X,X,O,X,O,X,X,O,X
SLOZIJT,O,O,X,X,X,X,O,X,X,X,X
SLOZJTI,O,O,O,X,X,X,O,X,X,X,X
SLOZJIT,O,O,O,X,X,X,O,X,X,X,X
SJTILZO,O,O,X,O,X,X,X,X,X,X,X
SJTILOZ,X,O,X,O,X,X,O,X,X,X,X
SJTIZLO,O,O,X,X,O,X,X,X,X,X,O
SJTIZOL,O,O,X,O,O,X,X,X,X,X,X
SJTIOLZ,O,O,X,O,X,X,X,X,X,X,X
SJTIOZL,O,O,O,O,X,X,X,X,X,X,X
SJTLIZO,O,O,X,O,X,X,X,X,X,X,X
SJTLIOZ,X,O,X,O,X,X,O,X,X,X,X
SJTLZIO,O,O,X,O,X,X,X,X,X,X,O
SJTLZOI,O,O,X,O,X,X,X,X,X,X,O
SJTLOIZ,O,O,X,O,X,X,O,X,X,X,X
SJTLOZI,O,O,X,O,X,X,O,X,X,X,X
SJTZILO,O,O,X,X,O,X,X,X,X,X,O
SJTZIOL,O,O,X,O,O,X,X,X,X,X,X
SJTZLIO,O,O,X,X,O,X,X,X,X,X,O
SJTZLOI,O,O,X,X,O,X,X,X,X,X,O
SJTZOIL,O,O,X,O,O,X,X,X,X,X,X
SJTZOLI,O,O,X,O,O,X,X,X,X,X,O
SJTOILZ,O,O,X,O,X,X,X,X,X,X,X
SJTOIZL,O,O,O,O,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,O,X,X,X,X,X,X,X
SJTOLZI,O,O,X,O,X,X,X,X,X,X,X
SJTOZIL,O,O,O,O,X,X,X,X,X,X,X
SJTOZLI,O,O,O,O,X,X,X,X,X,X,O
SJITLZO,O,O,X,O,X,X,X,X,X,X,X
SJITLOZ,X,O,X,O,X,X,O,X,X,X,X
SJITZLO,O,O,X,X,O,X,X,X,X,X,X
SJITZOL,O,O,X,O,O,X,X,X,X,X,X
SJITOLZ,O,O,X,O,X,X,X,X,X,X,X
SJITOZL,O,O,O,O,X,X,X,X,X,X,X
SJILTZO,O,O,X,O,X,X,O,X,X,X,X
SJILTOZ,X,O,O,O,X,X,O,X,X,X,X
SJILZTO,O,O,X,O,X,X,O,X,X,X,X
SJILZOT,X,O,X,O,X,X,O,X,X,X,X
SJILOTZ,X,O,O,O,X,X,O,X,X,X,X
SJILOZT,X,O,O,O,X,X,O,X,X,X,X
SJIZTLO,O,X,X,X,O,X,X,X,O,X,X
SJIZTOL,O,X,X,O,O,X,X,X,X,X,X
SJIZLTO,O,X,X,O,X,X,X,X,O,X,X
SJIZLOT,X,X,X,O,X,X,X,X,O,X,X
SJIZOTL,O,X,X,O,X,X,X,X,X,X,X
SJIZOLT,X,X,X,O,X,X,X,X,O,X,X
SJIOTLZ,O,O,X,O,X,X,X,X,X,X,X
SJIOTZL,O,O,O,O,O,X,X,X,X,X,X
SJIOLTZ,O,O,O,O,X,X,O,X,X,X,X
SJIOLZT,O,O,O,O,X,X,O,X,X,X,X
SJIOZTL,O,X,O,O,O,X,X,X,X,X,X
SJIOZLT,O,X,O,O,X,X,X,X,X,X,X
SJLTIZO,O,O,X,O,X,X,O,X,X,X,X
SJLTIOZ,X,O,O,O,X,X,O,X,X,X,X
SJLTZIO,O,O,X,O,X,X,O,X,X,X,X
SJLTZOI,O,O,X,O,X,X,O,X,X,X,X
SJLTOIZ,O,O,O,O,X,X,O,X,X,X,X
SJLTOZI,O,O,O,O,X,X,O,X,X,X,X
SJLITZO,O,O,X,O,X,X,O,X,X,X,X
SJLITOZ,X,O,O,O,X,X,O,X,X,X,X
SJLIZTO,O,O,X,O,X,X,O,X,X,X,X
SJLIZOT,X,O,X,O,X,X,O,X,X,X,X
SJLIOTZ,X,O,O,O,X,X,O,X,X,X,X
SJLIOZT,X,O,O,O,X,X,O,X,X,X,X
SJLZTIO,O,O,X,O,X,X,O,X,X,X,X
SJLZTOI,O,O,X,O,X,X,O,X,X,X,X
SJLZITO,O,O,X,O,X,X,O,X,X,X,X
SJLZIOT,X,O,X,O,X,X,O,X,X,X,X
SJLZOTI,X,O,X,O,X,X,O,X,X,X,X
SJLZOIT,X,O,X,O,X,X,O,X,X,X,X
SJLOTIZ,X,O,O,O,X,X,O,X,X,X,X
SJLOTZI,X,O,O,O,X,X,O,X,X,X,X
SJLOITZ,X,O,O,O,X,X,O,X,X,X,X
SJLOIZT,X,O,O,O,X,X,O,X,X,X,X
SJLOZTI,X,O,O,O,X,X,O,X,X,X,X
SJLOZIT,X,O,O,O,X,X,O,X,X,X,X
SJZTILO,O,X,X,X,O,X,X,X,O,X,X
SJZTIOL,O,X,X,O,O,X,X,X,X,X,X
SJZTLIO,O,X,X,X,O,X,X,X,O,X,X
SJZTLOI,O,X,X,X,O,X,X,X,O,X,X
SJZTOIL,O,X,X,O,O,X,X,X,X,X,X
SJZTOLI,O,X,X,O,O,X,X,X,X,X,X
SJZITLO,O,X,X,X,O,X,X,X,O,X,X
SJZITOL,O,X,X,O,O,X,X,X,X,X,X
SJZILTO,O,X,X,O,X,X,X,X,O,X,X
SJZILOT,X,X,X,O,X,X,X,X,O,X,X
SJZIOTL,O,X,X,O,X,X,X,X,X,X,X
SJZIOLT,X,X,X,O,X,X,X,X,O,X,X
SJZLTIO,O,X,X,O,X,X,X,X,O,X,X
SJZLTOI,O,X,X,O,X,X,X,X,O,X,X
SJZLITO,O,X,X,O,X,X,X,X,O,X,X
SJZLIOT,X,X,X,O,X,X,X,X,O,X,X
SJZLOTI,X,X,X,O,X,X,X,X,O,X,X
SJZLOIT,X,X,X,O,X,X,X,X,O,X,X
SJZOTIL,O,X,X,O,X,X,X,X,X,X,X
SJZOTLI,O,X,X,O,X,X,X,X,X,X,X
SJZOITL,O,X,X,O,X,X,X,X,X,X,X
SJZOILT,X,X,X,O,X,X,X,X,O,X,X
SJZOLTI,X,X,X,O,X,X,X,X,O,X,X
SJZOLIT,X,X,X,O,X,X,X,X,O,X,X
SJOTILZ,O,O,X,O,X,X,X,X,X,X,X
SJOTIZL,O,O,O,O,O,X,X,X,X,X,X
SJOTLIZ,O,O,X,O,X,X,X,X,X,X,X
SJOTLZI,O,O,X,O,X,X,X,X,X,X,X
SJOTZIL,O,O,O,O,O,X,X,X,X,X,X
SJOTZLI,O,O,O,O,O,X,X,X,X,X,X
SJOITLZ,O,O,X,O,X,X,X,X,X,X,X
SJOITZL,O,O,O,O,O,X,X,X,X,X,X
SJOILTZ,O,O,O,O,X,X,O,X,X,X,X
SJOILZT,O,O,O,O,X,X,O,X,X,X,X
SJOIZTL,O,X,O,O,O,X,X,X,X,X,X
SJOIZLT,O,X,O,O,X,X,X,X,X,X,X
SJOLTIZ,O,O,O,O,X,X,O,X,X,X,X
SJOLTZI,O,O,O,O,X,X,O,X,X,X,X
SJOLITZ,O,O,O,O,X,X,O,X,X,X,X
SJOLIZT,O,O,O,O,X,X,O,X,X,X,X
SJOLZTI,O,O,O,O,X,X,O,X,X,X,X
SJOLZIT,O,O,O,O,X,X,O,X,X,X,X
SJOZTIL,O,X,O,O,O,X,X,X,X,X,X
SJOZTLI,O,X,X,O,O,X,X,X,X,X,X
SJOZITL,O,X,O,O,O,X,X,X,X,X,X
SJOZILT,O,X,O,O,X,X,X,X,X,X,X
SJOZLTI,O,X,X,O,X,X,X,X,X,X,X
SJOZLIT,O,X,O,O,X,X,X,X,X,X,X
SZTILJO,X,X,X,X,O,O,X,X,O,O,X
SZTILOJ,X,X,X,X,O,O,O,X,O,O,X
SZTIJLO,O,X,X,X,O,X,X,X,O,O,X
SZTIJOL,O,X,X,X,O,X,X,X,X,X,X
SZTIOLJ,X,X,X,X,O,O,X,X,X,X,X
SZTIOJL,X,X,X,O,O,X,X,X,X,X,X
SZTLIJO,X,X,X,X,O,O,X,X,O,O,X
SZTLIOJ,X,X,X,X,O,O,O,X,O,O,X
SZTLJIO,X,X,X,X,O,O,X,X,O,O,X
SZTLJOI,X,X,X,X,O,O,X,X,O,O,X
SZTLOIJ,X,X,X,X,O,O,O,X,O,O,X
SZTLOJI,X,X,X,X,O,O,O,X,O,O,X
SZTJILO,O,X,X,X,O,X,X,X,O,O,X
SZTJIOL,O,X,X,X,O,X,X,X,X,X,X
SZTJLIO,O,X,X,X,O,X,X,X,O,O,X
SZTJLOI,O,X,X,X,O,X,X,X,O,O,X
SZTJOIL,O,X,X,X,O,X,X,X,X,X,X
SZTJOLI,O,X,X,X,O,X,X,X,X,X,X
SZTOILJ,X,X,X,X,O,O,X,X,X,X,X
SZTOIJL,X,X,X,O,O,X,X,X,X,X,X
SZTOLIJ,X,X,X,X,O,O,X,X,X,X,X
SZTOLJI,X,X,X,X,O,O,X,X,X,X,X
SZTOJIL,X,X,X,O,O,X,X,X,X,X,X
SZTOJLI,X,X,X,O,O,X,X,X,X,X,X
SZITLJO,X,X,X,X,O,O,X,X,O,O,X
SZITLOJ,X,X,X,X,O,O,O,X,O,O,X
SZITJLO,O,X,X,X,O,X,X,X,O,O,X
SZITJOL,O,X,X,X,O,X,X,X,X,X,X
SZITOLJ,X,X,X,X,O,O,X,X,X,X,X
SZITOJL,X,X,X,O,O,X,X,X,X,X,X
SZILTJO,X,O,X,X,O,O,X,X,O,O,X
SZILTOJ,X,O,X,X,O,O,O,X,O,O,X
SZILJTO,O,O,X,O,X,O,O,X,O,O,X
SZILJOT,X,O,X,O,X,X,O,X,O,X,X
SZILOTJ,X,O,X,X,X,O,O,X,O,O,X
SZILOJT,X,O,X,X,X,O,O,X,O,X,X
SZIJTLO,O,X,X,X,O,X,X,X,O,X,X
SZIJTOL,O,X,X,O,O,X,X,X,X,X,X
SZIJLTO,O,X,X,O,X,O,X,X,O,X,X
SZIJLOT,X,X,X,O,X,X,X,X,O,X,X
SZIJOTL,O,X,X,O,X,X,X,X,X,X,X
SZIJOLT,X,X,X,O,X,O,X,X,O,X,X
SZIOTLJ,X,X,X,X,O,O,X,X,X,X,X
SZIOTJL,O,X,X,O,O,X,X,X,X,X,X
SZIOLTJ,X,X,X,X,O,O,O,O,O,X,X
SZIOLJT,O,X,X,X,X,O,O,O,O,X,X
SZIOJTL,O,X,X,O,O,X,X,X,X,X,X
SZIOJLT,O,X,X,O,X,O,X,X,O,X,X
SZLTIJO,X,O,X,X,O,O,X,X,O,O,X
SZLTIOJ,X,O,X,X,O,O,O,X,O,O,X
SZLTJIO,X,O,X,X,O,O,X,X,O,O,X
SZLTJOI,X,O,X,X,O,O,X,O,O,O,X
SZLTOIJ,X,O,X,X,O,O,O,X,O,O,X
SZLTOJI,X,O,X,X,O,O,O,X,O,O,X
SZLITJO,X,O,X,X,O,O,X,X,O,O,X
SZLITOJ,X,O,X,X,O,O,O,X,O,O,X
SZLIJTO,O,O,X,O,X,O,O,X,O,O,X
SZLIJOT,X,O,X,O,X,X,O,X,O,X,X
SZLIOTJ,X,O,X,X,X,O,O,X,O,O,X
SZLIOJT,X,O,X,X,X,O,O,X,O,X,X
SZLJTIO,O,O,X,O,X,O,O,X,O,O,X
SZLJTOI,O,O,X,O,X,O,O,O,O,O,X
SZLJITO,O,O,X,O,X,O,O,X,O,O,X
SZLJIOT,X,O,X,O,X,X,O,X,O,X,X
SZLJOTI,X,O,X,O,X,X,O,X,O,X,X
SZLJOIT,X,O,X,O,X,X,O,X,O,X,X
SZLOTIJ,X,O,X,X,X,O,O,X,O,O,X
SZLOTJI,X,O,X,X,X,O,O,X,O,O,X
SZLOITJ,X,O,X,X,X,O,O,X,O,O,X
SZLOIJT,X,O,X,X,X,O,O,X,O,X,X
SZLOJTI,X,O,X,X,X,O,O,X,O,X,X
SZLOJIT,X,O,X,X,X,O,O,X,O,X,X
SZJTILO,O,X,X,X,O,X,X,X,O,X,X
SZJTIOL,O,X,X,O,O,X,X,X,X,X,X
SZJTLIO,O,X,X,X,O,X,X,X,O,X,X
SZJTLOI,O,X,X,X,O,X,X,X,O,X,X
SZJTOIL,O,X,X,O,O,X,X,X,X,X,X
SZJTOLI,O,X,X,O,O,X,X,X,X,X,X
SZJITLO,O,X,X,X,O,X,X,X,O,X,X
SZJITOL,O,X,X,O,O,X,X,X,X,X,X
SZJILTO,O,X,X,O,X,O,X,X,O,X,X
SZJILOT,X,X,X,O,X,X,X,X,O,X,X
SZJIOTL,O,X,X,O,X,X,X,X,X,X,X
SZJIOLT,X,X,X,O,X,O,X,X,O,X,X
SZJLTIO,O,X,X,O,X,O,X,X,O,X,X
SZJLTOI,O,X,X,O,X,O,X,X,O,X,X
SZJLITO,O,X,X,O,X,O,X,X,O,X,X
SZJLIOT,X,X,X,O,X,X,X,X,O,X,X
SZJLOTI,X,X,X,O,X,X,X,X,O,X,X
SZJLOIT,X,X,X,O,X,X,X,X,O,X,X
SZJOTIL,O,X,X,O,X,X,X,X,X,X,X
SZJOTLI,O,X,X,O,X,X,X,X,X,X,X
SZJOITL,O,X,X,O,X,X,X,X,X,X,X
SZJOILT,X,X,X,O,X,O,X,X,O,X,X
SZJOLTI,X,X,X,O,X,O,X,X,O,X,X
SZJOLIT,X,X,X,O,X,O,X,X,O,X,X
SZOTILJ,X,X,X,X,O,O,X,X,X,X,X
SZOTIJL,O,X,X,O,O,X,X,X,X,X,X
SZOTLIJ,X,X,X,X,O,O,X,X,X,X,X
SZOTLJI,X,X,X,X,O,O,X,X,X,X,X
SZOTJIL,O,X,X,O,O,X,X,X,X,X,X
SZOTJLI,O,X,X,O,O,X,X,X,X,X,X
SZOITLJ,X,X,X,X,O,O,X,X,X,X,X
SZOITJL,O,X,X,O,O,X,X,X,X,X,X
SZOILTJ,X,X,X,X,O,O,O,O,O,X,X
SZOILJT,O,X,X,X,X,O,O,O,O,X,X
SZOIJTL,O,X,X,O,O,X,X,X,X,X,X
SZOIJLT,O,X,X,O,X,O,X,X,O,X,X
SZOLTIJ,X,X,X,X,O,O,O,O,O,X,X
SZOLTJI,X,X,X,X,O,O,O,O,O,X,X
SZOLITJ,X,X,X,X,O,O,O,O,O,X,X
SZOLIJT,O,X,X,X,X,O,O,O,O,X,X
SZOLJTI,O,X,X,X,X,O,O,O,O,X,X
SZOLJIT,O,X,X,X,X,O,O,O,O,X,X
SZOJTIL,O,X,X,O,O,X,X,X,X,X,X
SZOJTLI,O,X,X,O,O,X,X,X,X,X,X
SZOJITL,O,X,X,O,O,X,X,X,X,X,X
SZOJILT,O,X,X,O,X,O,X,X,O,X,X
SZOJLTI,O,X,X,O,X,O,X,X,O,X,X
SZOJLIT,O,X,X,O,X,O,X,X,O,X,X
SOTILJZ,X,X,X,O,X,X,O,X,X,X,X
SOTILZJ,X,X,X,X,O,X,O,O,X,X,X
SOTIJLZ,O,X,X,O,X,X,X,X,X,X,X
SOTIJZL,O,X,X,O,O,X,X,X,X,X,X
SOTIZLJ,X,X,X,X,O,X,X,X,X,X,X
SOTIZJL,O,X,X,O,O,X,X,X,X,X,X
SOTLIJZ,X,X,X,O,X,X,O,X,X,X,X
SOTLIZJ,X,X,X,X,O,X,O,O,X,X,X
SOTLJIZ,X,X,X,O,X,X,O,X,X,X,X
SOTLJZI,X,X,X,O,X,X,O,X,X,X,X
SOTLZIJ,X,X,X,X,O,X,O,O,X,X,X
SOTLZJI,X,X,X,X,O,X,O,O,X,X,X
SOTJILZ,O,X,X,O,X,X,X,X,X,X,X
SOTJIZL,O,X,O,O,O,X,X,X,X,X,X
SOTJLIZ,O,X,X,O,X,X,X,X,X,X,X
SOTJLZI,O,X,X,O,X,X,X,X,X,X,X
SOTJZIL,O,X,O,O,O,X,X,X,X,X,X
SOTJZLI,O,X,O,O,O,X,X,X,X,X,X
SOTZILJ,X,X,X,X,O,X,X,X,X,X,X
SOTZIJL,O,X,X,O,O,X,X,X,X,X,X
SOTZLIJ,X,X,X,X,O,X,X,X,X,X,X
SOTZLJI,X,X,X,X,O,X,X,X,X,X,X
SOTZJIL,O,X,O,O,O,X,X,X,X,X,X
SOTZJLI,O,X,O,O,O,X,X,X,X,X,X
SOITLJZ,X,X,X,O,X,X,O,X,X,X,X
SOITLZJ,X,X,X,X,O,X,O,O,X,X,X
SOITJLZ,O,X,X,O,X,X,X,X,X,X,X
SOITJZL,O,X,X,O,O,X,X,X,X,X,X
SOITZLJ,X,X,X,X,O,X,X,X,X,X,X
SOITZJL,O,X,X,O,O,X,X,X,X,X,X
SOILTJZ,X,X,X,O,X,X,O,X,X,X,X
SOILTZJ,X,X,X,X,O,X,O,O,X,X,X
SOILJTZ,O,X,O,O,X,X,O,X,X,X,X
SOILJZT,O,X,O,O,X,X,O,X,X,X,X
SOILZTJ,X,X,X,X,O,X,O,O,X,X,X
SOILZJT,O,X,X,X,X,X,O,O,X,X,X
SOIJTLZ,O,X,X,O,X,X,X,X,X,X,X
SOIJTZL,O,X,O,O,O,X,X,X,X,X,X
SOIJLTZ,O,X,O,O,X,X,O,X,X,X,X
SOIJLZT,O,X,O,O,X,X,O,X,X,X,X
SOIJZTL,O,X,O,O,O,X,X,X,X,X,X
SOIJZLT,O,X,O,O,X,X,X,X,X,X,X
SOIZTLJ,X,X,X,X,O,O,X,X,X,X,X
SOIZTJL,O,X,X,O,O,X,X,X,X,X,X
SOIZLTJ,X,X,X,X,O,O,O,O,X,X,X
SOIZLJT,O,X,X,X,X,O,O,O,X,X,X
SOIZJTL,O,X,X,O,O,X,X,X,X,X,X
SOIZJLT,O,X,X,O,X,O,X,X,X,X,X
SOLTIJZ,X,X,X,O,X,X,O,X,X,X,X
SOLTIZJ,X,X,X,X,O,X,O,O,X,X,X
SOLTJIZ,X,X,O,O,X,X,O,X,X,X,X
SOLTJZI,X,X,O,O,X,X,O,X,X,X,X
SOLTZIJ,X,X,X,X,O,X,O,O,X,X,X
SOLTZJI,X,X,O,X,O,X,O,O,X,X,X
SOLITJZ,X,X,X,O,X,X,O,X,X,X,X
SOLITZJ,X,X,X,X,O,X,O,O,X,X,X
SOLIJTZ,O,X,O,O,X,X,O,X,X,X,X
SOLIJZT,O,X,O,O,X,X,O,X,X,X,X
SOLIZTJ,X,X,X,X,O,X,O,O,X,X,X
SOLIZJT,O,X,X,X,X,X,O,O,X,X,X
SOLJTIZ,O,X,O,O,X,X,O,X,X,X,X
SOLJTZI,O,X,O,O,X,X,O,X,X,X,X
SOLJITZ,O,X,O,O,X,X,O,X,X,X,X
SOLJIZT,O,X,O,O,X,X,O,X,X,X,X
SOLJZTI,O,X,O,O,X,X,O,X,X,X,X
SOLJZIT,O,X,O,O,X,X,O,X,X,X,X
SOLZTIJ,X,X,X,X,O,X,O,O,X,X,X
SOLZTJI,X,X,X,X,O,X,O,O,X,X,X
