sequence,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgB3?iBOrBCsB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhFTfB0gBlhB3?iBOrBCsB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgB3?iBKrBWxB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhFxbBCgBXhBl?iBUnBTrB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhF8fBqgBlhB3?iBxrBTrB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgBu?nBimB3rB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhF8fBqgBTcBl?iBxrB3rB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jem6IvhFCcBTfBlhB3?iBxrBUrB
ZIOJTLS,X,X,X,X,X,X,O,O
ZIOJTSL,X,X,X,X,X,X,O,O
ZIOJLTS,X,X,X,X,X,X,O,O
ZIOJLST,X,O,X,X,O,X,O,O
ZIOJSTL,X,O,X,X,X,X,X,O
ZIOJSLT,X,O,X,X,O,X,O,O
ZIOSTLJ,X,O,X,X,X,X,X,O
ZIOSTJL,X,O,X,X,X,X,X,O
ZIOSLTJ,X,O,X,X,O,X,O,O
ZIOSLJT,X,O,X,X,O,X,O,O
ZIOSJTL,X,O,X,X,X,X,X,O
ZIOSJLT,X,O,X,X,O,X,O,O
ZLTIJSO,O,X,O,O,O,X,O,X
ZLTIJOS,O,X,O,O,X,X,O,X
ZLTISJO,O,X,O,O,O,X,O,X
ZLTISOJ,O,X,O,O,O,X,O,X
ZLTIOJS,O,X,O,O,X,X,O,X
ZLTIOSJ,O,X,O,X,X,X,O,X
ZLTJISO,O,X,O,O,O,X,O,X
ZLTJIOS,O,X,O,O,X,X,O,X
ZLTJSIO,X,X,O,O,O,X,O,X
ZLTJSOI,X,X,O,O,O,X,O,X
ZLTJOIS,O,X,O,O,X,X,O,X
ZLTJOSI,X,X,O,O,X,X,O,X
ZLTSIJO,O,X,O,O,O,X,O,X
ZLTSIOJ,O,O,O,O,O,X,O,X
ZLTSJIO,O,X,X,O,O,X,O,X
ZLTSJOI,O,O,X,O,O,X,O,X
ZLTSOIJ,O,O,O,O,X,X,X,X
ZLTSOJI,O,O,X,O,O,X,O,X
ZLTOIJS,O,X,O,O,X,X,O,X
ZLTOISJ,O,O,O,X,X,X,O,X
ZLTOJIS,O,X,O,O,X,X,O,X
ZLTOJSI,X,X,O,O,X,X,O,X
ZLTOSIJ,O,O,O,O,X,X,X,X
ZLTOSJI,O,O,X,O,X,X,O,X
ZLITJSO,X,X,X,O,O,X,O,X
ZLITJOS,X,X,X,O,X,X,O,X
ZLITSJO,X,X,X,X,O,X,O,X
ZLITSOJ,X,X,X,X,O,X,O,X
ZLITOJS,X,X,X,X,X,X,O,X
ZLITOSJ,X,X,X,X,X,X,O,X
ZLIJTSO,X,X,X,O,O,X,O,X
ZLIJTOS,X,X,X,O,X,X,O,X
ZLIJSTO,X,X,X,O,O,X,O,X
ZLIJSOT,X,X,X,O,O,X,O,X
ZLIJOTS,X,X,X,O,X,X,O,X
ZLIJOST,X,X,X,O,O,X,O,X
ZLISTJO,X,X,X,O,O,X,O,X
ZLISTOJ,X,O,X,X,O,X,O,X
ZLISJTO,X,X,X,O,O,X,O,X
ZLISJOT,X,X,X,O,O,X,O,X
ZLISOTJ,X,O,X,X,O,X,O,X
ZLISOJT,X,O,X,O,O,X,O,X
ZLIOTJS,X,X,X,X,X,X,O,X
ZLIOTSJ,X,O,X,X,X,X,O,X
ZLIOJTS,X,X,X,O,X,X,O,X
ZLIOJST,X,O,X,O,O,X,O,X
ZLIOSTJ,X,O,X,X,O,X,O,X
ZLIOSJT,X,O,X,X,O,X,O,X
ZLJTISO,O,X,O,O,O,X,O,X
ZLJTIOS,O,X,O,O,X,X,O,X
ZLJTSIO,O,X,O,O,O,X,O,X
ZLJTSOI,O,X,O,O,O,X,O,X
ZLJTOIS,O,X,O,O,X,X,O,X
ZLJTOSI,O,X,O,O,X,X,O,X
ZLJITSO,O,X,O,O,O,X,O,X
ZLJITOS,O,X,O,O,X,X,O,X
ZLJISTO,X,X,X,O,O,X,O,X
ZLJISOT,X,X,X,O,O,X,O,X
ZLJIOTS,O,X,O,O,X,X,O,X
ZLJIOST,O,X,O,O,O,X,O,X
ZLJSTIO,O,X,O,O,O,X,O,X
ZLJSTOI,O,O,O,X,O,X,O,X
ZLJSITO,X,X,X,O,O,X,O,X
ZLJSIOT,X,X,X,O,O,X,O,X
ZLJSOTI,O,O,O,X,O,X,O,X
ZLJSOIT,O,O,O,O,O,X,O,X
ZLJOTIS,O,X,O,O,X,X,O,X
ZLJOTSI,O,X,O,O,X,X,O,X
ZLJOITS,O,X,O,O,X,X,O,X
ZLJOIST,O,O,O,O,O,X,O,X
ZLJOSTI,O,O,O,O,O,X,O,X
ZLJOSIT,O,O,O,O,O,X,O,X
ZLSTIJO,O,X,O,O,O,X,O,X
ZLSTIOJ,O,O,O,X,O,X,O,X
ZLSTJIO,O,X,O,O,O,X,O,X
ZLSTJOI,O,O,O,X,O,X,O,X
ZLSTOIJ,O,O,O,X,X,X,X,X
ZLSTOJI,O,O,O,X,O,X,O,X
ZLSITJO,O,X,O,O,O,X,O,X
ZLSITOJ,O,O,O,X,O,X,O,X
ZLSIJTO,X,X,X,O,O,X,O,X
ZLSIJOT,X,X,X,O,O,X,O,X
ZLSIOTJ,O,O,O,X,O,X,O,X
ZLSIOJT,O,O,O,O,O,X,O,X
ZLSJTIO,O,X,O,O,O,X,O,X
ZLSJTOI,O,O,O,X,O,X,O,X
ZLSJITO,O,X,X,O,O,X,O,X
ZLSJIOT,O,X,X,O,O,X,O,X
ZLSJOTI,O,O,O,X,O,X,O,X
ZLSJOIT,O,O,O,O,O,X,O,X
ZLSOTIJ,O,O,O,X,X,X,X,X
ZLSOTJI,O,O,O,X,O,X,X,X
ZLSOITJ,O,O,O,X,O,X,X,X
ZLSOIJT,O,O,O,O,O,X,X,X
ZLSOJTI,O,O,O,X,O,X,O,X
ZLSOJIT,O,O,O,O,O,X,O,X
ZLOTIJS,O,X,O,O,X,X,O,X
ZLOTISJ,O,O,O,X,X,X,O,X
ZLOTJIS,O,X,O,O,X,X,O,X
ZLOTJSI,X,X,O,O,X,X,O,X
ZLOTSIJ,O,O,O,O,X,X,X,X
ZLOTSJI,O,O,X,O,X,X,O,X
ZLOITJS,O,X,X,O,X,X,O,X
ZLOITSJ,O,O,X,X,X,X,O,X
ZLOIJTS,O,X,O,O,X,X,O,X
ZLOIJST,O,O,O,O,O,X,O,X
ZLOISTJ,O,O,O,O,O,X,O,X
ZLOISJT,O,O,O,O,O,X,O,X
ZLOJTIS,O,X,O,O,X,X,O,X
ZLOJTSI,O,X,O,O,X,X,O,X
ZLOJITS,O,X,O,O,X,X,O,X
ZLOJIST,O,O,O,O,O,X,O,X
ZLOJSTI,O,O,O,O,O,X,O,X
ZLOJSIT,O,O,O,O,O,X,O,X
ZLOSTIJ,O,O,O,O,X,X,X,X
ZLOSTJI,O,O,O,O,O,X,X,X
ZLOSITJ,O,O,O,O,O,X,X,X
ZLOSIJT,O,O,O,O,O,X,X,X
ZLOSJTI,O,O,O,O,O,X,O,X
ZLOSJIT,O,O,O,O,O,X,O,X
ZJTILSO,O,X,X,O,O,X,O,X
ZJTILOS,O,X,X,O,X,O,O,X
ZJTISLO,O,X,X,O,O,O,O,X
ZJTISOL,O,X,X,O,X,O,O,X
ZJTIOLS,O,X,X,X,X,O,O,X
ZJTIOSL,O,X,X,X,X,O,O,X
ZJTLISO,O,X,X,O,O,X,O,X
ZJTLIOS,O,X,X,O,X,O,O,X
ZJTLSIO,X,X,X,O,O,X,O,X
ZJTLSOI,X,X,X,O,O,X,O,X
ZJTLOIS,O,X,X,O,X,O,O,X
ZJTLOSI,X,X,X,O,X,X,O,X
ZJTSILO,O,X,X,O,O,O,O,X
ZJTSIOL,O,X,X,O,X,O,O,X
ZJTSLIO,X,X,X,O,O,O,O,X
ZJTSLOI,X,X,X,O,O,O,O,X
ZJTSOIL,O,X,X,O,X,O,X,X
ZJTSOLI,X,X,X,X,X,O,X,X
ZJTOILS,O,X,O,X,X,O,O,X
ZJTOISL,O,X,O,X,X,O,O,X
ZJTOLIS,O,X,X,O,X,O,O,X
ZJTOLSI,X,X,X,O,X,X,O,X
ZJTOSIL,O,X,X,O,X,O,X,X
ZJTOSLI,X,X,X,X,X,O,X,X
ZJITLSO,O,X,X,X,O,X,O,O
ZJITLOS,O,X,X,X,X,X,O,O
ZJITSLO,O,X,X,X,O,X,O,O
ZJITSOL,O,X,X,X,X,X,O,O
ZJITOLS,O,X,X,X,X,X,O,O
ZJITOSL,O,X,X,X,X,X,O,X
ZJILTSO,X,X,X,O,O,X,O,O
ZJILTOS,X,X,X,O,X,X,O,O
ZJILSTO,X,X,X,O,O,X,O,O
ZJILSOT,X,X,X,O,O,X,O,O
ZJILOTS,X,X,X,O,X,X,O,O
ZJILOST,X,X,X,O,O,X,O,O
ZJISTLO,X,X,X,O,O,X,O,O
ZJISTOL,X,X,X,O,X,X,O,O
ZJISLTO,X,X,X,O,O,X,O,O
ZJISLOT,X,X,X,O,O,X,O,O
ZJISOTL,X,X,X,O,X,X,X,O
ZJISOLT,X,X,X,O,O,X,O,O
ZJIOTLS,O,X,O,X,X,X,O,O
ZJIOTSL,O,X,O,X,X,X,O,X
ZJIOLTS,O,X,O,X,X,X,O,O
ZJIOLST,O,X,O,X,O,X,O,O
ZJIOSTL,O,X,O,X,X,X,X,O
ZJIOSLT,O,X,O,X,O,X,O,O
ZJLTISO,O,X,O,O,O,X,O,X
ZJLTIOS,O,X,O,O,X,X,O,X
ZJLTSIO,X,X,O,O,O,X,O,X
ZJLTSOI,X,X,O,O,O,X,O,X
ZJLTOIS,O,X,O,O,X,X,O,X
ZJLTOSI,X,X,O,O,X,X,O,X
ZJLITSO,X,X,O,O,O,X,O,X
ZJLITOS,X,X,O,O,X,X,O,X
ZJLISTO,X,X,X,O,O,X,O,X
ZJLISOT,X,X,X,O,O,X,O,X
ZJLIOTS,X,X,O,O,X,X,O,X
ZJLIOST,X,X,O,O,O,X,O,X
ZJLSTIO,X,X,O,O,O,X,O,X
ZJLSTOI,X,O,O,X,O,X,O,X
ZJLSITO,X,X,X,O,O,X,O,X
ZJLSIOT,X,X,X,O,O,X,O,X
ZJLSOTI,X,O,O,X,O,X,O,X
ZJLSOIT,X,O,O,O,O,X,O,X
ZJLOTIS,O,X,O,O,X,X,O,X
ZJLOTSI,X,X,O,O,X,X,O,X
ZJLOITS,O,X,O,O,X,X,O,X
ZJLOIST,O,O,O,O,O,X,O,X
ZJLOSTI,X,O,O,O,O,X,O,X
ZJLOSIT,X,O,O,O,O,X,O,X
ZJSTILO,O,X,X,O,O,O,O,X
ZJSTIOL,O,X,X,O,X,O,O,X
ZJSTLIO,X,X,X,X,O,O,O,X
ZJSTLOI,X,X,X,X,O,O,O,O
ZJSTOIL,O,O,X,X,X,O,X,X
ZJSTOLI,X,O,X,X,X,O,X,X
ZJSITLO,X,X,X,O,O,X,O,O
ZJSITOL,X,X,X,O,X,X,O,O
ZJSILTO,X,X,X,O,O,X,O,O
ZJSILOT,X,X,X,O,O,X,O,O
ZJSIOTL,X,X,X,O,X,X,X,O
ZJSIOLT,X,X,X,O,O,X,O,O
ZJSLTIO,X,X,X,O,O,O,O,X
ZJSLTOI,X,O,X,X,O,O,O,X
ZJSLITO,X,X,X,O,O,O,O,X
ZJSLIOT,X,X,X,O,O,O,O,X
ZJSLOTI,X,O,X,X,O,O,O,X
ZJSLOIT,X,O,X,O,O,O,O,X
ZJSOTIL,O,O,X,X,X,O,X,X
ZJSOTLI,X,O,X,X,X,O,X,X
ZJSOITL,O,O,O,O,X,O,X,X
ZJSOILT,O,O,O,O,O,O,X,X
ZJSOLTI,X,O,X,X,O,O,X,X
ZJSOLIT,X,O,X,X,O,O,X,X
ZJOTILS,O,X,O,X,X,O,O,X
ZJOTISL,O,X,O,X,X,O,O,X
ZJOTLIS,O,X,X,O,X,O,O,X
ZJOTLSI,X,X,X,O,X,X,O,X
ZJOTSIL,O,X,X,O,X,O,X,X
ZJOTSLI,X,X,X,X,X,O,X,X
ZJOITLS,O,X,O,X,X,O,O,X
ZJOITSL,O,X,O,X,X,O,O,X
ZJOILTS,O,X,O,O,X,X,O,X
ZJOILST,O,O,O,O,O,X,O,X
ZJOISTL,O,O,O,O,X,O,X,X
ZJOISLT,O,O,O,O,O,O,O,X
ZJOLTIS,O,X,O,O,X,X,O,X
ZJOLTSI,X,X,O,O,X,X,O,X
ZJOLITS,O,X,O,O,X,X,O,X
ZJOLIST,O,O,O,O,O,X,O,X
ZJOLSTI,X,O,O,O,O,X,O,X
ZJOLSIT,X,O,O,O,O,X,O,X
ZJOSTIL,O,O,X,O,X,O,X,X
ZJOSTLI,X,O,X,X,X,O,X,X
ZJOSITL,O,O,O,O,X,O,X,X
ZJOSILT,O,O,O,O,O,O,X,X
ZJOSLTI,X,O,X,O,O,O,X,X
ZJOSLIT,X,O,X,O,O,O,X,X
ZSTILJO,X,X,X,O,O,O,O,X
ZSTILOJ,O,X,O,X,O,O,O,X
ZSTIJLO,X,X,X,O,O,O,O,X
ZSTIJOL,O,X,O,O,X,O,O,X
ZSTIOLJ,O,O,O,X,X,O,O,X
ZSTIOJL,O,O,O,X,X,O,O,X
ZSTLIJO,X,X,X,O,O,O,O,X
ZSTLIOJ,O,O,O,X,O,O,O,X
ZSTLJIO,X,X,X,O,O,O,O,X
ZSTLJOI,X,O,X,X,O,O,O,O
ZSTLOIJ,O,O,O,X,X,O,X,X
ZSTLOJI,X,O,X,X,O,O,O,O
ZSTJILO,X,X,X,O,O,O,O,X
ZSTJIOL,O,X,O,O,X,O,O,X
ZSTJLIO,X,X,X,X,O,X,O,X
ZSTJLOI,X,X,X,X,O,X,O,O
ZSTJOIL,O,O,O,X,X,O,X,X
ZSTJOLI,X,O,X,X,X,X,X,X
ZSTOILJ,O,O,O,X,X,O,X,X
ZSTOIJL,O,O,O,X,X,O,X,X
ZSTOLIJ,O,O,O,X,X,O,X,X
ZSTOLJI,X,O,X,X,X,O,X,O
ZSTOJIL,O,O,O,X,X,O,X,X
ZSTOJLI,X,O,X,X,X,X,X,O
ZSITLJO,X,X,X,O,O,X,O,O
ZSITLOJ,O,X,O,X,O,X,O,O
ZSITJLO,X,X,X,O,O,X,O,O
ZSITJOL,O,X,O,O,X,X,O,O
ZSITOLJ,O,O,O,X,X,X,O,O
ZSITOJL,O,O,O,X,X,X,O,O
ZSILTJO,X,X,X,O,O,X,O,O
ZSILTOJ,X,O,X,X,O,X,O,O
ZSILJTO,X,X,X,O,O,X,O,O
ZSILJOT,X,X,X,O,O,X,O,O
ZSILOTJ,X,O,X,X,O,X,O,O
ZSILOJT,X,O,X,O,O,X,O,O
ZSIJTLO,X,X,X,O,O,X,O,O
ZSIJTOL,X,X,X,O,X,X,O,O
ZSIJLTO,X,X,X,O,O,X,O,O
ZSIJLOT,X,X,X,O,O,X,O,O
ZSIJOTL,X,X,X,O,X,X,X,O
ZSIJOLT,X,X,X,O,O,X,O,O
ZSIOTLJ,O,O,O,X,X,X,X,O
ZSIOTJL,O,O,O,X,X,X,X,O
ZSIOLTJ,O,O,O,X,O,X,O,O
ZSIOLJT,O,O,O,O,O,X,O,O
ZSIOJTL,O,O,O,O,X,X,X,O
ZSIOJLT,O,O,O,O,O,X,O,O
ZSLTIJO,O,X,O,O,O,O,O,X
ZSLTIOJ,O,O,O,X,O,O,O,X
ZSLTJIO,O,X,O,O,O,O,O,X
ZSLTJOI,O,O,O,X,O,O,O,X
ZSLTOIJ,O,O,O,X,X,O,X,X
ZSLTOJI,O,O,O,X,O,O,O,X
ZSLITJO,O,X,O,O,O,O,O,X
ZSLITOJ,O,O,O,X,O,O,O,X
ZSLIJTO,X,X,X,O,O,X,O,X
ZSLIJOT,X,X,X,O,O,X,O,X
ZSLIOTJ,O,O,O,X,O,O,O,X
ZSLIOJT,O,O,O,O,O,O,O,X
ZSLJTIO,O,X,O,O,O,O,O,X
ZSLJTOI,O,O,O,X,O,O,O,X
ZSLJITO,O,X,X,O,O,X,O,X
ZSLJIOT,O,X,X,O,O,X,O,X
ZSLJOTI,O,O,O,X,O,O,O,X
ZSLJOIT,O,O,O,O,O,O,O,X
ZSLOTIJ,O,O,O,X,X,O,X,X
ZSLOTJI,O,O,O,X,O,O,X,X
ZSLOITJ,O,O,O,X,O,O,X,X
ZSLOIJT,O,O,O,O,O,O,X,X
ZSLOJTI,O,O,O,X,O,O,O,X
ZSLOJIT,O,O,O,O,O,O,O,X
ZSJTILO,O,X,X,O,O,X,O,X
ZSJTIOL,O,X,O,O,X,X,O,X
ZSJTLIO,O,X,X,X,O,X,O,X
ZSJTLOI,O,X,X,X,O,X,O,O
ZSJTOIL,O,O,O,X,X,X,X,X
ZSJTOLI,O,O,X,X,X,X,X,X
ZSJITLO,O,X,X,O,O,X,O,O
ZSJITOL,O,X,X,O,X,X,O,O
ZSJILTO,X,X,X,O,O,X,O,O
ZSJILOT,X,X,X,O,O,X,O,O
ZSJIOTL,O,X,O,O,X,X,X,O
ZSJIOLT,O,X,O,O,O,X,O,O
ZSJLTIO,O,X,O,O,O,X,O,X
ZSJLTOI,O,O,O,X,O,X,O,X
ZSJLITO,X,X,O,O,O,X,O,X
ZSJLIOT,X,X,O,O,O,X,O,X
ZSJLOTI,O,O,O,X,O,X,O,X
ZSJLOIT,O,O,O,O,O,X,O,X
ZSJOTIL,O,O,O,X,X,X,X,X
ZSJOTLI,O,O,X,X,X,X,X,X
ZSJOITL,O,O,O,O,X,X,X,X
ZSJOILT,O,O,O,O,O,X,X,X
ZSJOLTI,O,O,O,X,O,X,X,X
ZSJOLIT,O,O,O,X,O,X,X,X
ZSOTILJ,O,O,O,X,X,O,X,X
ZSOTIJL,O,O,O,X,X,O,X,X
ZSOTLIJ,O,O,O,X,X,O,X,X
ZSOTLJI,X,O,X,X,X,O,X,O
ZSOTJIL,O,O,O,X,X,O,X,X
ZSOTJLI,X,O,X,X,X,X,X,O
ZSOITLJ,O,O,O,X,X,O,X,O
ZSOITJL,O,O,O,X,X,O,X,O
ZSOILTJ,O,O,O,X,O,O,X,O
ZSOILJT,O,O,O,O,O,O,X,O
ZSOIJTL,O,O,O,O,X,X,X,O
ZSOIJLT,O,O,O,O,O,X,X,O
ZSOLTIJ,O,O,O,X,X,O,X,X
ZSOLTJI,O,O,O,X,O,O,X,X
ZSOLITJ,O,O,O,X,O,O,X,X
ZSOLIJT,O,O,O,O,O,O,X,X
ZSOLJTI,O,O,O,X,O,O,X,X
ZSOLJIT,O,O,O,O,O,O,X,X
ZSOJTIL,O,O,O,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,X,O
ZSOJITL,O,O,O,O,X,X,X,O
ZSOJILT,O,O,O,O,O,X,X,O
ZSOJLTI,O,O,O,X,O,X,X,X
ZSOJLIT,O,O,O,X,O,X,X,X
ZOTILJS,O,X,O,X,X,O,O,X
ZOTILSJ,O,O,O,X,X,X,O,X
ZOTIJLS,O,X,O,X,X,O,O,X
ZOTIJSL,O,X,O,X,X,O,O,X
ZOTISLJ,O,O,O,X,X,O,O,X
ZOTISJL,O,O,O,X,X,O,O,X
ZOTLIJS,O,X,O,O,X,O,O,X
ZOTLISJ,O,O,O,X,X,X,O,X
ZOTLJIS,O,X,O,O,X,X,O,X
ZOTLJSI,X,X,O,O,X,X,O,X
ZOTLSIJ,O,O,O,O,X,X,X,X
ZOTLSJI,O,O,X,O,X,X,O,X
ZOTJILS,O,X,O,X,X,O,O,X
ZOTJISL,O,X,O,X,X,O,O,X
ZOTJLIS,O,X,X,O,X,O,O,X
ZOTJLSI,X,X,X,O,X,X,O,X
ZOTJSIL,O,X,X,O,X,O,X,X
ZOTJSLI,X,X,X,X,X,O,X,X
ZOTSILJ,O,O,O,O,X,O,X,X
ZOTSIJL,O,O,O,O,X,O,X,X
ZOTSLIJ,O,O,O,O,X,O,X,X
ZOTSLJI,X,O,X,O,X,O,X,X
ZOTSJIL,O,O,O,O,X,O,X,X
ZOTSJLI,X,O,X,X,X,X,X,X
ZOITLJS,O,X,O,X,X,O,O,O
ZOITLSJ,O,O,O,X,X,X,O,O
ZOITJLS,O,X,O,X,X,O,O,O
ZOITJSL,O,X,O,X,X,O,O,O
ZOITSLJ,O,O,O,X,X,O,O,O
ZOITSJL,O,O,O,X,X,O,O,O
ZOILTJS,O,X,X,O,X,X,O,O
ZOILTSJ,O,O,X,X,X,X,O,O
ZOILJTS,O,X,O,O,X,X,O,O
ZOILJST,O,O,O,O,O,X,O,O
ZOILSTJ,O,O,O,O,O,X,O,O
ZOILSJT,O,O,O,O,O,X,O,O
ZOIJTLS,O,X,O,X,X,O,O,O
ZOIJTSL,O,X,O,X,X,O,O,O
ZOIJLTS,O,X,O,O,X,X,O,O
ZOIJLST,O,O,O,O,O,X,O,O
ZOIJSTL,O,O,O,O,X,O,X,O
ZOIJSLT,O,O,O,O,O,O,O,O
ZOISTLJ,O,O,O,O,X,O,X,O
ZOISTJL,O,O,O,O,X,O,X,O
ZOISLTJ,O,O,O,O,O,O,O,O
ZOISLJT,O,O,O,O,O,O,O,O
ZOISJTL,O,O,O,O,X,X,X,O
ZOISJLT,O,O,O,O,O,X,O,O
ZOLTIJS,O,X,O,O,X,X,O,X
ZOLTISJ,O,O,O,X,X,X,O,X
ZOLTJIS,O,X,O,O,X,X,O,X
ZOLTJSI,X,X,O,O,X,X,O,X
ZOLTSIJ,O,O,O,O,X,X,X,X
ZOLTSJI,O,O,X,O,X,X,O,X
ZOLITJS,O,X,X,O,X,X,O,X
ZOLITSJ,O,O,X,X,X,X,O,X
ZOLIJTS,O,X,O,O,X,X,O,X
ZOLIJST,O,O,O,O,O,X,O,X
ZOLISTJ,O,O,O,O,O,X,O,X
ZOLISJT,O,O,O,O,O,X,O,X
ZOLJTIS,O,X,O,O,X,X,O,X
ZOLJTSI,O,X,O,O,X,X,O,X
ZOLJITS,O,X,O,O,X,X,O,X
ZOLJIST,O,O,O,O,O,X,O,X
ZOLJSTI,O,O,O,O,O,X,O,X
ZOLJSIT,O,O,O,O,O,X,O,X
ZOLSTIJ,O,O,O,O,X,X,X,X
ZOLSTJI,O,O,O,O,O,X,X,X
ZOLSITJ,O,O,O,O,O,X,X,X
ZOLSIJT,O,O,O,O,O,X,X,X
ZOLSJTI,O,O,O,O,O,X,O,X
ZOLSJIT,O,O,O,O,O,X,O,X
ZOJTILS,O,X,O,X,X,O,O,X
ZOJTISL,O,X,O,X,X,O,O,X
ZOJTLIS,O,X,X,O,X,O,O,X
ZOJTLSI,X,X,X,O,X,X,O,X
ZOJTSIL,O,X,X,O,X,O,X,X
ZOJTSLI,X,X,X,X,X,O,X,X
ZOJITLS,O,X,O,X,X,O,O,O
ZOJITSL,O,X,O,X,X,O,O,O
ZOJILTS,O,X,O,O,X,X,O,O
ZOJILST,O,O,O,O,O,X,O,O
ZOJISTL,O,O,O,O,X,O,X,O
ZOJISLT,O,O,O,O,O,O,O,O
ZOJLTIS,O,X,O,O,X,X,O,X
ZOJLTSI,X,X,O,O,X,X,O,X
ZOJLITS,O,X,O,O,X,X,O,X
ZOJLIST,O,O,O,O,O,X,O,X
ZOJLSTI,X,O,O,O,O,X,O,X
ZOJLSIT,X,O,O,O,O,X,O,X
ZOJSTIL,O,O,X,O,X,O,X,X
ZOJSTLI,X,O,X,X,X,O,X,O
ZOJSITL,O,O,O,O,X,O,X,O
ZOJSILT,O,O,O,O,O,O,X,O
ZOJSLTI,X,O,X,O,O,O,X,X
ZOJSLIT,X,O,X,O,O,O,X,X
ZOSTILJ,O,O,O,O,X,O,X,X
ZOSTIJL,O,O,O,O,X,O,X,X
ZOSTLIJ,O,O,O,O,X,O,X,X
ZOSTLJI,X,O,X,O,X,O,X,O
ZOSTJIL,O,O,O,O,X,O,X,X
ZOSTJLI,X,O,X,X,X,X,X,O
ZOSITLJ,O,O,O,O,X,O,X,O
ZOSITJL,O,O,O,O,X,O,X,O
ZOSILTJ,O,O,O,O,O,O,X,O
ZOSILJT,O,O,O,O,O,O,X,O
ZOSIJTL,O,O,O,O,X,X,X,O
ZOSIJLT,O,O,O,O,O,X,X,O
ZOSLTIJ,O,O,O,O,X,O,X,X
ZOSLTJI,O,O,O,O,O,O,X,X
ZOSLITJ,O,O,O,O,O,O,X,X
ZOSLIJT,O,O,O,O,O,O,X,X
ZOSLJTI,O,O,O,O,O,O,X,X
ZOSLJIT,O,O,O,O,O,O,X,X
ZOSJTIL,O,O,O,O,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,X,O
ZOSJITL,O,O,O,O,X,X,X,O
ZOSJILT,O,O,O,O,O,X,X,O
ZOSJLTI,O,O,O,O,O,X,X,X
ZOSJLIT,O,O,O,O,O,X,X,X
OTILJSZ,O,X,O,O,X,O,X,X
OTILJZS,O,X,O,O,X,O,O,X
OTILSJZ,O,X,O,O,X,O,O,X
OTILSZJ,O,O,O,O,X,O,O,X
OTILZJS,O,X,O,O,X,O,O,X
OTILZSJ,O,O,O,X,X,X,O,X
OTIJLSZ,O,X,O,O,X,O,X,X
OTIJLZS,O,X,O,O,X,O,X,X
OTIJSLZ,X,X,X,O,X,O,X,O
OTIJSZL,O,X,O,O,X,O,X,O
OTIJZLS,O,X,O,X,X,O,X,O
OTIJZSL,O,X,O,X,X,O,X,O
OTISLJZ,O,X,O,O,X,O,O,O
OTISLZJ,O,O,O,O,X,O,O,O
OTISJLZ,O,X,O,O,X,O,O,O
OTISJZL,O,X,O,O,X,O,X,O
OTISZLJ,O,O,O,O,X,O,O,O
OTISZJL,O,O,O,O,X,O,O,O
OTIZLJS,O,X,O,X,X,O,O,O
OTIZLSJ,O,O,O,X,X,X,O,O
OTIZJLS,O,X,O,X,X,O,O,O
OTIZJSL,O,X,O,X,X,O,O,O
OTIZSLJ,O,O,O,X,X,O,O,O
OTIZSJL,O,O,O,X,X,O,O,O
OTLIJSZ,O,X,O,O,X,O,X,X
OTLIJZS,O,X,O,O,X,O,O,X
OTLISJZ,O,X,O,O,X,O,O,X
OTLISZJ,O,O,O,O,X,O,O,X
OTLIZJS,O,X,O,O,X,O,O,X
OTLIZSJ,O,O,O,X,X,X,O,X
OTLJISZ,O,X,O,O,X,O,X,X
OTLJIZS,O,X,O,O,X,O,X,X
OTLJSIZ,O,X,O,O,X,O,X,X
OTLJSZI,O,X,O,O,X,O,X,X
OTLJZIS,O,X,O,O,X,O,O,X
OTLJZSI,O,X,O,O,X,X,O,X
OTLSIJZ,O,X,O,O,X,O,X,X
OTLSIZJ,O,O,O,O,X,O,X,X
OTLSJIZ,O,X,O,O,X,O,X,X
OTLSJZI,O,O,O,O,X,O,X,X
OTLSZIJ,O,O,O,O,X,O,X,X
OTLSZJI,O,O,O,O,X,O,O,X
OTLZIJS,O,X,O,O,X,O,O,X
OTLZISJ,O,O,O,X,X,X,O,X
OTLZJIS,O,X,O,O,X,X,O,X
OTLZJSI,X,X,O,O,X,X,O,X
OTLZSIJ,O,O,O,O,X,X,X,X
OTLZSJI,O,O,X,O,X,X,O,X
OTJILSZ,O,X,O,O,X,O,X,X
OTJILZS,O,X,O,O,X,O,X,X
OTJISLZ,X,X,X,O,X,O,X,O
OTJISZL,O,X,O,O,X,O,X,O
OTJIZLS,O,X,O,X,X,O,X,O
OTJIZSL,O,X,O,X,X,O,X,O
OTJLISZ,O,X,O,O,X,O,X,X
OTJLIZS,O,X,O,O,X,O,X,X
OTJLSIZ,O,X,O,O,X,O,X,X
