sequence,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFicBuiBcjBX?gBzhBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFmcBqiBTeBX?gB0hBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFmcBSjBXgB0?hBziBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Je2AJvhFRcBCeBzhBX?jB0fBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8JeT7IvhF/hBRdBSjB2?nB0fBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jei7IvhFWjBRhB0fBz?hBXjBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFyhBGeBXgBz?iB0hBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhF2hBTeBXgBS?nB8sBFsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8JeT7IvhFxhBOoB0fBl?hBCjB/sB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFTcBcjBXgBS?nB2sBlsB
SJTOILZ,O,O,X,O,O,X,O,X,O,X
SJTOIZL,O,O,X,O,O,X,O,X,O,X
SJTOLIZ,O,O,X,O,O,X,O,X,X,X
SJTOLZI,O,O,X,O,O,X,O,X,X,X
SJTOZIL,O,O,X,O,O,X,O,X,X,X
SJTOZLI,O,O,X,O,O,X,O,X,X,X
SJITLZO,O,O,O,X,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,O,X,X,X
SJITZLO,O,O,O,X,X,X,X,O,X,X
SJITZOL,O,O,O,X,X,X,O,O,X,X
SJITOLZ,O,O,X,O,X,X,O,X,O,X
SJITOZL,O,O,X,O,X,X,O,X,O,X
SJILTZO,O,X,O,X,X,O,X,X,X,X
SJILTOZ,O,X,X,X,X,O,O,X,X,X
SJILZTO,O,X,O,X,X,O,X,O,X,O
SJILZOT,O,X,O,X,X,O,X,O,X,O
SJILOTZ,O,X,X,O,X,O,X,X,O,X
SJILOZT,O,X,X,O,X,O,X,X,O,O
SJIZTLO,O,O,O,X,X,X,X,O,X,X
SJIZTOL,O,O,O,X,X,X,O,O,X,X
SJIZLTO,O,O,O,X,X,X,X,O,X,O
SJIZLOT,O,X,O,X,X,X,X,O,X,O
SJIZOTL,O,O,O,X,X,X,X,O,O,X
SJIZOLT,O,X,O,X,X,X,X,O,O,O
SJIOTLZ,O,O,X,O,X,X,O,X,O,X
SJIOTZL,O,O,X,O,X,X,O,X,O,X
SJIOLTZ,O,X,X,O,X,X,X,X,O,X
SJIOLZT,O,X,X,O,X,X,X,X,O,O
SJIOZTL,O,X,X,X,X,X,X,O,O,X
SJIOZLT,O,X,X,O,X,X,X,O,O,O
SJLTIZO,O,X,O,X,X,X,X,X,X,X
SJLTIOZ,O,X,X,X,X,X,O,X,X,X
SJLTZIO,O,X,O,X,X,X,X,X,X,X
SJLTZOI,O,X,O,X,X,X,X,X,X,X
SJLTOIZ,O,X,X,O,X,X,O,X,X,X
SJLTOZI,O,X,X,O,X,X,O,X,X,X
SJLITZO,O,X,O,X,X,X,X,X,X,X
SJLITOZ,O,X,X,X,X,X,O,X,X,X
SJLIZTO,O,X,O,X,X,X,X,O,X,O
SJLIZOT,O,X,O,X,X,X,X,O,X,O
SJLIOTZ,O,X,X,O,X,X,X,X,O,X
SJLIOZT,O,X,X,O,X,X,X,X,O,O
SJLZTIO,O,X,O,X,X,X,X,O,X,O
SJLZTOI,X,X,O,X,X,X,X,O,X,O
SJLZITO,O,X,O,X,X,X,X,O,X,O
SJLZIOT,O,X,O,X,X,X,X,O,X,O
SJLZOTI,X,X,O,O,X,X,X,O,X,O
SJLZOIT,O,X,O,O,X,X,X,O,X,O
SJLOTIZ,O,X,X,O,X,X,X,X,X,X
SJLOTZI,O,X,X,O,X,X,X,X,X,X
SJLOITZ,O,X,X,O,X,X,X,X,O,X
SJLOIZT,O,X,X,O,X,X,X,X,O,O
SJLOZTI,O,X,X,O,X,X,X,X,X,O
SJLOZIT,O,X,X,O,X,X,X,X,X,O
SJZTILO,O,O,O,X,X,X,X,O,X,X
SJZTIOL,O,O,O,X,X,X,O,O,X,X
SJZTLIO,O,O,O,X,X,X,X,O,X,X
SJZTLOI,O,O,O,X,X,X,X,O,X,X
SJZTOIL,O,O,O,X,X,X,O,O,X,X
SJZTOLI,O,O,O,X,X,X,O,O,X,X
SJZITLO,O,O,O,X,X,X,X,O,X,X
SJZITOL,O,O,O,X,X,X,O,O,X,X
SJZILTO,O,O,O,X,X,X,X,O,X,O
SJZILOT,O,X,O,X,X,X,X,O,X,O
SJZIOTL,O,O,O,X,X,X,X,O,O,X
SJZIOLT,O,X,O,X,X,X,X,O,O,O
SJZLTIO,O,O,O,X,X,X,X,O,X,O
SJZLTOI,X,O,O,X,X,X,X,O,X,O
SJZLITO,O,O,O,X,X,X,X,O,X,O
SJZLIOT,O,X,O,X,X,X,X,O,X,O
SJZLOTI,O,X,O,O,X,X,X,O,X,O
SJZLOIT,O,X,O,O,X,X,X,O,X,O
SJZOTIL,O,O,O,X,X,X,X,O,X,X
SJZOTLI,O,O,O,X,X,X,X,O,X,X
SJZOITL,O,O,O,X,X,X,X,O,O,X
SJZOILT,O,X,O,O,X,X,X,O,O,O
SJZOLTI,O,X,O,O,X,X,X,O,X,O
SJZOLIT,O,X,O,O,X,X,X,O,X,O
SJOTILZ,O,O,X,O,O,X,O,X,O,X
SJOTIZL,O,O,X,O,O,X,O,X,O,X
SJOTLIZ,O,O,X,O,O,X,O,X,X,X
SJOTLZI,O,O,X,O,O,X,O,X,X,X
SJOTZIL,O,O,X,O,O,X,O,X,X,X
SJOTZLI,O,O,X,O,O,X,O,X,X,X
SJOITLZ,O,O,X,O,X,X,O,X,O,X
SJOITZL,O,O,X,O,X,X,O,X,O,X
SJOILTZ,O,X,X,O,X,X,X,X,O,X
SJOILZT,O,X,X,O,X,X,X,X,O,O
SJOIZTL,O,X,X,X,X,X,X,O,O,X
SJOIZLT,O,X,X,O,X,X,X,O,O,O
SJOLTIZ,O,X,X,O,X,X,X,X,X,X
SJOLTZI,O,X,X,O,X,X,X,X,X,X
SJOLITZ,O,X,X,O,X,X,X,X,O,X
SJOLIZT,O,X,X,O,X,X,X,X,O,O
SJOLZTI,O,X,X,O,X,X,X,X,X,O
SJOLZIT,O,X,X,O,X,X,X,X,X,O
SJOZTIL,O,X,X,X,X,X,X,O,X,X
SJOZTLI,O,X,X,X,X,X,X,O,X,X
SJOZITL,O,X,X,X,X,X,X,O,O,X
SJOZILT,O,X,X,O,X,X,X,O,O,O
SJOZLTI,O,X,X,O,X,X,X,O,X,O
SJOZLIT,O,X,X,O,X,X,X,O,X,O
SZTILJO,O,O,O,X,X,X,X,O,X,O
SZTILOJ,O,O,O,X,X,X,O,O,X,O
SZTIJLO,O,O,O,X,X,X,X,O,X,X
SZTIJOL,O,O,O,X,X,X,O,O,X,X
SZTIOLJ,O,O,O,X,X,X,O,O,X,O
SZTIOJL,O,O,O,X,X,X,O,O,X,X
SZTLIJO,O,O,O,X,X,X,X,O,X,O
SZTLIOJ,O,O,O,X,X,X,O,O,X,O
SZTLJIO,O,O,O,X,O,X,X,O,X,O
SZTLJOI,O,O,O,X,O,X,X,O,X,O
SZTLOIJ,O,O,O,X,X,X,O,O,X,O
SZTLOJI,O,O,O,X,O,X,O,O,X,O
SZTJILO,O,O,O,X,O,X,X,O,X,X
SZTJIOL,O,O,O,X,O,X,O,O,X,X
SZTJLIO,O,O,O,X,O,X,X,O,X,X
SZTJLOI,O,O,O,X,O,X,X,O,X,X
SZTJOIL,O,O,O,X,O,X,O,O,X,X
SZTJOLI,O,O,O,X,O,X,O,O,X,X
SZTOILJ,O,O,O,X,X,X,O,O,X,O
SZTOIJL,O,O,O,X,X,X,O,O,X,X
SZTOLIJ,O,O,O,X,X,X,O,O,X,O
SZTOLJI,O,O,O,X,O,X,O,O,X,O
SZTOJIL,O,O,O,X,O,X,O,O,X,X
SZTOJLI,O,O,O,X,O,X,O,O,X,X
SZITLJO,O,O,O,X,X,X,X,O,X,O
SZITLOJ,O,O,O,X,X,X,O,O,X,O
SZITJLO,O,O,O,X,X,X,X,O,X,X
SZITJOL,O,O,O,X,X,X,O,O,X,X
SZITOLJ,O,O,O,X,X,X,O,O,X,O
SZITOJL,O,O,O,X,X,X,O,O,X,X
SZILTJO,O,O,O,X,X,X,X,O,X,O
SZILTOJ,O,O,O,X,X,X,O,O,X,O
SZILJTO,O,O,O,X,X,X,X,O,X,O
SZILJOT,O,X,O,X,X,X,X,O,X,O
SZILOTJ,O,X,X,X,X,X,X,O,X,O
SZILOJT,O,X,O,X,X,X,X,O,X,O
SZIJTLO,O,O,O,X,X,X,X,O,X,X
SZIJTOL,O,O,O,X,X,X,O,O,X,X
SZIJLTO,O,O,O,X,X,X,X,O,X,O
SZIJLOT,O,X,O,X,X,X,X,O,X,O
SZIJOTL,O,O,O,X,X,X,X,O,O,X
SZIJOLT,O,X,O,X,X,X,X,O,O,O
SZIOTLJ,O,O,O,X,X,X,X,O,X,O
SZIOTJL,O,O,O,X,X,X,X,O,X,X
SZIOLTJ,O,X,X,X,X,X,X,O,X,O
SZIOLJT,O,X,O,X,X,X,X,O,X,O
SZIOJTL,O,O,O,X,X,X,X,O,O,X
SZIOJLT,O,X,O,X,X,X,X,O,O,O
SZLTIJO,O,O,O,X,X,X,X,O,X,O
SZLTIOJ,O,O,O,X,X,X,O,O,X,O
SZLTJIO,O,O,O,X,X,X,X,O,X,O
SZLTJOI,O,O,O,X,X,X,X,O,X,O
SZLTOIJ,O,O,O,X,X,X,O,O,X,O
SZLTOJI,O,O,O,X,X,X,O,O,X,O
SZLITJO,O,O,O,X,X,X,X,O,X,O
SZLITOJ,O,O,O,X,X,X,O,O,X,O
SZLIJTO,O,O,O,X,X,X,X,O,X,O
SZLIJOT,O,X,O,X,X,X,X,O,X,O
SZLIOTJ,O,X,X,X,X,X,X,O,X,O
SZLIOJT,O,X,O,X,X,X,X,O,X,O
SZLJTIO,O,O,O,X,X,X,X,O,X,O
SZLJTOI,X,O,O,X,X,X,X,O,X,O
SZLJITO,O,O,O,X,X,X,X,O,X,O
SZLJIOT,O,X,O,X,X,X,X,O,X,O
SZLJOTI,O,X,O,O,X,X,X,O,X,O
SZLJOIT,O,X,O,O,X,X,X,O,X,O
SZLOTIJ,O,X,X,X,X,X,X,O,X,O
SZLOTJI,O,X,X,X,X,X,X,O,X,O
SZLOITJ,O,X,X,X,X,X,X,O,X,O
SZLOIJT,O,X,O,O,X,X,X,O,X,O
SZLOJTI,O,X,O,O,X,X,X,O,X,O
SZLOJIT,O,X,O,O,X,X,X,O,X,O
SZJTILO,O,O,O,X,X,X,X,O,X,X
SZJTIOL,O,O,O,X,X,X,O,O,X,X
SZJTLIO,O,O,O,X,X,X,X,O,X,X
SZJTLOI,O,O,O,X,X,X,X,O,X,X
SZJTOIL,O,O,O,X,X,X,O,O,X,X
SZJTOLI,O,O,O,X,X,X,O,O,X,X
SZJITLO,O,O,O,X,X,X,X,O,X,X
SZJITOL,O,O,O,X,X,X,O,O,X,X
SZJILTO,O,O,O,X,X,X,X,O,X,O
SZJILOT,O,X,O,X,X,X,X,O,X,O
SZJIOTL,O,O,O,X,X,X,X,O,O,X
SZJIOLT,O,X,O,X,X,X,X,O,O,O
SZJLTIO,O,O,O,X,X,X,X,O,X,O
SZJLTOI,X,O,O,X,X,X,X,O,X,O
SZJLITO,O,O,O,X,X,X,X,O,X,O
SZJLIOT,O,X,O,X,X,X,X,O,X,O
SZJLOTI,O,X,O,O,X,X,X,O,X,O
SZJLOIT,O,X,O,O,X,X,X,O,X,O
SZJOTIL,O,O,O,X,X,X,X,O,X,X
SZJOTLI,O,O,O,X,X,X,X,O,X,X
SZJOITL,O,O,O,X,X,X,X,O,O,X
SZJOILT,O,X,O,O,X,X,X,O,O,O
SZJOLTI,O,X,O,O,X,X,X,O,X,O
SZJOLIT,O,X,O,O,X,X,X,O,X,O
SZOTILJ,O,O,O,X,X,X,X,O,X,O
SZOTIJL,O,O,O,X,X,X,X,O,X,X
SZOTLIJ,O,O,O,X,X,X,X,O,X,O
SZOTLJI,O,O,O,X,O,X,X,O,X,O
SZOTJIL,O,O,O,X,O,X,X,O,X,X
SZOTJLI,O,O,O,X,O,X,X,O,X,X
SZOITLJ,O,O,O,X,X,X,X,O,X,O
SZOITJL,O,O,O,X,X,X,X,O,X,X
SZOILTJ,O,X,X,X,X,X,X,O,X,O
SZOILJT,O,X,O,O,X,X,X,O,X,O
SZOIJTL,O,O,O,X,X,X,X,O,O,X
SZOIJLT,O,X,O,O,X,X,X,O,O,O
SZOLTIJ,O,X,X,X,X,X,X,O,X,O
SZOLTJI,O,X,X,X,X,X,X,O,X,O
SZOLITJ,O,X,X,X,X,X,X,O,X,O
SZOLIJT,O,X,O,O,X,X,X,O,X,O
SZOLJTI,O,X,O,O,X,X,X,O,X,O
SZOLJIT,O,X,O,O,X,X,X,O,X,O
SZOJTIL,O,O,O,X,X,X,X,O,X,X
SZOJTLI,O,O,O,X,X,X,X,O,X,X
SZOJITL,O,O,O,X,X,X,X,O,O,X
SZOJILT,O,X,O,O,X,X,X,O,O,O
SZOJLTI,O,X,O,O,X,X,X,O,X,O
SZOJLIT,O,X,O,O,X,X,X,O,X,O
SOTILJZ,O,O,X,O,O,X,O,X,X,X
SOTILZJ,O,O,O,O,X,X,O,X,X,O
SOTIJLZ,O,O,X,O,O,X,O,X,O,X
SOTIJZL,O,O,X,O,O,X,O,X,O,X
SOTIZLJ,O,O,O,O,X,X,O,O,X,O
SOTIZJL,O,O,O,O,X,X,O,O,X,X
SOTLIJZ,O,O,X,O,O,X,O,X,X,X
SOTLIZJ,O,O,O,O,X,X,O,X,X,O
SOTLJIZ,O,O,X,O,O,X,O,X,X,X
SOTLJZI,O,O,X,O,O,X,O,X,X,X
SOTLZIJ,O,O,O,O,X,X,O,X,X,O
SOTLZJI,O,O,O,O,O,X,O,X,X,O
SOTJILZ,O,O,X,O,O,X,O,X,O,X
SOTJIZL,O,O,X,O,O,X,O,X,O,X
SOTJLIZ,O,O,X,O,O,X,O,X,X,X
SOTJLZI,O,O,X,O,O,X,O,X,X,X
SOTJZIL,O,O,X,O,O,X,O,X,X,X
SOTJZLI,O,O,X,O,O,X,O,X,X,X
SOTZILJ,O,O,O,O,X,X,O,O,X,O
SOTZIJL,O,O,O,O,X,X,O,O,X,X
SOTZLIJ,O,O,O,O,X,X,O,O,X,O
SOTZLJI,O,O,O,O,O,X,O,O,X,O
SOTZJIL,O,O,O,O,O,X,O,O,X,X
SOTZJLI,O,O,O,O,O,X,O,O,X,X
SOITLJZ,O,O,X,O,O,X,O,X,X,X
SOITLZJ,O,O,O,O,X,X,O,X,X,O
SOITJLZ,O,O,X,O,O,X,O,X,O,X
SOITJZL,O,O,X,O,O,X,O,X,O,X
SOITZLJ,O,O,O,O,X,X,O,O,X,O
SOITZJL,O,O,O,O,X,X,O,O,X,X
SOILTJZ,O,O,X,O,X,X,O,X,X,X
SOILTZJ,O,O,O,X,X,X,O,X,X,O
SOILJTZ,O,X,X,O,X,X,X,X,O,X
SOILJZT,O,X,X,O,X,X,X,X,O,O
SOILZTJ,O,X,X,X,X,X,X,O,X,O
SOILZJT,O,X,O,O,X,X,X,O,X,O
SOIJTLZ,O,O,X,O,X,X,O,X,O,X
SOIJTZL,O,O,X,O,X,X,O,X,O,X
SOIJLTZ,O,X,X,O,X,X,X,X,O,X
SOIJLZT,O,X,X,O,X,X,X,X,O,O
SOIJZTL,O,X,X,X,X,X,X,O,O,X
SOIJZLT,O,X,X,O,X,X,X,O,O,O
SOIZTLJ,O,O,O,X,X,X,X,O,X,O
SOIZTJL,O,O,O,X,X,X,X,O,X,X
SOIZLTJ,O,X,X,X,X,X,X,O,X,O
SOIZLJT,O,X,O,O,X,X,X,O,X,O
SOIZJTL,O,O,O,X,X,X,X,O,O,X
SOIZJLT,O,X,O,O,X,X,X,O,O,O
SOLTIJZ,O,O,X,O,O,X,O,X,X,X
SOLTIZJ,O,O,O,X,X,X,O,X,X,O
SOLTJIZ,O,O,X,O,O,X,O,X,X,X
SOLTJZI,O,O,X,O,O,X,O,X,X,X
SOLTZIJ,O,O,O,X,X,X,O,X,X,O
SOLTZJI,O,O,O,X,O,X,O,X,X,O
SOLITJZ,O,O,X,O,X,X,O,X,X,X
SOLITZJ,O,O,O,X,X,X,O,X,X,O
SOLIJTZ,O,X,X,O,X,X,X,X,O,X
SOLIJZT,O,X,X,O,X,X,X,X,O,O
SOLIZTJ,O,X,X,X,X,X,X,O,X,O
SOLIZJT,O,X,O,O,X,X,X,O,X,O
SOLJTIZ,O,X,X,O,X,X,X,X,X,X
SOLJTZI,O,X,X,O,X,X,X,X,X,X
SOLJITZ,O,X,X,O,X,X,X,X,O,X
SOLJIZT,O,X,X,O,X,X,X,X,O,O
SOLJZTI,O,X,X,O,X,X,X,X,X,O
SOLJZIT,O,X,X,O,X,X,X,X,X,O
SOLZTIJ,O,X,X,X,X,X,X,O,X,O
SOLZTJI,O,X,X,X,X,X,X,O,X,O
SOLZITJ,O,X,X,X,X,X,X,O,X,O
SOLZIJT,O,X,O,O,X,X,X,O,X,O
SOLZJTI,O,X,O,O,X,X,X,O,X,O
SOLZJIT,O,X,O,O,X,X,X,O,X,O
SOJTILZ,O,O,X,O,O,X,O,X,O,X
SOJTIZL,O,O,X,O,O,X,O,X,O,X
SOJTLIZ,O,O,X,O,O,X,O,X,X,X
SOJTLZI,O,O,X,O,O,X,O,X,X,X
SOJTZIL,O,O,X,O,O,X,O,X,X,X
SOJTZLI,O,O,X,O,O,X,O,X,X,X
SOJITLZ,O,O,X,O,X,X,O,X,O,X
SOJITZL,O,O,X,O,X,X,O,X,O,X
SOJILTZ,O,X,X,O,X,X,X,X,O,X
SOJILZT,O,X,X,O,X,X,X,X,O,O
SOJIZTL,O,X,X,X,X,X,X,O,O,X
SOJIZLT,O,X,X,O,X,X,X,O,O,O
SOJLTIZ,O,X,X,O,X,X,X,X,X,X
SOJLTZI,O,X,X,O,X,X,X,X,X,X
SOJLITZ,O,X,X,O,X,X,X,X,O,X
SOJLIZT,O,X,X,O,X,X,X,X,O,O
SOJLZTI,O,X,X,O,X,X,X,X,X,O
SOJLZIT,O,X,X,O,X,X,X,X,X,O
SOJZTIL,O,X,X,X,X,X,X,O,X,X
SOJZTLI,O,X,X,X,X,X,X,O,X,X
SOJZITL,O,X,X,X,X,X,X,O,O,X
SOJZILT,O,X,X,O,X,X,X,O,O,O
SOJZLTI,O,X,X,O,X,X,X,O,X,O
SOJZLIT,O,X,X,O,X,X,X,O,X,O
SOZTILJ,O,O,O,X,X,X,X,O,X,O
SOZTIJL,O,O,O,X,X,X,X,O,X,X
SOZTLIJ,O,O,O,X,X,X,X,O,X,O
SOZTLJI,O,O,O,X,O,X,X,O,X,O
SOZTJIL,O,O,O,X,O,X,X,O,X,X
SOZTJLI,O,O,O,X,O,X,X,O,X,X
SOZITLJ,O,O,O,X,X,X,X,O,X,O
SOZITJL,O,O,O,X,X,X,X,O,X,X
SOZILTJ,O,X,X,X,X,X,X,O,X,O
SOZILJT,O,X,O,O,X,X,X,O,X,O
SOZIJTL,O,O,O,X,X,X,X,O,O,X
SOZIJLT,O,X,O,O,X,X,X,O,O,O
SOZLTIJ,O,X,X,X,X,X,X,O,X,O
SOZLTJI,O,X,X,X,X,X,X,O,X,O
SOZLITJ,O,X,X,X,X,X,X,O,X,O
SOZLIJT,O,X,O,O,X,X,X,O,X,O
SOZLJTI,O,X,O,O,X,X,X,O,X,O
SOZLJIT,O,X,O,O,X,X,X,O,X,O
SOZJTIL,O,O,O,X,X,X,X,O,X,X
SOZJTLI,O,O,O,X,X,X,X,O,X,X
SOZJITL,O,O,O,X,X,X,X,O,O,X
SOZJILT,O,X,O,O,X,X,X,O,O,O
SOZJLTI,O,X,O,O,X,X,X,O,X,O
SOZJLIT,O,X,O,O,X,X,X,O,X,O
ZTILJSO,O,O,O,X,X,O,X,X,X,X
ZTILJOS,O,O,X,X,X,O,X,X,X,X
ZTILSJO,O,O,O,X,X,X,X,X,X,X
ZTILSOJ,O,O,O,X,X,X,X,X,X,X
ZTILOJS,O,O,X,X,X,X,X,X,X,X
ZTILOSJ,O,O,X,X,X,X,X,X,X,X
ZTIJLSO,O,O,O,X,X,O,X,X,X,X
ZTIJLOS,O,O,X,X,X,O,X,X,X,X
ZTIJSLO,O,O,O,X,X,X,X,X,X,X
ZTIJSOL,O,O,O,X,X,X,X,X,X,X
ZTIJOLS,O,O,X,X,X,X,X,X,X,X
ZTIJOSL,O,X,X,X,X,X,X,X,X,X
ZTISLJO,O,O,O,X,X,X,X,X,X,X
ZTISLOJ,O,O,O,X,X,X,X,X,X,X
ZTISJLO,O,O,O,X,X,X,X,X,X,X
ZTISJOL,O,O,O,X,X,X,X,X,X,X
ZTISOLJ,O,O,O,X,X,X,X,X,X,X
ZTISOJL,O,O,O,X,X,X,X,X,X,X
ZTIOLJS,O,O,X,X,X,X,X,X,X,X
ZTIOLSJ,O,O,X,X,X,X,X,X,X,X
ZTIOJLS,O,O,X,X,X,X,X,X,X,X
ZTIOJSL,O,X,X,X,X,X,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X,X,X,X,X
ZTIOSJL,O,O,X,X,X,X,X,X,X,X
ZTLIJSO,O,O,O,X,X,X,X,X,X,X
ZTLIJOS,O,O,X,X,X,X,X,X,X,X
ZTLISJO,O,O,O,X,X,X,X,X,X,X
ZTLISOJ,O,O,O,X,X,X,X,X,X,X
ZTLIOJS,O,O,X,X,X,X,X,X,X,X
ZTLIOSJ,O,O,X,X,X,X,X,X,X,X
ZTLJISO,O,O,O,X,X,X,X,X,X,X
ZTLJIOS,O,O,X,X,X,X,X,X,X,X
ZTLJSIO,O,O,O,X,O,X,X,O,X,X
ZTLJSOI,O,O,O,X,O,X,X,O,X,X
ZTLJOIS,O,O,X,X,X,X,X,X,X,X
ZTLJOSI,O,O,O,X,O,X,X,O,X,X
ZTLSIJO,O,O,O,X,X,X,X,O,X,O
ZTLSIOJ,O,O,O,X,X,X,O,O,X,O
ZTLSJIO,O,O,O,X,O,X,X,O,X,O
ZTLSJOI,O,O,O,X,O,X,X,O,X,O
ZTLSOIJ,O,O,O,X,X,X,O,O,X,O
ZTLSOJI,O,O,O,X,O,X,O,O,X,O
ZTLOIJS,O,O,X,X,X,X,X,X,X,X
ZTLOISJ,O,O,X,X,X,X,X,X,X,X
ZTLOJIS,O,O,X,X,X,X,X,X,X,X
ZTLOJSI,O,O,O,X,O,X,O,O,X,X
ZTLOSIJ,O,O,O,X,X,X,O,O,X,O
ZTLOSJI,O,O,O,X,O,X,O,O,X,O
ZTJILSO,O,O,O,X,X,O,X,X,X,X
ZTJILOS,O,O,X,X,X,O,X,X,X,X
ZTJISLO,O,O,O,X,X,X,X,X,X,X
ZTJISOL,O,O,O,X,X,X,X,X,X,X
ZTJIOLS,O,O,X,X,X,X,X,X,X,X
ZTJIOSL,O,X,X,O,X,X,X,X,X,X
ZTJLISO,O,O,O,X,X,X,X,X,X,X
ZTJLIOS,O,O,X,X,X,X,X,X,X,X
ZTJLSIO,O,O,O,X,O,X,X,O,X,X
ZTJLSOI,O,O,O,X,O,X,X,O,X,X
ZTJLOIS,O,O,X,X,X,X,X,X,X,X
ZTJLOSI,O,O,O,X,O,X,X,O,X,X
ZTJSILO,O,O,O,X,O,X,X,O,X,X
ZTJSIOL,O,O,O,X,O,X,O,O,X,X
ZTJSLIO,O,O,O,X,O,X,X,O,X,X
ZTJSLOI,O,O,O,O,O,X,X,O,X,X
ZTJSOIL,O,O,O,O,O,X,O,O,X,X
ZTJSOLI,O,O,O,O,O,X,O,O,X,X
ZTJOILS,O,O,X,X,X,X,X,X,X,X
ZTJOISL,O,X,X,O,X,X,X,X,X,X
ZTJOLIS,O,O,X,X,X,X,X,X,X,X
ZTJOLSI,O,O,O,X,O,X,O,O,X,X
ZTJOSIL,O,O,O,O,O,X,O,O,X,X
ZTJOSLI,O,O,O,O,O,X,O,O,X,X
ZTSILJO,O,O,O,X,X,X,X,O,X,O
ZTSILOJ,O,O,O,X,X,X,O,O,X,O
ZTSIJLO,O,O,O,X,X,X,X,O,X,X
ZTSIJOL,O,O,O,X,X,X,O,O,X,X
ZTSIOLJ,O,O,O,X,X,X,O,O,X,O
ZTSIOJL,O,O,O,X,X,X,O,O,X,X
ZTSLIJO,O,O,O,X,X,X,X,O,X,O
ZTSLIOJ,O,O,O,X,X,X,O,O,X,O
ZTSLJIO,O,O,O,X,O,X,X,O,X,O
ZTSLJOI,O,O,O,O,O,X,X,O,X,O
ZTSLOIJ,O,O,O,O,X,X,O,O,X,O
ZTSLOJI,O,O,O,O,O,X,O,O,X,O
ZTSJILO,O,O,O,X,O,X,X,O,X,X
ZTSJIOL,O,O,O,X,O,X,O,O,X,X
ZTSJLIO,O,O,O,X,O,X,X,O,X,X
ZTSJLOI,O,O,O,O,O,X,X,O,X,X
ZTSJOIL,O,O,O,O,O,X,O,O,X,X
ZTSJOLI,O,O,O,O,O,X,O,O,X,X
ZTSOILJ,O,O,O,O,X,X,O,O,X,O
ZTSOIJL,O,O,O,O,X,X,O,O,X,X
ZTSOLIJ,O,O,O,O,X,X,O,O,X,O
ZTSOLJI,O,O,O,O,O,X,O,O,X,O
ZTSOJIL,O,O,O,O,O,X,O,O,X,X
ZTSOJLI,O,O,O,O,O,X,O,O,X,X
ZTOILJS,O,O,X,X,X,X,X,X,X,X
ZTOILSJ,O,O,X,X,X,X,X,X,X,X
ZTOIJLS,O,O,X,X,X,X,X,X,X,X
ZTOIJSL,O,X,X,O,X,X,X,X,X,X
ZTOISLJ,O,O,X,O,X,X,X,X,X,X
ZTOISJL,O,O,X,O,X,X,X,X,X,X
ZTOLIJS,O,O,X,X,X,X,X,X,X,X
ZTOLISJ,O,O,X,X,X,X,X,X,X,X
ZTOLJIS,O,O,X,X,X,X,X,X,X,X
ZTOLJSI,O,O,O,X,O,X,O,O,X,X
ZTOLSIJ,O,O,O,X,X,X,O,O,X,O
ZTOLSJI,O,O,O,X,O,X,O,O,X,O
ZTOJILS,O,O,X,X,X,X,X,X,X,X
ZTOJISL,O,X,X,O,X,X,X,X,X,X
ZTOJLIS,O,O,X,X,X,X,X,X,X,X
ZTOJLSI,O,O,O,X,O,X,O,O,X,X
ZTOJSIL,O,O,O,O,O,X,O,O,X,X
ZTOJSLI,O,O,O,O,O,X,O,O,X,X
ZTOSILJ,O,O,O,O,X,X,O,O,X,O
ZTOSIJL,O,O,O,O,X,X,O,O,X,X
ZTOSLIJ,O,O,O,O,X,X,O,O,X,O
ZTOSLJI,O,O,O,O,O,X,O,O,X,O
ZTOSJIL,O,O,O,O,O,X,O,O,X,X
ZTOSJLI,O,O,O,O,O,X,O,O,X,X
ZITLJSO,O,O,O,X,X,O,X,X,X,X
ZITLJOS,O,O,X,X,X,O,X,X,X,X
ZITLSJO,O,O,O,X,X,X,X,X,X,X
ZITLSOJ,O,O,O,X,X,X,X,X,X,X
ZITLOJS,O,O,X,X,X,X,X,X,X,X
ZITLOSJ,O,O,X,X,X,X,X,X,X,X
ZITJLSO,O,O,O,X,X,O,X,X,X,X
ZITJLOS,O,O,X,X,X,O,X,X,X,X
ZITJSLO,O,O,O,X,X,X,X,X,X,X
ZITJSOL,O,O,O,X,X,X,X,X,X,X
ZITJOLS,O,O,X,X,X,X,X,X,X,X
ZITJOSL,O,X,X,X,X,X,X,X,X,X
ZITSLJO,O,O,O,X,X,X,X,X,X,X
ZITSLOJ,O,O,O,X,X,X,X,X,X,X
