sequence,v115@AhA8IeA8HeB8FeG8AeA8Kei/IvhFOmB8mBziB5oB3k?BlsB,v115@AhA8IeA8HeB8FeG8AeA8KeOEJvhF8kBihBziB5oB3m?BlsB,v115@AhA8IeA8HeB8FeG8AeA8Kem/IvhFihB3iB5oBTkB1r?B8sB,v115@AhA8IeA8HeB8FeG8AeA8KeKEJvhFzfBlhB3iB5oB2r?B8sB,v115@AhA8IeA8HeB8FeG8AeA8Kem/IvhFKmBfnBliB5oBTk?B8sB,v115@AhA8IeA8HeB8FeG8AeA8Kei/IvhFOmBliB5oB3kBzm?B8sB
SZIOJTL,O,O,O,O,X,O
SZIOJLT,O,O,O,O,O,O
SZLTIJO,O,O,O,O,O,O
SZLTIOJ,O,O,O,O,O,O
SZLTJIO,O,O,O,O,O,O
SZLTJOI,O,O,O,O,O,O
SZLTOIJ,O,O,O,O,O,O
SZLTOJI,O,O,O,O,O,O
SZLITJO,O,O,O,O,O,O
SZLITOJ,O,O,O,O,O,O
SZLIJTO,O,O,O,O,O,O
SZLIJOT,O,O,X,O,O,O
SZLIOTJ,O,O,O,O,O,O
SZLIOJT,O,O,O,O,O,O
SZLJTIO,O,O,O,O,O,O
SZLJTOI,O,O,O,O,O,O
SZLJITO,O,O,O,O,O,O
SZLJIOT,O,O,X,O,O,O
SZLJOTI,O,O,X,O,O,O
SZLJOIT,O,O,X,O,O,O
SZLOTIJ,O,O,O,O,O,O
SZLOTJI,O,O,O,O,O,O
SZLOITJ,O,O,O,O,O,O
SZLOIJT,O,O,O,O,O,O
SZLOJTI,O,O,O,O,O,O
SZLOJIT,O,O,O,O,O,O
SZJTILO,O,O,O,O,X,O
SZJTIOL,O,O,O,O,X,O
SZJTLIO,O,O,O,O,X,O
SZJTLOI,O,O,O,O,X,O
SZJTOIL,O,O,O,O,X,O
SZJTOLI,O,O,O,O,X,O
SZJITLO,O,O,O,O,X,O
SZJITOL,O,O,O,O,X,O
SZJILTO,O,O,O,O,O,O
SZJILOT,O,O,X,O,O,O
SZJIOTL,O,O,O,O,X,O
SZJIOLT,O,O,O,O,X,O
SZJLTIO,O,O,O,O,O,O
SZJLTOI,O,O,O,O,O,O
SZJLITO,O,O,O,O,O,O
SZJLIOT,O,O,X,O,O,O
SZJLOTI,O,O,X,O,O,O
SZJLOIT,O,O,X,O,O,O
SZJOTIL,O,O,O,O,X,O
SZJOTLI,O,O,O,O,X,O
SZJOITL,O,O,O,O,X,O
SZJOILT,O,O,O,O,X,O
SZJOLTI,O,O,O,O,X,O
SZJOLIT,O,O,O,O,X,O
SZOTILJ,O,O,O,O,X,O
SZOTIJL,O,O,O,X,X,O
SZOTLIJ,O,O,O,O,X,O
SZOTLJI,O,O,O,O,X,O
SZOTJIL,O,O,O,X,X,O
SZOTJLI,O,O,O,X,X,O
SZOITLJ,O,O,O,O,X,O
SZOITJL,O,O,O,X,X,O
SZOILTJ,O,O,O,O,O,O
SZOILJT,O,O,O,O,O,O
SZOIJTL,O,O,O,O,X,O
SZOIJLT,O,O,O,O,O,O
SZOLTIJ,O,O,O,O,O,O
SZOLTJI,O,O,O,O,O,O
SZOLITJ,O,O,O,O,O,O
SZOLIJT,O,O,O,O,O,O
SZOLJTI,O,O,O,O,O,O
SZOLJIT,O,O,O,O,O,O
SZOJTIL,O,O,O,O,X,O
SZOJTLI,O,O,O,O,X,O
SZOJITL,O,O,O,O,X,O
SZOJILT,O,O,O,O,O,O
SZOJLTI,O,O,O,O,O,O
SZOJLIT,O,O,O,O,O,O
SOTILJZ,O,O,O,X,X,O
SOTILZJ,O,O,O,X,X,O
SOTIJLZ,O,O,O,X,X,O
SOTIJZL,O,O,O,X,X,O
SOTIZLJ,O,O,O,X,X,O
SOTIZJL,O,O,O,X,X,O
SOTLIJZ,O,O,O,X,X,O
SOTLIZJ,O,O,O,X,X,O
SOTLJIZ,O,O,O,X,X,O
SOTLJZI,O,O,O,X,X,O
SOTLZIJ,O,O,O,X,X,O
SOTLZJI,O,O,O,X,X,O
SOTJILZ,O,O,O,X,X,O
SOTJIZL,O,O,O,X,X,O
SOTJLIZ,O,O,O,X,X,O
SOTJLZI,O,O,O,X,X,O
SOTJZIL,O,O,O,X,X,O
SOTJZLI,O,O,O,X,X,O
SOTZILJ,O,O,O,X,X,O
SOTZIJL,O,O,O,X,X,O
SOTZLIJ,O,O,O,X,X,O
SOTZLJI,O,O,O,X,X,O
SOTZJIL,O,O,O,X,X,O
SOTZJLI,O,O,O,X,X,O
SOITLJZ,O,O,O,X,X,O
SOITLZJ,O,O,O,X,X,O
SOITJLZ,O,O,O,X,X,O
SOITJZL,O,O,O,X,X,O
SOITZLJ,O,O,O,X,X,O
SOITZJL,O,O,O,X,X,O
SOILTJZ,O,O,X,X,O,O
SOILTZJ,O,O,X,X,O,O
SOILJTZ,X,X,X,X,O,O
SOILJZT,O,X,X,X,O,O
SOILZTJ,O,O,X,X,O,O
SOILZJT,O,O,X,X,O,O
SOIJTLZ,X,X,O,X,X,O
SOIJTZL,X,X,O,X,X,O
SOIJLTZ,X,X,X,X,O,O
SOIJLZT,O,X,X,X,O,O
SOIJZTL,O,X,O,X,X,O
SOIJZLT,O,X,O,X,O,O
SOIZTLJ,O,O,O,X,X,O
SOIZTJL,O,O,O,X,X,O
SOIZLTJ,O,O,O,X,O,O
SOIZLJT,O,O,O,X,O,O
SOIZJTL,O,O,O,X,X,O
SOIZJLT,O,O,O,X,O,O
SOLTIJZ,O,O,X,X,O,O
SOLTIZJ,O,O,X,X,O,O
SOLTJIZ,O,O,X,X,O,O
SOLTJZI,O,O,X,X,O,O
SOLTZIJ,O,O,X,X,O,O
SOLTZJI,O,O,X,X,O,O
SOLITJZ,O,O,X,X,O,O
SOLITZJ,O,O,X,X,O,O
SOLIJTZ,X,X,X,X,O,O
SOLIJZT,O,X,X,X,O,O
SOLIZTJ,O,O,X,X,O,O
SOLIZJT,O,O,X,X,O,O
SOLJTIZ,X,X,X,X,O,O
SOLJTZI,X,X,X,X,O,O
SOLJITZ,X,X,X,X,O,O
SOLJIZT,O,X,X,X,O,O
SOLJZTI,O,X,X,X,O,O
SOLJZIT,O,X,X,X,O,O
SOLZTIJ,O,O,X,X,O,O
SOLZTJI,O,O,X,X,O,O
SOLZITJ,O,O,X,X,O,O
SOLZIJT,O,O,X,X,O,O
SOLZJTI,O,O,X,X,O,O
SOLZJIT,O,O,X,X,O,O
SOJTILZ,X,X,O,X,X,O
SOJTIZL,X,X,O,X,X,O
SOJTLIZ,X,X,O,X,X,O
SOJTLZI,X,X,O,X,X,O
SOJTZIL,X,X,O,X,X,O
SOJTZLI,X,X,O,X,X,O
SOJITLZ,X,X,O,X,X,O
SOJITZL,X,X,O,X,X,O
SOJILTZ,X,X,X,X,O,O
SOJILZT,O,X,X,X,O,O
SOJIZTL,O,X,O,X,X,O
SOJIZLT,O,X,O,X,O,O
SOJLTIZ,X,X,X,X,O,O
SOJLTZI,X,X,X,X,O,O
SOJLITZ,X,X,X,X,O,O
SOJLIZT,O,X,X,X,O,O
SOJLZTI,O,X,X,X,O,O
SOJLZIT,O,X,X,X,O,O
SOJZTIL,O,X,O,X,X,O
SOJZTLI,O,X,O,X,X,O
SOJZITL,O,X,O,X,X,O
SOJZILT,O,X,O,X,O,O
SOJZLTI,O,X,O,X,O,O
SOJZLIT,O,X,O,X,O,O
SOZTILJ,O,O,O,X,X,O
SOZTIJL,O,O,O,X,X,O
SOZTLIJ,O,O,O,X,X,O
SOZTLJI,O,O,O,X,X,O
SOZTJIL,O,O,O,X,X,O
SOZTJLI,O,O,O,X,X,O
SOZITLJ,O,O,O,X,X,O
SOZITJL,O,O,O,X,X,O
SOZILTJ,O,O,O,X,O,O
SOZILJT,O,O,O,X,O,O
SOZIJTL,O,O,O,X,X,O
SOZIJLT,O,O,O,X,O,O
SOZLTIJ,O,O,O,X,O,O
SOZLTJI,O,O,O,X,O,O
SOZLITJ,O,O,O,X,O,O
SOZLIJT,O,O,O,X,O,O
SOZLJTI,O,O,O,X,O,O
SOZLJIT,O,O,O,X,O,O
SOZJTIL,O,O,O,X,X,O
SOZJTLI,O,O,O,X,X,O
SOZJITL,O,O,O,X,X,O
SOZJILT,O,O,O,X,O,O
SOZJLTI,O,O,O,X,O,O
SOZJLIT,O,O,O,X,O,O
ZTILJSO,O,O,O,O,O,O
ZTILJOS,O,O,O,O,X,X
ZTILSJO,O,O,O,O,O,O
ZTILSOJ,O,O,O,O,O,O
ZTILOJS,O,O,O,O,O,O
ZTILOSJ,O,O,O,O,O,O
ZTIJLSO,O,O,O,O,O,O
ZTIJLOS,O,O,O,O,X,X
ZTIJSLO,O,O,O,O,X,O
ZTIJSOL,O,O,O,O,X,O
ZTIJOLS,O,O,O,O,X,O
ZTIJOSL,O,O,O,O,X,O
ZTISLJO,O,O,O,O,X,O
ZTISLOJ,O,O,O,O,X,O
ZTISJLO,O,O,O,O,X,O
ZTISJOL,O,O,O,O,X,O
ZTISOLJ,O,O,O,O,X,O
ZTISOJL,O,O,O,X,X,O
ZTIOLJS,O,O,O,X,O,O
ZTIOLSJ,O,O,O,X,O,O
ZTIOJLS,O,O,O,X,O,O
ZTIOJSL,O,O,O,X,X,O
ZTIOSLJ,O,O,O,X,X,O
ZTIOSJL,O,O,O,X,X,O
ZTLIJSO,O,O,O,O,O,O
ZTLIJOS,O,O,O,O,X,X
ZTLISJO,O,O,O,O,O,O
ZTLISOJ,O,O,O,O,O,O
ZTLIOJS,O,O,O,O,O,O
ZTLIOSJ,O,O,O,O,O,O
ZTLJISO,O,O,O,O,O,O
ZTLJIOS,O,O,O,O,X,X
ZTLJSIO,O,O,O,O,O,O
ZTLJSOI,O,O,O,O,O,O
ZTLJOIS,O,O,O,O,X,X
ZTLJOSI,O,O,O,O,X,X
ZTLSIJO,O,O,O,O,O,O
ZTLSIOJ,O,O,O,O,O,O
ZTLSJIO,O,O,O,O,O,O
ZTLSJOI,O,O,O,O,O,O
ZTLSOIJ,O,O,O,O,O,O
ZTLSOJI,O,O,O,O,O,O
ZTLOIJS,O,O,O,O,O,O
ZTLOISJ,O,O,O,O,O,O
ZTLOJIS,O,O,O,O,O,O
ZTLOJSI,O,O,O,O,O,O
ZTLOSIJ,O,O,O,O,O,O
ZTLOSJI,O,O,O,O,O,O
ZTJILSO,O,O,O,O,O,O
ZTJILOS,O,O,O,O,X,X
ZTJISLO,O,O,O,O,X,O
ZTJISOL,O,O,O,O,X,O
ZTJIOLS,O,O,O,O,X,O
ZTJIOSL,O,O,O,O,X,O
ZTJLISO,O,O,O,O,O,O
ZTJLIOS,O,O,O,O,X,X
ZTJLSIO,O,O,O,O,O,O
ZTJLSOI,O,O,O,O,O,O
ZTJLOIS,O,O,O,O,X,X
ZTJLOSI,O,O,O,O,X,X
ZTJSILO,O,O,O,O,X,O
ZTJSIOL,O,O,O,O,X,O
ZTJSLIO,O,O,O,O,X,O
ZTJSLOI,O,O,O,O,X,O
ZTJSOIL,O,O,O,O,X,O
ZTJSOLI,O,O,O,O,X,O
ZTJOILS,O,O,O,O,X,O
ZTJOISL,O,O,O,O,X,O
ZTJOLIS,O,O,O,O,X,O
ZTJOLSI,O,O,O,O,X,O
ZTJOSIL,O,O,O,O,X,O
ZTJOSLI,O,O,O,O,X,O
ZTSILJO,O,O,O,O,X,O
ZTSILOJ,O,O,O,O,X,O
ZTSIJLO,O,O,O,O,X,O
ZTSIJOL,O,O,O,O,X,O
ZTSIOLJ,O,O,O,O,X,O
ZTSIOJL,O,O,O,X,X,O
ZTSLIJO,O,O,O,O,X,O
ZTSLIOJ,O,O,O,O,X,O
ZTSLJIO,O,O,O,O,X,O
ZTSLJOI,O,O,O,O,X,O
ZTSLOIJ,O,O,O,O,X,O
ZTSLOJI,O,O,O,O,X,O
ZTSJILO,O,O,O,O,X,O
ZTSJIOL,O,O,O,O,X,O
ZTSJLIO,O,O,O,O,X,O
ZTSJLOI,O,O,O,O,X,O
ZTSJOIL,O,O,O,O,X,O
ZTSJOLI,O,O,O,O,X,O
ZTSOILJ,O,O,O,O,X,O
ZTSOIJL,O,O,O,X,X,O
ZTSOLIJ,O,O,O,O,X,O
ZTSOLJI,O,O,O,O,X,O
ZTSOJIL,O,O,O,X,X,O
ZTSOJLI,O,O,O,X,X,O
ZTOILJS,O,O,O,X,O,O
ZTOILSJ,O,O,O,X,O,O
ZTOIJLS,O,O,O,X,O,O
ZTOIJSL,O,O,O,X,X,O
ZTOISLJ,O,O,O,X,X,O
ZTOISJL,O,O,O,X,X,O
ZTOLIJS,O,O,O,X,O,O
ZTOLISJ,O,O,O,X,O,O
ZTOLJIS,O,O,O,X,O,O
ZTOLJSI,O,O,O,X,O,O
ZTOLSIJ,O,O,O,X,O,O
ZTOLSJI,O,O,O,X,O,O
ZTOJILS,O,O,O,X,O,O
ZTOJISL,O,O,O,X,X,O
ZTOJLIS,O,O,O,X,O,O
ZTOJLSI,O,O,O,X,O,O
ZTOJSIL,O,O,O,X,X,O
ZTOJSLI,O,O,O,X,X,O
ZTOSILJ,O,O,O,X,X,O
ZTOSIJL,O,O,O,X,X,O
ZTOSLIJ,O,O,O,X,X,O
ZTOSLJI,O,O,O,X,X,O
ZTOSJIL,O,O,O,X,X,O
ZTOSJLI,O,O,O,X,X,O
ZITLJSO,O,O,O,O,O,O
ZITLJOS,O,O,O,O,X,X
ZITLSJO,O,O,O,O,O,O
ZITLSOJ,O,O,O,O,O,O
ZITLOJS,O,O,O,O,O,O
ZITLOSJ,O,O,O,O,O,O
ZITJLSO,O,O,O,O,O,O
ZITJLOS,O,O,O,O,X,X
ZITJSLO,O,O,O,O,X,O
ZITJSOL,O,O,O,O,X,O
ZITJOLS,O,O,O,O,X,O
ZITJOSL,O,O,O,O,X,O
ZITSLJO,O,O,O,O,X,O
ZITSLOJ,O,O,O,O,X,O
ZITSJLO,O,O,O,O,X,O
ZITSJOL,O,O,O,O,X,O
ZITSOLJ,O,O,O,O,X,O
ZITSOJL,O,O,O,X,X,O
ZITOLJS,O,O,O,X,O,O
ZITOLSJ,O,O,O,X,O,O
ZITOJLS,O,O,O,X,O,O
ZITOJSL,O,O,O,X,X,O
ZITOSLJ,O,O,O,X,X,O
ZITOSJL,O,O,O,X,X,O
ZILTJSO,O,O,O,O,O,O
ZILTJOS,O,O,O,O,X,X
ZILTSJO,O,O,O,O,O,O
ZILTSOJ,O,O,O,O,O,O
ZILTOJS,O,O,O,O,O,O
ZILTOSJ,O,O,O,O,O,O
ZILJTSO,O,O,O,O,O,O
ZILJTOS,O,O,O,O,X,X
ZILJSTO,O,O,O,O,O,O
ZILJSOT,O,O,X,O,O,O
ZILJOTS,X,X,X,O,O,X
ZILJOST,X,X,X,O,O,X
ZILSTJO,O,O,O,O,O,O
ZILSTOJ,O,O,O,O,O,O
ZILSJTO,O,O,O,O,O,O
ZILSJOT,O,O,X,O,O,O
ZILSOTJ,O,O,O,O,O,O
ZILSOJT,O,O,O,O,O,O
ZILOTJS,X,X,O,O,O,O
ZILOTSJ,X,X,O,O,O,O
ZILOJTS,X,X,O,O,O,O
ZILOJST,X,X,O,O,O,O
ZILOSTJ,X,X,O,O,O,O
ZILOSJT,X,X,O,O,O,O
ZIJTLSO,O,O,O,O,O,O
ZIJTLOS,O,O,O,O,X,X
ZIJTSLO,O,O,O,O,X,O
ZIJTSOL,O,O,O,O,X,O
ZIJTOLS,O,O,O,O,X,O
ZIJTOSL,O,O,O,O,X,O
ZIJLTSO,O,O,O,O,O,O
ZIJLTOS,O,O,O,O,X,X
ZIJLSTO,O,O,O,O,O,O
ZIJLSOT,O,O,X,O,O,O
ZIJLOTS,X,X,X,O,O,X
ZIJLOST,X,X,X,O,O,X
ZIJSTLO,O,O,O,O,X,O
ZIJSTOL,O,O,O,O,X,O
ZIJSLTO,O,O,O,O,O,O
ZIJSLOT,O,O,X,O,O,O
ZIJSOTL,O,O,O,O,X,O
ZIJSOLT,O,O,O,O,X,O
ZIJOTLS,O,O,O,O,O,O
ZIJOTSL,O,O,O,O,X,O
ZIJOLTS,X,X,O,O,O,O
ZIJOLST,X,X,O,O,O,O
ZIJOSTL,O,O,O,O,X,O
ZIJOSLT,O,O,O,O,O,O
ZISTLJO,O,O,O,O,X,O
ZISTLOJ,O,O,O,O,X,O
ZISTJLO,O,O,O,O,X,O
ZISTJOL,O,O,O,O,X,O
ZISTOLJ,O,O,O,O,X,O
ZISTOJL,O,O,O,X,X,O
ZISLTJO,O,O,O,O,O,O
ZISLTOJ,O,O,O,O,O,O
ZISLJTO,O,O,O,O,O,O
ZISLJOT,O,O,X,O,O,O
ZISLOTJ,O,O,O,O,O,O
ZISLOJT,O,O,O,O,O,O
ZISJTLO,O,O,O,O,X,O
ZISJTOL,O,O,O,O,X,O
ZISJLTO,O,O,O,O,O,O
ZISJLOT,O,O,X,O,O,O
ZISJOTL,O,O,O,O,X,O
ZISJOLT,O,O,O,O,X,O
ZISOTLJ,O,O,O,O,X,O
ZISOTJL,O,O,O,X,X,O
ZISOLTJ,O,O,O,O,O,O
ZISOLJT,O,O,O,O,O,O
ZISOJTL,O,O,O,O,X,O
ZISOJLT,O,O,O,O,O,O
ZIOTLJS,O,O,O,X,O,O
ZIOTLSJ,O,O,O,X,O,O
ZIOTJLS,O,O,O,X,O,O
ZIOTJSL,O,O,O,X,X,O
ZIOTSLJ,O,O,O,X,X,O
ZIOTSJL,O,O,O,X,X,O
ZIOLTJS,X,X,O,O,O,O
ZIOLTSJ,X,X,O,O,O,O
ZIOLJTS,X,X,O,O,O,O
ZIOLJST,X,X,O,O,O,O
ZIOLSTJ,X,X,O,O,O,O
ZIOLSJT,X,X,O,O,O,O
ZIOJTLS,O,O,O,O,O,O
ZIOJTSL,O,O,O,O,X,O
ZIOJLTS,X,X,O,O,O,O
ZIOJLST,X,X,O,O,O,O
ZIOJSTL,O,O,O,O,X,O
ZIOJSLT,O,O,O,O,O,O
ZIOSTLJ,O,O,O,O,X,O
ZIOSTJL,O,O,O,X,X,O
ZIOSLTJ,O,O,O,O,O,O
ZIOSLJT,O,O,O,O,O,O
ZIOSJTL,O,O,O,O,X,O
ZIOSJLT,O,O,O,O,O,O
ZLTIJSO,O,O,O,O,O,O
ZLTIJOS,O,O,O,O,X,X
ZLTISJO,O,O,O,O,O,O
ZLTISOJ,O,O,O,O,O,O
ZLTIOJS,O,O,O,O,O,O
ZLTIOSJ,O,O,O,O,O,O
ZLTJISO,O,O,O,O,O,O
ZLTJIOS,O,O,O,O,X,X
ZLTJSIO,O,O,O,O,O,O
ZLTJSOI,O,O,O,O,O,O
ZLTJOIS,O,O,O,O,X,X
ZLTJOSI,O,O,O,O,X,X
ZLTSIJO,O,O,O,O,O,O
ZLTSIOJ,O,O,O,O,O,O
ZLTSJIO,O,O,O,O,O,O
ZLTSJOI,O,O,O,O,O,O
ZLTSOIJ,O,O,O,O,O,O
ZLTSOJI,O,O,O,O,O,O
ZLTOIJS,O,O,O,O,O,O
ZLTOISJ,O,O,O,O,O,O
ZLTOJIS,O,O,O,O,O,O
ZLTOJSI,O,O,O,O,O,O
ZLTOSIJ,O,O,O,O,O,O
ZLTOSJI,O,O,O,O,O,O
ZLITJSO,O,O,O,O,O,O
ZLITJOS,O,O,O,O,X,X
ZLITSJO,O,O,O,O,O,O
ZLITSOJ,O,O,O,O,O,O
ZLITOJS,O,O,O,O,O,O
ZLITOSJ,O,O,O,O,O,O
ZLIJTSO,O,O,O,O,O,O
ZLIJTOS,O,O,O,O,X,X
ZLIJSTO,O,O,O,O,O,O
ZLIJSOT,O,O,X,O,O,O
ZLIJOTS,X,X,X,O,O,X
ZLIJOST,X,X,X,O,O,X
ZLISTJO,O,O,O,O,O,O
ZLISTOJ,O,O,O,O,O,O
ZLISJTO,O,O,O,O,O,O
ZLISJOT,O,O,X,O,O,O
ZLISOTJ,O,O,O,O,O,O
ZLISOJT,O,O,O,O,O,O
ZLIOTJS,X,X,O,O,O,O
ZLIOTSJ,X,X,O,O,O,O
ZLIOJTS,X,X,O,O,O,O
ZLIOJST,X,X,O,O,O,O
ZLIOSTJ,X,X,O,O,O,O
ZLIOSJT,X,X,O,O,O,O
ZLJTISO,O,O,O,O,O,O
ZLJTIOS,O,O,O,O,X,X
ZLJTSIO,O,O,O,O,O,O
ZLJTSOI,O,O,O,O,O,O
ZLJTOIS,O,O,O,O,X,X
ZLJTOSI,O,O,O,O,X,X
ZLJITSO,O,O,O,O,O,O
ZLJITOS,O,O,O,O,X,X
ZLJISTO,O,O,O,O,O,O
ZLJISOT,O,O,X,O,O,O
ZLJIOTS,X,X,X,O,O,X
ZLJIOST,X,X,X,O,O,X
ZLJSTIO,O,O,O,O,O,O
ZLJSTOI,O,O,O,O,O,O
ZLJSITO,O,O,O,O,O,O
ZLJSIOT,O,O,X,O,O,O
ZLJSOTI,O,O,X,O,O,O
ZLJSOIT,O,O,X,O,O,O
ZLJOTIS,X,X,X,O,O,X
ZLJOTSI,X,X,X,O,O,X
ZLJOITS,X,X,X,O,O,X
ZLJOIST,X,X,X,O,O,X
ZLJOSTI,X,X,X,O,O,X
ZLJOSIT,X,X,X,O,O,X
ZLSTIJO,O,O,O,O,O,O
ZLSTIOJ,O,O,O,O,O,O
ZLSTJIO,O,O,O,O,O,O
ZLSTJOI,O,O,O,O,O,O
ZLSTOIJ,O,O,O,O,O,O
ZLSTOJI,O,O,O,O,O,O
ZLSITJO,O,O,O,O,O,O
ZLSITOJ,O,O,O,O,O,O
ZLSIJTO,O,O,O,O,O,O
ZLSIJOT,O,O,X,O,O,O
ZLSIOTJ,O,O,O,O,O,O
ZLSIOJT,O,O,O,O,O,O
ZLSJTIO,O,O,O,O,O,O
ZLSJTOI,O,O,O,O,O,O
ZLSJITO,O,O,O,O,O,O
ZLSJIOT,O,O,X,O,O,O
ZLSJOTI,O,O,X,O,O,O
ZLSJOIT,O,O,X,O,O,O
ZLSOTIJ,O,O,O,O,O,O
ZLSOTJI,O,O,O,O,O,O
ZLSOITJ,O,O,O,O,O,O
ZLSOIJT,O,O,O,O,O,O
ZLSOJTI,O,O,O,O,O,O
ZLSOJIT,O,O,O,O,O,O
ZLOTIJS,X,X,O,O,O,O
ZLOTISJ,X,X,O,O,O,O
ZLOTJIS,X,X,O,O,O,O
ZLOTJSI,X,X,O,O,O,O
ZLOTSIJ,X,X,O,O,O,O
ZLOTSJI,X,X,O,O,O,O
ZLOITJS,X,X,O,O,O,O
ZLOITSJ,X,X,O,O,O,O
ZLOIJTS,X,X,O,O,O,O
ZLOIJST,X,X,O,O,O,O
ZLOISTJ,X,X,O,O,O,O
ZLOISJT,X,X,O,O,O,O
ZLOJTIS,X,X,O,O,O,O
ZLOJTSI,X,X,O,O,O,O
ZLOJITS,X,X,O,O,O,O
ZLOJIST,X,X,O,O,O,O
ZLOJSTI,X,X,O,O,O,O
ZLOJSIT,X,X,O,O,O,O
ZLOSTIJ,X,X,O,O,O,O
ZLOSTJI,X,X,O,O,O,O
ZLOSITJ,X,X,O,O,O,O
ZLOSIJT,X,X,O,O,O,O
ZLOSJTI,X,X,O,O,O,O
ZLOSJIT,X,X,O,O,O,O
ZJTILSO,O,O,O,O,O,O
ZJTILOS,O,O,O,O,X,X
ZJTISLO,O,O,O,O,X,O
ZJTISOL,O,O,O,O,X,O
ZJTIOLS,O,O,O,O,X,O
ZJTIOSL,O,O,O,O,X,O
ZJTLISO,O,O,O,O,O,O
ZJTLIOS,O,O,O,O,X,X
ZJTLSIO,O,O,O,O,O,O
ZJTLSOI,O,O,O,O,O,O
ZJTLOIS,O,O,O,O,X,X
ZJTLOSI,O,O,O,O,X,X
ZJTSILO,O,O,O,O,X,O
ZJTSIOL,O,O,O,O,X,O
ZJTSLIO,O,O,O,O,X,O
ZJTSLOI,O,O,O,O,X,O
ZJTSOIL,O,O,O,O,X,O
ZJTSOLI,O,O,O,O,X,O
ZJTOILS,O,O,O,O,X,O
ZJTOISL,O,O,O,O,X,O
ZJTOLIS,O,O,O,O,X,O
ZJTOLSI,O,O,O,O,X,O
ZJTOSIL,O,O,O,O,X,O
ZJTOSLI,O,O,O,O,X,O
ZJITLSO,O,O,O,O,O,O
ZJITLOS,O,O,O,O,X,X
ZJITSLO,O,O,O,O,X,O
ZJITSOL,O,O,O,O,X,O
ZJITOLS,O,O,O,O,X,O
ZJITOSL,O,O,O,O,X,O
ZJILTSO,O,O,O,O,O,O
ZJILTOS,O,O,O,O,X,X
ZJILSTO,O,O,O,O,O,O
ZJILSOT,O,O,X,O,O,O
ZJILOTS,X,X,X,O,O,X
ZJILOST,X,X,X,O,O,X
ZJISTLO,O,O,O,O,X,O
ZJISTOL,O,O,O,O,X,O
ZJISLTO,O,O,O,O,O,O
ZJISLOT,O,O,X,O,O,O
ZJISOTL,O,O,O,O,X,O
ZJISOLT,O,O,O,O,X,O
ZJIOTLS,O,O,O,O,O,O
ZJIOTSL,O,O,O,O,X,O
ZJIOLTS,X,X,O,O,O,O
ZJIOLST,X,X,O,O,O,O
ZJIOSTL,O,O,O,O,X,O
ZJIOSLT,O,O,O,O,O,O
ZJLTISO,O,O,O,O,O,O
ZJLTIOS,O,O,O,O,X,X
ZJLTSIO,O,O,O,O,O,O
ZJLTSOI,O,O,O,O,O,O
ZJLTOIS,O,O,O,O,X,X
ZJLTOSI,O,O,O,O,X,X
ZJLITSO,O,O,O,O,O,O
ZJLITOS,O,O,O,O,X,X
ZJLISTO,O,O,O,O,O,O
ZJLISOT,O,O,X,O,O,O
ZJLIOTS,X,X,X,O,O,X
ZJLIOST,X,X,X,O,O,X
ZJLSTIO,O,O,O,O,O,O
ZJLSTOI,O,O,O,O,O,O
ZJLSITO,O,O,O,O,O,O
ZJLSIOT,O,O,X,O,O,O
ZJLSOTI,O,O,X,O,O,O
ZJLSOIT,O,O,X,O,O,O
ZJLOTIS,X,X,X,O,O,X
ZJLOTSI,X,X,X,O,O,X
ZJLOITS,X,X,X,O,O,X
ZJLOIST,X,X,X,O,O,X
ZJLOSTI,X,X,X,O,O,X
ZJLOSIT,X,X,X,O,O,X
ZJSTILO,O,O,O,O,X,O
ZJSTIOL,O,O,O,O,X,O
ZJSTLIO,O,O,O,O,X,O
ZJSTLOI,O,O,O,O,X,O
ZJSTOIL,O,O,O,O,X,O
ZJSTOLI,O,O,O,O,X,O
ZJSITLO,O,O,O,O,X,O
ZJSITOL,O,O,O,O,X,O
ZJSILTO,O,O,O,O,O,O
ZJSILOT,O,O,X,O,O,O
ZJSIOTL,O,O,O,O,X,O
ZJSIOLT,O,O,O,O,X,O
ZJSLTIO,O,O,O,O,O,O
ZJSLTOI,O,O,O,O,O,O
ZJSLITO,O,O,O,O,O,O
ZJSLIOT,O,O,X,O,O,O
ZJSLOTI,O,O,X,O,O,O
ZJSLOIT,O,O,X,O,O,O
ZJSOTIL,O,O,O,O,X,O
ZJSOTLI,O,O,O,O,X,O
ZJSOITL,O,O,O,O,X,O
ZJSOILT,O,O,O,O,X,O
ZJSOLTI,O,O,O,O,X,O
ZJSOLIT,O,O,O,O,X,O
ZJOTILS,O,O,O,O,O,O
ZJOTISL,O,O,O,O,X,O
ZJOTLIS,O,O,O,O,O,O
ZJOTLSI,O,O,O,O,O,O
ZJOTSIL,O,O,O,O,X,O
ZJOTSLI,O,O,O,O,X,O
ZJOITLS,O,O,O,O,O,O
ZJOITSL,O,O,O,O,X,O
ZJOILTS,X,X,O,O,O,O
ZJOILST,X,X,O,O,O,O
ZJOISTL,O,O,O,O,X,O
ZJOISLT,O,O,O,O,O,O
ZJOLTIS,X,X,O,O,O,O
ZJOLTSI,X,X,O,O,O,O
ZJOLITS,X,X,O,O,O,O
ZJOLIST,X,X,O,O,O,O
ZJOLSTI,X,X,O,O,O,O
