sequence,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFzdB+jBigBU?iBFmB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeWCJvhFxdBigBTjBF?mBXnBUrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBmiBF?mBXnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBmhBz?iBFmB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFzdB+jBigBU?mBFnB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBXhBm?iBFnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcBXeBenBS?oBFmBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcByiB+jBF?mBXnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8Je37IvhFUdBGeBVoBx?lByrBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFehBSiBTeB1?rBxsB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFGeBTgBUjB/?rBFnBirB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFWiBxdBTjBF?mBXnBKrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8Je1AJvhF0cB+jB3iBx?lBinBTrB
JZLOITS,O,X,X,O,O,O,X,X,X,X,X,X,X
JZLOIST,O,X,O,O,O,O,O,O,X,X,O,X,X
JZLOSTI,O,X,O,O,O,O,O,O,X,X,O,X,X
JZLOSIT,O,X,O,O,O,O,O,O,X,X,O,X,X
JZSTILO,O,X,O,O,X,O,O,O,X,O,X,X,X
JZSTIOL,O,X,O,O,X,O,X,O,X,O,X,X,X
JZSTLIO,O,X,O,O,O,O,O,O,X,O,X,X,X
JZSTLOI,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSTOIL,O,X,O,O,X,O,X,O,X,X,X,O,X
JZSTOLI,O,X,O,O,O,O,X,O,X,X,X,O,X
JZSITLO,O,X,O,O,X,O,X,O,X,X,X,X,O
JZSITOL,O,X,O,O,X,O,X,O,X,X,X,X,O
JZSILTO,O,X,O,O,X,O,O,O,X,X,X,X,X
JZSILOT,O,X,O,O,X,O,O,O,X,X,X,X,X
JZSIOTL,O,X,X,O,X,X,X,X,X,X,X,X,O
JZSIOLT,O,X,O,O,X,O,X,X,X,X,X,X,X
JZSLTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSLTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSLITO,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSLIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSLOTI,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSLOIT,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSOTIL,O,X,O,O,X,O,X,O,X,X,O,O,X
JZSOTLI,O,X,O,O,O,O,X,O,X,X,O,O,X
JZSOITL,O,X,X,O,X,O,X,X,X,X,O,O,O
JZSOILT,O,X,O,O,X,O,X,X,X,X,O,X,X
JZSOLTI,O,X,O,O,O,O,X,O,X,X,O,X,X
JZSOLIT,O,X,O,O,O,O,X,O,X,X,O,X,X
JZOTILS,O,X,X,O,O,O,O,X,X,O,X,X,X
JZOTISL,O,X,X,O,X,O,X,X,X,O,O,X,X
JZOTLIS,O,X,X,O,O,O,O,X,X,O,X,X,X
JZOTLSI,O,X,X,O,O,O,O,X,X,X,X,X,X
JZOTSIL,O,X,X,O,X,O,X,O,X,X,O,O,X
JZOTSLI,O,X,X,O,O,O,X,O,X,X,O,O,X
JZOITLS,O,X,X,X,O,O,X,X,X,X,X,X,O
JZOITSL,O,X,X,X,X,O,X,X,X,X,O,X,O
JZOILTS,O,X,X,O,O,O,X,X,X,X,X,X,X
JZOILST,O,X,O,O,O,O,O,X,X,X,O,X,X
JZOISTL,O,X,X,X,X,O,X,X,X,X,O,O,O
JZOISLT,O,X,X,X,X,O,X,X,X,X,O,X,X
JZOLTIS,O,X,X,O,O,O,O,X,X,X,X,X,X
JZOLTSI,O,X,X,O,O,O,O,X,X,X,X,X,X
JZOLITS,O,X,X,O,O,O,X,X,X,X,X,X,X
JZOLIST,O,X,O,O,O,O,O,O,X,X,O,X,X
JZOLSTI,O,X,O,O,O,O,O,O,X,X,O,X,X
JZOLSIT,O,X,O,O,O,O,O,O,X,X,O,X,X
JZOSTIL,O,X,O,O,X,O,X,O,X,X,O,O,X
JZOSTLI,O,X,O,O,O,O,X,O,X,X,O,O,X
JZOSITL,O,X,X,O,X,O,X,X,X,X,O,O,O
JZOSILT,O,X,O,O,X,O,X,X,X,X,O,X,X
JZOSLTI,O,X,O,O,O,O,X,O,X,X,O,X,X
JZOSLIT,O,X,O,O,O,O,X,O,X,X,O,X,X
JOTILSZ,O,X,X,X,X,X,X,X,X,X,X,X,O
JOTILZS,O,X,X,X,X,O,X,X,X,X,X,X,O
JOTISLZ,X,X,X,X,X,X,X,X,X,X,X,X,O
JOTISZL,X,X,X,X,X,X,X,X,X,X,X,X,O
JOTIZLS,X,X,X,X,O,O,X,X,X,X,X,X,O
JOTIZSL,X,X,X,X,X,O,X,X,X,X,X,X,O
JOTLISZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,X,X,X,O,O,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,O,X,X,X,O,X,X,X,X,X,X,X
JOTLZIS,O,X,X,X,O,O,X,X,X,X,X,X,X
JOTLZSI,O,X,X,X,O,O,X,X,X,X,X,X,X
JOTSILZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JOTSIZL,X,O,X,X,X,X,X,X,X,X,X,X,O
JOTSLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTSLZI,O,O,X,X,X,O,X,X,X,X,X,X,X
JOTSZIL,O,O,X,X,X,O,X,X,X,X,X,X,X
JOTSZLI,O,O,X,X,O,O,X,X,X,X,X,X,X
JOTZILS,O,X,X,X,O,O,X,X,X,X,X,X,X
JOTZISL,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTZLIS,O,X,X,X,O,O,X,X,X,X,X,X,X
JOTZLSI,O,X,X,X,O,O,X,X,X,X,X,X,X
JOTZSIL,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTZSLI,O,X,X,X,O,O,X,X,X,X,X,X,X
JOITLSZ,O,X,X,X,X,X,X,X,X,X,X,X,O
JOITLZS,O,X,X,X,X,X,X,X,X,X,X,X,O
JOITSLZ,X,X,X,X,X,X,X,X,X,X,X,X,O
JOITSZL,X,X,X,X,X,X,X,X,X,X,X,X,O
JOITZLS,X,X,X,X,O,X,X,X,X,X,X,X,O
JOITZSL,X,X,X,X,X,X,X,X,X,X,X,X,O
JOILTSZ,O,X,X,X,X,X,X,X,X,X,X,X,O
JOILTZS,O,X,X,X,O,X,X,X,X,X,X,X,O
JOILSTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JOILSZT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOILZTS,O,X,X,X,O,O,X,X,X,X,X,X,X
JOILZST,O,X,X,X,O,O,X,X,X,X,X,X,X
JOISTLZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JOISTZL,X,O,X,X,X,X,X,X,X,X,O,X,O
JOISLTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JOISLZT,O,O,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,X,X,X,X,O,O,O
JOISZLT,O,O,X,X,X,X,X,X,X,X,O,X,X
JOIZTLS,O,X,X,X,O,O,X,X,X,X,X,X,O
JOIZTSL,O,X,X,X,X,O,X,X,X,X,O,X,O
JOIZLTS,O,X,X,X,O,O,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,O,O,X,X,X,X,O,X,X
JOIZSTL,O,X,X,X,X,O,X,X,X,X,O,O,O
JOIZSLT,O,X,X,X,X,O,X,X,X,X,O,X,X
JOLTISZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLTSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,O,X,X,X,O,X,X,X,X,X,X,X
JOLTZIS,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLTZSI,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLITSZ,O,X,X,X,X,X,X,X,X,X,X,X,O
JOLITZS,O,X,X,X,O,X,X,X,X,X,X,X,O
JOLISTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JOLISZT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOLIZTS,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLIZST,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLSTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X,X,X,X,X
JOLSITZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JOLSIZT,O,O,X,O,O,X,X,X,X,X,X,X,X
JOLSZTI,O,O,O,O,O,O,O,O,X,X,X,X,X
JOLSZIT,O,O,O,O,O,O,O,O,X,X,X,X,X
JOLZTIS,O,X,X,O,O,O,O,X,X,X,X,X,X
JOLZTSI,O,X,X,O,O,O,O,X,X,X,X,X,X
JOLZITS,O,X,X,O,O,O,X,X,X,X,X,X,X
JOLZIST,O,X,O,O,O,O,O,O,X,X,X,X,X
JOLZSTI,O,X,O,O,O,O,O,O,X,X,X,X,X
JOLZSIT,O,X,O,O,O,O,O,O,X,X,X,X,X
JOSTILZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JOSTIZL,X,O,X,X,X,X,X,X,X,X,O,X,O
JOSTLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,X,O,X,X,X,X,X,X,O,X,X
JOSTZLI,O,O,X,O,O,X,X,X,X,X,O,X,X
JOSITLZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JOSITZL,X,O,X,X,X,X,X,X,X,X,O,X,O
JOSILTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JOSILZT,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,X,X,X,X,X,O,O,O
JOSIZLT,O,O,X,O,X,X,X,X,X,X,O,X,X
JOSLTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,X,X,X,X,X,O
JOSLIZT,O,O,X,O,O,X,X,X,X,X,X,X,X
JOSLZTI,O,O,O,O,O,O,X,O,X,X,X,X,X
JOSLZIT,O,O,O,O,O,O,X,O,X,X,X,X,X
JOSZTIL,O,O,O,O,X,O,X,O,X,X,O,O,X
JOSZTLI,O,O,O,O,O,O,X,O,X,X,O,O,X
JOSZITL,O,O,X,O,X,O,X,X,X,X,O,O,O
JOSZILT,O,O,O,O,X,O,X,X,X,X,O,X,X
JOSZLTI,O,O,O,O,O,O,X,O,X,X,O,X,X
JOSZLIT,O,O,O,O,O,O,X,O,X,X,O,X,X
JOZTILS,O,X,X,O,O,O,O,X,X,X,X,X,X
JOZTISL,O,X,X,O,X,O,X,X,X,X,O,X,X
JOZTLIS,O,X,X,O,O,O,O,X,X,X,X,X,X
JOZTLSI,O,X,X,O,O,O,O,X,X,X,X,X,X
JOZTSIL,O,X,X,O,X,O,X,O,X,X,O,O,X
JOZTSLI,O,X,X,O,O,O,X,O,X,X,O,O,X
JOZITLS,O,X,X,X,O,O,X,X,X,X,X,X,O
JOZITSL,O,X,X,X,X,O,X,X,X,X,O,X,O
JOZILTS,O,X,X,O,O,O,X,X,X,X,X,X,X
JOZILST,O,X,O,O,O,O,O,X,X,X,O,X,X
JOZISTL,O,X,X,X,X,O,X,X,X,X,O,O,O
JOZISLT,O,X,X,X,X,O,X,X,X,X,O,X,X
JOZLTIS,O,X,X,O,O,O,O,X,X,X,X,X,X
JOZLTSI,O,X,X,O,O,O,O,X,X,X,X,X,X
JOZLITS,O,X,X,O,O,O,X,X,X,X,X,X,X
JOZLIST,O,X,O,O,O,O,O,O,X,X,O,X,X
JOZLSTI,O,X,O,O,O,O,O,O,X,X,O,X,X
JOZLSIT,O,X,O,O,O,O,O,O,X,X,O,X,X
JOZSTIL,O,X,O,O,X,O,X,O,X,X,O,O,X
JOZSTLI,O,X,O,O,O,O,X,O,X,X,O,O,X
JOZSITL,O,X,X,O,X,O,X,X,X,X,O,O,O
JOZSILT,O,X,O,O,X,O,X,X,X,X,O,X,X
JOZSLTI,O,X,O,O,O,O,X,O,X,X,O,X,X
JOZSLIT,O,X,O,O,O,O,X,O,X,X,O,X,X
STILJZO,O,X,X,X,X,X,X,X,O,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
STILZJO,O,X,X,X,X,X,X,X,O,O,X,X,X
STILZOJ,O,X,X,X,X,X,X,X,O,O,X,X,X
STILOJZ,O,O,X,X,X,X,X,X,O,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,X,O,O,X,X,X
STIJLZO,O,X,X,X,X,X,X,X,O,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
STIJZLO,O,X,X,X,X,X,X,X,O,X,X,X,X
STIJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X,O,X,X,X,X
STIJOZL,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,X,X,X,X,X,X,O,O,X,X,X
STIZLOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
STIZJLO,O,X,X,X,X,X,X,X,O,O,X,X,X
STIZJOL,O,X,X,X,X,X,X,X,X,O,X,X,X
STIZOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X
STIZOJL,O,X,X,X,X,X,X,X,X,O,X,X,X
STIOLJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
STIOLZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
STIOJLZ,X,O,X,X,X,X,X,X,O,X,X,X,X
STIOJZL,X,O,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,O,X,X,X,X,X,X,X,O,X,X,X
STIOZJL,X,O,X,X,X,X,X,X,X,O,X,X,X
STLIJZO,O,X,X,X,X,X,X,X,O,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
STLIZJO,O,X,X,X,X,X,X,X,O,O,X,X,X
STLIZOJ,O,X,X,X,X,X,X,X,O,O,X,X,X
STLIOJZ,O,O,X,X,X,X,X,X,O,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,X,O,O,X,X,X
STLJIZO,O,X,X,X,X,X,X,X,O,X,X,X,X
STLJIOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
STLJZIO,O,X,O,O,X,O,X,X,O,X,X,X,X
STLJZOI,O,O,O,X,X,O,X,X,X,X,X,X,X
STLJOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,X,O,O,X,X,X,X,O,O,X,X,X
STLZIOJ,O,X,X,O,X,X,X,X,O,O,X,X,X
STLZJIO,O,X,O,O,X,O,X,X,O,O,X,X,X
STLZJOI,O,O,O,O,X,O,X,X,X,X,X,X,X
STLZOIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,O,O,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,O,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,X,X,X,X,X,O,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
STJIZLO,O,X,X,X,X,X,X,X,O,X,X,X,X
STJIZOL,O,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X,O,X,X,X,X
STJIOZL,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,X,X,X,X,X,O,X,X,X,X
STJLIOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
STJLZIO,O,X,O,O,X,O,X,O,O,X,X,X,X
STJLZOI,O,O,O,X,X,O,X,O,X,X,X,X,X
STJLOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,X,O,O,X,O,X,O,X,X,X,X,X
STJZIOL,O,X,O,O,X,O,X,O,X,X,X,X,X
STJZLIO,O,X,O,O,O,O,X,O,O,X,X,X,X
STJZLOI,O,O,O,X,O,O,X,O,X,X,X,X,X
STJZOIL,O,O,O,O,X,O,X,O,X,X,X,X,X
STJZOLI,O,O,O,O,O,O,X,O,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,X,O,O,X,X,X,X,X,X,X,X
STZILJO,O,X,O,O,X,X,X,X,X,O,X,X,X
STZILOJ,X,X,X,O,X,X,X,X,X,O,X,X,X
STZIJLO,O,X,O,O,X,X,X,O,X,O,X,X,X
STZIJOL,O,X,O,O,X,X,X,O,X,O,X,X,X
STZIOLJ,X,X,X,O,X,X,X,X,X,O,X,O,X
STZIOJL,O,X,X,O,X,X,X,X,X,O,X,O,X
STZLIJO,O,X,O,O,O,X,X,X,O,O,X,X,X
STZLIOJ,O,X,X,O,X,X,X,X,O,O,X,X,X
STZLJIO,O,X,O,O,O,O,X,O,O,O,X,X,X
STZLJOI,O,O,O,O,O,O,X,O,X,X,X,X,X
STZLOIJ,O,O,X,O,X,X,X,X,X,X,X,O,X
STZLOJI,O,O,O,O,X,X,X,X,X,X,X,O,X
STZJILO,O,X,O,O,X,O,X,O,X,O,X,X,X
STZJIOL,O,X,O,O,X,O,X,O,X,O,X,X,X
STZJLIO,O,X,O,O,O,O,X,O,O,O,X,X,X
STZJLOI,O,O,O,O,O,O,X,O,X,X,X,X,X
STZJOIL,O,O,O,O,X,O,X,O,X,X,X,O,X
STZJOLI,O,O,O,O,O,O,X,O,X,X,X,O,X
STZOILJ,X,O,X,O,X,X,X,X,X,X,X,O,X
STZOIJL,O,O,X,O,X,X,X,X,X,X,X,O,X
STZOLIJ,X,O,X,O,X,X,X,X,X,X,X,O,X
STZOLJI,X,O,O,O,X,X,X,X,X,X,X,O,X
STZOJIL,O,O,O,O,X,X,X,O,X,X,X,O,X
STZOJLI,O,O,O,O,X,X,X,O,X,X,X,O,X
STOILJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,O,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,O,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,X,O,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,O,X,X,X,X,X,X,X,X,X,O,X
STOIZJL,X,O,X,X,X,X,X,X,X,X,X,O,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,O,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,X,O,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,X,O,X,X,X,X,X,X,X,O,X
STOZIJL,O,O,X,O,X,X,X,X,X,X,X,O,X
STOZLIJ,X,O,X,O,X,X,X,X,X,X,X,O,X
STOZLJI,X,O,X,O,X,X,X,X,X,X,X,O,X
STOZJIL,O,O,X,O,X,X,X,X,X,X,X,O,X
STOZJLI,O,O,X,O,X,X,X,X,X,X,X,O,X
SITLJZO,O,X,X,X,X,X,X,X,O,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
SITLZJO,O,X,X,X,X,X,X,X,O,O,X,X,X
SITLZOJ,O,X,X,X,X,X,X,X,O,O,X,X,X
SITLOJZ,O,O,X,X,X,X,X,X,O,X,X,X,X
SITLOZJ,O,O,X,X,X,X,X,X,O,O,X,X,X
SITJLZO,O,X,X,X,X,X,X,X,O,X,X,X,O
SITJLOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
SITJZLO,O,X,X,X,X,X,X,X,O,X,X,X,O
SITJZOL,O,X,X,X,X,X,X,X,X,X,X,X,O
SITJOLZ,O,O,X,X,X,X,X,X,O,X,X,X,X
SITJOZL,X,O,X,X,X,X,X,X,X,X,X,X,O
SITZLJO,O,X,X,X,X,X,X,X,O,O,X,X,X
SITZLOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
SITZJLO,O,X,X,X,X,X,X,X,O,O,X,X,O
SITZJOL,O,X,X,X,X,X,X,X,X,O,X,X,O
SITZOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X
SITZOJL,O,X,X,X,X,X,X,X,X,O,X,X,X
SITOLJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
SITOLZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
SITOJLZ,X,O,X,X,X,X,X,X,O,X,X,X,X
SITOJZL,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,O,X,X,X,X,X,X,X,O,X,X,X
SITOZJL,X,O,X,X,X,X,X,X,X,O,X,X,X
SILTJZO,O,X,X,X,X,X,X,X,O,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,X,O,O,X,X,X
SILTZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
SILTOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X
SILTOZJ,X,X,X,X,X,X,X,X,O,O,X,X,X
SILJTZO,O,X,X,X,X,X,X,X,O,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
SILJZTO,O,X,O,O,X,X,X,X,O,X,X,X,X
SILJZOT,O,X,O,O,X,X,X,X,X,X,X,X,X
SILJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,X,O,O,X,X,X,X,O,X,X,X,X
SILZTOJ,X,X,X,O,X,X,X,X,O,X,X,X,X
SILZJTO,O,X,O,O,X,X,X,X,O,X,X,X,X
SILZJOT,O,X,O,O,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,O,X,X,X,X,O,X,X,X,X
SILZOJT,O,X,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,O,O,X,X,X
SILOJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,X,O,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,X,O,X,X,X,X,O,X,X,X,X
SILOZJT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,X,X,X,X,X,X,O,X,X,X,O
SIJTLOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
SIJTZLO,O,X,X,X,X,X,X,X,O,X,X,X,O
SIJTZOL,O,X,X,X,X,X,X,X,X,X,X,X,O
SIJTOLZ,O,O,X,X,X,X,X,X,O,X,X,X,O
SIJTOZL,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJLTZO,O,X,X,X,X,X,X,X,O,X,X,X,O
SIJLTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
SIJLZTO,O,X,O,O,X,X,X,O,O,X,X,X,X
SIJLZOT,O,X,O,O,X,X,X,O,X,X,X,X,X
SIJLOTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
SIJLOZT,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,O,O,X,X,X,O,X,X,X,X,O
SIJZTOL,O,X,O,O,X,X,X,O,X,X,X,X,O
SIJZLTO,O,X,O,O,X,X,X,O,X,X,X,X,X
SIJZLOT,O,X,O,O,X,X,X,O,X,X,X,X,X
SIJZOTL,O,X,X,O,X,X,X,X,X,X,X,X,O
SIJZOLT,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,X,X,X,X,X,X,O
SIJOTZL,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJOLTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
SIJOLZT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJOZTL,O,O,X,O,X,X,X,X,X,X,X,X,O
SIJOZLT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,X,X,X,X,O,O,X,X,X
SIZTLOJ,X,X,X,O,X,X,X,X,O,O,X,X,X
SIZTJLO,O,X,O,O,X,X,X,O,O,O,X,X,X
SIZTJOL,O,X,O,O,X,X,X,O,X,O,X,X,X
SIZTOLJ,X,X,X,O,X,X,X,X,X,O,X,O,X
SIZTOJL,O,X,X,O,X,X,X,X,X,O,X,O,X
SIZLTJO,O,X,O,O,X,X,X,X,O,X,X,X,X
SIZLTOJ,X,X,X,O,X,X,X,X,O,X,X,X,X
SIZLJTO,O,X,O,O,X,X,X,X,O,X,X,X,X
SIZLJOT,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,O,X,X,X,X,O,X,X,X,X
SIZLOJT,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,O,O,X,X,X,O,X,X,X,X,X
SIZJTOL,O,X,O,O,X,X,X,O,X,X,X,X,X
SIZJLTO,O,X,O,O,X,X,X,O,X,X,X,X,X
SIZJLOT,O,X,O,O,X,X,X,O,X,X,X,X,X
SIZJOTL,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,X,X,X,X,X,O,X,O,X
SIZOTJL,X,X,X,O,X,X,X,X,X,O,X,O,X
SIZOLTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
SIZOLJT,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,O,X,X,X,X,X,X,X,O,X
SIZOJLT,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOTLZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
SIOTJLZ,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOTJZL,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,X,X,X,O,X,O,X
SIOTZJL,X,O,X,X,X,X,X,X,X,O,X,O,X
SIOLTJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
