sequence,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBOiB6jBcmBzi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBcmBmiBTi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBKiBzdB+jBcm?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBFiB8nBTm?BOsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXdBTeBamBWoB0h?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFTeBFhB3mBCoBcn?BmrB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFmcBCeBFhBTjB3m?BcsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFCeB/nBTjB0mBFm?BmrB
ISLTZOJ,O,O,X,X,X,O,O,X
ISLTOJZ,O,X,X,X,X,O,X,X
ISLTOZJ,O,X,X,O,X,O,O,X
ISLJTZO,X,O,X,X,O,O,X,X
ISLJTOZ,X,X,X,X,O,O,X,X
ISLJZTO,O,O,O,X,X,X,X,X
ISLJZOT,O,O,X,X,O,X,X,X
ISLJOTZ,X,X,X,X,O,O,X,X
ISLJOZT,X,X,X,O,O,X,X,X
ISLZTJO,O,O,O,X,X,O,X,X
ISLZTOJ,O,O,O,X,X,O,X,X
ISLZJTO,O,O,O,X,X,X,X,X
ISLZJOT,O,O,X,X,X,X,X,X
ISLZOTJ,O,O,X,O,X,O,X,O
ISLZOJT,O,O,X,O,X,X,X,O
ISLOTJZ,O,X,X,X,X,O,X,X
ISLOTZJ,O,X,X,O,X,O,O,O
ISLOJTZ,O,X,X,X,X,O,X,X
ISLOJZT,O,X,X,O,X,X,X,O
ISLOZTJ,O,O,X,O,X,O,X,O
ISLOZJT,O,O,X,O,X,X,X,O
ISJTLZO,X,O,O,X,X,O,X,X
ISJTLOZ,X,X,O,X,X,O,X,X
ISJTZLO,X,O,O,X,X,X,O,X
ISJTZOL,X,O,O,X,X,X,O,X
ISJTOLZ,X,X,O,X,X,X,X,X
ISJTOZL,X,X,O,X,X,X,O,X
ISJLTZO,X,O,X,X,O,O,X,X
ISJLTOZ,X,X,X,X,O,O,X,X
ISJLZTO,O,O,O,X,X,X,X,X
ISJLZOT,O,O,X,X,O,X,X,X
ISJLOTZ,X,X,X,X,O,O,X,X
ISJLOZT,X,X,X,O,O,X,X,X
ISJZTLO,O,O,O,X,X,X,X,X
ISJZTOL,O,O,O,X,X,X,X,X
ISJZLTO,O,O,O,X,X,X,X,X
ISJZLOT,O,O,X,X,X,X,X,X
ISJZOTL,O,X,O,X,X,X,X,O
ISJZOLT,O,O,X,X,X,X,X,O
ISJOTLZ,X,X,O,X,X,X,X,X
ISJOTZL,X,X,O,X,X,X,O,X
ISJOLTZ,X,X,X,X,O,X,X,X
ISJOLZT,X,X,X,O,O,X,X,O
ISJOZTL,X,X,O,O,X,X,X,O
ISJOZLT,X,X,X,O,X,X,X,O
ISZTLJO,O,O,O,X,X,O,O,X
ISZTLOJ,O,O,O,X,X,O,O,X
ISZTJLO,O,O,O,X,X,X,O,X
ISZTJOL,O,O,O,X,X,X,O,X
ISZTOLJ,O,O,O,X,X,X,O,O
ISZTOJL,O,O,O,X,X,X,O,O
ISZLTJO,O,O,O,X,X,O,O,X
ISZLTOJ,O,O,O,X,X,O,O,X
ISZLJTO,O,O,O,X,X,X,O,X
ISZLJOT,O,O,X,X,X,X,O,X
ISZLOTJ,O,O,X,O,X,O,O,O
ISZLOJT,O,O,X,O,X,X,O,O
ISZJTLO,O,O,O,X,X,X,O,X
ISZJTOL,O,O,O,X,X,X,O,X
ISZJLTO,O,O,O,X,X,X,O,X
ISZJLOT,O,O,X,X,X,X,O,X
ISZJOTL,O,X,O,X,X,X,O,O
ISZJOLT,O,O,X,X,X,X,O,O
ISZOTLJ,O,O,O,O,X,X,O,O
ISZOTJL,O,O,O,O,X,X,O,O
ISZOLTJ,O,O,X,O,X,X,O,O
ISZOLJT,O,O,X,O,X,X,O,O
ISZOJTL,O,X,O,O,X,X,O,O
ISZOJLT,O,O,X,O,X,X,O,O
ISOTLJZ,O,X,X,X,X,O,O,X
ISOTLZJ,O,X,X,O,X,O,O,O
ISOTJLZ,O,X,X,X,X,X,O,X
ISOTJZL,O,X,X,X,X,X,O,X
ISOTZLJ,O,X,X,O,X,X,O,O
ISOTZJL,O,X,X,O,X,X,O,O
ISOLTJZ,O,X,X,X,X,O,O,X
ISOLTZJ,O,X,X,O,X,O,O,O
ISOLJTZ,O,X,X,X,X,O,X,X
ISOLJZT,O,X,X,O,X,X,X,O
ISOLZTJ,O,O,X,O,X,O,O,O
ISOLZJT,O,O,X,O,X,X,O,O
ISOJTLZ,O,X,X,X,X,X,X,X
ISOJTZL,O,X,X,X,X,X,O,X
ISOJLTZ,O,X,X,X,X,X,X,X
ISOJLZT,O,X,X,O,X,X,X,O
ISOJZTL,O,X,O,O,X,X,X,O
ISOJZLT,O,X,X,O,X,X,X,O
ISOZTLJ,O,O,O,O,X,X,O,O
ISOZTJL,O,O,O,O,X,X,O,O
ISOZLTJ,O,O,X,O,X,X,O,O
ISOZLJT,O,O,X,O,X,X,O,O
ISOZJTL,O,X,O,O,X,X,O,O
ISOZJLT,O,O,X,O,X,X,O,O
IZTLJSO,O,O,O,X,X,X,O,X
IZTLJOS,O,O,O,X,X,X,O,X
IZTLSJO,O,O,O,X,X,X,O,X
IZTLSOJ,O,O,O,X,X,X,O,X
IZTLOJS,O,O,O,O,X,X,O,X
IZTLOSJ,O,O,O,O,X,X,O,X
IZTJLSO,O,O,O,X,X,X,O,X
IZTJLOS,O,O,O,X,X,X,O,X
IZTJSLO,O,O,O,X,X,X,O,X
IZTJSOL,O,O,O,X,X,X,O,X
IZTJOLS,O,O,O,X,X,X,O,X
IZTJOSL,O,O,O,X,X,X,O,X
IZTSLJO,O,O,O,X,X,O,O,X
IZTSLOJ,O,O,O,X,X,O,O,X
IZTSJLO,O,O,O,X,X,X,O,X
IZTSJOL,O,O,O,X,X,X,O,X
IZTSOLJ,O,O,O,X,X,X,O,O
IZTSOJL,O,O,O,X,X,X,O,O
IZTOLJS,O,O,O,O,X,X,O,X
IZTOLSJ,O,O,O,O,X,X,O,X
IZTOJLS,O,O,O,O,X,X,O,X
IZTOJSL,O,O,O,O,X,X,O,X
IZTOSLJ,O,O,O,O,X,X,O,O
IZTOSJL,O,O,O,O,X,X,O,O
IZLTJSO,O,O,O,X,O,X,O,X
IZLTJOS,O,O,O,X,O,X,O,X
IZLTSJO,O,O,O,X,X,X,O,X
IZLTSOJ,O,O,O,X,X,X,O,X
IZLTOJS,O,O,O,O,X,X,O,X
IZLTOSJ,O,O,O,O,X,X,O,X
IZLJTSO,O,O,O,X,O,X,O,X
IZLJTOS,O,O,O,X,O,X,O,X
IZLJSTO,O,O,O,X,X,X,O,X
IZLJSOT,O,O,X,X,O,X,O,X
IZLJOTS,O,X,X,O,O,X,X,X
IZLJOST,O,O,X,O,O,X,X,X
IZLSTJO,O,O,O,X,X,O,O,X
IZLSTOJ,O,O,O,X,X,O,O,X
IZLSJTO,O,O,O,X,X,X,O,X
IZLSJOT,O,O,X,X,X,X,O,X
IZLSOTJ,O,O,X,O,X,O,O,O
IZLSOJT,O,O,X,O,X,X,O,O
IZLOTJS,O,O,X,O,X,X,O,X
IZLOTSJ,O,O,X,O,X,X,O,X
IZLOJTS,O,X,X,O,X,X,O,X
IZLOJST,O,O,X,O,X,X,O,X
IZLOSTJ,O,O,X,O,X,O,O,O
IZLOSJT,O,O,X,O,X,X,O,O
IZJTLSO,O,O,O,X,X,X,O,X
IZJTLOS,O,O,O,X,X,X,O,X
IZJTSLO,O,O,O,X,X,X,O,X
IZJTSOL,O,O,O,X,X,X,O,X
IZJTOLS,O,O,O,X,X,X,O,X
IZJTOSL,O,O,O,X,X,X,O,X
IZJLTSO,O,O,O,X,O,X,O,X
IZJLTOS,O,O,O,X,O,X,O,X
IZJLSTO,O,O,O,X,X,X,O,X
IZJLSOT,O,O,X,X,O,X,O,X
IZJLOTS,O,X,X,O,O,X,X,X
IZJLOST,O,O,X,O,O,X,X,X
IZJSTLO,O,O,O,X,X,X,O,X
IZJSTOL,O,O,O,X,X,X,O,X
IZJSLTO,O,O,O,X,X,X,O,X
IZJSLOT,O,O,X,X,X,X,O,X
IZJSOTL,O,X,O,X,X,X,O,O
IZJSOLT,O,O,X,X,X,X,O,O
IZJOTLS,O,X,O,O,X,X,O,X
IZJOTSL,O,X,O,O,X,X,O,X
IZJOLTS,O,X,X,O,O,X,O,X
IZJOLST,O,O,X,O,O,X,O,X
IZJOSTL,O,X,O,O,X,X,O,O
IZJOSLT,O,O,X,O,X,X,O,O
IZSTLJO,O,O,O,X,X,O,O,X
IZSTLOJ,O,O,O,X,X,O,O,X
IZSTJLO,O,O,O,X,X,X,O,X
IZSTJOL,O,O,O,X,X,X,O,X
IZSTOLJ,O,O,O,X,X,X,O,O
IZSTOJL,O,O,O,X,X,X,O,O
IZSLTJO,O,O,O,X,X,O,O,X
IZSLTOJ,O,O,O,X,X,O,O,X
IZSLJTO,O,O,O,X,X,X,O,X
IZSLJOT,O,O,X,X,X,X,O,X
IZSLOTJ,O,O,X,O,X,O,O,O
IZSLOJT,O,O,X,O,X,X,O,O
IZSJTLO,O,O,O,X,X,X,O,X
IZSJTOL,O,O,O,X,X,X,O,X
IZSJLTO,O,O,O,X,X,X,O,X
IZSJLOT,O,O,X,X,X,X,O,X
IZSJOTL,O,X,O,X,X,X,O,O
IZSJOLT,O,O,X,X,X,X,O,O
IZSOTLJ,O,O,O,O,X,X,O,O
IZSOTJL,O,O,O,O,X,X,O,O
IZSOLTJ,O,O,X,O,X,X,O,O
IZSOLJT,O,O,X,O,X,X,O,O
IZSOJTL,O,X,O,O,X,X,O,O
IZSOJLT,O,O,X,O,X,X,O,O
IZOTLJS,O,O,O,O,X,X,O,X
IZOTLSJ,O,O,O,O,X,X,O,X
IZOTJLS,O,O,O,O,X,X,O,X
IZOTJSL,O,O,O,O,X,X,O,X
IZOTSLJ,O,O,O,O,X,X,O,O
IZOTSJL,O,O,O,O,X,X,O,O
IZOLTJS,O,O,X,O,X,X,O,X
IZOLTSJ,O,O,X,O,X,X,O,X
IZOLJTS,O,X,X,O,X,X,O,X
IZOLJST,O,O,X,O,X,X,O,X
IZOLSTJ,O,O,X,O,X,X,O,O
IZOLSJT,O,O,X,O,X,X,O,O
IZOJTLS,O,X,O,O,X,X,O,X
IZOJTSL,O,X,O,O,X,X,O,X
IZOJLTS,O,X,X,O,X,X,O,X
IZOJLST,O,O,X,O,X,X,O,X
IZOJSTL,O,X,O,O,X,X,O,O
IZOJSLT,O,O,X,O,X,X,O,O
IZOSTLJ,O,O,O,O,X,X,O,O
IZOSTJL,O,O,O,O,X,X,O,O
IZOSLTJ,O,O,X,O,X,X,O,O
IZOSLJT,O,O,X,O,X,X,O,O
IZOSJTL,O,X,O,O,X,X,O,O
IZOSJLT,O,O,X,O,X,X,O,O
IOTLJSZ,O,X,O,X,X,X,O,X
IOTLJZS,O,O,O,X,X,X,O,X
IOTLSJZ,O,X,X,X,X,X,O,X
IOTLSZJ,O,X,X,O,X,X,O,O
IOTLZJS,O,O,O,O,X,X,O,X
IOTLZSJ,O,O,O,O,X,X,O,X
IOTJLSZ,O,X,O,X,X,X,O,X
IOTJLZS,O,O,O,X,X,X,O,X
IOTJSLZ,O,X,O,X,X,X,O,X
IOTJSZL,O,X,O,X,X,X,O,X
IOTJZLS,O,O,O,X,X,X,O,X
IOTJZSL,O,O,O,X,X,X,O,X
IOTSLJZ,O,X,X,X,X,O,O,X
IOTSLZJ,O,X,X,O,X,O,O,O
IOTSJLZ,O,X,X,X,X,X,O,X
IOTSJZL,O,X,X,X,X,X,O,X
IOTSZLJ,O,X,X,O,X,X,O,O
IOTSZJL,O,X,X,O,X,X,O,O
IOTZLJS,O,O,O,O,X,X,O,X
IOTZLSJ,O,O,O,O,X,X,O,X
IOTZJLS,O,O,O,O,X,X,O,X
IOTZJSL,O,O,O,O,X,X,O,X
IOTZSLJ,O,O,O,O,X,X,O,O
IOTZSJL,O,O,O,O,X,X,O,O
IOLTJSZ,O,X,X,X,O,X,O,X
IOLTJZS,O,O,X,X,O,X,O,X
IOLTSJZ,O,X,X,X,X,O,O,X
IOLTSZJ,O,X,X,O,X,O,O,O
IOLTZJS,O,O,X,O,X,X,O,X
IOLTZSJ,O,O,X,O,X,X,O,X
IOLJTSZ,O,X,X,X,O,X,O,X
IOLJTZS,O,O,X,X,O,X,O,X
IOLJSTZ,O,X,X,X,O,O,X,X
IOLJSZT,O,X,X,O,O,X,X,O
IOLJZTS,O,X,X,O,O,X,O,X
IOLJZST,O,O,X,O,O,X,O,X
IOLSTJZ,O,X,X,X,X,O,O,X
IOLSTZJ,O,X,X,O,X,O,O,O
IOLSJTZ,O,X,X,X,X,O,X,X
IOLSJZT,O,X,X,O,X,X,X,O
IOLSZTJ,O,O,X,O,X,O,O,O
IOLSZJT,O,O,X,O,X,X,O,O
IOLZTJS,O,O,X,O,X,X,O,X
IOLZTSJ,O,O,X,O,X,X,O,X
IOLZJTS,O,X,X,O,X,X,O,X
IOLZJST,O,O,X,O,X,X,O,X
IOLZSTJ,O,O,X,O,X,O,O,O
IOLZSJT,O,O,X,O,X,X,O,O
IOJTLSZ,O,X,O,X,O,X,O,X
IOJTLZS,O,O,O,X,O,X,O,X
IOJTSLZ,O,X,O,X,X,X,O,X
IOJTSZL,O,X,O,X,X,X,O,X
IOJTZLS,O,O,O,X,X,X,O,X
IOJTZSL,O,O,O,X,X,X,O,X
IOJLTSZ,O,X,O,X,O,X,O,X
IOJLTZS,O,O,O,X,O,X,O,X
IOJLSTZ,O,X,X,X,O,X,X,X
IOJLSZT,O,X,X,O,O,X,X,O
IOJLZTS,O,X,X,O,O,X,O,X
IOJLZST,O,O,X,O,O,X,O,X
IOJSTLZ,O,X,O,X,X,X,X,X
IOJSTZL,O,X,O,X,X,X,O,X
IOJSLTZ,O,X,X,X,O,X,X,X
IOJSLZT,O,X,X,O,O,X,X,O
IOJSZTL,O,X,O,O,X,X,X,O
IOJSZLT,O,X,X,O,X,X,X,O
IOJZTLS,O,X,O,O,X,X,O,X
IOJZTSL,O,X,O,O,X,X,O,X
IOJZLTS,O,X,X,O,O,X,O,X
IOJZLST,O,O,X,O,O,X,O,X
IOJZSTL,O,X,O,O,X,X,O,O
IOJZSLT,O,O,X,O,X,X,O,O
IOSTLJZ,O,X,X,X,X,O,O,X
IOSTLZJ,O,X,X,O,X,O,O,O
IOSTJLZ,O,X,X,X,X,X,O,X
IOSTJZL,O,X,X,X,X,X,O,X
IOSTZLJ,O,X,X,O,X,X,O,O
IOSTZJL,O,X,X,O,X,X,O,O
IOSLTJZ,O,X,X,X,X,O,O,X
IOSLTZJ,O,X,X,O,X,O,O,O
IOSLJTZ,O,X,X,X,X,O,X,X
IOSLJZT,O,X,X,O,X,X,X,O
IOSLZTJ,O,O,X,O,X,O,O,O
IOSLZJT,O,O,X,O,X,X,O,O
IOSJTLZ,O,X,X,X,X,X,X,X
IOSJTZL,O,X,X,X,X,X,O,X
IOSJLTZ,O,X,X,X,X,X,X,X
IOSJLZT,O,X,X,O,X,X,X,O
IOSJZTL,O,X,O,O,X,X,X,O
IOSJZLT,O,X,X,O,X,X,X,O
IOSZTLJ,O,O,O,O,X,X,O,O
IOSZTJL,O,O,O,O,X,X,O,O
IOSZLTJ,O,O,X,O,X,X,O,O
IOSZLJT,O,O,X,O,X,X,O,O
IOSZJTL,O,X,O,O,X,X,O,O
IOSZJLT,O,O,X,O,X,X,O,O
IOZTLJS,O,O,O,O,X,X,O,X
IOZTLSJ,O,O,O,O,X,X,O,X
IOZTJLS,O,O,O,O,X,X,O,X
IOZTJSL,O,O,O,O,X,X,O,X
IOZTSLJ,O,O,O,O,X,X,O,O
IOZTSJL,O,O,O,O,X,X,O,O
IOZLTJS,O,O,X,O,X,X,O,X
IOZLTSJ,O,O,X,O,X,X,O,X
IOZLJTS,O,X,X,O,X,X,O,X
IOZLJST,O,O,X,O,X,X,O,X
IOZLSTJ,O,O,X,O,X,X,O,O
IOZLSJT,O,O,X,O,X,X,O,O
IOZJTLS,O,X,O,O,X,X,O,X
IOZJTSL,O,X,O,O,X,X,O,X
IOZJLTS,O,X,X,O,X,X,O,X
IOZJLST,O,O,X,O,X,X,O,X
IOZJSTL,O,X,O,O,X,X,O,O
IOZJSLT,O,O,X,O,X,X,O,O
IOZSTLJ,O,O,O,O,X,X,O,O
IOZSTJL,O,O,O,O,X,X,O,O
IOZSLTJ,O,O,X,O,X,X,O,O
IOZSLJT,O,O,X,O,X,X,O,O
IOZSJTL,O,X,O,O,X,X,O,O
IOZSJLT,O,O,X,O,X,X,O,O
LTIJSZO,O,O,O,X,O,X,X,X
LTIJSOZ,X,X,O,X,O,X,X,X
LTIJZSO,O,O,O,X,O,X,O,X
LTIJZOS,O,O,O,X,O,X,O,X
LTIJOSZ,O,X,O,X,O,X,O,X
LTIJOZS,O,O,O,X,O,X,O,X
LTISJZO,O,O,O,X,O,O,X,X
LTISJOZ,X,X,O,X,O,O,X,X
LTISZJO,O,O,O,X,X,O,O,X
LTISZOJ,O,O,O,X,X,O,O,X
LTISOJZ,O,X,X,X,X,O,X,X
LTISOZJ,O,X,X,O,X,O,O,X
LTIZJSO,O,O,O,X,O,X,O,X
LTIZJOS,O,O,O,X,O,X,O,X
LTIZSJO,O,O,O,X,X,X,O,X
LTIZSOJ,O,O,O,X,X,X,X,X
LTIZOJS,O,O,O,O,X,X,O,X
LTIZOSJ,O,O,O,O,X,X,O,X
LTIOJSZ,O,X,O,X,O,X,O,X
LTIOJZS,O,O,O,X,O,X,O,X
LTIOSJZ,O,X,X,X,X,O,O,X
LTIOSZJ,O,X,X,O,X,O,O,X
LTIOZJS,O,O,O,O,X,X,O,X
LTIOZSJ,O,O,O,O,X,X,O,X
LTJISZO,O,O,O,X,O,X,X,X
LTJISOZ,X,X,O,X,O,X,X,X
LTJIZSO,O,O,O,X,O,X,O,X
LTJIZOS,O,O,O,X,O,X,O,X
LTJIOSZ,O,X,O,X,O,X,O,X
LTJIOZS,O,O,O,X,O,X,O,X
LTJSIZO,O,O,O,X,O,X,X,X
LTJSIOZ,X,X,O,X,O,X,X,X
LTJSZIO,O,O,O,X,O,X,X,X
LTJSZOI,O,O,O,X,O,X,X,X
LTJSOIZ,X,X,O,X,O,X,X,X
LTJSOZI,X,X,O,X,O,X,X,X
LTJZISO,O,O,O,X,O,X,O,X
LTJZIOS,O,O,O,X,O,X,O,X
LTJZSIO,O,O,O,X,O,X,O,X
LTJZSOI,O,O,O,X,O,X,X,X
LTJZOIS,O,O,O,X,O,X,O,X
LTJZOSI,O,O,O,X,O,X,O,X
LTJOISZ,O,X,O,X,O,X,O,X
LTJOIZS,O,O,O,X,O,X,O,X
LTJOSIZ,O,X,O,X,O,X,O,X
LTJOSZI,O,X,O,X,O,X,X,X
LTJOZIS,O,O,O,X,O,X,O,X
LTJOZSI,O,O,O,X,O,X,X,X
LTSIJZO,O,O,O,X,O,O,X,X
LTSIJOZ,X,X,O,X,O,O,X,X
LTSIZJO,O,O,O,X,X,O,O,X
LTSIZOJ,O,O,O,X,X,O,O,X
LTSIOJZ,O,X,X,X,X,O,X,X
LTSIOZJ,O,X,X,O,X,O,O,X
LTSJIZO,O,O,O,X,O,O,X,X
LTSJIOZ,X,X,O,X,O,O,X,X
LTSJZIO,O,O,O,X,O,O,X,X
LTSJZOI,O,O,O,X,O,O,X,X
LTSJOIZ,X,X,O,X,O,O,X,X
LTSJOZI,X,X,O,X,O,O,X,X
LTSZIJO,O,O,O,X,X,O,O,X
LTSZIOJ,O,O,O,X,X,O,O,X
LTSZJIO,O,O,O,X,X,O,O,X
LTSZJOI,O,O,O,X,X,O,O,X
LTSZOIJ,O,O,O,X,X,O,O,X
LTSZOJI,O,O,O,X,X,O,O,X
LTSOIJZ,O,X,X,X,X,O,X,X
LTSOIZJ,O,X,X,O,X,O,O,X
LTSOJIZ,O,X,X,X,X,O,X,X
LTSOJZI,O,X,X,X,X,O,X,X
LTSOZIJ,O,X,X,O,X,O,O,X
LTSOZJI,O,X,X,O,X,O,O,X
LTZIJSO,O,O,O,X,O,X,O,X
LTZIJOS,O,O,O,X,O,X,O,X
LTZISJO,O,O,O,X,X,X,O,X
LTZISOJ,O,O,O,X,X,X,X,X
LTZIOJS,O,O,O,O,X,X,O,X
LTZIOSJ,O,O,O,O,X,X,O,X
LTZJISO,O,O,O,X,O,X,O,X
LTZJIOS,O,O,O,X,O,X,O,X
LTZJSIO,O,O,O,X,O,X,O,X
LTZJSOI,O,O,O,X,O,X,X,X
LTZJOIS,O,O,O,X,O,X,O,X
LTZJOSI,O,O,O,X,O,X,O,X
LTZSIJO,O,O,O,X,X,X,O,X
LTZSIOJ,O,O,O,X,X,X,X,X
LTZSJIO,O,O,O,X,X,X,O,X
LTZSJOI,O,O,O,X,X,X,X,X
LTZSOIJ,O,O,O,X,X,X,X,X
LTZSOJI,O,O,O,X,X,X,X,X
LTZOIJS,O,O,O,O,X,X,O,X
LTZOISJ,O,O,O,O,X,X,O,X
LTZOJIS,O,O,O,O,X,X,O,X
LTZOJSI,O,O,O,O,X,X,O,X
LTZOSIJ,O,O,O,O,X,X,O,X
LTZOSJI,O,O,O,O,X,X,O,X
LTOIJSZ,O,X,O,X,O,X,O,X
LTOIJZS,O,O,O,X,O,X,O,X
LTOISJZ,O,X,X,X,X,O,O,X
LTOISZJ,O,X,X,O,X,O,O,X
LTOIZJS,O,O,O,O,X,X,O,X
LTOIZSJ,O,O,O,O,X,X,O,X
LTOJISZ,O,X,O,X,O,X,O,X
LTOJIZS,O,O,O,X,O,X,O,X
LTOJSIZ,O,X,O,X,O,X,O,X
LTOJSZI,O,X,O,X,O,X,X,X
LTOJZIS,O,O,O,X,O,X,O,X
LTOJZSI,O,O,O,X,O,X,X,X
LTOSIJZ,O,X,X,X,X,O,O,X
LTOSIZJ,O,X,X,O,X,O,O,X
LTOSJIZ,O,X,X,X,X,O,O,X
LTOSJZI,O,X,X,X,X,O,X,X
LTOSZIJ,O,X,X,O,X,O,O,X
LTOSZJI,O,X,X,O,X,O,O,X
LTOZIJS,O,O,O,O,X,X,O,X
LTOZISJ,O,O,O,O,X,X,O,X
LTOZJIS,O,O,O,O,X,X,O,X
LTOZJSI,O,O,O,O,X,X,O,X
LTOZSIJ,O,O,O,O,X,X,O,X
LTOZSJI,O,O,O,O,X,X,O,X
LITJSZO,O,O,O,X,O,X,X,X
LITJSOZ,X,X,O,X,O,X,X,X
LITJZSO,O,O,O,X,O,X,O,X
LITJZOS,O,O,O,X,O,X,O,X
LITJOSZ,O,X,O,X,O,X,O,X
LITJOZS,O,O,O,X,O,X,O,X
LITSJZO,O,O,O,X,O,O,X,X
LITSJOZ,X,X,O,X,O,O,X,X
LITSZJO,O,O,O,X,X,O,O,X
LITSZOJ,O,O,O,X,X,O,O,X
LITSOJZ,O,X,X,X,X,O,X,X
LITSOZJ,O,X,X,O,X,O,O,X
LITZJSO,O,O,O,X,O,X,O,X
LITZJOS,O,O,O,X,O,X,O,X
LITZSJO,O,O,O,X,X,X,O,X
LITZSOJ,O,O,O,X,X,X,X,X
LITZOJS,O,O,O,O,X,X,O,X
LITZOSJ,O,O,O,O,X,X,O,X
LITOJSZ,O,X,O,X,O,X,O,X
LITOJZS,O,O,O,X,O,X,O,X
LITOSJZ,O,X,X,X,X,O,O,X
LITOSZJ,O,X,X,O,X,O,O,X
LITOZJS,O,O,O,O,X,X,O,X
LITOZSJ,O,O,O,O,X,X,O,X
LIJTSZO,O,O,O,X,O,X,X,X
LIJTSOZ,X,X,O,X,O,X,X,X
LIJTZSO,O,O,O,X,O,X,X,X
LIJTZOS,O,O,O,X,O,X,X,X
LIJTOSZ,O,X,O,X,O,X,X,X
LIJTOZS,O,O,O,X,O,X,X,X
LIJSTZO,X,O,X,X,O,O,X,X
LIJSTOZ,X,X,X,X,O,O,X,X
LIJSZTO,O,O,O,X,X,X,X,X
LIJSZOT,O,O,X,X,O,X,X,X
LIJSOTZ,X,X,X,X,O,O,X,X
LIJSOZT,X,X,X,O,O,X,X,X
LIJZTSO,O,O,O,X,O,X,X,X
LIJZTOS,O,O,O,X,O,X,X,X
LIJZSTO,O,O,O,X,X,X,X,X
LIJZSOT,O,O,X,X,O,X,X,X
LIJZOTS,O,X,X,O,O,X,X,X
LIJZOST,O,O,X,O,O,X,X,X
LIJOTSZ,O,X,O,X,O,X,X,X
LIJOTZS,O,O,O,X,O,X,X,X
LIJOSTZ,O,X,X,X,O,O,X,X
LIJOSZT,O,X,X,O,O,X,X,X
LIJOZTS,O,X,X,O,O,X,X,X
LIJOZST,O,O,X,O,O,X,X,X
LISTJZO,O,O,X,X,O,O,X,X
LISTJOZ,X,X,X,X,O,O,X,X
LISTZJO,O,O,X,X,X,O,O,X
LISTZOJ,O,O,X,X,X,O,O,X
LISTOJZ,O,X,X,X,X,O,X,X
LISTOZJ,O,X,X,O,X,O,O,X
LISJTZO,X,O,X,X,O,O,X,X
LISJTOZ,X,X,X,X,O,O,X,X
LISJZTO,O,O,O,X,X,X,X,X
LISJZOT,O,O,X,X,O,X,X,X
LISJOTZ,X,X,X,X,O,O,X,X
LISJOZT,X,X,X,O,O,X,X,X
LISZTJO,O,O,O,X,X,O,X,X
LISZTOJ,O,O,O,X,X,O,X,X
LISZJTO,O,O,O,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,X,X
LISZOTJ,O,O,X,O,X,O,X,O
LISZOJT,O,O,X,O,X,X,X,O
LISOTJZ,O,X,X,X,X,O,X,X
LISOTZJ,O,X,X,O,X,O,O,O
LISOJTZ,O,X,X,X,X,O,X,X
LISOJZT,O,X,X,O,X,X,X,O
LISOZTJ,O,O,X,O,X,O,X,O
LISOZJT,O,O,X,O,X,X,X,O
LIZTJSO,O,O,O,X,O,X,O,X
LIZTJOS,O,O,O,X,O,X,O,X
LIZTSJO,O,O,O,X,X,X,O,X
LIZTSOJ,O,O,O,X,X,X,O,X
LIZTOJS,O,O,O,O,X,X,O,X
LIZTOSJ,O,O,O,O,X,X,O,X
LIZJTSO,O,O,O,X,O,X,O,X
LIZJTOS,O,O,O,X,O,X,O,X
LIZJSTO,O,O,O,X,X,X,O,X
LIZJSOT,O,O,X,X,O,X,O,X
LIZJOTS,O,X,X,O,O,X,X,X
LIZJOST,O,O,X,O,O,X,X,X
LIZSTJO,O,O,O,X,X,O,O,X
LIZSTOJ,O,O,O,X,X,O,O,X
LIZSJTO,O,O,O,X,X,X,O,X
LIZSJOT,O,O,X,X,X,X,O,X
LIZSOTJ,O,O,X,O,X,O,O,O
LIZSOJT,O,O,X,O,X,X,O,O
LIZOTJS,O,O,X,O,X,X,O,X
LIZOTSJ,O,O,X,O,X,X,O,X
LIZOJTS,O,X,X,O,X,X,O,X
LIZOJST,O,O,X,O,X,X,O,X
LIZOSTJ,O,O,X,O,X,O,O,O
LIZOSJT,O,O,X,O,X,X,O,O
LIOTJSZ,O,X,X,X,O,X,O,X
LIOTJZS,O,O,X,X,O,X,O,X
LIOTSJZ,O,X,X,X,X,O,O,X
LIOTSZJ,O,X,X,O,X,O,O,O
LIOTZJS,O,O,X,O,X,X,O,X
LIOTZSJ,O,O,X,O,X,X,O,X
LIOJTSZ,O,X,X,X,O,X,O,X
LIOJTZS,O,O,X,X,O,X,O,X
LIOJSTZ,O,X,X,X,O,O,X,X
LIOJSZT,O,X,X,O,O,X,X,O
LIOJZTS,O,X,X,O,O,X,O,X
LIOJZST,O,O,X,O,O,X,O,X
