sequence,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFXhB8mBziB5oB2q?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KeGAJvhFihBziB5oBUlB3m?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF6lBOmB8mBziB5o?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF0gBmhBziB5oBSr?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiBUmB6tB3l?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiB3lB6tBUm?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhF+lBihB3iB5oB1r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFlhB3iB5oBTlB2r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFGhBliB5oB3lByr?B8sB
SIOLJZT,X,X,O,O,X,X,X,O,O
SIOLZTJ,X,O,O,O,X,X,X,O,O
SIOLZJT,X,O,O,O,X,X,X,O,O
SIOJTLZ,X,X,X,X,X,X,O,O,O
SIOJTZL,X,X,X,X,X,X,O,O,O
SIOJLTZ,X,X,X,X,X,X,X,O,O
SIOJLZT,X,X,O,X,X,X,X,O,O
SIOJZTL,X,X,O,X,X,X,O,O,O
SIOJZLT,X,X,O,X,X,X,O,O,O
SIOZTLJ,X,O,O,O,X,X,O,O,O
SIOZTJL,X,O,O,O,X,X,O,O,O
SIOZLTJ,X,O,O,O,X,X,O,O,O
SIOZLJT,X,O,O,O,X,X,O,O,O
SIOZJTL,X,O,O,O,X,X,O,O,O
SIOZJLT,X,O,O,X,X,X,O,O,O
SLTIJZO,O,O,O,O,O,O,X,X,O
SLTIJOZ,O,O,O,O,O,O,X,X,O
SLTIZJO,O,O,O,O,O,O,X,X,O
SLTIZOJ,O,O,O,O,O,O,X,X,O
SLTIOJZ,O,O,O,O,O,O,X,X,O
SLTIOZJ,O,O,O,O,O,O,X,X,O
SLTJIZO,O,O,O,O,O,O,X,X,O
SLTJIOZ,O,O,O,O,O,O,X,X,O
SLTJZIO,O,O,O,O,O,O,X,X,O
SLTJZOI,O,O,O,O,O,O,X,X,O
SLTJOIZ,O,O,O,O,O,O,X,X,O
SLTJOZI,O,O,O,O,O,O,X,X,O
SLTZIJO,O,O,O,O,O,O,X,X,O
SLTZIOJ,O,O,O,O,O,O,X,X,O
SLTZJIO,O,O,O,O,O,O,X,X,O
SLTZJOI,O,O,O,O,O,O,X,X,O
SLTZOIJ,O,O,O,O,O,O,X,X,O
SLTZOJI,O,O,O,O,O,O,X,X,O
SLTOIJZ,O,O,O,O,O,O,X,X,O
SLTOIZJ,O,O,O,O,O,O,X,X,O
SLTOJIZ,O,O,O,O,O,O,X,X,O
SLTOJZI,O,O,O,O,O,O,X,X,O
SLTOZIJ,O,O,O,O,O,O,X,X,O
SLTOZJI,O,O,O,O,O,O,X,X,O
SLITJZO,O,O,O,O,O,O,X,X,O
SLITJOZ,O,O,O,O,O,O,X,X,O
SLITZJO,O,O,O,O,O,O,X,X,O
SLITZOJ,O,O,O,O,O,O,X,X,O
SLITOJZ,O,O,O,O,O,O,X,X,O
SLITOZJ,O,O,O,O,O,O,X,X,O
SLIJTZO,O,O,O,O,X,X,X,O,O
SLIJTOZ,O,O,O,O,X,X,X,X,O
SLIJZTO,O,O,O,O,X,X,X,O,O
SLIJZOT,O,O,O,O,X,X,X,O,O
SLIJOTZ,X,X,X,O,X,X,X,X,O
SLIJOZT,O,X,O,O,X,X,X,X,O
SLIZTJO,O,O,O,O,X,X,X,O,O
SLIZTOJ,O,O,O,O,X,X,X,O,O
SLIZJTO,O,O,O,O,X,X,X,O,O
SLIZJOT,O,O,O,O,O,X,X,O,O
SLIZOTJ,O,O,O,O,X,X,X,O,O
SLIZOJT,X,O,O,O,O,X,X,O,O
SLIOTJZ,X,O,O,O,O,O,X,X,O
SLIOTZJ,X,O,O,O,O,O,X,X,O
SLIOJTZ,X,X,X,O,X,X,X,O,O
SLIOJZT,X,X,O,O,X,X,X,O,O
SLIOZTJ,X,O,O,O,X,X,X,O,O
SLIOZJT,X,O,O,O,O,X,X,O,O
SLJTIZO,O,O,O,O,X,O,X,O,O
SLJTIOZ,O,O,O,O,X,O,X,X,O
SLJTZIO,O,O,O,O,X,O,X,O,O
SLJTZOI,O,O,O,O,X,O,X,O,O
SLJTOIZ,O,O,O,O,X,O,X,X,O
SLJTOZI,O,O,O,O,X,O,X,X,O
SLJITZO,O,O,O,O,X,X,X,O,O
SLJITOZ,O,O,O,O,X,X,X,X,O
SLJIZTO,O,O,O,O,X,X,X,O,O
SLJIZOT,O,O,O,O,X,X,X,O,O
SLJIOTZ,X,X,X,O,X,X,X,X,O
SLJIOZT,O,X,O,O,X,X,X,X,O
SLJZTIO,O,O,O,O,X,X,X,O,O
SLJZTOI,O,O,O,O,X,X,X,O,O
SLJZITO,O,O,O,O,X,X,X,O,O
SLJZIOT,O,O,O,O,X,X,X,O,O
SLJZOTI,O,O,O,O,X,X,X,O,O
SLJZOIT,O,O,O,O,X,X,X,O,O
SLJOTIZ,X,X,X,O,X,O,X,X,O
SLJOTZI,X,X,X,O,X,O,X,X,O
SLJOITZ,X,X,X,O,X,X,X,X,O
SLJOIZT,O,X,O,O,X,X,X,X,O
SLJOZTI,O,X,O,O,X,X,X,X,O
SLJOZIT,O,X,O,O,X,X,X,X,O
SLZTIJO,O,O,O,O,O,O,X,O,O
SLZTIOJ,O,O,O,O,O,O,X,O,O
SLZTJIO,O,O,O,O,O,O,X,O,O
SLZTJOI,O,O,O,O,O,O,X,O,O
SLZTOIJ,O,O,O,O,O,O,X,O,O
SLZTOJI,O,O,O,O,O,O,X,O,O
SLZITJO,O,O,O,O,X,X,X,O,O
SLZITOJ,O,O,O,O,X,X,X,O,O
SLZIJTO,O,O,O,O,X,X,X,O,O
SLZIJOT,O,O,O,O,O,X,X,O,O
SLZIOTJ,O,O,O,O,X,X,X,O,O
SLZIOJT,X,O,O,O,O,X,X,O,O
SLZJTIO,O,O,O,O,X,X,X,O,O
SLZJTOI,O,O,O,O,X,X,X,O,O
SLZJITO,O,O,O,O,X,X,X,O,O
SLZJIOT,O,O,O,O,O,X,X,O,O
SLZJOTI,O,O,O,O,O,X,X,O,O
SLZJOIT,O,O,O,O,O,X,X,O,O
SLZOTIJ,O,O,O,O,O,O,X,O,O
SLZOTJI,O,O,O,O,O,O,X,O,O
SLZOITJ,O,O,O,O,X,X,X,O,O
SLZOIJT,X,O,O,O,O,X,X,O,O
SLZOJTI,X,O,O,O,O,X,X,O,O
SLZOJIT,X,O,O,O,O,X,X,O,O
SLOTIJZ,X,O,O,O,O,O,X,X,O
SLOTIZJ,X,O,O,O,O,O,X,X,O
SLOTJIZ,X,O,O,O,O,O,X,X,O
SLOTJZI,X,O,O,O,O,O,X,X,O
SLOTZIJ,X,O,O,O,O,O,X,X,O
SLOTZJI,X,O,O,O,O,O,X,X,O
SLOITJZ,X,O,O,O,O,O,X,X,O
SLOITZJ,X,O,O,O,O,O,X,X,O
SLOIJTZ,X,X,X,O,X,X,X,O,O
SLOIJZT,X,X,O,O,X,X,X,O,O
SLOIZTJ,X,O,O,O,X,X,X,O,O
SLOIZJT,X,O,O,O,O,X,X,O,O
SLOJTIZ,X,X,X,O,X,O,X,O,O
SLOJTZI,X,X,X,O,X,O,X,O,O
SLOJITZ,X,X,X,O,X,X,X,O,O
SLOJIZT,X,X,O,O,X,X,X,O,O
SLOJZTI,X,X,O,O,X,X,X,O,O
SLOJZIT,X,X,O,O,X,X,X,O,O
SLOZTIJ,X,O,O,O,O,O,X,O,O
SLOZTJI,X,O,O,O,O,O,X,O,O
SLOZITJ,X,O,O,O,X,X,X,O,O
SLOZIJT,X,O,O,O,O,X,X,O,O
SLOZJTI,X,O,O,O,O,X,X,O,O
SLOZJIT,X,O,O,O,O,X,X,O,O
SJTILZO,O,O,O,O,X,O,O,O,O
SJTILOZ,O,O,O,O,X,O,O,X,O
SJTIZLO,O,O,O,O,X,X,O,O,O
SJTIZOL,O,O,O,O,X,X,O,O,O
SJTIOLZ,O,O,O,O,X,O,O,O,O
SJTIOZL,O,O,O,O,X,X,O,O,O
SJTLIZO,O,O,O,O,X,O,O,O,O
SJTLIOZ,O,O,O,O,X,O,O,X,O
SJTLZIO,O,O,O,O,X,O,O,O,O
SJTLZOI,O,O,O,O,X,O,O,O,O
SJTLOIZ,O,O,O,O,X,O,O,X,O
SJTLOZI,O,O,O,O,X,O,O,X,O
SJTZILO,O,O,O,O,X,X,O,O,O
SJTZIOL,O,O,O,O,X,X,O,O,O
SJTZLIO,O,O,O,O,X,O,O,O,O
SJTZLOI,O,O,O,O,X,O,O,O,O
SJTZOIL,O,O,O,O,X,X,O,O,O
SJTZOLI,O,O,O,O,X,O,O,O,O
SJTOILZ,O,O,O,O,X,O,O,O,O
SJTOIZL,O,O,O,O,X,X,O,O,O
SJTOLIZ,O,O,O,O,X,O,O,O,O
SJTOLZI,O,O,O,O,X,O,O,O,O
SJTOZIL,O,O,O,O,X,X,O,O,O
SJTOZLI,O,O,O,O,X,O,O,O,O
SJITLZO,O,O,O,O,X,X,O,O,O
SJITLOZ,O,O,O,O,X,X,O,X,O
SJITZLO,O,O,O,O,X,X,O,O,O
SJITZOL,O,O,O,O,X,X,O,O,O
SJITOLZ,O,O,O,O,X,X,O,O,O
SJITOZL,O,O,O,O,X,X,O,O,O
SJILTZO,O,O,O,O,X,X,X,O,O
SJILTOZ,O,O,O,O,X,X,X,X,O
SJILZTO,O,O,O,O,X,X,X,O,O
SJILZOT,O,O,O,O,X,X,X,O,O
SJILOTZ,X,X,X,O,X,X,X,X,O
SJILOZT,O,X,O,O,X,X,X,X,O
SJIZTLO,O,O,O,O,X,X,O,O,O
SJIZTOL,O,O,O,O,X,X,O,O,O
SJIZLTO,O,O,O,O,X,X,O,O,O
SJIZLOT,O,O,O,O,X,X,O,O,O
SJIZOTL,O,O,O,O,X,X,O,O,O
SJIZOLT,O,O,O,X,X,X,O,O,O
SJIOTLZ,X,X,X,X,X,X,O,O,O
SJIOTZL,X,X,X,X,X,X,O,O,O
SJIOLTZ,X,X,X,X,X,X,X,O,O
SJIOLZT,O,X,O,X,X,X,X,O,O
SJIOZTL,O,X,O,X,X,X,O,O,O
SJIOZLT,O,X,O,X,X,X,O,O,O
SJLTIZO,O,O,O,O,X,O,X,O,O
SJLTIOZ,O,O,O,O,X,O,X,X,O
SJLTZIO,O,O,O,O,X,O,X,O,O
SJLTZOI,O,O,O,O,X,O,X,O,O
SJLTOIZ,O,O,O,O,X,O,X,X,O
SJLTOZI,O,O,O,O,X,O,X,X,O
SJLITZO,O,O,O,O,X,X,X,O,O
SJLITOZ,O,O,O,O,X,X,X,X,O
SJLIZTO,O,O,O,O,X,X,X,O,O
SJLIZOT,O,O,O,O,X,X,X,O,O
SJLIOTZ,X,X,X,O,X,X,X,X,O
SJLIOZT,O,X,O,O,X,X,X,X,O
SJLZTIO,O,O,O,O,X,X,X,O,O
SJLZTOI,O,O,O,O,X,X,X,O,O
SJLZITO,O,O,O,O,X,X,X,O,O
SJLZIOT,O,O,O,O,X,X,X,O,O
SJLZOTI,O,O,O,O,X,X,X,O,O
SJLZOIT,O,O,O,O,X,X,X,O,O
SJLOTIZ,X,X,X,O,X,O,X,X,O
SJLOTZI,X,X,X,O,X,O,X,X,O
SJLOITZ,X,X,X,O,X,X,X,X,O
SJLOIZT,O,X,O,O,X,X,X,X,O
SJLOZTI,O,X,O,O,X,X,X,X,O
SJLOZIT,O,X,O,O,X,X,X,X,O
SJZTILO,O,O,O,O,X,X,O,O,O
SJZTIOL,O,O,O,O,X,X,O,O,O
SJZTLIO,O,O,O,O,X,X,O,O,O
SJZTLOI,O,O,O,O,X,X,O,O,O
SJZTOIL,O,O,O,O,X,X,O,O,O
SJZTOLI,O,O,O,O,X,X,O,O,O
SJZITLO,O,O,O,O,X,X,O,O,O
SJZITOL,O,O,O,O,X,X,O,O,O
SJZILTO,O,O,O,O,X,X,O,O,O
SJZILOT,O,O,O,O,X,X,O,O,O
SJZIOTL,O,O,O,O,X,X,O,O,O
SJZIOLT,O,O,O,X,X,X,O,O,O
SJZLTIO,O,O,O,O,X,X,O,O,O
SJZLTOI,O,O,O,O,X,X,O,O,O
SJZLITO,O,O,O,O,X,X,O,O,O
SJZLIOT,O,O,O,O,X,X,O,O,O
SJZLOTI,O,O,O,O,X,X,O,O,O
SJZLOIT,O,O,O,O,X,X,O,O,O
SJZOTIL,O,O,O,O,X,X,O,O,O
SJZOTLI,O,O,O,O,X,X,O,O,O
SJZOITL,O,O,O,O,X,X,O,O,O
SJZOILT,O,O,O,X,X,X,O,O,O
SJZOLTI,O,O,O,X,X,X,O,O,O
SJZOLIT,O,O,O,X,X,X,O,O,O
SJOTILZ,X,X,X,X,X,O,O,O,O
SJOTIZL,X,X,X,X,X,X,O,O,O
SJOTLIZ,X,X,X,X,X,O,O,O,O
SJOTLZI,X,X,X,X,X,O,O,O,O
SJOTZIL,X,X,X,X,X,X,O,O,O
SJOTZLI,X,X,X,X,X,O,O,O,O
SJOITLZ,X,X,X,X,X,X,O,O,O
SJOITZL,X,X,X,X,X,X,O,O,O
SJOILTZ,X,X,X,X,X,X,X,O,O
SJOILZT,O,X,O,X,X,X,X,O,O
SJOIZTL,O,X,O,X,X,X,O,O,O
SJOIZLT,O,X,O,X,X,X,O,O,O
SJOLTIZ,X,X,X,X,X,O,X,O,O
SJOLTZI,X,X,X,X,X,O,X,O,O
SJOLITZ,X,X,X,X,X,X,X,O,O
SJOLIZT,O,X,O,X,X,X,X,O,O
SJOLZTI,O,X,O,X,X,X,X,O,O
SJOLZIT,O,X,O,X,X,X,X,O,O
SJOZTIL,O,X,O,X,X,X,O,O,O
SJOZTLI,O,X,O,X,X,X,O,O,O
SJOZITL,O,X,O,X,X,X,O,O,O
SJOZILT,O,X,O,X,X,X,O,O,O
SJOZLTI,O,X,O,X,X,X,O,O,O
SJOZLIT,O,X,O,X,X,X,O,O,O
SZTILJO,O,O,O,O,X,X,O,O,O
SZTILOJ,O,O,O,O,X,X,O,O,O
SZTIJLO,O,O,O,O,X,X,O,O,O
SZTIJOL,O,O,O,O,X,X,O,O,O
SZTIOLJ,O,O,O,O,X,X,O,O,O
SZTIOJL,O,O,O,O,X,X,O,O,O
SZTLIJO,O,O,O,O,O,O,O,O,O
SZTLIOJ,O,O,O,O,O,O,O,O,O
SZTLJIO,O,O,O,O,O,O,O,O,O
SZTLJOI,O,O,O,O,O,O,O,O,O
SZTLOIJ,O,O,O,O,O,O,O,O,O
SZTLOJI,O,O,O,O,O,O,O,O,O
SZTJILO,O,O,O,O,X,X,O,O,O
SZTJIOL,O,O,O,O,X,X,O,O,O
SZTJLIO,O,O,O,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,O,O,O,O
SZTJOIL,O,O,O,O,X,X,O,O,O
SZTJOLI,O,O,O,O,O,O,O,O,O
SZTOILJ,O,O,O,O,X,X,O,O,O
SZTOIJL,O,O,O,O,X,X,O,O,O
SZTOLIJ,O,O,O,O,O,O,O,O,O
SZTOLJI,O,O,O,O,O,O,O,O,O
SZTOJIL,O,O,O,O,X,X,O,O,O
SZTOJLI,O,O,O,O,O,O,O,O,O
SZITLJO,O,O,O,O,X,X,O,O,O
SZITLOJ,O,O,O,O,X,X,O,O,O
SZITJLO,O,O,O,O,X,X,O,O,O
SZITJOL,O,O,O,O,X,X,O,O,O
SZITOLJ,O,O,O,O,X,X,O,O,O
SZITOJL,O,O,O,O,X,X,O,O,O
SZILTJO,O,O,O,O,X,X,O,O,O
SZILTOJ,O,O,O,O,X,X,O,O,O
SZILJTO,O,O,O,O,X,X,O,O,O
SZILJOT,O,O,O,O,X,X,O,O,O
SZILOTJ,O,O,O,O,X,X,O,O,O
SZILOJT,X,O,O,O,X,X,O,O,O
SZIJTLO,O,O,O,O,X,X,O,O,O
SZIJTOL,O,O,O,O,X,X,O,O,O
SZIJLTO,O,O,O,O,X,X,O,O,O
SZIJLOT,O,O,O,O,X,X,O,O,O
SZIJOTL,O,O,O,O,X,X,O,O,O
SZIJOLT,O,O,O,X,X,X,O,O,O
SZIOTLJ,O,O,O,O,X,X,O,O,O
SZIOTJL,O,O,O,O,X,X,O,O,O
SZIOLTJ,O,O,O,O,X,X,O,O,O
SZIOLJT,X,O,O,O,X,X,O,O,O
SZIOJTL,O,O,O,O,X,X,O,O,O
SZIOJLT,O,O,O,X,X,X,O,O,O
SZLTIJO,O,O,O,O,O,O,O,O,O
SZLTIOJ,O,O,O,O,O,O,O,O,O
SZLTJIO,O,O,O,O,O,O,O,O,O
SZLTJOI,O,O,O,O,O,O,O,O,O
SZLTOIJ,O,O,O,O,O,O,O,O,O
SZLTOJI,O,O,O,O,O,O,O,O,O
SZLITJO,O,O,O,O,X,X,O,O,O
SZLITOJ,O,O,O,O,X,X,O,O,O
SZLIJTO,O,O,O,O,X,X,O,O,O
SZLIJOT,O,O,O,O,O,X,O,O,O
SZLIOTJ,O,O,O,O,X,X,O,O,O
SZLIOJT,X,O,O,O,O,X,O,O,O
SZLJTIO,O,O,O,O,X,X,O,O,O
SZLJTOI,O,O,O,O,X,X,O,O,O
SZLJITO,O,O,O,O,X,X,O,O,O
SZLJIOT,O,O,O,O,O,X,O,O,O
SZLJOTI,O,O,O,O,O,X,O,O,O
SZLJOIT,O,O,O,O,O,X,O,O,O
SZLOTIJ,O,O,O,O,O,O,O,O,O
SZLOTJI,O,O,O,O,O,O,O,O,O
SZLOITJ,O,O,O,O,X,X,O,O,O
SZLOIJT,X,O,O,O,O,X,O,O,O
SZLOJTI,X,O,O,O,O,X,O,O,O
SZLOJIT,X,O,O,O,O,X,O,O,O
SZJTILO,O,O,O,O,X,X,O,O,O
SZJTIOL,O,O,O,O,X,X,O,O,O
SZJTLIO,O,O,O,O,O,X,O,O,O
SZJTLOI,O,O,O,O,O,X,O,O,O
SZJTOIL,O,O,O,O,X,X,O,O,O
SZJTOLI,O,O,O,O,O,X,O,O,O
SZJITLO,O,O,O,O,X,X,O,O,O
SZJITOL,O,O,O,O,X,X,O,O,O
SZJILTO,O,O,O,O,X,X,O,O,O
SZJILOT,O,O,O,O,X,X,O,O,O
SZJIOTL,O,O,O,O,X,X,O,O,O
SZJIOLT,O,O,O,X,X,X,O,O,O
SZJLTIO,O,O,O,O,X,X,O,O,O
SZJLTOI,O,O,O,O,X,X,O,O,O
SZJLITO,O,O,O,O,X,X,O,O,O
SZJLIOT,O,O,O,O,O,X,O,O,O
SZJLOTI,O,O,O,O,O,X,O,O,O
SZJLOIT,O,O,O,O,O,X,O,O,O
SZJOTIL,O,O,O,O,X,X,O,O,O
SZJOTLI,O,O,O,O,O,X,O,O,O
SZJOITL,O,O,O,O,X,X,O,O,O
SZJOILT,O,O,O,X,X,X,O,O,O
SZJOLTI,O,O,O,X,O,X,O,O,O
SZJOLIT,O,O,O,X,O,X,O,O,O
SZOTILJ,O,O,O,O,X,X,O,O,O
SZOTIJL,O,O,O,O,X,X,O,O,O
SZOTLIJ,O,O,O,O,O,O,O,O,O
SZOTLJI,O,O,O,O,O,O,O,O,O
SZOTJIL,O,O,O,O,X,X,O,O,O
SZOTJLI,O,O,O,O,O,O,O,O,O
SZOITLJ,O,O,O,O,X,X,O,O,O
SZOITJL,O,O,O,O,X,X,O,O,O
SZOILTJ,O,O,O,O,X,X,O,O,O
SZOILJT,X,O,O,O,X,X,O,O,O
SZOIJTL,O,O,O,O,X,X,O,O,O
SZOIJLT,O,O,O,X,X,X,O,O,O
SZOLTIJ,O,O,O,O,O,O,O,O,O
SZOLTJI,O,O,O,O,O,O,O,O,O
SZOLITJ,O,O,O,O,X,X,O,O,O
SZOLIJT,X,O,O,O,O,X,O,O,O
SZOLJTI,X,O,O,O,O,X,O,O,O
SZOLJIT,X,O,O,O,O,X,O,O,O
SZOJTIL,O,O,O,O,X,X,O,O,O
SZOJTLI,O,O,O,O,O,X,O,O,O
SZOJITL,O,O,O,O,X,X,O,O,O
SZOJILT,O,O,O,X,X,X,O,O,O
SZOJLTI,O,O,O,X,O,X,O,O,O
SZOJLIT,O,O,O,X,O,X,O,O,O
SOTILJZ,X,O,O,O,X,O,X,X,O
SOTILZJ,X,O,O,O,X,O,X,X,O
SOTIJLZ,X,O,O,O,X,O,O,X,O
SOTIJZL,X,O,O,O,X,X,O,X,O
SOTIZLJ,X,O,O,O,X,X,O,X,O
SOTIZJL,X,O,O,O,X,X,O,X,O
SOTLIJZ,X,O,O,O,O,O,X,X,O
SOTLIZJ,X,O,O,O,O,O,X,X,O
SOTLJIZ,X,O,O,O,O,O,X,X,O
SOTLJZI,X,O,O,O,O,O,X,X,O
SOTLZIJ,X,O,O,O,O,O,X,X,O
SOTLZJI,X,O,O,O,O,O,X,X,O
SOTJILZ,X,O,O,O,X,O,O,X,O
SOTJIZL,X,O,O,O,X,X,O,X,O
SOTJLIZ,X,O,O,O,O,O,O,X,O
SOTJLZI,X,O,O,O,O,O,O,X,O
SOTJZIL,X,O,O,O,X,X,O,X,O
SOTJZLI,X,O,O,O,O,O,O,X,O
SOTZILJ,X,O,O,O,X,X,O,X,O
SOTZIJL,X,O,O,O,X,X,O,X,O
SOTZLIJ,X,O,O,O,O,O,O,X,O
SOTZLJI,X,O,O,O,O,O,O,X,O
SOTZJIL,X,O,O,O,X,X,O,X,O
SOTZJLI,X,O,O,O,O,O,O,X,O
SOITLJZ,X,O,O,O,X,O,X,X,O
SOITLZJ,X,O,O,O,X,O,X,X,O
SOITJLZ,X,O,O,O,X,O,O,X,O
SOITJZL,X,O,O,O,X,X,O,X,O
SOITZLJ,X,O,O,O,X,X,O,X,O
SOITZJL,X,O,O,O,X,X,O,X,O
SOILTJZ,X,O,O,O,X,O,X,X,O
SOILTZJ,X,O,O,O,X,O,X,X,O
SOILJTZ,X,X,X,O,X,X,X,O,O
SOILJZT,X,X,O,O,X,X,X,O,O
SOILZTJ,X,O,O,O,X,X,X,O,O
SOILZJT,X,O,O,O,X,X,X,O,O
SOIJTLZ,X,X,X,X,X,X,O,O,O
SOIJTZL,X,X,X,X,X,X,O,O,O
SOIJLTZ,X,X,X,X,X,X,X,O,O
SOIJLZT,X,X,O,X,X,X,X,O,O
SOIJZTL,X,X,O,X,X,X,O,O,O
SOIJZLT,X,X,O,X,X,X,O,O,O
SOIZTLJ,X,O,O,O,X,X,O,O,O
SOIZTJL,X,O,O,O,X,X,O,O,O
SOIZLTJ,X,O,O,O,X,X,O,O,O
SOIZLJT,X,O,O,O,X,X,O,O,O
SOIZJTL,X,O,O,O,X,X,O,O,O
SOIZJLT,X,O,O,X,X,X,O,O,O
SOLTIJZ,X,O,O,O,O,O,X,X,O
SOLTIZJ,X,O,O,O,O,O,X,X,O
SOLTJIZ,X,O,O,O,O,O,X,X,O
SOLTJZI,X,O,O,O,O,O,X,X,O
SOLTZIJ,X,O,O,O,O,O,X,X,O
SOLTZJI,X,O,O,O,O,O,X,X,O
SOLITJZ,X,O,O,O,O,O,X,X,O
SOLITZJ,X,O,O,O,O,O,X,X,O
SOLIJTZ,X,X,X,O,X,X,X,O,O
SOLIJZT,X,X,O,O,X,X,X,O,O
SOLIZTJ,X,O,O,O,X,X,X,O,O
SOLIZJT,X,O,O,O,O,X,X,O,O
SOLJTIZ,X,X,X,O,X,O,X,O,O
SOLJTZI,X,X,X,O,X,O,X,O,O
SOLJITZ,X,X,X,O,X,X,X,O,O
SOLJIZT,X,X,O,O,X,X,X,O,O
SOLJZTI,X,X,O,O,X,X,X,O,O
SOLJZIT,X,X,O,O,X,X,X,O,O
SOLZTIJ,X,O,O,O,O,O,X,O,O
SOLZTJI,X,O,O,O,O,O,X,O,O
SOLZITJ,X,O,O,O,X,X,X,O,O
SOLZIJT,X,O,O,O,O,X,X,O,O
SOLZJTI,X,O,O,O,O,X,X,O,O
SOLZJIT,X,O,O,O,O,X,X,O,O
SOJTILZ,X,X,X,X,X,O,O,O,O
SOJTIZL,X,X,X,X,X,X,O,O,O
SOJTLIZ,X,X,X,X,X,O,O,O,O
SOJTLZI,X,X,X,X,X,O,O,O,O
SOJTZIL,X,X,X,X,X,X,O,O,O
SOJTZLI,X,X,X,X,X,O,O,O,O
SOJITLZ,X,X,X,X,X,X,O,O,O
SOJITZL,X,X,X,X,X,X,O,O,O
SOJILTZ,X,X,X,X,X,X,X,O,O
SOJILZT,X,X,O,X,X,X,X,O,O
SOJIZTL,X,X,O,X,X,X,O,O,O
SOJIZLT,X,X,O,X,X,X,O,O,O
SOJLTIZ,X,X,X,X,X,O,X,O,O
SOJLTZI,X,X,X,X,X,O,X,O,O
SOJLITZ,X,X,X,X,X,X,X,O,O
SOJLIZT,X,X,O,X,X,X,X,O,O
SOJLZTI,X,X,O,X,X,X,X,O,O
SOJLZIT,X,X,O,X,X,X,X,O,O
SOJZTIL,X,X,O,X,X,X,O,O,O
SOJZTLI,X,X,O,X,X,X,O,O,O
SOJZITL,X,X,O,X,X,X,O,O,O
SOJZILT,X,X,O,X,X,X,O,O,O
SOJZLTI,X,X,O,X,X,X,O,O,O
SOJZLIT,X,X,O,X,X,X,O,O,O
SOZTILJ,X,O,O,O,X,X,O,O,O
SOZTIJL,X,O,O,O,X,X,O,O,O
SOZTLIJ,X,O,O,O,O,O,O,O,O
SOZTLJI,X,O,O,O,O,O,O,O,O
SOZTJIL,X,O,O,O,X,X,O,O,O
SOZTJLI,X,O,O,O,O,O,O,O,O
SOZITLJ,X,O,O,O,X,X,O,O,O
SOZITJL,X,O,O,O,X,X,O,O,O
SOZILTJ,X,O,O,O,X,X,O,O,O
SOZILJT,X,O,O,O,X,X,O,O,O
SOZIJTL,X,O,O,O,X,X,O,O,O
SOZIJLT,X,O,O,X,X,X,O,O,O
SOZLTIJ,X,O,O,O,O,O,O,O,O
SOZLTJI,X,O,O,O,O,O,O,O,O
SOZLITJ,X,O,O,O,X,X,O,O,O
SOZLIJT,X,O,O,O,O,X,O,O,O
SOZLJTI,X,O,O,O,O,X,O,O,O
SOZLJIT,X,O,O,O,O,X,O,O,O
SOZJTIL,X,O,O,O,X,X,O,O,O
SOZJTLI,X,O,O,O,O,X,O,O,O
SOZJITL,X,O,O,O,X,X,O,O,O
SOZJILT,X,O,O,X,X,X,O,O,O
SOZJLTI,X,O,O,X,O,X,O,O,O
SOZJLIT,X,O,O,X,O,X,O,O,O
ZTILJSO,O,O,O,O,O,X,O,O,O
ZTILJOS,O,O,O,O,O,X,O,O,O
ZTILSJO,O,O,O,O,O,X,O,O,O
ZTILSOJ,O,O,O,O,O,X,O,O,O
ZTILOJS,O,O,O,O,O,X,O,O,O
ZTILOSJ,O,O,O,O,O,X,O,O,O
ZTIJLSO,O,O,O,O,O,X,O,O,O
ZTIJLOS,O,O,O,O,O,X,O,O,O
ZTIJSLO,O,O,O,O,X,X,O,O,O
ZTIJSOL,O,O,O,O,X,X,O,O,O
ZTIJOLS,O,O,O,O,O,X,O,O,O
ZTIJOSL,O,O,O,O,X,X,O,O,O
ZTISLJO,O,O,O,O,X,X,O,O,O
ZTISLOJ,O,O,O,O,X,X,O,O,O
ZTISJLO,O,O,O,O,X,X,O,O,O
ZTISJOL,O,O,O,O,X,X,O,O,O
ZTISOLJ,O,O,O,O,X,X,O,O,O
ZTISOJL,O,O,O,O,X,X,O,O,O
ZTIOLJS,O,O,O,O,O,X,O,O,O
ZTIOLSJ,O,O,O,O,O,X,O,O,O
ZTIOJLS,O,O,O,O,O,X,O,O,O
ZTIOJSL,O,O,O,O,X,X,O,O,O
ZTIOSLJ,O,O,O,O,X,X,O,O,O
ZTIOSJL,O,O,O,O,X,X,O,O,O
