sequence,v115@zgC8GeB8HeB8HeF8AeI8Ne37IvhFzcBGeBylBUjBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NeaBJvhFUdBGeBTgBfnBVt?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFehBzcBfjB6jBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NeU8IvhFFdBXeBTgBSoBmm?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Nez7IvhFUdBFeB2lBfnBSt?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFmcBCeBXhBTjBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Ne/CJvhFajBTgB0hB2xB5o?BFrB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFyhBzdB+jBXhBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Nez7IvhFxdB2lBUjBFnBfs?BSyB,v115@zgC8GeB8HeB8HeF8AeI8NeF8IvhFxdBTgBmmBftB6t?BUsB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFmcBzdBXhBFnB5o?ByxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFxcB+jBXhBFnBKt?BTsB
STIOZJL,O,O,O,X,X,O,X,X,X,X,O,X
STLIJZO,O,O,O,X,X,X,X,O,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,O,X,X,X,X
STLIZJO,O,O,O,X,X,X,X,O,X,X,O,X
STLIZOJ,O,O,O,X,X,X,X,X,X,X,O,X
STLIOJZ,O,O,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,O,O,X,X,X,X,X,X,X,O,X
STLJIZO,O,O,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,X,X,X,X,X,X,X,X,X
STLJOIZ,O,O,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,X,X,X,O,X,X,O,X
STLZIOJ,O,O,O,X,X,X,X,X,X,X,O,X
STLZJIO,O,O,O,X,X,O,X,X,X,X,O,X
STLZJOI,O,O,O,X,X,O,X,X,X,X,O,X
STLZOIJ,O,O,X,X,X,X,X,X,X,X,O,X
STLZOJI,O,O,O,X,X,X,X,X,X,X,O,X
STLOIJZ,O,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X,X,X,O,X
STLOJIZ,O,O,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,X,X,X,O,X
STLOZJI,O,O,O,X,X,X,X,X,X,X,O,X
STJILZO,X,O,O,X,O,X,X,X,X,X,X,X
STJILOZ,X,X,X,X,O,X,X,X,X,X,X,X
STJIZLO,X,O,O,X,O,X,X,X,X,X,X,X
STJIZOL,X,O,O,X,O,X,X,X,X,X,X,X
STJIOLZ,X,O,X,X,O,X,X,X,X,X,X,X
STJIOZL,X,O,X,X,O,X,X,X,X,X,X,X
STJLIZO,X,O,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,O,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,O,O,X,X,X,X,X,X,X,X,X
STJLZOI,X,O,O,X,X,X,X,X,X,X,X,X
STJLOIZ,X,O,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,O,X,X,X,X,X,X,X,X,X,X
STJZILO,X,O,O,X,O,X,X,X,O,X,X,X
STJZIOL,X,O,O,X,O,X,X,X,O,X,X,X
STJZLIO,X,O,O,X,X,X,X,X,O,X,X,X
STJZLOI,X,O,O,X,O,X,X,X,O,X,X,X
STJZOIL,X,O,O,X,O,X,X,X,O,X,X,X
STJZOLI,X,O,O,X,O,X,X,X,O,X,X,X
STJOILZ,X,O,X,X,O,X,X,X,X,X,X,X
STJOIZL,X,O,X,X,O,X,X,X,X,X,X,X
STJOLIZ,X,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,X,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,O,X,X,O,X,X,X,O,X,X,X
STJOZLI,X,O,X,X,O,X,X,X,O,X,X,X
STZILJO,X,O,O,X,O,O,X,O,X,X,O,X
STZILOJ,X,O,O,X,O,X,X,X,X,X,O,X
STZIJLO,X,O,O,X,O,O,X,O,X,X,O,X
STZIJOL,X,O,O,X,O,O,X,O,X,X,O,X
STZIOLJ,X,O,O,X,X,O,X,X,X,X,X,X
STZIOJL,X,O,O,X,O,O,X,X,X,X,O,X
STZLIJO,O,O,O,X,X,X,X,O,X,X,O,X
STZLIOJ,O,O,O,X,X,X,X,X,X,X,O,X
STZLJIO,O,O,O,X,X,O,X,X,X,X,O,X
STZLJOI,O,O,O,X,O,O,X,X,X,X,O,X
STZLOIJ,O,O,X,X,X,X,X,X,X,X,O,X
STZLOJI,O,O,O,X,X,X,X,X,X,X,O,X
STZJILO,X,O,O,X,O,O,X,X,O,X,O,X
STZJIOL,X,O,O,X,O,O,X,X,O,X,O,X
STZJLIO,O,O,O,X,X,O,X,X,O,X,O,X
STZJLOI,O,O,O,X,O,O,X,X,O,X,O,X
STZJOIL,X,O,O,X,O,X,X,X,O,X,O,X
STZJOLI,O,O,O,X,O,X,X,X,O,X,X,X
STZOILJ,X,O,O,X,X,X,X,X,X,X,X,X
STZOIJL,X,O,O,X,X,X,X,X,X,X,O,X
STZOLIJ,O,O,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,X,X,X,X,X,X,X,X,X
STZOJIL,X,O,O,X,O,X,X,X,X,X,O,X
STZOJLI,O,O,O,X,O,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,O,X,X,X,X,X,X,X,X,X
STOIJLZ,X,O,X,X,X,X,X,X,X,X,X,X
STOIJZL,X,O,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X,X,X,X,X,X
STOIZJL,O,O,O,X,X,X,X,X,X,X,O,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,X,X,X,X,X,X,X,X,X
STOJILZ,X,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,X,O,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,X,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,O,X,X,X,X,X,X,X,X,X
STOZIJL,X,O,O,X,X,X,X,X,X,X,O,X
STOZLIJ,O,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,X,X,X,X,X,X
STOZJIL,X,O,O,X,X,X,X,X,X,X,O,X
STOZJLI,O,O,O,X,X,X,X,X,X,X,X,X
SITLJZO,X,O,O,X,O,X,X,X,X,X,X,X
SITLJOZ,X,O,X,X,O,X,X,X,X,X,X,X
SITLZJO,X,O,O,X,O,X,X,X,X,X,X,X
SITLZOJ,X,O,O,X,O,X,X,X,X,X,X,X
SITLOJZ,X,O,X,X,O,X,X,X,X,X,X,X
SITLOZJ,X,O,O,X,O,X,X,X,X,X,X,X
SITJLZO,X,O,O,X,O,X,X,X,X,X,X,X
SITJLOZ,X,O,X,X,O,X,X,X,X,X,X,X
SITJZLO,X,O,O,X,O,X,X,X,X,X,X,X
SITJZOL,X,O,O,X,O,X,X,X,X,X,X,X
SITJOLZ,X,O,X,X,O,X,X,X,X,X,X,X
SITJOZL,X,O,X,X,O,X,X,X,X,X,X,X
SITZLJO,X,O,O,X,O,X,X,X,X,X,X,X
SITZLOJ,X,O,O,X,O,X,X,X,X,X,X,X
SITZJLO,X,O,O,X,O,X,X,X,X,X,X,X
SITZJOL,X,O,O,X,O,X,X,X,X,X,X,X
SITZOLJ,X,O,O,X,X,X,X,X,X,X,X,X
SITZOJL,X,O,O,X,O,X,X,X,X,X,X,X
SITOLJZ,X,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,O,O,X,X,X,X,X,X,X,X,X
SITOJLZ,X,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,O,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,O,O,X,X,X,X,X,X,X,X,X
SITOZJL,X,O,O,X,X,X,X,X,X,X,X,X
SILTJZO,X,O,X,X,O,X,X,X,X,X,X,X
SILTJOZ,X,O,X,X,O,X,X,X,X,X,X,X
SILTZJO,X,O,O,X,O,X,X,X,X,X,X,X
SILTZOJ,X,O,X,X,O,X,X,X,X,X,X,X
SILTOJZ,X,O,X,X,O,X,X,X,X,X,X,X
SILTOZJ,X,O,X,X,O,X,X,X,X,X,X,X
SILJTZO,X,O,X,X,O,X,X,X,X,X,X,X
SILJTOZ,X,O,X,X,O,X,X,X,X,X,X,X
SILJZTO,X,O,X,X,O,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,O,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,O,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,O,X,X,X,X,X,X,X
SILZTJO,X,O,O,X,O,X,X,X,X,X,X,X
SILZTOJ,X,O,O,X,O,X,X,X,X,X,X,X
SILZJTO,X,O,O,X,O,X,X,X,X,X,X,X
SILZJOT,X,X,O,X,O,X,X,X,X,X,X,X
SILZOTJ,X,O,O,X,O,X,X,X,X,X,X,X
SILZOJT,X,O,O,X,O,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,O,X,X,X,X,X,X,X
SILOTZJ,X,O,X,X,O,X,X,X,X,X,X,X
SILOJTZ,X,O,X,X,O,X,X,X,X,X,X,X
SILOJZT,X,O,X,X,O,X,X,X,X,X,X,X
SILOZTJ,X,O,X,X,O,X,X,X,X,X,X,X
SILOZJT,X,O,X,X,O,X,X,X,X,X,X,X
SIJTLZO,X,O,X,X,O,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,X,O,X,X,X,X,X,X,X
SIJTZLO,X,O,X,X,O,X,X,X,X,X,X,X
SIJTZOL,X,O,X,X,O,X,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,O,X,X,X,X,X,X,X
SIJTOZL,X,O,X,X,O,X,X,X,X,X,X,X
SIJLTZO,X,O,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,X,O,X,X,O,X,X,X,X,X,X,X
SIJLZTO,X,O,X,X,O,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,O,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,O,X,X,X,X,X,X,X
SIJZTLO,X,O,X,X,O,X,X,X,X,X,X,X
SIJZTOL,X,O,X,X,O,X,X,X,X,X,X,X
SIJZLTO,X,O,X,X,O,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,O,X,X,X,X,X,X,X
SIJZOTL,X,O,X,X,O,X,X,X,X,X,X,X
SIJZOLT,X,O,X,X,O,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,O,X,X,X,X,X,X,X
SIJOTZL,X,O,X,X,O,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,O,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,O,X,X,X,X,X,X,X
SIJOZTL,X,O,X,X,O,X,X,X,X,X,X,X
SIJOZLT,X,O,X,X,O,X,X,X,X,X,X,X
SIZTLJO,X,O,O,X,O,X,X,X,X,X,X,X
SIZTLOJ,X,O,O,X,O,X,X,X,X,X,X,X
SIZTJLO,X,O,O,X,O,X,X,X,X,X,X,X
SIZTJOL,X,O,O,X,O,X,X,X,X,X,X,X
SIZTOLJ,X,O,O,X,X,X,X,X,X,X,X,X
SIZTOJL,X,O,O,X,O,X,X,X,X,X,X,X
SIZLTJO,X,O,O,X,O,X,X,X,X,X,X,X
SIZLTOJ,X,O,O,X,O,X,X,X,X,X,X,X
SIZLJTO,X,O,O,X,O,X,X,X,X,X,X,X
SIZLJOT,X,X,O,X,O,X,X,X,X,X,X,X
SIZLOTJ,X,O,O,X,O,X,X,X,X,X,X,X
SIZLOJT,X,O,O,X,O,X,X,X,X,X,X,X
SIZJTLO,X,O,O,X,O,X,X,X,X,X,X,X
SIZJTOL,X,O,O,X,O,X,X,X,X,X,X,X
SIZJLTO,X,O,O,X,O,X,X,X,X,X,X,X
SIZJLOT,X,X,O,X,O,X,X,X,X,X,X,X
SIZJOTL,X,O,O,X,O,X,X,X,X,X,X,X
SIZJOLT,X,O,O,X,O,X,X,X,X,X,X,X
SIZOTLJ,X,O,O,X,X,X,X,X,X,X,X,X
SIZOTJL,X,O,O,X,O,X,X,X,X,X,X,X
SIZOLTJ,X,O,O,X,O,X,X,X,X,X,X,X
SIZOLJT,X,O,O,X,O,X,X,X,X,X,X,X
SIZOJTL,X,O,O,X,O,X,X,X,X,X,X,X
SIZOJLT,X,O,O,X,O,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,O,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,O,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,O,X,X,O,X,X,X,X,X,X,X
SIOLTZJ,X,O,X,X,O,X,X,X,X,X,X,X
SIOLJTZ,X,O,X,X,O,X,X,X,X,X,X,X
SIOLJZT,X,O,X,X,O,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,X,O,X,X,X,X,X,X,X
SIOLZJT,X,O,X,X,O,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,O,X,X,X,X,X,X,X
SIOJTZL,X,O,X,X,O,X,X,X,X,X,X,X
SIOJLTZ,X,O,X,X,O,X,X,X,X,X,X,X
SIOJLZT,X,O,X,X,O,X,X,X,X,X,X,X
SIOJZTL,X,O,X,X,O,X,X,X,X,X,X,X
SIOJZLT,X,O,X,X,O,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,O,X,X,O,X,X,X,X,X,X,X
SIOZLTJ,X,O,X,X,O,X,X,X,X,X,X,X
SIOZLJT,X,O,X,X,O,X,X,X,X,X,X,X
SIOZJTL,X,O,X,X,O,X,X,X,X,X,X,X
SIOZJLT,X,O,X,X,O,X,X,X,X,X,X,X
SLTIJZO,O,O,O,O,O,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTIZJO,O,O,O,X,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,O,O,X,X,X,X,X,X,X,X
SLTJIZO,O,O,X,O,O,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTJZIO,O,O,O,O,O,X,X,X,X,X,X,X
SLTJZOI,O,O,O,O,O,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,O,X,X,X,X,X,X,X
SLTJOZI,O,O,X,O,O,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,O,X,X,X,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,O,O,X,X,X,X,X,X,X
SLTZJOI,O,O,O,O,O,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,X,X,X,X,X,X,X
SLTZOJI,O,O,O,O,O,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,O,X,X,X,X,X,X,X,X
SLTOIZJ,O,X,X,O,X,X,X,X,X,X,X,X
SLTOJIZ,O,X,X,O,O,X,X,X,X,X,X,X
SLTOJZI,O,O,X,O,O,X,X,X,X,X,X,X
SLTOZIJ,O,X,X,O,X,X,X,X,X,X,X,X
SLTOZJI,O,O,O,O,O,X,X,X,X,X,X,X
SLITJZO,O,O,X,O,O,X,X,X,X,X,X,X
SLITJOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLITZJO,O,O,O,X,O,X,X,X,X,X,X,X
SLITZOJ,O,O,X,X,O,X,X,X,X,X,X,X
SLITOJZ,O,O,X,X,O,X,X,X,X,X,X,X
SLITOZJ,O,O,X,O,O,X,X,X,X,X,X,X
SLIJTZO,O,O,X,O,O,X,X,X,X,X,X,X
SLIJTOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLIJZTO,O,O,X,O,O,X,X,X,X,X,X,X
SLIJZOT,O,X,X,X,O,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,O,X,X,X,X,X,X,X
SLIJOZT,X,X,X,X,O,X,X,X,X,X,X,X
SLIZTJO,O,O,O,X,O,X,X,X,X,X,X,X
SLIZTOJ,O,O,O,X,O,X,X,X,X,X,X,X
SLIZJTO,O,O,O,X,O,X,X,X,X,X,X,X
SLIZJOT,O,X,O,X,O,X,X,X,X,X,X,X
SLIZOTJ,O,O,O,X,O,X,X,X,X,X,X,X
SLIZOJT,O,O,O,X,O,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,O,O,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,O,O,X,X,X,X,X,X,X
SLIOJTZ,X,O,X,O,O,X,X,X,X,X,X,X
SLIOJZT,X,O,X,O,O,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,O,O,X,X,X,X,X,X,X
SLIOZJT,O,O,X,O,O,X,X,X,X,X,X,X
SLJTIZO,O,X,X,O,O,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,O,X,O,X,X,X,X,X
SLJTZIO,O,X,O,O,O,X,X,X,X,X,X,X
SLJTZOI,O,X,O,O,O,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,O,X,O,X,X,X,X,X
SLJTOZI,O,X,X,O,O,X,O,X,X,X,X,X
SLJITZO,O,O,X,O,O,X,X,X,X,X,X,X
SLJITOZ,O,O,X,X,O,X,O,X,X,X,X,X
SLJIZTO,O,O,X,O,O,X,X,X,X,X,X,X
SLJIZOT,O,X,X,X,O,X,O,X,X,X,X,X
SLJIOTZ,X,X,X,X,O,X,O,X,X,X,X,X
SLJIOZT,X,X,X,X,O,X,O,X,X,X,X,X
SLJZTIO,O,X,O,O,O,X,X,X,X,X,X,X
SLJZTOI,O,X,O,O,O,X,X,X,X,X,X,X
SLJZITO,O,O,O,O,O,X,X,X,X,X,X,X
SLJZIOT,O,X,O,X,O,X,O,X,X,X,X,X
SLJZOTI,O,X,O,O,O,X,O,X,X,X,X,X
SLJZOIT,O,X,O,X,O,X,O,X,X,X,X,X
SLJOTIZ,X,X,X,O,O,X,O,X,X,X,X,X
SLJOTZI,X,X,X,O,O,X,O,X,X,X,X,X
SLJOITZ,X,X,X,O,O,X,O,X,X,X,X,X
SLJOIZT,X,X,X,O,O,X,O,X,X,X,X,X
SLJOZTI,X,X,X,O,O,X,O,X,X,X,X,X
SLJOZIT,X,X,X,O,O,X,O,X,X,X,X,X
SLZTIJO,O,O,O,X,O,X,X,X,X,X,X,X
SLZTIOJ,O,O,O,X,X,X,X,X,X,X,X,X
SLZTJIO,O,X,O,O,O,X,X,X,X,X,X,X
SLZTJOI,O,X,O,O,O,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,O,X,X,X,X,X,X,X,X
SLZTOJI,O,X,O,O,O,X,X,X,X,X,X,X
SLZITJO,O,O,O,X,O,X,X,X,X,X,X,X
SLZITOJ,O,O,O,X,O,X,X,X,X,X,X,X
SLZIJTO,O,O,O,X,O,X,X,X,X,X,X,X
SLZIJOT,O,X,O,X,O,X,X,X,X,X,X,X
SLZIOTJ,O,O,O,X,O,X,X,X,X,X,X,X
SLZIOJT,O,O,O,X,O,X,X,X,X,X,X,X
SLZJTIO,O,X,O,O,O,X,X,X,X,X,X,X
SLZJTOI,O,X,O,O,O,X,X,X,X,X,X,X
SLZJITO,O,O,O,O,O,X,X,X,X,X,X,X
SLZJIOT,O,X,O,X,O,X,X,X,X,X,X,X
SLZJOTI,O,X,O,O,O,X,X,X,X,X,X,X
SLZJOIT,O,X,O,X,O,X,X,X,X,X,X,X
SLZOTIJ,O,O,X,O,X,X,X,X,X,X,X,X
SLZOTJI,O,X,O,O,O,X,X,X,X,X,X,X
SLZOITJ,O,O,O,O,X,X,X,X,X,X,X,X
SLZOIJT,O,O,O,O,X,X,X,X,X,X,X,X
SLZOJTI,O,X,O,O,O,X,X,X,X,X,X,X
SLZOJIT,O,O,O,O,O,X,X,X,X,X,X,X
SLOTIJZ,O,O,X,O,X,X,X,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,X,X,X,X,X,X,X
SLOTJIZ,O,X,X,O,O,X,X,X,X,X,X,X
SLOTJZI,O,X,X,O,O,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,O,X,X,X,X,X,X,X,X
SLOTZJI,O,X,O,O,O,X,X,X,X,X,X,X
SLOITJZ,O,O,X,O,X,X,X,X,X,X,X,X
SLOITZJ,O,O,X,O,X,X,X,X,X,X,X,X
SLOIJTZ,X,O,X,O,X,X,X,X,X,X,X,X
SLOIJZT,X,O,X,O,X,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,O,X,X,X,X,X,X,X,X
SLOIZJT,O,O,X,O,X,X,X,X,X,X,X,X
SLOJTIZ,X,X,X,O,O,X,O,X,X,X,X,X
SLOJTZI,X,X,X,O,O,X,O,X,X,X,X,X
SLOJITZ,X,O,X,O,O,X,O,X,X,X,X,X
SLOJIZT,X,O,X,O,O,X,O,X,X,X,X,X
SLOJZTI,X,X,X,O,O,X,O,X,X,X,X,X
SLOJZIT,X,O,X,O,O,X,O,X,X,X,X,X
SLOZTIJ,O,O,X,O,X,X,X,X,X,X,X,X
SLOZTJI,O,X,O,O,O,X,X,X,X,X,X,X
SLOZITJ,O,O,O,O,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,O,X,X,X,X,X,X,X,X
SLOZJTI,O,X,O,O,O,X,X,X,X,X,X,X
SLOZJIT,O,O,O,O,O,X,X,X,X,X,X,X
SJTILZO,X,X,O,O,O,X,X,X,X,O,X,X
SJTILOZ,X,X,X,O,O,X,O,X,X,O,X,X
SJTIZLO,X,X,O,O,O,X,X,X,X,O,X,X
SJTIZOL,X,X,O,X,O,X,X,X,X,O,X,X
SJTIOLZ,X,X,X,X,O,X,O,X,X,O,X,X
SJTIOZL,X,X,X,X,O,X,O,X,X,O,X,X
SJTLIZO,X,X,X,X,X,X,X,X,X,O,X,X
SJTLIOZ,X,X,X,X,X,X,O,X,X,O,X,X
SJTLZIO,X,X,O,X,X,X,X,X,X,O,X,X
SJTLZOI,X,X,O,X,X,X,X,O,X,X,X,X
SJTLOIZ,X,X,X,X,X,X,O,X,X,O,X,X
SJTLOZI,X,X,X,X,X,X,O,O,X,X,X,X
SJTZILO,X,X,O,O,O,X,X,X,O,O,X,X
SJTZIOL,X,X,O,X,O,X,X,X,O,O,X,X
SJTZLIO,X,X,O,X,X,X,X,X,O,O,X,X
SJTZLOI,X,X,O,X,O,X,X,O,O,X,X,X
SJTZOIL,X,X,O,X,O,X,X,X,O,X,X,X
SJTZOLI,X,X,O,X,O,X,X,O,O,X,X,X
SJTOILZ,X,X,X,X,O,X,O,X,X,O,X,X
SJTOIZL,X,X,X,X,O,X,O,X,X,O,X,X
SJTOLIZ,X,X,X,X,X,X,O,X,X,O,X,X
SJTOLZI,X,X,X,X,X,X,O,O,X,X,X,X
SJTOZIL,X,X,X,X,O,X,O,X,O,X,X,X
SJTOZLI,X,X,X,X,O,X,O,O,O,X,X,X
SJITLZO,X,O,X,O,O,X,X,X,X,O,X,X
SJITLOZ,X,O,X,O,O,X,O,X,X,O,X,X
SJITZLO,X,O,X,O,O,X,X,X,X,O,X,X
SJITZOL,X,O,X,X,O,X,X,X,X,O,X,X
SJITOLZ,X,O,X,X,O,X,O,X,X,O,X,X
SJITOZL,X,O,X,X,O,X,O,X,X,O,X,X
SJILTZO,X,O,X,O,O,X,X,X,X,O,X,X
SJILTOZ,X,O,X,O,O,X,O,X,X,O,X,X
SJILZTO,X,O,X,O,O,X,X,X,X,O,X,X
SJILZOT,X,X,X,O,O,X,O,X,X,X,X,X
SJILOTZ,X,X,X,O,O,X,O,X,X,O,X,X
SJILOZT,X,X,X,O,O,X,O,X,X,X,X,X
SJIZTLO,X,O,X,O,O,X,X,X,X,O,X,X
SJIZTOL,X,O,X,X,O,X,X,X,X,O,X,X
SJIZLTO,X,O,X,O,O,X,X,X,X,X,X,X
SJIZLOT,X,X,X,O,O,X,O,X,X,X,X,X
SJIZOTL,X,O,X,X,O,X,O,X,X,X,X,X
SJIZOLT,X,O,X,X,O,X,O,X,X,X,X,X
SJIOTLZ,X,O,X,X,O,X,O,X,X,O,X,X
SJIOTZL,X,O,X,X,O,X,O,X,X,O,X,X
SJIOLTZ,X,O,X,X,O,X,O,X,X,X,X,X
SJIOLZT,X,O,X,X,O,X,O,X,X,X,X,X
SJIOZTL,X,O,X,X,O,X,O,X,X,X,X,X
SJIOZLT,X,O,X,X,O,X,O,X,X,X,X,X
SJLTIZO,X,X,X,X,O,X,X,X,X,O,X,X
SJLTIOZ,X,X,X,X,O,X,O,X,X,O,X,X
SJLTZIO,X,X,O,X,O,X,X,X,X,O,X,X
SJLTZOI,X,X,O,X,O,X,X,X,X,X,X,X
SJLTOIZ,X,X,X,X,O,X,O,X,X,O,X,X
SJLTOZI,X,X,X,X,O,X,O,X,X,X,X,X
SJLITZO,X,O,X,X,O,X,X,X,X,O,X,X
SJLITOZ,X,O,X,X,O,X,O,X,X,O,X,X
SJLIZTO,X,O,X,X,O,X,X,X,X,O,X,X
SJLIZOT,X,X,X,X,O,X,O,X,X,X,X,X
SJLIOTZ,X,X,X,X,O,X,O,X,X,O,X,X
SJLIOZT,X,X,X,X,O,X,O,X,X,X,X,X
SJLZTIO,X,X,O,X,O,X,X,X,X,O,X,X
SJLZTOI,X,X,O,X,O,X,X,X,X,X,X,X
SJLZITO,X,O,O,X,O,X,X,X,X,O,X,X
SJLZIOT,X,X,O,X,O,X,O,X,X,X,X,X
SJLZOTI,X,X,O,X,O,X,O,X,X,X,X,X
SJLZOIT,X,X,O,X,O,X,O,X,X,X,X,X
SJLOTIZ,X,X,X,X,O,X,O,X,X,O,X,X
SJLOTZI,X,X,X,X,O,X,O,X,X,X,X,X
SJLOITZ,X,X,X,X,O,X,O,X,X,O,X,X
SJLOIZT,X,X,X,X,O,X,O,X,X,X,X,X
SJLOZTI,X,X,X,X,O,X,O,X,X,X,X,X
SJLOZIT,X,X,X,X,O,X,O,X,X,X,X,X
SJZTILO,X,X,O,O,O,X,X,X,O,O,X,O
SJZTIOL,X,X,O,X,O,X,X,X,O,O,X,O
SJZTLIO,X,X,O,X,X,X,X,X,O,O,X,O
SJZTLOI,X,X,O,X,O,X,X,O,O,X,X,O
SJZTOIL,X,X,O,X,O,X,X,X,O,X,X,O
SJZTOLI,X,X,O,X,O,X,X,O,O,X,X,O
SJZITLO,X,O,O,O,O,X,X,O,X,O,X,O
SJZITOL,X,O,O,X,O,X,X,O,X,O,X,O
SJZILTO,X,O,O,O,O,X,X,X,X,X,X,X
SJZILOT,X,X,O,O,O,X,O,X,X,X,X,X
SJZIOTL,X,O,O,X,O,X,O,O,X,X,X,X
