sequence,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBulBziBim?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBqlB2mBzi?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhF6gBxcBmhBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBOiBChBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBChBmiBTiBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jex6IvhFTcBGgBiiB0iBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFmbBzcBfjBqlBxm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBKiBfjBGhBzl?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jel6IvhFTdBxgB8nBXhBas?BWwB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFlbBXhBZnBznBSw?BGsB
JOZLTIS,O,O,O,X,X,X,X,X,X,X
JOZLTSI,O,O,O,X,X,X,X,O,X,X
JOZLITS,O,O,O,X,X,X,X,X,X,X
JOZLIST,O,O,O,O,X,X,X,X,X,O
JOZLSTI,O,O,O,O,X,X,X,X,X,O
JOZLSIT,O,O,O,O,X,X,X,X,X,O
JOZSTIL,O,O,O,O,X,X,X,O,X,X
JOZSTLI,O,O,O,O,X,X,X,O,X,X
JOZSITL,O,O,O,O,X,X,X,X,X,X
JOZSILT,O,O,O,O,X,X,X,X,X,X
JOZSLTI,O,O,O,O,O,X,X,X,X,X
JOZSLIT,O,O,O,O,O,X,X,X,X,X
STILJZO,X,X,O,O,O,O,O,O,X,X
STILJOZ,X,X,O,O,O,O,O,O,X,X
STILZJO,X,X,O,O,O,X,O,O,X,X
STILZOJ,X,X,O,O,O,X,O,O,O,X
STILOJZ,X,X,O,O,O,O,O,O,X,X
STILOZJ,X,X,O,O,O,X,O,O,X,X
STIJLZO,X,X,O,O,O,O,O,O,X,X
STIJLOZ,X,X,O,O,O,O,O,O,X,X
STIJZLO,X,X,O,O,O,O,X,O,X,X
STIJZOL,X,X,O,O,X,O,X,X,X,X
STIJOLZ,X,X,O,X,X,O,O,X,X,X
STIJOZL,X,X,O,X,X,O,X,X,X,X
STIZLJO,X,X,O,O,O,X,O,O,X,X
STIZLOJ,X,X,O,O,O,X,O,O,O,X
STIZJLO,X,X,O,O,O,X,X,O,X,X
STIZJOL,X,X,O,O,X,X,X,X,X,X
STIZOLJ,X,X,O,O,O,X,O,O,O,X
STIZOJL,X,X,O,O,X,X,X,O,X,X
STIOLJZ,X,X,O,O,X,O,O,O,X,X
STIOLZJ,X,X,O,O,X,X,O,O,X,X
STIOJLZ,X,X,O,O,X,O,O,O,X,X
STIOJZL,X,X,O,O,X,O,X,O,X,X
STIOZLJ,X,X,O,O,X,X,O,O,X,X
STIOZJL,X,X,O,O,X,X,X,O,X,X
STLIJZO,O,O,O,O,O,O,O,O,X,X
STLIJOZ,O,O,O,O,O,O,O,O,X,X
STLIZJO,O,O,O,O,O,X,O,O,X,X
STLIZOJ,O,O,O,O,O,X,O,O,O,X
STLIOJZ,X,O,O,O,O,O,O,O,X,X
STLIOZJ,O,O,O,O,O,X,O,O,X,X
STLJIZO,O,O,O,O,O,O,O,O,X,X
STLJIOZ,O,O,O,O,O,O,O,O,X,X
STLJZIO,O,O,O,O,O,O,O,O,X,X
STLJZOI,O,O,O,O,O,O,X,O,X,X
STLJOIZ,O,O,O,O,O,O,X,O,X,X
STLJOZI,O,O,O,O,O,O,X,O,X,X
STLZIJO,O,O,O,O,O,X,O,O,X,X
STLZIOJ,O,O,O,O,O,X,O,O,O,X
STLZJIO,O,O,O,O,O,O,O,O,X,X
STLZJOI,O,O,O,O,O,O,X,O,X,X
STLZOIJ,O,O,O,O,O,X,X,O,O,X
STLZOJI,O,O,O,O,O,O,X,O,X,X
STLOIJZ,X,O,O,O,O,O,X,O,X,X
STLOIZJ,O,O,O,O,O,X,X,O,X,X
STLOJIZ,O,O,O,O,O,O,X,O,X,X
STLOJZI,O,O,O,O,O,O,X,O,X,X
STLOZIJ,O,O,O,O,O,X,X,O,X,X
STLOZJI,O,O,O,O,O,O,X,O,X,X
STJILZO,O,O,O,O,O,O,O,O,X,X
STJILOZ,O,O,O,O,O,O,O,O,X,X
STJIZLO,O,X,O,O,O,O,X,O,X,X
STJIZOL,O,X,O,O,X,O,X,X,X,X
STJIOLZ,O,X,O,X,X,O,O,X,X,X
STJIOZL,O,X,O,X,X,O,X,X,X,X
STJLIZO,O,O,O,O,O,O,X,O,X,X
STJLIOZ,O,O,O,O,O,O,X,O,X,X
STJLZIO,O,O,O,O,O,O,X,O,X,X
STJLZOI,O,O,O,O,O,O,X,O,X,X
STJLOIZ,O,O,O,O,O,O,X,O,X,X
STJLOZI,O,O,O,O,O,O,X,O,X,X
STJZILO,O,X,O,O,O,O,X,O,X,X
STJZIOL,O,X,O,O,X,O,X,X,X,X
STJZLIO,O,O,O,O,O,O,X,O,X,X
STJZLOI,O,O,O,O,O,O,X,O,X,X
STJZOIL,O,X,O,O,X,O,X,O,X,X
STJZOLI,O,X,O,O,O,O,X,O,X,X
STJOILZ,O,X,O,O,X,O,X,O,X,X
STJOIZL,O,X,O,O,X,O,X,O,X,X
STJOLIZ,O,O,O,O,O,O,X,O,X,X
STJOLZI,O,O,O,O,O,O,X,O,X,X
STJOZIL,O,X,O,O,X,O,X,O,X,X
STJOZLI,O,X,O,O,O,O,X,O,X,X
STZILJO,O,O,O,O,O,X,O,O,X,X
STZILOJ,O,O,O,O,O,X,O,O,O,X
STZIJLO,O,X,O,O,O,X,X,O,X,X
STZIJOL,O,X,O,O,X,X,X,X,X,X
STZIOLJ,O,O,O,O,O,X,O,O,O,X
STZIOJL,O,O,O,O,X,X,X,O,X,X
STZLIJO,O,O,O,O,O,X,O,O,X,X
STZLIOJ,O,O,O,O,O,X,O,O,O,X
STZLJIO,O,O,O,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,O,X,O,X,X
STZLOIJ,O,O,O,O,O,X,X,O,O,X
STZLOJI,O,O,O,O,O,O,X,O,X,X
STZJILO,O,X,O,O,O,O,X,O,X,X
STZJIOL,O,X,O,O,X,O,X,X,X,X
STZJLIO,O,X,O,O,O,O,O,O,X,X
STZJLOI,O,X,O,O,O,O,X,O,X,X
STZJOIL,O,X,O,O,X,O,X,O,X,X
STZJOLI,O,X,O,O,O,O,X,O,X,X
STZOILJ,O,O,O,O,O,X,X,O,O,X
STZOIJL,O,O,O,O,X,X,X,O,X,X
STZOLIJ,O,O,O,O,O,X,X,O,O,X
STZOLJI,O,O,O,O,O,O,X,O,X,X
STZOJIL,O,O,O,O,X,O,X,O,X,X
STZOJLI,O,O,O,O,O,O,X,O,X,X
STOILJZ,O,O,O,O,X,O,O,O,X,X
STOILZJ,O,O,O,O,X,X,O,O,X,X
STOIJLZ,O,O,O,O,X,O,O,O,X,X
STOIJZL,O,O,O,O,X,O,X,O,X,X
STOIZLJ,O,O,O,O,X,X,O,O,X,X
STOIZJL,O,O,O,O,X,X,X,O,X,X
STOLIJZ,O,O,O,O,O,O,X,O,X,X
STOLIZJ,O,O,O,O,O,X,X,O,X,X
STOLJIZ,O,O,O,O,O,O,X,O,X,X
STOLJZI,O,O,O,O,O,O,X,O,X,X
STOLZIJ,O,O,O,O,O,X,X,O,X,X
STOLZJI,O,O,O,O,O,O,X,O,X,X
STOJILZ,O,O,O,O,X,O,X,O,X,X
STOJIZL,O,O,O,O,X,O,X,O,X,X
STOJLIZ,O,O,O,O,O,O,X,O,X,X
STOJLZI,O,O,O,O,O,O,X,O,X,X
STOJZIL,O,O,O,O,X,O,X,O,X,X
STOJZLI,O,O,O,O,O,O,X,O,X,X
STOZILJ,O,O,O,O,O,X,X,O,X,X
STOZIJL,O,O,O,O,X,X,X,O,X,X
STOZLIJ,O,O,O,O,O,X,X,O,X,X
STOZLJI,O,O,O,O,O,O,X,O,X,X
STOZJIL,O,O,O,O,X,O,X,O,X,X
STOZJLI,O,O,O,O,O,O,X,O,X,X
SITLJZO,X,X,O,O,O,O,O,O,X,X
SITLJOZ,X,X,O,O,O,O,O,O,X,X
SITLZJO,X,X,O,O,O,X,O,O,X,X
SITLZOJ,X,X,O,O,O,X,O,O,O,X
SITLOJZ,X,X,O,O,O,O,O,O,X,X
SITLOZJ,X,X,O,O,O,X,O,O,X,X
SITJLZO,X,X,O,O,O,O,O,O,X,X
SITJLOZ,X,X,O,O,O,O,O,O,X,X
SITJZLO,X,X,O,O,O,O,X,O,X,X
SITJZOL,X,X,O,O,X,O,X,X,X,X
SITJOLZ,X,X,O,X,X,O,O,X,X,X
SITJOZL,X,X,O,X,X,O,X,X,X,X
SITZLJO,X,X,O,O,O,X,O,O,X,X
SITZLOJ,X,X,O,O,O,X,O,O,O,X
SITZJLO,X,X,O,O,O,X,X,O,X,X
SITZJOL,X,X,O,O,X,X,X,X,X,X
SITZOLJ,X,X,O,O,O,X,O,O,O,X
SITZOJL,X,X,O,O,X,X,X,O,X,X
SITOLJZ,X,X,O,O,X,O,O,O,X,X
SITOLZJ,X,X,O,O,X,X,O,O,X,X
SITOJLZ,X,X,O,O,X,O,O,O,X,X
SITOJZL,X,X,O,O,X,O,X,O,X,X
SITOZLJ,X,X,O,O,X,X,O,O,X,X
SITOZJL,X,X,O,O,X,X,X,O,X,X
SILTJZO,X,X,O,O,O,X,O,X,X,X
SILTJOZ,X,X,O,O,O,X,O,X,X,X
SILTZJO,X,X,O,O,O,X,O,X,X,X
SILTZOJ,X,X,O,O,O,X,O,X,O,X
SILTOJZ,X,X,O,O,O,X,O,X,X,X
SILTOZJ,X,X,O,O,O,X,O,X,X,X
SILJTZO,X,X,O,O,O,X,O,X,X,X
SILJTOZ,X,X,X,O,O,X,O,X,X,X
SILJZTO,X,X,O,O,O,X,O,X,X,X
SILJZOT,X,X,O,O,O,X,O,X,X,X
SILJOTZ,X,X,X,O,X,X,O,X,X,X
SILJOZT,X,X,O,O,O,X,O,X,X,X
SILZTJO,X,X,O,O,O,X,O,X,X,X
SILZTOJ,X,X,O,O,O,X,O,X,O,X
SILZJTO,X,X,O,O,O,X,O,X,X,X
SILZJOT,X,X,O,O,O,X,O,X,X,X
SILZOTJ,X,X,O,O,O,X,O,X,O,X
SILZOJT,X,X,O,O,O,X,O,X,X,X
SILOTJZ,X,X,X,O,O,X,O,X,X,X
SILOTZJ,X,X,O,O,O,X,O,X,X,X
SILOJTZ,X,X,O,O,X,X,O,X,X,X
SILOJZT,X,X,O,O,O,X,O,X,X,X
SILOZTJ,X,X,O,O,O,X,O,X,X,X
SILOZJT,X,X,O,O,O,X,O,X,X,X
SIJTLZO,X,X,O,X,X,O,X,X,X,X
SIJTLOZ,X,X,X,X,X,O,X,X,X,X
SIJTZLO,X,X,O,X,X,O,X,X,X,X
SIJTZOL,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,X,X,X,X,X,O,X,X,X,X
SIJTOZL,X,X,X,X,X,O,X,X,X,X
SIJLTZO,X,X,O,X,O,O,X,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,X,X,X
SIJLZTO,X,X,O,X,O,X,X,X,X,X
SIJLZOT,X,X,O,X,O,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,O,X,X,X,X
SIJLOZT,X,X,O,X,O,X,X,X,X,X
SIJZTLO,X,X,O,X,X,O,X,X,X,X
SIJZTOL,X,X,X,X,X,O,X,X,X,X
SIJZLTO,X,X,O,X,O,X,X,X,X,X
SIJZLOT,X,X,O,X,O,X,X,X,X,X
SIJZOTL,X,X,X,X,X,O,X,X,X,X
SIJZOLT,X,X,O,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,X,X,X
SIJOTZL,X,X,X,X,X,O,X,X,X,X
SIJOLTZ,X,X,X,X,X,O,X,X,X,X
SIJOLZT,X,X,O,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,O,X,X,X,X
SIJOZLT,X,X,O,X,X,X,X,X,X,X
SIZTLJO,X,X,O,O,O,X,X,O,X,X
SIZTLOJ,X,X,O,O,O,X,X,O,O,X
SIZTJLO,X,X,O,O,O,X,X,O,X,X
SIZTJOL,X,X,O,O,X,X,X,X,X,X
SIZTOLJ,X,X,O,O,O,X,X,O,O,X
SIZTOJL,X,X,O,O,X,X,X,O,X,X
SIZLTJO,X,X,O,O,O,X,O,X,X,X
SIZLTOJ,X,X,O,O,O,X,O,X,O,X
SIZLJTO,X,X,O,O,O,X,O,X,X,X
SIZLJOT,X,X,O,O,O,X,O,X,X,X
SIZLOTJ,X,X,O,O,O,X,O,X,O,X
SIZLOJT,X,X,O,O,O,X,O,X,X,X
SIZJTLO,X,X,O,O,O,X,X,X,X,X
SIZJTOL,X,X,X,O,X,X,X,X,X,X
SIZJLTO,X,X,O,O,O,X,O,X,X,X
SIZJLOT,X,X,O,O,O,X,O,X,X,X
SIZJOTL,X,X,X,O,X,X,X,X,X,X
SIZJOLT,X,X,O,O,X,X,X,X,X,X
SIZOTLJ,X,X,O,O,O,X,X,O,O,X
SIZOTJL,X,X,O,O,X,X,X,O,X,X
SIZOLTJ,X,X,O,O,O,X,X,X,X,X
SIZOLJT,X,X,O,O,O,X,X,X,X,X
SIZOJTL,X,X,O,O,X,X,X,X,X,X
SIZOJLT,X,X,O,O,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,X,O,X,O,X,X
SIOTLZJ,X,X,O,X,X,X,X,O,X,X
SIOTJLZ,X,X,O,X,X,O,X,O,X,X
SIOTJZL,X,X,O,X,X,O,X,O,X,X
SIOTZLJ,X,X,O,X,X,X,X,O,X,X
SIOTZJL,X,X,O,X,X,X,X,O,X,X
SIOLTJZ,X,X,X,O,X,X,X,X,X,X
SIOLTZJ,X,X,O,O,X,X,X,X,X,X
SIOLJTZ,X,X,O,O,X,X,X,X,X,X
SIOLJZT,X,X,O,O,X,X,X,X,X,X
SIOLZTJ,X,X,O,O,X,X,X,X,X,X
SIOLZJT,X,X,O,O,X,X,X,X,X,X
SIOJTLZ,X,X,O,X,X,O,X,X,X,X
SIOJTZL,X,X,O,X,X,O,X,X,X,X
SIOJLTZ,X,X,O,O,X,O,X,X,X,X
SIOJLZT,X,X,O,O,X,X,X,X,X,X
SIOJZTL,X,X,O,O,X,O,X,X,X,X
SIOJZLT,X,X,O,O,X,X,X,X,X,X
SIOZTLJ,X,X,O,O,X,X,X,O,X,X
SIOZTJL,X,X,O,O,X,X,X,O,X,X
SIOZLTJ,X,X,O,O,X,X,X,X,X,X
SIOZLJT,X,X,O,O,X,X,X,X,X,X
SIOZJTL,X,X,O,O,X,X,X,X,X,X
SIOZJLT,X,X,O,O,X,X,X,X,X,X
SLTIJZO,X,O,O,O,O,O,O,O,X,X
SLTIJOZ,X,O,O,O,O,O,O,O,X,X
SLTIZJO,O,O,O,O,O,X,O,O,X,X
SLTIZOJ,O,O,O,O,O,X,O,O,O,O
SLTIOJZ,X,O,O,O,O,O,O,O,X,O
SLTIOZJ,X,O,O,O,O,X,O,O,X,O
SLTJIZO,O,O,O,O,O,O,O,O,X,X
SLTJIOZ,X,O,O,O,O,O,O,O,X,X
SLTJZIO,O,O,O,O,O,O,O,O,X,X
SLTJZOI,X,O,O,O,O,O,X,O,X,O
SLTJOIZ,X,O,O,O,O,O,X,O,X,O
SLTJOZI,X,O,O,O,O,O,X,O,X,O
SLTZIJO,O,O,O,O,O,X,O,O,X,X
SLTZIOJ,O,O,O,O,O,X,O,O,O,O
SLTZJIO,O,O,O,O,O,O,O,O,X,X
SLTZJOI,X,O,O,O,O,O,X,O,X,O
SLTZOIJ,X,O,O,O,O,X,X,O,O,O
SLTZOJI,X,O,O,O,O,O,X,O,X,O
SLTOIJZ,X,O,O,O,O,O,X,O,X,O
SLTOIZJ,X,O,O,O,O,X,X,O,X,O
SLTOJIZ,X,O,O,O,O,O,X,O,X,O
SLTOJZI,X,O,O,O,O,O,X,O,X,O
SLTOZIJ,X,O,O,O,O,X,X,O,X,O
SLTOZJI,X,O,O,O,O,O,X,O,X,O
SLITJZO,X,O,O,O,O,X,O,X,X,X
SLITJOZ,X,O,O,O,O,X,O,X,X,X
SLITZJO,O,O,O,O,O,X,O,X,X,X
SLITZOJ,O,O,O,O,O,X,O,X,O,O
SLITOJZ,X,O,O,O,O,X,O,X,X,O
SLITOZJ,X,O,O,O,O,X,O,X,X,O
SLIJTZO,O,O,O,O,O,X,O,X,X,X
SLIJTOZ,X,X,X,O,O,X,O,X,X,X
SLIJZTO,O,O,O,O,O,X,O,X,X,X
SLIJZOT,O,O,O,O,O,X,O,X,X,X
SLIJOTZ,X,X,X,O,X,X,O,X,X,X
SLIJOZT,O,O,O,O,O,X,O,X,X,X
SLIZTJO,O,O,O,O,O,X,O,X,X,X
SLIZTOJ,O,O,O,O,O,X,O,X,O,O
SLIZJTO,O,O,O,O,O,X,O,X,X,X
SLIZJOT,O,O,O,O,O,X,O,X,X,X
SLIZOTJ,O,O,O,O,O,X,O,X,O,O
SLIZOJT,O,O,O,O,O,X,O,X,X,O
SLIOTJZ,X,X,X,O,O,X,O,X,X,O
SLIOTZJ,X,O,O,O,O,X,O,X,X,O
SLIOJTZ,X,O,O,O,X,X,O,X,X,O
SLIOJZT,X,O,O,O,O,X,O,X,X,O
SLIOZTJ,O,O,O,O,O,X,O,X,X,O
SLIOZJT,O,O,O,O,O,X,O,X,X,O
SLJTIZO,O,O,O,O,O,O,O,X,X,X
SLJTIOZ,X,X,O,O,O,O,O,X,X,X
SLJTZIO,O,O,O,O,O,O,O,X,X,X
SLJTZOI,X,X,O,O,O,O,X,X,X,O
SLJTOIZ,X,X,O,O,O,O,X,X,X,O
SLJTOZI,X,X,O,O,O,O,X,X,X,O
SLJITZO,O,O,O,O,O,O,O,X,X,X
SLJITOZ,X,X,X,O,O,O,O,X,X,X
SLJIZTO,O,O,O,O,O,X,O,X,X,X
SLJIZOT,O,O,O,O,O,X,O,X,X,X
SLJIOTZ,X,X,X,O,X,O,O,X,X,X
SLJIOZT,O,O,O,O,O,X,O,X,X,X
SLJZTIO,O,O,O,O,O,X,O,X,X,X
SLJZTOI,X,X,O,O,O,X,X,X,X,O
SLJZITO,O,O,O,O,O,X,O,X,X,X
SLJZIOT,O,O,O,O,O,X,O,X,X,X
SLJZOTI,X,X,O,O,O,X,X,X,X,O
SLJZOIT,O,O,O,O,O,X,O,X,X,O
SLJOTIZ,X,X,O,O,X,O,X,X,X,O
SLJOTZI,X,X,O,O,X,O,X,X,X,O
SLJOITZ,X,X,O,O,X,O,O,X,X,O
SLJOIZT,O,O,O,O,O,X,O,X,X,O
SLJOZTI,X,X,O,O,O,X,X,X,X,O
SLJOZIT,O,O,O,O,O,X,O,X,X,O
SLZTIJO,O,O,O,O,O,X,O,O,X,X
SLZTIOJ,O,O,O,O,O,X,O,O,O,O
SLZTJIO,O,O,O,O,O,X,O,O,X,X
SLZTJOI,X,O,O,O,O,X,X,O,X,O
SLZTOIJ,X,O,O,O,O,X,X,O,O,O
SLZTOJI,X,O,O,O,O,X,X,O,X,O
SLZITJO,O,O,O,O,O,X,O,X,X,X
SLZITOJ,O,O,O,O,O,X,O,X,O,O
SLZIJTO,O,O,O,O,O,X,O,X,X,X
SLZIJOT,O,O,O,O,O,X,O,X,X,X
SLZIOTJ,O,O,O,O,O,X,O,X,O,O
SLZIOJT,O,O,O,O,O,X,O,X,X,O
SLZJTIO,O,O,O,O,O,X,O,X,X,X
SLZJTOI,X,X,O,O,O,X,X,X,X,O
SLZJITO,O,O,O,O,O,X,O,X,X,X
SLZJIOT,O,O,O,O,O,X,O,X,X,X
SLZJOTI,X,X,O,O,O,X,X,X,X,O
SLZJOIT,O,O,O,O,O,X,O,X,X,O
SLZOTIJ,X,O,O,O,O,X,X,O,O,O
SLZOTJI,X,O,O,O,O,X,X,O,X,O
SLZOITJ,O,O,O,O,O,X,O,X,O,O
SLZOIJT,O,O,O,O,O,X,O,X,X,O
SLZOJTI,X,O,O,O,O,X,X,X,X,O
SLZOJIT,O,O,O,O,O,X,O,X,X,O
SLOTIJZ,X,O,O,O,O,O,X,O,X,O
SLOTIZJ,X,O,O,O,O,X,X,O,X,O
SLOTJIZ,X,O,O,O,O,O,X,O,X,O
SLOTJZI,X,O,O,O,O,O,X,O,X,O
SLOTZIJ,X,O,O,O,O,X,X,O,X,O
SLOTZJI,X,O,O,O,O,O,X,O,X,O
SLOITJZ,X,X,X,O,O,X,O,X,X,O
SLOITZJ,X,O,O,O,O,X,O,X,X,O
SLOIJTZ,X,O,O,O,X,X,O,X,X,O
SLOIJZT,X,O,O,O,O,X,O,X,X,O
SLOIZTJ,O,O,O,O,O,X,O,X,X,O
SLOIZJT,O,O,O,O,O,X,O,X,X,O
SLOJTIZ,X,O,O,O,X,O,X,X,X,O
SLOJTZI,X,O,O,O,X,O,X,X,X,O
SLOJITZ,X,O,O,O,X,O,O,X,X,O
SLOJIZT,O,O,O,O,O,X,O,X,X,O
SLOJZTI,X,O,O,O,O,X,X,X,X,O
SLOJZIT,O,O,O,O,O,X,O,X,X,O
SLOZTIJ,X,O,O,O,O,X,X,O,X,O
SLOZTJI,X,O,O,O,O,X,X,O,X,O
SLOZITJ,O,O,O,O,O,X,O,X,X,O
SLOZIJT,O,O,O,O,O,X,O,X,X,O
SLOZJTI,X,O,O,O,O,X,X,X,X,O
SLOZJIT,O,O,O,O,O,X,O,X,X,O
SJTILZO,O,X,O,O,O,O,O,O,X,X
SJTILOZ,O,X,O,O,O,O,O,O,X,X
SJTIZLO,O,X,O,O,O,O,X,O,X,X
SJTIZOL,O,X,O,O,X,O,X,X,X,X
SJTIOLZ,O,X,O,X,X,O,O,X,X,X
SJTIOZL,O,X,O,X,X,O,X,X,X,X
SJTLIZO,O,X,O,O,O,O,X,O,X,X
SJTLIOZ,O,X,O,O,O,O,X,O,X,X
SJTLZIO,O,X,O,O,O,O,X,O,X,X
SJTLZOI,O,X,O,O,O,O,X,O,X,X
SJTLOIZ,O,X,O,O,O,O,X,O,X,X
SJTLOZI,O,X,O,O,O,O,X,O,X,X
SJTZILO,O,X,O,O,O,O,X,O,X,X
SJTZIOL,O,X,O,O,X,O,X,X,X,X
SJTZLIO,O,X,O,O,O,O,X,O,X,X
SJTZLOI,O,X,O,O,O,O,X,O,X,X
SJTZOIL,O,X,O,O,X,O,X,O,X,X
SJTZOLI,O,X,O,O,O,O,X,O,X,X
SJTOILZ,O,X,O,O,X,O,X,O,X,X
SJTOIZL,O,X,O,O,X,O,X,O,X,X
SJTOLIZ,O,X,O,O,O,O,X,O,X,X
SJTOLZI,O,X,O,O,O,O,X,O,X,X
SJTOZIL,O,X,O,O,X,O,X,O,X,X
SJTOZLI,O,X,O,O,O,O,X,O,X,X
SJITLZO,O,X,O,X,X,O,X,X,X,X
SJITLOZ,O,X,X,X,X,O,X,X,X,X
SJITZLO,O,X,O,X,X,O,X,X,X,X
SJITZOL,O,X,X,X,X,O,X,X,X,X
SJITOLZ,O,X,X,X,X,O,X,X,X,X
SJITOZL,O,X,X,X,X,O,X,X,X,X
SJILTZO,O,X,O,X,O,O,X,X,X,X
SJILTOZ,X,X,X,X,X,O,X,X,X,X
SJILZTO,O,X,O,X,O,X,X,X,X,X
SJILZOT,O,X,O,X,O,X,X,X,X,X
SJILOTZ,X,X,X,X,X,O,X,X,X,X
SJILOZT,O,X,O,X,O,X,X,X,X,X
SJIZTLO,O,X,O,X,X,O,X,X,X,X
SJIZTOL,O,X,X,X,X,O,X,X,X,X
SJIZLTO,O,X,O,X,O,X,X,X,X,X
SJIZLOT,O,X,O,X,O,X,X,X,X,X
SJIZOTL,O,X,X,X,X,O,X,X,X,X
SJIZOLT,O,X,O,X,X,X,X,X,X,X
SJIOTLZ,X,X,X,X,X,O,X,X,X,X
SJIOTZL,O,X,X,X,X,O,X,X,X,X
SJIOLTZ,X,X,X,X,X,O,X,X,X,X
SJIOLZT,O,X,O,X,X,X,X,X,X,X
SJIOZTL,O,X,X,X,X,O,X,X,X,X
SJIOZLT,O,X,O,X,X,X,X,X,X,X
SJLTIZO,O,X,O,O,O,O,O,X,X,X
SJLTIOZ,X,X,O,O,O,O,O,X,X,X
SJLTZIO,O,X,O,O,O,O,O,X,X,X
SJLTZOI,X,X,O,O,O,O,X,X,X,X
SJLTOIZ,X,X,O,O,O,O,X,X,X,X
SJLTOZI,X,X,O,O,O,O,X,X,X,X
SJLITZO,O,X,O,O,O,O,O,X,X,X
SJLITOZ,X,X,X,O,O,O,O,X,X,X
SJLIZTO,O,X,O,O,O,X,O,X,X,X
SJLIZOT,O,X,O,O,O,X,O,X,X,X
SJLIOTZ,X,X,X,O,X,O,O,X,X,X
SJLIOZT,O,X,O,O,O,X,O,X,X,X
SJLZTIO,O,X,O,O,O,X,O,X,X,X
SJLZTOI,X,X,O,O,O,X,X,X,X,X
SJLZITO,O,X,O,O,O,X,O,X,X,X
SJLZIOT,O,X,O,O,O,X,O,X,X,X
SJLZOTI,X,X,O,O,O,X,X,X,X,X
SJLZOIT,O,X,O,O,O,X,O,X,X,X
SJLOTIZ,X,X,O,O,X,O,X,X,X,X
SJLOTZI,X,X,O,O,X,O,X,X,X,X
SJLOITZ,X,X,O,O,X,O,O,X,X,X
SJLOIZT,O,X,O,O,O,X,O,X,X,X
SJLOZTI,X,X,O,O,O,X,X,X,X,X
SJLOZIT,O,X,O,O,O,X,O,X,X,X
SJZTILO,O,X,O,O,O,O,X,O,X,X
SJZTIOL,O,X,O,O,X,O,X,X,X,X
SJZTLIO,O,X,O,O,O,O,O,O,X,X
SJZTLOI,O,X,O,O,O,O,X,O,X,X
SJZTOIL,O,X,O,O,X,O,X,O,X,X
SJZTOLI,O,X,O,O,O,O,X,O,X,X
SJZITLO,O,X,O,O,O,O,X,X,X,X
SJZITOL,O,X,X,O,X,O,X,X,X,X
SJZILTO,O,X,O,O,O,X,O,X,X,X
SJZILOT,O,X,O,O,O,X,O,X,X,X
SJZIOTL,O,X,X,O,X,O,X,X,X,X
SJZIOLT,O,X,O,O,X,X,X,X,X,X
SJZLTIO,O,X,O,O,O,X,O,X,X,X
SJZLTOI,X,X,O,O,O,X,X,X,X,X
SJZLITO,O,X,O,O,O,X,O,X,X,X
SJZLIOT,O,X,O,O,O,X,O,X,X,X
SJZLOTI,X,X,O,O,O,X,X,X,X,X
SJZLOIT,O,X,O,O,O,X,O,X,X,X
SJZOTIL,O,X,O,O,X,O,X,O,X,X
SJZOTLI,O,X,O,O,X,O,X,O,X,X
SJZOITL,O,X,O,O,X,O,X,X,X,X
SJZOILT,O,X,O,O,X,X,X,X,X,X
SJZOLTI,O,X,O,O,O,X,X,X,X,X
SJZOLIT,O,X,O,O,O,X,O,X,X,X
SJOTILZ,O,X,O,X,X,O,X,O,X,X
SJOTIZL,O,X,O,X,X,O,X,O,X,X
SJOTLIZ,O,X,O,O,X,O,X,O,X,X
SJOTLZI,O,X,O,O,X,O,X,O,X,X
SJOTZIL,O,X,O,O,X,O,X,O,X,X
SJOTZLI,O,X,O,O,X,O,X,O,X,X
SJOITLZ,X,X,O,X,X,O,X,X,X,X
SJOITZL,O,X,O,X,X,O,X,X,X,X
SJOILTZ,X,X,O,O,X,O,X,X,X,X
SJOILZT,O,X,O,O,X,X,X,X,X,X
SJOIZTL,O,X,O,O,X,O,X,X,X,X
SJOIZLT,O,X,O,O,X,X,X,X,X,X
SJOLTIZ,O,X,O,O,X,O,X,X,X,X
SJOLTZI,O,X,O,O,X,O,X,X,X,X
SJOLITZ,O,X,O,O,X,O,X,X,X,X
SJOLIZT,O,X,O,O,O,X,X,X,X,X
