sequence,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcBidB?5jBziB3mBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBSiB?TeB3mBGoBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBzdB?+jBFnB3mBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcBxdB?/nB1rBToBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBSjB?FnBToB3mBusB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcB1rB?xnB/nBToBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFXdB5nB?6tBOtBzrBFrB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcB5jB?3mBznBinBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFxdBWnB?TjBXnBFmBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFxdBumB?CjB/sBTtBFrB
SJTIOLZ,O,O,X,O,X,O,X,O,X,X
SJTIOZL,O,O,X,O,X,O,X,O,X,X
SJTLIZO,O,O,X,O,X,X,X,X,X,X
SJTLIOZ,O,O,X,X,X,X,X,X,X,X
SJTLZIO,O,O,X,O,X,X,X,X,X,X
SJTLZOI,O,O,X,O,X,X,X,X,X,O
SJTLOIZ,O,O,X,O,X,X,X,X,X,X
SJTLOZI,O,O,X,O,X,X,X,X,X,X
SJTZILO,O,O,X,O,X,O,X,X,X,X
SJTZIOL,O,O,X,O,X,O,X,O,X,X
SJTZLIO,O,O,X,O,X,X,X,X,X,X
SJTZLOI,O,O,X,O,X,X,X,X,X,O
SJTZOIL,O,O,X,O,X,X,X,O,X,X
SJTZOLI,O,O,X,O,X,X,X,X,X,O
SJTOILZ,O,O,X,O,X,X,X,O,X,X
SJTOIZL,O,O,X,O,X,X,X,O,X,X
SJTOLIZ,O,O,X,O,X,X,X,X,X,O
SJTOLZI,O,O,X,O,X,X,X,X,X,O
SJTOZIL,O,O,X,O,X,X,X,O,X,X
SJTOZLI,O,O,X,O,X,X,X,X,X,O
SJITLZO,O,O,X,X,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X,X,X
SJITZLO,O,O,X,X,X,X,X,X,X,X
SJITZOL,O,O,X,X,X,X,X,O,X,X
SJITOLZ,O,O,X,X,X,X,X,O,X,X
SJITOZL,O,O,X,X,X,X,X,O,X,X
SJILTZO,O,O,X,X,X,X,X,X,X,X
SJILTOZ,O,O,X,X,X,X,X,X,X,X
SJILZTO,O,O,X,X,X,X,X,X,X,X
SJILZOT,O,O,X,X,X,X,X,O,X,O
SJILOTZ,X,O,X,X,X,X,X,O,X,X
SJILOZT,O,O,X,X,X,X,X,O,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,X,O,X,X
SJIZLTO,O,O,X,X,X,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,X,O,X,O
SJIZOTL,O,O,X,X,X,X,X,O,X,X
SJIZOLT,O,O,X,X,X,X,X,O,X,O
SJIOTLZ,O,O,X,X,X,X,X,O,X,X
SJIOTZL,O,O,X,X,X,X,X,O,X,X
SJIOLTZ,X,O,X,X,X,X,X,O,X,O
SJIOLZT,O,O,X,X,X,X,X,O,X,O
SJIOZTL,O,O,X,X,X,X,X,O,X,X
SJIOZLT,O,O,X,X,X,X,X,O,X,O
SJLTIZO,O,O,X,X,X,X,X,X,X,X
SJLTIOZ,O,O,X,X,X,X,X,X,X,X
SJLTZIO,O,O,X,X,X,X,X,X,X,X
SJLTZOI,O,O,X,X,X,X,X,X,X,O
SJLTOIZ,O,O,X,X,X,X,X,X,X,X
SJLTOZI,O,O,X,X,X,X,X,X,X,X
SJLITZO,O,O,X,X,X,X,X,X,X,X
SJLITOZ,O,O,X,X,X,X,X,X,X,X
SJLIZTO,O,O,X,X,X,X,X,X,X,X
SJLIZOT,O,O,X,X,X,X,X,O,X,O
SJLIOTZ,X,O,X,X,X,X,X,O,X,X
SJLIOZT,O,O,X,X,X,X,X,O,X,X
SJLZTIO,O,O,X,X,X,X,X,X,X,X
SJLZTOI,O,O,X,X,X,X,X,X,X,O
SJLZITO,O,O,X,X,X,X,X,X,X,X
SJLZIOT,O,O,X,X,X,X,X,O,X,O
SJLZOTI,X,O,X,X,X,X,X,X,X,O
SJLZOIT,O,O,X,X,X,X,X,O,X,O
SJLOTIZ,X,O,X,X,X,X,X,X,X,O
SJLOTZI,X,O,X,X,X,X,X,X,X,O
SJLOITZ,X,O,X,X,X,X,X,O,X,O
SJLOIZT,O,O,X,X,X,X,X,O,X,O
SJLOZTI,X,O,X,X,X,X,X,X,X,O
SJLOZIT,O,O,X,X,X,X,X,O,X,O
SJZTILO,O,O,X,O,X,O,X,X,X,X
SJZTIOL,O,O,X,O,X,O,X,O,X,X
SJZTLIO,O,O,X,O,X,X,X,X,X,X
SJZTLOI,O,O,X,O,X,X,X,X,X,O
SJZTOIL,O,O,X,O,X,X,X,O,X,X
SJZTOLI,O,O,X,O,X,X,X,X,X,O
SJZITLO,O,O,X,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,X,O,X,X
SJZILTO,O,O,X,X,X,X,X,X,X,X
SJZILOT,O,O,X,X,X,X,X,O,X,O
SJZIOTL,O,O,X,X,X,X,X,O,X,X
SJZIOLT,O,O,X,X,X,X,X,O,X,O
SJZLTIO,O,O,X,X,X,X,X,X,X,X
SJZLTOI,O,O,X,X,X,X,X,X,X,O
SJZLITO,O,O,X,X,X,X,X,X,X,X
SJZLIOT,O,O,X,X,X,X,X,O,X,O
SJZLOTI,X,O,X,X,X,X,X,X,X,O
SJZLOIT,O,O,X,X,X,X,X,O,X,O
SJZOTIL,O,O,X,O,X,X,X,O,X,X
SJZOTLI,O,O,X,O,X,X,X,X,X,O
SJZOITL,O,O,X,X,X,X,X,O,X,X
SJZOILT,O,O,X,X,X,X,X,O,X,O
SJZOLTI,X,O,X,X,X,X,X,X,X,O
SJZOLIT,O,O,X,X,X,X,X,O,X,O
SJOTILZ,O,O,X,O,X,X,X,O,X,X
SJOTIZL,O,O,X,O,X,X,X,O,X,X
SJOTLIZ,O,O,X,O,X,X,X,X,X,O
SJOTLZI,O,O,X,O,X,X,X,X,X,O
SJOTZIL,O,O,X,O,X,X,X,O,X,X
SJOTZLI,O,O,X,O,X,X,X,X,X,O
SJOITLZ,O,O,X,X,X,X,X,O,X,X
SJOITZL,O,O,X,X,X,X,X,O,X,X
SJOILTZ,X,O,X,X,X,X,X,O,X,O
SJOILZT,O,O,X,X,X,X,X,O,X,O
SJOIZTL,O,O,X,X,X,X,X,O,X,X
SJOIZLT,O,O,X,X,X,X,X,O,X,O
SJOLTIZ,X,O,X,X,X,X,X,X,X,O
SJOLTZI,X,O,X,X,X,X,X,X,X,O
SJOLITZ,X,O,X,X,X,X,X,O,X,O
SJOLIZT,O,O,X,X,X,X,X,O,X,O
SJOLZTI,X,O,X,X,X,X,X,X,X,O
SJOLZIT,O,O,X,X,X,X,X,O,X,O
SJOZTIL,O,O,X,O,X,X,X,O,X,X
SJOZTLI,O,O,X,O,X,X,X,X,X,O
SJOZITL,O,O,X,X,X,X,X,O,X,X
SJOZILT,O,O,X,X,X,X,X,O,X,O
SJOZLTI,X,O,X,X,X,X,X,X,X,O
SJOZLIT,O,O,X,X,X,X,X,O,X,O
SZTILJO,O,O,O,O,X,O,X,X,X,X
SZTILOJ,O,O,X,X,X,O,X,X,X,X
SZTIJLO,O,O,X,O,X,O,X,X,X,X
SZTIJOL,O,O,X,O,X,O,X,O,X,X
SZTIOLJ,O,O,X,O,X,O,X,O,X,X
SZTIOJL,O,O,X,O,X,O,X,O,X,X
SZTLIJO,O,O,O,O,X,X,X,X,X,X
SZTLIOJ,O,O,X,X,X,X,X,X,X,X
SZTLJIO,O,O,O,O,X,X,X,X,X,X
SZTLJOI,O,O,O,O,X,X,X,X,X,O
SZTLOIJ,O,O,X,O,X,X,X,X,X,X
SZTLOJI,O,O,X,O,X,X,X,X,X,X
SZTJILO,O,O,X,O,X,O,X,X,X,X
SZTJIOL,O,O,X,O,X,O,X,O,X,X
SZTJLIO,O,O,X,O,X,X,X,X,X,X
SZTJLOI,O,O,X,O,X,X,X,X,X,O
SZTJOIL,O,O,X,O,X,X,X,O,X,X
SZTJOLI,O,O,X,O,X,X,X,X,X,O
SZTOILJ,O,O,X,O,O,X,X,O,X,X
SZTOIJL,O,O,X,O,O,X,X,O,X,X
SZTOLIJ,O,O,X,O,O,X,X,X,X,X
SZTOLJI,O,O,X,O,O,X,X,X,X,O
SZTOJIL,O,O,X,O,O,X,X,O,X,X
SZTOJLI,O,O,X,O,O,X,X,X,X,O
SZITLJO,O,O,O,X,X,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X,X,X,X
SZITJLO,O,O,X,X,X,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X,O,X,X
SZITOLJ,O,O,X,X,X,X,X,O,X,X
SZITOJL,O,O,X,X,X,X,X,O,X,X
SZILTJO,O,O,O,X,X,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X,X,X,X
SZILJTO,O,O,O,X,X,X,X,X,X,X
SZILJOT,O,O,O,X,X,X,X,O,X,O
SZILOTJ,X,O,X,X,X,X,O,O,X,X
SZILOJT,O,O,X,X,X,X,O,O,X,X
SZIJTLO,O,O,X,X,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,O,X,X
SZIJLTO,O,O,X,X,X,X,X,X,X,X
SZIJLOT,O,O,X,X,X,X,X,O,X,O
SZIJOTL,O,O,X,X,X,X,X,O,X,X
SZIJOLT,O,O,X,X,X,X,X,O,X,O
SZIOTLJ,O,O,X,X,X,X,O,O,X,X
SZIOTJL,O,O,X,X,X,X,X,O,X,X
SZIOLTJ,X,O,X,X,X,X,O,O,X,X
SZIOLJT,O,O,X,X,X,X,O,O,X,O
SZIOJTL,O,O,X,X,X,X,X,O,X,X
SZIOJLT,O,O,X,X,X,X,O,O,X,O
SZLTIJO,O,O,O,X,X,X,X,X,X,X
SZLTIOJ,O,O,X,X,X,X,X,X,X,X
SZLTJIO,O,O,O,X,X,X,X,X,X,X
SZLTJOI,O,O,O,X,X,X,X,X,X,O
SZLTOIJ,O,O,X,X,X,X,X,X,X,X
SZLTOJI,O,O,X,X,X,X,X,X,X,X
SZLITJO,O,O,O,X,X,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X,X,X,X
SZLIJTO,O,O,O,X,X,X,X,X,X,X
SZLIJOT,O,O,O,X,X,X,X,O,X,O
SZLIOTJ,X,O,X,X,X,X,O,O,X,X
SZLIOJT,O,O,X,X,X,X,O,O,X,X
SZLJTIO,O,O,O,X,X,X,X,X,X,X
SZLJTOI,O,O,O,X,X,X,X,X,X,O
SZLJITO,O,O,O,X,X,X,X,X,X,X
SZLJIOT,O,O,O,X,X,X,X,O,X,O
SZLJOTI,X,O,O,X,X,X,X,X,O,O
SZLJOIT,O,O,O,X,X,X,X,O,O,O
SZLOTIJ,X,O,X,X,X,X,X,X,X,X
SZLOTJI,X,O,X,X,X,X,X,X,X,O
SZLOITJ,X,O,X,X,X,X,O,O,X,X
SZLOIJT,O,O,X,X,X,X,O,O,X,O
SZLOJTI,X,O,X,X,X,X,X,X,O,O
SZLOJIT,O,O,X,X,X,X,X,O,O,O
SZJTILO,O,O,X,O,X,O,X,X,X,X
SZJTIOL,O,O,X,O,X,O,X,O,X,X
SZJTLIO,O,O,X,O,X,X,X,X,X,X
SZJTLOI,O,O,X,O,X,X,X,X,X,O
SZJTOIL,O,O,X,O,X,X,X,O,X,X
SZJTOLI,O,O,X,O,X,X,X,X,X,O
SZJITLO,O,O,X,X,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,O,X,X
SZJILTO,O,O,X,X,X,X,X,X,X,X
SZJILOT,O,O,X,X,X,X,X,O,X,O
SZJIOTL,O,O,X,X,X,X,X,O,X,X
SZJIOLT,O,O,X,X,X,X,X,O,X,O
SZJLTIO,O,O,X,X,X,X,X,X,X,X
SZJLTOI,O,O,X,X,X,X,X,X,X,O
SZJLITO,O,O,X,X,X,X,X,X,X,X
SZJLIOT,O,O,X,X,X,X,X,O,X,O
SZJLOTI,X,O,X,X,X,X,X,X,X,O
SZJLOIT,O,O,X,X,X,X,X,O,X,O
SZJOTIL,O,O,X,O,X,X,X,O,X,X
SZJOTLI,O,O,X,O,X,X,X,X,X,O
SZJOITL,O,O,X,X,X,X,X,O,X,X
SZJOILT,O,O,X,X,X,X,X,O,X,O
SZJOLTI,X,O,X,X,X,X,X,X,X,O
SZJOLIT,O,O,X,X,X,X,X,O,X,O
SZOTILJ,O,O,X,O,O,X,X,O,X,X
SZOTIJL,O,O,X,O,O,X,X,O,X,X
SZOTLIJ,O,O,X,O,O,X,X,X,X,X
SZOTLJI,O,O,X,O,O,X,X,X,X,O
SZOTJIL,O,O,X,O,O,X,X,O,X,X
SZOTJLI,O,O,X,O,O,X,X,X,X,O
SZOITLJ,O,O,X,X,X,X,O,O,X,X
SZOITJL,O,O,X,X,X,X,X,O,X,X
SZOILTJ,X,O,X,X,X,X,O,O,X,X
SZOILJT,O,O,X,X,X,X,O,O,X,O
SZOIJTL,O,O,X,X,X,X,X,O,X,X
SZOIJLT,O,O,X,X,X,X,O,O,X,O
SZOLTIJ,X,O,X,X,O,X,X,X,X,X
SZOLTJI,X,O,X,X,O,X,X,X,X,O
SZOLITJ,X,O,X,X,X,X,O,O,X,X
SZOLIJT,O,O,X,X,X,X,O,O,X,O
SZOLJTI,X,O,X,X,X,X,X,X,X,O
SZOLJIT,O,O,X,X,X,X,X,O,X,O
SZOJTIL,O,O,X,O,X,X,X,O,X,X
SZOJTLI,O,O,X,O,X,X,X,X,X,O
SZOJITL,O,O,X,X,X,X,X,O,X,X
SZOJILT,O,O,X,X,X,X,X,O,X,O
SZOJLTI,X,O,X,X,X,X,X,X,X,O
SZOJLIT,O,O,X,X,X,X,X,O,X,O
SOTILJZ,O,O,X,O,O,X,X,O,X,X
SOTILZJ,O,O,X,O,O,X,X,O,X,X
SOTIJLZ,O,O,X,O,O,X,X,O,X,X
SOTIJZL,O,O,X,O,O,X,X,O,X,X
SOTIZLJ,O,O,X,O,O,X,X,O,X,X
SOTIZJL,O,O,X,O,O,X,X,O,X,X
SOTLIJZ,O,O,X,O,O,X,X,X,X,X
SOTLIZJ,O,O,X,O,O,X,X,X,X,X
SOTLJIZ,O,O,X,O,O,X,X,X,X,O
SOTLJZI,O,O,X,O,O,X,X,X,X,O
SOTLZIJ,O,O,X,O,O,X,X,X,X,X
SOTLZJI,O,O,X,O,O,X,X,X,X,O
SOTJILZ,O,O,X,O,O,X,X,O,X,X
SOTJIZL,O,O,X,O,O,X,X,O,X,X
SOTJLIZ,O,O,X,O,O,X,X,X,X,O
SOTJLZI,O,O,X,O,O,X,X,X,X,O
SOTJZIL,O,O,X,O,O,X,X,O,X,X
SOTJZLI,O,O,X,O,O,X,X,X,X,O
SOTZILJ,O,O,X,O,O,X,X,O,X,X
SOTZIJL,O,O,X,O,O,X,X,O,X,X
SOTZLIJ,O,O,X,O,O,X,X,X,X,X
SOTZLJI,O,O,X,O,O,X,X,X,X,O
SOTZJIL,O,O,X,O,O,X,X,O,X,X
SOTZJLI,O,O,X,O,O,X,X,X,X,O
SOITLJZ,O,O,X,X,X,X,X,O,X,X
SOITLZJ,O,O,X,X,X,X,O,O,X,X
SOITJLZ,O,O,X,X,X,X,X,O,X,X
SOITJZL,O,O,X,X,X,X,X,O,X,X
SOITZLJ,O,O,X,X,X,X,O,O,X,X
SOITZJL,O,O,X,X,X,X,X,O,X,X
SOILTJZ,X,O,X,X,X,X,X,O,X,X
SOILTZJ,X,O,X,X,X,X,O,O,X,X
SOILJTZ,X,O,X,X,X,X,X,O,X,O
SOILJZT,O,O,X,X,X,X,O,O,X,O
SOILZTJ,X,O,X,X,X,X,O,O,X,X
SOILZJT,O,O,X,X,X,X,O,O,X,O
SOIJTLZ,O,O,X,X,X,X,X,O,X,X
SOIJTZL,O,O,X,X,X,X,X,O,X,X
SOIJLTZ,X,O,X,X,X,X,X,O,X,O
SOIJLZT,O,O,X,X,X,X,O,O,X,O
SOIJZTL,O,O,X,X,X,X,X,O,X,X
SOIJZLT,O,O,X,X,X,X,O,O,X,O
SOIZTLJ,O,O,X,X,X,X,O,O,X,X
SOIZTJL,O,O,X,X,X,X,X,O,X,X
SOIZLTJ,X,O,X,X,X,X,O,O,X,X
SOIZLJT,O,O,X,X,X,X,O,O,X,O
SOIZJTL,O,O,X,X,X,X,X,O,X,X
SOIZJLT,O,O,X,X,X,X,O,O,X,O
SOLTIJZ,X,O,X,X,O,X,X,X,X,X
SOLTIZJ,X,O,X,X,O,X,X,X,X,X
SOLTJIZ,X,O,X,X,O,X,X,X,X,O
SOLTJZI,X,O,X,X,O,X,X,X,X,O
SOLTZIJ,X,O,X,X,O,X,X,X,X,X
SOLTZJI,X,O,X,X,O,X,X,X,X,O
SOLITJZ,X,O,X,X,X,X,X,O,X,X
SOLITZJ,X,O,X,X,X,X,O,O,X,X
SOLIJTZ,X,O,X,X,X,X,X,O,X,O
SOLIJZT,O,O,X,X,X,X,O,O,X,O
SOLIZTJ,X,O,X,X,X,X,O,O,X,X
SOLIZJT,O,O,X,X,X,X,O,O,X,O
SOLJTIZ,X,O,X,X,X,X,X,X,X,O
SOLJTZI,X,O,X,X,X,X,X,X,X,O
SOLJITZ,X,O,X,X,X,X,X,O,X,O
SOLJIZT,O,O,X,X,X,X,X,O,X,O
SOLJZTI,X,O,X,X,X,X,X,X,X,O
SOLJZIT,O,O,X,X,X,X,X,O,X,O
SOLZTIJ,X,O,X,X,O,X,X,X,X,X
SOLZTJI,X,O,X,X,O,X,X,X,X,O
SOLZITJ,X,O,X,X,X,X,O,O,X,X
SOLZIJT,O,O,X,X,X,X,O,O,X,O
SOLZJTI,X,O,X,X,X,X,X,X,X,O
SOLZJIT,O,O,X,X,X,X,X,O,X,O
SOJTILZ,O,O,X,O,X,X,X,O,X,X
SOJTIZL,O,O,X,O,X,X,X,O,X,X
SOJTLIZ,O,O,X,O,X,X,X,X,X,O
SOJTLZI,O,O,X,O,X,X,X,X,X,O
SOJTZIL,O,O,X,O,X,X,X,O,X,X
SOJTZLI,O,O,X,O,X,X,X,X,X,O
SOJITLZ,O,O,X,X,X,X,X,O,X,X
SOJITZL,O,O,X,X,X,X,X,O,X,X
SOJILTZ,X,O,X,X,X,X,X,O,X,O
SOJILZT,O,O,X,X,X,X,X,O,X,O
SOJIZTL,O,O,X,X,X,X,X,O,X,X
SOJIZLT,O,O,X,X,X,X,X,O,X,O
SOJLTIZ,X,O,X,X,X,X,X,X,X,O
SOJLTZI,X,O,X,X,X,X,X,X,X,O
SOJLITZ,X,O,X,X,X,X,X,O,X,O
SOJLIZT,O,O,X,X,X,X,X,O,X,O
SOJLZTI,X,O,X,X,X,X,X,X,X,O
SOJLZIT,O,O,X,X,X,X,X,O,X,O
SOJZTIL,O,O,X,O,X,X,X,O,X,X
SOJZTLI,O,O,X,O,X,X,X,X,X,O
SOJZITL,O,O,X,X,X,X,X,O,X,X
SOJZILT,O,O,X,X,X,X,X,O,X,O
SOJZLTI,X,O,X,X,X,X,X,X,X,O
SOJZLIT,O,O,X,X,X,X,X,O,X,O
SOZTILJ,O,O,X,O,O,X,X,O,X,X
SOZTIJL,O,O,X,O,O,X,X,O,X,X
SOZTLIJ,O,O,X,O,O,X,X,X,X,X
SOZTLJI,O,O,X,O,O,X,X,X,X,O
SOZTJIL,O,O,X,O,O,X,X,O,X,X
SOZTJLI,O,O,X,O,O,X,X,X,X,O
SOZITLJ,O,O,X,X,X,X,O,O,X,X
SOZITJL,O,O,X,X,X,X,X,O,X,X
SOZILTJ,X,O,X,X,X,X,O,O,X,X
SOZILJT,O,O,X,X,X,X,O,O,X,O
SOZIJTL,O,O,X,X,X,X,X,O,X,X
SOZIJLT,O,O,X,X,X,X,O,O,X,O
SOZLTIJ,X,O,X,X,O,X,X,X,X,X
SOZLTJI,X,O,X,X,O,X,X,X,X,O
SOZLITJ,X,O,X,X,X,X,O,O,X,X
SOZLIJT,O,O,X,X,X,X,O,O,X,O
SOZLJTI,X,O,X,X,X,X,X,X,X,O
SOZLJIT,O,O,X,X,X,X,X,O,X,O
SOZJTIL,O,O,X,O,X,X,X,O,X,X
SOZJTLI,O,O,X,O,X,X,X,X,X,O
SOZJITL,O,O,X,X,X,X,X,O,X,X
SOZJILT,O,O,X,X,X,X,X,O,X,O
SOZJLTI,X,O,X,X,X,X,X,X,X,O
SOZJLIT,O,O,X,X,X,X,X,O,X,O
ZTILJSO,X,O,O,X,X,O,X,X,X,X
ZTILJOS,O,O,O,X,X,O,X,X,X,X
ZTILSJO,X,X,O,X,X,O,X,X,X,X
ZTILSOJ,X,X,X,X,X,O,X,X,X,X
ZTILOJS,O,X,O,X,X,O,X,X,X,X
ZTILOSJ,O,X,X,X,X,O,O,X,X,X
ZTIJLSO,X,O,O,X,X,O,X,X,X,X
ZTIJLOS,O,O,O,X,X,O,X,X,X,X
ZTIJSLO,O,O,X,O,X,O,X,X,X,X
ZTIJSOL,O,O,X,O,X,O,X,O,X,X
ZTIJOLS,O,O,X,X,X,O,X,X,X,X
ZTIJOSL,O,O,X,O,X,O,X,X,X,X
ZTISLJO,O,O,O,O,X,O,X,X,X,X
ZTISLOJ,O,O,X,X,X,O,X,X,X,X
ZTISJLO,O,O,X,O,X,O,X,X,X,X
ZTISJOL,O,O,X,O,X,O,X,O,X,X
ZTISOLJ,O,O,X,O,X,O,X,O,X,X
ZTISOJL,O,O,X,O,X,O,X,O,X,X
ZTIOLJS,O,X,O,X,X,O,X,X,X,X
ZTIOLSJ,O,X,X,X,O,O,O,X,X,X
ZTIOJLS,O,O,X,X,X,O,X,X,X,X
ZTIOJSL,O,O,X,O,X,O,X,X,X,X
ZTIOSLJ,O,X,X,O,O,O,O,O,X,X
ZTIOSJL,O,X,X,O,O,O,X,O,X,X
ZTLIJSO,X,O,O,X,X,O,X,X,X,X
ZTLIJOS,O,O,O,X,X,O,X,X,X,X
ZTLISJO,X,X,O,X,X,O,X,X,X,X
ZTLISOJ,X,X,X,X,X,O,X,X,X,X
ZTLIOJS,O,X,O,X,X,O,X,X,X,X
ZTLIOSJ,O,X,X,X,X,O,O,X,X,X
ZTLJISO,X,O,O,X,X,O,X,X,X,X
ZTLJIOS,O,O,O,X,X,O,X,X,X,X
ZTLJSIO,X,O,O,O,X,X,X,X,X,X
ZTLJSOI,X,O,O,O,X,X,X,X,X,X
ZTLJOIS,O,O,O,X,X,X,X,X,X,X
ZTLJOSI,O,O,O,O,X,X,X,X,O,X
ZTLSIJO,X,X,O,O,X,X,X,X,X,X
ZTLSIOJ,X,X,X,X,X,X,X,X,X,X
ZTLSJIO,X,X,O,O,X,X,X,X,X,X
ZTLSJOI,X,X,O,O,X,X,X,X,X,X
ZTLSOIJ,X,X,X,O,X,X,X,X,X,X
ZTLSOJI,X,X,X,O,X,X,X,X,X,X
ZTLOIJS,O,X,O,X,X,X,X,X,X,X
ZTLOISJ,O,X,X,X,O,X,O,X,X,X
ZTLOJIS,O,X,O,X,X,X,X,X,X,X
ZTLOJSI,O,X,O,O,O,X,X,X,O,X
ZTLOSIJ,O,X,X,O,O,X,X,X,X,X
ZTLOSJI,O,X,X,O,O,X,X,X,X,X
ZTJILSO,X,O,O,X,X,O,X,X,X,X
ZTJILOS,O,O,O,X,X,O,X,X,X,X
ZTJISLO,O,O,X,O,X,O,X,X,X,X
ZTJISOL,O,O,X,O,X,O,X,O,X,X
ZTJIOLS,O,O,X,X,X,O,X,X,X,X
ZTJIOSL,O,O,X,O,X,O,X,X,X,X
ZTJLISO,X,O,O,X,X,O,X,X,X,X
ZTJLIOS,O,O,O,X,X,O,X,X,X,X
ZTJLSIO,X,O,O,O,X,X,X,X,X,X
ZTJLSOI,X,O,O,O,X,X,X,X,X,X
ZTJLOIS,O,O,O,X,X,X,X,X,X,X
ZTJLOSI,O,O,O,O,X,X,X,X,X,X
ZTJSILO,O,O,X,O,X,O,X,X,X,X
ZTJSIOL,O,O,X,O,X,O,X,O,X,X
ZTJSLIO,O,O,X,O,X,X,X,X,X,X
ZTJSLOI,O,O,X,O,X,X,X,X,X,O
ZTJSOIL,O,O,X,O,X,X,X,O,X,X
ZTJSOLI,O,O,X,O,X,X,X,X,X,O
ZTJOILS,O,O,X,X,X,O,X,X,X,X
ZTJOISL,O,O,X,O,X,O,X,X,X,X
ZTJOLIS,O,O,X,X,X,X,X,X,X,X
ZTJOLSI,O,O,X,O,O,X,X,X,X,X
ZTJOSIL,O,O,X,O,O,X,X,X,X,X
ZTJOSLI,O,O,X,O,O,X,X,X,X,X
ZTSILJO,O,O,O,O,X,O,X,X,X,X
ZTSILOJ,O,O,X,X,X,O,X,X,X,X
ZTSIJLO,O,O,X,O,X,O,X,X,X,X
ZTSIJOL,O,O,X,O,X,O,X,O,X,X
ZTSIOLJ,O,O,X,O,X,O,X,O,X,X
ZTSIOJL,O,O,X,O,X,O,X,O,X,X
ZTSLIJO,O,O,O,O,X,X,X,X,X,X
ZTSLIOJ,O,O,X,X,X,X,X,X,X,X
ZTSLJIO,O,O,O,O,X,X,X,X,X,X
ZTSLJOI,O,O,O,O,X,X,X,X,X,O
ZTSLOIJ,O,O,X,O,X,X,X,X,X,X
ZTSLOJI,O,O,X,O,X,X,X,X,X,X
ZTSJILO,O,O,X,O,X,O,X,X,X,X
ZTSJIOL,O,O,X,O,X,O,X,O,X,X
ZTSJLIO,O,O,X,O,X,X,X,X,X,X
ZTSJLOI,O,O,X,O,X,X,X,X,X,O
ZTSJOIL,O,O,X,O,X,X,X,O,X,X
ZTSJOLI,O,O,X,O,X,X,X,X,X,O
ZTSOILJ,O,O,X,O,O,X,X,O,X,X
ZTSOIJL,O,O,X,O,O,X,X,O,X,X
ZTSOLIJ,O,O,X,O,O,X,X,X,X,X
ZTSOLJI,O,O,X,O,O,X,X,X,X,O
ZTSOJIL,O,O,X,O,O,X,X,O,X,X
ZTSOJLI,O,O,X,O,O,X,X,X,X,O
ZTOILJS,O,X,O,X,X,O,X,X,X,X
ZTOILSJ,O,X,X,X,O,O,O,X,X,X
ZTOIJLS,O,O,X,X,X,O,X,X,X,X
ZTOIJSL,O,O,X,O,X,O,X,X,X,X
ZTOISLJ,O,X,X,O,O,O,O,O,X,X
ZTOISJL,O,X,X,O,O,O,X,O,X,X
ZTOLIJS,O,X,O,X,X,X,X,X,X,X
ZTOLISJ,O,X,X,X,O,X,O,X,X,X
ZTOLJIS,O,X,O,X,X,X,X,X,X,X
ZTOLJSI,O,X,O,O,O,X,X,X,X,X
ZTOLSIJ,O,X,X,O,O,X,X,X,X,X
ZTOLSJI,O,X,X,O,O,X,X,X,X,X
ZTOJILS,O,O,X,X,X,O,X,X,X,X
ZTOJISL,O,O,X,O,X,O,X,X,X,X
ZTOJLIS,O,O,X,X,X,X,X,X,X,X
ZTOJLSI,O,O,X,O,O,X,X,X,X,X
ZTOJSIL,O,O,X,O,O,X,X,X,X,X
ZTOJSLI,O,O,X,O,O,X,X,X,X,X
ZTOSILJ,O,X,X,O,O,X,X,O,X,X
ZTOSIJL,O,X,X,O,O,X,X,O,X,X
ZTOSLIJ,O,X,X,O,O,X,X,X,X,X
ZTOSLJI,O,X,X,O,O,X,X,X,X,O
ZTOSJIL,O,X,X,O,O,X,X,O,X,X
