sequence,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFVhBUdBGeBynBTm?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjBFhBGnBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBXiB8nBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFlcBGeBamBXiB8n?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFciBTeB6rB3nBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhB8mBziBim?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjB6rBTnBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFTeBFhB0iBasB/r?BGsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBziB3mBKn?B0rB
SIOLJTZ,O,X,X,X,X,X,X,X,O
SIOLJZT,O,X,X,X,O,O,X,X,X
SIOLZTJ,O,X,X,X,O,O,O,X,X
SIOLZJT,O,X,X,X,O,O,O,X,X
SIOJTLZ,O,X,X,X,X,X,X,X,O
SIOJTZL,O,O,X,O,X,O,X,X,O
SIOJLTZ,O,X,X,X,X,X,X,X,O
SIOJLZT,O,X,X,X,O,O,X,X,X
SIOJZTL,O,O,O,O,X,O,X,X,O
SIOJZLT,O,O,O,O,O,O,X,X,X
SIOZTLJ,O,X,O,O,O,O,O,O,O
SIOZTJL,O,O,O,O,X,O,X,X,O
SIOZLTJ,O,X,O,O,O,O,O,O,X
SIOZLJT,O,O,O,O,O,O,O,X,X
SIOZJTL,O,O,O,O,X,O,X,X,O
SIOZJLT,O,O,O,O,O,O,O,X,X
SLTIJZO,O,X,X,O,X,X,X,X,X
SLTIJOZ,O,X,X,O,X,X,X,X,X
SLTIZJO,O,X,X,O,O,X,X,X,X
SLTIZOJ,O,X,X,X,O,X,X,O,X
SLTIOJZ,O,X,X,O,X,X,X,X,O
SLTIOZJ,O,X,X,O,O,X,X,X,O
SLTJIZO,O,X,X,O,X,X,X,X,X
SLTJIOZ,O,X,X,O,X,X,X,X,X
SLTJZIO,O,X,X,X,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,O,O,X,X,X,X
SLTZIOJ,O,X,X,X,O,X,X,O,X
SLTZJIO,O,X,X,O,O,X,X,X,X
SLTZJOI,O,X,X,X,O,X,X,X,X
SLTZOIJ,O,X,X,X,O,X,X,O,X
SLTZOJI,O,X,X,X,O,X,X,O,X
SLTOIJZ,O,X,X,O,X,X,X,X,O
SLTOIZJ,O,X,X,O,O,X,X,X,O
SLTOJIZ,O,X,X,O,X,X,X,X,O
SLTOJZI,O,X,X,O,X,X,X,X,O
SLTOZIJ,O,X,X,O,O,X,X,X,O
SLTOZJI,O,X,X,O,O,X,X,X,O
SLITJZO,O,X,X,O,X,X,X,X,X
SLITJOZ,O,X,X,O,X,X,X,X,X
SLITZJO,O,X,X,O,O,X,X,X,X
SLITZOJ,O,X,X,X,O,X,X,O,X
SLITOJZ,O,X,X,O,X,X,X,X,O
SLITOZJ,O,X,X,O,O,X,X,X,O
SLIJTZO,O,X,X,O,X,X,X,X,X
SLIJTOZ,O,X,X,O,X,X,X,X,X
SLIJZTO,O,X,X,O,O,X,X,X,X
SLIJZOT,O,X,X,O,O,X,X,X,X
SLIJOTZ,O,X,X,O,X,X,X,X,X
SLIJOZT,O,X,X,O,O,O,X,X,X
SLIZTJO,O,X,X,O,O,X,X,X,X
SLIZTOJ,O,X,X,O,O,O,X,O,X
SLIZJTO,O,X,X,O,O,X,X,X,X
SLIZJOT,O,X,X,O,O,X,X,X,X
SLIZOTJ,O,X,X,O,O,O,O,O,X
SLIZOJT,O,X,X,O,O,O,O,X,X
SLIOTJZ,O,X,X,O,X,X,X,X,O
SLIOTZJ,O,X,X,O,O,X,X,X,O
SLIOJTZ,O,X,X,O,X,X,X,X,O
SLIOJZT,O,X,X,O,O,O,X,X,X
SLIOZTJ,O,X,X,O,O,O,O,X,X
SLIOZJT,O,X,X,O,O,O,O,X,X
SLJTIZO,O,X,X,O,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,X,X,X
SLJTZIO,O,X,X,X,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,O,X,X,X,X,X
SLJITOZ,O,X,X,O,X,X,X,X,X
SLJIZTO,O,X,X,O,O,X,X,X,X
SLJIZOT,O,X,X,O,O,X,X,X,X
SLJIOTZ,O,X,X,O,X,X,X,X,X
SLJIOZT,O,X,X,O,O,O,X,X,X
SLJZTIO,O,X,X,O,O,X,X,X,X
SLJZTOI,O,X,X,O,O,X,X,X,X
SLJZITO,O,X,X,O,O,X,X,X,X
SLJZIOT,O,X,X,O,O,X,X,X,X
SLJZOTI,O,X,X,O,O,X,X,X,X
SLJZOIT,O,X,X,O,O,X,X,X,X
SLJOTIZ,O,X,X,O,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,O,X,X,X,X,X
SLJOIZT,O,X,X,O,O,O,X,X,X
SLJOZTI,O,X,X,O,O,O,X,X,X
SLJOZIT,O,X,X,O,O,O,X,X,X
SLZTIJO,O,X,X,O,O,X,X,X,X
SLZTIOJ,O,X,X,O,O,O,X,O,X
SLZTJIO,O,X,X,O,O,X,X,X,X
SLZTJOI,O,X,X,O,O,X,X,X,X
SLZTOIJ,O,X,X,O,O,O,X,O,X
SLZTOJI,O,X,X,O,O,O,X,O,X
SLZITJO,O,X,X,O,O,X,X,X,X
SLZITOJ,O,X,X,O,O,O,X,O,X
SLZIJTO,O,X,X,O,O,X,X,X,X
SLZIJOT,O,X,X,O,O,X,X,X,X
SLZIOTJ,O,X,X,O,O,O,O,O,X
SLZIOJT,O,X,X,O,O,O,O,X,X
SLZJTIO,O,X,X,O,O,X,X,X,X
SLZJTOI,O,X,X,O,O,X,X,X,X
SLZJITO,O,X,X,O,O,X,X,X,X
SLZJIOT,O,X,X,O,O,X,X,X,X
SLZJOTI,O,X,X,O,O,X,X,X,X
SLZJOIT,O,X,X,O,O,X,X,X,X
SLZOTIJ,O,X,X,O,O,O,O,O,X
SLZOTJI,O,X,X,O,O,O,O,O,X
SLZOITJ,O,X,X,O,O,O,O,O,X
SLZOIJT,O,X,X,O,O,O,O,X,X
SLZOJTI,O,X,X,O,O,O,O,X,X
SLZOJIT,O,X,X,O,O,O,O,X,X
SLOTIJZ,O,X,X,O,X,X,X,X,O
SLOTIZJ,O,X,X,O,O,X,X,X,O
SLOTJIZ,O,X,X,O,X,X,X,X,O
SLOTJZI,O,X,X,O,X,X,X,X,O
SLOTZIJ,O,X,X,O,O,X,X,X,O
SLOTZJI,O,X,X,O,O,X,X,X,O
SLOITJZ,O,X,X,O,X,X,X,X,O
SLOITZJ,O,X,X,O,O,X,X,X,O
SLOIJTZ,O,X,X,O,X,X,X,X,O
SLOIJZT,O,X,X,O,O,O,X,X,X
SLOIZTJ,O,X,X,O,O,O,O,X,X
SLOIZJT,O,X,X,O,O,O,O,X,X
SLOJTIZ,O,X,X,O,X,X,X,X,O
SLOJTZI,O,X,X,O,X,X,X,X,O
SLOJITZ,O,X,X,O,X,X,X,X,O
SLOJIZT,O,X,X,O,O,O,X,X,X
SLOJZTI,O,X,X,O,O,O,X,X,X
SLOJZIT,O,X,X,O,O,O,X,X,X
SLOZTIJ,O,X,X,O,O,O,O,X,X
SLOZTJI,O,X,X,O,O,O,O,X,X
SLOZITJ,O,X,X,O,O,O,O,X,X
SLOZIJT,O,X,X,O,O,O,O,X,X
SLOZJTI,O,X,X,O,O,O,O,X,X
SLOZJIT,O,X,X,O,O,O,O,X,X
SJTILZO,O,X,X,X,X,X,X,X,X
SJTILOZ,O,X,X,X,X,X,X,X,X
SJTIZLO,O,O,O,X,X,X,X,X,X
SJTIZOL,O,O,O,X,X,X,X,X,X
SJTIOLZ,O,X,X,X,X,X,X,X,O
SJTIOZL,O,X,X,X,X,O,X,X,O
SJTLIZO,O,X,X,X,X,X,X,X,X
SJTLIOZ,O,X,X,X,X,X,X,X,X
SJTLZIO,O,X,X,X,X,X,X,X,X
SJTLZOI,O,X,X,X,X,X,X,X,X
SJTLOIZ,O,X,X,X,X,X,X,X,X
SJTLOZI,O,X,X,X,X,X,X,X,X
SJTZILO,O,O,O,X,X,X,X,X,X
SJTZIOL,O,O,O,X,X,X,X,X,X
SJTZLIO,O,O,O,X,X,X,X,X,X
SJTZLOI,O,O,O,X,X,X,X,X,X
SJTZOIL,O,O,O,X,X,X,X,X,X
SJTZOLI,X,O,O,X,X,X,X,X,X
SJTOILZ,O,X,X,X,X,X,X,X,O
SJTOIZL,O,X,X,X,X,O,X,X,O
SJTOLIZ,O,X,X,X,X,X,X,X,O
SJTOLZI,O,X,X,X,X,X,X,X,O
SJTOZIL,O,X,X,X,X,O,X,X,O
SJTOZLI,O,X,X,X,X,O,X,X,O
SJITLZO,O,X,X,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X,X,X
SJITZLO,O,O,O,X,X,X,X,X,X
SJITZOL,O,O,O,X,X,X,X,X,X
SJITOLZ,O,X,X,X,X,X,X,X,O
SJITOZL,O,X,X,X,X,O,X,X,O
SJILTZO,O,X,X,O,X,X,X,X,X
SJILTOZ,O,X,X,O,X,X,X,X,X
SJILZTO,O,X,X,O,O,X,X,X,X
SJILZOT,O,X,X,O,O,X,X,X,X
SJILOTZ,O,X,X,O,X,X,X,X,X
SJILOZT,O,X,X,O,O,O,X,X,X
SJIZTLO,O,O,O,O,X,X,X,X,X
SJIZTOL,O,O,O,O,X,O,X,X,X
SJIZLTO,O,O,O,O,O,X,X,X,X
SJIZLOT,O,X,X,O,O,X,X,X,X
SJIZOTL,O,O,O,O,X,O,X,X,X
SJIZOLT,O,X,O,O,O,O,X,X,X
SJIOTLZ,O,X,X,X,X,X,X,X,O
SJIOTZL,O,X,X,X,X,O,X,X,O
SJIOLTZ,O,X,X,X,X,X,X,X,O
SJIOLZT,O,X,X,X,O,O,X,X,X
SJIOZTL,O,X,O,O,X,O,X,X,O
SJIOZLT,O,X,O,O,O,O,X,X,X
SJLTIZO,O,X,X,O,X,X,X,X,X
SJLTIOZ,O,X,X,O,X,X,X,X,X
SJLTZIO,O,X,X,X,X,X,X,X,X
SJLTZOI,O,X,X,X,X,X,X,X,X
SJLTOIZ,O,X,X,X,X,X,X,X,X
SJLTOZI,O,X,X,X,X,X,X,X,X
SJLITZO,O,X,X,O,X,X,X,X,X
SJLITOZ,O,X,X,O,X,X,X,X,X
SJLIZTO,O,X,X,O,O,X,X,X,X
SJLIZOT,O,X,X,O,O,X,X,X,X
SJLIOTZ,O,X,X,O,X,X,X,X,X
SJLIOZT,O,X,X,O,O,O,X,X,X
SJLZTIO,O,X,X,O,O,X,X,X,X
SJLZTOI,O,X,X,O,O,X,X,X,X
SJLZITO,O,X,X,O,O,X,X,X,X
SJLZIOT,O,X,X,O,O,X,X,X,X
SJLZOTI,O,X,X,O,O,X,X,X,X
SJLZOIT,O,X,X,O,O,X,X,X,X
SJLOTIZ,O,X,X,O,X,X,X,X,X
SJLOTZI,O,X,X,X,X,X,X,X,X
SJLOITZ,O,X,X,O,X,X,X,X,X
SJLOIZT,O,X,X,O,O,O,X,X,X
SJLOZTI,O,X,X,O,O,O,X,X,X
SJLOZIT,O,X,X,O,O,O,X,X,X
SJZTILO,O,O,O,O,X,X,X,X,X
SJZTIOL,O,O,O,O,X,O,X,X,X
SJZTLIO,O,O,O,O,X,X,X,X,X
SJZTLOI,O,O,O,O,X,X,X,X,X
SJZTOIL,O,O,O,O,X,O,X,X,X
SJZTOLI,X,O,O,X,X,O,X,X,X
SJZITLO,O,O,O,O,X,X,X,X,X
SJZITOL,O,O,O,O,X,O,X,X,X
SJZILTO,O,O,O,O,O,X,X,X,X
SJZILOT,O,X,X,O,O,X,X,X,X
SJZIOTL,O,O,O,O,X,O,X,X,X
SJZIOLT,O,X,O,O,O,O,X,X,X
SJZLTIO,O,O,O,O,O,X,X,X,X
SJZLTOI,O,O,O,O,O,X,X,X,X
SJZLITO,O,O,O,O,O,X,X,X,X
SJZLIOT,O,X,X,O,O,X,X,X,X
SJZLOTI,O,X,X,O,O,X,X,X,X
SJZLOIT,O,X,X,O,O,X,X,X,X
SJZOTIL,O,O,O,O,X,O,X,X,X
SJZOTLI,O,O,O,O,X,O,X,X,X
SJZOITL,O,O,O,O,X,O,X,X,X
SJZOILT,O,X,O,O,O,O,X,X,X
SJZOLTI,O,X,O,O,O,O,X,X,X
SJZOLIT,O,X,O,O,O,O,X,X,X
SJOTILZ,O,X,X,X,X,X,X,X,O
SJOTIZL,O,X,X,X,X,O,X,X,O
SJOTLIZ,O,X,X,X,X,X,X,X,O
SJOTLZI,O,X,X,X,X,X,X,X,O
SJOTZIL,O,X,X,X,X,O,X,X,O
SJOTZLI,O,X,X,X,X,O,X,X,O
SJOITLZ,O,X,X,X,X,X,X,X,O
SJOITZL,O,X,X,X,X,O,X,X,O
SJOILTZ,O,X,X,X,X,X,X,X,O
SJOILZT,O,X,X,X,O,O,X,X,X
SJOIZTL,O,X,O,O,X,O,X,X,O
SJOIZLT,O,X,O,O,O,O,X,X,X
SJOLTIZ,O,X,X,O,X,X,X,X,O
SJOLTZI,O,X,X,X,X,X,X,X,O
SJOLITZ,O,X,X,O,X,X,X,X,O
SJOLIZT,O,X,X,O,O,O,X,X,X
SJOLZTI,O,X,X,O,O,O,X,X,X
SJOLZIT,O,X,X,O,O,O,X,X,X
SJOZTIL,O,X,O,O,X,O,X,X,O
SJOZTLI,O,X,O,O,X,O,X,X,O
SJOZITL,O,X,O,O,X,O,X,X,O
SJOZILT,O,X,O,O,O,O,X,X,X
SJOZLTI,O,X,O,O,O,O,X,X,X
SJOZLIT,O,X,O,O,O,O,X,X,X
SZTILJO,O,O,O,O,O,X,X,X,X
SZTILOJ,O,X,X,X,O,O,X,X,X
SZTIJLO,O,O,O,O,X,X,X,X,X
SZTIJOL,O,O,O,O,X,O,X,X,X
SZTIOLJ,O,X,X,X,O,O,O,O,O
SZTIOJL,O,O,O,O,X,O,X,X,O
SZTLIJO,O,O,O,O,O,X,X,X,X
SZTLIOJ,O,X,X,O,O,O,X,X,X
SZTLJIO,O,O,O,O,O,X,X,X,X
SZTLJOI,O,O,O,O,O,X,X,X,X
SZTLOIJ,O,X,X,O,O,O,X,X,X
SZTLOJI,O,X,X,O,O,O,X,X,X
SZTJILO,O,O,O,O,X,X,X,X,X
SZTJIOL,O,O,O,O,X,O,X,X,X
SZTJLIO,O,O,O,O,X,X,X,X,X
SZTJLOI,O,O,O,O,X,X,X,X,X
SZTJOIL,O,O,O,O,X,O,X,X,X
SZTJOLI,X,O,O,X,X,O,X,X,X
SZTOILJ,O,X,X,X,O,O,O,O,O
SZTOIJL,O,O,O,O,X,O,X,X,O
SZTOLIJ,O,X,X,X,O,O,O,O,O
SZTOLJI,O,X,X,X,O,O,O,O,O
SZTOJIL,O,O,O,O,X,O,X,X,O
SZTOJLI,X,O,O,X,X,O,X,X,O
SZITLJO,O,O,O,O,O,X,X,X,X
SZITLOJ,O,X,X,X,O,O,X,X,X
SZITJLO,O,O,O,O,X,X,X,X,X
SZITJOL,O,O,O,O,X,O,X,X,X
SZITOLJ,O,X,X,X,O,O,O,O,O
SZITOJL,O,O,O,O,X,O,X,X,O
SZILTJO,O,O,O,O,O,X,X,X,X
SZILTOJ,O,X,X,O,O,O,X,O,X
SZILJTO,O,O,O,O,O,X,X,X,X
SZILJOT,O,X,X,O,O,X,X,X,X
SZILOTJ,O,X,X,O,O,O,O,O,X
SZILOJT,O,O,X,O,O,O,O,X,X
SZIJTLO,O,O,O,O,X,X,X,X,X
SZIJTOL,O,O,O,O,X,O,X,X,X
SZIJLTO,O,O,O,O,O,X,X,X,X
SZIJLOT,O,X,X,O,O,X,X,X,X
SZIJOTL,O,O,O,O,X,O,X,X,X
SZIJOLT,O,O,O,O,O,O,O,X,X
SZIOTLJ,O,X,O,O,O,O,O,O,O
SZIOTJL,O,O,O,O,X,O,X,X,O
SZIOLTJ,O,X,O,O,O,O,O,O,X
SZIOLJT,O,O,O,O,O,O,O,X,X
SZIOJTL,O,O,O,O,X,O,X,X,O
SZIOJLT,O,O,O,O,O,O,O,X,X
SZLTIJO,O,O,O,O,O,X,X,X,X
SZLTIOJ,O,X,X,O,O,O,X,O,X
SZLTJIO,O,O,O,O,O,X,X,X,X
SZLTJOI,O,O,O,O,O,X,X,X,X
SZLTOIJ,O,X,X,O,O,O,X,O,X
SZLTOJI,O,X,X,O,O,O,X,O,X
SZLITJO,O,O,O,O,O,X,X,X,X
SZLITOJ,O,X,X,O,O,O,X,O,X
SZLIJTO,O,O,O,O,O,X,X,X,X
SZLIJOT,O,X,X,O,O,X,X,X,X
SZLIOTJ,O,X,X,O,O,O,O,O,X
SZLIOJT,O,O,X,O,O,O,O,X,X
SZLJTIO,O,O,O,O,O,X,X,X,X
SZLJTOI,O,O,O,O,O,X,X,X,X
SZLJITO,O,O,O,O,O,X,X,X,X
SZLJIOT,O,X,X,O,O,X,X,X,X
SZLJOTI,O,X,X,O,O,X,X,X,X
SZLJOIT,O,X,X,O,O,X,X,X,X
SZLOTIJ,O,X,X,O,O,O,O,O,X
SZLOTJI,O,X,X,O,O,O,O,O,X
SZLOITJ,O,X,X,O,O,O,O,O,X
SZLOIJT,O,O,X,O,O,O,O,X,X
SZLOJTI,O,O,X,O,O,O,O,X,X
SZLOJIT,O,O,X,O,O,O,O,X,X
SZJTILO,O,O,O,O,X,X,X,X,X
SZJTIOL,O,O,O,O,X,O,X,X,X
SZJTLIO,O,O,O,O,X,X,X,X,X
SZJTLOI,O,O,O,O,X,X,X,X,X
SZJTOIL,O,O,O,O,X,O,X,X,X
SZJTOLI,X,O,O,X,X,O,X,X,X
SZJITLO,O,O,O,O,X,X,X,X,X
SZJITOL,O,O,O,O,X,O,X,X,X
SZJILTO,O,O,O,O,O,X,X,X,X
SZJILOT,O,X,X,O,O,X,X,X,X
SZJIOTL,O,O,O,O,X,O,X,X,X
SZJIOLT,O,O,O,O,O,O,O,X,X
SZJLTIO,O,O,O,O,O,X,X,X,X
SZJLTOI,O,O,O,O,O,X,X,X,X
SZJLITO,O,O,O,O,O,X,X,X,X
SZJLIOT,O,X,X,O,O,X,X,X,X
SZJLOTI,O,X,X,O,O,X,X,X,X
SZJLOIT,O,X,X,O,O,X,X,X,X
SZJOTIL,O,O,O,O,X,O,X,X,X
SZJOTLI,O,O,O,O,X,O,X,X,X
SZJOITL,O,O,O,O,X,O,X,X,X
SZJOILT,O,O,O,O,O,O,O,X,X
SZJOLTI,O,O,O,O,O,O,O,X,X
SZJOLIT,O,O,O,O,O,O,O,X,X
SZOTILJ,O,X,O,O,O,O,O,O,O
SZOTIJL,O,O,O,O,X,O,X,X,O
SZOTLIJ,O,X,O,O,O,O,O,O,O
SZOTLJI,O,X,O,O,O,O,O,O,O
SZOTJIL,O,O,O,O,X,O,X,X,O
SZOTJLI,O,O,O,O,X,O,X,X,O
SZOITLJ,O,X,O,O,O,O,O,O,O
SZOITJL,O,O,O,O,X,O,X,X,O
SZOILTJ,O,X,O,O,O,O,O,O,X
SZOILJT,O,O,O,O,O,O,O,X,X
SZOIJTL,O,O,O,O,X,O,X,X,O
SZOIJLT,O,O,O,O,O,O,O,X,X
SZOLTIJ,O,X,O,O,O,O,O,O,X
SZOLTJI,O,X,O,O,O,O,O,O,X
SZOLITJ,O,X,O,O,O,O,O,O,X
SZOLIJT,O,O,O,O,O,O,O,X,X
SZOLJTI,O,O,O,O,O,O,O,X,X
SZOLJIT,O,O,O,O,O,O,O,X,X
SZOJTIL,O,O,O,O,X,O,X,X,O
SZOJTLI,O,O,O,O,X,O,X,X,O
SZOJITL,O,O,O,O,X,O,X,X,O
SZOJILT,O,O,O,O,O,O,O,X,X
SZOJLTI,O,O,O,O,O,O,O,X,X
SZOJLIT,O,O,O,O,O,O,O,X,X
SOTILJZ,O,X,X,X,X,X,X,X,O
SOTILZJ,O,X,X,O,O,X,X,X,O
SOTIJLZ,O,X,X,X,X,X,X,X,O
SOTIJZL,O,X,X,O,X,O,X,X,O
SOTIZLJ,O,X,O,O,O,O,X,O,O
SOTIZJL,O,O,O,O,X,O,X,X,O
SOTLIJZ,O,X,X,O,X,X,X,X,O
SOTLIZJ,O,X,X,O,O,X,X,X,O
SOTLJIZ,O,X,X,O,X,X,X,X,O
SOTLJZI,O,X,X,O,X,X,X,X,O
SOTLZIJ,O,X,X,O,O,X,X,X,O
SOTLZJI,O,X,X,O,O,X,X,X,O
SOTJILZ,O,X,X,X,X,X,X,X,O
SOTJIZL,O,X,X,O,X,O,X,X,O
SOTJLIZ,O,X,X,X,X,X,X,X,O
SOTJLZI,O,X,X,X,X,X,X,X,O
SOTJZIL,O,X,X,O,X,O,X,X,O
SOTJZLI,O,X,X,O,X,O,X,X,O
SOTZILJ,O,X,O,O,O,O,X,O,O
SOTZIJL,O,O,O,O,X,O,X,X,O
SOTZLIJ,O,X,O,O,O,O,X,O,O
SOTZLJI,O,X,O,O,O,O,X,O,O
SOTZJIL,O,O,O,O,X,O,X,X,O
SOTZJLI,O,O,O,O,X,O,X,X,O
SOITLJZ,O,X,X,X,X,X,X,X,O
SOITLZJ,O,X,X,O,O,X,X,X,O
SOITJLZ,O,X,X,X,X,X,X,X,O
SOITJZL,O,X,X,O,X,O,X,X,O
SOITZLJ,O,X,O,O,O,O,X,O,O
SOITZJL,O,O,O,O,X,O,X,X,O
SOILTJZ,O,X,X,O,X,X,X,X,O
SOILTZJ,O,X,X,O,O,X,X,X,O
SOILJTZ,O,X,X,O,X,X,X,X,O
SOILJZT,O,X,X,X,O,O,X,X,X
SOILZTJ,O,X,X,O,O,O,O,X,X
SOILZJT,O,X,X,X,O,O,O,X,X
SOIJTLZ,O,X,X,X,X,X,X,X,O
SOIJTZL,O,O,X,O,X,O,X,X,O
SOIJLTZ,O,X,X,X,X,X,X,X,O
SOIJLZT,O,X,X,X,O,O,X,X,X
SOIJZTL,O,O,O,O,X,O,X,X,O
SOIJZLT,O,O,O,O,O,O,X,X,X
SOIZTLJ,O,X,O,O,O,O,O,O,O
SOIZTJL,O,O,O,O,X,O,X,X,O
SOIZLTJ,O,X,O,O,O,O,O,O,X
SOIZLJT,O,O,O,O,O,O,O,X,X
SOIZJTL,O,O,O,O,X,O,X,X,O
SOIZJLT,O,O,O,O,O,O,O,X,X
SOLTIJZ,O,X,X,O,X,X,X,X,O
SOLTIZJ,O,X,X,O,O,X,X,X,O
SOLTJIZ,O,X,X,O,X,X,X,X,O
SOLTJZI,O,X,X,O,X,X,X,X,O
SOLTZIJ,O,X,X,O,O,X,X,X,O
SOLTZJI,O,X,X,O,O,X,X,X,O
SOLITJZ,O,X,X,O,X,X,X,X,O
SOLITZJ,O,X,X,O,O,X,X,X,O
SOLIJTZ,O,X,X,O,X,X,X,X,O
SOLIJZT,O,X,X,O,O,O,X,X,X
SOLIZTJ,O,X,X,O,O,O,O,X,X
SOLIZJT,O,X,X,O,O,O,O,X,X
SOLJTIZ,O,X,X,O,X,X,X,X,O
SOLJTZI,O,X,X,O,X,X,X,X,O
SOLJITZ,O,X,X,O,X,X,X,X,O
SOLJIZT,O,X,X,O,O,O,X,X,X
SOLJZTI,O,X,X,O,O,O,X,X,X
SOLJZIT,O,X,X,O,O,O,X,X,X
SOLZTIJ,O,X,X,O,O,O,O,X,X
SOLZTJI,O,X,X,O,O,O,O,X,X
SOLZITJ,O,X,X,O,O,O,O,X,X
SOLZIJT,O,X,X,O,O,O,O,X,X
SOLZJTI,O,X,X,O,O,O,O,X,X
SOLZJIT,O,X,X,O,O,O,O,X,X
SOJTILZ,O,X,X,X,X,X,X,X,O
SOJTIZL,O,O,X,O,X,O,X,X,O
SOJTLIZ,O,X,X,X,X,X,X,X,O
SOJTLZI,O,X,X,X,X,X,X,X,O
SOJTZIL,O,O,X,O,X,O,X,X,O
SOJTZLI,O,O,X,O,X,O,X,X,O
SOJITLZ,O,X,X,X,X,X,X,X,O
SOJITZL,O,O,X,O,X,O,X,X,O
SOJILTZ,O,X,X,X,X,X,X,X,O
SOJILZT,O,X,X,X,O,O,X,X,X
SOJIZTL,O,O,O,O,X,O,X,X,O
SOJIZLT,O,O,O,O,O,O,X,X,X
SOJLTIZ,O,X,X,O,X,X,X,X,O
SOJLTZI,O,X,X,O,X,X,X,X,O
SOJLITZ,O,X,X,O,X,X,X,X,O
SOJLIZT,O,X,X,O,O,O,X,X,X
SOJLZTI,O,X,X,O,O,O,X,X,X
SOJLZIT,O,X,X,O,O,O,X,X,X
SOJZTIL,O,O,O,O,X,O,X,X,O
SOJZTLI,O,O,O,O,X,O,X,X,O
SOJZITL,O,O,O,O,X,O,X,X,O
SOJZILT,O,O,O,O,O,O,X,X,X
SOJZLTI,O,O,O,O,O,O,X,X,X
SOJZLIT,O,O,O,O,O,O,X,X,X
SOZTILJ,O,X,O,O,O,O,O,O,O
SOZTIJL,O,O,O,O,X,O,X,X,O
SOZTLIJ,O,X,O,O,O,O,O,O,O
SOZTLJI,O,X,O,O,O,O,O,O,O
SOZTJIL,O,O,O,O,X,O,X,X,O
SOZTJLI,O,O,O,O,X,O,X,X,O
SOZITLJ,O,X,O,O,O,O,O,O,O
SOZITJL,O,O,O,O,X,O,X,X,O
SOZILTJ,O,X,O,O,O,O,O,O,X
SOZILJT,O,O,O,O,O,O,O,X,X
SOZIJTL,O,O,O,O,X,O,X,X,O
SOZIJLT,O,O,O,O,O,O,O,X,X
SOZLTIJ,O,X,O,O,O,O,O,O,X
SOZLTJI,O,X,O,O,O,O,O,O,X
SOZLITJ,O,X,O,O,O,O,O,O,X
SOZLIJT,O,O,O,O,O,O,O,X,X
SOZLJTI,O,O,O,O,O,O,O,X,X
SOZLJIT,O,O,O,O,O,O,O,X,X
SOZJTIL,O,O,O,O,X,O,X,X,O
SOZJTLI,O,O,O,O,X,O,X,X,O
SOZJITL,O,O,O,O,X,O,X,X,O
SOZJILT,O,O,O,O,O,O,O,X,X
SOZJLTI,O,O,O,O,O,O,O,X,X
SOZJLIT,O,O,O,O,O,O,O,X,X
ZTILJSO,O,O,O,O,X,X,X,X,X
ZTILJOS,O,X,X,O,X,X,X,O,X
ZTILSJO,O,O,O,O,X,X,X,X,X
ZTILSOJ,X,X,X,O,X,X,X,O,X
ZTILOJS,O,O,X,O,X,X,O,O,X
ZTILOSJ,X,X,X,O,X,X,O,O,X
ZTIJLSO,O,O,O,O,X,X,X,X,X
ZTIJLOS,O,X,X,O,X,X,X,X,X
ZTIJSLO,O,O,O,O,X,X,X,X,X
ZTIJSOL,O,O,O,O,X,X,X,X,X
ZTIJOLS,O,O,O,X,X,X,X,O,X
ZTIJOSL,X,O,O,O,X,X,X,X,X
ZTISLJO,O,O,O,O,X,X,X,X,X
ZTISLOJ,O,X,X,X,X,X,X,X,X
ZTISJLO,O,O,O,O,X,X,X,X,X
ZTISJOL,O,O,O,O,X,X,X,X,X
ZTISOLJ,O,X,X,X,X,X,O,O,O
ZTISOJL,O,O,O,O,X,X,X,X,O
ZTIOLJS,O,O,O,X,X,X,O,O,X
ZTIOLSJ,O,X,O,X,X,X,O,O,X
ZTIOJLS,O,O,O,X,X,X,X,O,X
ZTIOJSL,O,O,O,O,X,X,X,X,X
ZTIOSLJ,O,X,O,O,X,X,O,O,X
