sequence,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFTcB0dB6jB2nBXm?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFicBzdB+jBUiBXm?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhF0cB6jBemBziBXi?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhF2hBCeBTjBUiBXm?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFCeBmhBTjBXmBcs?BlrB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFTcB6jBmiBXiBVr?BcsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhF/hBGeBUjBVrBTn?BasB
ZOSTILJ,X,X,X,O,O,X,O
ZOSTIJL,X,X,X,O,O,X,O
ZOSTLIJ,X,X,X,O,O,X,O
ZOSTLJI,X,X,X,O,O,X,O
ZOSTJIL,X,X,X,O,O,X,O
ZOSTJLI,X,X,X,O,O,X,O
ZOSITLJ,X,X,X,O,O,X,O
ZOSITJL,X,X,X,O,O,X,O
ZOSILTJ,X,X,X,X,O,X,X
ZOSILJT,X,X,X,O,O,X,X
ZOSIJTL,X,X,X,X,O,X,O
ZOSIJLT,X,X,X,O,O,X,X
ZOSLTIJ,X,X,X,X,O,X,X
ZOSLTJI,X,X,X,X,O,X,X
ZOSLITJ,X,X,X,X,O,X,X
ZOSLIJT,X,X,X,O,O,X,X
ZOSLJTI,X,X,X,O,O,X,X
ZOSLJIT,X,X,X,O,O,X,X
ZOSJTIL,X,X,X,X,O,X,O
ZOSJTLI,X,X,X,X,O,X,O
ZOSJITL,X,X,X,X,O,X,O
ZOSJILT,X,X,X,O,O,X,X
ZOSJLTI,X,X,X,O,O,X,X
ZOSJLIT,X,X,X,O,O,X,X
OTILJSZ,O,X,O,X,X,O,X
OTILJZS,O,X,O,X,X,O,X
OTILSJZ,X,X,O,O,X,O,X
OTILSZJ,X,X,X,X,X,O,O
OTILZJS,X,X,O,X,O,O,O
OTILZSJ,X,X,X,X,O,O,O
OTIJLSZ,O,X,O,X,X,O,X
OTIJLZS,O,O,O,X,X,O,X
OTIJSLZ,O,X,O,X,X,O,X
OTIJSZL,O,O,O,X,X,X,O
OTIJZLS,O,O,O,X,X,O,O
OTIJZSL,O,O,O,X,X,O,O
OTISLJZ,X,X,O,O,X,O,X
OTISLZJ,X,X,X,O,X,O,O
OTISJLZ,X,X,O,O,X,O,X
OTISJZL,X,X,O,O,X,X,O
OTISZLJ,X,X,X,O,O,O,O
OTISZJL,X,X,X,O,O,O,O
OTIZLJS,X,O,O,X,O,O,O
OTIZLSJ,X,X,X,X,O,O,O
OTIZJLS,X,O,O,X,O,O,O
OTIZJSL,X,O,O,X,X,O,O
OTIZSLJ,X,X,X,X,O,O,O
OTIZSJL,X,X,X,X,O,O,O
OTLIJSZ,O,X,O,X,X,O,X
OTLIJZS,O,X,O,X,X,O,X
OTLISJZ,X,X,O,O,X,O,X
OTLISZJ,X,X,X,X,X,O,O
OTLIZJS,X,X,O,X,O,O,O
OTLIZSJ,X,X,X,X,O,O,O
OTLJISZ,O,X,O,X,X,O,X
OTLJIZS,O,X,O,X,X,O,X
OTLJSIZ,O,X,O,X,X,O,X
OTLJSZI,O,X,O,X,X,O,X
OTLJZIS,O,X,O,X,X,O,X
OTLJZSI,O,X,O,X,X,O,X
OTLSIJZ,X,X,O,O,X,O,X
OTLSIZJ,X,X,X,X,X,O,O
OTLSJIZ,X,X,O,O,X,O,X
OTLSJZI,X,X,O,O,X,O,X
OTLSZIJ,X,X,X,X,X,O,O
OTLSZJI,X,X,X,X,X,O,O
OTLZIJS,X,X,O,X,O,O,O
OTLZISJ,X,X,X,X,O,O,O
OTLZJIS,X,X,O,X,O,O,O
OTLZJSI,X,X,O,X,O,O,O
OTLZSIJ,X,X,X,X,O,O,O
OTLZSJI,X,X,X,X,O,O,O
OTJILSZ,O,X,O,X,X,O,X
OTJILZS,O,O,O,X,X,O,X
OTJISLZ,O,X,O,X,X,O,X
OTJISZL,O,O,O,X,X,X,O
OTJIZLS,O,O,O,X,X,O,O
OTJIZSL,O,O,O,X,X,O,O
OTJLISZ,O,X,O,X,X,O,X
OTJLIZS,O,O,O,X,X,O,X
OTJLSIZ,O,X,O,X,X,O,X
OTJLSZI,O,X,O,X,X,O,X
OTJLZIS,O,O,O,X,X,O,X
OTJLZSI,O,O,O,X,X,O,X
OTJSILZ,O,X,O,X,X,O,X
OTJSIZL,O,O,O,X,X,X,O
OTJSLIZ,O,X,O,X,X,O,X
OTJSLZI,O,X,O,X,X,O,X
OTJSZIL,O,O,O,X,X,X,O
OTJSZLI,O,O,O,X,X,X,O
OTJZILS,O,O,O,X,X,O,O
OTJZISL,O,O,O,X,X,O,O
OTJZLIS,O,O,O,X,X,O,O
OTJZLSI,O,O,O,X,X,O,O
OTJZSIL,O,O,O,X,X,O,O
OTJZSLI,O,O,O,X,X,O,O
OTSILJZ,X,X,O,O,X,O,X
OTSILZJ,X,X,X,O,X,O,O
OTSIJLZ,X,X,O,O,X,O,X
OTSIJZL,X,X,O,O,X,X,O
OTSIZLJ,X,X,X,O,O,O,O
OTSIZJL,X,X,X,O,O,O,O
OTSLIJZ,X,X,O,O,X,O,X
OTSLIZJ,X,X,X,O,X,O,O
OTSLJIZ,X,X,O,O,X,O,X
OTSLJZI,X,X,O,O,X,O,X
OTSLZIJ,X,X,X,O,X,O,O
OTSLZJI,X,X,X,O,X,O,O
OTSJILZ,X,X,O,O,X,O,X
OTSJIZL,X,X,O,O,X,X,O
OTSJLIZ,X,X,O,O,X,O,X
OTSJLZI,X,X,O,O,X,O,X
OTSJZIL,X,X,O,O,X,X,O
OTSJZLI,X,X,O,O,X,X,O
OTSZILJ,X,X,X,O,O,O,O
OTSZIJL,X,X,X,O,O,O,O
OTSZLIJ,X,X,X,O,O,O,O
OTSZLJI,X,X,X,O,O,O,O
OTSZJIL,X,X,X,O,O,O,O
OTSZJLI,X,X,X,O,O,O,O
OTZILJS,X,O,O,X,O,O,O
OTZILSJ,X,X,X,X,O,O,O
OTZIJLS,X,O,O,X,O,O,O
OTZIJSL,X,O,O,X,X,O,O
OTZISLJ,X,X,X,X,O,O,O
OTZISJL,X,X,X,X,O,O,O
OTZLIJS,X,O,O,X,O,O,O
OTZLISJ,X,X,X,X,O,O,O
OTZLJIS,X,O,O,X,O,O,O
OTZLJSI,X,O,O,X,O,O,O
OTZLSIJ,X,X,X,X,O,O,O
OTZLSJI,X,X,X,X,O,O,O
OTZJILS,X,O,O,X,O,O,O
OTZJISL,X,O,O,X,X,O,O
OTZJLIS,X,O,O,X,O,O,O
OTZJLSI,X,O,O,X,O,O,O
OTZJSIL,X,O,O,X,X,O,O
OTZJSLI,X,O,O,X,X,O,O
OTZSILJ,X,X,X,X,O,O,O
OTZSIJL,X,X,X,X,O,O,O
OTZSLIJ,X,X,X,X,O,O,O
OTZSLJI,X,X,X,X,O,O,O
OTZSJIL,X,X,X,X,O,O,O
OTZSJLI,X,X,X,X,O,O,O
OITLJSZ,O,X,O,X,X,O,X
OITLJZS,O,X,O,X,X,O,X
OITLSJZ,X,X,O,O,X,O,X
OITLSZJ,X,X,X,X,X,O,O
OITLZJS,X,X,O,X,O,O,O
OITLZSJ,X,X,X,X,O,O,O
OITJLSZ,O,X,O,X,X,O,X
OITJLZS,O,O,O,X,X,O,X
OITJSLZ,O,X,O,X,X,O,X
OITJSZL,O,O,O,X,X,X,O
OITJZLS,O,O,O,X,X,O,O
OITJZSL,O,O,O,X,X,O,O
OITSLJZ,X,X,O,O,X,O,X
OITSLZJ,X,X,X,O,X,O,O
OITSJLZ,X,X,O,O,X,O,X
OITSJZL,X,X,O,O,X,X,O
OITSZLJ,X,X,X,O,O,O,O
OITSZJL,X,X,X,O,O,O,O
OITZLJS,X,O,O,X,O,O,O
OITZLSJ,X,X,X,X,O,O,O
OITZJLS,X,O,O,X,O,O,O
OITZJSL,X,O,O,X,X,O,O
OITZSLJ,X,X,X,X,O,O,O
OITZSJL,X,X,X,X,O,O,O
OILTJSZ,O,X,O,X,X,O,X
OILTJZS,O,X,O,X,X,O,X
OILTSJZ,X,X,O,O,X,O,X
OILTSZJ,X,X,X,X,X,O,O
OILTZJS,X,X,O,X,O,O,O
OILTZSJ,X,X,X,X,O,O,O
OILJTSZ,O,X,O,X,X,O,X
OILJTZS,O,X,O,X,X,O,X
OILJSTZ,O,X,O,O,X,X,X
OILJSZT,O,X,O,O,X,X,X
OILJZTS,O,X,O,X,O,X,X
OILJZST,O,X,O,X,O,X,X
OILSTJZ,O,X,O,O,X,X,X
OILSTZJ,O,X,X,O,X,X,X
OILSJTZ,O,X,O,O,X,X,X
OILSJZT,O,X,O,O,X,X,X
OILSZTJ,O,X,X,X,O,X,X
OILSZJT,O,X,X,O,O,X,X
OILZTJS,X,X,O,X,O,X,O
OILZTSJ,X,X,X,X,O,X,O
OILZJTS,X,X,O,X,O,X,O
OILZJST,X,X,O,X,O,X,X
OILZSTJ,X,X,X,X,O,X,X
OILZSJT,X,X,X,O,O,X,X
OIJTLSZ,O,X,O,X,X,O,X
OIJTLZS,O,O,O,X,X,O,X
OIJTSLZ,O,O,O,X,X,O,X
OIJTSZL,O,O,O,X,X,X,O
OIJTZLS,O,O,O,X,X,O,O
OIJTZSL,O,O,O,X,X,X,O
OIJLTSZ,O,X,O,X,X,O,X
OIJLTZS,O,O,O,X,X,O,X
OIJLSTZ,O,O,O,O,X,X,X
OIJLSZT,O,O,O,O,X,X,X
OIJLZTS,O,X,O,X,O,X,X
OIJLZST,O,X,O,X,O,X,X
OIJSTLZ,O,O,O,O,X,X,X
OIJSTZL,O,O,O,O,X,X,X
OIJSLTZ,O,O,O,O,X,X,X
OIJSLZT,O,O,O,O,X,X,X
OIJSZTL,O,O,X,X,O,X,X
OIJSZLT,O,O,O,O,O,X,X
OIJZTLS,O,O,O,X,O,X,O
OIJZTSL,O,O,O,X,X,X,O
OIJZLTS,O,X,O,X,O,X,O
OIJZLST,O,X,O,X,O,X,X
OIJZSTL,O,X,X,X,O,X,O
OIJZSLT,O,O,O,X,O,X,X
OISTLJZ,O,O,O,O,X,X,X
OISTLZJ,O,O,X,O,X,X,O
OISTJLZ,O,O,O,O,X,X,X
OISTJZL,O,O,O,O,X,X,O
OISTZLJ,O,O,X,O,O,X,O
OISTZJL,O,O,X,O,O,X,O
OISLTJZ,O,O,O,O,X,X,X
OISLTZJ,O,O,X,O,X,X,X
OISLJTZ,O,O,O,O,X,X,X
OISLJZT,O,O,O,O,X,X,X
OISLZTJ,O,X,X,X,O,X,X
OISLZJT,O,O,X,O,O,X,X
OISJTLZ,O,O,O,O,X,X,X
OISJTZL,O,O,O,O,X,X,X
OISJLTZ,O,O,O,O,X,X,X
OISJLZT,O,O,O,O,X,X,X
OISJZTL,O,O,X,X,O,X,X
OISJZLT,O,O,O,O,O,X,X
OISZTLJ,O,X,X,O,O,X,O
OISZTJL,O,X,X,O,O,X,O
OISZLTJ,O,X,X,X,O,X,X
OISZLJT,O,O,X,O,O,X,X
OISZJTL,O,O,X,X,O,X,O
OISZJLT,O,O,X,O,O,X,X
OIZTLJS,X,X,O,X,O,X,O
OIZTLSJ,X,X,X,X,O,X,O
OIZTJLS,X,X,O,X,O,X,O
OIZTJSL,X,X,O,X,X,X,O
OIZTSLJ,X,X,X,X,O,X,O
OIZTSJL,X,X,X,X,O,X,O
OIZLTJS,X,X,O,X,O,X,O
OIZLTSJ,X,X,X,X,O,X,O
OIZLJTS,X,X,O,X,O,X,O
OIZLJST,X,X,O,X,O,X,X
OIZLSTJ,X,X,X,X,O,X,X
OIZLSJT,X,X,X,O,O,X,X
OIZJTLS,X,X,O,X,O,X,O
OIZJTSL,X,X,O,X,X,X,O
OIZJLTS,X,X,O,X,O,X,O
OIZJLST,X,X,O,X,O,X,X
OIZJSTL,X,X,X,X,O,X,O
OIZJSLT,X,X,O,X,O,X,X
OIZSTLJ,X,X,X,O,O,X,O
OIZSTJL,X,X,X,O,O,X,O
OIZSLTJ,X,X,X,X,O,X,X
OIZSLJT,X,X,X,O,O,X,X
OIZSJTL,X,X,X,X,O,X,O
OIZSJLT,X,X,X,O,O,X,X
OLTIJSZ,O,X,O,X,X,O,X
OLTIJZS,O,X,O,X,X,O,X
OLTISJZ,X,X,O,O,X,O,X
OLTISZJ,X,X,X,X,X,O,O
OLTIZJS,X,X,O,X,O,O,O
OLTIZSJ,X,X,X,X,O,O,O
OLTJISZ,O,X,O,X,X,O,X
OLTJIZS,O,X,O,X,X,O,X
OLTJSIZ,O,X,O,X,X,O,X
OLTJSZI,O,X,O,X,X,O,X
OLTJZIS,O,X,O,X,X,O,X
OLTJZSI,O,X,O,X,X,O,X
OLTSIJZ,X,X,O,O,X,O,X
OLTSIZJ,X,X,X,X,X,O,O
OLTSJIZ,X,X,O,O,X,O,X
OLTSJZI,X,X,O,O,X,O,X
OLTSZIJ,X,X,X,X,X,O,O
OLTSZJI,X,X,X,X,X,O,O
OLTZIJS,X,X,O,X,O,O,O
OLTZISJ,X,X,X,X,O,O,O
OLTZJIS,X,X,O,X,O,O,O
OLTZJSI,X,X,O,X,O,O,O
OLTZSIJ,X,X,X,X,O,O,O
OLTZSJI,X,X,X,X,O,O,O
OLITJSZ,O,X,O,X,X,O,X
OLITJZS,O,X,O,X,X,O,X
OLITSJZ,X,X,O,O,X,O,X
OLITSZJ,X,X,X,X,X,O,O
OLITZJS,X,X,O,X,O,O,O
OLITZSJ,X,X,X,X,O,O,O
OLIJTSZ,O,X,O,X,X,O,X
OLIJTZS,O,X,O,X,X,O,X
OLIJSTZ,O,X,O,O,X,X,X
OLIJSZT,O,X,O,O,X,X,X
OLIJZTS,O,X,O,X,O,X,X
OLIJZST,O,X,O,X,O,X,X
OLISTJZ,O,X,O,O,X,X,X
OLISTZJ,O,X,X,O,X,X,X
OLISJTZ,O,X,O,O,X,X,X
OLISJZT,O,X,O,O,X,X,X
OLISZTJ,O,X,X,X,O,X,X
OLISZJT,O,X,X,O,O,X,X
OLIZTJS,X,X,O,X,O,X,O
OLIZTSJ,X,X,X,X,O,X,O
OLIZJTS,X,X,O,X,O,X,O
OLIZJST,X,X,O,X,O,X,X
OLIZSTJ,X,X,X,X,O,X,X
OLIZSJT,X,X,X,O,O,X,X
OLJTISZ,O,X,O,X,X,O,X
OLJTIZS,O,X,O,X,X,O,X
OLJTSIZ,O,X,O,X,X,O,X
OLJTSZI,O,X,O,X,X,O,X
OLJTZIS,O,X,O,X,X,O,X
OLJTZSI,O,X,O,X,X,O,X
OLJITSZ,O,X,O,X,X,O,X
OLJITZS,O,X,O,X,X,O,X
OLJISTZ,O,X,O,O,X,X,X
OLJISZT,O,X,O,O,X,X,X
OLJIZTS,O,X,O,X,O,X,X
OLJIZST,O,X,O,X,O,X,X
OLJSTIZ,O,X,O,O,X,X,X
OLJSTZI,O,X,O,O,X,X,X
OLJSITZ,O,X,O,O,X,X,X
OLJSIZT,O,X,O,O,X,X,X
OLJSZTI,O,X,O,O,X,X,X
OLJSZIT,O,X,O,O,X,X,X
OLJZTIS,O,X,O,X,O,X,X
OLJZTSI,O,X,O,X,O,X,X
OLJZITS,O,X,O,X,O,X,X
OLJZIST,O,X,O,X,O,X,X
OLJZSTI,O,X,O,X,O,X,X
OLJZSIT,O,X,O,X,O,X,X
OLSTIJZ,O,X,O,O,X,X,X
OLSTIZJ,O,X,X,O,X,X,X
OLSTJIZ,O,X,O,O,X,X,X
OLSTJZI,O,X,O,O,X,X,X
OLSTZIJ,O,X,X,O,X,X,X
OLSTZJI,O,X,X,O,X,X,X
OLSITJZ,O,X,O,O,X,X,X
OLSITZJ,O,X,X,O,X,X,X
OLSIJTZ,O,X,O,O,X,X,X
OLSIJZT,O,X,O,O,X,X,X
OLSIZTJ,O,X,X,X,O,X,X
OLSIZJT,O,X,X,O,O,X,X
OLSJTIZ,O,X,O,O,X,X,X
OLSJTZI,O,X,O,O,X,X,X
OLSJITZ,O,X,O,O,X,X,X
OLSJIZT,O,X,O,O,X,X,X
OLSJZTI,O,X,O,O,X,X,X
OLSJZIT,O,X,O,O,X,X,X
OLSZTIJ,O,X,X,X,O,X,X
OLSZTJI,O,X,X,X,O,X,X
OLSZITJ,O,X,X,X,O,X,X
OLSZIJT,O,X,X,O,O,X,X
OLSZJTI,O,X,X,O,O,X,X
OLSZJIT,O,X,X,O,O,X,X
OLZTIJS,X,X,O,X,O,X,O
OLZTISJ,X,X,X,X,O,X,O
OLZTJIS,X,X,O,X,O,X,O
OLZTJSI,X,X,O,X,O,X,O
OLZTSIJ,X,X,X,X,O,X,O
OLZTSJI,X,X,X,X,O,X,O
OLZITJS,X,X,O,X,O,X,O
OLZITSJ,X,X,X,X,O,X,O
OLZIJTS,X,X,O,X,O,X,O
OLZIJST,X,X,O,X,O,X,X
OLZISTJ,X,X,X,X,O,X,X
OLZISJT,X,X,X,O,O,X,X
OLZJTIS,X,X,O,X,O,X,O
OLZJTSI,X,X,O,X,O,X,O
OLZJITS,X,X,O,X,O,X,O
OLZJIST,X,X,O,X,O,X,X
OLZJSTI,X,X,O,X,O,X,X
OLZJSIT,X,X,O,X,O,X,X
OLZSTIJ,X,X,X,X,O,X,X
OLZSTJI,X,X,X,X,O,X,X
OLZSITJ,X,X,X,X,O,X,X
OLZSIJT,X,X,X,O,O,X,X
OLZSJTI,X,X,X,O,O,X,X
OLZSJIT,X,X,X,O,O,X,X
OJTILSZ,O,X,O,X,X,O,X
OJTILZS,O,O,O,X,X,O,X
OJTISLZ,O,O,O,X,X,O,X
OJTISZL,O,O,O,X,X,X,O
OJTIZLS,O,O,O,X,X,O,O
OJTIZSL,O,O,O,X,X,X,O
OJTLISZ,O,X,O,X,X,O,X
OJTLIZS,O,O,O,X,X,O,X
OJTLSIZ,O,X,O,X,X,O,X
OJTLSZI,O,X,O,X,X,O,X
OJTLZIS,O,O,O,X,X,O,X
OJTLZSI,O,O,O,X,X,O,X
OJTSILZ,O,O,O,X,X,O,X
OJTSIZL,O,O,O,X,X,X,O
OJTSLIZ,O,O,O,X,X,O,X
OJTSLZI,O,X,O,X,X,O,X
OJTSZIL,O,O,O,X,X,X,O
OJTSZLI,O,O,O,X,X,X,O
OJTZILS,O,O,O,X,X,O,O
OJTZISL,O,O,O,X,X,X,O
OJTZLIS,O,O,O,X,X,O,O
OJTZLSI,O,O,O,X,X,O,O
OJTZSIL,O,O,O,X,X,X,O
OJTZSLI,O,O,O,X,X,X,O
OJITLSZ,O,X,O,X,X,O,X
OJITLZS,O,O,O,X,X,O,X
OJITSLZ,O,O,O,X,X,O,X
OJITSZL,O,O,O,X,X,X,O
OJITZLS,O,O,O,X,X,O,O
OJITZSL,O,O,O,X,X,X,O
OJILTSZ,O,X,O,X,X,O,X
OJILTZS,O,O,O,X,X,O,X
OJILSTZ,O,O,O,O,X,X,X
OJILSZT,O,O,O,O,X,X,X
OJILZTS,O,X,O,X,O,X,X
OJILZST,O,X,O,X,O,X,X
OJISTLZ,O,O,O,O,X,X,X
OJISTZL,O,O,O,O,X,X,X
OJISLTZ,O,O,O,O,X,X,X
OJISLZT,O,O,O,O,X,X,X
OJISZTL,O,O,X,X,O,X,X
OJISZLT,O,O,O,O,O,X,X
OJIZTLS,O,O,O,X,O,X,O
OJIZTSL,O,O,O,X,X,X,O
OJIZLTS,O,X,O,X,O,X,O
OJIZLST,O,X,O,X,O,X,X
OJIZSTL,O,X,X,X,O,X,O
OJIZSLT,O,O,O,X,O,X,X
OJLTISZ,O,X,O,X,X,O,X
OJLTIZS,O,O,O,X,X,O,X
OJLTSIZ,O,X,O,X,X,O,X
OJLTSZI,O,X,O,X,X,O,X
OJLTZIS,O,O,O,X,X,O,X
OJLTZSI,O,O,O,X,X,O,X
OJLITSZ,O,X,O,X,X,O,X
OJLITZS,O,O,O,X,X,O,X
OJLISTZ,O,O,O,O,X,X,X
OJLISZT,O,O,O,O,X,X,X
OJLIZTS,O,X,O,X,O,X,X
OJLIZST,O,X,O,X,O,X,X
OJLSTIZ,O,O,O,O,X,X,X
OJLSTZI,O,X,O,O,X,X,X
OJLSITZ,O,O,O,O,X,X,X
OJLSIZT,O,O,O,O,X,X,X
OJLSZTI,O,X,O,O,X,X,X
OJLSZIT,O,O,O,O,X,X,X
OJLZTIS,O,X,O,X,O,X,X
OJLZTSI,O,X,O,X,O,X,X
OJLZITS,O,X,O,X,O,X,X
OJLZIST,O,X,O,X,O,X,X
OJLZSTI,O,X,O,X,O,X,X
OJLZSIT,O,X,O,X,O,X,X
OJSTILZ,O,O,O,O,X,X,X
OJSTIZL,O,O,O,O,X,X,X
OJSTLIZ,O,O,O,O,X,X,X
OJSTLZI,O,O,O,O,X,X,X
OJSTZIL,O,O,O,O,X,X,X
OJSTZLI,O,O,O,O,X,X,X
OJSITLZ,O,O,O,O,X,X,X
OJSITZL,O,O,O,O,X,X,X
OJSILTZ,O,O,O,O,X,X,X
OJSILZT,O,O,O,O,X,X,X
OJSIZTL,O,O,X,X,O,X,X
OJSIZLT,O,O,O,O,O,X,X
OJSLTIZ,O,O,O,O,X,X,X
OJSLTZI,O,O,O,O,X,X,X
OJSLITZ,O,O,O,O,X,X,X
OJSLIZT,O,O,O,O,X,X,X
OJSLZTI,O,O,O,O,X,X,X
OJSLZIT,O,O,O,O,X,X,X
OJSZTIL,O,O,X,X,O,X,X
OJSZTLI,O,O,X,X,O,X,X
OJSZITL,O,O,X,X,O,X,X
OJSZILT,O,O,O,O,O,X,X
OJSZLTI,O,O,O,O,O,X,X
OJSZLIT,O,O,O,O,O,X,X
OJZTILS,O,O,O,X,O,X,O
OJZTISL,O,O,O,X,X,X,O
OJZTLIS,O,O,O,X,O,X,O
OJZTLSI,O,O,O,X,O,X,O
OJZTSIL,O,O,O,X,X,X,O
OJZTSLI,O,O,O,X,X,X,O
OJZITLS,O,O,O,X,O,X,O
OJZITSL,O,O,O,X,X,X,O
OJZILTS,O,X,O,X,O,X,O
OJZILST,O,X,O,X,O,X,X
OJZISTL,O,X,X,X,O,X,O
OJZISLT,O,O,O,X,O,X,X
OJZLTIS,O,X,O,X,O,X,O
OJZLTSI,O,X,O,X,O,X,O
OJZLITS,O,X,O,X,O,X,O
OJZLIST,O,X,O,X,O,X,X
OJZLSTI,O,X,O,X,O,X,X
OJZLSIT,O,X,O,X,O,X,X
OJZSTIL,O,X,X,X,O,X,O
OJZSTLI,O,X,X,X,O,X,O
OJZSITL,O,X,X,X,O,X,O
OJZSILT,O,O,O,X,O,X,X
OJZSLTI,O,X,O,X,O,X,X
OJZSLIT,O,O,O,X,O,X,X
OSTILJZ,O,O,O,O,X,X,X
OSTILZJ,O,O,X,O,X,X,O
OSTIJLZ,O,O,O,O,X,X,X
OSTIJZL,O,O,O,O,X,X,O
OSTIZLJ,O,O,X,O,O,X,O
OSTIZJL,O,O,X,O,O,X,O
OSTLIJZ,O,O,O,O,X,X,X
OSTLIZJ,O,O,X,O,X,X,O
OSTLJIZ,O,O,O,O,X,X,X
OSTLJZI,O,O,O,O,X,X,X
OSTLZIJ,O,O,X,O,X,X,O
OSTLZJI,O,O,X,O,X,X,O
OSTJILZ,O,O,O,O,X,X,X
OSTJIZL,O,O,O,O,X,X,O
OSTJLIZ,O,O,O,O,X,X,X
OSTJLZI,O,O,O,O,X,X,X
OSTJZIL,O,O,O,O,X,X,O
OSTJZLI,O,O,O,O,X,X,O
OSTZILJ,O,O,X,O,O,X,O
OSTZIJL,O,O,X,O,O,X,O
OSTZLIJ,O,O,X,O,O,X,O
OSTZLJI,O,O,X,O,O,X,O
OSTZJIL,O,O,X,O,O,X,O
OSTZJLI,O,O,X,O,O,X,O
OSITLJZ,O,O,O,O,X,X,X
OSITLZJ,O,O,X,O,X,X,O
OSITJLZ,O,O,O,O,X,X,X
OSITJZL,O,O,O,O,X,X,O
OSITZLJ,O,O,X,O,O,X,O
OSITZJL,O,O,X,O,O,X,O
OSILTJZ,O,O,O,O,X,X,X
OSILTZJ,O,O,X,O,X,X,X
OSILJTZ,O,O,O,O,X,X,X
OSILJZT,O,O,O,O,X,X,X
OSILZTJ,O,X,X,X,O,X,X
OSILZJT,O,O,X,O,O,X,X
OSIJTLZ,O,O,O,O,X,X,X
OSIJTZL,O,O,O,O,X,X,X
OSIJLTZ,O,O,O,O,X,X,X
OSIJLZT,O,O,O,O,X,X,X
OSIJZTL,O,O,X,X,O,X,X
OSIJZLT,O,O,O,O,O,X,X
OSIZTLJ,O,X,X,O,O,X,O
OSIZTJL,O,X,X,O,O,X,O
OSIZLTJ,O,X,X,X,O,X,X
OSIZLJT,O,O,X,O,O,X,X
OSIZJTL,O,O,X,X,O,X,O
OSIZJLT,O,O,X,O,O,X,X
OSLTIJZ,O,O,O,O,X,X,X
OSLTIZJ,O,O,X,O,X,X,X
OSLTJIZ,O,O,O,O,X,X,X
OSLTJZI,O,O,O,O,X,X,X
OSLTZIJ,O,O,X,O,X,X,X
OSLTZJI,O,O,X,O,X,X,X
OSLITJZ,O,O,O,O,X,X,X
OSLITZJ,O,O,X,O,X,X,X
OSLIJTZ,O,O,O,O,X,X,X
OSLIJZT,O,O,O,O,X,X,X
OSLIZTJ,O,X,X,X,O,X,X
OSLIZJT,O,O,X,O,O,X,X
OSLJTIZ,O,O,O,O,X,X,X
OSLJTZI,O,O,O,O,X,X,X
OSLJITZ,O,O,O,O,X,X,X
OSLJIZT,O,O,O,O,X,X,X
OSLJZTI,O,O,O,O,X,X,X
OSLJZIT,O,O,O,O,X,X,X
OSLZTIJ,O,X,X,X,O,X,X
OSLZTJI,O,X,X,X,O,X,X
OSLZITJ,O,X,X,X,O,X,X
OSLZIJT,O,O,X,O,O,X,X
OSLZJTI,O,O,X,O,O,X,X
OSLZJIT,O,O,X,O,O,X,X
OSJTILZ,O,O,O,O,X,X,X
OSJTIZL,O,O,O,O,X,X,X
OSJTLIZ,O,O,O,O,X,X,X
OSJTLZI,O,O,O,O,X,X,X
OSJTZIL,O,O,O,O,X,X,X
OSJTZLI,O,O,O,O,X,X,X
OSJITLZ,O,O,O,O,X,X,X
OSJITZL,O,O,O,O,X,X,X
OSJILTZ,O,O,O,O,X,X,X
OSJILZT,O,O,O,O,X,X,X
OSJIZTL,O,O,X,X,O,X,X
OSJIZLT,O,O,O,O,O,X,X
OSJLTIZ,O,O,O,O,X,X,X
OSJLTZI,O,O,O,O,X,X,X
OSJLITZ,O,O,O,O,X,X,X
OSJLIZT,O,O,O,O,X,X,X
OSJLZTI,O,O,O,O,X,X,X
OSJLZIT,O,O,O,O,X,X,X
OSJZTIL,O,O,X,X,O,X,X
OSJZTLI,O,O,X,X,O,X,X
OSJZITL,O,O,X,X,O,X,X
OSJZILT,O,O,O,O,O,X,X
OSJZLTI,O,O,O,O,O,X,X
OSJZLIT,O,O,O,O,O,X,X
OSZTILJ,O,X,X,O,O,X,O
OSZTIJL,O,X,X,O,O,X,O
OSZTLIJ,O,X,X,O,O,X,O
OSZTLJI,O,X,X,O,O,X,O
OSZTJIL,O,X,X,O,O,X,O
OSZTJLI,O,X,X,O,O,X,O
OSZITLJ,O,X,X,O,O,X,O
OSZITJL,O,X,X,O,O,X,O
OSZILTJ,O,X,X,X,O,X,X
OSZILJT,O,O,X,O,O,X,X
OSZIJTL,O,O,X,X,O,X,O
OSZIJLT,O,O,X,O,O,X,X
OSZLTIJ,O,X,X,X,O,X,X
OSZLTJI,O,X,X,X,O,X,X
OSZLITJ,O,X,X,X,O,X,X
OSZLIJT,O,O,X,O,O,X,X
OSZLJTI,O,O,X,O,O,X,X
OSZLJIT,O,O,X,O,O,X,X
OSZJTIL,O,O,X,X,O,X,O
OSZJTLI,O,O,X,X,O,X,O
