sequence,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex6IvhFXcBTdBifBW?nBFlB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeZ/IvhFUbBFcBXdBW?lBSnBzpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Je06IvhFxcBKkBGhBT?iBFlBXqB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex7IvhF6iBlfB3gBz?hB2pB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeZ/IvhFUcBGdBCgBV?nBXlBzpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeX7IvhFxcBKkBGhBT?iBFlB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeT6IvhFUcBGdBSlBV?nB/pBZlB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex7IvhFlfB3gBCiBT?iB2pB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeT6IvhFxbB8hB+iB/?pBFlBiqB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeU8IvhFxfBTiBCiB/?pBFlBmpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex6IvhFXcB8hB+iBK?kBFlBzpB
SIOTZLJ,X,X,X,O,O,X,X,X,X,O,X
SIOTZJL,X,X,X,X,O,X,X,X,X,O,X
SIOLTJZ,X,O,X,O,O,X,X,O,X,X,X
SIOLTZJ,X,O,X,O,O,X,X,O,X,X,X
SIOLJTZ,X,O,X,O,X,X,X,O,X,X,X
SIOLJZT,X,O,X,O,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,O,O,X,X,X,X,O,X
SIOLZJT,X,O,X,O,X,X,X,X,X,O,X
SIOJTLZ,O,O,X,O,X,X,X,O,X,X,X
SIOJTZL,O,O,X,O,X,X,X,X,O,X,X
SIOJLTZ,O,O,X,O,X,X,X,O,X,X,X
SIOJLZT,O,O,X,O,X,X,X,X,X,X,X
SIOJZTL,O,O,X,O,X,X,X,X,O,O,X
SIOJZLT,O,O,X,O,X,X,X,X,O,O,X
SIOZTLJ,X,X,X,O,O,X,X,X,X,O,X
SIOZTJL,X,X,X,X,O,X,X,X,X,O,X
SIOZLTJ,X,X,X,O,O,X,X,X,X,O,X
SIOZLJT,X,X,X,O,X,X,X,X,X,O,X
SIOZJTL,X,X,X,O,X,X,X,X,X,O,X
SIOZJLT,X,X,X,O,X,X,X,X,X,O,X
SLTIJZO,O,O,X,X,O,X,O,O,X,X,O
SLTIJOZ,O,O,X,X,O,O,O,O,X,X,X
SLTIZJO,O,O,X,X,O,X,O,O,X,X,X
SLTIZOJ,X,O,X,X,O,X,O,O,X,O,X
SLTIOJZ,O,O,X,O,O,O,O,O,X,X,X
SLTIOZJ,X,O,X,O,O,X,O,O,X,O,X
SLTJIZO,O,O,X,X,O,X,O,O,X,X,O
SLTJIOZ,O,O,X,X,O,O,O,O,X,X,X
SLTJZIO,O,O,X,X,O,X,O,O,O,X,O
SLTJZOI,O,O,O,X,O,O,O,O,O,X,O
SLTJOIZ,O,O,O,X,O,O,O,O,X,X,X
SLTJOZI,O,O,O,X,O,O,O,O,O,X,X
SLTZIJO,O,O,X,X,O,X,O,O,X,X,X
SLTZIOJ,X,O,X,X,O,X,O,O,X,O,X
SLTZJIO,O,O,X,X,O,X,O,O,X,X,X
SLTZJOI,O,O,O,X,O,O,O,O,X,X,X
SLTZOIJ,X,O,O,X,O,X,O,O,X,O,X
SLTZOJI,X,O,O,X,O,O,O,O,X,X,X
SLTOIJZ,O,O,O,O,O,O,O,O,X,X,X
SLTOIZJ,X,O,O,O,O,X,O,O,X,O,X
SLTOJIZ,O,O,O,O,O,O,O,O,X,X,X
SLTOJZI,O,O,O,O,O,O,O,O,O,X,X
SLTOZIJ,X,O,O,O,O,X,O,O,X,O,X
SLTOZJI,X,O,O,O,O,O,O,O,X,X,X
SLITJZO,X,O,X,X,O,X,O,O,X,X,X
SLITJOZ,X,O,X,X,O,X,O,O,X,X,X
SLITZJO,X,O,X,X,O,X,O,O,X,X,X
SLITZOJ,X,O,X,X,O,X,O,O,X,X,X
SLITOJZ,X,O,X,O,O,X,O,O,X,X,X
SLITOZJ,X,O,X,O,O,X,O,O,X,X,X
SLIJTZO,X,O,X,X,O,X,X,O,X,X,X
SLIJTOZ,X,O,X,O,O,X,X,O,X,X,X
SLIJZTO,X,O,X,X,O,X,X,O,X,X,O
SLIJZOT,X,O,X,X,X,X,X,X,X,X,O
SLIJOTZ,O,O,X,O,X,X,X,O,X,X,X
SLIJOZT,O,O,X,O,X,X,X,X,X,X,X
SLIZTJO,X,O,X,X,O,X,O,O,X,X,X
SLIZTOJ,X,O,X,X,O,X,O,O,X,X,X
SLIZJTO,X,O,X,X,O,X,X,O,X,X,X
SLIZJOT,X,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,O,X,X,O,X,O,X,X,O,X
SLIZOJT,X,O,X,X,X,X,X,X,X,O,X
SLIOTJZ,X,O,X,O,O,X,O,O,X,X,X
SLIOTZJ,X,O,X,O,O,X,O,O,X,X,X
SLIOJTZ,X,O,X,O,X,X,X,O,X,X,X
SLIOJZT,X,O,X,O,X,X,X,X,X,X,X
SLIOZTJ,X,O,X,O,O,X,O,X,X,O,X
SLIOZJT,X,O,X,O,X,X,X,X,X,O,X
SLJTIZO,O,O,X,X,O,X,O,O,X,X,O
SLJTIOZ,O,O,X,O,O,O,O,O,X,X,X
SLJTZIO,O,O,X,X,O,X,O,O,O,X,O
SLJTZOI,O,O,O,X,O,O,O,O,O,X,O
SLJTOIZ,O,O,O,O,O,O,O,O,X,X,X
SLJTOZI,O,O,O,O,O,O,O,O,O,X,X
SLJITZO,X,O,X,X,O,X,X,O,X,X,X
SLJITOZ,X,O,X,O,O,X,X,O,X,X,X
SLJIZTO,X,O,X,X,O,X,X,O,X,X,O
SLJIZOT,X,O,X,X,X,X,X,X,X,X,O
SLJIOTZ,O,O,X,O,X,X,X,O,X,X,X
SLJIOZT,O,O,X,O,X,X,X,X,X,X,X
SLJZTIO,O,O,X,X,O,X,O,O,O,X,O
SLJZTOI,O,O,X,X,O,X,O,O,O,X,O
SLJZITO,O,O,X,X,O,X,X,O,O,X,O
SLJZIOT,O,O,X,X,X,X,X,X,O,X,O
SLJZOTI,O,O,O,X,X,X,O,X,O,X,O
SLJZOIT,O,O,O,X,X,X,X,X,O,X,O
SLJOTIZ,O,O,O,O,X,O,O,O,X,X,X
SLJOTZI,O,O,O,O,X,O,O,O,O,X,X
SLJOITZ,O,O,O,O,X,O,X,O,X,X,X
SLJOIZT,O,O,O,O,X,X,X,X,X,X,X
SLJOZTI,O,O,O,O,X,X,O,X,O,X,X
SLJOZIT,O,O,O,O,X,X,X,X,O,X,X
SLZTIJO,O,O,X,X,O,X,O,O,X,X,X
SLZTIOJ,O,O,X,X,O,X,O,O,X,O,X
SLZTJIO,O,O,X,X,O,X,O,O,X,X,X
SLZTJOI,O,O,X,X,O,X,O,O,X,X,X
SLZTOIJ,O,O,X,X,O,X,O,O,X,O,X
SLZTOJI,O,O,X,X,O,X,O,O,X,X,X
SLZITJO,O,O,X,X,O,X,O,O,X,X,X
SLZITOJ,X,O,X,X,O,X,O,O,X,X,X
SLZIJTO,O,O,X,X,O,X,X,O,X,X,X
SLZIJOT,O,O,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,O,X,X,O,X,O,X,X,O,X
SLZIOJT,O,O,X,X,X,X,X,X,X,O,X
SLZJTIO,O,O,X,X,O,X,O,O,X,X,X
SLZJTOI,O,O,X,X,O,X,O,O,X,X,X
SLZJITO,O,O,X,X,O,X,X,O,X,X,X
SLZJIOT,O,O,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,O,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,X,X,X,X
SLZOTIJ,X,O,X,X,O,X,O,X,X,O,X
SLZOTJI,X,O,X,X,O,X,O,X,X,X,X
SLZOITJ,X,O,X,X,O,X,O,X,X,O,X
SLZOIJT,O,O,O,X,X,X,X,X,X,O,X
SLZOJTI,O,O,O,X,X,X,O,X,X,X,X
SLZOJIT,O,O,O,X,X,X,X,X,X,X,X
SLOTIJZ,X,O,O,O,O,O,O,O,X,X,X
SLOTIZJ,X,O,O,O,O,X,O,O,X,O,X
SLOTJIZ,X,O,O,O,O,O,O,O,X,X,X
SLOTJZI,X,O,O,O,O,O,O,O,O,X,X
SLOTZIJ,X,O,O,O,O,X,O,O,X,O,X
SLOTZJI,X,O,O,O,O,O,O,O,X,X,X
SLOITJZ,X,O,O,O,O,O,O,O,X,X,X
SLOITZJ,X,O,O,O,O,X,O,O,X,X,X
SLOIJTZ,X,O,O,O,X,O,X,O,X,X,X
SLOIJZT,X,O,O,O,X,X,X,X,X,X,X
SLOIZTJ,X,O,X,O,O,X,O,X,X,O,X
SLOIZJT,X,O,O,O,X,X,X,X,X,O,X
SLOJTIZ,X,O,O,O,X,O,O,O,X,X,X
SLOJTZI,X,O,O,O,X,O,O,O,O,X,X
SLOJITZ,X,O,O,O,X,O,X,O,X,X,X
SLOJIZT,X,O,O,O,X,X,X,X,X,X,X
SLOJZTI,X,O,O,O,X,X,O,X,O,X,X
SLOJZIT,X,O,O,O,X,X,X,X,O,X,X
SLOZTIJ,X,O,X,O,O,X,O,X,X,O,X
SLOZTJI,X,O,X,O,O,X,O,X,X,X,X
SLOZITJ,X,O,X,O,O,X,O,X,X,O,X
SLOZIJT,X,O,O,O,X,X,X,X,X,O,X
SLOZJTI,X,O,O,O,X,X,O,X,X,X,X
SLOZJIT,X,O,O,O,X,X,X,X,X,X,X
SJTILZO,O,O,X,X,O,X,O,O,X,X,X
SJTILOZ,O,O,X,O,O,X,O,O,X,X,X
SJTIZLO,X,O,X,X,O,X,O,O,O,X,X
SJTIZOL,O,X,X,O,O,X,X,X,O,O,X
SJTIOLZ,O,X,X,O,O,X,X,O,X,X,X
SJTIOZL,O,X,X,O,O,X,X,X,O,O,X
SJTLIZO,O,O,X,X,O,X,O,O,X,X,X
SJTLIOZ,O,O,X,O,O,X,O,O,X,X,X
SJTLZIO,O,O,X,X,O,X,O,O,O,X,X
SJTLZOI,O,O,X,X,O,X,O,O,O,X,X
SJTLOIZ,O,O,X,O,O,X,O,O,X,X,X
SJTLOZI,O,O,X,O,O,X,O,O,O,X,X
SJTZILO,O,O,X,X,O,X,O,O,O,X,X
SJTZIOL,O,X,X,O,O,X,X,X,O,O,X
SJTZLIO,O,O,X,X,O,X,O,O,O,X,X
SJTZLOI,O,O,X,X,O,X,O,O,O,X,X
SJTZOIL,O,X,X,O,O,X,X,X,O,O,X
SJTZOLI,O,X,X,O,O,X,O,X,O,X,X
SJTOILZ,O,X,X,O,O,X,X,O,X,X,X
SJTOIZL,O,X,X,O,O,X,X,X,O,O,X
SJTOLIZ,O,X,X,O,O,X,O,O,X,X,X
SJTOLZI,O,X,X,O,O,X,O,O,O,X,X
SJTOZIL,O,X,X,O,O,X,X,X,O,O,X
SJTOZLI,O,X,X,O,O,X,O,X,O,X,X
SJITLZO,O,O,X,X,O,X,X,O,X,X,X
SJITLOZ,O,O,X,O,O,X,X,O,X,X,X
SJITZLO,X,O,X,X,O,X,X,O,O,X,X
SJITZOL,O,X,X,O,O,X,X,X,O,X,X
SJITOLZ,O,X,X,O,O,X,X,O,X,X,X
SJITOZL,O,X,X,O,O,X,X,X,O,X,X
SJILTZO,X,O,X,X,O,X,X,O,X,X,X
SJILTOZ,X,O,X,O,O,X,X,O,X,X,X
SJILZTO,X,O,X,X,O,X,X,O,X,X,X
SJILZOT,X,O,X,X,X,X,X,X,X,X,X
SJILOTZ,O,O,X,O,X,X,X,O,X,X,X
SJILOZT,O,O,X,O,X,X,X,X,X,X,X
SJIZTLO,O,O,X,X,O,X,X,O,O,X,X
SJIZTOL,O,X,X,O,O,X,X,X,O,X,X
SJIZLTO,O,O,X,X,O,X,X,O,O,X,X
SJIZLOT,O,O,X,X,X,X,X,X,O,X,X
SJIZOTL,O,X,X,O,X,X,X,X,O,O,X
SJIZOLT,O,X,X,O,X,X,X,X,O,O,X
SJIOTLZ,O,X,X,O,X,X,X,O,X,X,X
SJIOTZL,O,X,X,O,X,X,X,X,O,X,X
SJIOLTZ,O,X,X,O,X,X,X,O,X,X,X
SJIOLZT,O,X,X,O,X,X,X,X,X,X,X
SJIOZTL,O,X,X,O,X,X,X,X,O,O,X
SJIOZLT,O,X,X,O,X,X,X,X,O,O,X
SJLTIZO,O,O,X,X,O,X,O,O,X,X,O
SJLTIOZ,O,O,X,O,O,O,O,O,X,X,X
SJLTZIO,O,O,X,X,O,X,O,O,O,X,O
SJLTZOI,O,O,O,X,O,O,O,O,O,X,O
SJLTOIZ,O,O,O,O,O,O,O,O,X,X,X
SJLTOZI,O,O,O,O,O,O,O,O,O,X,X
SJLITZO,X,O,X,X,O,X,X,O,X,X,X
SJLITOZ,X,O,X,O,O,X,X,O,X,X,X
SJLIZTO,X,O,X,X,O,X,X,O,X,X,O
SJLIZOT,X,O,X,X,X,X,X,X,X,X,O
SJLIOTZ,O,O,X,O,X,X,X,O,X,X,X
SJLIOZT,O,O,X,O,X,X,X,X,X,X,X
SJLZTIO,O,O,X,X,O,X,O,O,O,X,O
SJLZTOI,O,O,X,X,O,X,O,O,O,X,O
SJLZITO,O,O,X,X,O,X,X,O,O,X,O
SJLZIOT,O,O,X,X,X,X,X,X,O,X,O
SJLZOTI,O,O,O,X,X,X,O,X,O,X,O
SJLZOIT,O,O,O,X,X,X,X,X,O,X,O
SJLOTIZ,O,O,O,O,X,O,O,O,X,X,X
SJLOTZI,O,O,O,O,X,O,O,O,O,X,X
SJLOITZ,O,O,O,O,X,O,X,O,X,X,X
SJLOIZT,O,O,O,O,X,X,X,X,X,X,X
SJLOZTI,O,O,O,O,X,X,O,X,O,X,X
SJLOZIT,O,O,O,O,X,X,X,X,O,X,X
SJZTILO,O,O,X,X,O,X,O,O,O,X,O
SJZTIOL,O,X,X,O,O,X,X,X,O,O,X
SJZTLIO,O,O,X,X,O,X,O,O,O,X,O
SJZTLOI,O,O,X,X,O,X,O,O,O,X,O
SJZTOIL,O,X,X,O,O,X,X,X,O,O,X
SJZTOLI,O,X,X,O,O,X,O,X,O,X,X
SJZITLO,O,O,X,X,O,X,X,O,O,X,O
SJZITOL,O,X,X,O,O,X,X,X,O,X,X
SJZILTO,O,O,X,X,O,X,X,O,O,X,O
SJZILOT,O,O,X,X,X,X,X,X,O,X,O
SJZIOTL,O,X,X,O,X,X,X,X,O,O,X
SJZIOLT,O,X,X,O,X,X,X,X,O,O,O
SJZLTIO,O,O,X,X,O,X,O,O,O,X,O
SJZLTOI,O,O,X,X,O,X,O,O,O,X,O
SJZLITO,O,O,X,X,O,X,X,O,O,X,O
SJZLIOT,O,O,X,X,X,X,X,X,O,X,O
SJZLOTI,O,O,X,X,X,X,O,X,O,X,O
SJZLOIT,O,O,X,X,X,X,X,X,O,X,O
SJZOTIL,O,X,X,O,X,X,X,X,O,O,X
SJZOTLI,O,X,X,O,X,X,X,X,O,X,X
SJZOITL,O,X,X,O,X,X,X,X,O,O,X
SJZOILT,O,X,X,O,X,X,X,X,O,O,O
SJZOLTI,O,X,X,O,X,X,X,X,O,X,O
SJZOLIT,O,X,X,O,X,X,X,X,O,X,O
SJOTILZ,O,X,X,O,X,X,X,O,X,X,X
SJOTIZL,O,X,X,O,X,X,X,X,O,O,X
SJOTLIZ,O,X,X,O,X,X,X,O,X,X,X
SJOTLZI,O,X,X,O,X,X,X,O,O,X,X
SJOTZIL,O,X,X,O,X,X,X,X,O,O,X
SJOTZLI,O,X,X,O,X,X,X,X,O,X,X
SJOITLZ,O,X,X,O,X,X,X,O,X,X,X
SJOITZL,O,X,X,O,X,X,X,X,O,X,X
SJOILTZ,O,X,O,O,X,O,X,O,X,X,X
SJOILZT,O,X,O,O,X,X,X,X,X,X,X
SJOIZTL,O,X,X,O,X,X,X,X,O,O,X
SJOIZLT,O,X,X,O,X,X,X,X,O,O,X
SJOLTIZ,O,X,O,O,X,O,X,O,X,X,X
SJOLTZI,O,X,O,O,X,O,X,O,O,X,X
SJOLITZ,O,X,O,O,X,O,X,O,X,X,X
SJOLIZT,O,X,O,O,X,X,X,X,X,X,X
SJOLZTI,O,X,O,O,X,X,X,X,O,X,X
SJOLZIT,O,X,O,O,X,X,X,X,O,X,X
SJOZTIL,O,X,X,O,X,X,X,X,O,O,X
SJOZTLI,O,X,X,O,X,X,X,X,O,X,X
SJOZITL,O,X,X,O,X,X,X,X,O,O,X
SJOZILT,O,X,X,O,X,X,X,X,O,O,X
SJOZLTI,O,X,X,O,X,X,X,X,O,X,X
SJOZLIT,O,X,X,O,X,X,X,X,O,X,X
SZTILJO,O,X,X,X,O,X,O,O,X,X,X
SZTILOJ,O,X,X,X,O,X,O,O,X,O,X
SZTIJLO,O,X,X,X,O,X,O,X,X,X,X
SZTIJOL,O,X,X,X,O,X,X,X,X,O,X
SZTIOLJ,X,X,X,O,O,X,X,X,X,O,X
SZTIOJL,O,X,X,X,O,X,X,X,X,O,X
SZTLIJO,O,X,X,X,O,X,O,O,X,X,X
SZTLIOJ,O,X,X,X,O,X,O,O,X,O,X
SZTLJIO,O,X,X,X,O,X,O,O,X,X,X
SZTLJOI,O,X,X,X,O,X,O,O,X,X,X
SZTLOIJ,O,X,X,X,O,X,O,O,X,O,X
SZTLOJI,O,X,X,X,O,X,O,O,X,X,X
SZTJILO,O,X,X,X,O,X,O,X,O,X,X
SZTJIOL,O,X,X,X,O,X,X,X,O,O,X
SZTJLIO,O,X,X,X,O,X,O,X,O,X,X
SZTJLOI,O,X,X,X,O,X,O,X,O,X,X
SZTJOIL,O,X,X,X,O,X,X,X,O,O,X
SZTJOLI,O,X,X,X,O,X,O,X,O,X,X
SZTOILJ,X,X,X,O,O,X,X,X,X,O,X
SZTOIJL,O,X,X,X,O,X,X,X,X,O,X
SZTOLIJ,O,X,X,O,O,X,O,X,X,O,X
SZTOLJI,O,X,X,O,O,X,O,X,X,X,X
SZTOJIL,O,X,X,X,O,X,X,X,O,O,X
SZTOJLI,O,X,X,X,O,X,O,X,O,X,X
SZITLJO,O,X,X,X,O,X,O,O,X,X,X
SZITLOJ,O,X,X,X,O,X,O,O,X,O,X
SZITJLO,O,X,X,X,O,X,O,X,X,X,X
SZITJOL,O,X,X,X,O,X,X,X,X,O,X
SZITOLJ,X,X,X,O,O,X,X,X,X,O,X
SZITOJL,O,X,X,X,O,X,X,X,X,O,X
SZILTJO,O,X,X,X,O,X,O,O,X,X,X
SZILTOJ,X,X,X,X,O,X,O,O,X,X,X
SZILJTO,O,X,X,X,O,X,X,O,X,X,X
SZILJOT,O,X,X,X,X,X,X,X,X,X,X
SZILOTJ,X,X,X,X,O,X,O,X,X,O,X
SZILOJT,O,X,X,X,X,X,X,X,X,O,X
SZIJTLO,O,X,X,X,O,X,X,O,X,X,X
SZIJTOL,O,X,X,O,O,X,X,X,X,X,X
SZIJLTO,O,X,X,X,O,X,X,O,X,X,X
SZIJLOT,O,X,X,X,X,X,X,X,X,X,X
SZIJOTL,O,X,X,O,X,X,X,X,X,O,X
SZIJOLT,O,X,X,O,X,X,X,X,X,O,X
SZIOTLJ,X,X,X,O,O,X,X,X,X,O,X
SZIOTJL,X,X,X,X,O,X,X,X,X,O,X
SZIOLTJ,X,X,X,O,O,X,X,X,X,O,X
SZIOLJT,X,X,X,O,X,X,X,X,X,O,X
SZIOJTL,O,X,X,O,X,X,X,X,X,O,X
SZIOJLT,O,X,X,O,X,X,X,X,X,O,X
SZLTIJO,O,X,X,X,O,X,O,O,X,X,X
SZLTIOJ,O,X,X,X,O,X,O,O,X,O,X
SZLTJIO,O,X,X,X,O,X,O,O,X,X,X
SZLTJOI,O,X,X,X,O,X,O,O,X,X,X
SZLTOIJ,O,X,X,X,O,X,O,O,X,O,X
SZLTOJI,O,X,X,X,O,X,O,O,X,X,X
SZLITJO,O,X,X,X,O,X,O,O,X,X,X
SZLITOJ,X,X,X,X,O,X,O,O,X,X,X
SZLIJTO,O,X,X,X,O,X,X,O,X,X,X
SZLIJOT,O,X,X,X,X,X,X,X,X,X,X
SZLIOTJ,X,X,X,X,O,X,O,X,X,O,X
SZLIOJT,O,X,X,X,X,X,X,X,X,O,X
SZLJTIO,O,X,X,X,O,X,O,O,X,X,X
SZLJTOI,O,X,X,X,O,X,O,O,X,X,X
SZLJITO,O,X,X,X,O,X,X,O,X,X,X
SZLJIOT,O,X,X,X,X,X,X,X,X,X,X
SZLJOTI,O,X,X,X,X,X,O,X,X,X,X
SZLJOIT,O,X,X,X,X,X,X,X,X,X,X
SZLOTIJ,X,X,X,X,O,X,O,X,X,O,X
SZLOTJI,X,X,X,X,O,X,O,X,X,X,X
SZLOITJ,X,X,X,X,O,X,O,X,X,O,X
SZLOIJT,O,X,X,X,X,X,X,X,X,O,X
SZLOJTI,O,X,X,X,X,X,O,X,X,X,X
SZLOJIT,O,X,X,X,X,X,X,X,X,X,X
SZJTILO,O,X,X,X,O,X,O,O,O,X,X
SZJTIOL,O,X,X,O,O,X,X,X,O,O,X
SZJTLIO,O,X,X,X,O,X,O,O,O,X,X
SZJTLOI,O,X,X,X,O,X,O,O,O,X,X
SZJTOIL,O,X,X,O,O,X,X,X,O,O,X
SZJTOLI,O,X,X,O,O,X,O,X,O,X,X
SZJITLO,O,X,X,X,O,X,X,O,O,X,X
SZJITOL,O,X,X,O,O,X,X,X,O,X,X
SZJILTO,O,X,X,X,O,X,X,O,O,X,X
SZJILOT,O,X,X,X,X,X,X,X,O,X,X
SZJIOTL,O,X,X,O,X,X,X,X,O,O,X
SZJIOLT,O,X,X,O,X,X,X,X,O,O,X
SZJLTIO,O,X,X,X,O,X,O,O,O,X,X
SZJLTOI,O,X,X,X,O,X,O,O,O,X,X
SZJLITO,O,X,X,X,O,X,X,O,O,X,X
SZJLIOT,O,X,X,X,X,X,X,X,O,X,X
SZJLOTI,O,X,X,X,X,X,O,X,O,X,X
SZJLOIT,O,X,X,X,X,X,X,X,O,X,X
SZJOTIL,O,X,X,O,X,X,X,X,O,O,X
SZJOTLI,O,X,X,O,X,X,X,X,O,X,X
SZJOITL,O,X,X,O,X,X,X,X,O,O,X
SZJOILT,O,X,X,O,X,X,X,X,O,O,X
SZJOLTI,O,X,X,O,X,X,X,X,O,X,X
SZJOLIT,O,X,X,O,X,X,X,X,O,X,X
SZOTILJ,X,X,X,O,O,X,X,X,X,O,X
SZOTIJL,O,X,X,X,O,X,X,X,X,O,X
SZOTLIJ,O,X,X,O,O,X,O,X,X,O,X
SZOTLJI,O,X,X,O,O,X,O,X,X,X,X
SZOTJIL,O,X,X,X,O,X,X,X,O,O,X
SZOTJLI,O,X,X,X,O,X,O,X,O,X,X
SZOITLJ,X,X,X,O,O,X,X,X,X,O,X
SZOITJL,X,X,X,X,O,X,X,X,X,O,X
SZOILTJ,X,X,X,O,O,X,X,X,X,O,X
SZOILJT,X,X,X,O,X,X,X,X,X,O,X
SZOIJTL,O,X,X,O,X,X,X,X,X,O,X
SZOIJLT,O,X,X,O,X,X,X,X,X,O,X
SZOLTIJ,X,X,X,O,O,X,O,X,X,O,X
SZOLTJI,X,X,X,O,O,X,O,X,X,X,X
SZOLITJ,X,X,X,O,O,X,O,X,X,O,X
SZOLIJT,O,X,X,O,X,X,X,X,X,O,X
SZOLJTI,O,X,X,O,X,X,O,X,X,X,X
SZOLJIT,O,X,X,O,X,X,X,X,X,X,X
SZOJTIL,O,X,X,O,X,X,X,X,O,O,X
SZOJTLI,O,X,X,O,X,X,X,X,O,X,X
SZOJITL,O,X,X,O,X,X,X,X,O,O,X
SZOJILT,O,X,X,O,X,X,X,X,O,O,X
SZOJLTI,O,X,X,O,X,X,X,X,O,X,X
SZOJLIT,O,X,X,O,X,X,X,X,O,X,X
SOTILJZ,X,O,X,O,O,X,X,O,X,X,X
SOTILZJ,X,O,X,O,O,X,X,O,X,O,X
SOTIJLZ,O,O,X,O,O,X,X,X,X,X,X
SOTIJZL,O,O,X,O,O,X,X,X,O,O,X
SOTIZLJ,X,X,X,O,O,X,X,X,X,O,X
SOTIZJL,X,X,X,X,O,X,X,X,X,O,X
SOTLIJZ,O,O,X,O,O,X,O,O,X,X,X
SOTLIZJ,X,O,X,O,O,X,O,O,X,O,X
SOTLJIZ,O,O,X,O,O,X,O,O,X,X,X
SOTLJZI,O,O,X,O,O,X,O,O,O,X,X
SOTLZIJ,X,O,X,O,O,X,O,O,X,O,X
SOTLZJI,X,O,X,O,O,X,O,O,X,X,X
SOTJILZ,O,O,X,O,O,X,X,X,X,X,X
SOTJIZL,O,O,X,O,O,X,X,X,O,O,X
SOTJLIZ,O,O,X,O,O,X,O,X,X,X,X
SOTJLZI,O,O,X,O,O,X,O,X,O,X,X
SOTJZIL,O,O,X,O,O,X,X,X,O,O,X
SOTJZLI,O,O,X,O,O,X,O,X,O,X,X
SOTZILJ,X,X,X,O,O,X,X,X,X,O,X
SOTZIJL,X,X,X,X,O,X,X,X,X,O,X
SOTZLIJ,X,X,X,O,O,X,O,X,X,O,X
SOTZLJI,X,X,X,O,O,X,O,X,X,X,X
SOTZJIL,X,X,X,X,O,X,X,X,O,O,X
SOTZJLI,X,X,X,X,O,X,O,X,O,X,X
SOITLJZ,X,O,X,O,O,X,X,O,X,X,X
SOITLZJ,X,O,X,O,O,X,X,O,X,O,X
SOITJLZ,X,O,X,O,O,X,X,X,X,X,X
SOITJZL,X,O,X,O,O,X,X,X,O,O,X
SOITZLJ,X,X,X,O,O,X,X,X,X,O,X
SOITZJL,X,X,X,X,O,X,X,X,X,O,X
SOILTJZ,X,O,O,O,O,O,X,O,X,X,X
SOILTZJ,X,O,O,O,O,X,X,O,X,X,X
SOILJTZ,X,O,O,O,X,O,X,O,X,X,X
SOILJZT,X,O,O,O,X,X,X,X,X,X,X
SOILZTJ,X,O,X,O,O,X,X,X,X,O,X
SOILZJT,X,O,O,O,X,X,X,X,X,O,X
SOIJTLZ,O,O,X,O,X,X,X,O,X,X,X
SOIJTZL,O,O,X,O,X,X,X,X,O,X,X
SOIJLTZ,O,O,O,O,X,O,X,O,X,X,X
SOIJLZT,O,O,O,O,X,X,X,X,X,X,X
SOIJZTL,O,O,X,O,X,X,X,X,O,O,X
SOIJZLT,O,O,X,O,X,X,X,X,O,O,X
SOIZTLJ,X,X,X,O,O,X,X,X,X,O,X
SOIZTJL,X,X,X,X,O,X,X,X,X,O,X
SOIZLTJ,X,X,X,O,O,X,X,X,X,O,X
SOIZLJT,X,X,X,O,X,X,X,X,X,O,X
SOIZJTL,X,X,X,O,X,X,X,X,X,O,X
SOIZJLT,X,X,X,O,X,X,X,X,X,O,X
SOLTIJZ,X,O,O,O,O,O,O,O,X,X,X
SOLTIZJ,X,O,O,O,O,X,O,O,X,O,X
SOLTJIZ,X,O,O,O,O,O,O,O,X,X,X
SOLTJZI,X,O,O,O,O,O,O,O,O,X,X
SOLTZIJ,X,O,O,O,O,X,O,O,X,O,X
SOLTZJI,X,O,O,O,O,O,O,O,X,X,X
SOLITJZ,X,O,O,O,O,O,O,O,X,X,X
SOLITZJ,X,O,O,O,O,X,O,O,X,X,X
SOLIJTZ,X,O,O,O,X,O,X,O,X,X,X
SOLIJZT,X,O,O,O,X,X,X,X,X,X,X
SOLIZTJ,X,O,X,O,O,X,O,X,X,O,X
SOLIZJT,X,O,O,O,X,X,X,X,X,O,X
SOLJTIZ,X,O,O,O,X,O,O,O,X,X,X
SOLJTZI,X,O,O,O,X,O,O,O,O,X,X
SOLJITZ,X,O,O,O,X,O,X,O,X,X,X
SOLJIZT,X,O,O,O,X,X,X,X,X,X,X
SOLJZTI,X,O,O,O,X,X,O,X,O,X,X
