sequence,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBfmB6mB0iB2s?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBGhBKnBfoBUm?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFukB3gBFiB0mBzn?BiqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBGhBTiBfqBVw?ByxB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBFhBOnBfqBSw?BzsB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFCgB0hBmlBznBXn?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFFgB6mB0iBfqBzq?B2xB
LSIJTZO,O,O,O,O,O,X,O
LSIJTOZ,O,O,O,O,O,X,O
LSIJZTO,O,O,O,X,O,X,O
LSIJZOT,O,O,O,O,O,X,O
LSIJOTZ,O,X,O,O,O,X,O
LSIJOZT,O,X,O,O,O,X,O
LSIZTJO,O,O,O,O,O,X,O
LSIZTOJ,O,O,O,O,O,X,X
LSIZJTO,O,O,O,X,O,X,O
LSIZJOT,O,O,O,O,O,X,O
LSIZOTJ,X,O,O,O,O,X,X
LSIZOJT,X,O,O,O,O,X,X
LSIOTJZ,O,O,O,O,O,X,O
LSIOTZJ,O,O,O,O,O,X,O
LSIOJTZ,O,X,O,O,O,X,O
LSIOJZT,O,X,O,O,O,X,O
LSIOZTJ,X,O,O,O,O,X,O
LSIOZJT,X,O,O,O,O,X,O
LSJTIZO,O,O,O,O,O,X,O
LSJTIOZ,O,O,O,O,O,X,O
LSJTZIO,O,O,O,O,O,X,O
LSJTZOI,O,O,O,O,O,X,O
LSJTOIZ,O,O,O,O,O,X,O
LSJTOZI,O,O,O,O,O,X,O
LSJITZO,O,O,O,O,O,X,O
LSJITOZ,O,O,O,O,O,X,O
LSJIZTO,O,O,O,X,O,X,O
LSJIZOT,O,O,O,O,O,X,O
LSJIOTZ,O,X,O,O,O,X,O
LSJIOZT,O,X,O,O,O,X,O
LSJZTIO,O,O,O,X,O,X,O
LSJZTOI,O,O,O,X,O,X,O
LSJZITO,O,O,O,X,O,X,O
LSJZIOT,O,O,O,O,O,X,O
LSJZOTI,O,O,O,O,O,X,O
LSJZOIT,O,O,O,O,O,X,O
LSJOTIZ,O,X,O,O,O,X,O
LSJOTZI,O,X,O,O,O,X,O
LSJOITZ,O,X,O,O,O,X,O
LSJOIZT,O,X,O,O,O,X,O
LSJOZTI,O,X,O,O,O,X,O
LSJOZIT,O,X,O,O,O,X,O
LSZTIJO,O,O,O,O,O,X,O
LSZTIOJ,O,O,O,O,O,X,X
LSZTJIO,O,O,O,O,O,X,O
LSZTJOI,O,O,O,O,O,X,O
LSZTOIJ,O,O,O,O,O,X,X
LSZTOJI,O,O,O,O,O,X,X
LSZITJO,O,O,O,O,O,X,O
LSZITOJ,O,O,O,O,O,X,X
LSZIJTO,O,O,O,X,O,X,O
LSZIJOT,O,O,O,O,O,X,O
LSZIOTJ,X,O,O,O,O,X,X
LSZIOJT,X,O,O,O,O,X,X
LSZJTIO,O,O,O,X,O,X,O
LSZJTOI,O,O,O,X,O,X,O
LSZJITO,O,O,O,X,O,X,O
LSZJIOT,O,O,O,O,O,X,O
LSZJOTI,O,O,O,O,O,X,O
LSZJOIT,O,O,O,O,O,X,O
LSZOTIJ,X,O,O,O,O,X,X
LSZOTJI,X,O,O,O,O,X,X
LSZOITJ,X,O,O,O,O,X,X
LSZOIJT,X,O,O,O,O,X,X
LSZOJTI,X,O,O,O,O,X,X
LSZOJIT,X,O,O,O,O,X,X
LSOTIJZ,O,O,O,O,O,X,O
LSOTIZJ,O,O,O,O,O,X,O
LSOTJIZ,O,O,O,O,O,X,O
LSOTJZI,O,O,O,O,O,X,O
LSOTZIJ,O,O,O,O,O,X,O
LSOTZJI,O,O,O,O,O,X,O
LSOITJZ,O,O,O,O,O,X,O
LSOITZJ,O,O,O,O,O,X,O
LSOIJTZ,O,X,O,O,O,X,O
LSOIJZT,O,X,O,O,O,X,O
LSOIZTJ,X,O,O,O,O,X,O
LSOIZJT,X,O,O,O,O,X,O
LSOJTIZ,O,X,O,O,O,X,O
LSOJTZI,O,X,O,O,O,X,O
LSOJITZ,O,X,O,O,O,X,O
LSOJIZT,O,X,O,O,O,X,O
LSOJZTI,O,X,O,O,O,X,O
LSOJZIT,O,X,O,O,O,X,O
LSOZTIJ,X,O,O,O,O,X,O
LSOZTJI,X,O,O,O,O,X,O
LSOZITJ,X,O,O,O,O,X,O
LSOZIJT,X,O,O,O,O,X,O
LSOZJTI,X,O,O,O,O,X,O
LSOZJIT,X,O,O,O,O,X,O
LZTIJSO,X,X,O,O,O,X,X
LZTIJOS,X,X,O,O,X,X,X
LZTISJO,X,O,O,O,O,X,X
LZTISOJ,X,O,O,O,O,X,X
LZTIOJS,X,X,O,O,O,X,X
LZTIOSJ,X,O,O,O,O,X,X
LZTJISO,X,X,O,O,O,X,X
LZTJIOS,X,X,O,O,X,X,X
LZTJSIO,X,X,O,O,O,X,X
LZTJSOI,X,X,O,O,O,X,X
LZTJOIS,X,X,O,O,X,X,X
LZTJOSI,X,X,O,O,X,X,X
LZTSIJO,X,O,O,O,O,X,X
LZTSIOJ,X,O,O,O,O,X,X
LZTSJIO,X,O,O,O,O,X,X
LZTSJOI,X,O,O,O,O,X,X
LZTSOIJ,X,O,O,O,O,X,X
LZTSOJI,X,O,O,O,O,X,X
LZTOIJS,X,X,O,O,O,X,X
LZTOISJ,X,O,O,O,O,X,X
LZTOJIS,X,X,O,O,O,X,X
LZTOJSI,X,X,O,O,O,X,X
LZTOSIJ,X,O,O,O,O,X,X
LZTOSJI,X,O,O,O,O,X,X
LZITJSO,X,X,O,O,O,X,X
LZITJOS,X,X,O,O,X,X,X
LZITSJO,X,O,O,O,O,X,X
LZITSOJ,X,O,O,O,O,X,X
LZITOJS,X,X,O,O,O,X,X
LZITOSJ,X,O,O,O,O,X,X
LZIJTSO,O,X,O,X,O,X,O
LZIJTOS,X,X,O,X,X,X,O
LZIJSTO,O,X,O,X,O,X,O
LZIJSOT,O,X,O,X,O,X,O
LZIJOTS,X,X,O,X,X,X,O
LZIJOST,O,X,O,X,X,X,O
LZISTJO,O,O,O,O,O,X,O
LZISTOJ,O,O,O,O,O,X,X
LZISJTO,O,O,O,X,O,X,O
LZISJOT,O,O,O,O,O,X,O
LZISOTJ,X,O,O,O,O,X,X
LZISOJT,X,O,O,O,O,X,X
LZIOTJS,X,X,O,O,O,X,X
LZIOTSJ,X,X,O,O,O,X,X
LZIOJTS,X,X,O,X,O,X,O
LZIOJST,X,X,O,X,O,X,O
LZIOSTJ,X,X,O,O,O,X,O
LZIOSJT,X,X,O,O,O,X,O
LZJTISO,O,X,O,X,O,X,O
LZJTIOS,X,X,O,X,X,X,O
LZJTSIO,O,X,O,X,O,X,O
LZJTSOI,O,X,O,X,O,X,O
LZJTOIS,X,X,O,X,X,X,O
LZJTOSI,X,X,O,X,X,X,O
LZJITSO,O,X,O,X,O,X,O
LZJITOS,X,X,O,X,X,X,O
LZJISTO,O,X,O,X,O,X,O
LZJISOT,O,X,O,X,O,X,O
LZJIOTS,X,X,O,X,X,X,O
LZJIOST,O,X,O,X,X,X,O
LZJSTIO,O,X,O,X,O,X,O
LZJSTOI,O,X,O,X,O,X,O
LZJSITO,O,X,O,X,O,X,O
LZJSIOT,O,X,O,X,O,X,O
LZJSOTI,O,X,O,X,O,X,O
LZJSOIT,O,X,O,X,O,X,O
LZJOTIS,X,X,O,X,X,X,O
LZJOTSI,X,X,O,X,X,X,O
LZJOITS,X,X,O,X,X,X,O
LZJOIST,O,X,O,X,X,X,O
LZJOSTI,O,X,O,X,X,X,O
LZJOSIT,O,X,O,X,X,X,O
LZSTIJO,O,O,O,O,O,X,O
LZSTIOJ,O,O,O,O,O,X,X
LZSTJIO,O,O,O,O,O,X,O
LZSTJOI,O,O,O,O,O,X,O
LZSTOIJ,O,O,O,O,O,X,X
LZSTOJI,O,O,O,O,O,X,X
LZSITJO,O,O,O,O,O,X,O
LZSITOJ,O,O,O,O,O,X,X
LZSIJTO,O,O,O,X,O,X,O
LZSIJOT,O,O,O,O,O,X,O
LZSIOTJ,X,O,O,O,O,X,X
LZSIOJT,X,O,O,O,O,X,X
LZSJTIO,O,O,O,X,O,X,O
LZSJTOI,O,O,O,X,O,X,O
LZSJITO,O,O,O,X,O,X,O
LZSJIOT,O,O,O,O,O,X,O
LZSJOTI,O,O,O,O,O,X,O
LZSJOIT,O,O,O,O,O,X,O
LZSOTIJ,X,O,O,O,O,X,X
LZSOTJI,X,O,O,O,O,X,X
LZSOITJ,X,O,O,O,O,X,X
LZSOIJT,X,O,O,O,O,X,X
LZSOJTI,X,O,O,O,O,X,X
LZSOJIT,X,O,O,O,O,X,X
LZOTIJS,X,X,O,O,O,X,X
LZOTISJ,X,X,O,O,O,X,X
LZOTJIS,X,X,O,O,O,X,X
LZOTJSI,X,X,O,O,O,X,X
LZOTSIJ,X,X,O,O,O,X,X
LZOTSJI,X,X,O,O,O,X,X
LZOITJS,X,X,O,O,O,X,X
LZOITSJ,X,X,O,O,O,X,X
LZOIJTS,X,X,O,X,O,X,O
LZOIJST,X,X,O,X,O,X,O
LZOISTJ,X,X,O,O,O,X,O
LZOISJT,X,X,O,O,O,X,O
LZOJTIS,X,X,O,X,O,X,O
LZOJTSI,X,X,O,X,O,X,O
LZOJITS,X,X,O,X,O,X,O
LZOJIST,X,X,O,X,O,X,O
LZOJSTI,X,X,O,X,O,X,O
LZOJSIT,X,X,O,X,O,X,O
LZOSTIJ,X,X,O,O,O,X,O
LZOSTJI,X,X,O,O,O,X,O
LZOSITJ,X,X,O,O,O,X,O
LZOSIJT,X,X,O,O,O,X,O
LZOSJTI,X,X,O,O,O,X,O
LZOSJIT,X,X,O,O,O,X,O
LOTIJSZ,X,X,O,O,O,O,O
LOTIJZS,X,X,O,O,O,O,O
LOTISJZ,X,X,O,O,O,O,O
LOTISZJ,X,X,O,O,O,X,O
LOTIZJS,X,X,O,O,O,O,X
LOTIZSJ,X,X,O,O,O,X,X
LOTJISZ,X,X,O,O,O,O,O
LOTJIZS,X,X,O,O,O,O,O
LOTJSIZ,X,X,O,O,O,O,O
LOTJSZI,X,X,O,O,O,O,O
LOTJZIS,X,X,O,O,O,O,O
LOTJZSI,X,X,O,O,O,O,O
LOTSIJZ,X,X,O,O,O,O,O
LOTSIZJ,X,X,O,O,O,X,O
LOTSJIZ,X,X,O,O,O,O,O
LOTSJZI,X,X,O,O,O,O,O
LOTSZIJ,X,X,O,O,O,X,O
LOTSZJI,X,X,O,O,O,X,O
LOTZIJS,X,X,O,O,O,O,X
LOTZISJ,X,X,O,O,O,X,X
LOTZJIS,X,X,O,O,O,O,X
LOTZJSI,X,X,O,O,O,O,X
LOTZSIJ,X,X,O,O,O,X,X
LOTZSJI,X,X,O,O,O,X,X
LOITJSZ,X,X,O,O,O,O,O
LOITJZS,X,X,O,O,O,O,O
LOITSJZ,X,X,O,O,O,O,O
LOITSZJ,X,X,O,O,O,X,O
LOITZJS,X,X,O,O,O,O,X
LOITZSJ,X,X,O,O,O,X,X
LOIJTSZ,X,X,O,O,O,X,O
LOIJTZS,X,X,O,O,O,O,O
LOIJSTZ,O,X,O,O,O,X,O
LOIJSZT,O,X,O,O,O,O,O
LOIJZTS,X,X,O,X,O,O,O
LOIJZST,O,X,O,X,O,O,O
LOISTJZ,O,X,O,O,O,X,O
LOISTZJ,O,X,O,O,O,X,O
LOISJTZ,O,X,O,O,O,X,O
LOISJZT,O,X,O,O,O,X,O
LOISZTJ,X,X,O,O,O,X,O
LOISZJT,X,X,O,O,O,X,O
LOIZTJS,X,X,O,O,O,X,X
LOIZTSJ,X,X,O,O,O,X,X
LOIZJTS,X,X,O,X,O,X,O
LOIZJST,X,X,O,X,O,X,O
LOIZSTJ,X,X,O,O,O,X,O
LOIZSJT,X,X,O,O,O,X,O
LOJTISZ,X,X,O,O,O,O,O
LOJTIZS,X,X,O,O,O,O,O
LOJTSIZ,X,X,O,O,O,O,O
LOJTSZI,X,X,O,O,O,O,O
LOJTZIS,X,X,O,O,O,O,O
LOJTZSI,X,X,O,O,O,O,O
LOJITSZ,X,X,O,O,O,X,O
LOJITZS,X,X,O,O,O,O,O
LOJISTZ,O,X,O,O,O,X,O
LOJISZT,O,X,O,O,O,O,O
LOJIZTS,X,X,O,X,O,O,O
LOJIZST,O,X,O,X,O,O,O
LOJSTIZ,O,X,O,O,O,X,O
LOJSTZI,O,X,O,O,O,X,O
LOJSITZ,O,X,O,O,O,X,O
LOJSIZT,O,X,O,O,O,O,O
LOJSZTI,O,X,O,O,O,X,O
LOJSZIT,O,X,O,O,O,O,O
LOJZTIS,X,X,O,X,O,O,O
LOJZTSI,X,X,O,X,O,O,O
LOJZITS,X,X,O,X,O,O,O
LOJZIST,O,X,O,X,O,O,O
LOJZSTI,O,X,O,X,O,X,O
LOJZSIT,O,X,O,X,O,O,O
LOSTIJZ,O,X,O,O,O,X,O
LOSTIZJ,O,X,O,O,O,X,O
LOSTJIZ,O,X,O,O,O,X,O
LOSTJZI,O,X,O,O,O,X,O
LOSTZIJ,O,X,O,O,O,X,O
LOSTZJI,O,X,O,O,O,X,O
LOSITJZ,O,X,O,O,O,X,O
LOSITZJ,O,X,O,O,O,X,O
LOSIJTZ,O,X,O,O,O,X,O
LOSIJZT,O,X,O,O,O,X,O
LOSIZTJ,X,X,O,O,O,X,O
LOSIZJT,X,X,O,O,O,X,O
LOSJTIZ,O,X,O,O,O,X,O
LOSJTZI,O,X,O,O,O,X,O
LOSJITZ,O,X,O,O,O,X,O
LOSJIZT,O,X,O,O,O,X,O
LOSJZTI,O,X,O,O,O,X,O
LOSJZIT,O,X,O,O,O,X,O
LOSZTIJ,X,X,O,O,O,X,O
LOSZTJI,X,X,O,O,O,X,O
LOSZITJ,X,X,O,O,O,X,O
LOSZIJT,X,X,O,O,O,X,O
LOSZJTI,X,X,O,O,O,X,O
LOSZJIT,X,X,O,O,O,X,O
LOZTIJS,X,X,O,O,O,X,X
LOZTISJ,X,X,O,O,O,X,X
LOZTJIS,X,X,O,O,O,X,X
LOZTJSI,X,X,O,O,O,X,X
LOZTSIJ,X,X,O,O,O,X,X
LOZTSJI,X,X,O,O,O,X,X
LOZITJS,X,X,O,O,O,X,X
LOZITSJ,X,X,O,O,O,X,X
LOZIJTS,X,X,O,X,O,X,O
LOZIJST,X,X,O,X,O,X,O
LOZISTJ,X,X,O,O,O,X,O
LOZISJT,X,X,O,O,O,X,O
LOZJTIS,X,X,O,X,O,X,O
LOZJTSI,X,X,O,X,O,X,O
LOZJITS,X,X,O,X,O,X,O
LOZJIST,X,X,O,X,O,X,O
LOZJSTI,X,X,O,X,O,X,O
LOZJSIT,X,X,O,X,O,X,O
LOZSTIJ,X,X,O,O,O,X,O
LOZSTJI,X,X,O,O,O,X,O
LOZSITJ,X,X,O,O,O,X,O
LOZSIJT,X,X,O,O,O,X,O
LOZSJTI,X,X,O,O,O,X,O
LOZSJIT,X,X,O,O,O,X,O
JTILSZO,O,X,O,O,O,X,O
JTILSOZ,O,X,O,O,O,O,O
JTILZSO,O,X,O,O,O,X,O
JTILZOS,O,X,O,O,X,O,O
JTILOSZ,O,X,O,O,O,O,O
JTILOZS,O,X,O,O,X,O,O
JTISLZO,O,O,X,O,O,X,O
JTISLOZ,O,O,X,O,O,O,O
JTISZLO,O,O,X,O,O,X,O
JTISZOL,O,O,X,O,O,X,O
JTISOLZ,O,O,X,O,X,O,O
JTISOZL,O,O,X,O,X,O,O
JTIZLSO,O,X,O,O,X,X,O
JTIZLOS,O,X,X,O,X,O,O
JTIZSLO,O,O,O,O,X,X,O
JTIZSOL,O,O,O,O,X,X,O
JTIZOLS,O,X,X,X,X,O,O
JTIZOSL,O,O,O,X,X,O,O
JTIOLSZ,O,X,O,O,X,O,O
JTIOLZS,O,X,O,O,X,O,O
JTIOSLZ,O,O,O,O,X,O,O
JTIOSZL,O,O,O,O,X,O,O
JTIOZLS,O,X,O,X,X,O,O
JTIOZSL,O,O,O,X,X,O,O
JTLISZO,O,X,O,O,O,X,O
JTLISOZ,O,X,O,O,O,O,O
JTLIZSO,O,X,O,O,O,X,O
JTLIZOS,O,X,O,O,X,O,O
JTLIOSZ,O,X,O,O,O,O,O
JTLIOZS,O,X,O,O,X,O,O
JTLSIZO,O,X,O,O,O,X,O
JTLSIOZ,O,X,O,O,O,O,O
JTLSZIO,O,X,O,O,O,X,O
JTLSZOI,O,X,O,O,O,X,O
JTLSOIZ,O,X,O,O,O,O,O
JTLSOZI,O,X,O,O,O,O,O
JTLZISO,O,X,O,O,O,X,O
JTLZIOS,O,X,O,O,X,O,O
JTLZSIO,O,X,O,O,O,X,O
JTLZSOI,O,X,O,O,O,X,O
JTLZOIS,O,X,O,O,X,O,O
JTLZOSI,O,X,O,O,X,O,O
JTLOISZ,O,X,O,O,O,O,O
JTLOIZS,O,X,O,O,X,O,O
JTLOSIZ,O,X,O,O,O,O,O
JTLOSZI,O,X,O,O,O,O,O
JTLOZIS,O,X,O,O,X,O,O
JTLOZSI,O,X,O,O,X,O,O
JTSILZO,O,O,X,O,O,X,O
JTSILOZ,O,O,X,O,O,O,O
JTSIZLO,O,O,X,O,O,X,O
JTSIZOL,O,O,X,O,O,X,O
JTSIOLZ,O,O,X,O,X,O,O
JTSIOZL,O,O,X,O,X,O,O
JTSLIZO,O,O,X,O,O,X,O
JTSLIOZ,O,O,X,O,O,O,O
JTSLZIO,O,O,X,O,O,X,O
JTSLZOI,O,O,X,O,O,X,O
JTSLOIZ,O,O,X,O,O,O,O
JTSLOZI,O,O,X,O,O,O,O
JTSZILO,O,O,X,O,O,X,O
JTSZIOL,O,O,X,O,O,X,O
JTSZLIO,O,O,X,O,O,X,O
JTSZLOI,O,O,X,O,O,X,O
JTSZOIL,O,O,X,O,O,X,O
JTSZOLI,O,O,X,O,X,X,O
JTSOILZ,O,O,X,O,X,O,O
JTSOIZL,O,O,X,O,X,O,O
JTSOLIZ,O,O,X,O,X,O,O
JTSOLZI,O,O,X,O,X,O,O
JTSOZIL,O,O,X,O,X,O,O
JTSOZLI,O,O,X,O,X,O,O
JTZILSO,O,X,O,O,X,X,O
JTZILOS,O,X,X,O,X,O,O
JTZISLO,O,O,O,O,X,X,O
JTZISOL,O,O,O,O,X,X,O
JTZIOLS,O,X,X,X,X,O,O
JTZIOSL,O,O,O,X,X,O,O
JTZLISO,O,X,O,O,X,X,O
JTZLIOS,O,X,X,O,X,O,O
JTZLSIO,O,X,O,O,X,X,O
JTZLSOI,O,X,X,O,X,X,O
JTZLOIS,O,X,X,O,X,O,O
JTZLOSI,O,X,X,O,X,O,O
JTZSILO,O,O,O,O,X,X,O
JTZSIOL,O,O,O,O,X,X,O
JTZSLIO,O,O,O,O,X,X,O
JTZSLOI,O,O,X,O,X,X,O
JTZSOIL,O,O,O,O,X,X,O
JTZSOLI,O,O,X,O,X,X,O
JTZOILS,O,X,X,X,X,O,O
JTZOISL,O,O,O,X,X,O,O
JTZOLIS,O,X,X,X,X,O,O
JTZOLSI,O,X,X,X,X,O,O
JTZOSIL,O,O,O,X,X,O,O
JTZOSLI,O,O,X,X,X,O,O
JTOILSZ,O,X,O,O,X,O,O
JTOILZS,O,X,O,O,X,O,O
JTOISLZ,O,O,O,O,X,O,O
JTOISZL,O,O,O,O,X,O,O
JTOIZLS,O,X,O,X,X,O,O
JTOIZSL,O,O,O,X,X,O,O
JTOLISZ,O,X,O,O,X,O,O
JTOLIZS,O,X,O,O,X,O,O
JTOLSIZ,O,X,O,O,X,O,O
JTOLSZI,O,X,O,O,X,O,O
JTOLZIS,O,X,O,O,X,O,O
JTOLZSI,O,X,O,O,X,O,O
JTOSILZ,O,O,O,O,X,O,O
JTOSIZL,O,O,O,O,X,O,O
JTOSLIZ,O,O,O,O,X,O,O
JTOSLZI,O,O,O,O,X,O,O
JTOSZIL,O,O,O,O,X,O,O
JTOSZLI,O,O,O,O,X,O,O
JTOZILS,O,X,O,X,X,O,O
JTOZISL,O,O,O,X,X,O,O
JTOZLIS,O,X,O,X,X,O,O
JTOZLSI,O,X,O,X,X,O,O
JTOZSIL,O,O,O,X,X,O,O
JTOZSLI,O,O,O,X,X,O,O
JITLSZO,O,X,O,O,O,X,O
JITLSOZ,O,X,O,O,O,O,O
JITLZSO,O,X,O,O,O,X,O
JITLZOS,O,X,O,O,X,O,O
JITLOSZ,O,X,O,O,O,O,O
JITLOZS,O,X,O,O,X,O,O
JITSLZO,O,O,X,O,O,X,O
JITSLOZ,O,O,X,O,O,O,O
JITSZLO,O,O,X,O,O,X,O
JITSZOL,O,O,X,O,O,X,O
JITSOLZ,O,O,X,O,X,O,O
JITSOZL,O,O,X,O,X,O,O
JITZLSO,O,X,O,O,X,X,O
JITZLOS,O,X,X,O,X,O,O
JITZSLO,O,O,O,O,X,X,O
JITZSOL,O,O,O,O,X,X,O
JITZOLS,O,X,X,X,X,O,O
JITZOSL,O,O,O,X,X,O,O
JITOLSZ,O,X,O,O,X,O,O
JITOLZS,O,X,O,O,X,O,O
JITOSLZ,O,O,O,O,X,O,O
JITOSZL,O,O,O,O,X,O,O
JITOZLS,O,X,O,X,X,O,O
JITOZSL,O,O,O,X,X,O,O
JILTSZO,O,X,O,O,O,X,O
JILTSOZ,O,X,O,O,O,X,O
JILTZSO,O,X,O,O,O,X,O
JILTZOS,O,X,O,O,X,X,O
JILTOSZ,O,X,O,O,O,X,O
JILTOZS,O,X,O,O,O,O,O
JILSTZO,O,X,O,O,O,X,O
JILSTOZ,O,X,O,O,O,X,O
JILSZTO,O,X,O,X,O,X,O
JILSZOT,O,X,O,O,O,X,O
JILSOTZ,O,X,O,O,O,X,O
JILSOZT,O,X,O,O,O,O,O
JILZTSO,O,X,O,X,O,X,O
JILZTOS,O,X,O,X,X,X,O
JILZSTO,O,X,O,X,O,X,O
JILZSOT,O,X,O,X,O,X,O
JILZOTS,X,X,O,X,X,O,O
JILZOST,O,X,O,X,X,O,O
JILOTSZ,X,X,O,O,O,X,O
JILOTZS,X,X,O,O,O,O,O
JILOSTZ,O,X,O,O,O,X,O
JILOSZT,O,X,O,O,O,O,O
JILOZTS,X,X,O,X,O,O,O
JILOZST,O,X,O,X,O,O,O
JISTLZO,O,O,X,O,O,X,O
JISTLOZ,O,O,X,O,O,X,O
JISTZLO,O,O,X,O,O,X,O
JISTZOL,O,O,X,O,O,X,O
JISTOLZ,O,O,X,O,X,X,O
JISTOZL,O,O,X,O,X,X,O
JISLTZO,O,O,O,O,O,X,O
JISLTOZ,O,O,O,O,O,X,O
JISLZTO,O,O,O,X,O,X,O
JISLZOT,O,O,O,O,O,X,O
JISLOTZ,O,X,O,O,O,X,O
JISLOZT,O,X,O,O,O,O,O
JISZTLO,O,O,O,O,O,X,O
JISZTOL,O,O,O,O,O,X,O
JISZLTO,O,O,O,X,O,X,O
JISZLOT,O,O,X,O,O,X,O
JISZOTL,O,X,O,X,O,X,O
JISZOLT,O,X,X,X,O,X,O
JISOTLZ,O,X,O,X,O,X,O
JISOTZL,O,X,O,X,O,X,O
JISOLTZ,O,X,O,X,O,X,O
JISOLZT,O,X,O,X,O,O,O
JISOZTL,O,X,O,X,O,X,O
JISOZLT,O,X,O,X,O,O,O
JIZTLSO,O,X,O,X,X,X,O
JIZTLOS,O,X,X,X,X,X,O
JIZTSLO,O,O,O,X,X,X,O
JIZTSOL,O,O,O,X,X,X,O
JIZTOLS,O,X,X,X,X,X,O
JIZTOSL,O,O,O,X,X,X,O
JIZLTSO,O,X,O,X,O,X,O
JIZLTOS,O,X,O,X,X,X,O
JIZLSTO,O,X,O,X,O,X,O
JIZLSOT,O,X,O,X,O,X,O
JIZLOTS,X,X,O,X,X,O,O
JIZLOST,O,X,O,X,X,O,O
JIZSTLO,O,O,O,X,O,X,O
JIZSTOL,O,O,O,X,O,X,O
JIZSLTO,O,O,O,X,O,X,O
JIZSLOT,O,O,X,X,O,X,O
JIZSOTL,O,X,O,X,O,X,O
JIZSOLT,O,X,X,X,O,X,O
JIZOTLS,O,X,O,X,X,O,O
JIZOTSL,O,X,O,X,X,X,O
JIZOLTS,X,X,O,X,X,O,O
JIZOLST,O,X,O,X,X,O,O
JIZOSTL,O,X,O,X,X,X,O
JIZOSLT,O,X,O,X,X,O,O
JIOTLSZ,O,X,O,X,O,O,O
JIOTLZS,O,X,O,X,O,O,O
JIOTSLZ,O,X,O,X,O,O,O
JIOTSZL,O,X,O,X,O,O,O
JIOTZLS,O,X,O,X,X,O,O
JIOTZSL,O,X,O,X,X,O,O
JIOLTSZ,X,X,O,X,O,X,O
JIOLTZS,X,X,O,X,O,O,O
JIOLSTZ,O,X,O,X,O,X,O
JIOLSZT,O,X,O,X,O,O,O
JIOLZTS,X,X,O,X,O,O,O
JIOLZST,O,X,O,X,O,O,O
JIOSTLZ,O,X,O,X,O,X,O
JIOSTZL,O,X,O,X,O,X,O
JIOSLTZ,O,X,O,X,O,X,O
JIOSLZT,O,X,O,X,O,O,O
JIOSZTL,O,X,O,X,O,X,O
JIOSZLT,O,X,O,X,O,O,O
JIOZTLS,O,X,O,X,X,O,O
JIOZTSL,O,X,O,X,X,O,O
JIOZLTS,X,X,O,X,O,O,O
JIOZLST,O,X,O,X,O,O,O
JIOZSTL,O,X,O,X,O,X,O
JIOZSLT,O,X,O,X,O,O,O
JLTISZO,O,X,O,O,O,X,O
JLTISOZ,O,X,O,O,O,O,O
JLTIZSO,O,X,O,O,O,X,O
JLTIZOS,O,X,O,O,X,O,O
JLTIOSZ,O,X,O,O,O,O,O
JLTIOZS,O,X,O,O,O,O,O
JLTSIZO,O,X,O,O,O,X,O
JLTSIOZ,O,X,O,O,O,O,O
JLTSZIO,O,X,O,O,O,X,O
JLTSZOI,O,X,O,O,O,X,O
JLTSOIZ,O,X,O,O,O,O,O
JLTSOZI,O,X,O,O,O,O,O
JLTZISO,O,X,O,O,O,X,O
JLTZIOS,O,X,O,O,X,O,O
JLTZSIO,O,X,O,O,O,X,O
JLTZSOI,O,X,O,O,O,X,O
JLTZOIS,O,X,O,O,X,O,O
JLTZOSI,O,X,O,O,X,O,O
JLTOISZ,O,X,O,O,O,O,O
JLTOIZS,O,X,O,O,O,O,O
JLTOSIZ,O,X,O,O,O,O,O
JLTOSZI,O,X,O,O,O,O,O
JLTOZIS,O,X,O,O,O,O,O
JLTOZSI,O,X,O,O,O,O,O
JLITSZO,O,X,O,O,O,X,O
JLITSOZ,O,X,O,O,O,X,O
JLITZSO,O,X,O,O,O,X,O
JLITZOS,O,X,O,O,X,X,O
JLITOSZ,O,X,O,O,O,X,O
JLITOZS,O,X,O,O,O,O,O
JLISTZO,O,X,O,O,O,X,O
JLISTOZ,O,X,O,O,O,X,O
JLISZTO,O,X,O,X,O,X,O
JLISZOT,O,X,O,O,O,X,O
JLISOTZ,O,X,O,O,O,X,O
JLISOZT,O,X,O,O,O,O,O
JLIZTSO,O,X,O,X,O,X,O
JLIZTOS,O,X,O,X,X,X,O
JLIZSTO,O,X,O,X,O,X,O
JLIZSOT,O,X,O,X,O,X,O
JLIZOTS,X,X,O,X,X,O,O
JLIZOST,O,X,O,X,X,O,O
JLIOTSZ,X,X,O,O,O,X,O
JLIOTZS,X,X,O,O,O,O,O
JLIOSTZ,O,X,O,O,O,X,O
JLIOSZT,O,X,O,O,O,O,O
JLIOZTS,X,X,O,X,O,O,O
JLIOZST,O,X,O,X,O,O,O
JLSTIZO,O,X,O,O,O,X,O
JLSTIOZ,O,X,O,O,O,X,O
JLSTZIO,O,X,O,O,O,X,O
JLSTZOI,O,X,O,O,O,X,O
