sequence,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFXcBViBClBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFXcBViBGlBKrBzm?BUqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBzkB+qBim?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFViB3gBThBWqB8r?ByvB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFViBamB0hBzkB+q?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFlcBUhBOnBfqB6q?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFFhBXiBClBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBClB2rBTq?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBfqB6qBmm?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFVhBUdBzkB+qBim?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFFhBXiBGlByrBUq?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex7IvhF3gBFiB6kBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8JeeBJvhFUdBfnBaqB5lBlk?BTrB,v115@6gF8EeC8FeD8FeE8DeD8JeUBJvhFFiB5lBzkBimB3r?BmpB,v115@6gF8EeC8FeD8FeE8DeD8Je07IvhFFiB6kBxlB2rBTq?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jei8IvhFWmBFiB0fBRqB3r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Je8AJvhFFiB6kBOlBXmBzm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8Jem7IvhFSlBFiBXmB0kBzm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8JezAJvhFFiB0fBSrBXlBmm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8JezAJvhFFiBXgBSrB0kBmm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8Jem7IvhFclBFiB6kBXmBzm?BxvB
ZOTJLSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOTSIJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTSLIJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOTSLJI,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTSJIL,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOTSJLI,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOITLJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOITJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOITJSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOITSJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOILTSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOILJTS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOIJTSL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOISTJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOISJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTISJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTJIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTJSI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTSJI,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLIJTS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJIST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLSITJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJTILS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJTISL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJTLSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,O,X,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOJITLS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJITSL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJILTS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJISLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJSTLI,O,X,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOJSITL,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJSILT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOSTIJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTLIJ,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOSTLJI,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOSTJLI,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOSITJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSILTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSIJTL,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSLITJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJTIL,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOSJTLI,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOSJITL,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSJILT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJLIT,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTILJSZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTILJZS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTILSJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTILSZJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
OTILZJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OTILZSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
OTIJLSZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJLZS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJZLS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTIJZSL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OTISLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJLZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTISJZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
OTISZJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTIZLJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIZJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIZJSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTIZSJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJZS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLJISZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLJSZI,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLJZIS,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZSI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLSJZI,X,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLSZIJ,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLSZJI,X,O,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTLZIJS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLZJIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLZJSI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILZS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJISZL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTJIZSL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLZIS,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJSLZI,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJSZIL,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJSZLI,X,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTJZISL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTJZLSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTSILJZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSILZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTSIJZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSIZJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSLIJZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLIZJ,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSLJZI,X,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSLZIJ,O,O,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSLZJI,X,O,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSJILZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTSJLZI,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTSJZIL,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTSJZLI,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTSZILJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSZIJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSZLIJ,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSZLJI,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSZJIL,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTSZJLI,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZILJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZILSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZIJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZIJSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZISJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZLISJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZLJIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZLJSI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZLSJI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZJISL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZJLSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZJSLI,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZSILJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTZSIJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZSLIJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTZSLJI,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTZSJLI,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OITLJSZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLJZS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITLSJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLSZJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
OITLZJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OITLZSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
OITJLSZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJLZS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJSLZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJZLS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITJZSL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OITSLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJLZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OITSJZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
OITSZJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OITZLJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITZJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITZJSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OITZSJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTJZS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OILTSJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTSZJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
OILTZJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OILTZSJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
OILJTSZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILJTZS,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
