sequence,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?CeBTjB0nBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?0dB6jBZnBzsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bBxcB?TeBCiBOsBXtB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xdBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBXeB?CgBcoBTnBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bB6hB?+iBTeBXoBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBTeB?CgBcnBXoBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xnBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9jB?xhBzhBaoBcsB
SIZLOTJ,X,X,X,X,X,X,O,X,X
SIZLOJT,X,X,X,X,X,X,O,X,X
SIZJTLO,X,O,X,O,X,X,X,O,O
SIZJTOL,O,O,X,O,X,X,X,O,O
SIZJLTO,X,O,X,X,X,X,X,X,O
SIZJLOT,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,O,X,X,X,X,O
SIZJOLT,O,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,O,X,X,O,X,X
SIZOTJL,O,X,X,O,X,X,X,X,O
SIZOLTJ,O,X,X,X,X,X,O,X,X
SIZOLJT,O,X,X,X,X,X,O,X,X
SIZOJTL,O,X,X,O,X,X,X,X,O
SIZOJLT,O,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,O,X,X,O,O,X,X
SIOTLZJ,X,O,O,X,X,O,O,X,X
SIOTJLZ,X,O,O,X,X,O,X,O,O
SIOTJZL,O,O,O,O,X,O,X,O,O
SIOTZLJ,O,O,O,O,X,O,O,X,X
SIOTZJL,O,O,O,O,X,O,X,X,X
SIOLTJZ,X,O,O,X,X,O,O,X,X
SIOLTZJ,X,O,O,X,X,O,O,X,X
SIOLJTZ,X,O,O,X,X,O,O,X,X
SIOLJZT,O,O,X,X,X,X,O,X,X
SIOLZTJ,O,O,O,X,X,X,O,X,X
SIOLZJT,O,O,X,X,X,X,O,X,X
SIOJTLZ,X,O,O,X,X,O,X,O,O
SIOJTZL,O,O,O,O,X,O,X,O,O
SIOJLTZ,X,O,O,X,X,O,X,X,X
SIOJLZT,O,O,O,X,X,X,X,X,X
SIOJZTL,O,O,X,O,X,X,X,X,O
SIOJZLT,O,O,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,O,X,X,O,X,X
SIOZTJL,O,O,X,O,X,X,X,X,O
SIOZLTJ,O,O,X,X,X,X,O,X,X
SIOZLJT,O,O,X,X,X,X,O,X,X
SIOZJTL,O,O,X,O,X,X,X,X,O
SIOZJLT,O,O,X,X,X,X,X,X,X
SLTIJZO,X,O,O,X,X,O,O,O,O
SLTIJOZ,X,O,O,X,X,O,O,O,O
SLTIZJO,X,O,O,X,X,O,O,X,X
SLTIZOJ,X,O,O,X,O,O,O,X,X
SLTIOJZ,X,O,O,X,X,O,O,X,X
SLTIOZJ,X,O,O,X,O,O,O,X,X
SLTJIZO,X,O,O,X,X,O,O,O,O
SLTJIOZ,X,O,O,X,X,O,O,O,O
SLTJZIO,X,O,O,O,X,O,O,X,O
SLTJZOI,O,O,O,O,X,O,O,X,X
SLTJOIZ,X,O,O,X,X,O,O,X,X
SLTJOZI,O,O,O,O,X,O,O,X,X
SLTZIJO,X,O,O,O,X,O,O,X,O
SLTZIOJ,X,O,O,X,O,O,O,X,X
SLTZJIO,X,O,O,O,X,O,O,X,O
SLTZJOI,O,O,O,O,X,O,O,X,X
SLTZOIJ,O,O,O,O,O,O,O,X,X
SLTZOJI,O,O,O,O,O,O,O,X,X
SLTOIJZ,X,O,O,X,X,O,O,X,X
SLTOIZJ,X,O,O,X,O,O,O,X,X
SLTOJIZ,X,O,O,X,X,O,O,X,X
SLTOJZI,O,O,O,O,X,O,O,X,X
SLTOZIJ,O,O,O,O,O,O,O,X,X
SLTOZJI,O,O,O,O,O,O,O,X,X
SLITJZO,X,O,O,X,X,O,O,O,O
SLITJOZ,X,O,O,X,X,O,O,O,O
SLITZJO,X,O,O,X,X,O,O,X,X
SLITZOJ,X,O,O,X,O,O,O,X,X
SLITOJZ,X,O,O,X,X,O,O,X,X
SLITOZJ,X,O,O,X,O,O,O,X,X
SLIJTZO,X,O,O,X,X,O,O,O,O
SLIJTOZ,X,O,O,X,X,O,O,O,O
SLIJZTO,X,O,O,X,X,X,O,X,O
SLIJZOT,X,X,O,X,X,X,O,X,X
SLIJOTZ,X,O,O,X,X,O,O,X,X
SLIJOZT,X,X,O,X,X,X,O,X,X
SLIZTJO,X,O,O,X,X,X,O,X,O
SLIZTOJ,X,O,O,X,O,X,O,X,X
SLIZJTO,X,O,X,X,X,X,O,X,O
SLIZJOT,X,X,X,X,X,X,O,X,X
SLIZOTJ,X,X,O,X,O,X,O,X,X
SLIZOJT,X,X,X,X,O,X,O,X,X
SLIOTJZ,X,O,O,X,X,O,O,X,X
SLIOTZJ,X,O,O,X,O,O,O,X,X
SLIOJTZ,X,O,O,X,X,O,O,X,X
SLIOJZT,X,X,X,X,X,X,O,X,X
SLIOZTJ,X,X,O,X,O,X,O,X,X
SLIOZJT,X,X,X,X,O,X,O,X,X
SLJTIZO,X,O,O,X,X,O,O,O,O
SLJTIOZ,X,O,O,X,X,O,O,O,O
SLJTZIO,X,O,O,O,X,O,O,X,O
SLJTZOI,O,O,O,O,X,O,O,X,X
SLJTOIZ,X,O,O,X,X,O,O,X,X
SLJTOZI,O,O,O,O,X,O,O,X,X
SLJITZO,X,O,O,X,X,O,O,O,O
SLJITOZ,X,O,O,X,X,O,O,O,O
SLJIZTO,X,O,O,X,X,X,O,X,O
SLJIZOT,X,X,O,X,X,X,O,X,X
SLJIOTZ,X,O,O,X,X,O,O,X,X
SLJIOZT,X,X,O,X,X,X,O,X,X
SLJZTIO,X,O,O,O,X,O,O,X,O
SLJZTOI,O,O,O,O,X,O,O,X,X
SLJZITO,X,X,O,X,X,X,O,X,O
SLJZIOT,X,X,O,X,X,X,O,X,X
SLJZOTI,O,O,O,O,X,O,O,X,X
SLJZOIT,O,X,O,X,X,X,O,X,X
SLJOTIZ,X,O,O,X,X,O,O,X,X
SLJOTZI,O,O,O,O,X,O,O,X,X
SLJOITZ,X,O,O,X,X,O,O,X,X
SLJOIZT,O,O,O,X,X,X,O,X,X
SLJOZTI,O,O,O,O,X,O,O,X,X
SLJOZIT,O,O,O,X,X,X,O,X,X
SLZTIJO,X,O,O,O,X,O,O,X,O
SLZTIOJ,X,O,O,X,O,O,O,X,X
SLZTJIO,X,O,O,O,X,O,O,X,O
SLZTJOI,O,O,O,O,X,O,O,X,X
SLZTOIJ,O,O,O,O,O,O,O,X,X
SLZTOJI,O,O,O,O,O,O,O,X,X
SLZITJO,X,X,O,X,X,X,O,X,O
SLZITOJ,X,X,O,X,O,X,O,X,X
SLZIJTO,X,X,X,X,X,X,O,X,O
SLZIJOT,X,X,X,X,X,X,O,X,X
SLZIOTJ,X,X,O,X,O,X,O,X,X
SLZIOJT,X,X,X,X,O,X,O,X,X
SLZJTIO,X,O,X,O,X,O,O,X,O
SLZJTOI,O,O,X,O,X,O,O,X,X
SLZJITO,X,X,X,X,X,X,O,X,O
SLZJIOT,X,X,X,X,X,X,O,X,X
SLZJOTI,O,O,X,O,X,O,O,X,X
SLZJOIT,O,X,X,X,X,X,O,X,X
SLZOTIJ,O,O,O,O,O,O,O,X,X
SLZOTJI,O,O,O,O,O,O,O,X,X
SLZOITJ,O,X,O,X,O,X,O,X,X
SLZOIJT,O,X,X,X,O,X,O,X,X
SLZOJTI,O,O,X,O,O,O,O,X,X
SLZOJIT,O,X,X,X,O,X,O,X,X
SLOTIJZ,X,O,O,X,X,O,O,X,X
SLOTIZJ,X,O,O,X,O,O,O,X,X
SLOTJIZ,X,O,O,X,X,O,O,X,X
SLOTJZI,O,O,O,O,X,O,O,X,X
SLOTZIJ,O,O,O,O,O,O,O,X,X
SLOTZJI,O,O,O,O,O,O,O,X,X
SLOITJZ,X,O,O,X,X,O,O,X,X
SLOITZJ,X,O,O,X,O,O,O,X,X
SLOIJTZ,X,O,O,X,X,O,O,X,X
SLOIJZT,O,O,X,X,X,X,O,X,X
SLOIZTJ,O,O,O,X,O,X,O,X,X
SLOIZJT,O,O,X,X,O,X,O,X,X
SLOJTIZ,X,O,O,X,X,O,O,X,X
SLOJTZI,O,O,O,O,X,O,O,X,X
SLOJITZ,X,O,O,X,X,O,O,X,X
SLOJIZT,O,O,O,X,X,X,O,X,X
SLOJZTI,O,O,O,O,X,O,O,X,X
SLOJZIT,O,O,O,X,X,X,O,X,X
SLOZTIJ,O,O,O,O,O,O,O,X,X
SLOZTJI,O,O,O,O,O,O,O,X,X
SLOZITJ,O,O,O,X,O,X,O,X,X
SLOZIJT,O,O,X,X,O,X,O,X,X
SLOZJTI,O,O,X,O,O,O,O,X,X
SLOZJIT,O,O,X,X,O,X,O,X,X
SJTILZO,X,O,O,X,X,O,X,O,O
SJTILOZ,X,O,O,X,X,O,X,O,O
SJTIZLO,X,O,O,O,X,O,X,O,O
SJTIZOL,O,O,O,O,X,O,X,O,O
SJTIOLZ,X,O,O,X,X,O,X,O,O
SJTIOZL,O,O,O,O,X,O,X,O,O
SJTLIZO,X,O,O,X,X,O,O,O,O
SJTLIOZ,X,O,O,X,X,O,O,O,O
SJTLZIO,X,O,O,O,X,O,O,X,O
SJTLZOI,O,O,O,O,X,O,O,X,X
SJTLOIZ,X,O,O,X,X,O,O,X,X
SJTLOZI,O,O,O,O,X,O,O,X,X
SJTZILO,X,O,O,O,X,O,X,O,O
SJTZIOL,O,O,O,O,X,O,X,O,O
SJTZLIO,X,O,O,O,X,O,O,X,O
SJTZLOI,O,O,O,O,X,O,O,X,X
SJTZOIL,O,O,O,O,X,O,X,X,O
SJTZOLI,O,O,O,O,X,O,O,X,X
SJTOILZ,X,O,O,X,X,O,X,O,O
SJTOIZL,O,O,O,O,X,O,X,O,O
SJTOLIZ,X,O,O,X,X,O,O,X,X
SJTOLZI,O,O,O,O,X,O,O,X,X
SJTOZIL,O,O,O,O,X,O,X,X,O
SJTOZLI,O,O,O,O,X,O,O,X,X
SJITLZO,X,O,O,X,X,O,X,O,O
SJITLOZ,X,O,O,X,X,O,X,O,O
SJITZLO,X,O,O,O,X,O,X,O,O
SJITZOL,O,O,O,O,X,O,X,O,O
SJITOLZ,X,O,O,X,X,O,X,O,O
SJITOZL,O,O,O,O,X,O,X,O,O
SJILTZO,X,O,O,X,X,O,X,O,O
SJILTOZ,X,O,O,X,X,O,X,O,O
SJILZTO,X,O,O,X,X,X,X,X,O
SJILZOT,X,X,O,X,X,X,X,X,X
SJILOTZ,X,O,O,X,X,O,X,X,X
SJILOZT,X,X,O,X,X,X,X,X,X
SJIZTLO,X,O,X,O,X,X,X,O,O
SJIZTOL,O,O,X,O,X,X,X,O,O
SJIZLTO,X,O,X,X,X,X,X,X,O
SJIZLOT,X,X,X,X,X,X,X,X,X
SJIZOTL,O,X,X,O,X,X,X,X,O
SJIZOLT,O,X,X,X,X,X,X,X,X
SJIOTLZ,X,O,O,X,X,O,X,O,O
SJIOTZL,O,O,O,O,X,O,X,O,O
SJIOLTZ,X,O,O,X,X,O,X,X,X
SJIOLZT,O,O,O,X,X,X,X,X,X
SJIOZTL,O,O,X,O,X,X,X,X,O
SJIOZLT,O,O,X,X,X,X,X,X,X
SJLTIZO,X,O,O,X,X,O,O,O,O
SJLTIOZ,X,O,O,X,X,O,O,O,O
SJLTZIO,X,O,O,O,X,O,O,X,O
SJLTZOI,O,O,O,O,X,O,O,X,X
SJLTOIZ,X,O,O,X,X,O,O,X,X
SJLTOZI,O,O,O,O,X,O,O,X,X
SJLITZO,X,O,O,X,X,O,O,O,O
SJLITOZ,X,O,O,X,X,O,O,O,O
SJLIZTO,X,O,O,X,X,X,O,X,O
SJLIZOT,X,X,O,X,X,X,O,X,X
SJLIOTZ,X,O,O,X,X,O,O,X,X
SJLIOZT,X,X,O,X,X,X,O,X,X
SJLZTIO,X,O,O,O,X,O,O,X,O
SJLZTOI,O,O,O,O,X,O,O,X,X
SJLZITO,X,X,O,X,X,X,O,X,O
SJLZIOT,X,X,O,X,X,X,O,X,X
SJLZOTI,O,O,O,O,X,O,O,X,X
SJLZOIT,O,X,O,X,X,X,O,X,X
SJLOTIZ,X,O,O,X,X,O,O,X,X
SJLOTZI,O,O,O,O,X,O,O,X,X
SJLOITZ,X,O,O,X,X,O,O,X,X
SJLOIZT,O,O,O,X,X,X,O,X,X
SJLOZTI,O,O,O,O,X,O,O,X,X
SJLOZIT,O,O,O,X,X,X,O,X,X
SJZTILO,X,O,O,O,X,O,X,O,O
SJZTIOL,O,O,O,O,X,O,X,O,O
SJZTLIO,X,O,O,O,X,O,O,X,O
SJZTLOI,O,O,O,O,X,O,O,X,X
SJZTOIL,O,O,O,O,X,O,X,X,O
SJZTOLI,O,O,O,O,X,O,O,X,X
SJZITLO,X,X,X,O,X,X,X,O,O
SJZITOL,O,X,X,O,X,X,X,O,O
SJZILTO,X,X,X,X,X,X,X,X,O
SJZILOT,X,X,X,X,X,X,X,X,X
SJZIOTL,O,X,X,O,X,X,X,X,O
SJZIOLT,O,X,X,X,X,X,X,X,X
SJZLTIO,X,O,O,O,X,O,O,X,O
SJZLTOI,O,O,O,O,X,O,O,X,X
SJZLITO,X,X,O,X,X,X,O,X,O
SJZLIOT,X,X,O,X,X,X,O,X,X
SJZLOTI,O,O,O,O,X,O,O,X,X
SJZLOIT,O,X,O,X,X,X,O,X,X
SJZOTIL,O,O,O,O,X,O,X,X,O
SJZOTLI,O,O,O,O,X,O,O,X,X
SJZOITL,O,X,X,O,X,X,X,X,O
SJZOILT,O,X,X,X,X,X,X,X,X
SJZOLTI,O,O,O,O,X,O,O,X,X
SJZOLIT,O,X,O,X,X,X,O,X,X
SJOTILZ,X,O,O,X,X,O,X,O,O
SJOTIZL,O,O,O,O,X,O,X,O,O
SJOTLIZ,X,O,O,X,X,O,O,X,X
SJOTLZI,O,O,O,O,X,O,O,X,X
SJOTZIL,O,O,O,O,X,O,X,X,O
SJOTZLI,O,O,O,O,X,O,O,X,X
SJOITLZ,X,O,O,X,X,O,X,O,O
SJOITZL,O,O,O,O,X,O,X,O,O
SJOILTZ,X,O,O,X,X,O,X,X,X
SJOILZT,O,O,O,X,X,X,X,X,X
SJOIZTL,O,O,X,O,X,X,X,X,O
SJOIZLT,O,O,X,X,X,X,X,X,X
SJOLTIZ,X,O,O,X,X,O,O,X,X
SJOLTZI,O,O,O,O,X,O,O,X,X
SJOLITZ,X,O,O,X,X,O,O,X,X
SJOLIZT,O,O,O,X,X,X,O,X,X
SJOLZTI,O,O,O,O,X,O,O,X,X
SJOLZIT,O,O,O,X,X,X,O,X,X
SJOZTIL,O,O,O,O,X,O,X,X,O
SJOZTLI,O,O,O,O,X,O,O,X,X
SJOZITL,O,O,X,O,X,X,X,X,O
SJOZILT,O,O,X,X,X,X,X,X,X
SJOZLTI,O,O,O,O,X,O,O,X,X
SJOZLIT,O,O,O,X,X,X,O,X,X
SZTILJO,X,O,O,O,X,O,O,X,O
SZTILOJ,X,O,O,X,X,O,O,X,X
SZTIJLO,X,O,O,O,X,O,X,O,O
SZTIJOL,O,O,O,O,X,O,X,O,O
SZTIOLJ,O,O,O,O,X,O,O,X,X
SZTIOJL,O,O,O,O,X,O,X,X,O
SZTLIJO,X,O,O,O,X,O,O,X,O
SZTLIOJ,X,O,O,X,O,O,O,X,X
SZTLJIO,X,O,O,O,X,O,O,X,O
SZTLJOI,O,O,O,O,X,O,O,X,X
SZTLOIJ,O,O,O,O,O,O,O,X,X
SZTLOJI,O,O,O,O,O,O,O,X,X
SZTJILO,X,O,O,O,X,O,X,O,O
SZTJIOL,O,O,O,O,X,O,X,O,O
SZTJLIO,X,O,O,O,X,O,O,X,O
SZTJLOI,O,O,O,O,X,O,O,X,X
SZTJOIL,O,O,O,O,X,O,X,X,O
SZTJOLI,O,O,O,O,X,O,O,X,X
SZTOILJ,O,O,O,O,O,O,O,X,X
SZTOIJL,O,O,O,O,X,O,X,X,O
SZTOLIJ,O,O,O,O,O,O,O,X,X
SZTOLJI,O,O,O,O,O,O,O,X,X
SZTOJIL,O,O,O,O,X,O,X,X,O
SZTOJLI,O,O,O,O,O,O,O,X,X
SZITLJO,X,X,X,O,X,X,O,X,O
SZITLOJ,X,X,X,X,X,X,O,X,X
SZITJLO,X,X,X,O,X,X,X,O,O
SZITJOL,O,X,X,O,X,X,X,O,O
SZITOLJ,O,X,X,O,X,X,O,X,X
SZITOJL,O,X,X,O,X,X,X,X,O
SZILTJO,X,X,X,X,X,X,O,X,O
SZILTOJ,X,X,X,X,X,X,O,X,X
SZILJTO,X,X,X,X,X,X,O,X,O
SZILJOT,X,X,X,X,X,X,O,X,X
SZILOTJ,X,X,X,X,X,X,O,X,X
SZILOJT,X,X,X,X,X,X,O,X,X
SZIJTLO,X,X,X,O,X,X,X,O,O
SZIJTOL,O,X,X,O,X,X,X,O,O
SZIJLTO,X,X,X,X,X,X,X,X,O
SZIJLOT,X,X,X,X,X,X,X,X,X
SZIJOTL,O,X,X,O,X,X,X,X,O
SZIJOLT,O,X,X,X,X,X,X,X,X
SZIOTLJ,O,X,X,O,X,X,O,X,X
SZIOTJL,O,X,X,O,X,X,X,X,O
SZIOLTJ,O,X,X,X,X,X,O,X,X
SZIOLJT,O,X,X,X,X,X,O,X,X
SZIOJTL,O,X,X,O,X,X,X,X,O
SZIOJLT,O,X,X,X,X,X,X,X,X
SZLTIJO,X,O,O,O,X,O,O,X,O
SZLTIOJ,X,O,O,X,O,O,O,X,X
SZLTJIO,X,O,O,O,X,O,O,X,O
SZLTJOI,O,O,O,O,X,O,O,X,X
SZLTOIJ,O,O,O,O,O,O,O,X,X
SZLTOJI,O,O,O,O,O,O,O,X,X
SZLITJO,X,X,O,X,X,X,O,X,O
SZLITOJ,X,X,O,X,O,X,O,X,X
SZLIJTO,X,X,X,X,X,X,O,X,O
SZLIJOT,X,X,X,X,X,X,O,X,X
SZLIOTJ,X,X,O,X,O,X,O,X,X
SZLIOJT,X,X,X,X,O,X,O,X,X
SZLJTIO,X,O,X,O,X,O,O,X,O
SZLJTOI,O,O,X,O,X,O,O,X,X
SZLJITO,X,X,X,X,X,X,O,X,O
SZLJIOT,X,X,X,X,X,X,O,X,X
SZLJOTI,O,O,X,O,X,O,O,X,X
SZLJOIT,O,X,X,X,X,X,O,X,X
SZLOTIJ,O,O,O,O,O,O,O,X,X
SZLOTJI,O,O,O,O,O,O,O,X,X
SZLOITJ,O,X,O,X,O,X,O,X,X
SZLOIJT,O,X,X,X,O,X,O,X,X
SZLOJTI,O,O,X,O,O,O,O,X,X
SZLOJIT,O,X,X,X,O,X,O,X,X
SZJTILO,X,O,O,O,X,O,X,O,O
SZJTIOL,O,O,O,O,X,O,X,O,O
SZJTLIO,X,O,O,O,X,O,O,X,O
SZJTLOI,O,O,O,O,X,O,O,X,X
SZJTOIL,O,O,O,O,X,O,X,X,O
SZJTOLI,O,O,O,O,X,O,O,X,X
SZJITLO,X,X,X,O,X,X,X,O,O
SZJITOL,O,X,X,O,X,X,X,O,O
SZJILTO,X,X,X,X,X,X,X,X,O
SZJILOT,X,X,X,X,X,X,X,X,X
SZJIOTL,O,X,X,O,X,X,X,X,O
SZJIOLT,O,X,X,X,X,X,X,X,X
SZJLTIO,X,O,O,O,X,O,O,X,O
SZJLTOI,O,O,O,O,X,O,O,X,X
SZJLITO,X,X,O,X,X,X,O,X,O
SZJLIOT,X,X,O,X,X,X,O,X,X
SZJLOTI,O,O,O,O,X,O,O,X,X
SZJLOIT,O,X,O,X,X,X,O,X,X
SZJOTIL,O,O,O,O,X,O,X,X,O
SZJOTLI,O,O,O,O,X,O,O,X,X
SZJOITL,O,X,X,O,X,X,X,X,O
SZJOILT,O,X,X,X,X,X,X,X,X
SZJOLTI,O,O,O,O,X,O,O,X,X
SZJOLIT,O,X,O,X,X,X,O,X,X
SZOTILJ,O,O,O,O,O,O,O,X,X
SZOTIJL,O,O,O,O,X,O,X,X,O
SZOTLIJ,O,O,O,O,O,O,O,X,X
SZOTLJI,O,O,O,O,O,O,O,X,X
SZOTJIL,O,O,O,O,X,O,X,X,O
SZOTJLI,O,O,O,O,O,O,O,X,X
SZOITLJ,O,X,X,O,O,X,O,X,X
SZOITJL,O,X,X,O,X,X,X,X,O
SZOILTJ,O,X,X,X,O,X,O,X,X
SZOILJT,O,X,X,X,O,X,O,X,X
SZOIJTL,O,X,X,O,X,X,X,X,O
SZOIJLT,O,X,X,X,X,X,X,X,X
SZOLTIJ,O,O,O,O,O,O,O,X,X
SZOLTJI,O,O,O,O,O,O,O,X,X
SZOLITJ,O,X,O,X,O,X,O,X,X
SZOLIJT,O,X,X,X,O,X,O,X,X
SZOLJTI,O,O,X,O,O,O,O,X,X
SZOLJIT,O,X,X,X,O,X,O,X,X
SZOJTIL,O,O,O,O,X,O,X,X,O
SZOJTLI,O,O,O,O,O,O,O,X,X
SZOJITL,O,X,X,O,X,X,X,X,O
SZOJILT,O,X,X,X,X,X,X,X,X
SZOJLTI,O,O,O,O,O,O,O,X,X
SZOJLIT,O,X,O,X,O,X,O,X,X
SOTILJZ,X,O,O,X,X,O,O,X,X
SOTILZJ,X,O,O,X,X,O,O,X,X
SOTIJLZ,X,O,O,X,X,O,X,O,O
SOTIJZL,O,O,O,O,X,O,X,O,O
SOTIZLJ,O,O,O,O,X,O,O,X,X
SOTIZJL,O,O,O,O,X,O,X,X,X
SOTLIJZ,X,O,O,X,X,O,O,X,X
SOTLIZJ,X,O,O,X,O,O,O,X,X
SOTLJIZ,X,O,O,X,X,O,O,X,X
SOTLJZI,O,O,O,O,X,O,O,X,X
SOTLZIJ,O,O,O,O,O,O,O,X,X
SOTLZJI,O,O,O,O,O,O,O,X,X
SOTJILZ,X,O,O,X,X,O,X,O,O
SOTJIZL,O,O,O,O,X,O,X,O,O
SOTJLIZ,X,O,O,X,X,O,O,X,X
SOTJLZI,O,O,O,O,X,O,O,X,X
SOTJZIL,O,O,O,O,X,O,X,X,O
SOTJZLI,O,O,O,O,X,O,O,X,X
SOTZILJ,O,O,O,O,O,O,O,X,X
SOTZIJL,O,O,O,O,X,O,X,X,O
SOTZLIJ,O,O,O,O,O,O,O,X,X
SOTZLJI,O,O,O,O,O,O,O,X,X
SOTZJIL,O,O,O,O,X,O,X,X,O
SOTZJLI,O,O,O,O,O,O,O,X,X
SOITLJZ,X,O,O,X,X,O,O,X,X
SOITLZJ,X,O,O,X,X,O,O,X,X
SOITJLZ,X,O,O,X,X,O,X,O,O
SOITJZL,O,O,O,O,X,O,X,O,O
SOITZLJ,O,O,O,O,X,O,O,X,X
SOITZJL,O,O,O,O,X,O,X,X,X
SOILTJZ,X,O,O,X,X,O,O,X,X
SOILTZJ,X,O,O,X,X,O,O,X,X
SOILJTZ,X,O,O,X,X,O,O,X,X
SOILJZT,O,O,X,X,X,X,O,X,X
SOILZTJ,O,O,O,X,X,X,O,X,X
SOILZJT,O,O,X,X,X,X,O,X,X
SOIJTLZ,X,O,O,X,X,O,X,O,O
SOIJTZL,O,O,O,O,X,O,X,O,O
SOIJLTZ,X,O,O,X,X,O,X,X,X
SOIJLZT,O,O,O,X,X,X,X,X,X
SOIJZTL,O,O,X,O,X,X,X,X,O
SOIJZLT,O,O,X,X,X,X,X,X,X
SOIZTLJ,O,O,X,O,X,X,O,X,X
SOIZTJL,O,O,X,O,X,X,X,X,O
SOIZLTJ,O,O,X,X,X,X,O,X,X
SOIZLJT,O,O,X,X,X,X,O,X,X
SOIZJTL,O,O,X,O,X,X,X,X,O
SOIZJLT,O,O,X,X,X,X,X,X,X
SOLTIJZ,X,O,O,X,X,O,O,X,X
SOLTIZJ,X,O,O,X,O,O,O,X,X
SOLTJIZ,X,O,O,X,X,O,O,X,X
SOLTJZI,O,O,O,O,X,O,O,X,X
SOLTZIJ,O,O,O,O,O,O,O,X,X
SOLTZJI,O,O,O,O,O,O,O,X,X
SOLITJZ,X,O,O,X,X,O,O,X,X
SOLITZJ,X,O,O,X,O,O,O,X,X
SOLIJTZ,X,O,O,X,X,O,O,X,X
SOLIJZT,O,O,X,X,X,X,O,X,X
SOLIZTJ,O,O,O,X,O,X,O,X,X
SOLIZJT,O,O,X,X,O,X,O,X,X
SOLJTIZ,X,O,O,X,X,O,O,X,X
SOLJTZI,O,O,O,O,X,O,O,X,X
SOLJITZ,X,O,O,X,X,O,O,X,X
SOLJIZT,O,O,O,X,X,X,O,X,X
SOLJZTI,O,O,O,O,X,O,O,X,X
SOLJZIT,O,O,O,X,X,X,O,X,X
SOLZTIJ,O,O,O,O,O,O,O,X,X
SOLZTJI,O,O,O,O,O,O,O,X,X
SOLZITJ,O,O,O,X,O,X,O,X,X
SOLZIJT,O,O,X,X,O,X,O,X,X
SOLZJTI,O,O,X,O,O,O,O,X,X
SOLZJIT,O,O,X,X,O,X,O,X,X
SOJTILZ,X,O,O,X,X,O,X,O,O
SOJTIZL,O,O,O,O,X,O,X,O,O
SOJTLIZ,X,O,O,X,X,O,O,X,X
SOJTLZI,O,O,O,O,X,O,O,X,X
SOJTZIL,O,O,O,O,X,O,X,X,O
SOJTZLI,O,O,O,O,X,O,O,X,X
SOJITLZ,X,O,O,X,X,O,X,O,O
SOJITZL,O,O,O,O,X,O,X,O,O
SOJILTZ,X,O,O,X,X,O,X,X,X
SOJILZT,O,O,O,X,X,X,X,X,X
SOJIZTL,O,O,X,O,X,X,X,X,O
SOJIZLT,O,O,X,X,X,X,X,X,X
SOJLTIZ,X,O,O,X,X,O,O,X,X
SOJLTZI,O,O,O,O,X,O,O,X,X
SOJLITZ,X,O,O,X,X,O,O,X,X
SOJLIZT,O,O,O,X,X,X,O,X,X
SOJLZTI,O,O,O,O,X,O,O,X,X
SOJLZIT,O,O,O,X,X,X,O,X,X
SOJZTIL,O,O,O,O,X,O,X,X,O
SOJZTLI,O,O,O,O,X,O,O,X,X
SOJZITL,O,O,X,O,X,X,X,X,O
SOJZILT,O,O,X,X,X,X,X,X,X
SOJZLTI,O,O,O,O,X,O,O,X,X
SOJZLIT,O,O,O,X,X,X,O,X,X
SOZTILJ,O,O,O,O,O,O,O,X,X
SOZTIJL,O,O,O,O,X,O,X,X,O
SOZTLIJ,O,O,O,O,O,O,O,X,X
SOZTLJI,O,O,O,O,O,O,O,X,X
SOZTJIL,O,O,O,O,X,O,X,X,O
SOZTJLI,O,O,O,O,O,O,O,X,X
SOZITLJ,O,O,X,O,O,X,O,X,X
SOZITJL,O,O,X,O,X,X,X,X,O
SOZILTJ,O,O,X,X,O,X,O,X,X
SOZILJT,O,O,X,X,O,X,O,X,X
SOZIJTL,O,O,X,O,X,X,X,X,O
SOZIJLT,O,O,X,X,X,X,X,X,X
SOZLTIJ,O,O,O,O,O,O,O,X,X
SOZLTJI,O,O,O,O,O,O,O,X,X
SOZLITJ,O,O,O,X,O,X,O,X,X
SOZLIJT,O,O,X,X,O,X,O,X,X
SOZLJTI,O,O,X,O,O,O,O,X,X
SOZLJIT,O,O,X,X,O,X,O,X,X
SOZJTIL,O,O,O,O,X,O,X,X,O
SOZJTLI,O,O,O,O,O,O,O,X,X
SOZJITL,O,O,X,O,X,X,X,X,O
SOZJILT,O,O,X,X,X,X,X,X,X
