sequence,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFOgBxcBChB/nB0m?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jei6IvhFfhBxcBUgBumBTn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhFXdBmfBzgB0hBSs?BlqB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBUcBWmB/nBFn?BCrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFxcB/nB6qB0rBOq?BFrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBugB1hBXiB8q?BSxB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhF8gBmfB3hBTnBCn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex/IvhF/mBUiBmfBChBTn?BlqB
SZTJOLI,O,X,O,X,X,X,X,X
SZTOILJ,O,O,X,X,O,X,X,O
SZTOIJL,O,X,X,X,X,O,X,O
SZTOLIJ,O,O,X,X,O,X,X,X
SZTOLJI,O,O,X,X,O,X,X,X
SZTOJIL,O,O,O,X,X,O,X,X
SZTOJLI,O,O,O,X,X,X,X,X
SZITLJO,O,O,X,X,O,X,X,O
SZITLOJ,O,O,X,X,O,X,X,O
SZITJLO,O,X,X,X,X,X,X,O
SZITJOL,O,X,X,X,X,O,X,O
SZITOLJ,O,X,X,X,O,X,X,O
SZITOJL,O,X,X,X,X,O,X,O
SZILTJO,O,O,X,X,O,O,X,O
SZILTOJ,O,O,X,X,O,O,X,O
SZILJTO,O,O,X,O,O,O,X,O
SZILJOT,O,O,X,O,O,O,X,O
SZILOTJ,O,O,X,X,O,O,X,X
SZILOJT,O,O,X,O,O,O,X,O
SZIJTLO,O,O,X,X,X,X,X,O
SZIJTOL,O,X,X,X,X,O,X,O
SZIJLTO,O,O,X,X,O,O,X,O
SZIJLOT,O,O,X,X,O,O,X,O
SZIJOTL,O,X,X,X,X,O,X,X
SZIJOLT,O,O,X,X,O,O,X,O
SZIOTLJ,O,O,X,X,O,X,X,O
SZIOTJL,O,X,X,X,X,O,X,O
SZIOLTJ,O,O,X,X,O,O,X,X
SZIOLJT,O,O,X,O,O,O,X,O
SZIOJTL,O,O,X,X,X,O,X,X
SZIOJLT,O,O,X,X,O,O,X,O
SZLTIJO,O,O,X,X,O,O,X,O
SZLTIOJ,O,O,X,X,O,O,X,O
SZLTJIO,O,O,X,X,O,O,X,X
SZLTJOI,O,O,O,X,O,O,X,X
SZLTOIJ,O,O,X,X,O,O,X,X
SZLTOJI,O,O,O,X,O,O,X,X
SZLITJO,O,O,X,X,O,O,X,O
SZLITOJ,O,O,X,X,O,O,X,O
SZLIJTO,O,O,X,O,O,O,X,O
SZLIJOT,O,O,X,O,O,O,X,O
SZLIOTJ,O,O,X,X,O,O,X,X
SZLIOJT,O,O,X,O,O,O,X,O
SZLJTIO,O,O,X,O,O,O,X,X
SZLJTOI,O,O,O,O,O,O,X,X
SZLJITO,O,O,X,O,O,O,X,X
SZLJIOT,O,O,X,O,O,O,X,X
SZLJOTI,O,O,X,O,O,O,X,X
SZLJOIT,O,O,X,O,O,O,X,X
SZLOTIJ,O,O,X,X,O,O,X,X
SZLOTJI,O,O,X,X,O,O,X,X
SZLOITJ,O,O,X,X,O,O,X,X
SZLOIJT,O,O,X,O,O,O,X,X
SZLOJTI,O,O,X,O,O,O,X,X
SZLOJIT,O,O,X,O,O,O,X,X
SZJTILO,O,O,X,X,X,X,X,O
SZJTIOL,O,X,X,X,X,O,X,O
SZJTLIO,O,O,X,X,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X,X
SZJTOIL,O,X,O,X,X,O,X,X
SZJTOLI,O,X,O,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,X,O
SZJITOL,O,X,X,X,X,O,X,O
SZJILTO,O,O,X,X,O,O,X,O
SZJILOT,O,O,X,X,O,O,X,O
SZJIOTL,O,X,X,X,X,O,X,X
SZJIOLT,O,O,X,X,O,O,X,O
SZJLTIO,O,O,X,X,O,O,X,X
SZJLTOI,O,O,O,X,O,O,X,X
SZJLITO,O,O,X,X,O,O,X,X
SZJLIOT,O,O,X,X,O,O,X,X
SZJLOTI,O,O,X,X,O,O,X,X
SZJLOIT,O,O,X,X,O,O,X,X
SZJOTIL,O,O,X,X,X,O,X,X
SZJOTLI,O,O,X,X,X,X,X,X
SZJOITL,O,O,X,X,X,O,X,X
SZJOILT,O,O,X,X,O,O,X,X
SZJOLTI,O,O,X,X,O,O,X,X
SZJOLIT,O,O,X,X,O,O,X,X
SZOTILJ,O,O,X,X,O,X,X,O
SZOTIJL,O,O,X,X,X,O,X,O
SZOTLIJ,O,O,X,X,O,X,X,X
SZOTLJI,O,O,X,X,O,X,X,X
SZOTJIL,O,O,X,X,X,O,X,X
SZOTJLI,O,O,X,X,X,X,X,X
SZOITLJ,O,O,X,X,O,X,X,O
SZOITJL,O,X,X,X,X,O,X,O
SZOILTJ,O,O,X,X,O,O,X,X
SZOILJT,O,O,X,O,O,O,X,O
SZOIJTL,O,O,X,X,X,O,X,X
SZOIJLT,O,O,X,X,O,O,X,O
SZOLTIJ,O,O,X,X,O,O,X,X
SZOLTJI,O,O,X,X,O,O,X,X
SZOLITJ,O,O,X,X,O,O,X,X
SZOLIJT,O,O,X,O,O,O,X,X
SZOLJTI,O,O,X,O,O,O,X,X
SZOLJIT,O,O,X,O,O,O,X,X
SZOJTIL,O,O,X,X,X,O,X,X
SZOJTLI,O,O,X,X,X,X,X,X
SZOJITL,O,O,X,X,X,O,X,X
SZOJILT,O,O,X,X,O,O,X,X
SZOJLTI,O,O,X,X,O,O,X,X
SZOJLIT,O,O,X,X,O,O,X,X
SOTILJZ,O,O,X,O,X,X,X,X
SOTILZJ,O,O,X,X,X,X,X,X
SOTIJLZ,O,O,O,X,X,X,X,X
SOTIJZL,O,O,O,X,X,X,O,X
SOTIZLJ,O,O,X,X,O,X,X,O
SOTIZJL,O,X,X,X,X,X,O,O
SOTLIJZ,O,O,X,O,X,X,X,X
SOTLIZJ,O,O,X,X,X,X,X,X
SOTLJIZ,O,O,O,O,X,X,X,X
SOTLJZI,O,O,O,O,X,X,O,X
SOTLZIJ,O,O,X,X,O,X,X,X
SOTLZJI,O,O,X,X,O,X,O,X
SOTJILZ,O,O,O,X,X,X,X,X
SOTJIZL,O,O,O,X,X,X,O,X
SOTJLIZ,O,O,O,X,X,X,X,X
SOTJLZI,O,O,O,X,X,X,O,X
SOTJZIL,O,O,O,X,X,X,O,X
SOTJZLI,O,O,O,X,X,X,O,X
SOTZILJ,O,O,X,X,O,X,X,O
SOTZIJL,O,O,X,X,X,X,O,O
SOTZLIJ,O,O,X,X,O,X,X,X
SOTZLJI,O,O,X,X,O,X,O,X
SOTZJIL,O,O,O,X,X,X,O,X
SOTZJLI,O,O,O,X,X,X,O,X
SOITLJZ,O,O,X,O,X,X,X,X
SOITLZJ,O,O,X,X,X,X,X,X
SOITJLZ,O,O,X,X,X,X,X,X
SOITJZL,O,X,X,X,X,X,O,X
SOITZLJ,O,O,X,X,O,X,X,X
SOITZJL,O,X,X,X,X,X,O,X
SOILTJZ,O,X,X,O,X,X,X,X
SOILTZJ,O,X,X,X,X,X,X,X
SOILJTZ,X,X,X,O,X,X,X,X
SOILJZT,X,X,X,O,X,X,X,X
SOILZTJ,O,X,X,X,O,O,X,X
SOILZJT,O,X,X,O,O,O,X,X
SOIJTLZ,O,O,X,X,X,X,X,X
SOIJTZL,O,O,X,X,X,X,X,X
SOIJLTZ,X,X,X,O,X,X,X,X
SOIJLZT,X,X,X,O,X,X,X,X
SOIJZTL,O,X,X,X,X,X,O,X
SOIJZLT,O,X,X,X,O,X,O,X
SOIZTLJ,O,X,X,X,O,X,X,O
SOIZTJL,O,X,X,X,X,O,X,O
SOIZLTJ,O,X,X,X,O,O,X,X
SOIZLJT,O,X,X,O,O,O,X,O
SOIZJTL,O,X,X,X,X,O,O,X
SOIZJLT,O,X,X,X,O,O,O,O
SOLTIJZ,O,O,O,O,X,X,X,X
SOLTIZJ,O,O,X,X,X,X,X,X
SOLTJIZ,O,O,O,O,X,X,X,X
SOLTJZI,O,O,O,O,X,X,O,X
SOLTZIJ,O,O,X,X,O,X,X,X
SOLTZJI,O,O,O,X,O,X,O,X
SOLITJZ,O,X,X,O,X,X,X,X
SOLITZJ,O,X,X,X,X,X,X,X
SOLIJTZ,X,X,X,O,X,X,X,X
SOLIJZT,X,X,X,O,X,X,X,X
SOLIZTJ,O,X,X,X,O,O,X,X
SOLIZJT,O,X,X,O,O,O,X,X
SOLJTIZ,X,O,O,O,X,X,X,X
SOLJTZI,X,O,O,O,X,X,X,X
SOLJITZ,X,X,X,O,X,X,X,X
SOLJIZT,X,X,X,O,X,X,X,X
SOLJZTI,X,O,X,O,O,X,O,X
SOLJZIT,X,O,X,O,O,X,O,X
SOLZTIJ,O,O,X,X,O,O,X,X
SOLZTJI,O,O,X,X,O,O,X,X
SOLZITJ,O,O,X,X,O,O,X,X
SOLZIJT,O,O,X,O,O,O,X,X
SOLZJTI,O,O,X,O,O,O,O,X
SOLZJIT,O,O,X,O,O,O,O,X
SOJTILZ,O,O,O,X,X,X,X,X
SOJTIZL,O,O,O,X,X,X,O,X
SOJTLIZ,O,O,O,X,X,X,X,X
SOJTLZI,O,O,O,X,X,X,O,X
SOJTZIL,O,O,O,X,X,X,O,X
SOJTZLI,O,O,O,X,X,X,O,X
SOJITLZ,O,O,X,X,X,X,X,X
SOJITZL,O,O,X,X,X,X,X,X
SOJILTZ,X,X,X,O,X,X,X,X
SOJILZT,X,X,X,O,X,X,X,X
SOJIZTL,O,X,X,X,X,X,O,X
SOJIZLT,O,X,X,X,O,X,O,X
SOJLTIZ,X,O,O,O,X,X,X,X
SOJLTZI,X,O,O,O,X,X,X,X
SOJLITZ,X,X,X,O,X,X,X,X
SOJLIZT,X,X,X,O,X,X,X,X
SOJLZTI,X,O,X,O,O,X,O,X
SOJLZIT,X,O,X,O,O,X,O,X
SOJZTIL,O,O,X,X,X,X,O,X
SOJZTLI,O,O,X,X,X,X,O,X
SOJZITL,O,O,X,X,X,X,O,X
SOJZILT,O,O,X,X,O,X,O,X
SOJZLTI,O,O,X,X,O,X,O,X
SOJZLIT,O,O,X,X,O,X,O,X
SOZTILJ,O,O,X,X,O,X,X,O
SOZTIJL,O,O,X,X,X,O,O,O
SOZTLIJ,O,O,X,X,O,X,X,X
SOZTLJI,O,O,X,X,O,X,O,X
SOZTJIL,O,O,X,X,X,O,O,X
SOZTJLI,O,O,X,X,X,X,O,X
SOZITLJ,O,O,X,X,O,X,X,O
SOZITJL,O,X,X,X,X,O,X,O
SOZILTJ,O,O,X,X,O,O,X,X
SOZILJT,O,O,X,O,O,O,X,O
SOZIJTL,O,O,X,X,X,O,O,X
SOZIJLT,O,O,X,X,O,O,O,O
SOZLTIJ,O,O,X,X,O,O,X,X
SOZLTJI,O,O,X,X,O,O,X,X
SOZLITJ,O,O,X,X,O,O,X,X
SOZLIJT,O,O,X,O,O,O,X,X
SOZLJTI,O,O,X,O,O,O,O,X
SOZLJIT,O,O,X,O,O,O,O,X
SOZJTIL,O,O,X,X,X,O,O,X
SOZJTLI,O,O,X,X,X,X,O,X
SOZJITL,O,O,X,X,X,O,O,X
SOZJILT,O,O,X,X,O,O,O,X
SOZJLTI,O,O,X,X,O,O,O,X
SOZJLIT,O,O,X,X,O,O,O,X
ZTILJSO,O,O,X,X,X,O,X,X
ZTILJOS,O,X,X,X,X,O,X,X
ZTILSJO,O,O,X,X,X,O,X,X
ZTILSOJ,O,O,X,X,X,O,X,X
ZTILOJS,O,O,X,X,X,O,X,X
ZTILOSJ,O,O,X,X,X,O,X,X
ZTIJLSO,O,O,X,X,X,O,O,X
ZTIJLOS,O,X,X,X,X,O,X,X
ZTIJSLO,O,O,X,X,X,X,O,X
ZTIJSOL,O,O,X,X,X,O,O,X
ZTIJOLS,O,X,X,X,X,O,X,X
ZTIJOSL,O,X,X,X,X,O,O,X
ZTISLJO,O,O,X,X,X,X,X,O
ZTISLOJ,O,O,X,X,X,X,X,O
ZTISJLO,O,O,X,X,X,X,O,O
ZTISJOL,O,O,X,X,X,O,O,O
ZTISOLJ,O,O,X,X,X,X,X,O
ZTISOJL,O,O,X,X,X,O,X,O
ZTIOLJS,O,O,X,X,X,O,X,X
ZTIOLSJ,O,O,X,X,X,O,X,X
ZTIOJLS,O,O,X,X,X,O,X,X
ZTIOJSL,O,O,X,X,X,O,X,X
ZTIOSLJ,O,O,X,X,X,X,X,X
ZTIOSJL,O,O,X,X,X,O,X,X
ZTLIJSO,O,O,X,X,X,O,X,X
ZTLIJOS,O,X,X,X,X,O,X,X
ZTLISJO,O,O,X,X,X,O,X,X
ZTLISOJ,O,O,X,X,X,O,X,X
ZTLIOJS,O,O,X,X,X,O,X,X
ZTLIOSJ,O,O,X,X,X,O,X,X
ZTLJISO,O,O,X,X,X,O,O,X
ZTLJIOS,O,X,O,X,X,O,X,X
ZTLJSIO,O,O,X,X,X,O,O,X
ZTLJSOI,O,O,O,X,X,O,O,X
ZTLJOIS,O,O,O,X,X,O,X,X
ZTLJOSI,O,O,O,X,X,O,X,X
ZTLSIJO,O,O,X,X,O,O,X,X
ZTLSIOJ,O,O,X,X,O,O,X,X
ZTLSJIO,O,O,X,X,O,O,O,X
ZTLSJOI,O,O,O,X,O,O,O,X
ZTLSOIJ,O,O,X,X,O,O,X,X
ZTLSOJI,O,O,O,X,O,O,X,X
ZTLOIJS,O,O,X,X,X,O,X,X
ZTLOISJ,O,O,X,X,X,O,X,X
ZTLOJIS,O,O,O,X,X,O,X,X
ZTLOJSI,O,O,O,X,X,O,X,X
ZTLOSIJ,O,O,X,X,O,O,X,X
ZTLOSJI,O,O,O,X,O,O,X,X
ZTJILSO,O,O,X,X,X,O,O,X
ZTJILOS,O,X,O,X,X,O,X,X
ZTJISLO,O,O,X,X,X,X,O,X
ZTJISOL,O,O,X,X,X,O,O,X
ZTJIOLS,O,X,O,X,X,O,X,X
ZTJIOSL,O,X,O,X,X,O,O,X
ZTJLISO,O,O,X,X,X,O,O,X
ZTJLIOS,O,X,O,X,X,O,X,X
ZTJLSIO,O,O,X,X,X,O,O,X
ZTJLSOI,O,O,O,X,X,O,O,X
ZTJLOIS,O,O,O,X,X,O,X,X
ZTJLOSI,O,O,O,X,X,O,X,X
ZTJSILO,O,O,X,X,X,X,O,X
ZTJSIOL,O,O,X,X,X,O,O,X
ZTJSLIO,O,O,X,X,X,X,O,X
ZTJSLOI,O,O,X,X,X,X,O,X
ZTJSOIL,O,O,O,X,X,O,O,X
ZTJSOLI,O,O,O,X,X,X,O,X
ZTJOILS,O,O,O,X,X,O,X,X
ZTJOISL,O,O,O,X,X,O,O,X
ZTJOLIS,O,O,O,X,X,O,X,X
ZTJOLSI,O,O,O,X,X,O,X,X
ZTJOSIL,O,O,O,X,X,O,O,X
ZTJOSLI,O,O,O,X,X,X,O,X
ZTSILJO,O,O,X,X,O,X,X,O
ZTSILOJ,O,O,X,X,O,X,X,O
ZTSIJLO,O,O,X,X,X,X,O,O
ZTSIJOL,O,O,X,X,X,O,O,O
ZTSIOLJ,O,O,X,X,O,X,X,O
ZTSIOJL,O,O,X,X,X,O,X,O
ZTSLIJO,O,O,X,X,O,X,X,O
ZTSLIOJ,O,O,X,X,O,X,X,O
ZTSLJIO,O,O,X,X,O,X,O,X
ZTSLJOI,O,O,X,X,O,X,O,X
ZTSLOIJ,O,O,X,X,O,X,X,X
ZTSLOJI,O,O,X,X,O,X,X,X
ZTSJILO,O,O,X,X,X,X,O,O
ZTSJIOL,O,O,X,X,X,O,O,O
ZTSJLIO,O,O,X,X,X,X,O,X
ZTSJLOI,O,O,X,X,X,X,O,X
ZTSJOIL,O,O,O,X,X,O,O,X
ZTSJOLI,O,O,O,X,X,X,O,X
ZTSOILJ,O,O,X,X,O,X,X,O
ZTSOIJL,O,O,X,X,X,O,X,O
ZTSOLIJ,O,O,X,X,O,X,X,X
ZTSOLJI,O,O,X,X,O,X,X,X
ZTSOJIL,O,O,O,X,X,O,O,X
ZTSOJLI,O,O,O,X,X,X,O,X
ZTOILJS,O,O,X,X,X,O,X,X
ZTOILSJ,O,O,X,X,X,O,X,X
ZTOIJLS,O,O,X,X,X,O,X,X
ZTOIJSL,O,O,X,X,X,O,X,X
ZTOISLJ,O,O,X,X,X,X,X,X
ZTOISJL,O,O,X,X,X,O,X,X
ZTOLIJS,O,O,X,X,X,O,X,X
ZTOLISJ,O,O,X,X,X,O,X,X
ZTOLJIS,O,O,O,X,X,O,X,X
ZTOLJSI,O,O,O,X,X,O,X,X
ZTOLSIJ,O,O,X,X,O,O,X,X
ZTOLSJI,O,O,O,X,O,O,X,X
ZTOJILS,O,O,O,X,X,O,X,X
ZTOJISL,O,O,O,X,X,O,O,X
ZTOJLIS,O,O,O,X,X,O,X,X
ZTOJLSI,O,O,O,X,X,O,X,X
ZTOJSIL,O,O,O,X,X,O,O,X
ZTOJSLI,O,O,O,X,X,X,O,X
ZTOSILJ,O,O,X,X,O,X,X,X
ZTOSIJL,O,O,X,X,X,O,O,X
ZTOSLIJ,O,O,X,X,O,X,X,X
ZTOSLJI,O,O,X,X,O,X,O,X
ZTOSJIL,O,O,O,X,X,O,O,X
ZTOSJLI,O,O,O,X,X,X,O,X
ZITLJSO,O,X,X,X,X,O,X,X
ZITLJOS,O,X,X,X,X,O,X,X
ZITLSJO,O,X,X,X,X,O,X,X
ZITLSOJ,O,X,X,X,X,O,X,X
ZITLOJS,O,X,X,X,X,O,X,X
ZITLOSJ,O,X,X,X,X,O,X,X
ZITJLSO,O,X,X,X,X,O,X,X
ZITJLOS,O,X,X,X,X,O,X,X
ZITJSLO,O,O,X,X,X,X,X,X
ZITJSOL,O,X,X,X,X,O,X,X
ZITJOLS,O,X,X,X,X,O,X,X
ZITJOSL,O,X,X,X,X,O,X,X
ZITSLJO,O,O,X,X,X,X,X,O
ZITSLOJ,O,O,X,X,X,X,X,O
ZITSJLO,O,X,X,X,X,X,X,O
ZITSJOL,O,X,X,X,X,O,X,O
ZITSOLJ,O,X,X,X,X,X,X,O
ZITSOJL,O,X,X,X,X,O,X,O
ZITOLJS,O,X,X,X,X,O,X,X
ZITOLSJ,O,X,X,X,X,O,X,X
ZITOJLS,O,X,X,X,X,O,X,X
ZITOJSL,O,X,X,X,X,O,X,X
ZITOSLJ,O,O,X,X,X,X,X,X
ZITOSJL,O,X,X,X,X,O,X,X
ZILTJSO,X,X,X,X,X,O,X,X
ZILTJOS,X,X,X,X,X,O,X,X
ZILTSJO,X,X,X,X,X,O,X,X
ZILTSOJ,X,X,X,X,X,O,X,X
ZILTOJS,X,X,X,X,X,O,X,X
ZILTOSJ,X,X,X,X,X,O,X,X
ZILJTSO,X,X,X,O,X,O,X,X
ZILJTOS,X,X,X,O,X,O,X,X
ZILJSTO,O,O,X,O,X,O,X,X
ZILJSOT,O,O,X,O,X,O,X,X
ZILJOTS,X,X,X,O,X,O,X,X
ZILJOST,O,X,X,O,X,O,X,X
ZILSTJO,O,O,X,X,O,O,X,X
ZILSTOJ,O,O,X,X,O,O,X,X
ZILSJTO,O,O,X,O,O,O,X,X
ZILSJOT,O,O,X,O,O,O,X,X
ZILSOTJ,O,O,X,X,O,O,X,X
ZILSOJT,O,O,X,O,O,O,X,X
ZILOTJS,X,O,X,X,X,O,X,X
ZILOTSJ,X,O,X,X,X,O,X,X
ZILOJTS,X,X,X,O,X,O,X,X
ZILOJST,O,O,X,O,X,O,X,X
ZILOSTJ,O,O,X,X,O,O,X,X
ZILOSJT,O,O,X,O,O,O,X,X
ZIJTLSO,X,X,X,X,X,O,X,X
ZIJTLOS,X,X,X,X,X,O,X,X
ZIJTSLO,X,O,X,X,X,X,X,X
ZIJTSOL,X,X,X,X,X,O,X,X
ZIJTOLS,X,X,X,X,X,O,X,X
ZIJTOSL,X,X,X,X,X,O,X,X
ZIJLTSO,X,X,X,X,X,O,X,X
ZIJLTOS,X,X,X,X,X,O,X,X
ZIJLSTO,X,O,X,X,X,O,X,X
ZIJLSOT,X,O,X,X,X,O,X,X
ZIJLOTS,X,X,X,X,X,O,X,X
ZIJLOST,X,X,X,X,X,O,X,X
ZIJSTLO,X,O,X,X,X,X,X,X
ZIJSTOL,X,X,X,X,X,O,X,X
ZIJSLTO,X,O,X,X,X,O,X,X
ZIJSLOT,X,O,X,X,X,O,X,X
ZIJSOTL,X,X,X,X,X,O,X,X
ZIJSOLT,X,O,X,X,X,O,X,X
ZIJOTLS,X,X,X,X,X,O,X,X
ZIJOTSL,X,X,X,X,X,O,X,X
ZIJOLTS,X,X,X,X,X,O,X,X
ZIJOLST,X,X,X,X,X,O,X,X
ZIJOSTL,X,X,X,X,X,O,X,X
ZIJOSLT,X,X,X,X,X,O,X,X
ZISTLJO,O,O,X,X,O,X,X,O
ZISTLOJ,O,O,X,X,O,X,X,O
ZISTJLO,O,X,X,X,X,X,X,O
ZISTJOL,O,X,X,X,X,O,X,O
ZISTOLJ,O,X,X,X,O,X,X,O
ZISTOJL,O,X,X,X,X,O,X,O
ZISLTJO,O,O,X,X,O,O,X,O
ZISLTOJ,O,O,X,X,O,O,X,O
ZISLJTO,O,O,X,O,O,O,X,O
ZISLJOT,O,O,X,O,O,O,X,O
ZISLOTJ,O,O,X,X,O,O,X,X
ZISLOJT,O,O,X,O,O,O,X,O
ZISJTLO,O,O,X,X,X,X,X,O
ZISJTOL,O,X,X,X,X,O,X,O
ZISJLTO,O,O,X,X,O,O,X,O
ZISJLOT,O,O,X,X,O,O,X,O
ZISJOTL,O,X,X,X,X,O,X,X
ZISJOLT,O,O,X,X,O,O,X,O
ZISOTLJ,O,O,X,X,O,X,X,O
ZISOTJL,O,X,X,X,X,O,X,O
ZISOLTJ,O,O,X,X,O,O,X,X
ZISOLJT,O,O,X,O,O,O,X,O
ZISOJTL,O,O,X,X,X,O,X,X
ZISOJLT,O,O,X,X,O,O,X,O
ZIOTLJS,O,O,X,X,X,O,X,X
ZIOTLSJ,O,O,X,X,X,O,X,X
ZIOTJLS,O,O,X,X,X,O,X,X
ZIOTJSL,O,O,X,X,X,O,X,X
ZIOTSLJ,O,O,X,X,X,X,X,X
ZIOTSJL,O,O,X,X,X,O,X,X
ZIOLTJS,X,O,X,X,X,O,X,X
ZIOLTSJ,X,O,X,X,X,O,X,X
ZIOLJTS,X,X,X,O,X,O,X,X
ZIOLJST,O,O,X,O,X,O,X,X
ZIOLSTJ,O,O,X,X,O,O,X,X
ZIOLSJT,O,O,X,O,O,O,X,X
ZIOJTLS,X,X,X,X,X,O,X,X
ZIOJTSL,X,O,X,X,X,O,X,X
ZIOJLTS,X,X,X,X,X,O,X,X
ZIOJLST,X,O,X,X,X,O,X,X
ZIOJSTL,X,O,X,X,X,O,X,X
ZIOJSLT,X,O,X,X,X,O,X,X
ZIOSTLJ,O,O,X,X,O,X,X,X
ZIOSTJL,O,X,X,X,X,O,X,X
ZIOSLTJ,O,O,X,X,O,O,X,X
ZIOSLJT,O,O,X,O,O,O,X,X
ZIOSJTL,O,O,X,X,X,O,X,X
ZIOSJLT,O,O,X,X,O,O,X,X
ZLTIJSO,O,O,X,X,X,O,X,X
ZLTIJOS,O,X,X,X,X,O,X,X
ZLTISJO,O,O,X,X,X,O,X,X
ZLTISOJ,O,O,X,X,X,O,X,X
ZLTIOJS,O,O,X,X,X,O,X,X
ZLTIOSJ,O,O,X,X,X,O,X,X
ZLTJISO,O,O,X,X,X,O,X,X
ZLTJIOS,O,X,O,X,X,O,X,X
ZLTJSIO,O,O,X,X,X,O,X,X
ZLTJSOI,O,O,O,X,X,O,X,X
ZLTJOIS,O,O,O,X,X,O,X,X
ZLTJOSI,O,O,O,X,X,O,X,X
ZLTSIJO,O,O,X,X,O,O,X,X
ZLTSIOJ,O,O,X,X,O,O,X,X
ZLTSJIO,O,O,X,X,O,O,X,X
ZLTSJOI,O,O,O,X,O,O,X,X
ZLTSOIJ,O,O,X,X,O,O,X,X
ZLTSOJI,O,O,O,X,O,O,X,X
ZLTOIJS,O,O,X,X,X,O,X,X
ZLTOISJ,O,O,X,X,X,O,X,X
ZLTOJIS,O,O,O,X,X,O,X,X
ZLTOJSI,O,O,O,X,X,O,X,X
ZLTOSIJ,O,O,X,X,O,O,X,X
ZLTOSJI,O,O,O,X,O,O,X,X
ZLITJSO,X,X,X,X,X,O,X,X
ZLITJOS,X,X,X,X,X,O,X,X
ZLITSJO,X,X,X,X,X,O,X,X
ZLITSOJ,X,X,X,X,X,O,X,X
ZLITOJS,X,X,X,X,X,O,X,X
ZLITOSJ,X,X,X,X,X,O,X,X
ZLIJTSO,X,X,X,O,X,O,X,X
ZLIJTOS,X,X,X,O,X,O,X,X
ZLIJSTO,O,O,X,O,X,O,X,X
ZLIJSOT,O,O,X,O,X,O,X,X
ZLIJOTS,X,X,X,O,X,O,X,X
ZLIJOST,O,X,X,O,X,O,X,X
ZLISTJO,O,O,X,X,O,O,X,X
ZLISTOJ,O,O,X,X,O,O,X,X
ZLISJTO,O,O,X,O,O,O,X,X
ZLISJOT,O,O,X,O,O,O,X,X
ZLISOTJ,O,O,X,X,O,O,X,X
ZLISOJT,O,O,X,O,O,O,X,X
ZLIOTJS,X,O,X,X,X,O,X,X
ZLIOTSJ,X,O,X,X,X,O,X,X
ZLIOJTS,X,X,X,O,X,O,X,X
ZLIOJST,O,O,X,O,X,O,X,X
ZLIOSTJ,O,O,X,X,O,O,X,X
ZLIOSJT,O,O,X,O,O,O,X,X
ZLJTISO,X,O,X,O,X,O,X,X
ZLJTIOS,X,X,O,O,X,O,X,X
ZLJTSIO,O,O,X,O,X,O,X,X
ZLJTSOI,O,O,O,O,X,O,X,X
ZLJTOIS,X,X,O,O,X,O,X,X
ZLJTOSI,O,O,O,O,X,O,X,X
ZLJITSO,X,X,X,O,X,O,X,X
ZLJITOS,X,X,O,O,X,O,X,X
ZLJISTO,O,O,X,O,X,O,X,X
ZLJISOT,O,O,X,O,X,O,X,X
ZLJIOTS,X,X,X,O,X,O,X,X
ZLJIOST,O,X,X,O,X,O,X,X
ZLJSTIO,O,O,X,O,O,O,X,X
ZLJSTOI,O,O,O,O,O,O,X,X
ZLJSITO,O,O,X,O,O,O,X,X
ZLJSIOT,O,O,X,O,O,O,X,X
ZLJSOTI,O,O,X,O,O,O,X,X
ZLJSOIT,O,O,X,O,O,O,X,X
ZLJOTIS,X,O,X,O,X,O,X,X
ZLJOTSI,O,O,X,O,X,O,X,X
ZLJOITS,X,X,X,O,X,O,X,X
ZLJOIST,O,O,X,O,X,O,X,X
ZLJOSTI,O,O,X,O,O,O,X,X
ZLJOSIT,O,O,X,O,O,O,X,X
ZLSTIJO,O,O,X,X,O,O,X,X
ZLSTIOJ,O,O,X,X,O,O,X,X
ZLSTJIO,O,O,X,X,O,O,X,X
ZLSTJOI,O,O,O,X,O,O,X,X
ZLSTOIJ,O,O,X,X,O,O,X,X
ZLSTOJI,O,O,O,X,O,O,X,X
ZLSITJO,O,O,X,X,O,O,X,X
ZLSITOJ,O,O,X,X,O,O,X,X
ZLSIJTO,O,O,X,O,O,O,X,X
ZLSIJOT,O,O,X,O,O,O,X,X
ZLSIOTJ,O,O,X,X,O,O,X,X
ZLSIOJT,O,O,X,O,O,O,X,X
ZLSJTIO,O,O,X,O,O,O,X,X
ZLSJTOI,O,O,O,O,O,O,X,X
ZLSJITO,O,O,X,O,O,O,X,X
ZLSJIOT,O,O,X,O,O,O,X,X
ZLSJOTI,O,O,X,O,O,O,X,X
ZLSJOIT,O,O,X,O,O,O,X,X
ZLSOTIJ,O,O,X,X,O,O,X,X
ZLSOTJI,O,O,X,X,O,O,X,X
