sequence,v115@FhB8BeB8DeB8CeH8AeH8Jem6IvhFfhB0cBxdBTfBSn?BlpB,v115@FhB8BeB8DeB8CeH8AeH8JeO/IvhF8fBfhB6hBxdBTi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jei6IvhFGcBxdB3fBUhBTi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8JeK/IvhFzaBfhBxdBGiB0h?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jey/IvhFfhBxdBGiBTfB0h?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Je2/IvhFShBxdBTiB3fBUh?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jem7IvhFCeBxfB3hBTfBUi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jem7IvhFCeBxfBUiBTfB3h?BlpB
IJOTLSZ,X,X,X,O,O,O,X,X
IJOTLZS,X,X,X,O,X,O,X,X
IJOTSLZ,X,O,O,O,O,O,X,X
IJOTSZL,X,O,O,X,X,X,X,X
IJOTZLS,X,O,O,X,X,O,X,X
IJOTZSL,X,O,O,X,X,X,X,X
IJOLTSZ,X,X,X,X,X,O,X,X
IJOLTZS,X,X,X,X,X,O,X,X
IJOLSTZ,X,X,X,X,O,O,O,X
IJOLSZT,O,X,X,X,O,O,O,X
IJOLZTS,X,X,X,X,X,O,X,O
IJOLZST,X,X,X,X,X,O,X,O
IJOSTLZ,X,O,X,O,O,X,X,X
IJOSTZL,X,O,X,X,X,X,X,X
IJOSLTZ,X,O,X,X,O,O,O,X
IJOSLZT,O,O,O,X,O,O,O,X
IJOSZTL,O,O,O,X,X,X,X,X
IJOSZLT,O,O,O,X,X,X,X,X
IJOZTLS,X,X,O,X,X,X,X,X
IJOZTSL,X,O,O,X,X,X,X,X
IJOZLTS,X,X,O,X,X,O,X,O
IJOZLST,X,O,O,X,X,O,X,O
IJOZSTL,X,O,O,X,X,X,X,X
IJOZSLT,X,O,O,X,X,X,X,X
ISTLJZO,O,O,O,O,O,X,O,X
ISTLJOZ,O,X,O,O,O,X,O,X
ISTLZJO,O,O,O,O,O,X,O,X
ISTLZOJ,O,O,O,O,X,X,X,X
ISTLOJZ,O,O,O,O,O,X,O,X
ISTLOZJ,O,O,O,O,X,X,X,X
ISTJLZO,O,O,O,O,O,X,O,X
ISTJLOZ,O,X,O,O,O,X,O,X
ISTJZLO,O,O,O,O,O,X,O,X
ISTJZOL,O,O,O,X,X,X,X,X
ISTJOLZ,O,X,O,O,O,O,O,X
ISTJOZL,O,X,O,X,X,X,X,X
ISTZLJO,O,O,O,O,O,X,O,X
ISTZLOJ,O,O,O,O,X,X,X,X
ISTZJLO,O,O,O,O,O,X,O,X
ISTZJOL,O,O,O,X,X,X,X,X
ISTZOLJ,O,O,O,X,X,X,X,X
ISTZOJL,O,O,O,X,X,X,X,X
ISTOLJZ,O,O,O,O,O,O,O,X
ISTOLZJ,O,O,O,O,X,X,X,X
ISTOJLZ,O,O,O,O,O,O,O,X
ISTOJZL,O,O,O,X,X,X,X,X
ISTOZLJ,O,O,O,X,X,X,X,X
ISTOZJL,O,O,O,X,X,X,X,X
ISLTJZO,O,O,X,O,O,X,O,X
ISLTJOZ,O,X,X,O,O,X,O,X
ISLTZJO,O,O,O,O,O,X,O,X
ISLTZOJ,O,O,X,O,X,X,X,X
ISLTOJZ,O,O,X,O,O,X,O,X
ISLTOZJ,O,O,O,O,X,X,X,X
ISLJTZO,O,O,X,O,O,X,O,X
ISLJTOZ,O,X,X,O,O,X,O,X
ISLJZTO,O,O,O,X,O,X,O,O
ISLJZOT,O,O,O,X,O,X,O,O
ISLJOTZ,X,X,X,X,O,X,O,X
ISLJOZT,O,X,O,X,O,X,O,X
ISLZTJO,O,O,O,X,X,X,X,X
ISLZTOJ,O,O,X,X,X,X,X,X
ISLZJTO,O,O,O,X,O,X,O,O
ISLZJOT,O,O,O,X,O,X,O,O
ISLZOTJ,O,O,O,X,X,X,X,X
ISLZOJT,O,O,O,X,X,X,X,X
ISLOTJZ,O,O,X,X,X,X,X,X
ISLOTZJ,O,O,O,X,X,X,X,X
ISLOJTZ,X,O,X,X,O,X,O,X
ISLOJZT,O,O,O,X,O,X,O,X
ISLOZTJ,O,O,O,X,X,X,X,X
ISLOZJT,O,O,O,X,X,X,X,X
ISJTLZO,O,O,X,O,O,X,O,X
ISJTLOZ,O,X,X,O,O,X,O,X
ISJTZLO,O,O,X,O,O,X,O,X
ISJTZOL,O,O,X,X,X,X,X,X
ISJTOLZ,O,X,X,O,O,X,O,X
ISJTOZL,O,X,X,X,X,X,X,X
ISJLTZO,O,O,X,O,O,X,O,X
ISJLTOZ,O,X,X,O,O,X,O,X
ISJLZTO,O,O,O,X,O,X,O,O
ISJLZOT,O,O,O,X,O,X,O,O
ISJLOTZ,X,X,X,X,O,X,O,X
ISJLOZT,O,X,O,X,O,X,O,X
ISJZTLO,O,O,O,O,O,X,X,X
ISJZTOL,O,X,X,X,X,X,X,X
ISJZLTO,O,O,O,X,O,X,O,O
ISJZLOT,O,O,O,X,O,X,O,O
ISJZOTL,O,X,X,X,X,X,X,X
ISJZOLT,O,O,O,X,X,X,X,X
ISJOTLZ,X,X,X,O,O,X,X,X
ISJOTZL,X,X,X,X,X,X,X,X
ISJOLTZ,X,X,X,X,O,O,O,X
ISJOLZT,O,X,O,X,O,O,O,X
ISJOZTL,O,X,O,X,X,X,X,X
ISJOZLT,O,X,O,X,X,X,X,X
ISZTLJO,O,O,O,O,O,X,X,X
ISZTLOJ,O,O,O,O,X,X,X,X
ISZTJLO,O,O,O,O,O,X,X,X
ISZTJOL,O,O,O,X,X,X,X,X
ISZTOLJ,O,O,O,X,X,X,X,X
ISZTOJL,O,O,O,X,X,X,X,X
ISZLTJO,O,O,O,X,X,X,X,X
ISZLTOJ,O,O,X,X,X,X,X,X
ISZLJTO,O,O,O,X,O,X,O,O
ISZLJOT,O,O,O,X,O,X,O,O
ISZLOTJ,O,O,O,X,X,X,X,X
ISZLOJT,O,O,O,X,X,X,X,X
ISZJTLO,O,O,O,O,O,X,X,X
ISZJTOL,O,X,O,X,X,X,X,X
ISZJLTO,O,O,O,X,O,X,O,O
ISZJLOT,O,O,O,X,O,X,O,O
ISZJOTL,O,O,O,X,X,X,X,X
ISZJOLT,O,O,O,X,X,X,X,X
ISZOTLJ,O,O,O,X,X,X,X,X
ISZOTJL,O,O,O,X,X,X,X,X
ISZOLTJ,X,O,O,X,X,X,X,X
ISZOLJT,X,O,O,X,X,X,X,X
ISZOJTL,O,O,O,X,X,X,X,X
ISZOJLT,O,O,O,X,X,X,X,X
ISOTLJZ,O,O,O,O,O,O,X,X
ISOTLZJ,O,O,O,O,X,X,X,X
ISOTJLZ,O,O,O,O,O,O,X,X
ISOTJZL,O,O,O,X,X,X,X,X
ISOTZLJ,O,O,O,X,X,X,X,X
ISOTZJL,O,O,O,X,X,X,X,X
ISOLTJZ,O,O,X,X,X,O,X,X
ISOLTZJ,O,O,O,X,X,X,X,X
ISOLJTZ,X,O,X,X,O,O,O,X
ISOLJZT,O,O,O,X,O,O,O,X
ISOLZTJ,O,O,O,X,X,X,X,X
ISOLZJT,O,O,O,X,X,X,X,X
ISOJTLZ,X,O,X,O,O,X,X,X
ISOJTZL,X,O,X,X,X,X,X,X
ISOJLTZ,X,O,X,X,O,O,O,X
ISOJLZT,O,O,O,X,O,O,O,X
ISOJZTL,O,O,O,X,X,X,X,X
ISOJZLT,O,O,O,X,X,X,X,X
ISOZTLJ,O,O,O,X,X,X,X,X
ISOZTJL,O,O,O,X,X,X,X,X
ISOZLTJ,X,O,O,X,X,X,X,X
ISOZLJT,X,O,O,X,X,X,X,X
ISOZJTL,O,O,O,X,X,X,X,X
ISOZJLT,O,O,O,X,X,X,X,X
IZTLJSO,O,O,O,O,O,X,X,O
IZTLJOS,X,O,X,O,X,X,X,O
IZTLSJO,O,O,O,O,O,X,X,O
IZTLSOJ,O,O,O,O,X,X,X,X
IZTLOJS,O,O,X,O,X,X,X,O
IZTLOSJ,O,O,X,O,X,X,X,X
IZTJLSO,O,O,O,O,O,X,X,O
IZTJLOS,X,O,X,O,X,X,X,O
IZTJSLO,O,O,O,O,O,X,X,O
IZTJSOL,O,O,O,X,X,X,X,X
IZTJOLS,X,O,O,X,X,O,X,O
IZTJOSL,X,O,O,X,X,X,X,X
IZTSLJO,O,O,O,O,O,X,X,O
IZTSLOJ,O,O,O,O,X,X,X,X
IZTSJLO,O,O,O,O,O,X,X,O
IZTSJOL,O,O,O,X,X,X,X,X
IZTSOLJ,O,O,O,X,X,X,X,X
IZTSOJL,O,O,O,X,X,X,X,X
IZTOLJS,O,O,O,X,X,O,X,O
IZTOLSJ,O,O,O,X,X,X,X,X
IZTOJLS,O,O,O,X,X,O,X,O
IZTOJSL,O,O,O,X,X,X,X,X
IZTOSLJ,O,O,O,X,X,X,X,X
IZTOSJL,O,O,O,X,X,X,X,X
IZLTJSO,O,X,O,X,X,X,X,O
IZLTJOS,X,X,X,X,X,X,X,O
IZLTSJO,O,X,O,X,X,X,X,O
IZLTSOJ,O,X,O,X,X,X,X,X
IZLTOJS,O,X,X,X,X,X,X,O
IZLTOSJ,O,X,X,X,X,X,X,X
IZLJTSO,X,X,O,X,X,X,X,O
IZLJTOS,X,X,X,X,X,X,X,O
IZLJSTO,O,O,O,X,O,X,O,O
IZLJSOT,O,O,O,X,O,X,O,O
IZLJOTS,X,X,X,X,X,X,X,O
IZLJOST,X,O,X,X,X,X,X,O
IZLSTJO,O,O,O,X,X,X,X,X
IZLSTOJ,O,X,X,X,X,X,X,X
IZLSJTO,O,O,O,X,O,X,O,O
IZLSJOT,O,O,O,X,O,X,O,O
IZLSOTJ,O,X,X,X,X,X,X,X
IZLSOJT,O,O,O,X,X,X,X,X
IZLOTJS,X,X,X,X,X,X,X,X
IZLOTSJ,X,X,X,X,X,X,X,X
IZLOJTS,X,X,X,X,X,X,X,O
IZLOJST,X,O,X,X,X,X,X,O
IZLOSTJ,X,O,X,X,X,X,X,X
IZLOSJT,X,O,X,X,X,X,X,X
IZJTLSO,X,X,O,O,O,X,X,O
IZJTLOS,X,X,X,O,X,X,X,O
IZJTSLO,X,O,O,O,O,X,X,X
IZJTSOL,X,X,O,X,X,X,X,X
IZJTOLS,X,X,O,X,X,X,X,X
IZJTOSL,X,O,O,X,X,X,X,X
IZJLTSO,X,X,O,X,X,X,X,O
IZJLTOS,X,X,X,X,X,X,X,O
IZJLSTO,O,O,O,X,O,X,O,O
IZJLSOT,O,O,O,X,O,X,O,O
IZJLOTS,X,X,X,X,X,X,X,O
IZJLOST,X,O,X,X,X,X,X,O
IZJSTLO,O,O,O,O,O,X,X,X
IZJSTOL,O,X,O,X,X,X,X,X
IZJSLTO,O,O,O,X,O,X,O,O
IZJSLOT,O,O,O,X,O,X,O,O
IZJSOTL,O,O,O,X,X,X,X,X
IZJSOLT,O,O,O,X,X,X,X,X
IZJOTLS,X,X,O,X,X,X,X,X
IZJOTSL,X,O,O,X,X,X,X,X
IZJOLTS,X,X,O,X,X,O,X,O
IZJOLST,X,O,O,X,X,O,X,O
IZJOSTL,X,O,O,X,X,X,X,X
IZJOSLT,X,O,O,X,X,X,X,X
IZSTLJO,O,O,O,O,O,X,X,X
IZSTLOJ,O,O,O,O,X,X,X,X
IZSTJLO,O,O,O,O,O,X,X,X
IZSTJOL,O,O,O,X,X,X,X,X
IZSTOLJ,O,O,O,X,X,X,X,X
IZSTOJL,O,O,O,X,X,X,X,X
IZSLTJO,O,O,O,X,X,X,X,X
IZSLTOJ,O,O,X,X,X,X,X,X
IZSLJTO,O,O,O,X,O,X,O,O
IZSLJOT,O,O,O,X,O,X,O,O
IZSLOTJ,O,O,O,X,X,X,X,X
IZSLOJT,O,O,O,X,X,X,X,X
IZSJTLO,O,O,O,O,O,X,X,X
IZSJTOL,O,X,O,X,X,X,X,X
IZSJLTO,O,O,O,X,O,X,O,O
IZSJLOT,O,O,O,X,O,X,O,O
IZSJOTL,O,O,O,X,X,X,X,X
IZSJOLT,O,O,O,X,X,X,X,X
IZSOTLJ,O,O,O,X,X,X,X,X
IZSOTJL,O,O,O,X,X,X,X,X
IZSOLTJ,X,O,O,X,X,X,X,X
IZSOLJT,X,O,O,X,X,X,X,X
IZSOJTL,O,O,O,X,X,X,X,X
IZSOJLT,O,O,O,X,X,X,X,X
IZOTLJS,X,O,O,X,X,O,X,X
IZOTLSJ,X,O,O,X,X,X,X,X
IZOTJLS,X,O,O,X,X,O,X,X
IZOTJSL,X,O,O,X,X,X,X,X
IZOTSLJ,X,O,O,X,X,X,X,X
IZOTSJL,X,O,O,X,X,X,X,X
IZOLTJS,X,X,O,X,X,O,X,X
IZOLTSJ,X,X,O,X,X,X,X,X
IZOLJTS,X,X,O,X,X,O,X,O
IZOLJST,X,O,O,X,X,O,X,O
IZOLSTJ,X,O,O,X,X,X,X,X
IZOLSJT,X,O,O,X,X,X,X,X
IZOJTLS,X,X,O,X,X,X,X,X
IZOJTSL,X,O,O,X,X,X,X,X
IZOJLTS,X,X,O,X,X,O,X,O
IZOJLST,X,O,O,X,X,O,X,O
IZOJSTL,X,O,O,X,X,X,X,X
IZOJSLT,X,O,O,X,X,X,X,X
IZOSTLJ,X,O,O,X,X,X,X,X
IZOSTJL,X,O,O,X,X,X,X,X
IZOSLTJ,X,O,O,X,X,X,X,X
IZOSLJT,X,O,O,X,X,X,X,X
IZOSJTL,X,O,O,X,X,X,X,X
IZOSJLT,X,O,O,X,X,X,X,X
IOTLJSZ,O,X,X,O,O,O,X,X
IOTLJZS,O,X,X,O,X,O,X,X
IOTLSJZ,O,O,O,O,O,O,X,X
IOTLSZJ,O,O,O,O,X,X,X,X
IOTLZJS,O,O,O,O,X,O,X,X
IOTLZSJ,O,O,O,O,X,X,X,X
IOTJLSZ,O,X,X,O,O,O,X,X
IOTJLZS,O,X,X,O,X,O,X,X
IOTJSLZ,O,O,O,O,O,O,X,X
IOTJSZL,O,O,O,X,X,X,X,X
IOTJZLS,O,O,O,X,X,O,X,X
IOTJZSL,O,O,O,X,X,X,X,X
IOTSLJZ,O,O,O,O,O,O,X,X
IOTSLZJ,O,O,O,O,X,X,X,X
IOTSJLZ,O,O,O,O,O,O,X,X
IOTSJZL,O,O,O,X,X,X,X,X
IOTSZLJ,O,O,O,X,X,X,X,X
IOTSZJL,O,O,O,X,X,X,X,X
IOTZLJS,O,O,O,X,X,O,X,X
IOTZLSJ,O,O,O,X,X,X,X,X
IOTZJLS,O,O,O,X,X,O,X,X
IOTZJSL,O,O,O,X,X,X,X,X
IOTZSLJ,O,O,O,X,X,X,X,X
IOTZSJL,O,O,O,X,X,X,X,X
IOLTJSZ,O,X,X,X,X,O,X,X
IOLTJZS,O,X,X,X,X,O,X,X
IOLTSJZ,O,O,O,X,X,O,X,X
IOLTSZJ,O,O,O,X,X,X,X,X
IOLTZJS,O,O,O,X,X,O,X,X
IOLTZSJ,O,O,O,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,O,X,X
IOLJTZS,X,X,X,X,X,O,X,X
IOLJSTZ,X,X,X,X,O,O,O,X
IOLJSZT,O,X,X,X,O,O,O,X
IOLJZTS,X,X,X,X,X,O,X,O
IOLJZST,X,X,X,X,X,O,X,O
IOLSTJZ,O,O,X,X,X,O,X,X
IOLSTZJ,O,O,O,X,X,X,X,X
IOLSJTZ,X,O,X,X,O,O,O,X
IOLSJZT,O,O,O,X,O,O,O,X
IOLSZTJ,O,O,O,X,X,X,X,X
IOLSZJT,O,O,O,X,X,X,X,X
IOLZTJS,X,X,O,X,X,O,X,X
IOLZTSJ,X,X,O,X,X,X,X,X
IOLZJTS,X,X,O,X,X,O,X,O
IOLZJST,X,O,O,X,X,O,X,O
IOLZSTJ,X,O,O,X,X,X,X,X
IOLZSJT,X,O,O,X,X,X,X,X
IOJTLSZ,X,X,X,O,O,O,X,X
IOJTLZS,X,X,X,O,X,O,X,X
IOJTSLZ,X,O,O,O,O,O,X,X
IOJTSZL,X,O,O,X,X,X,X,X
IOJTZLS,X,O,O,X,X,O,X,X
IOJTZSL,X,O,O,X,X,X,X,X
IOJLTSZ,X,X,X,X,X,O,X,X
IOJLTZS,X,X,X,X,X,O,X,X
IOJLSTZ,X,X,X,X,O,O,O,X
IOJLSZT,O,X,X,X,O,O,O,X
IOJLZTS,X,X,X,X,X,O,X,O
IOJLZST,X,X,X,X,X,O,X,O
IOJSTLZ,X,O,X,O,O,X,X,X
IOJSTZL,X,O,X,X,X,X,X,X
IOJSLTZ,X,O,X,X,O,O,O,X
IOJSLZT,O,O,O,X,O,O,O,X
IOJSZTL,O,O,O,X,X,X,X,X
IOJSZLT,O,O,O,X,X,X,X,X
IOJZTLS,X,X,O,X,X,X,X,X
IOJZTSL,X,O,O,X,X,X,X,X
IOJZLTS,X,X,O,X,X,O,X,O
IOJZLST,X,O,O,X,X,O,X,O
IOJZSTL,X,O,O,X,X,X,X,X
IOJZSLT,X,O,O,X,X,X,X,X
IOSTLJZ,O,O,O,O,O,O,X,X
IOSTLZJ,O,O,O,O,X,X,X,X
IOSTJLZ,O,O,O,O,O,O,X,X
IOSTJZL,O,O,O,X,X,X,X,X
IOSTZLJ,O,O,O,X,X,X,X,X
IOSTZJL,O,O,O,X,X,X,X,X
IOSLTJZ,O,O,X,X,X,O,X,X
IOSLTZJ,O,O,O,X,X,X,X,X
IOSLJTZ,X,O,X,X,O,O,O,X
IOSLJZT,O,O,O,X,O,O,O,X
IOSLZTJ,O,O,O,X,X,X,X,X
IOSLZJT,O,O,O,X,X,X,X,X
IOSJTLZ,X,O,X,O,O,X,X,X
IOSJTZL,X,O,X,X,X,X,X,X
IOSJLTZ,X,O,X,X,O,O,O,X
IOSJLZT,O,O,O,X,O,O,O,X
IOSJZTL,O,O,O,X,X,X,X,X
IOSJZLT,O,O,O,X,X,X,X,X
IOSZTLJ,O,O,O,X,X,X,X,X
IOSZTJL,O,O,O,X,X,X,X,X
IOSZLTJ,X,O,O,X,X,X,X,X
IOSZLJT,X,O,O,X,X,X,X,X
IOSZJTL,O,O,O,X,X,X,X,X
IOSZJLT,O,O,O,X,X,X,X,X
IOZTLJS,X,O,O,X,X,O,X,X
IOZTLSJ,X,O,O,X,X,X,X,X
IOZTJLS,X,O,O,X,X,O,X,X
IOZTJSL,X,O,O,X,X,X,X,X
IOZTSLJ,X,O,O,X,X,X,X,X
IOZTSJL,X,O,O,X,X,X,X,X
IOZLTJS,X,X,O,X,X,O,X,X
IOZLTSJ,X,X,O,X,X,X,X,X
IOZLJTS,X,X,O,X,X,O,X,O
IOZLJST,X,O,O,X,X,O,X,O
IOZLSTJ,X,O,O,X,X,X,X,X
IOZLSJT,X,O,O,X,X,X,X,X
IOZJTLS,X,X,O,X,X,X,X,X
IOZJTSL,X,O,O,X,X,X,X,X
IOZJLTS,X,X,O,X,X,O,X,O
IOZJLST,X,O,O,X,X,O,X,O
IOZJSTL,X,O,O,X,X,X,X,X
IOZJSLT,X,O,O,X,X,X,X,X
IOZSTLJ,X,O,O,X,X,X,X,X
IOZSTJL,X,O,O,X,X,X,X,X
IOZSLTJ,X,O,O,X,X,X,X,X
IOZSLJT,X,O,O,X,X,X,X,X
IOZSJTL,X,O,O,X,X,X,X,X
IOZSJLT,X,O,O,X,X,X,X,X
LTIJSZO,O,X,X,O,O,X,O,O
LTIJSOZ,O,X,X,O,O,X,O,X
LTIJZSO,O,X,X,O,O,X,O,O
LTIJZOS,X,X,X,O,X,X,X,O
LTIJOSZ,O,X,X,O,O,O,O,X
LTIJOZS,O,X,X,O,X,O,X,O
LTISJZO,O,O,O,O,O,X,O,O
LTISJOZ,O,X,O,O,O,X,O,X
LTISZJO,O,O,O,O,O,X,O,O
LTISZOJ,O,O,O,O,X,X,X,X
LTISOJZ,O,X,O,O,O,X,O,X
LTISOZJ,O,O,O,O,X,X,X,X
LTIZJSO,O,O,O,O,O,X,O,O
LTIZJOS,X,O,X,O,X,X,X,O
LTIZSJO,O,O,O,O,O,X,O,O
LTIZSOJ,O,O,O,O,X,X,X,X
LTIZOJS,O,O,X,O,X,X,X,O
LTIZOSJ,O,O,X,O,X,X,X,X
LTIOJSZ,O,X,X,O,O,O,O,X
LTIOJZS,O,X,X,O,X,O,X,O
LTIOSJZ,O,O,O,O,O,O,O,X
LTIOSZJ,O,O,O,O,X,X,X,X
LTIOZJS,O,O,O,O,X,O,X,O
LTIOZSJ,O,O,O,O,X,X,X,X
LTJISZO,O,X,X,O,O,X,O,O
LTJISOZ,O,X,X,O,O,X,O,X
LTJIZSO,O,X,X,O,O,X,O,O
LTJIZOS,X,X,X,O,X,X,X,O
LTJIOSZ,O,X,X,O,O,O,O,X
LTJIOZS,O,X,X,O,X,O,X,O
LTJSIZO,O,X,X,O,O,X,O,X
LTJSIOZ,O,X,X,O,O,X,O,X
LTJSZIO,O,X,X,O,O,X,O,X
LTJSZOI,O,X,X,O,O,X,X,X
LTJSOIZ,O,X,X,O,O,O,O,X
LTJSOZI,O,X,X,O,O,O,X,X
LTJZISO,O,X,X,O,O,X,X,O
LTJZIOS,X,X,X,O,X,X,X,O
LTJZSIO,O,X,X,O,O,X,X,X
LTJZSOI,O,X,X,O,O,X,X,X
LTJZOIS,X,X,X,O,X,O,X,X
LTJZOSI,X,X,X,O,X,O,X,X
LTJOISZ,O,X,X,O,O,O,X,X
LTJOIZS,O,X,X,O,X,O,X,X
LTJOSIZ,O,X,X,O,O,O,X,X
LTJOSZI,O,X,X,O,O,O,X,X
LTJOZIS,O,X,X,O,X,O,X,X
LTJOZSI,O,X,X,O,X,O,X,X
LTSIJZO,O,O,O,O,O,X,O,O
LTSIJOZ,O,X,O,O,O,X,O,X
LTSIZJO,O,O,O,O,O,X,O,O
LTSIZOJ,O,O,O,O,X,X,X,X
LTSIOJZ,O,O,O,O,O,X,O,X
LTSIOZJ,O,O,O,O,X,X,X,X
LTSJIZO,O,O,O,O,O,X,O,X
LTSJIOZ,O,X,O,O,O,X,O,X
LTSJZIO,O,O,O,O,O,X,O,X
LTSJZOI,O,O,O,O,O,X,X,X
LTSJOIZ,O,O,O,O,O,O,O,X
LTSJOZI,O,O,O,O,O,O,X,X
LTSZIJO,O,O,O,O,O,X,O,O
LTSZIOJ,O,O,O,O,X,X,X,X
LTSZJIO,O,O,O,O,O,X,O,X
LTSZJOI,O,O,O,O,O,X,X,X
LTSZOIJ,O,O,O,O,X,X,X,X
LTSZOJI,O,O,O,O,X,X,X,X
LTSOIJZ,O,O,O,O,O,O,O,X
LTSOIZJ,O,O,O,O,X,X,X,X
LTSOJIZ,O,O,O,O,O,O,O,X
LTSOJZI,O,O,O,O,O,O,X,X
LTSOZIJ,O,O,O,O,X,X,X,X
LTSOZJI,O,O,O,O,X,X,X,X
LTZIJSO,O,O,O,O,O,X,O,O
LTZIJOS,X,O,X,O,X,X,X,O
LTZISJO,O,O,O,O,O,X,O,O
LTZISOJ,O,O,O,O,X,X,X,X
LTZIOJS,O,O,X,O,X,X,X,O
LTZIOSJ,O,O,X,O,X,X,X,X
LTZJISO,O,O,O,O,O,X,X,O
LTZJIOS,X,O,X,O,X,X,X,O
LTZJSIO,O,O,O,O,O,X,X,X
LTZJSOI,O,O,O,O,O,X,X,X
LTZJOIS,X,O,O,O,X,O,X,X
LTZJOSI,X,O,O,O,X,O,X,X
LTZSIJO,O,O,O,O,O,X,O,O
LTZSIOJ,O,O,O,O,X,X,X,X
LTZSJIO,O,O,O,O,O,X,O,X
LTZSJOI,O,O,O,O,O,X,X,X
LTZSOIJ,O,O,O,O,X,X,X,X
LTZSOJI,O,O,O,O,X,X,X,X
LTZOIJS,O,O,O,O,X,O,X,O
LTZOISJ,O,O,O,O,X,X,X,X
LTZOJIS,O,O,O,O,X,O,X,X
LTZOJSI,O,O,O,O,X,O,X,X
LTZOSIJ,O,O,O,O,X,X,X,X
LTZOSJI,O,O,O,O,X,X,X,X
LTOIJSZ,O,X,X,O,O,O,O,X
LTOIJZS,O,X,X,O,X,O,X,O
LTOISJZ,O,O,O,O,O,O,O,X
LTOISZJ,O,O,O,O,X,X,X,X
LTOIZJS,O,O,O,O,X,O,X,O
LTOIZSJ,O,O,O,O,X,X,X,X
LTOJISZ,O,X,X,O,O,O,X,X
LTOJIZS,O,X,X,O,X,O,X,X
LTOJSIZ,O,X,X,O,O,O,X,X
LTOJSZI,O,X,X,O,O,O,X,X
LTOJZIS,O,X,X,O,X,O,X,X
LTOJZSI,O,X,X,O,X,O,X,X
LTOSIJZ,O,O,O,O,O,O,O,X
LTOSIZJ,O,O,O,O,X,X,X,X
LTOSJIZ,O,O,O,O,O,O,O,X
LTOSJZI,O,O,O,O,O,O,X,X
LTOSZIJ,O,O,O,O,X,X,X,X
LTOSZJI,O,O,O,O,X,X,X,X
LTOZIJS,O,O,O,O,X,O,X,O
LTOZISJ,O,O,O,O,X,X,X,X
LTOZJIS,O,O,O,O,X,O,X,X
LTOZJSI,O,O,O,O,X,O,X,X
LTOZSIJ,O,O,O,O,X,X,X,X
LTOZSJI,O,O,O,O,X,X,X,X
LITJSZO,O,X,X,O,O,X,O,O
LITJSOZ,O,X,X,O,O,X,O,X
LITJZSO,O,X,X,O,O,X,O,O
LITJZOS,X,X,X,O,X,X,X,O
LITJOSZ,O,X,X,O,O,O,O,X
LITJOZS,O,X,X,O,X,O,X,O
LITSJZO,O,O,O,O,O,X,O,O
LITSJOZ,O,X,O,O,O,X,O,X
LITSZJO,O,O,O,O,O,X,O,O
LITSZOJ,O,O,O,O,X,X,X,X
LITSOJZ,O,X,O,O,O,X,O,X
LITSOZJ,O,O,O,O,X,X,X,X
LITZJSO,O,O,O,O,O,X,O,O
LITZJOS,X,O,X,O,X,X,X,O
LITZSJO,O,O,O,O,O,X,O,O
LITZSOJ,O,O,O,O,X,X,X,X
LITZOJS,O,O,X,O,X,X,X,O
LITZOSJ,O,O,X,O,X,X,X,X
LITOJSZ,O,X,X,O,O,O,O,X
LITOJZS,O,X,X,O,X,O,X,O
LITOSJZ,O,O,O,O,O,O,O,X
LITOSZJ,O,O,O,O,X,X,X,X
LITOZJS,O,O,O,O,X,O,X,O
LITOZSJ,O,O,O,O,X,X,X,X
LIJTSZO,O,X,X,O,O,X,O,X
LIJTSOZ,O,X,X,O,O,X,O,X
LIJTZSO,O,X,X,O,O,X,X,O
LIJTZOS,X,X,X,O,X,X,X,O
LIJTOSZ,O,X,X,O,O,X,X,X
LIJTOZS,O,X,X,O,X,X,X,X
LIJSTZO,O,X,X,O,O,X,O,X
LIJSTOZ,O,X,X,O,O,X,O,X
LIJSZTO,O,X,X,X,O,X,O,O
LIJSZOT,O,X,X,X,O,X,O,O
LIJSOTZ,X,X,X,X,O,X,O,X
LIJSOZT,O,X,X,X,O,X,O,X
LIJZTSO,X,X,X,X,X,X,X,O
LIJZTOS,X,X,X,X,X,X,X,O
LIJZSTO,O,X,X,X,O,X,O,O
LIJZSOT,O,X,X,X,O,X,O,O
LIJZOTS,X,X,X,X,X,X,X,O
LIJZOST,X,X,X,X,X,X,X,O
LIJOTSZ,X,X,X,X,X,O,X,X
LIJOTZS,X,X,X,X,X,O,X,X
LIJOSTZ,X,X,X,X,O,O,O,X
LIJOSZT,O,X,X,X,O,O,O,X
LIJOZTS,X,X,X,X,X,O,X,O
LIJOZST,X,X,X,X,X,O,X,O
LISTJZO,O,O,X,O,O,X,O,X
LISTJOZ,O,X,X,O,O,X,O,X
LISTZJO,O,O,O,O,O,X,O,X
LISTZOJ,O,O,X,O,X,X,X,X
LISTOJZ,O,X,X,O,O,X,O,X
LISTOZJ,O,O,O,O,X,X,X,X
LISJTZO,O,O,X,O,O,X,O,X
LISJTOZ,O,X,X,O,O,X,O,X
