sequence,v115@FhB8BeB8DeB8CeH8AeH8Jem6IvhFfhB0cBxdBTfBSn?BlpB,v115@FhB8BeB8DeB8CeH8AeH8JeO/IvhF8fBfhB6hBxdBTi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jei6IvhFGcBxdB3fBUhBTi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8JeK/IvhFzaBfhBxdBGiB0h?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jey/IvhFfhBxdBGiBTfB0h?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Je2/IvhFShBxdBTiB3fBUh?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jem7IvhFCeBxfB3hBTfBUi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jem7IvhFCeBxfBUiBTfB3h?BlpB
JZOSTIL,X,O,O,X,X,X,X,X
JZOSTLI,X,O,O,X,X,X,X,X
JZOSITL,X,O,O,X,X,X,X,X
JZOSILT,X,O,O,X,X,X,X,X
JZOSLTI,X,O,O,X,X,X,X,X
JZOSLIT,X,O,O,X,X,X,X,X
JOTILSZ,X,X,X,O,O,O,X,X
JOTILZS,X,X,X,O,X,O,X,X
JOTISLZ,X,O,O,O,O,O,X,X
JOTISZL,X,O,O,X,X,X,X,X
JOTIZLS,X,O,O,X,X,O,X,X
JOTIZSL,X,O,O,X,X,X,X,X
JOTLISZ,X,X,X,O,O,O,X,X
JOTLIZS,X,X,X,O,X,O,X,X
JOTLSIZ,X,X,X,O,O,O,X,X
JOTLSZI,X,X,X,O,O,O,X,X
JOTLZIS,X,X,X,O,X,O,X,X
JOTLZSI,X,X,X,O,X,O,X,X
JOTSILZ,X,O,O,O,O,O,X,X
JOTSIZL,X,O,O,X,X,X,X,X
JOTSLIZ,X,O,O,O,O,O,X,X
JOTSLZI,X,O,O,O,O,O,X,X
JOTSZIL,X,O,O,X,X,X,X,X
JOTSZLI,X,O,O,X,X,X,X,X
JOTZILS,X,O,O,X,X,O,X,X
JOTZISL,X,O,O,X,X,X,X,X
JOTZLIS,X,O,O,X,X,O,X,X
JOTZLSI,X,O,O,X,X,O,X,X
JOTZSIL,X,O,O,X,X,X,X,X
JOTZSLI,X,O,O,X,X,X,X,X
JOITLSZ,X,X,X,O,O,O,X,X
JOITLZS,X,X,X,O,X,O,X,X
JOITSLZ,X,O,O,O,O,O,X,X
JOITSZL,X,O,O,X,X,X,X,X
JOITZLS,X,O,O,X,X,O,X,X
JOITZSL,X,O,O,X,X,X,X,X
JOILTSZ,X,X,X,X,X,O,X,X
JOILTZS,X,X,X,X,X,O,X,X
JOILSTZ,X,X,X,X,O,O,X,X
JOILSZT,O,X,X,X,O,O,X,X
JOILZTS,X,X,X,X,X,O,X,X
JOILZST,X,X,X,X,X,O,X,X
JOISTLZ,X,O,X,O,O,X,X,X
JOISTZL,X,O,X,X,X,X,X,X
JOISLTZ,X,O,X,X,O,O,X,X
JOISLZT,O,O,O,X,O,O,X,X
JOISZTL,O,O,O,X,X,X,X,X
JOISZLT,O,O,O,X,X,X,X,X
JOIZTLS,X,X,O,X,X,X,X,X
JOIZTSL,X,O,O,X,X,X,X,X
JOIZLTS,X,X,O,X,X,O,X,X
JOIZLST,X,O,O,X,X,O,X,X
JOIZSTL,X,O,O,X,X,X,X,X
JOIZSLT,X,O,O,X,X,X,X,X
JOLTISZ,X,X,X,X,X,O,X,X
JOLTIZS,X,X,X,X,X,O,X,X
JOLTSIZ,X,X,X,X,X,O,X,X
JOLTSZI,X,X,X,X,X,O,X,X
JOLTZIS,X,X,X,X,X,O,X,X
JOLTZSI,X,X,X,X,X,O,X,X
JOLITSZ,X,X,X,X,X,O,X,X
JOLITZS,X,X,X,X,X,O,X,X
JOLISTZ,X,X,X,X,O,O,X,X
JOLISZT,O,X,X,X,O,O,X,X
JOLIZTS,X,X,X,X,X,O,X,X
JOLIZST,X,X,X,X,X,O,X,X
JOLSTIZ,X,X,X,X,O,O,X,X
JOLSTZI,X,X,X,X,O,O,X,X
JOLSITZ,X,X,X,X,O,O,X,X
JOLSIZT,O,X,X,X,O,O,X,X
JOLSZTI,X,X,X,X,O,O,X,X
JOLSZIT,O,X,X,X,O,O,X,X
JOLZTIS,X,X,X,X,X,O,X,X
JOLZTSI,X,X,X,X,X,O,X,X
JOLZITS,X,X,X,X,X,O,X,X
JOLZIST,X,X,X,X,X,O,X,X
JOLZSTI,X,X,X,X,X,O,X,X
JOLZSIT,X,X,X,X,X,O,X,X
JOSTILZ,X,O,X,O,O,X,X,X
JOSTIZL,X,O,X,X,X,X,X,X
JOSTLIZ,X,O,X,O,O,X,X,X
JOSTLZI,X,O,X,O,O,X,X,X
JOSTZIL,X,O,X,X,X,X,X,X
JOSTZLI,X,O,X,X,X,X,X,X
JOSITLZ,X,O,X,O,O,X,X,X
JOSITZL,X,O,X,X,X,X,X,X
JOSILTZ,X,O,X,X,O,O,X,X
JOSILZT,O,O,O,X,O,O,X,X
JOSIZTL,O,O,O,X,X,X,X,X
JOSIZLT,O,O,O,X,X,X,X,X
JOSLTIZ,X,O,X,X,O,O,X,X
JOSLTZI,X,O,X,X,O,O,X,X
JOSLITZ,X,O,X,X,O,O,X,X
JOSLIZT,O,O,O,X,O,O,X,X
JOSLZTI,X,O,O,X,O,O,X,X
JOSLZIT,O,O,O,X,O,O,X,X
JOSZTIL,X,O,O,X,X,X,X,X
JOSZTLI,X,O,O,X,X,X,X,X
JOSZITL,O,O,O,X,X,X,X,X
JOSZILT,O,O,O,X,X,X,X,X
JOSZLTI,X,O,O,X,X,X,X,X
JOSZLIT,O,O,O,X,X,X,X,X
JOZTILS,X,X,O,X,X,X,X,X
JOZTISL,X,O,O,X,X,X,X,X
JOZTLIS,X,X,O,X,X,X,X,X
JOZTLSI,X,X,O,X,X,X,X,X
JOZTSIL,X,O,O,X,X,X,X,X
JOZTSLI,X,O,O,X,X,X,X,X
JOZITLS,X,X,O,X,X,X,X,X
JOZITSL,X,O,O,X,X,X,X,X
JOZILTS,X,X,O,X,X,O,X,X
JOZILST,X,O,O,X,X,O,X,X
JOZISTL,X,O,O,X,X,X,X,X
JOZISLT,X,O,O,X,X,X,X,X
JOZLTIS,X,X,O,X,X,O,X,X
JOZLTSI,X,X,O,X,X,O,X,X
JOZLITS,X,X,O,X,X,O,X,X
JOZLIST,X,O,O,X,X,O,X,X
JOZLSTI,X,O,O,X,X,O,X,X
JOZLSIT,X,O,O,X,X,O,X,X
JOZSTIL,X,O,O,X,X,X,X,X
JOZSTLI,X,O,O,X,X,X,X,X
JOZSITL,X,O,O,X,X,X,X,X
JOZSILT,X,O,O,X,X,X,X,X
JOZSLTI,X,O,O,X,X,X,X,X
JOZSLIT,X,O,O,X,X,X,X,X
STILJZO,O,O,O,O,O,X,O,O
STILJOZ,O,X,O,O,O,X,O,X
STILZJO,O,O,O,O,O,X,O,O
STILZOJ,O,O,O,O,X,X,X,X
STILOJZ,O,O,O,O,O,X,O,X
STILOZJ,O,O,O,O,X,X,X,X
STIJLZO,O,O,O,O,O,X,O,O
STIJLOZ,O,X,O,O,O,X,O,X
STIJZLO,O,O,O,O,O,X,O,O
STIJZOL,O,O,O,X,X,X,X,X
STIJOLZ,O,X,O,O,O,O,O,X
STIJOZL,O,X,O,X,X,X,X,X
STIZLJO,O,O,O,O,O,X,O,O
STIZLOJ,O,O,O,O,X,X,X,X
STIZJLO,O,O,O,O,O,X,O,O
STIZJOL,O,O,O,X,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X,X
STIZOJL,O,O,O,X,X,X,X,X
STIOLJZ,O,O,O,O,O,O,O,X
STIOLZJ,O,O,O,O,X,X,X,X
STIOJLZ,O,O,O,O,O,O,O,X
STIOJZL,O,O,O,X,X,X,X,X
STIOZLJ,O,O,O,X,X,X,X,X
STIOZJL,O,O,O,X,X,X,X,X
STLIJZO,O,O,O,O,O,X,O,O
STLIJOZ,O,X,O,O,O,X,O,X
STLIZJO,O,O,O,O,O,X,O,O
STLIZOJ,O,O,O,O,X,X,X,X
STLIOJZ,O,O,O,O,O,X,O,X
STLIOZJ,O,O,O,O,X,X,X,X
STLJIZO,O,O,O,O,O,X,O,X
STLJIOZ,O,X,O,O,O,X,O,X
STLJZIO,O,O,O,O,O,X,O,X
STLJZOI,O,O,O,O,O,X,X,X
STLJOIZ,O,O,O,O,O,O,O,X
STLJOZI,O,O,O,O,O,O,X,X
STLZIJO,O,O,O,O,O,X,O,O
STLZIOJ,O,O,O,O,X,X,X,X
STLZJIO,O,O,O,O,O,X,O,X
STLZJOI,O,O,O,O,O,X,X,X
STLZOIJ,O,O,O,O,X,X,X,X
STLZOJI,O,O,O,O,X,X,X,X
STLOIJZ,O,O,O,O,O,O,O,X
STLOIZJ,O,O,O,O,X,X,X,X
STLOJIZ,O,O,O,O,O,O,O,X
STLOJZI,O,O,O,O,O,O,X,X
STLOZIJ,O,O,O,O,X,X,X,X
STLOZJI,O,O,O,O,X,X,X,X
STJILZO,O,O,O,O,O,X,O,X
STJILOZ,O,X,O,O,O,X,O,X
STJIZLO,O,O,O,O,O,X,O,X
STJIZOL,O,O,O,X,X,X,X,X
STJIOLZ,O,X,O,O,O,O,O,X
STJIOZL,O,X,O,X,X,X,X,X
STJLIZO,O,O,O,O,O,X,O,X
STJLIOZ,O,X,O,O,O,X,O,X
STJLZIO,O,O,O,O,O,X,O,X
STJLZOI,O,O,O,O,O,X,X,X
STJLOIZ,O,O,O,O,O,O,O,X
STJLOZI,O,O,O,O,O,O,X,X
STJZILO,O,O,O,O,O,X,O,X
STJZIOL,O,O,O,X,X,X,X,X
STJZLIO,O,O,O,O,O,X,O,X
STJZLOI,O,O,O,O,O,X,X,X
STJZOIL,O,O,O,X,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,X
STJOILZ,O,O,O,O,O,O,O,X
STJOIZL,O,O,O,X,X,X,X,X
STJOLIZ,O,O,O,O,O,O,O,X
STJOLZI,O,O,O,O,O,O,X,X
STJOZIL,O,O,O,X,X,X,X,X
STJOZLI,O,O,O,X,X,X,X,X
STZILJO,O,O,O,O,O,X,O,O
STZILOJ,O,O,O,O,X,X,X,X
STZIJLO,O,O,O,O,O,X,O,O
STZIJOL,O,O,O,X,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X
STZLIJO,O,O,O,O,O,X,O,O
STZLIOJ,O,O,O,O,X,X,X,X
STZLJIO,O,O,O,O,O,X,O,X
STZLJOI,O,O,O,O,O,X,X,X
STZLOIJ,O,O,O,O,X,X,X,X
STZLOJI,O,O,O,O,X,X,X,X
STZJILO,O,O,O,O,O,X,O,X
STZJIOL,O,O,O,X,X,X,X,X
STZJLIO,O,O,O,O,O,X,O,X
STZJLOI,O,O,O,O,O,X,X,X
STZJOIL,O,O,O,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X
STZOILJ,O,O,O,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X
STZOLJI,O,O,O,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,X,X
STOILJZ,O,O,O,O,O,O,O,X
STOILZJ,O,O,O,O,X,X,X,X
STOIJLZ,O,O,O,O,O,O,O,X
STOIJZL,O,O,O,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X,X
STOIZJL,O,O,O,X,X,X,X,X
STOLIJZ,O,O,O,O,O,O,O,X
STOLIZJ,O,O,O,O,X,X,X,X
STOLJIZ,O,O,O,O,O,O,O,X
STOLJZI,O,O,O,O,O,O,X,X
STOLZIJ,O,O,O,O,X,X,X,X
STOLZJI,O,O,O,O,X,X,X,X
STOJILZ,O,O,O,O,O,O,O,X
STOJIZL,O,O,O,X,X,X,X,X
STOJLIZ,O,O,O,O,O,O,O,X
STOJLZI,O,O,O,O,O,O,X,X
STOJZIL,O,O,O,X,X,X,X,X
STOJZLI,O,O,O,X,X,X,X,X
STOZILJ,O,O,O,X,X,X,X,X
STOZIJL,O,O,O,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,X,X
STOZJIL,O,O,O,X,X,X,X,X
STOZJLI,O,O,O,X,X,X,X,X
SITLJZO,O,O,O,O,O,X,O,X
SITLJOZ,O,X,O,O,O,X,O,X
SITLZJO,O,O,O,O,O,X,O,X
SITLZOJ,O,O,O,O,X,X,X,X
SITLOJZ,O,O,O,O,O,X,O,X
SITLOZJ,O,O,O,O,X,X,X,X
SITJLZO,O,O,O,O,O,X,O,X
SITJLOZ,O,X,O,O,O,X,O,X
SITJZLO,O,O,O,O,O,X,O,X
SITJZOL,O,O,O,X,X,X,X,X
SITJOLZ,O,X,O,O,O,O,O,X
SITJOZL,O,X,O,X,X,X,X,X
SITZLJO,O,O,O,O,O,X,O,X
SITZLOJ,O,O,O,O,X,X,X,X
SITZJLO,O,O,O,O,O,X,O,X
SITZJOL,O,O,O,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,X
SITOLJZ,O,O,O,O,O,O,O,X
SITOLZJ,O,O,O,O,X,X,X,X
SITOJLZ,O,O,O,O,O,O,O,X
SITOJZL,O,O,O,X,X,X,X,X
SITOZLJ,O,O,O,X,X,X,X,X
SITOZJL,O,O,O,X,X,X,X,X
SILTJZO,O,O,X,O,O,X,O,X
SILTJOZ,O,X,X,O,O,X,O,X
SILTZJO,O,O,O,O,O,X,O,X
SILTZOJ,O,O,X,O,X,X,X,X
SILTOJZ,O,O,X,O,O,X,O,X
SILTOZJ,O,O,O,O,X,X,X,X
SILJTZO,O,O,X,O,O,X,O,X
SILJTOZ,O,X,X,O,O,X,O,X
SILJZTO,O,O,O,X,O,X,O,O
SILJZOT,O,O,O,X,O,X,O,O
SILJOTZ,X,X,X,X,O,X,O,X
SILJOZT,O,X,O,X,O,X,O,X
SILZTJO,O,O,O,X,X,X,X,X
SILZTOJ,O,O,X,X,X,X,X,X
SILZJTO,O,O,O,X,O,X,O,O
SILZJOT,O,O,O,X,O,X,O,O
SILZOTJ,O,O,O,X,X,X,X,X
SILZOJT,O,O,O,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,X,X,X
SILOJTZ,X,O,X,X,O,X,O,X
SILOJZT,O,O,O,X,O,X,O,X
SILOZTJ,O,O,O,X,X,X,X,X
SILOZJT,O,O,O,X,X,X,X,X
SIJTLZO,O,O,X,O,O,X,O,X
SIJTLOZ,O,X,X,O,O,X,O,X
SIJTZLO,O,O,X,O,O,X,O,X
SIJTZOL,O,O,X,X,X,X,X,X
SIJTOLZ,O,X,X,O,O,X,O,X
SIJTOZL,O,X,X,X,X,X,X,X
SIJLTZO,O,O,X,O,O,X,O,X
SIJLTOZ,O,X,X,O,O,X,O,X
SIJLZTO,O,O,O,X,O,X,O,O
SIJLZOT,O,O,O,X,O,X,O,O
SIJLOTZ,X,X,X,X,O,X,O,X
SIJLOZT,O,X,O,X,O,X,O,X
SIJZTLO,O,O,O,O,O,X,X,X
SIJZTOL,O,X,X,X,X,X,X,X
SIJZLTO,O,O,O,X,O,X,O,O
SIJZLOT,O,O,O,X,O,X,O,O
SIJZOTL,O,X,X,X,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X,X
SIJOTLZ,X,X,X,O,O,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,O,O,O,X
SIJOLZT,O,X,O,X,O,O,O,X
SIJOZTL,O,X,O,X,X,X,X,X
SIJOZLT,O,X,O,X,X,X,X,X
SIZTLJO,O,O,O,O,O,X,X,X
SIZTLOJ,O,O,O,O,X,X,X,X
SIZTJLO,O,O,O,O,O,X,X,X
SIZTJOL,O,O,O,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X
SIZLTJO,O,O,O,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,X
SIZLJTO,O,O,O,X,O,X,O,O
SIZLJOT,O,O,O,X,O,X,O,O
SIZLOTJ,O,O,O,X,X,X,X,X
SIZLOJT,O,O,O,X,X,X,X,X
SIZJTLO,O,O,O,O,O,X,X,X
SIZJTOL,O,X,O,X,X,X,X,X
SIZJLTO,O,O,O,X,O,X,O,O
SIZJLOT,O,O,O,X,O,X,O,O
SIZJOTL,O,O,O,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X,X
SIZOLTJ,X,O,O,X,X,X,X,X
SIZOLJT,X,O,O,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X,X
SIOTLJZ,O,O,O,O,O,O,X,X
SIOTLZJ,O,O,O,O,X,X,X,X
SIOTJLZ,O,O,O,O,O,O,X,X
SIOTJZL,O,O,O,X,X,X,X,X
SIOTZLJ,O,O,O,X,X,X,X,X
SIOTZJL,O,O,O,X,X,X,X,X
SIOLTJZ,O,O,X,X,X,O,X,X
SIOLTZJ,O,O,O,X,X,X,X,X
SIOLJTZ,X,O,X,X,O,O,O,X
SIOLJZT,O,O,O,X,O,O,O,X
SIOLZTJ,O,O,O,X,X,X,X,X
SIOLZJT,O,O,O,X,X,X,X,X
SIOJTLZ,X,O,X,O,O,X,X,X
SIOJTZL,X,O,X,X,X,X,X,X
SIOJLTZ,X,O,X,X,O,O,O,X
SIOJLZT,O,O,O,X,O,O,O,X
SIOJZTL,O,O,O,X,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X,X
SIOZTLJ,O,O,O,X,X,X,X,X
SIOZTJL,O,O,O,X,X,X,X,X
SIOZLTJ,X,O,O,X,X,X,X,X
SIOZLJT,X,O,O,X,X,X,X,X
SIOZJTL,O,O,O,X,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X,X
SLTIJZO,O,O,X,O,O,X,O,O
SLTIJOZ,O,X,X,O,O,X,O,X
SLTIZJO,O,O,O,O,O,X,O,O
SLTIZOJ,O,O,X,O,X,X,X,X
SLTIOJZ,O,O,X,O,O,X,O,X
SLTIOZJ,O,O,O,O,X,X,X,X
SLTJIZO,O,O,X,O,O,X,O,X
SLTJIOZ,O,X,X,O,O,X,O,X
SLTJZIO,O,O,X,O,O,X,O,X
SLTJZOI,O,O,X,O,O,X,X,X
SLTJOIZ,O,O,X,O,O,O,O,X
SLTJOZI,O,O,X,O,O,O,X,X
SLTZIJO,O,O,O,O,O,X,O,O
SLTZIOJ,O,O,X,O,X,X,X,X
SLTZJIO,O,O,O,O,O,X,O,X
SLTZJOI,O,O,O,O,O,X,X,X
SLTZOIJ,O,O,O,O,X,X,X,X
SLTZOJI,O,O,O,O,X,X,X,X
SLTOIJZ,O,O,X,O,O,O,O,X
SLTOIZJ,O,O,O,O,X,X,X,X
SLTOJIZ,O,O,X,O,O,O,O,X
SLTOJZI,O,O,X,O,O,O,X,X
SLTOZIJ,O,O,O,O,X,X,X,X
SLTOZJI,O,O,O,O,X,X,X,X
SLITJZO,O,O,X,O,O,X,O,X
SLITJOZ,O,X,X,O,O,X,O,X
SLITZJO,O,O,O,O,O,X,O,X
SLITZOJ,O,O,X,O,X,X,X,X
SLITOJZ,O,O,X,O,O,X,O,X
SLITOZJ,O,O,O,O,X,X,X,X
SLIJTZO,O,O,X,O,O,X,O,X
SLIJTOZ,O,X,X,O,O,X,O,X
SLIJZTO,O,O,O,X,O,X,O,O
SLIJZOT,O,O,O,X,O,X,O,O
SLIJOTZ,X,X,X,X,O,X,O,X
SLIJOZT,O,X,O,X,O,X,O,X
SLIZTJO,O,O,O,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X,X
SLIZJTO,O,O,O,X,O,X,O,O
SLIZJOT,O,O,O,X,O,X,O,O
SLIZOTJ,O,O,O,X,X,X,X,X
SLIZOJT,O,O,O,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,X
SLIOTZJ,O,O,O,X,X,X,X,X
SLIOJTZ,X,O,X,X,O,X,O,X
SLIOJZT,O,O,O,X,O,X,O,X
SLIOZTJ,O,O,O,X,X,X,X,X
SLIOZJT,O,O,O,X,X,X,X,X
SLJTIZO,O,O,X,O,O,X,O,X
SLJTIOZ,O,X,X,O,O,X,O,X
SLJTZIO,O,O,X,O,O,X,O,X
SLJTZOI,O,O,X,O,O,X,X,X
SLJTOIZ,O,O,X,O,O,X,O,X
SLJTOZI,O,O,X,O,O,X,X,X
SLJITZO,O,O,X,O,O,X,O,X
SLJITOZ,O,X,X,O,O,X,O,X
SLJIZTO,O,O,O,X,O,X,O,X
SLJIZOT,O,O,O,X,O,X,O,X
SLJIOTZ,X,X,X,X,O,X,O,X
SLJIOZT,O,X,O,X,O,X,O,X
SLJZTIO,O,O,O,X,O,X,O,X
SLJZTOI,O,O,O,X,O,X,X,X
SLJZITO,O,O,O,X,O,X,O,X
SLJZIOT,O,O,O,X,O,X,O,X
SLJZOTI,X,O,O,X,O,X,X,X
SLJZOIT,O,O,O,X,O,X,X,X
SLJOTIZ,X,O,X,X,O,O,O,X
SLJOTZI,X,O,X,X,O,O,X,X
SLJOITZ,X,O,X,X,O,O,O,X
SLJOIZT,O,O,O,X,O,O,O,X
SLJOZTI,X,O,O,X,O,O,X,X
SLJOZIT,O,O,O,X,O,O,X,X
SLZTIJO,O,O,O,X,X,X,O,O
SLZTIOJ,O,O,X,X,X,X,X,X
SLZTJIO,O,O,O,X,X,X,O,X
SLZTJOI,O,O,O,X,X,X,X,X
SLZTOIJ,O,O,O,X,X,X,X,X
SLZTOJI,O,O,O,X,X,X,X,X
SLZITJO,O,O,O,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X,X
SLZIJTO,O,O,O,X,O,X,O,O
SLZIJOT,O,O,O,X,O,X,O,O
SLZIOTJ,O,O,O,X,X,X,X,X
SLZIOJT,O,O,O,X,X,X,X,X
SLZJTIO,O,O,O,X,O,X,O,X
SLZJTOI,O,O,O,X,O,X,X,X
SLZJITO,O,O,O,X,O,X,O,X
SLZJIOT,O,O,O,X,O,X,O,X
SLZJOTI,X,O,O,X,O,X,X,X
SLZJOIT,O,O,O,X,O,X,X,X
SLZOTIJ,O,O,O,X,X,X,X,X
SLZOTJI,O,O,O,X,X,X,X,X
SLZOITJ,O,O,O,X,X,X,X,X
SLZOIJT,O,O,O,X,X,X,X,X
SLZOJTI,X,O,O,X,X,X,X,X
SLZOJIT,O,O,O,X,X,X,X,X
SLOTIJZ,O,O,X,X,X,O,O,X
SLOTIZJ,O,O,O,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,O,O,X
SLOTJZI,O,O,X,X,X,O,X,X
SLOTZIJ,O,O,O,X,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X,X
SLOITJZ,O,O,X,X,X,O,X,X
SLOITZJ,O,O,O,X,X,X,X,X
SLOIJTZ,X,O,X,X,O,O,O,X
SLOIJZT,O,O,O,X,O,O,O,X
SLOIZTJ,O,O,O,X,X,X,X,X
SLOIZJT,O,O,O,X,X,X,X,X
SLOJTIZ,X,O,X,X,O,O,O,X
SLOJTZI,X,O,X,X,O,O,X,X
SLOJITZ,X,O,X,X,O,O,O,X
SLOJIZT,O,O,O,X,O,O,O,X
SLOJZTI,X,O,O,X,O,O,X,X
SLOJZIT,O,O,O,X,O,O,X,X
SLOZTIJ,O,O,O,X,X,X,X,X
SLOZTJI,O,O,O,X,X,X,X,X
SLOZITJ,O,O,O,X,X,X,X,X
SLOZIJT,O,O,O,X,X,X,X,X
SLOZJTI,X,O,O,X,X,X,X,X
SLOZJIT,O,O,O,X,X,X,X,X
SJTILZO,O,O,X,O,O,X,O,X
SJTILOZ,O,X,X,O,O,X,O,X
SJTIZLO,O,O,X,O,O,X,O,X
SJTIZOL,O,O,X,X,X,X,X,X
SJTIOLZ,O,X,X,O,O,X,O,X
SJTIOZL,O,X,X,X,X,X,X,X
SJTLIZO,O,O,X,O,O,X,O,X
SJTLIOZ,O,X,X,O,O,X,O,X
SJTLZIO,O,O,X,O,O,X,O,X
SJTLZOI,O,O,X,O,O,X,X,X
SJTLOIZ,O,O,X,O,O,X,O,X
SJTLOZI,O,O,X,O,O,X,X,X
SJTZILO,O,O,X,O,O,X,O,X
SJTZIOL,O,O,X,X,X,X,X,X
SJTZLIO,O,O,X,O,O,X,O,X
SJTZLOI,O,O,X,O,O,X,X,X
SJTZOIL,O,O,X,X,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X,X
SJTOILZ,O,O,X,O,O,X,O,X
SJTOIZL,O,O,X,X,X,X,X,X
SJTOLIZ,O,O,X,O,O,X,O,X
SJTOLZI,O,O,X,O,O,X,X,X
SJTOZIL,O,O,X,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X,X
SJITLZO,O,O,X,O,O,X,O,X
SJITLOZ,O,X,X,O,O,X,O,X
SJITZLO,O,O,X,O,O,X,O,X
SJITZOL,O,O,X,X,X,X,X,X
SJITOLZ,O,X,X,O,O,X,O,X
SJITOZL,O,X,X,X,X,X,X,X
SJILTZO,O,O,X,O,O,X,O,X
SJILTOZ,O,X,X,O,O,X,O,X
SJILZTO,O,O,O,X,O,X,O,X
SJILZOT,O,O,O,X,O,X,O,X
SJILOTZ,X,X,X,X,O,X,O,X
SJILOZT,O,X,O,X,O,X,O,X
SJIZTLO,O,O,O,O,O,X,X,X
SJIZTOL,O,X,X,X,X,X,X,X
SJIZLTO,O,O,O,X,O,X,O,X
SJIZLOT,O,O,O,X,O,X,O,X
SJIZOTL,O,X,X,X,X,X,X,X
SJIZOLT,O,O,O,X,X,X,X,X
SJIOTLZ,X,X,X,O,O,X,X,X
SJIOTZL,X,X,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,O,O,O,X
SJIOLZT,O,X,O,X,O,O,O,X
SJIOZTL,O,X,O,X,X,X,X,X
SJIOZLT,O,X,O,X,X,X,X,X
SJLTIZO,O,O,X,O,O,X,O,X
SJLTIOZ,O,X,X,O,O,X,O,X
SJLTZIO,O,O,X,O,O,X,O,X
SJLTZOI,O,O,X,O,O,X,X,X
SJLTOIZ,O,O,X,O,O,X,O,X
SJLTOZI,O,O,X,O,O,X,X,X
SJLITZO,O,O,X,O,O,X,O,X
SJLITOZ,O,X,X,O,O,X,O,X
SJLIZTO,O,O,O,X,O,X,O,X
SJLIZOT,O,O,O,X,O,X,O,X
SJLIOTZ,X,X,X,X,O,X,O,X
SJLIOZT,O,X,O,X,O,X,O,X
SJLZTIO,O,O,O,X,O,X,O,X
SJLZTOI,O,O,O,X,O,X,X,X
SJLZITO,O,O,O,X,O,X,O,X
SJLZIOT,O,O,O,X,O,X,O,X
SJLZOTI,X,O,O,X,O,X,X,X
SJLZOIT,O,O,O,X,O,X,X,X
SJLOTIZ,X,O,X,X,O,O,O,X
SJLOTZI,X,O,X,X,O,O,X,X
SJLOITZ,X,O,X,X,O,O,O,X
SJLOIZT,O,O,O,X,O,O,O,X
SJLOZTI,X,O,O,X,O,O,X,X
SJLOZIT,O,O,O,X,O,O,X,X
SJZTILO,O,O,O,O,O,X,O,X
SJZTIOL,O,X,X,X,X,X,X,X
SJZTLIO,O,O,O,O,O,X,O,X
SJZTLOI,O,O,O,O,O,X,X,X
SJZTOIL,O,O,O,X,X,X,X,X
SJZTOLI,O,O,O,X,X,X,X,X
SJZITLO,O,O,O,O,O,X,X,X
SJZITOL,O,X,X,X,X,X,X,X
SJZILTO,O,O,O,X,O,X,O,X
SJZILOT,O,O,O,X,O,X,O,X
SJZIOTL,O,O,O,X,X,X,X,X
SJZIOLT,O,O,O,X,X,X,X,X
