sequence,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBzhBtnByq?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFqkBTgBmhBtnBXm?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBzhBtnBXl?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBtmB0iByq?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeT/IvhF/lBRhBtnB2rBip?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtmB0iBXl?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtnBXlBzm?BUsB
ZTOILJS,O,O,O,O,X,X,X
ZTOILSJ,O,O,X,O,X,X,X
ZTOIJLS,O,O,O,O,X,X,X
ZTOIJSL,O,O,O,X,X,O,O
ZTOISLJ,O,O,O,X,X,X,O
ZTOISJL,O,O,O,X,X,X,O
ZTOLIJS,O,O,O,O,X,X,X
ZTOLISJ,O,O,X,O,X,X,X
ZTOLJIS,O,O,O,O,X,X,X
ZTOLJSI,O,O,O,O,X,X,X
ZTOLSIJ,O,O,X,O,X,X,X
ZTOLSJI,O,O,X,O,X,X,X
ZTOJILS,O,O,O,O,X,X,X
ZTOJISL,O,O,O,X,X,O,O
ZTOJLIS,O,O,O,O,X,X,X
ZTOJLSI,O,O,O,O,X,X,X
ZTOJSIL,O,O,O,X,X,O,O
ZTOJSLI,O,O,O,X,X,O,O
ZTOSILJ,O,O,O,X,X,X,O
ZTOSIJL,O,O,O,X,X,X,O
ZTOSLIJ,O,O,O,X,X,X,O
ZTOSLJI,O,O,O,X,X,X,O
ZTOSJIL,O,O,O,X,X,X,O
ZTOSJLI,O,O,O,X,X,X,O
ZITLJSO,O,O,O,O,X,O,X
ZITLJOS,O,O,O,O,X,X,X
ZITLSJO,O,O,O,O,X,X,X
ZITLSOJ,O,O,O,O,X,X,X
ZITLOJS,O,O,O,O,X,X,X
ZITLOSJ,O,O,X,O,X,X,X
ZITJLSO,O,O,O,O,X,O,X
ZITJLOS,O,O,O,O,X,X,X
ZITJSLO,O,O,O,O,X,O,O
ZITJSOL,O,O,O,X,X,O,O
ZITJOLS,O,O,O,O,X,X,X
ZITJOSL,O,O,O,X,X,O,O
ZITSLJO,O,O,O,O,X,X,O
ZITSLOJ,O,O,O,O,X,X,O
ZITSJLO,O,O,O,O,X,O,O
ZITSJOL,O,O,O,X,X,O,O
ZITSOLJ,O,O,O,X,X,X,O
ZITSOJL,O,O,O,X,X,X,O
ZITOLJS,O,O,O,O,X,X,X
ZITOLSJ,O,O,X,O,X,X,X
ZITOJLS,O,O,O,O,X,X,X
ZITOJSL,O,O,O,X,X,O,O
ZITOSLJ,O,O,O,X,X,X,O
ZITOSJL,O,O,O,X,X,X,O
ZILTJSO,O,O,O,O,X,O,X
ZILTJOS,O,O,O,O,X,X,X
ZILTSJO,O,O,O,O,X,X,X
ZILTSOJ,O,O,O,O,X,X,X
ZILTOJS,O,O,O,O,X,X,X
ZILTOSJ,O,O,X,O,X,X,X
ZILJTSO,O,O,O,O,X,X,X
ZILJTOS,O,O,O,O,X,X,X
ZILJSTO,O,O,O,O,X,X,X
ZILJSOT,O,O,O,O,X,X,X
ZILJOTS,O,O,X,O,X,X,X
ZILJOST,O,X,X,O,X,X,X
ZILSTJO,O,O,O,O,X,X,X
ZILSTOJ,O,O,O,O,X,X,X
ZILSJTO,O,O,O,O,X,X,X
ZILSJOT,O,O,O,O,X,X,X
ZILSOTJ,O,O,O,O,X,X,X
ZILSOJT,O,O,O,O,X,X,X
ZILOTJS,O,O,X,O,X,X,X
ZILOTSJ,O,O,X,O,X,X,X
ZILOJTS,O,O,X,O,X,X,X
ZILOJST,O,X,X,O,X,X,X
ZILOSTJ,O,O,X,O,X,X,X
ZILOSJT,O,O,X,O,X,X,X
ZIJTLSO,O,O,O,O,X,O,X
ZIJTLOS,O,O,O,O,X,X,X
ZIJTSLO,O,O,O,O,X,O,O
ZIJTSOL,O,O,O,X,X,O,O
ZIJTOLS,O,O,O,O,X,X,X
ZIJTOSL,O,O,O,X,X,O,O
ZIJLTSO,O,O,O,O,X,X,X
ZIJLTOS,O,O,O,O,X,X,X
ZIJLSTO,O,O,O,O,X,X,X
ZIJLSOT,O,O,O,O,X,X,X
ZIJLOTS,O,O,X,O,X,X,X
ZIJLOST,O,X,X,O,X,X,X
ZIJSTLO,O,O,O,O,X,O,O
ZIJSTOL,O,O,O,X,X,O,O
ZIJSLTO,O,O,O,X,X,O,O
ZIJSLOT,O,O,O,X,X,O,X
ZIJSOTL,X,X,O,X,X,O,X
ZIJSOLT,X,X,O,X,X,O,X
ZIJOTLS,O,X,O,O,X,O,X
ZIJOTSL,O,X,O,O,X,O,X
ZIJOLTS,O,X,X,O,X,X,X
ZIJOLST,O,X,X,O,X,X,X
ZIJOSTL,X,X,O,O,X,O,X
ZIJOSLT,X,X,O,X,X,O,X
ZISTLJO,O,O,O,O,X,X,O
ZISTLOJ,O,O,O,O,X,X,O
ZISTJLO,O,O,O,O,X,O,O
ZISTJOL,O,O,O,X,X,O,O
ZISTOLJ,O,O,O,X,X,X,O
ZISTOJL,O,O,O,X,X,X,O
ZISLTJO,O,O,O,X,X,X,O
ZISLTOJ,O,O,O,X,X,X,O
ZISLJTO,O,O,O,X,X,O,O
ZISLJOT,O,O,O,X,X,O,X
ZISLOTJ,O,O,O,X,X,X,X
ZISLOJT,O,O,O,X,X,O,X
ZISJTLO,O,O,O,O,X,O,O
ZISJTOL,O,O,O,X,X,O,O
ZISJLTO,O,O,O,X,X,O,O
ZISJLOT,O,O,O,X,X,O,X
ZISJOTL,X,X,O,X,X,O,X
ZISJOLT,X,X,O,X,X,O,X
ZISOTLJ,X,O,O,X,X,X,X
ZISOTJL,X,O,O,X,X,X,X
ZISOLTJ,X,O,O,X,X,X,X
ZISOLJT,X,O,O,X,X,O,X
ZISOJTL,X,X,O,X,X,O,X
ZISOJLT,X,X,O,X,X,O,X
ZIOTLJS,O,O,O,O,X,O,X
ZIOTLSJ,O,O,X,O,X,X,X
ZIOTJLS,O,O,O,O,X,O,X
ZIOTJSL,O,O,O,O,X,O,X
ZIOTSLJ,O,O,O,O,X,X,X
ZIOTSJL,O,O,O,O,X,O,X
ZIOLTJS,O,O,X,O,X,O,X
ZIOLTSJ,O,O,X,O,X,X,X
ZIOLJTS,O,O,X,O,X,X,X
ZIOLJST,O,X,X,O,X,X,X
ZIOLSTJ,O,O,X,O,X,X,X
ZIOLSJT,O,O,X,O,X,X,X
ZIOJTLS,O,X,O,O,X,O,X
ZIOJTSL,O,X,O,O,X,O,X
ZIOJLTS,O,X,X,O,X,X,X
ZIOJLST,O,X,X,O,X,X,X
ZIOJSTL,X,X,O,O,X,O,X
ZIOJSLT,X,X,O,X,X,O,X
ZIOSTLJ,X,O,O,O,X,X,X
ZIOSTJL,X,O,O,O,X,O,X
ZIOSLTJ,X,O,O,X,X,X,X
ZIOSLJT,X,O,O,X,X,O,X
ZIOSJTL,X,X,O,O,X,O,X
ZIOSJLT,X,X,O,X,X,O,X
ZLTIJSO,O,O,O,O,X,O,X
ZLTIJOS,O,O,O,O,X,X,X
ZLTISJO,O,O,O,O,X,X,X
ZLTISOJ,O,O,O,O,X,X,X
ZLTIOJS,O,O,O,O,X,X,X
ZLTIOSJ,O,O,X,O,X,X,X
ZLTJISO,O,O,O,O,X,O,X
ZLTJIOS,O,O,O,O,X,X,X
ZLTJSIO,O,O,O,O,O,O,X
ZLTJSOI,O,O,O,O,O,O,X
ZLTJOIS,O,O,O,O,X,X,X
ZLTJOSI,O,O,O,O,O,X,X
ZLTSIJO,O,O,O,O,X,X,X
ZLTSIOJ,O,O,O,O,O,X,X
ZLTSJIO,O,O,O,O,O,X,X
ZLTSJOI,O,O,O,O,O,X,X
ZLTSOIJ,O,O,O,O,O,X,X
ZLTSOJI,O,O,O,O,O,X,X
ZLTOIJS,O,O,O,O,X,X,X
ZLTOISJ,O,O,X,O,X,X,X
ZLTOJIS,O,O,O,O,X,X,X
ZLTOJSI,O,O,O,O,O,X,X
ZLTOSIJ,O,O,X,O,O,X,X
ZLTOSJI,O,O,X,O,O,X,X
ZLITJSO,O,O,O,O,X,O,X
ZLITJOS,O,O,O,O,X,X,X
ZLITSJO,O,O,O,O,X,X,X
ZLITSOJ,O,O,O,O,X,X,X
ZLITOJS,O,O,O,O,X,X,X
ZLITOSJ,O,O,X,O,X,X,X
ZLIJTSO,O,O,O,O,X,X,X
ZLIJTOS,O,O,O,O,X,X,X
ZLIJSTO,O,O,O,O,X,X,X
ZLIJSOT,O,O,O,O,X,X,X
ZLIJOTS,O,O,X,O,X,X,X
ZLIJOST,O,X,X,O,X,X,X
ZLISTJO,O,O,O,O,X,X,X
ZLISTOJ,O,O,O,O,X,X,X
ZLISJTO,O,O,O,O,X,X,X
ZLISJOT,O,O,O,O,X,X,X
ZLISOTJ,O,O,O,O,X,X,X
ZLISOJT,O,O,O,O,X,X,X
ZLIOTJS,O,O,X,O,X,X,X
ZLIOTSJ,O,O,X,O,X,X,X
ZLIOJTS,O,O,X,O,X,X,X
ZLIOJST,O,X,X,O,X,X,X
ZLIOSTJ,O,O,X,O,X,X,X
ZLIOSJT,O,O,X,O,X,X,X
ZLJTISO,O,O,O,O,X,X,X
ZLJTIOS,O,O,O,O,X,X,X
ZLJTSIO,O,O,O,O,O,X,X
ZLJTSOI,O,O,O,O,O,X,X
ZLJTOIS,O,O,O,O,X,X,X
ZLJTOSI,O,O,O,O,O,X,X
ZLJITSO,O,O,O,O,X,X,X
ZLJITOS,O,O,O,O,X,X,X
ZLJISTO,O,O,O,O,X,X,X
ZLJISOT,O,O,O,O,X,X,X
ZLJIOTS,O,O,X,O,X,X,X
ZLJIOST,O,X,X,O,X,X,X
ZLJSTIO,O,O,O,O,O,X,X
ZLJSTOI,O,O,O,O,O,X,X
ZLJSITO,O,O,O,O,X,X,X
ZLJSIOT,O,O,O,O,X,X,X
ZLJSOTI,O,O,O,O,O,X,X
ZLJSOIT,O,O,O,O,X,X,X
ZLJOTIS,O,O,X,O,X,X,X
ZLJOTSI,O,O,X,O,O,X,X
ZLJOITS,O,O,X,O,X,X,X
ZLJOIST,O,X,X,O,X,X,X
ZLJOSTI,O,X,X,O,O,X,X
ZLJOSIT,O,X,X,O,X,X,X
ZLSTIJO,O,O,O,O,X,X,X
ZLSTIOJ,O,O,O,O,O,X,X
ZLSTJIO,O,O,O,O,O,X,X
ZLSTJOI,O,O,O,O,O,X,X
ZLSTOIJ,O,O,O,O,O,X,X
ZLSTOJI,O,O,O,O,O,X,X
ZLSITJO,O,O,O,O,X,X,X
ZLSITOJ,O,O,O,O,X,X,X
ZLSIJTO,O,O,O,O,X,X,X
ZLSIJOT,O,O,O,O,X,X,X
ZLSIOTJ,O,O,O,O,X,X,X
ZLSIOJT,O,O,O,O,X,X,X
ZLSJTIO,O,O,O,O,O,X,X
ZLSJTOI,O,O,O,O,O,X,X
ZLSJITO,O,O,O,O,X,X,X
ZLSJIOT,O,O,O,O,X,X,X
ZLSJOTI,O,O,O,O,O,X,X
ZLSJOIT,O,O,O,O,X,X,X
ZLSOTIJ,O,O,O,O,O,X,X
ZLSOTJI,O,O,O,O,O,X,X
ZLSOITJ,O,O,O,O,X,X,X
ZLSOIJT,O,O,O,O,X,X,X
ZLSOJTI,O,O,O,O,O,X,X
ZLSOJIT,O,O,O,O,X,X,X
ZLOTIJS,O,O,X,O,X,X,X
ZLOTISJ,O,O,X,O,X,X,X
ZLOTJIS,O,O,X,O,X,X,X
ZLOTJSI,O,O,X,O,O,X,X
ZLOTSIJ,O,O,X,O,O,X,X
ZLOTSJI,O,O,X,O,O,X,X
ZLOITJS,O,O,X,O,X,X,X
ZLOITSJ,O,O,X,O,X,X,X
ZLOIJTS,O,O,X,O,X,X,X
ZLOIJST,O,X,X,O,X,X,X
ZLOISTJ,O,O,X,O,X,X,X
ZLOISJT,O,O,X,O,X,X,X
ZLOJTIS,O,O,X,O,X,X,X
ZLOJTSI,O,O,X,O,O,X,X
ZLOJITS,O,O,X,O,X,X,X
ZLOJIST,O,X,X,O,X,X,X
ZLOJSTI,O,X,X,O,O,X,X
ZLOJSIT,O,X,X,O,X,X,X
ZLOSTIJ,O,O,X,O,O,X,X
ZLOSTJI,O,O,X,O,O,X,X
ZLOSITJ,O,O,X,O,X,X,X
ZLOSIJT,O,O,X,O,X,X,X
ZLOSJTI,O,O,X,O,O,X,X
ZLOSJIT,O,O,X,O,X,X,X
ZJTILSO,O,O,O,O,X,O,X
ZJTILOS,O,O,O,O,X,X,X
ZJTISLO,O,O,O,O,O,O,O
ZJTISOL,O,O,O,X,X,O,O
ZJTIOLS,O,O,O,O,X,X,X
ZJTIOSL,O,O,O,X,X,O,O
ZJTLISO,O,O,O,O,X,O,X
ZJTLIOS,O,O,O,O,X,X,X
ZJTLSIO,O,O,O,O,O,O,X
ZJTLSOI,O,O,O,O,O,O,X
ZJTLOIS,O,O,O,O,X,X,X
ZJTLOSI,O,O,O,O,O,X,X
ZJTSILO,O,O,O,O,O,O,O
ZJTSIOL,O,O,O,X,X,O,O
ZJTSLIO,O,O,O,O,O,O,O
ZJTSLOI,O,O,O,O,O,O,O
ZJTSOIL,O,O,O,X,X,O,O
ZJTSOLI,O,O,O,X,X,O,O
ZJTOILS,O,O,O,O,X,X,X
ZJTOISL,O,O,O,X,X,O,O
ZJTOLIS,O,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,X,X,X
ZJTOSIL,O,O,O,X,X,O,O
ZJTOSLI,O,O,O,X,X,O,O
ZJITLSO,O,O,O,O,X,O,X
ZJITLOS,O,O,O,O,X,X,X
ZJITSLO,O,O,O,O,X,O,O
ZJITSOL,O,O,O,X,X,O,O
ZJITOLS,O,O,O,O,X,X,X
ZJITOSL,O,O,O,X,X,O,O
ZJILTSO,O,O,O,O,X,X,X
ZJILTOS,O,O,O,O,X,X,X
ZJILSTO,O,O,O,O,X,X,X
ZJILSOT,O,O,O,O,X,X,X
ZJILOTS,O,O,X,O,X,X,X
ZJILOST,O,X,X,O,X,X,X
ZJISTLO,O,O,O,O,X,O,O
ZJISTOL,O,O,O,X,X,O,O
ZJISLTO,O,O,O,X,X,O,O
ZJISLOT,O,O,O,X,X,O,X
ZJISOTL,X,X,O,X,X,O,X
ZJISOLT,X,X,O,X,X,O,X
ZJIOTLS,O,X,O,O,X,O,X
ZJIOTSL,O,X,O,O,X,O,X
ZJIOLTS,O,X,X,O,X,X,X
ZJIOLST,O,X,X,O,X,X,X
ZJIOSTL,X,X,O,O,X,O,X
ZJIOSLT,X,X,O,X,X,O,X
ZJLTISO,O,O,O,O,X,X,X
ZJLTIOS,O,O,O,O,X,X,X
ZJLTSIO,O,O,O,O,O,X,X
ZJLTSOI,O,O,O,O,O,X,X
ZJLTOIS,O,O,O,O,X,X,X
ZJLTOSI,O,O,O,O,O,X,X
ZJLITSO,O,O,O,O,X,X,X
ZJLITOS,O,O,O,O,X,X,X
ZJLISTO,O,O,O,O,X,X,X
ZJLISOT,O,O,O,O,X,X,X
ZJLIOTS,O,O,X,O,X,X,X
ZJLIOST,O,X,X,O,X,X,X
ZJLSTIO,O,O,O,O,O,X,X
ZJLSTOI,O,O,O,O,O,X,X
ZJLSITO,O,O,O,O,X,X,X
ZJLSIOT,O,O,O,O,X,X,X
ZJLSOTI,O,O,O,O,O,X,X
ZJLSOIT,O,O,O,O,X,X,X
ZJLOTIS,O,O,X,O,X,X,X
ZJLOTSI,O,O,X,O,O,X,X
ZJLOITS,O,O,X,O,X,X,X
ZJLOIST,O,X,X,O,X,X,X
ZJLOSTI,O,X,X,O,O,X,X
ZJLOSIT,O,X,X,O,X,X,X
ZJSTILO,O,O,O,O,O,O,O
ZJSTIOL,O,O,O,X,X,O,O
ZJSTLIO,O,O,O,O,O,O,O
ZJSTLOI,O,O,O,O,O,O,O
ZJSTOIL,O,O,O,X,X,O,O
ZJSTOLI,O,O,O,X,X,O,O
ZJSITLO,O,O,O,O,X,O,O
ZJSITOL,O,O,O,X,X,O,O
ZJSILTO,O,O,O,X,X,O,O
ZJSILOT,O,O,O,X,X,O,X
ZJSIOTL,X,X,O,X,X,O,X
ZJSIOLT,X,X,O,X,X,O,X
ZJSLTIO,O,O,O,X,O,O,O
ZJSLTOI,O,O,O,X,O,O,O
ZJSLITO,O,O,O,X,X,O,O
ZJSLIOT,O,O,O,X,X,O,X
ZJSLOTI,O,O,O,X,O,O,X
ZJSLOIT,O,O,O,X,X,O,X
ZJSOTIL,X,O,O,X,X,O,X
ZJSOTLI,X,O,O,X,X,O,X
ZJSOITL,X,X,O,X,X,O,X
ZJSOILT,X,X,O,X,X,O,X
ZJSOLTI,X,O,O,X,X,O,X
ZJSOLIT,X,O,O,X,X,O,X
ZJOTILS,O,X,O,O,X,O,X
ZJOTISL,O,X,O,O,X,O,X
ZJOTLIS,O,X,O,O,X,O,X
ZJOTLSI,O,X,O,O,X,O,X
ZJOTSIL,O,X,O,O,X,O,X
ZJOTSLI,O,X,O,O,X,O,X
ZJOITLS,O,X,O,O,X,O,X
ZJOITSL,O,X,O,O,X,O,X
ZJOILTS,O,X,X,O,X,X,X
ZJOILST,O,X,X,O,X,X,X
ZJOISTL,X,X,O,O,X,O,X
ZJOISLT,X,X,O,X,X,O,X
ZJOLTIS,O,X,X,O,X,X,X
ZJOLTSI,O,X,X,O,X,X,X
ZJOLITS,O,X,X,O,X,X,X
ZJOLIST,O,X,X,O,X,X,X
ZJOLSTI,O,X,X,O,X,X,X
ZJOLSIT,O,X,X,O,X,X,X
ZJOSTIL,X,X,O,O,X,O,X
ZJOSTLI,X,X,O,O,X,O,X
ZJOSITL,X,X,O,O,X,O,X
ZJOSILT,X,X,O,X,X,O,X
ZJOSLTI,X,X,O,X,X,O,X
ZJOSLIT,X,X,O,X,X,O,X
ZSTILJO,O,O,O,O,X,X,O
ZSTILOJ,O,O,O,O,O,X,O
ZSTIJLO,O,O,O,O,X,O,O
ZSTIJOL,O,O,O,X,X,O,O
ZSTIOLJ,O,O,O,X,X,X,O
ZSTIOJL,O,O,O,X,X,X,O
ZSTLIJO,O,O,O,O,X,X,O
ZSTLIOJ,O,O,O,O,O,X,O
ZSTLJIO,O,O,O,O,O,X,O
ZSTLJOI,O,O,O,O,O,X,O
ZSTLOIJ,O,O,O,O,O,X,O
ZSTLOJI,O,O,O,O,O,X,O
ZSTJILO,O,O,O,O,O,O,O
ZSTJIOL,O,O,O,X,X,O,O
ZSTJLIO,O,O,O,O,O,O,O
ZSTJLOI,O,O,O,O,O,O,O
ZSTJOIL,O,O,O,X,X,O,O
ZSTJOLI,O,O,O,X,X,O,O
ZSTOILJ,O,O,O,X,X,X,O
ZSTOIJL,O,O,O,X,X,X,O
ZSTOLIJ,O,O,O,X,X,X,O
ZSTOLJI,O,O,O,X,X,X,O
ZSTOJIL,O,O,O,X,X,X,O
ZSTOJLI,O,O,O,X,X,X,O
ZSITLJO,O,O,O,O,X,X,O
ZSITLOJ,O,O,O,O,X,X,O
ZSITJLO,O,O,O,O,X,O,O
ZSITJOL,O,O,O,X,X,O,O
ZSITOLJ,O,O,O,X,X,X,O
ZSITOJL,O,O,O,X,X,X,O
ZSILTJO,O,O,O,X,X,X,O
ZSILTOJ,O,O,O,X,X,X,O
ZSILJTO,O,O,O,X,X,O,O
ZSILJOT,O,O,O,X,X,O,X
ZSILOTJ,O,O,O,X,X,X,X
ZSILOJT,O,O,O,X,X,O,X
ZSIJTLO,O,O,O,O,X,O,O
ZSIJTOL,O,O,O,X,X,O,O
ZSIJLTO,O,O,O,X,X,O,O
ZSIJLOT,O,O,O,X,X,O,X
ZSIJOTL,X,X,O,X,X,O,X
ZSIJOLT,X,X,O,X,X,O,X
ZSIOTLJ,X,O,O,X,X,X,X
ZSIOTJL,X,O,O,X,X,X,X
ZSIOLTJ,X,O,O,X,X,X,X
ZSIOLJT,X,O,O,X,X,O,X
ZSIOJTL,X,X,O,X,X,O,X
ZSIOJLT,X,X,O,X,X,O,X
ZSLTIJO,O,O,O,X,X,X,O
ZSLTIOJ,O,O,O,X,O,X,O
ZSLTJIO,O,O,O,X,O,X,O
ZSLTJOI,O,O,O,X,O,X,O
ZSLTOIJ,O,O,O,X,O,X,O
ZSLTOJI,O,O,O,X,O,X,O
ZSLITJO,O,O,O,X,X,X,O
ZSLITOJ,O,O,O,X,X,X,O
ZSLIJTO,O,O,O,X,X,O,O
ZSLIJOT,O,O,O,X,X,O,X
ZSLIOTJ,O,O,O,X,X,X,X
ZSLIOJT,O,O,O,X,X,O,X
ZSLJTIO,O,O,O,X,O,O,O
ZSLJTOI,O,O,O,X,O,O,O
ZSLJITO,O,O,O,X,X,O,O
ZSLJIOT,O,O,O,X,X,O,X
ZSLJOTI,O,O,O,X,O,O,X
ZSLJOIT,O,O,O,X,X,O,X
ZSLOTIJ,O,O,O,X,O,X,X
ZSLOTJI,O,O,O,X,O,X,X
ZSLOITJ,O,O,O,X,X,X,X
ZSLOIJT,O,O,O,X,X,O,X
ZSLOJTI,O,O,O,X,O,O,X
ZSLOJIT,O,O,O,X,X,O,X
ZSJTILO,O,O,O,O,O,O,O
ZSJTIOL,O,O,O,X,X,O,O
ZSJTLIO,O,O,O,O,O,O,O
ZSJTLOI,O,O,O,O,O,O,O
ZSJTOIL,O,O,O,X,X,O,O
ZSJTOLI,O,O,O,X,X,O,O
ZSJITLO,O,O,O,O,X,O,O
ZSJITOL,O,O,O,X,X,O,O
ZSJILTO,O,O,O,X,X,O,O
ZSJILOT,O,O,O,X,X,O,X
ZSJIOTL,X,X,O,X,X,O,X
ZSJIOLT,X,X,O,X,X,O,X
ZSJLTIO,O,O,O,X,O,O,O
ZSJLTOI,O,O,O,X,O,O,O
ZSJLITO,O,O,O,X,X,O,O
ZSJLIOT,O,O,O,X,X,O,X
ZSJLOTI,O,O,O,X,O,O,X
ZSJLOIT,O,O,O,X,X,O,X
ZSJOTIL,X,O,O,X,X,O,X
ZSJOTLI,X,O,O,X,X,O,X
ZSJOITL,X,X,O,X,X,O,X
ZSJOILT,X,X,O,X,X,O,X
ZSJOLTI,X,O,O,X,X,O,X
ZSJOLIT,X,O,O,X,X,O,X
ZSOTILJ,X,O,O,X,X,X,X
ZSOTIJL,X,O,O,X,X,X,X
ZSOTLIJ,X,O,O,X,X,X,X
ZSOTLJI,X,O,O,X,X,X,X
ZSOTJIL,X,O,O,X,X,X,X
ZSOTJLI,X,O,O,X,X,X,X
ZSOITLJ,X,O,O,X,X,X,X
ZSOITJL,X,O,O,X,X,X,X
ZSOILTJ,X,O,O,X,X,X,X
ZSOILJT,X,O,O,X,X,O,X
ZSOIJTL,X,X,O,X,X,O,X
ZSOIJLT,X,X,O,X,X,O,X
ZSOLTIJ,X,O,O,X,X,X,X
ZSOLTJI,X,O,O,X,X,X,X
ZSOLITJ,X,O,O,X,X,X,X
ZSOLIJT,X,O,O,X,X,O,X
ZSOLJTI,X,O,O,X,X,O,X
ZSOLJIT,X,O,O,X,X,O,X
ZSOJTIL,X,O,O,X,X,O,X
ZSOJTLI,X,O,O,X,X,O,X
ZSOJITL,X,X,O,X,X,O,X
ZSOJILT,X,X,O,X,X,O,X
ZSOJLTI,X,O,O,X,X,O,X
ZSOJLIT,X,O,O,X,X,O,X
ZOTILJS,O,O,O,O,X,O,X
ZOTILSJ,O,O,X,O,X,X,X
ZOTIJLS,O,O,O,O,X,O,X
ZOTIJSL,O,O,O,O,X,O,X
ZOTISLJ,O,O,O,O,X,X,X
ZOTISJL,O,O,O,O,X,O,X
ZOTLIJS,O,O,O,O,X,O,X
ZOTLISJ,O,O,X,O,X,X,X
ZOTLJIS,O,O,O,O,X,O,X
ZOTLJSI,O,O,O,O,X,O,X
ZOTLSIJ,O,O,X,O,X,X,X
ZOTLSJI,O,O,X,O,X,X,X
ZOTJILS,O,O,O,O,X,O,X
ZOTJISL,O,O,O,O,X,O,X
ZOTJLIS,O,O,O,O,X,O,X
ZOTJLSI,O,O,O,O,X,O,X
ZOTJSIL,O,O,O,O,X,O,X
ZOTJSLI,O,O,O,O,X,O,X
ZOTSILJ,O,O,O,O,X,X,X
ZOTSIJL,O,O,O,O,X,O,X
ZOTSLIJ,O,O,O,O,X,X,X
ZOTSLJI,O,O,O,O,X,X,X
ZOTSJIL,O,O,O,O,X,O,X
ZOTSJLI,O,O,O,O,X,O,X
ZOITLJS,O,O,O,O,X,O,X
ZOITLSJ,O,O,X,O,X,X,X
ZOITJLS,O,O,O,O,X,O,X
ZOITJSL,O,O,O,O,X,O,X
ZOITSLJ,O,O,O,O,X,X,X
ZOITSJL,O,O,O,O,X,O,X
ZOILTJS,O,O,X,O,X,O,X
ZOILTSJ,O,O,X,O,X,X,X
ZOILJTS,O,O,X,O,X,X,X
ZOILJST,O,X,X,O,X,X,X
ZOILSTJ,O,O,X,O,X,X,X
ZOILSJT,O,O,X,O,X,X,X
ZOIJTLS,O,X,O,O,X,O,X
ZOIJTSL,O,X,O,O,X,O,X
ZOIJLTS,O,X,X,O,X,X,X
ZOIJLST,O,X,X,O,X,X,X
ZOIJSTL,X,X,O,O,X,O,X
ZOIJSLT,X,X,O,X,X,O,X
ZOISTLJ,X,O,O,O,X,X,X
ZOISTJL,X,O,O,O,X,O,X
ZOISLTJ,X,O,O,X,X,X,X
ZOISLJT,X,O,O,X,X,O,X
ZOISJTL,X,X,O,O,X,O,X
ZOISJLT,X,X,O,X,X,O,X
ZOLTIJS,O,O,X,O,X,O,X
ZOLTISJ,O,O,X,O,X,X,X
ZOLTJIS,O,O,X,O,X,O,X
ZOLTJSI,O,O,X,O,X,O,X
ZOLTSIJ,O,O,X,O,X,X,X
ZOLTSJI,O,O,X,O,X,X,X
ZOLITJS,O,O,X,O,X,O,X
ZOLITSJ,O,O,X,O,X,X,X
ZOLIJTS,O,O,X,O,X,X,X
ZOLIJST,O,X,X,O,X,X,X
ZOLISTJ,O,O,X,O,X,X,X
ZOLISJT,O,O,X,O,X,X,X
ZOLJTIS,O,O,X,O,X,X,X
ZOLJTSI,O,O,X,O,X,X,X
ZOLJITS,O,O,X,O,X,X,X
ZOLJIST,O,X,X,O,X,X,X
ZOLJSTI,O,X,X,O,X,X,X
ZOLJSIT,O,X,X,O,X,X,X
ZOLSTIJ,O,O,X,O,X,X,X
ZOLSTJI,O,O,X,O,X,X,X
ZOLSITJ,O,O,X,O,X,X,X
ZOLSIJT,O,O,X,O,X,X,X
ZOLSJTI,O,O,X,O,X,X,X
ZOLSJIT,O,O,X,O,X,X,X
ZOJTILS,O,X,O,O,X,O,X
ZOJTISL,O,X,O,O,X,O,X
ZOJTLIS,O,X,O,O,X,O,X
ZOJTLSI,O,X,O,O,X,O,X
ZOJTSIL,O,X,O,O,X,O,X
ZOJTSLI,O,X,O,O,X,O,X
ZOJITLS,O,X,O,O,X,O,X
ZOJITSL,O,X,O,O,X,O,X
ZOJILTS,O,X,X,O,X,X,X
ZOJILST,O,X,X,O,X,X,X
ZOJISTL,X,X,O,O,X,O,X
ZOJISLT,X,X,O,X,X,O,X
ZOJLTIS,O,X,X,O,X,X,X
ZOJLTSI,O,X,X,O,X,X,X
ZOJLITS,O,X,X,O,X,X,X
ZOJLIST,O,X,X,O,X,X,X
ZOJLSTI,O,X,X,O,X,X,X
ZOJLSIT,O,X,X,O,X,X,X
ZOJSTIL,X,X,O,O,X,O,X
ZOJSTLI,X,X,O,O,X,O,X
ZOJSITL,X,X,O,O,X,O,X
ZOJSILT,X,X,O,X,X,O,X
ZOJSLTI,X,X,O,X,X,O,X
ZOJSLIT,X,X,O,X,X,O,X
