sequence,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kBl?gB/qBOrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kBl?gB2qBXrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhFTeB6kB0gBl?hB/qBOrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhFUbBTeBlhBR?qBmqBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhFTeB6kB0gBl?hB2qBXrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jem6IvhFTeB0fBlhBR?qBfrBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhF0cBTeBigBR?qBFrBGqB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jem6IvhF0cBTeB6kBx?lBlqBfrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex7IvhFTeBmfBfmBl?hB6kB0qB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kB/?qBFmBmqB,v115@5gB8IeA8BeA8EeE8DeH8BeE8JeU7IvhFTeBlhBRlB/?kBmqBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhFUbB1hBTeBx?lBarBGqB
JLSOZTI,O,O,O,X,O,X,X,X,X,X,X,O
JLSOZIT,O,O,O,X,O,X,X,X,X,O,X,O
JLZTISO,X,O,X,X,O,X,X,O,X,X,X,X
JLZTIOS,O,O,X,X,O,X,X,O,X,X,X,X
JLZTSIO,O,O,X,X,O,X,X,X,X,X,X,X
JLZTSOI,O,O,X,X,O,X,X,X,X,X,X,X
JLZTOIS,O,O,X,X,O,X,X,O,X,X,X,X
JLZTOSI,O,O,X,X,O,X,X,X,X,X,X,X
JLZITSO,X,O,X,X,O,X,X,O,X,X,X,X
JLZITOS,O,O,X,X,O,X,X,O,X,X,X,X
JLZISTO,O,O,X,X,O,X,X,X,X,X,X,X
JLZISOT,O,O,X,X,O,X,X,X,X,X,X,X
JLZIOTS,O,O,X,X,O,X,X,O,X,X,X,X
JLZIOST,O,O,X,X,O,X,X,X,X,O,X,X
JLZSTIO,O,O,X,X,O,X,X,X,O,X,X,X
JLZSTOI,O,O,X,X,O,X,X,X,O,X,X,X
JLZSITO,O,O,X,X,O,X,X,X,X,X,X,X
JLZSIOT,O,O,X,X,O,X,X,X,X,O,X,X
JLZSOTI,O,O,X,X,O,X,X,X,O,X,X,X
JLZSOIT,O,O,X,X,O,X,X,X,X,O,X,X
JLZOTIS,O,O,X,X,O,X,X,O,X,X,X,X
JLZOTSI,O,O,X,X,O,X,X,X,X,X,X,X
JLZOITS,O,O,X,X,O,X,X,O,X,X,X,X
JLZOIST,O,O,X,X,O,X,X,X,X,O,X,X
JLZOSTI,O,O,X,X,O,X,X,X,O,X,X,X
JLZOSIT,O,O,X,X,O,X,X,X,X,O,X,X
JLOTISZ,X,O,X,X,X,X,X,O,X,X,O,O
JLOTIZS,O,O,X,X,O,X,X,O,X,X,X,X
JLOTSIZ,O,O,X,X,X,X,X,O,X,X,X,O
JLOTSZI,O,O,O,X,O,X,X,X,X,X,X,O
JLOTZIS,O,O,X,X,O,X,X,O,X,X,X,X
JLOTZSI,O,O,X,X,O,X,X,X,X,X,X,X
JLOITSZ,X,O,X,X,X,X,X,O,X,X,O,O
JLOITZS,O,O,X,X,O,X,X,O,X,X,X,X
JLOISTZ,O,O,X,X,X,X,X,O,X,O,X,O
JLOISZT,O,O,O,X,O,X,X,X,X,O,X,O
JLOIZTS,O,O,X,X,O,X,X,O,X,X,X,X
JLOIZST,O,O,X,X,O,X,X,X,X,O,X,X
JLOSTIZ,O,O,X,X,X,X,X,O,X,O,X,O
JLOSTZI,O,O,O,X,O,X,X,X,X,O,X,O
JLOSITZ,O,O,X,X,X,X,X,O,X,O,X,O
JLOSIZT,O,O,O,X,O,X,X,X,X,O,X,O
JLOSZTI,O,O,O,X,O,X,X,X,X,X,X,O
JLOSZIT,O,O,O,X,O,X,X,X,X,O,X,O
JLOZTIS,O,O,X,X,O,X,X,O,X,X,X,X
JLOZTSI,O,O,X,X,O,X,X,X,X,X,X,X
JLOZITS,O,O,X,X,O,X,X,O,X,X,X,X
JLOZIST,O,O,X,X,O,X,X,X,X,O,X,X
JLOZSTI,O,O,X,X,O,X,X,X,O,X,X,X
JLOZSIT,O,O,X,X,O,X,X,X,X,O,X,X
JSTILZO,O,X,X,O,X,X,X,X,X,X,O,O
JSTILOZ,O,X,X,O,X,X,X,X,X,X,O,O
JSTIZLO,O,X,X,O,X,X,X,X,X,X,O,O
JSTIZOL,O,O,X,O,X,X,X,X,X,X,O,O
JSTIOLZ,O,X,X,O,X,X,X,X,X,X,O,O
JSTIOZL,O,O,X,O,X,X,X,X,X,X,O,O
JSTLIZO,O,O,X,X,X,X,X,X,X,O,X,O
JSTLIOZ,O,O,X,X,X,X,X,X,X,O,X,O
JSTLZIO,O,O,O,X,O,X,X,X,X,O,X,X
JSTLZOI,O,O,O,X,O,X,X,X,X,O,X,O
JSTLOIZ,O,O,X,X,X,X,X,X,X,O,X,O
JSTLOZI,O,O,O,X,O,X,X,X,X,O,X,O
JSTZILO,O,X,X,X,X,X,X,X,X,X,X,O
JSTZIOL,O,O,X,X,X,X,X,X,X,X,X,O
JSTZLIO,O,O,O,X,O,X,X,X,X,O,X,X
JSTZLOI,O,O,O,X,O,X,X,X,X,O,X,O
JSTZOIL,O,O,X,O,X,X,X,X,X,X,X,O
JSTZOLI,O,O,O,X,O,X,X,X,X,O,X,O
JSTOILZ,O,X,X,O,X,X,X,X,X,X,O,O
JSTOIZL,O,O,X,O,X,X,X,X,X,X,O,O
JSTOLIZ,O,O,X,X,X,X,X,X,X,O,X,O
JSTOLZI,O,O,O,X,O,X,X,X,X,O,X,O
JSTOZIL,O,O,X,O,X,X,X,X,X,X,X,O
JSTOZLI,O,O,O,X,O,X,X,X,X,O,X,O
JSITLZO,O,X,X,O,X,X,O,X,X,X,O,O
JSITLOZ,O,X,X,O,X,X,O,X,X,X,O,O
JSITZLO,O,X,X,O,X,X,O,X,X,X,O,O
JSITZOL,O,X,X,O,X,X,O,X,X,X,O,O
JSITOLZ,O,X,X,O,X,X,O,X,X,X,O,O
JSITOZL,O,X,X,O,X,X,O,X,X,X,O,O
JSILTZO,O,X,X,O,X,X,X,X,X,X,X,O
JSILTOZ,O,X,X,O,X,X,X,X,X,X,X,O
JSILZTO,O,X,X,O,X,X,X,X,X,X,X,O
JSILZOT,O,X,X,O,X,X,X,X,X,X,X,O
JSILOTZ,O,X,X,O,X,X,X,X,X,X,X,O
JSILOZT,O,X,X,O,X,X,X,X,X,X,X,O
JSIZTLO,O,X,X,O,X,X,O,X,X,X,X,O
JSIZTOL,O,X,X,O,X,X,O,X,X,X,X,O
JSIZLTO,O,X,X,O,X,X,X,X,X,X,X,O
JSIZLOT,O,X,X,O,X,X,X,X,X,X,X,O
JSIZOTL,O,X,X,O,X,X,O,X,X,X,X,O
JSIZOLT,O,X,X,O,X,X,X,X,X,X,X,O
JSIOTLZ,O,X,X,O,X,X,O,X,X,X,O,O
JSIOTZL,O,X,X,O,X,X,O,X,X,X,O,O
JSIOLTZ,O,X,X,O,X,X,X,X,X,X,X,O
JSIOLZT,O,X,X,O,X,X,X,X,X,X,X,O
JSIOZTL,O,X,X,O,X,X,O,X,X,X,X,O
JSIOZLT,O,X,X,O,X,X,X,X,X,X,X,O
JSLTIZO,O,O,X,X,X,X,X,X,X,O,X,O
JSLTIOZ,O,O,X,X,X,X,X,X,X,O,X,O
JSLTZIO,O,O,O,X,O,X,X,X,X,O,X,X
JSLTZOI,O,O,O,X,O,X,X,X,X,O,X,O
JSLTOIZ,O,O,X,X,X,X,X,X,X,O,X,O
JSLTOZI,O,O,O,X,O,X,X,X,X,O,X,O
JSLITZO,O,O,X,X,X,X,X,X,X,O,X,O
JSLITOZ,O,O,X,X,X,X,X,X,X,O,X,O
JSLIZTO,O,O,O,X,O,X,X,X,X,X,X,O
JSLIZOT,O,O,O,X,O,X,X,X,X,O,X,O
JSLIOTZ,O,O,X,X,X,X,X,X,X,O,X,O
JSLIOZT,O,O,O,X,O,X,X,X,X,O,X,O
JSLZTIO,O,O,O,X,O,X,X,X,X,X,X,X
JSLZTOI,O,O,O,X,O,X,X,X,X,X,X,O
JSLZITO,O,O,O,X,O,X,X,X,X,X,X,O
JSLZIOT,O,O,O,X,O,X,X,X,X,O,X,O
JSLZOTI,O,O,O,X,O,X,X,X,X,X,X,O
JSLZOIT,O,O,O,X,O,X,X,X,X,O,X,O
JSLOTIZ,O,O,X,X,X,X,X,X,X,O,X,O
JSLOTZI,O,O,O,X,O,X,X,X,X,O,X,O
JSLOITZ,O,O,X,X,X,X,X,X,X,O,X,O
JSLOIZT,O,O,O,X,O,X,X,X,X,O,X,O
JSLOZTI,O,O,O,X,O,X,X,X,X,X,X,O
JSLOZIT,O,O,O,X,O,X,X,X,X,O,X,O
JSZTILO,O,X,X,X,X,X,X,X,O,X,X,O
JSZTIOL,O,O,X,X,X,X,X,X,O,X,X,O
JSZTLIO,O,O,O,X,O,X,X,X,O,X,X,X
JSZTLOI,O,O,O,X,O,X,X,X,O,X,X,O
JSZTOIL,O,O,X,O,X,X,X,X,O,X,X,O
JSZTOLI,O,O,O,X,O,X,X,X,O,X,X,O
JSZITLO,O,X,X,O,X,X,O,X,O,X,X,O
JSZITOL,O,X,X,O,X,X,O,X,O,X,X,O
JSZILTO,O,X,X,O,X,X,X,X,X,X,X,O
JSZILOT,O,X,X,O,X,X,X,X,X,X,X,O
JSZIOTL,O,X,X,O,X,X,O,X,O,X,X,O
JSZIOLT,O,X,X,O,X,X,X,X,X,X,X,O
JSZLTIO,O,O,O,X,O,X,X,X,O,X,X,X
JSZLTOI,O,O,O,X,O,X,X,X,O,X,X,O
JSZLITO,O,O,O,X,O,X,X,X,X,X,X,O
JSZLIOT,O,O,O,X,O,X,X,X,X,O,X,O
JSZLOTI,O,O,O,X,O,X,X,X,O,X,X,O
JSZLOIT,O,O,O,X,O,X,X,X,X,O,X,O
JSZOTIL,O,O,X,O,X,X,X,X,O,X,X,O
JSZOTLI,O,O,O,X,O,X,X,X,O,X,X,O
JSZOITL,O,X,X,O,X,X,O,X,O,X,X,O
JSZOILT,O,X,X,O,X,X,X,X,X,X,X,O
JSZOLTI,O,O,O,X,O,X,X,X,O,X,X,O
JSZOLIT,O,O,O,X,O,X,X,X,X,O,X,O
JSOTILZ,O,X,X,O,X,X,X,X,X,X,O,O
JSOTIZL,O,O,X,O,X,X,X,X,X,X,O,O
JSOTLIZ,O,O,X,X,X,X,X,X,X,O,X,O
JSOTLZI,O,O,O,X,O,X,X,X,X,O,X,O
JSOTZIL,O,O,X,O,X,X,X,X,X,X,X,O
JSOTZLI,O,O,O,X,O,X,X,X,X,O,X,O
JSOITLZ,O,X,X,O,X,X,O,X,X,X,O,O
JSOITZL,O,X,X,O,X,X,O,X,X,X,O,O
JSOILTZ,O,X,X,O,X,X,X,X,X,X,X,O
JSOILZT,O,X,X,O,X,X,X,X,X,X,X,O
JSOIZTL,O,X,X,O,X,X,O,X,X,X,X,O
JSOIZLT,O,X,X,O,X,X,X,X,X,X,X,O
JSOLTIZ,O,O,X,X,X,X,X,X,X,O,X,O
JSOLTZI,O,O,O,X,O,X,X,X,X,O,X,O
JSOLITZ,O,O,X,X,X,X,X,X,X,O,X,O
JSOLIZT,O,O,O,X,O,X,X,X,X,O,X,O
JSOLZTI,O,O,O,X,O,X,X,X,X,X,X,O
JSOLZIT,O,O,O,X,O,X,X,X,X,O,X,O
JSOZTIL,O,O,X,O,X,X,X,X,O,X,X,O
JSOZTLI,O,O,O,X,O,X,X,X,O,X,X,O
JSOZITL,O,X,X,O,X,X,O,X,O,X,X,O
JSOZILT,O,X,X,O,X,X,X,X,X,X,X,O
JSOZLTI,O,O,O,X,O,X,X,X,O,X,X,O
JSOZLIT,O,O,O,X,O,X,X,X,X,O,X,O
JZTILSO,X,O,X,X,O,X,X,X,X,X,X,X
JZTILOS,O,O,X,X,O,X,X,X,X,X,X,X
JZTISLO,X,X,X,X,X,O,X,X,X,X,O,O
JZTISOL,X,O,X,X,X,O,X,X,X,X,O,O
JZTIOLS,O,O,X,X,O,X,X,X,X,X,X,X
JZTIOSL,X,O,X,X,X,O,X,X,X,X,O,O
JZTLISO,X,O,X,X,O,X,X,X,X,X,X,X
JZTLIOS,O,O,X,X,O,X,X,X,X,X,X,X
JZTLSIO,O,O,X,X,O,X,X,X,X,X,X,X
JZTLSOI,O,O,X,X,O,X,X,X,X,X,X,X
JZTLOIS,O,O,X,X,O,X,X,X,X,X,X,X
JZTLOSI,O,O,X,X,O,X,X,X,X,X,X,X
JZTSILO,O,X,X,X,X,X,X,X,O,X,X,O
JZTSIOL,O,O,X,X,X,X,X,X,O,X,X,O
JZTSLIO,O,O,X,X,O,X,X,X,O,X,X,X
JZTSLOI,O,O,X,X,O,X,X,X,O,X,X,O
JZTSOIL,O,O,X,X,X,X,X,X,O,X,X,O
JZTSOLI,O,O,X,X,O,X,X,X,O,X,X,O
JZTOILS,O,O,X,X,O,X,X,X,X,X,X,X
JZTOISL,X,O,X,X,X,O,X,X,X,X,O,O
JZTOLIS,O,O,X,X,O,X,X,X,X,X,X,X
JZTOLSI,O,O,X,X,O,X,X,X,X,X,X,X
JZTOSIL,O,O,X,X,X,X,X,X,O,X,X,O
JZTOSLI,O,O,X,X,O,X,X,X,O,X,X,O
JZITLSO,X,O,X,X,O,X,O,X,X,X,X,X
JZITLOS,O,O,X,X,O,X,O,X,X,X,X,X
JZITSLO,X,X,X,X,X,O,O,X,X,X,O,O
JZITSOL,X,O,X,X,X,O,O,X,X,X,O,O
JZITOLS,O,O,X,X,O,X,O,X,X,X,X,X
JZITOSL,X,O,X,X,X,O,O,X,X,X,O,O
JZILTSO,X,O,X,X,O,X,X,X,X,X,X,X
JZILTOS,O,O,X,X,O,X,X,X,X,X,X,X
JZILSTO,O,O,X,X,O,O,X,X,X,X,X,X
JZILSOT,O,O,X,X,O,O,X,X,X,X,X,X
JZILOTS,O,O,X,X,O,X,X,X,X,X,X,X
JZILOST,O,O,X,X,O,O,X,X,X,X,X,X
JZISTLO,O,X,X,X,X,O,O,X,O,X,X,O
JZISTOL,O,X,X,X,X,O,O,X,O,X,X,O
JZISLTO,O,X,X,X,X,O,X,X,X,X,X,O
JZISLOT,O,X,X,X,X,O,X,X,X,X,X,O
JZISOTL,O,X,X,X,X,O,O,X,O,X,X,O
JZISOLT,O,X,X,X,X,O,X,X,X,X,X,O
JZIOTLS,O,O,X,X,O,X,O,X,X,X,X,X
JZIOTSL,X,O,X,X,X,O,O,X,X,X,O,O
JZIOLTS,O,O,X,X,O,X,X,X,X,X,X,X
JZIOLST,O,O,X,X,O,O,X,X,X,X,X,X
JZIOSTL,O,X,X,X,X,O,O,X,O,X,X,O
JZIOSLT,O,X,X,X,X,O,X,X,X,X,X,O
JZLTISO,X,O,X,X,O,X,X,X,X,X,X,X
JZLTIOS,O,O,X,X,O,X,X,X,X,X,X,X
JZLTSIO,O,O,X,X,O,X,X,X,X,X,X,X
JZLTSOI,O,O,X,X,O,X,X,X,X,X,X,X
JZLTOIS,O,O,X,X,O,X,X,X,X,X,X,X
JZLTOSI,O,O,X,X,O,X,X,X,X,X,X,X
JZLITSO,X,O,X,X,O,X,X,X,X,X,X,X
JZLITOS,O,O,X,X,O,X,X,X,X,X,X,X
JZLISTO,O,O,X,X,O,O,X,X,X,X,X,X
JZLISOT,O,O,X,X,O,O,X,X,X,X,X,X
JZLIOTS,O,O,X,X,O,X,X,X,X,X,X,X
JZLIOST,O,O,X,X,O,O,X,X,X,O,X,X
JZLSTIO,O,O,X,X,O,X,X,X,O,X,X,X
JZLSTOI,O,O,X,X,O,X,X,X,O,X,X,X
JZLSITO,O,O,X,X,O,X,X,X,X,X,X,X
JZLSIOT,O,O,X,X,O,X,X,X,X,O,X,X
JZLSOTI,O,O,X,X,O,X,X,X,O,X,X,X
JZLSOIT,O,O,X,X,O,X,X,X,X,O,X,X
JZLOTIS,O,O,X,X,O,X,X,X,X,X,X,X
JZLOTSI,O,O,X,X,O,X,X,X,X,X,X,X
JZLOITS,O,O,X,X,O,X,X,X,X,X,X,X
JZLOIST,O,O,X,X,O,O,X,X,X,O,X,X
JZLOSTI,O,O,X,X,O,X,X,X,O,X,X,X
JZLOSIT,O,O,X,X,O,X,X,X,X,O,X,X
JZSTILO,O,X,X,X,X,X,X,X,O,X,X,O
JZSTIOL,O,O,X,X,X,X,X,X,O,X,X,O
JZSTLIO,O,O,X,X,O,X,X,X,O,X,X,X
JZSTLOI,O,O,X,X,O,X,X,X,O,X,X,O
JZSTOIL,O,O,X,X,X,X,X,X,O,X,X,O
JZSTOLI,O,O,X,X,O,X,X,X,O,X,X,O
JZSITLO,O,X,X,X,X,O,O,X,O,X,X,O
JZSITOL,O,X,X,X,X,O,O,X,O,X,X,O
JZSILTO,O,X,X,X,X,O,X,X,X,X,X,O
JZSILOT,O,X,X,X,X,O,X,X,X,X,X,O
JZSIOTL,O,X,X,X,X,O,O,X,O,X,X,O
JZSIOLT,O,X,X,X,X,O,X,X,X,X,X,O
JZSLTIO,O,O,X,X,O,X,X,X,O,X,X,X
JZSLTOI,O,O,X,X,O,X,X,X,O,X,X,O
JZSLITO,O,O,X,X,O,X,X,X,X,X,X,O
JZSLIOT,O,O,X,X,O,X,X,X,X,O,X,O
JZSLOTI,O,O,X,X,O,X,X,X,O,X,X,O
JZSLOIT,O,O,X,X,O,X,X,X,X,O,X,O
JZSOTIL,O,O,X,X,X,X,X,X,O,X,X,O
JZSOTLI,O,O,X,X,O,X,X,X,O,X,X,O
JZSOITL,O,X,X,X,X,O,O,X,O,X,X,O
JZSOILT,O,X,X,X,X,O,X,X,X,X,X,O
JZSOLTI,O,O,X,X,O,X,X,X,O,X,X,O
JZSOLIT,O,O,X,X,O,X,X,X,X,O,X,O
JZOTILS,O,O,X,X,O,X,X,X,X,X,X,X
JZOTISL,X,O,X,X,X,O,X,X,X,X,O,O
JZOTLIS,O,O,X,X,O,X,X,X,X,X,X,X
JZOTLSI,O,O,X,X,O,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X,X,O,X,X,O
JZOTSLI,O,O,X,X,O,X,X,X,O,X,X,O
JZOITLS,O,O,X,X,O,X,O,X,X,X,X,X
JZOITSL,X,O,X,X,X,O,O,X,X,X,O,O
JZOILTS,O,O,X,X,O,X,X,X,X,X,X,X
JZOILST,O,O,X,X,O,O,X,X,X,X,X,X
JZOISTL,O,X,X,X,X,O,O,X,O,X,X,O
JZOISLT,O,X,X,X,X,O,X,X,X,X,X,O
JZOLTIS,O,O,X,X,O,X,X,X,X,X,X,X
JZOLTSI,O,O,X,X,O,X,X,X,X,X,X,X
JZOLITS,O,O,X,X,O,X,X,X,X,X,X,X
JZOLIST,O,O,X,X,O,O,X,X,X,O,X,X
JZOLSTI,O,O,X,X,O,X,X,X,O,X,X,X
JZOLSIT,O,O,X,X,O,X,X,X,X,O,X,X
JZOSTIL,O,O,X,X,X,X,X,X,O,X,X,O
JZOSTLI,O,O,X,X,O,X,X,X,O,X,X,O
JZOSITL,O,X,X,X,X,O,O,X,O,X,X,O
JZOSILT,O,X,X,X,X,O,X,X,X,X,X,O
JZOSLTI,O,O,X,X,O,X,X,X,O,X,X,O
JZOSLIT,O,O,X,X,O,X,X,X,X,O,X,O
JOTILSZ,X,O,X,O,X,X,X,O,X,X,O,O
JOTILZS,O,O,X,X,O,X,X,O,X,X,X,X
JOTISLZ,X,X,X,O,X,X,X,X,X,X,O,O
JOTISZL,X,O,X,O,X,O,X,X,X,X,O,O
JOTIZLS,O,O,X,X,O,X,X,X,X,X,X,X
JOTIZSL,X,O,X,O,X,X,X,X,X,X,O,O
JOTLISZ,X,O,X,X,X,X,X,O,X,X,O,O
JOTLIZS,O,O,X,X,O,X,X,O,X,X,X,X
JOTLSIZ,O,O,X,X,X,X,X,O,X,X,X,O
JOTLSZI,O,O,O,X,O,X,X,X,X,X,X,O
JOTLZIS,O,O,X,X,O,X,X,O,X,X,X,X
JOTLZSI,O,O,X,X,O,X,X,X,X,X,X,X
JOTSILZ,O,X,X,O,X,X,X,X,X,X,O,O
JOTSIZL,O,O,X,O,X,X,X,X,X,X,O,O
JOTSLIZ,O,O,X,X,X,X,X,X,X,X,X,O
JOTSLZI,O,O,O,X,O,X,X,X,X,X,X,O
JOTSZIL,O,O,X,O,X,X,X,X,X,X,X,O
JOTSZLI,O,O,O,X,O,X,X,X,X,X,X,O
JOTZILS,O,O,X,X,O,X,X,X,X,X,X,X
JOTZISL,X,O,X,X,X,X,X,X,X,X,O,O
JOTZLIS,O,O,X,X,O,X,X,X,X,X,X,X
JOTZLSI,O,O,X,X,O,X,X,X,X,X,X,X
JOTZSIL,O,O,X,X,X,X,X,X,O,X,X,O
JOTZSLI,O,O,X,X,O,X,X,X,O,X,X,O
JOITLSZ,X,O,X,O,X,X,O,X,X,X,O,O
JOITLZS,O,O,X,X,O,X,O,X,X,X,X,X
JOITSLZ,X,X,X,O,X,X,O,X,X,X,O,O
JOITSZL,X,O,X,O,X,O,O,X,X,X,O,O
JOITZLS,O,O,X,X,O,X,O,X,X,X,X,X
JOITZSL,X,O,X,O,X,X,O,X,X,X,O,O
JOILTSZ,X,O,X,O,X,X,X,O,X,X,O,O
JOILTZS,O,O,X,X,O,X,X,O,X,X,X,X
JOILSTZ,O,O,X,O,X,X,X,O,X,X,X,O
JOILSZT,O,O,X,O,O,X,X,X,X,X,X,O
JOILZTS,O,O,X,X,O,X,X,O,X,X,X,X
JOILZST,O,O,X,X,O,X,X,X,X,X,X,X
JOISTLZ,O,X,X,O,X,X,O,X,X,X,O,O
JOISTZL,O,X,X,O,X,O,O,X,X,X,O,O
JOISLTZ,O,X,X,O,X,X,X,X,X,X,X,O
JOISLZT,O,X,X,O,X,X,X,X,X,X,X,O
JOISZTL,O,X,X,O,X,O,O,X,X,X,X,O
JOISZLT,O,X,X,O,X,O,X,X,X,X,X,O
JOIZTLS,O,O,X,X,O,X,O,X,X,X,X,X
JOIZTSL,X,O,X,O,X,O,O,X,X,X,O,O
JOIZLTS,O,O,X,X,O,X,X,X,X,X,X,X
JOIZLST,O,O,X,X,O,O,X,X,X,X,X,X
JOIZSTL,O,X,X,O,X,O,O,X,O,X,X,O
JOIZSLT,O,X,X,O,X,O,X,X,X,X,X,O
JOLTISZ,X,O,X,X,X,X,X,O,X,X,O,O
JOLTIZS,O,O,X,X,O,X,X,O,X,X,X,X
JOLTSIZ,O,O,X,X,X,X,X,O,X,X,X,O
JOLTSZI,O,O,O,X,O,X,X,X,X,X,X,O
JOLTZIS,O,O,X,X,O,X,X,O,X,X,X,X
JOLTZSI,O,O,X,X,O,X,X,X,X,X,X,X
JOLITSZ,X,O,X,X,X,X,X,O,X,X,O,O
JOLITZS,O,O,X,X,O,X,X,O,X,X,X,X
JOLISTZ,O,O,X,X,X,X,X,O,X,O,X,O
JOLISZT,O,O,O,X,O,X,X,X,X,O,X,O
JOLIZTS,O,O,X,X,O,X,X,O,X,X,X,X
JOLIZST,O,O,X,X,O,X,X,X,X,O,X,X
JOLSTIZ,O,O,X,X,X,X,X,O,X,O,X,O
JOLSTZI,O,O,O,X,O,X,X,X,X,O,X,O
JOLSITZ,O,O,X,X,X,X,X,O,X,O,X,O
JOLSIZT,O,O,O,X,O,X,X,X,X,O,X,O
JOLSZTI,O,O,O,X,O,X,X,X,X,X,X,O
JOLSZIT,O,O,O,X,O,X,X,X,X,O,X,O
JOLZTIS,O,O,X,X,O,X,X,O,X,X,X,X
JOLZTSI,O,O,X,X,O,X,X,X,X,X,X,X
JOLZITS,O,O,X,X,O,X,X,O,X,X,X,X
JOLZIST,O,O,X,X,O,X,X,X,X,O,X,X
JOLZSTI,O,O,X,X,O,X,X,X,O,X,X,X
JOLZSIT,O,O,X,X,O,X,X,X,X,O,X,X
JOSTILZ,O,X,X,O,X,X,X,X,X,X,O,O
JOSTIZL,O,O,X,O,X,X,X,X,X,X,O,O
JOSTLIZ,O,O,X,X,X,X,X,X,X,O,X,O
JOSTLZI,O,O,O,X,O,X,X,X,X,O,X,O
JOSTZIL,O,O,X,O,X,X,X,X,X,X,X,O
JOSTZLI,O,O,O,X,O,X,X,X,X,O,X,O
JOSITLZ,O,X,X,O,X,X,O,X,X,X,O,O
JOSITZL,O,X,X,O,X,X,O,X,X,X,O,O
JOSILTZ,O,X,X,O,X,X,X,X,X,X,X,O
JOSILZT,O,X,X,O,X,X,X,X,X,X,X,O
JOSIZTL,O,X,X,O,X,X,O,X,X,X,X,O
JOSIZLT,O,X,X,O,X,X,X,X,X,X,X,O
JOSLTIZ,O,O,X,X,X,X,X,X,X,O,X,O
JOSLTZI,O,O,O,X,O,X,X,X,X,O,X,O
JOSLITZ,O,O,X,X,X,X,X,X,X,O,X,O
JOSLIZT,O,O,O,X,O,X,X,X,X,O,X,O
JOSLZTI,O,O,O,X,O,X,X,X,X,X,X,O
JOSLZIT,O,O,O,X,O,X,X,X,X,O,X,O
JOSZTIL,O,O,X,O,X,X,X,X,O,X,X,O
JOSZTLI,O,O,O,X,O,X,X,X,O,X,X,O
JOSZITL,O,X,X,O,X,X,O,X,O,X,X,O
JOSZILT,O,X,X,O,X,X,X,X,X,X,X,O
JOSZLTI,O,O,O,X,O,X,X,X,O,X,X,O
JOSZLIT,O,O,O,X,O,X,X,X,X,O,X,O
JOZTILS,O,O,X,X,O,X,X,X,X,X,X,X
JOZTISL,X,O,X,X,X,O,X,X,X,X,O,O
JOZTLIS,O,O,X,X,O,X,X,X,X,X,X,X
JOZTLSI,O,O,X,X,O,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,X,X,O,X,X,O
JOZTSLI,O,O,X,X,O,X,X,X,O,X,X,O
JOZITLS,O,O,X,X,O,X,O,X,X,X,X,X
JOZITSL,X,O,X,X,X,O,O,X,X,X,O,O
JOZILTS,O,O,X,X,O,X,X,X,X,X,X,X
JOZILST,O,O,X,X,O,O,X,X,X,X,X,X
JOZISTL,O,X,X,X,X,O,O,X,O,X,X,O
JOZISLT,O,X,X,X,X,O,X,X,X,X,X,O
JOZLTIS,O,O,X,X,O,X,X,X,X,X,X,X
JOZLTSI,O,O,X,X,O,X,X,X,X,X,X,X
JOZLITS,O,O,X,X,O,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,O,O,X,X,X,O,X,X
JOZLSTI,O,O,X,X,O,X,X,X,O,X,X,X
JOZLSIT,O,O,X,X,O,X,X,X,X,O,X,X
JOZSTIL,O,O,X,X,X,X,X,X,O,X,X,O
JOZSTLI,O,O,X,X,O,X,X,X,O,X,X,O
JOZSITL,O,X,X,X,X,O,O,X,O,X,X,O
JOZSILT,O,X,X,X,X,O,X,X,X,X,X,O
JOZSLTI,O,O,X,X,O,X,X,X,O,X,X,O
JOZSLIT,O,O,X,X,O,X,X,X,X,O,X,O
STILJZO,O,X,X,O,X,X,O,O,X,O,X,O
STILJOZ,O,X,X,O,X,X,O,O,X,O,X,O
STILZJO,O,X,O,X,X,O,O,O,X,O,X,X
STILZOJ,O,X,O,O,X,O,O,O,X,O,X,O
STILOJZ,O,X,X,O,X,X,O,O,X,O,X,O
STILOZJ,O,X,O,O,X,O,O,O,X,O,X,O
STIJLZO,X,X,X,O,X,X,O,X,X,X,X,O
STIJLOZ,X,X,X,O,X,X,O,X,X,X,X,O
STIJZLO,X,X,X,O,X,O,O,X,X,X,X,O
STIJZOL,O,X,X,O,X,O,O,X,X,X,X,O
