sequence,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFxbBOiBXeBzgBqm?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF6gBxcBXeBThBen?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFFdBXeB5lBOrBzr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF3cBFeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFqhBXeBzgBOnBxq?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF1hBXeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBXeBRmBclBOn?BCrB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBxdBuqB3rBcq?BisB
SZTOILJ,O,O,X,X,X,O,X,X
SZTOIJL,O,O,O,X,X,O,X,X
SZTOLIJ,O,O,X,X,X,O,X,X
SZTOLJI,O,O,O,X,X,X,X,X
SZTOJIL,O,O,O,X,X,O,X,X
SZTOJLI,O,O,O,X,X,X,X,X
SZITLJO,O,O,X,X,X,X,X,X
SZITLOJ,O,O,X,X,O,X,X,X
SZITJLO,O,O,X,X,X,X,X,X
SZITJOL,O,O,X,O,X,X,X,X
SZITOLJ,O,O,X,X,O,O,X,X
SZITOJL,O,O,O,X,X,O,X,X
SZILTJO,O,O,X,X,X,X,X,X
SZILTOJ,O,X,X,X,O,X,X,X
SZILJTO,O,O,X,X,X,X,X,X
SZILJOT,O,O,X,X,O,X,X,X
SZILOTJ,X,X,X,X,O,O,X,X
SZILOJT,O,O,O,X,O,X,X,X
SZIJTLO,O,O,X,X,X,X,X,O
SZIJTOL,O,O,X,O,X,X,X,O
SZIJLTO,O,O,X,X,X,X,X,O
SZIJLOT,O,O,X,X,O,X,X,O
SZIJOTL,O,O,O,O,X,O,X,O
SZIJOLT,O,O,O,O,O,X,X,O
SZIOTLJ,X,X,X,X,O,O,X,X
SZIOTJL,X,X,O,X,X,O,X,X
SZIOLTJ,X,X,X,X,O,O,X,X
SZIOLJT,O,O,O,X,O,X,X,X
SZIOJTL,O,X,O,O,X,O,X,X
SZIOJLT,O,O,O,O,O,X,X,X
SZLTIJO,O,O,X,X,X,X,X,X
SZLTIOJ,O,O,X,X,X,X,X,X
SZLTJIO,O,O,X,X,X,X,X,X
SZLTJOI,O,O,X,X,X,X,X,X
SZLTOIJ,O,O,X,X,X,X,X,X
SZLTOJI,O,O,O,X,X,X,X,X
SZLITJO,O,O,X,X,X,X,O,X
SZLITOJ,O,X,X,X,O,X,O,X
SZLIJTO,O,O,X,X,X,X,O,X
SZLIJOT,O,O,X,X,O,X,O,X
SZLIOTJ,X,X,X,X,O,O,O,X
SZLIOJT,O,O,O,X,O,X,O,X
SZLJTIO,O,O,X,X,X,X,X,X
SZLJTOI,O,O,X,X,X,X,X,X
SZLJITO,O,O,X,X,X,X,X,X
SZLJIOT,O,O,X,X,X,X,X,X
SZLJOTI,O,O,X,X,X,X,X,X
SZLJOIT,O,O,X,X,X,X,X,X
SZLOTIJ,O,X,X,X,X,O,X,X
SZLOTJI,O,X,O,X,X,X,X,X
SZLOITJ,X,X,X,X,X,O,X,X
SZLOIJT,O,O,O,X,X,X,X,X
SZLOJTI,O,O,O,X,X,X,X,X
SZLOJIT,O,O,O,X,X,X,X,X
SZJTILO,O,O,X,X,X,X,X,O
SZJTIOL,O,O,X,O,X,X,X,O
SZJTLIO,O,O,X,X,X,X,X,O
SZJTLOI,O,O,X,X,X,X,X,O
SZJTOIL,O,O,O,O,X,X,X,O
SZJTOLI,O,O,O,O,X,X,X,O
SZJITLO,O,O,X,X,X,X,X,O
SZJITOL,O,O,X,O,X,X,X,O
SZJILTO,O,O,X,X,X,X,X,O
SZJILOT,O,O,X,X,O,X,X,O
SZJIOTL,O,O,O,O,X,O,X,O
SZJIOLT,O,O,O,O,O,X,X,O
SZJLTIO,O,O,X,X,X,X,X,O
SZJLTOI,O,O,X,X,X,X,X,O
SZJLITO,O,O,X,X,X,X,X,O
SZJLIOT,O,O,X,X,X,X,X,O
SZJLOTI,O,O,X,X,X,X,X,O
SZJLOIT,O,O,X,X,X,X,X,O
SZJOTIL,O,O,O,O,X,O,X,O
SZJOTLI,O,O,O,O,X,X,X,O
SZJOITL,O,O,O,O,X,O,X,O
SZJOILT,O,O,O,O,X,X,X,O
SZJOLTI,O,O,O,O,X,X,X,O
SZJOLIT,O,O,O,O,X,X,X,O
SZOTILJ,O,O,X,X,X,O,X,X
SZOTIJL,O,O,O,X,X,O,X,X
SZOTLIJ,O,O,X,X,X,O,X,X
SZOTLJI,O,O,O,X,X,X,X,X
SZOTJIL,O,O,O,X,X,O,X,X
SZOTJLI,O,O,O,X,X,X,X,X
SZOITLJ,X,X,X,X,O,O,X,X
SZOITJL,X,X,O,X,X,O,X,X
SZOILTJ,X,X,X,X,O,O,X,X
SZOILJT,O,O,O,X,O,X,X,X
SZOIJTL,O,X,O,O,X,O,X,X
SZOIJLT,O,O,O,O,O,X,X,X
SZOLTIJ,O,X,X,X,X,O,X,X
SZOLTJI,O,X,O,X,X,X,X,X
SZOLITJ,X,X,X,X,X,O,X,X
SZOLIJT,O,O,O,X,X,X,X,X
SZOLJTI,O,O,O,X,X,X,X,X
SZOLJIT,O,O,O,X,X,X,X,X
SZOJTIL,O,O,O,O,X,O,X,X
SZOJTLI,O,O,O,O,X,X,X,X
SZOJITL,O,O,O,O,X,O,X,X
SZOJILT,O,O,O,O,X,X,X,X
SZOJLTI,O,O,O,O,X,X,X,X
SZOJLIT,O,O,O,O,X,X,X,X
SOTILJZ,O,X,X,X,X,X,X,X
SOTILZJ,O,O,X,X,X,O,X,X
SOTIJLZ,X,O,O,X,X,X,X,X
SOTIJZL,X,O,O,X,X,O,X,X
SOTIZLJ,O,O,X,X,X,O,X,X
SOTIZJL,X,O,O,X,X,O,X,X
SOTLIJZ,O,X,X,X,X,X,X,X
SOTLIZJ,O,O,X,X,X,O,X,X
SOTLJIZ,O,O,O,X,X,X,X,X
SOTLJZI,O,O,O,X,X,X,X,X
SOTLZIJ,O,O,X,X,X,O,X,X
SOTLZJI,O,O,O,X,X,X,X,X
SOTJILZ,X,O,O,X,X,X,X,X
SOTJIZL,X,O,O,X,X,O,X,X
SOTJLIZ,O,O,O,X,X,X,X,X
SOTJLZI,O,O,O,X,X,X,X,X
SOTJZIL,O,O,O,X,X,O,X,X
SOTJZLI,O,O,O,X,X,X,X,X
SOTZILJ,O,O,X,X,X,O,X,X
SOTZIJL,O,O,O,X,X,O,X,X
SOTZLIJ,O,O,X,X,X,O,X,X
SOTZLJI,O,O,O,X,X,X,X,X
SOTZJIL,O,O,O,X,X,O,X,X
SOTZJLI,O,O,O,X,X,X,X,X
SOITLJZ,X,X,X,X,O,X,X,X
SOITLZJ,X,O,X,X,O,O,X,X
SOITJLZ,X,O,O,X,X,X,X,X
SOITJZL,X,O,O,X,X,O,X,X
SOITZLJ,X,O,X,X,O,O,X,X
SOITZJL,X,O,O,X,X,O,X,X
SOILTJZ,X,X,X,X,O,X,X,X
SOILTZJ,X,X,X,X,O,O,X,X
SOILJTZ,X,X,O,X,O,X,X,X
SOILJZT,X,X,O,X,O,X,X,X
SOILZTJ,X,X,X,X,O,O,X,X
SOILZJT,X,X,O,X,O,X,X,X
SOIJTLZ,X,O,O,O,X,X,X,X
SOIJTZL,X,O,O,O,X,O,X,O
SOIJLTZ,X,X,O,O,O,X,X,X
SOIJLZT,X,X,O,O,O,X,X,O
SOIJZTL,X,X,O,O,X,O,X,O
SOIJZLT,X,O,O,O,O,X,X,O
SOIZTLJ,X,X,X,X,O,O,X,X
SOIZTJL,X,X,O,X,X,O,X,X
SOIZLTJ,X,X,X,X,O,O,X,X
SOIZLJT,X,O,O,X,O,X,X,X
SOIZJTL,X,X,O,O,X,O,X,X
SOIZJLT,X,O,O,O,O,X,X,X
SOLTIJZ,O,X,X,X,X,X,X,X
SOLTIZJ,O,X,X,X,X,O,X,X
SOLTJIZ,O,X,O,X,X,X,X,X
SOLTJZI,O,X,O,X,X,X,X,X
SOLTZIJ,O,X,X,X,X,O,X,X
SOLTZJI,O,X,O,X,X,X,X,X
SOLITJZ,X,X,X,X,X,X,O,X
SOLITZJ,X,X,X,X,X,O,O,X
SOLIJTZ,X,X,O,X,X,X,O,X
SOLIJZT,O,X,O,X,X,X,O,X
SOLIZTJ,X,X,X,X,X,O,O,X
SOLIZJT,O,X,O,X,X,X,O,X
SOLJTIZ,O,X,O,X,X,X,X,X
SOLJTZI,O,X,O,X,X,X,X,X
SOLJITZ,X,X,O,X,X,X,X,X
SOLJIZT,O,X,O,X,X,X,X,X
SOLJZTI,O,X,O,X,X,X,X,X
SOLJZIT,O,X,O,X,X,X,X,X
SOLZTIJ,O,X,X,X,X,O,X,X
SOLZTJI,O,X,O,X,X,X,X,X
SOLZITJ,X,X,X,X,X,O,X,X
SOLZIJT,O,X,O,X,X,X,X,X
SOLZJTI,O,X,O,X,X,X,X,X
SOLZJIT,O,X,O,X,X,X,X,X
SOJTILZ,X,O,O,O,X,X,X,X
SOJTIZL,X,O,O,O,X,O,X,O
SOJTLIZ,O,O,O,O,X,X,X,O
SOJTLZI,O,O,O,O,X,X,X,O
SOJTZIL,O,O,O,O,X,O,X,O
SOJTZLI,O,O,O,O,X,X,X,O
SOJITLZ,X,O,O,O,X,X,X,X
SOJITZL,X,O,O,O,X,O,X,O
SOJILTZ,X,X,O,O,X,X,X,O
SOJILZT,X,O,O,O,X,X,X,O
SOJIZTL,X,O,O,O,X,O,X,O
SOJIZLT,X,O,O,O,X,X,X,O
SOJLTIZ,O,X,O,O,X,X,X,O
SOJLTZI,O,X,O,O,X,X,X,O
SOJLITZ,X,X,O,O,X,X,X,O
SOJLIZT,O,O,O,O,X,X,X,O
SOJLZTI,O,O,O,O,X,X,X,O
SOJLZIT,O,O,O,O,X,X,X,O
SOJZTIL,O,O,O,O,X,O,X,O
SOJZTLI,O,O,O,O,X,X,X,O
SOJZITL,O,O,O,O,X,O,X,O
SOJZILT,O,O,O,O,X,X,X,O
SOJZLTI,O,O,O,O,X,X,X,O
SOJZLIT,O,O,O,O,X,X,X,O
SOZTILJ,O,O,X,X,X,O,X,X
SOZTIJL,O,O,O,X,X,O,X,X
SOZTLIJ,O,O,X,X,X,O,X,X
SOZTLJI,O,O,O,X,X,X,X,X
SOZTJIL,O,O,O,X,X,O,X,X
SOZTJLI,O,O,O,X,X,X,X,X
SOZITLJ,X,X,X,X,O,O,X,X
SOZITJL,X,X,O,X,X,O,X,X
SOZILTJ,X,X,X,X,O,O,X,X
SOZILJT,O,O,O,X,O,X,X,X
SOZIJTL,O,X,O,O,X,O,X,X
SOZIJLT,O,O,O,O,O,X,X,X
SOZLTIJ,O,X,X,X,X,O,X,X
SOZLTJI,O,X,O,X,X,X,X,X
SOZLITJ,X,X,X,X,X,O,X,X
SOZLIJT,O,O,O,X,X,X,X,X
SOZLJTI,O,O,O,X,X,X,X,X
SOZLJIT,O,O,O,X,X,X,X,X
SOZJTIL,O,O,O,O,X,O,X,X
SOZJTLI,O,O,O,O,X,X,X,X
SOZJITL,O,O,O,O,X,O,X,X
SOZJILT,O,O,O,O,X,X,X,X
SOZJLTI,O,O,O,O,X,X,X,X
SOZJLIT,O,O,O,O,X,X,X,X
ZTILJSO,O,O,X,X,X,X,X,X
ZTILJOS,O,O,X,O,X,X,X,X
ZTILSJO,O,O,X,X,X,X,X,X
ZTILSOJ,O,O,X,X,O,X,X,X
ZTILOJS,O,O,X,X,O,X,X,X
ZTILOSJ,O,X,X,X,O,X,X,X
ZTIJLSO,O,O,X,X,X,X,X,X
ZTIJLOS,O,O,X,O,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X,X
ZTIJSOL,O,O,X,O,X,X,X,X
ZTIJOLS,X,O,X,O,X,X,X,X
ZTIJOSL,X,O,X,O,X,X,X,X
ZTISLJO,O,O,X,X,X,X,X,X
ZTISLOJ,O,O,X,X,O,X,X,X
ZTISJLO,O,O,X,X,X,X,X,X
ZTISJOL,O,O,X,O,X,X,X,X
ZTISOLJ,O,O,X,X,O,O,X,X
ZTISOJL,O,O,O,X,X,O,X,X
ZTIOLJS,O,O,X,X,O,X,X,X
ZTIOLSJ,O,X,X,X,O,O,X,X
ZTIOJLS,X,O,O,O,X,X,X,X
ZTIOJSL,X,O,O,O,X,O,X,X
ZTIOSLJ,O,X,X,X,O,O,X,X
ZTIOSJL,O,X,O,X,X,O,X,X
ZTLIJSO,O,O,X,X,X,X,X,X
ZTLIJOS,O,O,X,O,X,X,X,X
ZTLISJO,O,O,X,X,X,X,X,X
ZTLISOJ,O,O,X,X,X,X,X,X
ZTLIOJS,O,O,X,X,X,X,X,X
ZTLIOSJ,O,X,X,X,X,X,X,X
ZTLJISO,O,O,X,X,X,X,X,X
ZTLJIOS,O,O,X,O,X,X,X,X
ZTLJSIO,O,O,X,X,X,X,X,X
ZTLJSOI,O,O,X,X,X,X,X,X
ZTLJOIS,O,O,X,O,X,X,X,X
ZTLJOSI,O,O,X,O,X,X,X,X
ZTLSIJO,O,O,X,X,X,X,X,X
ZTLSIOJ,O,O,X,X,X,X,X,X
ZTLSJIO,O,O,X,X,X,X,X,X
ZTLSJOI,O,O,X,X,X,X,X,X
ZTLSOIJ,O,O,X,X,X,X,X,X
ZTLSOJI,O,O,X,X,X,X,X,X
ZTLOIJS,O,O,X,X,X,X,X,X
ZTLOISJ,O,X,X,X,X,X,X,X
ZTLOJIS,O,O,X,X,X,X,X,X
ZTLOJSI,O,O,X,X,X,X,X,X
ZTLOSIJ,O,O,X,X,X,X,X,X
ZTLOSJI,O,O,X,X,X,X,X,X
ZTJILSO,O,O,X,X,X,X,X,X
ZTJILOS,O,O,X,O,X,X,X,X
ZTJISLO,O,O,X,X,X,X,X,X
ZTJISOL,O,O,X,O,X,X,X,X
ZTJIOLS,X,O,X,O,X,X,X,X
ZTJIOSL,X,O,X,O,X,X,X,X
ZTJLISO,O,O,X,X,X,X,X,X
ZTJLIOS,O,O,X,O,X,X,X,X
ZTJLSIO,O,O,X,X,X,X,X,X
ZTJLSOI,O,O,X,X,X,X,X,X
ZTJLOIS,O,O,X,O,X,X,X,X
ZTJLOSI,O,O,X,O,X,X,X,X
ZTJSILO,O,O,X,X,X,X,X,X
ZTJSIOL,O,O,X,O,X,X,X,X
ZTJSLIO,O,O,X,X,X,X,X,X
ZTJSLOI,O,O,X,X,X,X,X,X
ZTJSOIL,O,O,X,O,X,X,X,X
ZTJSOLI,O,O,X,O,X,X,X,X
ZTJOILS,X,O,X,O,X,X,X,X
ZTJOISL,X,O,X,O,X,X,X,X
ZTJOLIS,O,O,X,O,X,X,X,X
ZTJOLSI,O,O,X,O,X,X,X,X
ZTJOSIL,X,O,X,O,X,X,X,X
ZTJOSLI,O,O,X,O,X,X,X,X
ZTSILJO,O,O,X,X,X,X,X,X
ZTSILOJ,O,O,X,X,O,X,X,X
ZTSIJLO,O,O,X,X,X,X,X,X
ZTSIJOL,O,O,X,O,X,X,X,X
ZTSIOLJ,O,O,X,X,O,O,X,X
ZTSIOJL,O,O,O,X,X,O,X,X
ZTSLIJO,O,O,X,X,X,X,X,X
ZTSLIOJ,O,O,X,X,X,X,X,X
ZTSLJIO,O,O,X,X,X,X,X,X
ZTSLJOI,O,O,X,X,X,X,X,X
ZTSLOIJ,O,O,X,X,X,X,X,X
ZTSLOJI,O,O,O,X,X,X,X,X
ZTSJILO,O,O,X,X,X,X,X,X
ZTSJIOL,O,O,X,O,X,X,X,X
ZTSJLIO,O,O,X,X,X,X,X,X
ZTSJLOI,O,O,X,X,X,X,X,X
ZTSJOIL,O,O,O,O,X,X,X,X
ZTSJOLI,O,O,O,O,X,X,X,X
ZTSOILJ,O,O,X,X,X,O,X,X
ZTSOIJL,O,O,O,X,X,O,X,X
ZTSOLIJ,O,O,X,X,X,O,X,X
ZTSOLJI,O,O,O,X,X,X,X,X
ZTSOJIL,O,O,O,X,X,O,X,X
ZTSOJLI,O,O,O,X,X,X,X,X
ZTOILJS,O,O,X,X,X,X,X,X
ZTOILSJ,O,X,X,X,X,O,X,X
ZTOIJLS,X,O,O,O,X,X,X,X
ZTOIJSL,X,O,O,O,X,O,X,X
ZTOISLJ,O,X,X,X,X,O,X,X
ZTOISJL,O,X,O,X,X,O,X,X
ZTOLIJS,O,O,X,X,X,X,X,X
ZTOLISJ,O,X,X,X,X,O,X,X
ZTOLJIS,O,O,O,X,X,X,X,X
ZTOLJSI,O,O,O,X,X,X,X,X
ZTOLSIJ,O,O,X,X,X,O,X,X
ZTOLSJI,O,O,O,X,X,X,X,X
ZTOJILS,X,O,O,O,X,X,X,X
ZTOJISL,X,O,O,O,X,O,X,X
ZTOJLIS,O,O,O,O,X,X,X,X
ZTOJLSI,O,O,O,O,X,X,X,X
ZTOJSIL,X,O,O,O,X,O,X,X
ZTOJSLI,O,O,O,O,X,X,X,X
ZTOSILJ,O,O,X,X,X,O,X,X
ZTOSIJL,O,O,O,X,X,O,X,X
ZTOSLIJ,O,O,X,X,X,O,X,X
ZTOSLJI,O,O,O,X,X,X,X,X
ZTOSJIL,O,O,O,X,X,O,X,X
ZTOSJLI,O,O,O,X,X,X,X,X
ZITLJSO,O,O,X,X,X,X,X,X
ZITLJOS,O,O,X,O,X,X,X,X
ZITLSJO,O,O,X,X,X,X,X,X
ZITLSOJ,O,O,X,X,O,X,X,X
ZITLOJS,O,O,X,X,O,X,X,X
ZITLOSJ,O,X,X,X,O,X,X,X
ZITJLSO,O,O,X,X,X,X,X,X
ZITJLOS,O,O,X,O,X,X,X,X
ZITJSLO,O,O,X,X,X,X,X,X
ZITJSOL,O,O,X,O,X,X,X,X
ZITJOLS,X,O,X,O,X,X,X,X
ZITJOSL,X,O,X,O,X,X,X,X
ZITSLJO,O,O,X,X,X,X,X,X
ZITSLOJ,O,O,X,X,O,X,X,X
ZITSJLO,O,O,X,X,X,X,X,X
ZITSJOL,O,O,X,O,X,X,X,X
ZITSOLJ,O,O,X,X,O,O,X,X
ZITSOJL,O,O,O,X,X,O,X,X
ZITOLJS,O,O,X,X,O,X,X,X
ZITOLSJ,O,X,X,X,O,O,X,X
ZITOJLS,X,O,O,O,X,X,X,X
ZITOJSL,X,O,O,O,X,O,X,X
ZITOSLJ,O,X,X,X,O,O,X,X
ZITOSJL,O,X,O,X,X,O,X,X
ZILTJSO,O,X,X,X,X,X,X,X
ZILTJOS,O,X,X,O,X,X,X,X
ZILTSJO,O,X,X,X,X,X,X,X
ZILTSOJ,O,X,X,X,O,X,X,X
ZILTOJS,O,X,X,X,O,X,X,X
ZILTOSJ,O,X,X,X,O,X,X,X
ZILJTSO,O,O,X,X,X,X,X,X
ZILJTOS,O,X,X,O,X,X,X,X
ZILJSTO,O,O,X,X,X,X,X,X
ZILJSOT,O,O,X,X,O,X,X,X
ZILJOTS,X,O,X,O,O,X,X,X
ZILJOST,O,O,X,O,O,X,X,X
ZILSTJO,O,O,X,X,X,X,X,X
ZILSTOJ,O,X,X,X,O,X,X,X
ZILSJTO,O,O,X,X,X,X,X,X
ZILSJOT,O,O,X,X,O,X,X,X
ZILSOTJ,X,X,X,X,O,O,X,X
ZILSOJT,O,O,O,X,O,X,X,X
ZILOTJS,X,X,X,X,O,X,X,X
ZILOTSJ,X,X,X,X,O,O,X,X
ZILOJTS,X,X,O,O,O,X,X,X
ZILOJST,O,X,O,O,O,X,X,X
ZILOSTJ,X,X,X,X,O,O,X,X
ZILOSJT,O,X,O,X,O,X,X,X
ZIJTLSO,O,O,X,X,X,X,X,X
ZIJTLOS,O,O,X,O,X,X,X,X
ZIJTSLO,O,O,X,X,X,X,X,X
ZIJTSOL,O,O,X,O,X,X,X,X
ZIJTOLS,X,O,X,O,X,X,X,X
ZIJTOSL,X,O,X,O,X,X,X,X
ZIJLTSO,O,O,X,X,X,X,X,X
ZIJLTOS,X,X,X,O,X,X,X,X
ZIJLSTO,O,O,X,X,X,X,X,X
ZIJLSOT,O,O,X,X,O,X,X,X
ZIJLOTS,X,O,X,O,O,X,X,X
ZIJLOST,O,O,X,O,O,X,X,X
ZIJSTLO,O,O,X,X,X,X,X,O
ZIJSTOL,O,O,X,O,X,X,X,O
ZIJSLTO,O,O,X,X,X,X,X,O
ZIJSLOT,O,O,X,X,O,X,X,O
ZIJSOTL,O,O,O,O,X,O,X,O
ZIJSOLT,O,O,O,O,O,X,X,O
ZIJOTLS,X,O,O,O,X,X,X,X
ZIJOTSL,X,O,O,O,X,O,X,X
ZIJOLTS,X,O,O,O,O,X,X,X
ZIJOLST,X,O,O,O,O,X,X,X
ZIJOSTL,X,O,O,O,X,O,X,X
ZIJOSLT,X,O,O,O,O,X,X,X
ZISTLJO,O,O,X,X,X,X,X,X
ZISTLOJ,O,O,X,X,O,X,X,X
ZISTJLO,O,O,X,X,X,X,X,X
ZISTJOL,O,O,X,O,X,X,X,X
ZISTOLJ,O,O,X,X,O,O,X,X
ZISTOJL,O,O,O,X,X,O,X,X
ZISLTJO,O,O,X,X,X,X,X,X
ZISLTOJ,O,X,X,X,O,X,X,X
ZISLJTO,O,O,X,X,X,X,X,X
ZISLJOT,O,O,X,X,O,X,X,X
ZISLOTJ,X,X,X,X,O,O,X,X
ZISLOJT,O,O,O,X,O,X,X,X
ZISJTLO,O,O,X,X,X,X,X,O
ZISJTOL,O,O,X,O,X,X,X,O
ZISJLTO,O,O,X,X,X,X,X,O
ZISJLOT,O,O,X,X,O,X,X,O
ZISJOTL,O,O,O,O,X,O,X,O
ZISJOLT,O,O,O,O,O,X,X,O
ZISOTLJ,X,X,X,X,O,O,X,X
ZISOTJL,X,X,O,X,X,O,X,X
ZISOLTJ,X,X,X,X,O,O,X,X
ZISOLJT,O,O,O,X,O,X,X,X
ZISOJTL,O,X,O,O,X,O,X,X
ZISOJLT,O,O,O,O,O,X,X,X
ZIOTLJS,O,X,X,X,O,X,X,X
ZIOTLSJ,O,X,X,X,O,O,X,X
ZIOTJLS,X,X,O,O,X,X,X,X
ZIOTJSL,X,X,O,O,X,O,X,X
ZIOTSLJ,O,X,X,X,O,O,X,X
ZIOTSJL,O,X,O,X,X,O,X,X
ZIOLTJS,X,X,X,X,O,X,X,X
ZIOLTSJ,X,X,X,X,O,O,X,X
ZIOLJTS,X,X,O,O,O,X,X,X
ZIOLJST,O,X,O,O,O,X,X,X
ZIOLSTJ,X,X,X,X,O,O,X,X
ZIOLSJT,O,X,O,X,O,X,X,X
ZIOJTLS,X,X,O,O,X,X,X,X
ZIOJTSL,X,X,O,O,X,O,X,X
ZIOJLTS,X,X,O,O,O,X,X,X
ZIOJLST,X,X,O,O,O,X,X,X
ZIOJSTL,X,X,O,O,X,O,X,X
ZIOJSLT,X,X,O,O,O,X,X,X
ZIOSTLJ,X,X,X,X,O,O,X,X
ZIOSTJL,X,X,O,X,X,O,X,X
ZIOSLTJ,X,X,X,X,O,O,X,X
ZIOSLJT,O,X,O,X,O,X,X,X
ZIOSJTL,O,X,O,O,X,O,X,X
ZIOSJLT,O,X,O,O,O,X,X,X
ZLTIJSO,O,O,X,X,X,X,X,X
ZLTIJOS,O,O,X,O,X,X,X,X
ZLTISJO,O,O,X,X,X,X,X,X
ZLTISOJ,O,O,X,X,X,X,X,X
ZLTIOJS,O,O,X,X,X,X,X,X
ZLTIOSJ,O,X,X,X,X,X,X,X
ZLTJISO,O,O,X,X,X,X,X,X
ZLTJIOS,O,O,X,O,X,X,X,X
ZLTJSIO,O,O,X,X,X,X,X,X
ZLTJSOI,O,O,X,X,X,X,X,X
ZLTJOIS,O,O,X,O,X,X,X,X
ZLTJOSI,O,O,X,O,X,X,X,X
ZLTSIJO,O,O,X,X,X,X,X,X
ZLTSIOJ,O,O,X,X,X,X,X,X
ZLTSJIO,O,O,X,X,X,X,X,X
ZLTSJOI,O,O,X,X,X,X,X,X
ZLTSOIJ,O,O,X,X,X,X,X,X
ZLTSOJI,O,O,X,X,X,X,X,X
ZLTOIJS,O,O,X,X,X,X,X,X
ZLTOISJ,O,X,X,X,X,X,X,X
ZLTOJIS,O,O,X,X,X,X,X,X
ZLTOJSI,O,O,X,X,X,X,X,X
ZLTOSIJ,O,O,X,X,X,X,X,X
ZLTOSJI,O,O,X,X,X,X,X,X
ZLITJSO,O,X,X,X,X,X,O,X
ZLITJOS,O,X,X,O,X,X,O,X
ZLITSJO,O,X,X,X,X,X,O,X
ZLITSOJ,O,X,X,X,O,X,O,X
ZLITOJS,O,X,X,X,O,X,O,X
ZLITOSJ,O,X,X,X,O,X,O,X
ZLIJTSO,O,O,X,X,X,X,O,X
ZLIJTOS,O,X,X,O,X,X,O,X
ZLIJSTO,O,O,X,X,X,X,O,X
ZLIJSOT,O,O,X,X,O,X,O,X
ZLIJOTS,X,O,X,O,O,X,O,X
ZLIJOST,O,O,X,O,O,X,O,X
ZLISTJO,O,O,X,X,X,X,O,X
ZLISTOJ,O,X,X,X,O,X,O,X
ZLISJTO,O,O,X,X,X,X,O,X
ZLISJOT,O,O,X,X,O,X,O,X
ZLISOTJ,X,X,X,X,O,O,O,X
ZLISOJT,O,O,O,X,O,X,O,X
ZLIOTJS,X,X,X,X,O,X,O,X
ZLIOTSJ,X,X,X,X,O,O,O,X
ZLIOJTS,X,X,O,O,O,X,O,X
ZLIOJST,O,X,O,O,O,X,O,X
ZLIOSTJ,X,X,X,X,O,O,O,X
ZLIOSJT,O,X,O,X,O,X,O,X
ZLJTISO,O,O,X,X,X,X,X,X
ZLJTIOS,O,O,X,O,X,X,X,X
ZLJTSIO,O,O,X,X,X,X,X,X
ZLJTSOI,O,O,X,X,X,X,X,X
ZLJTOIS,O,O,X,O,X,X,X,X
ZLJTOSI,O,O,X,O,X,X,X,X
ZLJITSO,O,O,X,X,X,X,X,X
ZLJITOS,O,X,X,O,X,X,X,X
ZLJISTO,O,O,X,X,X,X,X,X
ZLJISOT,O,O,X,X,X,X,X,X
ZLJIOTS,X,O,X,O,X,X,X,X
ZLJIOST,O,O,X,O,X,X,X,X
ZLJSTIO,O,O,X,X,X,X,X,X
ZLJSTOI,O,O,X,X,X,X,X,X
ZLJSITO,O,O,X,X,X,X,X,X
ZLJSIOT,O,O,X,X,X,X,X,X
ZLJSOTI,O,O,X,X,X,X,X,X
ZLJSOIT,O,O,X,X,X,X,X,X
ZLJOTIS,O,O,X,O,X,X,X,X
ZLJOTSI,O,O,X,O,X,X,X,X
ZLJOITS,X,O,X,O,X,X,X,X
ZLJOIST,O,O,X,O,X,X,X,X
ZLJOSTI,O,O,X,O,X,X,X,X
ZLJOSIT,O,O,X,O,X,X,X,X
ZLSTIJO,O,O,X,X,X,X,X,X
ZLSTIOJ,O,O,X,X,X,X,X,X
ZLSTJIO,O,O,X,X,X,X,X,X
ZLSTJOI,O,O,X,X,X,X,X,X
ZLSTOIJ,O,O,X,X,X,X,X,X
ZLSTOJI,O,O,O,X,X,X,X,X
ZLSITJO,O,O,X,X,X,X,O,X
ZLSITOJ,O,X,X,X,O,X,O,X
ZLSIJTO,O,O,X,X,X,X,O,X
ZLSIJOT,O,O,X,X,O,X,O,X
ZLSIOTJ,X,X,X,X,O,O,O,X
ZLSIOJT,O,O,O,X,O,X,O,X
ZLSJTIO,O,O,X,X,X,X,X,X
ZLSJTOI,O,O,X,X,X,X,X,X
ZLSJITO,O,O,X,X,X,X,X,X
ZLSJIOT,O,O,X,X,X,X,X,X
ZLSJOTI,O,O,X,X,X,X,X,X
ZLSJOIT,O,O,X,X,X,X,X,X
ZLSOTIJ,O,X,X,X,X,O,X,X
ZLSOTJI,O,X,O,X,X,X,X,X
ZLSOITJ,X,X,X,X,X,O,X,X
ZLSOIJT,O,O,O,X,X,X,X,X
