sequence,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhFzgBUiB5oB3kBWs?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeOEJvhF8kBzgBqmB/nB5o?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhF3gBumB5oB1pB8q?BTsB,v115@EhB8IeA8IeA8AeC8AeE8Kel/IvhF3gBzhB5oB2pB8q?BSxB,v115@EhB8IeA8IeA8AeC8AeE8Kem/IvhFChB/nB5oBTkB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Ke0/IvhFlgB3hB5oB2pBTn?BCrB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFzfBWmB/nB5oB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFflBlgBumB5oB8q?BTsB
SZTJOLI,O,O,O,O,O,X,X,X
SZTOILJ,O,O,O,O,O,X,X,X
SZTOIJL,O,O,O,X,O,X,X,X
SZTOLIJ,O,O,O,O,O,X,X,X
SZTOLJI,O,O,O,O,O,X,X,X
SZTOJIL,O,O,O,X,O,X,X,X
SZTOJLI,O,O,O,X,O,X,X,X
SZITLJO,O,O,O,O,O,X,O,X
SZITLOJ,O,O,O,O,O,X,O,X
SZITJLO,O,O,O,O,O,X,O,X
SZITJOL,O,O,O,O,O,X,X,X
SZITOLJ,O,O,O,O,O,X,X,X
SZITOJL,O,O,O,X,O,X,X,X
SZILTJO,O,O,O,O,O,X,O,O
SZILTOJ,O,O,O,O,O,X,O,O
SZILJTO,O,O,O,O,X,X,X,O
SZILJOT,O,O,X,O,O,X,X,O
SZILOTJ,X,O,O,O,O,X,O,O
SZILOJT,X,O,O,O,O,X,X,O
SZIJTLO,O,O,O,O,O,X,X,X
SZIJTOL,O,O,O,O,O,X,X,X
SZIJLTO,O,O,O,O,X,X,X,O
SZIJLOT,O,O,X,O,O,X,X,O
SZIJOTL,O,O,O,O,O,X,X,X
SZIJOLT,O,O,O,O,O,X,X,X
SZIOTLJ,X,O,O,O,O,X,X,X
SZIOTJL,X,O,O,X,O,X,X,X
SZIOLTJ,X,O,O,O,O,X,X,O
SZIOLJT,X,O,O,O,O,X,X,O
SZIOJTL,X,O,O,O,O,X,X,X
SZIOJLT,X,O,O,O,O,X,X,O
SZLTIJO,O,O,O,O,O,X,O,O
SZLTIOJ,O,O,O,O,O,X,O,O
SZLTJIO,O,O,O,O,O,X,O,O
SZLTJOI,O,O,O,O,O,X,O,O
SZLTOIJ,O,O,O,O,O,X,O,O
SZLTOJI,O,O,O,O,O,X,O,O
SZLITJO,O,O,O,O,O,X,O,O
SZLITOJ,O,O,O,O,O,X,O,O
SZLIJTO,O,O,O,O,X,X,X,O
SZLIJOT,O,O,X,O,O,X,X,O
SZLIOTJ,X,O,O,O,O,X,O,O
SZLIOJT,X,O,O,O,O,X,X,O
SZLJTIO,O,O,O,O,X,X,X,O
SZLJTOI,O,O,O,O,X,X,X,O
SZLJITO,O,O,O,O,X,X,X,O
SZLJIOT,O,O,X,O,O,X,X,O
SZLJOTI,O,O,X,O,O,X,X,O
SZLJOIT,O,O,X,O,O,X,X,O
SZLOTIJ,X,O,O,O,O,X,O,O
SZLOTJI,X,O,O,O,O,X,O,O
SZLOITJ,X,O,O,O,O,X,O,O
SZLOIJT,X,O,O,O,O,X,X,O
SZLOJTI,X,O,O,O,O,X,X,O
SZLOJIT,X,O,O,O,O,X,X,O
SZJTILO,O,O,O,O,O,X,X,X
SZJTIOL,O,O,O,O,O,X,X,X
SZJTLIO,O,O,O,O,O,X,X,X
SZJTLOI,O,O,O,O,O,X,X,X
SZJTOIL,O,O,O,O,O,X,X,X
SZJTOLI,O,O,O,O,O,X,X,X
SZJITLO,O,O,O,O,O,X,X,X
SZJITOL,O,O,O,O,O,X,X,X
SZJILTO,O,O,O,O,X,X,X,O
SZJILOT,O,O,X,O,O,X,X,O
SZJIOTL,O,O,O,O,O,X,X,X
SZJIOLT,O,O,O,O,O,X,X,X
SZJLTIO,O,O,O,O,X,X,X,O
SZJLTOI,O,O,O,O,X,X,X,O
SZJLITO,O,O,O,O,X,X,X,O
SZJLIOT,O,O,X,O,O,X,X,O
SZJLOTI,O,O,X,O,O,X,X,O
SZJLOIT,O,O,X,O,O,X,X,O
SZJOTIL,O,O,O,O,O,X,X,X
SZJOTLI,O,O,O,O,O,X,X,X
SZJOITL,O,O,O,O,O,X,X,X
SZJOILT,O,O,O,O,O,X,X,X
SZJOLTI,O,O,O,O,O,X,X,X
SZJOLIT,O,O,O,O,O,X,X,X
SZOTILJ,X,O,O,O,O,X,X,X
SZOTIJL,X,O,O,X,O,X,X,X
SZOTLIJ,X,O,O,O,O,X,X,X
SZOTLJI,X,O,O,O,O,X,X,X
SZOTJIL,X,O,O,X,O,X,X,X
SZOTJLI,X,O,O,X,O,X,X,X
SZOITLJ,X,O,O,O,O,X,X,X
SZOITJL,X,O,O,X,O,X,X,X
SZOILTJ,X,O,O,O,O,X,X,O
SZOILJT,X,O,O,O,O,X,X,O
SZOIJTL,X,O,O,O,O,X,X,X
SZOIJLT,X,O,O,O,O,X,X,O
SZOLTIJ,X,O,O,O,O,X,X,O
SZOLTJI,X,O,O,O,O,X,X,O
SZOLITJ,X,O,O,O,O,X,X,O
SZOLIJT,X,O,O,O,O,X,X,O
SZOLJTI,X,O,O,O,O,X,X,O
SZOLJIT,X,O,O,O,O,X,X,O
SZOJTIL,X,O,O,O,O,X,X,X
SZOJTLI,X,O,O,O,O,X,X,X
SZOJITL,X,O,O,O,O,X,X,X
SZOJILT,X,O,O,O,O,X,X,O
SZOJLTI,X,O,O,O,O,X,X,O
SZOJLIT,X,O,O,O,O,X,X,O
SOTILJZ,O,O,O,X,O,O,O,X
SOTILZJ,O,O,O,X,O,O,O,X
SOTIJLZ,O,X,O,X,O,O,O,X
SOTIJZL,O,X,O,X,O,O,X,X
SOTIZLJ,O,O,O,X,O,X,X,X
SOTIZJL,O,O,O,X,O,O,X,X
SOTLIJZ,O,O,O,X,O,O,O,X
SOTLIZJ,O,O,O,X,O,O,O,X
SOTLJIZ,O,O,O,X,O,O,O,X
SOTLJZI,O,O,O,X,O,O,O,X
SOTLZIJ,O,O,O,X,O,O,O,X
SOTLZJI,O,O,O,X,O,O,O,X
SOTJILZ,O,X,O,X,O,O,O,X
SOTJIZL,O,X,O,X,O,O,X,X
SOTJLIZ,O,X,O,X,O,O,O,X
SOTJLZI,O,X,O,X,O,O,O,X
SOTJZIL,O,X,O,X,O,O,X,X
SOTJZLI,O,X,O,X,O,O,X,X
SOTZILJ,O,O,O,X,O,X,X,X
SOTZIJL,O,O,O,X,O,O,X,X
SOTZLIJ,O,O,O,X,O,X,X,X
SOTZLJI,O,O,O,X,O,X,X,X
SOTZJIL,O,O,O,X,O,O,X,X
SOTZJLI,O,O,O,X,O,O,X,X
SOITLJZ,O,O,O,X,O,O,O,X
SOITLZJ,O,O,O,X,O,O,O,X
SOITJLZ,O,X,O,X,O,O,O,X
SOITJZL,O,X,O,X,O,O,X,X
SOITZLJ,O,O,O,X,O,X,X,X
SOITZJL,O,O,O,X,O,O,X,X
SOILTJZ,O,O,X,X,O,O,O,O
SOILTZJ,O,O,X,X,O,O,O,O
SOILJTZ,O,X,X,X,O,O,O,O
SOILJZT,O,O,X,X,O,O,X,O
SOILZTJ,X,O,X,X,O,O,O,O
SOILZJT,X,O,X,X,O,O,X,O
SOIJTLZ,O,X,O,X,O,O,X,X
SOIJTZL,O,X,O,X,O,O,X,X
SOIJLTZ,O,X,X,X,O,O,X,O
SOIJLZT,O,O,X,X,O,O,X,O
SOIJZTL,O,O,O,X,O,O,X,X
SOIJZLT,O,O,O,X,O,O,X,O
SOIZTLJ,X,O,O,X,O,X,X,X
SOIZTJL,X,O,O,X,O,O,X,X
SOIZLTJ,X,O,O,X,O,O,X,O
SOIZLJT,X,O,O,X,O,O,X,O
SOIZJTL,X,O,O,X,O,O,X,X
SOIZJLT,X,O,O,X,O,O,X,O
SOLTIJZ,O,O,X,X,O,O,O,O
SOLTIZJ,O,O,X,X,O,O,O,O
SOLTJIZ,O,O,X,X,O,O,O,O
SOLTJZI,O,O,X,X,O,O,O,O
SOLTZIJ,O,O,X,X,O,O,O,O
SOLTZJI,O,O,X,X,O,O,O,O
SOLITJZ,O,O,X,X,O,O,O,O
SOLITZJ,O,O,X,X,O,O,O,O
SOLIJTZ,O,X,X,X,O,O,O,O
SOLIJZT,O,O,X,X,O,O,X,O
SOLIZTJ,X,O,X,X,O,O,O,O
SOLIZJT,X,O,X,X,O,O,X,O
SOLJTIZ,O,X,X,X,O,O,O,O
SOLJTZI,O,X,X,X,O,O,O,O
SOLJITZ,O,X,X,X,O,O,O,O
SOLJIZT,O,O,X,X,O,O,X,O
SOLJZTI,O,O,X,X,O,O,X,O
SOLJZIT,O,O,X,X,O,O,X,O
SOLZTIJ,X,O,X,X,O,O,O,O
SOLZTJI,X,O,X,X,O,O,O,O
SOLZITJ,X,O,X,X,O,O,O,O
SOLZIJT,X,O,X,X,O,O,X,O
SOLZJTI,X,O,X,X,O,O,X,O
SOLZJIT,X,O,X,X,O,O,X,O
SOJTILZ,O,X,O,X,O,O,X,X
SOJTIZL,O,X,O,X,O,O,X,X
SOJTLIZ,O,X,O,X,O,O,X,X
SOJTLZI,O,X,O,X,O,O,X,X
SOJTZIL,O,X,O,X,O,O,X,X
SOJTZLI,O,X,O,X,O,O,X,X
SOJITLZ,O,X,O,X,O,O,X,X
SOJITZL,O,X,O,X,O,O,X,X
SOJILTZ,O,X,X,X,O,O,X,O
SOJILZT,O,O,X,X,O,O,X,O
SOJIZTL,O,O,O,X,O,O,X,X
SOJIZLT,O,O,O,X,O,O,X,O
SOJLTIZ,O,X,X,X,O,O,X,O
SOJLTZI,O,X,X,X,O,O,X,O
SOJLITZ,O,X,X,X,O,O,X,O
SOJLIZT,O,O,X,X,O,O,X,O
SOJLZTI,O,O,X,X,O,O,X,O
SOJLZIT,O,O,X,X,O,O,X,O
SOJZTIL,O,O,O,X,O,O,X,X
SOJZTLI,O,O,O,X,O,O,X,X
SOJZITL,O,O,O,X,O,O,X,X
SOJZILT,O,O,O,X,O,O,X,O
SOJZLTI,O,O,O,X,O,O,X,O
SOJZLIT,O,O,O,X,O,O,X,O
SOZTILJ,X,O,O,X,O,X,X,X
SOZTIJL,X,O,O,X,O,O,X,X
SOZTLIJ,X,O,O,X,O,X,X,X
SOZTLJI,X,O,O,X,O,X,X,X
SOZTJIL,X,O,O,X,O,O,X,X
SOZTJLI,X,O,O,X,O,O,X,X
SOZITLJ,X,O,O,X,O,X,X,X
SOZITJL,X,O,O,X,O,O,X,X
SOZILTJ,X,O,O,X,O,O,X,O
SOZILJT,X,O,O,X,O,O,X,O
SOZIJTL,X,O,O,X,O,O,X,X
SOZIJLT,X,O,O,X,O,O,X,O
SOZLTIJ,X,O,O,X,O,O,X,O
SOZLTJI,X,O,O,X,O,O,X,O
SOZLITJ,X,O,O,X,O,O,X,O
SOZLIJT,X,O,O,X,O,O,X,O
SOZLJTI,X,O,O,X,O,O,X,O
SOZLJIT,X,O,O,X,O,O,X,O
SOZJTIL,X,O,O,X,O,O,X,X
SOZJTLI,X,O,O,X,O,O,X,X
SOZJITL,X,O,O,X,O,O,X,X
SOZJILT,X,O,O,X,O,O,X,O
SOZJLTI,X,O,O,X,O,O,X,O
SOZJLIT,X,O,O,X,O,O,X,O
ZTILJSO,X,O,O,O,X,X,O,O
ZTILJOS,X,X,O,O,X,X,O,X
ZTILSJO,X,O,O,O,X,X,O,O
ZTILSOJ,X,O,O,O,X,X,O,O
ZTILOJS,X,X,O,O,X,X,O,O
ZTILOSJ,X,X,O,O,X,X,O,O
ZTIJLSO,O,O,O,O,X,X,O,O
ZTIJLOS,O,X,O,O,X,X,O,X
ZTIJSLO,O,O,O,O,O,X,O,X
ZTIJSOL,O,O,O,O,X,X,X,X
ZTIJOLS,O,X,O,O,X,X,X,X
ZTIJOSL,O,O,O,O,X,X,X,X
ZTISLJO,O,O,O,O,O,X,O,X
ZTISLOJ,O,O,O,O,O,X,O,X
ZTISJLO,O,O,O,O,O,X,O,X
ZTISJOL,O,O,O,O,X,X,X,X
ZTISOLJ,O,O,O,O,O,X,X,X
ZTISOJL,O,O,O,X,O,X,X,X
ZTIOLJS,X,X,O,X,X,X,X,O
ZTIOLSJ,X,X,O,X,X,X,X,O
ZTIOJLS,O,X,O,X,X,X,X,O
ZTIOJSL,O,O,O,X,O,X,X,X
ZTIOSLJ,O,O,O,X,O,X,X,X
ZTIOSJL,O,O,O,X,O,X,X,X
ZTLIJSO,X,O,O,O,X,X,O,O
ZTLIJOS,X,X,O,O,X,X,O,X
ZTLISJO,X,O,O,O,X,X,O,O
ZTLISOJ,X,O,O,O,X,X,O,O
ZTLIOJS,X,X,O,O,X,X,O,O
ZTLIOSJ,X,X,O,O,X,X,O,O
ZTLJISO,X,O,O,O,X,X,O,O
ZTLJIOS,X,X,O,O,X,X,O,X
ZTLJSIO,X,O,O,O,X,X,O,O
ZTLJSOI,X,O,O,O,X,X,O,O
ZTLJOIS,X,X,O,O,X,X,O,X
ZTLJOSI,X,X,O,O,X,X,O,X
ZTLSIJO,X,O,O,O,X,X,O,O
ZTLSIOJ,X,O,O,O,X,X,O,O
ZTLSJIO,X,O,O,O,X,X,O,O
ZTLSJOI,X,O,O,O,X,X,O,O
ZTLSOIJ,X,O,O,O,X,X,O,O
ZTLSOJI,X,O,O,O,X,X,O,O
ZTLOIJS,X,X,O,O,X,X,O,O
ZTLOISJ,X,X,O,O,X,X,O,O
ZTLOJIS,X,X,O,O,X,X,O,O
ZTLOJSI,X,X,O,O,X,X,O,O
ZTLOSIJ,X,X,O,O,X,X,O,O
ZTLOSJI,X,X,O,O,X,X,O,O
ZTJILSO,O,O,O,O,X,X,O,O
ZTJILOS,O,X,O,O,X,X,O,X
ZTJISLO,O,O,O,O,O,X,O,X
ZTJISOL,O,O,O,O,X,X,X,X
ZTJIOLS,O,X,O,O,X,X,X,X
ZTJIOSL,O,O,O,O,X,X,X,X
ZTJLISO,O,O,O,O,X,X,O,O
ZTJLIOS,O,X,O,O,X,X,O,X
ZTJLSIO,O,O,O,O,X,X,O,O
ZTJLSOI,O,O,O,O,X,X,O,O
ZTJLOIS,O,X,O,O,X,X,O,X
ZTJLOSI,O,X,O,O,X,X,O,X
ZTJSILO,O,O,O,O,O,X,O,X
ZTJSIOL,O,O,O,O,X,X,X,X
ZTJSLIO,O,O,O,O,O,X,O,X
ZTJSLOI,O,O,O,O,X,X,O,X
ZTJSOIL,O,O,O,O,X,X,X,X
ZTJSOLI,O,O,O,O,X,X,X,X
ZTJOILS,O,X,O,O,X,X,X,X
ZTJOISL,O,O,O,O,X,X,X,X
ZTJOLIS,O,X,O,O,X,X,X,X
ZTJOLSI,O,X,O,O,X,X,X,X
ZTJOSIL,O,O,O,O,X,X,X,X
ZTJOSLI,O,O,O,O,X,X,X,X
ZTSILJO,O,O,O,O,O,X,O,X
ZTSILOJ,O,O,O,O,O,X,O,X
ZTSIJLO,O,O,O,O,O,X,O,X
ZTSIJOL,O,O,O,O,X,X,X,X
ZTSIOLJ,O,O,O,O,O,X,X,X
ZTSIOJL,O,O,O,X,O,X,X,X
ZTSLIJO,O,O,O,O,O,X,O,X
ZTSLIOJ,O,O,O,O,O,X,O,X
ZTSLJIO,O,O,O,O,O,X,O,X
ZTSLJOI,O,O,O,O,X,X,O,X
ZTSLOIJ,O,O,O,O,O,X,O,X
ZTSLOJI,O,O,O,O,O,X,O,X
ZTSJILO,O,O,O,O,O,X,O,X
ZTSJIOL,O,O,O,O,X,X,X,X
ZTSJLIO,O,O,O,O,O,X,O,X
ZTSJLOI,O,O,O,O,X,X,O,X
ZTSJOIL,O,O,O,O,X,X,X,X
ZTSJOLI,O,O,O,O,X,X,X,X
ZTSOILJ,O,O,O,O,O,X,X,X
ZTSOIJL,O,O,O,X,O,X,X,X
ZTSOLIJ,O,O,O,O,O,X,X,X
ZTSOLJI,O,O,O,O,O,X,X,X
ZTSOJIL,O,O,O,X,O,X,X,X
ZTSOJLI,O,O,O,X,O,X,X,X
ZTOILJS,X,X,O,X,X,X,X,O
ZTOILSJ,X,X,O,X,X,X,X,O
ZTOIJLS,O,X,O,X,X,X,X,O
ZTOIJSL,O,O,O,X,O,X,X,X
ZTOISLJ,O,O,O,X,O,X,X,X
ZTOISJL,O,O,O,X,O,X,X,X
ZTOLIJS,X,X,O,X,X,X,X,O
ZTOLISJ,X,X,O,X,X,X,X,O
ZTOLJIS,X,X,O,X,X,X,X,O
ZTOLJSI,X,X,O,X,X,X,X,O
ZTOLSIJ,X,X,O,X,X,X,X,O
ZTOLSJI,X,X,O,X,X,X,X,O
ZTOJILS,O,X,O,X,X,X,X,O
ZTOJISL,O,O,O,X,O,X,X,X
ZTOJLIS,O,X,O,X,X,X,X,O
ZTOJLSI,O,X,O,X,X,X,X,O
ZTOJSIL,O,O,O,X,O,X,X,X
ZTOJSLI,O,O,O,X,O,X,X,X
ZTOSILJ,O,O,O,X,O,X,X,X
ZTOSIJL,O,O,O,X,O,X,X,X
ZTOSLIJ,O,O,O,X,O,X,X,X
ZTOSLJI,O,O,O,X,O,X,X,X
ZTOSJIL,O,O,O,X,O,X,X,X
ZTOSJLI,O,O,O,X,O,X,X,X
ZITLJSO,X,O,O,O,X,X,O,O
ZITLJOS,X,X,O,O,X,X,O,X
ZITLSJO,X,O,O,O,X,X,O,O
ZITLSOJ,X,O,O,O,X,X,O,O
ZITLOJS,X,X,O,O,X,X,O,O
ZITLOSJ,X,X,O,O,X,X,O,O
ZITJLSO,O,O,O,O,X,X,O,O
ZITJLOS,O,X,O,O,X,X,O,X
ZITJSLO,O,O,O,O,O,X,O,X
ZITJSOL,O,O,O,O,X,X,X,X
ZITJOLS,O,X,O,O,X,X,X,X
ZITJOSL,O,O,O,O,X,X,X,X
ZITSLJO,O,O,O,O,O,X,O,X
ZITSLOJ,O,O,O,O,O,X,O,X
ZITSJLO,O,O,O,O,O,X,O,X
ZITSJOL,O,O,O,O,X,X,X,X
ZITSOLJ,O,O,O,O,O,X,X,X
ZITSOJL,O,O,O,X,O,X,X,X
ZITOLJS,X,X,O,X,X,X,X,O
ZITOLSJ,X,X,O,X,X,X,X,O
ZITOJLS,O,X,O,X,X,X,X,O
ZITOJSL,O,O,O,X,O,X,X,X
ZITOSLJ,O,O,O,X,O,X,X,X
ZITOSJL,O,O,O,X,O,X,X,X
ZILTJSO,X,O,O,O,X,O,O,O
ZILTJOS,X,X,O,O,X,O,O,X
ZILTSJO,X,O,O,O,X,O,O,O
ZILTSOJ,X,O,O,O,X,X,O,O
ZILTOJS,X,X,O,O,X,X,O,O
ZILTOSJ,X,X,O,O,X,X,O,O
ZILJTSO,X,O,O,O,X,O,X,O
ZILJTOS,X,X,O,O,X,O,X,X
ZILJSTO,X,O,O,O,X,O,X,O
ZILJSOT,X,O,X,O,X,O,X,O
ZILJOTS,X,X,X,O,X,O,X,O
ZILJOST,X,X,X,O,X,O,X,O
ZILSTJO,X,O,O,O,X,O,O,O
ZILSTOJ,X,O,O,O,X,X,O,O
ZILSJTO,X,O,O,O,X,O,X,O
ZILSJOT,X,O,X,O,X,O,X,O
ZILSOTJ,X,O,O,O,X,X,O,O
ZILSOJT,X,O,O,O,X,X,X,O
ZILOTJS,X,X,O,O,X,X,O,O
ZILOTSJ,X,X,O,O,X,X,O,O
ZILOJTS,X,X,O,O,X,X,X,O
ZILOJST,X,X,O,O,X,X,X,O
ZILOSTJ,X,X,O,O,X,X,O,O
ZILOSJT,X,X,O,O,X,X,X,O
ZIJTLSO,O,O,O,O,X,O,X,O
ZIJTLOS,O,X,O,O,X,O,X,X
ZIJTSLO,O,O,O,O,X,O,X,X
ZIJTSOL,O,O,O,O,X,O,X,X
ZIJTOLS,O,X,O,O,X,O,X,X
ZIJTOSL,O,O,O,O,X,O,X,X
ZIJLTSO,O,O,O,O,X,O,X,O
ZIJLTOS,O,X,O,O,X,O,X,X
ZIJLSTO,O,O,O,O,X,O,X,O
ZIJLSOT,O,O,X,O,X,O,X,O
ZIJLOTS,X,X,X,O,X,O,X,O
ZIJLOST,X,X,X,O,X,O,X,O
ZIJSTLO,O,O,O,O,X,O,X,X
ZIJSTOL,O,O,O,O,X,O,X,X
ZIJSLTO,O,O,O,O,X,O,X,O
ZIJSLOT,O,O,X,O,X,O,X,O
ZIJSOTL,O,O,O,O,X,O,X,X
ZIJSOLT,O,O,O,O,X,O,X,X
ZIJOTLS,O,X,O,O,X,O,X,O
ZIJOTSL,O,O,O,O,X,O,X,X
ZIJOLTS,X,X,O,O,X,O,X,O
ZIJOLST,X,X,O,O,X,O,X,O
ZIJOSTL,O,O,O,O,X,O,X,X
ZIJOSLT,O,O,O,O,X,O,X,O
ZISTLJO,O,O,O,O,O,X,O,X
ZISTLOJ,O,O,O,O,O,X,O,X
ZISTJLO,O,O,O,O,O,X,O,X
ZISTJOL,O,O,O,O,O,X,X,X
ZISTOLJ,O,O,O,O,O,X,X,X
ZISTOJL,O,O,O,X,O,X,X,X
ZISLTJO,O,O,O,O,O,X,O,O
ZISLTOJ,O,O,O,O,O,X,O,O
ZISLJTO,O,O,O,O,X,X,X,O
ZISLJOT,O,O,X,O,O,X,X,O
ZISLOTJ,X,O,O,O,O,X,O,O
ZISLOJT,X,O,O,O,O,X,X,O
ZISJTLO,O,O,O,O,O,X,X,X
ZISJTOL,O,O,O,O,O,X,X,X
ZISJLTO,O,O,O,O,X,X,X,O
ZISJLOT,O,O,X,O,O,X,X,O
ZISJOTL,O,O,O,O,O,X,X,X
ZISJOLT,O,O,O,O,O,X,X,X
ZISOTLJ,X,O,O,O,O,X,X,X
ZISOTJL,X,O,O,X,O,X,X,X
ZISOLTJ,X,O,O,O,O,X,X,O
ZISOLJT,X,O,O,O,O,X,X,O
ZISOJTL,X,O,O,O,O,X,X,X
ZISOJLT,X,O,O,O,O,X,X,O
ZIOTLJS,X,X,O,X,X,X,X,O
ZIOTLSJ,X,X,O,X,X,X,X,O
ZIOTJLS,X,X,O,X,X,X,X,O
ZIOTJSL,X,O,O,X,O,X,X,X
ZIOTSLJ,X,O,O,X,O,X,X,X
ZIOTSJL,X,O,O,X,O,X,X,X
ZIOLTJS,X,X,O,O,X,O,X,O
ZIOLTSJ,X,X,O,O,X,O,X,O
ZIOLJTS,X,X,O,O,X,O,X,O
ZIOLJST,X,X,O,O,X,O,X,O
ZIOLSTJ,X,X,O,O,X,O,X,O
ZIOLSJT,X,X,O,O,X,O,X,O
ZIOJTLS,X,X,O,O,X,O,X,O
ZIOJTSL,X,O,O,O,O,O,X,X
ZIOJLTS,X,X,O,O,X,O,X,O
ZIOJLST,X,X,O,O,X,O,X,O
ZIOJSTL,X,O,O,O,O,O,X,X
ZIOJSLT,X,O,O,O,O,O,X,O
ZIOSTLJ,X,O,O,O,O,X,X,X
ZIOSTJL,X,O,O,X,O,O,X,X
ZIOSLTJ,X,O,O,O,O,O,X,O
ZIOSLJT,X,O,O,O,O,O,X,O
ZIOSJTL,X,O,O,O,O,O,X,X
ZIOSJLT,X,O,O,O,O,O,X,O
ZLTIJSO,X,O,O,O,X,O,O,O
ZLTIJOS,X,X,O,O,X,O,O,X
ZLTISJO,X,O,O,O,X,O,O,O
ZLTISOJ,X,O,O,O,X,X,O,O
ZLTIOJS,X,X,O,O,X,X,O,O
ZLTIOSJ,X,X,O,O,X,X,O,O
ZLTJISO,X,O,O,O,X,O,O,O
ZLTJIOS,X,X,O,O,X,O,O,X
ZLTJSIO,X,O,O,O,X,O,O,O
ZLTJSOI,X,O,O,O,X,O,O,O
ZLTJOIS,X,X,O,O,X,O,O,X
ZLTJOSI,X,X,O,O,X,O,O,X
ZLTSIJO,X,O,O,O,X,O,O,O
ZLTSIOJ,X,O,O,O,X,X,O,O
ZLTSJIO,X,O,O,O,X,O,O,O
ZLTSJOI,X,O,O,O,X,O,O,O
ZLTSOIJ,X,O,O,O,X,X,O,O
ZLTSOJI,X,O,O,O,X,X,O,O
ZLTOIJS,X,X,O,O,X,X,O,O
ZLTOISJ,X,X,O,O,X,X,O,O
ZLTOJIS,X,X,O,O,X,X,O,O
ZLTOJSI,X,X,O,O,X,X,O,O
ZLTOSIJ,X,X,O,O,X,X,O,O
ZLTOSJI,X,X,O,O,X,X,O,O
ZLITJSO,X,O,O,O,X,O,O,O
ZLITJOS,X,X,O,O,X,O,O,X
ZLITSJO,X,O,O,O,X,O,O,O
ZLITSOJ,X,O,O,O,X,X,O,O
ZLITOJS,X,X,O,O,X,X,O,O
ZLITOSJ,X,X,O,O,X,X,O,O
ZLIJTSO,X,O,O,O,X,O,X,O
ZLIJTOS,X,X,O,O,X,O,X,X
ZLIJSTO,X,O,O,O,X,O,X,O
ZLIJSOT,X,O,X,O,X,O,X,O
ZLIJOTS,X,X,X,O,X,O,X,O
ZLIJOST,X,X,X,O,X,O,X,O
ZLISTJO,X,O,O,O,X,O,O,O
ZLISTOJ,X,O,O,O,X,X,O,O
ZLISJTO,X,O,O,O,X,O,X,O
ZLISJOT,X,O,X,O,X,O,X,O
ZLISOTJ,X,O,O,O,X,X,O,O
ZLISOJT,X,O,O,O,X,X,X,O
ZLIOTJS,X,X,O,O,X,X,O,O
ZLIOTSJ,X,X,O,O,X,X,O,O
ZLIOJTS,X,X,O,O,X,X,X,O
ZLIOJST,X,X,O,O,X,X,X,O
ZLIOSTJ,X,X,O,O,X,X,O,O
ZLIOSJT,X,X,O,O,X,X,X,O
ZLJTISO,X,O,O,O,X,O,X,O
ZLJTIOS,X,X,O,O,X,O,X,X
ZLJTSIO,X,O,O,O,X,O,X,O
ZLJTSOI,X,O,O,O,X,O,X,O
ZLJTOIS,X,X,O,O,X,O,X,X
ZLJTOSI,X,X,O,O,X,O,X,X
ZLJITSO,X,O,O,O,X,O,X,O
ZLJITOS,X,X,O,O,X,O,X,X
ZLJISTO,X,O,O,O,X,O,X,O
ZLJISOT,X,O,X,O,X,O,X,O
ZLJIOTS,X,X,X,O,X,O,X,O
ZLJIOST,X,X,X,O,X,O,X,O
ZLJSTIO,X,O,O,O,X,O,X,O
ZLJSTOI,X,O,O,O,X,O,X,O
ZLJSITO,X,O,O,O,X,O,X,O
ZLJSIOT,X,O,X,O,X,O,X,O
ZLJSOTI,X,O,X,O,X,O,X,O
ZLJSOIT,X,O,X,O,X,O,X,O
ZLJOTIS,X,X,X,O,X,O,X,O
ZLJOTSI,X,X,X,O,X,O,X,O
ZLJOITS,X,X,X,O,X,O,X,O
ZLJOIST,X,X,X,O,X,O,X,O
ZLJOSTI,X,X,X,O,X,O,X,O
ZLJOSIT,X,X,X,O,X,O,X,O
ZLSTIJO,X,O,O,O,X,O,O,O
ZLSTIOJ,X,O,O,O,X,X,O,O
ZLSTJIO,X,O,O,O,X,O,O,O
ZLSTJOI,X,O,O,O,X,O,O,O
ZLSTOIJ,X,O,O,O,X,X,O,O
ZLSTOJI,X,O,O,O,X,X,O,O
ZLSITJO,X,O,O,O,X,O,O,O
ZLSITOJ,X,O,O,O,X,X,O,O
ZLSIJTO,X,O,O,O,X,O,X,O
ZLSIJOT,X,O,X,O,X,O,X,O
ZLSIOTJ,X,O,O,O,X,X,O,O
ZLSIOJT,X,O,O,O,X,X,X,O
ZLSJTIO,X,O,O,O,X,O,X,O
ZLSJTOI,X,O,O,O,X,O,X,O
ZLSJITO,X,O,O,O,X,O,X,O
ZLSJIOT,X,O,X,O,X,O,X,O
ZLSJOTI,X,O,X,O,X,O,X,O
ZLSJOIT,X,O,X,O,X,O,X,O
ZLSOTIJ,X,O,O,O,X,X,O,O
ZLSOTJI,X,O,O,O,X,X,O,O
