sequence,v115@EhD8EeF8DeG8BeE8Jei6IvhF3bB1hBxdBWlBTmB0qB,v115@EhD8EeF8DeG8BeE8Je//IvhFUbBxdBlhBilBGmBzqB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBflB0gBlhBGmBzqB,v115@EhD8EeF8DeG8BeE8Jei6IvhFFcBxdBflB0gBumBzqB,v115@EhD8EeF8DeG8BeE8JeT6IvhF/gBxdBUlBOrBlmBCrB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBzfBfmBlhBGmB0qB,v115@EhD8EeF8DeG8BeE8Je//IvhFUbBxdBTlBOrBlmBCrB,v115@EhD8EeF8DeG8BeE8JeT6IvhFxdBXgBlhBuqBilBcrB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBzfBlhBUmB+lBXrB
ZTLSIOJ,O,O,O,X,X,X,X,X,X
ZTLSJIO,O,O,O,X,X,X,X,X,X
ZTLSJOI,O,O,O,X,X,X,X,X,X
ZTLSOIJ,O,O,O,X,X,X,X,X,X
ZTLSOJI,X,O,O,X,X,X,X,X,X
ZTLOIJS,O,X,X,X,X,X,X,X,O
ZTLOISJ,O,X,X,X,X,O,X,X,O
ZTLOJIS,O,X,X,X,X,X,X,X,O
ZTLOJSI,O,X,X,X,X,X,X,X,O
ZTLOSIJ,O,X,X,X,X,O,X,X,O
ZTLOSJI,O,X,X,X,X,O,X,X,O
ZTJILSO,O,X,X,X,X,X,X,X,X
ZTJILOS,O,X,X,X,X,X,X,X,X
ZTJISLO,O,X,X,X,O,X,X,X,X
ZTJISOL,O,X,X,X,O,X,X,O,X
ZTJIOLS,O,X,X,X,X,X,X,X,O
ZTJIOSL,O,X,X,X,O,X,X,X,O
ZTJLISO,O,X,X,X,X,X,X,X,X
ZTJLIOS,O,X,X,X,X,X,X,X,X
ZTJLSIO,O,X,X,X,X,X,X,X,X
ZTJLSOI,O,X,X,X,X,X,X,X,X
ZTJLOIS,O,X,X,X,X,X,X,X,X
ZTJLOSI,O,X,X,X,X,X,X,X,X
ZTJSILO,O,X,X,X,O,X,X,X,X
ZTJSIOL,O,X,X,X,O,X,X,O,X
ZTJSLIO,O,X,X,X,O,X,X,X,X
ZTJSLOI,O,X,X,X,O,X,X,X,X
ZTJSOIL,O,X,X,X,O,X,X,O,X
ZTJSOLI,O,X,X,X,O,X,X,O,X
ZTJOILS,O,X,X,X,X,X,X,X,O
ZTJOISL,O,X,X,X,O,X,X,X,O
ZTJOLIS,O,X,X,X,X,X,X,X,O
ZTJOLSI,O,X,X,X,X,X,X,X,O
ZTJOSIL,O,X,X,X,O,X,X,X,O
ZTJOSLI,O,X,X,X,O,X,X,X,O
ZTSILJO,O,O,O,X,X,X,X,X,X
ZTSILOJ,O,O,O,X,X,O,X,X,X
ZTSIJLO,O,O,O,X,O,X,X,X,X
ZTSIJOL,O,X,X,X,O,O,X,X,X
ZTSIOLJ,O,O,O,X,X,O,X,X,O
ZTSIOJL,O,X,X,X,O,O,X,O,O
ZTSLIJO,O,O,O,X,X,X,X,X,X
ZTSLIOJ,O,O,O,X,X,O,X,X,X
ZTSLJIO,O,O,O,X,X,X,X,X,X
ZTSLJOI,O,O,O,X,X,X,X,X,X
ZTSLOIJ,O,O,O,X,X,O,X,X,X
ZTSLOJI,X,O,O,X,X,O,X,X,X
ZTSJILO,O,O,O,X,O,X,X,X,X
ZTSJIOL,O,X,X,X,O,O,X,X,X
ZTSJLIO,O,O,O,X,O,X,X,X,X
ZTSJLOI,O,O,O,X,O,X,X,X,X
ZTSJOIL,O,X,X,X,O,O,X,X,X
ZTSJOLI,O,X,X,X,O,O,X,X,X
ZTSOILJ,O,O,O,X,X,O,X,X,O
ZTSOIJL,O,X,X,X,O,O,X,O,O
ZTSOLIJ,O,O,O,X,X,O,X,X,O
ZTSOLJI,X,O,O,X,X,O,X,X,O
ZTSOJIL,O,X,X,X,O,O,X,O,O
ZTSOJLI,O,X,X,X,O,O,X,O,O
ZTOILJS,O,X,X,X,X,X,X,X,O
ZTOILSJ,O,X,X,X,X,O,X,X,O
ZTOIJLS,O,X,X,X,X,X,X,X,O
ZTOIJSL,O,X,X,X,O,X,X,X,O
ZTOISLJ,O,O,O,X,X,O,X,X,O
ZTOISJL,O,X,O,X,O,O,X,O,O
ZTOLIJS,O,X,X,X,X,X,X,X,O
ZTOLISJ,O,X,X,X,X,O,X,X,O
ZTOLJIS,O,X,X,X,X,X,X,X,O
ZTOLJSI,O,X,X,X,X,X,X,X,O
ZTOLSIJ,O,X,X,X,X,O,X,X,O
ZTOLSJI,O,X,X,X,X,O,X,X,O
ZTOJILS,O,X,X,X,X,X,X,X,O
ZTOJISL,O,X,X,X,O,X,X,X,O
ZTOJLIS,O,X,X,X,X,X,X,X,O
ZTOJLSI,O,X,X,X,X,X,X,X,O
ZTOJSIL,O,X,X,X,O,X,X,X,O
ZTOJSLI,O,X,X,X,O,X,X,X,O
ZTOSILJ,O,O,O,X,X,O,X,X,O
ZTOSIJL,O,X,O,X,O,O,X,O,O
ZTOSLIJ,O,O,O,X,X,O,X,X,O
ZTOSLJI,O,O,O,X,X,O,X,X,O
ZTOSJIL,O,X,O,X,O,O,X,O,O
ZTOSJLI,O,X,O,X,O,O,X,O,O
ZITLJSO,O,X,X,X,X,X,X,X,X
ZITLJOS,O,X,X,X,X,X,X,X,X
ZITLSJO,O,O,O,X,X,X,X,X,X
ZITLSOJ,O,O,O,X,X,X,X,X,X
ZITLOJS,O,X,X,X,X,X,X,X,O
ZITLOSJ,O,X,X,X,X,O,X,X,O
ZITJLSO,O,X,X,X,X,X,X,X,X
ZITJLOS,O,X,X,X,X,X,X,X,X
ZITJSLO,O,X,X,X,O,X,X,X,X
ZITJSOL,O,X,X,X,O,X,X,O,X
ZITJOLS,O,X,X,X,X,X,X,X,O
ZITJOSL,O,X,X,X,O,X,X,X,O
ZITSLJO,O,O,O,X,X,X,X,X,X
ZITSLOJ,O,O,O,X,X,O,X,X,X
ZITSJLO,O,O,O,X,O,X,X,X,X
ZITSJOL,O,X,X,X,O,O,X,X,X
ZITSOLJ,O,O,O,X,X,O,X,X,O
ZITSOJL,O,X,X,X,O,O,X,O,O
ZITOLJS,O,X,X,X,X,X,X,X,O
ZITOLSJ,O,X,X,X,X,O,X,X,O
ZITOJLS,O,X,X,X,X,X,X,X,O
ZITOJSL,O,X,X,X,O,X,X,X,O
ZITOSLJ,O,O,O,X,X,O,X,X,O
ZITOSJL,O,X,O,X,O,O,X,O,O
ZILTJSO,O,X,X,X,X,X,X,X,X
ZILTJOS,O,X,X,X,X,X,X,X,X
ZILTSJO,O,O,O,X,X,X,X,X,X
ZILTSOJ,O,O,O,X,X,X,X,X,X
ZILTOJS,O,X,X,X,X,X,X,X,O
ZILTOSJ,O,X,X,X,X,O,X,X,O
ZILJTSO,O,X,X,O,X,X,X,X,X
ZILJTOS,O,X,X,O,X,X,X,X,X
ZILJSTO,O,X,X,O,O,X,X,X,X
ZILJSOT,O,X,X,O,O,X,X,X,X
ZILJOTS,O,X,X,O,X,X,X,X,X
ZILJOST,O,X,X,O,O,O,X,X,X
ZILSTJO,O,O,O,O,X,X,X,X,X
ZILSTOJ,O,O,O,O,X,O,X,X,X
ZILSJTO,O,O,O,O,O,X,X,X,X
ZILSJOT,O,X,X,O,O,X,X,X,X
ZILSOTJ,O,O,O,O,X,O,X,X,X
ZILSOJT,O,X,O,O,O,O,X,X,X
ZILOTJS,O,X,X,X,X,X,X,X,O
ZILOTSJ,O,X,X,X,X,O,X,X,O
ZILOJTS,O,X,X,X,X,X,X,X,O
ZILOJST,O,X,X,X,O,O,X,X,X
ZILOSTJ,O,X,O,O,X,O,X,X,O
ZILOSJT,O,X,O,O,O,O,X,X,X
ZIJTLSO,O,X,X,O,X,X,X,X,X
ZIJTLOS,O,X,X,O,X,X,X,X,X
ZIJTSLO,O,X,X,O,O,X,X,X,X
ZIJTSOL,O,X,X,X,O,X,X,O,X
ZIJTOLS,O,X,X,O,X,X,X,X,O
ZIJTOSL,O,X,X,O,O,X,X,X,O
ZIJLTSO,O,X,X,O,X,X,X,X,X
ZIJLTOS,O,X,X,O,X,X,X,X,X
ZIJLSTO,O,X,X,O,O,X,X,X,X
ZIJLSOT,O,X,X,O,O,X,X,X,X
ZIJLOTS,O,X,X,O,X,X,X,X,X
ZIJLOST,O,X,X,O,O,O,X,X,X
ZIJSTLO,O,X,X,O,O,X,X,X,X
ZIJSTOL,O,X,X,O,O,O,X,O,X
ZIJSLTO,O,X,X,O,O,X,X,X,X
ZIJSLOT,O,X,X,O,O,X,X,X,X
ZIJSOTL,O,X,X,O,O,O,O,O,X
ZIJSOLT,O,X,X,O,O,O,O,X,X
ZIJOTLS,O,X,X,O,X,X,X,X,O
ZIJOTSL,O,X,X,O,O,X,X,X,O
ZIJOLTS,O,X,X,O,X,X,X,X,O
ZIJOLST,O,X,X,O,O,O,X,X,X
ZIJOSTL,O,X,X,O,O,O,O,X,X
ZIJOSLT,O,X,X,O,O,O,O,X,X
ZISTLJO,O,O,O,O,X,X,X,X,X
ZISTLOJ,O,O,O,O,X,O,X,X,X
ZISTJLO,O,O,O,O,O,X,X,X,X
ZISTJOL,O,X,X,X,O,O,X,X,X
ZISTOLJ,O,O,O,O,X,O,X,X,O
ZISTOJL,O,X,X,X,O,O,O,O,O
ZISLTJO,O,O,O,O,X,X,X,X,X
ZISLTOJ,O,O,O,O,X,O,X,X,X
ZISLJTO,O,O,O,O,O,X,X,X,X
ZISLJOT,O,X,X,O,O,X,X,X,X
ZISLOTJ,O,O,O,O,X,O,X,X,X
ZISLOJT,O,O,O,O,O,O,O,X,X
ZISJTLO,O,O,O,O,O,X,X,X,X
ZISJTOL,O,X,X,O,O,O,X,O,X
ZISJLTO,O,O,O,O,O,X,X,X,X
ZISJLOT,O,X,X,O,O,X,X,X,X
ZISJOTL,O,X,X,O,O,O,O,O,X
ZISJOLT,O,O,X,O,O,O,O,X,X
ZISOTLJ,O,O,O,O,X,O,X,X,O
ZISOTJL,O,X,O,O,O,O,O,O,O
ZISOLTJ,O,O,O,O,X,O,X,X,O
ZISOLJT,O,O,O,O,O,O,O,X,X
ZISOJTL,O,X,O,O,O,O,O,O,X
ZISOJLT,O,O,O,O,O,O,O,X,X
ZIOTLJS,O,X,X,X,X,X,X,X,O
ZIOTLSJ,O,X,X,O,X,O,X,X,O
ZIOTJLS,O,X,X,X,X,X,X,X,O
ZIOTJSL,O,X,X,O,O,X,X,X,O
ZIOTSLJ,O,O,O,O,X,O,X,X,O
ZIOTSJL,O,X,O,O,O,O,X,O,O
ZIOLTJS,O,X,X,X,X,X,X,X,O
ZIOLTSJ,O,O,X,O,X,O,X,X,O
ZIOLJTS,O,X,X,X,X,X,X,X,O
ZIOLJST,O,X,X,X,O,O,X,X,X
ZIOLSTJ,O,O,O,O,X,O,X,X,O
ZIOLSJT,O,O,O,O,O,O,X,X,X
ZIOJTLS,O,X,X,X,X,X,X,X,O
ZIOJTSL,O,X,X,O,O,X,X,X,O
ZIOJLTS,O,X,X,X,X,X,X,X,O
ZIOJLST,O,X,X,X,O,O,X,X,X
ZIOJSTL,O,X,X,X,O,O,O,X,X
ZIOJSLT,O,X,X,X,O,O,O,X,X
ZIOSTLJ,O,O,O,O,X,O,X,X,O
ZIOSTJL,O,X,O,O,O,O,O,O,O
ZIOSLTJ,O,O,O,O,X,O,X,X,O
ZIOSLJT,O,O,O,O,O,O,O,X,X
ZIOSJTL,O,X,O,O,O,O,O,O,X
ZIOSJLT,O,O,O,O,O,O,O,X,X
ZLTIJSO,O,X,X,X,X,X,X,X,X
ZLTIJOS,O,X,X,X,X,X,X,X,X
ZLTISJO,O,O,O,X,X,X,X,X,X
ZLTISOJ,O,O,O,X,X,X,X,X,X
ZLTIOJS,O,X,X,X,X,X,X,X,O
ZLTIOSJ,O,X,X,X,X,O,X,X,O
ZLTJISO,O,X,X,X,X,X,X,X,X
ZLTJIOS,O,X,X,X,X,X,X,X,X
ZLTJSIO,O,X,X,X,X,X,X,X,X
ZLTJSOI,O,X,X,X,X,X,X,X,X
ZLTJOIS,O,X,X,X,X,X,X,X,X
ZLTJOSI,O,X,X,X,X,X,X,X,X
ZLTSIJO,O,O,O,X,X,X,X,X,X
ZLTSIOJ,O,O,O,X,X,X,X,X,X
ZLTSJIO,O,O,O,X,X,X,X,X,X
ZLTSJOI,O,O,O,X,X,X,X,X,X
ZLTSOIJ,O,O,O,X,X,X,X,X,X
ZLTSOJI,X,O,O,X,X,X,X,X,X
ZLTOIJS,O,X,X,X,X,X,X,X,O
ZLTOISJ,O,X,X,X,X,O,X,X,O
ZLTOJIS,O,X,X,X,X,X,X,X,O
ZLTOJSI,O,X,X,X,X,X,X,X,O
ZLTOSIJ,O,X,X,X,X,O,X,X,O
ZLTOSJI,O,X,X,X,X,O,X,X,O
ZLITJSO,O,X,X,X,X,X,X,X,X
ZLITJOS,O,X,X,X,X,X,X,X,X
ZLITSJO,O,O,O,X,X,X,X,X,X
ZLITSOJ,O,O,O,X,X,X,X,X,X
ZLITOJS,O,X,X,X,X,X,X,X,O
ZLITOSJ,O,X,X,X,X,O,X,X,O
ZLIJTSO,O,X,X,O,X,X,X,X,X
ZLIJTOS,O,X,X,O,X,X,X,X,X
ZLIJSTO,O,X,X,O,O,X,X,X,X
ZLIJSOT,O,X,X,O,O,X,X,X,X
ZLIJOTS,O,X,X,O,X,X,X,X,X
ZLIJOST,O,X,X,O,O,O,X,X,X
ZLISTJO,O,O,O,O,X,X,X,X,X
ZLISTOJ,O,O,O,O,X,O,X,X,X
ZLISJTO,O,O,O,O,O,X,X,X,X
ZLISJOT,O,X,X,O,O,X,X,X,X
ZLISOTJ,O,O,O,O,X,O,X,X,X
ZLISOJT,O,X,O,O,O,O,X,X,X
ZLIOTJS,O,X,X,X,X,X,X,X,O
ZLIOTSJ,O,X,X,X,X,O,X,X,O
ZLIOJTS,O,X,X,X,X,X,X,X,O
ZLIOJST,O,X,X,X,O,O,X,X,X
ZLIOSTJ,O,X,O,O,X,O,X,X,O
ZLIOSJT,O,X,O,O,O,O,X,X,X
ZLJTISO,O,X,X,O,X,X,X,X,X
ZLJTIOS,O,X,X,O,X,X,X,X,X
ZLJTSIO,O,X,X,X,X,X,X,X,X
ZLJTSOI,O,X,X,X,X,X,X,X,X
ZLJTOIS,O,X,X,X,X,X,X,X,X
ZLJTOSI,O,X,X,X,X,X,X,X,X
ZLJITSO,O,X,X,O,X,X,X,X,X
ZLJITOS,O,X,X,O,X,X,X,X,X
ZLJISTO,O,X,X,O,O,X,X,X,X
ZLJISOT,O,X,X,O,O,X,X,X,X
ZLJIOTS,O,X,X,O,X,X,X,X,X
ZLJIOST,O,X,X,O,O,O,X,X,X
ZLJSTIO,O,X,X,O,O,X,X,X,X
ZLJSTOI,O,X,X,O,O,X,X,X,X
ZLJSITO,O,X,X,O,O,X,X,X,X
ZLJSIOT,O,X,X,O,O,X,X,X,X
ZLJSOTI,O,X,X,O,O,X,X,X,X
ZLJSOIT,O,X,X,O,O,X,X,X,X
ZLJOTIS,O,X,X,O,X,X,X,X,X
ZLJOTSI,O,X,X,X,X,X,X,X,X
ZLJOITS,O,X,X,O,X,X,X,X,X
ZLJOIST,O,X,X,O,O,O,X,X,X
ZLJOSTI,O,X,X,O,O,O,X,X,X
ZLJOSIT,O,X,X,O,O,O,X,X,X
ZLSTIJO,O,O,O,O,X,X,X,X,X
ZLSTIOJ,O,O,O,O,X,O,X,X,X
ZLSTJIO,O,O,O,O,X,X,X,X,X
ZLSTJOI,O,O,O,O,X,X,X,X,X
ZLSTOIJ,O,O,O,O,X,O,X,X,X
ZLSTOJI,X,O,O,X,X,O,X,X,X
ZLSITJO,O,O,O,O,X,X,X,X,X
ZLSITOJ,O,O,O,O,X,O,X,X,X
ZLSIJTO,O,O,O,O,O,X,X,X,X
ZLSIJOT,O,X,X,O,O,X,X,X,X
ZLSIOTJ,O,O,O,O,X,O,X,X,X
ZLSIOJT,O,X,O,O,O,O,X,X,X
ZLSJTIO,O,O,O,O,O,X,X,X,X
ZLSJTOI,O,O,O,O,O,X,X,X,X
ZLSJITO,O,O,O,O,O,X,X,X,X
ZLSJIOT,O,X,X,O,O,X,X,X,X
ZLSJOTI,O,X,X,O,O,X,X,X,X
ZLSJOIT,O,X,X,O,O,X,X,X,X
ZLSOTIJ,O,O,O,O,X,O,X,X,X
ZLSOTJI,O,O,O,O,X,O,X,X,X
ZLSOITJ,O,O,O,O,X,O,X,X,X
ZLSOIJT,O,X,O,O,O,O,X,X,X
ZLSOJTI,O,X,O,O,O,O,X,X,X
ZLSOJIT,O,X,O,O,O,O,X,X,X
ZLOTIJS,O,X,X,X,X,X,X,X,O
ZLOTISJ,O,X,X,X,X,O,X,X,O
ZLOTJIS,O,X,X,X,X,X,X,X,O
ZLOTJSI,O,X,X,X,X,X,X,X,O
ZLOTSIJ,O,X,X,X,X,O,X,X,O
ZLOTSJI,O,X,X,X,X,O,X,X,O
ZLOITJS,O,X,X,X,X,X,X,X,O
ZLOITSJ,O,X,X,X,X,O,X,X,O
ZLOIJTS,O,X,X,X,X,X,X,X,O
ZLOIJST,O,X,X,X,O,O,X,X,X
ZLOISTJ,O,X,O,O,X,O,X,X,O
ZLOISJT,O,X,O,O,O,O,X,X,X
ZLOJTIS,O,X,X,O,X,X,X,X,O
ZLOJTSI,O,X,X,X,X,X,X,X,O
ZLOJITS,O,X,X,O,X,X,X,X,O
ZLOJIST,O,X,X,O,O,O,X,X,X
ZLOJSTI,O,X,X,O,O,O,X,X,X
ZLOJSIT,O,X,X,O,O,O,X,X,X
ZLOSTIJ,O,X,O,O,X,O,X,X,O
ZLOSTJI,O,X,O,O,X,O,X,X,O
ZLOSITJ,O,X,O,O,X,O,X,X,O
ZLOSIJT,O,X,O,O,O,O,X,X,X
ZLOSJTI,O,X,O,O,O,O,X,X,X
ZLOSJIT,O,X,O,O,O,O,X,X,X
ZJTILSO,O,X,X,O,X,X,X,X,X
ZJTILOS,O,X,X,O,X,X,X,X,X
ZJTISLO,O,X,X,O,O,X,X,X,X
ZJTISOL,O,X,X,X,O,X,X,O,X
ZJTIOLS,O,X,X,O,X,X,X,X,O
ZJTIOSL,O,X,X,O,O,X,X,X,O
ZJTLISO,O,X,X,O,X,X,X,X,X
ZJTLIOS,O,X,X,O,X,X,X,X,X
ZJTLSIO,O,X,X,X,X,X,X,X,X
ZJTLSOI,O,X,X,X,X,X,X,X,X
ZJTLOIS,O,X,X,X,X,X,X,X,X
ZJTLOSI,O,X,X,X,X,X,X,X,X
ZJTSILO,O,X,X,O,O,X,X,X,X
ZJTSIOL,O,X,X,X,O,X,X,O,X
ZJTSLIO,O,X,X,O,O,X,X,X,X
ZJTSLOI,O,X,X,X,O,X,X,X,X
ZJTSOIL,O,X,X,X,O,X,X,O,X
ZJTSOLI,O,X,X,X,O,X,X,O,X
ZJTOILS,O,X,X,O,X,X,X,X,O
ZJTOISL,O,X,X,O,O,X,X,X,O
ZJTOLIS,O,X,X,O,X,X,X,X,O
ZJTOLSI,O,X,X,O,X,X,X,X,O
ZJTOSIL,O,X,X,O,O,X,X,X,O
ZJTOSLI,O,X,X,O,O,X,X,X,O
ZJITLSO,O,X,X,O,X,X,X,X,X
ZJITLOS,O,X,X,O,X,X,X,X,X
ZJITSLO,O,X,X,O,O,X,X,X,X
ZJITSOL,O,X,X,X,O,X,X,O,X
ZJITOLS,O,X,X,O,X,X,X,X,O
ZJITOSL,O,X,X,O,O,X,X,X,O
ZJILTSO,O,X,X,O,X,X,X,X,X
ZJILTOS,O,X,X,O,X,X,X,X,X
ZJILSTO,O,X,X,O,O,X,X,X,X
ZJILSOT,O,X,X,O,O,X,X,X,X
ZJILOTS,O,X,X,O,X,X,X,X,X
ZJILOST,O,X,X,O,O,O,X,X,X
ZJISTLO,O,X,X,O,O,X,X,X,X
ZJISTOL,O,X,X,O,O,O,X,O,X
ZJISLTO,O,X,X,O,O,X,X,X,X
ZJISLOT,O,X,X,O,O,X,X,X,X
ZJISOTL,O,X,X,O,O,O,O,O,X
ZJISOLT,O,X,X,O,O,O,O,X,X
ZJIOTLS,O,X,X,O,X,X,X,X,O
ZJIOTSL,O,X,X,O,O,X,X,X,O
ZJIOLTS,O,X,X,O,X,X,X,X,O
ZJIOLST,O,X,X,O,O,O,X,X,X
ZJIOSTL,O,X,X,O,O,O,O,X,X
ZJIOSLT,O,X,X,O,O,O,O,X,X
ZJLTISO,O,X,X,O,X,X,X,X,X
ZJLTIOS,O,X,X,O,X,X,X,X,X
ZJLTSIO,O,X,X,X,X,X,X,X,X
ZJLTSOI,O,X,X,X,X,X,X,X,X
ZJLTOIS,O,X,X,X,X,X,X,X,X
ZJLTOSI,O,X,X,X,X,X,X,X,X
ZJLITSO,O,X,X,O,X,X,X,X,X
ZJLITOS,O,X,X,O,X,X,X,X,X
ZJLISTO,O,X,X,O,O,X,X,X,X
ZJLISOT,O,X,X,O,O,X,X,X,X
ZJLIOTS,O,X,X,O,X,X,X,X,X
ZJLIOST,O,X,X,O,O,O,X,X,X
ZJLSTIO,O,X,X,O,O,X,X,X,X
ZJLSTOI,O,X,X,O,O,X,X,X,X
ZJLSITO,O,X,X,O,O,X,X,X,X
ZJLSIOT,O,X,X,O,O,X,X,X,X
ZJLSOTI,O,X,X,O,O,X,X,X,X
ZJLSOIT,O,X,X,O,O,X,X,X,X
ZJLOTIS,O,X,X,O,X,X,X,X,X
ZJLOTSI,O,X,X,X,X,X,X,X,X
ZJLOITS,O,X,X,O,X,X,X,X,X
ZJLOIST,O,X,X,O,O,O,X,X,X
ZJLOSTI,O,X,X,O,O,O,X,X,X
ZJLOSIT,O,X,X,O,O,O,X,X,X
ZJSTILO,O,X,X,O,O,X,X,X,X
ZJSTIOL,O,X,X,O,O,O,X,O,X
ZJSTLIO,O,X,X,O,O,X,X,X,X
ZJSTLOI,O,X,X,O,O,X,X,X,X
ZJSTOIL,O,X,X,O,O,O,X,O,X
ZJSTOLI,O,X,X,O,O,O,X,O,X
ZJSITLO,O,X,X,O,O,X,X,X,X
ZJSITOL,O,X,X,O,O,O,X,O,X
ZJSILTO,O,X,X,O,O,X,X,X,X
ZJSILOT,O,X,X,O,O,X,X,X,X
ZJSIOTL,O,X,X,O,O,O,O,O,X
ZJSIOLT,O,X,X,O,O,O,O,X,X
ZJSLTIO,O,X,X,O,O,X,X,X,X
ZJSLTOI,O,X,X,O,O,X,X,X,X
ZJSLITO,O,X,X,O,O,X,X,X,X
ZJSLIOT,O,X,X,O,O,X,X,X,X
ZJSLOTI,O,X,X,O,O,X,X,X,X
ZJSLOIT,O,X,X,O,O,X,X,X,X
ZJSOTIL,O,X,X,O,O,O,O,O,X
ZJSOTLI,O,X,X,O,O,O,O,O,X
ZJSOITL,O,X,X,O,O,O,O,O,X
ZJSOILT,O,X,X,O,O,O,O,X,X
ZJSOLTI,O,X,X,O,O,O,O,X,X
ZJSOLIT,O,X,X,O,O,O,O,X,X
ZJOTILS,O,X,X,O,X,X,X,X,O
ZJOTISL,O,X,X,O,O,X,X,X,O
ZJOTLIS,O,X,X,O,X,X,X,X,O
ZJOTLSI,O,X,X,O,X,X,X,X,O
ZJOTSIL,O,X,X,O,O,X,X,X,O
ZJOTSLI,O,X,X,O,O,X,X,X,O
ZJOITLS,O,X,X,O,X,X,X,X,O
ZJOITSL,O,X,X,O,O,X,X,X,O
ZJOILTS,O,X,X,O,X,X,X,X,O
ZJOILST,O,X,X,O,O,O,X,X,X
ZJOISTL,O,X,X,O,O,O,O,X,X
ZJOISLT,O,X,X,O,O,O,O,X,X
ZJOLTIS,O,X,X,O,X,X,X,X,O
ZJOLTSI,O,X,X,O,X,X,X,X,O
ZJOLITS,O,X,X,O,X,X,X,X,O
ZJOLIST,O,X,X,O,O,O,X,X,X
ZJOLSTI,O,X,X,O,O,O,X,X,X
ZJOLSIT,O,X,X,O,O,O,X,X,X
ZJOSTIL,O,X,X,O,O,O,O,X,X
ZJOSTLI,O,X,X,O,O,O,O,X,X
ZJOSITL,O,X,X,O,O,O,O,X,X
ZJOSILT,O,X,X,O,O,O,O,X,X
ZJOSLTI,O,X,X,O,O,O,O,X,X
ZJOSLIT,O,X,X,O,O,O,O,X,X
ZSTILJO,O,O,O,O,X,X,X,X,X
ZSTILOJ,O,O,O,O,X,O,X,X,X
ZSTIJLO,O,O,O,O,O,X,X,X,X
ZSTIJOL,O,X,X,X,O,O,X,X,X
ZSTIOLJ,O,O,O,O,X,O,X,X,O
ZSTIOJL,O,X,X,X,O,O,O,O,O
ZSTLIJO,O,O,O,O,X,X,X,X,X
ZSTLIOJ,O,O,O,O,X,O,X,X,X
ZSTLJIO,O,O,O,O,X,X,X,X,X
ZSTLJOI,O,O,O,O,X,X,X,X,X
ZSTLOIJ,O,O,O,O,X,O,X,X,X
ZSTLOJI,X,O,O,X,X,O,X,X,X
ZSTJILO,O,O,O,O,O,X,X,X,X
ZSTJIOL,O,X,X,O,O,O,X,X,X
ZSTJLIO,O,O,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,O,O,X,X,X,X
ZSTJOIL,O,X,X,O,O,O,X,X,X
ZSTJOLI,O,X,X,O,O,O,X,X,X
ZSTOILJ,O,O,O,O,X,O,X,X,O
ZSTOIJL,O,X,X,X,O,O,O,O,O
ZSTOLIJ,O,O,O,O,X,O,X,X,O
ZSTOLJI,X,O,O,X,X,O,X,X,O
ZSTOJIL,O,X,X,X,O,O,O,O,O
ZSTOJLI,O,X,X,X,O,O,O,O,O
ZSITLJO,O,O,O,O,X,X,X,X,X
ZSITLOJ,O,O,O,O,X,O,X,X,X
ZSITJLO,O,O,O,O,O,X,X,X,X
ZSITJOL,O,X,X,X,O,O,X,X,X
ZSITOLJ,O,O,O,O,X,O,X,X,O
ZSITOJL,O,X,X,X,O,O,O,O,O
ZSILTJO,O,O,O,O,X,X,X,X,X
ZSILTOJ,O,O,O,O,X,O,X,X,X
ZSILJTO,O,O,O,O,O,X,X,X,X
ZSILJOT,O,X,X,O,O,X,X,X,X
ZSILOTJ,O,O,O,O,X,O,X,X,X
ZSILOJT,O,O,O,O,O,O,O,X,X
ZSIJTLO,O,O,O,O,O,X,X,X,X
ZSIJTOL,O,X,X,O,O,O,X,O,X
ZSIJLTO,O,O,O,O,O,X,X,X,X
ZSIJLOT,O,X,X,O,O,X,X,X,X
ZSIJOTL,O,X,X,O,O,O,O,O,X
ZSIJOLT,O,O,X,O,O,O,O,X,X
ZSIOTLJ,O,O,O,O,X,O,X,X,O
ZSIOTJL,O,X,O,O,O,O,O,O,O
ZSIOLTJ,O,O,O,O,X,O,X,X,O
ZSIOLJT,O,O,O,O,O,O,O,X,X
ZSIOJTL,O,X,O,O,O,O,O,O,X
ZSIOJLT,O,O,O,O,O,O,O,X,X
ZSLTIJO,O,O,O,O,X,X,X,X,X
ZSLTIOJ,O,O,O,O,X,O,X,X,X
ZSLTJIO,O,O,O,O,X,X,X,X,X
ZSLTJOI,O,O,O,O,X,X,X,X,X
ZSLTOIJ,O,O,O,O,X,O,X,X,X
ZSLTOJI,X,O,O,X,X,O,X,X,X
ZSLITJO,O,O,O,O,X,X,X,X,X
ZSLITOJ,O,O,O,O,X,O,X,X,X
ZSLIJTO,O,O,O,O,O,X,X,X,X
ZSLIJOT,O,X,X,O,O,X,X,X,X
ZSLIOTJ,O,O,O,O,X,O,X,X,X
ZSLIOJT,O,O,O,O,O,O,O,X,X
ZSLJTIO,O,O,O,O,O,X,X,X,X
ZSLJTOI,O,O,O,O,O,X,X,X,X
ZSLJITO,O,O,O,O,O,X,X,X,X
ZSLJIOT,O,X,X,O,O,X,X,X,X
ZSLJOTI,O,X,X,O,O,X,X,X,X
