sequence,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBGdBTgBihBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBShBTdB2lBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFagBGdBRhBzgBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Jem6IvhFRcBSiB0fBzgBFq?BXrB,v115@7gB8HeC8DeF8EeF8CeE8Jei6IvhFGcBTdBRgBfqBVr?B0qB,v115@7gB8HeC8DeF8EeF8CeE8Je37IvhFchBTdB6kBmfBxq?B1vB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFibBGdBRlBfrBlm?BUqB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFxcBfqBmlBllBCn?B0qB,v115@7gB8HeC8DeF8EeF8CeE8JeR7IvhFGdB0gBaqB/kBlm?BzqB,v115@7gB8HeC8DeF8EeF8CeE8JeG8IvhFTdBxfB8lBaqBlk?BXrB
JIOTZSL,X,X,O,X,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,O,X,X,X,X,X
JIOLTZS,X,X,X,X,O,O,X,X,X,X
JIOLSTZ,X,X,X,X,O,X,X,X,X,X
JIOLSZT,X,X,X,X,O,X,X,X,X,X
JIOLZTS,X,X,X,X,X,O,X,X,X,X
JIOLZST,X,X,X,X,X,X,X,X,O,X
JIOSTLZ,X,X,X,X,O,X,X,X,X,X
JIOSTZL,X,X,X,X,O,X,X,X,X,X
JIOSLTZ,X,X,O,X,O,X,X,X,X,X
JIOSLZT,X,X,O,X,O,X,X,X,X,X
JIOSZTL,X,X,X,X,X,X,X,X,X,O
JIOSZLT,X,X,X,X,O,X,X,X,X,O
JIOZTLS,X,X,X,X,X,X,O,X,X,X
JIOZTSL,X,X,X,X,X,X,O,X,X,X
JIOZLTS,X,X,X,X,X,O,O,X,X,X
JIOZLST,X,X,X,X,X,X,O,X,X,X
JIOZSTL,X,X,X,X,X,X,O,X,X,X
JIOZSLT,X,X,O,X,X,X,O,X,X,X
JLTISZO,O,O,O,O,X,X,X,X,X,X
JLTISOZ,O,O,O,O,O,X,X,X,X,X
JLTIZSO,O,X,O,O,X,X,X,X,X,X
JLTIZOS,O,X,X,O,O,X,X,X,X,X
JLTIOSZ,O,O,X,X,O,X,X,X,X,X
JLTIOZS,X,X,X,O,O,X,X,X,X,X
JLTSIZO,O,O,O,O,O,X,X,X,X,X
JLTSIOZ,O,O,O,O,O,X,X,X,X,X
JLTSZIO,O,O,O,O,O,X,X,X,X,X
JLTSZOI,O,O,O,O,O,X,X,X,X,X
JLTSOIZ,O,O,O,O,O,X,X,X,X,X
JLTSOZI,O,O,X,O,O,X,X,X,X,X
JLTZISO,O,O,O,O,X,X,X,X,X,X
JLTZIOS,O,O,X,O,X,X,X,X,X,X
JLTZSIO,O,O,O,O,X,X,X,X,O,X
JLTZSOI,O,O,O,O,X,X,X,X,X,X
JLTZOIS,O,O,X,O,O,X,X,X,X,X
JLTZOSI,O,O,X,O,O,X,X,X,X,X
JLTOISZ,O,O,X,X,O,X,X,X,X,X
JLTOIZS,X,X,X,O,O,X,X,X,X,X
JLTOSIZ,O,O,X,X,O,X,X,X,X,X
JLTOSZI,O,O,X,X,O,X,X,X,X,X
JLTOZIS,O,O,X,O,O,X,X,X,X,X
JLTOZSI,O,O,X,O,O,X,X,X,O,X
JLITSZO,O,X,O,O,X,X,X,X,X,X
JLITSOZ,O,X,O,O,X,X,X,X,X,X
JLITZSO,O,X,O,O,X,O,X,X,X,X
JLITZOS,O,X,X,O,X,O,X,X,X,X
JLITOSZ,O,X,X,X,X,X,X,X,X,X
JLITOZS,X,X,X,O,X,O,X,X,X,X
JLISTZO,O,X,O,O,X,X,X,X,X,X
JLISTOZ,O,X,O,O,X,X,X,X,X,X
JLISZTO,O,X,O,O,X,X,X,X,X,X
JLISZOT,O,X,O,O,X,X,X,X,X,X
JLISOTZ,O,X,O,O,X,X,X,X,X,X
JLISOZT,O,X,O,O,X,X,X,X,X,X
JLIZTSO,X,X,X,O,X,O,X,X,X,X
JLIZTOS,X,X,X,O,X,O,X,X,X,X
JLIZSTO,O,X,O,O,X,X,X,X,O,X
JLIZSOT,O,X,O,O,X,X,X,X,O,X
JLIZOTS,X,X,X,O,X,O,X,X,X,X
JLIZOST,O,X,X,O,X,X,X,X,X,X
JLIOTSZ,X,X,X,X,O,X,X,X,X,X
JLIOTZS,X,X,X,X,O,O,X,X,X,X
JLIOSTZ,X,X,X,X,O,X,X,X,X,X
JLIOSZT,X,X,X,X,O,X,X,X,X,X
JLIOZTS,X,X,X,X,X,O,X,X,X,X
JLIOZST,X,X,X,X,X,X,X,X,O,X
JLSTIZO,O,X,O,O,O,X,X,X,X,X
JLSTIOZ,O,X,O,O,O,X,X,X,X,X
JLSTZIO,O,X,O,O,O,X,X,X,X,X
JLSTZOI,O,X,O,O,O,X,X,X,X,X
JLSTOIZ,O,X,O,O,O,X,X,X,X,X
JLSTOZI,O,X,X,O,O,X,X,X,X,X
JLSITZO,O,X,O,O,X,X,X,X,X,X
JLSITOZ,O,X,O,O,O,X,X,X,X,X
JLSIZTO,O,X,O,O,X,X,X,X,X,X
JLSIZOT,O,X,O,O,O,X,X,X,X,X
JLSIOTZ,O,X,O,O,O,X,X,X,X,X
JLSIOZT,O,X,O,O,O,X,X,X,X,X
JLSZTIO,O,X,O,O,X,X,X,X,O,O
JLSZTOI,O,X,O,O,X,X,X,X,X,O
JLSZITO,O,X,O,O,X,X,X,X,O,O
JLSZIOT,O,X,O,O,X,X,X,X,O,O
JLSZOTI,O,X,O,O,O,X,X,X,X,O
JLSZOIT,O,X,O,O,O,X,X,X,O,O
JLSOTIZ,O,X,O,O,O,X,X,X,X,X
JLSOTZI,O,X,X,O,O,X,X,X,X,X
JLSOITZ,O,X,O,O,O,X,X,X,X,X
JLSOIZT,O,X,O,O,O,X,X,X,X,X
JLSOZTI,O,X,O,O,O,X,X,X,O,O
JLSOZIT,O,X,O,O,O,X,X,X,O,O
JLZTISO,O,X,O,O,X,X,X,X,O,X
JLZTIOS,O,X,X,O,X,X,X,X,X,X
JLZTSIO,O,O,O,O,X,X,X,X,O,X
JLZTSOI,O,O,O,O,X,X,X,X,O,X
JLZTOIS,O,X,X,O,X,X,X,X,X,X
JLZTOSI,O,O,X,O,X,X,X,X,O,X
JLZITSO,X,X,X,O,X,O,O,X,X,X
JLZITOS,X,X,X,O,X,O,O,X,X,X
JLZISTO,O,O,O,O,X,X,O,X,O,X
JLZISOT,O,O,O,O,X,X,O,X,O,X
JLZIOTS,X,X,X,O,X,O,O,X,X,X
JLZIOST,O,O,X,O,X,X,O,X,X,X
JLZSTIO,O,O,O,O,X,X,X,X,O,X
JLZSTOI,O,O,O,O,X,X,X,X,O,X
JLZSITO,O,O,O,O,X,X,X,X,O,X
JLZSIOT,O,O,O,O,X,X,X,X,O,X
JLZSOTI,O,O,O,O,X,X,X,X,X,X
JLZSOIT,O,O,O,O,X,X,X,X,O,X
JLZOTIS,X,X,X,O,O,X,X,X,X,X
JLZOTSI,O,O,X,O,O,X,X,X,O,X
JLZOITS,X,X,X,O,X,O,O,X,X,X
JLZOIST,O,O,X,O,X,X,O,X,O,X
JLZOSTI,O,O,X,O,O,X,X,X,O,X
JLZOSIT,O,O,X,O,O,X,X,X,O,X
JLOTISZ,O,O,X,X,O,X,X,X,X,X
JLOTIZS,X,X,X,X,O,X,X,X,X,X
JLOTSIZ,O,O,X,X,O,X,X,X,X,X
JLOTSZI,O,O,X,X,O,X,X,X,X,X
JLOTZIS,O,O,X,X,O,X,X,X,X,X
JLOTZSI,O,O,X,X,O,X,X,X,O,X
JLOITSZ,X,X,X,X,O,X,X,X,X,X
JLOITZS,X,X,X,X,O,O,X,X,X,X
JLOISTZ,X,X,X,X,O,X,X,X,X,X
JLOISZT,X,X,X,X,O,X,X,X,X,X
JLOIZTS,X,X,X,X,X,O,X,X,X,X
JLOIZST,X,X,X,X,X,X,X,X,O,X
JLOSTIZ,O,X,X,X,O,X,X,X,X,X
JLOSTZI,O,X,X,X,O,X,X,X,X,X
JLOSITZ,O,X,X,X,O,X,X,X,X,X
JLOSIZT,O,X,X,X,O,X,X,X,X,X
JLOSZTI,O,X,X,X,O,X,X,X,O,O
JLOSZIT,O,X,X,X,O,X,X,X,O,O
JLOZTIS,X,X,X,X,O,X,X,X,O,X
JLOZTSI,O,O,X,X,O,X,X,X,O,X
JLOZITS,X,X,X,X,X,O,O,X,X,X
JLOZIST,O,O,X,X,X,X,O,X,O,X
JLOZSTI,O,O,X,X,O,X,X,X,O,X
JLOZSIT,O,O,X,X,O,X,X,X,O,X
JSTILZO,O,O,O,X,O,X,X,O,X,X
JSTILOZ,O,O,O,X,O,X,X,O,X,X
JSTIZLO,O,O,O,X,O,X,X,X,X,X
JSTIZOL,O,O,O,X,O,X,X,X,X,X
JSTIOLZ,O,O,O,X,O,X,X,O,X,X
JSTIOZL,O,O,X,X,O,X,X,X,X,X
JSTLIZO,O,O,O,O,O,X,X,O,X,X
JSTLIOZ,O,O,O,O,O,X,X,O,X,X
JSTLZIO,O,O,O,O,O,X,X,O,X,X
JSTLZOI,O,O,O,O,O,X,X,O,X,X
JSTLOIZ,O,O,O,O,O,X,X,O,X,X
JSTLOZI,O,O,X,O,O,X,X,O,X,X
JSTZILO,O,O,O,O,O,X,X,X,X,X
JSTZIOL,O,O,O,O,O,X,X,X,X,O
JSTZLIO,O,O,O,O,O,X,X,O,X,O
JSTZLOI,O,O,O,O,O,X,X,O,X,O
JSTZOIL,O,O,O,O,O,X,X,X,X,O
JSTZOLI,O,O,O,O,O,X,X,O,X,O
JSTOILZ,O,O,O,O,O,X,X,O,X,X
JSTOIZL,O,O,X,O,O,X,X,X,X,X
JSTOLIZ,O,O,O,O,O,X,X,O,X,X
JSTOLZI,O,O,X,O,O,X,X,O,X,X
JSTOZIL,O,O,O,O,O,X,X,X,X,O
JSTOZLI,O,O,O,O,O,X,X,O,X,O
JSITLZO,O,X,O,X,O,X,X,O,X,X
JSITLOZ,O,O,O,X,O,X,X,O,X,X
JSITZLO,O,X,O,X,O,X,X,X,X,X
JSITZOL,O,X,O,X,O,X,X,X,X,X
JSITOLZ,O,O,O,X,O,X,X,O,X,X
JSITOZL,O,X,X,X,O,X,X,X,X,X
JSILTZO,O,X,O,X,X,X,X,O,X,X
JSILTOZ,O,X,O,X,O,X,X,O,X,X
JSILZTO,O,X,O,X,X,X,X,O,X,X
JSILZOT,O,X,O,X,O,X,X,O,X,X
JSILOTZ,O,X,O,X,O,X,X,O,X,X
JSILOZT,O,X,O,X,O,X,X,O,X,X
JSIZTLO,O,X,O,X,X,X,X,X,X,X
JSIZTOL,O,X,O,X,X,X,X,X,X,O
JSIZLTO,O,X,O,X,X,X,X,X,X,O
JSIZLOT,O,X,O,X,O,X,X,X,X,O
JSIZOTL,O,X,X,X,X,X,X,X,X,O
JSIZOLT,O,X,O,X,O,X,X,X,X,O
JSIOTLZ,O,X,X,X,O,X,X,O,X,X
JSIOTZL,O,X,X,X,O,X,X,X,X,X
JSIOLTZ,O,X,O,X,O,X,X,O,X,X
JSIOLZT,O,X,O,X,O,X,X,O,X,X
JSIOZTL,O,X,X,X,X,X,X,X,X,O
JSIOZLT,O,X,X,X,O,X,X,X,X,O
JSLTIZO,O,X,O,O,O,X,X,O,X,X
JSLTIOZ,O,X,O,O,O,X,X,O,X,X
JSLTZIO,O,X,O,O,O,X,X,O,X,X
JSLTZOI,O,X,O,O,O,X,X,O,X,X
JSLTOIZ,O,X,O,O,O,X,X,O,X,X
JSLTOZI,O,X,X,O,O,X,X,O,X,X
JSLITZO,O,X,O,O,X,X,X,O,X,X
JSLITOZ,O,X,O,O,O,X,X,O,X,X
JSLIZTO,O,X,O,O,X,X,X,O,X,X
JSLIZOT,O,X,O,O,O,X,X,O,X,X
JSLIOTZ,O,X,O,O,O,X,X,O,X,X
JSLIOZT,O,X,O,O,O,X,X,O,X,X
JSLZTIO,O,X,O,O,X,X,X,O,O,O
JSLZTOI,O,X,O,O,X,X,X,O,X,O
JSLZITO,O,X,O,O,X,X,X,O,O,O
JSLZIOT,O,X,O,O,X,X,X,O,O,O
JSLZOTI,O,X,O,O,O,X,X,O,X,O
JSLZOIT,O,X,O,O,O,X,X,O,O,O
JSLOTIZ,O,X,O,O,O,X,X,O,X,X
JSLOTZI,O,X,X,O,O,X,X,O,X,X
JSLOITZ,O,X,O,O,O,X,X,O,X,X
JSLOIZT,O,X,O,O,O,X,X,O,X,X
JSLOZTI,O,X,O,O,O,X,X,O,O,O
JSLOZIT,O,X,O,O,O,X,X,O,O,O
JSZTILO,O,O,O,X,O,X,X,X,X,X
JSZTIOL,O,O,O,X,O,X,X,X,X,O
JSZTLIO,O,O,O,O,X,X,X,O,X,O
JSZTLOI,O,O,O,O,O,X,X,O,X,O
JSZTOIL,O,O,O,O,O,X,X,X,X,O
JSZTOLI,O,O,O,O,O,X,X,O,X,O
JSZITLO,O,O,O,X,X,X,O,X,X,X
JSZITOL,O,O,O,X,X,X,O,X,X,O
JSZILTO,O,O,O,O,X,X,O,X,X,O
JSZILOT,O,O,O,O,O,X,O,X,X,O
JSZIOTL,O,O,X,O,X,X,O,X,X,O
JSZIOLT,O,O,O,O,O,X,O,X,X,O
JSZLTIO,O,O,O,O,X,X,X,O,X,O
JSZLTOI,O,O,O,O,X,X,X,O,X,O
JSZLITO,O,O,O,O,X,X,X,O,X,O
JSZLIOT,O,O,O,O,X,X,X,O,X,O
JSZLOTI,O,O,O,O,O,X,X,O,X,O
JSZLOIT,O,O,O,O,O,X,X,O,X,O
JSZOTIL,O,O,O,O,O,X,X,X,X,O
JSZOTLI,O,O,O,O,O,X,X,O,X,O
JSZOITL,O,O,X,O,X,X,O,X,X,O
JSZOILT,O,O,O,O,O,X,O,X,X,O
JSZOLTI,O,O,O,O,O,X,X,O,X,O
JSZOLIT,O,O,O,O,O,X,X,O,X,O
JSOTILZ,O,O,O,O,O,X,X,O,X,X
JSOTIZL,O,O,X,O,O,X,X,X,X,X
JSOTLIZ,O,O,O,O,O,X,X,O,X,X
JSOTLZI,O,O,X,O,O,X,X,O,X,X
JSOTZIL,O,O,O,O,O,X,X,X,X,O
JSOTZLI,O,O,O,O,O,X,X,O,X,O
JSOITLZ,O,X,X,O,O,X,X,O,X,X
JSOITZL,O,X,X,O,O,X,X,X,X,X
JSOILTZ,O,X,O,O,O,X,X,O,X,X
JSOILZT,O,X,O,O,O,X,X,O,X,X
JSOIZTL,O,X,X,O,X,X,X,X,X,O
JSOIZLT,O,X,X,O,O,X,X,X,X,O
JSOLTIZ,O,X,O,O,O,X,X,O,X,X
JSOLTZI,O,X,X,O,O,X,X,O,X,X
JSOLITZ,O,X,O,O,O,X,X,O,X,X
JSOLIZT,O,X,O,O,O,X,X,O,X,X
JSOLZTI,O,X,O,O,O,X,X,O,O,O
JSOLZIT,O,X,O,O,O,X,X,O,O,O
JSOZTIL,O,O,O,O,O,X,X,X,X,O
JSOZTLI,O,O,O,O,O,X,X,O,X,O
JSOZITL,O,O,X,O,X,X,O,X,X,O
JSOZILT,O,O,O,O,O,X,O,X,X,O
JSOZLTI,O,O,O,O,O,X,X,O,X,O
JSOZLIT,O,O,O,O,O,X,X,O,X,O
JZTILSO,O,O,O,O,X,X,O,X,X,X
JZTILOS,O,O,X,O,O,X,O,X,X,X
JZTISLO,O,O,O,O,X,X,O,X,X,X
JZTISOL,O,O,O,O,X,X,O,X,X,X
JZTIOLS,O,O,X,O,O,X,O,X,X,X
JZTIOSL,O,O,O,O,X,X,O,X,X,X
JZTLISO,O,O,O,O,X,X,X,X,X,X
JZTLIOS,O,O,X,O,X,X,X,X,X,X
JZTLSIO,O,O,O,O,X,X,X,X,X,X
JZTLSOI,O,O,O,O,X,X,X,X,X,X
JZTLOIS,O,O,X,O,O,X,X,X,X,X
JZTLOSI,O,O,X,O,O,X,X,X,X,X
JZTSILO,O,O,O,O,O,X,X,X,X,X
JZTSIOL,O,O,O,O,O,X,X,X,X,X
JZTSLIO,O,O,O,O,X,X,X,X,X,X
JZTSLOI,O,O,O,O,O,X,X,X,X,X
JZTSOIL,O,O,O,O,O,X,X,X,X,X
JZTSOLI,O,O,O,O,O,X,X,X,X,X
JZTOILS,O,O,X,O,O,X,O,X,X,X
JZTOISL,O,O,O,O,X,X,O,X,X,X
JZTOLIS,O,O,X,O,O,X,X,X,X,X
JZTOLSI,O,O,X,O,O,X,X,X,X,X
JZTOSIL,O,O,O,O,O,X,X,X,X,X
JZTOSLI,O,O,O,O,O,X,X,X,X,X
JZITLSO,O,X,O,O,X,X,O,X,X,X
JZITLOS,O,X,X,O,X,X,O,X,X,X
JZITSLO,O,X,O,O,X,X,O,X,X,X
JZITSOL,O,X,O,O,X,X,O,X,X,X
JZITOLS,O,X,X,O,X,X,O,X,X,X
JZITOSL,O,X,O,O,X,X,O,X,X,X
JZILTSO,X,X,X,O,X,O,O,X,X,X
JZILTOS,X,X,X,O,X,O,O,X,X,X
JZILSTO,O,O,O,O,X,X,O,X,X,X
JZILSOT,O,O,O,O,X,X,O,X,X,X
JZILOTS,X,X,X,O,X,O,O,X,X,X
JZILOST,O,O,X,O,X,X,O,X,X,X
JZISTLO,O,O,O,X,X,X,O,X,X,X
JZISTOL,O,O,O,X,X,X,O,X,X,X
JZISLTO,O,O,O,O,X,X,O,X,X,X
JZISLOT,O,X,O,O,X,X,O,X,X,X
JZISOTL,O,O,X,O,X,X,O,X,X,X
JZISOLT,O,X,O,O,X,X,O,X,X,X
JZIOTLS,X,X,X,X,X,X,O,X,X,X
JZIOTSL,X,X,X,X,X,X,O,X,X,X
JZIOLTS,X,X,X,X,X,O,O,X,X,X
JZIOLST,O,O,X,X,X,X,O,X,X,X
JZIOSTL,O,O,X,X,X,X,O,X,X,X
JZIOSLT,O,X,O,X,X,X,O,X,X,X
JZLTISO,O,X,O,O,X,X,X,X,X,X
JZLTIOS,O,X,X,O,X,X,X,X,X,X
JZLTSIO,O,O,O,O,X,X,X,X,O,X
JZLTSOI,O,O,O,O,X,X,X,X,X,X
JZLTOIS,O,X,X,O,X,X,X,X,X,X
JZLTOSI,O,O,X,O,X,X,X,X,X,X
JZLITSO,X,X,X,O,X,O,O,X,X,X
JZLITOS,X,X,X,O,X,O,O,X,X,X
JZLISTO,O,O,O,O,X,X,O,X,O,X
JZLISOT,O,O,O,O,X,X,O,X,O,X
JZLIOTS,X,X,X,O,X,O,O,X,X,X
JZLIOST,O,O,X,O,X,X,O,X,X,X
JZLSTIO,O,O,O,O,X,X,X,X,O,X
JZLSTOI,O,O,O,O,X,X,X,X,X,X
JZLSITO,O,O,O,O,X,X,X,X,O,X
JZLSIOT,O,O,O,O,X,X,X,X,O,X
JZLSOTI,O,O,O,O,X,X,X,X,X,X
JZLSOIT,O,O,O,O,X,X,X,X,O,X
JZLOTIS,X,X,X,O,O,X,X,X,X,X
JZLOTSI,O,O,X,O,O,X,X,X,O,X
JZLOITS,X,X,X,O,X,O,O,X,X,X
JZLOIST,O,O,X,O,X,X,O,X,O,X
JZLOSTI,O,O,X,O,O,X,X,X,O,X
JZLOSIT,O,O,X,O,O,X,X,X,O,X
JZSTILO,O,O,O,O,O,X,X,X,X,X
JZSTIOL,O,O,O,O,O,X,X,X,X,O
JZSTLIO,O,O,O,O,X,X,X,X,X,O
JZSTLOI,O,O,O,O,O,X,X,X,X,O
JZSTOIL,O,O,O,O,O,X,X,X,X,O
JZSTOLI,O,O,O,O,O,X,X,X,X,O
JZSITLO,O,O,O,X,X,X,O,X,X,X
JZSITOL,O,O,O,X,X,X,O,X,X,O
JZSILTO,O,O,O,O,X,X,O,X,X,O
JZSILOT,O,O,O,O,O,X,O,X,X,O
JZSIOTL,O,O,X,O,X,X,O,X,X,O
JZSIOLT,O,O,O,O,O,X,O,X,X,O
JZSLTIO,O,O,O,O,X,X,X,X,X,O
JZSLTOI,O,O,O,O,X,X,X,X,X,O
JZSLITO,O,O,O,O,X,X,X,X,X,O
JZSLIOT,O,O,O,O,X,X,X,X,X,O
JZSLOTI,O,O,O,O,O,X,X,X,X,O
JZSLOIT,O,O,O,O,O,X,X,X,X,O
JZSOTIL,O,O,O,O,O,X,X,X,X,O
JZSOTLI,O,O,O,O,O,X,X,X,X,O
JZSOITL,O,O,X,O,X,X,O,X,X,O
JZSOILT,O,O,O,O,O,X,O,X,X,O
JZSOLTI,O,O,O,O,O,X,X,X,X,O
JZSOLIT,O,O,O,O,O,X,X,X,X,O
JZOTILS,O,O,X,O,O,X,O,X,X,X
JZOTISL,O,O,O,O,X,X,O,X,X,X
JZOTLIS,O,O,X,O,O,X,X,X,X,X
JZOTLSI,O,O,X,O,O,X,X,X,X,X
JZOTSIL,O,O,O,O,O,X,X,X,X,X
JZOTSLI,O,O,O,O,O,X,X,X,X,X
JZOITLS,X,X,X,X,X,X,O,X,X,X
JZOITSL,X,X,X,X,X,X,O,X,X,X
JZOILTS,X,X,X,X,X,O,O,X,X,X
JZOILST,O,O,X,X,X,X,O,X,X,X
JZOISTL,O,O,X,X,X,X,O,X,X,X
JZOISLT,O,X,O,X,X,X,O,X,X,X
JZOLTIS,X,X,X,O,O,X,X,X,X,X
JZOLTSI,O,O,X,O,O,X,X,X,O,X
JZOLITS,X,X,X,O,X,O,O,X,X,X
JZOLIST,O,O,X,O,X,X,O,X,O,X
JZOLSTI,O,O,X,O,O,X,X,X,O,X
JZOLSIT,O,O,X,O,O,X,X,X,O,X
JZOSTIL,O,O,O,O,O,X,X,X,X,O
JZOSTLI,O,O,O,O,O,X,X,X,X,O
JZOSITL,O,O,X,O,X,X,O,X,X,O
JZOSILT,O,O,O,O,O,X,O,X,X,O
JZOSLTI,O,O,O,O,O,X,X,X,X,O
JZOSLIT,O,O,O,O,O,X,X,X,X,O
JOTILSZ,O,O,X,X,O,X,X,X,X,X
JOTILZS,X,X,X,X,O,X,X,X,X,X
JOTISLZ,O,O,O,X,O,X,X,X,X,X
JOTISZL,O,O,X,X,O,X,X,X,X,X
JOTIZLS,X,X,X,X,O,X,X,X,X,X
JOTIZSL,X,X,O,X,X,X,X,X,X,X
JOTLISZ,O,O,X,X,O,X,X,X,X,X
JOTLIZS,X,X,X,X,O,X,X,X,X,X
JOTLSIZ,O,O,X,X,O,X,X,X,X,X
JOTLSZI,O,O,X,X,O,X,X,X,X,X
JOTLZIS,O,O,X,X,O,X,X,X,X,X
JOTLZSI,O,O,X,X,O,X,X,X,O,X
JOTSILZ,O,O,O,X,O,X,X,X,X,X
JOTSIZL,O,O,X,X,O,X,X,X,X,X
JOTSLIZ,O,O,O,X,O,X,X,X,X,X
JOTSLZI,O,O,X,X,O,X,X,X,X,X
JOTSZIL,O,O,O,X,O,X,X,X,X,O
JOTSZLI,O,O,O,X,O,X,X,X,X,O
JOTZILS,O,O,X,X,O,X,O,X,X,X
JOTZISL,O,O,O,X,X,X,O,X,X,X
JOTZLIS,O,O,X,X,O,X,X,X,X,X
JOTZLSI,O,O,X,X,O,X,X,X,X,X
JOTZSIL,O,O,O,X,O,X,X,X,X,X
JOTZSLI,O,O,O,X,O,X,X,X,X,X
JOITLSZ,X,X,X,X,O,X,X,X,X,X
JOITLZS,X,X,X,X,O,X,X,X,X,X
JOITSLZ,X,X,O,X,O,X,X,X,X,X
JOITSZL,X,X,X,X,O,X,X,X,X,X
JOITZLS,X,X,X,X,O,X,X,X,X,X
JOITZSL,X,X,O,X,X,X,X,X,X,X
JOILTSZ,X,X,X,X,O,X,X,X,X,X
JOILTZS,X,X,X,X,O,O,X,X,X,X
JOILSTZ,X,X,X,X,O,X,X,X,X,X
JOILSZT,X,X,X,X,O,X,X,X,X,X
JOILZTS,X,X,X,X,X,O,X,X,X,X
JOILZST,X,X,X,X,X,X,X,X,O,X
JOISTLZ,X,X,X,X,O,X,X,X,X,X
JOISTZL,X,X,X,X,O,X,X,X,X,X
JOISLTZ,X,X,O,X,O,X,X,X,X,X
JOISLZT,X,X,O,X,O,X,X,X,X,X
JOISZTL,X,X,X,X,X,X,X,X,X,O
JOISZLT,X,X,X,X,O,X,X,X,X,O
JOIZTLS,X,X,X,X,X,X,O,X,X,X
JOIZTSL,X,X,X,X,X,X,O,X,X,X
JOIZLTS,X,X,X,X,X,O,O,X,X,X
JOIZLST,X,X,X,X,X,X,O,X,X,X
JOIZSTL,X,X,X,X,X,X,O,X,X,X
JOIZSLT,X,X,O,X,X,X,O,X,X,X
JOLTISZ,O,O,X,X,O,X,X,X,X,X
JOLTIZS,X,X,X,X,O,X,X,X,X,X
JOLTSIZ,O,O,X,X,O,X,X,X,X,X
JOLTSZI,O,O,X,X,O,X,X,X,X,X
JOLTZIS,O,O,X,X,O,X,X,X,X,X
JOLTZSI,O,O,X,X,O,X,X,X,O,X
JOLITSZ,X,X,X,X,O,X,X,X,X,X
JOLITZS,X,X,X,X,O,O,X,X,X,X
JOLISTZ,X,X,X,X,O,X,X,X,X,X
JOLISZT,X,X,X,X,O,X,X,X,X,X
JOLIZTS,X,X,X,X,X,O,X,X,X,X
JOLIZST,X,X,X,X,X,X,X,X,O,X
JOLSTIZ,O,X,X,X,O,X,X,X,X,X
JOLSTZI,O,X,X,X,O,X,X,X,X,X
JOLSITZ,O,X,X,X,O,X,X,X,X,X
JOLSIZT,O,X,X,X,O,X,X,X,X,X
JOLSZTI,O,X,X,X,O,X,X,X,O,O
JOLSZIT,O,X,X,X,O,X,X,X,O,O
JOLZTIS,X,X,X,X,O,X,X,X,O,X
JOLZTSI,O,O,X,X,O,X,X,X,O,X
JOLZITS,X,X,X,X,X,O,O,X,X,X
JOLZIST,O,O,X,X,X,X,O,X,O,X
JOLZSTI,O,O,X,X,O,X,X,X,O,X
JOLZSIT,O,O,X,X,O,X,X,X,O,X
JOSTILZ,O,O,O,X,O,X,X,O,X,X
JOSTIZL,O,O,X,X,O,X,X,X,X,X
JOSTLIZ,O,O,O,X,O,X,X,O,X,X
JOSTLZI,O,O,X,X,O,X,X,O,X,X
JOSTZIL,O,O,O,X,O,X,X,X,X,O
JOSTZLI,O,O,O,X,O,X,X,O,X,O
JOSITLZ,O,X,X,X,O,X,X,O,X,X
JOSITZL,O,X,X,X,O,X,X,X,X,X
JOSILTZ,O,X,O,X,O,X,X,O,X,X
JOSILZT,O,X,O,X,O,X,X,O,X,X
JOSIZTL,O,X,X,X,X,X,X,X,X,O
JOSIZLT,O,X,X,X,O,X,X,X,X,O
JOSLTIZ,O,X,O,X,O,X,X,O,X,X
JOSLTZI,O,X,X,X,O,X,X,O,X,X
JOSLITZ,O,X,O,X,O,X,X,O,X,X
JOSLIZT,O,X,O,X,O,X,X,O,X,X
JOSLZTI,O,X,O,X,O,X,X,O,O,O
JOSLZIT,O,X,O,X,O,X,X,O,O,O
JOSZTIL,O,O,O,X,O,X,X,X,X,O
JOSZTLI,O,O,O,X,O,X,X,O,X,O
JOSZITL,O,O,X,X,X,X,O,X,X,O
JOSZILT,O,O,O,X,O,X,O,X,X,O
JOSZLTI,O,O,O,X,O,X,X,O,X,O
JOSZLIT,O,O,O,X,O,X,X,O,X,O
JOZTILS,O,O,X,X,O,X,O,X,X,X
JOZTISL,O,O,O,X,X,X,O,X,X,X
JOZTLIS,O,O,X,X,O,X,X,X,X,X
JOZTLSI,O,O,X,X,O,X,X,X,X,X
JOZTSIL,O,O,O,X,O,X,X,X,X,X
JOZTSLI,O,O,O,X,O,X,X,X,X,X
JOZITLS,X,X,X,X,X,X,O,X,X,X
JOZITSL,X,X,X,X,X,X,O,X,X,X
JOZILTS,X,X,X,X,X,O,O,X,X,X
JOZILST,O,O,X,X,X,X,O,X,X,X
JOZISTL,O,O,X,X,X,X,O,X,X,X
