sequence,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?UhBTjBFlB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFzdB+jB?RgBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFRbBGeB?igBUjBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jem7IvhFfjB6jB?xfB0fBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFWjBRgB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFzbBGeB?UjBxlBlqBaqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBZlB?TjBFmB8lBGqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jez7IvhFSjBlfB?UjBxlBmkB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jex6IvhF8gBzdB?+jBlfBKqBXrB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeWDJvhFxfBVmB?0fBTjBilB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeKBJvhFWjBxfB?lfBclBTjB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBTjB?xlB2qB8qBFqB
JITOZLS,O,X,O,X,X,X,X,X,X,X,O,X,X
JITOZSL,O,X,O,X,X,X,X,X,X,X,O,X,X
JILTSZO,O,X,X,X,X,X,X,X,X,O,X,O,X
JILTSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JILTZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
JILTZOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JILTOZS,O,O,X,X,X,X,X,X,O,X,X,X,X
JILSTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
JILSTOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JILSZTO,O,O,X,X,O,X,X,X,X,O,X,O,X
JILSZOT,O,O,X,X,O,X,X,X,X,O,X,O,X
JILSOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JILSOZT,O,O,X,X,O,X,X,X,X,O,X,O,X
JILZTSO,O,O,O,X,X,O,X,X,X,X,X,X,X
JILZTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
JILZSTO,O,O,X,X,X,O,X,X,X,X,X,O,X
JILZSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JILZOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JILZOST,O,O,O,X,X,O,X,X,X,X,X,O,X
JILOTSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JILOTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
JILOSTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JILOSZT,O,O,X,X,X,X,X,X,X,O,X,O,X
JILOZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JILOZST,O,O,O,X,X,X,X,X,X,X,X,O,X
JISTLZO,O,X,X,X,O,X,X,X,X,X,O,O,X
JISTLOZ,O,X,X,X,X,X,X,X,X,X,O,O,X
JISTZLO,O,X,X,X,X,X,X,X,X,X,O,X,X
JISTZOL,O,X,X,X,X,X,X,X,X,X,O,X,X
JISTOLZ,O,X,X,X,X,X,X,O,X,X,O,X,X
JISTOZL,O,X,X,X,X,X,X,O,X,X,O,X,X
JISLTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
JISLTOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JISLZTO,O,O,X,X,O,X,X,X,X,O,X,O,X
JISLZOT,O,O,X,X,O,X,X,X,X,O,X,O,X
JISLOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JISLOZT,O,O,X,X,O,X,X,X,X,O,X,O,X
JISZTLO,O,X,X,X,X,X,O,X,X,X,X,X,X
JISZTOL,O,X,X,X,X,X,O,X,X,O,X,X,X
JISZLTO,O,X,X,X,O,X,O,X,X,O,X,O,X
JISZLOT,O,X,X,X,O,X,X,X,X,O,X,O,X
JISZOTL,O,X,X,X,X,X,O,X,X,O,X,X,X
JISZOLT,O,X,X,X,X,X,X,X,X,O,X,X,X
JISOTLZ,O,X,X,X,X,X,X,O,X,X,X,X,O
JISOTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
JISOLTZ,O,X,X,X,X,X,X,O,X,O,X,O,O
JISOLZT,O,O,X,X,O,X,X,X,X,O,X,O,O
JISOZTL,O,X,X,X,X,X,X,X,X,O,X,X,O
JISOZLT,O,X,X,X,X,X,X,X,X,O,X,X,O
JIZTLSO,X,O,O,X,X,O,X,X,X,X,X,X,X
JIZTLOS,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZTSLO,X,O,O,X,X,O,O,X,X,X,X,X,X
JIZTSOL,X,O,O,X,X,X,O,X,X,X,X,X,X
JIZTOLS,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZTOSL,X,O,O,X,X,X,X,X,X,X,X,X,X
JIZLTSO,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZLTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,X,O,O,X,X,X,X,O,X
JIZLSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JIZLOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZLOST,O,O,O,X,X,O,X,X,X,X,X,O,X
JIZSTLO,X,X,X,X,X,X,O,X,X,X,X,X,X
JIZSTOL,X,X,X,X,X,X,O,X,X,X,X,X,X
JIZSLTO,X,O,X,X,O,O,O,X,X,X,X,X,X
JIZSLOT,O,O,O,X,O,O,X,X,X,X,X,X,X
JIZSOTL,X,X,X,X,X,X,O,X,X,X,X,X,X
JIZSOLT,O,O,O,X,X,X,X,X,X,X,X,X,X
JIZOTLS,O,O,O,X,X,X,X,X,X,X,X,X,X
JIZOTSL,X,O,O,X,X,X,X,X,X,X,X,X,X
JIZOLTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZOLST,O,O,O,X,X,O,X,X,X,X,X,X,X
JIZOSTL,X,X,X,X,X,X,O,X,X,X,X,X,X
JIZOSLT,O,O,O,X,X,X,X,X,X,X,X,X,X
JIOTLSZ,O,X,X,X,X,X,X,O,X,O,X,X,X
JIOTLZS,O,O,X,X,X,X,X,X,O,X,X,X,X
JIOTSLZ,O,X,X,X,X,X,X,O,X,X,X,X,X
JIOTSZL,X,X,X,X,X,X,X,O,X,X,X,X,X
JIOTZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JIOTZSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,X,X,X,X,O,X,O,X,O,X
JIOLTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
JIOLSTZ,O,X,X,X,X,X,X,O,X,O,X,O,O
JIOLSZT,O,O,X,X,X,X,X,X,X,O,X,O,O
JIOLZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JIOLZST,O,O,O,X,X,X,X,X,X,X,X,O,X
JIOSTLZ,O,X,X,X,X,X,X,O,X,X,X,X,O
JIOSTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
JIOSLTZ,O,X,X,X,X,X,X,O,X,O,X,X,O
JIOSLZT,O,O,X,X,O,X,X,X,X,O,X,X,O
JIOSZTL,O,X,X,X,X,X,X,X,X,O,X,X,O
JIOSZLT,O,X,X,X,X,X,X,X,X,O,X,X,O
JIOZTLS,O,O,O,X,X,X,X,X,X,X,X,X,X
JIOZTSL,X,O,O,X,X,X,X,X,X,X,X,X,X
JIOZLTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JIOZLST,O,O,O,X,X,X,X,X,X,X,X,X,X
JIOZSTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZSLT,O,O,O,X,X,X,X,X,X,X,X,X,X
JLTISZO,O,X,X,X,X,X,X,X,X,O,X,O,X
JLTISOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLTIZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
JLTIZOS,O,O,X,X,X,X,X,X,X,X,O,X,X
JLTIOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLTIOZS,O,O,X,X,X,X,X,X,O,X,O,X,X
JLTSIZO,O,X,X,X,X,X,X,X,X,O,O,O,X
JLTSIOZ,O,X,X,X,X,X,X,X,X,O,O,O,X
JLTSZIO,O,X,X,X,X,X,X,X,X,O,X,X,X
JLTSZOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLTSOIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLTSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLTZISO,O,O,O,X,X,O,X,X,X,X,X,X,X
JLTZIOS,O,O,O,X,X,O,X,X,X,X,X,X,X
JLTZSIO,O,O,O,X,X,X,X,X,X,O,X,X,X
JLTZSOI,X,X,O,X,X,X,X,X,X,O,X,X,X
JLTZOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLTZOSI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLTOISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLTOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLTOSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLTOZIS,O,X,O,X,X,X,X,X,X,X,X,X,X
JLTOZSI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLITSZO,O,X,X,X,X,X,X,X,X,O,X,O,X
JLITSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLITZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
JLITZOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLITOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLITOZS,O,O,X,X,X,X,X,X,O,X,X,X,X
JLISTZO,O,X,X,X,X,X,X,X,X,O,X,O,X
JLISTOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLISZTO,O,O,X,X,X,X,X,X,X,O,X,O,X
JLISZOT,O,O,X,X,X,X,X,X,X,O,X,O,X
JLISOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLISOZT,O,O,X,X,X,X,X,X,X,O,X,O,X
JLIZTSO,O,O,O,X,X,O,X,X,X,X,X,X,X
JLIZTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
JLIZSTO,O,O,X,X,X,O,X,X,X,X,X,O,X
JLIZSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JLIZOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JLIZOST,O,O,O,X,X,O,X,X,X,X,X,O,X
JLIOTSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLIOTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
JLIOSTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLIOSZT,O,O,X,X,X,X,X,X,X,O,X,O,X
JLIOZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLIOZST,O,O,O,X,X,X,X,X,X,X,X,O,X
JLSTIZO,O,X,X,X,X,X,X,X,X,O,O,O,X
JLSTIOZ,O,X,X,X,X,X,X,X,X,O,O,O,X
JLSTZIO,O,X,X,X,X,X,X,X,X,O,X,X,X
JLSTZOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLSTOIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLSTOZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLSITZO,O,X,X,X,X,X,X,X,X,O,X,O,X
JLSITOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
JLSIZTO,O,O,X,X,X,X,X,X,X,O,X,O,X
JLSIZOT,O,O,X,X,X,X,X,X,X,O,X,O,X
JLSIOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
JLSIOZT,O,O,X,X,X,X,X,X,X,O,X,O,X
JLSZTIO,O,O,O,X,X,X,X,X,X,O,X,X,X
JLSZTOI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLSZITO,O,O,X,X,X,O,X,X,X,O,X,O,X
JLSZIOT,O,O,O,X,X,O,X,X,X,O,X,O,X
JLSZOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLSZOIT,O,X,O,X,X,X,X,X,X,O,X,X,X
JLSOTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLSOTZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLSOITZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLSOIZT,O,X,X,X,X,X,X,X,X,O,X,O,X
JLSOZTI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLSOZIT,O,X,O,X,X,X,X,X,X,O,X,X,X
JLZTISO,O,O,O,X,X,O,X,X,X,X,X,X,X
JLZTIOS,O,O,O,X,X,O,X,X,X,X,X,X,X
JLZTSIO,O,O,O,X,X,X,X,X,X,O,X,X,X
JLZTSOI,X,X,O,X,X,X,X,X,X,O,X,X,X
JLZTOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLZTOSI,X,O,O,X,X,X,X,X,X,O,X,X,X
JLZITSO,O,O,O,X,X,O,X,X,X,X,X,X,X
JLZITOS,O,O,O,X,X,O,X,X,X,X,X,X,X
JLZISTO,O,O,X,X,X,O,X,X,X,X,X,O,X
JLZISOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JLZIOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JLZIOST,O,O,O,X,X,O,X,X,X,X,X,O,X
JLZSTIO,O,O,O,X,X,X,X,X,X,O,X,X,X
JLZSTOI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLZSITO,O,O,X,X,X,O,X,X,X,O,X,O,X
JLZSIOT,O,O,O,X,X,O,X,X,X,O,X,O,X
JLZSOTI,X,X,O,X,X,X,X,X,X,O,X,X,X
JLZSOIT,O,X,O,X,X,X,X,X,X,O,X,X,X
JLZOTIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLZOITS,O,O,O,X,X,O,X,X,X,X,X,X,X
JLZOIST,O,O,O,X,X,O,X,X,X,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLZOSIT,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOTISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTIZS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLOTSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTZIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOTZSI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOITSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLOITZS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLOISTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLOISZT,O,O,X,X,X,X,X,X,X,O,X,O,X
JLOIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOIZST,O,O,O,X,X,X,X,X,X,X,X,O,X
JLOSTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOSTZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOSITZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JLOSIZT,O,O,X,X,X,X,X,X,X,O,X,O,X
JLOSZTI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOSZIT,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOZTIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOZTSI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOZITS,O,O,O,X,X,O,X,X,X,X,X,X,X
JLOZIST,O,O,O,X,X,O,X,X,X,X,X,X,X
JLOZSTI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOZSIT,O,O,O,X,X,X,X,X,X,O,X,X,X
JSTILZO,O,X,X,X,O,X,X,X,X,X,O,O,X
JSTILOZ,O,X,X,X,O,X,X,X,X,X,O,O,X
JSTIZLO,O,X,X,O,O,X,O,X,X,X,O,X,X
JSTIZOL,O,X,X,O,X,X,O,X,X,X,O,X,X
JSTIOLZ,O,X,X,X,O,X,X,O,X,X,O,X,X
JSTIOZL,O,X,X,X,X,X,O,O,X,X,O,X,X
JSTLIZO,O,X,X,O,O,X,X,X,X,O,O,O,X
JSTLIOZ,O,X,X,X,O,X,X,X,X,O,O,O,X
JSTLZIO,O,X,X,O,O,X,X,X,X,O,X,X,X
JSTLZOI,X,X,X,O,X,X,X,X,X,O,X,X,X
JSTLOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JSTLOZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JSTZILO,O,X,O,O,O,O,O,X,X,X,O,X,X
JSTZIOL,O,X,O,O,X,X,O,X,X,O,O,X,X
JSTZLIO,O,X,O,O,O,X,O,X,X,O,X,X,X
JSTZLOI,X,X,O,O,X,X,X,X,X,O,X,X,X
JSTZOIL,O,X,O,O,X,X,O,X,X,O,X,X,X
JSTZOLI,O,X,O,O,X,X,X,X,X,O,X,X,X
JSTOILZ,O,X,X,X,O,X,X,O,X,X,O,X,X
JSTOIZL,O,X,X,X,X,X,X,O,X,X,O,X,X
JSTOLIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
JSTOLZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JSTOZIL,O,X,O,X,X,X,X,X,X,O,X,X,X
JSTOZLI,O,X,O,X,X,X,X,X,X,O,X,X,X
JSITLZO,O,X,X,X,O,X,X,X,X,X,O,O,X
JSITLOZ,O,X,X,X,X,X,X,X,O,X,O,O,X
JSITZLO,O,X,X,X,X,X,X,X,X,X,O,X,X
JSITZOL,O,X,X,X,X,X,X,X,X,X,O,X,X
JSITOLZ,O,X,X,X,X,X,X,O,O,X,O,X,X
JSITOZL,O,X,X,X,X,X,X,O,X,X,O,X,X
JSILTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
JSILTOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
JSILZTO,O,O,X,X,O,X,X,X,X,O,X,O,X
JSILZOT,O,O,X,X,O,X,X,X,X,O,X,O,X
JSILOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
JSILOZT,O,O,X,X,O,X,X,X,X,O,X,O,X
JSIZTLO,O,X,X,O,X,X,O,X,X,X,X,X,X
JSIZTOL,O,X,X,O,X,X,O,X,X,O,X,X,X
JSIZLTO,O,X,X,O,O,X,O,X,X,O,X,O,X
JSIZLOT,O,X,X,O,O,X,X,X,X,O,X,O,X
JSIZOTL,O,X,X,O,X,X,O,X,X,O,X,X,X
JSIZOLT,O,X,X,O,X,X,X,X,X,O,X,X,X
JSIOTLZ,O,X,X,X,X,X,X,O,O,X,X,X,O
JSIOTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
JSIOLTZ,O,X,X,X,X,X,X,O,O,O,X,O,O
JSIOLZT,O,O,X,X,O,X,X,X,X,O,X,O,O
JSIOZTL,O,X,X,X,X,X,X,X,X,O,X,X,O
JSIOZLT,O,X,X,X,X,X,X,X,X,O,X,X,O
JSLTIZO,O,X,X,X,O,X,X,X,X,O,O,O,X
JSLTIOZ,O,X,X,X,O,X,X,X,X,O,O,O,X
JSLTZIO,O,X,X,X,O,X,X,X,X,O,X,X,X
JSLTZOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JSLTOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JSLTOZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JSLITZO,O,X,X,X,O,X,X,X,X,O,X,O,X
JSLITOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
JSLIZTO,O,O,X,X,O,X,X,X,X,O,X,O,X
JSLIZOT,O,O,X,X,O,X,X,X,X,O,X,O,X
JSLIOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
JSLIOZT,O,O,X,X,O,X,X,X,X,O,X,O,X
JSLZTIO,O,O,O,X,X,X,X,X,X,O,X,X,X
JSLZTOI,O,X,O,X,X,X,X,X,X,O,X,X,X
JSLZITO,O,O,X,X,X,O,X,X,X,O,X,O,X
JSLZIOT,O,O,O,X,X,O,X,X,X,O,X,O,X
JSLZOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
JSLZOIT,O,X,O,X,X,X,X,X,X,O,X,X,X
JSLOTIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JSLOTZI,O,X,X,X,O,X,X,X,X,O,X,X,X
JSLOITZ,O,X,X,X,O,X,X,X,X,O,X,O,X
JSLOIZT,O,X,X,X,O,X,X,X,X,O,X,O,X
JSLOZTI,O,X,O,X,X,X,X,X,X,O,X,X,X
JSLOZIT,O,X,O,X,X,X,X,X,X,O,X,X,X
JSZTILO,O,O,O,O,X,O,O,X,X,X,O,X,X
JSZTIOL,O,O,O,O,X,X,O,X,X,O,O,X,X
JSZTLIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JSZTLOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZTOIL,O,O,O,O,X,X,O,X,X,O,X,X,X
JSZTOLI,O,O,O,O,X,X,X,X,X,O,X,X,X
JSZITLO,O,X,X,O,X,X,O,X,X,X,X,X,X
JSZITOL,O,X,X,O,X,X,O,X,X,O,X,X,X
JSZILTO,O,O,X,O,X,O,O,X,X,O,X,O,X
JSZILOT,O,O,O,O,X,O,X,X,X,O,X,O,X
JSZIOTL,O,X,X,O,X,X,O,X,X,O,X,X,X
JSZIOLT,O,O,O,O,X,X,X,X,X,O,X,X,X
JSZLTIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JSZLTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZLITO,O,O,X,O,X,O,O,X,X,O,X,O,X
JSZLIOT,O,O,O,O,X,O,X,X,X,O,X,O,X
JSZLOTI,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZLOIT,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZOTIL,O,O,O,O,X,X,O,X,X,O,X,X,X
JSZOTLI,O,O,O,O,X,X,X,X,X,O,X,X,X
JSZOITL,O,X,X,O,X,X,O,X,X,O,X,X,X
JSZOILT,O,O,O,O,X,X,X,X,X,O,X,X,X
JSZOLTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JSZOLIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JSOTILZ,O,X,X,X,O,X,X,O,X,X,O,X,X
JSOTIZL,O,X,X,O,O,X,X,O,X,X,O,X,X
JSOTLIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JSOTLZI,O,X,X,O,O,X,X,X,X,O,X,X,X
JSOTZIL,O,X,O,O,O,X,X,X,X,O,X,X,X
JSOTZLI,O,X,O,O,O,X,X,X,X,O,X,X,X
JSOITLZ,O,X,X,X,O,X,X,O,X,X,X,X,O
JSOITZL,O,X,X,X,X,X,X,O,X,X,X,X,O
JSOILTZ,O,X,X,X,O,X,X,O,X,O,X,O,O
JSOILZT,O,O,X,X,O,X,X,X,X,O,X,O,O
JSOIZTL,O,X,X,O,X,X,X,X,X,O,X,X,O
JSOIZLT,O,X,X,O,O,X,X,X,X,O,X,X,O
JSOLTIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
JSOLTZI,O,X,X,X,O,X,X,X,X,O,X,X,X
JSOLITZ,O,X,X,X,O,X,X,O,X,O,X,O,O
JSOLIZT,O,O,X,O,O,X,X,X,X,O,X,O,O
JSOLZTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JSOLZIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JSOZTIL,O,O,O,O,X,X,X,X,X,O,X,X,X
JSOZTLI,O,O,O,O,X,X,X,X,X,O,X,X,X
JSOZITL,O,X,X,O,X,X,X,X,X,O,X,X,X
JSOZILT,O,O,O,O,X,X,X,X,X,O,X,X,X
JSOZLTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JSOZLIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JZTILSO,O,O,O,O,X,O,O,X,X,X,X,X,X
JZTILOS,O,O,O,X,X,O,O,X,X,X,O,X,X
JZTISLO,O,O,O,O,X,O,O,X,X,X,X,X,X
JZTISOL,O,O,O,O,X,X,O,X,X,X,O,X,X
JZTIOLS,O,O,O,X,X,O,O,X,X,X,O,X,X
JZTIOSL,O,O,O,X,X,X,O,X,X,X,O,X,X
JZTLISO,O,O,O,O,X,O,O,X,X,X,X,X,X
JZTLIOS,O,O,O,X,X,O,O,X,X,X,X,X,X
JZTLSIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JZTLSOI,X,X,O,O,X,X,X,X,X,O,X,X,X
JZTLOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JZTLOSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZTSILO,O,O,O,O,X,O,O,X,X,X,O,X,X
JZTSIOL,O,O,O,O,X,X,O,X,X,X,O,X,X
JZTSLIO,O,O,O,O,X,X,O,X,X,X,X,X,X
JZTSLOI,X,X,O,O,X,X,X,X,X,X,X,X,X
JZTSOIL,O,O,O,O,X,X,O,X,X,X,X,X,X
JZTSOLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZTOILS,O,O,O,O,X,O,O,X,X,X,X,X,X
JZTOISL,O,O,O,O,X,X,O,X,X,X,X,X,X
JZTOLIS,O,O,O,O,X,X,X,X,X,X,X,X,X
JZTOLSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZTOSIL,O,O,O,O,X,X,O,X,X,X,X,X,X
JZTOSLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZITLSO,X,O,O,O,X,O,O,X,X,X,X,X,X
JZITLOS,O,O,O,X,X,O,O,X,X,X,X,X,X
JZITSLO,X,O,O,O,X,O,O,X,X,X,X,X,X
JZITSOL,X,O,O,O,X,X,O,X,X,X,X,X,X
JZITOLS,O,O,O,X,X,O,O,X,X,X,X,X,X
JZITOSL,X,O,O,X,X,X,O,X,X,X,X,X,X
JZILTSO,O,O,O,X,X,O,X,X,X,X,X,X,X
JZILTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZILSTO,O,O,X,X,X,O,O,X,X,X,X,O,X
JZILSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JZILOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZILOST,O,O,O,X,X,O,X,X,X,X,X,O,X
JZISTLO,X,X,X,O,X,X,O,X,X,X,X,X,X
JZISTOL,X,X,X,O,X,X,O,X,X,X,X,X,X
JZISLTO,X,O,X,O,X,O,O,X,X,X,X,X,X
JZISLOT,O,O,O,O,X,O,X,X,X,X,X,X,X
JZISOTL,X,X,X,O,X,X,O,X,X,X,X,X,X
JZISOLT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZIOTLS,O,O,O,O,X,X,X,X,X,X,X,X,X
JZIOTSL,X,O,O,O,X,X,X,X,X,X,X,X,X
JZIOLTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZIOLST,O,O,O,O,X,O,X,X,X,X,X,X,X
JZIOSTL,X,X,X,O,X,X,O,X,X,X,X,X,X
JZIOSLT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZLTISO,O,O,O,O,X,O,O,X,X,X,X,X,X
JZLTIOS,O,O,O,X,X,O,O,X,X,X,X,X,X
JZLTSIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JZLTSOI,X,X,O,O,X,X,X,X,X,O,X,X,X
JZLTOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JZLTOSI,X,O,O,O,X,X,X,X,X,O,X,X,X
