sequence,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhF3gBzhBGjByqBUo?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBemBzhBfoB6o?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFamBUiBGjBTlBfs?BVyB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFzgBUiBFjB2qBfs?BSyB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBmhBCjBXmBTo?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFUhBFiBXjBTlBSt?BmrB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBymBziB+oBXm?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFamBFiB8nB+oBTl?BfsB
ZLSOIJT,O,O,X,O,O,O,X,X
ZLSOJTI,O,O,X,O,O,O,X,X
ZLSOJIT,O,O,X,O,O,O,X,X
ZLOTIJS,O,X,X,X,O,O,X,X
ZLOTISJ,O,X,X,X,O,O,X,X
ZLOTJIS,O,X,X,X,O,O,X,X
ZLOTJSI,O,X,X,X,O,O,X,X
ZLOTSIJ,O,X,X,X,O,O,X,X
ZLOTSJI,O,X,X,X,O,O,X,X
ZLOITJS,O,X,X,X,O,O,X,X
ZLOITSJ,O,X,X,X,O,O,X,X
ZLOIJTS,O,X,X,X,O,O,X,X
ZLOIJST,O,O,X,X,O,O,X,X
ZLOISTJ,O,O,X,X,O,O,X,X
ZLOISJT,O,O,X,X,O,O,X,X
ZLOJTIS,O,X,X,X,O,O,X,X
ZLOJTSI,O,X,X,X,O,O,X,X
ZLOJITS,O,X,X,X,O,O,X,X
ZLOJIST,O,O,X,X,O,O,X,X
ZLOJSTI,O,O,X,X,O,O,X,X
ZLOJSIT,O,O,X,X,O,O,X,X
ZLOSTIJ,O,O,X,X,O,O,X,X
ZLOSTJI,O,O,X,X,O,O,X,X
ZLOSITJ,O,O,X,X,O,O,X,X
ZLOSIJT,O,O,X,X,O,O,X,X
ZLOSJTI,O,O,X,X,O,O,X,X
ZLOSJIT,O,O,X,X,O,O,X,X
ZJTILSO,O,O,X,X,O,O,O,O
ZJTILOS,O,O,X,X,O,O,O,X
ZJTISLO,O,O,X,X,O,O,O,O
ZJTISOL,O,O,X,X,O,X,O,O
ZJTIOLS,O,O,X,X,O,O,O,O
ZJTIOSL,O,O,X,X,O,X,O,O
ZJTLISO,O,O,X,X,O,O,O,O
ZJTLIOS,O,O,X,X,O,O,O,X
ZJTLSIO,O,O,X,X,O,O,O,O
ZJTLSOI,O,O,X,X,X,O,O,O
ZJTLOIS,O,O,X,X,O,O,O,X
ZJTLOSI,O,O,X,X,O,O,O,X
ZJTSILO,O,O,X,X,O,O,O,O
ZJTSIOL,O,O,X,X,O,X,O,O
ZJTSLIO,O,O,X,X,O,O,O,O
ZJTSLOI,O,O,X,X,X,O,O,O
ZJTSOIL,O,O,X,X,O,X,O,O
ZJTSOLI,O,O,X,X,O,X,O,O
ZJTOILS,O,O,X,X,O,O,O,O
ZJTOISL,O,O,X,X,O,X,O,O
ZJTOLIS,O,O,X,X,O,O,O,O
ZJTOLSI,O,O,X,X,O,O,O,O
ZJTOSIL,O,O,X,X,O,X,O,O
ZJTOSLI,O,O,X,X,O,X,O,O
ZJITLSO,O,O,X,X,O,O,O,O
ZJITLOS,O,O,X,X,O,O,O,X
ZJITSLO,O,O,X,X,O,O,O,O
ZJITSOL,O,O,X,X,O,X,O,O
ZJITOLS,O,O,X,X,O,O,O,O
ZJITOSL,O,O,X,X,O,X,O,O
ZJILTSO,O,O,X,O,X,O,O,O
ZJILTOS,O,O,X,O,X,O,O,X
ZJILSTO,O,O,X,O,X,O,X,O
ZJILSOT,O,O,X,O,X,O,X,O
ZJILOTS,O,X,X,O,X,O,O,O
ZJILOST,O,O,X,O,X,O,X,O
ZJISTLO,O,O,X,O,O,O,O,O
ZJISTOL,O,O,X,O,O,X,O,O
ZJISLTO,O,O,X,O,X,O,X,O
ZJISLOT,O,O,X,O,O,O,X,O
ZJISOTL,X,O,X,O,O,X,O,O
ZJISOLT,X,O,X,O,O,X,X,O
ZJIOTLS,O,O,X,X,O,O,O,O
ZJIOTSL,O,O,X,X,O,X,O,O
ZJIOLTS,O,X,X,O,O,O,O,O
ZJIOLST,O,O,X,O,O,O,X,O
ZJIOSTL,X,O,X,O,O,X,O,O
ZJIOSLT,X,O,X,O,O,X,X,O
ZJLTISO,O,O,X,O,X,O,O,O
ZJLTIOS,O,O,X,O,X,O,O,X
ZJLTSIO,O,O,X,O,X,O,O,O
ZJLTSOI,O,O,X,O,X,O,O,O
ZJLTOIS,O,O,X,O,X,O,O,X
ZJLTOSI,O,O,X,O,X,O,O,X
ZJLITSO,O,O,X,O,X,O,O,O
ZJLITOS,O,O,X,O,X,O,O,X
ZJLISTO,O,O,X,O,X,O,X,O
ZJLISOT,O,O,X,O,X,O,X,O
ZJLIOTS,O,X,X,O,X,O,O,O
ZJLIOST,O,O,X,O,X,O,X,O
ZJLSTIO,O,O,X,O,X,O,X,O
ZJLSTOI,O,O,X,O,X,O,X,O
ZJLSITO,O,O,X,O,X,O,X,O
ZJLSIOT,O,O,X,O,X,O,X,O
ZJLSOTI,O,O,X,O,X,O,X,O
ZJLSOIT,O,O,X,O,X,O,X,O
ZJLOTIS,O,X,X,O,X,O,O,O
ZJLOTSI,O,X,X,O,X,O,O,O
ZJLOITS,O,X,X,O,X,O,O,O
ZJLOIST,O,O,X,O,X,O,X,O
ZJLOSTI,O,O,X,O,X,O,X,O
ZJLOSIT,O,O,X,O,X,O,X,O
ZJSTILO,O,O,X,O,O,O,O,O
ZJSTIOL,O,O,X,O,O,X,O,O
ZJSTLIO,O,O,X,O,O,O,O,O
ZJSTLOI,O,O,X,O,O,O,O,O
ZJSTOIL,O,O,X,O,O,X,O,O
ZJSTOLI,O,O,X,O,O,X,O,O
ZJSITLO,O,O,X,O,O,O,O,O
ZJSITOL,O,O,X,O,O,X,O,O
ZJSILTO,O,O,X,O,X,O,X,O
ZJSILOT,O,O,X,O,O,O,X,O
ZJSIOTL,X,O,X,O,O,X,O,O
ZJSIOLT,X,O,X,O,O,X,X,O
ZJSLTIO,O,O,X,O,X,O,X,O
ZJSLTOI,O,O,X,O,X,O,X,O
ZJSLITO,O,O,X,O,X,O,X,O
ZJSLIOT,O,O,X,O,O,O,X,O
ZJSLOTI,O,O,X,O,O,O,X,O
ZJSLOIT,O,O,X,O,O,O,X,O
ZJSOTIL,X,O,X,O,O,X,O,O
ZJSOTLI,X,O,X,O,O,X,O,O
ZJSOITL,X,O,X,O,O,X,O,O
ZJSOILT,X,O,X,O,O,X,X,O
ZJSOLTI,X,O,X,O,O,X,X,O
ZJSOLIT,X,O,X,O,O,X,X,O
ZJOTILS,O,O,X,X,O,O,O,O
ZJOTISL,O,O,X,X,O,X,O,O
ZJOTLIS,O,O,X,X,O,O,O,O
ZJOTLSI,O,O,X,X,O,O,O,O
ZJOTSIL,O,O,X,X,O,X,O,O
ZJOTSLI,O,O,X,X,O,X,O,O
ZJOITLS,O,O,X,X,O,O,O,O
ZJOITSL,O,O,X,X,O,X,O,O
ZJOILTS,O,X,X,O,O,O,O,O
ZJOILST,O,O,X,O,O,O,X,O
ZJOISTL,X,O,X,O,O,X,O,O
ZJOISLT,X,O,X,O,O,X,X,O
ZJOLTIS,O,X,X,O,O,O,O,O
ZJOLTSI,O,X,X,O,O,O,O,O
ZJOLITS,O,X,X,O,O,O,O,O
ZJOLIST,O,O,X,O,O,O,X,O
ZJOLSTI,O,O,X,O,O,O,X,O
ZJOLSIT,O,O,X,O,O,O,X,O
ZJOSTIL,X,O,X,O,O,X,O,O
ZJOSTLI,X,O,X,O,O,X,O,O
ZJOSITL,X,O,X,O,O,X,O,O
ZJOSILT,X,O,X,O,O,X,X,O
ZJOSLTI,X,O,X,O,O,X,X,O
ZJOSLIT,X,O,X,O,O,X,X,O
ZSTILJO,O,O,O,O,O,X,O,X
ZSTILOJ,O,O,O,O,O,X,X,X
ZSTIJLO,O,O,O,O,O,X,O,X
ZSTIJOL,O,O,O,O,O,X,O,X
ZSTIOLJ,O,O,O,X,O,X,X,X
ZSTIOJL,O,O,O,O,O,X,X,X
ZSTLIJO,O,O,O,O,O,X,O,X
ZSTLIOJ,O,O,O,O,O,X,X,X
ZSTLJIO,O,O,O,O,O,X,O,X
ZSTLJOI,O,O,O,O,O,X,O,X
ZSTLOIJ,O,O,O,O,O,X,X,X
ZSTLOJI,O,O,O,O,O,X,X,X
ZSTJILO,O,O,O,O,O,X,O,X
ZSTJIOL,O,O,O,O,O,X,O,X
ZSTJLIO,O,O,O,O,O,X,O,X
ZSTJLOI,O,O,O,O,O,X,O,X
ZSTJOIL,O,O,O,O,O,X,O,X
ZSTJOLI,O,O,O,O,O,X,O,X
ZSTOILJ,O,O,O,X,O,X,X,X
ZSTOIJL,O,O,O,O,O,X,X,X
ZSTOLIJ,O,O,O,X,O,X,X,X
ZSTOLJI,O,O,O,X,O,X,X,X
ZSTOJIL,O,O,O,O,O,X,X,X
ZSTOJLI,O,O,O,O,O,X,X,X
ZSITLJO,O,O,O,O,O,X,O,X
ZSITLOJ,O,O,O,O,O,X,X,X
ZSITJLO,O,O,O,O,O,X,O,X
ZSITJOL,O,O,O,O,O,X,O,X
ZSITOLJ,O,O,O,X,O,X,X,X
ZSITOJL,O,O,O,O,O,X,X,X
ZSILTJO,O,O,O,O,O,X,X,X
ZSILTOJ,O,O,O,O,O,X,X,X
ZSILJTO,O,O,O,O,X,X,X,O
ZSILJOT,O,O,X,O,O,X,X,O
ZSILOTJ,O,O,O,O,O,X,X,X
ZSILOJT,O,O,O,O,O,X,X,X
ZSIJTLO,O,O,O,O,O,X,O,O
ZSIJTOL,O,O,O,O,O,X,O,O
ZSIJLTO,O,O,O,O,X,X,X,O
ZSIJLOT,O,O,X,O,O,X,X,O
ZSIJOTL,X,O,O,O,O,X,O,O
ZSIJOLT,X,O,O,O,O,X,X,O
ZSIOTLJ,X,O,O,X,O,X,X,X
ZSIOTJL,X,O,O,O,O,X,X,X
ZSIOLTJ,X,O,O,O,O,X,X,X
ZSIOLJT,X,O,O,O,O,X,X,O
ZSIOJTL,X,O,O,O,O,X,X,O
ZSIOJLT,X,O,O,O,O,X,X,O
ZSLTIJO,O,O,O,O,O,X,X,X
ZSLTIOJ,O,O,O,O,O,X,X,X
ZSLTJIO,O,O,O,O,O,X,X,X
ZSLTJOI,O,O,O,O,O,X,X,X
ZSLTOIJ,O,O,O,O,O,X,X,X
ZSLTOJI,O,O,O,O,O,X,X,X
ZSLITJO,O,O,O,O,O,X,X,X
ZSLITOJ,O,O,O,O,O,X,X,X
ZSLIJTO,O,O,O,O,X,X,X,O
ZSLIJOT,O,O,X,O,O,X,X,O
ZSLIOTJ,O,O,O,O,O,X,X,X
ZSLIOJT,O,O,O,O,O,X,X,X
ZSLJTIO,O,O,O,O,X,X,X,O
ZSLJTOI,O,O,O,O,X,X,X,O
ZSLJITO,O,O,O,O,X,X,X,O
ZSLJIOT,O,O,X,O,O,X,X,O
ZSLJOTI,O,O,X,O,O,X,X,O
ZSLJOIT,O,O,X,O,O,X,X,O
ZSLOTIJ,O,O,O,O,O,X,X,X
ZSLOTJI,O,O,O,O,O,X,X,X
ZSLOITJ,O,O,O,O,O,X,X,X
ZSLOIJT,O,O,O,O,O,X,X,X
ZSLOJTI,O,O,O,O,O,X,X,X
ZSLOJIT,O,O,O,O,O,X,X,X
ZSJTILO,O,O,O,O,O,X,O,O
ZSJTIOL,O,O,O,O,O,X,O,O
ZSJTLIO,O,O,O,O,O,X,O,O
ZSJTLOI,O,O,O,O,O,X,O,O
ZSJTOIL,O,O,O,O,O,X,O,O
ZSJTOLI,O,O,O,O,O,X,O,O
ZSJITLO,O,O,O,O,O,X,O,O
ZSJITOL,O,O,O,O,O,X,O,O
ZSJILTO,O,O,O,O,X,X,X,O
ZSJILOT,O,O,X,O,O,X,X,O
ZSJIOTL,X,O,O,O,O,X,O,O
ZSJIOLT,X,O,O,O,O,X,X,O
ZSJLTIO,O,O,O,O,X,X,X,O
ZSJLTOI,O,O,O,O,X,X,X,O
ZSJLITO,O,O,O,O,X,X,X,O
ZSJLIOT,O,O,X,O,O,X,X,O
ZSJLOTI,O,O,X,O,O,X,X,O
ZSJLOIT,O,O,X,O,O,X,X,O
ZSJOTIL,X,O,O,O,O,X,O,O
ZSJOTLI,X,O,O,O,O,X,O,O
ZSJOITL,X,O,O,O,O,X,O,O
ZSJOILT,X,O,O,O,O,X,X,O
ZSJOLTI,X,O,O,O,O,X,X,O
ZSJOLIT,X,O,O,O,O,X,X,O
ZSOTILJ,X,O,O,X,O,X,X,X
ZSOTIJL,X,O,O,O,O,X,X,X
ZSOTLIJ,X,O,O,X,O,X,X,X
ZSOTLJI,X,O,O,X,O,X,X,X
ZSOTJIL,X,O,O,O,O,X,X,X
ZSOTJLI,X,O,O,O,O,X,X,X
ZSOITLJ,X,O,O,X,O,X,X,X
ZSOITJL,X,O,O,O,O,X,X,X
ZSOILTJ,X,O,O,O,O,X,X,X
ZSOILJT,X,O,O,O,O,X,X,O
ZSOIJTL,X,O,O,O,O,X,X,O
ZSOIJLT,X,O,O,O,O,X,X,O
ZSOLTIJ,X,O,O,O,O,X,X,X
ZSOLTJI,X,O,O,O,O,X,X,X
ZSOLITJ,X,O,O,O,O,X,X,X
ZSOLIJT,X,O,O,O,O,X,X,O
ZSOLJTI,X,O,O,O,O,X,X,O
ZSOLJIT,X,O,O,O,O,X,X,O
ZSOJTIL,X,O,O,O,O,X,X,O
ZSOJTLI,X,O,O,O,O,X,X,O
ZSOJITL,X,O,O,O,O,X,X,O
ZSOJILT,X,O,O,O,O,X,X,O
ZSOJLTI,X,O,O,O,O,X,X,O
ZSOJLIT,X,O,O,O,O,X,X,O
ZOTILJS,O,X,O,X,O,O,O,X
ZOTILSJ,O,X,O,X,O,O,X,X
ZOTIJLS,O,O,O,X,O,O,O,X
ZOTIJSL,O,O,O,X,O,O,O,X
ZOTISLJ,O,O,O,X,O,O,X,X
ZOTISJL,O,O,O,X,O,X,X,X
ZOTLIJS,O,X,O,X,O,O,O,X
ZOTLISJ,O,X,O,X,O,O,X,X
ZOTLJIS,O,X,O,X,O,O,O,X
ZOTLJSI,O,X,O,X,O,O,O,X
ZOTLSIJ,O,X,O,X,O,O,X,X
ZOTLSJI,O,X,O,X,O,O,X,X
ZOTJILS,O,O,O,X,O,O,O,X
ZOTJISL,O,O,O,X,O,O,O,X
ZOTJLIS,O,O,O,X,O,O,O,X
ZOTJLSI,O,O,O,X,O,O,O,X
ZOTJSIL,O,O,O,X,O,O,O,X
ZOTJSLI,O,O,O,X,O,O,O,X
ZOTSILJ,O,O,O,X,O,O,X,X
ZOTSIJL,O,O,O,X,O,X,X,X
ZOTSLIJ,O,O,O,X,O,O,X,X
ZOTSLJI,O,O,O,X,O,O,X,X
ZOTSJIL,O,O,O,X,O,X,X,X
ZOTSJLI,O,O,O,X,O,X,X,X
ZOITLJS,O,X,O,X,O,O,O,X
ZOITLSJ,O,X,O,X,O,O,X,X
ZOITJLS,O,O,O,X,O,O,O,X
ZOITJSL,O,O,O,X,O,O,O,X
ZOITSLJ,O,O,O,X,O,O,X,X
ZOITSJL,O,O,O,X,O,X,X,X
ZOILTJS,O,X,O,X,O,O,X,X
ZOILTSJ,O,X,O,X,O,O,X,X
ZOILJTS,O,X,X,X,O,O,X,O
ZOILJST,O,O,X,X,O,O,X,O
ZOILSTJ,O,O,O,X,O,O,X,X
ZOILSJT,O,O,O,X,O,O,X,O
ZOIJTLS,O,O,X,X,O,O,O,O
ZOIJTSL,O,O,X,X,O,O,O,O
ZOIJLTS,O,X,X,X,O,O,O,O
ZOIJLST,O,O,X,X,O,O,X,O
ZOIJSTL,X,O,X,X,O,O,O,O
ZOIJSLT,X,O,X,X,O,O,X,O
ZOISTLJ,X,O,O,X,O,O,X,X
ZOISTJL,X,O,O,X,O,X,X,X
ZOISLTJ,X,O,O,X,O,O,X,X
ZOISLJT,X,O,O,X,O,O,X,O
ZOISJTL,X,O,O,X,O,O,X,O
ZOISJLT,X,O,O,X,O,O,X,O
ZOLTIJS,O,X,O,X,O,O,X,X
ZOLTISJ,O,X,O,X,O,O,X,X
ZOLTJIS,O,X,O,X,O,O,X,X
ZOLTJSI,O,X,O,X,O,O,X,X
ZOLTSIJ,O,X,O,X,O,O,X,X
ZOLTSJI,O,X,O,X,O,O,X,X
ZOLITJS,O,X,O,X,O,O,X,X
ZOLITSJ,O,X,O,X,O,O,X,X
ZOLIJTS,O,X,X,X,O,O,X,O
ZOLIJST,O,O,X,X,O,O,X,O
ZOLISTJ,O,O,O,X,O,O,X,X
ZOLISJT,O,O,O,X,O,O,X,O
ZOLJTIS,O,X,X,X,O,O,X,O
ZOLJTSI,O,X,X,X,O,O,X,O
ZOLJITS,O,X,X,X,O,O,X,O
ZOLJIST,O,O,X,X,O,O,X,O
ZOLJSTI,O,O,X,X,O,O,X,O
ZOLJSIT,O,O,X,X,O,O,X,O
ZOLSTIJ,O,O,O,X,O,O,X,X
ZOLSTJI,O,O,O,X,O,O,X,X
ZOLSITJ,O,O,O,X,O,O,X,X
ZOLSIJT,O,O,O,X,O,O,X,O
ZOLSJTI,O,O,O,X,O,O,X,O
ZOLSJIT,O,O,O,X,O,O,X,O
ZOJTILS,O,O,X,X,O,O,O,O
ZOJTISL,O,O,X,X,O,O,O,O
ZOJTLIS,O,O,X,X,O,O,O,O
ZOJTLSI,O,O,X,X,O,O,O,O
ZOJTSIL,O,O,X,X,O,O,O,O
ZOJTSLI,O,O,X,X,O,O,O,O
ZOJITLS,O,O,X,X,O,O,O,O
ZOJITSL,O,O,X,X,O,O,O,O
ZOJILTS,O,X,X,X,O,O,O,O
ZOJILST,O,O,X,X,O,O,X,O
ZOJISTL,X,O,X,X,O,O,O,O
ZOJISLT,X,O,X,X,O,O,X,O
ZOJLTIS,O,X,X,X,O,O,O,O
ZOJLTSI,O,X,X,X,O,O,O,O
ZOJLITS,O,X,X,X,O,O,O,O
ZOJLIST,O,O,X,X,O,O,X,O
ZOJLSTI,O,O,X,X,O,O,X,O
ZOJLSIT,O,O,X,X,O,O,X,O
ZOJSTIL,X,O,X,X,O,O,O,O
ZOJSTLI,X,O,X,X,O,O,O,O
ZOJSITL,X,O,X,X,O,O,O,O
ZOJSILT,X,O,X,X,O,O,X,O
ZOJSLTI,X,O,X,X,O,O,X,O
ZOJSLIT,X,O,X,X,O,O,X,O
ZOSTILJ,X,O,O,X,O,O,X,X
ZOSTIJL,X,O,O,X,O,X,X,X
ZOSTLIJ,X,O,O,X,O,O,X,X
ZOSTLJI,X,O,O,X,O,O,X,X
ZOSTJIL,X,O,O,X,O,X,X,X
ZOSTJLI,X,O,O,X,O,X,X,X
ZOSITLJ,X,O,O,X,O,O,X,X
ZOSITJL,X,O,O,X,O,X,X,X
ZOSILTJ,X,O,O,X,O,O,X,X
ZOSILJT,X,O,O,X,O,O,X,O
ZOSIJTL,X,O,O,X,O,O,X,O
ZOSIJLT,X,O,O,X,O,O,X,O
ZOSLTIJ,X,O,O,X,O,O,X,X
ZOSLTJI,X,O,O,X,O,O,X,X
ZOSLITJ,X,O,O,X,O,O,X,X
ZOSLIJT,X,O,O,X,O,O,X,O
ZOSLJTI,X,O,O,X,O,O,X,O
ZOSLJIT,X,O,O,X,O,O,X,O
ZOSJTIL,X,O,O,X,O,O,X,O
ZOSJTLI,X,O,O,X,O,O,X,O
ZOSJITL,X,O,O,X,O,O,X,O
ZOSJILT,X,O,O,X,O,O,X,O
ZOSJLTI,X,O,O,X,O,O,X,O
ZOSJLIT,X,O,O,X,O,O,X,O
OTILJSZ,O,X,O,X,X,O,O,O
OTILJZS,O,X,O,X,O,O,O,O
OTILSJZ,O,X,O,X,X,O,X,O
OTILSZJ,O,X,O,X,O,O,X,X
OTILZJS,O,X,O,X,O,O,O,X
OTILZSJ,O,X,O,X,O,O,X,X
OTIJLSZ,O,X,O,X,X,O,O,O
OTIJLZS,O,X,O,X,O,O,O,O
OTIJSLZ,X,X,O,X,X,O,O,O
OTIJSZL,X,X,O,X,X,O,O,O
OTIJZLS,O,X,O,X,O,O,O,O
OTIJZSL,O,X,O,X,O,O,O,O
OTISLJZ,O,X,O,X,X,X,X,O
OTISLZJ,O,O,O,X,O,X,X,X
OTISJLZ,X,X,O,X,X,X,X,O
OTISJZL,X,X,O,X,X,X,X,O
OTISZLJ,O,O,O,X,O,X,X,X
OTISZJL,O,O,O,X,O,X,X,X
OTIZLJS,O,X,O,X,O,O,O,X
OTIZLSJ,O,X,O,X,O,O,X,X
OTIZJLS,O,O,O,X,O,O,O,X
OTIZJSL,O,O,O,X,O,O,O,X
OTIZSLJ,O,O,O,X,O,O,X,X
OTIZSJL,O,O,O,X,O,X,X,X
OTLIJSZ,O,X,O,X,X,O,O,O
OTLIJZS,O,X,O,X,O,O,O,O
OTLISJZ,O,X,O,X,X,O,X,O
OTLISZJ,O,X,O,X,O,O,X,X
OTLIZJS,O,X,O,X,O,O,O,X
OTLIZSJ,O,X,O,X,O,O,X,X
OTLJISZ,O,X,O,X,X,O,O,O
OTLJIZS,O,X,O,X,O,O,O,O
OTLJSIZ,O,X,O,X,X,O,O,O
OTLJSZI,O,X,O,X,X,O,O,O
OTLJZIS,O,X,O,X,O,O,O,O
OTLJZSI,O,X,O,X,O,O,O,O
OTLSIJZ,O,X,O,X,X,O,X,O
OTLSIZJ,O,X,O,X,O,O,X,X
OTLSJIZ,O,X,O,X,X,O,X,O
OTLSJZI,O,X,O,X,X,O,X,O
OTLSZIJ,O,X,O,X,O,O,X,X
OTLSZJI,O,X,O,X,O,O,X,X
OTLZIJS,O,X,O,X,O,O,O,X
OTLZISJ,O,X,O,X,O,O,X,X
OTLZJIS,O,X,O,X,O,O,O,X
OTLZJSI,O,X,O,X,O,O,O,X
OTLZSIJ,O,X,O,X,O,O,X,X
OTLZSJI,O,X,O,X,O,O,X,X
OTJILSZ,O,X,O,X,X,O,O,O
OTJILZS,O,X,O,X,O,O,O,O
OTJISLZ,X,X,O,X,X,O,O,O
OTJISZL,X,X,O,X,X,O,O,O
OTJIZLS,O,X,O,X,O,O,O,O
OTJIZSL,O,X,O,X,O,O,O,O
OTJLISZ,O,X,O,X,X,O,O,O
OTJLIZS,O,X,O,X,O,O,O,O
OTJLSIZ,O,X,O,X,X,O,O,O
OTJLSZI,O,X,O,X,X,O,O,O
OTJLZIS,O,X,O,X,O,O,O,O
OTJLZSI,O,X,O,X,O,O,O,O
OTJSILZ,X,X,O,X,X,O,O,O
OTJSIZL,X,X,O,X,X,O,O,O
OTJSLIZ,X,X,O,X,X,O,O,O
OTJSLZI,X,X,O,X,X,O,O,O
OTJSZIL,X,X,O,X,X,O,O,O
OTJSZLI,X,X,O,X,X,O,O,O
OTJZILS,O,X,O,X,O,O,O,O
OTJZISL,O,X,O,X,O,O,O,O
OTJZLIS,O,X,O,X,O,O,O,O
OTJZLSI,O,X,O,X,O,O,O,O
OTJZSIL,O,X,O,X,O,O,O,O
OTJZSLI,O,X,O,X,O,O,O,O
OTSILJZ,O,X,O,X,X,X,X,O
OTSILZJ,O,O,O,X,O,X,X,X
OTSIJLZ,X,X,O,X,X,X,X,O
OTSIJZL,X,X,O,X,X,X,X,O
OTSIZLJ,O,O,O,X,O,X,X,X
OTSIZJL,O,O,O,X,O,X,X,X
OTSLIJZ,O,X,O,X,X,X,X,O
OTSLIZJ,O,O,O,X,O,X,X,X
OTSLJIZ,O,X,O,X,X,X,X,O
OTSLJZI,O,X,O,X,X,X,X,O
OTSLZIJ,O,O,O,X,O,X,X,X
OTSLZJI,O,O,O,X,O,X,X,X
OTSJILZ,X,X,O,X,X,X,X,O
OTSJIZL,X,X,O,X,X,X,X,O
OTSJLIZ,X,X,O,X,X,X,X,O
OTSJLZI,X,X,O,X,X,X,X,O
OTSJZIL,X,X,O,X,X,X,X,O
OTSJZLI,X,X,O,X,X,X,X,O
OTSZILJ,O,O,O,X,O,X,X,X
OTSZIJL,O,O,O,X,O,X,X,X
OTSZLIJ,O,O,O,X,O,X,X,X
OTSZLJI,O,O,O,X,O,X,X,X
OTSZJIL,O,O,O,X,O,X,X,X
OTSZJLI,O,O,O,X,O,X,X,X
OTZILJS,O,X,O,X,O,O,O,X
OTZILSJ,O,X,O,X,O,O,X,X
OTZIJLS,O,O,O,X,O,O,O,X
OTZIJSL,O,O,O,X,O,O,O,X
OTZISLJ,O,O,O,X,O,O,X,X
OTZISJL,O,O,O,X,O,X,X,X
OTZLIJS,O,X,O,X,O,O,O,X
OTZLISJ,O,X,O,X,O,O,X,X
OTZLJIS,O,X,O,X,O,O,O,X
OTZLJSI,O,X,O,X,O,O,O,X
OTZLSIJ,O,X,O,X,O,O,X,X
OTZLSJI,O,X,O,X,O,O,X,X
OTZJILS,O,O,O,X,O,O,O,X
OTZJISL,O,O,O,X,O,O,O,X
OTZJLIS,O,O,O,X,O,O,O,X
OTZJLSI,O,O,O,X,O,O,O,X
OTZJSIL,O,O,O,X,O,O,O,X
OTZJSLI,O,O,O,X,O,O,O,X
OTZSILJ,O,O,O,X,O,O,X,X
OTZSIJL,O,O,O,X,O,X,X,X
OTZSLIJ,O,O,O,X,O,O,X,X
OTZSLJI,O,O,O,X,O,O,X,X
OTZSJIL,O,O,O,X,O,X,X,X
OTZSJLI,O,O,O,X,O,X,X,X
OITLJSZ,O,X,O,X,X,O,O,O
OITLJZS,O,X,O,X,O,O,O,O
OITLSJZ,O,X,O,X,X,O,X,O
OITLSZJ,O,X,O,X,O,O,X,X
OITLZJS,O,X,O,X,O,O,O,X
OITLZSJ,O,X,O,X,O,O,X,X
OITJLSZ,O,X,O,X,X,O,O,O
OITJLZS,O,X,O,X,O,O,O,O
OITJSLZ,X,X,O,X,X,O,O,O
OITJSZL,X,X,O,X,X,O,O,O
OITJZLS,O,X,O,X,O,O,O,O
OITJZSL,O,X,O,X,O,O,O,O
OITSLJZ,O,X,O,X,X,X,X,O
OITSLZJ,O,O,O,X,O,X,X,X
OITSJLZ,X,X,O,X,X,X,X,O
OITSJZL,X,X,O,X,X,X,X,O
OITSZLJ,O,O,O,X,O,X,X,X
OITSZJL,O,O,O,X,O,X,X,X
OITZLJS,O,X,O,X,O,O,O,X
OITZLSJ,O,X,O,X,O,O,X,X
OITZJLS,O,O,O,X,O,O,O,X
OITZJSL,O,O,O,X,O,O,O,X
OITZSLJ,O,O,O,X,O,O,X,X
OITZSJL,O,O,O,X,O,X,X,X
OILTJSZ,O,X,O,O,X,O,X,O
OILTJZS,O,X,O,O,O,O,X,O
OILTSJZ,O,X,O,O,X,O,X,O
OILTSZJ,O,X,O,O,O,O,X,X
OILTZJS,O,X,O,X,O,O,X,X
OILTZSJ,O,X,O,X,O,O,X,X
OILJTSZ,X,X,O,O,X,O,X,O
OILJTZS,X,X,O,O,O,O,X,O
OILJSTZ,X,X,O,O,X,O,X,O
OILJSZT,X,X,O,O,X,O,X,O
OILJZTS,X,X,X,O,O,O,X,O
OILJZST,X,X,X,O,O,O,X,O
OILSTJZ,O,X,O,O,X,O,X,O
OILSTZJ,O,O,O,O,O,O,X,X
OILSJTZ,X,X,O,O,X,O,X,O
OILSJZT,X,X,O,O,X,O,X,O
OILSZTJ,O,O,O,O,O,O,X,X
OILSZJT,O,O,O,O,O,O,X,O
OILZTJS,O,X,O,X,O,O,X,X
OILZTSJ,O,X,O,X,O,O,X,X
OILZJTS,O,X,X,X,O,O,X,O
OILZJST,O,O,X,X,O,O,X,O
OILZSTJ,O,O,O,X,O,O,X,X
OILZSJT,O,O,O,X,O,O,X,O
