sequence,v115@FhC8EeF8CeG8BeF8Jei6IvhFzbBWiBxdBFlBXmBUqB,v115@FhC8EeF8CeG8BeF8Je2/IvhFRbBzcBCeBUlBFmB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFibBWiBxdBUlBFmB3qB,v115@FhC8EeF8CeG8BeF8Je2/IvhFRbBzcBCeBUhBFlB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFXcBxdBCiBFlB8qBOqB,v115@FhC8EeF8CeG8BeF8JeT6IvhFxbB8hBCeBmgBFlB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFibBWiBxdBUhBFlB3qB
IZTOLJS,X,O,O,O,O,O,O
IZTOLSJ,X,O,O,O,O,O,O
IZTOJLS,X,O,O,O,O,O,O
IZTOJSL,X,O,O,O,X,O,O
IZTOSLJ,X,O,O,O,O,O,O
IZTOSJL,X,O,O,O,X,X,O
IZLTJSO,O,O,O,O,O,O,O
IZLTJOS,X,O,O,O,O,O,O
IZLTSJO,O,O,O,O,O,O,O
IZLTSOJ,O,O,O,O,O,O,O
IZLTOJS,X,O,O,O,O,O,O
IZLTOSJ,X,O,O,O,O,O,O
IZLJTSO,O,O,O,X,O,O,O
IZLJTOS,X,O,O,O,O,O,O
IZLJSTO,O,O,X,X,O,O,O
IZLJSOT,O,O,O,O,X,O,O
IZLJOTS,X,O,O,O,O,O,O
IZLJOST,X,O,O,O,X,O,O
IZLSTJO,O,X,X,O,O,O,O
IZLSTOJ,O,X,X,O,O,O,O
IZLSJTO,O,X,X,O,O,O,O
IZLSJOT,O,X,O,O,X,O,O
IZLSOTJ,X,X,X,O,O,O,O
IZLSOJT,O,X,O,O,X,O,O
IZLOTJS,X,O,O,O,O,O,O
IZLOTSJ,X,O,O,O,O,O,X
IZLOJTS,X,O,O,O,O,O,O
IZLOJST,X,O,O,O,X,O,O
IZLOSTJ,X,X,X,O,O,O,X
IZLOSJT,X,X,O,O,X,O,O
IZJTLSO,O,O,O,X,O,O,O
IZJTLOS,X,O,O,O,O,O,O
IZJTSLO,O,O,O,X,X,O,O
IZJTSOL,O,O,O,X,X,O,O
IZJTOLS,X,O,O,O,O,O,O
IZJTOSL,X,O,O,X,X,O,O
IZJLTSO,O,O,O,X,O,O,O
IZJLTOS,X,O,O,O,O,O,O
IZJLSTO,O,O,X,X,O,O,O
IZJLSOT,O,O,O,O,X,O,O
IZJLOTS,X,O,O,O,O,O,O
IZJLOST,X,O,O,O,X,O,O
IZJSTLO,O,O,O,X,X,O,O
IZJSTOL,O,O,O,X,X,O,O
IZJSLTO,O,O,X,X,X,O,O
IZJSLOT,O,O,O,O,X,O,O
IZJSOTL,O,X,O,X,X,O,O
IZJSOLT,O,O,O,O,X,O,O
IZJOTLS,X,O,O,O,O,X,O
IZJOTSL,X,O,O,X,X,X,O
IZJOLTS,X,O,O,O,O,O,O
IZJOLST,X,O,O,O,X,O,O
IZJOSTL,X,X,O,X,X,X,O
IZJOSLT,X,O,O,O,X,X,O
IZSTLJO,O,X,O,O,O,O,O
IZSTLOJ,O,X,O,O,O,O,O
IZSTJLO,O,X,O,O,X,O,O
IZSTJOL,O,X,O,O,X,O,O
IZSTOLJ,O,X,O,O,O,O,O
IZSTOJL,O,X,O,O,X,O,O
IZSLTJO,O,X,X,O,O,O,O
IZSLTOJ,O,X,X,O,O,O,O
IZSLJTO,O,X,X,O,O,O,O
IZSLJOT,O,X,O,O,X,O,O
IZSLOTJ,X,X,X,O,O,O,O
IZSLOJT,O,X,O,O,X,O,O
IZSJTLO,O,X,O,O,X,O,O
IZSJTOL,O,X,O,O,X,O,O
IZSJLTO,O,X,X,O,X,O,O
IZSJLOT,O,X,O,O,X,O,O
IZSJOTL,O,X,O,O,X,O,O
IZSJOLT,O,X,O,O,X,O,O
IZSOTLJ,O,X,O,O,O,O,O
IZSOTJL,O,X,O,O,X,O,O
IZSOLTJ,X,X,X,O,O,O,O
IZSOLJT,O,X,O,O,X,O,O
IZSOJTL,O,X,O,O,X,O,O
IZSOJLT,O,X,O,O,X,O,O
IZOTLJS,X,O,O,O,O,O,O
IZOTLSJ,X,O,O,O,O,O,O
IZOTJLS,X,O,O,O,O,O,O
IZOTJSL,X,O,O,O,X,O,O
IZOTSLJ,X,O,O,O,O,O,O
IZOTSJL,X,O,O,O,X,X,O
IZOLTJS,X,O,O,O,O,O,O
IZOLTSJ,X,O,O,O,O,O,X
IZOLJTS,X,O,O,O,O,O,O
IZOLJST,X,O,O,O,X,O,O
IZOLSTJ,X,X,X,O,O,O,X
IZOLSJT,X,X,O,O,X,O,O
IZOJTLS,X,O,O,O,O,X,O
IZOJTSL,X,O,O,X,X,X,O
IZOJLTS,X,O,O,O,O,O,O
IZOJLST,X,O,O,O,X,O,O
IZOJSTL,X,X,O,X,X,X,O
IZOJSLT,X,O,O,O,X,X,O
IZOSTLJ,X,X,O,O,O,O,O
IZOSTJL,X,X,O,O,X,O,O
IZOSLTJ,X,X,X,O,O,O,O
IZOSLJT,X,X,O,O,X,O,O
IZOSJTL,X,X,O,O,X,O,O
IZOSJLT,X,X,O,O,X,O,O
IOTLJSZ,O,X,X,O,X,X,O
IOTLJZS,X,X,O,O,X,O,O
IOTLSJZ,O,X,X,X,X,X,O
IOTLSZJ,O,X,X,X,X,X,X
IOTLZJS,X,O,O,X,O,O,O
IOTLZSJ,X,O,O,X,O,O,O
IOTJLSZ,O,X,X,O,X,X,O
IOTJLZS,X,X,O,O,X,O,O
IOTJSLZ,O,X,X,O,X,X,O
IOTJSZL,O,X,O,X,X,X,O
IOTJZLS,X,X,O,O,X,O,O
IOTJZSL,X,X,O,O,X,O,O
IOTSLJZ,O,X,X,X,X,X,O
IOTSLZJ,O,X,X,X,X,X,O
IOTSJLZ,O,X,X,X,X,X,O
IOTSJZL,O,X,O,X,X,X,O
IOTSZLJ,O,X,O,X,X,X,O
IOTSZJL,O,X,O,X,X,X,O
IOTZLJS,X,O,O,X,O,O,O
IOTZLSJ,X,O,O,X,O,O,O
IOTZJLS,X,O,O,X,O,O,O
IOTZJSL,X,O,O,X,X,O,O
IOTZSLJ,X,O,O,X,O,O,O
IOTZSJL,X,O,O,X,X,X,O
IOLTJSZ,O,X,X,O,X,X,O
IOLTJZS,X,X,O,O,X,O,O
IOLTSJZ,O,X,X,X,X,X,O
IOLTSZJ,O,X,X,X,X,X,X
IOLTZJS,X,O,O,X,O,O,O
IOLTZSJ,X,O,O,X,O,O,O
IOLJTSZ,O,X,X,O,X,X,O
IOLJTZS,X,O,O,O,X,X,O
IOLJSTZ,O,X,X,O,X,X,O
IOLJSZT,O,O,X,O,X,X,O
IOLJZTS,X,O,O,O,O,X,O
IOLJZST,X,O,O,O,X,X,O
IOLSTJZ,O,X,X,O,X,O,O
IOLSTZJ,O,X,X,X,X,O,O
IOLSJTZ,O,X,X,O,X,X,O
IOLSJZT,O,X,X,O,X,O,O
IOLSZTJ,X,X,X,O,O,O,O
IOLSZJT,O,X,X,O,X,O,O
IOLZTJS,X,O,O,O,O,O,O
IOLZTSJ,X,O,O,O,O,O,X
IOLZJTS,X,O,O,O,O,O,O
IOLZJST,X,O,O,O,X,O,O
IOLZSTJ,X,X,X,O,O,O,X
IOLZSJT,X,X,O,O,X,O,O
IOJTLSZ,O,X,X,O,X,X,O
IOJTLZS,X,O,O,O,X,X,O
IOJTSLZ,O,X,X,O,X,X,O
IOJTSZL,O,X,O,X,X,X,O
IOJTZLS,X,X,O,O,X,X,O
IOJTZSL,X,X,O,O,X,X,O
IOJLTSZ,O,X,X,O,X,X,O
IOJLTZS,X,O,O,O,X,X,O
IOJLSTZ,O,X,X,O,X,X,O
IOJLSZT,O,O,X,O,X,X,O
IOJLZTS,X,O,O,O,O,X,O
IOJLZST,X,O,O,O,X,X,O
IOJSTLZ,O,X,X,O,X,X,O
IOJSTZL,O,X,O,O,X,X,O
IOJSLTZ,O,X,X,O,X,X,O
IOJSLZT,O,O,X,O,X,X,O
IOJSZTL,O,X,O,O,X,X,O
IOJSZLT,O,X,O,O,X,X,O
IOJZTLS,X,O,O,O,O,X,O
IOJZTSL,X,O,O,X,X,X,O
IOJZLTS,X,O,O,O,O,X,O
IOJZLST,X,O,O,O,X,X,O
IOJZSTL,X,X,O,X,X,X,O
IOJZSLT,X,O,O,O,X,X,O
IOSTLJZ,O,X,X,O,X,O,O
IOSTLZJ,O,X,X,X,X,O,O
IOSTJLZ,O,X,X,O,X,O,O
IOSTJZL,O,X,O,O,X,O,O
IOSTZLJ,O,X,O,X,X,O,O
IOSTZJL,O,X,O,X,X,O,O
IOSLTJZ,O,X,X,O,X,O,O
IOSLTZJ,O,X,X,X,X,O,O
IOSLJTZ,O,X,X,O,X,X,O
IOSLJZT,O,X,X,O,X,O,O
IOSLZTJ,X,X,X,O,O,O,O
IOSLZJT,O,X,X,O,X,O,O
IOSJTLZ,O,X,X,O,X,X,O
IOSJTZL,O,X,O,O,X,X,O
IOSJLTZ,O,X,X,O,X,X,O
IOSJLZT,O,X,X,O,X,O,O
IOSJZTL,O,X,O,O,X,O,O
IOSJZLT,O,X,O,O,X,O,O
IOSZTLJ,O,X,O,O,O,O,O
IOSZTJL,O,X,O,O,X,O,O
IOSZLTJ,X,X,X,O,O,O,O
IOSZLJT,O,X,O,O,X,O,O
IOSZJTL,O,X,O,O,X,O,O
IOSZJLT,O,X,O,O,X,O,O
IOZTLJS,X,O,O,O,O,O,O
IOZTLSJ,X,O,O,O,O,O,O
IOZTJLS,X,O,O,O,O,O,O
IOZTJSL,X,O,O,O,X,O,O
IOZTSLJ,X,O,O,O,O,O,O
IOZTSJL,X,O,O,O,X,X,O
IOZLTJS,X,O,O,O,O,O,O
IOZLTSJ,X,O,O,O,O,O,X
IOZLJTS,X,O,O,O,O,O,O
IOZLJST,X,O,O,O,X,O,O
IOZLSTJ,X,X,X,O,O,O,X
IOZLSJT,X,X,O,O,X,O,O
IOZJTLS,X,O,O,O,O,X,O
IOZJTSL,X,O,O,X,X,X,O
IOZJLTS,X,O,O,O,O,O,O
IOZJLST,X,O,O,O,X,O,O
IOZJSTL,X,X,O,X,X,X,O
IOZJSLT,X,O,O,O,X,X,O
IOZSTLJ,X,X,O,O,O,O,O
IOZSTJL,X,X,O,O,X,O,O
IOZSLTJ,X,X,X,O,O,O,O
IOZSLJT,X,X,O,O,X,O,O
IOZSJTL,X,X,O,O,X,O,O
IOZSJLT,X,X,O,O,X,O,O
LTIJSZO,O,X,X,O,X,X,X
LTIJSOZ,O,X,X,O,X,X,O
LTIJZSO,O,X,O,O,X,O,X
LTIJZOS,X,X,O,O,X,O,O
LTIJOSZ,O,X,X,O,X,X,O
LTIJOZS,X,X,O,O,X,O,O
LTISJZO,O,X,X,X,X,X,X
LTISJOZ,O,X,X,X,X,X,O
LTISZJO,O,X,X,X,O,X,X
LTISZOJ,O,X,X,X,O,X,X
LTISOJZ,O,X,X,X,X,X,O
LTISOZJ,O,X,X,X,X,X,X
LTIZJSO,O,O,O,O,O,O,O
LTIZJOS,X,O,O,O,O,O,O
LTIZSJO,O,O,O,O,O,O,O
LTIZSOJ,O,O,O,O,O,O,O
LTIZOJS,X,O,O,O,O,O,O
LTIZOSJ,X,O,O,O,O,O,O
LTIOJSZ,O,X,X,O,X,X,O
LTIOJZS,X,X,O,O,X,O,O
LTIOSJZ,O,X,X,X,X,X,O
LTIOSZJ,O,X,X,X,X,X,X
LTIOZJS,X,O,O,X,O,O,O
LTIOZSJ,X,O,O,X,O,O,O
LTJISZO,O,X,X,O,X,X,X
LTJISOZ,O,X,X,O,X,X,O
LTJIZSO,O,O,O,O,X,O,X
LTJIZOS,X,O,O,O,X,O,O
LTJIOSZ,O,X,X,O,X,X,O
LTJIOZS,X,O,O,O,X,O,O
LTJSIZO,O,X,X,O,X,X,X
LTJSIOZ,O,X,X,O,X,X,O
LTJSZIO,O,X,X,O,X,O,X
LTJSZOI,O,X,X,O,X,O,X
LTJSOIZ,O,X,X,O,X,X,O
LTJSOZI,O,X,X,O,X,O,X
LTJZISO,O,O,O,O,X,O,O
LTJZIOS,X,O,O,O,X,O,O
LTJZSIO,O,O,O,O,X,O,O
LTJZSOI,O,O,O,O,X,O,O
LTJZOIS,X,O,O,O,X,O,O
LTJZOSI,X,O,O,O,X,O,O
LTJOISZ,O,X,X,O,X,X,O
LTJOIZS,X,O,O,O,X,O,O
LTJOSIZ,O,X,X,O,X,X,O
LTJOSZI,O,X,X,O,X,O,X
LTJOZIS,X,O,O,O,X,O,O
LTJOZSI,X,O,O,O,X,O,O
LTSIJZO,O,X,X,O,X,O,X
LTSIJOZ,O,X,X,O,X,O,O
LTSIZJO,O,X,X,O,O,O,X
LTSIZOJ,O,X,X,O,O,O,X
LTSIOJZ,O,X,X,O,X,O,O
LTSIOZJ,O,X,X,X,X,O,X
LTSJIZO,O,X,X,O,X,O,X
LTSJIOZ,O,X,X,O,X,O,O
LTSJZIO,O,X,X,O,X,O,X
LTSJZOI,O,X,X,O,X,O,X
LTSJOIZ,O,X,X,O,X,O,O
LTSJOZI,O,X,X,O,X,O,X
LTSZIJO,O,O,X,O,O,O,O
LTSZIOJ,O,O,X,O,O,O,O
LTSZJIO,O,O,X,O,O,O,O
LTSZJOI,O,O,X,O,O,O,O
LTSZOIJ,O,O,X,O,O,O,O
LTSZOJI,O,O,X,O,O,O,O
LTSOIJZ,O,X,X,O,X,O,O
LTSOIZJ,O,X,X,X,X,O,X
LTSOJIZ,O,X,X,O,X,O,O
LTSOJZI,O,X,X,O,X,O,X
LTSOZIJ,O,O,X,O,X,O,O
LTSOZJI,O,O,X,O,X,O,O
LTZIJSO,O,O,O,O,O,O,O
LTZIJOS,X,O,O,O,O,O,O
LTZISJO,O,O,O,O,O,O,O
LTZISOJ,O,O,O,O,O,O,O
LTZIOJS,X,O,O,O,O,O,O
LTZIOSJ,X,O,O,O,O,O,O
LTZJISO,O,O,O,O,O,O,O
LTZJIOS,X,O,O,O,O,O,O
LTZJSIO,O,O,O,O,O,O,O
LTZJSOI,O,O,O,O,O,O,O
LTZJOIS,X,O,O,O,O,O,O
LTZJOSI,X,O,O,O,O,O,O
LTZSIJO,O,O,O,O,O,O,O
LTZSIOJ,O,O,O,O,O,O,O
LTZSJIO,O,O,O,O,O,O,O
LTZSJOI,O,O,O,O,O,O,O
LTZSOIJ,O,O,O,O,O,O,O
LTZSOJI,O,O,O,O,O,O,O
LTZOIJS,X,O,O,O,O,O,O
LTZOISJ,X,O,O,O,O,O,O
LTZOJIS,X,O,O,O,O,O,O
LTZOJSI,X,O,O,O,O,O,O
LTZOSIJ,X,O,O,O,O,O,O
LTZOSJI,X,O,O,O,O,O,O
LTOIJSZ,O,X,X,O,X,X,O
LTOIJZS,X,X,O,O,X,O,O
LTOISJZ,O,X,X,X,X,X,O
LTOISZJ,O,X,X,X,X,X,X
LTOIZJS,X,O,O,X,O,O,O
LTOIZSJ,X,O,O,X,O,O,O
LTOJISZ,O,X,X,O,X,X,O
LTOJIZS,X,O,O,O,X,O,O
LTOJSIZ,O,X,X,O,X,X,O
LTOJSZI,O,X,X,O,X,O,X
LTOJZIS,X,O,O,O,X,O,O
LTOJZSI,X,O,O,O,X,O,O
LTOSIJZ,O,X,X,O,X,O,O
LTOSIZJ,O,X,X,X,X,O,X
LTOSJIZ,O,X,X,O,X,O,O
LTOSJZI,O,X,X,O,X,O,X
LTOSZIJ,O,O,X,O,X,O,O
LTOSZJI,O,O,X,O,X,O,O
LTOZIJS,X,O,O,O,O,O,O
LTOZISJ,X,O,O,O,O,O,O
LTOZJIS,X,O,O,O,O,O,O
LTOZJSI,X,O,O,O,O,O,O
LTOZSIJ,X,O,O,O,O,O,O
LTOZSJI,X,O,O,O,O,O,O
LITJSZO,O,X,X,O,X,X,X
LITJSOZ,O,X,X,O,X,X,O
LITJZSO,O,X,O,O,X,O,X
LITJZOS,X,X,O,O,X,O,O
LITJOSZ,O,X,X,O,X,X,O
LITJOZS,X,X,O,O,X,O,O
LITSJZO,O,X,X,X,X,X,X
LITSJOZ,O,X,X,X,X,X,O
LITSZJO,O,X,X,X,O,X,X
LITSZOJ,O,X,X,X,O,X,X
LITSOJZ,O,X,X,X,X,X,O
LITSOZJ,O,X,X,X,X,X,X
LITZJSO,O,O,O,O,O,O,O
LITZJOS,X,O,O,O,O,O,O
LITZSJO,O,O,O,O,O,O,O
LITZSOJ,O,O,O,O,O,O,O
LITZOJS,X,O,O,O,O,O,O
LITZOSJ,X,O,O,O,O,O,O
LITOJSZ,O,X,X,O,X,X,O
LITOJZS,X,X,O,O,X,O,O
LITOSJZ,O,X,X,X,X,X,O
LITOSZJ,O,X,X,X,X,X,X
LITOZJS,X,O,O,X,O,O,O
LITOZSJ,X,O,O,X,O,O,O
LIJTSZO,O,X,X,O,X,X,X
LIJTSOZ,O,X,X,O,X,X,O
LIJTZSO,O,O,O,O,X,X,X
LIJTZOS,X,O,O,O,X,X,O
LIJTOSZ,O,X,X,O,X,X,O
LIJTOZS,X,O,O,O,X,X,O
LIJSTZO,O,X,X,O,X,X,O
LIJSTOZ,O,X,X,O,X,X,O
LIJSZTO,O,O,X,O,O,X,O
LIJSZOT,O,O,X,O,X,X,O
LIJSOTZ,O,X,X,O,X,X,O
LIJSOZT,O,O,X,O,X,X,O
LIJZTSO,O,O,O,O,O,X,O
LIJZTOS,X,O,O,O,O,X,O
LIJZSTO,O,O,X,O,O,X,O
LIJZSOT,O,O,O,O,X,X,O
LIJZOTS,X,O,O,O,O,X,O
LIJZOST,X,O,O,O,X,X,O
LIJOTSZ,O,X,X,O,X,X,O
LIJOTZS,X,O,O,O,X,X,O
LIJOSTZ,O,X,X,O,X,X,O
LIJOSZT,O,O,X,O,X,X,O
LIJOZTS,X,O,O,O,O,X,O
LIJOZST,X,O,O,O,X,X,O
LISTJZO,O,X,X,O,X,O,O
LISTJOZ,O,X,X,O,X,O,O
LISTZJO,O,X,X,O,O,O,O
LISTZOJ,O,X,X,O,O,O,O
LISTOJZ,O,X,X,O,X,O,O
LISTOZJ,O,X,X,X,X,O,O
LISJTZO,O,X,X,O,X,X,O
LISJTOZ,O,X,X,O,X,X,O
LISJZTO,O,X,X,O,O,O,O
LISJZOT,O,X,X,O,X,O,O
LISJOTZ,O,X,X,O,X,X,O
LISJOZT,O,X,X,O,X,O,O
LISZTJO,O,X,X,O,O,O,O
LISZTOJ,O,X,X,O,O,O,O
LISZJTO,O,X,X,O,O,O,O
LISZJOT,O,X,X,O,X,O,O
LISZOTJ,X,X,X,O,O,O,O
LISZOJT,O,X,X,O,X,O,O
LISOTJZ,O,X,X,O,X,O,O
LISOTZJ,O,X,X,X,X,O,O
LISOJTZ,O,X,X,O,X,X,O
LISOJZT,O,X,X,O,X,O,O
LISOZTJ,X,X,X,O,O,O,O
LISOZJT,O,X,X,O,X,O,O
LIZTJSO,O,O,O,O,O,O,O
LIZTJOS,X,O,O,O,O,O,O
LIZTSJO,O,O,O,O,O,O,O
LIZTSOJ,O,O,O,O,O,O,O
LIZTOJS,X,O,O,O,O,O,O
LIZTOSJ,X,O,O,O,O,O,O
LIZJTSO,O,O,O,X,O,O,O
LIZJTOS,X,O,O,O,O,O,O
LIZJSTO,O,O,X,X,O,O,O
LIZJSOT,O,O,O,O,X,O,O
LIZJOTS,X,O,O,O,O,O,O
LIZJOST,X,O,O,O,X,O,O
LIZSTJO,O,X,X,O,O,O,O
LIZSTOJ,O,X,X,O,O,O,O
LIZSJTO,O,X,X,O,O,O,O
LIZSJOT,O,X,O,O,X,O,O
LIZSOTJ,X,X,X,O,O,O,O
LIZSOJT,O,X,O,O,X,O,O
LIZOTJS,X,O,O,O,O,O,O
LIZOTSJ,X,O,O,O,O,O,X
LIZOJTS,X,O,O,O,O,O,O
LIZOJST,X,O,O,O,X,O,O
LIZOSTJ,X,X,X,O,O,O,X
LIZOSJT,X,X,O,O,X,O,O
LIOTJSZ,O,X,X,O,X,X,O
LIOTJZS,X,X,O,O,X,O,O
LIOTSJZ,O,X,X,X,X,X,O
LIOTSZJ,O,X,X,X,X,X,X
LIOTZJS,X,O,O,X,O,O,O
LIOTZSJ,X,O,O,X,O,O,O
LIOJTSZ,O,X,X,O,X,X,O
LIOJTZS,X,O,O,O,X,X,O
LIOJSTZ,O,X,X,O,X,X,O
LIOJSZT,O,O,X,O,X,X,O
LIOJZTS,X,O,O,O,O,X,O
LIOJZST,X,O,O,O,X,X,O
LIOSTJZ,O,X,X,O,X,O,O
LIOSTZJ,O,X,X,X,X,O,O
LIOSJTZ,O,X,X,O,X,X,O
LIOSJZT,O,X,X,O,X,O,O
LIOSZTJ,X,X,X,O,O,O,O
LIOSZJT,O,X,X,O,X,O,O
LIOZTJS,X,O,O,O,O,O,O
LIOZTSJ,X,O,O,O,O,O,X
LIOZJTS,X,O,O,O,O,O,O
LIOZJST,X,O,O,O,X,O,O
LIOZSTJ,X,X,X,O,O,O,X
LIOZSJT,X,X,O,O,X,O,O
LJTISZO,O,X,X,O,X,X,X
LJTISOZ,O,X,X,O,X,X,O
LJTIZSO,O,O,O,O,X,O,X
LJTIZOS,X,O,O,O,X,O,O
LJTIOSZ,O,X,X,O,X,X,O
LJTIOZS,X,O,O,O,X,O,O
LJTSIZO,O,X,X,O,X,X,X
LJTSIOZ,O,X,X,O,X,X,O
LJTSZIO,O,X,X,O,X,O,X
LJTSZOI,O,X,X,O,X,O,X
LJTSOIZ,O,X,X,O,X,X,O
LJTSOZI,O,X,X,O,X,O,X
LJTZISO,O,O,O,O,X,O,X
LJTZIOS,X,O,O,O,X,O,O
LJTZSIO,O,O,O,O,X,O,X
LJTZSOI,O,O,O,O,X,O,X
LJTZOIS,X,O,O,O,X,O,O
LJTZOSI,X,O,O,O,X,O,X
LJTOISZ,O,X,X,O,X,X,O
LJTOIZS,X,O,O,O,X,O,O
LJTOSIZ,O,X,X,O,X,X,O
LJTOSZI,O,X,X,O,X,O,X
LJTOZIS,X,O,O,O,X,O,O
LJTOZSI,X,O,O,O,X,O,X
LJITSZO,O,X,X,O,X,X,X
LJITSOZ,O,X,X,O,X,X,O
LJITZSO,O,O,O,O,X,X,X
LJITZOS,X,O,O,O,X,X,O
LJITOSZ,O,X,X,O,X,X,O
LJITOZS,X,O,O,O,X,X,O
LJISTZO,O,X,X,O,X,X,O
LJISTOZ,O,X,X,O,X,X,O
LJISZTO,O,O,X,O,O,X,O
LJISZOT,O,O,X,O,X,X,O
LJISOTZ,O,X,X,O,X,X,O
LJISOZT,O,O,X,O,X,X,O
LJIZTSO,O,O,O,O,O,X,O
LJIZTOS,X,O,O,O,O,X,O
LJIZSTO,O,O,X,O,O,X,O
LJIZSOT,O,O,O,O,X,X,O
LJIZOTS,X,O,O,O,O,X,O
LJIZOST,X,O,O,O,X,X,O
LJIOTSZ,O,X,X,O,X,X,O
LJIOTZS,X,O,O,O,X,X,O
LJIOSTZ,O,X,X,O,X,X,O
LJIOSZT,O,O,X,O,X,X,O
LJIOZTS,X,O,O,O,O,X,O
LJIOZST,X,O,O,O,X,X,O
LJSTIZO,O,X,X,O,X,O,O
LJSTIOZ,O,X,X,O,X,O,O
LJSTZIO,O,X,X,O,X,O,O
LJSTZOI,O,X,X,O,X,O,O
LJSTOIZ,O,X,X,O,X,O,O
LJSTOZI,O,X,X,O,X,O,O
LJSITZO,O,X,X,O,X,X,O
LJSITOZ,O,X,X,O,X,X,O
LJSIZTO,O,O,X,O,O,O,O
LJSIZOT,O,O,X,O,X,O,O
LJSIOTZ,O,X,X,O,X,X,O
LJSIOZT,O,O,X,O,X,O,O
LJSZTIO,O,O,X,O,O,O,O
LJSZTOI,O,O,X,O,O,O,O
LJSZITO,O,O,X,O,O,O,O
LJSZIOT,O,O,X,O,X,O,O
LJSZOTI,X,O,X,O,X,O,O
LJSZOIT,O,O,X,O,X,O,O
LJSOTIZ,O,X,X,O,X,O,O
LJSOTZI,O,X,X,O,X,O,O
LJSOITZ,O,X,X,O,X,X,O
LJSOIZT,O,O,X,O,X,O,O
LJSOZTI,X,O,X,O,X,O,O
LJSOZIT,O,O,X,O,X,O,O
LJZTISO,O,O,O,O,O,O,O
LJZTIOS,X,O,O,O,O,O,O
LJZTSIO,O,O,O,O,O,O,O
LJZTSOI,O,O,O,O,O,O,O
LJZTOIS,X,O,O,O,O,O,O
LJZTOSI,X,O,O,O,O,O,O
LJZITSO,O,O,O,O,O,O,O
LJZITOS,X,O,O,O,O,O,O
LJZISTO,O,O,X,O,O,O,O
LJZISOT,O,O,O,O,X,O,O
LJZIOTS,X,O,O,O,O,O,O
LJZIOST,X,O,O,O,X,O,O
LJZSTIO,O,O,X,O,O,O,O
LJZSTOI,O,O,X,O,O,O,O
LJZSITO,O,O,X,O,O,O,O
LJZSIOT,O,O,O,O,X,O,O
LJZSOTI,X,O,X,O,X,O,O
LJZSOIT,O,O,O,O,X,O,O
LJZOTIS,X,O,O,O,O,O,O
LJZOTSI,X,O,O,O,O,O,X
LJZOITS,X,O,O,O,O,O,O
LJZOIST,X,O,O,O,X,O,O
LJZOSTI,X,O,X,O,X,O,X
LJZOSIT,X,O,O,O,X,O,O
LJOTISZ,O,X,X,O,X,X,O
LJOTIZS,X,O,O,O,X,O,O
LJOTSIZ,O,X,X,O,X,X,O
LJOTSZI,O,X,X,O,X,O,X
LJOTZIS,X,O,O,O,X,O,O
LJOTZSI,X,O,O,O,X,O,X
LJOITSZ,O,X,X,O,X,X,O
LJOITZS,X,O,O,O,X,X,O
LJOISTZ,O,X,X,O,X,X,O
LJOISZT,O,O,X,O,X,X,O
LJOIZTS,X,O,O,O,O,X,O
LJOIZST,X,O,O,O,X,X,O
LJOSTIZ,O,X,X,O,X,O,O
LJOSTZI,O,X,X,O,X,O,O
LJOSITZ,O,X,X,O,X,X,O
LJOSIZT,O,O,X,O,X,O,O
LJOSZTI,X,O,X,O,X,O,O
LJOSZIT,O,O,X,O,X,O,O
LJOZTIS,X,O,O,O,O,O,O
LJOZTSI,X,O,O,O,O,O,X
LJOZITS,X,O,O,O,O,O,O
LJOZIST,X,O,O,O,X,O,O
LJOZSTI,X,O,X,O,X,O,X
LJOZSIT,X,O,O,O,X,O,O
LSTIJZO,O,X,X,O,X,O,O
LSTIJOZ,O,X,X,O,X,O,O
LSTIZJO,O,X,X,O,O,O,O
LSTIZOJ,O,X,X,O,O,O,O
LSTIOJZ,O,X,X,O,X,O,O
LSTIOZJ,O,X,X,X,X,O,O
LSTJIZO,O,X,X,O,X,O,O
LSTJIOZ,O,X,X,O,X,O,O
LSTJZIO,O,X,X,O,X,O,O
LSTJZOI,O,X,X,O,X,O,O
LSTJOIZ,O,X,X,O,X,O,O
LSTJOZI,O,X,X,O,X,O,O
LSTZIJO,O,O,X,O,O,O,O
LSTZIOJ,O,O,X,O,O,O,O
LSTZJIO,O,O,X,O,O,O,O
LSTZJOI,O,O,X,O,O,O,O
LSTZOIJ,O,O,X,O,O,O,O
LSTZOJI,O,O,X,O,O,O,O
LSTOIJZ,O,X,X,O,X,O,O
LSTOIZJ,O,X,X,X,X,O,O
LSTOJIZ,O,X,X,O,X,O,O
LSTOJZI,O,X,X,O,X,O,O
LSTOZIJ,O,O,X,O,X,O,O
LSTOZJI,O,O,X,O,X,O,O
LSITJZO,O,X,X,O,X,O,O
LSITJOZ,O,X,X,O,X,O,O
LSITZJO,O,X,X,O,O,O,O
LSITZOJ,O,X,X,O,O,O,O
LSITOJZ,O,X,X,O,X,O,O
LSITOZJ,O,X,X,X,X,O,O
LSIJTZO,O,X,X,O,X,X,O
LSIJTOZ,O,X,X,O,X,X,O
LSIJZTO,O,X,X,O,O,O,O
LSIJZOT,O,X,X,O,X,O,O
LSIJOTZ,O,X,X,O,X,X,O
LSIJOZT,O,X,X,O,X,O,O
