sequence,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFOhB8hBCjBXoBlr?BxxB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFzcBWjBUhBXoBlr?BxxB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFicB3hBunBcoBlr?BxxB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFldB3hBOmBcoBCs?BxxB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFWiBxdBUhBlrB3s?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhFXdBTeBmgB1rBUt?BSxB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhFXdBTeB6rBmlBcs?BVyB,v115@zgB8HeB8HeD8BeH8EeF8Oe2AJvhFTeB3hBqnBFmB8r?BxxB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhF8hBCeBmgBlrB3s?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFXdBUhBFoBxrBWx?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oe2AJvhFSjB3hBFmB8rBzn?BxxB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFZhBldBqrBfnBco?BWyB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFWiBTeBUhBxrBVy?BXsB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFxdB3hB2rBCoBVy?B0rB,v115@zgB8HeB8HeD8BeH8EeF8Oe2AJvhFCdBxiBUhBlrB3s?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhFXdB0mBmlBFoBSx?BTtB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFOhBCeB1rBXoB8r?BxxB
ZOTJLSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOTJSLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOTSILJ,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOTSIJL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOTSLIJ,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
ZOTSLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOTSJIL,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSJLI,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOITLJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOITJLS,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOITJSL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOITSLJ,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X
ZOITSJL,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOILTJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILTSJ,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOILJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOILSJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOISTJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOISLJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOISJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOLTISJ,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
ZOLTJIS,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOLTJSI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,X,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZOLTSJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
ZOLIJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLISTJ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOLISJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLJTIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOLJTSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLJIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSTJI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJTISL,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZOJTLIS,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJTLSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJTSLI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJITLS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJILTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJISLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLTSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOJLIST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSITL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSILT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOSTIJL,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZOSTLIJ,X,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X
ZOSTLJI,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOSTJIL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTJLI,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOSITLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLTJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTLI,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJITL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJILT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILJZS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTILSJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTILZJS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTILZSJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTIJLSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJLZS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIJSLZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIJSZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTIJZLS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIJZSL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISLJZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTISLZJ,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTISJLZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTISJZL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISZJL,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZLJS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZLSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZJLS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZJSL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZSLJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZSJL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLIJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLIJZS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLISJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLISZJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLIZJS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLIZSJ,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTLJISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJIZS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLJSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OTLJZIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLJZSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSIZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OTLSJIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OTLSJZI,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTLSZIJ,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X
OTLSZJI,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTLZIJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLZISJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLZJIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLZJSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTLZSJI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJILSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJISLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJISZL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OTJIZLS,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJIZSL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJLISZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTJLIZS,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTJLSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJLSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OTJLZIS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTJLZSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJSILZ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OTJSIZL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OTJSLIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJSLZI,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OTJSZIL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OTJSZLI,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OTJZILS,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJZISL,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
OTJZLIS,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJZLSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
OTJZSLI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
OTSILJZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSILZJ,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTSIJLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSIJZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSIZJL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSLIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLIZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OTSLJIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OTSLJZI,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTSLZIJ,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X
OTSLZJI,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTSJILZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSJIZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
OTSJLIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJLZI,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O
OTSJZIL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
OTSJZLI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
OTSZILJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSZIJL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSZLIJ,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTSZLJI,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSZJIL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZILJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZILSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZIJLS,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZIJSL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZISLJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZISJL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZLIJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTZLISJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTZLJIS,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTZLJSI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
OTZLSJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZJISL,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
OTZJLIS,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZJLSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
OTZJSLI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
OTZSILJ,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTZSIJL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTZSLIJ,X,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X
OTZSLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTZSJIL,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZSJLI,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OITLJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLJZS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OITLSJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSZJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OITLZJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OITLZSJ,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OITJLSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJLZS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITJSLZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OITJSZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OITJZLS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITJZSL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSLJZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OITSLZJ,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OITSJLZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OITSJZL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSZJL,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OITZLJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITZJLS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITZJSL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITZSLJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITZSJL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILTJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILTJZS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OILTSJZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OILTSZJ,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
OILTZJS,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OILTZSJ,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OILJTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJTZS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJSTZ,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X
OILJSZT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OILJZTS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJZST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILSTJZ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OILSTZJ,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OILSJTZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OILSJZT,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OILSZTJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OILSZJT,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OILZTJS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILZTSJ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
OILZJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZJST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILZSTJ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OILZSJT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJTLSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSLZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJTSZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTZLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTZSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJLTZS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJLSTZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OIJLSZT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OIJLZTS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJLZST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJSTLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJSTZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJSLZT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJSZTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZLT,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJZTLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZTSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OISTLJZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
OISTLZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OISTJLZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
OISTJZL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLTJZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OISLTZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OISLJZT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OISLZTJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLZJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OISJTLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OISJTZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
