sequence,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je37IvhF5hBKiBzdB8?lB2wBlsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeR8IvhFzdB0gBFnBG?rB3sBirB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je37IvhF8iBlhBzlB2?sBCnBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeR8IvhFzdB6lB/mBU?iB2wBlsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je37IvhF5hByiB8lBT?iB2wBlsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeR8IvhFzdBmgBUiBf?rBqrBlsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je37IvhF8iBlhBzlBR?sBywBGsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeKCJvhFzdBlgBRrB3?sBcrBGrB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeX9IvhF8iBlgBTmB2?sBCmBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je37IvhFuhB8lBliBy?rBznBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeaCJvhFzdBxgBUhBf?rB1sBWxB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je8CJvhFlgB3hB2sBz?lBCnBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeG8IvhFidBlgB0nBR?rBTrB3sB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Jei8IvhF0gBfnBliBW?rBznBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JefCJvhFmdBlgBqnB0?mBzlBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JelAJvhFUiBXmBznBG?mBinBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeF8IvhFXdB8iB6lBT?mB2sBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je+BJvhFyiBlgBTiBR?rB3sBUrB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JexAJvhFiiBzgBumB1?sBUrB3sB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je39IvhFlgBxmBumB8?sBzlBywB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je8BJvhFlgB3iB2rBC?mBznBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je+BJvhFyiBlgBXnBz?lB0nBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je2CJvhFlgBcmBXnBC?mBznBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeR8IvhF3dBSmBOsBl?lB8sBTrB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeR8IvhFzdBlgBGrBi?sBcrB/sB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je+BJvhFKiBlgBznBR?rBUrB3sB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeSCJvhFlgBxmBeoBz?lB3rBUsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeWCJvhFlgBxmB8sBz?lB3rBisB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeSCJvhFlgBxmBeoBz?lBUsB3rB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je38IvhF6lBliBmmBU?mBznBxwB
OTSJLIZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,X,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSZLIJ,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLJI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJIL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILJS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZIJLS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZIJSL,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISJL,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLISJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLJIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJISL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLSI,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSLI,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSILJ,X,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSIJL,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLJSZ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OITLJZS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OITLSZJ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLZJS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLZSJ,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJLSZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OITJLZS,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OITJSLZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,X,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITJZLS,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJZSL,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITSLJZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITSLZJ,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJLZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITSJZL,X,X,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITSZLJ,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITZLJS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,X,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZJLS,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZJSL,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSLJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSJL,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OILTJSZ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OILTJZS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OILTSJZ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OILTSZJ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTZJS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTZSJ,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJTSZ,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O
OILJTZS,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OILJSTZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OILJSZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJZTS,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJZST,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSTJZ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSTZJ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJTZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSJZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSZTJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZTSJ,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZJTS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILZJST,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILZSTJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSJT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OIJTLZS,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJTSLZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSZL,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJTZLS,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTZSL,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJLTSZ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OIJLTZS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OIJLSTZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSZT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJLZTS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJLZST,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJSTLZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTZL,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJSLZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OIJSZLT,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZTLS,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZTSL,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJZLTS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJZSLT,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLJZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISTLZJ,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTJLZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISTJZL,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OISTZLJ,X,O,O,X,X,X,O,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZJL,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OISLTJZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISLTZJ,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISLJZT,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLZTJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLZJT,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJTLZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISJTZL,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OISJLTZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISJLZT,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJZTL,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OISJZLT,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZTLJ,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZTJL,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OISZLTJ,X,O,O,X,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZLJT,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZJTL,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OISZJLT,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTLJS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZTLSJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZTJLS,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTJSL,X,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTSLJ,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTSJL,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OIZLTJS,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLTSJ,X,X,O,X,X,X,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLJTS,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLJST,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLSTJ,X,O,O,X,X,X,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLSJT,X,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJTLS,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJTSL,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLTS,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLST,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJSTL,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJSLT,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSTLJ,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSTJL,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OIZSLTJ,X,O,O,X,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSLJT,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSJTL,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OIZSJLT,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIJSZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OLTIJZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OLTISJZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OLTISZJ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIZJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OLTIZSJ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OLTJISZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTJIZS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTJSIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTJSZI,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTJZIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTJZSI,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTSIJZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLTSIZJ,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSJIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSJZI,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSZIJ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSZJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZIJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTZISJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTZJIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZSIJ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZSJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITJSZ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OLITJZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OLITSJZ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OLITSZJ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
