sequence,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBcjBGhBT?iBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF2hBRdBcjBS?nBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFuiBcjBRhBz?hBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Je2AJvhFRcBCeBzhBX?jB0rBlsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBGeBRiB1?rB8sBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF/hBUdBOoBC?jBxrBVxB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFGdBTeBRnBF?mB8rB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jex7IvhFTeBCnB8sBm?lBFnBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBXiBusBc?oBFmBzrB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBfnBxiBu?sBFoB0rB
JILZTSO,O,X,O,O,X,X,X,X,X,X
JILZTOS,O,X,O,O,X,X,X,X,X,X
JILZSTO,O,X,O,O,X,X,X,X,X,X
JILZSOT,O,X,O,O,X,X,X,X,X,X
JILZOTS,O,X,O,O,X,X,X,X,X,X
JILZOST,O,X,O,O,X,X,X,X,X,X
JILOTSZ,X,X,X,X,O,O,X,X,X,X
JILOTZS,X,X,X,X,O,X,X,X,X,X
JILOSTZ,X,X,X,X,X,O,X,X,X,X
JILOSZT,X,X,X,X,X,X,X,X,O,X
JILOZTS,X,X,X,X,O,X,X,X,X,X
JILOZST,X,X,X,X,O,X,X,X,X,X
JISTLZO,X,X,X,O,X,O,X,X,O,X
JISTLOZ,X,X,X,O,X,O,X,X,X,X
JISTZLO,X,X,X,O,X,O,X,X,O,X
JISTZOL,X,X,X,O,X,O,X,X,O,X
JISTOLZ,X,X,X,O,X,O,X,X,X,X
JISTOZL,X,X,X,O,X,O,X,X,X,X
JISLTZO,X,X,X,O,X,O,X,X,X,X
JISLTOZ,X,X,X,O,X,O,X,X,X,X
JISLZTO,O,O,O,O,X,X,X,X,O,X
JISLZOT,O,O,O,O,X,X,X,X,O,X
JISLOTZ,X,X,X,O,X,O,X,X,X,X
JISLOZT,O,O,X,O,X,X,X,X,X,X
JISZTLO,O,X,O,O,X,O,X,X,O,X
JISZTOL,X,O,X,O,X,O,X,X,O,X
JISZLTO,O,O,O,O,X,X,X,X,O,X
JISZLOT,O,O,O,O,X,X,X,X,O,X
JISZOTL,O,O,X,O,X,O,X,X,O,X
JISZOLT,O,O,O,O,X,X,X,X,O,X
JISOTLZ,X,X,X,X,X,O,X,X,X,X
JISOTZL,X,X,X,X,X,O,X,X,X,X
JISOLTZ,X,X,X,O,X,O,X,X,X,X
JISOLZT,O,O,X,O,X,X,X,X,X,X
JISOZTL,O,O,X,X,X,O,X,X,X,X
JISOZLT,O,O,X,X,X,X,X,X,X,X
JIZTLSO,O,X,O,O,O,X,X,X,X,X
JIZTLOS,O,X,O,O,O,X,X,X,X,X
JIZTSLO,O,X,X,O,O,O,X,X,X,X
JIZTSOL,O,X,X,O,O,O,X,X,X,X
JIZTOLS,O,X,X,O,O,X,X,X,X,X
JIZTOSL,O,X,X,O,O,O,X,X,X,X
JIZLTSO,O,X,O,O,X,X,X,X,X,X
JIZLTOS,O,X,O,O,O,X,X,X,X,X
JIZLSTO,O,X,O,O,X,X,X,X,X,X
JIZLSOT,O,X,O,O,O,X,X,X,X,X
JIZLOTS,O,X,O,O,O,X,X,X,X,X
JIZLOST,O,X,O,O,O,X,X,X,X,X
JIZSTLO,O,X,X,O,X,O,X,X,X,O
JIZSTOL,X,X,X,O,X,O,X,X,X,O
JIZSLTO,O,X,O,O,X,X,X,X,X,O
JIZSLOT,O,X,O,O,O,X,X,X,X,O
JIZSOTL,O,X,X,O,X,O,X,X,X,O
JIZSOLT,O,X,X,O,O,X,X,X,X,O
JIZOTLS,X,X,X,O,O,X,X,X,X,X
JIZOTSL,X,X,X,O,O,O,X,X,X,X
JIZOLTS,O,X,O,O,O,X,X,X,X,X
JIZOLST,O,X,O,O,O,X,X,X,X,X
JIZOSTL,X,X,X,O,X,O,X,X,X,O
JIZOSLT,X,X,X,O,O,X,X,X,X,O
JIOTLSZ,X,X,X,O,O,O,X,X,X,X
JIOTLZS,X,O,X,X,O,X,X,X,X,X
JIOTSLZ,X,O,X,O,O,O,X,X,X,X
JIOTSZL,X,O,X,O,X,O,X,X,X,X
JIOTZLS,X,O,X,O,O,X,X,X,X,X
JIOTZSL,X,O,X,O,O,O,X,X,X,X
JIOLTSZ,X,X,X,X,O,O,X,X,X,X
JIOLTZS,X,X,X,X,O,X,X,X,X,X
JIOLSTZ,X,X,X,X,X,O,X,X,X,X
JIOLSZT,X,X,X,X,X,X,X,X,O,X
JIOLZTS,X,X,X,X,O,X,X,X,X,X
JIOLZST,X,X,X,X,O,X,X,X,X,X
JIOSTLZ,X,X,X,X,X,O,X,X,O,X
JIOSTZL,X,X,X,X,X,O,X,X,O,X
JIOSLTZ,X,X,X,O,X,O,X,X,X,X
JIOSLZT,X,O,X,O,X,X,X,X,O,X
JIOSZTL,X,O,X,X,X,O,X,X,O,X
JIOSZLT,X,O,X,X,X,X,X,X,O,X
JIOZTLS,X,X,X,O,O,X,X,X,X,X
JIOZTSL,X,X,X,O,O,O,X,X,X,X
JIOZLTS,X,X,X,O,O,X,X,X,X,X
JIOZLST,X,X,X,O,O,X,X,X,X,X
JIOZSTL,X,X,X,O,X,O,X,X,X,O
JIOZSLT,X,X,X,O,O,X,X,X,X,O
JLTISZO,O,X,O,O,X,X,X,X,X,X
JLTISOZ,O,X,X,O,O,X,X,X,X,X
JLTIZSO,O,O,O,O,X,X,X,X,X,X
JLTIZOS,O,O,O,O,O,X,X,X,X,X
JLTIOSZ,X,X,X,O,O,X,X,X,X,X
JLTIOZS,O,O,X,X,O,X,X,X,X,X
JLTSIZO,O,O,O,O,X,X,X,X,X,X
JLTSIOZ,O,O,X,O,X,X,X,X,X,X
JLTSZIO,O,O,O,O,X,X,X,X,O,X
JLTSZOI,O,O,O,O,X,X,X,X,X,X
JLTSOIZ,O,O,X,O,O,X,X,X,X,X
JLTSOZI,O,O,X,O,O,X,X,X,X,X
JLTZISO,O,O,O,O,O,X,X,X,X,X
JLTZIOS,O,O,O,O,O,X,X,X,X,X
JLTZSIO,O,O,O,O,O,X,X,X,X,X
JLTZSOI,O,O,O,O,O,X,X,X,X,X
JLTZOIS,O,O,O,O,O,X,X,X,X,X
JLTZOSI,O,O,X,O,O,X,X,X,X,X
JLTOISZ,X,X,X,O,O,X,X,X,X,X
JLTOIZS,O,O,X,X,O,X,X,X,X,X
JLTOSIZ,O,O,X,O,O,X,X,X,X,X
JLTOSZI,O,O,X,O,O,X,X,X,O,X
JLTOZIS,O,O,X,X,O,X,X,X,X,X
JLTOZSI,O,O,X,X,O,X,X,X,X,X
JLITSZO,O,X,O,O,X,O,X,X,X,X
JLITSOZ,O,X,X,O,X,O,X,X,X,X
JLITZSO,O,X,O,O,X,X,X,X,X,X
JLITZOS,O,X,O,O,X,X,X,X,X,X
JLITOSZ,X,X,X,O,X,O,X,X,X,X
JLITOZS,O,X,X,X,X,X,X,X,X,X
JLISTZO,X,X,X,O,X,O,X,X,X,X
JLISTOZ,X,X,X,O,X,O,X,X,X,X
JLISZTO,O,X,O,O,X,X,X,X,O,X
JLISZOT,O,X,O,O,X,X,X,X,O,X
JLISOTZ,X,X,X,O,X,O,X,X,X,X
JLISOZT,O,X,X,O,X,X,X,X,X,X
JLIZTSO,O,X,O,O,X,X,X,X,X,X
JLIZTOS,O,X,O,O,X,X,X,X,X,X
JLIZSTO,O,X,O,O,X,X,X,X,X,X
JLIZSOT,O,X,O,O,X,X,X,X,X,X
JLIZOTS,O,X,O,O,X,X,X,X,X,X
JLIZOST,O,X,O,O,X,X,X,X,X,X
JLIOTSZ,X,X,X,X,O,O,X,X,X,X
JLIOTZS,X,X,X,X,O,X,X,X,X,X
JLIOSTZ,X,X,X,X,X,O,X,X,X,X
JLIOSZT,X,X,X,X,X,X,X,X,O,X
JLIOZTS,X,X,X,X,O,X,X,X,X,X
JLIOZST,X,X,X,X,O,X,X,X,X,X
JLSTIZO,O,X,O,O,X,X,X,X,O,X
JLSTIOZ,O,X,X,O,X,X,X,X,X,X
JLSTZIO,O,O,O,O,X,X,X,X,O,X
JLSTZOI,O,O,O,O,X,X,X,X,O,X
JLSTOIZ,O,X,X,O,X,X,X,X,X,X
JLSTOZI,O,O,X,O,X,X,X,X,O,X
JLSITZO,X,X,X,O,X,O,O,X,X,X
JLSITOZ,X,X,X,O,X,O,O,X,X,X
JLSIZTO,O,O,O,O,X,X,O,X,O,X
JLSIZOT,O,O,O,O,X,X,O,X,O,X
JLSIOTZ,X,X,X,O,X,O,O,X,X,X
JLSIOZT,O,O,X,O,X,X,O,X,X,X
JLSZTIO,O,O,O,O,X,X,X,X,O,X
JLSZTOI,O,O,O,O,X,X,X,X,O,X
JLSZITO,O,O,O,O,X,X,X,X,O,X
JLSZIOT,O,O,O,O,X,X,X,X,O,X
JLSZOTI,O,O,O,O,X,X,X,X,X,X
JLSZOIT,O,O,O,O,X,X,X,X,O,X
JLSOTIZ,X,X,X,O,O,X,X,X,X,X
JLSOTZI,O,O,X,O,O,X,X,X,O,X
JLSOITZ,X,X,X,O,X,O,O,X,X,X
JLSOIZT,O,O,X,O,X,X,O,X,O,X
JLSOZTI,O,O,X,O,O,X,X,X,O,X
JLSOZIT,O,O,X,O,O,X,X,X,O,X
JLZTISO,O,X,O,O,O,X,X,X,X,X
JLZTIOS,O,X,O,O,O,X,X,X,X,X
JLZTSIO,O,X,O,O,O,X,X,X,X,X
JLZTSOI,O,X,O,O,O,X,X,X,X,X
JLZTOIS,O,X,O,O,O,X,X,X,X,X
JLZTOSI,O,X,X,O,O,X,X,X,X,X
JLZITSO,O,X,O,O,X,X,X,X,X,X
JLZITOS,O,X,O,O,O,X,X,X,X,X
JLZISTO,O,X,O,O,X,X,X,X,X,X
JLZISOT,O,X,O,O,O,X,X,X,X,X
JLZIOTS,O,X,O,O,O,X,X,X,X,X
JLZIOST,O,X,O,O,O,X,X,X,X,X
JLZSTIO,O,X,O,O,X,X,X,X,O,O
JLZSTOI,O,X,O,O,X,X,X,X,X,O
JLZSITO,O,X,O,O,X,X,X,X,O,O
JLZSIOT,O,X,O,O,X,X,X,X,O,O
JLZSOTI,O,X,O,O,O,X,X,X,X,O
JLZSOIT,O,X,O,O,O,X,X,X,O,O
JLZOTIS,O,X,O,O,O,X,X,X,X,X
JLZOTSI,O,X,X,O,O,X,X,X,X,X
JLZOITS,O,X,O,O,O,X,X,X,X,X
JLZOIST,O,X,O,O,O,X,X,X,X,X
JLZOSTI,O,X,O,O,O,X,X,X,O,O
JLZOSIT,O,X,O,O,O,X,X,X,O,O
JLOTISZ,X,X,X,X,O,X,X,X,X,X
JLOTIZS,O,O,X,X,O,X,X,X,X,X
JLOTSIZ,O,O,X,X,O,X,X,X,X,X
JLOTSZI,O,O,X,X,O,X,X,X,O,X
JLOTZIS,O,O,X,X,O,X,X,X,X,X
JLOTZSI,O,O,X,X,O,X,X,X,X,X
JLOITSZ,X,X,X,X,O,O,X,X,X,X
JLOITZS,X,X,X,X,O,X,X,X,X,X
JLOISTZ,X,X,X,X,X,O,X,X,X,X
JLOISZT,X,X,X,X,X,X,X,X,O,X
JLOIZTS,X,X,X,X,O,X,X,X,X,X
JLOIZST,X,X,X,X,O,X,X,X,X,X
JLOSTIZ,X,X,X,X,O,X,X,X,O,X
JLOSTZI,O,O,X,X,O,X,X,X,O,X
JLOSITZ,X,X,X,X,X,O,O,X,X,X
JLOSIZT,O,O,X,X,X,X,O,X,O,X
JLOSZTI,O,O,X,X,O,X,X,X,O,X
JLOSZIT,O,O,X,X,O,X,X,X,O,X
JLOZTIS,O,X,X,X,O,X,X,X,X,X
JLOZTSI,O,X,X,X,O,X,X,X,X,X
JLOZITS,O,X,X,X,O,X,X,X,X,X
JLOZIST,O,X,X,X,O,X,X,X,X,X
JLOZSTI,O,X,X,X,O,X,X,X,O,O
JLOZSIT,O,X,X,X,O,X,X,X,O,O
JSTILZO,O,O,O,O,X,O,X,X,O,X
JSTILOZ,O,O,X,O,O,O,X,X,X,X
JSTIZLO,O,O,O,O,X,O,X,X,O,X
JSTIZOL,O,O,O,O,X,O,X,X,O,X
JSTIOLZ,O,O,X,O,O,O,X,X,X,X
JSTIOZL,O,O,X,O,X,O,X,X,X,X
JSTLIZO,O,O,O,O,X,X,X,X,O,X
JSTLIOZ,O,O,X,O,X,X,X,X,X,X
JSTLZIO,O,O,O,O,X,X,X,X,O,X
JSTLZOI,O,O,O,O,X,X,X,X,O,X
JSTLOIZ,O,O,X,O,O,X,X,X,X,X
JSTLOZI,O,O,X,O,O,X,X,X,O,X
JSTZILO,O,O,O,O,O,X,X,X,O,X
JSTZIOL,O,O,O,O,O,X,X,X,O,X
JSTZLIO,O,O,O,O,O,X,X,X,O,X
JSTZLOI,O,O,O,O,O,X,X,X,O,X
JSTZOIL,O,O,O,O,O,X,X,X,O,X
JSTZOLI,O,O,O,O,O,X,X,X,O,X
JSTOILZ,O,O,X,O,O,O,X,X,X,X
JSTOIZL,O,O,X,O,X,O,X,X,X,X
JSTOLIZ,O,O,X,O,O,X,X,X,X,X
JSTOLZI,O,O,X,O,O,X,X,X,O,X
JSTOZIL,O,O,X,O,O,X,X,X,O,X
JSTOZLI,O,O,X,O,O,X,X,X,O,X
JSITLZO,X,X,X,O,X,O,O,X,O,X
JSITLOZ,X,X,X,O,X,O,O,X,X,X
JSITZLO,X,X,X,O,X,O,O,X,O,X
JSITZOL,X,X,X,O,X,O,O,X,O,X
JSITOLZ,X,X,X,O,X,O,O,X,X,X
JSITOZL,X,X,X,O,X,O,O,X,X,X
JSILTZO,X,X,X,O,X,O,O,X,X,X
JSILTOZ,X,X,X,O,X,O,O,X,X,X
JSILZTO,O,O,O,O,X,X,O,X,O,X
JSILZOT,O,O,O,O,X,X,O,X,O,X
JSILOTZ,X,X,X,O,X,O,O,X,X,X
JSILOZT,O,O,X,O,X,X,O,X,X,X
JSIZTLO,O,X,O,O,X,O,O,X,O,X
JSIZTOL,X,O,X,O,X,O,O,X,O,X
JSIZLTO,O,O,O,O,X,X,O,X,O,X
JSIZLOT,O,O,O,O,X,X,O,X,O,X
JSIZOTL,O,O,X,O,X,O,O,X,O,X
JSIZOLT,O,O,O,O,X,X,O,X,O,X
JSIOTLZ,X,X,X,X,X,O,O,X,X,X
JSIOTZL,X,X,X,X,X,O,O,X,X,X
JSIOLTZ,X,X,X,O,X,O,O,X,X,X
JSIOLZT,O,O,X,O,X,X,O,X,X,X
JSIOZTL,O,O,X,X,X,O,O,X,X,X
JSIOZLT,O,O,X,X,X,X,O,X,X,X
JSLTIZO,O,X,O,O,X,X,X,X,O,X
JSLTIOZ,O,X,X,O,X,X,X,X,X,X
JSLTZIO,O,O,O,O,X,X,X,X,O,X
JSLTZOI,O,O,O,O,X,X,X,X,O,X
JSLTOIZ,O,X,X,O,X,X,X,X,X,X
JSLTOZI,O,O,X,O,X,X,X,X,O,X
JSLITZO,X,X,X,O,X,O,O,X,X,X
JSLITOZ,X,X,X,O,X,O,O,X,X,X
JSLIZTO,O,O,O,O,X,X,O,X,O,X
JSLIZOT,O,O,O,O,X,X,O,X,O,X
JSLIOTZ,X,X,X,O,X,O,O,X,X,X
JSLIOZT,O,O,X,O,X,X,O,X,X,X
JSLZTIO,O,O,O,O,X,X,X,X,O,X
JSLZTOI,O,O,O,O,X,X,X,X,O,X
JSLZITO,O,O,O,O,X,X,X,X,O,X
JSLZIOT,O,O,O,O,X,X,X,X,O,X
JSLZOTI,O,O,O,O,X,X,X,X,X,X
JSLZOIT,O,O,O,O,X,X,X,X,O,X
JSLOTIZ,X,X,X,O,O,X,X,X,X,X
JSLOTZI,O,O,X,O,O,X,X,X,O,X
JSLOITZ,X,X,X,O,X,O,O,X,X,X
JSLOIZT,O,O,X,O,X,X,O,X,O,X
JSLOZTI,O,O,X,O,O,X,X,X,O,X
JSLOZIT,O,O,X,O,O,X,X,X,O,X
JSZTILO,O,O,O,O,O,X,X,X,O,O
JSZTIOL,O,O,O,O,O,X,X,X,O,O
JSZTLIO,O,O,O,O,O,X,X,X,O,O
JSZTLOI,O,O,O,O,O,X,X,X,O,O
JSZTOIL,O,O,O,O,O,X,X,X,O,O
JSZTOLI,O,O,O,O,O,X,X,X,O,O
JSZITLO,O,O,O,O,X,O,X,X,O,O
JSZITOL,O,O,O,O,X,O,X,X,O,O
JSZILTO,O,O,O,O,X,X,X,X,O,O
JSZILOT,O,O,O,O,O,X,X,X,O,O
JSZIOTL,O,O,X,O,X,O,X,X,O,O
JSZIOLT,O,O,O,O,O,X,X,X,O,O
JSZLTIO,O,O,O,O,X,X,X,X,O,O
JSZLTOI,O,O,O,O,X,X,X,X,O,O
JSZLITO,O,O,O,O,X,X,X,X,O,O
JSZLIOT,O,O,O,O,X,X,X,X,O,O
JSZLOTI,O,O,O,O,O,X,X,X,X,O
JSZLOIT,O,O,O,O,O,X,X,X,O,O
JSZOTIL,O,O,O,O,O,X,X,X,O,O
JSZOTLI,O,O,O,O,O,X,X,X,O,O
JSZOITL,O,O,X,O,X,O,X,X,O,O
JSZOILT,O,O,O,O,O,X,X,X,O,O
JSZOLTI,O,O,O,O,O,X,X,X,X,O
JSZOLIT,O,O,O,O,O,X,X,X,O,O
JSOTILZ,X,O,X,O,O,O,X,X,O,X
JSOTIZL,X,O,X,O,X,O,X,X,O,X
JSOTLIZ,X,O,X,O,O,X,X,X,O,X
JSOTLZI,O,O,X,O,O,X,X,X,O,X
JSOTZIL,O,O,X,O,O,X,X,X,O,X
JSOTZLI,O,O,X,O,O,X,X,X,O,X
JSOITLZ,X,X,X,X,X,O,O,X,O,X
JSOITZL,X,X,X,X,X,O,O,X,O,X
JSOILTZ,X,X,X,O,X,O,O,X,X,X
JSOILZT,O,O,X,O,X,X,O,X,O,X
JSOIZTL,O,O,X,X,X,O,O,X,O,X
JSOIZLT,O,O,X,X,X,X,O,X,O,X
JSOLTIZ,X,X,X,O,O,X,X,X,O,X
JSOLTZI,O,O,X,O,O,X,X,X,O,X
JSOLITZ,X,X,X,O,X,O,O,X,X,X
JSOLIZT,O,O,X,O,X,X,O,X,O,X
JSOLZTI,O,O,X,O,O,X,X,X,O,X
JSOLZIT,O,O,X,O,O,X,X,X,O,X
JSOZTIL,O,O,X,O,O,X,X,X,O,O
JSOZTLI,O,O,X,O,O,X,X,X,O,O
JSOZITL,O,O,X,O,X,O,X,X,O,O
JSOZILT,O,O,X,O,O,X,X,X,O,O
JSOZLTI,O,O,X,O,O,X,X,X,O,O
JSOZLIT,O,O,X,O,O,X,X,X,O,O
JZTILSO,O,O,O,O,O,X,X,X,X,X
JZTILOS,O,O,O,O,O,X,X,X,X,X
JZTISLO,O,X,O,O,O,X,X,X,X,X
JZTISOL,O,O,X,O,O,X,X,X,X,X
JZTIOLS,O,O,O,O,O,X,X,X,X,X
JZTIOSL,O,O,X,O,O,X,X,X,X,X
JZTLISO,O,O,O,O,O,X,X,X,X,X
JZTLIOS,O,O,O,O,O,X,X,X,X,X
JZTLSIO,O,O,O,O,O,X,X,X,X,X
JZTLSOI,O,O,O,O,O,X,X,X,X,X
JZTLOIS,O,O,O,O,O,X,X,X,X,X
JZTLOSI,O,O,X,O,O,X,X,X,X,X
JZTSILO,O,O,O,O,O,X,X,X,X,O
JZTSIOL,O,O,O,O,O,X,X,X,X,O
JZTSLIO,O,O,O,O,O,X,X,X,X,O
JZTSLOI,O,O,O,O,O,X,X,X,X,O
JZTSOIL,O,O,O,O,O,X,X,X,X,O
JZTSOLI,O,O,O,O,O,X,X,X,X,O
JZTOILS,O,O,O,O,O,X,X,X,X,X
JZTOISL,O,O,X,O,O,X,X,X,X,X
JZTOLIS,O,O,O,O,O,X,X,X,X,X
JZTOLSI,O,O,X,O,O,X,X,X,X,X
JZTOSIL,O,O,X,O,O,X,X,X,X,O
JZTOSLI,O,O,X,O,O,X,X,X,X,O
JZITLSO,O,X,O,O,O,X,X,X,X,X
JZITLOS,O,O,O,O,O,X,X,X,X,X
JZITSLO,O,X,O,O,O,O,X,X,X,X
JZITSOL,O,O,X,O,O,O,X,X,X,X
JZITOLS,O,O,O,O,O,X,X,X,X,X
JZITOSL,O,O,X,O,O,O,X,X,X,X
JZILTSO,O,X,O,O,X,X,X,X,X,X
JZILTOS,O,X,O,O,O,X,X,X,X,X
JZILSTO,O,X,O,O,X,X,X,X,X,X
JZILSOT,O,X,O,O,O,X,X,X,X,X
JZILOTS,O,X,O,O,O,X,X,X,X,X
JZILOST,O,X,O,O,O,X,X,X,X,X
JZISTLO,O,X,O,O,X,O,X,X,X,O
JZISTOL,X,X,O,O,X,O,X,X,X,O
JZISLTO,O,X,O,O,X,X,X,X,X,O
JZISLOT,O,X,O,O,O,X,X,X,X,O
JZISOTL,O,X,X,O,X,O,X,X,X,O
JZISOLT,O,X,O,O,O,X,X,X,X,O
JZIOTLS,X,X,X,O,O,X,X,X,X,X
JZIOTSL,X,X,X,O,O,O,X,X,X,X
JZIOLTS,O,X,O,O,O,X,X,X,X,X
JZIOLST,O,X,O,O,O,X,X,X,X,X
JZIOSTL,X,X,X,O,X,O,X,X,X,O
JZIOSLT,X,X,X,O,O,X,X,X,X,O
JZLTISO,O,X,O,O,O,X,X,O,X,X
JZLTIOS,O,X,O,O,O,X,X,O,X,X
JZLTSIO,O,X,O,O,O,X,X,O,X,X
JZLTSOI,O,X,O,O,O,X,X,O,X,X
JZLTOIS,O,X,O,O,O,X,X,O,X,X
JZLTOSI,O,X,X,O,O,X,X,O,X,X
JZLITSO,O,X,O,O,X,X,X,O,X,X
JZLITOS,O,X,O,O,O,X,X,O,X,X
JZLISTO,O,X,O,O,X,X,X,O,X,X
JZLISOT,O,X,O,O,O,X,X,O,X,X
JZLIOTS,O,X,O,O,O,X,X,O,X,X
JZLIOST,O,X,O,O,O,X,X,O,X,X
JZLSTIO,O,X,O,O,X,X,X,O,O,O
JZLSTOI,O,X,O,O,X,X,X,O,X,O
JZLSITO,O,X,O,O,X,X,X,O,O,O
JZLSIOT,O,X,O,O,X,X,X,O,O,O
JZLSOTI,O,X,O,O,O,X,X,O,X,O
JZLSOIT,O,X,O,O,O,X,X,O,O,O
JZLOTIS,O,X,O,O,O,X,X,O,X,X
JZLOTSI,O,X,X,O,O,X,X,O,X,X
JZLOITS,O,X,O,O,O,X,X,O,X,X
JZLOIST,O,X,O,O,O,X,X,O,X,X
JZLOSTI,O,X,O,O,O,X,X,O,O,O
JZLOSIT,O,X,O,O,O,X,X,O,O,O
JZSTILO,O,O,O,O,O,X,X,X,O,O
JZSTIOL,O,O,O,O,O,X,X,X,O,O
JZSTLIO,O,O,O,O,O,X,X,X,O,O
JZSTLOI,O,O,O,O,O,X,X,X,O,O
JZSTOIL,O,O,O,O,O,X,X,X,O,O
JZSTOLI,O,O,O,O,O,X,X,X,O,O
JZSITLO,O,O,O,O,X,O,X,X,O,O
JZSITOL,O,O,O,O,X,O,X,X,O,O
JZSILTO,O,O,O,O,X,X,X,X,O,O
JZSILOT,O,O,O,O,O,X,X,X,O,O
JZSIOTL,O,O,X,O,X,O,X,X,O,O
JZSIOLT,O,O,O,O,O,X,X,X,O,O
JZSLTIO,O,O,O,O,X,X,X,X,O,O
JZSLTOI,O,O,O,O,X,X,X,X,O,O
JZSLITO,O,O,O,O,X,X,X,X,O,O
JZSLIOT,O,O,O,O,X,X,X,X,O,O
JZSLOTI,O,O,O,O,O,X,X,X,X,O
JZSLOIT,O,O,O,O,O,X,X,X,O,O
JZSOTIL,O,O,O,O,O,X,X,X,O,O
JZSOTLI,O,O,O,O,O,X,X,X,O,O
JZSOITL,O,O,X,O,X,O,X,X,O,O
JZSOILT,O,O,O,O,O,X,X,X,O,O
JZSOLTI,O,O,O,O,O,X,X,X,X,O
JZSOLIT,O,O,O,O,O,X,X,X,O,O
JZOTILS,O,O,O,O,O,X,X,X,X,X
JZOTISL,O,O,X,O,O,X,X,X,X,X
JZOTLIS,O,O,O,O,O,X,X,X,X,X
JZOTLSI,O,O,X,O,O,X,X,X,X,X
JZOTSIL,O,O,X,O,O,X,X,X,X,O
JZOTSLI,O,O,X,O,O,X,X,X,X,O
JZOITLS,X,X,X,O,O,X,X,X,X,X
JZOITSL,X,X,X,O,O,O,X,X,X,X
JZOILTS,O,X,O,O,O,X,X,X,X,X
JZOILST,O,X,O,O,O,X,X,X,X,X
JZOISTL,X,X,X,O,X,O,X,X,X,O
JZOISLT,X,X,X,O,O,X,X,X,X,O
JZOLTIS,O,X,O,O,O,X,X,O,X,X
JZOLTSI,O,X,X,O,O,X,X,O,X,X
JZOLITS,O,X,O,O,O,X,X,O,X,X
JZOLIST,O,X,O,O,O,X,X,O,X,X
JZOLSTI,O,X,O,O,O,X,X,O,O,O
JZOLSIT,O,X,O,O,O,X,X,O,O,O
JZOSTIL,O,O,O,O,O,X,X,X,O,O
JZOSTLI,O,O,O,O,O,X,X,X,O,O
JZOSITL,O,O,X,O,X,O,X,X,O,O
JZOSILT,O,O,O,O,O,X,X,X,O,O
JZOSLTI,O,O,O,O,O,X,X,X,O,O
JZOSLIT,O,O,O,O,O,X,X,X,O,O
JOTILSZ,X,X,X,O,O,O,X,X,X,X
JOTILZS,O,O,X,X,O,X,X,X,X,X
JOTISLZ,X,O,X,O,O,O,X,X,X,X
JOTISZL,X,O,X,O,X,O,X,X,X,X
JOTIZLS,O,O,X,O,O,X,X,X,X,X
JOTIZSL,O,O,X,O,O,O,X,X,X,X
JOTLISZ,X,X,X,O,O,X,X,X,X,X
JOTLIZS,O,O,X,X,O,X,X,X,X,X
JOTLSIZ,O,O,X,O,O,X,X,X,X,X
JOTLSZI,O,O,X,O,O,X,X,X,O,X
JOTLZIS,O,O,X,X,O,X,X,X,X,X
JOTLZSI,O,O,X,X,O,X,X,X,X,X
JOTSILZ,O,O,X,O,O,O,X,X,O,X
JOTSIZL,O,O,X,O,X,O,X,X,O,X
JOTSLIZ,O,O,X,O,O,X,X,X,O,X
JOTSLZI,O,O,X,O,O,X,X,X,O,X
JOTSZIL,O,O,X,O,O,X,X,X,O,X
JOTSZLI,O,O,X,O,O,X,X,X,O,X
JOTZILS,O,O,X,O,O,X,X,X,X,X
JOTZISL,O,O,X,O,O,X,X,X,X,X
JOTZLIS,O,O,X,O,O,X,X,X,X,X
JOTZLSI,O,O,X,O,O,X,X,X,X,X
JOTZSIL,O,O,X,O,O,X,X,X,X,O
JOTZSLI,O,O,X,O,O,X,X,X,X,O
JOITLSZ,X,X,X,O,O,O,X,X,X,X
JOITLZS,X,O,X,X,O,X,X,X,X,X
JOITSLZ,X,O,X,O,O,O,X,X,X,X
JOITSZL,X,O,X,O,X,O,X,X,X,X
JOITZLS,X,O,X,O,O,X,X,X,X,X
JOITZSL,X,O,X,O,O,O,X,X,X,X
JOILTSZ,X,X,X,X,O,O,X,X,X,X
JOILTZS,X,X,X,X,O,X,X,X,X,X
JOILSTZ,X,X,X,X,X,O,X,X,X,X
JOILSZT,X,X,X,X,X,X,X,X,O,X
JOILZTS,X,X,X,X,O,X,X,X,X,X
JOILZST,X,X,X,X,O,X,X,X,X,X
JOISTLZ,X,X,X,X,X,O,X,X,O,X
JOISTZL,X,X,X,X,X,O,X,X,O,X
JOISLTZ,X,X,X,O,X,O,X,X,X,X
JOISLZT,X,O,X,O,X,X,X,X,O,X
